
[00:00:00.000 --> 00:00:04.000]  今日我的講題就是《愛的真諦》
[00:11:08.000 --> 00:11:10.000]  你就會走火入魔
[00:11:10.000 --> 00:11:12.000]  以前的俄美什麼牌
[00:11:12.000 --> 00:11:13.000]  我都不太記得
[00:11:13.000 --> 00:11:15.000]  那些武俠小說有說
[00:11:15.000 --> 00:11:17.000]  如果你的心法不正確
[00:11:17.000 --> 00:11:20.000]  你就會走火入魔
[00:11:20.000 --> 00:11:25.000]  練到輕則損人害己
[00:11:25.000 --> 00:11:28.000]  重則整個武林都毀了
[00:11:28.000 --> 00:11:31.000]  第二點想和大家分享
[00:11:31.000 --> 00:11:34.000]  就是愛的對象
[00:11:34.000 --> 00:11:36.000]  不知道怎樣愛
[00:11:36.000 --> 00:11:38.000]  我們一起讀
[00:11:38.000 --> 00:11:39.000]  這個經文很熟悉
[00:11:39.000 --> 00:11:41.000]  閉上眼都背得出來
[00:11:41.000 --> 00:11:43.000]  預備起
[00:11:43.000 --> 00:12:07.000]  (俄語)
[00:12:07.000 --> 00:12:09.000]  去到這裡
[00:12:09.000 --> 00:12:15.000]  當我們明白要帶著愛心去做事的時候
[00:12:15.000 --> 00:12:18.000]  是不是代表我們真的懂得去愛人呢
[00:12:18.000 --> 00:12:20.000]  你問問你自己
[00:12:20.000 --> 00:12:21.000]  是不是懂得去愛人呢
[00:12:21.000 --> 00:12:23.000]  愛是怎樣的
[00:12:23.000 --> 00:12:25.000]  這幅圖就很明白
[00:12:25.000 --> 00:12:27.000]  愛和喜歡
[00:12:27.000 --> 00:12:32.000]  愛和喜歡是很不同的
[00:12:32.000 --> 00:12:35.000]  喜歡就是你見到我很喜歡花
[00:12:35.000 --> 00:12:37.000]  你見到一堆花
[00:12:37.000 --> 00:12:39.000]  你很想摘掉
[00:12:39.000 --> 00:12:40.000]  你自己擁有
[00:12:40.000 --> 00:12:42.000]  這個就是喜歡
[00:12:42.000 --> 00:12:45.000]  愛其實是很難的
[00:12:45.000 --> 00:12:47.000]  譬如你很喜歡花
[00:12:47.000 --> 00:12:49.000]  你就要種
[00:12:49.000 --> 00:12:51.000]  種花的過程是怎樣
[00:12:51.000 --> 00:12:52.000]  很辛勞
[00:12:52.000 --> 00:12:53.000]  譬如你種米
[00:12:53.000 --> 00:12:56.000]  我爸爸媽媽是種東西的
[00:12:56.000 --> 00:12:59.000]  我也是耕田出身
[00:12:59.000 --> 00:13:01.000]  如果你種東西
[00:13:01.000 --> 00:13:03.000]  你就會很明白很艱辛
[00:13:03.000 --> 00:13:05.000]  日曬雨淋
[00:13:05.000 --> 00:13:07.000]  你要找些東西遮住
[00:13:07.000 --> 00:13:10.000]  不要被苗和花曬到
[00:13:10.000 --> 00:13:12.000]  你又要硝管
[00:13:12.000 --> 00:13:13.000]  又要淋水
[00:13:13.000 --> 00:13:15.000]  又要施肥
[00:13:15.000 --> 00:13:17.000]  是你要付出的
[00:13:17.000 --> 00:13:19.000]  這個就是愛
[00:13:19.000 --> 00:13:21.000]  其實愛自己
[00:13:21.000 --> 00:13:23.000]  是以自己為中心
[00:13:23.000 --> 00:13:26.000]  如果目的就是滿足自己
[00:13:26.000 --> 00:13:27.000]  如果愛別人
[00:13:27.000 --> 00:13:29.000]  剛剛是相反的
[00:13:29.000 --> 00:13:32.000]  目的就是為別人付出
[00:13:32.000 --> 00:13:34.000]  誰為別人付出
[00:13:34.000 --> 00:13:36.000]  有沒有想到我們的神
[00:13:36.000 --> 00:13:37.000]  神就是愛
[00:13:37.000 --> 00:13:41.000]  神的本質就是願意為我們付出
[00:13:41.000 --> 00:13:42.000]  因為聖經也說
[00:13:42.000 --> 00:13:43.000]  神愛世人
[00:13:43.000 --> 00:13:47.000]  甚至將他的獨生子賜給他們
[00:13:47.000 --> 00:13:49.000]  還有一個經文就是說
[00:13:49.000 --> 00:13:50.000]  主為我們捨命
[00:13:50.000 --> 00:13:55.000]  從此我們就知道什麼是愛
[00:13:55.000 --> 00:13:58.000]  所以這個初步的解釋
[00:13:58.000 --> 00:14:00.000]  大家應該明白什麼叫做愛
[00:14:00.000 --> 00:14:02.000]  保羅接著提醒我們
[00:14:02.000 --> 00:14:05.000]  要愛才要有愛的對象
[00:14:05.000 --> 00:14:07.000]  你就會問
[00:14:07.000 --> 00:14:14.000]  會沒有愛的對象嗎
[00:14:14.000 --> 00:14:16.000]  居然真的會
[00:14:16.000 --> 00:14:19.000]  因為是視乎你愛的對象
[00:14:19.000 --> 00:14:20.000]  是不是你自己
[00:14:20.000 --> 00:14:22.000]  還是別人
[00:14:22.000 --> 00:14:25.000]  保羅就說出愛的本質
[00:14:25.000 --> 00:14:27.000]  愛是恆久忍耐
[00:14:27.000 --> 00:14:28.000]  又有恩慈
[00:14:28.000 --> 00:14:31.000]  恆久忍耐是指在關係
[00:14:31.000 --> 00:14:33.000]  中去諒解
[00:14:33.000 --> 00:14:35.000]  去接納別人的過犯
[00:14:35.000 --> 00:14:39.000]  而恩慈則是仁慈
[00:14:39.000 --> 00:14:41.000]  或者是憐憫
[00:14:41.000 --> 00:14:44.000]  來對待那些受苦的人
[00:14:44.000 --> 00:14:45.000]  我想問問大家
[00:14:45.000 --> 00:14:47.000]  我的同工叫我問問大家
[00:14:47.000 --> 00:14:48.000]  大家的鞋子
[00:14:48.000 --> 00:14:51.000]  回家的鞋子放在哪裡
[00:14:51.000 --> 00:14:54.000]  有些人放在走廊
[00:14:54.000 --> 00:14:55.000]  外面可以放
[00:14:55.000 --> 00:14:58.000]  有些人就要放在哪裡
[00:14:58.000 --> 00:14:59.000]  鞋櫃
[00:14:59.000 --> 00:15:00.000]  有些人回家
[00:15:00.000 --> 00:15:01.000]  有個地方
[00:15:01.000 --> 00:15:03.000]  可以就這樣放在那裡
[00:15:03.000 --> 00:15:07.000]  家裡就要放鞋櫃
[00:15:07.000 --> 00:15:09.000]  家裡有鞋櫃
[00:15:09.000 --> 00:15:10.000]  但是
[00:15:10.000 --> 00:15:11.000]  你知不知道
[00:15:11.000 --> 00:15:12.000]  我回家
[00:15:12.000 --> 00:15:15.000]  會把鞋子放在哪裡
[00:15:15.000 --> 00:15:16.000]  門口
[00:15:16.000 --> 00:15:17.000]  不是
[00:15:17.000 --> 00:15:18.000]  會被保安員收拾
[00:15:18.000 --> 00:15:22.000]  我不會放在門口
[00:15:22.000 --> 00:15:23.000]  我一回去
[00:15:23.000 --> 00:15:24.000]  就脫了鞋子
[00:15:24.000 --> 00:15:27.000]  然後就
[00:15:27.000 --> 00:15:29.000]  放在廚房
[00:15:29.000 --> 00:15:31.000]  就走了
[00:15:31.000 --> 00:15:33.000]  當我先生回來的時候
[00:15:33.000 --> 00:15:35.000]  他就會盯著鞋子
[00:15:35.000 --> 00:15:36.000]  陳菌
[00:15:36.000 --> 00:15:39.000]  鞋子要放在鞋櫃
[00:15:39.000 --> 00:15:40.000]  如是者
[00:15:40.000 --> 00:15:41.000]  你知不知道
[00:15:41.000 --> 00:15:42.000]  他說這句話
[00:15:42.000 --> 00:15:43.000]  說了多少年
[00:15:43.000 --> 00:15:45.000]  十五年
[00:15:45.000 --> 00:15:47.000]  這十幾年來
[00:15:47.000 --> 00:15:48.000]  我從來
[00:15:48.000 --> 00:15:49.000]  很多時候
[00:15:49.000 --> 00:15:52.000]  都沒有把鞋子放在鞋櫃
[00:15:52.000 --> 00:15:53.000]  如果你是我老公
[00:15:53.000 --> 00:15:55.000]  你會怎樣
[00:15:55.000 --> 00:15:56.000]  怎樣
[00:15:56.000 --> 00:15:58.000]  鬥巴星
[00:15:58.000 --> 00:15:59.000]  你收拾鞋子
[00:15:59.000 --> 00:16:01.000]  每一天都跟我說
[00:16:01.000 --> 00:16:02.000]  陳菌
[00:16:02.000 --> 00:16:06.000]  都說鞋子要放在鞋櫃
[00:16:06.000 --> 00:16:07.000]  我真的覺得
[00:16:07.000 --> 00:16:08.000]  我老公
[00:16:08.000 --> 00:16:11.000]  好像上帝有一點
[00:16:11.000 --> 00:16:12.000]  憐憫人
[00:16:12.000 --> 00:16:15.000]  有上帝的心腸
[00:16:15.000 --> 00:16:16.000]  我們原來知道
[00:16:16.000 --> 00:16:17.000]  神的本質
[00:16:17.000 --> 00:16:21.000]  耶和華是滿有
[00:16:21.000 --> 00:16:23.000]  什麼
[00:16:23.000 --> 00:16:25.000]  憐憫有恩典
[00:16:25.000 --> 00:16:27.000]  不輕易發怒
[00:16:27.000 --> 00:16:30.000]  有豐盛的慈愛和誠實
[00:16:30.000 --> 00:16:32.000]  上帝就是這樣
[00:16:32.000 --> 00:16:33.000]  為了我們
[00:16:33.000 --> 00:16:34.000]  為了我們
[00:16:34.000 --> 00:16:36.000]  以我們為中心
[00:16:36.000 --> 00:16:37.000]  所以接下來
[00:16:37.000 --> 00:16:39.000]  保羅就提什麼
[00:16:39.000 --> 00:16:42.000]  八個愛是不
[00:16:42.000 --> 00:16:44.000]  其實也是
[00:16:44.000 --> 00:16:47.000]  以別人為中心
[00:16:47.000 --> 00:16:51.000]  為接待的一個對象和態度
[00:16:51.000 --> 00:16:53.000]  我分了三組想跟大家說
[00:16:53.000 --> 00:16:55.000]  首先第一組
[00:16:55.000 --> 00:16:56.000]  愛是不嫉妒
[00:16:56.000 --> 00:16:57.000]  愛是不自誇
[00:16:57.000 --> 00:16:58.000]  不張狂
[00:16:58.000 --> 00:17:00.000]  嫉妒是指
[00:17:00.000 --> 00:17:04.000]  對別人長處很難容忍
[00:17:04.000 --> 00:17:06.000]  從而讓彼此
[00:17:06.000 --> 00:17:09.000]  有你就沒有我
[00:17:09.000 --> 00:17:10.000]  這個就叫嫉妒
[00:17:10.000 --> 00:17:12.000]  勢不兩立
[00:17:12.000 --> 00:17:15.000]  憎人富貴就什麼
[00:17:15.000 --> 00:17:16.000]  厭人貧
[00:17:16.000 --> 00:17:20.000]  你沒試過去喝茶
[00:17:20.000 --> 00:17:21.000]  我就叫了誰
[00:17:21.000 --> 00:17:22.000]  一起喝茶
[00:17:22.000 --> 00:17:23.000]  誰來
[00:17:23.000 --> 00:17:25.000]  他去我不來了
[00:17:25.000 --> 00:17:27.000]  有試過嗎
[00:17:27.000 --> 00:17:28.000]  應該也有
[00:17:28.000 --> 00:17:30.000]  自誇是怎樣
[00:17:30.000 --> 00:17:33.000]  就是將自己的長處誇到很大
[00:17:33.000 --> 00:17:35.000]  很誇張
[00:17:35.000 --> 00:17:38.000]  目的是贏得別人的掌聲
[00:17:38.000 --> 00:17:43.000]  別人的善殺旁人的聲音
[00:17:43.000 --> 00:17:49.000]  張狂就是當嫉妒和自誇去到極致
[00:17:49.000 --> 00:17:54.000]  就會變成自高自大的驕傲心態
[00:17:54.000 --> 00:17:57.000]  原來嫉妒自誇和張狂
[00:17:57.000 --> 00:18:03.000]  都是容不下別人的傲慢和偏見
[00:18:03.000 --> 00:18:07.000]  正正就是哥倫多教會的信徒
[00:18:07.000 --> 00:18:11.000]  最高舉恩賜的
[00:18:11.000 --> 00:18:14.000]  但是缺乏了愛
[00:18:14.000 --> 00:18:22.000]  今天我們也不會因為追求恩賜而大動肝火
[00:18:22.000 --> 00:18:26.000]  但是我們再想想
[00:18:26.000 --> 00:18:28.000]  我們張正眼放在什麼地方
[00:18:28.000 --> 00:18:32.000]  小到教會討論信仰
[00:18:32.000 --> 00:18:35.000]  大到民生政治
[00:18:35.000 --> 00:18:39.000]  往往都是有一種傲慢與偏見在當中
[00:18:39.000 --> 00:18:41.000]  甚至乎毫不客氣
[00:18:41.000 --> 00:18:42.000]  就是很不客氣
[00:18:42.000 --> 00:18:44.000]  甚至乎傷害了別人
[00:18:44.000 --> 00:18:47.000]  可以很帥氣的站起來
[00:18:47.000 --> 00:18:49.000]  我最適合
[00:18:49.000 --> 00:18:53.000]  這就是容不下別人的態度
[00:18:53.000 --> 00:18:55.000]  第二組我想跟大家說的是
[00:18:55.000 --> 00:18:57.000]  不做害羞的事
[00:18:57.000 --> 00:18:59.000]  不求自己的益處
[00:18:59.000 --> 00:19:01.000]  害羞的事就是
[00:19:01.000 --> 00:19:04.000]  將那些使人沒面子
[00:19:04.000 --> 00:19:05.000]  尷尬
[00:19:05.000 --> 00:19:07.000]  或者是羞愧的行為
[00:19:07.000 --> 00:19:09.000]  害羞的事
[00:19:09.000 --> 00:19:12.000]  是刻意令到別人羞愧
[00:19:12.000 --> 00:19:14.000]  而益處就是
[00:19:14.000 --> 00:19:18.000]  合法合理地個人權益
[00:19:18.000 --> 00:19:19.000]  這裡說到
[00:19:19.000 --> 00:19:21.000]  不求自己的益處
[00:19:21.000 --> 00:19:24.000]  往往就是怎麼樣呢
[00:19:24.000 --> 00:19:27.000]  在高林多教會裡邊
[00:19:27.000 --> 00:19:28.000]  其實他說到
[00:19:28.000 --> 00:19:31.000]  婦女是怎麼樣
[00:19:31.000 --> 00:19:35.000]  那個意識形態的婦女是怎麼樣
[00:19:35.000 --> 00:19:36.000]  高舉自己的權利
[00:19:36.000 --> 00:19:38.000]  她們是怎麼樣
[00:19:38.000 --> 00:19:41.000]  不蒙頭
[00:19:41.000 --> 00:19:43.000]  那些很有錢的人
[00:19:43.000 --> 00:19:44.000]  因為高舉自己的權利
[00:19:44.000 --> 00:19:46.000]  就令到貧窮的人
[00:19:46.000 --> 00:19:48.000]  就捱餓了
[00:19:48.000 --> 00:19:50.000]  就好像今天的例子
[00:19:50.000 --> 00:19:51.000]  高舉自己的權益
[00:19:51.000 --> 00:19:52.000]  就是說
[00:19:52.000 --> 00:19:53.000]  如果你有什麼不妥
[00:19:53.000 --> 00:19:56.000]  你叫你經理來見我
[00:19:56.000 --> 00:19:59.000]  我曾經服侍一個姐妹
[00:19:59.000 --> 00:20:01.000]  我跟她一起坐下來
[00:20:01.000 --> 00:20:04.000]  談了兩句
[00:20:04.000 --> 00:20:05.000]  談了兩句之後
