
[00:00:00.000 --> 00:00:09.000]  近年來香港人的壓力指數或焦慮指數都有上升
[00:11:05.000 --> 00:11:07.000]  但到了那邊
[00:11:07.000 --> 00:11:08.000]  不知道住在哪裡
[00:11:08.000 --> 00:11:11.000]  不知道做什麼
[00:11:13.000 --> 00:11:16.000]  所以我們很確實
[00:11:16.000 --> 00:11:18.000]  在我們生活中
[00:11:18.000 --> 00:11:19.000]  遇到的困難
[00:11:19.000 --> 00:11:22.000]  有時真的完全無阻
[00:11:22.000 --> 00:11:24.000]  同意嗎?
[00:11:24.000 --> 00:11:26.000]  不過害怕
[00:11:26.000 --> 00:11:31.000]  大衛的見證對我們有什麼提醒呢?
[00:11:31.000 --> 00:11:33.000]  記不記得剛才那三個字眼
[00:11:33.000 --> 00:11:35.000]  尋求神
[00:11:35.000 --> 00:11:37.000]  仰望神
[00:11:37.000 --> 00:11:39.000]  呼求神
[00:11:39.000 --> 00:11:42.000]  是可以救命的
[00:11:42.000 --> 00:11:45.000]  當然更重要的是我們內心的心態
[00:11:45.000 --> 00:11:48.000]  我們是否真的放下自己
[00:11:48.000 --> 00:11:51.000]  自以為聰明
[00:11:51.000 --> 00:11:52.000]  謙卑自己
[00:11:52.000 --> 00:11:54.000]  我們承認自己的限制
[00:11:54.000 --> 00:11:56.000]  我們承認神的主權
[00:11:56.000 --> 00:11:58.000]  一切的事
[00:11:58.000 --> 00:12:00.000]  在神的手中
[00:12:00.000 --> 00:12:03.000]  讓我們的心靈轉向神
[00:12:03.000 --> 00:12:05.000]  投靠這位神
[00:12:05.000 --> 00:12:09.000]  好不好呢?
[00:12:10.000 --> 00:12:13.000]  最近有位團友向我求助
[00:12:13.000 --> 00:12:17.000]  他因為經歷了生活上一些困難
[00:12:17.000 --> 00:12:18.000]  重擔
[00:12:18.000 --> 00:12:23.000]  他長期患上情緒困擾
[00:12:23.000 --> 00:12:26.000]  雖然他多次見醫生
[00:12:26.000 --> 00:12:27.000]  覆診
[00:12:27.000 --> 00:12:29.000]  長期服藥
[00:12:29.000 --> 00:12:31.000]  但擾攘了差不多一年
[00:12:31.000 --> 00:12:34.000]  都不見有很大進展
[00:12:34.000 --> 00:12:37.000]  他找我幫忙
[00:12:37.000 --> 00:12:39.000]  當時我想
[00:12:39.000 --> 00:12:41.000]  我又不是醫生
[00:12:41.000 --> 00:12:43.000]  我又沒有藥給他服
[00:12:43.000 --> 00:12:45.000]  我怎樣幫他呢?
[00:12:45.000 --> 00:12:49.000]  頂姐妹你怎樣幫他?
[00:12:49.000 --> 00:12:58.000]  我聽完他仔細的分享之後
[00:12:58.000 --> 00:13:01.000]  我鼓勵他放下一個很大的障礙
[00:13:01.000 --> 00:13:03.000]  我聽了之後我發覺到
[00:13:03.000 --> 00:13:05.000]  因為他習慣
[00:13:05.000 --> 00:13:10.000]  依靠自己的力量去解決一切的問題
[00:13:10.000 --> 00:13:12.000]  大家有沒有試過?
[00:13:12.000 --> 00:13:14.000]  我都試過
[00:13:14.000 --> 00:13:18.000]  我鼓勵他獻給自己
[00:13:18.000 --> 00:13:21.000]  專心向神祈禱
[00:13:21.000 --> 00:13:23.000]  好像大衛那樣
[00:13:23.000 --> 00:13:24.000]  尋求神
[00:13:24.000 --> 00:13:26.000]  仰望神
[00:13:26.000 --> 00:13:28.000]  呼求神
[00:13:28.000 --> 00:13:33.000]  我請他開聲向神祈禱
[00:13:33.000 --> 00:13:35.000]  我見到他真的很情慈迫切
[00:13:35.000 --> 00:13:36.000]  很謙卑
[00:13:36.000 --> 00:13:40.000]  很誠心向神祈禱
[00:13:40.000 --> 00:13:45.000]  我為他結束祈禱
[00:13:45.000 --> 00:13:46.000]  我之後問他
[00:13:46.000 --> 00:13:51.000]  剛才祈禱覺得怎樣?
[00:13:51.000 --> 00:13:54.000]  他說在祈禱裏面
[00:13:54.000 --> 00:13:56.000]  他聽到耶穌跟他說話
[00:13:56.000 --> 00:14:00.000]  他說了兩句說話
[00:14:00.000 --> 00:14:03.000]  他說耶穌說請你放心
[00:14:03.000 --> 00:14:07.000]  我會醫治你
[00:14:07.000 --> 00:14:10.000]  我聽完之後都嚇了一跳
[00:14:10.000 --> 00:14:12.000]  一來有些很驚訝
[00:14:12.000 --> 00:14:16.000]  因為我從來都沒有聽過耶穌說話
[00:14:16.000 --> 00:14:17.000]  第二我都很羨慕
[00:14:17.000 --> 00:14:19.000]  我覺得神很愛他
[00:14:19.000 --> 00:14:25.000]  很憐憫他
[00:14:25.000 --> 00:14:28.000]  我們經常都聽到這句說話
[00:14:28.000 --> 00:14:32.000]  人的盡頭就是神的開始
[00:14:32.000 --> 00:14:33.000]  其實很真實
[00:14:33.000 --> 00:14:35.000]  當你遇到困境
[00:14:35.000 --> 00:14:38.000]  很害怕的時候
[00:14:38.000 --> 00:14:40.000]  我們要記得大衛的見證
[00:14:40.000 --> 00:14:45.000]  我們放下自己的力量和聰明
[00:14:45.000 --> 00:14:47.000]  我們專心去尋求神
[00:14:47.000 --> 00:14:51.000]  仰望神和呼求神
[00:14:51.000 --> 00:14:54.000]  神一定會為我們開一條出路
[00:14:54.000 --> 00:14:58.000]  一定是夠我們用的因典
[00:14:58.000 --> 00:15:07.000]  我們繼續看看大衛怎樣去實踐去投靠神
[00:15:07.000 --> 00:15:10.000]  看到甚麼字眼嗎?去投靠神
[00:15:10.000 --> 00:15:14.000]  以表達敬畏
[00:15:14.000 --> 00:15:16.000]  七到十一節請大家一起讀
[00:15:16.000 --> 00:15:45.000]  (念法)
[00:15:45.000 --> 00:15:56.000]  (念法)
[00:15:56.000 --> 00:16:01.000]  前文提到神幫助大衛脫離患難
[00:16:01.000 --> 00:16:03.000]  其實神做了甚麼呢?
[00:16:03.000 --> 00:16:06.000]  我們看看第七節
[00:16:06.000 --> 00:16:11.000]  耶和華的使者在敬畏他的人四處安逸
[00:16:11.000 --> 00:16:17.000]  神差遣他的使者天使去幫助大衛
[00:16:17.000 --> 00:16:20.000]  安逸當時是指軍隊的駐紮
[00:16:20.000 --> 00:16:23.000]  一般的駐紮地點是安全的
[00:16:23.000 --> 00:16:26.000]  或有水源的地方
[00:16:26.000 --> 00:16:30.000]  神對敬畏他的大衛透過天使的幫助
[00:16:30.000 --> 00:16:33.000]  提供四面的保護
[00:16:33.000 --> 00:16:37.000]  使得仇敵不能得逞
[00:16:37.000 --> 00:16:40.000]  攻擊不了大衛
[00:16:40.000 --> 00:16:46.000]  第七八節
[00:16:46.000 --> 00:16:51.000]  大衛對神的拯救作出回應
[00:16:51.000 --> 00:16:55.000]  他叫他和老人嘗嘗主恩的滋味
[00:16:55.000 --> 00:16:57.000]  使他們分享這麼好的經驗
[00:16:57.000 --> 00:17:02.000]  明白投靠神的人有多有福氣
[00:17:02.000 --> 00:17:07.000]  他後來又用了一個比喻
[00:17:07.000 --> 00:17:09.000]  用「少壯師智」
[00:17:09.000 --> 00:17:12.000]  第十節
[00:17:12.000 --> 00:17:15.000]  少壯師智象徵在戰爭中
[00:17:15.000 --> 00:17:19.000]  具備一個優厚條件的戰士
[00:17:19.000 --> 00:17:23.000]  不過少壯師智如果單憑自己的力量
[00:17:23.000 --> 00:17:25.000]  沒有了神的供應
[00:17:25.000 --> 00:17:31.000]  其實都會經歷貧乏、飢餓
[00:17:31.000 --> 00:17:33.000]  所以相對於較為弱勢人
[00:17:33.000 --> 00:17:35.000]  好像大衛
[00:17:35.000 --> 00:17:39.000]  因為他不是依靠自己的力量
[00:17:39.000 --> 00:17:42.000]  他單單依靠神的幫助
[00:17:42.000 --> 00:17:45.000]  大衛說什麼好處到不缺
[00:17:45.000 --> 00:17:47.000]  在第十節尾
[00:17:47.000 --> 00:17:49.000]  第十一節
[00:17:49.000 --> 00:17:52.000]  大衛再次向他的同路人表達
[00:17:52.000 --> 00:17:55.000]  他用「孩子們」這些字眼
[00:17:55.000 --> 00:17:57.000]  一個很重要的忠告
[00:17:57.000 --> 00:17:59.000]  他說「來聽」
[00:17:59.000 --> 00:18:01.000]  即是要留心
[00:18:01.000 --> 00:18:03.000]  要聽什麼呢
[00:18:03.000 --> 00:18:05.000]  敬畏神的人
[00:18:05.000 --> 00:18:07.000]  是不離開「聽」
[00:18:07.000 --> 00:18:09.000]  去聆聽神的教導
[00:18:09.000 --> 00:18:11.000]  因為我們不會天生
[00:18:11.000 --> 00:18:13.000]  或是我們信著之後
[00:18:13.000 --> 00:18:16.000]  就自然懂得去敬畏
[00:18:16.000 --> 00:18:19.000]  我們需要後天很多很多的人
[00:18:19.000 --> 00:18:21.000]  對我們的教導
[00:18:21.000 --> 00:18:23.000]  我們自己的回應
[00:18:23.000 --> 00:18:25.000]  我們立志去實踐
[00:18:25.000 --> 00:18:28.000]  如何去敬畏神
[00:18:28.000 --> 00:18:30.000]  不知道大家有沒有留意這段經文
[00:18:30.000 --> 00:18:32.000]  七到十一節
[00:18:32.000 --> 00:18:36.000]  出現最多字眼是哪一個呢
[00:18:36.000 --> 00:18:37.000]  有沒有留意到
[00:18:37.000 --> 00:18:39.000]  剛才你讀的時候
[00:18:39.000 --> 00:18:47.000]  (記者:四次)
[00:18:47.000 --> 00:18:50.000]  多少次
[00:18:50.000 --> 00:18:51.000]  四次
[00:18:51.000 --> 00:18:52.000]  這麼短的經文
[00:18:52.000 --> 00:18:54.000]  四次敬畏神
[00:18:54.000 --> 00:18:55.000]  即是在大衛的生命裡
[00:18:55.000 --> 00:18:59.000]  敬畏神是佔有很重要的位置
[00:18:59.000 --> 00:19:03.000]  難怪他被稱為合神心意的人
[00:19:03.000 --> 00:19:06.000]  我記得我早兩次在六祖的講道
[00:19:06.000 --> 00:19:08.000]  一次在八月
[00:19:08.000 --> 00:19:10.000]  一次在十月
[00:19:10.000 --> 00:19:11.000]  我分別講傳道書第二章
[00:19:11.000 --> 00:19:14.000]  和真言第二章的訊息
[00:19:14.000 --> 00:19:16.000]  不約而同
[00:19:16.000 --> 00:19:21.000]  其中的分題都是講到敬畏神
[00:19:21.000 --> 00:19:25.000]  即是這次是第三次
[00:19:25.000 --> 00:19:28.000]  為什麼又是這個主題呢
[00:19:28.000 --> 00:19:33.000]  我相信不是這麼巧
[00:19:33.000 --> 00:19:34.000]  我不知道大家有什麼領受
[00:19:34.000 --> 00:19:36.000]  聽到這個字眼
[00:19:36.000 --> 00:19:38.000]  起碼對我來說
[00:19:38.000 --> 00:19:40.000]  我在預備講章的時候
[00:19:40.000 --> 00:19:42.000]  我是有個領受
[00:19:42.000 --> 00:19:44.000]  我是有個感動
[00:19:44.000 --> 00:19:48.000]  我對神的敬畏真的不夠
[00:19:48.000 --> 00:19:51.000]  這是神給我一個很大的提醒
[00:19:51.000 --> 00:19:52.000]  我要敬畏神
[00:19:52.000 --> 00:19:54.000]  你們呢
[00:19:54.000 --> 00:19:59.000]  大衛不單只強調如何去敬畏神
[00:19:59.000 --> 00:20:04.000]  他還教我們如何去實踐
[00:20:04.000 --> 00:20:05.000]  第十一節尾
[00:20:05.000 --> 00:20:09.000]  他說我要將敬畏耶和道教導你們
[00:20:09.000 --> 00:20:11.000]  想不想聽
[00:20:11.000 --> 00:20:13.000]  不想?
[00:20:13.000 --> 00:20:14.000]  真的不想?
[00:20:14.000 --> 00:20:16.000]  想啊
[00:20:16.000 --> 00:20:18.000]  這樣我才可以下課
[00:20:18.000 --> 00:20:20.000]  利我行善養忘神
[00:20:20.000 --> 00:20:22.000]  讀完這段
[00:20:22.000 --> 00:20:24.000]  第二到十六節一起讀
[00:20:25.000 --> 00:20:27.000]  嗯
[00:20:27.000 --> 00:20:54.000]  (廣東話)
[00:20:54.000 --> 00:20:58.000]  大衛向神發問
[00:20:58.000 --> 00:21:00.000]  有誰喜愛生命
[00:21:00.000 --> 00:21:01.000]  愛無長壽
[00:21:01.000 --> 00:21:04.000]  得享美福
[00:21:04.000 --> 00:21:06.000]  其實生命長壽
[00:21:06.000 --> 00:21:10.000]  也是人一個祈願的福氣
[00:21:10.000 --> 00:21:13.000]  無論是當代還是現代
[00:21:13.000 --> 00:21:15.000]  是一個很基本的渴求
[00:21:15.000 --> 00:21:17.000]  如何得著呢
[00:21:17.000 --> 00:21:20.000]  第十三節
[00:21:20.000 --> 00:21:23.000]  和十四節
[00:21:23.000 --> 00:21:26.000]  看到重點嗎
[00:21:26.000 --> 00:21:28.000]  禁止什麼
[00:21:28.000 --> 00:21:30.000]  舌頭
[00:21:30.000 --> 00:21:32.000]  不要說詭詐說話
[00:21:32.000 --> 00:21:34.000]  不要行惡
[00:21:34.000 --> 00:21:36.000]  是不是很清楚
[00:21:36.000 --> 00:21:38.000]  更加積極的
[00:21:38.000 --> 00:21:43.000]  我們一心一意去追求行善
[00:21:43.000 --> 00:21:45.000]  第十四節
[00:21:45.000 --> 00:21:48.000]  和人建立和睦的關係
[00:21:48.000 --> 00:21:53.000]  這就是敬畏神的重點
[00:21:53.000 --> 00:21:55.000]  我們需要向神立志
[00:21:55.000 --> 00:21:57.000]  去努力去實踐
[00:21:57.000 --> 00:21:59.000]  向眾人行善
[00:21:59.000 --> 00:22:04.000]  和與眾人和睦
[00:22:04.000 --> 00:22:05.000]  這些行道
[00:22:05.000 --> 00:22:06.000]  這些行為
[00:22:06.000 --> 00:22:08.000]  一定會記錄在天上
[00:22:08.000 --> 00:22:10.000]  我們個人的戶口
[00:22:10.000 --> 00:22:12.000]  我們每個人都有記錄
[00:22:12.000 --> 00:22:14.000]  在天上
[00:22:14.000 --> 00:22:16.000]  可能你的行善
[00:22:16.000 --> 00:22:19.000]  沒有什麼人看到
[00:22:19.000 --> 00:22:22.000]  你默默地付出
[00:22:22.000 --> 00:22:24.000]  大神知道
[00:22:24.000 --> 00:22:26.000]  所以在祂眼中
[00:22:26.000 --> 00:22:28.000]  你是一位敬畏祂的神
[00:22:28.000 --> 00:22:30.000]  敬畏祂的人
[00:22:30.000 --> 00:22:33.000]  就是一位合祂心意的人
[00:22:33.000 --> 00:22:36.000]  第十五十六節
[00:22:36.000 --> 00:22:40.000]  神看顧二人
[00:22:40.000 --> 00:22:41.000]  是不是
[00:22:41.000 --> 00:22:43.000]  神聽他們的呼求
[00:22:43.000 --> 00:22:45.000]  然後神回應他們的需要
[00:22:45.000 --> 00:22:49.000]  相反神對惡人會變臉
[00:22:49.000 --> 00:22:53.000]  恨惡的就是惡言惡行
[00:22:53.000 --> 00:22:55.000]  不敬畏神的人
[00:22:55.000 --> 00:22:58.000]  神會除滅他們的名字
