
[00:00:00.000 --> 00:00:05.000]  今天可以合堂崇拜也不是必然的事
[00:01:37.000 --> 00:01:39.000]  很想有生命
[00:01:39.000 --> 00:01:41.000]  很想你在這裡成長
[00:01:41.000 --> 00:01:43.000]  有生命
[00:01:43.000 --> 00:01:44.000]  什麼叫生命?
[00:01:44.000 --> 00:01:46.000]  很想你看見基督
[00:01:46.000 --> 00:01:48.000]  很想你走出來表演
[00:01:48.000 --> 00:01:52.000]  不是因為你可以有什麼成就
[00:01:52.000 --> 00:01:55.000]  而是讓人看到你生命有基督
[00:01:55.000 --> 00:01:57.000]  這是我最想的
[00:01:57.000 --> 00:02:00.000]  所以我也很想鼓勵你
[00:02:00.000 --> 00:02:02.000]  和你旁邊那個
[00:02:02.000 --> 00:02:04.000]  給他一個很肯定的眼神
[00:02:04.000 --> 00:02:06.000]  是因為基督
[00:02:06.000 --> 00:02:15.000]  對我來說
[00:02:15.000 --> 00:02:17.000]  作為一個牧師
[00:02:17.000 --> 00:02:19.000]  一個群體要去
[00:02:19.000 --> 00:02:22.000]  建立的背後有很多理念
[00:02:22.000 --> 00:02:27.000]  不論是神學的理念
[00:02:27.000 --> 00:02:29.000]  文化價值的理念
[00:02:29.000 --> 00:02:31.000]  甚至可以這樣說
[00:02:31.000 --> 00:02:34.000]  在牧羊的理念底下也有很多想法
[00:02:34.000 --> 00:02:35.000]  不過你問我自己
[00:02:35.000 --> 00:02:37.000]  我仍然都想讓整個群體
[00:02:37.000 --> 00:02:38.000]  特別是道師
[00:02:38.000 --> 00:02:40.000]  特別是我們中間的青年人
[00:02:40.000 --> 00:02:42.000]  讓我們知道精少報是一個
[00:02:42.000 --> 00:02:44.000]  讓你在基督裡面成長的群體
[00:02:44.000 --> 00:02:46.000]  這個是非常重要
[00:02:46.000 --> 00:02:47.000]  甚至說
[00:02:47.000 --> 00:02:48.000]  我不知道近年你有沒有看到
[00:02:48.000 --> 00:02:50.000]  其實我們更加想
[00:02:50.000 --> 00:02:52.000]  透過這些過程裡面
[00:02:52.000 --> 00:02:54.000]  讓這種文化、這種價值觀
[00:02:54.000 --> 00:02:56.000]  透過你的生命去承傳開去
[00:02:56.000 --> 00:02:58.000]  這是我們很想做到的事
[00:02:58.000 --> 00:03:00.000]  今天我想合堂崇拜
[00:03:00.000 --> 00:03:02.000]  想講一篇道
[00:03:02.000 --> 00:03:05.000]  這篇道也是來臨我們新的一年
[00:03:05.000 --> 00:03:06.000]  青少報的方向
[00:03:06.000 --> 00:03:08.000]  或者青少報會集中的方向
[00:03:08.000 --> 00:03:10.000]  盼望這一段的經文
[00:03:10.000 --> 00:03:12.000]  或者今天這篇的信息
[00:03:12.000 --> 00:03:14.000]  希望成為我們整個群體
[00:03:14.000 --> 00:03:15.000]  新的一年
[00:03:15.000 --> 00:03:16.000]  一個新的年度開始
[00:03:16.000 --> 00:03:18.000]  無論我們過去的一年是怎樣
[00:03:18.000 --> 00:03:19.000]  我會說一點
[00:03:19.000 --> 00:03:20.000]  但在新的一年裡面
[00:03:20.000 --> 00:03:23.000]  我們知道我們要按照神的說話
[00:03:23.000 --> 00:03:25.000]  要成為一個什麼樣的群體
[00:03:25.000 --> 00:03:26.000]  希望一年之後
[00:03:26.000 --> 00:03:28.000]  在這個地方裡面
[00:03:28.000 --> 00:03:30.000]  仍然我們可以分享生命
[00:03:30.000 --> 00:03:32.000]  仍然可以分享神在我們這個群體裡面
[00:03:32.000 --> 00:03:33.000]  有什麼足跡
[00:03:33.000 --> 00:03:35.000]  這個是非常重要的
[00:03:35.000 --> 00:03:36.000]  我先講一下
[00:03:36.000 --> 00:03:38.000]  我不知道有沒有人記得
[00:03:38.000 --> 00:03:39.000]  剛剛過去的一年
[00:03:39.000 --> 00:03:41.000]  其實今年還沒完
[00:03:41.000 --> 00:03:42.000]  因為青少報是9月之下
[00:03:42.000 --> 00:03:44.000]  一個新的年度開始
[00:03:44.000 --> 00:03:47.000]  如果按照我們過去的五年計劃
[00:03:47.000 --> 00:03:48.000]  其實剛剛這一年
[00:03:48.000 --> 00:03:51.000]  其實我們有一個很重要的方向
[00:03:51.000 --> 00:03:52.000]  希望我們透過我們的活動
[00:03:52.000 --> 00:03:53.000]  我們的講道
[00:03:53.000 --> 00:03:54.000]  我們的聚會
[00:03:54.000 --> 00:03:55.000]  讓我們整個青少報
[00:03:55.000 --> 00:03:57.000]  能夠可以被裝備
[00:03:57.000 --> 00:03:58.000]  可以去操練多一點
[00:03:58.000 --> 00:04:00.000]  當然今天我在今早早
[00:04:00.000 --> 00:04:01.000]  在道師的大集會裡面
[00:04:01.000 --> 00:04:02.000]  也講了一點
[00:04:02.000 --> 00:04:04.000]  其實我們今年復上之後
[00:04:04.000 --> 00:04:07.000]  我們把脈整個青少報的屬靈氣氛
[00:04:07.000 --> 00:04:10.000]  確實是未如我們所想的
[00:04:10.000 --> 00:04:11.000]  為什麼這樣說呢
[00:04:11.000 --> 00:04:12.000]  我們很知道
[00:04:12.000 --> 00:04:13.000]  當今年復上之後
[00:04:13.000 --> 00:04:15.000]  我們很想推大家去讀聖經
[00:04:15.000 --> 00:04:17.000]  我們很想推大家在團結裡面
[00:04:17.000 --> 00:04:19.000]  能夠尋求認識真理
[00:04:19.000 --> 00:04:20.000]  在這個過程裡面
[00:04:20.000 --> 00:04:22.000]  確實也是很多的阻力
[00:04:22.000 --> 00:04:23.000]  第一
[00:04:23.000 --> 00:04:24.000]  因為我相信大英姐妹
[00:04:24.000 --> 00:04:26.000]  有幾年的時間沒有實體
[00:04:26.000 --> 00:04:27.000]  確實有很多地方
[00:04:27.000 --> 00:04:29.000]  讓我們覺得很大挑戰
[00:04:29.000 --> 00:04:30.000]  所以我聽過中間
[00:04:30.000 --> 00:04:31.000]  大英姐妹跟我們說
[00:04:31.000 --> 00:04:32.000]  牧師牧師
[00:04:32.000 --> 00:04:34.000]  其實我都沒有幾年了
[00:04:34.000 --> 00:04:35.000]  坦白說
[00:04:35.000 --> 00:04:36.000]  我跟我小組的人都不是很熟的
[00:04:36.000 --> 00:04:38.000]  你明白我的意思吧
[00:04:38.000 --> 00:04:39.000]  所以某程度上
[00:04:39.000 --> 00:04:40.000]  都是我們的挑戰
[00:04:40.000 --> 00:04:41.000]  但我又覺得這樣
[00:04:41.000 --> 00:04:42.000]  回顧的時候
[00:04:42.000 --> 00:04:43.000]  我們發現
[00:04:43.000 --> 00:04:45.000]  雖然我們香港很多的挑戰
[00:04:45.000 --> 00:04:46.000]  甚至說
[00:04:46.000 --> 00:04:47.000]  如果在教會界
[00:04:47.000 --> 00:04:48.000]  不知道你認不認識
[00:04:48.000 --> 00:04:50.000]  可能青年人不太知道
[00:04:50.000 --> 00:04:51.000]  其實香港整個教會
[00:04:51.000 --> 00:04:52.000]  在教會界裡面
[00:04:52.000 --> 00:04:53.000]  進入一個時期
[00:04:53.000 --> 00:04:54.000]  有些人這樣說
[00:04:54.000 --> 00:04:56.000]  這個叫做「退朝期」
[00:04:56.000 --> 00:04:58.000]  因為教會因為過去
[00:04:58.000 --> 00:05:00.000]  疫情、抗爭、移民潮
[00:05:00.000 --> 00:05:02.000]  令到香港有很多的教會
[00:05:02.000 --> 00:05:04.000]  無論人數、質量上
[00:05:04.000 --> 00:05:06.000]  都有很多的挑戰
[00:05:06.000 --> 00:05:09.000]  教會是一個叫做「退朝期」的裡面
[00:05:09.000 --> 00:05:11.000]  但我們回顧過去那一年
[00:05:11.000 --> 00:05:12.000]  某程度上
[00:05:12.000 --> 00:05:13.000]  當一些東西重新重新放上去
[00:05:13.000 --> 00:05:15.000]  包括剛才你看到的短片裡面
[00:05:15.000 --> 00:05:17.000]  大英姐妹所參與的活動
[00:05:17.000 --> 00:05:19.000]  大英姐妹所分享的見證
[00:05:19.000 --> 00:05:21.000]  或許有些東西可能比以前
[00:05:21.000 --> 00:05:22.000]  已經不同了
[00:05:22.000 --> 00:05:23.000]  但我仍然覺得
[00:05:23.000 --> 00:05:24.000]  當青少報
[00:05:24.000 --> 00:05:25.000]  特別是我們的群體
[00:05:25.000 --> 00:05:27.000]  再一次凝聚的時候
[00:05:27.000 --> 00:05:28.000]  又確實有很多大英姐妹
[00:05:28.000 --> 00:05:29.000]  又會願意出現
[00:05:29.000 --> 00:05:30.000]  某程度上
[00:05:30.000 --> 00:05:32.000]  我們知道過去那兩年
[00:05:32.000 --> 00:05:34.000]  青少報是按實際的數字
[00:05:34.000 --> 00:05:36.000]  其實走了200人
[00:05:36.000 --> 00:05:38.000]  如果按實際的數字來看
[00:05:38.000 --> 00:05:39.000]  以前你合堂崇拜
[00:05:39.000 --> 00:05:40.000]  你有沒有印象
[00:05:40.000 --> 00:05:42.000]  我們會在中間坐滿了
[00:05:42.000 --> 00:05:44.000]  今天只是坐滿了椅子
[00:05:44.000 --> 00:05:46.000]  我明顯真的有些人走了
[00:05:46.000 --> 00:05:48.000]  其實不只是青少報
[00:05:48.000 --> 00:05:50.000]  如果大家有去二樓崇拜
[00:05:50.000 --> 00:05:51.000]  你就知道了
[00:05:51.000 --> 00:05:52.000]  為什麼祖堂和中堂
[00:05:52.000 --> 00:05:53.000]  下面二樓和三樓
[00:05:53.000 --> 00:05:55.000]  其實已經有很多空位
[00:05:55.000 --> 00:05:57.000]  其實因為教會正正進入
[00:05:57.000 --> 00:05:58.000]  一個退朝期的裡面
[00:05:58.000 --> 00:05:59.000]  或許這樣說
[00:05:59.000 --> 00:06:01.000]  當教會面對艱難的日子
[00:06:01.000 --> 00:06:04.000]  確實不容易做牧羊、做教導
[00:06:04.000 --> 00:06:05.000]  不過
[00:06:05.000 --> 00:06:06.000]  在我們的看法
[00:06:06.000 --> 00:06:07.000]  甚至乎作為今天
[00:06:07.000 --> 00:06:08.000]  就是帶著青少報
[00:06:08.000 --> 00:06:10.000]  和整個群體一起走向前的時候
[00:06:10.000 --> 00:06:11.000]  我們仍然相信
[00:06:11.000 --> 00:06:13.000]  香港仍然有很多人需要福音
[00:06:13.000 --> 00:06:15.000]  仍然有很多人在我們中間
[00:06:15.000 --> 00:06:16.000]  未能夠在教會裡面
[00:06:16.000 --> 00:06:17.000]  所以某程度上
[00:06:17.000 --> 00:06:20.000]  雖然教會面對實際的艱難
[00:06:20.000 --> 00:06:21.000]  但我仍然覺得
[00:06:21.000 --> 00:06:23.000]  都有很多的機遇
[00:06:23.000 --> 00:06:24.000]  很多福音的可能
[00:06:24.000 --> 00:06:26.000]  我們可以在這個時候發生
[00:06:26.000 --> 00:06:27.000]  所以某程度上
[00:06:27.000 --> 00:06:29.000]  我們都會按照五年的計劃
[00:06:29.000 --> 00:06:31.000]  去進入新的一年
[00:06:31.000 --> 00:06:32.000]  新的一年
[00:06:32.000 --> 00:06:34.000]  我們邁向了一個
[00:06:34.000 --> 00:06:36.000]  不單止要接受裝備
[00:06:36.000 --> 00:06:37.000]  甚至我們很想
[00:06:37.000 --> 00:06:38.000]  讓我們整個群體
[00:06:38.000 --> 00:06:40.000]  在艱難的時期裡面
[00:06:40.000 --> 00:06:42.000]  仍然用我們的生命見證
[00:06:42.000 --> 00:06:45.000]  可以將福音讓人知道
[00:06:45.000 --> 00:06:46.000]  我經常都問
[00:06:46.000 --> 00:06:48.000]  剛才無論梓軒、Sara
[00:06:48.000 --> 00:06:49.000]  想跟我們講見證
[00:06:49.000 --> 00:06:51.000]  甚至短片裡面所講的東西
[00:06:51.000 --> 00:06:52.000]  當然我們會告訴你
[00:06:52.000 --> 00:06:53.000]  我們做過什麼
[00:06:53.000 --> 00:06:55.000]  但背後我更加想告訴你
[00:06:55.000 --> 00:06:56.000]  就是透過他們參與
[00:06:56.000 --> 00:06:58.000]  或者你們參與的活動和聚會
[00:06:58.000 --> 00:06:59.000]  其實讓別人
[00:06:59.000 --> 00:07:01.000]  讓一些未信仰羞的人
[00:07:01.000 --> 00:07:02.000]  能夠知道
[00:07:02.000 --> 00:07:03.000]  究竟作為基督徒
[00:07:03.000 --> 00:07:05.000]  究竟他的生命有什麼特質被吸引
[00:07:05.000 --> 00:07:07.000]  不單止是你做到的
[00:07:07.000 --> 00:07:09.000]  完成的、表達的東西
[00:07:09.000 --> 00:07:11.000]  更重要是跟別人交往
[00:07:11.000 --> 00:07:13.000]  你所展現的一副什麼生命
[00:07:13.000 --> 00:07:14.000]  舉個例子
[00:07:14.000 --> 00:07:15.000]  我經常都會講
[00:07:15.000 --> 00:07:16.000]  剛才都講到都會講
[00:07:16.000 --> 00:07:17.000]  我經常都會問
[00:07:17.000 --> 00:07:19.000]  神如何在我的生命裡面
[00:07:19.000 --> 00:07:21.000]  看到我是一個有愛心的人
[00:07:21.000 --> 00:07:23.000]  神如何透過我在生活上
[00:07:23.000 --> 00:07:24.000]  我決定做事情的時候
[00:07:24.000 --> 00:07:27.000]  他看到我是一個有信心的人
[00:07:27.000 --> 00:07:29.000]  又或者我想讓其他人看到
[00:07:29.000 --> 00:07:30.000]  神在我的生命裡面
[00:07:30.000 --> 00:07:32.000]  如何活在一個盼望之下的我
[00:07:32.000 --> 00:07:34.000]  還是因為外在環境的因素
[00:07:34.000 --> 00:07:36.000]  令我回到一個絕望裡面
[00:07:36.000 --> 00:07:37.000]  作為基督徒
[00:07:37.000 --> 00:07:38.000]  如何展現這個
[00:07:38.000 --> 00:07:40.000]  在信仰裡面我自己的生命特質
[00:07:40.000 --> 00:07:42.000]  這個正正就是在接下來
[00:07:42.000 --> 00:07:43.000]  就是我想在今年的裡面
[00:07:43.000 --> 00:07:44.000]  跟大家一起透過
[00:07:44.000 --> 00:07:46.000]  無論我們講道
[00:07:46.000 --> 00:07:48.000]  無論在我們的團契裡面
[00:07:48.000 --> 00:07:50.000]  所有的殘經、甚或我們搞的活動
[00:07:50.000 --> 00:07:53.000]  希望邁向這個方向
[00:07:53.000 --> 00:07:54.000]  讓整個過程裡面
[00:07:54.000 --> 00:07:56.000]  可以展現我們是
[00:07:56.000 --> 00:07:59.000]  因為願意在神裡面
[00:07:59.000 --> 00:08:00.000]  甚至可以這麼說
[00:08:00.000 --> 00:08:03.000]  我們生命能夠在基督裡面被轉化
[00:08:03.000 --> 00:08:05.000]  並且我們可以為主去發光
[00:08:05.000 --> 00:08:07.000]  這個是很重要的
[00:08:07.000 --> 00:08:08.000]  所以今年
[00:08:08.000 --> 00:08:09.000]  接下來新一年的主題
[00:08:09.000 --> 00:08:11.000]  某程度上我們是一個
[00:08:11.000 --> 00:08:14.000]  在展現我們基督生命的群體
[00:08:14.000 --> 00:08:16.000]  但同時展現什麼
[00:08:16.000 --> 00:08:17.000]  我重申一次
[00:08:17.000 --> 00:08:19.000]  展現的不是要你在台上
[00:08:19.000 --> 00:08:21.000]  拿著咪高峰說得很好
[00:08:21.000 --> 00:08:23.000]  而是我很想你和一個人生活的時候
[00:08:23.000 --> 00:08:26.000]  讓那個人看到你屬靈的品格
[00:08:26.000 --> 00:08:28.000]  究竟和教會以外的人
[00:08:28.000 --> 00:08:29.000]  有什麼分別
[00:08:29.000 --> 00:08:30.000]  或者這麼說
[00:08:30.000 --> 00:08:31.000]  我很想讓你身邊
[00:08:31.000 --> 00:08:34.000]  跟你一起同學或者身邊家人
[00:08:34.000 --> 00:08:35.000]  你的朋友
[00:08:35.000 --> 00:08:36.000]  不在我們中間的
[00:08:36.000 --> 00:08:38.000]  能夠因為跟你相處裡面
[00:08:38.000 --> 00:08:40.000]  看到你的生命的品格
[00:08:40.000 --> 00:08:41.000]  開始有些覺得
[00:08:41.000 --> 00:08:43.000]  要見到教比較特別
[00:08:43.000 --> 00:08:45.000]  為什麼他會這樣去選擇
[00:08:45.000 --> 00:08:46.000]  他的人生
[00:08:46.000 --> 00:08:48.000]  為什麼他會這樣走他人生的路
[00:08:48.000 --> 00:08:49.000]  這個是我們很想
[00:08:49.000 --> 00:08:51.000]  今年甚至接下來的日子裡面
[00:08:51.000 --> 00:08:52.000]  盼望我們整個青少報
[00:08:52.000 --> 00:08:54.000]  都是這樣走下去
[00:08:54.000 --> 00:08:55.000]  這個是非常重要
[00:08:55.000 --> 00:08:56.000]  不如這樣
[00:08:56.000 --> 00:08:57.000]  我們今天先讀一下
[00:08:57.000 --> 00:08:59.000]  這篇講道的經文
[00:08:59.000 --> 00:09:00.000]  讓大家知道一下
[00:09:00.000 --> 00:09:02.000]  究竟裡面想說什麼好嗎
[00:09:02.000 --> 00:09:03.000]  接著我們一起
[00:09:03.000 --> 00:09:04.000]  看看保羅的生命
[00:09:04.000 --> 00:09:06.000]  如何激勵我們在今年
[00:09:06.000 --> 00:09:08.000]  甚至我們整個的信仰路上
[00:09:08.000 --> 00:09:09.000]  可以成為我們好的見證
[00:09:09.000 --> 00:09:10.000]  不如我們先讀一下
[00:09:10.000 --> 00:09:11.000]  今天的經文好不好
[00:09:11.000 --> 00:09:12.000]  在《菲律比書》
[00:09:12.000 --> 00:09:14.000]  一章十二至二十六節
[00:09:14.000 --> 00:09:15.000]  我們一起讀好請
[00:09:15.000 --> 00:09:40.000]  (音樂)
[00:09:40.000 --> 00:10:09.000]  (音樂)
[00:10:09.000 --> 00:10:38.000]  (音樂)
[00:10:38.000 --> 00:11:05.000]  (音樂)
[00:11:05.000 --> 00:11:32.000]  (音樂)
[00:11:32.000 --> 00:11:55.000]  (音樂)
[00:11:55.000 --> 00:12:19.000]  (音樂)
[00:12:19.000 --> 00:12:47.000]  (音樂)
[00:12:47.000 --> 00:12:49.000]  同樣地如果你對《菲律比書》
[00:12:49.000 --> 00:12:51.000]  有認識的話你就知道了
[00:12:51.000 --> 00:12:53.000]  原來保羅寫給《菲律比教會》
[00:12:53.000 --> 00:12:55.000]  不單止去多謝他
[00:12:55.000 --> 00:12:57.000]  因為當時《教會》派人
[00:12:57.000 --> 00:12:59.000]  去探望保羅
[00:12:59.000 --> 00:13:00.000]  所以保羅就想寫一封信
[00:13:00.000 --> 00:13:02.000]  去多謝他
[00:13:02.000 --> 00:13:04.000]  同時這封信的過程裡面
[00:13:04.000 --> 00:13:06.000]  也教導當時《菲律比教會》裡面
[00:13:06.000 --> 00:13:07.000]  一些大英姊妹
[00:13:07.000 --> 00:13:09.000]  如何去學做基督徒
[00:13:09.000 --> 00:13:10.000]  為什麼這樣說
[00:13:10.000 --> 00:13:11.000]  因為《卷書信》裡面
[00:13:11.000 --> 00:13:12.000]  被我們發現
[00:13:12.000 --> 00:13:13.000]  在《菲律比教會》裡面
[00:13:13.000 --> 00:13:14.000]  有三個很重要的問題
[00:13:14.000 --> 00:13:15.000]  存在了
[00:13:15.000 --> 00:13:16.000]  第一
[00:13:16.000 --> 00:13:17.000]  當時《菲律比教會》裡面
[00:13:17.000 --> 00:13:18.000]  有些不和
[00:13:18.000 --> 00:13:19.000]  有些不合一的地方
[00:13:19.000 --> 00:13:20.000]  第二
[00:13:20.000 --> 00:13:23.000]  當時原來在保羅時代
[00:13:23.000 --> 00:13:24.000]  作為信徒
[00:13:24.000 --> 00:13:26.000]  其實面對苦難這個題目
[00:13:26.000 --> 00:13:27.000]  是很不容易的
[00:13:27.000 --> 00:13:28.000]  因為當時基督徒
[00:13:28.000 --> 00:13:30.000]  剛剛在初期《教會》的時代
[00:13:30.000 --> 00:13:31.000]  有很多
[00:13:31.000 --> 00:13:32.000]  當時羅馬帝國也好
[00:13:32.000 --> 00:13:34.000]  有很多人去逼迫基督徒
[00:13:34.000 --> 00:13:36.000]  當時信徒面對著苦難
[00:13:36.000 --> 00:13:38.000]  保羅當時的處境
[00:13:38.000 --> 00:13:39.000]  都面對著苦難
[00:13:39.000 --> 00:13:41.000]  所以保羅也鼓勵他們
[00:13:41.000 --> 00:13:43.000]  如何去理解苦難這個題目
[00:13:43.000 --> 00:13:44.000]  第三樣東西
[00:13:44.000 --> 00:13:46.000]  當時保羅在信中
[00:13:46.000 --> 00:13:47.000]  都在處理當時
[00:13:47.000 --> 00:13:49.000]  教會的人反對他
[00:13:49.000 --> 00:13:50.000]  今天讀這篇經文
[00:13:50.000 --> 00:13:51.000]  第一章
[00:13:51.000 --> 00:13:53.000]  12至26節
[00:13:53.000 --> 00:13:54.000]  正正都反映了
[00:13:54.000 --> 00:13:55.000]  這三樣東西
[00:13:55.000 --> 00:13:57.000]  存在於今天這段的經文裡面
[00:13:57.000 --> 00:13:59.000]  我就透過這段的經文
[00:13:59.000 --> 00:14:00.000]  讓我們去知道
[00:14:00.000 --> 00:14:02.000]  神如何去想轉化
[00:14:02.000 --> 00:14:03.000]  我們的教會
[00:14:03.000 --> 00:14:04.000]  特別轉化我們的群體的時候
[00:14:04.000 --> 00:14:05.000]  有什麼因素
[00:14:05.000 --> 00:14:07.000]  我們需要知道和明白
[00:14:07.000 --> 00:14:08.000]  今天裡面有三個
[00:14:08.000 --> 00:14:09.000]  很重要的分題
[00:14:09.000 --> 00:14:10.000]  很簡單
[00:14:10.000 --> 00:14:11.000]  我講到用很短時間
[00:14:11.000 --> 00:14:12.000]  今天
[00:14:12.000 --> 00:14:14.000]  大概九個字
[00:14:14.000 --> 00:14:15.000]  第一個分題
[00:14:15.000 --> 00:14:17.000]  為基督而去改變
[00:14:17.000 --> 00:14:19.000]  即是to transform for Christ
[00:14:19.000 --> 00:14:21.000]  什麼意思呢
[00:14:21.000 --> 00:14:22.000]  我想
[00:14:22.000 --> 00:14:23.000]  我接下來這一年
[00:14:23.000 --> 00:14:26.000]  其實青少報是很想帶著整個群體
[00:14:26.000 --> 00:14:28.000]  希望我們新聞能夠轉變
[00:14:28.000 --> 00:14:29.000]  能夠轉化
[00:14:29.000 --> 00:14:30.000]  為基督
[00:14:30.000 --> 00:14:31.000]  是不是
[00:14:31.000 --> 00:14:32.000]  為基督的緣故
[00:14:32.000 --> 00:14:33.000]  我們 transform for Christ
[00:14:33.000 --> 00:14:34.000]  為基督去改變
[00:14:34.000 --> 00:14:35.000]  不是為你
[00:14:35.000 --> 00:14:36.000]  不是為你的perform
[00:14:36.000 --> 00:14:37.000]  不是為你的面子
[00:14:37.000 --> 00:14:38.000]  不是為你自己有多少榮耀
[00:14:38.000 --> 00:14:39.000]  去被轉變
[00:14:39.000 --> 00:14:40.000]  所以這件事
[00:14:40.000 --> 00:14:41.000]  我們很想跟你討論
[00:14:41.000 --> 00:14:42.000]  或者分享的就是
[00:14:42.000 --> 00:14:43.000]  盼望我們的生命
[00:14:43.000 --> 00:14:44.000]  在接下來這一年
[00:14:44.000 --> 00:14:45.000]  各人都聽著
[00:14:45.000 --> 00:14:46.000]  包括導師
[00:14:46.000 --> 00:14:47.000]  我都想挑戰你
[00:14:47.000 --> 00:14:48.000]  都邀請你
[00:14:48.000 --> 00:14:49.000]  希望我們透過
[00:14:49.000 --> 00:14:50.000]  今年的生命見證
[00:14:50.000 --> 00:14:51.000]  能夠去
[00:14:51.000 --> 00:14:52.000]  被主去改變我們
[00:14:52.000 --> 00:14:53.000]  為主的緣故
[00:14:53.000 --> 00:14:54.000]  我們去改變
[00:14:54.000 --> 00:14:55.000]  那為什麼
[00:14:55.000 --> 00:14:56.000]  怎麼去理解
[00:14:56.000 --> 00:14:57.000]  這段經文
[00:14:57.000 --> 00:14:58.000]  有什麼提醒我們
[00:14:58.000 --> 00:14:59.000]  讓我們知道
[00:14:59.000 --> 00:15:00.000]  我試試進入經文裡面
[00:15:00.000 --> 00:15:01.000]  去理解一下
[00:15:01.000 --> 00:15:02.000]  先講一下剛才那句話
[00:15:02.000 --> 00:15:03.000]  聖經講
[00:15:03.000 --> 00:15:04.000]  保羅話
[00:15:04.000 --> 00:15:05.000]  以至羽刑全軍
[00:15:05.000 --> 00:15:06.000]  簡單講就是
[00:15:06.000 --> 00:15:07.000]  羅馬那些
[00:15:07.000 --> 00:15:08.000]  那些很重要的重軍
[00:15:08.000 --> 00:15:10.000]  那些很重要的士兵
[00:15:10.000 --> 00:15:11.000]  這些經文反映著
[00:15:11.000 --> 00:15:12.000]  保羅當時
[00:15:12.000 --> 00:15:14.000]  是在監倉裡面
[00:15:14.000 --> 00:15:15.000]  我剛才講過
[00:15:15.000 --> 00:15:17.000]  你要去代入他的處境
[00:15:17.000 --> 00:15:19.000]  備酬這件事
[00:15:19.000 --> 00:15:20.000]  是事實
[00:15:20.000 --> 00:15:21.000]  保羅寫的書的時候
[00:15:21.000 --> 00:15:22.000]  但是備酬
[00:15:22.000 --> 00:15:24.000]  並不等於讓保羅
[00:15:24.000 --> 00:15:26.000]  掉進心窩裡面
[00:15:26.000 --> 00:15:27.000]  為什麼這樣講呢
[00:15:27.000 --> 00:15:28.000]  因為後面
[00:15:28.000 --> 00:15:29.000]  他就很清楚的
[00:15:29.000 --> 00:15:30.000]  告訴我們知道
[00:15:30.000 --> 00:15:31.000]  原來保羅
[00:15:31.000 --> 00:15:32.000]  他人生裡面
[00:15:32.000 --> 00:15:33.000]  縱然在艱難裡面
[00:15:33.000 --> 00:15:35.000]  但是他生命總是有一種
[00:15:35.000 --> 00:15:37.000]  積極的價值觀
[00:15:37.000 --> 00:15:39.000]  他總是一種積極的價值觀
[00:15:39.000 --> 00:15:41.000]  他總是一種積極的態度
[00:15:41.000 --> 00:15:42.000]  去面對他人生的
[00:15:42.000 --> 00:15:43.000]  其中一個遭遇
[00:15:43.000 --> 00:15:44.000]  特別這個遭遇
[00:15:44.000 --> 00:15:46.000]  正正就在監獄裡面
[00:15:46.000 --> 00:15:47.000]  可能你會奇怪
[00:15:47.000 --> 00:15:48.000]  為什麼保羅
[00:15:48.000 --> 00:15:50.000]  會有這麼正面的人生觀
[00:15:50.000 --> 00:15:52.000]  我不知道你想不想擁有
[00:15:52.000 --> 00:15:53.000]  我就很想擁有
[00:15:53.000 --> 00:15:55.000]  基本上我是一個比較負面
