
[00:00:00.000 --> 00:00:05.000]  其實這段時間要隔離
[00:03:47.000 --> 00:03:51.000]  所以在使徒行傳第一章第一節提到的前書
[00:03:51.000 --> 00:03:52.000]  前書是哪一章書呢
[00:03:52.000 --> 00:03:55.000]  原來就是路加福音
[00:03:55.000 --> 00:03:57.000]  他們共同去顯出
[00:03:57.000 --> 00:04:02.000]  展現了神在歷史中的福音工作
[00:04:02.000 --> 00:04:05.000]  應驗了他對以色列人的應許
[00:04:05.000 --> 00:04:11.000]  吸引了猶太人外邦人創造一個普世的信徒群體
[00:04:11.000 --> 00:04:13.000]  但是這個應許
[00:04:13.000 --> 00:04:15.000]  這個計劃
[00:04:15.000 --> 00:04:17.000]  找誰來實現呢
[00:04:17.000 --> 00:04:22.000]  而這些人的位置又是什麼呢
[00:04:22.000 --> 00:04:27.000]  今天我們看到耶穌開始呼召門徒
[00:04:27.000 --> 00:04:29.000]  他不僅行神蹟
[00:04:29.000 --> 00:04:30.000]  醫治
[00:04:30.000 --> 00:04:34.000]  他也開始呼召門徒和他一起同工
[00:04:34.000 --> 00:04:37.000]  因為這個普世計劃不能他一個人做
[00:04:37.000 --> 00:04:42.000]  他知道他往後會再回到天堂為我們預備道路的時候
[00:04:42.000 --> 00:04:46.000]  有一群人就在地上為他展開福音的工作
[00:04:46.000 --> 00:04:49.000]  不知道你們對門徒有沒有印象呢
[00:04:49.000 --> 00:04:52.000]  他很多時候做什麼工作呢
[00:04:52.000 --> 00:04:55.000]  路加福音的路加醫生就是醫生
[00:04:55.000 --> 00:04:59.000]  原來耶穌基督的十二個門徒裏面
[00:04:59.000 --> 00:05:04.000]  有四個都是漁夫
[00:05:04.000 --> 00:05:07.000]  今天他們四個都會出場
[00:05:07.000 --> 00:05:11.000]  所以今天我們看故事的場景就在湖邊
[00:05:11.000 --> 00:05:14.000]  事不宜遲
[00:05:14.000 --> 00:05:16.000]  我們讀出今天的經文
[00:05:16.000 --> 00:05:18.000]  很短的一節
[00:05:18.000 --> 00:05:21.000]  就說了彼得他遇見耶穌
[00:05:21.000 --> 00:05:24.000]  一個生命轉變的故事
[00:05:24.000 --> 00:05:27.000]  我們一起一口氣讀出
[00:05:27.000 --> 00:05:28.000]  預備請
[00:05:28.000 --> 00:05:31.000]  耶穌站在格列薩勒湖邊
[00:05:31.000 --> 00:05:34.000]  眾人擁擠他 要聽他的道
[00:05:34.000 --> 00:05:37.000]  他見有兩艘船灣在湖邊
[00:05:37.000 --> 00:05:41.000]  打魚的人卻離開船 駛往去了
[00:05:41.000 --> 00:05:43.000]  有一艘船是西門的
[00:05:43.000 --> 00:05:46.000]  耶穌就上去請他把船撐開
[00:05:46.000 --> 00:05:51.000]  找微離岸就在河從船上交訓眾人
[00:05:51.000 --> 00:05:53.000]  說完了對西門說
[00:05:53.000 --> 00:05:57.000]  把船開到水深之處 下網打魚
[00:05:57.000 --> 00:06:00.000]  西門說 夫子 我整夜勞力
[00:06:00.000 --> 00:06:02.000]  並沒有打著什麼
[00:06:02.000 --> 00:06:05.000]  但依從你的話 我就下網了
[00:06:05.000 --> 00:06:07.000]  他們下了網
[00:06:07.000 --> 00:06:10.000]  就圈住許多的魚
[00:06:10.000 --> 00:06:12.000]  網險些裂開
[00:06:12.000 --> 00:06:15.000]  便呼召那船上的同伴來幫助
[00:06:15.000 --> 00:06:16.000]  他們就來
[00:06:16.000 --> 00:06:19.000]  把魚裝滿了兩艘船
[00:06:19.000 --> 00:06:22.000]  甚至船都要沉下去
[00:06:22.000 --> 00:06:23.000]  西門彼得看見
[00:06:23.000 --> 00:06:25.000]  就俯伏在耶穌膝前說
[00:06:25.000 --> 00:06:29.000]  主啊 離開我 我是一個罪人
[00:06:29.000 --> 00:06:33.000]  他就和一切同在的人都驚訝
[00:06:33.000 --> 00:06:35.000]  這一網所打的魚
[00:06:35.000 --> 00:06:37.000]  他的同伴西比太的兒子
[00:06:37.000 --> 00:06:41.000]  有瓦國 約翰 都是這樣
[00:06:41.000 --> 00:06:42.000]  耶穌對西門說
[00:06:42.000 --> 00:06:47.000]  不要怕 從今以後你要得人了
[00:06:47.000 --> 00:06:50.000]  他們就把兩艘船攏了岸
[00:06:50.000 --> 00:06:54.000]  撇下所有 跟隨了耶穌
[00:06:54.000 --> 00:06:56.000]  大家在經文裏面
[00:06:56.000 --> 00:06:57.000]  應該都知道
[00:06:57.000 --> 00:07:01.000]  我今天想講故事的主角是誰
[00:07:01.000 --> 00:07:06.000]  就是西門 就是彼得
[00:07:06.000 --> 00:07:08.000]  若果我們繼續看路加福音
[00:07:08.000 --> 00:07:10.000]  第六章開始 祂就叫彼得
[00:07:10.000 --> 00:07:13.000]  因為耶穌當時暫時沒有
[00:07:13.000 --> 00:07:18.000]  叫祂由西門變成基法
[00:07:18.000 --> 00:07:21.000]  就是彼得的意思
[00:07:21.000 --> 00:07:24.000]  所以西門在路加福音
[00:07:24.000 --> 00:07:28.000]  其實有一個很重要的地位
[00:07:28.000 --> 00:07:29.000]  剛剛故事說到
[00:07:29.000 --> 00:07:33.000]  那天耶穌借了彼得那艘船去港島
[00:07:33.000 --> 00:07:34.000]  應該有很多艘船
[00:07:34.000 --> 00:07:37.000]  但祂就借了彼得那艘船去港島
[00:07:37.000 --> 00:07:39.000]  其實在這件事之前
[00:07:39.000 --> 00:07:43.000]  彼得和耶穌都認識
[00:07:43.000 --> 00:07:46.000]  因為耶穌醫治了他外母
[00:07:46.000 --> 00:07:48.000]  就是他老婆的母親
[00:07:48.000 --> 00:07:49.000]  經文裏面
[00:07:49.000 --> 00:07:51.000]  剛剛我都說了
[00:07:51.000 --> 00:07:54.000]  還有三位漁夫都在現場
[00:07:54.000 --> 00:07:57.000]  可能耶穌港島後就去關心他們
[00:07:57.000 --> 00:08:00.000]  因為他們怎樣
[00:08:00.000 --> 00:08:01.000]  目無表情
[00:08:01.000 --> 00:08:03.000]  沒有心機去愁
[00:08:03.000 --> 00:08:05.000]  可能我們疫情都是這樣
[00:08:05.000 --> 00:08:07.000]  因為我們怎知道
[00:08:07.000 --> 00:08:08.000]  因為第五節那裏
[00:08:08.000 --> 00:08:09.000]  西門就說
[00:08:09.000 --> 00:08:11.000]  夫子 我整夜勞力
[00:08:11.000 --> 00:08:14.000]  沒有打著什麼
[00:08:14.000 --> 00:08:18.000]  就好像我們現在大部分人都在工作
[00:08:18.000 --> 00:08:23.000]  或者工作不久都要考牌進修
[00:08:23.000 --> 00:08:24.000]  當我們考牌進修的時候
[00:08:24.000 --> 00:08:25.000]  由於工作
[00:08:25.000 --> 00:08:26.000]  整天溫書
[00:08:26.000 --> 00:08:28.000]  甚至通宵
[00:08:28.000 --> 00:08:29.000]  整夜勞力
[00:08:29.000 --> 00:08:31.000]  但都記不著什麼
[00:08:31.000 --> 00:08:33.000]  好像沒有溫過書一樣
[00:08:33.000 --> 00:08:34.000]  比利會怎樣呢
[00:08:34.000 --> 00:08:35.000]  臨考試前
[00:08:35.000 --> 00:08:37.000]  一定很沒有心機
[00:08:37.000 --> 00:08:40.000]  很愁
[00:08:40.000 --> 00:08:45.000]  但是當主和彼得說話的時候
[00:08:45.000 --> 00:08:46.000]  他怎樣回答彼得
[00:08:46.000 --> 00:08:49.000]  當彼得說我們打不到什麼的時候
[00:08:49.000 --> 00:08:52.000]  他沒有叫他去休息一下
[00:08:52.000 --> 00:08:54.000]  出人意外地
[00:08:54.000 --> 00:08:57.000]  他居然命令
[00:08:57.000 --> 00:09:00.000]  將船開到水深之處
[00:09:00.000 --> 00:09:01.000]  下網打魚
[00:09:01.000 --> 00:09:03.000]  開到和下網
[00:09:03.000 --> 00:09:05.000]  如果你看文法
[00:09:05.000 --> 00:09:06.000]  他是命令式
[00:09:06.000 --> 00:09:08.000]  就是叫他一定要做
[00:09:08.000 --> 00:09:12.000]  哇 彼得才是專業的漁夫
[00:09:12.000 --> 00:09:15.000]  他最清楚什麼時候
[00:09:15.000 --> 00:09:17.000]  什麼地點
[00:09:17.000 --> 00:09:19.000]  是最好打魚的時間
[00:09:19.000 --> 00:09:20.000]  他都說了
[00:09:20.000 --> 00:09:21.000]  剛剛說了
[00:09:21.000 --> 00:09:24.000]  整夜勞力都打不著什麼
[00:09:24.000 --> 00:09:27.000]  還要他們開始洗網
[00:09:27.000 --> 00:09:30.000]  差不多要收拾東西離開
[00:09:30.000 --> 00:09:35.000]  但是主叫他將船開到水深之處
[00:09:35.000 --> 00:09:38.000]  哇 很匪夷所思
[00:09:38.000 --> 00:09:43.000]  就好像我們現在的主任牧師黎家喬牧師
[00:09:43.000 --> 00:09:47.000]  有一天可能在青少報借了一些器材
[00:09:47.000 --> 00:09:50.000]  當他想還給我們的時候
[00:09:50.000 --> 00:09:53.000]  見到你其中一位在溫書
[00:09:53.000 --> 00:09:56.000]  見到你很沒心機 很愁
[00:09:56.000 --> 00:09:58.000]  家喬牧師沒有關心你
[00:09:58.000 --> 00:09:59.000]  休息一下 保重
[00:09:59.000 --> 00:10:00.000]  沒有
[00:10:00.000 --> 00:10:02.000]  他出人意外地說
[00:10:02.000 --> 00:10:05.000]  快點來我辦公室
[00:10:05.000 --> 00:10:10.000]  我有些好的資料和有些題目給你溫書
[00:10:10.000 --> 00:10:15.000]  哇 你就說雖然黎家喬牧師都是一位資深的牧者
[00:10:15.000 --> 00:10:17.000]  他都牧養眾人 教導眾人
[00:10:17.000 --> 00:10:20.000]  我們都很尊敬他
[00:10:20.000 --> 00:10:23.000]  但他不是這個行業的專家教授
[00:10:23.000 --> 00:10:26.000]  他也不是行內人
[00:10:26.000 --> 00:10:29.000]  我才是考牌那個
[00:10:29.000 --> 00:10:33.000]  黎家喬牧師都是一個門外漢
[00:10:33.000 --> 00:10:35.000]  正如彼得都認識耶穌
[00:10:35.000 --> 00:10:38.000]  他認識耶穌是牧匠的兒子
[00:10:38.000 --> 00:10:39.000]  是一個傳道者
[00:10:39.000 --> 00:10:42.000]  最多都是飾演醫人
[00:10:42.000 --> 00:10:45.000]  他對打魚是不擅長的
[00:10:45.000 --> 00:10:47.000]  不是專家
[00:10:47.000 --> 00:10:51.000]  漁夫都開始洗網
[00:10:51.000 --> 00:10:55.000]  但耶穌還叫西門和一班漁夫去打魚
[00:10:55.000 --> 00:10:57.000]  很不合理
[00:10:57.000 --> 00:10:59.000]  不合理
[00:10:59.000 --> 00:11:03.000]  但可能彼得尊重耶穌
[00:11:03.000 --> 00:11:05.000]  都幫過他
[00:11:05.000 --> 00:11:07.000]  無論如何都答應了
[00:11:07.000 --> 00:11:09.000]  是老師
[00:11:09.000 --> 00:11:11.000]  所以彼得就回應了
[00:11:11.000 --> 00:11:15.000]  夫子 即是易作老師的意思
[00:11:15.000 --> 00:11:18.000]  路碌了一晚 一無所獲
[00:11:18.000 --> 00:11:21.000]  但既然你這樣吩咐
[00:11:21.000 --> 00:11:23.000]  我就算了
[00:11:23.000 --> 00:11:25.000]  我就照你的話去走
[00:11:25.000 --> 00:11:28.000]  但依從你的話
[00:11:28.000 --> 00:11:33.000]  即是表示其實我知道自己的知識勝過耶穌
[00:11:33.000 --> 00:11:35.000]  西門提出了自己不同的意見
[00:11:35.000 --> 00:11:38.000]  不過都是下網打魚
[00:11:38.000 --> 00:11:39.000]  結果怎樣
[00:11:39.000 --> 00:11:41.000]  我們看第五節 第六節
[00:11:41.000 --> 00:11:45.000]  居然有兩網的魚
[00:11:45.000 --> 00:11:48.000]  魚多到栽滿兩船
[00:11:48.000 --> 00:11:51.000]  還差點網都裂開
[00:11:51.000 --> 00:11:54.000]  一個專業的漁夫
[00:11:54.000 --> 00:11:58.000]  居然比不上門外漢耶穌
[00:11:58.000 --> 00:12:01.000]  彼得的回應是甚麼
[00:12:01.000 --> 00:12:03.000]  他有所懷疑
[00:12:03.000 --> 00:12:05.000]  當他聽主的話
[00:12:05.000 --> 00:12:07.000]  本身他有懷疑 是不是
[00:12:07.000 --> 00:12:08.000]  不同意的
[00:12:08.000 --> 00:12:10.000]  當他聽主的話的時候
[00:12:10.000 --> 00:12:13.000]  破格的事就發生了
[00:12:13.000 --> 00:12:15.000]  白天好地地
[00:12:15.000 --> 00:12:18.000]  居然漁獲多過他專業的漁夫
[00:12:18.000 --> 00:12:21.000]  在晚上打魚
[00:12:21.000 --> 00:12:24.000]  雖然這個好像很厲害的事
[00:12:24.000 --> 00:12:26.000]  但原來更厲害的事
[00:12:26.000 --> 00:12:29.000]  發生在彼得身上
[00:12:29.000 --> 00:12:32.000]  他人生有個轉捩點
[00:12:32.000 --> 00:12:33.000]  轉捩點是甚麼
[00:12:33.000 --> 00:12:35.000]  他發現兩件事
[00:12:35.000 --> 00:12:38.000]  他發現耶穌是誰
[00:12:38.000 --> 00:12:40.000]  和自己是誰
[00:12:40.000 --> 00:12:42.000]  我們看到第五節和第八節
[00:12:42.000 --> 00:12:44.000]  起初門徒是怎樣說的
[00:12:44.000 --> 00:12:45.000]  他怎樣發現耶穌
[00:12:45.000 --> 00:12:48.000]  西門說夫子我整理牢籬並沒有打了甚麼
[00:12:48.000 --> 00:12:51.000]  但依從你的話我就下網了
[00:12:51.000 --> 00:12:53.000]  這裡說夫子
[00:12:53.000 --> 00:12:55.000]  在《路加福音》出現過七次
[00:12:55.000 --> 00:12:56.000]  是叫夫子
[00:12:56.000 --> 00:12:59.000]  專稱耶穌是他們的老師
[00:12:59.000 --> 00:13:01.000]  但當他聽神的話
[00:13:01.000 --> 00:13:03.000]  好吧我去試試
[00:13:03.000 --> 00:13:05.000]  在第八節見到兩磅魚之後
[00:13:05.000 --> 00:13:07.000]  他怎樣給予反應
[00:13:07.000 --> 00:13:10.000]  他立即俯伏在耶穌的膝前
[00:13:10.000 --> 00:13:12.000]  說主啊
[00:13:12.000 --> 00:13:14.000]  離開我我是個罪人
[00:13:14.000 --> 00:13:15.000]  最特別是甚麼
[00:13:15.000 --> 00:13:18.000]  他由老師變成主
[00:13:18.000 --> 00:13:21.000]  他發現耶穌原來是一個Lord
[00:13:21.000 --> 00:13:24.000]  是Master
[00:13:24.000 --> 00:13:26.000]  他真真正正這次
[00:13:26.000 --> 00:13:29.000]  遇見獨一的真神
[00:13:29.000 --> 00:13:31.000]  他的主
[00:13:31.000 --> 00:13:32.000]  有些人說
[00:13:32.000 --> 00:13:36.000]  老師其實和主有甚麼分別
[00:13:36.000 --> 00:13:38.000]  我聽過一個例子很有趣
[00:13:38.000 --> 00:13:40.000]  他說我們也讀過書
[00:13:40.000 --> 00:13:42.000]  有很多古典的文獻
[00:13:42.000 --> 00:13:44.000]  可能有孔子好夫子
[00:13:44.000 --> 00:13:46.000]  是偉大的人物
[00:13:46.000 --> 00:13:48.000]  你也很尊敬他
[00:13:48.000 --> 00:13:50.000]  可能西方你也讀過拿破崙
[00:13:50.000 --> 00:13:54.000]  那些傳記
[00:13:54.000 --> 00:13:58.000]  但是你會不會想念他
[00:13:58.000 --> 00:14:00.000]  你很尊敬一個老師
[00:14:00.000 --> 00:14:01.000]  很久的人
[00:14:01.000 --> 00:14:02.000]  你不會想念他
[00:14:02.000 --> 00:14:04.000]  因為你和他沒有關係
[00:14:04.000 --> 00:14:06.000]  但主就不同了
[00:14:06.000 --> 00:14:07.000]  你的神就不同了
[00:14:07.000 --> 00:14:09.000]  是有關係的
[00:14:09.000 --> 00:14:13.000]  可能我們至少認識神
[00:14:13.000 --> 00:14:14.000]  可能有很多人說
[00:14:14.000 --> 00:14:17.000]  我兒子媽媽的肚子已經回教會了
[00:14:17.000 --> 00:14:19.000]  但可能你認識了神這麼久
[00:14:19.000 --> 00:14:22.000]  但你和神的距離很遠
[00:14:22.000 --> 00:14:26.000]  就好像只是老師和我學生的關係
[00:14:26.000 --> 00:14:27.000]  這也是好的
[00:14:27.000 --> 00:14:29.000]  不是不好的
[00:14:29.000 --> 00:14:30.000]  但可能你和神
[00:14:30.000 --> 00:14:32.000]  對神很有知識
[00:14:32.000 --> 00:14:34.000]  很清楚他的事
[00:14:34.000 --> 00:14:36.000]  但你和他沒有連繫
[00:14:36.000 --> 00:14:37.000]  沒有關係
[00:14:37.000 --> 00:14:39.000]  關係是甚麼呢
[00:14:39.000 --> 00:14:43.000]  就好像你只知道每天需要靈修
[00:14:43.000 --> 00:14:44.000]  我知道的
[00:14:44.000 --> 00:14:46.000]  讀經祈禱
[00:14:46.000 --> 00:14:49.000]  我知道每個星期要上崇拜
[00:14:49.000 --> 00:14:50.000]  所以很感恩
[00:14:50.000 --> 00:14:52.000]  可能在現場或網上
[00:14:52.000 --> 00:14:53.000]  我們也有上崇拜
[00:14:53.000 --> 00:14:56.000]  我沒有停過
[00:14:56.000 --> 00:15:00.000]  每個星期我都會唱詩禱告聽道
[00:15:00.000 --> 00:15:01.000]  因為你尊重他
[00:15:01.000 --> 00:15:03.000]  你尊重這位神
[00:15:03.000 --> 00:15:05.000]  就好像彼得說
[00:15:05.000 --> 00:15:06.000]  夫子
[00:15:06.000 --> 00:15:09.000]  我已經每個星期上崇拜
[00:15:09.000 --> 00:15:11.000]  但沒有得著甚麼
[00:15:11.000 --> 00:15:13.000]  但依從教會的規矩
[00:15:13.000 --> 00:15:18.000]  我就繼續上崇拜
[00:15:18.000 --> 00:15:21.000]  你會不會有這樣的感受呢
[00:15:21.000 --> 00:15:23.000]  會不會你和神的關係
[00:15:23.000 --> 00:15:26.000]  就指於他的規矩
[00:15:26.000 --> 00:15:29.000]  和頭腦上的認識呢
[00:15:29.000 --> 00:15:32.000]  你和他有沒有關係呢
[00:15:32.000 --> 00:15:34.000]  你知道嗎
[00:15:34.000 --> 00:15:36.000]  你今天能夠回到教會
[00:15:36.000 --> 00:15:38.000]  能夠認識他
[00:15:38.000 --> 00:15:41.000]  不是偶然
[00:15:41.000 --> 00:15:43.000]  不是單單因為以前
[00:15:43.000 --> 00:15:46.000]  你父母迫你回教會
[00:15:46.000 --> 00:15:49.000]  或者有些人是我自己回來的
[00:15:49.000 --> 00:15:51.000]  因為荔枝角方便
[00:15:51.000 --> 00:15:55.000]  我就找教會回教會
[00:15:55.000 --> 00:15:56.000]  不是的
[00:15:56.000 --> 00:15:58.000]  不是偶然的
[00:15:58.000 --> 00:16:03.000]  而是神去揀選你們每一個
[00:16:03.000 --> 00:16:05.000]  去尋找你
[00:16:05.000 --> 00:16:07.000]  去到祂身邊
[00:16:07.000 --> 00:16:08.000]  你想想
[00:16:08.000 --> 00:16:09.000]  你今天仍然回教會
[00:16:09.000 --> 00:16:11.000]  或者為何你會回教會
[00:16:11.000 --> 00:16:13.000]  神有沒有甚麼吸引你
[00:16:13.000 --> 00:16:17.000]  去到祂面前呢
[00:16:17.000 --> 00:16:19.000]  我們每一個都是神所揀選的
[00:16:19.000 --> 00:16:21.000]  不是偶然的
[00:16:21.000 --> 00:16:22.000]  不是我有空
[00:16:22.000 --> 00:16:24.000]  或者為甚麼
[00:16:24.000 --> 00:16:27.000]  因為是神揀選了你
[00:16:27.000 --> 00:16:29.000]  這個是因為祂愛你
[00:16:29.000 --> 00:16:30.000]  祂愛你愛到底
[00:16:30.000 --> 00:16:33.000]  祂用了很多方法尋找你
[00:16:33.000 --> 00:16:35.000]  去尋找你
[00:16:35.000 --> 00:16:38.000]  祂用了很多方法尋找你
[00:16:38.000 --> 00:16:41.000]  叫你的心歸祂
[00:16:41.000 --> 00:16:45.000]  就好像耶穌是特意
[00:16:45.000 --> 00:16:49.000]  特意揀選彼得的船上的
[00:16:49.000 --> 00:16:51.000]  不是偶然
[00:16:51.000 --> 00:16:53.000]  這個是神跡
[00:16:53.000 --> 00:16:58.000]  這個是和神相遇的神跡
[00:16:58.000 --> 00:17:01.000]  雖然彼得擁有捕魚的知識
[00:17:01.000 --> 00:17:04.000]  比耶穌更多
[00:17:04.000 --> 00:17:06.000]  但如果我依從你的話
[00:17:06.000 --> 00:17:08.000]  就下網打魚
[00:17:08.000 --> 00:17:10.000]  下網的結果是甚麼
[00:17:10.000 --> 00:17:11.000]  很多魚
[00:17:11.000 --> 00:17:12.000]  多到裂開
[00:17:12.000 --> 00:17:14.000]  那代表甚麼
[00:17:14.000 --> 00:17:17.000]  其實人有所期望
[00:17:17.000 --> 00:17:18.000]  很合理的
[00:17:18.000 --> 00:17:20.000]  我們對世上的事有期望
[00:17:20.000 --> 00:17:21.000]  我們想得到的事
[00:17:21.000 --> 00:17:23.000]  很合理的
[00:17:23.000 --> 00:17:25.000]  但可能我們有多少時候
[00:17:25.000 --> 00:17:27.000]  我們多麼專業
[00:17:27.000 --> 00:17:28.000]  多麼努力
[00:17:28.000 --> 00:17:31.000]  都達不到期望
[00:17:31.000 --> 00:17:32.000]  沒有想過一個疫情
[00:17:32.000 --> 00:17:33.000]  是全球性
[00:17:33.000 --> 00:17:34.000]  多麼厲害的專家
[00:17:34.000 --> 00:17:37.000]  都奪得不到現在的疫情
[00:17:37.000 --> 00:17:39.000]  不要說這麼宏大
[00:17:39.000 --> 00:17:41.000]  我們自己的事
[00:17:41.000 --> 00:17:42.000]  你有沒有試過
[00:17:42.000 --> 00:17:46.000]  怎樣努力都是徒勞無功
[00:17:46.000 --> 00:17:48.000]  勞動了一個晚上
[00:17:48.000 --> 00:17:51.000]  一條魚毛都沒有
[00:17:51.000 --> 00:17:53.000]  不要說工作
[00:17:53.000 --> 00:17:57.000]  我那次都試過去捉墨魚
[00:17:57.000 --> 00:17:59.000]  以前很流行去捉墨魚
[00:17:59.000 --> 00:18:01.000]  又要去碼頭
[00:18:01.000 --> 00:18:02.000]  又去這又去那
[00:18:02.000 --> 00:18:04.000]  去到很出
[00:18:04.000 --> 00:18:06.000]  誰知一隻墨魚都捉不到
[00:18:06.000 --> 00:18:08.000]  有沒有人試過
[00:18:08.000 --> 00:18:10.000]  我捉不到墨魚
[00:18:10.000 --> 00:18:11.000]  勞師動眾
[00:18:11.000 --> 00:18:13.000]  徒勞無功
[00:18:13.000 --> 00:18:16.000]  幸好船家預備了一些食物
[00:18:16.000 --> 00:18:19.000]  否則食物都沒得吃
[00:18:19.000 --> 00:18:21.000]  神吩咐彼得
[00:18:21.000 --> 00:18:23.000]  將船開到水深之處
[00:18:23.000 --> 00:18:26.000]  下網打魚
[00:18:26.000 --> 00:18:30.000]  開到水深之處
