
[00:00:00.000 --> 00:00:03.680]  上年有一套很賣座的電影
[00:11:47.880 --> 00:11:50.880]  對你來說有什麼盼望呢?
[00:11:50.880 --> 00:11:52.880]  猶太人經歷亡國
[00:11:52.880 --> 00:11:55.880]  被擄 流落異鄉
[00:11:55.880 --> 00:11:59.880]  寄人籬下 受盡折磨
[00:11:59.880 --> 00:12:01.880]  在保羅的時代
[00:12:01.880 --> 00:12:02.880]  有沒有好一點呢?
[00:12:02.880 --> 00:12:04.880]  其實也沒有什麼
[00:12:04.880 --> 00:12:07.880]  在羅馬統治以色列的時候
[00:12:07.880 --> 00:12:09.880]  可能你也有印象
[00:12:09.880 --> 00:12:11.880]  耶穌剛剛在伯尼翰出生的時候
[00:12:11.880 --> 00:12:15.880]  發生了什麼慘事呢?
[00:12:15.880 --> 00:12:17.880]  《馬太方》第二章
[00:12:17.880 --> 00:12:19.880]  希律王很生氣
[00:12:19.880 --> 00:12:22.880]  覺得被那幾位博士騙了
[00:12:22.880 --> 00:12:23.880]  是不是?
[00:12:23.880 --> 00:12:25.880]  然後他下令
[00:12:25.880 --> 00:12:27.880]  要將伯尼翰和附近地區
[00:12:27.880 --> 00:12:30.880]  兩歲以內的嬰孩
[00:12:30.880 --> 00:12:33.880]  全部殺光
[00:12:33.880 --> 00:12:34.880]  是不是?
[00:12:34.880 --> 00:12:37.880]  兩歲以內的全部殺光
[00:12:37.880 --> 00:12:39.880]  你想想
[00:12:39.880 --> 00:12:43.880]  多麼血腥的屠殺慘劇
[00:12:43.880 --> 00:12:46.880]  是不是很不公義呢?
[00:12:46.880 --> 00:12:48.880]  是不是?
[00:12:48.880 --> 00:12:51.880]  在羅馬治下的以色列
[00:12:51.880 --> 00:12:54.880]  其實不是很好過
[00:12:54.880 --> 00:12:55.880]  那個希律
[00:12:55.880 --> 00:12:58.880]  如果就這樣平平安安地死去
[00:12:58.880 --> 00:13:02.880]  那些嬰孩和父母的冤情
[00:13:02.880 --> 00:13:06.880]  如何超說呢?
[00:13:06.880 --> 00:13:08.880]  他什麼時候才會見到
[00:13:08.880 --> 00:13:12.880]  希律得到公義的懲罰呢?
[00:13:12.880 --> 00:13:13.880]  所以你說
[00:13:13.880 --> 00:13:15.880]  死人復活和公義的審判
[00:13:15.880 --> 00:13:17.880]  對當時的猶太人來說
[00:13:17.880 --> 00:13:21.880]  真的是一個很重要的盼望
[00:13:21.880 --> 00:13:25.880]  其實不只是對以前的猶太人去
[00:13:25.880 --> 00:13:27.880]  對今天我們現代人
[00:13:27.880 --> 00:13:30.880]  其實也一樣
[00:13:30.880 --> 00:13:32.880]  我記得很多年前
[00:13:32.880 --> 00:13:35.880]  我還在讀小學的時候
[00:13:35.880 --> 00:13:37.880]  有一天
[00:13:37.880 --> 00:13:39.880]  爸爸看新聞
[00:13:39.880 --> 00:13:41.880]  看完之後就慨嘆了
[00:13:41.880 --> 00:13:44.880]  他說這個世界哪有真理呢?
[00:13:44.880 --> 00:13:47.880]  誰的拳頭大誰的就是真理
[00:13:47.880 --> 00:13:50.880]  他應該是看了國際新聞
[00:13:50.880 --> 00:13:51.880]  我不知道是什麼新聞
[00:13:51.880 --> 00:13:54.880]  我記得我爸爸就這樣慨嘆
[00:13:54.880 --> 00:13:57.880]  誰的拳頭大誰的就是真理
[00:13:57.880 --> 00:14:00.880]  我爸爸當時是微信主
[00:14:00.880 --> 00:14:02.880]  對一個微信主的人
[00:14:02.880 --> 00:14:03.880]  他見到的
[00:14:03.880 --> 00:14:05.880]  他認為是事實
[00:14:05.880 --> 00:14:08.880]  那個是眼前的事實
[00:14:08.880 --> 00:14:12.880]  除非他很快見到報應
[00:14:12.880 --> 00:14:15.880]  否則殺人放火金腰帶
[00:14:15.880 --> 00:14:17.880]  修橋堡路
[00:14:17.880 --> 00:14:19.880]  沒有屍骸
[00:14:19.880 --> 00:14:21.880]  是不是很現實呢?
[00:14:21.880 --> 00:14:23.880]  又真的是很現實
[00:14:23.880 --> 00:14:26.880]  見到很多這樣的現實
[00:14:26.880 --> 00:14:28.880]  人會覺得怎樣呢?
[00:14:28.880 --> 00:14:29.880]  怨鬱
[00:14:29.880 --> 00:14:30.880]  憤怒
[00:14:30.880 --> 00:14:32.880]  無奈
[00:14:32.880 --> 00:14:34.880]  甚至絕望
[00:14:34.880 --> 00:14:37.880]  這個世界哪有真理呢?
[00:14:37.880 --> 00:14:40.880]  很容易人會這樣慨嘆
[00:14:40.880 --> 00:14:42.880]  其實很絕望
[00:14:42.880 --> 00:14:45.880]  上年有一次我團體去街頭報道
[00:14:45.880 --> 00:14:47.880]  在公園裏面
[00:14:47.880 --> 00:14:51.880]  遇到一位大約70歲的長者
[00:14:51.880 --> 00:14:53.880]  他也說了類似的話
[00:14:53.880 --> 00:14:55.880]  當我表明我是基督徒
[00:14:55.880 --> 00:14:58.880]  我是回報道會恩福堂在附近
[00:14:58.880 --> 00:15:00.880]  我還未說下一句
[00:15:00.880 --> 00:15:02.880]  他很快就說
[00:15:02.880 --> 00:15:05.880]  美國是基督教國家
[00:15:05.880 --> 00:15:07.880]  為什麼他這麼霸道
[00:15:07.880 --> 00:15:09.880]  上帝又不懲罰他呢?
[00:15:09.880 --> 00:15:11.880]  你明白吧?
[00:15:11.880 --> 00:15:13.880]  突然間他這樣問我
[00:15:13.880 --> 00:15:16.880]  我停了兩秒鐘
[00:15:16.880 --> 00:15:17.880]  我就說
[00:15:17.880 --> 00:15:21.880]  其實現在很多美國人
[00:15:21.880 --> 00:15:23.880]  都離開了神
[00:15:23.880 --> 00:15:25.880]  很多都是掛名基督徒
[00:15:25.880 --> 00:15:26.880]  不讀聖經
[00:15:26.880 --> 00:15:28.880]  也不回教會
[00:15:28.880 --> 00:15:30.880]  但是聖經告訴我們
[00:15:30.880 --> 00:15:32.880]  神是公義的
[00:15:32.880 --> 00:15:35.880]  人犯罪行惡之後
[00:15:35.880 --> 00:15:37.880]  就算生前沒有報應
[00:15:37.880 --> 00:15:39.880]  將來會復活的
[00:15:39.880 --> 00:15:41.880]  惡人也會復活的
[00:15:41.880 --> 00:15:45.880]  然後會面對神公義的審判
[00:15:45.880 --> 00:15:46.880]  所以我告訴他
[00:15:46.880 --> 00:15:47.880]  你放心吧
[00:15:47.880 --> 00:15:48.880]  有報應的
[00:15:48.880 --> 00:15:50.880]  因為這個世界有神
[00:15:50.880 --> 00:15:54.880]  然後我又看到這個伯伯
[00:15:54.880 --> 00:15:56.880]  好像色懷了
[00:15:56.880 --> 00:15:59.880]  我繼續傳福音
[00:15:59.880 --> 00:16:01.880]  有幾個單張要說的東西
[00:16:01.880 --> 00:16:03.880]  其實是的
[00:16:03.880 --> 00:16:06.880]  真的好在聖經給我們一個
[00:16:06.880 --> 00:16:09.880]  超越眼前現實的盼望
[00:16:09.880 --> 00:16:11.880]  死人將會復活
[00:16:11.880 --> 00:16:13.880]  人要為自己的一生
[00:16:13.880 --> 00:16:15.880]  向神交仗
[00:16:15.880 --> 00:16:19.880]  耶穌基督就是第一個復活的樣板
[00:16:19.880 --> 00:16:22.880]  公義最終會得到新章
[00:16:22.880 --> 00:16:25.880]  這個對今天
[00:16:25.880 --> 00:16:28.880]  我們覺得還沒見到公義的人
[00:16:28.880 --> 00:16:32.880]  這個是我們最大的盼望和安慰
[00:16:33.880 --> 00:16:35.880]  所以聽眾姐妹
[00:16:35.880 --> 00:16:37.880]  你心底裏面
[00:16:37.880 --> 00:16:39.880]  你相不相信
[00:16:39.880 --> 00:16:40.880]  將來
[00:16:40.880 --> 00:16:42.880]  義人還是惡人
[00:16:42.880 --> 00:16:44.880]  一樣會復活
[00:16:44.880 --> 00:16:47.880]  而且會面對公義的審判
[00:16:47.880 --> 00:16:51.880]  你有沒有遇過不公義的事呢
[00:16:51.880 --> 00:16:55.880]  有沒有曾經被冤屈
[00:16:55.880 --> 00:16:58.880]  有沒有覺得很冤屈
[00:16:58.880 --> 00:17:00.880]  憤怒
[00:17:00.880 --> 00:17:01.880]  無奈呢
[00:17:02.880 --> 00:17:07.880]  我猜或多或少都會有
[00:17:07.880 --> 00:17:09.880]  可能發生在自己身上
[00:17:09.880 --> 00:17:12.880]  可能聽回來發生在別人身上
[00:17:12.880 --> 00:17:14.880]  聽完之後都會不開心
[00:17:14.880 --> 00:17:16.880]  但當你冷靜過後
[00:17:16.880 --> 00:17:18.880]  你有沒有盼望呢
[00:17:18.880 --> 00:17:20.880]  有
[00:17:20.880 --> 00:17:22.880]  信耶穌的人有
[00:17:22.880 --> 00:17:24.880]  因為死人復活
[00:17:24.880 --> 00:17:26.880]  公義審判
[00:17:26.880 --> 00:17:28.880]  沒有以為過了關
[00:17:28.880 --> 00:17:30.880]  沒有被人發現
[00:17:30.880 --> 00:17:33.880]  就算因為有一天
[00:17:33.880 --> 00:17:35.880]  我們在公義的神面前
[00:17:35.880 --> 00:17:38.880]  我們會為我們一生去到交仗
[00:17:38.880 --> 00:17:41.880]  當然你都不要行不義
[00:17:41.880 --> 00:17:46.880]  我們已經看了保羅在自辯之中
[00:17:46.880 --> 00:17:50.880]  他首先證明了自己正統的猶太信仰
[00:17:50.880 --> 00:17:53.880]  以及他曾經極力迫害基督徒的行為
[00:17:53.880 --> 00:17:55.880]  保羅繼續
[00:17:55.880 --> 00:17:58.880]  他說在一次迫害的旅程裏面
[00:17:58.880 --> 00:18:00.880]  他與主相遇
[00:18:00.880 --> 00:18:02.880]  領受呼召
[00:18:02.880 --> 00:18:04.880]  就是他信主和蒙召的經歷
[00:18:04.880 --> 00:18:06.880]  我們繼續看
[00:18:06.880 --> 00:18:10.880]  我們請頂到
[00:18:10.880 --> 00:18:12.880]  一二三
[00:18:12.880 --> 00:18:18.880]  那時我帶著祭司長的權柄王明靈往大馬市隔去
[00:18:18.880 --> 00:18:19.880]  王啊
[00:18:19.880 --> 00:18:21.880]  我在路上
[00:18:21.880 --> 00:18:23.880]  中午的時候
[00:18:23.880 --> 00:18:26.880]  看見從天上有一道光
[00:18:26.880 --> 00:18:28.880]  被太陽還亮
[00:18:28.880 --> 00:18:30.880]  四面照著我
[00:18:30.880 --> 00:18:32.880]  和跟隨我同行的人
[00:18:32.880 --> 00:18:35.880]  我們都突到在地
[00:18:35.880 --> 00:18:37.880]  我就聽見有聲音
[00:18:37.880 --> 00:18:39.880]  用希伯來話對我說
[00:18:39.880 --> 00:18:41.880]  蘇羅蘇羅
[00:18:41.880 --> 00:18:43.880]  你為什麼迫害我
[00:18:43.880 --> 00:18:45.880]  你用腳踢翅膀
[00:18:45.880 --> 00:18:47.880]  是自找苦吃的
[00:18:47.880 --> 00:18:48.880]  姐妹
[00:18:48.880 --> 00:18:53.880]  (主席
