鄧前輩,大家好!聖誕快樂!。
如果可以的話,。
我將我自己一生的事寫下來,。
然後成為一個書卷,。
或者一本書,。
一篇文章,。
能夠讓其他的人,。
可以得到鼓勵認識上主,。
他說你到時可不可以幫我,。
去將這個著作做一個修改,。
以及做一個編輯,。
好使我可以成為一個很好的見證呢,。
當時我答應了他,。
但是很可惜到現在,。
他沒有機會再寫這個他的人生經歷,。
但是他將他的人生經歷告訴我,。
所以我每一次當我想起,。
這位弟兄的時候,。
我就想起他和我一起去侍奉,。
那份甜蜜的關係,。
有機會我和大家一起去分享,。
但是為什麼我會提到這位弟兄呢,。
特別是因為他想和我一起侍奉,。
但是他知道自己能力上的有限,。
於是乎他就用了他所能夠有的能力,。
來和我一起去侍奉,。
當時我記得我剛剛做完手術,。
去到法國的時候去牧養,。
做這個宣教工作的時候,。
這位弟兄跟我說,。
他說我盼望在我自己有生的日子,。
牧師你來到的時候,。
我可以和你一起合作在這段時間,。
我好好照顧你,。
你就更有力量去在教會裡面,。
去牧養其他的弟兄姊妹,。
這份的同工,。
這份的夥伴的關係,。
其實正正就是今天我想透過這段聖經,。
去提出來的,。
回到我們今天所看的這段聖經,。
約翰福音的第一章,。
從第14節至第18節裡面,。
其實就是提到有關於一個很重要的人,。
這個人他叫做耶穌基督,。
不過在這段聖經裡面,。
是用了另一個字眼去介紹他,。
就叫做道,。
他怎樣和我們一起,。
在我們當中和我們一起去侍奉,。
或者可以更簡單地這樣說,。
怎樣一起去滿足父神他的願望,。
不如這樣,。
讓我們去了解這段聖經之前,。
我們再次打開這段經文,。
我們一起去讀一次,。
讓我們先去了解一下這段聖經的內容,。
我們一起打開約翰福音的第一章,。
從第14節至第18節,。
我們來讀約翰福音的第一章,。
從第14節至第18節裡面,。
我們找到之後,。
我們會以和合本一起去中讀,。
如果你是用英語聖經的話,。
可以隨著你的英語版本也可以,。
不過如果是的,。
我們通常會用NET,。
New English Translation的版本,。
我們一起讀,。
道成了肉身住在我們中間, 匆匆滿滿地有恩典有真理。。
我們也見過他的榮光,。
正是父獨生子的榮光。。
約翰為他作見證,。
哭著說:「這就是我曾說,。
那在我以後來的,。
反成了在我以前的,。
因他本來在我以前,。
從他豐滿的恩典裡,。
我們都領受了,。
而且因上加因,。
律法本是藉著摩西傳的,。
恩典和真理都是由耶穌基督來的,。
從來沒有人看見神,。
只有在父懷裡的獨生子將他表明出來。」。
在這段聖經裡面,。
其實介紹了一個很特別的情況,。
一開始是我們很熟悉的一句話,。
道成了肉身。。
究竟這個道是指什麼呢?。
其實我們可以回到。
約翰福音第一章第一節開始,。
其實我們已經看到,。
原來這個道一方面道這個字眼,。
開始說到說話,。
但同時也是介紹到給我們知道,。
是我們的主耶穌基督。。
在這段十四節裡面,。
介紹了給我們聽這個道成了肉身。。
這個也可以說是在約翰福音,。
和其他三卷福音書裡面,。
最不同的地方,。
就是告訴我們知道,。
原來上帝透過道,。
來和我們一起同處,。
而這份的同處是我們最值得珍貴的事情。。
這個介紹其實同時在其他福音書,。
特別是馬太福音裡面,。
特別介紹到耶穌基督,。
常與我們同在,。
是同出一轍的主題,。
不過在約翰福音裡面,。
是用了不同的介紹。。
所以約翰福音其實,。
相比其他三卷的福音書,。
最不同之處,。
就是約翰福音裡面,。
它沒有直接去記載到,。
耶穌基督降生的事蹟,。
但是它卻用了道成肉身這個陳述,。
來讓我們更多層次地去思想有關,。
上帝怎樣藉著耶穌基督,。
來與我們同處。。
禮十四節裡面,。
一開始提到的這個所謂道成了肉身,。
當中的道,。
一方面是指道,。
耶穌基督,。
祂來到我們的當中,。
但更重要的是什麼呢?。
不單只是談論道,。
自己本身來到我們當中,。
而且是談論道,。
祂是一個自有永有的本質,。
而這個本質,。
現在來到這裡,。
就用了一個人的形態,。
所以這裡提到道成了肉身,。
肉身這個在希臘文裡面,。
是說取了人的形態,。
而這個介紹,。
也在約翰福音第一章十三節裡面,。
已經介紹給我們知道了,。
但是祂來到我們是怎麼樣呢?。
這裡說,。
「住在我門中間」,。
這個「住」字很特別的,。
這個「住」字跟在舊約裡面,。
Tableco這個名詞,。
即是會幕的動詞,。
叫做Tableco,。
即是我們可以將這個字,。
將它變成一個動詞化來使用,。
就是說,。
原來道,。
耶穌基督,。
是暫時性地住在人的當中,。
住在我們當中做什麼呢?。
原來就是跟我們一起去經歷,。
我們現在在別人上面所面對的事情,。
所以在第一章十四節上半節講到,。
道成了肉身,。
住在我們當中,。
祂其實是來去經驗我們的人生,。
但是祂經驗的時候,。
是帶來了一個很不同的事物給我們知道,。
這個就在第十四節的跟著裡面講了,。
充充滿滿地,。
有因典有真理,。
原來耶穌來到我們當中,。
祂自己同時帶來的是,。
因典和真理所組成的一個榮耀,。
很圓滿地,。
豐富地,。
所以在聖經這裡講到,。
充充滿滿的形容詞,。
來介紹給我們知道,。
祂怎樣豐富地存留在人的當中,。
什麼叫做因典和真理呢?。
其實這個字眼在這段聖經裡面,。
不是在這裡單純出現的,。
在之後第十六節和第十七節裡面,。
都同樣重複出現這個因典和真理這個字眼,。
所以我們首先要在這裡去了解一下,。
什麼叫做因典和真理先?。
因典和真理一方面,。
如果我們按照希臘文和希伯來文的字義,。
是直接指到是耶和華的屬性,。
但是另有一個方面的意思,。
就是可以指到,。
是讓人可以很準確地得到一個指示,。
和介紹或者陳述,。
告訴我們知道,。
我們怎樣去尋找到這個道,。
或者尋找到這個,。
帶這個因典來到我們當中的這位主。。
所以因典和真理,。
其實同時也都包含了另一重的含義,。
就是要帶著一個正確無誤的動機,。
以及準確無誤的指示。。
這一點我們將會在接著第二點裡面,。
我會去介紹給大家知道的,。
但是這個是一個很重要的訊息,。
道來到這個世界的上面,。
其實是要給我們有一個清楚的方向,。
讓我們重新知道,。
怎樣回去上帝的裡面,。
而回去上帝的路又怎樣走呢?。
就要靠著這個道,。
來給我們一個準確的指示方向。。
當我們提到這一點的時候,。
就讓我們去思想到,。
在《出埃及記》裡面,。
其實也有很類似的陳述。。
因為我們說到主耶穌住在我們當中,。
而住在這個字眼,。
其實就等同於《舊約》裡面,。
匯幕這個字眼,。
Tabletto。。
所以當我們重新去看回這個匯幕的含意的時候,。
原來我們發現到在《舊約》的發展,。
以至新約來到我們這個約翰福音的時候,。
有一個很明顯的分別的發展。。
讓我們一起回去看一下,。
《出埃及記》第33章,。
特別第7至11節裡面,。
去介紹這個匯幕的運作,。
以及它的成立,。
和今天我們在這段聖經裡面,。
看見道來到這個世界裡面的時候,。
有些什麼不同之處。。
我們再次看一下這段聖經,。
如果大家有聖經的,。
請打開《出埃及記》第33章,。
從第7至11節裡面,。
我跟大家一起讀一次,。
希望大家也都能夠去看一下這段經文,。
說些什麼先。。
這節經文是這樣說的,。
「摩西素常將帳棚支搭在營外,。
離營卻遠,。
他稱這帳幕為匯幕。。
凡求問耶和華的,。
就在營外的匯幕那裡去。。
當摩西出營到匯幕去的時候,。
百姓就都起來,。
各人站在自己帳棚的門口,。
望著摩西,。
直等到他進了匯幕。。
摩西進匯幕的時候,。
民主就降下來,。
立在匯幕的門前,。
耶和華便與摩西說話。。
眾百姓看見民主立在匯幕門前,。
就都起來,。
各人在自己帳棚的門口下拜。。
耶和華與摩西面對面說話,。
好像人與朋友說話一樣,。
摩西就轉到營裡去,。
唯有祂的幫手,。
一個少年人,。
戀的兒子,。
約書亞就不離開匯幕。。
這段聖經是記載到,。
昔日耶和華,。
怎樣在以色列神的指紋當中,。
與他們的交往,。
而他們的交往呢,。
有一段距離,。
以色列民他們,。
隨著在曠野裡流沙的時候,。
他們要搭建營幕,。
所以他們所有的民,。
就會聚在一個地方結集,。
每人自己有的營幕,。
就住在自己的營幕裡面。。
但是原來摩西,。
在整個營的以外的地方,。
要另外支搭一個匯幕,。
這個匯幕聲明是遠離,。
當時的以色列民的營地。。
作用是什麼呢?。
是用來向耶和華求問,。
希望耶和華給以色列民,。
讓他們知道,。
繼續怎樣走面前的道路,。
什麼時候起行,。
有什麼事情,。
摩西遇到什麼困難,。
就會在那個時候,。
去向耶和華求問。。
所以昔日的耶和華與人同在,。
其實是一段距離,。
是營以外另立一個匯幕,。
這個匯幕Tepaleco,。
是在以色列民以外的地方,。
也只有摩西,。
能夠在這個匯幕裡面,。
向耶和華去求問。。
但是奇怪的是什麼呢?。
每次當摩西去做這個求問的過程當中,。
原來以色列民也只能夠遠遠,。
在自己的營外的門口,。
遠跳著,。
向著這個匯幕去下拜,。
不可以親近的,。
因為在昔日裡面,。
耶和華神是有一個特定的規定,。
如果人是太接近他,。
而人是一個不聖潔的人的話,。
上帝會馬上讓那個人被擊殺。。
但是這是昔日的情況,。
但是這段聖經裡面,。
其實有一些伏筆告訴我們,。
就是在最後,。
當摩西轉到營裡去,。
就是求問完耶和華,。
他就離開了這個匯幕,。
就回到以色列民的營裡面,。
有一個人物,。
這個人物就是摩西的幫手,。
也是後來我們所熟悉約書亞記的作者,。
亂的兒子約書亞,。
原來他一直都沒有離開這個匯幕,。
他保持一路這樣親近著上帝,。
能夠在這個匯幕裡面,。
持續的去侍奉。。
約書亞這個名字,。
其實是一個舊約的名稱,。
但是原來是相等於新約的耶穌基督。。
這個這樣的陳述,。
在埃及記裡面,。
就來到我們新約約翰福音裡面,。
約翰就看見道與人同在,。
這樣的真理,。
其實就實踐了,。
原來神和祂的子民親密的同處的關係。。
所以去到一章第十四節,。
《聖經》記載道成了肉身,。
住在我們中間,。
充滿滿地有因典有真理。。
這個介紹其實是一個突破性的介紹,。
或者甚至可以這樣說,。
約翰明白到耶穌基督的降生,。
這個道,。
其實再不是有一個有距離的關係,。
而是一個直接與祂的子民,。
有一個親密的交通的關係。。
所以在這段《聖經》裡面,。
約翰他在這裡提到,。
他說:「我們也見過他的榮光,。
正是復讀生子的榮光。」。
其實用這個陳述告訴我們,。
原來約翰明白到一個很重要的事實,。
耶穌基督的降世,。
其實是代表著父神,。
存留在人當中,。
將上帝祂的真理,。
將祂的因典,。
充滿滿地顯明在人群當中。。
所以這所談論到的榮光,。
其實是耶穌基督,。
將上帝的榮光,。
反照地在人群當中。。
所以耶穌基督來到這個世界裡面,。
其實是讓人重新知道這個方向。。
施洗約翰祂其實的角色,。
也是將這個榮光,。
準確地去介紹給所有的讀者,。
甚至是今天的我們每一個。。
所以道在這裡所經歷的一切,。
是叫人去認識永恆裡面的父神。。
而這一點正正就是我們應該要學會,。
每一個屬神的指紋。。
其實當我們同樣領受,。
上帝的因典,。
以及祂的真理的時候,。
我們也都扮演同樣的角色。。
我們是為其他的人,。
去讓他們去看到,。
一個準確的耶穌基督,。
這個救恩是怎麼樣。。
也都讓他們能夠知道,。
怎樣去重新找到耶穌基督。。
大英姐妹,。
在開頭我講到的引言裡面,。
我講到有關於掛念這件事。。
能夠讓你去掛念的人,。
是因為你很期望跟祂同處同活。。
而這件事,。
也是我們最為珍惜,。
和最為感恩所期盼做到的事情。。
好像我這樣,。
我很期盼能夠見到我的家人,。
特別是我的父母,。
我的兄弟姊妹。。
但是有時實質上,。
我們真的未必做得到,。
因為是人與人之間,。
我們有一個空間的隔著。。
但是在這段聖經裡面,。
卻告訴我,。
耶穌基督這個道,。
再不像昔日耶和華神,。
要是透過摩西,。
在遠離以色列民的營地之外,。
在特別設定的會幕裡面,。
才可以見面。。
現在我們的主,。
是直接與我們可以同處。。
信耶穌基督的人,。
其實我們所看見的,。
就是能夠讓這個道,。
能夠跟我們同處。。
而這個道,。
也帶領我們回去,。
跟我們的上帝同處。。
問題就是,。
我們有沒有真的掛念,。
懇求,。
甚至有一種渴望,。
能夠跟上帝同處這份關係呢?。
聖誕,。
其實最重要的其中一個目的,。
不是叫我們去享受假期,。
而是讓我們重新思想到,。
耶穌基督這個道,。
是告訴我們,。
上帝其實很想跟我們同處。。
問題就是,。
如果我們是一個真正的基督徒,。
我們也有沒有同樣這份心志,。
去期望跟上帝父神同處呢?。
按照猶太人的歷法,。
他們說神的創世,。
是在主前3761年。。
這個數目究竟是真是假,。
我們不需要太過去考慮。。
但是如果真的話,。
算到今時今日,。
已經五千七百多年的時間,。
上帝從創世的時候,。
到現在,。
創世的時候,。
人因為犯罪,。
後來跟上帝分離了。。
從此上帝就很掛念著,。
希望有一天,。
我們能夠回到祂的面前。。
弟兄姊妹,。
上帝掛念我們五千七百多年,。
那我們又可不可以,。
在聖誕節裡面,。
重新問一下我們自己。。
我們又有幾個掛念,。
希望跟永恆的上主在一起呢?。
這是第一點,。
我希望藉著這段聖經,。
帶大家去看一下,。
聖誕節第一個主要目的,。
就是讓我們去珍惜,。
這份同處的關係。。
第二點,。
我想跟大家一起看的,。
就是從第十五節,。
到第十六節裡面,。
就看到當我們有這份掛念,。
跟上帝期盼,。
跟上帝同處的關係的時候,。
原來同時間,。
也是這個恩典,。
簡潔恩典的,。
顯現的進程當中,。
我們的參與其中一份子。。
One gracious gift,。
after another one.。
如果我們再切回這段聖經,。
看一下第十五節,。
和第十六節好不好?。
我們一起讀吧!。
約翰為他作見證,。
哭著說,。
這就是我曾說,。
那在我以後來的,。
凡成了在我以前的,。
因他本來在我以前。。
從他豐滿的恩典裡,。
我們都領受了,。
而且恩上加恩。。
很多信徒,。
以為自己信了主之後,。
恩典其實就像千層糕一樣,。
有沒有吃過千層糕?。
一層一層,。
很甜的,。
夾著一個包,。
一層夾著一個包,。
一直搭著上去。。
以為信了主的人,。
上帝就會厚厚的,。
將很多的恩典,。
全加在這個人的身上。。
所以甚至有些傳道人,。
或者信徒信耶穌,。
他們的想法是什麼?。
使我們更豐盛,。
越來越多很多豐盛。。
所以有些人覺得信耶穌,。
好像我都挺好,。
不過我想更好,。
好像錦上添花。。
很多人在信主系裡面,。
是這樣去了解信耶穌。。
但是其實當他看這段聖經的時候,。
其實約翰福音,。
很準確地告訴他,。
我們的恩上加恩,。
不是這樣運作的。。
上帝的恩典,。
不是只是給了一小撮人,。
或者某一個人,。
完全擁有,。
很豐富地在他身上,。
得到這個恩典。。
而是一種延續的擴展性,。
是由一個人,。
或者由一家人,。
透過他們一直延展開去。。
這個叫做恩上加恩,。
不是恩典搭恩典,。
而是恩典不斷地繁衍,。
而去衍生,去伸延。。
第十五節這裡這樣說,。
約翰為他作見證,。
約翰在這裡,。
為了耶穌基督,。
神獨生兒子,。
就是那個道,。
做了一個見證。。
先前我已經說過了,。
恩典和真理,。
其實是有另一重的意思,。
是準確地去作出一個介紹,。
讓人去認識到神。。
約翰就在這裡,。
作一個準確的見證。。
他怎麼說呢?。
「哭著說」,。
其實就是一個宣告。。
「這就是我曾說」,。
就是說他引述了,。
他昔日曾經去傳說過的。。
什麼呢?。
「那在我以後來的」,。
就是談論到耶穌基督。。
因為在這段聖經裡面,。
其實耶穌基督,。
還沒有正式登場。。
當然我們知道,道已經來到這個世界上面。。
但是約翰在這裡說,。
其實他先做一個介紹。。
所以耶穌基督,。
似乎在他後來的,。
「但反成了在我以前」。。
他說其實他根本上會,。
後來會追上我。。
為什麼呢?。
因為他本來就在之前。。
這句說話聽起來好像很圓,。
究竟他說些什麼呢?。
其實在這裡,。
獅子約翰是介紹到,。
道成肉身他自己本身的工作。。
約翰他配合這個道這個主題,。
語言的這個特色。。
所以他在這裡做這個宣告,。
準確地去怎麼樣,。
將這個道的來源,。
以及他要作出的進度,。
去介紹給我們知道。。
約翰其實只是好像一個路標,。
而這個路標如果是準確的話,。
他就能夠指向於這個目的地。。
早前我曾經和師母,。
我女兒一起去行山。。
行山的山徑,。
和一般的山徑很不同的。。
它是一些很邪的邪坡,。
本身不是有特別一條的路,。
不過這條山徑是很特別的。。
它在每一個轉彎位的裡面,。
都有一個牌。。
這個牌就會微微向著,。
另一個我們要朝向的方向,。
去斜向去的。。
我們在這裡行的時候,。
就跟著這個,。
每一個樹的上面這些牌,。
就跟著它去走。。
但是走到某個地方,。
我們找不到那個牌,。
其中一個牌不見了。。
於是我們就自己,。
看看這條路,。
猜到是哪條路。。
於是我們就走著走著,。
越來越不對勁。。
因為這條路走上去很陡峭,。
而且很難走,。
而且很滑,。
而走在我們前面的人,。
同樣都有遇到這個困難。。
於是我就和師母,。
和前面的人說,。
似乎我們失去了這條路的方向。。
結果怎樣呢?。
我們說我回到原本,。
我們最後看見那個牌的地方,。
然後就很仔細,。
再四周去探索,。
一看,。
看見原來遠遠在另一個方向,。
有一個牌斜斜甩了出來。。
我們就馬上,。
朝回那個牌裡面去看。。
因為我們相信,。
當我們去到那個牌的時候,。
我們再環顧那個位置,。
應該會看到另一個,。
下一個轉彎位的牌。。
果然,。
不出所料,。
我們去到那個,。
甩了一半的牌裡面,。
就發覺,。
原來遠遠另外一個,。
又是一個牌,。
那我們就朝著那條路,。
就知道這條路是對的。。
我們應該用這個例子,。
和大家說,。
司祖約翰在這裡說,。
我是先來的,。
是不是?。
他說我似乎是先來的,。
但是,。
Kirk是怎樣呢?。
Kirk其實是指向,。
那個目標的人物。。
那個目標的人物是誰呢?。
原來就是耶穌基督。。
所以,。
他也要說,。
我曾經說過,。
在那在我以後來的,。
就是事實上是先來的,。
有一個會後來來的,。
其實約翰的角色是什麼呢?。
其實他指向那個後來的人,。
那個才是目的地。。
好像我們開車一樣,。
我們如果要去一個目的地,。
先前我們在那條路的上面,。
我們所見到的,。
不是那個目的地,。
而是見到那個目的地那個路標,。
那個路標不是那個目的地,。
但是那個路標是準確地告訴你,。
那個方向在哪裡呢?。
我們朝著那個方向去走,。
我們就可以去那個目的地。。
司祖約翰的角色就是這樣,。
雖然耶穌是後來那個,。
但是不代表先來那個就是那個目的地,。
司祖約翰很明白自己的身份,。
他只是一個路標,。
在屬靈的道路上面,。
讓人去找到耶穌基督,。
於是乎怎麼樣呢?。
他就在這個時候,。
清楚陳述到他自己的角色,。
讓所有讀約翰封印的人明白到,。
其實你們來找的不是司祖約翰,。
你們來找的最終是要找那位,。
後來我要指出他後來那位,。
那位是誰?。
他本來就在我以前的,。
那個就是什麼?。
上帝,上帝的兒子,耶穌基督。。
所以約翰在這裡其實是做了一個見證,。
反映著第十四節裡面,。
有因典有真理,。
他準確地將那個找耶穌基督的目的,。
目標,方法,以及方向,。
指示給所有讀約翰封印的人,。
即是你和我。。
所以,弟兄姊妹,。
當我們來到這裡的時候,。
我們看見司祖約翰,。
其實在這個耶穌基督誕生的過程裡面的陳述,。
其實他很清晰地將耶穌基督,。
準確地介紹給我們知道,。
不單止準確地介紹給我們知道,。
他還告訴我們,。
接下來會發生什麼事?。
第十六節,他說,。
從他豐滿的因典裡,。
我們都領受了,。
而且因上加因。。
這裡他所談論到的就是,。
當我們找到耶穌基督之後,。
耶穌基督會將他的因典,。
豐豐富富地給我們去領受到。。
這個就有聖靈的工作在裡面,。
不是人的工作。。
有很多人,。
就算上帝的因典顯明在他面前,。
他可能都視而不見的。。
但是這裡說到,。
我們這一幫,。
即是司祖約翰指導他們這幫,。
認信上帝的人,。
認信耶穌基督的人,。
領受了這些因典之後怎麼樣呢?。
於是乎我們就要因上加因。。
在英文聖經裡面就用了,。
One gracious gift after another。。
這個說法,。
其實就是告訴我們,。
我們找到因典,。
領受了,。
下一步要做什麼呢?。
就是將這個因典,。
繼續延展開去。。
所以就是說,。
一個的因典的禮物,。
要再傳遞給另一個人。。
所以其中有一位聖經的學者,。
我很欣賞他的解釋,。
他叫做Mona Hoskin。。
他曾經解釋過,。
這個所謂因上加因的解釋,。
又用出《埃及記》,。
第33章第13節,。
連接著這個會幕的介紹。。
他說其實是指到,。
當一個人,。
領受了上帝這個因典之後,。
這個人,。
他可以透過,。
他自己已領受了的因典,。
所得到的準確的訊息,。
然後讓在他身邊其他的人,。
可以透過他所了解的這個因典,。
同樣繼續去到,。
傳遞給另一個人知道,。
讓他們也都同樣找到這個因典。。
這個因上加因的中文翻譯,。
其實更準確的說法就是,。
一個因典的接觸,。
另一個因典的開始。。
所以鄧卿姊妹,。
我們作為神的子民,。
其實每一個,。
應該都好像施洗若寒一樣,。
成為一個準確的屬靈上的路標,。
準確地將如何去將耶穌基督,。
介紹給他們的方法,。
以及介紹的詳情,。
介紹給人知道。。
我們應該作為一個這樣的角色,。
以及侍奉,。
指示人能夠怎樣去明白,。
主耶和華是怎樣的一位神,。
又指示人怎樣去正確找到,。
那位耶穌基督所鋪設,。
成就了永生的道路,。
也都讓更多的人,。
透過我們的生命生活,。
以及對上帝說話的認識,。
能夠將賜人永生的上帝主耶穌基督,。
再一次準確地去介紹給人知道,。
讓人可以找到真正的生命,。
以及真光。。
這個在先前第十四節所說到的,。
榮光反照出來,。
其實就是這個意思。。
讓我們找到真正的真光。。
但在這裡,。
我們最重要關心的事情是什麼呢?。
就是我們怎樣成為一個準確的路標,。
也都有準確的資訊,。
在這個路標上面去介紹,。
不會變成好像昔日,。
好像我行山的時候,。
路標歪了一點,。
斷了一點,。
或者正在退色一點,。
我們就失去了方向。。
我們怎樣能夠,。
經常保持準確的尋找真理,。
尋找主耶穌基督的資訊,。
可以在我們生命的上面,。
能夠讓人認識到呢?。
這個是一個很重要,。
而且是每一個我們作為神子們,。
應該有的一個功課。。
問題就是,。
如果我們要將這些準確的,。
尋找真道,。
尋找永生,。
尋找耶穌基督,。
尋找父神的資訊,。
能夠準確去傳遞的,。
最重要的就是,。
立這個路標的人是誰?。
好像我們在路上面,。
在高速公路上面,。
看到的路標,。
如果那個人根本不知道,。
那個路標是什麼東西,。
隨便寫一些東西,。
在那個路標上面的時候,。
我們就找不到,。
或者甚至可能會當失路,。
找錯了,。
所以為什麼這段聖經裡面,。
再次強調一個重點,。
就是我們要在一個真理的上面,。
一開始第十四節,。
要在一個真理的上面,。
而不是隨隨便便的,。
如果隨隨便便的話,。
我們的資訊就會是錯的,。
真理是代表著準確,。
無誤,。
不能夠有一些不良的動機,。
有一些不讓人去明白,。
這個真理的意思的,。
我們都要將這些元素撇除,。
要準確地將對的資訊,。
而沒有私心去將它陳述鋪排,。
這樣才能夠讓人重新找到上帝,。
今天最可惜的一件事,。
就是我們很多所謂,。
已經成為神路標的,。
屬神的指紋,。
卻是很多時候不忠不實地,。
將很多其他人為的因素,。
裝在上帝原本要人認識的資訊上面,。
當這些的加添,。
或者刪除,。
就會成為別人在屬靈道路上面的誤墮,。
而當他誤墮的時候,。
他就會甚至失去永恆生命的機會,。
這一點其實很值得我們在聖誕節的時間,。
重新去思想,。
因為我們的主,。
他自己親身將真理和因點帶來了,。
為什麼我們如果說稱之為神的指紋,。
我們會失去了有類同應有的屬性呢?。
這是值得我們進一步去反思的,。
好了,最後的一部分,。
就是從第十七節至十八節裡面,。
在這裡我給了一個副題,。
它叫做看見耶穌的同時,。
也讓見我們看見父神,。
我們再看看這兩節經文說些什麼,。
十一節,。
律法本是藉著摩西傳的,。
因點和真理都是由耶穌基督來的,。
從來沒有人看見神或者上帝,。
只有在父懷裡的獨生子,。
將祂表明出來。。
承接在第十四節裡面,。
注在我們中間這個舊約的會幕的題目,。
第十七節這裡再次提出來,。
獅子約翰在這裡說,。
律法本是藉著摩西傳的,。
在這裡再次談論到摩西在帳篷裡面求問耶和華神之後,。
最多只能夠做到頒佈律法,頒佈這些條例,。
但是耶穌是怎麼樣呢?。
在這段聖經說,耶穌是怎麼樣,帶來因點和真理,。
所以說,因點和真理都是由耶穌基督來的,。
耶穌基督不是來到只是頒律法,。
叫做守律法這麼簡單,。
耶穌基督其實來到是全面地展現到,。
讓我知道上帝是怎麼樣的一位上帝。。
這一點是更進一步告訴我,。
耶穌比摩西更超越的地方,。
耶穌不是純粹只是把上帝的規矩告訴我,。
祂把上帝的父神簡直顯現給我們看,。
先前我已經說過,。
因點和真理就是上帝的屬性,。
耶穌基督就將這個屬性顯現出來,。
而且毫無保留地顯現給我們看,。
充充滿滿地、豐豐富富地介紹給我們知道。。
而這個介紹更加回到舊約的主題,。
就是在第十八節裡面,。
從來沒有人看見過神,如果大家熟悉這句話,。
這句話是出自於出埃及記第三十三章第二十節,。
出埃及記第三十三章第二十節裡面,。
介紹給我們知道人不能看見上帝。。
這個情況也給我們看見,。
在昔日舊約時代,。
其實神和人之間的關係還有一種的距離感,。
但是來到我們新約時代的耶穌基督,。
祂怎樣呢?祂說:。
只有在父懷裡的獨生子將他表明出來,。
這個「他」是講到父神,。
耶穌在這裡確實將父神顯現出來,。
昔日人要靠看,。
看見還是看不到?看不到啦!。
因為先前我已經講過,。
神如果讓人直接跟祂見面的時候,。
人有罪,上帝會擊殺人,。
因為神能夠容許罪在祂的面前。。
但是在這段聖經更進一步提出一點,。
就是不是再靠看見還是看不到,。
而是進一步進入一個關係的裡面。。
所以怎樣呢?。
只有在父懷裡的獨生子將他表明出來。。
能夠在懷裡這個陳述,。
其實在聖經裡面是指到一個關係。。
這些例子其實甚至在其他的福音書裡面都有用到的,。
譬如在《路加福音》裡面,。
談論到拉撒路和財主這個故事,。
這件事件,。
耶穌講到當拉撒路死了的時候,。
