
[00:00:00.000 --> 00:00:05.040]  在小亞瑟亞爾弗所東邊的一個小鎮
[00:02:13.360 --> 00:02:16.360]  這個更厲害
[00:02:16.360 --> 00:02:22.160]  說的是用他的自學和虛空的廢話
[00:02:22.160 --> 00:02:25.520]  以前的翻譯是理學和虛空的妄言
[00:02:25.520 --> 00:02:26.880]  直接來說
[00:02:26.880 --> 00:02:28.280]  這些是虛空的
[00:02:28.280 --> 00:02:30.080]  和一些欺騙人的自學
[00:02:30.080 --> 00:02:34.560]  所以保羅叫他們要小心
[00:02:34.560 --> 00:02:35.560]  要謹慎
[00:02:35.560 --> 00:02:37.920]  世上的小學生說
[00:02:37.920 --> 00:02:41.040]  其實他們這些學說都是很膚淺的
[00:02:41.040 --> 00:02:42.360]  要小心
[00:02:42.360 --> 00:02:44.480]  否則就會被他們俘虜了
[00:02:44.480 --> 00:02:46.960]  離棄了真道
[00:02:46.960 --> 00:02:54.880]  同樣在第十六節裏提到
[00:02:54.880 --> 00:02:57.760]  在飲食上
[00:02:57.760 --> 00:03:02.600]  猶太人很注重節期
[00:03:02.600 --> 00:03:05.160]  在當中教導他們
[00:03:05.160 --> 00:03:06.760]  原來你們這些人
[00:03:06.760 --> 00:03:10.560]  已經得到耶穌基督的豐盛
[00:03:10.560 --> 00:03:14.360]  為什麼還要跟從他們的教訓
[00:03:14.960 --> 00:03:17.600]  去學習他們的學說
[00:03:17.600 --> 00:03:21.600]  或者是要守他們的節日
[00:03:21.600 --> 00:03:24.560]  千萬不要因為自己沒有守節日
[00:03:24.560 --> 00:03:26.960]  而覺得自己是低人一等
[00:03:26.960 --> 00:03:30.400]  而被人去論斷你
[00:03:30.400 --> 00:03:31.720]  或者審判你
[00:03:31.720 --> 00:03:33.240]  千萬不要小看自己
[00:03:33.240 --> 00:03:35.320]  在當時
[00:03:35.320 --> 00:03:37.840]  這個諾斯底主義
[00:03:37.840 --> 00:03:40.520]  在二、三世紀的時候很盛行
[00:03:40.520 --> 00:03:43.880]  所以當時也影響了哥羅西教會
[00:03:44.880 --> 00:03:48.200]  他們很注重強調知識
[00:03:48.200 --> 00:03:50.360]  所以他們認為
[00:03:50.360 --> 00:03:53.160]  神傳遞的豐盛
[00:03:53.160 --> 00:03:55.960]  是貫通在天地之間的
[00:03:55.960 --> 00:03:59.520]  但是要藉助天使
[00:03:59.520 --> 00:04:01.240]  或者一些諸靈
[00:04:01.240 --> 00:04:04.000]  即是星獸裏的靈
[00:04:04.000 --> 00:04:06.480]  去左右人的命運
[00:04:06.480 --> 00:04:11.720]  所以神並不是唯一對人命運的掌控者
[00:04:11.720 --> 00:04:12.960]  他們認為
[00:04:13.960 --> 00:04:18.440]  基督只是一個高級的受造者
[00:04:18.440 --> 00:04:19.960]  他們這樣看的
[00:04:19.960 --> 00:04:24.720]  所以人就要去敬奉一些星獸裏的諸神
[00:04:24.720 --> 00:04:26.320]  這些就是
[00:04:26.320 --> 00:04:28.040]  保羅所謂的
[00:04:28.040 --> 00:04:32.640]  這些是世上一些很膚淺的學說
[00:04:32.640 --> 00:04:35.720]  所以千萬不要上當
[00:04:35.720 --> 00:04:37.880]  人的傳統
[00:04:37.880 --> 00:04:40.200]  二端他們很喜歡加人的傳統
[00:04:40.200 --> 00:04:41.640]  但是人的傳統
[00:04:41.640 --> 00:04:43.040]  如果沒有真理
[00:04:43.040 --> 00:04:45.560]  沒有根基
[00:04:45.560 --> 00:04:46.760]  是不可靠的
[00:04:46.760 --> 00:04:50.040]  主耶穌曾經教訓這些法尼塞人
[00:04:50.040 --> 00:04:52.200]  說他們死守一些傳統
[00:04:52.200 --> 00:04:56.160]  但是他們卻放棄了神的誡命
[00:04:56.160 --> 00:04:58.160]  還有呢
[00:04:58.160 --> 00:05:03.880]  這個還要拿什麼?
[00:05:03.880 --> 00:05:06.400]  叫你假裝謙虛
[00:05:06.400 --> 00:05:09.160]  其實謙虛本來是美德
[00:05:09.320 --> 00:05:15.240]  但反而是叫你假裝謙虛
[00:05:15.240 --> 00:05:17.040]  這些很糟糕
[00:05:17.040 --> 00:05:19.080]  還要叫你去敬拜天使
[00:05:19.080 --> 00:05:22.200]  我們只有這位真神可以敬拜的
[00:05:22.200 --> 00:05:24.560]  如果叫你敬拜天使
[00:05:24.560 --> 00:05:27.520]  真是違背神的旨意
[00:05:27.520 --> 00:05:29.880]  叫你假裝謙虛
[00:05:29.880 --> 00:05:31.560]  更加是不對的
[00:05:31.560 --> 00:05:34.280]  這些道理我們為什麼可以接受呢?
[00:05:34.280 --> 00:05:35.440]  他說
[00:05:35.440 --> 00:05:38.720]  免得奪去你的掌上
[00:05:39.000 --> 00:05:41.400]  神要給你一個生命的冠冕
[00:05:41.400 --> 00:05:43.400]  但是如果你因為這些學說
[00:05:43.400 --> 00:05:44.880]  離開了真神
[00:05:44.880 --> 00:05:46.880]  離開了耶穌基督的道理
[00:05:46.880 --> 00:05:50.520]  你就像他們一樣
[00:05:50.520 --> 00:05:53.360]  走向滅亡的道路
[00:05:53.360 --> 00:05:57.320]  所以20到21節還說
[00:05:57.320 --> 00:06:02.680]  還有一些不可拿、不可嘗、不可摸的規條
[00:06:02.680 --> 00:06:04.240]  他說
[00:06:04.240 --> 00:06:06.280]  有些人覺得
[00:06:08.360 --> 00:06:11.920]  我怎樣才可以完全呢?
[00:06:11.920 --> 00:06:14.520]  我怎樣去克制我的肉體呢?
[00:06:14.520 --> 00:06:16.560]  其實大家都很明白
[00:06:16.560 --> 00:06:20.200]  我們現在在地上還未得熟
[00:06:20.200 --> 00:06:21.800]  還未完全的
[00:06:21.800 --> 00:06:26.240]  所以我們會經歷很多試探
[00:06:26.240 --> 00:06:27.520]  來的時候
[00:06:27.520 --> 00:06:29.560]  如果不是靠著耶穌基督
[00:06:29.560 --> 00:06:31.880]  你就會跌倒
[00:06:31.880 --> 00:06:35.480]  但是如果你鞭策自己
[00:06:35.480 --> 00:06:37.440]  折磨自己、苦待自己
[00:06:37.680 --> 00:06:40.280]  難道你這樣就可以
[00:06:40.280 --> 00:06:43.560]  讓你不犯罪嗎?
[00:06:43.560 --> 00:06:47.040]  你很明白的
[00:06:47.040 --> 00:06:49.040]  我們怎樣去克制
[00:06:49.040 --> 00:06:51.040]  我們的肉體不犯罪
[00:06:51.040 --> 00:06:53.240]  我們要貪心、貪念
[00:06:53.240 --> 00:06:55.240]  我們有很多慾望無窮的
[00:06:55.240 --> 00:06:57.440]  我們要靠著耶穌基督
[00:06:57.440 --> 00:07:01.520]  我們才可以知道哪條路是對的
[00:07:01.520 --> 00:07:02.760]  哪條路是不對的
[00:07:02.760 --> 00:07:06.040]  但是我們靠著一些修行
[00:07:06.040 --> 00:07:07.640]  靠著一些苦待自己
[00:07:07.640 --> 00:07:09.640]  這些完全是不行的
[00:07:09.640 --> 00:07:12.200]  你仍然是我行我素
[00:07:12.200 --> 00:07:13.680]  仍然會貪心
[00:07:13.680 --> 00:07:17.240]  仍然會想到很多思念是為自己的
[00:07:17.240 --> 00:07:18.360]  不是為人的
[00:07:18.360 --> 00:07:21.160]  你還是得了一筋
[00:07:21.160 --> 00:07:27.480]  除了我們懂得分辨以外
[00:07:27.480 --> 00:07:28.920]  我們還要打好筋肌
[00:07:28.920 --> 00:07:30.600]  就是要生根建造
[00:07:30.600 --> 00:07:31.880]  大家都明白
[00:07:31.880 --> 00:07:33.880]  植物要向上發展
[00:07:35.040 --> 00:07:36.760]  種花也知道
[00:07:36.760 --> 00:07:38.240]  我不是很懂得種花
[00:07:38.240 --> 00:07:40.240]  種的東西都死了
[00:07:40.240 --> 00:07:42.480]  要除蟲
[00:07:42.480 --> 00:07:43.760]  要施肥
[00:07:43.760 --> 00:07:44.760]  有很多事情要做
[00:07:44.760 --> 00:07:45.760]  要囂觀
[00:07:45.760 --> 00:07:48.280]  要花很多心思
[00:07:48.280 --> 00:07:49.800]  生根建造
[00:07:49.800 --> 00:07:52.240]  我們在教會裡
[00:07:52.240 --> 00:07:54.920]  我們怎樣去建立信徒呢?
[00:07:54.920 --> 00:07:58.960]  首先我們要去教導真理
[00:07:58.960 --> 00:08:01.240]  就好像我們很慣常的
[00:08:01.240 --> 00:08:02.680]  有福音聚會
[00:08:02.680 --> 00:08:03.920]  有報道會
[00:08:03.920 --> 00:08:05.480]  或者做個人報道
[00:08:05.480 --> 00:08:07.160]  這些人想主
[00:08:07.160 --> 00:08:08.920]  如以訣之想主
[00:08:08.920 --> 00:08:13.120]  但下一步我們要跟進他
[00:08:13.120 --> 00:08:14.320]  要去教他
[00:08:14.320 --> 00:08:16.720]  令他明白真理
[00:08:16.720 --> 00:08:20.040]  令他明白為何我們要回來教會
[00:08:20.040 --> 00:08:22.400]  我在家裡不行嗎?
[00:08:22.400 --> 00:08:24.200]  我在家裡也可以祈禱
[00:08:24.200 --> 00:08:25.920]  我們要教他明白
[00:08:25.920 --> 00:08:28.920]  我們要敬拜我們的天父
[00:08:28.920 --> 00:08:31.080]  我們要以他為一
[00:08:31.720 --> 00:08:33.520]  我們這麼空閒
[00:08:33.520 --> 00:08:38.280]  為何不抽時間去敬拜神呢?
[00:08:38.280 --> 00:08:39.800]  真的要教導他
[00:08:39.800 --> 00:08:41.960]  當我們去教導他的時候
[00:08:41.960 --> 00:08:45.080]  他就明白了我們基督徒的責任
[00:08:45.080 --> 00:08:48.560]  所以保羅去教提摩太
[00:08:48.560 --> 00:08:49.920]  栽培他
[00:08:49.920 --> 00:08:52.000]  成為教會的領袖
[00:08:52.000 --> 00:08:54.720]  然後他說要他去教導其他人
[00:08:54.720 --> 00:08:56.320]  所以在提摩太後書
[00:08:56.320 --> 00:08:57.640]  二章十五節說
[00:08:57.640 --> 00:09:00.160]  你要竭力在神面前做一個
[00:09:00.160 --> 00:09:02.360]  經得起考驗無愧的工人
[00:09:02.360 --> 00:09:04.600]  按照正義講解真理的話
[00:09:04.600 --> 00:09:06.840]  原來我們去教導人的時候
[00:09:06.840 --> 00:09:08.960]  自己也要花功夫
[00:09:08.960 --> 00:09:12.320]  我們不可以抽一些東西
[00:09:12.320 --> 00:09:13.320]  照讀就行了
[00:09:13.320 --> 00:09:13.920]  不行的
[00:09:13.920 --> 00:09:16.120]  每個人都是一個活生生的人
[00:09:16.120 --> 00:09:18.040]  不可以照玩煮碗的
[00:09:18.040 --> 00:09:20.360]  他有他不同的個性
[00:09:20.360 --> 00:09:22.200]  他可能領悟快一點
[00:09:22.200 --> 00:09:24.120]  有些人領悟慢一點
[00:09:24.120 --> 00:09:25.320]  你要忍耐的
[00:09:25.320 --> 00:09:27.200]  但你自己要做些功夫的
[00:09:28.720 --> 00:09:31.640]  大家很明白大使命經文裡面
[00:09:31.640 --> 00:09:33.040]  也是講到教導
[00:09:33.040 --> 00:09:35.360]  所以教導是很重要的
[00:09:35.360 --> 00:09:36.720]  這裡說到
[00:09:36.720 --> 00:09:38.680]  「都教導他們遵守」
[00:09:38.680 --> 00:09:40.440]  即是你教導他們之後
[00:09:40.440 --> 00:09:43.800]  他們要懂得聽神的話
[00:09:43.800 --> 00:09:46.320]  懂得做出來
[00:09:46.320 --> 00:09:47.680]  直到什麼時候?
[00:09:47.680 --> 00:09:50.040]  直到世代的終結
[00:09:50.040 --> 00:09:52.600]  很長時間的
[00:09:52.600 --> 00:09:55.280]  不是說你現在教完他們就算了
[00:09:55.280 --> 00:09:57.040]  所以我們帶人來信主
[00:09:57.040 --> 00:10:00.680]  雖然你可能不是那個導師
[00:10:00.680 --> 00:10:03.040]  但你不能把責任全給導師
[00:10:03.040 --> 00:10:04.280]  你也要關心他
[00:10:04.280 --> 00:10:06.080]  你打電話問他
[00:10:06.080 --> 00:10:07.160]  你學成怎樣
[00:10:07.160 --> 00:10:08.760]  我們要關心他
[00:10:08.760 --> 00:10:10.600]  關心到他有一天
[00:10:10.600 --> 00:10:12.840]  他也可以成長到去教人
[00:10:12.840 --> 00:10:15.560]  那你就可以放心
[00:10:15.560 --> 00:10:19.400]  如果他還不懂得賺錢
[00:10:19.400 --> 00:10:20.680]  不懂得教人
[00:10:20.680 --> 00:10:22.840]  可能他還有很多東西
[00:10:22.840 --> 00:10:23.600]  還沒成長
[00:10:23.600 --> 00:10:24.400]  還是嬰兒
[00:10:24.560 --> 00:10:26.480]  那你還要跟著我講
[00:10:26.480 --> 00:10:27.920]  直到世代的終結
[00:10:27.920 --> 00:10:30.800]  所以我們的工作是要繼續的
[00:10:30.800 --> 00:10:35.000]  我們除了教導之外
[00:10:35.000 --> 00:10:38.000]  我們看到的是合而為一
[00:10:38.000 --> 00:10:39.440]  在教會裡
[00:10:39.440 --> 00:10:41.040]  怎樣合而為一呢?
[00:10:41.040 --> 00:10:43.840]  原來比特田書二章五節裡告訴我們
[00:10:43.840 --> 00:10:46.880]  原來你們都是活石
[00:10:46.880 --> 00:10:48.080]  原來我們每一個
[00:10:48.080 --> 00:10:50.600]  在靈宮裡
[00:10:50.600 --> 00:10:52.120]  都是一個活石
[00:10:52.120 --> 00:10:55.080]  那你要發揮到活石的功能
[00:10:55.080 --> 00:10:58.560]  要被建造成為聖年的殿
[00:10:58.560 --> 00:11:02.640]  成為聖傑的祭司
[00:11:02.640 --> 00:11:05.120]  祭司是侍奉神的
[00:11:05.120 --> 00:11:07.160]  然後藉著耶穌基督獻上
[00:11:07.160 --> 00:11:09.720]  蒙神月立的屬靈的祭物
[00:11:09.720 --> 00:11:12.520]  所以原來我們要合而為一
[00:11:12.520 --> 00:11:16.120]  我們不可以各自走各自的
[00:11:16.120 --> 00:11:19.000]  好像你在房子裡
[00:11:20.240 --> 00:11:21.520]  耶穌基督
[00:11:21.520 --> 00:11:25.520]  我們就是耶穌基督耕種的田地
[00:11:25.520 --> 00:11:28.960]  我們就是祂建造的房屋
[00:11:28.960 --> 00:11:30.880]  所以你不可以藉口說
[00:11:30.880 --> 00:11:34.000]  教會裡少一個不少
[00:11:34.000 --> 00:11:35.320]  多一個不多
[00:11:35.320 --> 00:11:37.120]  多一個有什麼用呢?
[00:11:37.120 --> 00:11:39.160]  我又沒有用的
[00:11:39.160 --> 00:11:42.960]  但如果我們看你是活石的時候
[00:11:42.960 --> 00:11:45.000]  就好像這個建築物
[00:11:45.000 --> 00:11:46.880]  建築物裡面
[00:11:46.880 --> 00:11:48.080]  磚都要泥
[00:11:48.080 --> 00:11:49.640]  要黏在一起
[00:11:49.800 --> 00:11:50.560]  沒有泥的話
[00:11:50.560 --> 00:11:51.800]  它會掉下去
[00:11:51.800 --> 00:11:53.720]  大家都有功用的
[00:11:53.720 --> 00:11:54.760]  就像你建造的房子
[00:11:54.760 --> 00:11:56.360]  大家坐在一起
[00:11:56.360 --> 00:11:58.400]  你不要說少了一個不要緊
[00:11:58.400 --> 00:12:00.400]  少了一個就少了一塊東西
[00:12:00.400 --> 00:12:03.280]  那些人就凹下去就會掉下來
[00:12:03.280 --> 00:12:05.040]  所以原來神造的東西很有趣
[00:12:05.040 --> 00:12:07.720]  剛剛好
[00:12:07.720 --> 00:12:09.240]  就像你那塊磚
[00:12:09.240 --> 00:12:10.760]  去到祥國的時候
[00:12:10.760 --> 00:12:12.600]  它要批一批
[00:12:12.600 --> 00:12:14.080]  磨一磨它
[00:12:14.080 --> 00:12:15.640]  剛好那個位置就放進去
[00:12:15.640 --> 00:12:17.600]  其實我們每個人
[00:12:17.600 --> 00:12:20.080]  我們都有一些不多不少的
[00:12:20.080 --> 00:12:22.800]  神形我們叫過
[00:12:22.800 --> 00:12:23.840]  它要磨掉你的
[00:12:23.840 --> 00:12:25.280]  要剁掉它
[00:12:25.280 --> 00:12:27.200]  不合時的氣要剁掉它
[00:12:27.200 --> 00:12:29.200]  然後剛好凹下去
[00:12:29.200 --> 00:12:31.000]  就可以成為一個靈功
[00:12:31.000 --> 00:12:32.600]  給神使用的
[00:12:32.600 --> 00:12:33.880]  所以你會看到
[00:12:33.880 --> 00:12:37.040]  原來有破口怎麼辦?
[00:12:37.040 --> 00:12:38.000]  有破口
[00:12:38.000 --> 00:12:40.480]  那些異端就乘虛而入
[00:12:40.480 --> 00:12:41.080]  是不是?
[00:12:41.080 --> 00:12:43.440]  異端就好像
[00:12:43.440 --> 00:12:46.080]  剛才我們所說的經文
[00:12:46.080 --> 00:12:46.720]  是不是?
[00:12:46.720 --> 00:12:49.720]  異端不照耶穌基督
[00:12:49.720 --> 00:12:52.120]  所以你就會被它俘虜了
[00:12:52.120 --> 00:12:55.040]  如果你不按著神的話語去做
[00:12:55.040 --> 00:12:56.720]  你就跟了它
[00:12:56.720 --> 00:12:57.720]  因為它乘虛而入
[00:12:57.720 --> 00:13:00.000]  就進來教你一些不對的東西
[00:13:00.000 --> 00:13:02.400]  他們說
[00:13:02.400 --> 00:13:04.000]  這些敵對我們的
[00:13:04.000 --> 00:13:05.720]  律例上所寫的
[00:13:05.720 --> 00:13:08.240]  原來這些束縛我們的字句
[00:13:08.240 --> 00:13:09.880]  我們不要死守的
[00:13:09.880 --> 00:13:12.200]  我們要切走它
[00:13:12.200 --> 00:13:13.840]  釘在神事架上
[00:13:13.840 --> 00:13:15.760]  淘去它
[00:13:15.760 --> 00:13:17.440]  你不可以
[00:13:17.440 --> 00:13:18.960]  每個人這樣做
[00:13:18.960 --> 00:13:20.040]  我們就跟著做
[00:13:20.040 --> 00:13:22.760]  還有就是
[00:13:22.760 --> 00:13:23.920]  不要被人
[00:13:23.920 --> 00:13:25.760]  因為你沒有去守節旗
[00:13:25.760 --> 00:13:27.120]  就去評斷你
[00:13:27.120 --> 00:13:28.520]  你不要小看自己
[00:13:28.520 --> 00:13:31.320]  你要遵守真理所做的
[00:13:31.320 --> 00:13:33.560]  還有就是
[00:13:33.560 --> 00:13:34.760]  你要記得
[00:13:34.760 --> 00:13:37.040]  你不要跟著他們去敬拜天使
[00:13:37.040 --> 00:13:38.520]  假裝謙虛
[00:13:38.520 --> 00:13:42.760]  不然你就得不到神給你的掌賞
[00:13:42.760 --> 00:13:45.640]  第三方面
[00:13:45.840 --> 00:13:48.240]  就是講到我們的言行一致
[00:13:48.240 --> 00:13:51.440]  言行一致最重要是什麼呢?
[00:13:51.440 --> 00:13:53.640]  就是講到
[00:13:53.640 --> 00:13:56.640]  我們要去蒙照去侍奉
[00:13:56.640 --> 00:13:58.440]  各位弟子們
[00:13:58.440 --> 00:14:00.960]  你想到一個
[00:14:00.960 --> 00:14:04.040]  言行一致的人
[00:14:04.040 --> 00:14:05.560]  有沒有想到你今天
[00:14:05.560 --> 00:14:08.080]  在座每一個都是一個屬靈人
[00:14:08.080 --> 00:14:11.800]  有沒有想到你是一個屬靈人
[00:14:11.800 --> 00:14:14.640]  講起字句好像很嚴肅
[00:14:14.920 --> 00:14:16.920]  但你的確是一個屬靈人
[00:14:16.920 --> 00:14:19.440]  那你有沒有發揮到
[00:14:19.440 --> 00:14:21.920]  神給你的生命
[00:14:21.920 --> 00:14:25.440]  怎樣去發揮成為一個屬靈人呢?
[00:14:25.440 --> 00:14:27.640]  你在世上
[00:14:27.640 --> 00:14:34.640]  有沒有發揮到這個屬靈人的功效呢?
[00:14:34.640 --> 00:14:38.920]  聖經教我們
[00:14:38.920 --> 00:14:40.920]  不可效法這個世界
[00:14:40.920 --> 00:14:44.320]  就好像一艘船
[00:14:44.720 --> 00:14:45.720]  在海裏
[00:14:45.720 --> 00:14:49.440]  你可以自由地駕馭這艘船
[00:14:49.440 --> 00:14:50.720]  很自由的
[00:14:50.720 --> 00:14:54.920]  但你會不會有時
[00:14:54.920 --> 00:14:58.720]  我要怎樣呢?
[00:14:58.720 --> 00:15:00.720]  不聽話
[00:15:00.720 --> 00:15:02.720]  我甘願墮落
[00:15:02.720 --> 00:15:04.920]  隨波逐流
[00:15:04.920 --> 00:15:06.320]  最後怎樣呢?
[00:15:06.320 --> 00:15:09.720]  就被海水淹死了
[00:15:09.720 --> 00:15:10.320]  是吧?
[00:15:10.320 --> 00:15:12.320]  你不去駕馭它
[00:15:12.320 --> 00:15:13.520]  你隨它怎樣走
[00:15:13.520 --> 00:15:16.320]  那你自己自甘墮落
[00:15:16.320 --> 00:15:16.920]  是吧?
[00:15:16.920 --> 00:15:17.920]  所以原來
[00:15:17.920 --> 00:15:20.520]  我們怎樣去發揮到
[00:15:20.520 --> 00:15:22.920]  言行一致呢?
[00:15:22.920 --> 00:15:26.720]  我們怎樣去站好我們的崗位呢?
[00:15:26.720 --> 00:15:28.720]  盡上我們自己的本份呢?
[00:15:28.720 --> 00:15:29.720]  就好像
[00:15:29.720 --> 00:15:34.120]  你在公司工作
[00:15:34.120 --> 00:15:37.920]  你可以盡責地為公司工作
[00:15:37.920 --> 00:15:41.120]  老闆不會看著你的
[00:15:41.120 --> 00:15:43.320]  不過你覺得你有一個責任
[00:15:44.320 --> 00:15:45.320]  因為你是一個基督徒
[00:15:45.320 --> 00:15:46.720]  你有一個責任
[00:15:46.720 --> 00:15:49.320]  不單是做好這份工作
[00:15:49.320 --> 00:15:52.720]  你也要盡責地交足一些東西
[00:15:52.720 --> 00:15:55.120]  但在小節上
[00:15:55.120 --> 00:15:59.120]  你也可以發揮到榮耀神的功用
[00:15:59.120 --> 00:16:00.520]  例如接電話
[00:16:00.520 --> 00:16:03.320]  接電話的態度可以很友善
[00:16:03.320 --> 00:16:06.520]  又可以在你心情不好時罵人
[00:16:06.520 --> 00:16:08.120]  但你想想
[00:16:08.120 --> 00:16:09.920]  你罵人的時候
[00:16:12.320 --> 00:16:13.520]  是會得罪別人的
[00:16:13.520 --> 00:16:15.920]  你自己的電話也不要緊
[00:16:15.920 --> 00:16:17.720]  但你代表公司的時候
[00:16:17.720 --> 00:16:18.920]  那就慘了
[00:16:18.920 --> 00:16:19.520]  是吧?
[00:16:19.520 --> 00:16:22.920]  那就不可以得罪別人
[00:16:22.920 --> 00:16:24.920]  說別人對公司的印象不好
[00:16:24.920 --> 00:16:28.920]  你聘請的接電話人員那麼差
[00:16:28.920 --> 00:16:30.720]  影響形象
[00:16:30.720 --> 00:16:33.520]  其實在小節上
[00:16:33.520 --> 00:16:37.320]  你也可以榮耀神的
[00:16:37.320 --> 00:16:38.320]  在基督徒
[00:16:38.320 --> 00:16:39.320]  如果你是基督徒
[00:16:39.320 --> 00:16:40.520]  在做好這份工作時
[00:16:40.520 --> 00:16:41.720]  罵人的時候
[00:16:41.720 --> 00:16:42.520]  你想想
[00:16:42.520 --> 00:16:44.120]  你怎樣去榮耀天父呢?
[00:16:44.120 --> 00:16:45.520]  所以我們想想
[00:16:45.520 --> 00:16:48.120]  我們蒙召去侍奉的時候
[00:16:48.120 --> 00:16:51.120]  今天我們經常看聖經
[00:16:51.120 --> 00:16:52.320]  莊稼已熟
[00:16:52.320 --> 00:16:54.520]  但沒有人去收
[00:16:54.520 --> 00:16:57.520]  今天神真的呼召你
[00:16:57.520 --> 00:16:58.920]  你聽到嗎?
[00:16:58.920 --> 00:17:01.520]  神叫你去做
[00:17:01.520 --> 00:17:03.320]  在寒恩堂裡面
[00:17:03.320 --> 00:17:06.920]  有很多的崗位可以侍奉
[00:17:06.920 --> 00:17:08.720]  你有沒有去參與呢?
[00:17:08.720 --> 00:17:10.320]  你有沒有留心呢?
[00:17:10.520 --> 00:17:11.720]  有沒有留心到
[00:17:11.720 --> 00:17:13.520]  在寒恩堂裡面的需要呢?
[00:17:13.520 --> 00:17:14.520]  你關不關心呢?
[00:17:14.520 --> 00:17:16.920]  你有沒有去祈禱會呢?
[00:17:16.920 --> 00:17:21.920]  你關不關心裡面的
[00:17:21.920 --> 00:17:25.120]  所發生的大小事情呢?
[00:17:25.120 --> 00:17:27.520]  今天老牧師在這裡
[00:17:27.520 --> 00:17:28.720]  我們很開心見到他
[00:17:28.720 --> 00:17:29.920]  你有沒有為他祈禱
[00:17:29.920 --> 00:17:30.920]  為他守望
[00:17:30.920 --> 00:17:32.720]  有沒有為曾姑娘
[00:17:32.720 --> 00:17:35.120]  還有為一群堂位
[00:17:35.120 --> 00:17:36.120]  在侍奉
[00:17:36.120 --> 00:17:37.720]  沒有突然之間為他們禱告
[00:17:37.720 --> 00:17:38.920]  很重要的
[00:17:39.920 --> 00:17:40.720]  原來
[00:17:40.720 --> 00:17:41.720]  真是
[00:17:41.720 --> 00:17:44.120]  你過往可能沒有想過
[00:17:44.120 --> 00:17:45.120]  你有沒有想過
[00:17:45.120 --> 00:17:47.520]  要按神的旨意去服侍人
[00:17:47.520 --> 00:17:49.320]  服侍這個世代
[00:17:49.320 --> 00:17:50.720]  你有沒有想過呢?
[00:17:50.720 --> 00:17:54.120]  耶穌說我的食物就是
[00:17:54.120 --> 00:17:56.120]  遵行差外來者的旨意
[00:17:56.120 --> 00:17:57.320]  作成他的功
[00:17:57.320 --> 00:18:00.320]  如果你從來都
[00:18:00.320 --> 00:18:02.920]  沒有想過要服侍的話
[00:18:02.920 --> 00:18:03.920]  現在開始想吧
[00:18:03.920 --> 00:18:05.120]  有心不怕遲
[00:18:05.120 --> 00:18:06.720]  現在開始想吧
[00:18:06.720 --> 00:18:08.920]  不要想了就算了
