
[00:00:00.000 --> 00:00:04.800]  很高興能夠再次在港台
[00:05:02.200 --> 00:05:05.200]  《小鵬》
[00:05:05.200 --> 00:05:14.200]  大家喜歡哪一個琴鍵的音調呢?
[00:05:14.200 --> 00:05:17.200]  我相信是第一個吧
[00:05:17.200 --> 00:05:19.200]  不可能喜歡一個
[00:05:19.200 --> 00:05:23.200]  「嘟嘟嘟嘟嘟嘟嘟嘟嘟嘟」的音調的琴
[00:05:23.200 --> 00:05:26.200]  第一個琴鍵就是剛才所說的
[00:05:26.200 --> 00:05:30.200]  每一個鍵都有不同的音階
[00:05:30.200 --> 00:05:34.200]  第二個琴鍵就是調校到相同的音階
[00:05:34.200 --> 00:05:36.200]  所以出來的效果
[00:05:36.200 --> 00:05:39.200]  沒有第一個琴鍵那麼理想
[00:05:39.200 --> 00:05:44.200]  這個短片是Android公司的宣傳片
[00:05:44.200 --> 00:05:49.200]  我留意到最後有一個口號
[00:05:49.200 --> 00:05:51.200]  口號是
[00:05:51.200 --> 00:05:55.200]  「Be together, not the same」
[00:05:55.200 --> 00:05:59.200]  這個口號我覺得很有意思
[00:05:59.200 --> 00:06:04.200]  正正是回應今天我想和大家分享的經文
[00:06:04.200 --> 00:06:07.200]  就是哥倫多前書第十二章的訊息
[00:06:07.200 --> 00:06:09.200]  在過去三堂的訊息
[00:06:09.200 --> 00:06:13.200]  我和大家分享了聖經裏面關於教會的真理
[00:06:13.200 --> 00:06:15.200]  在七月份的時候
[00:06:15.200 --> 00:06:17.200]  我和大家分享過教會的根基
[00:06:17.200 --> 00:06:20.200]  我們說彼得和耶穌說
[00:06:20.200 --> 00:06:23.200]  你是基督你是永生神的兒子
[00:06:23.200 --> 00:06:29.200]  教會的根基就是建立在彼得的認信之上
[00:06:29.200 --> 00:06:31.200]  然後在八月份
[00:06:31.200 --> 00:06:34.200]  我和大家分享到教會的使命
[00:06:34.200 --> 00:06:37.200]  我們用彼得前書的二章九節
[00:06:37.200 --> 00:06:39.200]  去講教會的使命
[00:06:39.200 --> 00:06:40.200]  教會的使命是什麼呢?
[00:06:40.200 --> 00:06:43.200]  教會的使命就是在黑暗的世代當中
[00:06:43.200 --> 00:06:45.200]  作明亮的燈台
[00:06:45.200 --> 00:06:47.200]  在上一個月
[00:06:47.200 --> 00:06:50.200]  我和大家講教會發展的策略
[00:06:50.200 --> 00:06:55.200]  我就用馬太福音的第28章第16至20節和大家分享
[00:06:55.200 --> 00:06:58.200]  我們說教會發展的策略
[00:06:58.200 --> 00:07:00.200]  又或者這樣說
[00:07:00.200 --> 00:07:03.200]  教會發展的基礎策略
[00:07:03.200 --> 00:07:06.200]  就是在門徒訓練當中
[00:07:06.200 --> 00:07:09.200]  教會的發展有很多策略
[00:07:09.200 --> 00:07:12.200]  但基礎就在門徒訓練當中
[00:07:12.200 --> 00:07:17.200]  今天我想和大家分享教會另一個真理
[00:07:17.200 --> 00:07:20.200]  這個真理就是有關教會的成長
[00:07:20.200 --> 00:07:25.200]  我會選用哥倫多前書第12章經文和大家分享
[00:07:25.200 --> 00:07:31.200]  哥倫多前書是保羅寫給哥倫多教會的一封書信
[00:07:31.200 --> 00:07:38.200]  哥倫多教會是保羅在第二次宣教旅程親自建立的一間教會
[00:07:38.200 --> 00:07:43.200]  當時大概是主後的50年至52年之間
[00:07:43.200 --> 00:07:50.200]  保羅寫信給哥倫多教會是在他第三次宣教旅程當中
[00:07:50.200 --> 00:07:54.200]  當時是主後的53至56年
[00:07:54.200 --> 00:07:57.200]  保羅寫哥倫多前書的時候
[00:07:57.200 --> 00:08:01.200]  他身處的地方就是在爾忽所這個地方
[00:08:01.200 --> 00:08:05.200]  保羅為什麼要寫哥倫多前書呢?
[00:08:05.200 --> 00:08:14.200]  有多個因素促使保羅寫了一本長達16章的聖經給哥倫多教會
[00:08:14.200 --> 00:08:20.200]  剛剛提到保羅在第三次宣教旅程中停留在爾忽所
[00:08:20.200 --> 00:08:28.200]  當時在爾忽所保羅做宣教工作的一位人士來探望他
[00:08:28.200 --> 00:08:30.200]  這個人叫做格羅氏
[00:08:30.200 --> 00:08:36.200]  格羅氏的家人到爾忽所探望保羅的時候
[00:08:36.200 --> 00:08:42.200]  把哥倫多教會裡面的一些實況告訴保羅
[00:08:42.200 --> 00:08:49.200]  他告訴保羅在哥倫多教會裡面有分黨、結黨、有紛爭
[00:08:49.200 --> 00:08:55.200]  於是保羅就馬上寫了哥倫多前書的第一章到第四章
[00:08:55.200 --> 00:08:59.200]  保羅準備找人將這封信帶到哥倫多
[00:08:59.200 --> 00:09:04.200]  但在帶之前又有一個人來探望保羅
[00:09:04.200 --> 00:09:05.200]  這個人是誰呢?
[00:09:05.200 --> 00:09:08.200]  這個是哥倫多教會所猜出來的一個使者
[00:09:08.200 --> 00:09:13.200]  原來哥倫多教會的人有些問題想問保羅
[00:09:13.200 --> 00:09:16.200]  於是他就寫了一封信給保羅
[00:09:16.200 --> 00:09:18.200]  叫一個人帶去給保羅
[00:09:18.200 --> 00:09:21.200]  這個人帶了一封信給保羅之後
[00:09:21.200 --> 00:09:25.200]  也跟保羅說了哥倫多教會裡面的一些問題
[00:09:25.200 --> 00:09:29.200]  於是保羅就馬上聽到這些問題之後
[00:09:29.200 --> 00:09:35.200]  就馬上寫了哥倫多前書的第五章和第六章
[00:09:35.200 --> 00:09:37.200]  接著打後的經文
[00:09:37.200 --> 00:09:39.200]  哥倫多前書的第七章到第十五章
[00:09:39.200 --> 00:09:45.200]  就是保羅回覆哥倫多教會寄來的這封書信
[00:09:45.200 --> 00:09:49.200]  在當中保羅處理了很多的問題
[00:09:49.200 --> 00:09:54.200]  所以今天我和大家去看的哥倫多前書的第十二章
[00:09:54.200 --> 00:09:57.200]  就是保羅回信的其中一個部分
[00:09:57.200 --> 00:10:04.200]  究竟保羅在一張聖經要去處理哥倫多教會什麼問題呢?
[00:10:04.200 --> 00:10:07.200]  我們留意經文的第一節
[00:10:07.200 --> 00:10:10.200]  在程序表的經文裡面的第一節我們留意
[00:10:10.200 --> 00:10:14.200]  他們說弟兄們論到屬靈的恩賜
[00:10:14.200 --> 00:10:16.200]  我不願意你們不明白
[00:10:16.200 --> 00:10:22.200]  原來保羅要回應哥倫多教會有關屬靈恩賜的問題
[00:10:22.200 --> 00:10:27.200]  保羅回應這個問題不是單單在第十二章裡面
[00:10:27.200 --> 00:10:30.200]  保羅回應屬靈恩賜的問題
[00:10:30.200 --> 00:10:34.200]  由第十二章一直說到第十四章
[00:10:34.200 --> 00:10:36.200]  就是說保羅用了三張聖經
[00:10:36.200 --> 00:10:41.200]  去回應哥倫多教會信問有關屬靈恩賜的問題
[00:10:41.200 --> 00:10:43.200]  什麼是恩賜呢?
[00:10:43.200 --> 00:10:45.200]  恩賜是什麼呢?
[00:10:45.200 --> 00:10:50.200]  在希臘文當中有兩個字
[00:10:50.200 --> 00:10:57.200]  在中文聖經華本裡面同樣是翻譯成恩賜
[00:10:57.200 --> 00:11:02.200]  其中一個字是強調屬靈恩賜的本質和來源
[00:11:02.200 --> 00:11:05.200]  屬靈恩賜不是一種天賦的才能
[00:11:05.200 --> 00:11:12.200]  屬靈恩賜是聖靈用超自然的方式賜給每一個基督徒
[00:11:12.200 --> 00:11:15.200]  正如在第十一節那裡說
[00:11:15.200 --> 00:11:18.200]  這一切都是這位聖靈所運行
[00:11:18.200 --> 00:11:21.200]  隨己而分給各人
[00:11:21.200 --> 00:11:26.200]  另外一個希臘字翻譯成為恩賜的
[00:11:26.200 --> 00:11:33.200]  它強調屬靈恩賜是上帝恩典的次語
[00:11:33.200 --> 00:11:41.200]  就是說恩賜就是上帝給每一個基督徒的禮物
[00:11:41.200 --> 00:11:48.200]  究竟上帝把恩賜給每一個基督徒的目的是什麼呢?
[00:11:48.200 --> 00:11:51.200]  我們留心第七節的經文
[00:11:51.200 --> 00:11:52.200]  第七節說
[00:11:52.200 --> 00:11:56.200]  聖靈顯在各人身上是叫人得益處
[00:11:56.200 --> 00:12:00.200]  原來上帝把恩賜賜給每一個基督徒
[00:12:00.200 --> 00:12:05.200]  不是要他拿了恩賜之後自我感覺良好
[00:12:05.200 --> 00:12:09.200]  也不是讓基督徒拿了恩賜之後
[00:12:09.200 --> 00:12:12.200]  去炫耀自己有多麼高超
[00:12:12.200 --> 00:12:14.200]  有多麼屬靈
[00:12:14.200 --> 00:12:18.200]  上帝把恩賜交給教會
[00:12:18.200 --> 00:12:20.200]  交給每一個基督徒
[00:12:20.200 --> 00:12:21.200]  是有個期望
[00:12:21.200 --> 00:12:24.200]  期望他們能夠去建立教會
[00:12:24.200 --> 00:12:28.200]  用上帝所給他們的恩賜去建立教會
[00:12:28.200 --> 00:12:32.200]  這個就是上帝賜予恩賜的目的
[00:12:32.200 --> 00:12:35.200]  簡單來說恩賜是什麼呢?
[00:12:35.200 --> 00:12:41.200]  恩賜不是與生俱來的才能和能力
[00:12:41.200 --> 00:12:43.200]  是人接受了耶穌基督之後
[00:12:43.200 --> 00:12:49.200]  上帝藉著聖靈賜給每一個基督徒
[00:12:49.200 --> 00:12:51.200]  目的就是要建立教會
[00:12:51.200 --> 00:12:55.200]  而每一個基督徒所接受的恩賜是不同的
[00:12:55.200 --> 00:12:59.200]  每一個基督徒所接受的恩賜都是很獨特的
[00:12:59.200 --> 00:13:02.200]  正如第四節那裡這樣說
[00:13:02.200 --> 00:13:06.200]  「恩賜原有分別,聖靈卻是一位」
[00:13:06.200 --> 00:13:11.200]  頂姐妹,你有什麼恩賜?
[00:13:11.200 --> 00:13:16.200]  又或者你知不知道你自己有什麼恩賜?
[00:13:16.200 --> 00:13:20.200]  可能你會說,我不是很清楚
[00:13:20.200 --> 00:13:24.200]  其實坦白說,我問過很多頂姐妹
[00:13:24.200 --> 00:13:27.200]  你知不知道你自己有什麼恩賜?
[00:13:27.200 --> 00:13:30.200]  頂姐妹往往的回覆就是
[00:13:30.200 --> 00:13:32.200]  「我不是很清楚」
[00:13:32.200 --> 00:13:36.200]  我想很多時候頂姐妹未必不是不知道
[00:13:36.200 --> 00:13:41.200]  不過我們頂姐妹習慣了比較謙虛
[00:13:41.200 --> 00:13:43.200]  不敢覺得如果說出來
[00:13:43.200 --> 00:13:45.200]  「我有這方面的恩賜」
[00:13:45.200 --> 00:13:47.200]  就好像很「駕世」
[00:13:47.200 --> 00:13:52.200]  所以頂姐妹寧願去內斂一點
[00:13:52.200 --> 00:13:54.200]  「我都不是很清楚」
[00:13:54.200 --> 00:13:57.200]  但其實我們是需要知道
[00:13:57.200 --> 00:14:00.200]  上帝給了我們什麼恩賜
[00:14:00.200 --> 00:14:02.200]  因為如果我們不知道上帝給了我們什麼恩賜
[00:14:02.200 --> 00:14:04.200]  我們怎樣建立教會?
[00:14:04.200 --> 00:14:05.200]  我們要建立教會
[00:14:05.200 --> 00:14:08.200]  我們要知道上帝給了我們什麼恩賜
[00:14:08.200 --> 00:14:11.200]  以致我能夠在教會裡
[00:14:11.200 --> 00:14:14.200]  去用出來,去建立整間教會
[00:14:14.200 --> 00:14:18.200]  所以每一個的頂姐妹
[00:14:18.200 --> 00:14:22.200]  你必須要知道自己有什麼恩賜
[00:14:22.200 --> 00:14:26.200]  上帝給了你什麼恩賜
[00:14:26.200 --> 00:14:30.200]  有一篇文章記載
[00:14:30.200 --> 00:14:33.200]  有一個人去問葛培里牧師
[00:14:33.200 --> 00:14:37.200]  葛培里牧師早幾年去世
[00:14:37.200 --> 00:14:41.200]  這個人去問葛培里牧師
[00:14:41.200 --> 00:14:45.200]  「我怎樣才知道自己的恩賜?」
[00:14:45.200 --> 00:14:49.200]  葛培里牧師回覆了四點
[00:14:49.200 --> 00:14:50.200]  第一點他說
[00:14:50.200 --> 00:14:55.200]  你要認定上帝至少給了你一個恩賜
[00:14:55.200 --> 00:14:57.200]  而你要相信
[00:14:57.200 --> 00:15:02.200]  你要知道這些恩賜是要運用出來的
[00:15:02.200 --> 00:15:04.200]  為了上帝的榮耀
[00:15:04.200 --> 00:15:08.200]  你的恩賜是要運用出來的
[00:15:08.200 --> 00:15:10.200]  第一點就是說
[00:15:10.200 --> 00:15:15.200]  你認定上帝至少給了你一種的恩賜
[00:15:15.200 --> 00:15:18.200]  第二點他說
[00:15:18.200 --> 00:15:24.200]  要相信經過一個仔細的禱告
[00:15:24.200 --> 00:15:28.200]  你才能夠知道上帝給了你什麼恩賜
[00:15:28.200 --> 00:15:32.200]  又或者你要經過一個很詳細的禱告
[00:15:32.200 --> 00:15:36.200]  你才能夠發掘到自己的恩賜
[00:15:36.200 --> 00:15:39.200]  我們要懇求上帝去引導我們
[00:15:39.200 --> 00:15:44.200]  讓我們知道他給了我們什麼恩賜
[00:15:44.200 --> 00:15:47.200]  第三點就是
[00:15:47.200 --> 00:15:53.200]  我們要清楚聖經裏面所說的恩賜是一件什麼事情
[00:15:53.200 --> 00:15:58.200]  任何的恩賜都不可以離開真理的框架
[00:15:58.200 --> 00:16:02.200]  就是說上帝將恩賜給過我們
[00:16:02.200 --> 00:16:04.200]  是在真理裏面的
[00:16:04.200 --> 00:16:09.200]  我們不可以在真理以外的地方去尋找恩賜
[00:16:09.200 --> 00:16:13.200]  恩賜必須要在真理的框架裏面
[00:16:13.200 --> 00:16:15.200]  第四點
[00:16:15.200 --> 00:16:19.200]  最後郭牧師回覆這個人所說的
[00:16:19.200 --> 00:16:23.200]  你要透過你的侍奉去發掘你的恩賜
[00:16:23.200 --> 00:16:27.200]  又或者你去向你的屬靈的長輩
[00:16:27.200 --> 00:16:33.200]  或者教會的目者去查詢你究竟有什麼恩賜
[00:16:33.200 --> 00:16:37.200]  其實作為教會的傳道同工
[00:16:37.200 --> 00:16:40.200]  我們其實有責任去幫助大家
[00:16:40.200 --> 00:16:44.200]  去明白上帝給了你什麼恩賜
[00:16:44.200 --> 00:16:48.200]  在《耳窟所書》第四章七到十一節裏說
[00:16:48.200 --> 00:16:51.200]  為要成全聖徒各盡其職
[00:16:51.200 --> 00:16:53.200]  建立基督的身體
[00:16:53.200 --> 00:16:57.200]  這是每一個傳道同工都需要去做的
[00:16:57.200 --> 00:16:59.200]  就是要裝備大家
[00:16:59.200 --> 00:17:01.200]  讓大家知道自己有什麼恩賜
[00:17:01.200 --> 00:17:06.200]  以至到教會能夠去建立
[00:17:06.200 --> 00:17:08.200]  所以弟兄姊妹
[00:17:08.200 --> 00:17:13.200]  如果有傳道同工邀請你去侍奉的時候
[00:17:13.200 --> 00:17:16.200]  你的回應應該是怎樣
[00:17:16.200 --> 00:17:18.200]  好 我就去
[00:17:18.200 --> 00:17:22.200]  既然你叫我去做 我就去做
[00:17:22.200 --> 00:17:26.200]  因為你在透過你侍奉的過程當中
[00:17:26.200 --> 00:17:29.200]  你就知道自己的恩賜
[00:17:29.200 --> 00:17:33.200]  教會成長的關鍵就在於
[00:17:33.200 --> 00:17:37.200]  我們有沒有運用上帝給我們的恩賜
[00:17:37.200 --> 00:17:41.200]  如果沒有上帝的帶領
[00:17:41.200 --> 00:17:46.200]  我相信沒有一個人能夠來到教會當中
[00:17:46.200 --> 00:17:50.200]  就是說你來到紅恩堂裏面
[00:17:50.200 --> 00:17:52.200]  有上帝的帶領
[00:17:52.200 --> 00:17:55.200]  如果沒有上帝的心意
[00:17:55.200 --> 00:17:59.200]  也沒有人離開這間教會
[00:17:59.200 --> 00:18:00.200]  弟兄姊妹
[00:18:00.200 --> 00:18:03.200]  你在紅恩堂當中聚會
[00:18:03.200 --> 00:18:05.200]  上帝將你帶領來到這裏
[00:18:05.200 --> 00:18:09.200]  上帝也將恩賜交給你
[00:18:09.200 --> 00:18:13.200]  你就應該在教會裏面
[00:18:13.200 --> 00:18:17.200]  將上帝給你的恩賜發揮出來
[00:18:17.200 --> 00:18:19.200]  剛才跟大家說
[00:18:19.200 --> 00:18:21.200]  怎樣去發掘恩賜
[00:18:21.200 --> 00:18:25.200]  如果你真的不知道自己有甚麼恩賜的時候
[00:18:25.200 --> 00:18:30.200]  你就按剛才我所分享的四方面去發掘
[00:18:30.200 --> 00:18:32.200]  說到恩賜的發掘
[00:18:32.200 --> 00:18:35.200]  我也有一些體會
[00:18:35.200 --> 00:18:39.200]  我不知道大家弟兄姊妹覺得
[00:18:39.200 --> 00:18:44.200]  我唱詩歌的情況是怎樣
[00:18:44.200 --> 00:18:46.200]  我不是自我感覺良好
[00:18:46.200 --> 00:18:49.200]  不過我自己覺得
[00:18:49.200 --> 00:18:54.200]  唱詩歌也算是勉強合格
[00:18:54.200 --> 00:18:59.200]  不是很難聽的那種
[00:18:59.200 --> 00:19:02.200]  但是我可以告訴大家
[00:19:02.200 --> 00:19:06.200]  在我還沒有在神學院畢業
[00:19:06.200 --> 00:19:08.200]  在神學院的四年裏
[00:19:08.200 --> 00:19:12.200]  從來沒有同學邀請我帶敬拜
[00:19:12.200 --> 00:19:14.200]  我只是經常坐在下面很渴望
[00:19:14.200 --> 00:19:18.200]  我也很想學習一下帶敬拜
[00:19:18.200 --> 00:19:20.200]  有沒有這樣的機會
[00:19:20.200 --> 00:19:21.200]  沒有
[00:19:21.200 --> 00:19:24.200]  神學院裏面有很多奇人異士
[00:19:24.200 --> 00:19:26.200]  他們很厲害
[00:19:26.200 --> 00:19:28.200]  未輪到你
[00:19:28.200 --> 00:19:30.200]  我只是坐在那裏
[00:19:30.200 --> 00:19:34.200]  加上我覺得自己唱歌也不太好
[00:19:34.200 --> 00:19:37.200]  到了教會的侍奉
[00:19:37.200 --> 00:19:41.200]  我去到一間年輕人居多的教會
[00:19:41.200 --> 00:19:44.200]  他們很多弟兄姊妹
[00:19:44.200 --> 00:19:48.200]  音樂的恩賜是很厲害的
[00:19:48.200 --> 00:19:50.200]  上帝給了他們很多音樂的恩賜
[00:19:50.200 --> 00:19:54.200]  有些弟兄姊妹自學彈琴
[00:19:54.200 --> 00:19:57.200]  有些弟兄姊妹自學彈結他
[00:19:57.200 --> 00:20:01.200]  很多弟兄姊妹唱歌很好聽
[00:20:01.200 --> 00:20:08.200]  我在當中帶敬拜的機會不是很多
[00:20:08.200 --> 00:20:11.200]  不過因為你是傳道同工
[00:20:11.200 --> 00:20:15.200]  所以教會也給你機會帶敬拜
[00:20:15.200 --> 00:20:18.200]  所以我在當中學習敬拜
[00:20:18.200 --> 00:20:19.200]  在過程當中
[00:20:19.200 --> 00:20:22.200]  我發現自己開始覺得
[00:20:22.200 --> 00:20:28.200]  自己唱詩歌方面有上帝而來的恩賜
[00:20:28.200 --> 00:20:31.200]  來到紅印堂侍奉
[00:20:31.200 --> 00:20:35.200]  我又發覺上帝不斷將音樂
[00:20:35.200 --> 00:20:38.200]  或者唱詩歌的恩賜交給我
[00:20:38.200 --> 00:20:41.200]  以致到今天我唱詩歌
[00:20:41.200 --> 00:20:45.200]  比起之前那間教會的侍奉
[00:20:45.200 --> 00:20:48.200]  是比較理想一點的
[00:20:48.200 --> 00:20:50.200]  不過不說不知道
[00:20:50.200 --> 00:20:52.200]  有一樣東西很特別
[00:20:52.200 --> 00:20:56.200]  大家有時也會去唱卡拉OK
[00:20:56.200 --> 00:20:58.200]  有吧
[00:20:58.200 --> 00:21:03.200]  我發覺當我去唱卡拉OK的時候
[00:21:03.200 --> 00:21:05.200]  我是唱不到的
[00:21:05.200 --> 00:21:08.200]  我發覺唱得很難聽
[00:21:08.200 --> 00:21:10.200]  為什麼平時不是這樣
[00:21:10.200 --> 00:21:12.200]  平時唱詩歌是可以的
[00:21:12.200 --> 00:21:15.200]  唱詩歌OK就代表唱歌OK
[00:21:15.200 --> 00:21:19.200]  唱卡拉OK應該是OK的
[00:21:19.200 --> 00:21:21.200]  但原來不是
[00:21:21.200 --> 00:21:24.200]  當我去唱卡拉OK的時候
[00:21:24.200 --> 00:21:28.200]  我發覺好像舌頭打結
[00:21:28.200 --> 00:21:32.200]  又不聽又走音
[00:21:32.200 --> 00:21:35.200]  高音又上不到
[00:21:35.200 --> 00:21:37.200]  幸好在房間裏
[00:21:37.200 --> 00:21:40.200]  否則在大庭廣眾就很難聽
[00:21:40.200 --> 00:21:41.200]  在我的年代
[00:21:41.200 --> 00:21:44.200]  唱卡拉OK有些是在大堂唱的
[00:21:44.200 --> 00:21:45.200]  不知道大家知不知道
[00:21:45.200 --> 00:21:47.200]  如果是這樣就真的很難聽
[00:21:47.200 --> 00:21:49.200]  但回到教會唱詩歌
[00:21:49.200 --> 00:21:50.200]  又OK的
[00:21:50.200 --> 00:21:53.200]  又不覺得難聽
[00:21:53.200 --> 00:21:56.200]  自此之後我體會到
[00:21:56.200 --> 00:22:00.200]  當你願意去侍奉的時候
[00:22:00.200 --> 00:22:05.200]  上帝會將相應的恩賜給你
[00:22:05.200 --> 00:22:08.200]  如果在你侍奉的過程當中
[00:22:08.200 --> 00:22:13.200]  你發覺好像一般般
[00:22:13.200 --> 00:22:16.200]  旁人亦有一些意見給你的時候
[00:22:16.200 --> 00:22:18.200]  可能你會清楚地知道
