
[00:00:00.000 --> 00:00:12.000]  大英姐妹早安,很高興能夠在紅引堂再次分享港版神話語
[00:03:57.000 --> 00:04:07.000]  最後第十四節又提及到,你們不可以聽猶太人的荒謬言語,離棄「真道」之人的誡命
[00:04:07.000 --> 00:04:16.000]  這個就是和合本說的,是在說真理的意思,即是真實的事情
[00:04:16.000 --> 00:04:28.000]  所以我們看到,就算「真道」這個字的譯法,其實都有不同的意思
[00:04:28.000 --> 00:04:35.000]  而「真道」、「聖道」裡面,其實都有不同層次的解法
[00:04:35.000 --> 00:04:39.000]  簡單來說,我畫了兩個圈圈
[00:04:39.000 --> 00:04:44.000]  第一個圈圈,左邊的圈圈是最窄的,是在說什麼呢?
[00:04:44.000 --> 00:04:52.000]  其實在科音書也說,「太初有道,道與神同在,道就似神」
[00:04:52.000 --> 00:04:57.000]  說到最簡單的道,耶穌基督自己就是那個道
[00:04:57.000 --> 00:05:02.000]  耶穌基督的福音,他的犧牲,他的救贖,就是那個道理的裡面
[00:05:02.000 --> 00:05:10.000]  但是最大的圈圈,就是在說「聖道」,耶穌基督的教訓,聖徒的教訓
[00:05:10.000 --> 00:05:18.000]  那個「真道」,聖經的真理的裡面,就是我們今天要看的神的話語的裡面
[00:05:18.000 --> 00:05:25.000]  所以今天大英姐妹,我們有沒有把這個「道」、「聖道」,或者這個「真道」
[00:05:25.000 --> 00:05:31.000]  不是聽了就算了,而是能不能夠放在我們心裡面
[00:05:31.000 --> 00:05:37.000]  好像剛才那首詩歌裡面,將神的話語能夠放在我們心裡面
[00:05:37.000 --> 00:05:46.000]  這樣才叫做「圓滿」,而不是聽了,水哥阿輩那樣,就叫做我們知道那個道是怎麼樣了
[00:05:46.000 --> 00:05:53.000]  我們今天看了經文一次,經文是記載在尤大書的幾節的經文
[00:05:53.000 --> 00:05:56.000]  我挑選了頭和尾的部分
[00:05:56.000 --> 00:06:05.000]  不知道大家有沒有留意這本書,尤大書裡面最重要的內容,或者他在說什麼呢
[00:06:05.000 --> 00:06:14.000]  當然第一節他說的是尤大,那尤大是誰呢?原來他自己說他是耶穌基督的僕人
[00:06:14.000 --> 00:06:18.000]  這裡當我們讀第一節的時候說,耶穌基督的僕人的裡面
[00:06:18.000 --> 00:06:26.000]  但是如果我們從另外一些的說法告訴我們,尤大和耶穌是兄弟
[00:06:26.000 --> 00:06:31.000]  有些文獻就說他是同母異父的兄弟的裡面
[00:06:31.000 --> 00:06:37.000]  但是他在書本裡面又沒有說我是耶穌的兄弟,你們要聽我的話
[00:06:37.000 --> 00:06:43.000]  他沒有這樣說的,不過他就說他是雅各,也是耶穌的兄弟
[00:06:43.000 --> 00:06:49.000]  雅各的兄弟,有一點點關係,不過他更加說他自己是僕人
[00:06:49.000 --> 00:06:56.000]  耶穌的僕人,忠於主耶穌基督,現在將他的話語跟大家去說
[00:06:56.000 --> 00:07:00.000]  他很謙卑,他說是耶穌的僕人
[00:07:00.000 --> 00:07:05.000]  那究竟尤大書寫給哪些人呢?
[00:07:05.000 --> 00:07:10.000]  尤大書所寫給的,他說是在和合本修訂版,剛才我們讀了的
[00:07:10.000 --> 00:07:18.000]  他說那些被召,在上帝裡面蒙愛,神的愛的,和耶穌基督保守的人
[00:07:18.000 --> 00:07:25.000]  就是說是上帝愛的,愛你們的,在耶穌基督的眷顧,在他的平安的裡面
[00:07:25.000 --> 00:07:33.000]  也蒙神去呼召的那幫人,寫給那些人的裡面去
[00:07:33.000 --> 00:07:40.000]  弟兄姊妹,尤大提醒我們第一件事是很重要的
[00:07:40.000 --> 00:07:45.000]  雖然我們每一個人都不同,可能大家的背景都不同
[00:07:45.000 --> 00:07:48.000]  認識神的次序,年份都不同
[00:07:48.000 --> 00:07:55.000]  但是每個人都是神所愛的,所保守的,所呼召的人
[00:07:55.000 --> 00:08:03.000]  呼召去做什麼呢?呼召就是遵行神的話,和遵行神的旨意的人
[00:08:03.000 --> 00:08:09.000]  我們每個人都是,在在你們每一位其實都是神所愛的,神所保守的
[00:08:09.000 --> 00:08:15.000]  神所呼召你們去走在神的道裡面的人
[00:08:15.000 --> 00:08:20.000]  所以在整卷書裡面,尤大書有一個很重要的目的
[00:08:20.000 --> 00:08:26.000]  如果我們剛才一直看的時候,我們就會發覺他講了一個很重要的信息給我們聽
[00:08:26.000 --> 00:08:31.000]  他就說是寫給一些人去鼓勵他們
[00:08:31.000 --> 00:08:36.000]  因為有很多假的道理,有很多似是而非的道理
[00:08:36.000 --> 00:08:42.000]  假的師父,假的教師在教會裡面,混入在教會裡面
[00:08:42.000 --> 00:08:48.000]  所以他提醒那些弟兄姊妹,提醒我們要怎麼樣呢?
[00:08:48.000 --> 00:08:56.000]  要堅持堅守純正的基督的道理的教訓,真實的信仰的裡面
[00:08:56.000 --> 00:09:06.000]  所以尤大他提醒,也提醒我們要守住聖經的道理當中的裡面
[00:09:06.000 --> 00:09:09.000]  這個是最重要的一句書卷,告訴我們
[00:09:09.000 --> 00:09:14.000]  如果在和合本修訂版,他就會這樣去講
[00:09:14.000 --> 00:09:21.000]  我大約折錄了一些分段出來,這個也是大家的一個參考
[00:09:21.000 --> 00:09:26.000]  但是今天我們從另一個角度去看這本書
[00:09:26.000 --> 00:09:32.000]  從一個正道,真道的角度去看這本書
[00:09:32.000 --> 00:09:37.000]  究竟他和我們在說什麼,或者對我們有什麼關係
[00:09:37.000 --> 00:09:40.000]  他說了很多東西都是當時的情況
[00:09:40.000 --> 00:09:47.000]  如果對我們來說,今時今日在在每一位究竟有什麼提醒的裡面呢?
[00:09:47.000 --> 00:09:50.000]  我會將他這樣分成不同的節數
[00:09:50.000 --> 00:09:54.000]  這個就簡略地擺出來,一會兒我們再看的時候
[00:09:54.000 --> 00:10:00.000]  就會再慢慢去看這本書究竟提醒我們什麼的當中
[00:10:00.000 --> 00:10:03.000]  他提到真道,誰是守護真道呢?
[00:10:03.000 --> 00:10:07.000]  他提到真道,聖道究竟是怎麼樣呢?
[00:10:07.000 --> 00:10:12.000]  他提到我們要怎樣去持守聖經的真道
[00:10:12.000 --> 00:10:16.000]  可以去抵抗很多不同的入侵呢?
[00:10:16.000 --> 00:10:21.000]  在這裡這樣說,第三節他說
[00:10:21.000 --> 00:10:32.000]  猶太第一提醒我們究竟今天哪一個才是真道的守護者呢?
[00:10:32.000 --> 00:10:36.000]  在第三節,我看回這裡,在第一節他這樣說
[00:10:36.000 --> 00:10:40.000]  今天我們常常以為守護著這個真道的是哪一個呢?
[00:10:40.000 --> 00:10:44.000]  是聖經的學者,他們有聰明有智慧
[00:10:44.000 --> 00:10:50.000]  神學院的教授,或者是教務同工,他們讀了神學
[00:10:50.000 --> 00:10:55.000]  所以他們就是守護這個聖經,守護這個真道的人
[00:10:55.000 --> 00:11:00.000]  要有一定的神學的水平,身份或者學識
[00:11:00.000 --> 00:11:06.000]  甚至是專業才有這個角色去維護這個真道
[00:11:06.000 --> 00:11:12.000]  不過猶太告訴我們,他這本書不只是寫給教務同工的
[00:11:12.000 --> 00:11:17.000]  他剛才已經提過,寫給我們每一個信徒
[00:11:17.000 --> 00:11:21.000]  在神的國裡面,有神的保守,神的呼召
[00:11:21.000 --> 00:11:25.000]  這些就是真道的守護者
[00:11:25.000 --> 00:11:28.000]  所以今天猶太提醒我們第一件事
[00:11:28.000 --> 00:11:33.000]  我們每一位信徒,你們信了主
[00:11:33.000 --> 00:11:39.000]  其實都有責任去守護著耶穌基督的真道
[00:11:39.000 --> 00:11:43.000]  我們大家都是這個真道的守護者
[00:11:43.000 --> 00:11:47.000]  弟兄姊妹,在這個年代,在這個年頭裡面
[00:11:47.000 --> 00:11:50.000]  你有沒有想過,其實你要做好準備
[00:11:50.000 --> 00:11:54.000]  你要準備好自己成為真道的守護者
[00:11:54.000 --> 00:11:59.000]  為主的道有時需要去爭辯,有時需要去告訴別人
[00:11:59.000 --> 00:12:02.000]  誰是真,誰是假的
[00:12:02.000 --> 00:12:06.000]  我們每一位都要有這樣的特性,有這樣的知道
[00:12:06.000 --> 00:12:11.000]  我每一個月都會講一些例子在裡面,我自己的故事
[00:12:11.000 --> 00:12:15.000]  我每一個月都會有幾次去到泰國人的教會
[00:12:15.000 --> 00:12:20.000]  可能大家都熟悉,九龍城宣道會有一間泰國人的教會
[00:12:20.000 --> 00:12:27.000]  我們會去到那間教會,有時會去附近的公園
[00:12:27.000 --> 00:12:31.000]  跟一些泰國的朋友講福音,派一些單張給他們
[00:12:31.000 --> 00:12:35.000]  有時會去到泰國的餐廳,我們不懂得說
[00:12:35.000 --> 00:12:39.000]  就這樣給他們一些單張,告訴他們有泰國的教會
[00:12:39.000 --> 00:12:44.000]  我有幾次都在星期日裡面,一早上
[00:12:44.000 --> 00:12:52.000]  我回教會,在公園看到有一個攤檔
[00:12:52.000 --> 00:12:56.000]  那個攤檔,我看清楚一點
[00:12:56.000 --> 00:13:00.000]  我不知道在洪水橋,還是元朗附近多不多
[00:13:00.000 --> 00:13:05.000]  原來就是夜禍見證人,所謂的魔門教徒
[00:13:05.000 --> 00:13:10.000]  他們擺了一個攤檔,有兩個人站在旁邊
[00:13:10.000 --> 00:13:15.000]  放了一些書,寫著一大張字
[00:13:15.000 --> 00:13:20.000]  宣告關於夜禍華的真理
[00:13:20.000 --> 00:13:25.000]  我就說,他們在說夜禍華的真理嗎?
[00:13:25.000 --> 00:13:27.000]  我們在說什麼呢?
[00:13:27.000 --> 00:13:33.000]  當然我們知道,魔門教徒站在那裡是不對的
[00:13:33.000 --> 00:13:38.000]  他們三位一體的教義,都有些錯漏在裡面
[00:13:38.000 --> 00:13:44.000]  他們所謂的聖經,都有些錯漏在裡面
[00:13:44.000 --> 00:13:49.000]  不過他們說到夜禍華的真理在裡面
[00:13:49.000 --> 00:13:51.000]  有很多的誤導在裡面
[00:13:51.000 --> 00:13:55.000]  有一次,當我們去派單張的時候
[00:13:55.000 --> 00:13:58.000]  我們又看到這些人
[00:13:58.000 --> 00:14:01.000]  我就和一些泰國人,他們都會說廣東話的
[00:14:01.000 --> 00:14:04.000]  泰國的弟兄姊妹去說
[00:14:04.000 --> 00:14:07.000]  我們要學會怎麼去分
[00:14:07.000 --> 00:14:10.000]  他們寫著夜禍華的真理
[00:14:10.000 --> 00:14:15.000]  但你知不知道他們在說錯誤的道
[00:14:15.000 --> 00:14:17.000]  或者是假的東西呢?
[00:14:17.000 --> 00:14:23.000]  我和他們說,我們要懂得去分辨哪些是真,哪些是假
[00:14:23.000 --> 00:14:26.000]  雖然只是一間普通的泰國人的教會
[00:14:26.000 --> 00:14:31.000]  可能只有幾層,他們可能洗碗,做一些家用
[00:14:31.000 --> 00:14:35.000]  但是我們都要懂得去分辨哪些是真,哪些是假
[00:14:35.000 --> 00:14:39.000]  因為其他人不懂得分辨哪些是真
[00:14:39.000 --> 00:14:43.000]  所以他們都要懂得去維護究竟基督教的真理
[00:14:43.000 --> 00:14:46.000]  耶穌基督是誰,他們要懂得去說
[00:14:46.000 --> 00:14:51.000]  其實二端的奇說,很多不同的道理,經常圍繞著我們
[00:14:51.000 --> 00:14:57.000]  我們要準備好,我們都要成為真理的守護者
[00:14:57.000 --> 00:15:01.000]  我盼望第一,大家都要記得自己是真理的守護者
[00:15:01.000 --> 00:15:04.000]  你都要告訴別人什麼是對的
[00:15:04.000 --> 00:15:07.000]  至少你可以帶他們回到紅恩堂裡面
[00:15:07.000 --> 00:15:12.000]  這個就是對的,這裡就是我們常常去的教會
[00:15:12.000 --> 00:15:15.000]  你們要認識,介紹給目者知道
[00:15:15.000 --> 00:15:18.000]  這些就是我們所信的裡面
[00:15:18.000 --> 00:15:25.000]  第二,猶太人提醒我們,什麼是真道
[00:15:25.000 --> 00:15:27.000]  我先按一下
[00:15:27.000 --> 00:15:34.000]  剛剛提及第三節,親愛的,我一直迫切寫信給你們
[00:15:34.000 --> 00:15:37.000]  論到我們同享的救恩
[00:15:37.000 --> 00:15:41.000]  但我覺得有必要現在寫信勸你們
[00:15:41.000 --> 00:15:49.000]  要為從前一次交付及聖徒的真道竭力奮鬥
[00:15:49.000 --> 00:15:51.000]  你們知不知道猶太人一開始就說
[00:15:51.000 --> 00:15:56.000]  大家都是同享在救恩裡面
[00:15:56.000 --> 00:16:01.000]  不論是保羅傳給你,還是其他使徒傳給你
[00:16:01.000 --> 00:16:04.000]  大家都是同享救恩的裡面
[00:16:04.000 --> 00:16:07.000]  我們領受了這個真道
[00:16:07.000 --> 00:16:11.000]  我們就在基督的愛和拯救的裡面
[00:16:11.000 --> 00:16:15.000]  不過真道又是怎樣,或者聖道又是怎樣呢
[00:16:15.000 --> 00:16:24.000]  我們要留意的是從前一次交付給聖徒的真實道理
[00:16:24.000 --> 00:16:27.000]  聖徒就是指的是神的子民
[00:16:27.000 --> 00:16:31.000]  所以這裡有一個真道是指的是
[00:16:31.000 --> 00:16:37.000]  神一次而且永遠的托付給神的子民
[00:16:37.000 --> 00:16:44.000]  那些就是使徒的教訓,或者傳統的裡面
[00:16:44.000 --> 00:16:47.000]  換句話說,猶太人說了一句很簡單的東西
[00:16:47.000 --> 00:16:51.000]  告訴我們耶穌到城肉身來到這個世界裡面
[00:16:51.000 --> 00:16:56.000]  他有很多的事蹟,他跟別人說了很多話
[00:16:56.000 --> 00:17:01.000]  初期教會裡面,保羅和不同的使徒跟著他們
[00:17:01.000 --> 00:17:04.000]  他們就是耶穌基督的見證人
[00:17:04.000 --> 00:17:08.000]  他們將耶穌基督的事蹟和教訓記下來
[00:17:08.000 --> 00:17:12.000]  一次傳遞出去給我們當中
[00:17:12.000 --> 00:17:16.000]  所以其實最簡單,最簡單就是告訴我們什麼
[00:17:16.000 --> 00:17:20.000]  我們今天手上的聖經,你看的聖經
[00:17:20.000 --> 00:17:24.000]  流傳下來,特別是新約聖經裡面
[00:17:24.000 --> 00:17:27.000]  這些就是使徒的教訓
[00:17:27.000 --> 00:17:32.000]  也是耶穌基督的教訓,他的故事裡面
[00:17:32.000 --> 00:17:36.000]  這些就是最重要的信息當中
[00:17:36.000 --> 00:17:42.000]  今天我們所信的一切都是基於這本聖經
[00:17:42.000 --> 00:17:46.000]  基於我們所看到,所聽到的聖經內容裡面
[00:17:46.000 --> 00:17:51.000]  聖經裡面是神的默示,是神的說話
[00:17:51.000 --> 00:17:56.000]  我們今天如何去持守,看這本聖經呢?
[00:17:56.000 --> 00:18:00.000]  我們家裡可能有很多本聖經,我不知道大家家裡有多少本
[00:18:00.000 --> 00:18:05.000]  你回去數數,不同的譯本,可能我都有十本八本在裡面
[00:18:05.000 --> 00:18:08.000]  有些可能你受浸信主,又送你一本
[00:18:08.000 --> 00:18:11.000]  不同的時間又會送你一本
[00:18:11.000 --> 00:18:15.000]  我們就放了很多的聖經在書櫃裡面
[00:18:15.000 --> 00:18:20.000]  有一個這樣的故事,這個故事不是基督教的
[00:18:20.000 --> 00:18:23.000]  是說回教徒的故事
[00:18:23.000 --> 00:18:27.000]  他說在中亞洲有一個村落
[00:18:27.000 --> 00:18:33.000]  有人在河裡發現了用塑膠包好
[00:18:33.000 --> 00:18:38.000]  有一本阿拉伯語的可蘭經,就是他們的經書
[00:18:38.000 --> 00:18:41.000]  這本經書就浮浮浮,被人罵了上來
[00:18:41.000 --> 00:18:46.000]  有個婦女發現了,拉開之後,那本經書很漂亮
[00:18:46.000 --> 00:18:50.000]  罵起來的時候,看起來完好無缺
[00:18:50.000 --> 00:18:57.000]  他們就說原來那些回教徒不想那些書被毀壞
[00:18:57.000 --> 00:19:03.000]  他的經書被毀壞,就放在家裡珍藏
[00:19:03.000 --> 00:19:08.000]  當有人去搜查,可能當時有些警察會搜查,很危險
[00:19:08.000 --> 00:19:17.000]  他們就會拿出來用塑膠包好,封好,然後就扔進河裡
[00:19:17.000 --> 00:19:21.000]  那本書就飄來飄去
[00:19:21.000 --> 00:19:27.000]  故事說他們從新疆不知道什麼河,一直飄來飄去
[00:19:27.000 --> 00:19:31.000]  哈薩克斯坦,就是中亞洲的地方,可能飄了很久
[00:19:31.000 --> 00:19:35.000]  希望有人能夠將那些經書撈起來
[00:19:35.000 --> 00:19:38.000]  完好無缺,可以用
[00:19:38.000 --> 00:19:44.000]  對於回教徒來說,他們的書不單只是一本經書
[00:19:44.000 --> 00:19:49.000]  而是神聖的標記
[00:19:49.000 --> 00:19:54.000]  當我在網上看到這個故事的時候
[00:19:54.000 --> 00:19:58.000]  其實對自己也有些反思
[00:19:58.000 --> 00:20:04.000]  我們拿一本聖經,Bible,究竟是什麼呢?
[00:20:04.000 --> 00:20:08.000]  今天我們要怎麼看聖經呢?
[00:20:08.000 --> 00:20:14.000]  是一本書?是一本經書?是一本智慧的書?
[00:20:14.000 --> 00:20:18.000]  或者是一本人生道理?究竟我們要怎麼看這本書呢?
[00:20:18.000 --> 00:20:23.000]  或者你只是覺得它是放在書架的其中一本呢?
[00:20:23.000 --> 00:20:27.000]  但是主的道理是我們需要去看的
[00:20:27.000 --> 00:20:33.000]  是我們需要去閱讀的,是我們需要去尊重的神話語
[00:20:33.000 --> 00:20:36.000]  剛才我也提及過,我們可能有不同的譯本
[00:20:36.000 --> 00:20:39.000]  不同的文字在聖經裡面
[00:20:39.000 --> 00:20:43.000]  但有時候我們只是放在架子裡,不去翻閱
[00:20:43.000 --> 00:20:47.000]  究竟今天聖經這麼重要的時候
[00:20:47.000 --> 00:20:51.000]  我們要怎麼去看神的話語呢?
[00:20:51.000 --> 00:20:54.000]  第三,猶太指出
[00:20:54.000 --> 00:21:00.000]  那個的真道,聖道當時的處境又是怎麼樣呢?
[00:21:00.000 --> 00:21:04.000]  告訴我們為什麼要辭掉這個真實的道理
[00:21:04.000 --> 00:21:11.000]  第四節,他說因為有人偷偷進入了教會裡面
[00:21:11.000 --> 00:21:18.000]  就是詛咒被判定受刑不填成的人
[00:21:18.000 --> 00:21:24.000]  他們將我們上帝的恩典變為放縱情慾的機會
[00:21:24.000 --> 00:21:29.000]  並且不認識獨一的主宰,我們的主耶穌基督
[00:21:29.000 --> 00:21:32.000]  另一個版本,我讀一次給大家聽
[00:21:32.000 --> 00:21:36.000]  是新普及譯本,他說因為有一些不敬虔的人
[00:21:36.000 --> 00:21:40.000]  已經偷偷混入你們教會裡面
[00:21:40.000 --> 00:21:44.000]  揚言要說,有了上帝奇妙的恩典
[00:21:44.000 --> 00:21:48.000]  我們就可以放蕩地生活
[00:21:48.000 --> 00:21:52.000]  他們否認我們獨一的主宰,耶穌基督
[00:21:52.000 --> 00:21:57.000]  這種人的詛咒已經被判定在案了
[00:21:57.000 --> 00:22:01.000]  當我再讀一次的時候,不是太難
[00:22:01.000 --> 00:22:07.000]  很容易明白這句聖經的說法
[00:22:07.000 --> 00:22:12.000]  他說只是說當時有人偷偷混入了教會裡面
[00:22:12.000 --> 00:22:14.000]  不知道今天有沒有這樣的情況
[00:22:14.000 --> 00:22:16.000]  偷偷混入了教會裡面
[00:22:16.000 --> 00:22:21.000]  他們是不敬虔的人,可能很放蕩
[00:22:21.000 --> 00:22:25.000]  重要的是把上帝的恩典,神有恩典給我們
[00:22:25.000 --> 00:22:30.000]  我們就可以亂犯罪,隨意做任何事情
[00:22:30.000 --> 00:22:35.000]  最重要的是他揚言否定了耶穌基督
[00:22:35.000 --> 00:22:40.000]  否定了耶穌基督,這是很嚴重的問題
[00:22:40.000 --> 00:22:44.000]  而這些人的罪早已經被判刑
[00:22:44.000 --> 00:22:48.000]  早已經有刑罰降臨在他們的身上
[00:22:48.000 --> 00:22:52.000]  當時真道的處境是怎樣呢?
[00:22:52.000 --> 00:22:59.000]  真道的維護和延續受到很大的考驗
[00:22:59.000 --> 00:23:03.000]  因此尤大在當中很迫切和緊張
[00:23:03.000 --> 00:23:05.000]  跟每一位弟兄姐妹說
[00:23:05.000 --> 00:23:11.000]  你們要好好守住維護這個聖經的真理
[00:23:11.000 --> 00:23:13.000]  這個真道的裡面去
[00:23:13.000 --> 00:23:19.000]  當我看到的時候,對我亦有很大的提醒
[00:23:19.000 --> 00:23:22.000]  對大家的生命也有很大的提醒
[00:23:22.000 --> 00:23:27.000]  今天我們的教會,我不知道,剛才是偷偷走進來
[00:23:27.000 --> 00:23:32.000]  不知道大家有沒有認識,有誰是偷偷走進教會呢?
[00:23:32.000 --> 00:23:36.000]  你看看旁邊那個,我不認識你,你是否偷偷走進來的?
[00:23:36.000 --> 00:23:39.000]  你走進來做什麼呢?不是,大家認識的
[00:23:39.000 --> 00:23:43.000]  不過進來之後可能都是新朋友
[00:23:43.000 --> 00:23:46.000]  不過當時就有一些人困在教會裡面
[00:23:46.000 --> 00:23:48.000]  今天有沒有呢?
[00:23:48.000 --> 00:23:51.000]  都有這樣的情況當中
[00:23:51.000 --> 00:23:56.000]  有些是擺明的,那些叫做明刀明槍
[00:23:56.000 --> 00:24:02.000]  說不同的東西,就是那些異端的邪說
[00:24:02.000 --> 00:24:09.000]  好像前陣子說了很多報道,韓國的那個攝理教
[00:24:09.000 --> 00:24:15.000]  不知道大家有沒有看,完全是那些異端的來到我們當中
[00:24:15.000 --> 00:24:18.000]  但是有時候有一些是似是而非
[00:24:18.000 --> 00:24:22.000]  他又好像對,又好像不對
[00:24:22.000 --> 00:24:26.000]  搞到你很難去分辨的一些道理
[00:24:26.000 --> 00:24:29.000]  又會偷偷地混在教會裡面
[00:24:29.000 --> 00:24:35.000]  所以我們要很精明,很清楚究竟神的話語說的是什麼
[00:24:35.000 --> 00:24:40.000]  以致我們能夠分得到哪些是對,哪些是錯
[00:24:40.000 --> 00:24:43.000]  當然你回到教會裡面聽到牧師,聽到傳道
[00:24:43.000 --> 00:24:46.000]  又有上主一學,或者很多的教導
[00:24:46.000 --> 00:24:50.000]  我們都更加清楚究竟真的是什麼
[00:24:50.000 --> 00:24:56.000]  以致我們可以分辨到假的,似是而非的道理是什麼
[00:24:56.000 --> 00:25:01.000]  隨手在網上都找到一些資料
[00:25:01.000 --> 00:25:09.000]  他說這個在肯亞的一個教會,叫做佳音國際教會
[00:25:09.000 --> 00:25:12.000]  他的名字也很基督教,佳音國際教會
[00:25:12.000 --> 00:25:16.000]  聽起來好像沒有什麼錯誤
[00:25:16.000 --> 00:25:20.000]  但是他說和那些信徒洗腦
[00:25:20.000 --> 00:25:25.000]  他說如果你要見到耶穌,那是怎樣
[00:25:25.000 --> 00:25:29.000]  餓死你就可以見到耶穌
[00:25:29.000 --> 00:25:33.000]  他沒有關閉教會,他和會眾說
[00:25:33.000 --> 00:25:36.000]  你要做一個方法,就是要捱餓
[00:25:36.000 --> 00:25:40.000]  你要捱餓,捱餓就可以很快上天堂
[00:25:40.000 --> 00:25:43.000]  上天堂的時候就和耶穌相會
[00:25:43.000 --> 00:25:45.000]  那想不想和耶穌相會
[00:25:45.000 --> 00:25:48.000]  想,但是難道真的要捱餓嗎
[00:25:48.000 --> 00:25:50.000]  好像我們沒有這樣去說
[00:25:50.000 --> 00:25:54.000]  不過最嚴重的是當他們這樣去做的時候
[00:25:54.000 --> 00:25:57.000]  肯亞的政府當然去查他們
[00:25:57.000 --> 00:26:05.000]  後來就發現在森林裏面有很多墳墓
[00:26:05.000 --> 00:26:10.000]  他就發現很多家長餓死了小朋友
[00:26:10.000 --> 00:26:14.000]  以致就撞了在墳墓裏面
[00:26:14.000 --> 00:26:18.000]  震驚了整個地方
[00:26:18.000 --> 00:26:22.000]  發現了這個邪教的地方
[00:26:22.000 --> 00:26:25.000]  很多時候都是歪曲了聖經
[00:26:25.000 --> 00:26:27.000]  亂說一些話
[00:26:27.000 --> 00:26:32.000]  令到人犯法或者走上很多不同的路
[00:26:32.000 --> 00:26:34.000]  令到人控制了
[00:26:34.000 --> 00:26:36.000]  這些就是一些名刀名槍
[00:26:36.000 --> 00:26:39.000]  我們知道的時候,我們就不會聽
[00:26:39.000 --> 00:26:44.000]  也不會相信一些錯誤的道理
[00:26:44.000 --> 00:26:47.000]  但是有另外一側在香港
[00:26:47.000 --> 00:26:52.000]  不知道大家對香港的消息有沒有更加了解
[00:26:52.000 --> 00:26:56.000]  在前一兩個星期就出了新聞
[00:26:56.000 --> 00:26:58.000]  就是這個
[00:26:58.000 --> 00:27:02.000]  我想大家有看新聞可能都會知道
[00:27:02.000 --> 00:27:07.000]  因為這個新聞寫得很白
[00:27:07.000 --> 00:27:12.000]  他說在香港裏面有一對信奉
[00:27:12.000 --> 00:27:14.000]  他就這樣說,照讀
[00:27:14.000 --> 00:27:19.000]  是一對基督教靈恩派的夫婦
[00:27:19.000 --> 00:27:27.000]  他們帶著一歲的女兒去探望外婆之後
[00:27:27.000 --> 00:27:28.000]  失去了聯絡
