
[00:00:00.000 --> 00:00:08.000]  大家好,我是大英哲學,很感恩能夠在節目中分享上帝的話語
[00:04:18.000 --> 00:04:19.000]  其實是無所謂的
[00:04:19.000 --> 00:04:21.000]  你沒看中我弟弟的供物
[00:04:21.000 --> 00:04:22.000]  無所謂
[00:04:22.000 --> 00:04:26.000]  正正因為很在乎上帝怎樣看待他
[00:04:26.000 --> 00:04:30.000]  於是上帝因為這一次看不中他的供物
[00:04:30.000 --> 00:04:32.000]  他就非常生氣
[00:04:32.000 --> 00:04:36.000]  該隱的問題不是他不看重上帝
[00:04:36.000 --> 00:04:37.000]  他很看重上帝
[00:04:37.000 --> 00:04:40.000]  他的問題是他內心不夠強大
[00:04:40.000 --> 00:04:45.000]  去克制他內心的嫉妒和憤怒的情緒
[00:04:45.000 --> 00:04:50.000]  最後用了一個非常極端的消滅他者的方法
[00:04:50.000 --> 00:04:53.000]  來使自己內心平復下來
[00:04:53.000 --> 00:04:56.000]  另一個極端的行為就是
[00:04:56.000 --> 00:04:58.000]  消滅自己的方法
[00:04:58.000 --> 00:05:00.000]  他者消滅不到
[00:05:00.000 --> 00:05:03.000]  最後就是以消滅自己的方法
[00:05:03.000 --> 00:05:05.000]  使內心平靜下來
[00:05:05.000 --> 00:05:09.000]  聖經有沒有一些例子說到這方面呢?
[00:05:09.000 --> 00:05:11.000]  我想到的是
[00:05:11.000 --> 00:05:14.000]  以利亞在羅藤樹下求死的故事
[00:05:14.000 --> 00:05:15.000]  我想大家也聽過
[00:05:15.000 --> 00:05:18.000]  記載在聖經上的十九章一到八節
[00:05:18.000 --> 00:05:19.000]  那裡說到
[00:05:19.000 --> 00:05:21.000]  以利亞在加密山上
[00:05:21.000 --> 00:05:26.000]  他一個人抵擋450個巴力的先知
[00:05:26.000 --> 00:05:28.000]  後來將他們通通殺死了
[00:05:28.000 --> 00:05:30.000]  很厲害吧
[00:05:30.000 --> 00:05:32.000]  一點畏懼一點恐懼也沒有
[00:05:32.000 --> 00:05:34.000]  一個對著450個
[00:05:34.000 --> 00:05:35.000]  不是一個打10個
[00:05:35.000 --> 00:05:36.000]  一個對著450個
[00:05:36.000 --> 00:05:38.000]  一點恐懼畏懼也沒有
[00:05:38.000 --> 00:05:39.000]  很厲害
[00:05:39.000 --> 00:05:41.000]  不過這件事之後
[00:05:41.000 --> 00:05:43.000]  當耶駒別
[00:05:43.000 --> 00:05:45.000]  大家知道他是誰嗎?
[00:05:45.000 --> 00:05:47.000]  當時亞哈王的妻子
[00:05:47.000 --> 00:05:51.000]  他知道了之後就派人去追殺以利亞
[00:05:51.000 --> 00:05:54.000]  以利亞突然間很害怕
[00:05:54.000 --> 00:05:55.000]  然後他就逃跑
[00:05:55.000 --> 00:05:56.000]  去了曠野
[00:05:56.000 --> 00:06:01.000]  然後在一棵羅藤樹下求死
[00:06:01.000 --> 00:06:03.000]  是不是很大的差別?
[00:06:03.000 --> 00:06:06.000]  一個對著450人也不害怕
[00:06:06.000 --> 00:06:08.000]  現在只不過有一個風聲
[00:06:08.000 --> 00:06:10.000]  皇后耶駒別要追殺他
[00:06:10.000 --> 00:06:13.000]  有多久也沒有殺到馬利生
[00:06:13.000 --> 00:06:15.000]  但是他突然間很恐懼
[00:06:15.000 --> 00:06:19.000]  他起來逃命並且要求死
[00:06:19.000 --> 00:06:24.000]  每一個人無論有多厲害有多厲害也好
[00:06:24.000 --> 00:06:26.000]  也會有脆弱的時候
[00:06:26.000 --> 00:06:28.000]  越是成功的人
[00:06:28.000 --> 00:06:32.000]  就越難去面對人生的挫敗挫折
[00:06:32.000 --> 00:06:35.000]  於是最後他會想到死亡
[00:06:35.000 --> 00:06:39.000]  死亡就是一個最後的解決
[00:06:39.000 --> 00:06:43.000]  解脫自我肯定自我的最後手段
[00:06:43.000 --> 00:06:46.000]  困擾自己的他者解決不了
[00:06:46.000 --> 00:06:50.000]  最後就唯有解決自己
[00:06:50.000 --> 00:06:54.000]  這是他最後肯定自己的一個手段
[00:06:54.000 --> 00:06:57.000]  其實自殺的行為也是這樣
[00:06:57.000 --> 00:07:00.000]  自殺就是最後一條命也是我的
[00:07:00.000 --> 00:07:03.000]  是我去決定我自己的命運
[00:07:03.000 --> 00:07:06.000]  這兩個例子就告訴我們
[00:07:06.000 --> 00:07:08.000]  內心脆弱的人
[00:07:08.000 --> 00:07:12.000]  其實可以有很多激進的行動產生出來
[00:07:12.000 --> 00:07:15.000]  當然我們日常不會有這麼激進的行動
[00:07:15.000 --> 00:07:21.000]  但內心脆弱也會帶來很多心理各方面的人際關係的影響
[00:07:21.000 --> 00:07:25.000]  於是如何成為一個內心強大的人
[00:07:25.000 --> 00:07:27.000]  真的是一個很重要的問題
[00:07:27.000 --> 00:07:30.000]  外面的人一般的建議就是
[00:07:30.000 --> 00:07:33.000]  叫我們看開一點
[00:07:33.000 --> 00:07:35.000]  有心者有所慮
[00:07:35.000 --> 00:07:37.000]  無心者就無所謂
[00:07:37.000 --> 00:07:40.000]  基督徒有什麼方法
[00:07:40.000 --> 00:07:43.000]  基督徒我們說要做一個內心強大的人
[00:07:43.000 --> 00:07:46.000]  我們有什麼方法
[00:07:46.000 --> 00:07:49.000]  我們所說的和外面不相信的人
[00:07:49.000 --> 00:07:51.000]  有沒有什麼不同呢
[00:07:51.000 --> 00:07:53.000]  有沒有什麼分別呢
[00:07:53.000 --> 00:07:55.000]  我們是不是只說看開一點呢
[00:07:55.000 --> 00:07:57.000]  是不是只有這樣呢
[00:07:57.000 --> 00:08:03.000]  聖經裡面其實有很多內心強大的人物
[00:08:03.000 --> 00:08:05.000]  例如大衛摩西
[00:08:05.000 --> 00:08:07.000]  今天時間關係
[00:08:07.000 --> 00:08:10.000]  我就特別選擇了保羅和大家來思考一下
[00:08:10.000 --> 00:08:13.000]  保羅的內心如何強大呢
[00:08:13.000 --> 00:08:15.000]  為什麼可以這麼強大呢
[00:08:15.000 --> 00:08:17.000]  今天就選擇了
[00:08:17.000 --> 00:08:19.000]  菲勒比書四章十到十五節
[00:08:19.000 --> 00:08:21.000]  這段經文和大家來看一看
[00:08:21.000 --> 00:08:23.000]  剛才主席已經讀了
[00:08:23.000 --> 00:08:26.000]  我就不再重複和大家讀一次
[00:08:26.000 --> 00:08:30.000]  保羅是在什麼處境下
[00:08:30.000 --> 00:08:33.000]  寫下這段文字呢
[00:08:33.000 --> 00:08:35.000]  我們大概知道
[00:08:35.000 --> 00:08:37.000]  菲勒比書的開頭就說到
[00:08:37.000 --> 00:08:41.000]  他是為基督的緣故受困所
[00:08:41.000 --> 00:08:44.000]  有預認的全軍在看守
[00:08:44.000 --> 00:08:46.000]  就是說他是在坐牢
[00:08:46.000 --> 00:08:49.000]  當時保羅在哪裡坐牢呢
[00:08:49.000 --> 00:08:51.000]  學者估計有幾個可能性
[00:08:51.000 --> 00:08:52.000]  一是羅馬
[00:08:52.000 --> 00:08:53.000]  一是蓋薩尼亞
[00:08:53.000 --> 00:08:54.000]  一是以弗所
[00:08:54.000 --> 00:08:55.000]  一是哥林多
[00:08:55.000 --> 00:08:58.000]  不過無論什麼地方都好
[00:08:58.000 --> 00:09:02.000]  坐牢絕對不是一件開心的事
[00:09:02.000 --> 00:09:06.000]  坐牢始終是一個叫人痛苦的經驗
[00:09:06.000 --> 00:09:09.000]  譬如沒有了活動的自由
[00:09:09.000 --> 00:09:12.000]  沒有了正常社交的活動
[00:09:12.000 --> 00:09:15.000]  不是說自己喜歡做什麼就做什麼
[00:09:15.000 --> 00:09:17.000]  睡也睡不好
[00:09:17.000 --> 00:09:18.000]  吃也吃不好
[00:09:18.000 --> 00:09:21.000]  還有很多監倉裡面的潛規則
[00:09:21.000 --> 00:09:22.000]  你要遵守的
[00:09:22.000 --> 00:09:25.000]  旁邊的囚犯
[00:09:25.000 --> 00:09:27.000]  可能脾氣不是很好
[00:09:27.000 --> 00:09:29.000]  所以在監獄裡面生活
[00:09:29.000 --> 00:09:30.000]  其實一點都不容易
[00:09:30.000 --> 00:09:31.000]  很痛苦的
[00:09:31.000 --> 00:09:34.000]  我自己就沒坐過牢
[00:09:34.000 --> 00:09:37.000]  不過我看監獄風雲看了很多次
[00:09:37.000 --> 00:09:41.000]  我不知道當時保羅的情況是好一點還是差一點
[00:09:41.000 --> 00:09:43.000]  不過坐牢是痛苦的
[00:09:43.000 --> 00:09:45.000]  是不容易的
[00:09:45.000 --> 00:09:48.000]  不單止他要面對坐牢的痛苦
[00:09:48.000 --> 00:09:50.000]  書信的開頭說到
[00:09:50.000 --> 00:09:53.000]  他當時還要面對一些說話的攻擊
[00:09:53.000 --> 00:09:55.000]  外面有很多閒言閒語
[00:09:55.000 --> 00:09:57.000]  有很多壞話在四處散播
[00:09:57.000 --> 00:09:58.000]  保羅說
[00:09:58.000 --> 00:10:00.000]  有些是出於質度
[00:10:00.000 --> 00:10:03.000]  有些是出於自私動機不順
[00:10:03.000 --> 00:10:08.000]  企圖要加增他受困所的苦楚
[00:10:08.000 --> 00:10:11.000]  保羅當時要面對很多造謠生事
[00:10:11.000 --> 00:10:12.000]  很多壞話
[00:10:12.000 --> 00:10:14.000]  很多捏造的
[00:10:14.000 --> 00:10:17.000]  不真實的說話在攻擊他
[00:10:17.000 --> 00:10:18.000]  痛不痛苦啊?
[00:10:18.000 --> 00:10:21.000]  頂尖有沒有試過被人說壞話?
[00:10:21.000 --> 00:10:24.000]  有沒有試過在外面被人說一些說話
[00:10:24.000 --> 00:10:25.000]  其實那些是不真實的
[00:10:25.000 --> 00:10:26.000]  但是不斷在說你
[00:10:26.000 --> 00:10:28.000]  有沒有試過?
[00:10:28.000 --> 00:10:30.000]  很痛苦啊
[00:10:30.000 --> 00:10:33.000]  很多年前我去德國讀書的時候
[00:10:33.000 --> 00:10:35.000]  曾經幫過一個學生
[00:10:35.000 --> 00:10:38.000]  因為他要找一個地方住
[00:10:38.000 --> 00:10:41.000]  當時大學已經沒有位置了
[00:10:41.000 --> 00:10:43.000]  我們那個住所有一間房
[00:10:43.000 --> 00:10:45.000]  可以暫時借給他住
[00:10:45.000 --> 00:10:48.000]  那間房平時我是拿來去溫習
[00:10:48.000 --> 00:10:50.000]  去做研究去寫作
[00:10:50.000 --> 00:10:52.000]  不過見他找不到地方
[00:10:52.000 --> 00:10:54.000]  他又是住在內地的人
[00:10:54.000 --> 00:10:57.000]  我們就說讓他在那裡住一段時間
[00:10:57.000 --> 00:10:59.000]  我們說不收費的
[00:10:59.000 --> 00:11:01.000]  等他找到一個地方
[00:11:01.000 --> 00:11:03.000]  他就搬出去了
[00:11:03.000 --> 00:11:05.000]  大概住了一個月之後
[00:11:05.000 --> 00:11:07.000]  他就搬出去了
[00:11:07.000 --> 00:11:08.000]  後來沒多久
[00:11:08.000 --> 00:11:11.000]  我從一些朋友聽到
[00:11:11.000 --> 00:11:12.000]  不知道為什麼這位
[00:11:12.000 --> 00:11:14.000]  我們曾經幫過的朋友
[00:11:14.000 --> 00:11:16.000]  主內的學生
[00:11:16.000 --> 00:11:18.000]  弟兄姊妹
[00:11:18.000 --> 00:11:19.000]  竟然在外面
[00:11:19.000 --> 00:11:21.000]  用一些不太好的說話
[00:11:21.000 --> 00:11:23.000]  去說我們
[00:11:23.000 --> 00:11:25.000]  其實我們都沒有對他做什麼
[00:11:25.000 --> 00:11:29.000]  他說很多說話不真實
[00:11:29.000 --> 00:11:31.000]  我們聽完之後
[00:11:31.000 --> 00:11:33.000]  很痛苦
[00:11:33.000 --> 00:11:36.000]  我們是無償地幫他
[00:11:36.000 --> 00:11:38.000]  為什麼他出去
[00:11:38.000 --> 00:11:40.000]  會這樣去說一些
[00:11:40.000 --> 00:11:42.000]  重傷我們的說話
[00:11:42.000 --> 00:11:44.000]  我們做錯了什麼
[00:11:44.000 --> 00:11:46.000]  被人說一些壞話
[00:11:46.000 --> 00:11:48.000]  是很難受的
[00:11:48.000 --> 00:11:51.000]  保羅他為基督的緣故
[00:11:51.000 --> 00:11:53.000]  去傳福音是一件好事
[00:11:53.000 --> 00:11:54.000]  為什麼他坐牢的時候
[00:11:54.000 --> 00:11:56.000]  會有這麼多說話在攻擊他
[00:11:56.000 --> 00:12:00.000]  其實是很難受的一件事
[00:12:00.000 --> 00:12:01.000]  內心脆弱一點
[00:12:01.000 --> 00:12:02.000]  應該都崩潰了
[00:12:02.000 --> 00:12:04.000]  撐不住了
[00:12:04.000 --> 00:12:06.000]  保羅當時他怎樣去回應
[00:12:06.000 --> 00:12:09.000]  去面對這個處境
[00:12:09.000 --> 00:12:11.000]  在四章的第十節
[00:12:11.000 --> 00:12:12.000]  首先保羅說
[00:12:12.000 --> 00:12:14.000]  我靠主大大喜樂
[00:12:14.000 --> 00:12:17.000]  在原文裡面
[00:12:17.000 --> 00:12:19.000]  那個說話應該是說
[00:12:19.000 --> 00:12:22.000]  我在主裡面大大喜樂
[00:12:22.000 --> 00:12:25.000]  I rejoice in the Lord greatly
[00:12:25.000 --> 00:12:28.000]  在主裡面大大喜樂
[00:12:28.000 --> 00:12:30.000]  他當時是一個
[00:12:30.000 --> 00:12:32.000]  極度艱難困苦的裡面
[00:12:32.000 --> 00:12:34.000]  但是他靠主
[00:12:34.000 --> 00:12:36.000]  在主裡面仍然有喜樂
[00:12:36.000 --> 00:12:38.000]  不是小小的喜樂
[00:12:38.000 --> 00:12:41.000]  是大大的喜樂
[00:12:41.000 --> 00:12:43.000]  面對煩惱
[00:12:43.000 --> 00:12:44.000]  面對挫折的時候
[00:12:44.000 --> 00:12:46.000]  外面的人一般的提議
[00:12:46.000 --> 00:12:47.000]  就是我們要看開一點
[00:12:47.000 --> 00:12:49.000]  不要想一二邊
[00:12:49.000 --> 00:12:50.000]  但我們都知道
[00:12:50.000 --> 00:12:52.000]  其實能不能做到
[00:12:52.000 --> 00:12:53.000]  做不到吧
[00:12:53.000 --> 00:12:55.000]  因為我們就是
[00:12:55.000 --> 00:12:57.000]  不能夠看開一點
[00:12:57.000 --> 00:12:59.000]  大家有沒有試過失眠
[00:12:59.000 --> 00:13:01.000]  有沒有試過睡不著覺
[00:13:01.000 --> 00:13:03.000]  如果身邊的人跟你說
[00:13:03.000 --> 00:13:05.000]  不要想那麼多
[00:13:05.000 --> 00:13:06.000]  安靜就能睡了
[00:13:06.000 --> 00:13:07.000]  有沒有用
[00:13:07.000 --> 00:13:10.000]  沒有用吧
[00:13:10.000 --> 00:13:12.000]  內心平平靜下來
[00:13:12.000 --> 00:13:15.000]  那個是情感的問題
[00:13:15.000 --> 00:13:16.000]  不是思想的問題
[00:13:16.000 --> 00:13:18.000]  不是說我的思想
[00:13:18.000 --> 00:13:20.000]  我的意志說要靜下來
[00:13:20.000 --> 00:13:23.000]  不要想那麼多就行了
[00:13:23.000 --> 00:13:25.000]  情感的問題只能夠通過
[00:13:25.000 --> 00:13:27.000]  情感的方法去處理
[00:13:27.000 --> 00:13:29.000]  得不到尊重的人
[00:13:29.000 --> 00:13:32.000]  你要讓他感受到尊重
[00:13:32.000 --> 00:13:34.000]  得不到安全感的人
[00:13:34.000 --> 00:13:36.000]  你要讓他感受到安全感
[00:13:36.000 --> 00:13:39.000]  一個長期得不到肯定的人
[00:13:39.000 --> 00:13:42.000]  你要讓他經歷到愛和接納
[00:13:42.000 --> 00:13:44.000]  情感的問題只能夠通過
[00:13:44.000 --> 00:13:47.000]  情感的方法去處理
[00:13:47.000 --> 00:13:50.000]  為什麼保羅被人抓去坐牢
[00:13:50.000 --> 00:13:52.000]  在外面有很多說話攻擊他的時候
[00:13:52.000 --> 00:13:56.000]  他仍然可以大大喜樂
[00:13:56.000 --> 00:14:00.000]  因為他在主裡面
[00:14:00.000 --> 00:14:03.000]  經歷到那種平安
[00:14:03.000 --> 00:14:09.000]  是大大蓋過他的苦楚
[00:14:09.000 --> 00:14:10.000]  丙姐妹
[00:14:10.000 --> 00:14:13.000]  喜樂是一個經歷的問題
[00:14:13.000 --> 00:14:17.000]  喜樂是主賜下的一個經歷
[00:14:17.000 --> 00:14:21.000]  不是頭腦和理智上的問題
[00:14:21.000 --> 00:14:24.000]  大家吃完飯回家
[00:14:24.000 --> 00:14:27.000]  試試跟自己說三次
[00:14:27.000 --> 00:14:29.000]  我要喜樂
[00:14:29.000 --> 00:14:31.000]  看看能不能立刻喜樂
[00:14:31.000 --> 00:14:33.000]  是不行的
[00:14:33.000 --> 00:14:35.000]  喜樂是要在主裡面
[00:14:35.000 --> 00:14:39.000]  是主賜下來的一個經驗
[00:14:39.000 --> 00:14:41.000]  主耶穌和門徒說過
[00:14:41.000 --> 00:14:42.000]  在《讓福音》十五章
[00:14:42.000 --> 00:14:44.000]  耶穌說我是葡萄樹
[00:14:44.000 --> 00:14:45.000]  你們是枝子
[00:14:45.000 --> 00:14:46.000]  常在我裡面
[00:14:46.000 --> 00:14:48.000]  我也常在他裡面
[00:14:48.000 --> 00:14:49.000]  你了我
[00:14:49.000 --> 00:14:51.000]  你們不能作什麼
[00:14:51.000 --> 00:14:54.000]  為什麼有些事情我們做不到
[00:14:54.000 --> 00:14:57.000]  是不是因為能力不夠
[00:14:57.000 --> 00:14:59.000]  是不是因為資源不夠
[00:14:59.000 --> 00:15:01.000]  因為我們人脈不多
[00:15:01.000 --> 00:15:03.000]  這些都是原因
[00:15:03.000 --> 00:15:04.000]  不過更多時候
[00:15:04.000 --> 00:15:07.000]  我們之所以有些事情做不到
[00:15:07.000 --> 00:15:10.000]  因為我們內心出現了問題
[00:15:10.000 --> 00:15:12.000]  有焦慮和恐懼
[00:15:12.000 --> 00:15:14.000]  本來那件事情很簡單
[00:15:14.000 --> 00:15:16.000]  很容易處理
[00:15:16.000 --> 00:15:18.000]  因為我們內心有恐懼和焦慮
[00:15:18.000 --> 00:15:20.000]  那件事情就變得很困難
[00:15:20.000 --> 00:15:22.000]  做不到
[00:15:22.000 --> 00:15:24.000]  為什麼以色列人的先祖
[00:15:24.000 --> 00:15:26.000]  要在曠野漂流四十年
[00:15:26.000 --> 00:15:27.000]  大家都知道吧
[00:15:27.000 --> 00:15:29.000]  因為有十二探子去了迦南
[00:15:29.000 --> 00:15:31.000]  有十個回來回報的時候
[00:15:31.000 --> 00:15:33.000]  那些人很大隻
[00:15:33.000 --> 00:15:35.000]  很厲害
[00:15:35.000 --> 00:15:38.000]  我們好像蚱蜢一樣
[00:15:38.000 --> 00:15:43.000]  本來以色列人要得到迦南
[00:15:43.000 --> 00:15:44.000]  其實很容易
[00:15:44.000 --> 00:15:46.000]  因為上帝應許了
[00:15:46.000 --> 00:15:50.000]  耶利哥的城是很難攻陷的
[00:15:50.000 --> 00:15:52.000]  走七個圈已經搞定了
[00:15:52.000 --> 00:15:53.000]  其實很容易的
[00:15:53.000 --> 00:15:54.000]  隨手可得
[00:15:54.000 --> 00:15:57.000]  為什麼最後他們要漂流四十年
[00:15:57.000 --> 00:15:59.000]  因為內心恐懼
[00:15:59.000 --> 00:16:00.000]  內心焦慮
[00:16:00.000 --> 00:16:05.000]  他們忘記了上帝是他們最終的依靠
[00:16:05.000 --> 00:16:07.000]  為什麼人會失敗
[00:16:07.000 --> 00:16:09.000]  因為我們內心出現了問題
[00:16:09.000 --> 00:16:11.000]  我們有恐懼
[00:16:11.000 --> 00:16:13.000]  我們會焦慮
[00:16:13.000 --> 00:16:15.000]  我們覺得很無助
[00:16:15.000 --> 00:16:17.000]  甚至我們覺得絕望
[00:16:17.000 --> 00:16:20.000]  前面沒有路可以再走下去
[00:16:20.000 --> 00:16:23.000]  怎樣去面對這些內心的情緒
[00:16:23.000 --> 00:16:24.000]  當然
[00:16:24.000 --> 00:16:27.000]  見父道是一個方法
[00:16:27.000 --> 00:16:28.000]  但更加重要的
[00:16:28.000 --> 00:16:30.000]  就是在主裡面
[00:16:30.000 --> 00:16:33.000]  通過與主結連
[00:16:33.000 --> 00:16:36.000]  好像葡萄樹與枝子一樣
[00:16:36.000 --> 00:16:41.000]  在主裡面經歷祂所賜的平安和愛
[00:16:41.000 --> 00:16:46.000]  在那裡克服我們內心的恐懼和焦慮
[00:16:46.000 --> 00:16:47.000]  耶穌曾經應許過我們
[00:16:47.000 --> 00:16:49.000]  在《約翰福音》14章27節
[00:16:49.000 --> 00:16:52.000]  耶穌說我要將我的平安賜給你們
[00:16:52.000 --> 00:16:54.000]  我所賜的平安
[00:16:54.000 --> 00:16:56.000]  不像是世人所賜的
[00:16:56.000 --> 00:16:58.000]  你們心裡不要憂愁
[00:16:58.000 --> 00:17:01.000]  也不要膽怯
[00:17:01.000 --> 00:17:04.000]  我們每個人都經歷過膽怯的時候
[00:17:04.000 --> 00:17:08.000]  當憂愁或膽怯來到的時候
[00:17:08.000 --> 00:17:09.000]  主耶穌應許過
[00:17:09.000 --> 00:17:12.000]  祂說祂所賜的平安喜樂
[00:17:12.000 --> 00:17:16.000]  就會給我們力量去面對去克服
[00:17:16.000 --> 00:17:19.000]  耶穌可以通過很多的渠道
[00:17:19.000 --> 00:17:21.000]  給我們平安和喜樂
[00:17:21.000 --> 00:17:23.000]  可以通過一首詩歌
[00:17:23.000 --> 00:17:25.000]  通過一篇訊息
[00:17:25.000 --> 00:17:27.000]  通過一個崇拜
[00:17:27.000 --> 00:17:29.000]  可以通過很多不同的渠道
[00:17:29.000 --> 00:17:32.000]  祂會賜下平安和喜樂
[00:17:33.000 --> 00:17:36.000]  在德國進修那幾年
[00:17:36.000 --> 00:17:41.000]  曾經也試過有迷茫和焦慮的時候
[00:17:41.000 --> 00:17:44.000]  特別是頭一年是最艱難的
[00:17:44.000 --> 00:17:45.000]  人生路不熟
[00:17:45.000 --> 00:17:47.000]  語言又不通
[00:17:47.000 --> 00:17:48.000]  不容易
[00:17:48.000 --> 00:17:51.000]  曾經想過撿包袱回香港
[00:17:51.000 --> 00:17:53.000]  不過又想起很多靈姐妹
[00:17:53.000 --> 00:17:56.000]  背後有支持和祈禱
[00:17:56.000 --> 00:17:58.000]  這樣回頭好像不知如何交代
[00:17:58.000 --> 00:18:01.000]  很多內心的掙扎
[00:18:01.000 --> 00:18:03.000]  很多困難和困擾
