
[00:00:00.000 --> 00:00:06.000]  各位大家剛才聽到葉華先生和他太太的分享
[00:02:42.000 --> 00:02:44.000]  為什麼再結婚呢?
[00:02:44.000 --> 00:02:46.000]  原來是一個這麼感人的故事
[00:02:46.000 --> 00:02:48.000]  各位
[00:02:48.000 --> 00:02:50.000]  各位
[00:02:50.000 --> 00:02:52.000]  這是很真實的
[00:02:52.000 --> 00:02:54.000]  我告訴大家
[00:02:54.000 --> 00:02:56.000]  我做牧師這麼久
[00:02:56.000 --> 00:02:58.000]  我做了很多年牧師
[00:02:58.000 --> 00:03:02.000]  今年我做了六十多年牧師
[00:03:02.000 --> 00:03:04.000]  咦?
[00:03:04.000 --> 00:03:06.000]  在當中還沒有出生
[00:03:06.000 --> 00:03:10.000]  我多少歲呢?
[00:03:10.000 --> 00:03:12.000]  保守秘密
[00:03:12.000 --> 00:03:14.000]  大家想想
[00:03:14.000 --> 00:03:16.000]  各位
[00:03:16.000 --> 00:03:18.000]  這是一個這樣的情況
[00:03:18.000 --> 00:03:20.000]  我告訴大家
[00:03:20.000 --> 00:03:22.000]  聖誕節快到了
[00:03:22.000 --> 00:03:24.000]  幾十年前
[00:03:24.000 --> 00:03:26.000]  聖誕節
[00:03:26.000 --> 00:03:28.000]  很高興
[00:03:28.000 --> 00:03:30.000]  很多人洗禮
[00:03:30.000 --> 00:03:32.000]  那一年
[00:03:32.000 --> 00:03:34.000]  有八十多人洗禮
[00:03:34.000 --> 00:03:38.000]  我做禮拜的時候
[00:03:38.000 --> 00:03:40.000]  不能夠八十多人洗禮
[00:03:40.000 --> 00:03:42.000]  花了很多時間
[00:03:42.000 --> 00:03:44.000]  我特別舉行了一個
[00:03:44.000 --> 00:03:46.000]  洗禮的聚會
[00:03:46.000 --> 00:03:48.000]  在聖誕節的下午
[00:03:48.000 --> 00:03:52.000]  那天
[00:03:52.000 --> 00:03:54.000]  我的禮拜堂坐滿了人
[00:03:54.000 --> 00:03:56.000]  我禮拜堂從哪裡來呢?
[00:03:56.000 --> 00:03:58.000]  是灣仔一間紅磚屋
[00:03:58.000 --> 00:04:00.000]  三角禮拜堂
[00:04:00.000 --> 00:04:02.000]  坐滿了人
[00:04:02.000 --> 00:04:04.000]  那
[00:04:04.000 --> 00:04:06.000]  我說為什麼這麼重要呢?
[00:04:06.000 --> 00:04:08.000]  原來
[00:04:08.000 --> 00:04:10.000]  那一年
[00:04:10.000 --> 00:04:12.000]  我便要退休了
[00:04:12.000 --> 00:04:14.000]  二十多年前
[00:04:14.000 --> 00:04:16.000]  我退休了
[00:04:16.000 --> 00:04:18.000]  我退休了
[00:04:18.000 --> 00:04:20.000]  那些人知道
[00:04:20.000 --> 00:04:22.000]  李牧師退休了
[00:04:22.000 --> 00:04:24.000]  我便趕快給他洗禮
[00:04:24.000 --> 00:04:26.000]  二十多人
[00:04:26.000 --> 00:04:28.000]  其中有一個
[00:04:28.000 --> 00:04:30.000]  像葉華生這樣的病態賭徒
[00:04:30.000 --> 00:04:32.000]  故事
[00:04:32.000 --> 00:04:34.000]  真的差不多像葉華
[00:04:34.000 --> 00:04:36.000]  他
[00:04:36.000 --> 00:04:38.000]  憑著
[00:04:38.000 --> 00:04:40.000]  在我門口的電子板
[00:04:40.000 --> 00:04:42.000]  寫著
[00:04:42.000 --> 00:04:44.000]  一段聖經
[00:04:44.000 --> 00:04:46.000]  這段聖經說
[00:04:46.000 --> 00:04:48.000]  凡路苦擔重擔的人
[00:04:48.000 --> 00:04:50.000]  可以到我這裡來
[00:04:50.000 --> 00:04:52.000]  我就使得安息
[00:04:52.000 --> 00:04:54.000]  這個人進入了我的禮拜堂
[00:04:54.000 --> 00:04:56.000]  我建了一間禮拜堂
[00:04:56.000 --> 00:04:58.000]  重建的
[00:04:58.000 --> 00:05:00.000]  我的規矩就是
[00:05:00.000 --> 00:05:02.000]  打開禮拜堂的門
[00:05:02.000 --> 00:05:04.000]  禮拜堂的門常要打開
[00:05:04.000 --> 00:05:06.000]  而且禮拜堂是祈禱的電
[00:05:06.000 --> 00:05:08.000]  要隨時被人祈禱
[00:05:08.000 --> 00:05:10.000]  現在你去到灣仔的禮拜堂
[00:05:10.000 --> 00:05:12.000]  樓下有個房間
[00:05:12.000 --> 00:05:14.000]  是祈禱室
[00:05:14.000 --> 00:05:16.000]  直到現在每天都有幾十人
[00:05:16.000 --> 00:05:18.000]  不是我們教會的
[00:05:18.000 --> 00:05:20.000]  有些人在裡面祈禱
[00:05:20.000 --> 00:05:22.000]  我打開門
[00:05:22.000 --> 00:05:24.000]  被人進去
[00:05:24.000 --> 00:05:26.000]  這位賭徒
[00:05:26.000 --> 00:05:28.000]  因為看到電子板
[00:05:28.000 --> 00:05:30.000]  又被老婆趕出去
[00:05:30.000 --> 00:05:32.000]  又收到球場
[00:05:36.000 --> 00:05:38.000]  這是我的禮拜堂
[00:05:38.000 --> 00:05:40.000]  他那天比以為更慘
[00:05:40.000 --> 00:05:42.000]  想自殺
[00:05:42.000 --> 00:05:44.000]  來到門口
[00:05:44.000 --> 00:05:46.000]  看到這個字
[00:05:46.000 --> 00:05:48.000]  為什麼這麼奇怪
[00:05:48.000 --> 00:05:50.000]  進去坐在那裡
[00:05:50.000 --> 00:05:52.000]  為什麼祈禱室這麼奇怪
[00:05:52.000 --> 00:05:54.000]  這麼多聖經在那裡
[00:05:54.000 --> 00:05:56.000]  怎知道他一打開聖經
[00:05:56.000 --> 00:06:00.000]  你猜他站在哪裡
[00:06:00.000 --> 00:06:02.000]  約翰福音
[00:06:02.000 --> 00:06:04.000]  十五章
[00:06:04.000 --> 00:06:06.000]  講浪子回家的故事
[00:06:06.000 --> 00:06:10.000]  他第一次看
[00:06:10.000 --> 00:06:12.000]  他哭了起來
[00:06:12.000 --> 00:06:14.000]  哭了起來
[00:06:14.000 --> 00:06:16.000]  我有個童工走過
[00:06:16.000 --> 00:06:18.000]  看到他
[00:06:18.000 --> 00:06:20.000]  就跟他說福音
[00:06:20.000 --> 00:06:22.000]  他很感動
[00:06:22.000 --> 00:06:24.000]  跟他祈禱
[00:06:24.000 --> 00:06:26.000]  結果
[00:06:26.000 --> 00:06:28.000]  那一次
[00:06:28.000 --> 00:06:30.000]  我和我的童工
[00:06:30.000 --> 00:06:32.000]  跟他說福音的時候
[00:06:32.000 --> 00:06:34.000]  一定要放下
[00:06:34.000 --> 00:06:36.000]  這個壞習慣
[00:06:36.000 --> 00:06:38.000]  過一次洗禮
[00:06:38.000 --> 00:06:40.000]  老婆又離婚了
[00:06:40.000 --> 00:06:42.000]  那一次洗禮
[00:06:42.000 --> 00:06:44.000]  我今天沒有準備講章
[00:06:44.000 --> 00:06:46.000]  因為我今天不用講章
[00:06:46.000 --> 00:06:48.000]  特別聽了見證之後
[00:06:48.000 --> 00:06:50.000]  我就隨心而發
[00:06:50.000 --> 00:06:52.000]  希望神的靈動功
[00:06:52.000 --> 00:06:54.000]  感動在在各位
[00:06:54.000 --> 00:06:56.000]  為什麼呢
[00:06:56.000 --> 00:06:58.000]  那一次
[00:07:00.000 --> 00:07:02.000]  洗禮的時候
[00:07:02.000 --> 00:07:04.000]  因為很多人
[00:07:04.000 --> 00:07:06.000]  很多人
[00:07:06.000 --> 00:07:08.000]  所以我就要下午
[00:07:08.000 --> 00:07:10.000]  我就有八十多人洗禮
[00:07:10.000 --> 00:07:12.000]  我就找了幾個
[00:07:12.000 --> 00:07:14.000]  做見證
[00:07:14.000 --> 00:07:16.000]  我當然是找這個
[00:07:16.000 --> 00:07:20.000]  這位姓謝的
[00:07:20.000 --> 00:07:22.000]  不是姓葉的
[00:07:22.000 --> 00:07:24.000]  不是
[00:07:24.000 --> 00:07:28.000]  其他的姓
[00:07:28.000 --> 00:07:30.000]  也不是
[00:07:30.000 --> 00:07:32.000]  華哥
[00:07:32.000 --> 00:07:36.000]  竟然
[00:07:36.000 --> 00:07:38.000]  他出來做見證
[00:07:38.000 --> 00:07:40.000]  在整個洗禮當中
[00:07:40.000 --> 00:07:42.000]  他就說
[00:07:42.000 --> 00:07:44.000]  他自己
[00:07:44.000 --> 00:07:46.000]  一樣像自己的見證一樣
[00:07:46.000 --> 00:07:50.000]  那一刻他停了
[00:07:50.000 --> 00:07:54.000]  原來他看著頭
[00:07:56.000 --> 00:07:58.000]  後面知道醒水了
[00:07:58.000 --> 00:08:00.000]  當然是他太太
[00:08:00.000 --> 00:08:02.000]  來了
[00:08:02.000 --> 00:08:04.000]  那我就走出去
[00:08:04.000 --> 00:08:06.000]  按了按鈕
[00:08:06.000 --> 00:08:08.000]  等一下
[00:08:08.000 --> 00:08:10.000]  我問一下
[00:08:10.000 --> 00:08:12.000]  是不是謝太太來了
[00:08:12.000 --> 00:08:14.000]  看那邊
[00:08:14.000 --> 00:08:16.000]  如果是
[00:08:16.000 --> 00:08:18.000]  你太太來了
[00:08:18.000 --> 00:08:22.000]  你叫出來好不好
[00:08:22.000 --> 00:08:24.000]  這個做見證的按了按鈕
[00:08:24.000 --> 00:08:26.000]  我說
[00:08:26.000 --> 00:08:28.000]  是謝太太
[00:08:28.000 --> 00:08:30.000]  姓謝的謝太太
[00:08:30.000 --> 00:08:32.000]  我叫了幾次
[00:08:32.000 --> 00:08:34.000]  都沒有人認
[00:08:34.000 --> 00:08:36.000]  我以為他不肯
[00:08:36.000 --> 00:08:38.000]  或者沒有來到
[00:08:38.000 --> 00:08:40.000]  誰知道突然間
[00:08:40.000 --> 00:08:42.000]  我看到後面的女人舉了手
[00:08:42.000 --> 00:08:44.000]  我說
[00:08:44.000 --> 00:08:46.000]  謝太太你來了
[00:08:46.000 --> 00:08:47.000]  真的好
[00:08:47.000 --> 00:08:49.000]  可不可以出來
[00:08:49.000 --> 00:08:51.000]  當她說到離婚的時候
[00:08:51.000 --> 00:08:53.000]  離婚的時候
[00:08:53.000 --> 00:08:55.000]  由於是聖誕節
[00:08:55.000 --> 00:08:57.000]  那張離婚書還沒有簽
[00:08:57.000 --> 00:09:01.000]  說到這時
[00:09:01.000 --> 00:09:03.000]  他自己流眼淚
[00:09:03.000 --> 00:09:05.000]  原來他太太坐在後面
[00:09:05.000 --> 00:09:07.000]  我就請她出來
[00:09:07.000 --> 00:09:09.000]  我告訴大家
[00:09:09.000 --> 00:09:11.000]  這是我做牧師一個最難忘的經驗
[00:09:11.000 --> 00:09:13.000]  我就把他們兩個拉起來
[00:09:13.000 --> 00:09:17.000]  各位
[00:09:17.000 --> 00:09:19.000]  這個就是謝太太
[00:09:19.000 --> 00:09:21.000]  這位是今天洗禮的謝先生
[00:09:21.000 --> 00:09:26.000]  我在各位的面前
[00:09:26.000 --> 00:09:28.000]  想問問她
[00:09:28.000 --> 00:09:30.000]  謝太太
[00:09:30.000 --> 00:09:32.000]  你是不是真的要離婚
[00:09:32.000 --> 00:09:35.000]  你肯不肯說不離婚
[00:09:35.000 --> 00:09:37.000]  你肯不肯和她在一起
[00:09:37.000 --> 00:09:40.000]  在這個時候
[00:09:40.000 --> 00:09:42.000]  那個謝太太
[00:09:42.000 --> 00:09:44.000]  點頭
[00:09:44.000 --> 00:09:46.000]  全場鼓掌
[00:09:46.000 --> 00:09:48.000]  哇
[00:09:48.000 --> 00:09:50.000]  真是很重要
[00:09:50.000 --> 00:09:52.000]  在離婚的時候
[00:09:52.000 --> 00:09:54.000]  我親自把他們兩個拉起來
[00:09:54.000 --> 00:09:56.000]  兩個抱著
[00:09:56.000 --> 00:10:00.000]  哭了起來
[00:10:00.000 --> 00:10:02.000]  我主持禮拜
[00:10:02.000 --> 00:10:04.000]  主持報道會
[00:10:04.000 --> 00:10:06.000]  未曾見過一個人哭
[00:10:06.000 --> 00:10:08.000]  一個聚會哭
[00:10:08.000 --> 00:10:10.000]  這麼多人哭
[00:10:10.000 --> 00:10:12.000]  很多人在聚會中流眼淚
[00:10:12.000 --> 00:10:14.000]  看見
[00:10:14.000 --> 00:10:16.000]  罪人悔改
[00:10:16.000 --> 00:10:18.000]  一個罪人悔改
[00:10:18.000 --> 00:10:20.000]  每次都為他們歡喜快樂
[00:10:20.000 --> 00:10:22.000]  這件事是真實的事
[00:10:22.000 --> 00:10:24.000]  拉起來
[00:10:24.000 --> 00:10:26.000]  各位
[00:10:26.000 --> 00:10:28.000]  今天我再聽
[00:10:28.000 --> 00:10:32.000]  耀華先生和他的太太
[00:10:32.000 --> 00:10:34.000]  這麼好的見證
[00:10:34.000 --> 00:10:36.000]  各位
[00:10:36.000 --> 00:10:38.000]  他請我喝酒
[00:10:38.000 --> 00:10:40.000]  我說
[00:10:40.000 --> 00:10:42.000]  當然我那晚沒有去
[00:10:42.000 --> 00:10:44.000]  但我怎麼好意思
[00:10:44.000 --> 00:10:46.000]  第一次見面
[00:10:46.000 --> 00:10:48.000]  當然要喝一杯
[00:10:48.000 --> 00:10:50.000]  但是我和他認識了
[00:10:50.000 --> 00:10:52.000]  多次的見證
[00:10:52.000 --> 00:10:56.000]  不是隨口而出
[00:10:56.000 --> 00:10:58.000]  現在已經十年了
[00:10:58.000 --> 00:11:00.000]  我遇到他的時候
[00:11:00.000 --> 00:11:02.000]  遇到他的時候
[00:11:02.000 --> 00:11:04.000]  已經二十多年了
[00:11:04.000 --> 00:11:06.000]  他們已經悔改了
[00:11:06.000 --> 00:11:08.000]  這麼久的時間
[00:11:08.000 --> 00:11:10.000]  仍然是神的恩典
[00:11:10.000 --> 00:11:12.000]  淋到他們的家庭當中
[00:11:12.000 --> 00:11:14.000]  當我開始看他們的家庭的時候
[00:11:14.000 --> 00:11:16.000]  有這麼多的孫子
[00:11:16.000 --> 00:11:18.000]  兒女
[00:11:18.000 --> 00:11:20.000]  老實說我真的忍不住眼淚
[00:11:20.000 --> 00:11:22.000]  因為看見
[00:11:22.000 --> 00:11:24.000]  神在他們家庭當中的祝福
[00:11:24.000 --> 00:11:26.000]  所以我看到
[00:11:26.000 --> 00:11:28.000]  一個信耶穌的人
[00:11:28.000 --> 00:11:32.000]  神一定特別祝福他們的家庭
[00:11:32.000 --> 00:11:36.000]  今天我們很感動
[00:11:36.000 --> 00:11:42.000]  不是那麼容易在的士上遇到我的朋友
[00:11:42.000 --> 00:11:46.000]  幾十年了
[00:11:46.000 --> 00:11:48.000]  看到他仍然是信耶穌
[00:11:48.000 --> 00:11:50.000]  仍然是很堅持的
[00:11:50.000 --> 00:11:52.000]  不斷的作見證
[00:11:52.000 --> 00:11:54.000]  不斷的為他們感恩
[00:11:54.000 --> 00:11:56.000]  各位
[00:11:56.000 --> 00:11:58.000]  我今天帶了兩位來
[00:11:58.000 --> 00:12:02.000]  在各位面前
[00:12:02.000 --> 00:12:04.000]  各位
[00:12:04.000 --> 00:12:06.000]  這不是講故事
[00:12:06.000 --> 00:12:08.000]  是真實的見證
[00:12:08.000 --> 00:12:10.000]  真實的見證就是
[00:12:10.000 --> 00:12:12.000]  在我們的生命當中
[00:12:12.000 --> 00:12:14.000]  有特別的事情發生了
[00:12:14.000 --> 00:12:16.000]  今年聖誕節快到了
[00:12:16.000 --> 00:12:18.000]  曾經有人問
[00:12:18.000 --> 00:12:22.000]  大埔發生了這麼可怕的事情
[00:12:22.000 --> 00:12:26.000]  今年你們基督徒還慶祝聖誕
[00:12:26.000 --> 00:12:28.000]  是不是行裝落伍
[00:12:28.000 --> 00:12:32.000]  我說不是
[00:12:32.000 --> 00:12:34.000]  因為我們基督徒慶祝聖誕
[00:12:34.000 --> 00:12:36.000]  不是喝喝吃吃
[00:12:36.000 --> 00:12:40.000]  不是歡歌作樂
[00:12:40.000 --> 00:12:44.000]  而是我們基督徒慶祝聖誕
[00:12:44.000 --> 00:12:46.000]  紀念耶穌基督在我們生命當中
[00:12:46.000 --> 00:12:50.000]  所做的偉大的事
[00:12:50.000 --> 00:12:52.000]  耶穌來到世界上
[00:12:52.000 --> 00:12:54.000]  是為了什麼呢?
[00:12:54.000 --> 00:12:56.000]  使人得生命
[00:12:56.000 --> 00:12:58.000]  並且得到更豐盛的生命
[00:12:58.000 --> 00:13:00.000]  你看看
[00:13:00.000 --> 00:13:02.000]  我們這兩位做見證的嘉賓
[00:13:02.000 --> 00:13:04.000]  是不是生命改變了?
[00:13:04.000 --> 00:13:06.000]  是不是?
[00:13:06.000 --> 00:13:08.000]  各位
[00:13:08.000 --> 00:13:10.000]  我們每個人都說
[00:13:10.000 --> 00:13:12.000]  我們不是病態賭徒
[00:13:12.000 --> 00:13:14.000]  那需要改變嗎?
[00:13:14.000 --> 00:13:16.000]  不是的
[00:13:16.000 --> 00:13:18.000]  各位朋友
[00:13:18.000 --> 00:13:20.000]  我發現有很多人
[00:13:20.000 --> 00:13:22.000]  各人有各人的問題
[00:13:22.000 --> 00:13:24.000]  我們的家庭
[00:13:24.000 --> 00:13:26.000]  我們的事業
[00:13:26.000 --> 00:13:28.000]  我們的兒女
[00:13:28.000 --> 00:13:30.000]  我們的生活
[00:13:30.000 --> 00:13:32.000]  還有你知不知道
[00:13:32.000 --> 00:13:34.000]  活在世界上
[00:13:34.000 --> 00:13:36.000]  每個人都在困難中
[00:13:36.000 --> 00:13:38.000]  痛苦中
[00:13:38.000 --> 00:13:40.000]  掙扎中
[00:13:40.000 --> 00:13:42.000]  你知不知道
[00:13:42.000 --> 00:13:44.000]  現在香港有很多人
[00:13:44.000 --> 00:13:46.000]  是抑鬱的
[00:13:46.000 --> 00:13:48.000]  什麼叫抑鬱病?
[00:13:48.000 --> 00:13:50.000]  抑鬱病
[00:13:50.000 --> 00:13:52.000]  不是說那麼容易
[00:13:52.000 --> 00:13:54.000]  抑鬱病
[00:13:54.000 --> 00:13:56.000]  就是你看見
[00:13:56.000 --> 00:13:58.000]  世界上很多東西
[00:13:58.000 --> 00:14:00.000]  都沒有興趣
[00:14:00.000 --> 00:14:02.000]  有些花不香
[00:14:02.000 --> 00:14:04.000]  有些鳥不唱歌
[00:14:04.000 --> 00:14:08.000]  有些人不笑
[00:14:08.000 --> 00:14:10.000]  為什麼?
[00:14:10.000 --> 00:14:12.000]  因為有很多困難
[00:14:12.000 --> 00:14:14.000]  有很多人睡不著覺
[00:14:14.000 --> 00:14:16.000]  有很多人靠安眠藥
[00:14:16.000 --> 00:14:18.000]  才可以睡得著
[00:14:18.000 --> 00:14:20.000]  我不叫大家舉手
[00:14:20.000 --> 00:14:22.000]  你有沒有
[00:14:22.000 --> 00:14:24.000]  發惡夢?
[00:14:24.000 --> 00:14:26.000]  葉太太
[00:14:26.000 --> 00:14:28.000]  剛才說
[00:14:28.000 --> 00:14:30.000]  我發了惡夢
[00:14:30.000 --> 00:14:32.000]  但是
[00:14:32.000 --> 00:14:34.000]  有很多人睡不著覺
[00:14:34.000 --> 00:14:36.000]  你知不知道
[00:14:36.000 --> 00:14:38.000]  有很多人自殺
[00:14:38.000 --> 00:14:40.000]  就是因為失眠
[00:14:40.000 --> 00:14:42.000]  你不要以為失眠是小事
[00:14:42.000 --> 00:14:44.000]  我研究過
[00:14:44.000 --> 00:14:46.000]  有幾個電影明星
[00:14:46.000 --> 00:14:48.000]  他早上自殺
[00:14:48.000 --> 00:14:50.000]  幾個都是早上
[00:14:50.000 --> 00:14:52.000]  服藥
[00:14:52.000 --> 00:14:54.000]  原來早上是最危險的
[00:14:54.000 --> 00:14:56.000]  整晚睡不著
[00:14:56.000 --> 00:14:58.000]  早上天空光
[00:14:58.000 --> 00:15:00.000]  死了又睡不著
[00:15:00.000 --> 00:15:02.000]  很空虛
[00:15:02.000 --> 00:15:04.000]  很難過
[00:15:04.000 --> 00:15:06.000]  很失望
[00:15:06.000 --> 00:15:08.000]  他想自己死
[00:15:08.000 --> 00:15:10.000]  很可憐
[00:15:10.000 --> 00:15:12.000]  雙人同情
[00:15:12.000 --> 00:15:14.000]  有一個電影明星
[00:15:14.000 --> 00:15:16.000]  自殺
[00:15:16.000 --> 00:15:18.000]  服藥後
[00:15:18.000 --> 00:15:20.000]  雙鳥自殺
[00:15:20.000 --> 00:15:22.000]  開了煤氣
[00:15:22.000 --> 00:15:24.000]  服了安眠藥
[00:15:24.000 --> 00:15:26.000]  打電話給老公
[00:15:26.000 --> 00:15:28.000]  來不及
[00:15:28.000 --> 00:15:30.000]  老公來了
[00:15:30.000 --> 00:15:32.000]  他死了
[00:15:32.000 --> 00:15:34.000]  原來
[00:15:34.000 --> 00:15:36.000]  今天有很多學生自殺
[00:15:36.000 --> 00:15:38.000]  原因是家庭壓力
[00:15:38.000 --> 00:15:40.000]  有很多老人家自殺
[00:15:40.000 --> 00:15:42.000]  各位不要輕看這件事
[00:15:42.000 --> 00:15:44.000]  很多老人家
[00:15:44.000 --> 00:15:46.000]  不知道將來怎麼辦
[00:15:46.000 --> 00:15:48.000]  特別年老的時候
[00:15:48.000 --> 00:15:50.000]  有病
[00:15:50.000 --> 00:15:52.000]  沒有人理
[00:15:52.000 --> 00:15:54.000]  所以今天
[00:15:54.000 --> 00:15:56.000]  各位朋友
[00:15:56.000 --> 00:15:58.000]  各位兄弟姐妹
[00:15:58.000 --> 00:16:00.000]  感謝主
[00:16:00.000 --> 00:16:02.000]  祂的恩典
[00:16:02.000 --> 00:16:04.000]  今天在紅恩堂
[00:16:04.000 --> 00:16:06.000]  是為兩位
[00:16:06.000 --> 00:16:10.000]  他們的見證
[00:16:10.000 --> 00:16:12.000]  他們家庭的改變
[00:16:12.000 --> 00:16:14.000]  他們生命的改變
[00:16:14.000 --> 00:16:18.000]  而得到神的恩典
[00:16:18.000 --> 00:16:20.000]  真實的見證
[00:16:20.000 --> 00:16:22.000]  希望大家
[00:16:22.000 --> 00:16:24.000]  都能夠感動
[00:16:24.000 --> 00:16:26.000]  不是說說
[00:16:26.000 --> 00:16:28.000]  聽聽
[00:16:28.000 --> 00:16:30.000]  而是真實的
[00:16:30.000 --> 00:16:32.000]  耶穌基督說
[00:16:32.000 --> 00:16:34.000]  我是好木人
[00:16:34.000 --> 00:16:36.000]  好木人是為羊而命
[00:16:36.000 --> 00:16:38.000]  祂來到世界上
[00:16:38.000 --> 00:16:40.000]  不是吃喝喝
[00:16:40.000 --> 00:16:42.000]  不是喝喝玩樂
[00:16:42.000 --> 00:16:44.000]  祂來到世界上
[00:16:44.000 --> 00:16:46.000]  是為了你和我的緣故
[00:16:46.000 --> 00:16:48.000]  所以聖誕節
[00:16:48.000 --> 00:16:50.000]  今天很多人過
[00:16:50.000 --> 00:16:52.000]  沒有耶穌的聖誕
[00:16:52.000 --> 00:16:54.000]  就是說你和人家做生日
[00:16:54.000 --> 00:16:56.000]  每個人
[00:16:56.000 --> 00:16:58.000]  是受聖公上聖婆不在
[00:16:58.000 --> 00:17:00.000]  自己飲飲食食
[00:17:00.000 --> 00:17:02.000]  自己交換禮物
[00:17:02.000 --> 00:17:04.000]  但祂沒有份
[00:17:04.000 --> 00:17:06.000]  現在我們的主耶穌
[00:17:06.000 --> 00:17:08.000]  都一樣來到世界上
[00:17:08.000 --> 00:17:10.000]  我們將祂放在旁邊
[00:17:10.000 --> 00:17:12.000]  沒有人理
[00:17:12.000 --> 00:17:14.000]  為什麼?我們只有慶祝
[00:17:14.000 --> 00:17:16.000]  今年
[00:17:16.000 --> 00:17:18.000]  我們全香港
[00:17:18.000 --> 00:17:20.000]  都遺有大埔的事件
[00:17:20.000 --> 00:17:22.000]  我們難過
[00:17:22.000 --> 00:17:24.000]  我們不想
[00:17:24.000 --> 00:17:26.000]  用飲飲食食
[00:17:26.000 --> 00:17:28.000]  來慶祝聖誕
[00:17:28.000 --> 00:17:30.000]  我希望大家再一次思想
[00:17:30.000 --> 00:17:32.000]  生命的價值
[00:17:32.000 --> 00:17:34.000]  生命的意義
[00:17:34.000 --> 00:17:36.000]  並且看到我們為何而生
