
[00:00:00.000 --> 00:00:07.000]  可能頂姐妹覺得很奇怪
[00:01:59.000 --> 00:02:03.000]  厚切牛舌
[00:02:03.000 --> 00:02:05.000]  當我年輕的時候
[00:02:05.000 --> 00:02:07.000]  家裡開一罐午餐肉
[00:02:07.000 --> 00:02:09.000]  一家六口吃的時候
[00:02:09.000 --> 00:02:13.000]  媽媽會將那罐梅林牌圓咕嚕的午餐肉
[00:02:13.000 --> 00:02:15.000]  切得很薄
[00:02:15.000 --> 00:02:17.000]  然後讓大家可以夾
[00:02:17.000 --> 00:02:19.000]  如果切得很厚
[00:02:19.000 --> 00:02:21.000]  一人夾一次就沒有了
[00:02:21.000 --> 00:02:23.000]  所以小時候經常想
[00:02:23.000 --> 00:02:25.000]  長大後賺到錢
[00:02:25.000 --> 00:02:27.000]  自己開罐午餐肉
[00:02:27.000 --> 00:02:29.000]  切多厚就多厚
[00:02:29.000 --> 00:02:32.000]  現在去吃茶餐
[00:02:32.000 --> 00:02:35.000]  盡量不吃醃製性食品
[00:02:35.000 --> 00:02:38.000]  做兩件厚切的午餐肉
[00:02:38.000 --> 00:02:40.000]  有時候不好意思
[00:02:40.000 --> 00:02:41.000]  吃一件就不吃了
[00:02:41.000 --> 00:02:45.000]  所以現在盡量吃清淡一點的東西
[00:02:45.000 --> 00:02:49.000]  厚切
[00:02:49.000 --> 00:02:52.000]  我參與幫忙成立了一個
[00:02:52.000 --> 00:02:54.000]  齊唱四個詠團
[00:02:54.000 --> 00:02:56.000]  有七年了
[00:02:56.000 --> 00:03:00.000]  去年我們有週年的音樂會
[00:03:00.000 --> 00:03:05.000]  在荔枝角有一間宣道國際學校裡的禮堂
[00:03:05.000 --> 00:03:06.000]  舉行的
[00:03:06.000 --> 00:03:09.000]  場面都挺好看
[00:03:09.000 --> 00:03:12.000]  我們的主題叫一生為你歌唱
[00:03:12.000 --> 00:03:15.000]  我們定這個主題其實有一個想法
[00:03:15.000 --> 00:03:17.000]  有一個想法
[00:03:17.000 --> 00:03:19.000]  就是這一節經文
[00:03:19.000 --> 00:03:22.000]  詩篇十三篇六節
[00:03:22.000 --> 00:03:23.000]  我們一起讀好不好
[00:03:23.000 --> 00:03:26.000]  我要向耶和華歌唱
[00:03:26.000 --> 00:03:29.000]  因太容厚恩待我
[00:03:29.000 --> 00:03:32.000]  十三篇六節
[00:03:32.000 --> 00:03:39.000]  詩人說到他會很樂意的向神歌唱
[00:03:39.000 --> 00:03:41.000]  為什麼呢?
[00:03:41.000 --> 00:03:43.000]  是不是很喜歡唱歌這麼簡單呢?
[00:03:43.000 --> 00:03:45.000]  不是,他說有個原因
[00:03:45.000 --> 00:03:47.000]  這個原因是很清楚的
[00:03:47.000 --> 00:03:51.000]  是因他容厚恩待我
[00:03:51.000 --> 00:03:53.000]  在新約聖經裡
[00:03:53.000 --> 00:03:57.000]  保羅說你心被恩感歌頌神
[00:03:57.000 --> 00:04:01.000]  剛才這群哥哥姐姐
[00:04:01.000 --> 00:04:02.000]  厲害了
[00:04:02.000 --> 00:04:04.000]  我很少聽到福曲隊
[00:04:04.000 --> 00:04:08.000]  超過差不多二十人唱得這麼整齊
[00:04:08.000 --> 00:04:11.000]  指喉和喉的平均
[00:04:11.000 --> 00:04:13.000]  都是唱得很好
[00:04:13.000 --> 00:04:17.000]  在歌藝上都非常出色
[00:04:17.000 --> 00:04:19.000]  不過更加吸引我的地方
[00:04:19.000 --> 00:04:21.000]  不知道是不是你的同感
[00:04:21.000 --> 00:04:25.000]  他們是心被恩感歌頌神
[00:04:25.000 --> 00:04:26.000]  怎麼表達出來呢?
[00:04:26.000 --> 00:04:30.000]  除了歌藝是一種媒介表達
[00:04:30.000 --> 00:04:33.000]  他們差不多識背
[00:04:33.000 --> 00:04:35.000]  九成都看到你
[00:04:35.000 --> 00:04:38.000]  他用他的面容表達給你聽
[00:04:38.000 --> 00:04:42.000]  他很想將這個恩典這個福氣傳遞給你
[00:04:42.000 --> 00:04:45.000]  所以福曲隊是一個
[00:04:45.000 --> 00:04:48.000]  將上帝的恩典先領受
[00:04:48.000 --> 00:04:50.000]  透過音樂和練習
[00:04:50.000 --> 00:04:52.000]  呈獻給上帝
[00:04:52.000 --> 00:04:55.000]  亦在牧養弟兄姊妹
[00:04:55.000 --> 00:04:58.000]  因他容厚恩待我
[00:04:58.000 --> 00:05:04.000]  厚切厚恩
[00:05:04.000 --> 00:05:06.000]  當然我只是在玩食字
[00:05:06.000 --> 00:05:08.000]  不過你要想
[00:05:08.000 --> 00:05:14.000]  你何時覺得上帝對你的恩典是厚恩的時候
[00:05:14.000 --> 00:05:16.000]  厚到一個地步
[00:05:16.000 --> 00:05:18.000]  你吃得差不多滯
[00:05:18.000 --> 00:05:22.000]  你覺得滴到滿地都是滋油
[00:05:22.000 --> 00:05:25.000]  的時候
[00:05:25.000 --> 00:05:28.000]  你會洗澡又唱歌
[00:05:28.000 --> 00:05:30.000]  回教會又唱歌
[00:05:30.000 --> 00:05:33.000]  乘坐很長的地鐵
[00:05:33.000 --> 00:05:35.000]  你的心裡也在哼
[00:05:35.000 --> 00:05:37.000]  因為你很不知道怎樣表達的時候
[00:05:37.000 --> 00:05:40.000]  音樂和詩歌正在幫你
[00:05:40.000 --> 00:05:44.000]  向上帝發出讚歎
[00:05:44.000 --> 00:05:47.000]  這間是我安立的教會
[00:05:47.000 --> 00:05:50.000]  叫做同人浸信會
[00:05:50.000 --> 00:05:52.000]  他們有一個傳統
[00:05:52.000 --> 00:05:55.000]  每年農曆前或後
[00:05:55.000 --> 00:05:57.000]  有一個主日
[00:05:57.000 --> 00:06:00.000]  不是牧師懶惰不肯說
[00:06:00.000 --> 00:06:03.000]  他們在崇拜裡停止說
[00:06:03.000 --> 00:06:06.000]  就是一早鼓勵弟兄姊妹
[00:06:06.000 --> 00:06:09.000]  因為他們不是一間很大型的教會
[00:06:09.000 --> 00:06:12.000]  聚會人數只有三至四十人
[00:06:12.000 --> 00:06:14.000]  太大型的教會是做不到的
[00:06:14.000 --> 00:06:16.000]  例如錦宣家那些是做不到的
[00:06:16.000 --> 00:06:18.000]  因為會很亂
[00:06:18.000 --> 00:06:21.000]  但是比較小型的家庭式教會會做到
[00:06:21.000 --> 00:06:24.000]  就是整家人圍成一圈之後
[00:06:24.000 --> 00:06:26.000]  就好像團計分享見證
[00:06:26.000 --> 00:06:28.000]  叫做見證主日
[00:06:28.000 --> 00:06:31.000]  見證主日最重要的目的
[00:06:31.000 --> 00:06:36.000]  大家一起來數算主因
[00:06:36.000 --> 00:06:38.000]  好不好?數算主因
[00:06:38.000 --> 00:06:40.000]  好
[00:06:40.000 --> 00:06:42.000]  我們通常數算主因的時候
[00:06:42.000 --> 00:06:45.000]  就會說上帝怎樣幫助我們
[00:06:45.000 --> 00:06:46.000]  引導我們
[00:06:46.000 --> 00:06:51.000]  保守、看顧、帶領、扶持
[00:06:51.000 --> 00:06:54.000]  無論在病患得醫治
[00:06:54.000 --> 00:06:57.000]  在困境得到指引
[00:06:57.000 --> 00:07:00.000]  心靈閉閉得到一個復甦
[00:07:00.000 --> 00:07:02.000]  人際關係破碎
[00:07:02.000 --> 00:07:04.000]  但是上帝給你的安穩
[00:07:04.000 --> 00:07:07.000]  我們通常在電影姊妹的見證分享裡面
[00:07:07.000 --> 00:07:13.000]  都會聽到這些很美麗的見證
[00:07:13.000 --> 00:07:15.000]  大概一個多月前
[00:07:15.000 --> 00:07:20.000]  我和我女兒WhatsApp了一些過年的東西之後
[00:07:20.000 --> 00:07:22.000]  女兒突然又再WhatsApp我
[00:07:22.000 --> 00:07:24.000]  拍了一張照片給我
[00:07:24.000 --> 00:07:26.000]  是我的小孫
[00:07:26.000 --> 00:07:28.000]  我大女孫五歲多
[00:07:28.000 --> 00:07:30.000]  小男孫歲幾
[00:07:30.000 --> 00:07:34.000]  很可愛的一個
[00:07:34.000 --> 00:07:36.000]  會走來走去的
[00:07:36.000 --> 00:07:39.000]  拍了一張什麼照片給我呢?
[00:07:39.000 --> 00:07:42.000]  拍了我的孫子的胸口
[00:07:42.000 --> 00:07:44.000]  好像被人行了酷刑一樣
[00:07:44.000 --> 00:07:45.000]  有一塊紅色的
[00:07:45.000 --> 00:07:46.000]  然後她說
[00:07:46.000 --> 00:07:49.000]  阿康拍六親
[00:07:49.000 --> 00:07:51.000]  哇!六親
[00:07:51.000 --> 00:07:54.000]  哇!做阿公這些
[00:07:54.000 --> 00:07:57.000]  平時他乖就當粒糖
[00:07:57.000 --> 00:08:00.000]  但是他受傷害就插一支
[00:08:00.000 --> 00:08:02.000]  我說發生什麼事?
[00:08:02.000 --> 00:08:04.000]  原來工人不小心
[00:08:04.000 --> 00:08:06.000]  沖了一杯很熱的咖啡
[00:08:06.000 --> 00:08:08.000]  放在一個很矮的機器裡
[00:08:08.000 --> 00:08:10.000]  是工人喝的不是我孫子喝的
[00:08:10.000 --> 00:08:12.000]  我孫子已經在移動
[00:08:12.000 --> 00:08:14.000]  他移動了之後
[00:08:14.000 --> 00:08:16.000]  就推回自己那裡
[00:08:16.000 --> 00:08:17.000]  我說怎樣?
[00:08:17.000 --> 00:08:20.000]  他說我現在馬上回家
[00:08:20.000 --> 00:08:24.000]  我女婿兩個都分別在工作地點
[00:08:24.000 --> 00:08:26.000]  你知道現在父母多緊張
[00:08:26.000 --> 00:08:28.000]  我回家
[00:08:28.000 --> 00:08:31.000]  接著我說怎樣?
[00:08:31.000 --> 00:08:33.000]  去看醫生
[00:08:33.000 --> 00:08:36.000]  不幸中的大幸
[00:08:36.000 --> 00:08:38.000]  不是很嚴重
[00:08:38.000 --> 00:08:40.000]  塗藥膏就行了
[00:08:40.000 --> 00:08:42.000]  當然要洗傷口
[00:08:42.000 --> 00:08:44.000]  我說他有沒有哭?
[00:08:44.000 --> 00:08:46.000]  哭了45分鐘
[00:08:46.000 --> 00:08:49.000]  我說厲害啊
[00:08:49.000 --> 00:08:52.000]  將來如果被人折磨
[00:08:52.000 --> 00:08:54.000]  要供出一些不應該說的話
[00:08:54.000 --> 00:08:57.000]  他面對酷刑都不用怕
[00:08:57.000 --> 00:08:59.000]  哭了45分鐘
[00:08:59.000 --> 00:09:02.000]  過了幾天
[00:09:02.000 --> 00:09:04.000]  再問怎樣?
[00:09:04.000 --> 00:09:06.000]  再拍一張照片給我
[00:09:06.000 --> 00:09:09.000]  傷口已經好很多了
[00:09:09.000 --> 00:09:12.000]  有沒有結痂?有沒有咬?
[00:09:12.000 --> 00:09:14.000]  大家好,我是小梅
[00:09:14.000 --> 00:09:15.000]  當我們分享
[00:09:15.000 --> 00:09:18.000]  譬如兒孫遇到困難
[00:09:18.000 --> 00:09:21.000]  你的心都插一把刀
[00:09:21.000 --> 00:09:22.000]  感謝主了
[00:09:22.000 --> 00:09:23.000]  沒什麼大礙了
[00:09:23.000 --> 00:09:25.000]  我們說這些見證好不好?
[00:09:25.000 --> 00:09:27.000]  全部都好
[00:09:27.000 --> 00:09:29.000]  全部都沒問題
[00:09:29.000 --> 00:09:31.000]  全部都值得說
[00:09:31.000 --> 00:09:33.000]  不過
[00:09:33.000 --> 00:09:35.000]  史陶寶羅卻在
[00:09:35.000 --> 00:09:37.000]  《哥倫多後書》第12章
[00:09:37.000 --> 00:09:40.000]  說了一個很感恩的見證
[00:09:40.000 --> 00:09:42.000]  卻聽起來
[00:09:42.000 --> 00:09:44.000]  咦?
[00:09:44.000 --> 00:09:49.000]  有些不是我們平時的套路
[00:09:49.000 --> 00:09:51.000]  牧師剛才你說你的孫子
[00:09:51.000 --> 00:09:53.000]  錄影了感謝主
[00:09:53.000 --> 00:09:55.000]  又沒什麼大礙了
[00:09:55.000 --> 00:09:56.000]  我們都會分享這種
[00:09:56.000 --> 00:09:58.000]  不幸中的大幸
[00:09:58.000 --> 00:10:00.000]  蒙主的保守
[00:10:00.000 --> 00:10:01.000]  很自然
[00:10:01.000 --> 00:10:03.000]  當女兒告訴我她沒事了
[00:10:03.000 --> 00:10:07.000]  我的心裡馬上湧出感謝主
[00:10:07.000 --> 00:10:09.000]  都是好的
[00:10:09.000 --> 00:10:10.000]  為什麼史陶寶羅在
[00:10:10.000 --> 00:10:13.000]  《哥倫多後書》第12章
[00:10:13.000 --> 00:10:16.000]  分享他個人的一個
[00:10:16.000 --> 00:10:19.000]  感恩見證的前提
[00:10:19.000 --> 00:10:21.000]  比起來
[00:10:21.000 --> 00:10:23.000]  不是很棒的
[00:10:23.000 --> 00:10:28.000]  他說有根刺在他身上
[00:10:28.000 --> 00:10:31.000]  大家刺過沒有?
[00:10:31.000 --> 00:10:33.000]  刺是個比喻
[00:10:33.000 --> 00:10:35.000]  當然大家知道
[00:10:35.000 --> 00:10:38.000]  就是有東西卡住你
[00:10:38.000 --> 00:10:41.000]  你覺得不爽
[00:10:41.000 --> 00:10:44.000]  總是麻麻煩煩
[00:10:44.000 --> 00:10:46.000]  總是不舒服
[00:10:46.000 --> 00:10:48.000]  如果小時候我刺到
[00:10:48.000 --> 00:10:50.000]  我向我媽求救
[00:10:50.000 --> 00:10:52.000]  她就會幫我施手術
[00:10:52.000 --> 00:10:53.000]  我不知道你小時候
[00:10:53.000 --> 00:10:55.000]  你媽媽會幫你施什麼手術
[00:10:55.000 --> 00:10:57.000]  拿一支針出來
[00:10:57.000 --> 00:10:59.000]  沒有經過消毒
[00:10:59.000 --> 00:11:02.000]  就幫你挑一根針出來
[00:11:02.000 --> 00:11:04.000]  挑一根刺出來
[00:11:04.000 --> 00:11:06.000]  有沒有人玩過這種東西
[00:11:06.000 --> 00:11:09.000]  我們當時的民間藝術
[00:11:09.000 --> 00:11:10.000]  就等於我小時候
[00:11:10.000 --> 00:11:11.000]  拆選了香爐灰
[00:11:11.000 --> 00:11:13.000]  用來蓋著那些
[00:11:13.000 --> 00:11:15.000]  OK
[00:11:15.000 --> 00:11:17.000]  我跟哥倫多教會的弟子們說
[00:11:17.000 --> 00:11:20.000]  弟子們我講個見證給你們聽
[00:11:20.000 --> 00:11:23.000]  我身上有根刺
[00:11:23.000 --> 00:11:25.000]  而且這根刺
[00:11:25.000 --> 00:11:28.000]  我真的覺得很不爽
[00:11:28.000 --> 00:11:31.000]  我求主將它拿走
[00:11:31.000 --> 00:11:35.000]  但是三次都沒有回應
[00:11:35.000 --> 00:11:36.000]  當然這三次
[00:11:36.000 --> 00:11:38.000]  是不是一二三
[00:11:38.000 --> 00:11:39.000]  不一定
[00:11:39.000 --> 00:11:41.000]  可能是一個虛數
[00:11:41.000 --> 00:11:42.000]  意思就是說
[00:11:42.000 --> 00:11:47.000]  多次求主將我這根刺拿走
[00:11:47.000 --> 00:11:51.000]  但是主沒有回應
[00:11:51.000 --> 00:11:53.000]  這個見證的起題
[00:11:53.000 --> 00:11:54.000]  好像有點
[00:11:54.000 --> 00:11:57.000]  咦 即是怎樣呢
[00:11:57.000 --> 00:12:00.000]  我們先問這根是什麼
[00:12:00.000 --> 00:12:01.000]  大家知道
[00:12:01.000 --> 00:12:06.000]  使徒保羅是一個翻天覆地的使徒
[00:12:06.000 --> 00:12:09.000]  因著他的勇毅
[00:12:09.000 --> 00:12:12.000]  因著他打不死的精神
[00:12:12.000 --> 00:12:14.000]  因著他經歷復活
[00:12:14.000 --> 00:12:17.000]  主向他顯現的大能
[00:12:17.000 --> 00:12:22.000]  他一生拼搏宣揚福音
[00:12:22.000 --> 00:12:24.000]  特別是將福音
[00:12:24.000 --> 00:12:27.000]  向外邦人傳揚
[00:12:27.000 --> 00:12:29.000]  以至這個本來最初
[00:12:29.000 --> 00:12:31.000]  只是在耶路撒冷
[00:12:31.000 --> 00:12:35.000]  或者猶太人的一個基督信仰
[00:12:35.000 --> 00:12:39.000]  能夠擴散水銀射地
[00:12:39.000 --> 00:12:41.000]  為了整個教會歷史
[00:12:41.000 --> 00:12:44.000]  這二千年來的宣教
[00:12:44.000 --> 00:12:47.000]  他可以說是樹立了一個先驅
[00:12:47.000 --> 00:12:50.000]  如果說影響二千年人類歷史的
[00:12:50.000 --> 00:12:52.000]  除了耶穌基督之外
[00:12:52.000 --> 00:12:54.000]  如果以人來說
[00:12:54.000 --> 00:12:57.000]  使徒保羅都應該排行很前
[00:12:57.000 --> 00:12:59.000]  最低限度
[00:12:59.000 --> 00:13:02.000]  我們今天特別在基督新教
[00:13:02.000 --> 00:13:04.000]  或者叫更正教
[00:13:04.000 --> 00:13:07.000]  堅持的一個基要教義
[00:13:07.000 --> 00:13:09.000]  叫做恩信甚麼?
[00:13:09.000 --> 00:13:11.000]  恩信清義是從
[00:13:11.000 --> 00:13:13.000]  保羅的書信
[00:13:13.000 --> 00:13:17.000]  即是保羅的神學裏面提煉而來
[00:13:17.000 --> 00:13:19.000]  你和我都受影響
[00:13:19.000 --> 00:13:21.000]  這個這麼厲害
[00:13:21.000 --> 00:13:23.000]  上帝使用的僕人
[00:13:23.000 --> 00:13:26.000]  他說他有根刺卡在這裏
[00:13:26.000 --> 00:13:31.000]  求主多次母下文
[00:13:31.000 --> 00:13:33.000]  你有沒有經歷過這種掙扎?
[00:13:33.000 --> 00:13:35.000]  你有些事情
[00:13:35.000 --> 00:13:40.000]  祈禱多次母下文
[00:13:40.000 --> 00:13:42.000]  保羅這根刺是什麼?
[00:13:42.000 --> 00:13:44.000]  在經文裏面
[00:13:44.000 --> 00:13:46.000]  自己沒有解釋
[00:13:46.000 --> 00:13:48.000]  保羅在經文裏面
[00:13:48.000 --> 00:13:50.000]  在書信裏面沒有解釋
[00:13:50.000 --> 00:13:52.000]  因此有個空間
[00:13:52.000 --> 00:13:54.000]  我們來思考
[00:13:54.000 --> 00:13:56.000]  按照我們認識保羅的生平
[00:13:56.000 --> 00:13:58.000]  和保羅的書信
[00:13:58.000 --> 00:13:59.000]  第一
[00:13:59.000 --> 00:14:03.000]  他是不是因為不斷受到迫迫
[00:14:03.000 --> 00:14:06.000]  他很想不再面對迫迫
[00:14:06.000 --> 00:14:08.000]  而就是這根刺呢?
[00:14:08.000 --> 00:14:09.000]  這個有可能
[00:14:09.000 --> 00:14:11.000]  因為你讀史唐行傳的時候
[00:14:11.000 --> 00:14:14.000]  你發現保羅去到哪裏傳福音
[00:14:14.000 --> 00:14:17.000]  都有班人追著他
[00:14:17.000 --> 00:14:19.000]  那班不是粉絲
[00:14:19.000 --> 00:14:22.000]  那班是猶太律法主義者
[00:14:22.000 --> 00:14:24.000]  他們說這個保羅
[00:14:24.000 --> 00:14:26.000]  本來以前叫素羅的
[00:14:26.000 --> 00:14:28.000]  是和我們同一個陣營
[00:14:28.000 --> 00:14:30.000]  去打壓耶穌
[00:14:30.000 --> 00:14:32.000]  去捉拿基督徒
[00:14:32.000 --> 00:14:35.000]  現在他調轉槍頭
[00:14:35.000 --> 00:14:38.000]  成為了我們的背叛者
[00:14:38.000 --> 00:14:41.000]  還到處為那個什麼耶穌大發熱心
[00:14:41.000 --> 00:14:43.000]  我們誓要將他
[00:14:43.000 --> 00:14:45.000]  剷除
[00:14:45.000 --> 00:14:48.000]  誓要將他殺害
[00:14:48.000 --> 00:14:50.000]  史唐行傳記載過一次
[00:14:50.000 --> 00:14:53.000]  猶太有四十多個殺手
[00:14:53.000 --> 00:14:54.000]  真是殺手
[00:14:54.000 --> 00:14:55.000]  因為他們立了誓
[00:14:55.000 --> 00:14:56.000]  不殺保羅
[00:14:56.000 --> 00:14:57.000]  他們不吃不喝
[00:14:57.000 --> 00:14:59.000]  不保羅死就是他們死
[00:14:59.000 --> 00:15:01.000]  他們立了一個死誓
[00:15:01.000 --> 00:15:02.000]  一定要殺保羅
[00:15:02.000 --> 00:15:03.000]  不過這個伏擊行動
[00:15:03.000 --> 00:15:04.000]  外洩
[00:15:04.000 --> 00:15:06.000]  他們的情報做得很差
[00:15:06.000 --> 00:15:08.000]  所以羅馬軍官
[00:15:08.000 --> 00:15:11.000]  將他移送去一個高設防的監獄
[00:15:11.000 --> 00:15:13.000]  變相保護了保羅
[00:15:13.000 --> 00:15:15.000]  所以你看到保羅
[00:15:15.000 --> 00:15:17.000]  面對這種的逼迫
[00:15:17.000 --> 00:15:19.000]  是靠近的
[00:15:19.000 --> 00:15:20.000]  你有沒有想過
[00:15:20.000 --> 00:15:22.000]  你信耶穌每天都被逼迫
[00:15:22.000 --> 00:15:24.000]  你會不會求主將這根刺拿走?
[00:15:24.000 --> 00:15:25.000]  會的
[00:15:25.000 --> 00:15:26.000]  很正常
[00:15:26.000 --> 00:15:28.000]  所以有可能是這個原因
[00:15:28.000 --> 00:15:31.000]  第二個原因有可能是
[00:15:31.000 --> 00:15:34.000]  保羅未信主之前
[00:15:34.000 --> 00:15:37.000]  其實他是不斷殘害信徒
[00:15:37.000 --> 00:15:42.000]  即是說他滿手基督徒鮮血
[00:15:42.000 --> 00:15:45.000]  他雖然信了主
[00:15:45.000 --> 00:15:46.000]  悔改
[00:15:46.000 --> 00:15:49.000]  但這種殺害基督徒的陰影
[00:15:49.000 --> 00:15:52.000]  會不會留在他的心裏
[00:15:52.000 --> 00:15:55.000]  他有時會觸動
[00:15:55.000 --> 00:15:58.000]  可能見到信徒的家人
[00:15:58.000 --> 00:16:00.000]  原來你就是我殺父仇人
[00:16:00.000 --> 00:16:02.000]  會不會是這個原因
[00:16:02.000 --> 00:16:04.000]  令到他這份傷痕
[00:16:04.000 --> 00:16:06.000]  磨滅不了呢?
[00:16:06.000 --> 00:16:08.000]  以至好像一根刺那樣
[00:16:08.000 --> 00:16:10.000]  刺住他呢?
[00:16:10.000 --> 00:16:12.000]  亦都非常有可能
[00:16:12.000 --> 00:16:14.000]  不過近代的研究
[00:16:14.000 --> 00:16:17.000]  更加認為比較可信的可能
[00:16:17.000 --> 00:16:18.000]  是第三個
[00:16:18.000 --> 00:16:20.000]  是什麼呢?
[00:16:20.000 --> 00:16:21.000]  是攻擊
[00:16:21.000 --> 00:16:24.000]  是教會內的
[00:16:24.000 --> 00:16:27.000]  假教師對他的攻擊
[00:16:27.000 --> 00:16:29.000]  我相信在紅恩堂
[00:16:29.000 --> 00:16:31.000]  除了曾牧師傳道人外
[00:16:31.000 --> 00:16:32.000]  沒有假教師
[00:16:32.000 --> 00:16:33.000]  因為在今時今日
[00:16:33.000 --> 00:16:35.000]  我們很容易分辨到
[00:16:35.000 --> 00:16:36.000]  因為第一
[00:16:36.000 --> 00:16:38.000]  拿一本聖經出來量度一下
[00:16:38.000 --> 00:16:40.000]  第二拿一個使徒信經出來量度一下
[00:16:40.000 --> 00:16:42.000]  跟著再觀察他的行為量度一下
[00:16:42.000 --> 00:16:44.000]  我們很快很容易將一些
[00:16:44.000 --> 00:16:46.000]  混亂信仰或者
[00:16:46.000 --> 00:16:50.000]  在教會所謂拿油水攪攪陣的人
[00:16:50.000 --> 00:16:52.000]  將他處置
[00:16:52.000 --> 00:16:54.000]  不過在初期教會
[00:16:54.000 --> 00:16:56.000]  都未有一個叫做
[00:16:56.000 --> 00:16:59.000]  成文的聖經的權威
[00:16:59.000 --> 00:17:02.000]  李保羅最厲害嗎?
[00:17:02.000 --> 00:17:05.000]  還有其他人的
[00:17:05.000 --> 00:17:09.000]  有些人不會服於保羅的權柄
[00:17:09.000 --> 00:17:13.000]  你說你經歷過主向你顯現嗎?
[00:17:13.000 --> 00:17:15.000]  我都經歷過了
[00:17:15.000 --> 00:17:16.000]  怎知道?
[00:17:16.000 --> 00:17:20.000]  所以在保羅的侍奉生涯裏面
[00:17:20.000 --> 00:17:25.000]  其實他都有對頭人
[00:17:25.000 --> 00:17:28.000]  其實哥倫多後書整卷
[00:17:28.000 --> 00:17:30.000]  哥倫多後書你會看到
[00:17:30.000 --> 00:17:32.000]  保羅和哥倫多教會
[00:17:32.000 --> 00:17:35.000]  有部分的人是有張力的
[00:17:35.000 --> 00:17:39.000]  有些人會幫他搞破壞
[00:17:39.000 --> 00:17:42.000]  有些人會製造麻煩
[00:17:42.000 --> 00:17:46.000]  有些人可能會挑釁他
[00:17:46.000 --> 00:17:50.000]  有些人擺明車馬就不信你
[00:17:50.000 --> 00:17:52.000]  當你作為一個傳道人
[00:17:52.000 --> 00:17:54.000]  一個牧者要去帶領
[00:17:54.000 --> 00:17:55.000]  要去服侍的時候
[00:17:55.000 --> 00:17:59.000]  你遇到這些所謂內亂的時候
[00:17:59.000 --> 00:18:03.000]  那根刺可能比起外在的攻擊
[00:18:03.000 --> 00:18:06.000]  更令你睡不著
[00:18:06.000 --> 00:18:13.000]  我們不肯定哪一個是他那根刺
[00:18:13.000 --> 00:18:19.000]  不過他卻在第九和第十節
[00:18:19.000 --> 00:18:22.000]  講了一個逆轉的見證
[00:18:22.000 --> 00:18:25.000]  「丁姊妹,我有根刺插在我身上」
[00:18:25.000 --> 00:18:28.000]  「多次求主都不拿開」
[00:18:28.000 --> 00:18:30.000]  「不過那又怎樣?」
[00:18:30.000 --> 00:18:31.000]  就是這樣
[00:18:31.000 --> 00:18:33.000]  一起讀第九和第十節
[00:18:33.000 --> 00:18:38.000]  「他對我說:我的恩典救你容的」
[00:18:38.000 --> 00:18:42.000]  「因為我的能力是在人的軟弱上」
[00:18:42.000 --> 00:18:44.000]  「顯得完全」
[00:18:44.000 --> 00:18:48.000]  「所以我更喜歡誇自己的軟弱」
