
[00:00:00.000 --> 00:00:04.000]  紅映街的弟兄姊妹平安
[00:01:48.000 --> 00:01:52.000]  怎樣去建構我們一個生命的形象工程
[00:01:52.000 --> 00:01:54.000]  我們一起去祈禱
[00:01:54.000 --> 00:01:58.000]  親主我感謝祢賜給我們有生命氣息
[00:01:58.000 --> 00:02:01.000]  求主祢讓我們有從祢而來的智慧
[00:02:01.000 --> 00:02:05.000]  去過一個合乎祢心意的信仰人生
[00:02:05.000 --> 00:02:08.000]  我們亦都求聖靈對我們作出引導
[00:02:08.000 --> 00:02:12.000]  讓我們能夠謙卑地領受祢對我們的提醒
[00:02:12.000 --> 00:02:15.000]  我們的祈禱是奉主耶穌基督得聖明治祈求
[00:02:15.000 --> 00:02:16.000]  阿們
[00:02:17.000 --> 00:02:20.000]  經文一開始就講了一件事
[00:02:20.000 --> 00:02:25.000]  就是耶和華已經厭棄了蘇羅作以色列的王
[00:02:25.000 --> 00:02:30.000]  厭棄的原因有兩件事是最關鍵的
[00:02:30.000 --> 00:02:33.000]  第一件事在十三章
[00:02:33.000 --> 00:02:37.000]  撒姆爾要求蘇羅在吉格等他
[00:02:37.000 --> 00:02:40.000]  而蘇羅等了撒姆爾七天
[00:02:40.000 --> 00:02:43.000]  撒姆爾都還未出現
[00:02:43.000 --> 00:02:46.000]  當時菲利士人亦都在吉格集結
[00:02:46.000 --> 00:02:49.000]  準備攻打以色列
[00:02:49.000 --> 00:02:51.000]  蘇羅當時就很心急
[00:02:51.000 --> 00:02:53.000]  他不再等撒姆爾來到
[00:02:53.000 --> 00:02:55.000]  而私自獻祭
[00:02:55.000 --> 00:02:58.000]  希望能夠鞏固軍心
[00:02:58.000 --> 00:03:00.000]  後來蘇羅還埋怨
[00:03:00.000 --> 00:03:03.000]  撒姆爾為何這麼遲都不出現
[00:03:03.000 --> 00:03:05.000]  和撒姆爾去辯解
[00:03:05.000 --> 00:03:10.000]  他說所以我勉勉強強地獻上繁祭
[00:03:10.000 --> 00:03:12.000]  表示我這樣做
[00:03:12.000 --> 00:03:14.000]  勉為其難而已
[00:03:14.000 --> 00:03:15.000]  不是我想的
[00:03:15.000 --> 00:03:17.000]  撒姆爾後來跟蘇羅說
[00:03:17.000 --> 00:03:19.000]  他說你做了糊塗事了
[00:03:19.000 --> 00:03:21.000]  沒有遵守耶和華
[00:03:21.000 --> 00:03:23.000]  李神吩咐的命令
[00:03:23.000 --> 00:03:24.000]  如果不是
[00:03:24.000 --> 00:03:26.000]  耶和華會在以色列中
[00:03:26.000 --> 00:03:29.000]  建立你的國度直到永遠
[00:03:29.000 --> 00:03:31.000]  在這件事
[00:03:31.000 --> 00:03:35.000]  耶和華沒有因為這件事而放棄蘇羅
[00:03:35.000 --> 00:03:37.000]  只不過就是他的國度
[00:03:37.000 --> 00:03:40.000]  不可以延續給下一代
[00:03:40.000 --> 00:03:43.000]  比較關鍵的第二件事
[00:03:43.000 --> 00:03:45.000]  在十五章
[00:03:45.000 --> 00:03:48.000]  耶和華要求蘇羅前去攻打亞馬力族
[00:03:48.000 --> 00:03:52.000]  並且要求滅絕他們所有族人
[00:03:52.000 --> 00:03:54.000]  和所有的生畜
[00:03:54.000 --> 00:03:59.000]  不過蘇羅卻留下亞馬力王阿格
[00:03:59.000 --> 00:04:03.000]  也沒有將所有的生畜殺盡
[00:04:03.000 --> 00:04:06.000]  最後要撒姆爾在吉格裡
[00:04:06.000 --> 00:04:08.000]  將阿格殺了
[00:04:08.000 --> 00:04:10.000]  當撒姆爾質問蘇羅
[00:04:10.000 --> 00:04:14.000]  為什麼你不遵守耶和華的命令
[00:04:14.000 --> 00:04:17.000]  耶和華就推了到百姓身上
[00:04:17.000 --> 00:04:23.000]  他說是百姓將這些老弱之物留下最好的
[00:04:23.000 --> 00:04:25.000]  是要獻給耶和華
[00:04:25.000 --> 00:04:28.000]  因此不關蘇羅事
[00:04:28.000 --> 00:04:32.000]  蘇羅第一次將責任推卸在撒姆爾身上
[00:04:32.000 --> 00:04:34.000]  說他遲到
[00:04:34.000 --> 00:04:36.000]  所以他要私自獻祭
[00:04:36.000 --> 00:04:40.000]  第二次將責任推卸到百姓身上
[00:04:40.000 --> 00:04:43.000]  是他們留下的生畜
[00:04:43.000 --> 00:04:45.000]  是他們要獻給耶和華
[00:04:45.000 --> 00:04:49.000]  所以又不關蘇羅事
[00:04:49.000 --> 00:04:52.000]  所以最後撒姆爾就向蘇羅宣告
[00:04:52.000 --> 00:04:56.000]  他說因為你厭棄耶和華的命令
[00:04:56.000 --> 00:05:00.000]  因此耶和華都厭棄你作王
[00:05:00.000 --> 00:05:03.000]  耶和華厭棄蘇羅的原因
[00:05:03.000 --> 00:05:07.000]  最主要是他不遵守耶和華的命令
[00:05:07.000 --> 00:05:09.000]  而且作為以色列君王
[00:05:09.000 --> 00:05:12.000]  他不願意承擔自己所犯的罪
[00:05:12.000 --> 00:05:16.000]  將責任推卸給別人
[00:05:16.000 --> 00:05:22.000]  當撒姆爾還為蘇羅被耶和華廢除一事難過的時候
[00:05:22.000 --> 00:05:25.000]  耶和華就吩咐不要再難過了
[00:05:25.000 --> 00:05:27.000]  因為要前往伯利衡
[00:05:27.000 --> 00:05:31.000]  去高納耶和華所揀選的新王
[00:05:31.000 --> 00:05:34.000]  撒姆爾即時心表示擔心
[00:05:34.000 --> 00:05:36.000]  他說我怎麼能夠去
[00:05:36.000 --> 00:05:40.000]  蘇羅一聽見就會殺我
[00:05:40.000 --> 00:05:43.000]  因為無論是真的高納
[00:05:43.000 --> 00:05:45.000]  還是意圖高納新王
[00:05:45.000 --> 00:05:51.000]  其實在蘇羅的眼裡都是一個叛國
[00:05:51.000 --> 00:05:56.000]  撒姆爾和新王隨時都因為這樣而有生命的危險
[00:05:56.000 --> 00:05:59.000]  另外撒姆爾怎麼進入伯利衡
[00:05:59.000 --> 00:06:01.000]  這也是一個問題
[00:06:01.000 --> 00:06:04.000]  因為如果讓遍雅門支派
[00:06:04.000 --> 00:06:06.000]  或者猶大支派的人知道
[00:06:06.000 --> 00:06:10.000]  他這個行動背後的目的的話
[00:06:10.000 --> 00:06:17.000]  必然會引起支派的內部分裂而爆發內戰
[00:06:17.000 --> 00:06:20.000]  耶和華沒有責怪撒姆爾的信心
[00:06:20.000 --> 00:06:23.000]  或者為什麼要害怕
[00:06:23.000 --> 00:06:25.000]  反而提出一個可行的計劃
[00:06:25.000 --> 00:06:28.000]  讓撒姆爾去完成使命
[00:06:28.000 --> 00:06:32.000]  就是他可以帶著牛族前去伯利衡獻祭
[00:06:32.000 --> 00:06:36.000]  並且安排耶西的家人一起去參與
[00:06:36.000 --> 00:06:39.000]  然後再高納一個新的王
[00:06:39.000 --> 00:06:42.000]  他說我會指示你當做的事
[00:06:42.000 --> 00:06:46.000]  就是讓撒姆爾能夠安心前去
[00:06:46.000 --> 00:06:48.000]  對於撒姆爾的來到
[00:06:48.000 --> 00:06:51.000]  伯利衡的長老很害怕
[00:06:51.000 --> 00:06:54.000]  戰戰兢兢地出來迎接
[00:06:54.000 --> 00:06:58.000]  他們不知道撒姆爾此行的目的是來審判
[00:06:58.000 --> 00:07:00.000]  還是來祝福
[00:07:00.000 --> 00:07:03.000]  所以他們劈頭第一句就問
[00:07:03.000 --> 00:07:07.000]  你是不是為平安而來的
[00:07:07.000 --> 00:07:10.000]  因為他們覺得如果以審判來說
[00:07:10.000 --> 00:07:12.000]  他們就當災了
[00:07:12.000 --> 00:07:15.000]  反映當時撒姆爾的身份和權柄
[00:07:15.000 --> 00:07:18.000]  是受到百姓的尊重
[00:07:18.000 --> 00:07:20.000]  撒姆爾安撫他們
[00:07:20.000 --> 00:07:21.000]  為平安而來的
[00:07:21.000 --> 00:07:23.000]  你們放心
[00:07:23.000 --> 00:07:26.000]  耶和華獻祭有三個步驟
[00:07:26.000 --> 00:07:28.000]  第一個就是自結
[00:07:28.000 --> 00:07:29.000]  第二個就是獻祭
[00:07:29.000 --> 00:07:31.000]  第三個就是飲宴
[00:07:31.000 --> 00:07:34.000]  所以在眾人自結的過程裏面
[00:07:34.000 --> 00:07:37.000]  撒姆爾就可以逐一逐一地去審視
[00:07:37.000 --> 00:07:39.000]  耶西的每一個兒子
[00:07:39.000 --> 00:07:41.000]  為他們行結敬禮
[00:07:41.000 --> 00:07:44.000]  撒姆爾以為是高納耶西的長子
[00:07:44.000 --> 00:07:45.000]  以利亞
[00:07:45.000 --> 00:07:48.000]  但是耶和華提出了他揀選的標準
[00:07:48.000 --> 00:07:51.000]  他說不是只是看他的外貌
[00:07:51.000 --> 00:07:53.000]  和他身材高大的
[00:07:53.000 --> 00:07:55.000]  我不揀選他
[00:07:55.000 --> 00:07:57.000]  耶華說不像人去看人
[00:07:57.000 --> 00:07:59.000]  人是看外貌的
[00:07:59.000 --> 00:08:02.000]  但是耶和華是看內心的
[00:08:02.000 --> 00:08:06.000]  當耶西的七個兒子都被撒姆爾審視完畢
[00:08:06.000 --> 00:08:10.000]  但是沒有一個人是耶和華所揀選的
[00:08:10.000 --> 00:08:13.000]  因此撒姆爾就問耶西
[00:08:13.000 --> 00:08:15.000]  還有沒有兒子還沒有出現
[00:08:15.000 --> 00:08:19.000]  原來還有一個最少的正在放養
[00:08:19.000 --> 00:08:23.000]  耶西於是派人去叫大衛回來
[00:08:23.000 --> 00:08:27.000]  經文用他面色紅潤
[00:08:27.000 --> 00:08:28.000]  雙目清瘦
[00:08:28.000 --> 00:08:31.000]  容貌盡美來形容大衛
[00:08:31.000 --> 00:08:34.000]  大衛當時可能年紀還小
[00:08:34.000 --> 00:08:36.000]  身材可能比較矮小
[00:08:36.000 --> 00:08:38.000]  但是容貌是盡美的
[00:08:38.000 --> 00:08:41.000]  耶華對撒姆爾說
[00:08:41.000 --> 00:08:44.000]  起來,高他,因為這就是他了
[00:08:44.000 --> 00:08:48.000]  撒姆爾於是即時在大衛的兄長面前
[00:08:48.000 --> 00:08:51.000]  高納了大衛
[00:08:51.000 --> 00:08:55.000]  當時長子以利亞和大衛
[00:08:55.000 --> 00:08:59.000]  同樣都是容貌盡美的
[00:08:59.000 --> 00:09:02.000]  但是最後耶華就揀選了大衛
[00:09:02.000 --> 00:09:06.000]  因為耶華是看人的內心
[00:09:06.000 --> 00:09:08.000]  我們就問
[00:09:08.000 --> 00:09:12.000]  究竟大衛的內心是怎樣的
[00:09:12.000 --> 00:09:16.000]  大衛的內心是有什麼特殊
[00:09:16.000 --> 00:09:21.000]  同樣以利亞和他都是容貌盡美的
[00:09:21.000 --> 00:09:24.000]  為什麼不揀選以利亞而揀選大衛呢
[00:09:24.000 --> 00:09:29.000]  什麼因素讓耶華揀選大衛呢
[00:09:29.000 --> 00:09:33.000]  這件經文沒有透露
[00:09:33.000 --> 00:09:38.000]  我們只能夠在上下文去找答案
[00:09:38.000 --> 00:09:40.000]  大衛在第十七章的時候
[00:09:40.000 --> 00:09:44.000]  他曾經請纓去挑戰非利士人哥利亞
[00:09:44.000 --> 00:09:46.000]  他曾經和素羅說
[00:09:46.000 --> 00:09:48.000]  他說他為父親放羊的時候
[00:09:48.000 --> 00:09:51.000]  有時候會遇到獅子或者熊
[00:09:51.000 --> 00:09:53.000]  他就追趕他們
[00:09:53.000 --> 00:09:54.000]  擊殺他們
[00:09:54.000 --> 00:09:59.000]  將那些羊從獅子和熊的口中救出來
[00:09:59.000 --> 00:10:01.000]  因此大衛深信
[00:10:01.000 --> 00:10:06.000]  既然耶華說能夠救他脫離獅子和熊的爪
[00:10:06.000 --> 00:10:13.000]  今天耶華說同樣會將他從哥利亞手中拯救出來
[00:10:13.000 --> 00:10:18.000]  因此在薩姆爾見到大衛之前
[00:10:18.000 --> 00:10:19.000]  或者正確地說
[00:10:19.000 --> 00:10:22.000]  在薩姆爾未高立大衛之前
[00:10:22.000 --> 00:10:25.000]  大衛屬靈生命的經歷
[00:10:25.000 --> 00:10:28.000]  就只是在放羊的時候
[00:10:28.000 --> 00:10:31.000]  他遇見獅子或者熊
[00:10:31.000 --> 00:10:33.000]  而大衛面對這個情況
[00:10:33.000 --> 00:10:36.000]  他卻有一個完全倚靠耶華的心
[00:10:36.000 --> 00:10:41.000]  令他可以在殺獅殺熊的過程裏面
[00:10:41.000 --> 00:10:44.000]  建立對神的信心
[00:10:44.000 --> 00:10:47.000]  亦鞏固對神的倚靠
[00:10:47.000 --> 00:10:49.000]  這個就正正可以解釋了
[00:10:49.000 --> 00:10:51.000]  耶華在第七節裏面說
[00:10:51.000 --> 00:10:54.000]  耶華是看內心的
[00:10:54.000 --> 00:10:57.000]  因為耶華見到大衛的內心裏面
[00:10:57.000 --> 00:11:01.000]  對他有一種完全信靠的心
[00:11:01.000 --> 00:11:03.000]  這種完全信靠的心
[00:11:03.000 --> 00:11:05.000]  在面對危難的時候
[00:11:05.000 --> 00:11:09.000]  可以將整個生命完全交託
[00:11:09.000 --> 00:11:11.000]  無畏無懼
[00:11:11.000 --> 00:11:13.000]  不單單是這樣
[00:11:13.000 --> 00:11:16.000]  這個信靠耶華的心態
[00:11:16.000 --> 00:11:20.000]  亦激發了一種能夠為神爭戰的信心
[00:11:20.000 --> 00:11:23.000]  大衛面對哥利亞的感受
[00:11:23.000 --> 00:11:27.000]  就是神的名怎能夠被污辱
[00:11:27.000 --> 00:11:30.000]  這個未受國禮的菲利士人哥利亞
[00:11:30.000 --> 00:11:35.000]  竟然夠膽咒罵耶華的軍隊
[00:11:35.000 --> 00:11:38.000]  大衛在面對哥利亞的時候
[00:11:38.000 --> 00:11:40.000]  他講了一個信仰宣言
[00:11:40.000 --> 00:11:42.000]  顯明他的出戰
[00:11:42.000 --> 00:11:45.000]  或者他要應付哥利亞
[00:11:45.000 --> 00:11:48.000]  並不是因為素來有甚麼獎賞
[00:11:48.000 --> 00:11:51.000]  而是他為耶華而戰
[00:11:51.000 --> 00:11:53.000]  他講了甚麼呢
[00:11:53.000 --> 00:11:55.000]  他說你來攻擊我
[00:11:55.000 --> 00:11:58.000]  是靠著刀槍和銅矛
[00:11:58.000 --> 00:12:00.000]  但我來攻擊你
[00:12:00.000 --> 00:12:03.000]  是要靠著萬軍的耶華之名
[00:12:03.000 --> 00:12:07.000]  就是你所辱罵帶領以色列軍隊的神
[00:12:07.000 --> 00:12:10.000]  事實上
[00:12:10.000 --> 00:12:14.000]  素來和當時所有的以色列人
[00:12:14.000 --> 00:12:16.000]  都懼怕哥利亞
[00:12:16.000 --> 00:12:19.000]  這些以色列的軍兵
[00:12:19.000 --> 00:12:23.000]  全部都擁有真實的作戰經驗
[00:12:23.000 --> 00:12:27.000]  真的在戰場上打過仗
[00:12:27.000 --> 00:12:32.000]  而大衛只不過是在牧羊的時候
[00:12:32.000 --> 00:12:36.000]  去擊退那些獅子和熊的經驗
[00:12:36.000 --> 00:12:41.000]  這種經驗又豈能和真實的戰場相比呢
[00:12:41.000 --> 00:12:43.000]  你試想一想
[00:12:43.000 --> 00:12:46.000]  一個毫無作戰經驗的大衛
[00:12:46.000 --> 00:12:50.000]  他不穿著一個作戰的軍服
[00:12:50.000 --> 00:12:53.000]  只是拿著一把垃圾機
[00:12:53.000 --> 00:12:55.000]  竟然有膽量
[00:12:55.000 --> 00:12:59.000]  有勇氣去挑戰哥利亞
[00:12:59.000 --> 00:13:02.000]  如果他不覺得
[00:13:02.000 --> 00:13:05.000]  耶華與他同在的話
[00:13:05.000 --> 00:13:07.000]  不是因為大衛有一個
[00:13:07.000 --> 00:13:11.000]  完全依靠神的心和交託的心的話
[00:13:11.000 --> 00:13:13.000]  如果不是大衛有一個
[00:13:13.000 --> 00:13:16.000]  無畏無懼的信心的話
[00:13:16.000 --> 00:13:18.000]  試問大衛又豈敢
[00:13:18.000 --> 00:13:24.000]  作出一個如此性命攸關的挑戰呢
[00:13:24.000 --> 00:13:28.000]  大衛出戰的信心來自耶和華
[00:13:28.000 --> 00:13:32.000]  他依靠都是來自耶和華
[00:13:32.000 --> 00:13:35.000]  蘇羅和以色列所見到的是
[00:13:35.000 --> 00:13:38.000]  哥利亞的勇猛
[00:13:38.000 --> 00:13:40.000]  而大衛見到的是
[00:13:40.000 --> 00:13:44.000]  哥利亞是耶和華的敵人
[00:13:44.000 --> 00:13:46.000]  耶和華必然會將他的敵人
[00:13:46.000 --> 00:13:49.000]  哥利亞擊敗
[00:13:49.000 --> 00:13:52.000]  因此我們就更加清楚知道
[00:13:52.000 --> 00:13:58.000]  神為什麼要捨棄蘇羅而揀選大衛
[00:13:58.000 --> 00:14:01.000]  蘇羅在第十三章師治憲制之前
[00:14:01.000 --> 00:14:05.000]  當時蘇羅也是同樣面對非利士人
[00:14:05.000 --> 00:14:10.000]  蘇羅所見到的是敵人有戰車三萬兩
[00:14:10.000 --> 00:14:12.000]  騎兵八千
[00:14:12.000 --> 00:14:15.000]  士兵好像海邊的沙一樣那麼多
[00:14:15.000 --> 00:14:19.000]  不過蘇羅見不到的就是
[00:14:19.000 --> 00:14:22.000]  耶和華是與他同在的
[00:14:22.000 --> 00:14:26.000]  他更加沒有想過依靠耶和華
[00:14:26.000 --> 00:14:29.000]  以至他急急地去憲制
[00:14:29.000 --> 00:14:31.000]  想挽回軍心
[00:14:31.000 --> 00:14:36.000]  然後以自己的能力去抵抗非利士人
[00:14:36.000 --> 00:14:38.000]  而在第十七章
[00:14:38.000 --> 00:14:42.000]  蘇羅見到的是哥利亞的巨大威猛
[00:14:42.000 --> 00:14:48.000]  他見不到的是哥利亞是耶和華的敵人
[00:14:48.000 --> 00:14:52.000]  蘇羅依靠自己的能力去抵抗非利士人和哥利亞
[00:14:52.000 --> 00:14:56.000]  所以縱然他身邊有很多的士兵
[00:14:56.000 --> 00:14:59.000]  他仍然感覺到恐懼
[00:14:59.000 --> 00:15:03.000]  而大衛依靠的是萬軍的耶和華
[00:15:03.000 --> 00:15:06.000]  所以縱然他矮小
[00:15:06.000 --> 00:15:08.000]  他穿不起軍服
[00:15:08.000 --> 00:15:10.000]  只有他一個人
[00:15:10.000 --> 00:15:14.000]  但仍然可以無畏無懼
[00:15:14.000 --> 00:15:18.000]  大衛的信靠使他的屬靈視野
[00:15:18.000 --> 00:15:22.000]  能夠擺脫他自身的限制
[00:15:22.000 --> 00:15:25.000]  他有一種屬靈的洞見
[00:15:25.000 --> 00:15:28.000]  勇氣、無懼的心
[00:15:28.000 --> 00:15:32.000]  以及為耶和華爭戰的信心
[00:15:32.000 --> 00:15:39.000]  這正正就是蘇羅和大衛在屬靈生命和視野上的分別
[00:15:39.000 --> 00:15:42.000]  亦都是耶和華捨棄蘇羅
[00:15:42.000 --> 00:15:46.000]  而揀選大衛的原因
[00:15:46.000 --> 00:15:51.000]  當然有人會替蘇羅抱不平
[00:15:51.000 --> 00:15:53.000]  蘇羅縱然有犯錯
[00:15:53.000 --> 00:15:55.000]  但大衛沒有做錯嗎?
[00:15:55.000 --> 00:16:00.000]  為何耶和華對蘇羅不可以寬容一點呢?
[00:16:00.000 --> 00:16:03.000]  對大衛又處處寬容
[00:16:03.000 --> 00:16:06.000]  蘇羅私自獻祭
[00:16:06.000 --> 00:16:09.000]  以及滅絕亞馬力族這兩件事
[00:16:09.000 --> 00:16:12.000]  不單沒有依靠神的心
[00:16:12.000 --> 00:16:16.000]  甚至不願意承認自己所犯的罪
[00:16:16.000 --> 00:16:19.000]  只是一味地推卸責任
[00:16:19.000 --> 00:16:24.000]  大衛一生犯過很多罪
[00:16:24.000 --> 00:16:29.000]  最嚴重的我們所記得的一定是謀殺了烏尼亞
[00:16:29.000 --> 00:16:34.000]  不過大衛願意在耶和華面前認罪悔改
[00:16:34.000 --> 00:16:36.000]  承擔罪責
[00:16:36.000 --> 00:16:40.000]  這就是耶和華喜悅大衛的原因
[00:16:40.000 --> 00:16:43.000]  大衛人生不完美
[00:16:43.000 --> 00:16:47.000]  但大衛對神的那種倚靠和忠誠
[00:16:47.000 --> 00:16:51.000]  正正是大衛對神的倚靠
[00:16:51.000 --> 00:16:55.000]  他知道縱然在神手裡接受懲罰
[00:16:55.000 --> 00:17:00.000]  但在神手裡接受懲罰仍然有愛
[00:17:00.000 --> 00:17:03.000]  弟兄姊妹
[00:17:03.000 --> 00:17:09.000]  縱然我們在神面前認罪悔改
[00:17:09.000 --> 00:17:12.000]  接受那種的刑罰
[00:17:12.000 --> 00:17:16.000]  但在耶和華手裡的懲罰仍然有愛
[00:17:16.000 --> 00:17:19.000]  因此正正是這種屬靈的洞見
[00:17:19.000 --> 00:17:21.000]  使大衛在犯錯的時候
[00:17:21.000 --> 00:17:27.000]  他願意回轉認罪悔改求赦免
[00:17:27.000 --> 00:17:34.000]  這也是我們今天弟兄姊妹應該要學習的功課
[00:17:34.000 --> 00:17:37.000]  做錯要承擔責任
[00:17:37.000 --> 00:17:42.000]  但神的懲罰裡仍然有愛
[00:17:42.000 --> 00:17:43.000]  各位同學弟兄姊妹
[00:17:43.000 --> 00:17:47.000]  今天講的是神如何看待我們
[00:17:47.000 --> 00:17:50.000]  如果神看待我們是根據我們的內心世界
[00:17:50.000 --> 00:17:52.000]  我們心裡的動機
[00:17:52.000 --> 00:17:58.000]  而不是看待我們那種熟悉的身份地位能力以及財富的話
[00:17:58.000 --> 00:18:01.000]  我們真的需要停一停想一想
[00:18:01.000 --> 00:18:03.000]  我們今天所追求的
[00:18:03.000 --> 00:18:08.000]  是不是和神的要求有一種偏差呢?
[00:18:08.000 --> 00:18:13.000]  神要求我們的心靈深處有一顆單純的信靠的心
[00:18:13.000 --> 00:18:16.000]  而這種單純的信靠的心
[00:18:16.000 --> 00:18:21.000]  可以讓我們每時每刻遇到什麼困境危難的時候
[00:18:21.000 --> 00:18:24.000]  能夠有一種屬靈的視野
[00:18:24.000 --> 00:18:30.000]  可以無畏無懼有勇氣地去面對
[00:18:30.000 --> 00:18:36.000]  這才是神看待我們的標準
[00:18:36.000 --> 00:18:43.000]  這才是神揀選我們為祂做事侍奉的標準
[00:18:43.000 --> 00:18:45.000]  我們又要再問
[00:18:45.000 --> 00:18:49.000]  究竟我們的心是像大衛嗎?
[00:18:49.000 --> 00:18:53.000]  因為我們的心是像素羅
[00:18:53.000 --> 00:18:55.000]  如果我們覺得自己像素羅
[00:18:55.000 --> 00:18:58.000]  凡事都只是靠自己的聰明才智
[00:18:58.000 --> 00:19:00.000]  而不是依靠神的話
[00:19:00.000 --> 00:19:02.000]  或者我們臨急抱佛腳
[00:19:02.000 --> 00:19:05.000]  有需要的時候求神去幫的
[00:19:05.000 --> 00:19:10.000]  那麼基督信仰對我們有什麼作用呢?
[00:19:10.000 --> 00:19:12.000]  或者我們再回顧一下
[00:19:12.000 --> 00:19:16.000]  素羅一個人生去做一個反思
[00:19:16.000 --> 00:19:20.000]  就是縱然你很甘願被神所使用
[00:19:20.000 --> 00:19:22.000]  你很想被神使用
[00:19:22.000 --> 00:19:25.000]  但是都沒有一個好結果
[00:19:25.000 --> 00:19:29.000]  一種不符合神要求的心態去侍奉
[00:19:29.000 --> 00:19:33.000]  一種沒有神參與同行的侍奉
[00:19:33.000 --> 00:19:38.000]  最終都不會被神所使用
[00:19:38.000 --> 00:19:41.000]  就好像素羅一樣
[00:19:41.000 --> 00:19:43.000]  如果我們好像大衛一樣
[00:19:43.000 --> 00:19:47.000]  很想為神的命被污辱而出頭
[00:19:47.000 --> 00:19:49.000]  為神而戰
[00:19:49.000 --> 00:19:51.000]  但是我們問一問自己
[00:19:51.000 --> 00:19:53.000]  我們有沒有大衛那麼勇敢
[00:19:53.000 --> 00:19:58.000]  我們不敢站出來在強敵面前不屈服
[00:19:58.000 --> 00:20:00.000]  還可以無畏無懼
[00:20:00.000 --> 00:20:03.000]  我們心裏面很想
[00:20:03.000 --> 00:20:05.000]  但現實上又做不到
[00:20:05.000 --> 00:20:08.000]  那怎麼辦呢?
[00:20:08.000 --> 00:20:10.000]  可能你會說
[00:20:10.000 --> 00:20:13.000]  Gary,世界不是那麼易圓的
[00:20:13.000 --> 00:20:17.000]  不一定要在素羅和大衛之間去選擇
[00:20:17.000 --> 00:20:20.000]  生命還有很多選擇
[00:20:20.000 --> 00:20:25.000]  是的,我們的人生不一定要像大衛一樣
[00:20:25.000 --> 00:20:29.000]  神給每一個人的人生都很獨特
[00:20:29.000 --> 00:20:32.000]  所以我們要打造我們自己的人生
[00:20:32.000 --> 00:20:35.000]  開始的引言我們不是說了嗎?
[00:20:35.000 --> 00:20:39.000]  我們要為自己打造一個形象的工程
[00:20:39.000 --> 00:20:41.000]  因為我們知道
[00:20:41.000 --> 00:20:43.000]  我們有一個好的形象
[00:20:43.000 --> 00:20:45.000]  我們就有一個好的開始
[00:20:45.000 --> 00:20:48.000]  關鍵是我們怎樣去打造
[00:20:48.000 --> 00:20:52.000]  我們自己的形象工程呢?
[00:20:52.000 --> 00:20:54.000]  因為我們知道
[00:20:54.000 --> 00:20:56.000]  神不看我們的外表
[00:20:56.000 --> 00:20:58.000]  神看我們的內心
[00:20:58.000 --> 00:21:00.000]  從大衛的生命我們知道
[00:21:00.000 --> 00:21:05.000]  他的屬靈生命是建基於信靠
[00:21:05.000 --> 00:21:09.000]  然後在信靠的經驗裏面
[00:21:09.000 --> 00:21:11.000]  產生勇氣
[00:21:11.000 --> 00:21:13.000]  產生信仰的眼界
[00:21:13.000 --> 00:21:15.000]  產生為神爭戰的信心
[00:21:15.000 --> 00:21:18.000]  因此信靠神是一個基礎
[00:21:18.000 --> 00:21:24.000]  在這個基礎上再打造其他屬靈的品格
