
[00:00:00.000 --> 00:00:02.000]  各位兄弟姐妹,主佬們平安
[00:02:48.000 --> 00:02:50.000]  如果一個禮拜前
[00:02:50.000 --> 00:02:54.000]  你問我對菲律賓的印象
[00:02:54.000 --> 00:02:57.000]  一個罪惡的世界
[00:02:57.000 --> 00:03:01.000]  一個不會去的地方
[00:03:01.000 --> 00:03:03.000]  從來不會踏足的地方
[00:03:03.000 --> 00:03:09.000]  從來不會羨慕想去的旅遊的國家
[00:03:09.000 --> 00:03:12.000]  我昨晚就上網去搜尋一下
[00:03:12.000 --> 00:03:17.000]  日本香港人每年在疫情之後
[00:03:17.000 --> 00:03:23.000]  大概有二百多萬人一年去日本
[00:03:23.000 --> 00:03:27.000]  當然有些人是一年去五次六次
[00:03:27.000 --> 00:03:29.000]  變成那個量更大
[00:03:29.000 --> 00:03:35.000]  但我再問去菲律賓的香港人有多少
[00:03:35.000 --> 00:03:37.000]  對不起沒有這個數
[00:03:37.000 --> 00:03:39.000]  因為根本沒有統計
[00:03:39.000 --> 00:03:42.000]  根本沒有什麼人會去菲律賓
[00:03:42.000 --> 00:03:44.000]  菲律賓來香港旅遊的
[00:03:44.000 --> 00:03:48.000]  要累積了很久才有一百萬
[00:03:48.000 --> 00:03:51.000]  你可以想像到這個國家對我們來說
[00:03:51.000 --> 00:03:53.000]  其實一點都不遙遠
[00:03:53.000 --> 00:03:55.000]  但是很陌生
[00:03:55.000 --> 00:03:59.000]  所以在我去這個短訊之前
[00:03:59.000 --> 00:04:01.000]  這個國家在我的印象
[00:04:01.000 --> 00:04:04.000]  是非常之惡劣和差的
[00:04:04.000 --> 00:04:07.000]  隨時會擔心在市中心
[00:04:07.000 --> 00:04:10.000]  就會被警察叫停你的車
[00:04:10.000 --> 00:04:12.000]  拿錢等等
[00:04:12.000 --> 00:04:14.000]  隨時會有聽聞
[00:04:14.000 --> 00:04:19.000]  你可以想像到對我的印象是極差的一個地方
[00:04:19.000 --> 00:04:23.000]  不過這裡給我們一個很大的思想
[00:04:23.000 --> 00:04:26.000]  一個我最不想去的國家
[00:04:26.000 --> 00:04:29.000]  帶著的真是有一個偏見
[00:04:29.000 --> 00:04:32.000]  帶著的真是有一個很大的誤解
[00:04:32.000 --> 00:04:37.000]  甚至乎應該是一個以為自己的優越
[00:04:37.000 --> 00:04:40.000]  好像這個地方沒有任何的可取
[00:04:40.000 --> 00:04:44.000]  沒有任何的值得我們留下來觀察
[00:04:44.000 --> 00:04:46.000]  但是當我們一群
[00:04:46.000 --> 00:04:50.000]  我們都是大概八個短訊隊的弟兄姊妹
[00:04:50.000 --> 00:04:54.000]  敢宣的和我們洪恩家的幾位
[00:04:54.000 --> 00:04:56.000]  我們去到見到的
[00:04:56.000 --> 00:04:59.000]  有四十幾個信徒領袖
[00:04:59.000 --> 00:05:02.000]  來自菲律賓不同的地方
[00:05:02.000 --> 00:05:07.000]  偏遠的很遙遠的小島的領袖
[00:05:07.000 --> 00:05:10.000]  不辭勞苦坐船
[00:05:10.000 --> 00:05:12.000]  很貧窮的地方
[00:05:12.000 --> 00:05:14.000]  來到馬尼拉市
[00:05:14.000 --> 00:05:16.000]  來接受那個裝備
[00:05:16.000 --> 00:05:19.000]  連續六天接受裝備
[00:05:19.000 --> 00:05:22.000]  和他們本身都有自己的工作
[00:05:22.000 --> 00:05:24.000]  來做小生意
[00:05:24.000 --> 00:05:25.000]  來謀生
[00:05:25.000 --> 00:05:27.000]  但是放下那些工作
[00:05:27.000 --> 00:05:28.000]  就來到裝備
[00:05:28.000 --> 00:05:31.000]  就是希望回到他們自己的地方
[00:05:31.000 --> 00:05:34.000]  來做福音的使者
[00:05:34.000 --> 00:05:38.000]  來去有系統去教導聖經
[00:05:38.000 --> 00:05:41.000]  這個是我們很短時間的觀察
[00:05:41.000 --> 00:05:45.000]  但是我們更多的就是連續兩天
[00:05:45.000 --> 00:05:50.000]  是早午來到這些貧窮的垃圾村
[00:05:50.000 --> 00:05:52.000]  來去看一下裏面的人
[00:05:52.000 --> 00:05:55.000]  聽裏面的人的故事
[00:05:55.000 --> 00:05:57.000]  和聽宣教士
[00:05:57.000 --> 00:06:00.000]  為什麼會留下來七年
[00:06:00.000 --> 00:06:05.000]  來義務去幫助這些小朋友
[00:06:05.000 --> 00:06:09.000]  來希望他們能夠生命有改變
[00:06:09.000 --> 00:06:12.000]  當然他們都安排了有好幾位
[00:06:12.000 --> 00:06:14.000]  可以接受幾年的
[00:06:14.000 --> 00:06:19.000]  已經幾年的資助的小朋友
[00:06:19.000 --> 00:06:20.000]  當然已經中學了
[00:06:20.000 --> 00:06:25.000]  來去接受那個學校的教育
[00:06:25.000 --> 00:06:29.000]  他們來講述他們的故事
[00:06:29.000 --> 00:06:32.000]  其中一位的姊妹
[00:06:32.000 --> 00:06:35.000]  她已經是去到高中了
[00:06:35.000 --> 00:06:40.000]  是三姊妹同一個媽媽生的
[00:06:40.000 --> 00:06:44.000]  其中兩位接受那個助學的
[00:06:44.000 --> 00:06:46.000]  三個姊妹
[00:06:46.000 --> 00:06:48.000]  親姊妹來的
[00:06:48.000 --> 00:06:51.000]  不同爸爸的
[00:06:51.000 --> 00:06:54.000]  就是三個爸爸一個媽媽
[00:06:54.000 --> 00:06:59.000]  還要是在菲律賓是普遍
[00:06:59.000 --> 00:07:03.000]  是很難以想像一個這樣的結構的社會
[00:07:03.000 --> 00:07:07.000]  令到這些下一代那個的痛苦
[00:07:07.000 --> 00:07:10.000]  和很多的無助
[00:07:10.000 --> 00:07:13.000]  但是聽這一位的小姊妹
[00:07:13.000 --> 00:07:15.000]  用很流利的英文
[00:07:15.000 --> 00:07:19.000]  來講述她的成長故事
[00:07:19.000 --> 00:07:22.000]  其中一件事令到我和我們的隊員
[00:07:22.000 --> 00:07:24.000]  是非常之擇心
[00:07:24.000 --> 00:07:27.000]  她說我們能夠進了這個學校之後
[00:07:27.000 --> 00:07:32.000]  我們接受幾年的幫助
[00:07:32.000 --> 00:07:38.000]  令我可以對前途有少許的夢想
[00:07:38.000 --> 00:07:40.000]  可以想一下
[00:07:40.000 --> 00:07:43.000]  我接受完這些技能訓練之後
[00:07:43.000 --> 00:07:46.000]  我可以找到一份很好的工作
[00:07:46.000 --> 00:07:52.000]  來去謀生
[00:07:52.000 --> 00:07:54.000]  孫教士再和我們說
[00:07:54.000 --> 00:07:58.000]  他說能夠讀到書有助學
[00:07:58.000 --> 00:08:02.000]  他們在學校有裝備
[00:08:02.000 --> 00:08:05.000]  有教育就不會學壞
[00:08:05.000 --> 00:08:08.000]  接著原來第一天帶我們去看的那些
[00:08:08.000 --> 00:08:12.000]  是很整齊的但是很骯髒的民居
[00:08:12.000 --> 00:08:14.000]  帶我們去看
[00:08:14.000 --> 00:08:16.000]  已經算是很好
[00:08:16.000 --> 00:08:18.000]  和很多的小朋友是可以
[00:08:18.000 --> 00:08:21.000]  進入那間基督教學校受教育
[00:08:21.000 --> 00:08:24.000]  有一些是助學得到教育的
[00:08:24.000 --> 00:08:28.000]  原來如果沒有得到教育
[00:08:28.000 --> 00:08:30.000]  就流連在街頭
[00:08:30.000 --> 00:08:32.000]  就由得你
[00:08:32.000 --> 00:08:34.000]  根本就沒有人會理你
[00:08:34.000 --> 00:08:37.000]  政府也不會強制你讀書
[00:08:37.000 --> 00:08:39.000]  這樣就會變成街童
[00:08:39.000 --> 00:08:41.000]  變成沒有人理的
[00:08:41.000 --> 00:08:45.000]  他們的前途就是長大
[00:08:45.000 --> 00:08:47.000]  女兒盡快找個男朋友
[00:08:47.000 --> 00:08:50.000]  有人照顧就算了
[00:08:50.000 --> 00:08:52.000]  男的很快就學壞
[00:08:52.000 --> 00:08:55.000]  開始去販毒入黑社會
[00:08:55.000 --> 00:08:58.000]  而且是一個很結構性的問題
[00:08:58.000 --> 00:09:00.000]  孫教士真的很好
[00:09:00.000 --> 00:09:06.000]  第二天就真的帶我們去貧窮的垃圾村
[00:09:06.000 --> 00:09:08.000]  我們看到的景象
[00:09:08.000 --> 00:09:11.000]  令我們感覺到很大的痛心
[00:09:11.000 --> 00:09:15.000]  因為原來貧窮
[00:09:15.000 --> 00:09:19.000]  是會令到他們完全被整個社會遺忘
[00:09:19.000 --> 00:09:22.000]  大家看到的這個地方
[00:09:22.000 --> 00:09:25.000]  是每家每戶都是這樣
[00:09:25.000 --> 00:09:27.000]  你難以想像
[00:09:27.000 --> 00:09:31.000]  我們今天的香港已經不會再有這樣的貧窮
[00:09:31.000 --> 00:09:32.000]  是我們50年前
[00:09:32.000 --> 00:09:34.000]  我們小時候長大的時候
[00:09:34.000 --> 00:09:35.000]  沒有屋區長大的時候
[00:09:35.000 --> 00:09:37.000]  那個環境
[00:09:37.000 --> 00:09:41.000]  是我們小時候重要惡劣的環境
[00:09:41.000 --> 00:09:43.000]  就是他們的日常
[00:09:43.000 --> 00:09:46.000]  就是他們每天生活的那個場景
[00:09:46.000 --> 00:09:48.000]  和小時候的小朋友
[00:09:48.000 --> 00:09:52.000]  根本是不會走出他們的垃圾村
[00:09:52.000 --> 00:09:56.000]  他們所撿到的只是很少很少的那些膠樽
[00:09:56.000 --> 00:10:00.000]  來希望換取十塊八塊的Peso
[00:10:00.000 --> 00:10:04.000]  這樣來買日用的飲食
[00:10:04.000 --> 00:10:06.000]  有時孫教士說
[00:10:06.000 --> 00:10:09.000]  每天可能只吃一餐
[00:10:09.000 --> 00:10:11.000]  一餐
[00:10:11.000 --> 00:10:13.000]  所以你很難想像
[00:10:13.000 --> 00:10:15.000]  我們想到的小朋友
[00:10:15.000 --> 00:10:18.000]  你會幻想一下他們是會怎樣的呢?
[00:10:18.000 --> 00:10:22.000]  但是最震動我們大家的心靈
[00:10:22.000 --> 00:10:25.000]  就是每個小朋友
[00:10:25.000 --> 00:10:29.000]  充滿了童真的歡笑
[00:10:29.000 --> 00:10:32.000]  喜樂和天真
[00:10:32.000 --> 00:10:34.000]  對著我們這些外國人
[00:10:34.000 --> 00:10:37.000]  個個湧過來和我們聊天
[00:10:37.000 --> 00:10:39.000]  擁抱我們
[00:10:39.000 --> 00:10:42.000]  等一下我給大家看一張照片
[00:10:42.000 --> 00:10:44.000]  有一個其中的小朋友
[00:10:44.000 --> 00:10:46.000]  我們要走了
[00:10:46.000 --> 00:10:48.000]  抱著我不放
[00:10:48.000 --> 00:10:50.000]  要我抱他
[00:10:50.000 --> 00:10:52.000]  這樣的一個場景
[00:10:52.000 --> 00:10:54.000]  我想起
[00:10:54.000 --> 00:10:57.000]  其實我當時已經想起這一段聖經
[00:10:57.000 --> 00:10:58.000]  告訴我們
[00:10:58.000 --> 00:11:01.000]  主耶穌如果見到這樣的環境
[00:11:01.000 --> 00:11:03.000]  祂的內心是怎樣呢?
[00:11:03.000 --> 00:11:05.000]  這裡告訴我們
[00:11:05.000 --> 00:11:07.000]  耶穌走遍各城各鄉之後
[00:11:07.000 --> 00:11:10.000]  祂見到很多猶太人
[00:11:10.000 --> 00:11:12.000]  前來找祂
[00:11:12.000 --> 00:11:15.000]  祂說祂憐憫他們
[00:11:15.000 --> 00:11:18.000]  祂見到的是他們的困苦
[00:11:18.000 --> 00:11:20.000]  是他們的流離
[00:11:20.000 --> 00:11:22.000]  他們好像沒有目人
[00:11:22.000 --> 00:11:23.000]  沒有領袖
[00:11:23.000 --> 00:11:24.000]  沒有明天
[00:11:24.000 --> 00:11:26.000]  更加最重要的是
[00:11:26.000 --> 00:11:28.000]  根本沒有盼望
[00:11:28.000 --> 00:11:32.000]  根本不存在對將來的夢想
[00:11:32.000 --> 00:11:36.000]  你有沒有想像一個沒有夢想的小朋友
[00:11:36.000 --> 00:11:38.000]  他現在在一個村裡面
[00:11:38.000 --> 00:11:40.000]  他不知道世界的凶險
[00:11:40.000 --> 00:11:42.000]  他還是在那個村裡面
[00:11:42.000 --> 00:11:44.000]  因為是一個垃圾村
[00:11:44.000 --> 00:11:46.000]  是不會有人去的
[00:11:46.000 --> 00:11:48.000]  但是原來他一路長大
[00:11:48.000 --> 00:11:50.000]  是沒有夢想的
[00:11:50.000 --> 00:11:54.000]  整個貧窮令他們不敢夢想
[00:11:54.000 --> 00:11:56.000]  但是耶穌見到的
[00:11:56.000 --> 00:11:59.000]  是猶太人的困苦
[00:11:59.000 --> 00:12:01.000]  是流離
[00:12:01.000 --> 00:12:05.000]  是不知道自己將來要去到神的天家
[00:12:05.000 --> 00:12:07.000]  他們是猶太教徒
[00:12:07.000 --> 00:12:11.000]  他們不是沒有吃東西的地方
[00:12:11.000 --> 00:12:12.000]  不是沒有錢
[00:12:12.000 --> 00:12:15.000]  但是當時耶穌見到的
[00:12:15.000 --> 00:12:18.000]  是困苦流離的人
[00:12:18.000 --> 00:12:23.000]  是沒有了目人去牧羊的群羊
[00:12:23.000 --> 00:12:26.000]  走散的迷失的羊
[00:12:26.000 --> 00:12:28.000]  但是我們見到的
[00:12:28.000 --> 00:12:32.000]  是一群自己坐下來
[00:12:32.000 --> 00:12:34.000]  開始聚會了
[00:12:34.000 --> 00:12:38.000]  小朋友就自己自發跑來坐下
[00:12:38.000 --> 00:12:40.000]  準備聚會
[00:12:40.000 --> 00:12:45.000]  來聽那些姐姐帶的唱詩歌
[00:12:45.000 --> 00:12:49.000]  做手工、做遊戲和分組
[00:12:49.000 --> 00:12:51.000]  就是這些小朋友
[00:12:51.000 --> 00:12:54.000]  這張照片是很有代表性
[00:12:54.000 --> 00:12:57.000]  因為真的好像坐在監獄裡一樣
[00:12:57.000 --> 00:13:00.000]  看著我們的眼神
[00:13:00.000 --> 00:13:02.000]  這樣告訴我們
[00:13:02.000 --> 00:13:06.000]  好像述說他們的無助一樣
[00:13:06.000 --> 00:13:07.000]  是令到我們的心靈
[00:13:07.000 --> 00:13:09.000]  在現場的頂姐妹
[00:13:09.000 --> 00:13:12.000]  是很觸動我們的內心
[00:13:12.000 --> 00:13:16.000]  耶穌見到的不是很多的問題
[00:13:16.000 --> 00:13:18.000]  我帶著的是一路坐車
[00:13:18.000 --> 00:13:22.000]  一路在控訴那些交通
[00:13:22.000 --> 00:13:24.000]  五十年都沒有變
[00:13:24.000 --> 00:13:28.000]  由下飛機在馬尼拉的大城市機場
[00:13:28.000 --> 00:13:30.000]  就已經塞車了
[00:13:30.000 --> 00:13:32.000]  塞了一個小時
[00:13:32.000 --> 00:13:35.000]  才去到很近的地方
[00:13:35.000 --> 00:13:37.000]  你難以想像一個大城市
[00:13:37.000 --> 00:13:39.000]  為什麼會這樣
[00:13:39.000 --> 00:13:41.000]  你可以想像到
[00:13:41.000 --> 00:13:42.000]  偏遠的地方
[00:13:42.000 --> 00:13:44.000]  哪裡會有人來呢?
[00:13:44.000 --> 00:13:46.000]  你見到這些無助的
[00:13:46.000 --> 00:13:48.000]  是他們的痛苦
[00:13:48.000 --> 00:13:52.000]  還不懂得什麼叫痛苦的小朋友
[00:13:52.000 --> 00:13:54.000]  但是他們的內心
[00:13:54.000 --> 00:13:58.000]  原來是充滿了童真和快樂的
[00:13:58.000 --> 00:14:02.000]  這個落差是我們難以想像的
[00:14:02.000 --> 00:14:04.000]  任何一個住一學的兒童班
[00:14:04.000 --> 00:14:07.000]  都不會有這樣的快樂
[00:14:07.000 --> 00:14:11.000]  是充滿了完全好像沒有任何的煩惱
[00:14:11.000 --> 00:14:15.000]  壓力的一個小朋友的聚會
[00:14:15.000 --> 00:14:17.000]  我們想像得到
[00:14:17.000 --> 00:14:18.000]  你可以見到
[00:14:18.000 --> 00:14:23.000]  這個已經可以給我們影像的一張床
[00:14:23.000 --> 00:14:27.000]  其實是用一些很簡陋的布
[00:14:27.000 --> 00:14:29.000]  搭成的一張床
[00:14:29.000 --> 00:14:31.000]  就是全家人在那裏睡
[00:14:31.000 --> 00:14:34.000]  你看多麼的骯髒
[00:14:34.000 --> 00:14:36.000]  是多麼的難以想像
[00:14:36.000 --> 00:14:38.000]  每天的生活就在那裏
[00:14:38.000 --> 00:14:40.000]  那些父母就這樣坐在那裏
[00:14:40.000 --> 00:14:41.000]  沒有事情做
[00:14:41.000 --> 00:14:42.000]  沒有工作
[00:14:42.000 --> 00:14:45.000]  那些小朋友就到處走
[00:14:45.000 --> 00:14:46.000]  見到我們的車來了
[00:14:46.000 --> 00:14:47.000]  很開心
[00:14:47.000 --> 00:14:50.000]  因為他們宣教士已經建了一個地方
[00:14:50.000 --> 00:14:52.000]  只是一個上蓋
[00:14:52.000 --> 00:14:53.000]  沒有牆
[00:14:53.000 --> 00:14:54.000]  沒有什麼都沒有的
[00:14:54.000 --> 00:14:56.000]  只是一個上蓋
[00:14:56.000 --> 00:15:00.000]  就是來給小朋友聚會的地方
[00:15:00.000 --> 00:15:01.000]  就在那裏聚會
[00:15:01.000 --> 00:15:02.000]  見到我們的車來了
[00:15:02.000 --> 00:15:04.000]  知道有聚會了
[00:15:04.000 --> 00:15:07.000]  幾十個小朋友就自己這樣蜂擁
[00:15:07.000 --> 00:15:11.000]  跑來坐下準備來聚會
[00:15:11.000 --> 00:15:14.000]  唱聖詩和做手工遊戲
[00:15:14.000 --> 00:15:16.000]  然後分組查經
[00:15:16.000 --> 00:15:18.000]  一群小朋友就這麼開心地
[00:15:18.000 --> 00:15:22.000]  過了他們一個整個的上午
[00:15:22.000 --> 00:15:24.000]  親愛的兄弟姐妹
[00:15:24.000 --> 00:15:27.000]  我們見到的是什麼呢?
[00:15:27.000 --> 00:15:30.000]  我們見到的是不是很多的髒亂
[00:15:30.000 --> 00:15:31.000]  是的
[00:15:31.000 --> 00:15:33.000]  真的是骯髒的
[00:15:33.000 --> 00:15:35.000]  有其中的組員
[00:15:35.000 --> 00:15:37.000]  可不可以快點走
[00:15:37.000 --> 00:15:38.000]  很臭
[00:15:38.000 --> 00:15:39.000]  受不了
[00:15:39.000 --> 00:15:40.000]  真的很臭
[00:15:40.000 --> 00:15:41.000]  戴了口罩
[00:15:41.000 --> 00:15:42.000]  都受不了
[00:15:42.000 --> 00:15:45.000]  但是我們從小在火區長大
[00:15:45.000 --> 00:15:46.000]  就習慣了
[00:15:46.000 --> 00:15:47.000]  沒問題
[00:15:47.000 --> 00:15:49.000]  我戴了三個口罩
[00:15:49.000 --> 00:15:50.000]  希望是借給別人
[00:15:50.000 --> 00:15:51.000]  我自己沒有用
[00:15:51.000 --> 00:15:53.000]  因為我們都有心理準備
[00:15:53.000 --> 00:15:55.000]  是真的會很臭的
[00:15:55.000 --> 00:15:57.000]  但果然真的臭
[00:15:57.000 --> 00:15:59.000]  果然真的很貧窮
[00:15:59.000 --> 00:16:02.000]  貧窮到家徒四壁
[00:16:02.000 --> 00:16:03.000]  就是這樣
[00:16:03.000 --> 00:16:06.000]  但是我們有沒有這一份
[00:16:06.000 --> 00:16:08.000]  主耶穌見到的
[00:16:08.000 --> 00:16:11.000]  不是很多的問題
[00:16:11.000 --> 00:16:17.000]  是見到這些人其實如果福音
[00:16:17.000 --> 00:16:19.000]  去到他們的生命
[00:16:19.000 --> 00:16:22.000]  他們就會得到改變
[00:16:22.000 --> 00:16:25.000]  我們會不會有時見到的
[00:16:25.000 --> 00:16:27.000]  直接見到的是很多的問題
[00:16:27.000 --> 00:16:30.000]  勾起我們很多很多的控訴
[00:16:30.000 --> 00:16:33.000]  所以坐在我旁邊的弟兄姐妹就很慘
[00:16:33.000 --> 00:16:35.000]  不斷罵有沒有搞錯
[00:16:35.000 --> 00:16:36.000]  為什麼還是容許
[00:16:36.000 --> 00:16:38.000]  為什麼沒有公共的交通
[00:16:38.000 --> 00:16:39.000]  集體的運輸
[00:16:39.000 --> 00:16:42.000]  香港都已經不斷有改變
[00:16:42.000 --> 00:16:44.000]  輕鐵、地鐵什麼都有
[00:16:44.000 --> 00:16:46.000]  但馬尼拉是完全沒有的
[00:16:46.000 --> 00:16:48.000]  地鐵是完全不會有的
[00:16:48.000 --> 00:16:50.000]  一直都不想著會有的
[00:16:50.000 --> 00:16:52.000]  你很難想像
[00:16:52.000 --> 00:16:53.000]  那些人就是這樣去
[00:16:53.000 --> 00:16:54.000]  就是個個開電單車
[00:16:54.000 --> 00:16:56.000]  左穿右擦
[00:16:56.000 --> 00:16:58.000]  所以難免是會不斷塞車
[00:16:58.000 --> 00:17:00.000]  由早到晚塞車
[00:17:00.000 --> 00:17:02.000]  所以你在車裡的人
[00:17:02.000 --> 00:17:04.000]  是不斷控訴的
[00:17:04.000 --> 00:17:06.000]  但原來耶穌見到的
[00:17:06.000 --> 00:17:08.000]  不是問題的本身
[00:17:08.000 --> 00:17:11.000]  而是人的內心的需要
[00:17:11.000 --> 00:17:13.000]  所以宣教士在找一個
[00:17:13.000 --> 00:17:15.000]  很重要的機遇
[00:17:15.000 --> 00:17:17.000]  就是小朋友
[00:17:17.000 --> 00:17:18.000]  他們真的是一張
[00:17:18.000 --> 00:17:22.000]  完全未被污染的白紙
[00:17:22.000 --> 00:17:24.000]  如果改變了他們的命運
[00:17:24.000 --> 00:17:25.000]  改變了他們現在
[00:17:25.000 --> 00:17:28.000]  只是為生存掙扎
[00:17:28.000 --> 00:17:31.000]  就真的會有盼望有明天
[00:17:31.000 --> 00:17:33.000]  宣教士原來告訴我們
[00:17:33.000 --> 00:17:36.000]  他只是很希望將那個盼望
[00:17:36.000 --> 00:17:38.000]  放在他們的心裡
[00:17:38.000 --> 00:17:41.000]  所以第三位的女士
[00:17:41.000 --> 00:17:42.000]  那個中學生
[00:17:42.000 --> 00:17:43.000]  高中的了
[00:17:43.000 --> 00:17:45.000]  講她的見證的時候
[00:17:45.000 --> 00:17:48.000]  用流利的英文來講她的見證
[00:17:48.000 --> 00:17:50.000]  她說我進了這個
[00:17:50.000 --> 00:17:52.000]  CLC這個中心之後
[00:17:52.000 --> 00:17:55.000]  得到那個助學之後
[00:17:55.000 --> 00:17:59.000]  她說我現在真的對前面有盼望
[00:17:59.000 --> 00:18:04.000]  她敢去盼望前面的人生
[00:18:04.000 --> 00:18:08.000]  這句話就令到我們一班義工隊
[00:18:08.000 --> 00:18:10.000]  是很感動
[00:18:10.000 --> 00:18:15.000]  因為一個沒有可能有盼望的國家
[00:18:15.000 --> 00:18:20.000]  可以給到一點點的光
[00:18:20.000 --> 00:18:22.000]  這些小朋友
[00:18:22.000 --> 00:18:24.000]  親愛的兄弟姐妹
[00:18:24.000 --> 00:18:26.000]  這個好像是一個對我自己的
[00:18:26.000 --> 00:18:28.000]  一個靈魂的敲問
[00:18:28.000 --> 00:18:30.000]  就是這位小朋友
[00:18:30.000 --> 00:18:32.000]  不讓我走
[00:18:32.000 --> 00:18:33.000]  抱著我
[00:18:33.000 --> 00:18:35.000]  那我就抱起你
[00:18:35.000 --> 00:18:36.000]  很開心
[00:18:36.000 --> 00:18:38.000]  終於到處和別人拍照
[00:18:38.000 --> 00:18:42.000]  看到的是什麼呢?
[00:18:42.000 --> 00:18:44.000]  你看到這些這樣的爛地
[00:18:44.000 --> 00:18:45.000]  由入村
[00:18:45.000 --> 00:18:47.000]  整條村都是這樣的
[00:18:47.000 --> 00:18:49.000]  是不會有水泥地
[00:18:49.000 --> 00:18:50.000]  你可以想像得到
[00:18:50.000 --> 00:18:52.000]  就快到雨季了
[00:18:52.000 --> 00:18:53.000]  四月開始雨季了
[00:18:53.000 --> 00:18:55.000]  你可以想像得到
[00:18:55.000 --> 00:18:57.000]  那種的泥板
[00:18:57.000 --> 00:18:58.000]  就是這樣
[00:18:58.000 --> 00:19:00.000]  片山都是這樣
[00:19:00.000 --> 00:19:02.000]  現在剛剛還沒有到雨季之前
[00:19:02.000 --> 00:19:04.000]  所以很乾爽
[00:19:04.000 --> 00:19:07.000]  但是他們的家更加骯髒
[00:19:07.000 --> 00:19:09.000]  他們就是這樣長大了
[00:19:09.000 --> 00:19:12.000]  但是我們看到的
[00:19:12.000 --> 00:19:16.000]  到底是耶穌眼裡面的珍珠
