
[00:00:00.000 --> 00:00:05.000]  對一個侍奉主的信徒來說
[00:02:10.000 --> 00:02:12.000]  生產眾多
[00:02:12.000 --> 00:02:15.000]  因此他們就離開了耶和華
[00:02:15.000 --> 00:02:18.000]  先知以利亞領受了一個異象
[00:02:18.000 --> 00:02:20.000]  他對以色列說
[00:02:20.000 --> 00:02:23.000]  「我指著所侍奉永生的耶和華
[00:02:23.000 --> 00:02:25.000]  以色列的神起誓
[00:02:25.000 --> 00:02:28.000]  這幾年如果我不禱告的話
[00:02:28.000 --> 00:02:30.000]  必不降露水
[00:02:30.000 --> 00:02:32.000]  也不下雨」
[00:02:32.000 --> 00:02:36.000]  以利亞先知代表了耶和華
[00:02:36.000 --> 00:02:42.000]  向整個以色列國發出了警告和審判的信息
[00:02:42.000 --> 00:02:47.000]  究竟誰才是掌管宇宙的神
[00:02:47.000 --> 00:02:52.000]  究竟誰最值得以色列百姓去敬拜
[00:02:52.000 --> 00:02:54.000]  究竟是耶和華
[00:02:54.000 --> 00:02:58.000]  還是你們所敬奉的巴力呢?
[00:02:58.000 --> 00:03:01.000]  於是由那天開始
[00:03:01.000 --> 00:03:04.000]  天真的不下雨了
[00:03:04.000 --> 00:03:09.000]  整個大地都落在旱災和饑荒之中
[00:03:09.000 --> 00:03:14.000]  以色列王阿哈於是派人出去尋找以利亞
[00:03:14.000 --> 00:03:18.000]  希望找到以利亞尋求一個解決的方法
[00:03:18.000 --> 00:03:21.000]  不過一直都找不到
[00:03:21.000 --> 00:03:23.000]  三年之後
[00:03:23.000 --> 00:03:27.000]  以利亞再領受異象
[00:03:27.000 --> 00:03:29.000]  要他去見阿哈
[00:03:29.000 --> 00:03:32.000]  以利亞對阿哈說
[00:03:32.000 --> 00:03:35.000]  請你派四百五十個巴力的先知
[00:03:35.000 --> 00:03:38.000]  以及四百個亞瑟拉的先知
[00:03:38.000 --> 00:03:40.000]  一起上加密山
[00:03:40.000 --> 00:03:43.000]  到時看看誰才是真神
[00:03:43.000 --> 00:03:47.000]  以利亞選擇在加密山是有原因的
[00:03:47.000 --> 00:03:51.000]  因為加密山是巴力的聖山
[00:03:51.000 --> 00:03:53.000]  以利亞讓巴力先知
[00:03:53.000 --> 00:03:56.000]  佔盡天時地利和人和
[00:03:56.000 --> 00:04:00.000]  也讓這些先知不能推搪
[00:04:00.000 --> 00:04:03.000]  當八百五十個巴力和亞瑟拉先知
[00:04:03.000 --> 00:04:05.000]  到達加密山之後
[00:04:05.000 --> 00:04:08.000]  以利亞就對以色列的百姓說
[00:04:08.000 --> 00:04:12.000]  你們心持異議要到何時呢?
[00:04:12.000 --> 00:04:14.000]  如果耶和華是神
[00:04:14.000 --> 00:04:17.000]  就應該順從耶和華
[00:04:17.000 --> 00:04:19.000]  如果是巴力的話
[00:04:19.000 --> 00:04:22.000]  就當順從巴力
[00:04:22.000 --> 00:04:26.000]  以利亞就和八百五十個假先知比試
[00:04:26.000 --> 00:04:28.000]  以誰能夠降火
[00:04:28.000 --> 00:04:31.000]  在祭壇的祭僧那裡
[00:04:31.000 --> 00:04:34.000]  誰就是真神
[00:04:34.000 --> 00:04:37.000]  因為巴力是雷神
[00:04:37.000 --> 00:04:38.000]  作為一個雷神
[00:04:38.000 --> 00:04:41.000]  降火應該是巴力的強項
[00:04:41.000 --> 00:04:44.000]  巴力和亞瑟拉先知
[00:04:44.000 --> 00:04:48.000]  由早上到晚上一起去祈禱
[00:04:48.000 --> 00:04:52.000]  都不能夠令火從天降下來
[00:04:52.000 --> 00:04:56.000]  以利亞當時還嘲笑他們
[00:04:56.000 --> 00:04:59.000]  說他們侍奉的巴力是不是睡了
[00:04:59.000 --> 00:05:03.000]  然後以利亞就向耶和華禱告
[00:05:03.000 --> 00:05:05.000]  耶和華就降下火
[00:05:05.000 --> 00:05:08.000]  燒盡祭壇的勢僧
[00:05:08.000 --> 00:05:13.000]  當以色列的百姓見到火從天降下來
[00:05:13.000 --> 00:05:16.000]  燒盡一切祭僧的時候
[00:05:16.000 --> 00:05:19.000]  百姓就臉伏於地說
[00:05:19.000 --> 00:05:22.000]  耶和華是神
[00:05:22.000 --> 00:05:27.000]  以利亞就將八百五十個假先知殺了
[00:05:27.000 --> 00:05:30.000]  之後耶和華順從承諾
[00:05:30.000 --> 00:05:33.000]  以利亞再禱告的時候
[00:05:33.000 --> 00:05:35.000]  天就下雨了
[00:05:35.000 --> 00:05:37.000]  在這一刻
[00:05:37.000 --> 00:05:41.000]  耶和華和巴力的比試正式結束
[00:05:41.000 --> 00:05:43.000]  耶和華大勝
[00:05:43.000 --> 00:05:45.000]  以色列回轉
[00:05:45.000 --> 00:05:47.000]  重新敬拜耶和華
[00:05:47.000 --> 00:05:50.000]  以利亞在加密山的經驗到
[00:05:50.000 --> 00:05:52.000]  耶和華的同在
[00:05:52.000 --> 00:05:54.000]  此時此刻
[00:05:54.000 --> 00:05:55.000]  可以這樣說
[00:05:55.000 --> 00:06:00.000]  以利亞是達到她屬靈生命的高峰
[00:06:00.000 --> 00:06:02.000]  很可惜
[00:06:02.000 --> 00:06:04.000]  當皇后耶洗別
[00:06:04.000 --> 00:06:07.000]  向以利亞發出追殺令之後
[00:06:07.000 --> 00:06:10.000]  以利亞就開始逃命了
[00:06:10.000 --> 00:06:15.000]  從加密山一直走到荷列山
[00:06:15.000 --> 00:06:17.000]  荷列山即是西乃山
[00:06:17.000 --> 00:06:20.000]  是耶和華的聖山
[00:06:20.000 --> 00:06:23.000]  不過以利亞只是走了一天
[00:06:23.000 --> 00:06:26.000]  她就已經要求死了
[00:06:26.000 --> 00:06:28.000]  以利亞從一個人
[00:06:28.000 --> 00:06:32.000]  打敗八百五十個假先知的屬靈高峰
[00:06:32.000 --> 00:06:34.000]  一下子
[00:06:34.000 --> 00:06:38.000]  跌到要求死的屬靈低谷
[00:06:38.000 --> 00:06:41.000]  即是我們說的burn out
[00:06:41.000 --> 00:06:44.000]  究竟以利亞為何會burn out
[00:06:44.000 --> 00:06:48.000]  以及她如何處理自己burn out的情況呢?
[00:06:48.000 --> 00:06:50.000]  今天的講道經文
[00:06:50.000 --> 00:06:53.000]  就是以利亞求死
[00:06:53.000 --> 00:06:56.000]  和與耶和華相遇的一段對話
[00:06:56.000 --> 00:06:59.000]  作為我們一個信仰的反思
[00:06:59.000 --> 00:07:02.000]  第一個信仰反思就是
[00:07:02.000 --> 00:07:06.000]  侍奉真的不要跟別人比較
[00:07:06.000 --> 00:07:09.000]  也不要以效果
[00:07:09.000 --> 00:07:12.000]  作為我們衡量侍奉的標準
[00:07:12.000 --> 00:07:15.000]  在以利亞大勝巴力先知之後
[00:07:15.000 --> 00:07:18.000]  以利亞為何會陷入一個屬靈的低谷呢?
[00:07:18.000 --> 00:07:22.000]  是否因為耶洗別要追殺她呢?
[00:07:22.000 --> 00:07:24.000]  一般人都會認為
[00:07:24.000 --> 00:07:27.000]  以利亞當時是很擔心自己的安危
[00:07:27.000 --> 00:07:29.000]  尤其是十九章三節
[00:07:29.000 --> 00:07:30.000]  它這樣說
[00:07:30.000 --> 00:07:34.000]  以利亞害怕就起來逃命
[00:07:34.000 --> 00:07:37.000]  她害怕耶洗別的追殺
[00:07:37.000 --> 00:07:40.000]  以致她要逃跑
[00:07:40.000 --> 00:07:43.000]  不過如果你看一下
[00:07:43.000 --> 00:07:45.000]  應該這樣說
[00:07:45.000 --> 00:07:48.000]  我們手上沒有和合本修訂版的聖經
[00:07:48.000 --> 00:07:52.000]  如果你能有一本和合本修訂版的聖經
[00:07:52.000 --> 00:07:55.000]  你會在五十頁的左下角裏面
[00:07:55.000 --> 00:07:57.000]  看到一行細字
[00:07:57.000 --> 00:07:58.000]  上面寫著
[00:07:58.000 --> 00:08:03.000]  害怕是根據一些古卷和七十事譯本的
[00:08:03.000 --> 00:08:06.000]  原文是漢見
[00:08:06.000 --> 00:08:10.000]  所以以利亞逃跑的另一個原因
[00:08:10.000 --> 00:08:14.000]  不是因為她害怕
[00:08:14.000 --> 00:08:17.000]  而是她看到一些東西
[00:08:17.000 --> 00:08:19.000]  其實說以利亞害怕
[00:08:19.000 --> 00:08:22.000]  這個理由很牽強
[00:08:22.000 --> 00:08:25.000]  因為她之前已經隱藏了三年
[00:08:25.000 --> 00:08:29.000]  整個以色列都找不到她
[00:08:29.000 --> 00:08:33.000]  如果她不是因為受到異象
[00:08:33.000 --> 00:08:36.000]  要主動去見阿蝦的時候
[00:08:36.000 --> 00:08:39.000]  其實阿蝦仍然找不到以利亞
[00:08:39.000 --> 00:08:43.000]  所以如果以利亞要再刻意隱藏自己
[00:08:43.000 --> 00:08:45.000]  去逃避追殺的話
[00:08:45.000 --> 00:08:48.000]  耶洗別都應該和阿蝦一樣
[00:08:48.000 --> 00:08:51.000]  找不到以利亞
[00:08:51.000 --> 00:08:53.000]  而且作為一個先知
[00:08:53.000 --> 00:08:56.000]  她知道耶華會保護她
[00:08:56.000 --> 00:08:59.000]  耶穌經過加密山的經歷
[00:08:59.000 --> 00:09:01.000]  她明白耶華的大能
[00:09:01.000 --> 00:09:04.000]  如果耶華要定義保護她
[00:09:04.000 --> 00:09:06.000]  耶洗別的追殺令
[00:09:06.000 --> 00:09:10.000]  根本對她來說是毫無作用的
[00:09:10.000 --> 00:09:13.000]  所以以利亞不是因為害怕
[00:09:13.000 --> 00:09:15.000]  不是害怕被追殺
[00:09:15.000 --> 00:09:18.000]  不是害怕沒命而逃跑的
[00:09:18.000 --> 00:09:25.000]  那什麼令到以利亞陷入了屬靈的低谷呢?
[00:09:25.000 --> 00:09:29.000]  是因為以利亞看到一些東西
[00:09:29.000 --> 00:09:31.000]  正確地說
[00:09:31.000 --> 00:09:34.000]  不是以利亞的眼睛看到一些東西
[00:09:34.000 --> 00:09:36.000]  而是以利亞的屬靈視野
[00:09:36.000 --> 00:09:38.000]  令她有一種感覺
[00:09:38.000 --> 00:09:42.000]  而最後作出求死的反應
[00:09:42.000 --> 00:09:47.000]  在以利亞在羅騰樹下求死的時候
[00:09:47.000 --> 00:09:49.000]  她說了一句話
[00:09:49.000 --> 00:09:50.000]  這句話是
[00:09:50.000 --> 00:09:52.000]  耶華,現在夠了
[00:09:52.000 --> 00:09:54.000]  求你取我性命吧
[00:09:54.000 --> 00:10:00.000]  因為我不比我的祖先好
[00:10:00.000 --> 00:10:04.000]  以利亞認為自己不及她的祖先好
[00:10:04.000 --> 00:10:09.000]  以利亞所指的祖先究竟是誰?
[00:10:09.000 --> 00:10:12.000]  以利亞究竟和哪個祖先去比較?
[00:10:12.000 --> 00:10:14.000]  比較什麼?
[00:10:14.000 --> 00:10:16.000]  如果真的要比較的話
[00:10:16.000 --> 00:10:19.000]  就要有相類似的背景和經歷
[00:10:19.000 --> 00:10:21.000]  才可以有得比較
[00:10:21.000 --> 00:10:23.000]  如果是這樣
[00:10:23.000 --> 00:10:28.000]  相信以利亞是和摩西作出一個比較
[00:10:28.000 --> 00:10:32.000]  因為大家都是以耶華的名
[00:10:32.000 --> 00:10:37.000]  向一群外邦群體施展神跡旗幟
[00:10:37.000 --> 00:10:40.000]  摩西以十災向埃及的法老
[00:10:40.000 --> 00:10:43.000]  展示耶華是以色列的神
[00:10:43.000 --> 00:10:50.000]  以利亞以旱災、降火和降雨
[00:10:50.000 --> 00:10:56.000]  向巴力和亞瑟拉先知展示耶華是真神
[00:10:56.000 --> 00:10:59.000]  另一個相類似的背景就是
[00:10:59.000 --> 00:11:05.000]  摩西和以利亞同樣要帶領以色列民族歸回耶華
[00:11:05.000 --> 00:11:08.000]  摩西帶領以色列離開埃及
[00:11:08.000 --> 00:11:11.000]  做一群跟隨耶華的子民
[00:11:11.000 --> 00:11:16.000]  以利亞要帶領以色列離開偶像崇拜
[00:11:16.000 --> 00:11:19.000]  做一群敬虔的耶華子民
[00:11:19.000 --> 00:11:21.000]  可以這樣說
[00:11:21.000 --> 00:11:24.000]  以利亞求死是假的
[00:11:24.000 --> 00:11:27.000]  求死只是一種情緒發洩的表現
[00:11:27.000 --> 00:11:31.000]  事實上他想抱怨耶華是真的
[00:11:31.000 --> 00:11:34.000]  他想抱怨以耶華的大能
[00:11:34.000 --> 00:11:37.000]  為什麼不能夠像昔日一樣
[00:11:37.000 --> 00:11:41.000]  用大能一手讓整個民族回歸
[00:11:41.000 --> 00:11:43.000]  而且復興?
[00:11:43.000 --> 00:11:48.000]  以利亞心底想說昔日耶華協助摩西
[00:11:48.000 --> 00:11:51.000]  以旱災對付法老
[00:11:51.000 --> 00:11:53.000]  法老最後屈服
[00:11:53.000 --> 00:11:57.000]  整個以色列民族跟隨摩西離開埃及
[00:11:57.000 --> 00:12:03.000]  現在耶華同樣用旱災、天火、降雨的神蹟
[00:12:03.000 --> 00:12:05.000]  展示他的大能
[00:12:05.000 --> 00:12:08.000]  雖然以色列民願意回轉
[00:12:08.000 --> 00:12:14.000]  但是阿蝦和耶洗別仍然是無動於衷
[00:12:14.000 --> 00:12:16.000]  而且無視耶華的審判
[00:12:16.000 --> 00:12:18.000]  依然怪惡
[00:12:18.000 --> 00:12:21.000]  還派人追殺自己
[00:12:21.000 --> 00:12:23.000]  以利亞認為
[00:12:23.000 --> 00:12:26.000]  同樣是以神的名帶領以色列民
[00:12:26.000 --> 00:12:30.000]  為什麼摩西能夠超乎想像的結果
[00:12:30.000 --> 00:12:34.000]  神的大能能夠令到法老恐懼
[00:12:34.000 --> 00:12:36.000]  令百姓信服
[00:12:36.000 --> 00:12:39.000]  而我卻沒有呢?
[00:12:39.000 --> 00:12:44.000]  這就是以利亞認為自己不及祖先的緣故
[00:12:44.000 --> 00:12:49.000]  也是他在屬靈低谷裡尋死的第一個理由
[00:12:49.000 --> 00:12:53.000]  以利亞認為神與摩西同工
[00:12:53.000 --> 00:12:55.000]  可以有這樣的效果
[00:12:55.000 --> 00:12:58.000]  現在神與自己同工
[00:12:58.000 --> 00:13:02.000]  是不是應該都有相同的效果呢?
[00:13:02.000 --> 00:13:03.000]  很可惜
[00:13:03.000 --> 00:13:07.000]  以利亞看到的並不是這樣
[00:13:07.000 --> 00:13:09.000]  以利亞一旦與摩西比較
[00:13:09.000 --> 00:13:13.000]  就跌入了這個試探裡
[00:13:13.000 --> 00:13:15.000]  或者用另一個說法
[00:13:15.000 --> 00:13:18.000]  以利亞燃燒的其中一個原因
[00:13:18.000 --> 00:13:21.000]  就是他想看到的效果沒有出現
[00:13:21.000 --> 00:13:25.000]  當他見不到整個以色列
[00:13:25.000 --> 00:13:28.000]  包括阿蝦和耶洗別都願意回轉
[00:13:28.000 --> 00:13:31.000]  他見不到全民復興的情況
[00:13:31.000 --> 00:13:33.000]  他就與摩西比較
[00:13:33.000 --> 00:13:35.000]  也因為他與人比較
[00:13:35.000 --> 00:13:39.000]  以效果作為他侍奉的核心
[00:13:39.000 --> 00:13:41.000]  他就對神抱怨
[00:13:41.000 --> 00:13:43.000]  對人埋怨
[00:13:43.000 --> 00:13:46.000]  以至他由一個屬靈的高峰
[00:13:46.000 --> 00:13:49.000]  跌落一個屬靈的谷底
[00:13:49.000 --> 00:13:51.000]  紅英家弟兄姊妹
[00:13:51.000 --> 00:13:57.000]  每一間教會都倡導全民皆兵
[00:13:57.000 --> 00:14:03.000]  每一間教會都希望每一個會友都投入侍奉
[00:14:03.000 --> 00:14:05.000]  教會都很期望每一個弟兄姊妹
[00:14:05.000 --> 00:14:07.000]  都投入一個侍奉的行列
[00:14:07.000 --> 00:14:11.000]  不過在侍奉的過程裡
[00:14:11.000 --> 00:14:14.000]  千萬不要與人比較
[00:14:14.000 --> 00:14:18.000]  也不要用效果作為侍奉成績
[00:14:18.000 --> 00:14:22.000]  是否好與不好的一個標準
[00:14:22.000 --> 00:14:24.000]  侍奉者所追求的
[00:14:24.000 --> 00:14:27.000]  應該是多元而合一的侍奉觀
[00:14:27.000 --> 00:14:30.000]  侍奉者應該關注的
[00:14:30.000 --> 00:14:32.000]  是應該如何與神同工
[00:14:32.000 --> 00:14:35.000]  或者是他與神的關係
[00:14:35.000 --> 00:14:37.000]  而不是與人比較
[00:14:37.000 --> 00:14:40.000]  侍奉一旦以效果作為我們的指標
[00:14:40.000 --> 00:14:45.000]  我們很容易跌入一個屬靈的陷阱
[00:14:45.000 --> 00:14:47.000]  以致我們不斷與人比較
[00:14:47.000 --> 00:14:50.000]  或者不斷以最好的成績作比較
[00:14:50.000 --> 00:14:53.000]  失卻了侍奉者應有的態度
[00:14:53.000 --> 00:14:55.000]  那個態度就是
[00:14:55.000 --> 00:14:59.000]  以主耶穌作為我們侍奉的中心
[00:14:59.000 --> 00:15:03.000]  主耶穌才是我們侍奉的焦點
[00:15:03.000 --> 00:15:06.000]  我們一旦偏離了這個焦點的話
[00:15:06.000 --> 00:15:10.000]  侍奉者就會走錯了一個跑道
[00:15:10.000 --> 00:15:14.000]  迷失了在侍奉的十字路口裡
[00:15:14.000 --> 00:15:22.000]  洪恩嘉正值在疫情開始緩和的時候
[00:15:22.000 --> 00:15:27.000]  我也不斷向不同的弟兄姐妹邀請
[00:15:27.000 --> 00:15:31.000]  期望他們參與我們教會不同的侍奉崗位
[00:15:31.000 --> 00:15:35.000]  我也很希望洪恩嘉每一個弟兄姐妹
[00:15:35.000 --> 00:15:37.000]  都能夠投入侍奉
[00:15:37.000 --> 00:15:41.000]  但是我也在這裡作出勸勉
[00:15:41.000 --> 00:15:44.000]  當你踏出了這個侍奉的時候
[00:15:44.000 --> 00:15:46.000]  千萬不要與人比較
[00:15:46.000 --> 00:15:49.000]  神給每一個人有不同的恩賜
[00:15:49.000 --> 00:15:52.000]  神給每一個人的恩賜有不同的發揮
[00:15:52.000 --> 00:15:55.000]  不要覺得別人比你好
[00:15:55.000 --> 00:15:57.000]  或者不要覺得我比別人好
[00:15:57.000 --> 00:16:02.000]  我們的侍奉焦點永遠都是聚焦在主耶穌身上
[00:16:02.000 --> 00:16:06.000]  第二個信仰的反思就是
[00:16:06.000 --> 00:16:09.000]  侍奉不應該只見到自己
[00:16:09.000 --> 00:16:11.000]  而見不到其他人
[00:16:11.000 --> 00:16:14.000]  以利亞其中一個尋死的理由
[00:16:14.000 --> 00:16:17.000]  就是他以為只有自己一個人在侍奉
[00:16:17.000 --> 00:16:23.000]  也只有他一個人為神大發熱心
[00:16:23.000 --> 00:16:26.000]  他分別在第十節和第十四節
[00:16:26.000 --> 00:16:28.000]  重複地對耶和華說
[00:16:28.000 --> 00:16:31.000]  我為耶和華萬軍之神大發熱心
[00:16:31.000 --> 00:16:34.000]  因為以色列人背棄了你的約
[00:16:34.000 --> 00:16:36.000]  毀壞了你的壇
[00:16:36.000 --> 00:16:38.000]  用刀殺了你的先知
[00:16:38.000 --> 00:16:41.000]  只剩下我一人
[00:16:41.000 --> 00:16:44.000]  他們還要追殺我
[00:16:44.000 --> 00:16:49.000]  以利亞為神大發熱心是好事
[00:16:49.000 --> 00:16:54.000]  每個跟隨主耶穌的信徒都應該為神大發熱心
[00:16:54.000 --> 00:16:56.000]  但是以利亞認為
[00:16:56.000 --> 00:16:58.000]  只剩下我一人
[00:16:58.000 --> 00:17:00.000]  那就未必正確
[00:17:00.000 --> 00:17:03.000]  以利亞似乎忘記了兩件事
[00:17:03.000 --> 00:17:06.000]  第一就是在第十八章
[00:17:06.000 --> 00:17:09.000]  當他遇到阿哈的管家俄巴底的時候
[00:17:09.000 --> 00:17:11.000]  俄巴底已經跟以利亞說
[00:17:11.000 --> 00:17:14.000]  我將一百個先知藏起來
[00:17:14.000 --> 00:17:17.000]  每五十個藏在一個山洞裡
[00:17:17.000 --> 00:17:20.000]  拿餅和水供養他們
[00:17:20.000 --> 00:17:26.000]  難道俄巴底的行為不是為神大發熱心嗎?
[00:17:26.000 --> 00:17:30.000]  難道那一百個先知雖然藏起來
[00:17:30.000 --> 00:17:32.000]  就不是先知?
[00:17:32.000 --> 00:17:34.000]  就不是神的僕人?
[00:17:34.000 --> 00:17:37.000]  第二
[00:17:37.000 --> 00:17:40.000]  以利亞也似乎忘記了在加密山
[00:17:40.000 --> 00:17:45.000]  幫他殺那八百五十個先知的人
[00:17:45.000 --> 00:17:50.000]  那八百五十個先知不是以利亞一個人去做的
[00:17:50.000 --> 00:17:53.000]  是誰幫他去做的?
[00:17:53.000 --> 00:17:56.000]  所以以利亞認為只剩下我一人
[00:17:56.000 --> 00:17:59.000]  或者以利亞認為只有他一個人
[00:17:59.000 --> 00:18:01.000]  才是為神做事
[00:18:01.000 --> 00:18:05.000]  其他人就不是為神做事
[00:18:05.000 --> 00:18:09.000]  以利亞似乎自視過高
[00:18:09.000 --> 00:18:11.000]  或者可以這麼說
[00:18:11.000 --> 00:18:17.000]  以利亞在這一刻患了一種屬靈驕傲症
[00:18:17.000 --> 00:18:21.000]  最後神在十八節裡面親自回應他
[00:18:21.000 --> 00:18:24.000]  給他一個更新的視野
[00:18:24.000 --> 00:18:26.000]  他說:但我在以色列人中
[00:18:26.000 --> 00:18:28.000]  留下七千人
[00:18:28.000 --> 00:18:30.000]  是未曾向巴力屈膝
[00:18:30.000 --> 00:18:34.000]  未曾親吻巴力的
[00:18:34.000 --> 00:18:37.000]  現代中文修訂版是這樣翻譯的
[00:18:37.000 --> 00:18:41.000]  他說:但我要在以色列留下七千人
[00:18:41.000 --> 00:18:44.000]  這些人都效忠我
[00:18:44.000 --> 00:18:46.000]  沒有跪拜過巴力
[00:18:46.000 --> 00:18:49.000]  也沒有親吻過他的偶像
[00:18:49.000 --> 00:18:52.000]  現代中文修訂版強調這七千人
[00:18:52.000 --> 00:18:55.000]  是效忠耶和華
[00:18:55.000 --> 00:18:57.000]  沒有跪拜巴力
[00:18:57.000 --> 00:18:59.000]  耶和華想以利亞知道
[00:18:59.000 --> 00:19:04.000]  不只是只有你一個人效忠於我
[00:19:04.000 --> 00:19:10.000]  不只是只有你一個人去侍奉神
[00:19:10.000 --> 00:19:12.000]  另外和合本
[00:19:12.000 --> 00:19:13.000]  不是修訂版
[00:19:13.000 --> 00:19:14.000]  和合本的譯法就是
[00:19:14.000 --> 00:19:18.000]  但我在以色列人中為自己留下七千人
[00:19:18.000 --> 00:19:20.000]  是未曾向巴力屈膝的
[00:19:20.000 --> 00:19:23.000]  未曾與巴力親嘴的
[00:19:23.000 --> 00:19:27.000]  和合本強調耶和華為自己留下七千人
[00:19:27.000 --> 00:19:29.000]  耶和華想以利亞知道
[00:19:29.000 --> 00:19:33.000]  不只是只有你一個人可以用
[00:19:33.000 --> 00:19:37.000]  可以被神使用的有七千人
[00:19:37.000 --> 00:19:39.000]  耶和華所顯示的人數
[00:19:39.000 --> 00:19:41.000]  是俄巴底的一百人
[00:19:41.000 --> 00:19:44.000]  多了七十倍
[00:19:44.000 --> 00:19:46.000]  耶和華想以利亞知道
[00:19:46.000 --> 00:19:52.000]  在你眼中只有你一個人在侍奉
[00:19:52.000 --> 00:19:55.000]  只有你一個人效忠於我
[00:19:55.000 --> 00:19:59.000]  不是
[00:19:59.000 --> 00:20:01.000]  在神眼中
[00:20:01.000 --> 00:20:03.000]  在神的心意中
[00:20:03.000 --> 00:20:08.000]  還有很多人在為神侍奉
[00:20:08.000 --> 00:20:10.000]  神要用誰都可以
[00:20:10.000 --> 00:20:14.000]  不是只有你,以利亞一個
[00:20:14.000 --> 00:20:17.000]  侍奉不要看自己看得那麼重
[00:20:17.000 --> 00:20:21.000]  不要覺得只有你一個人在為神侍奉
[00:20:21.000 --> 00:20:26.000]  不要覺得只有你一個人是為神大發熱心
[00:20:26.000 --> 00:20:30.000]  另外耶和華又將一個新的視野給以利亞看
[00:20:30.000 --> 00:20:33.000]  當以利亞將自己一個人
[00:20:33.000 --> 00:20:36.000]  和整個神國的僕人比較的時候
[00:20:36.000 --> 00:20:39.000]  神讓他有另一個角度去看
[00:20:39.000 --> 00:20:42.000]  其實在神的國裡
[00:20:42.000 --> 00:20:46.000]  還有很多人是未曾離棄神
[00:20:46.000 --> 00:20:50.000]  還有很多人沒有向巴黎屈膝
[00:20:50.000 --> 00:20:55.000]  而這些人全部都是神的僕人
[00:20:55.000 --> 00:20:59.000]  當以利亞看到整個以色列國都背棄了神的約
[00:20:59.000 --> 00:21:01.000]  都離棄神的話
[00:21:01.000 --> 00:21:03.000]  神卻讓以利亞知道
[00:21:03.000 --> 00:21:08.000]  還有七千個以色列人沒有離棄過神
[00:21:08.000 --> 00:21:13.000]  事情並不是好像以利亞所見到的一樣
[00:21:13.000 --> 00:21:17.000]  無論是俄巴底還是耶和華
[00:21:17.000 --> 00:21:21.000]  都看到有其他人同樣在侍奉神
[00:21:21.000 --> 00:21:23.000]  可能侍奉的內容不一樣
[00:21:23.000 --> 00:21:26.000]  侍奉的角色不一樣
[00:21:26.000 --> 00:21:28.000]  好像俄巴底那樣
[00:21:28.000 --> 00:21:31.000]  他雖然是阿蝦的管家
[00:21:31.000 --> 00:21:34.000]  但是他秘密地去做
[00:21:34.000 --> 00:21:37.000]  去為神保護其他的先知
[00:21:37.000 --> 00:21:41.000]  又或者那批未曾向巴黎屈膝的先知
[00:21:41.000 --> 00:21:44.000]  同樣都是效忠耶和華的
[00:21:44.000 --> 00:21:46.000]  他們沒有放棄信仰
