
[00:00:00.000 --> 00:00:03.400]  各位紅人黨的弟兄姊妹,你們好
[00:02:19.280 --> 00:02:22.320]  奉耶穌基督的名字祈求,Amen
[00:02:22.320 --> 00:02:27.760]  很感謝吳恩堂,很感謝魯牧師的邀請
[00:02:27.760 --> 00:02:29.760]  我今天可以跟大家分享
[00:02:29.760 --> 00:02:34.960]  知道你們這半年裡有一系列的講道
[00:02:34.960 --> 00:02:38.000]  今天講的是關於恩慈
[00:02:38.000 --> 00:02:43.040]  我特別選了哥倫多前書第十二章第四到十一節
[00:02:43.040 --> 00:02:47.520]  我的題目是「聖靈隨己而分給個人的恩慈」
[00:02:47.520 --> 00:02:54.560]  如果大家看這篇詩篇
[00:02:54.560 --> 00:02:58.240]  愛的篇的真諦的時候
[00:02:58.240 --> 00:03:00.560]  相信大家都認識的
[00:03:00.560 --> 00:03:03.440]  不會很陌生
[00:03:03.440 --> 00:03:07.440]  因為當你去我們《大英之母》的婚禮
[00:03:07.440 --> 00:03:13.760]  你可能會看到,甚至聽到這個愛的詩篇
[00:03:13.760 --> 00:03:20.160]  愛是永恆,能夠忍耐,也有恩慈
[00:03:20.160 --> 00:03:22.960]  愛是不嫉妒,不自誇,不張狂
[00:03:22.960 --> 00:03:25.920]  不作害羞的事,不求自己的益處
[00:03:25.920 --> 00:03:28.720]  不輕易發怒,不計算人家的惡
[00:03:28.720 --> 00:03:31.360]  不喜歡不義,只喜歡真理
[00:03:31.360 --> 00:03:35.920]  凡是包容,凡是相信,凡是盼望,凡是忍耐
[00:03:35.920 --> 00:03:37.920]  愛是永不自食
[00:03:37.920 --> 00:03:42.560]  一個很美麗的詩篇
[00:03:42.560 --> 00:03:45.360]  但是,大英之妹
[00:03:45.360 --> 00:03:49.760]  你知不知道,詩篇的愛
[00:03:49.760 --> 00:03:52.800]  並不是講關於夫妻之間的愛
[00:03:52.800 --> 00:03:56.320]  並不是講關於男女之間的愛
[00:03:56.320 --> 00:03:58.960]  在某程度來說
[00:03:58.960 --> 00:04:02.400]  我們有時是用錯了聖經
[00:04:02.400 --> 00:04:04.400]  為何這樣說呢
[00:04:04.400 --> 00:04:07.920]  我們今天打開聖經的前書
[00:04:07.920 --> 00:04:09.440]  一起去看看
[00:04:09.440 --> 00:04:12.240]  先看看前書裏
[00:04:12.240 --> 00:04:15.040]  其實保羅想跟我們講的是甚麼
[00:04:15.040 --> 00:04:19.120]  之後我們慢慢回到第十二章和第十三章
[00:04:19.120 --> 00:04:21.680]  我們就深入一點去看
[00:04:21.680 --> 00:04:26.800]  究竟保羅用第十三章的愛的真體
[00:04:26.800 --> 00:04:30.800]  其實他很想跟當時的大英之妹說甚麼
[00:04:30.800 --> 00:04:35.280]  今天我們再說,他跟我們說的是甚麼
[00:04:35.280 --> 00:04:40.240]  原來我們可以在少人主我們看的時候
[00:04:40.240 --> 00:04:49.200]  保羅記熟了他在生命中有三次的轉生
[00:04:49.200 --> 00:04:51.920]  去到亞洲不同的地方
[00:04:51.920 --> 00:04:53.520]  甚至去到歐洲
[00:04:53.520 --> 00:04:55.520]  在第二次的時候他跟同工
[00:04:55.520 --> 00:04:58.720]  他先去由安提柯出發
[00:04:58.720 --> 00:05:02.480]  之後去之前的教會探望他們
[00:05:02.480 --> 00:05:09.040]  其實保羅很想在亞細亞的範圍裏
[00:05:09.040 --> 00:05:11.600]  甚至在伊布的地方去傳福音
[00:05:11.600 --> 00:05:13.120]  去見到教會
[00:05:13.120 --> 00:05:15.120]  但聖經上說得很特別
[00:05:15.120 --> 00:05:19.520]  聖靈不容許他們這樣做
[00:05:19.520 --> 00:05:23.120]  他想去大聖靈在當中禁止他們
[00:05:23.120 --> 00:05:26.640]  於是他們一路向西退
[00:05:26.640 --> 00:05:29.200]  去到一個地方叫特洛亞
[00:05:29.200 --> 00:05:31.200]  保羅就在這個位置
[00:05:31.200 --> 00:05:35.920]  特洛亞,大家如果看地圖
[00:05:35.920 --> 00:05:39.360]  上面是馬其頓的地方
[00:05:39.360 --> 00:05:45.600]  大家記得是馬其頓呼聖
[00:05:45.600 --> 00:05:47.920]  保羅在這裏聽到他們說
[00:05:47.920 --> 00:05:49.920]  你可不可以過來幫我們
[00:05:49.920 --> 00:05:55.440]  當我們去看聖經,特別是西洋的聖經
[00:05:55.440 --> 00:05:56.720]  看少人傳的時候
[00:05:56.720 --> 00:05:58.720]  我們真的需要認識地圖
[00:05:58.720 --> 00:06:01.600]  看的時候一定要打開地圖
[00:06:01.600 --> 00:06:02.800]  不然會一起看
[00:06:02.800 --> 00:06:04.800]  因為裏面有很多地名
[00:06:04.800 --> 00:06:06.800]  有很多不同的方向
[00:06:06.800 --> 00:06:10.960]  還有,如果能夠在地圖上看到這些訊息
[00:06:10.960 --> 00:06:12.960]  就會更加明白
[00:06:12.960 --> 00:06:17.120]  其實在這次小人轉到這裏的時候
[00:06:17.120 --> 00:06:20.800]  傳福音是一個很大的突破
[00:06:20.800 --> 00:06:26.320]  福音由亞洲進入到歐洲
[00:06:26.320 --> 00:06:28.320]  就是這一次
[00:06:28.320 --> 00:06:32.320]  是一個突破性的旅程
[00:06:32.320 --> 00:06:37.840]  保羅帶著同工到歐洲才去到菲律賓
[00:06:37.840 --> 00:06:39.840]  之後到特洛尼加
[00:06:39.840 --> 00:06:43.840]  之後到比利亞
[00:06:43.840 --> 00:06:45.840]  為何他們會一直轉呢?
[00:06:45.840 --> 00:06:49.120]  其實他們的傳福音是很有果效的
[00:06:49.120 --> 00:06:52.800]  保羅很快就帶了人信耶穌
[00:06:52.800 --> 00:06:57.600]  不過可惜當地的猶太人很妒忌
[00:06:57.600 --> 00:06:59.600]  很不喜歡他們留在那裏
[00:06:59.600 --> 00:07:02.720]  因為他們說的是耶穌基督的復活
[00:07:02.720 --> 00:07:05.440]  耶穌基督的救恩
[00:07:05.440 --> 00:07:07.440]  他的好消息
[00:07:07.440 --> 00:07:10.960]  是一群猶太人不能夠接受的
[00:07:10.960 --> 00:07:13.840]  於是就一直迫害他們
[00:07:13.840 --> 00:07:18.640]  由菲律賓,到特洛尼加,然後到比利亞
[00:07:18.640 --> 00:07:22.560]  保羅就跟同工一路走
[00:07:22.560 --> 00:07:24.560]  到那裏之後
[00:07:24.560 --> 00:07:27.360]  保羅就放下了提摩太太
[00:07:27.360 --> 00:07:29.360]  西拉他們
[00:07:29.360 --> 00:07:31.360]  之後就自己到雅典
[00:07:31.360 --> 00:07:33.360]  然後就到哥倫多
[00:07:33.360 --> 00:07:35.360]  在哥倫多就住了一年半
[00:07:35.360 --> 00:07:38.640]  就建了一間教會
[00:07:38.640 --> 00:07:42.080]  教會裏面是很感恩
[00:07:42.080 --> 00:07:45.600]  裏面除了猶太人外
[00:07:45.600 --> 00:07:47.600]  還有很多外邦人
[00:07:47.600 --> 00:07:52.560]  但是保羅在那裏一年半之後就離開了
[00:07:52.560 --> 00:07:54.560]  他就去了醫學院
[00:07:54.560 --> 00:07:56.560]  再停留了一段時間
[00:07:56.560 --> 00:08:00.560]  之後他就回到耶路撒冷
[00:08:00.560 --> 00:08:02.560]  開了耶路撒冷大會
[00:08:02.560 --> 00:08:04.560]  在過程當中
[00:08:04.560 --> 00:08:06.560]  當然保羅是很想念
[00:08:06.560 --> 00:08:08.560]  哥倫多裏面的弟兄姊妹
[00:08:08.560 --> 00:08:13.600]  因為他是親手帶出來的
[00:08:13.600 --> 00:08:15.600]  當他聽到
[00:08:15.600 --> 00:08:18.560]  哥倫多教會裏面有很多問題
[00:08:18.560 --> 00:08:21.600]  很多困難,很多情況出現的時候
[00:08:21.600 --> 00:08:23.600]  於是他就寫信
[00:08:23.600 --> 00:08:25.600]  當他第三次退出的時候
[00:08:25.600 --> 00:08:27.600]  他就寫了一封信
[00:08:27.600 --> 00:08:29.600]  給哥倫多前書和後書
[00:08:29.600 --> 00:08:31.600]  鼓勵他們
[00:08:31.600 --> 00:08:33.600]  幫助他們
[00:08:33.600 --> 00:08:35.600]  還有裏面有些錯誤的想法
[00:08:35.600 --> 00:08:37.600]  他就幫他們改變
[00:08:37.600 --> 00:08:41.600]  讓他們不要偏離真道
[00:08:41.600 --> 00:08:45.600]  當然說保羅就是
[00:08:45.600 --> 00:08:47.600]  哥倫多這個地方
[00:08:47.600 --> 00:08:49.600]  其實發生了很多信仰上的問題
[00:08:49.600 --> 00:08:53.600]  當時是希臘一個很大的城市
[00:08:53.600 --> 00:08:57.600]  羅馬帝國阿波拉省的首都
[00:08:57.600 --> 00:08:59.600]  是州府
[00:08:59.600 --> 00:09:01.600]  裏面的文化是很高的
[00:09:01.600 --> 00:09:03.600]  但品行很複雜
[00:09:03.600 --> 00:09:05.600]  是一個世界性的城市
[00:09:05.600 --> 00:09:07.600]  很多人都來到這裏
[00:09:07.600 --> 00:09:09.600]  但另外
[00:09:09.600 --> 00:09:13.600]  裏面的道德是非常敗壞
[00:09:13.600 --> 00:09:15.600]  道德淪落
[00:09:15.600 --> 00:09:17.600]  甚至有妙技
[00:09:17.600 --> 00:09:19.600]  淫亂的事也有很多
[00:09:19.600 --> 00:09:21.600]  正因為這些緣故
[00:09:21.600 --> 00:09:23.600]  所以令到哥倫多教會裏面
[00:09:23.600 --> 00:09:25.600]  都有很多問題
[00:09:25.600 --> 00:09:27.600]  因為都是那些人
[00:09:27.600 --> 00:09:29.600]  不過他們上了耶穌之後
[00:09:29.600 --> 00:09:31.600]  他們進了教會
[00:09:31.600 --> 00:09:33.600]  但裏面有很多的舊我
[00:09:33.600 --> 00:09:35.600]  其實一直都在裏面
[00:09:35.600 --> 00:09:37.600]  因為這些緣故
[00:09:37.600 --> 00:09:39.600]  所以他們的教會裏面
[00:09:39.600 --> 00:09:41.600]  就衍生了很多困難
[00:09:41.600 --> 00:09:43.600]  問題
[00:09:43.600 --> 00:09:45.600]  在聖靈的感動下
[00:09:45.600 --> 00:09:47.600]  保羅就寫了前書和後書
[00:09:47.600 --> 00:09:49.600]  特別是前書
[00:09:49.600 --> 00:09:51.600]  哥倫多前書是比較長的
[00:09:51.600 --> 00:09:53.600]  大家看新約裏面
[00:09:53.600 --> 00:09:55.600]  不同教會的聖經
[00:09:55.600 --> 00:09:57.600]  是比較長的
[00:09:57.600 --> 00:09:59.600]  因為裏面的問題
[00:09:59.600 --> 00:10:01.600]  比較多
[00:10:01.600 --> 00:10:03.600]  和比較長一點
[00:10:03.600 --> 00:10:05.600]  要去多一點的去教導
[00:10:05.600 --> 00:10:07.600]  一班弟兄姊妹
[00:10:07.600 --> 00:10:09.600]  所以保羅就寫了這個
[00:10:09.600 --> 00:10:11.600]  很簡單來說
[00:10:11.600 --> 00:10:13.600]  我們看看哥倫多前書的大綱
[00:10:13.600 --> 00:10:15.600]  第一章
[00:10:15.600 --> 00:10:17.600]  第一到第九節是文後和感謝
[00:10:17.600 --> 00:10:21.600]  因為保羅去看見
[00:10:21.600 --> 00:10:23.600]  聽見哥倫多的教會時
[00:10:23.600 --> 00:10:25.600]  其實裏面很感恩
[00:10:25.600 --> 00:10:27.600]  保羅
[00:10:27.600 --> 00:10:29.600]  因為裏面有很多很好的信徒
[00:10:29.600 --> 00:10:31.600]  很有恩慈
[00:10:31.600 --> 00:10:33.600]  他們做得很好
[00:10:33.600 --> 00:10:35.600]  但裏面有些困難出現
[00:10:35.600 --> 00:10:39.600]  在第一章第十節到第四章二十一節裏面
[00:10:39.600 --> 00:10:41.600]  講到教會是分裂
[00:10:41.600 --> 00:10:43.600]  分黨派
[00:10:43.600 --> 00:10:45.600]  我是信保羅的
[00:10:45.600 --> 00:10:47.600]  我是信基督的
[00:10:47.600 --> 00:10:49.600]  我是信阿波羅的
[00:10:49.600 --> 00:10:51.600]  人們就是這樣分門別類
[00:10:51.600 --> 00:10:53.600]  分黨分派
[00:10:53.600 --> 00:10:57.600]  令到教會有很多困難
[00:10:57.600 --> 00:10:59.600]  在合一上有很多困難
[00:10:59.600 --> 00:11:03.600]  在第五章第一節到第六章第二十節
[00:11:03.600 --> 00:11:05.600]  講到關於淫亂
[00:11:05.600 --> 00:11:07.600]  社會上的充斥問題
[00:11:07.600 --> 00:11:09.600]  其實都發生在教會裏面
[00:11:09.600 --> 00:11:15.600]  而第七章第一節到第十五章第五十八節
[00:11:15.600 --> 00:11:17.600]  保羅就講出
[00:11:17.600 --> 00:11:19.600]  教會裏面有很多不同的困難
[00:11:19.600 --> 00:11:21.600]  很多的問題
[00:11:21.600 --> 00:11:23.600]  拜偶像
[00:11:23.600 --> 00:11:24.600]  聖餐
[00:11:24.600 --> 00:11:25.600]  耶穌復活
[00:11:25.600 --> 00:11:26.600]  娶嫁
[00:11:26.600 --> 00:11:28.600]  受人恩賜
[00:11:28.600 --> 00:11:29.600]  愛
[00:11:29.600 --> 00:11:30.600]  女人的蒙頭
[00:11:30.600 --> 00:11:31.600]  先知講道
[00:11:31.600 --> 00:11:33.600]  婦女的講道等等
[00:11:33.600 --> 00:11:35.600]  令到整個教會裏面
[00:11:35.600 --> 00:11:37.600]  因為沒有了頭
[00:11:37.600 --> 00:11:39.600]  保羅不在
[00:11:39.600 --> 00:11:41.600]  很多的問題都解決不了
[00:11:41.600 --> 00:11:44.600]  沒有一個很好的指導
[00:11:44.600 --> 00:11:47.600]  令到教會裏面很混亂
[00:11:47.600 --> 00:11:50.600]  保羅就是這樣
[00:11:50.600 --> 00:11:52.600]  逐個逐個的問題
[00:11:52.600 --> 00:11:54.600]  都跟我們講應該怎樣做
[00:11:54.600 --> 00:11:57.600]  第十六章就是結餘
[00:11:57.600 --> 00:12:01.600]  回到我們今天的章節
[00:12:01.600 --> 00:12:05.600]  我們特別要講第十二和第十三章
[00:12:05.600 --> 00:12:08.600]  是講到關於屬靈的恩賜
[00:12:08.600 --> 00:12:12.600]  第十二章和十三章的關係在哪裏呢?
[00:12:12.600 --> 00:12:16.600]  仔細地分析一下
[00:12:16.600 --> 00:12:19.600]  第十二章第一到第十一節
[00:12:19.600 --> 00:12:21.600]  是講到關於屬靈的恩賜
[00:12:21.600 --> 00:12:24.600]  第十二至三十一節是講到一個身體
[00:12:24.600 --> 00:12:27.600]  保羅做一個比喻
[00:12:27.600 --> 00:12:29.600]  用身體去做一個比喻
[00:12:29.600 --> 00:12:32.600]  一個身體裏面有不同的肢體
[00:12:32.600 --> 00:12:35.600]  不同的肢體需要彼此配合
[00:12:35.600 --> 00:12:39.600]  才能夠有一個完整的身體
[00:12:39.600 --> 00:12:43.600]  但是要彼此配合的時候
[00:12:43.600 --> 00:12:46.600]  保羅提及很多教會裏面
[00:12:46.600 --> 00:12:51.600]  他們更加需要求一個更加大的恩賜
[00:12:51.600 --> 00:12:55.600]  保羅說更奄妙的道
[00:12:55.600 --> 00:12:57.600]  這個道是甚麼呢?
[00:12:57.600 --> 00:12:59.600]  就是愛
[00:12:59.600 --> 00:13:02.600]  第十三章裏面是講愛
[00:13:02.600 --> 00:13:05.600]  一到三節是講愛
[00:13:05.600 --> 00:13:08.600]  而四到七節是今天的經文
[00:13:08.600 --> 00:13:12.600]  主席讀了的經文就是愛的身體
[00:13:12.600 --> 00:13:15.600]  第十三章第八節
[00:13:15.600 --> 00:13:18.600]  愛是永不止息
[00:13:18.600 --> 00:13:24.600]  先知的講道始終都會沒有
[00:13:24.600 --> 00:13:27.600]  講方言的能力始終都會停
[00:13:27.600 --> 00:13:29.600]  知識都歸於無有
[00:13:29.600 --> 00:13:32.600]  唯有一件事永遠長存的是甚麼呢?
[00:13:32.600 --> 00:13:34.600]  就是愛
[00:13:34.600 --> 00:13:42.600]  神就是愛,他就是愛
[00:13:42.600 --> 00:13:44.600]  而我們都很需要愛
[00:13:44.600 --> 00:13:50.600]  保羅用愛去指出一個很重要的問題是甚麼呢?
[00:13:50.600 --> 00:13:55.600]  其實保羅,我剛才都從大綱裏面看
[00:13:55.600 --> 00:13:58.600]  多倫多教會是一個很有恩賜的教會
[00:13:58.600 --> 00:14:02.600]  他們的講道很強
[00:14:02.600 --> 00:14:04.600]  他們講完很有知識
[00:14:04.600 --> 00:14:06.600]  很有傲備,知道內容
[00:14:06.600 --> 00:14:10.600]  能夠引人興奮
[00:14:10.600 --> 00:14:14.600]  大家都知道,如果講道能夠這樣
[00:14:14.600 --> 00:14:16.600]  突然間每一節都會很得著
[00:14:16.600 --> 00:14:18.600]  他們有信心
[00:14:18.600 --> 00:14:21.600]  有人行神蹟,有異能
[00:14:21.600 --> 00:14:25.600]  有些病的時候,有土地就得到醫治
[00:14:25.600 --> 00:14:28.600]  有窮人的時候
[00:14:28.600 --> 00:14:32.600]  當中都可以得到信徒的熱切幫助
[00:14:32.600 --> 00:14:35.600]  他們肯幫助,甚至犧牲
[00:14:35.600 --> 00:14:38.600]  如果身處這樣的教會
[00:14:38.600 --> 00:14:41.600]  其實是很幸福的事
[00:14:41.600 --> 00:14:44.600]  我希望你和我都希望
[00:14:44.600 --> 00:14:46.600]  張學堂和洪恩堂都是這樣
[00:14:46.600 --> 00:14:52.600]  但其中一個令這教會烏煙瘴氣
[00:14:52.600 --> 00:14:54.600]  一無是處
[00:14:54.600 --> 00:14:56.600]  沒錯,有很多很多恩賜
[00:14:56.600 --> 00:15:00.600]  不過,卻少了一件事
[00:15:00.600 --> 00:15:04.600]  就像一道菜式
[00:15:04.600 --> 00:15:09.600]  色、香、味都有
[00:15:09.600 --> 00:15:13.600]  但當少了鹽去調味的時候
[00:15:13.600 --> 00:15:16.600]  這道菜可能不好吃
[00:15:16.600 --> 00:15:18.600]  頂尖都不享受
[00:15:18.600 --> 00:15:22.600]  但如果多了鹽去調味
[00:15:22.600 --> 00:15:26.600]  可能整道菜都不一樣
[00:15:26.600 --> 00:15:30.600]  恩賜都是這樣
[00:15:30.600 --> 00:15:34.600]  只有恩賜,沒有其他
[00:15:34.600 --> 00:15:36.600]  是沒有意義的
[00:15:36.600 --> 00:15:39.600]  在恩賜加上愛的時候
[00:15:39.600 --> 00:15:44.600]  心靈就很有意義
[00:15:44.600 --> 00:15:49.600]  原來保羅在用愛去形容
[00:15:49.600 --> 00:15:54.600]  去跟恩賜拉上關係
[00:15:54.600 --> 00:15:56.600]  剛才我讀的經文
[00:15:56.600 --> 00:15:58.600]  第13章的四到八節
[00:15:58.600 --> 00:16:01.600]  愛是恆久忍耐,又有恩賜
[00:16:01.600 --> 00:16:04.600]  愛是不疾度,不自誇,不張嘴
[00:16:04.600 --> 00:16:07.600]  不作海修的事,不求自己益處
[00:16:07.600 --> 00:16:10.600]  不輕而發怒,不計算人的惡
[00:16:10.600 --> 00:16:13.600]  不喜歡不義,只喜歡真理
[00:16:13.600 --> 00:16:16.600]  凡事包容,凡事相信,凡事拋妄
[00:16:16.600 --> 00:16:19.600]  凡事忍耐,愛是永不完成
[00:16:19.600 --> 00:16:24.600]  這些的鹽,這些恩賜
[00:16:24.600 --> 00:16:31.600]  加上剛才大家讀第十二章第四到十二節
[00:16:31.600 --> 00:16:33.600]  就很不一樣
[00:16:33.600 --> 00:16:36.600]  哥倫多前書第十二章第四節
[00:16:36.600 --> 00:16:39.600]  因此原有分別,聖靈卻是一位
[00:16:39.600 --> 00:16:42.600]  即是也有分別,與卻是一位
[00:16:42.600 --> 00:16:45.600]  公用也有分別,神卻是一位
[00:16:45.600 --> 00:16:49.600]  在眾人裡面運行一切的事
[00:16:49.600 --> 00:16:52.600]  聖靈顯在個人身上
[00:16:52.600 --> 00:16:54.600]  是叫人得益處
[00:16:54.600 --> 00:16:57.600]  這人蒙聖靈賜他智慧的言語
[00:16:57.600 --> 00:17:02.600]  那人也蒙這位聖靈賜他知識的言語
[00:17:02.600 --> 00:17:06.600]  又有一人蒙這位聖靈賜他信心
[00:17:06.600 --> 00:17:12.600]  也有一人蒙這位聖靈賜他醫病的恩賜
[00:17:12.600 --> 00:17:15.600]  又有一人能行異能
[00:17:15.600 --> 00:17:18.600]  又叫一人能作先知
[00:17:18.600 --> 00:17:21.600]  又叫一人能作辨別諸靈
[00:17:21.600 --> 00:17:24.600]  又叫一人能夠講方言
[00:17:24.600 --> 00:17:26.600]  又叫一人能夠翻方言
[00:17:26.600 --> 00:17:29.600]  這些一切都是聖靈所賜
[00:17:29.600 --> 00:17:31.600]  隨己分級個人
[00:17:31.600 --> 00:17:36.600]  十二章講完之後
[00:17:36.600 --> 00:17:39.600]  十三章做一個很重要的補充
[00:17:39.600 --> 00:17:41.600]  愛
[00:17:41.600 --> 00:17:45.600]  每個人都有不同的恩賜
[00:17:45.600 --> 00:17:48.600]  每個人都可以好好發揮他們
[00:17:48.600 --> 00:17:51.600]  但是各自發揮,沒問題
[00:17:51.600 --> 00:17:53.600]  但如果大家走在一起
[00:17:53.600 --> 00:17:55.600]  要彼此配搭
[00:17:55.600 --> 00:17:58.600]  彼此去造就
[00:17:58.600 --> 00:18:00.600]  去建立一間教會的時候
[00:18:00.600 --> 00:18:03.600]  如果缺乏了愛
[00:18:03.600 --> 00:18:06.600]  就有很多很大的問題
[00:18:06.600 --> 00:18:10.600]  就好像保羅體建
[00:18:10.600 --> 00:18:12.600]  哥倫多教一樣
[00:18:12.600 --> 00:18:14.600]  沒錯,有人講得很厲害
[00:18:14.600 --> 00:18:16.600]  有人醫治,有人其他
[00:18:16.600 --> 00:18:18.600]  有人信心,等等都有
[00:18:18.600 --> 00:18:21.600]  但最後見到的是甚麼呢
[00:18:21.600 --> 00:18:25.600]  分黨分派
[00:18:25.600 --> 00:18:28.600]  不合一
[00:18:28.600 --> 00:18:31.600]  合一就成為了
[00:18:31.600 --> 00:18:36.600]  哥倫多教的一個很重要的問題
[00:18:36.600 --> 00:18:39.600]  每人不能彼此配搭
[00:18:39.600 --> 00:18:43.600]  保羅在十二章的時候
[00:18:43.600 --> 00:18:46.600]  剛才講到十一節之後
[00:18:46.600 --> 00:18:48.600]  他講到一個比喻
[00:18:48.600 --> 00:18:50.600]  就是身體
[00:18:50.600 --> 00:18:52.600]  整間教會變成身體一樣
[00:18:52.600 --> 00:18:56.600]  聖靈給每個人都有不同的恩賜
[00:18:56.600 --> 00:19:00.600]  就好像肢體當中有不同的
[00:19:00.600 --> 00:19:05.600]  手、眼、耳、口、鼻、手、腳等等
[00:19:05.600 --> 00:19:07.600]  每個人都不一樣
[00:19:07.600 --> 00:19:09.600]  恩賜都不同
[00:19:09.600 --> 00:19:12.600]  但是都不能夠說
[00:19:12.600 --> 00:19:15.600]  眼說我不是腳
[00:19:15.600 --> 00:19:18.600]  我不和他在一起
[00:19:18.600 --> 00:19:21.600]  我和他比他更好
[00:19:21.600 --> 00:19:23.600]  因為他不懂得做我做的事
[00:19:23.600 --> 00:19:24.600]  我可以看見東西
[00:19:24.600 --> 00:19:26.600]  但腳告訴我
[00:19:26.600 --> 00:19:29.600]  我看不見,但我可以走路
[00:19:29.600 --> 00:19:31.600]  大家有各有不同的恩賜
[00:19:31.600 --> 00:19:34.600]  有不同的長處
[00:19:34.600 --> 00:19:37.600]  如果各自分滿別類
[00:19:37.600 --> 00:19:39.600]  各自分黨分派
[00:19:39.600 --> 00:19:40.600]  我是屬基督的
[00:19:40.600 --> 00:19:42.600]  我是屬保羅的
[00:19:42.600 --> 00:19:44.600]  我是屬阿波羅的
[00:19:44.600 --> 00:19:48.600]  如果在這樣的情況下不合一
[00:19:48.600 --> 00:19:51.600]  就出現很大問題
[00:19:51.600 --> 00:19:54.600]  我們都是屬於基督的
[00:19:54.600 --> 00:19:57.600]  基督需要成為我們的元首
[00:19:57.600 --> 00:19:59.600]  基督是我們的頭
[00:19:59.600 --> 00:20:02.600]  是他一直帶領著、掌管著
[00:20:02.600 --> 00:20:07.600]  以至整個人身體才能夠有很好的發揮
[00:20:07.600 --> 00:20:09.600]  保羅很好
[00:20:09.600 --> 00:20:13.600]  保羅用一個很適當、很好的比喻
[00:20:13.600 --> 00:20:18.600]  令到我相信當哥倫多教會看官信時
[00:20:18.600 --> 00:20:21.600]  他們都會明白、知道
[00:20:21.600 --> 00:20:28.600]  現在的時代,大家知道疫情很嚴重
[00:20:28.600 --> 00:20:32.600]  確診人數真的很多
[00:20:32.600 --> 00:20:36.600]  沒想過香港現在的情況是這樣的
[00:20:36.600 --> 00:20:40.600]  最近聯會也很好
[00:20:40.600 --> 00:20:46.600]  他們也準備了快速檢測包
[00:20:46.600 --> 00:20:48.600]  提供給教會
[00:20:48.600 --> 00:20:54.600]  以至教會能夠給予一些需要的人
[00:20:54.600 --> 00:21:00.600]  大家想想整個過程其實是不容易的
[00:21:00.600 --> 00:21:02.600]  需要很多的
[00:21:02.600 --> 00:21:05.600]  看似很簡單,一件事
[00:21:05.600 --> 00:21:10.600]  但裡面需要很多不同的、有因次的人
[00:21:10.600 --> 00:21:13.600]  彼此配合才能做得到
[00:21:13.600 --> 00:21:20.600]  我再多一點分析一下
[00:21:20.600 --> 00:21:25.600]  先是一個異象,看見一個圖畫
[00:21:25.600 --> 00:21:34.600]  心裡想著如何在現在的疫情中見證耶穌
[00:21:34.600 --> 00:21:41.600]  需要一些方面比較強的因次才能看得到
[00:21:41.600 --> 00:21:46.600]  只看見是不行的
