
[00:00:00.000 --> 00:00:03.000]  洪永嘉的弟妹平安
[00:02:43.000 --> 00:02:46.000]  沒錯,的確是人間有情
[00:02:46.000 --> 00:02:49.000]  不過如果我們說人間有情
[00:02:49.000 --> 00:02:52.000]  我們能不能說人間有愛呢?
[00:02:52.000 --> 00:02:55.000]  燒肉舖老闆對街坊的心
[00:02:55.000 --> 00:03:00.000]  是一份情還是一份愛呢?
[00:03:00.000 --> 00:03:03.000]  我們相信無論是情也好
[00:03:03.000 --> 00:03:04.000]  或者是愛也好
[00:03:04.000 --> 00:03:06.000]  都要老闆對他者
[00:03:06.000 --> 00:03:09.000]  即是其他人有所行動
[00:03:09.000 --> 00:03:13.000]  而他者亦要對燒肉舖老闆的心意
[00:03:13.000 --> 00:03:15.000]  作出回應
[00:03:15.000 --> 00:03:18.000]  整個過程雙方是需要有互動的
[00:03:18.000 --> 00:03:22.000]  究竟聖經裏面有沒有類似的典範
[00:03:22.000 --> 00:03:24.000]  讓我們學習呢?
[00:03:24.000 --> 00:03:28.000]  今天我想透過約翰一書四章七至十二節
[00:03:28.000 --> 00:03:31.000]  去認識愛的三個不同的層面
[00:03:31.000 --> 00:03:34.000]  我們一起去祈禱
[00:03:34.000 --> 00:03:37.000]  親日主我們感謝祢
[00:03:37.000 --> 00:03:39.000]  讓我們在新的一年開始
[00:03:39.000 --> 00:03:41.000]  首先去聆聽祢的話語
[00:03:41.000 --> 00:03:45.000]  求祢讓祢的道去鞏固我們
[00:03:45.000 --> 00:03:47.000]  建立我們的生命
[00:03:47.000 --> 00:03:49.000]  最後被祢使用
[00:03:49.000 --> 00:03:50.000]  我們去祈禱
[00:03:50.000 --> 00:03:52.000]  奉靠主耶穌聖名祈求
[00:03:52.000 --> 00:03:53.000]  阿們
[00:03:53.000 --> 00:03:54.000]  各位主媒
[00:03:54.000 --> 00:03:59.000]  剛才主席都要求我們一起讀這六節經文
[00:03:59.000 --> 00:04:02.000]  有沒有留意到每一節的經文裏面
[00:04:02.000 --> 00:04:04.000]  都有「愛」這個字
[00:04:04.000 --> 00:04:06.000]  所不同的是這個「愛」字
[00:04:06.000 --> 00:04:09.000]  是作為句子的主詞
[00:04:09.000 --> 00:04:11.000]  或者授詞
[00:04:11.000 --> 00:04:13.000]  或者動詞
[00:04:13.000 --> 00:04:16.000]  原來這六節經文裏面的「愛」
[00:04:16.000 --> 00:04:19.000]  原文都是同一個字根
[00:04:19.000 --> 00:04:20.000]  所以我們就知道
[00:04:20.000 --> 00:04:23.000]  這六節經文的信息是相關的
[00:04:23.000 --> 00:04:26.000]  而且一定和愛有關
[00:04:26.000 --> 00:04:28.000]  我們說愛的第一個層面就是
[00:04:28.000 --> 00:04:31.000]  愛是神本質的一部分
[00:04:31.000 --> 00:04:33.000]  約翰一開始就說了
[00:04:33.000 --> 00:04:36.000]  他在信仰上的一個認知
[00:04:36.000 --> 00:04:38.000]  這個認知在第七節和第八節
[00:04:38.000 --> 00:04:39.000]  我們就看到了
[00:04:39.000 --> 00:04:42.000]  他說凡有愛的都是由神而生
[00:04:42.000 --> 00:04:44.000]  並且認識神
[00:04:44.000 --> 00:04:47.000]  沒有愛的就不認識神
[00:04:47.000 --> 00:04:52.000]  究竟約翰這個認知是根據什麼來建立的呢?
[00:04:52.000 --> 00:04:55.000]  我們在中文譯本就看不出
[00:04:55.000 --> 00:04:59.000]  那個第一個認識的字的時態
[00:04:59.000 --> 00:05:01.000]  是現在的時態
[00:05:01.000 --> 00:05:03.000]  是表示有愛心的人
[00:05:03.000 --> 00:05:06.000]  現在已經在認識神
[00:05:06.000 --> 00:05:09.000]  第二句沒有愛的人就不認識神
[00:05:09.000 --> 00:05:11.000]  經文提及的認識
[00:05:11.000 --> 00:05:14.000]  是一個過去的時態
[00:05:14.000 --> 00:05:17.000]  就表示了不單單是現在不認識
[00:05:17.000 --> 00:05:20.000]  更加是從過去到現在
[00:05:20.000 --> 00:05:23.000]  都從來未認識神
[00:05:23.000 --> 00:05:26.000]  為什麼約翰認為這些沒有愛心的人
[00:05:26.000 --> 00:05:30.000]  是從以往到現在都不認識神呢?
[00:05:30.000 --> 00:05:33.000]  約翰提供了一個答案的部分
[00:05:33.000 --> 00:05:36.000]  他說愛是從神而來的
[00:05:36.000 --> 00:05:38.000]  由神而生
[00:05:38.000 --> 00:05:40.000]  愛是從神而來
[00:05:40.000 --> 00:05:43.000]  表示了愛是有源頭的
[00:05:43.000 --> 00:05:45.000]  這個源頭就是神了
[00:05:45.000 --> 00:05:48.000]  如果愛心要透過神而來
[00:05:48.000 --> 00:05:50.000]  那沒有愛心的人
[00:05:50.000 --> 00:05:54.000]  就沒有可能認識到愛的根源了
[00:05:54.000 --> 00:05:56.000]  唯有那些有愛心的人
[00:05:56.000 --> 00:06:01.000]  才能夠認識到愛的根源就是神
[00:06:01.000 --> 00:06:05.000]  那什麼叫凡有愛的都是由神而生呢?
[00:06:05.000 --> 00:06:07.000]  當然「生」這個字
[00:06:07.000 --> 00:06:11.000]  不是李啟維那種由母親生兒子的「生」
[00:06:11.000 --> 00:06:13.000]  這個「生」字既可以解作「生育」
[00:06:13.000 --> 00:06:17.000]  也可以解作「導致」或「引導」
[00:06:17.000 --> 00:06:22.000]  即是愛的產生是由神所導致引導的
[00:06:22.000 --> 00:06:24.000]  沒有了神的引導
[00:06:24.000 --> 00:06:26.000]  根本產生不了愛
[00:06:26.000 --> 00:06:30.000]  既然愛的動力是由神所導致的
[00:06:30.000 --> 00:06:32.000]  沒有愛心的人
[00:06:32.000 --> 00:06:34.000]  那又如何認識神呢?
[00:06:34.000 --> 00:06:38.000]  唯有被神導引而產生愛的人
[00:06:38.000 --> 00:06:41.000]  才是真正認識神
[00:06:41.000 --> 00:06:43.000]  約翰在第八節尾
[00:06:43.000 --> 00:06:47.000]  也說出了他對這個認知的終極答案
[00:06:47.000 --> 00:06:49.000]  他說因為神就是愛
[00:06:49.000 --> 00:06:51.000]  神就是愛
[00:06:51.000 --> 00:06:54.000]  包括了愛是從神而來
[00:06:54.000 --> 00:06:58.000]  也包括了愛是由神而生
[00:06:58.000 --> 00:06:59.000]  神就是愛
[00:06:59.000 --> 00:07:02.000]  說明了愛是神本質的一部份
[00:07:02.000 --> 00:07:05.000]  也是神的一個重要的本質
[00:07:05.000 --> 00:07:07.000]  神如果不是愛
[00:07:07.000 --> 00:07:10.000]  就不是約翰所認識的神
[00:07:10.000 --> 00:07:12.000]  正正因為神就是愛
[00:07:12.000 --> 00:07:17.000]  所以約翰能夠在他的信仰生活上體驗到
[00:07:17.000 --> 00:07:20.000]  有愛心的都認識神
[00:07:20.000 --> 00:07:25.000]  沒有愛心的就不認識神
[00:07:25.000 --> 00:07:27.000]  如果神就是愛
[00:07:27.000 --> 00:07:30.000]  那麼神去愛一個他者的時候
[00:07:30.000 --> 00:07:34.000]  他會不會像這個燒肉店的老闆
[00:07:34.000 --> 00:07:38.000]  也計算過代價呢?
[00:07:38.000 --> 00:07:40.000]  燒肉店的老闆
[00:07:40.000 --> 00:07:43.000]  雖然每個月虧蝕四萬五千元
[00:07:43.000 --> 00:07:45.000]  但是他計算過這個代價
[00:07:45.000 --> 00:07:47.000]  然後才去做
[00:07:47.000 --> 00:07:51.000]  如果神有沒有計算過代價
[00:07:51.000 --> 00:07:54.000]  去為我們付出呢?
[00:07:54.000 --> 00:07:57.000]  以前聽過一個故事
[00:07:57.000 --> 00:08:01.000]  說到一隻蠍子很想過河
[00:08:01.000 --> 00:08:04.000]  他就請求青蛙背他過河
[00:08:04.000 --> 00:08:07.000]  青蛙說不行
[00:08:07.000 --> 00:08:10.000]  如果在過河期間
[00:08:10.000 --> 00:08:12.000]  在我背上針我一下
[00:08:12.000 --> 00:08:15.000]  那我就白白枉死
[00:08:15.000 --> 00:08:17.000]  蠍子就說
[00:08:17.000 --> 00:08:20.000]  如果我叛徒刺死你
[00:08:20.000 --> 00:08:23.000]  那我就跟你一樣掉進河裡
[00:08:23.000 --> 00:08:25.000]  我一樣會死的
[00:08:25.000 --> 00:08:27.000]  我不會這麼蠢的
[00:08:27.000 --> 00:08:30.000]  青蛙於是就相信了他
[00:08:30.000 --> 00:08:32.000]  就背他過河
[00:08:32.000 --> 00:08:36.000]  誰知道河中間青蛙背部一痛
[00:08:36.000 --> 00:08:40.000]  就知道一定是被蠍子刺到
[00:08:40.000 --> 00:08:43.000]  青蛙很不服氣
[00:08:43.000 --> 00:08:46.000]  在死的一剎那他就問蠍子
[00:08:46.000 --> 00:08:48.000]  你為什麼要刺我?
[00:08:48.000 --> 00:08:50.000]  難道你也不怕死嗎?
[00:08:50.000 --> 00:08:52.000]  蠍子就回答
[00:08:52.000 --> 00:08:54.000]  他說我也不想死
[00:08:54.000 --> 00:08:56.000]  不過這是我的本性
[00:08:56.000 --> 00:08:58.000]  本性使然
[00:08:58.000 --> 00:09:00.000]  我也控制不了
[00:09:00.000 --> 00:09:03.000]  故事是有延續的
[00:09:03.000 --> 00:09:06.000]  多數人都會理解
[00:09:06.000 --> 00:09:08.000]  去解讀這個故事
[00:09:08.000 --> 00:09:10.000]  蠍子的天性就是這樣
[00:09:10.000 --> 00:09:12.000]  就算沒了命也改不了
[00:09:12.000 --> 00:09:14.000]  真的死性不改
[00:09:14.000 --> 00:09:16.000]  其實人也差不多
[00:09:16.000 --> 00:09:18.000]  死性不改
[00:09:18.000 --> 00:09:23.000]  不過當然有些人用另一個角度去說這個故事
[00:09:23.000 --> 00:09:26.000]  就是用青蛙的角度去解讀這個故事
[00:09:26.000 --> 00:09:30.000]  他說青蛙是沒有義務去背負蠍子過河
[00:09:30.000 --> 00:09:32.000]  青蛙只要拒絕就可以了
[00:09:32.000 --> 00:09:35.000]  他不需要冒任何風險
[00:09:35.000 --> 00:09:37.000]  但是青蛙為什麼願意這麼做呢?
[00:09:37.000 --> 00:09:40.000]  是因為青蛙都認為蠍子
[00:09:40.000 --> 00:09:43.000]  都會愛惜自己的生命
[00:09:43.000 --> 00:09:46.000]  經過青蛙自己的評估
[00:09:46.000 --> 00:09:49.000]  他覺得蠍子的風險很低
[00:09:49.000 --> 00:09:52.000]  所以願意幫忙
[00:09:52.000 --> 00:09:55.000]  如果從這個角度去看
[00:09:55.000 --> 00:09:59.000]  每個人都會先計算代價
[00:09:59.000 --> 00:10:02.000]  然後才幫助別人
[00:10:02.000 --> 00:10:05.000]  神當然不是那隻蠍子
[00:10:05.000 --> 00:10:08.000]  因為蠍子控制不了他的本性
[00:10:08.000 --> 00:10:11.000]  但是神會不會像青蛙一樣
[00:10:11.000 --> 00:10:13.000]  當他幫助別人的時候
[00:10:13.000 --> 00:10:17.000]  都要計算一下要付出什麼代價呢?
[00:10:17.000 --> 00:10:19.000]  一看就告訴我們
[00:10:19.000 --> 00:10:21.000]  神就是愛
[00:10:21.000 --> 00:10:23.000]  這個帶有愛的本質的神
[00:10:23.000 --> 00:10:26.000]  當他去愛一個他者
[00:10:26.000 --> 00:10:28.000]  就是其他人的時候
[00:10:28.000 --> 00:10:31.000]  他的價值的取向和人類的標準
[00:10:31.000 --> 00:10:33.000]  是會有所不同
[00:10:33.000 --> 00:10:37.000]  所以愛的第二個層面就是最寶貴和捨己的愛
[00:10:37.000 --> 00:10:39.000]  神對他者做了什麼呢?
[00:10:39.000 --> 00:10:41.000]  在第九節和第十節
[00:10:41.000 --> 00:10:43.000]  他講了兩件事
[00:10:43.000 --> 00:10:48.000]  第一是神猜他獨一的兒子來到這個世界上
[00:10:48.000 --> 00:10:54.000]  第二就是猜他的兒子為我們的罪作了贖罪制
[00:10:54.000 --> 00:10:56.000]  第九節所提到的獨一的兒子
[00:10:56.000 --> 00:10:59.000]  並不是單純解作唯一的兒子
[00:10:59.000 --> 00:11:05.000]  兒子是一個形容為獨一無二極之珍貴的意思
[00:11:05.000 --> 00:11:09.000]  是神最珍貴最獨一無二的兒子
[00:11:09.000 --> 00:11:11.000]  就是耶穌
[00:11:11.000 --> 00:11:13.000]  對於三一的神
[00:11:13.000 --> 00:11:15.000]  耶穌就等同於神祂自己
[00:11:15.000 --> 00:11:18.000]  也可以說是神最寶貴
[00:11:18.000 --> 00:11:20.000]  神對他者的愛的表達
[00:11:20.000 --> 00:11:25.000]  是將最寶貴的耶穌猜到這個世界上來
[00:11:25.000 --> 00:11:27.000]  第十節所提到的是
[00:11:27.000 --> 00:11:30.000]  耶穌為罪作了贖罪制
[00:11:30.000 --> 00:11:32.000]  贖罪制的意思就是指
[00:11:32.000 --> 00:11:35.000]  耶穌為我們犧牲贖了我們的罪
[00:11:35.000 --> 00:11:38.000]  使我們免了罪的責任
[00:11:38.000 --> 00:11:41.000]  我們知道這個贖罪制其實就是
[00:11:41.000 --> 00:11:45.000]  耶穌為我們走上十字架受死
[00:11:45.000 --> 00:11:49.000]  是一條捨己犧牲的路
[00:11:49.000 --> 00:11:51.000]  神對他者的愛
[00:11:51.000 --> 00:11:53.000]  以兩種具體的行動表達了出來
[00:11:53.000 --> 00:11:57.000]  第一是將最好的最珍貴的
[00:11:57.000 --> 00:12:00.000]  施予了給他者
[00:12:00.000 --> 00:12:03.000]  第二就是為他者犧牲
[00:12:03.000 --> 00:12:07.000]  這個犧牲可以連性命都不要
[00:12:07.000 --> 00:12:09.000]  完全為他者的緣故
[00:12:09.000 --> 00:12:13.000]  而願意無條件的犧牲
[00:12:13.000 --> 00:12:16.000]  神為人做的這兩件事
[00:12:16.000 --> 00:12:18.000]  其實都是為了一個目的
[00:12:18.000 --> 00:12:21.000]  這個目的不是為了神自己
[00:12:21.000 --> 00:12:24.000]  而是為了對方他者
[00:12:24.000 --> 00:12:25.000]  就是第九節
[00:12:25.000 --> 00:12:29.000]  使我們直著他得生命
[00:12:29.000 --> 00:12:34.000]  得生命如果單純理解為得到生命
[00:12:34.000 --> 00:12:39.000]  我覺得不能夠溢出這個字的精髓
[00:12:39.000 --> 00:12:41.000]  這個字可以解釋為
[00:12:41.000 --> 00:12:47.000]  可以活出某種行為的方式
[00:12:47.000 --> 00:12:51.000]  充滿了活力賦予生命力的意思
[00:12:51.000 --> 00:12:53.000]  神將最好的給我們
[00:12:53.000 --> 00:12:55.000]  為我們犧牲生命
[00:12:55.000 --> 00:12:59.000]  為的是要我們能夠過一個充滿活力
[00:12:59.000 --> 00:13:04.000]  有動力精彩的生活方式
[00:13:04.000 --> 00:13:07.000]  當我們生命能夠以充滿活力
[00:13:07.000 --> 00:13:11.000]  有動力精彩的生活去展現的時候
[00:13:11.000 --> 00:13:13.000]  第九節就說
[00:13:13.000 --> 00:13:17.000]  神對我們的愛就顯明了
[00:13:17.000 --> 00:13:19.000]  我們生命的改變
[00:13:19.000 --> 00:13:22.000]  能夠顯明神對我們的愛
[00:13:22.000 --> 00:13:25.000]  當神對我們付出最好的時候
[00:13:25.000 --> 00:13:28.000]  為我們犧牲的時候
[00:13:28.000 --> 00:13:29.000]  第十節就說
[00:13:29.000 --> 00:13:32.000]  這個就是愛了
[00:13:32.000 --> 00:13:35.000]  神對我們的行動能夠顯明
[00:13:35.000 --> 00:13:38.000]  這個就是愛
[00:13:38.000 --> 00:13:40.000]  如果大家不忘記
[00:13:40.000 --> 00:13:44.000]  當年汶川大地震有一個故事
[00:13:44.000 --> 00:13:46.000]  今天還有人在流傳
[00:13:46.000 --> 00:13:47.000]  地震過後
[00:13:47.000 --> 00:13:50.000]  救援隊進行黃金72小時的探殺
[00:13:50.000 --> 00:13:52.000]  即搜索工作
[00:13:52.000 --> 00:13:55.000]  務求盡快找到生還者
[00:13:55.000 --> 00:13:57.000]  當時有個報道這樣說
[00:13:57.000 --> 00:14:00.000]  記載了一個獲救的故事
[00:14:00.000 --> 00:14:02.000]  搜索隊在一個瓦礫下面
[00:14:02.000 --> 00:14:05.000]  聽到有嬰孩的呼聲
[00:14:05.000 --> 00:14:09.000]  於是隊伍就立即向下發掘
[00:14:09.000 --> 00:14:10.000]  發掘到的時候
[00:14:10.000 --> 00:14:13.000]  已經看到一個女性的屍體
[00:14:13.000 --> 00:14:16.000]  似乎女死者已經死了超過一天
[00:14:16.000 --> 00:14:18.000]  這個女死者被發現的時候
[00:14:18.000 --> 00:14:22.000]  身體的形狀是屈膝跪下
[00:14:22.000 --> 00:14:24.000]  而且手抱著一個嬰孩
[00:14:24.000 --> 00:14:27.000]  原來這個姿勢就是要保護著嬰孩
[00:14:27.000 --> 00:14:31.000]  免了被下塌下來的物件所傷害
[00:14:31.000 --> 00:14:34.000]  而事實亦都證明如此
[00:14:34.000 --> 00:14:35.000]  嬰孩獲救
[00:14:35.000 --> 00:14:37.000]  接受檢查
[00:14:37.000 --> 00:14:39.000]  除了營養不良之外
[00:14:39.000 --> 00:14:41.000]  身體上沒有骨折
[00:14:41.000 --> 00:14:42.000]  沒有外傷
[00:14:42.000 --> 00:14:44.000]  事後證明
[00:14:44.000 --> 00:14:46.000]  嬰孩是個女死者
[00:14:46.000 --> 00:14:49.000]  是母子的關係
[00:14:49.000 --> 00:14:51.000]  這個嬰孩獲救的故事
[00:14:51.000 --> 00:14:53.000]  展現了一種
[00:14:53.000 --> 00:14:57.000]  媽媽或母親為了保護孩子的犧牲行為
[00:14:57.000 --> 00:15:00.000]  母親將最好的給了孩子
[00:15:00.000 --> 00:15:01.000]  為了保護孩子
[00:15:01.000 --> 00:15:05.000]  用身體去擋住下塌的石頭
[00:15:05.000 --> 00:15:08.000]  為了孩子能夠獲救的機會大一些
[00:15:08.000 --> 00:15:12.000]  犧牲自己的生命都在所不惜
[00:15:12.000 --> 00:15:14.000]  母親對孩子的愛
[00:15:14.000 --> 00:15:19.000]  目的是想孩子能夠繼續生存下去
[00:15:19.000 --> 00:15:21.000]  弟兄姊妹
[00:15:21.000 --> 00:15:25.000]  地上的母親尚且可以如此對待她的兒子
[00:15:25.000 --> 00:15:28.000]  更何況我們天上的父呢
[00:15:28.000 --> 00:15:31.000]  天父本性就是充滿愛
[00:15:31.000 --> 00:15:35.000]  當漢子說神在愛的時候
[00:15:35.000 --> 00:15:38.000]  神沒有計算過
[00:15:38.000 --> 00:15:41.000]  祂不會不洩才做
[00:15:41.000 --> 00:15:44.000]  祂亦不像青蛙那樣
[00:15:44.000 --> 00:15:46.000]  計算過風險評估
[00:15:46.000 --> 00:15:48.000]  然後才去做
[00:15:48.000 --> 00:15:50.000]  天父是將最好的給了我們
[00:15:50.000 --> 00:15:53.000]  哪怕是為我們犧牲
[00:15:53.000 --> 00:15:59.000]  目的是想我們的生命能夠更加豐盛
[00:15:59.000 --> 00:16:02.000]  今日我們的生命改變了
[00:16:02.000 --> 00:16:05.000]  是因為與神的愛有關
[00:16:05.000 --> 00:16:07.000]  究竟今日我們的生命
[00:16:07.000 --> 00:16:11.000]  與神的愛可以有甚麼改變呢?
[00:16:11.000 --> 00:16:12.000]  弟兄姊妹
[00:16:12.000 --> 00:16:16.000]  今日你的生命有甚麼改變呢?
[00:16:16.000 --> 00:16:18.000]  你可能說
[00:16:18.000 --> 00:16:24.000]  我已經藉著耶穌與神和好
[00:16:24.000 --> 00:16:26.000]  你可能說
[00:16:26.000 --> 00:16:29.000]  我已經確認是神的兒女
[00:16:29.000 --> 00:16:32.000]  還不夠嗎?
[00:16:32.000 --> 00:16:35.000]  我們現在可以戰勝死亡
[00:16:35.000 --> 00:16:42.000]  與永恆有份了
[00:16:42.000 --> 00:16:44.000]  我們可以藉著神的能力
[00:16:44.000 --> 00:16:47.000]  戰勝魔鬼了
[00:16:47.000 --> 00:16:50.000]  沒錯,是呀
[00:16:50.000 --> 00:16:52.000]  我真的在此為你感謝
[00:16:52.000 --> 00:16:53.000]  弟兄姊妹
[00:16:53.000 --> 00:16:58.000]  我們的身份是改變了
[00:16:58.000 --> 00:17:02.000]  但我們的生命質素有沒有改變呢?
[00:17:02.000 --> 00:17:06.000]  我們的生命的改變不能夠離開神的愛
[00:17:06.000 --> 00:17:09.000]  當我們能夠將最好的給人的時候
[00:17:09.000 --> 00:17:13.000]  愛人的心才顯明
[00:17:13.000 --> 00:17:17.000]  當我們能夠向人展現一個犧牲的愛的時候
[00:17:17.000 --> 00:17:22.000]  才能夠與神的愛相稱
[00:17:22.000 --> 00:17:28.000]  在此我懇求天父去饒恕我們
[00:17:28.000 --> 00:17:30.000]  饒恕我們每一個
[00:17:30.000 --> 00:17:33.000]  因為我們的愛與你相比
[00:17:33.000 --> 00:17:37.000]  實在相差很遠
[00:17:37.000 --> 00:17:41.000]  約翰開始時跟我們說了神的愛的真理
[00:17:41.000 --> 00:17:47.000]  然後解釋了神愛人的兩種表達方式和目的
[00:17:47.000 --> 00:17:50.000]  現在約翰要跟我們說明
[00:17:50.000 --> 00:17:54.000]  我們要怎樣去回應神的愛
[00:17:54.000 --> 00:17:59.000]  愛的第三個層面就是彼此相愛的超越性
[00:17:59.000 --> 00:18:01.000]  約翰在第十一節說
[00:18:01.000 --> 00:18:04.000]  既然神這樣愛我們
[00:18:04.000 --> 00:18:08.000]  我們也要彼此相愛
[00:18:08.000 --> 00:18:11.000]  大家覺得很奇怪嗎?
[00:18:11.000 --> 00:18:16.000]  為何約翰不是說既然神這樣愛我們
[00:18:16.000 --> 00:18:21.000]  我們也應該這樣去愛神呢?
[00:18:21.000 --> 00:18:24.000]  我們的標準不是你對我好
[00:18:24.000 --> 00:18:27.000]  我對你好嗎?
[00:18:27.000 --> 00:18:31.000]  難道約翰寫錯了嗎?
[00:18:31.000 --> 00:18:33.000]  但約翰在六節經文中
[00:18:33.000 --> 00:18:38.000]  他分別說了三次彼此相愛
[00:18:38.000 --> 00:18:43.000]  在第七節說我們要彼此相愛
[00:18:43.000 --> 00:18:48.000]  在第十一節說我們也要彼此相愛
[00:18:48.000 --> 00:18:54.000]  在第十二節說我們若彼此相愛
[00:18:54.000 --> 00:19:00.000]  我們要彼此相愛的「要」字是呼求的語氣
[00:19:00.000 --> 00:19:03.000]  約翰呼求信徒
[00:19:03.000 --> 00:19:05.000]  你們要這樣做
[00:19:05.000 --> 00:19:09.000]  第十一節「也要」是命令詞
[00:19:09.000 --> 00:19:12.000]  是一種命令的語氣
[00:19:12.000 --> 00:19:14.000]  因為神既然這樣愛我們
[00:19:14.000 --> 00:19:17.000]  我們也必須彼此相愛
[00:19:17.000 --> 00:19:19.000]  這個回應是一種命令
[00:19:19.000 --> 00:19:23.000]  亦是理所當然的責任
[00:19:23.000 --> 00:19:28.000]  但我們不明白
[00:19:28.000 --> 00:19:30.000]  我們仍然要問
[00:19:30.000 --> 00:19:34.000]  為何回應對象不是神呢?
[00:19:34.000 --> 00:19:36.000]  神愛我們
[00:19:36.000 --> 00:19:38.000]  我們應該愛神
[00:19:38.000 --> 00:19:44.000]  但約翰卻教我們
[00:19:44.000 --> 00:19:47.000]  你們要彼此相愛
[00:19:47.000 --> 00:19:51.000]  愛的對象是你旁邊那個
[00:19:51.000 --> 00:19:53.000]  為何?
[00:19:53.000 --> 00:19:56.000]  弟兄姊妹我想大家想想
[00:19:56.000 --> 00:19:59.000]  為何愛的回應對象不是神
[00:19:59.000 --> 00:20:02.000]  而是身邊的人
[00:20:02.000 --> 00:20:04.000]  神愛我們
[00:20:04.000 --> 00:20:06.000]  我們應該愛神
[00:20:06.000 --> 00:20:10.000]  約翰說你們要彼此相愛
[00:20:10.000 --> 00:20:12.000]  神愛我們
[00:20:12.000 --> 00:20:14.000]  但你們要彼此相愛
[00:20:14.000 --> 00:20:16.000]  答案在第十二節
[00:20:16.000 --> 00:20:22.000]  「我們若彼此相愛」是條件句子
[00:20:22.000 --> 00:20:25.000]  反映條件發生時
[00:20:25.000 --> 00:20:27.000]  便有接下來的結果
[00:20:27.000 --> 00:20:33.000]  結果解釋為何要彼此相愛
[00:20:33.000 --> 00:20:37.000]  約翰說「我們若彼此相愛」
[00:20:37.000 --> 00:20:40.000]  神就住在我們裏
[00:20:40.000 --> 00:20:42.000]  這句說話說明
[00:20:42.000 --> 00:20:45.000]  如果人與人之間能彼此相愛
[00:20:45.000 --> 00:20:47.000]  這種彼此相愛的關係
[00:20:47.000 --> 00:20:49.000]  有一種超越性
[00:20:49.000 --> 00:20:54.000]  因為神不單單參與其中
[00:20:54.000 --> 00:20:59.000]  神更加住在彼此相愛的人裏
[00:20:59.000 --> 00:21:02.000]  是人與神最親密的狀態
[00:21:02.000 --> 00:21:06.000]  是人與神關係的最高峰
[00:21:06.000 --> 00:21:10.000]  即人與人之間的彼此相愛
[00:21:10.000 --> 00:21:12.000]  神人的關係
[00:21:12.000 --> 00:21:16.000]  可以連結在一起
[00:21:16.000 --> 00:21:20.000]  弟兄姊妹你覺不覺得很奇怪
