
[00:00:00.000 --> 00:00:07.000]  各位兄弟姐妹,早安!很高興來到紅磡堂跟大家分享
[00:02:03.000 --> 00:02:07.000]  第六節是加插了一個人進去
[00:02:07.000 --> 00:02:14.000]  你會發現一段這麼神聖、關乎於上帝永恆、奧秘的經文
[00:02:14.000 --> 00:02:19.000]  竟然是加插了一個平凡的人在當中
[00:02:19.000 --> 00:02:25.000]  第六節裡面加入了施瑟若翰這個人的故事
[00:02:25.000 --> 00:02:27.000]  在整個神學引言裡面
[00:02:27.000 --> 00:02:32.000]  一個甚至是一個很粗鄙、很市井的男人
[00:02:32.000 --> 00:02:36.000]  滿口鬍鬚,然後他那個人基本上都不是怎麼穿衣服
[00:02:36.000 --> 00:02:39.000]  穿著一些駱駝毛的皮,到處走
[00:02:39.000 --> 00:02:42.000]  吃的東西是蝗蟲和野蜜
[00:02:42.000 --> 00:02:46.000]  一個很市井、很街坊的形式
[00:02:46.000 --> 00:02:55.000]  竟然是加插在一段這麼神聖、上帝請求的神學引言當中
[00:02:55.000 --> 00:02:58.000]  就好像港台裡面有一本聖經
[00:02:58.000 --> 00:03:02.000]  聖經裡面突然間翻開就發現夾了一本TVB雜誌的字
[00:03:02.000 --> 00:03:04.000]  好像很不配合
[00:03:04.000 --> 00:03:08.000]  一個這麼莊嚴、這麼神聖、太初有道的經文
[00:03:08.000 --> 00:03:13.000]  突然間加了一個人的故事在當中
[00:03:13.000 --> 00:03:18.000]  這個正是我們今天來思考教會的存在
[00:03:18.000 --> 00:03:23.000]  教會在洪水橋這個地方的意義
[00:03:23.000 --> 00:03:27.000]  當我們來看施瑟若翰的自我介紹的時候
[00:03:27.000 --> 00:03:31.000]  你會發覺更加知道這個重點
[00:03:31.000 --> 00:03:37.000]  第十九節開始一班的祭司和一班的利美人去找施瑟若翰
[00:03:37.000 --> 00:03:39.000]  當他們問一個問題
[00:03:39.000 --> 00:03:41.000]  你是誰?你是誰?的時候
[00:03:41.000 --> 00:03:44.000]  施瑟若翰有一個很奇怪的回答
[00:03:44.000 --> 00:03:49.000]  他用了一個很特別的方式來回答這個問題
[00:03:49.000 --> 00:03:51.000]  他不是回答他是誰
[00:03:51.000 --> 00:03:54.000]  他用了一個很否定的方法來回答
[00:03:54.000 --> 00:03:58.000]  他說:我不是基督,我不是耶穌基督
[00:03:58.000 --> 00:04:01.000]  很奇怪的,當別人問你是誰的時候
[00:04:01.000 --> 00:04:03.000]  你就回答自己的名字,其實他又不是
[00:04:03.000 --> 00:04:06.000]  他竟然回答:我不是基督
[00:04:06.000 --> 00:04:09.000]  就好像你認識一個新朋友
[00:04:09.000 --> 00:04:11.000]  你問他是誰,他就回答:我不是羅德華
[00:04:11.000 --> 00:04:14.000]  整件事不是很奇怪
[00:04:14.000 --> 00:04:17.000]  我知道你不是羅德華,但你是誰呢?
[00:04:17.000 --> 00:04:23.000]  所以若翰其實是故意地用了幾次都是這樣說
[00:04:23.000 --> 00:04:27.000]  去到後面有一節更加來強調再否定
[00:04:27.000 --> 00:04:30.000]  他說:我不是以利亞,不是先師
[00:04:30.000 --> 00:04:35.000]  所以在見到這個若翰的三次的自我介紹裡面
[00:04:35.000 --> 00:04:40.000]  他說:我不是基督,我不是以利亞,也不是先師
[00:04:40.000 --> 00:04:43.000]  三次的一個否定式的語句
[00:04:43.000 --> 00:04:46.000]  來作出一個自我介紹
[00:04:46.000 --> 00:04:51.000]  當然這個介紹是故意的
[00:04:51.000 --> 00:04:56.000]  若翰作為一個耶穌基督的見證人
[00:04:56.000 --> 00:04:59.000]  他的這個自我介紹
[00:04:59.000 --> 00:05:05.000]  是要去點出作為見證者一個最首要的身份
[00:05:05.000 --> 00:05:09.000]  那個最首要的身份不是他是誰,而是他不是什麼
[00:05:09.000 --> 00:05:11.000]  一個見證耶穌基督的人
[00:05:11.000 --> 00:05:14.000]  他首先要知道他不是什麼
[00:05:14.000 --> 00:05:17.000]  他不是耶穌基督
[00:05:17.000 --> 00:05:22.000]  這個是他最首要提醒外面的人
[00:05:22.000 --> 00:05:25.000]  也提醒了自己,一個這樣的見證
[00:05:26.000 --> 00:05:31.000]  這個見證正正來點出
[00:05:31.000 --> 00:05:34.000]  今天我們教會在地上
[00:05:34.000 --> 00:05:38.000]  無論在洪水橋,香港,普世都一樣
[00:05:38.000 --> 00:05:41.000]  我們教會的處境
[00:05:41.000 --> 00:05:47.000]  講一下我以前在德國宣教侍奉的經歷
[00:05:47.000 --> 00:05:51.000]  基本上我們以前在德國侍奉的時候
[00:05:51.000 --> 00:05:54.000]  德國是一個基督教國家
[00:05:54.000 --> 00:05:59.000]  不過當中基督教其實是很弱勢的
[00:05:59.000 --> 00:06:01.000]  那個勢很弱
[00:06:01.000 --> 00:06:04.000]  為什麼說勢很弱呢
[00:06:04.000 --> 00:06:06.000]  如果你看他的市集的時候
[00:06:06.000 --> 00:06:09.000]  有時候他見不到市集裡面有很多不同的人
[00:06:09.000 --> 00:06:14.000]  賣衣服,賣香腸,賣不同的東西
[00:06:14.000 --> 00:06:16.000]  印象很深刻的是
[00:06:16.000 --> 00:06:19.000]  那時候有一個男人,那時候是柏林冬天
[00:06:19.000 --> 00:06:22.000]  很冷,很暗暗的地方
[00:06:22.000 --> 00:06:24.000]  很記得一個男人
[00:06:24.000 --> 00:06:28.000]  有一個木打出來的攤檔
[00:06:28.000 --> 00:06:32.000]  上面就放了幾本福音冊子
[00:06:32.000 --> 00:06:35.000]  很記得那個男人的樣子
[00:06:35.000 --> 00:06:39.000]  沒有人理他,整個市集裡面
[00:06:39.000 --> 00:06:41.000]  很熱鬧,但是沒有人理這個人
[00:06:41.000 --> 00:06:44.000]  然後這個男人
[00:06:44.000 --> 00:06:46.000]  他好像連自己都不理自己
[00:06:46.000 --> 00:06:50.000]  他自己都很憔悴地站在攤檔那裡
[00:06:50.000 --> 00:06:53.000]  前面就放了幾本德文的福音冊子
[00:06:53.000 --> 00:06:59.000]  這個正正就是在德國裡面教會的形勢
[00:06:59.000 --> 00:07:01.000]  勢很弱,應該說是
[00:07:01.000 --> 00:07:06.000]  人們不回教會,人們都不太理教會的事情
[00:07:06.000 --> 00:07:10.000]  當時我們都很想在德國買一個十字架
[00:07:10.000 --> 00:07:15.000]  找了很久,原來在德國找十字架都不容易
[00:07:15.000 --> 00:07:17.000]  雖然是基督教國家
[00:07:17.000 --> 00:07:21.000]  香港很明顯是以前去宣傳書局,或者去基督教
[00:07:21.000 --> 00:07:25.000]  但是原來在德國找十字架都不容易
[00:07:25.000 --> 00:07:27.000]  我們找了很久都找不到
[00:07:27.000 --> 00:07:31.000]  今天的整個世界正正
[00:07:31.000 --> 00:07:33.000]  如果你去到更加遠的地方
[00:07:33.000 --> 00:07:41.000]  你會發現教會信仰的力量越來越減少
[00:07:41.000 --> 00:07:43.000]  我想香港也是這樣
[00:07:43.000 --> 00:07:45.000]  大家特別在這一年裡面
[00:07:45.000 --> 00:07:49.000]  你會發現教會在這個社會裡面
[00:07:49.000 --> 00:07:54.000]  往往是一個很渺小的情況
[00:07:54.000 --> 00:07:57.000]  不知道大家在洪水橋裡面會怎麼看
[00:07:57.000 --> 00:08:00.000]  當我們在這個社區裡面的時候
[00:08:00.000 --> 00:08:04.000]  我們這個地方是一個什麼樣的位置呢
[00:08:04.000 --> 00:08:07.000]  大家外面的街坊,外面的微信主人
[00:08:07.000 --> 00:08:09.000]  他們怎麼看這個地方呢
[00:08:09.000 --> 00:08:14.000]  可能他們會很關心茶餐廳,單車舖
[00:08:14.000 --> 00:08:16.000]  多於我們這個地方
[00:08:16.000 --> 00:08:21.000]  人們都不會特別去想教會這件事
[00:08:21.000 --> 00:08:25.000]  所以這個正正就是我們今天教會的情況
[00:08:25.000 --> 00:08:26.000]  就像約翰一樣
[00:08:26.000 --> 00:08:28.000]  在一個極大的曠野裡面
[00:08:28.000 --> 00:08:31.000]  不斷地大聲呼喊
[00:08:31.000 --> 00:08:34.000]  你們要悔改,你們要信耶穌
[00:08:34.000 --> 00:08:36.000]  不過對於很多人來說
[00:08:36.000 --> 00:08:40.000]  我們的聲音雖然聲色力竭
[00:08:40.000 --> 00:08:44.000]  但其實都是一個很微弱的聲音
[00:08:44.000 --> 00:08:49.000]  所以約翰第一句的自我介紹
[00:08:49.000 --> 00:08:51.000]  他說我不是基督
[00:08:51.000 --> 00:08:55.000]  這個點名出一個很重要的事實
[00:08:55.000 --> 00:08:57.000]  約翰不是基督
[00:08:57.000 --> 00:09:01.000]  雖然他用水幫人去施洗
[00:09:01.000 --> 00:09:04.000]  大聲叫人去認罪悔改
[00:09:04.000 --> 00:09:06.000]  但他不是基督
[00:09:06.000 --> 00:09:07.000]  雖然他滿口耶穌
[00:09:07.000 --> 00:09:10.000]  但他絕對不是基督
[00:09:10.000 --> 00:09:12.000]  教會也一樣
[00:09:12.000 --> 00:09:17.000]  教會雖然說的是永恆很大的道理
[00:09:17.000 --> 00:09:19.000]  但我們絕對比不上我們的道理
[00:09:19.000 --> 00:09:23.000]  我們的道理絕對比我們自己更加大
[00:09:23.000 --> 00:09:27.000]  我們承載的寶貴的雅氣裏的寶貝
[00:09:27.000 --> 00:09:30.000]  比我們本身更加大
[00:09:30.000 --> 00:09:34.000]  所以我們所說的永遠都大於我們自己
[00:09:34.000 --> 00:09:36.000]  我們沒有特殊的能力
[00:09:36.000 --> 00:09:38.000]  我們沒有特殊的神蹟
[00:09:38.000 --> 00:09:41.000]  我們是社會上的少數派
[00:09:41.000 --> 00:09:45.000]  但我們所說的是這樣的福音
[00:09:45.000 --> 00:09:50.000]  所以約翰更加清楚地指明自己的身份
[00:09:50.000 --> 00:09:52.000]  第23節裏他強調
[00:09:52.000 --> 00:09:55.000]  他開始說出一個比較正面的自我介紹
[00:09:55.000 --> 00:09:56.000]  第23節他說
[00:09:56.000 --> 00:10:00.000]  我就是在那曠野有人大聲喊著說
[00:10:00.000 --> 00:10:02.000]  修植著的道路
[00:10:02.000 --> 00:10:05.000]  正如先知以徐也所說的
[00:10:05.000 --> 00:10:06.000]  第23節的時候
[00:10:06.000 --> 00:10:10.000]  約翰終於說出一個比較正面的自我介紹
[00:10:10.000 --> 00:10:13.000]  他不是基督不是以利亞不是先知
[00:10:13.000 --> 00:10:14.000]  他是甚麼呢
[00:10:14.000 --> 00:10:18.000]  他說我就是一個在曠野當中大聲喊著說
[00:10:18.000 --> 00:10:20.000]  修植著道路的人
[00:10:20.000 --> 00:10:22.000]  甚麼是修植著道路
[00:10:22.000 --> 00:10:24.000]  其實如果看以徐也書的時候
[00:10:24.000 --> 00:10:27.000]  這個就是為主預備道路
[00:10:27.000 --> 00:10:31.000]  就是將道路修整和平衡
[00:10:31.000 --> 00:10:34.000]  簡單來說就是一個預備的功夫
[00:10:34.000 --> 00:10:36.000]  預備功夫永遠都是最難做的
[00:10:36.000 --> 00:10:38.000]  不知道大家有沒有這樣的感覺
[00:10:38.000 --> 00:10:41.000]  就好像一個演唱會裏面
[00:10:41.000 --> 00:10:44.000]  如果你看一些外國的演唱會裏面
[00:10:44.000 --> 00:10:48.000]  演唱會裏面有一個開場的樂隊表演
[00:10:48.000 --> 00:10:52.000]  就是開場裏面找一些其他人來熱身
[00:10:52.000 --> 00:10:54.000]  那個不是主角
[00:10:54.000 --> 00:10:57.000]  只不過是開場裏面熱身一下就走了
[00:10:57.000 --> 00:11:01.000]  或者更加貼切就是在婚禮裏面的伴郎
[00:11:01.000 --> 00:11:03.000]  我們英文叫做best man
[00:11:03.000 --> 00:11:05.000]  伴郎
[00:11:05.000 --> 00:11:08.000]  婚禮裏面的伴郎永遠都是這樣
[00:11:08.000 --> 00:11:10.000]  他稱之為best man
[00:11:10.000 --> 00:11:11.000]  最好的人
[00:11:11.000 --> 00:11:14.000]  他要全心全意盡力做到最好
[00:11:14.000 --> 00:11:17.000]  不過你永遠知道你不是主角
[00:11:17.000 --> 00:11:21.000]  你所做的事永遠都是做一個配角的角色
[00:11:21.000 --> 00:11:24.000]  當日裏面沒有人特別focus在你裏面
[00:11:24.000 --> 00:11:26.000]  不過你要做到最好
[00:11:26.000 --> 00:11:29.000]  他為新郎新娘預備一切
[00:11:29.000 --> 00:11:33.000]  然後就黯然地讓人去光輝
[00:11:33.000 --> 00:11:35.000]  所以約翰這樣說
[00:11:35.000 --> 00:11:37.000]  我必興旺,我必須微
[00:11:37.000 --> 00:11:40.000]  他必興旺,我必須微
[00:11:40.000 --> 00:11:45.000]  這個正正就是約翰自己作為一個教會
[00:11:45.000 --> 00:11:47.000]  作為一個見證基督人
[00:11:47.000 --> 00:11:50.000]  最首要的身份
[00:11:50.000 --> 00:11:54.000]  教會離開了他的使命
[00:11:54.000 --> 00:11:56.000]  他就一點都不是
[00:11:56.000 --> 00:11:59.000]  當教會離開了這個使命的時候
[00:11:59.000 --> 00:12:01.000]  他就一點價值都沒有
[00:12:01.000 --> 00:12:04.000]  今天我們不斷地去講耶穌
[00:12:04.000 --> 00:12:07.000]  在這個地方裏面向人們傳揚福音
[00:12:07.000 --> 00:12:10.000]  是有一些寂寞的感覺
[00:12:10.000 --> 00:12:13.000]  就好像一個曠野裏面不斷地去呼喊
[00:12:13.000 --> 00:12:17.000]  不斷地去推銷一個信仰的那樣的人
[00:12:17.000 --> 00:12:24.000]  所以你看到教會正正是一個面對著這樣的難題
[00:12:24.000 --> 00:12:26.000]  不知道大家在這幾年裏面
[00:12:26.000 --> 00:12:29.000]  在這個地方裏面去開教會
[00:12:29.000 --> 00:12:31.000]  去傳福音有什麼感受
[00:12:31.000 --> 00:12:35.000]  正正是一個我們很用力去做
[00:12:35.000 --> 00:12:38.000]  好像都得不到很大的回報一樣
[00:12:38.000 --> 00:12:40.000]  我自己也是一樣
[00:12:40.000 --> 00:12:44.000]  以前我在柏林,德國教會柏林的一間華人教會裏面侍奉
[00:12:44.000 --> 00:12:47.000]  都是一個三十幾四十人的群體
[00:12:47.000 --> 00:12:49.000]  我們用盡很多的方法
[00:12:49.000 --> 00:12:51.000]  就是全心全意
[00:12:51.000 --> 00:12:53.000]  我們見到開放吃苦火熱
[00:12:53.000 --> 00:12:55.000]  去耗盡我們自己
[00:12:55.000 --> 00:12:57.000]  但發覺都是很不容易
[00:12:57.000 --> 00:13:01.000]  永遠都是在整個社會裏面很少數的人
[00:13:01.000 --> 00:13:04.000]  可能大家在香港裏面不覺得
[00:13:04.000 --> 00:13:07.000]  香港是只有4%基督徒
[00:13:07.000 --> 00:13:09.000]  你想想4%是什麼意思
[00:13:09.000 --> 00:13:12.000]  100裏面有4個人是基督徒
[00:13:12.000 --> 00:13:15.000]  其餘96人都不是基督徒
[00:13:15.000 --> 00:13:17.000]  大家可能不太覺得這個數字
[00:13:17.000 --> 00:13:19.000]  大家平時這裏都是100%
[00:13:19.000 --> 00:13:21.000]  大家在這裏回來
[00:13:21.000 --> 00:13:24.000]  你的信主朋友永遠都多過你不信主人
[00:13:24.000 --> 00:13:27.000]  順便你覺得不是只有這麼少
[00:13:27.000 --> 00:13:29.000]  你身邊的,平時飲茶的
[00:13:29.000 --> 00:13:31.000]  你Facebook裏面的,你WhatsApp裏面的
[00:13:31.000 --> 00:13:33.000]  都是基督徒
[00:13:33.000 --> 00:13:36.000]  但其實原來那個數字只有4%
[00:13:36.000 --> 00:13:39.000]  100個裏面其實只有4個人是基督徒
[00:13:39.000 --> 00:13:41.000]  其實我們永遠都是在一個
[00:13:41.000 --> 00:13:46.000]  不是永遠,就是一直都是在一個很邊緣的數字裏面
[00:13:46.000 --> 00:13:50.000]  香港這個社會對於基督教
[00:13:50.000 --> 00:13:54.000]  教會其實一直都是在一個很邊緣的數字裏面
[00:13:54.000 --> 00:13:57.000]  所以我們平時不覺得
[00:13:57.000 --> 00:14:01.000]  但我們原來從來都是在一個這樣的位置裏面
[00:14:01.000 --> 00:14:03.000]  在整個世界裏面
[00:14:03.000 --> 00:14:06.000]  我們一直都是一個很少數的群體
[00:14:06.000 --> 00:14:11.000]  但我們所傳揚的正正是對著這個世界
[00:14:11.000 --> 00:14:15.000]  以前我都做過幹事
[00:14:15.000 --> 00:14:17.000]  在書店裏面
[00:14:17.000 --> 00:14:20.000]  禮拜一幹事要做些什麼
[00:14:20.000 --> 00:14:22.000]  要做入數
[00:14:22.000 --> 00:14:24.000]  將教會的奉獻來到銀行
[00:14:24.000 --> 00:14:26.000]  去匯豐入數
[00:14:26.000 --> 00:14:28.000]  那時我去元朗大馬路的匯豐裏面
[00:14:28.000 --> 00:14:30.000]  將教會奉獻入數
[00:14:30.000 --> 00:14:36.000]  當我將教會神聖的金錢拿去匯豐的時候
[00:14:36.000 --> 00:14:38.000]  有很大感覺
[00:14:38.000 --> 00:14:41.000]  你知道禮拜一匯豐是一個很多人排隊的地方
[00:14:41.000 --> 00:14:43.000]  就是下午吃飯的時間
[00:14:43.000 --> 00:14:45.000]  很多不同的商舖
[00:14:45.000 --> 00:14:47.000]  都一起入數
[00:14:47.000 --> 00:14:49.000]  除了教會之外
[00:14:49.000 --> 00:14:51.000]  有街市的嬸嬸
[00:14:51.000 --> 00:14:53.000]  五金舖的叔叔
[00:14:53.000 --> 00:14:55.000]  很多不同的人都一起去匯豐入數
[00:14:55.000 --> 00:14:59.000]  當我排隊的時候有很大感覺
[00:14:59.000 --> 00:15:02.000]  我們教會的那筆錢
[00:15:02.000 --> 00:15:04.000]  那些支票的錢
[00:15:04.000 --> 00:15:06.000]  那些聖供的錢
[00:15:06.000 --> 00:15:09.000]  其實只不過是很多很多不同行業裏面
[00:15:09.000 --> 00:15:11.000]  其中一員
[00:15:11.000 --> 00:15:13.000]  當你這樣看的時候
[00:15:13.000 --> 00:15:16.000]  發覺原來教會是很渺小很渺小的
[00:15:16.000 --> 00:15:18.000]  在整個社會裏面
[00:15:18.000 --> 00:15:20.000]  我們只不過是其中一個一員裏面
[00:15:20.000 --> 00:15:27.000]  這份感覺正正是我們面對的處境
[00:15:27.000 --> 00:15:33.000]  雖然我們所見證的是一個世界裏面的真光
[00:15:33.000 --> 00:15:37.000]  但我們所面對的是一個極大的曠野
[00:15:38.000 --> 00:15:41.000]  當然故事並未完結
[00:15:41.000 --> 00:15:43.000]  故事去到最後的時候
[00:15:43.000 --> 00:15:46.000]  約翰福音第一章第26到27節
[00:15:46.000 --> 00:15:48.000]  約翰這樣來到
[00:15:48.000 --> 00:15:50.000]  他清楚地再一次認定
[00:15:50.000 --> 00:15:52.000]  他自己的身份
[00:15:52.000 --> 00:15:54.000]  他說我是用水去施洗
[00:15:54.000 --> 00:15:57.000]  但有一位站在你們中間
[00:15:57.000 --> 00:15:59.000]  是你們不認識的
[00:15:59.000 --> 00:16:01.000]  就是那在我以後來的
[00:16:01.000 --> 00:16:04.000]  我給他解鞋大一不配
[00:16:04.000 --> 00:16:06.000]  有一位站在你們中間
[00:16:06.000 --> 00:16:08.000]  是你們不認識的
[00:16:08.000 --> 00:16:10.000]  去到整段說話的最後
[00:16:10.000 --> 00:16:12.000]  約翰在這班人面前
[00:16:12.000 --> 00:16:14.000]  作出一個見證
[00:16:14.000 --> 00:16:17.000]  一個有關耶穌基督的見證
[00:16:17.000 --> 00:16:19.000]  一個告訴其餘90人聽
[00:16:19.000 --> 00:16:21.000]  基督就在你們中間的見證
[00:16:21.000 --> 00:16:23.000]  事實上
[00:16:23.000 --> 00:16:26.000]  這正正是約翰開口說話的原因
[00:16:26.000 --> 00:16:29.000]  也是他大聲呼喊的原因
[00:16:29.000 --> 00:16:32.000]  也是他存在在地上的唯一原因
[00:16:32.000 --> 00:16:35.000]  他要向世界作出一個見證
[00:16:35.000 --> 00:16:39.000]  耶穌基督正正就在我們中間
[00:16:39.000 --> 00:16:41.000]  正如第14節所說
[00:16:41.000 --> 00:16:43.000]  到成了肉身住在我們中間
[00:16:43.000 --> 00:16:46.000]  充充滿滿有恩典有真理
[00:16:46.000 --> 00:16:48.000]  這件事已經是出現了
[00:16:48.000 --> 00:16:49.000]  發生了
[00:16:49.000 --> 00:16:51.000]  我只不過是來告訴你
[00:16:51.000 --> 00:16:53.000]  去見證這件事
[00:16:53.000 --> 00:16:58.000]  一開始說到的時候
[00:16:58.000 --> 00:17:02.000]  我們問為何一個這麼神聖的神學隱言
[00:17:02.000 --> 00:17:08.000]  竟然會出現一個這麼市井普通平凡的人
[00:17:08.000 --> 00:17:11.000]  原因只有一個
[00:17:11.000 --> 00:17:17.000]  這個人正正是要為這個真光來作見證
[00:17:17.000 --> 00:17:21.000]  我們是世界上的光
[00:17:21.000 --> 00:17:23.000]  而基督的真光
[00:17:23.000 --> 00:17:26.000]  他自己是會土照這個世界
[00:17:26.000 --> 00:17:29.000]  我們所做的只不過是為這個真光
[00:17:29.000 --> 00:17:33.000]  來作一個很簡單不配的見證
[00:17:33.000 --> 00:17:36.000]  他不是那光
[00:17:36.000 --> 00:17:39.000]  乃是要為真光作見證
[00:17:39.000 --> 00:17:42.000]  這種這樣的身份
[00:17:42.000 --> 00:17:43.000]  這種這樣的狀態
[00:17:43.000 --> 00:17:47.000]  正正是我們教會群體要做的事情
[00:17:47.000 --> 00:17:55.000]  雖然今天我們面對著很多很多很困難的難題
[00:17:55.000 --> 00:17:57.000]  我想每一間教會
[00:17:57.000 --> 00:18:00.000]  都面對著或多或少差不多的難題
[00:18:00.000 --> 00:18:01.000]  在今年裏面
[00:18:01.000 --> 00:18:05.000]  崇拜連崇拜都回不了
[00:18:05.000 --> 00:18:06.000]  我們搞很多的班
[00:18:06.000 --> 00:18:08.000]  很多人都參與不了
[00:18:08.000 --> 00:18:12.000]  或者很多很多的不同的事工都停滯了
[00:18:12.000 --> 00:18:17.000]  我們好像各自寸步難行
[00:18:17.000 --> 00:18:21.000]  不過我們仍然要謹記
[00:18:21.000 --> 00:18:25.000]  我們正正生下來就是這樣的處境
[00:18:25.000 --> 00:18:28.000]  我們從來都不是那個真光
[00:18:28.000 --> 00:18:30.000]  我們都是一個很平凡的人
[00:18:30.000 --> 00:18:35.000]  但我們卻願意去見證這個真光的時候
[00:18:35.000 --> 00:18:39.000]  這個就是我們教會存在的唯一的目的
[00:18:39.000 --> 00:18:46.000]  所以我想洪恩堂或者這間教會
[00:18:46.000 --> 00:18:48.000]  或者任何地上的教會
[00:18:48.000 --> 00:18:51.000]  面對著這一年的難題
[00:18:51.000 --> 00:18:55.000]  2019年2020年面對著這麼多這麼多難題的時候
[00:18:55.000 --> 00:18:59.000]  其實讓我們更加可以去無忘初心
[00:18:59.000 --> 00:19:02.000]  來思考我們自己存在的目的
[00:19:02.000 --> 00:19:06.000]  我們的存在所謂基督徒
[00:19:06.000 --> 00:19:09.000]  從來都不是純粹一班不救群體
[00:19:09.000 --> 00:19:11.000]  基督徒這個字
[00:19:11.000 --> 00:19:14.000]  本身都是解著一個有召命的人
[00:19:14.000 --> 00:19:17.000]  基督徒正正是帶著一個使命
[00:19:17.000 --> 00:19:19.000]  而去存在的一班人
[00:19:19.000 --> 00:19:22.000]  如果我們沒有了我們的使命
[00:19:22.000 --> 00:19:25.000]  我們基督徒的字就只不過是illusion
[00:19:25.000 --> 00:19:27.000]  一個幻象
[00:19:27.000 --> 00:19:31.000]  所謂mission這個字
[00:19:31.000 --> 00:19:33.000]  所謂使命這個字
[00:19:33.000 --> 00:19:36.000]  很多人以為這個解作宣教
[00:19:36.000 --> 00:19:39.000]  或者是解作某些猜拳的活動
[00:19:39.000 --> 00:19:44.000]  但mission這個字正正是我們教會最首要的目的
[00:19:44.000 --> 00:19:49.000]  我們是帶著一份使命來做事情
[00:19:49.000 --> 00:19:51.000]  以前在德國裏面
[00:19:51.000 --> 00:19:54.000]  有些德國人將mission這個字解作mission
[00:19:54.000 --> 00:19:58.000]  這個字其實不是只解作宣教
[00:19:58.000 --> 00:20:01.000]  而是解作在地區裏面的關愛
[00:20:01.000 --> 00:20:02.000]  以前在德國裏面
[00:20:02.000 --> 00:20:05.000]  教會會幫那些露宿者
[00:20:05.000 --> 00:20:07.000]  去到幫他們有個地方讓他們睡覺
[00:20:07.000 --> 00:20:09.000]  一個避寒中心
[00:20:09.000 --> 00:20:10.000]  對於德國教會來講
[00:20:10.000 --> 00:20:14.000]  mission這個字不是單單解作跨文化的宣教
[00:20:14.000 --> 00:20:17.000]  而是我們在整個地區裏面
[00:20:17.000 --> 00:20:20.000]  所作出的最基本的見證
[00:20:20.000 --> 00:20:22.000]  我們有很多不同的部
[00:20:22.000 --> 00:20:25.000]  傳道部、猜拳部、社關、示威
[00:20:25.000 --> 00:20:28.000]  其實很多不同部門
[00:20:28.000 --> 00:20:31.000]  最根本最做的事情只有一個
[00:20:31.000 --> 00:20:33.000]  就是見證耶穌基督自己
[00:20:33.000 --> 00:20:36.000]  傳道部是本地的猜拳
[00:20:36.000 --> 00:20:38.000]  海外的社關就是關心社會的
[00:20:38.000 --> 00:20:39.000]  其實沒有分別
[00:20:39.000 --> 00:20:42.000]  我從來都是單單去做一件事情
[00:20:42.000 --> 00:20:46.000]  教會上面的事情都是做見證耶穌基督
[00:20:46.000 --> 00:20:49.000]  無論是近方的洪水橋的社區
[00:20:49.000 --> 00:20:51.000]  或者香港的社會
[00:20:51.000 --> 00:20:53.000]  或者遠方的不同地方
[00:20:53.000 --> 00:20:57.000]  我們仍然留心不同人的需要
[00:20:57.000 --> 00:21:00.000]  去見證耶穌基督
[00:21:00.000 --> 00:21:07.000]  這一年裏我們忘記了很多我們已有的做法
[00:21:07.000 --> 00:21:10.000]  去捉緊我們的初心
[00:21:10.000 --> 00:21:12.000]  紅恩堂或者這間教會
[00:21:12.000 --> 00:21:15.000]  正正是為了見證基督而存在
