
[00:00:00.000 --> 00:00:10.000]  大家好,大約半年就有機會來一次紅恩堂跟大家分享神的話語
[00:07:27.000 --> 00:07:31.000]  每一位信徒都有
[00:07:31.000 --> 00:07:37.000]  因此是基督賜給每一位信徒
[00:07:37.000 --> 00:07:40.000]  基督是賜恩的主
[00:07:40.000 --> 00:07:44.000]  恩賜是基督量給我們的
[00:07:44.000 --> 00:07:47.000]  量就是為我們度身訂造
[00:07:47.000 --> 00:07:50.000]  人人都有恩賜
[00:07:50.000 --> 00:07:57.000]  就是說我們人人都可以用我們的恩賜來侍奉
[00:07:57.000 --> 00:08:04.000]  我們每個人都有一份很獨特的恩賜
[00:08:04.000 --> 00:08:08.000]  是基督量給我們的
[00:08:08.000 --> 00:08:12.000]  經文中的「各人」是一個強調的說話
[00:08:12.000 --> 00:08:14.000]  每一個人
[00:08:14.000 --> 00:08:18.000]  我們每一個都是神要用的
[00:08:18.000 --> 00:08:23.000]  我們每一個都已經有恩賜
[00:08:23.000 --> 00:08:28.000]  我們每一個都要用我們的恩賜來服侍神
[00:08:28.000 --> 00:08:29.000]  服侍人
[00:08:29.000 --> 00:08:33.000]  意思是在神家裏是沒有閒人的
[00:08:33.000 --> 00:08:35.000]  我不知道弟兄姊妹
[00:08:35.000 --> 00:08:40.000]  你們在這裏恩賜有多少的發揮呢?
[00:08:40.000 --> 00:08:42.000]  或者從另一個角度來看
[00:08:42.000 --> 00:08:45.000]  你們有多少是有服侍
[00:08:45.000 --> 00:08:49.000]  或者是侍奉的崗位或者機會的呢?
[00:08:49.000 --> 00:08:55.000]  一般來說教會裏面可能只有百分之二十的人服侍
[00:08:55.000 --> 00:08:57.000]  百分之八十又如何呢?
[00:08:57.000 --> 00:09:02.000]  回來聚會來享受別人的服侍
[00:09:02.000 --> 00:09:06.000]  其實已經有百分之二十的服侍已經很好了
[00:09:06.000 --> 00:09:08.000]  但是不夠的
[00:09:08.000 --> 00:09:09.000]  因為這裏說什麼呢?
[00:09:09.000 --> 00:09:14.000]  恩賜是基督照人的需要
[00:09:14.000 --> 00:09:16.000]  人的特性
[00:09:16.000 --> 00:09:19.000]  量給「各人」的恩賜
[00:09:19.000 --> 00:09:22.000]  每一個都有的
[00:09:22.000 --> 00:09:24.000]  每一個都有
[00:09:24.000 --> 00:09:28.000]  所以每一個信主的人都要各盡其職
[00:09:28.000 --> 00:09:31.000]  建立基督的身體
[00:09:31.000 --> 00:09:34.000]  主雖然說有說不盡的恩賜
[00:09:34.000 --> 00:09:38.000]  卻是照我們最適宜的量給我們的
[00:09:38.000 --> 00:09:42.000]  如果我們想要更多的恩賜
[00:09:42.000 --> 00:09:45.000]  我們也可以的
[00:09:45.000 --> 00:09:48.000]  我們可以向主求的
[00:09:48.000 --> 00:09:50.000]  所以當我們有恩賜的時候
[00:09:50.000 --> 00:09:52.000]  我們不需要互相比較的
[00:09:52.000 --> 00:09:54.000]  譬如我們當中有些弟兄姊妹
[00:09:54.000 --> 00:09:57.000]  很有唱粵曲的恩賜
[00:09:57.000 --> 00:09:59.000]  但有些弟兄姊妹就不是
[00:09:59.000 --> 00:10:04.000]  她是喜歡唱《經拜讚美》的
[00:10:04.000 --> 00:10:06.000]  不需要比較的
[00:10:06.000 --> 00:10:11.000]  不需要彼此說誰厲害
[00:10:11.000 --> 00:10:12.000]  誰好
[00:10:12.000 --> 00:10:15.000]  誰重要
[00:10:15.000 --> 00:10:18.000]  我們是要去明白
[00:10:18.000 --> 00:10:19.000]  要去接納
[00:10:19.000 --> 00:10:20.000]  譬如我自己
[00:10:20.000 --> 00:10:21.000]  不知道大家知不知道
[00:10:21.000 --> 00:10:24.000]  我自己的音樂恩賜是很差的
[00:10:24.000 --> 00:10:28.000]  我曾經想過去學一下
[00:10:28.000 --> 00:10:30.000]  我嘗試參加過師班
[00:10:30.000 --> 00:10:34.000]  不過當然那些弟兄姊妹是很好的
[00:10:34.000 --> 00:10:37.000]  他們沒有說我退出師班是最大的貢獻
[00:10:37.000 --> 00:10:41.000]  但我唱著唱著就知道不是
[00:10:41.000 --> 00:10:43.000]  那怎麼辦呢?
[00:10:43.000 --> 00:10:45.000]  我當然可以求神給我
[00:10:45.000 --> 00:10:47.000]  但結果我沒有求神給我
[00:10:47.000 --> 00:10:51.000]  我求神給一個有恩賜的弟兄姊妹跟我配搭
[00:10:51.000 --> 00:10:52.000]  那又是
[00:10:52.000 --> 00:10:55.000]  神給了一些很有恩賜
[00:10:55.000 --> 00:10:57.000]  很有音樂恩賜的弟兄姊妹跟我配搭
[00:10:57.000 --> 00:11:02.000]  當我去出外短暫的時候
[00:11:02.000 --> 00:11:04.000]  有姊妹幫我選歌
[00:11:04.000 --> 00:11:06.000]  也幫我領唱
[00:11:06.000 --> 00:11:10.000]  也跟我說的信息很配合
[00:11:10.000 --> 00:11:14.000]  所以我們不需要羨慕別人
[00:11:14.000 --> 00:11:17.000]  我們也不需要去強求
[00:11:17.000 --> 00:11:20.000]  因為神會在適當的時候
[00:11:20.000 --> 00:11:23.000]  賜下適當的恩賜
[00:11:23.000 --> 00:11:28.000]  或者賜下適當恩賜的弟兄姊妹去幫我們
[00:11:28.000 --> 00:11:31.000]  我記得我自己成長的時間
[00:11:31.000 --> 00:11:33.000]  我第一間教會
[00:11:33.000 --> 00:11:38.000]  差不多每一個弟兄姊妹都會去教小朋友
[00:11:38.000 --> 00:11:40.000]  因為那時候在美國
[00:11:40.000 --> 00:11:42.000]  每一間教會有兩個車輛
[00:11:42.000 --> 00:11:46.000]  他們會去唐人街載一班小朋友回來
[00:11:46.000 --> 00:11:50.000]  因為我們在唐人街那兩個教小朋友的幼稚園老師
[00:11:50.000 --> 00:11:52.000]  都是我們的姊妹
[00:11:52.000 --> 00:11:55.000]  所以那班學生就一起上來上課
[00:11:55.000 --> 00:12:00.000]  我初信的時候就去上過一次課去做助手
[00:12:00.000 --> 00:12:03.000]  那次我不知道大家是否明白
[00:12:03.000 --> 00:12:07.000]  我坐在那裡抱著一個小朋友坐了一個小時
[00:12:07.000 --> 00:12:12.000]  因為那個小朋友會吵
[00:12:12.000 --> 00:12:15.000]  以後我就不再教小朋友了
[00:12:15.000 --> 00:12:17.000]  後來成長了
[00:12:17.000 --> 00:12:19.000]  做了傳道人
[00:12:19.000 --> 00:12:24.000]  我去了中部去直課
[00:12:24.000 --> 00:12:26.000]  那時候教會
[00:12:26.000 --> 00:12:28.000]  我去到的時候
[00:12:28.000 --> 00:12:30.000]  教會那時只有十多人
[00:12:30.000 --> 00:12:33.000]  只有一個家庭有四個小朋友
[00:12:33.000 --> 00:12:34.000]  我們說不行
[00:12:34.000 --> 00:12:36.000]  教會一定要有小朋友的侍工
[00:12:36.000 --> 00:12:38.000]  於是我們招募
[00:12:38.000 --> 00:12:40.000]  一招募就有二十多個小朋友回來
[00:12:40.000 --> 00:12:42.000]  但沒有人教
[00:12:42.000 --> 00:12:44.000]  於是我就要去教
[00:12:44.000 --> 00:12:46.000]  其實是硬著頭皮
[00:12:46.000 --> 00:12:48.000]  因為我從來都沒有去教小朋友
[00:12:48.000 --> 00:12:50.000]  因為那次的經歷
[00:12:50.000 --> 00:12:52.000]  但我向神求的時候
[00:12:52.000 --> 00:12:55.000]  神又給我恩賜
[00:12:55.000 --> 00:12:57.000]  我就可以去做到
[00:12:57.000 --> 00:13:00.000]  後來慢慢有弟兄姊妹的加入
[00:13:00.000 --> 00:13:06.000]  讓教會那群小朋友得到很好的教導
[00:13:06.000 --> 00:13:08.000]  所以是真的
[00:13:08.000 --> 00:13:10.000]  是基督量給人的
[00:13:10.000 --> 00:13:14.000]  所以每一個信徒都有恩賜
[00:13:14.000 --> 00:13:15.000]  在基督裡面
[00:13:15.000 --> 00:13:17.000]  人人都有侍奉的功能
[00:13:17.000 --> 00:13:20.000]  因為各人都得著一份獨特
[00:13:20.000 --> 00:13:22.000]  而且是量給我們的恩賜
[00:13:22.000 --> 00:13:24.000]  所以我們要發掘我們的恩賜
[00:13:24.000 --> 00:13:27.000]  我們要用我們的恩賜
[00:13:27.000 --> 00:13:29.000]  發揮我們的恩賜
[00:13:29.000 --> 00:13:32.000]  我們更加要發展我們的恩賜
[00:13:32.000 --> 00:13:34.000]  看看可以怎樣
[00:13:34.000 --> 00:13:37.000]  把我們的恩賜用得更多
[00:13:37.000 --> 00:13:40.000]  更深更遠
[00:13:40.000 --> 00:13:41.000]  所以我們會看到
[00:13:41.000 --> 00:13:42.000]  沒錯
[00:13:42.000 --> 00:13:45.000]  我們恩賜的根基是合一的
[00:13:45.000 --> 00:13:47.000]  我們恩賜的根基是耶穌基督
[00:13:47.000 --> 00:13:51.000]  為我們每一個人量給我們的
[00:13:51.000 --> 00:13:55.000]  然後我們就落到第二點
[00:13:55.000 --> 00:13:59.000]  第二點除了我們有合一的恩賜以外
[00:13:59.000 --> 00:14:04.000]  我們的恩賜是多元和豐盛的
[00:14:04.000 --> 00:14:07.000]  因為在第四章第十一節
[00:14:07.000 --> 00:14:10.000]  「他所賜的有仕徒有先知
[00:14:10.000 --> 00:14:15.000]  有傳福音的有牧師和教師」
[00:14:15.000 --> 00:14:17.000]  在這裡說了
[00:14:17.000 --> 00:14:18.000]  有人說是四種
[00:14:18.000 --> 00:14:19.000]  有人說是五種
[00:14:19.000 --> 00:14:22.000]  我們今天不要詳細的去悉經
[00:14:22.000 --> 00:14:25.000]  究竟牧師和教師是一種恩賜還是兩種恩賜
[00:14:25.000 --> 00:14:26.000]  很簡單來說
[00:14:26.000 --> 00:14:30.000]  「仕徒」比較窄的定義來說
[00:14:30.000 --> 00:14:32.000]  是基督的仕徒
[00:14:32.000 --> 00:14:36.000]  是基督所揀選見過耶穌的人
[00:14:36.000 --> 00:14:38.000]  他們今天已經不存在了
[00:14:38.000 --> 00:14:40.000]  但是這個在廣義來說
[00:14:40.000 --> 00:14:44.000]  「仕徒」就是說有聖靈給予他能力
[00:14:44.000 --> 00:14:46.000]  他是奉神的呼召
[00:14:46.000 --> 00:14:49.000]  猜險到去不同的地方
[00:14:49.000 --> 00:14:53.000]  去開荒建立教會的人
[00:14:53.000 --> 00:14:55.000]  今天廣義來說「仕徒」是這樣做的
[00:14:55.000 --> 00:14:58.000]  「先知」就是有聖靈的感動
[00:14:58.000 --> 00:15:00.000]  接受神的真理啟示
[00:15:00.000 --> 00:15:03.000]  能夠傳講神的心意
[00:15:03.000 --> 00:15:07.000]  去做就、安慰、勸勉信徒
[00:15:07.000 --> 00:15:11.000]  在神的話語上是很有能力的
[00:15:11.000 --> 00:15:13.000]  「仕徒」就是開荒的
[00:15:13.000 --> 00:15:17.000]  「先知」就是在神的話語上很有能力的
[00:15:17.000 --> 00:15:22.000]  傳福音就是將福音傳給一些沒有聽過福音的人
[00:15:22.000 --> 00:15:25.000]  好像今天的報道者或者宣教士一樣
[00:15:25.000 --> 00:15:28.000]  大家如果年紀差不多
[00:15:28.000 --> 00:15:31.000]  都會認識葛培里牧師
[00:15:31.000 --> 00:15:37.000]  葛培里牧師是否一個很有報道恩賜的報道者
[00:15:37.000 --> 00:15:39.000]  我記得有一次他
[00:15:39.000 --> 00:15:42.000]  人家說那天下大雨
[00:15:42.000 --> 00:15:46.000]  他在報道會裏面
[00:15:46.000 --> 00:15:49.000]  他一出來到台上就對會眾說
[00:15:49.000 --> 00:15:54.000]  朋友們其實你們都預備好了
[00:15:54.000 --> 00:15:56.000]  這麼大雨我不說了
[00:15:56.000 --> 00:15:59.000]  你們誰預備信主的就出來吧
[00:15:59.000 --> 00:16:01.000]  你猜有沒有人出來?
[00:16:01.000 --> 00:16:03.000]  結果那些人就湧出來
[00:16:03.000 --> 00:16:05.000]  好像跟他平時一路說的時候一樣
[00:16:05.000 --> 00:16:07.000]  當然我們知道
[00:16:07.000 --> 00:16:11.000]  因為他們整個報道團的預備工作做得好
[00:16:11.000 --> 00:16:14.000]  他們可能一年之前就已經開始
[00:16:14.000 --> 00:16:17.000]  去到他們要去的地方去負責這些工作
[00:16:17.000 --> 00:16:23.000]  但我同時看到他是很有這方面的恩賜的人
[00:16:23.000 --> 00:16:29.000]  另外牧師和教師就是一個牧養、教導
[00:16:29.000 --> 00:16:33.000]  教師就是教導神的話
[00:16:33.000 --> 00:16:36.000]  牧師就是關心牧養
[00:16:36.000 --> 00:16:39.000]  有些人會說是一次的恩賜
[00:16:39.000 --> 00:16:41.000]  有些人會說是兩樣的恩賜
[00:16:41.000 --> 00:16:43.000]  他這裏就說有這幾樣
[00:16:43.000 --> 00:16:48.000]  但其實聖經裏面都有其他幾個地方
[00:16:48.000 --> 00:16:50.000]  都有說不同的恩賜
[00:16:50.000 --> 00:16:52.000]  很簡單和大家說
[00:16:52.000 --> 00:16:56.000]  他說:這人蒙聖靈賜他智慧的言語
[00:16:56.000 --> 00:17:00.000]  那人也蒙聖靈賜他知識的言語
[00:17:00.000 --> 00:17:03.000]  又有一人蒙聖靈賜他信心
[00:17:03.000 --> 00:17:06.000]  還有一人蒙聖靈賜他醫病的恩賜
[00:17:06.000 --> 00:17:08.000]  又叫一人能行義能
[00:17:08.000 --> 00:17:10.000]  又叫一人能作先知
[00:17:10.000 --> 00:17:12.000]  又叫一人能辨別諸靈
[00:17:12.000 --> 00:17:14.000]  又叫一人能說方言
[00:17:14.000 --> 00:17:16.000]  又叫一人能翻方言
[00:17:16.000 --> 00:17:20.000]  在哥倫多前書第十二章八到十節裏面說到
[00:17:20.000 --> 00:17:22.000]  所以除了這幾樣恩賜之外
[00:17:22.000 --> 00:17:26.000]  更加有智慧的言語、知識的言語、信心、醫病
[00:17:26.000 --> 00:17:32.000]  行義能、先知、辨別諸靈、說方言、翻方言的恩賜
[00:17:32.000 --> 00:17:36.000]  還有在羅馬書十二章六到八節裏面說
[00:17:36.000 --> 00:17:39.000]  按我們所得的恩賜各有不同
[00:17:39.000 --> 00:17:43.000]  或說預言就當照著信心的程度說預言
[00:17:43.000 --> 00:17:46.000]  或作執事就當專一執事
[00:17:46.000 --> 00:17:49.000]  或作教導的就當專一教導
[00:17:49.000 --> 00:17:52.000]  或作勸化的就當專一勸化
[00:17:52.000 --> 00:17:54.000]  施捨的就當誠實
[00:17:54.000 --> 00:17:56.000]  自理的就當殷勤
[00:17:56.000 --> 00:17:59.000]  憐憫人的就當甘心
[00:17:59.000 --> 00:18:05.000]  更加有講預言的、有作執事的、有作教導的
[00:18:05.000 --> 00:18:11.000]  有作勸化的、有施捨的、有自理的、有憐憫人的
[00:18:11.000 --> 00:18:14.000]  更加多了一點
[00:18:14.000 --> 00:18:20.000]  就是各人的恩賜都不一樣
[00:18:20.000 --> 00:18:24.000]  但是我們要用好我們的恩賜
[00:18:24.000 --> 00:18:28.000]  所以說預言就要照著信心的程度去講預言
[00:18:28.000 --> 00:18:31.000]  做執事就專一執事
[00:18:31.000 --> 00:18:33.000]  不要理會其他東西
[00:18:33.000 --> 00:18:36.000]  作教導的就專一教導
[00:18:36.000 --> 00:18:38.000]  勸化就專一勸化
[00:18:38.000 --> 00:18:40.000]  施捨就要誠實地施捨
[00:18:40.000 --> 00:18:43.000]  因為當施捨的時候可能跟前菜有關
[00:18:43.000 --> 00:18:47.000]  自理的就要當殷勤
[00:18:47.000 --> 00:18:50.000]  憐憫人的就當甘心
[00:18:50.000 --> 00:18:54.000]  當我們有這麼多元的恩賜的時候
[00:18:54.000 --> 00:18:58.000]  我們就要用好我們的恩賜
[00:18:58.000 --> 00:19:00.000]  不單止這樣
[00:19:00.000 --> 00:19:05.000]  還有在比特前書4章10到11節上的時候說
[00:19:05.000 --> 00:19:08.000]  「個人要照所得的恩賜彼此服事
[00:19:08.000 --> 00:19:11.000]  作臣百般恩賜的好管家
[00:19:11.000 --> 00:19:14.000]  若有講道的,要按著臣的聖言講
[00:19:14.000 --> 00:19:18.000]  若有服事人的,要按著臣所賜的力量服事
[00:19:18.000 --> 00:19:22.000]  叫臣在凡事上都因耶穌、基督得榮耀」
[00:19:22.000 --> 00:19:26.000]  所以我們剛才很快地讀了這幾段經文
[00:19:26.000 --> 00:19:30.000]  已經看到有二十多樣恩賜
[00:19:30.000 --> 00:19:34.000]  但很重要的一點就是
[00:19:34.000 --> 00:19:38.000]  有沒有人有所有的恩賜?
[00:19:38.000 --> 00:19:42.000]  又有沒有哪一種的恩賜是所有人都要有的?
[00:19:42.000 --> 00:19:44.000]  都沒有說
[00:19:44.000 --> 00:19:48.000]  所以有很多種的恩賜
[00:19:48.000 --> 00:19:50.000]  有很多不同的配搭
[00:19:50.000 --> 00:19:52.000]  在這裡說
[00:19:52.000 --> 00:19:54.000]  有這麼多種恩賜
[00:19:54.000 --> 00:19:56.000]  我想沒有誰會所有恩賜都有
[00:19:56.000 --> 00:19:59.000]  也沒有說某一種恩賜
[00:19:59.000 --> 00:20:02.000]  所有人都要有
[00:20:02.000 --> 00:20:06.000]  而最後重要的是
[00:20:06.000 --> 00:20:09.000]  恩賜是用來彼此服事
[00:20:09.000 --> 00:20:11.000]  是叫臣得榮耀
[00:20:11.000 --> 00:20:14.000]  就像比特前書第十一章說
[00:20:14.000 --> 00:20:17.000]  「要按著臣所賜的力量服事
[00:20:17.000 --> 00:20:23.000]  叫臣在凡事上因耶穌、基督得榮耀」
[00:20:23.000 --> 00:20:27.000]  所以我們每個人都有耶穌賜給我們的恩賜
[00:20:27.000 --> 00:20:29.000]  我們的恩賜是不同的
[00:20:29.000 --> 00:20:34.000]  有人有這樣,有人有那樣,有人有其他的
[00:20:34.000 --> 00:20:39.000]  但是我們每個人都要用我們的恩賜
[00:20:39.000 --> 00:20:41.000]  去用我們的恩賜
[00:20:41.000 --> 00:20:45.000]  所以下面更加地解釋清楚
[00:20:45.000 --> 00:20:51.000]  在《耳筆所書》第四章第十一至十二節
[00:20:51.000 --> 00:20:52.000]  再重覆說
[00:20:52.000 --> 00:20:53.000]  《耳筆所書》說
[00:20:53.000 --> 00:20:57.000]  「他所賜的有仕徒、有先知、有傳福音的
[00:20:57.000 --> 00:20:59.000]  有牧師和教師
[00:20:59.000 --> 00:21:02.000]  為要承傳聖徒
[00:21:02.000 --> 00:21:04.000]  各盡其職
[00:21:04.000 --> 00:21:08.000]  建立基督的身體」
[00:21:08.000 --> 00:21:10.000]  所以他提到
[00:21:10.000 --> 00:21:13.000]  恩賜的目的是做什麼呢?
[00:21:13.000 --> 00:21:17.000]  是要建立基督的身體
[00:21:17.000 --> 00:21:20.000]  然後他在第十二至十六節裡
[00:21:20.000 --> 00:21:22.000]  告訴我們
[00:21:22.000 --> 00:21:27.000]  我們可以怎樣做
[00:21:27.000 --> 00:21:30.000]  才可以建立基督的身體
[00:21:30.000 --> 00:21:33.000]  基督的身體是什麼?
[00:21:33.000 --> 00:21:35.000]  就是教會
[00:21:35.000 --> 00:21:38.000]  他要做的是什麼呢?
[00:21:38.000 --> 00:21:42.000]  這裡就說第一件事
[00:21:42.000 --> 00:21:44.000]  他說
[00:21:44.000 --> 00:21:50.000]  「直等到我們眾人在真道上同歸於日
