
[00:00:00.000 --> 00:00:02.000]  各位頂智的平安
[00:01:43.000 --> 00:01:47.000]  然後進一步教他
[00:01:47.000 --> 00:01:49.000]  要寫記
[00:01:49.000 --> 00:01:53.000]  最後再進一步
[00:01:53.000 --> 00:01:56.000]  原來要為教會死
[00:01:56.000 --> 00:01:58.000]  這是一個不容易的進程
[00:01:58.000 --> 00:02:01.000]  當我們要去侍奉主
[00:02:01.000 --> 00:02:02.000]  跟從主
[00:02:02.000 --> 00:02:06.000]  主首先讓門徒了解
[00:02:06.000 --> 00:02:08.000]  祂的事工
[00:02:08.000 --> 00:02:09.000]  跟祂的事工有份的
[00:02:09.000 --> 00:02:13.000]  是一個極榮耀的使命
[00:02:13.000 --> 00:02:17.000]  當門徒跟著主耶穌去傳講
[00:02:17.000 --> 00:02:18.000]  聽到主耶穌說
[00:02:18.000 --> 00:02:21.000]  「天國近了,你們應當悔改」
[00:02:21.000 --> 00:02:26.000]  之後主就呼召彼得跟從我
[00:02:26.000 --> 00:02:30.000]  要祂得人如得魚
[00:02:30.000 --> 00:02:41.000]  在馬科音或魯加福音
[00:02:41.000 --> 00:02:43.000]  都有同樣的記載
[00:02:43.000 --> 00:02:49.000]  主耶穌沿著加利利海邊行走
[00:02:49.000 --> 00:02:51.000]  看到兩兄弟
[00:02:51.000 --> 00:02:55.000]  彼得西門和弟弟
[00:02:55.000 --> 00:02:57.000]  本來是打魚的
[00:02:57.000 --> 00:02:59.000]  但耶穌說要跟從我
[00:02:59.000 --> 00:03:04.000]  他們很順利地跟從了耶穌
[00:03:04.000 --> 00:03:08.000]  原來他們跟從耶穌
[00:03:08.000 --> 00:03:12.000]  這麼快就願意捨棄亡
[00:03:12.000 --> 00:03:14.000]  跟從祂
[00:03:14.000 --> 00:03:16.000]  見一次面
[00:03:16.000 --> 00:03:18.000]  好像今天來教會
[00:03:18.000 --> 00:03:19.000]  見到弟兄姊妹
[00:03:19.000 --> 00:03:22.000]  這麼順利地放下
[00:03:22.000 --> 00:03:25.000]  自己很重要的求生工具
[00:03:25.000 --> 00:03:27.000]  回來教會侍奉
[00:03:27.000 --> 00:03:29.000]  是不是這麼簡單呢?
[00:03:29.000 --> 00:03:32.000]  當我們仔細看四福音的時候
[00:03:32.000 --> 00:03:33.000]  會發現
[00:03:33.000 --> 00:03:36.000]  其實不是第一次見耶穌
[00:03:36.000 --> 00:03:37.000]  他們遇到耶穌
[00:03:37.000 --> 00:03:38.000]  差不多
[00:03:38.000 --> 00:03:41.000]  你看看耶穌開始工作
[00:03:41.000 --> 00:03:43.000]  差不多跟他們相近
[00:03:43.000 --> 00:03:48.000]  有一年的時間
[00:03:48.000 --> 00:03:51.000]  耶穌受了針
[00:03:51.000 --> 00:03:53.000]  工作了一年的時間
[00:03:53.000 --> 00:03:56.000]  他在加利利傳天國福音
[00:03:56.000 --> 00:04:00.000]  他呼召彼得做他的工作
[00:04:00.000 --> 00:04:01.000]  而在約翰福音
[00:04:01.000 --> 00:04:02.000]  也記載一些
[00:04:02.000 --> 00:04:04.000]  在馬太福音沒有記載的
[00:04:04.000 --> 00:04:06.000]  在約翰福音記載的
[00:04:06.000 --> 00:04:08.000]  是施洗約翰福音出現了
[00:04:08.000 --> 00:04:10.000]  他出來傳天國近了
[00:04:10.000 --> 00:04:12.000]  你們要悔改
[00:04:12.000 --> 00:04:21.000]  當時的人很渴望天國降臨
[00:04:21.000 --> 00:04:26.000]  猶太人被外邦人統治
[00:04:26.000 --> 00:04:29.000]  也有六七八年的時間
[00:04:29.000 --> 00:04:34.000]  北國在公元722年被亞述俘虜
[00:04:34.000 --> 00:04:37.000]  南國在公元前586年
[00:04:37.000 --> 00:04:39.000]  最後也沒有了
[00:04:39.000 --> 00:04:43.000]  被巴比倫滅亡了
[00:04:43.000 --> 00:04:47.000]  他們也是在外邦的地方
[00:04:47.000 --> 00:04:51.000]  被人俘虜了
[00:04:51.000 --> 00:04:55.000]  你看到這個時候
[00:04:55.000 --> 00:04:58.000]  施洗約翰出現的時候
[00:04:58.000 --> 00:05:01.000]  他說天國近了你們要悔改
[00:05:01.000 --> 00:05:04.000]  那些人不知道等了多久
[00:05:04.000 --> 00:05:06.000]  等彌賽亞來
[00:05:06.000 --> 00:05:09.000]  請教他們脫離苦難
[00:05:09.000 --> 00:05:12.000]  當施洗約翰一說的時候
[00:05:12.000 --> 00:05:14.000]  每個人都呼白應
[00:05:14.000 --> 00:05:17.000]  都願意悔改
[00:05:17.000 --> 00:05:19.000]  當然有些人等不及
[00:05:19.000 --> 00:05:21.000]  就變成了分裂黨
[00:05:21.000 --> 00:05:23.000]  他們就靠武力
[00:05:23.000 --> 00:05:25.000]  靠他們的生命去打拼
[00:05:25.000 --> 00:05:28.000]  要去推翻羅馬帝國
[00:05:28.000 --> 00:05:30.000]  當然他們的作風
[00:05:30.000 --> 00:05:33.000]  後來就影響著羅馬帝國
[00:05:33.000 --> 00:05:37.000]  他們的大軍毀滅了耶路撒冷
[00:05:37.000 --> 00:05:39.000]  另外有一批人
[00:05:39.000 --> 00:05:41.000]  他們走相反的路線
[00:05:41.000 --> 00:05:43.000]  他們不是用武力
[00:05:43.000 --> 00:05:46.000]  他們就是所謂的愛色尼人
[00:05:46.000 --> 00:05:48.000]  他們在抗疫的地方
[00:05:48.000 --> 00:05:51.000]  這些人就居住在死海附近
[00:05:51.000 --> 00:05:53.000]  所以你看死海古卷
[00:05:53.000 --> 00:05:55.000]  挖掘的地方就在那裡
[00:05:55.000 --> 00:05:58.000]  你又看到安德烈和彼得
[00:05:58.000 --> 00:06:00.000]  你不要小看他們
[00:06:00.000 --> 00:06:02.000]  雖然他們是打魚的
[00:06:02.000 --> 00:06:05.000]  他們都很盼望彌創亞快點來
[00:06:05.000 --> 00:06:07.000]  希望天國快點來
[00:06:07.000 --> 00:06:10.000]  所以他們雖然是打魚的漁民
[00:06:10.000 --> 00:06:13.000]  但是他們都很希望天國的降臨
[00:06:13.000 --> 00:06:16.000]  希望神的恩典臨到他們的百姓
[00:06:16.000 --> 00:06:18.000]  所以安德烈和彼得
[00:06:18.000 --> 00:06:22.000]  老早就聽了施拉約翰的信息
[00:06:22.000 --> 00:06:23.000]  跟著他
[00:06:23.000 --> 00:06:25.000]  可以說是他的徒弟
[00:06:25.000 --> 00:06:27.000]  好了
[00:06:27.000 --> 00:06:29.000]  到約翰福音
[00:06:29.000 --> 00:06:31.000]  你慢慢看的時候
[00:06:31.000 --> 00:06:33.000]  你會看到施拉約翰
[00:06:33.000 --> 00:06:35.000]  他出來做見證
[00:06:35.000 --> 00:06:37.000]  他見證什麼呢?
[00:06:37.000 --> 00:06:40.000]  他說這個在我以後來的
[00:06:40.000 --> 00:06:42.000]  是在我之前的
[00:06:42.000 --> 00:06:43.000]  為什麼呢?
[00:06:43.000 --> 00:06:45.000]  其實耶穌基督是神
[00:06:45.000 --> 00:06:46.000]  他還沒出生之前
[00:06:46.000 --> 00:06:47.000]  他已經在這裡了
[00:06:47.000 --> 00:06:49.000]  只不過是我們道成肉身
[00:06:49.000 --> 00:06:50.000]  所以他說
[00:06:50.000 --> 00:06:53.000]  我連和他解鞋帶都不配
[00:06:53.000 --> 00:06:57.000]  他看到這是真正的神的羔羊
[00:06:57.000 --> 00:06:59.000]  所以他去做見證
[00:06:59.000 --> 00:07:00.000]  當他做見證的時候
[00:07:00.000 --> 00:07:02.000]  很多人就認識到
[00:07:02.000 --> 00:07:05.000]  原來耶穌基督是真正的羔羊
[00:07:05.000 --> 00:07:09.000]  所以這個
[00:07:09.000 --> 00:07:11.000]  等一下
[00:07:11.000 --> 00:07:16.000]  退後一點
[00:07:16.000 --> 00:07:17.000]  幫我退後
[00:07:17.000 --> 00:07:19.000]  再退後
[00:07:19.000 --> 00:07:24.000]  施拉約翰去見證耶穌的時候
[00:07:24.000 --> 00:07:29.000]  安德烈和彼得馬上跟從主
[00:07:29.000 --> 00:07:31.000]  他聽到這是真正的羔羊
[00:07:31.000 --> 00:07:34.000]  所以他馬上就去跟從主
[00:07:34.000 --> 00:07:36.000]  他去跟從主的階段
[00:07:36.000 --> 00:07:37.000]  你會發現
[00:07:37.000 --> 00:07:38.000]  在聖經裡
[00:07:38.000 --> 00:07:40.000]  看到耶穌的婚宴
[00:07:40.000 --> 00:07:42.000]  就是迦納的婚宴
[00:07:42.000 --> 00:07:44.000]  他一路去看
[00:07:44.000 --> 00:07:47.000]  看到在撒瑪利亞的婦人
[00:07:47.000 --> 00:07:50.000]  耶穌和她傳福音
[00:07:50.000 --> 00:07:52.000]  看到很多很多的東西
[00:07:52.000 --> 00:07:54.000]  耶穌和她談道
[00:07:54.000 --> 00:07:57.000]  然後告訴她裝嫁耶穌
[00:07:57.000 --> 00:07:58.000]  要收裝嫁
[00:07:58.000 --> 00:08:00.000]  她一路跟著耶穌
[00:08:00.000 --> 00:08:02.000]  然後你又看到
[00:08:02.000 --> 00:08:05.000]  她最後走了一圈
[00:08:05.000 --> 00:08:07.000]  又回到加利利
[00:08:07.000 --> 00:08:09.000]  回到加利利做什麼呢?
[00:08:09.000 --> 00:08:11.000]  原來她回到加利利
[00:08:11.000 --> 00:08:13.000]  是從操故業
[00:08:13.000 --> 00:08:15.000]  她繼續打魚
[00:08:15.000 --> 00:08:17.000]  他們那時候
[00:08:17.000 --> 00:08:19.000]  很知道天國的事
[00:08:19.000 --> 00:08:21.000]  又很羨慕
[00:08:21.000 --> 00:08:23.000]  領這麼多人歸主
[00:08:23.000 --> 00:08:26.000]  不過他們跟了一段時間
[00:08:26.000 --> 00:08:27.000]  回到加利利
[00:08:27.000 --> 00:08:29.000]  又去打魚
[00:08:29.000 --> 00:08:31.000]  又去打魚的時候
[00:08:31.000 --> 00:08:33.000]  這個時候
[00:08:33.000 --> 00:08:35.000]  我們看到耶穌呼召他們
[00:08:35.000 --> 00:08:37.000]  因為有一天耶穌來到湖邊
[00:08:37.000 --> 00:08:38.000]  看到他們打魚
[00:08:38.000 --> 00:08:41.000]  耶穌叫他們將船駛開一點
[00:08:41.000 --> 00:08:43.000]  然後跟著他們跟著跟他們講信息
[00:08:43.000 --> 00:08:44.000]  講完信息之後
[00:08:44.000 --> 00:08:46.000]  耶穌就說
[00:08:46.000 --> 00:08:49.000]  你要船開到海深之處
[00:08:49.000 --> 00:08:50.000]  就怎樣?
[00:08:50.000 --> 00:08:52.000]  下網打魚
[00:08:52.000 --> 00:08:56.000]  彼得可能心想
[00:08:56.000 --> 00:08:57.000]  不用打了
[00:08:57.000 --> 00:08:58.000]  我們搞了一整晚
[00:08:58.000 --> 00:09:00.000]  整夜勞累
[00:09:00.000 --> 00:09:02.000]  打不到一條魚
[00:09:02.000 --> 00:09:05.000]  簡直是沒有辦法
[00:09:05.000 --> 00:09:07.000]  但耶穌叫他們
[00:09:07.000 --> 00:09:08.000]  儘管聽我的話
[00:09:08.000 --> 00:09:10.000]  你下網吧
[00:09:10.000 --> 00:09:12.000]  他們一下網
[00:09:12.000 --> 00:09:13.000]  看到神跡
[00:09:13.000 --> 00:09:14.000]  滿滿的魚
[00:09:14.000 --> 00:09:16.000]  差點網都裂了
[00:09:16.000 --> 00:09:19.000]  然後你又看到
[00:09:19.000 --> 00:09:24.000]  他們兩個
[00:09:24.000 --> 00:09:26.000]  跟從耶穌
[00:09:26.000 --> 00:09:29.000]  在神跡裏
[00:09:29.000 --> 00:09:35.000]  讓他們看到
[00:09:35.000 --> 00:09:37.000]  耶穌真的有能力
[00:09:37.000 --> 00:09:39.000]  他說那裏有就是有
[00:09:39.000 --> 00:09:42.000]  他立刻跪下
[00:09:42.000 --> 00:09:43.000]  說我是罪人
[00:09:43.000 --> 00:09:44.000]  我真的不配
[00:09:44.000 --> 00:09:45.000]  你離開我吧
[00:09:45.000 --> 00:09:48.000]  他發現神是這麼聖潔的
[00:09:48.000 --> 00:09:51.000]  但竟然鄙視了神的吩咐
[00:09:52.000 --> 00:09:54.000]  然後耶穌立刻
[00:09:54.000 --> 00:09:56.000]  跟從他
[00:09:56.000 --> 00:09:57.000]  呼召他
[00:09:57.000 --> 00:09:59.000]  我要叫你們
[00:09:59.000 --> 00:10:01.000]  德人與德魚一樣
[00:10:01.000 --> 00:10:03.000]  弟兄姊妹
[00:10:03.000 --> 00:10:05.000]  當你了解背景的時候
[00:10:05.000 --> 00:10:08.000]  你看到彼得、約翰、安德烈、雅各
[00:10:08.000 --> 00:10:12.000]  他們對於主來到地上的工作
[00:10:12.000 --> 00:10:15.000]  主說天國近了
[00:10:15.000 --> 00:10:16.000]  神的國臨到
[00:10:16.000 --> 00:10:18.000]  尼昌雅來到
[00:10:18.000 --> 00:10:20.000]  他們真的知道
[00:10:20.000 --> 00:10:23.000]  這是一個很榮耀的使命
[00:10:23.000 --> 00:10:25.000]  他們打魚打了一輩子
[00:10:25.000 --> 00:10:27.000]  他們知道打魚算不上什麼
[00:10:27.000 --> 00:10:30.000]  但最尊貴、最榮耀的就是
[00:10:30.000 --> 00:10:32.000]  能夠在耶穌的帶領下
[00:10:32.000 --> 00:10:34.000]  指揮之下
[00:10:34.000 --> 00:10:36.000]  能夠是
[00:10:36.000 --> 00:10:38.000]  德人與德魚一樣
[00:10:38.000 --> 00:10:40.000]  如果靠我們自己就不行
[00:10:40.000 --> 00:10:43.000]  靠主耶穌說可以就可以
[00:10:43.000 --> 00:10:46.000]  所以他們看到這是很崇高的使命
[00:10:46.000 --> 00:10:48.000]  我們有沒有看到呢
[00:10:48.000 --> 00:10:51.000]  他們看到了世上很多人流離失所
[00:10:51.000 --> 00:10:53.000]  裝假熟了
[00:10:53.000 --> 00:10:55.000]  但沒有人去修國
[00:10:55.000 --> 00:11:00.000]  但主這樣呼召彼得、雅各、約翰
[00:11:00.000 --> 00:11:02.000]  安德烈的時候
[00:11:02.000 --> 00:11:03.000]  他們認清了
[00:11:03.000 --> 00:11:05.000]  能夠為基督做事
[00:11:05.000 --> 00:11:07.000]  求基督的事
[00:11:07.000 --> 00:11:10.000]  能夠與他的事公有份
[00:11:10.000 --> 00:11:13.000]  帶領人歸向耶穌基督
[00:11:13.000 --> 00:11:16.000]  是極為榮耀的職份
[00:11:16.000 --> 00:11:19.000]  但不一定每個基督徒
[00:11:19.000 --> 00:11:21.000]  都像保羅一樣
[00:11:21.000 --> 00:11:23.000]  放下職業
[00:11:23.000 --> 00:11:25.000]  專心做全途的工作
[00:11:25.000 --> 00:11:27.000]  記住
[00:11:27.000 --> 00:11:28.000]  無論你做什麼
[00:11:28.000 --> 00:11:30.000]  哪個行業、哪個職業
[00:11:30.000 --> 00:11:32.000]  但我都要盡心去做
[00:11:32.000 --> 00:11:35.000]  將最好的獻給主
[00:11:35.000 --> 00:11:37.000]  其實任何職業
[00:11:37.000 --> 00:11:39.000]  都不是你的正職
[00:11:39.000 --> 00:11:41.000]  我們的正職反而是
[00:11:41.000 --> 00:11:43.000]  在任何環境裡
[00:11:43.000 --> 00:11:45.000]  無論在哪個崗位
[00:11:45.000 --> 00:11:48.000]  在哪個機構工作
[00:11:48.000 --> 00:11:51.000]  你要成為一個得人如膚
[00:11:51.000 --> 00:11:53.000]  主託付你
[00:11:53.000 --> 00:11:56.000]  一個重要的使命
[00:11:56.000 --> 00:11:59.000]  就是將天國這麼偉大的事業
[00:11:59.000 --> 00:12:01.000]  帶到地上
[00:12:01.000 --> 00:12:02.000]  所以天國近了
[00:12:02.000 --> 00:12:04.000]  你們要悔改
[00:12:04.000 --> 00:12:08.000]  這是主耶穌一路傳的訊息
[00:12:08.000 --> 00:12:11.000]  拓展天國的事業
[00:12:11.000 --> 00:12:13.000]  就是藉著你的工作
[00:12:13.000 --> 00:12:15.000]  將主的託付傳開
[00:12:15.000 --> 00:12:17.000]  我們看到
[00:12:17.000 --> 00:12:19.000]  每個基督徒
[00:12:19.000 --> 00:12:21.000]  無論從事什麼行業
[00:12:21.000 --> 00:12:23.000]  記住你的正職
[00:12:23.000 --> 00:12:25.000]  就是耶穌基督
[00:12:25.000 --> 00:12:27.000]  這個天國的事業
[00:12:27.000 --> 00:12:29.000]  是藉著你
[00:12:29.000 --> 00:12:31.000]  才可以推廣
[00:12:31.000 --> 00:12:34.000]  因為你是順主耶穌
[00:12:34.000 --> 00:12:35.000]  你是基督徒
[00:12:35.000 --> 00:12:39.000]  你就要藉著你的身份去傳開
[00:12:39.000 --> 00:12:41.000]  現在你所做的工作
[00:12:41.000 --> 00:12:43.000]  只不過是副業
[00:12:43.000 --> 00:12:44.000]  藉著這個工作
[00:12:44.000 --> 00:12:47.000]  將主的託付傳開的時候
[00:12:47.000 --> 00:12:48.000]  弟兄姊妹
[00:12:48.000 --> 00:12:50.000]  你一方面做正職
[00:12:50.000 --> 00:12:52.000]  一方面做副業
[00:12:52.000 --> 00:12:53.000]  有一天
[00:12:53.000 --> 00:12:56.000]  如果主給你的負擔越來越重
[00:12:56.000 --> 00:12:58.000]  由聖經的話語
[00:12:58.000 --> 00:13:00.000]  神的話語提醒你
[00:13:00.000 --> 00:13:01.000]  你的心跳得很快
[00:13:01.000 --> 00:13:03.000]  越來越感動你
[00:13:03.000 --> 00:13:05.000]  神的呼聲說
[00:13:05.000 --> 00:13:08.000]  「裝教很多,但工人很少」
[00:13:08.000 --> 00:13:10.000]  求主打發工人
[00:13:10.000 --> 00:13:12.000]  去求他的裝教
[00:13:12.000 --> 00:13:14.000]  神在天上說
[00:13:14.000 --> 00:13:16.000]  「我可以拆遣誰呢?」
[00:13:16.000 --> 00:13:18.000]  「誰肯為我們去呢?」
[00:13:18.000 --> 00:13:21.000]  當聖經有很多很多的話語
[00:13:21.000 --> 00:13:24.000]  在你的心中越來越成為衝擊的時候
[00:13:24.000 --> 00:13:26.000]  神去引導你
[00:13:26.000 --> 00:13:29.000]  神在教會的全道同工裡
[00:13:29.000 --> 00:13:32.000]  阿都越來越清晰地
[00:13:32.000 --> 00:13:33.000]  和你聊天的時候
[00:13:33.000 --> 00:13:35.000]  讓你看到這條路
[00:13:35.000 --> 00:13:38.000]  那時候你就不得不
[00:13:38.000 --> 00:13:41.000]  放下現在的副業
[00:13:41.000 --> 00:13:43.000]  然後跟從主
[00:13:43.000 --> 00:13:46.000]  去從事正業
[00:13:46.000 --> 00:13:48.000]  今天我們為世上
[00:13:48.000 --> 00:13:50.000]  我們花很多時間
[00:13:50.000 --> 00:13:52.000]  是應該的
[00:13:52.000 --> 00:13:54.000]  因為你在地上
[00:13:54.000 --> 00:13:55.000]  無論你做什麼職業
[00:13:55.000 --> 00:13:57.000]  我們都要忠心
[00:13:57.000 --> 00:14:00.000]  我們要盡心竭力地去做
[00:14:00.000 --> 00:14:01.000]  但有一天
[00:14:01.000 --> 00:14:02.000]  神感動你
[00:14:02.000 --> 00:14:04.000]  神的話語打動你的時候
[00:14:04.000 --> 00:14:05.000]  去激勵你
[00:14:05.000 --> 00:14:08.000]  如果在教會裡工作的時候
[00:14:08.000 --> 00:14:11.000]  再加上你跟全道同工聊天
[00:14:11.000 --> 00:14:13.000]  他們的印證之下
[00:14:13.000 --> 00:14:15.000]  你到了那個程度
[00:14:15.000 --> 00:14:18.000]  自然就會將你的副業放下
[00:14:18.000 --> 00:14:20.000]  你會專心
[00:14:20.000 --> 00:14:23.000]  以祈禱全道為事
[00:14:23.000 --> 00:14:26.000]  這是一個更榮耀的積分
[00:14:26.000 --> 00:14:30.000]  主將全部的責任
[00:14:30.000 --> 00:14:32.000]  交給基督徒
[00:14:32.000 --> 00:14:34.000]  我們看到很多例子
[00:14:34.000 --> 00:14:36.000]  這是什麼例子?
[00:14:36.000 --> 00:14:39.000]  這是埃及阿伯
[00:14:39.000 --> 00:14:41.000]  就是埃塞俄比亞那個地方
[00:14:41.000 --> 00:14:43.000]  那麼遠的
[00:14:43.000 --> 00:14:44.000]  有一個人
[00:14:44.000 --> 00:14:48.000]  他竟然去到耶路撒冷
[00:14:48.000 --> 00:14:50.000]  去敬拜神
[00:14:50.000 --> 00:14:52.000]  去尋求神
[00:14:52.000 --> 00:14:55.000]  一個那麼有權位的太監
[00:14:55.000 --> 00:14:59.000]  他是掌管錢的
[00:14:59.000 --> 00:15:01.000]  在他的國家裡
[00:15:01.000 --> 00:15:03.000]  掌管銀庫的
[00:15:03.000 --> 00:15:05.000]  在財政大城
[00:15:05.000 --> 00:15:07.000]  但是這個人
[00:15:07.000 --> 00:15:09.000]  他竟然來到聖殿
[00:15:09.000 --> 00:15:12.000]  看到那麼宏偉的建築物
[00:15:12.000 --> 00:15:15.000]  看到祭司獻祭
[00:15:15.000 --> 00:15:18.000]  看到拉比穿著服裝
[00:15:18.000 --> 00:15:20.000]  但是看不到主
[00:15:20.000 --> 00:15:22.000]  他就回去了
[00:15:22.000 --> 00:15:23.000]  一路上
[00:15:23.000 --> 00:15:25.000]  他在讀以賽瓦書
[00:15:25.000 --> 00:15:27.000]  但是他不明白
[00:15:27.000 --> 00:15:29.000]  主著急
[00:15:29.000 --> 00:15:31.000]  就派了天使去
[00:15:31.000 --> 00:15:33.000]  各位大姐姐妹
[00:15:33.000 --> 00:15:35.000]  你覺得天使是不是直接
[00:15:35.000 --> 00:15:37.000]  跟這個太監
[00:15:37.000 --> 00:15:39.000]  說明聖經呢?
[00:15:39.000 --> 00:15:41.000]  是不是?
[00:15:41.000 --> 00:15:47.000]  派了天使直接去找他
[00:15:47.000 --> 00:15:49.000]  是不是呢?
[00:15:49.000 --> 00:15:52.000]  你說是不是呢?
[00:15:52.000 --> 00:15:56.000]  他去找誰?
[00:15:56.000 --> 00:15:58.000]  他去找肥力
[00:15:59.000 --> 00:16:01.000]  找肥力跟他說
[00:16:01.000 --> 00:16:03.000]  有個人
[00:16:03.000 --> 00:16:05.000]  他在讀以賽瓦書
[00:16:05.000 --> 00:16:06.000]  他感動他
[00:16:06.000 --> 00:16:08.000]  你要跟廣黎
[00:16:08.000 --> 00:16:10.000]  下加薩的路
[00:16:10.000 --> 00:16:12.000]  怎樣去找到那個人
[00:16:12.000 --> 00:16:13.000]  但肥力
[00:16:13.000 --> 00:16:15.000]  可能像今天禮拜
[00:16:15.000 --> 00:16:17.000]  每個人都很多事情要做
[00:16:17.000 --> 00:16:18.000]  看著時風
[00:16:18.000 --> 00:16:20.000]  可能下午還有事情
[00:16:20.000 --> 00:16:22.000]  叫你去
[00:16:22.000 --> 00:16:24.000]  沒空
[00:16:24.000 --> 00:16:26.000]  去那麼遠
[00:16:26.000 --> 00:16:28.000]  我這裡很多事情
[00:16:28.000 --> 00:16:29.000]  可能下午還要
[00:16:29.000 --> 00:16:30.000]  傳呼音
[00:16:30.000 --> 00:16:31.000]  很多事情
[00:16:31.000 --> 00:16:33.000]  但肥力就放下
[00:16:33.000 --> 00:16:35.000]  他手上的東西
[00:16:35.000 --> 00:16:37.000]  憑著聖靈的感動
[00:16:37.000 --> 00:16:39.000]  他就去了
[00:16:39.000 --> 00:16:40.000]  向南走
[00:16:40.000 --> 00:16:42.000]  他去到那個地方
[00:16:42.000 --> 00:16:43.000]  聖靈就催迫他
[00:16:43.000 --> 00:16:45.000]  要靠近車
[00:16:45.000 --> 00:16:47.000]  我不知道車子走多慢
[00:16:47.000 --> 00:16:49.000]  他可以靠近
[00:16:49.000 --> 00:16:51.000]  還上了車
[00:16:51.000 --> 00:16:53.000]  去跟他講解聖經
[00:16:53.000 --> 00:16:55.000]  讓他明白
[00:16:55.000 --> 00:16:57.000]  基督徒
[00:16:57.000 --> 00:16:58.000]  在座的基督徒
[00:16:58.000 --> 00:16:59.000]  有沒有留意到
[00:16:59.000 --> 00:17:00.000]  有時神的事公
[00:17:00.000 --> 00:17:02.000]  就是那麼突然
[00:17:02.000 --> 00:17:03.000]  臨到
[00:17:03.000 --> 00:17:04.000]  但我們可能
[00:17:04.000 --> 00:17:06.000]  沒怎麼留意
[00:17:06.000 --> 00:17:08.000]  沒怎麼留意就錯過機會
[00:17:08.000 --> 00:17:10.000]  你看到
[00:17:10.000 --> 00:17:12.000]  天使去催促
[00:17:12.000 --> 00:17:14.000]  神透過使者去催促
[00:17:14.000 --> 00:17:16.000]  肥力向南走
[00:17:16.000 --> 00:17:18.000]  就得著了
[00:17:18.000 --> 00:17:20.000]  他跟他傳呼音
[00:17:20.000 --> 00:17:21.000]  原來以賽瓦書
[00:17:21.000 --> 00:17:23.000]  講到耶穌
[00:17:23.000 --> 00:17:25.000]  他明白了
[00:17:25.000 --> 00:17:27.000]  另一個人
[00:17:27.000 --> 00:17:31.000]  另一個人其實是
[00:17:31.000 --> 00:17:33.000]  一個白夫長
[00:17:33.000 --> 00:17:35.000]  是哥尼劉
[00:17:35.000 --> 00:17:37.000]  也是
[00:17:37.000 --> 00:17:41.000]  天使跟他說了一段時間
[00:17:41.000 --> 00:17:43.000]  但不是跟他傳呼音
[00:17:43.000 --> 00:17:44.000]  只不過告訴他
[00:17:44.000 --> 00:17:45.000]  你的州制
[00:17:45.000 --> 00:17:47.000]  神已經看到了
