
[00:00:00.000 --> 00:00:05.000]  「弟兄姊妹平安」
[00:02:07.520 --> 00:02:10.520]  現在因為不知道甚麼時候
[00:02:10.520 --> 00:02:14.020]  可以再去理髮店那裏理髮
[00:02:14.020 --> 00:02:18.020]  原來隨意去剪頭髮
[00:02:18.020 --> 00:02:21.520]  也是一個快樂、是一個福氣
[00:02:21.520 --> 00:02:25.020]  所以,各位姐妹,福氣是甚麼呢?
[00:02:25.020 --> 00:02:28.520]  是否要靠別人的保證呢?
[00:02:28.520 --> 00:02:32.520]  是否要靠別人容許的呢?
[00:02:32.520 --> 00:02:34.020]  今天我們一起來看
[00:02:34.020 --> 00:02:37.020]  詩篇第一篇的第一至三節
[00:02:37.020 --> 00:02:39.520]  原來我們在詩篇第一篇裏面看到
[00:02:39.520 --> 00:02:46.520]  福氣是某個程度上是自己可以控制的
[00:02:46.520 --> 00:02:50.520]  我們看回詩篇第一篇第一至三節
[00:02:50.520 --> 00:02:55.520]  「不從惡人的計謀,不站罪人的道路,不坐洩萬人的座位
[00:02:55.520 --> 00:03:02.520]  為喜愛耶和華的律法晝夜思想,這人便為有福
[00:03:02.520 --> 00:03:05.520]  他要像一棵樹栽在溪水旁
[00:03:05.520 --> 00:03:09.520]  按時候結果指,葉子也不枯幹
[00:03:09.520 --> 00:03:13.520]  凡他所作的,盡都順利」
[00:03:13.520 --> 00:03:15.520]  我們看到詩篇第一篇
[00:03:15.520 --> 00:03:18.520]  原來我們立志做有福的人
[00:03:18.520 --> 00:03:22.520]  是可以自己控制的
[00:03:22.520 --> 00:03:23.520]  我們看回這裏
[00:03:23.520 --> 00:03:26.520]  雖然在和合本的聖經裏面
[00:03:26.520 --> 00:03:30.520]  有福在第二節尾才出現
[00:03:30.520 --> 00:03:32.520]  但是原來在預文
[00:03:32.520 --> 00:03:33.520]  或者我們不看預文
[00:03:33.520 --> 00:03:34.520]  我們不懂得預文
[00:03:34.520 --> 00:03:37.520]  我們看英文翻譯本的聖經
[00:03:37.520 --> 00:03:42.520]  其實有福是在第一節開頭的時候出現的
[00:03:42.520 --> 00:03:43.520]  而第一節是說
[00:03:43.520 --> 00:03:46.520]  有福的人有些事情是不做的
[00:03:46.520 --> 00:03:47.520]  而第二節是說
[00:03:47.520 --> 00:03:50.520]  有福的人有些事情是做的
[00:03:50.520 --> 00:03:53.520]  然後第三節是用一個比喻
[00:03:53.520 --> 00:03:54.520]  來告訴我們
[00:03:54.520 --> 00:03:58.520]  有福的人是怎樣的呢?
[00:03:58.520 --> 00:04:03.520]  所以讓我們慢慢逐節逐節去看
[00:04:03.520 --> 00:04:08.520]  有福的人不做,不做什麼呢?
[00:04:08.520 --> 00:04:09.520]  原來我們可以再說
[00:04:09.520 --> 00:04:14.520]  有福的人是要遠離惡人的
[00:04:14.520 --> 00:04:16.520]  有福的人要遠離惡人
[00:04:16.520 --> 00:04:24.520]  原因是用三個否定句來講
[00:04:24.520 --> 00:04:26.520]  不從惡人的計謀
[00:04:26.520 --> 00:04:28.520]  不暫聚人的道路
[00:04:28.520 --> 00:04:32.520]  不坐舌萬人的座位
[00:04:32.520 --> 00:04:36.520]  希伯來文的比較方式是這樣的
[00:04:36.520 --> 00:04:37.520]  他重複
[00:04:37.520 --> 00:04:38.520]  如果他不喜歡一件事
[00:04:38.520 --> 00:04:39.520]  就說我不喜悅
[00:04:39.520 --> 00:04:41.520]  如果他真的不喜歡
[00:04:41.520 --> 00:04:42.520]  就說我不喜悅
[00:04:42.520 --> 00:04:43.520]  我不喜悅
[00:04:43.520 --> 00:04:45.520]  如果他真的不喜歡
[00:04:45.520 --> 00:04:46.520]  就說我不喜悅
[00:04:46.520 --> 00:04:47.520]  不喜悅
[00:04:47.520 --> 00:04:48.520]  不喜悅
[00:04:48.520 --> 00:04:49.520]  所以三個不
[00:04:49.520 --> 00:04:50.520]  不
[00:04:50.520 --> 00:04:51.520]  不
[00:04:51.520 --> 00:04:52.520]  不
[00:04:52.520 --> 00:04:54.520]  表示私人極之重視
[00:04:54.520 --> 00:04:57.520]  語重心長的提醒聽眾
[00:04:57.520 --> 00:04:59.520]  不要親近
[00:04:59.520 --> 00:05:02.520]  而是要遠離惡人
[00:05:02.520 --> 00:05:05.520]  在這三個字裏面我們看到
[00:05:05.520 --> 00:05:07.520]  其實是完成式
[00:05:07.520 --> 00:05:09.520]  已經過去的
[00:05:09.520 --> 00:05:10.520]  是過去式
[00:05:10.520 --> 00:05:11.520]  是強調
[00:05:11.520 --> 00:05:13.520]  《荊棘夜話》的人
[00:05:13.520 --> 00:05:17.520]  從來都不會涉及任何
[00:05:17.520 --> 00:05:20.520]  這裏講到的一件事
[00:05:20.520 --> 00:05:22.520]  我們首先可以從
[00:05:22.520 --> 00:05:25.520]  這三個形容詞來看
[00:05:25.520 --> 00:05:29.520]  就是惡人、聚人、舌萬人
[00:05:29.520 --> 00:05:34.520]  惡人其實是從他的計謀
[00:05:34.520 --> 00:05:37.520]  顯出惡人的愚昧
[00:05:37.520 --> 00:05:41.520]  他在心裏盤算著這些惡
[00:05:41.520 --> 00:05:43.520]  什麼叫做聚人呢
[00:05:43.520 --> 00:05:46.520]  聚人就是將思想裏面的惡
[00:05:46.520 --> 00:05:48.520]  付諸行動
[00:05:48.520 --> 00:05:51.520]  所以就說他們整個道路
[00:05:51.520 --> 00:05:54.520]  或者整個生活的方式
[00:05:54.520 --> 00:05:56.520]  都是敗壞的
[00:05:56.520 --> 00:05:59.520]  第三個舌萬人是什麼呢
[00:05:59.520 --> 00:06:01.520]  舌萬人就是那個人
[00:06:01.520 --> 00:06:03.520]  無視神和他的誡命
[00:06:03.520 --> 00:06:06.520]  他誤會應神的吩咐
[00:06:06.520 --> 00:06:10.520]  卻以他的無慢去引發爭鬥
[00:06:10.520 --> 00:06:12.520]  亦時時嘲笑
[00:06:12.520 --> 00:06:14.520]  不將惡看為惡
[00:06:14.520 --> 00:06:18.520]  更變本加厲地誇耀他的罪行
[00:06:18.520 --> 00:06:22.520]  而且輕視公義
[00:06:22.520 --> 00:06:27.520]  我們看完形容詞之後
[00:06:27.520 --> 00:06:29.520]  我們就看動詞
[00:06:29.520 --> 00:06:31.520]  有三個動詞
[00:06:31.520 --> 00:06:34.520]  不從、不站、不坐
[00:06:34.520 --> 00:06:36.520]  不從我們可以翻做不走
[00:06:36.520 --> 00:06:38.520]  最初開始的時候
[00:06:38.520 --> 00:06:40.520]  是思想上的問題
[00:06:40.520 --> 00:06:43.520]  想想惡行和惡事
[00:06:43.520 --> 00:06:48.520]  或者思想上跟隨惡人去行惡
[00:06:48.520 --> 00:06:54.520]  之後就要求他不要站在罪人的道路中
[00:06:54.520 --> 00:06:57.520]  站的意思就是將心裏的惡念
[00:06:57.520 --> 00:06:59.520]  付諸實行
[00:06:59.520 --> 00:07:02.520]  跟惡人一起行惡
[00:07:02.520 --> 00:07:07.520]  我們可以說跟惡人做同路人
[00:07:07.520 --> 00:07:14.520]  站的焦點就是在行為上的模仿和參與
[00:07:14.520 --> 00:07:17.520]  然後到最後就坐下
[00:07:17.520 --> 00:07:20.520]  坐下的話就即是跟惡人為無
[00:07:20.520 --> 00:07:23.520]  或者跟惡人為伍
[00:07:23.520 --> 00:07:26.520]  意思就是在幕後策劃
[00:07:26.520 --> 00:07:32.520]  甚或是指揮手下執行惡事
[00:07:32.520 --> 00:07:35.520]  我們再從名詞來看
[00:07:35.520 --> 00:07:36.520]  有三個名詞
[00:07:36.520 --> 00:07:39.520]  計謀、道路、座位
[00:07:39.520 --> 00:07:40.520]  其實剛才都說了
[00:07:40.520 --> 00:07:43.520]  意思是我們做福的人
[00:07:43.520 --> 00:07:46.520]  我們要不從惡人的計謀
[00:07:46.520 --> 00:07:49.520]  不站在罪人的道路上
[00:07:49.520 --> 00:07:54.520]  也不坐在蝕萬人的座位上
[00:07:54.520 --> 00:07:56.520]  我問你
[00:07:56.520 --> 00:07:59.520]  意思是我們要遠離惡人
[00:07:59.520 --> 00:08:01.520]  我想細蚊仔都知道
[00:08:01.520 --> 00:08:02.520]  不用大人教
[00:08:02.520 --> 00:08:03.520]  細蚊仔都知道
[00:08:03.520 --> 00:08:05.520]  我們要遠離惡人
[00:08:05.520 --> 00:08:07.520]  但容不容易做到呢?
[00:08:07.520 --> 00:08:08.520]  其實是不容易做到的
[00:08:08.520 --> 00:08:09.520]  為什麼呢?
[00:08:09.520 --> 00:08:11.520]  因為惡人的額頭沒有字
[00:08:11.520 --> 00:08:15.520]  就在那裏說我是惡人
[00:08:15.520 --> 00:08:16.520]  沒有啊
[00:08:16.520 --> 00:08:17.520]  沒有的話
[00:08:17.520 --> 00:08:19.520]  你怎知道他是惡人
[00:08:19.520 --> 00:08:21.520]  而要遠離他呢?
[00:08:21.520 --> 00:08:24.520]  所以第二節就教導我們了
[00:08:24.520 --> 00:08:26.520]  他給我們一個標準
[00:08:26.520 --> 00:08:30.520]  標準我們要喜愛耶和華的律法
[00:08:30.520 --> 00:08:33.520]  晝夜思想
[00:08:33.520 --> 00:08:35.520]  所以第二節就告訴我們
[00:08:35.520 --> 00:08:40.520]  有福的人要追求親近神
[00:08:40.520 --> 00:08:42.520]  為喜愛耶和華的律法
[00:08:42.520 --> 00:08:44.520]  晝夜思想
[00:08:44.520 --> 00:08:47.520]  這人便為有福
[00:08:47.520 --> 00:08:49.520]  第二節的文法上高
[00:08:49.520 --> 00:08:52.520]  是將第一節的完成式
[00:08:52.520 --> 00:08:53.520]  記不記得
[00:08:53.520 --> 00:08:55.520]  第一節是完成式
[00:08:55.520 --> 00:08:58.520]  第二節就變成不完成式
[00:08:58.520 --> 00:09:02.520]  現在時時都仍然要進行
[00:09:02.520 --> 00:09:04.520]  或者叫進行式
[00:09:04.520 --> 00:09:06.520]  表達喜愛耶和華的律法
[00:09:06.520 --> 00:09:07.520]  晝夜思想
[00:09:07.520 --> 00:09:09.520]  是要不斷進行
[00:09:09.520 --> 00:09:11.520]  是習慣性的
[00:09:11.520 --> 00:09:14.520]  習慣性的思想神的話語
[00:09:14.520 --> 00:09:16.520]  習慣性的在生活當中
[00:09:16.520 --> 00:09:19.520]  反映出神的話
[00:09:19.520 --> 00:09:22.520]  這是熱切的言讀神的律法
[00:09:22.520 --> 00:09:24.520]  被神的旨意充滿
[00:09:24.520 --> 00:09:28.520]  而且遵行神的命令
[00:09:28.520 --> 00:09:30.520]  我們可以去看看
[00:09:30.520 --> 00:09:33.520]  這裡的耶和華的律法
[00:09:33.520 --> 00:09:37.520]  這裡不單是講十誡
[00:09:37.520 --> 00:09:39.520]  不單是講摩西五經
[00:09:39.520 --> 00:09:42.520]  不單是講舊約或者整本聖經
[00:09:42.520 --> 00:09:45.520]  可以指是和神而來的訓誨
[00:09:45.520 --> 00:09:48.520]  啟示是來自神的
[00:09:48.520 --> 00:09:51.520]  而目的是要幫助人
[00:09:51.520 --> 00:09:54.520]  過一個符合神的生活
[00:09:54.520 --> 00:09:58.520]  符合神的旨意的生活
[00:09:58.520 --> 00:09:59.520]  在每一個時代
[00:09:59.520 --> 00:10:04.520]  敬虔的人都要照著神的啟示而過活
[00:10:04.520 --> 00:10:07.520]  並且以之為樂
[00:10:07.520 --> 00:10:10.520]  詩人在這裡不是在談論
[00:10:10.520 --> 00:10:12.520]  律法致死的影響
[00:10:12.520 --> 00:10:14.520]  我們知道律法是有兩面的
[00:10:14.520 --> 00:10:19.520]  一面是具有威嚇和懲罰性
[00:10:19.520 --> 00:10:25.520]  我記得當時我還是孫德堂的堂主任
[00:10:25.520 --> 00:10:28.520]  我是徐澤林的校監的時候
[00:10:28.520 --> 00:10:30.520]  我在元朗特別小心
[00:10:30.520 --> 00:10:32.520]  特別過馬路的時候
[00:10:32.520 --> 00:10:36.520]  明明前面的紅公仔已經亮了
[00:10:36.520 --> 00:10:38.520]  看來看去都沒有人
[00:10:38.520 --> 00:10:39.520]  但我不會走的
[00:10:39.520 --> 00:10:40.520]  為什麼呢
[00:10:40.520 --> 00:10:41.520]  因為如果被警察抓了
[00:10:41.520 --> 00:10:44.520]  你在行人紅燈的時候過馬路
[00:10:44.520 --> 00:10:46.520]  這樣不就是論準嗎
[00:10:46.520 --> 00:10:48.520]  因為律法是會有威嚇的
[00:10:48.520 --> 00:10:51.520]  你犯了律法就會被懲罰
[00:10:51.520 --> 00:10:55.520]  但其實這裡不是談論律法的威嚇性
[00:10:55.520 --> 00:11:00.520]  這裡就是重視律法賜人生命的面向
[00:11:00.520 --> 00:11:03.520]  信徒由按著律法的生活
[00:11:03.520 --> 00:11:05.520]  按著神的旨意
[00:11:05.520 --> 00:11:09.520]  新生命喜樂的去回應神的默示
[00:11:09.520 --> 00:11:12.520]  和回應聖靈的帶領
[00:11:12.520 --> 00:11:15.520]  信徒的喜樂不單止是認識
[00:11:15.520 --> 00:11:18.520]  言讀背誦神的話
[00:11:18.520 --> 00:11:22.520]  尤其是以遵行神的旨意為樂
[00:11:22.520 --> 00:11:25.520]  而不是受惡人的欺騙
[00:11:25.520 --> 00:11:32.520]  這裡更加提到我們要喜愛耶和華的律法
[00:11:32.520 --> 00:11:35.520]  我們要表達我們要愛神
[00:11:35.520 --> 00:11:38.520]  我們很多時候都將愛神
[00:11:38.520 --> 00:11:41.520]  好像今天的情感化
[00:11:41.520 --> 00:11:44.520]  我們說我們要愛一個愛人
[00:11:44.520 --> 00:11:49.520]  或者愛的伴侶
[00:11:49.520 --> 00:11:52.520]  愛神就是一個這樣
[00:11:52.520 --> 00:11:57.520]  是有情感的、有感性的愛
[00:11:57.520 --> 00:12:01.520]  沒錯 我們要學習用感性來愛神
[00:12:01.520 --> 00:12:05.520]  但是我們更加要表達
[00:12:05.520 --> 00:12:08.520]  我們要喜愛、敬畏耶和華
[00:12:08.520 --> 00:12:11.520]  是敬畏神的律法上
[00:12:11.520 --> 00:12:16.520]  聖經人物參孫是一個很好的例子
[00:12:16.520 --> 00:12:19.520]  我們每個小朋友都認識
[00:12:19.520 --> 00:12:21.520]  所以我們做過大人、教過主一學
[00:12:21.520 --> 00:12:24.520]  我們都很熟悉參孫的故事
[00:12:24.520 --> 00:12:28.520]  參孫在庭那遇見一個非理士的女子
[00:12:28.520 --> 00:12:31.520]  他喜歡她、愛她
[00:12:31.520 --> 00:12:35.520]  願意娶那個女子為妻
[00:12:35.520 --> 00:12:39.520]  當時的人都會問父母的意見
[00:12:39.520 --> 00:12:41.520]  父母當然不贊成
[00:12:41.520 --> 00:12:43.520]  因為她是外邦的女子
[00:12:43.520 --> 00:12:44.520]  參孫說什麼呢?
[00:12:44.520 --> 00:12:48.520]  我喜悅她呀!
[00:12:48.520 --> 00:12:51.520]  結果他就娶了那個女子
[00:12:51.520 --> 00:12:54.520]  這已經注定參孫的失敗
[00:12:54.520 --> 00:12:58.520]  後來因為他喜歡了另一個非理士的女子
[00:12:58.520 --> 00:13:01.520]  他最後就失去了他的靈力
[00:13:01.520 --> 00:13:02.520]  剪了他的頭髮
[00:13:02.520 --> 00:13:06.520]  落在仇敵的手中
[00:13:06.520 --> 00:13:09.520]  參孫深愛外邦女子
[00:13:09.520 --> 00:13:13.520]  他的腳就跟著那個外邦女子
[00:13:13.520 --> 00:13:15.520]  去了外邦裡
[00:13:15.520 --> 00:13:18.520]  心裡所愛就決定他的腳踭
[00:13:18.520 --> 00:13:23.520]  人如果愛世界、愛情慾、愛物質、愛罪惡
[00:13:23.520 --> 00:13:27.520]  就決定他的腳踭要走世界的道路
[00:13:27.520 --> 00:13:29.520]  要走情慾的道路
[00:13:29.520 --> 00:13:31.520]  走物質的道路
[00:13:31.520 --> 00:13:32.520]  走罪惡的道路
[00:13:32.520 --> 00:13:35.520]  決定他將來的結局
[00:13:35.520 --> 00:13:39.520]  什麼是你和我所愛的呢?
[00:13:39.520 --> 00:13:41.520]  你愛神嗎?
[00:13:41.520 --> 00:13:44.520]  你愛神的話語嗎?
[00:13:44.520 --> 00:13:48.520]  你怎樣愛神的話語呢?
[00:13:48.520 --> 00:13:50.520]  我們看看下一道
[00:13:50.520 --> 00:13:56.520]  這裏說要晝夜思賞神的話語
[00:13:56.520 --> 00:14:00.520]  一般人很難擁有聖經
[00:14:00.520 --> 00:14:01.520]  在古時的時候
[00:14:01.520 --> 00:14:04.520]  他們只可以背誦聖經
[00:14:04.520 --> 00:14:06.520]  而時時都思賞
[00:14:06.520 --> 00:14:08.520]  但我們知道到今天
[00:14:08.520 --> 00:14:11.520]  我們已經不知道你有多少部聖經
[00:14:11.520 --> 00:14:13.520]  就算在我的辦公室裡
[00:14:13.520 --> 00:14:17.520]  起碼有超過十本不同版本的聖經
[00:14:17.520 --> 00:14:21.520]  但默想神的話語仍然很重要
[00:14:21.520 --> 00:14:24.520]  背誦神的話語、默想神的話語
[00:14:24.520 --> 00:14:27.520]  然後思賞神的話語
[00:14:27.520 --> 00:14:29.520]  是很重要的
[00:14:29.520 --> 00:14:31.520]  記不記得我們說
[00:14:31.520 --> 00:14:33.520]  從第一節的完成式
[00:14:33.520 --> 00:14:36.520]  去到第二節的未完成式
[00:14:36.520 --> 00:14:39.520]  或者我們叫現在進行式
[00:14:39.520 --> 00:14:41.520]  在現在進行式裡
[00:14:41.520 --> 00:14:43.520]  我們要不斷的思想
[00:14:43.520 --> 00:14:45.520]  不斷的喜愛
[00:14:45.520 --> 00:14:47.520]  我們要以切然讀律法
[00:14:47.520 --> 00:14:48.520]  不同的默想
[00:14:48.520 --> 00:14:50.520]  叫我們認識神的話更加深
[00:14:50.520 --> 00:14:52.520]  好像讀經
[00:14:52.520 --> 00:14:56.520]  我不知道你們讀完整本聖經多少次
[00:14:56.520 --> 00:14:58.520]  我記得我信主的時候第一年
[00:14:58.520 --> 00:15:00.520]  我去讀聖經
[00:15:00.520 --> 00:15:03.520]  我是3月29日信主的
[00:15:03.520 --> 00:15:05.520]  我去到4月初左右
[00:15:05.520 --> 00:15:10.520]  就去到出埃及記
[00:15:10.520 --> 00:15:11.520]  就困在那裡
[00:15:11.520 --> 00:15:13.520]  出埃及記有很多東西
[00:15:13.520 --> 00:15:15.520]  很難很難明白
[00:15:15.520 --> 00:15:17.520]  特別去到利未記
[00:15:17.520 --> 00:15:19.520]  困在那裡
[00:15:19.520 --> 00:15:20.520]  很難
[00:15:20.520 --> 00:15:23.520]  但後來我強行衝過了
[00:15:23.520 --> 00:15:25.520]  然後就繼續讀下去
[00:15:25.520 --> 00:15:28.520]  到最後又去到以塞亞書
[00:15:28.520 --> 00:15:29.520]  又困在那裡
[00:15:29.520 --> 00:15:31.520]  但我都讀完它
[00:15:31.520 --> 00:15:33.520]  當我第二年再讀第二次的時候
[00:15:33.520 --> 00:15:36.520]  原來我第一年讀到的資料
[00:15:36.520 --> 00:15:40.520]  幫助我去明白第二次讀聖經的時候
[00:15:40.520 --> 00:15:41.520]  一些的內容
[00:15:41.520 --> 00:15:43.520]  當我讀完第二次
[00:15:43.520 --> 00:15:44.520]  讀第三次
[00:15:44.520 --> 00:15:45.520]  讀第四次
[00:15:45.520 --> 00:15:46.520]  讀第五次的時候
[00:15:46.520 --> 00:15:48.520]  越讀就會越清晰
[00:15:48.520 --> 00:15:50.520]  其實記在心中都可以的
[00:15:50.520 --> 00:15:53.520]  幫助我們需要的時候
[00:15:53.520 --> 00:15:56.520]  我們對場景可以有即時的
[00:15:56.520 --> 00:15:58.520]  適當的回應
[00:15:58.520 --> 00:16:00.520]  結果我們就會
[00:16:00.520 --> 00:16:03.520]  當我們時時去默想神的話的時候
[00:16:03.520 --> 00:16:07.520]  我們就會被祂的旨意充滿
[00:16:07.520 --> 00:16:10.520]  而且我們時時都可以出來
[00:16:10.520 --> 00:16:12.520]  行祂的命令
[00:16:12.520 --> 00:16:16.520]  所以默想不單單是早上靈修
[00:16:16.520 --> 00:16:18.520]  或者晚上靈修
[00:16:18.520 --> 00:16:21.520]  而是我們在日常生活的過程當中
[00:16:21.520 --> 00:16:25.520]  不斷的反覆思想神的話
[00:16:25.520 --> 00:16:27.520]  相信大家都很熟悉
[00:16:27.520 --> 00:16:29.520]  《生命紀錄》第七節
[00:16:29.520 --> 00:16:31.520]  無論你坐在家裡
[00:16:31.520 --> 00:16:33.520]  走在路上的屋子
[00:16:33.520 --> 00:16:34.520]  躺在床上起來
[00:16:34.520 --> 00:16:36.520]  都要談論
[00:16:36.520 --> 00:16:37.520]  談論什麼呢?
[00:16:37.520 --> 00:16:39.520]  談論神的律法
[00:16:39.520 --> 00:16:44.520]  所以當摩西去教導以色列人的時候
[00:16:44.520 --> 00:16:48.520]  他們要在行走站立坐的時候
[00:16:48.520 --> 00:16:50.520]  都思想上主
[00:16:50.520 --> 00:16:52.520]  要將遵行神的旨意
[00:16:52.520 --> 00:16:54.520]  變成一個習慣
[00:16:54.520 --> 00:16:55.520]  好不好熟悉?
[00:16:55.520 --> 00:16:57.520]  和第一節不一樣
[00:16:57.520 --> 00:17:03.520]  我不走在錯誤的當中
[00:17:03.520 --> 00:17:06.520]  我不站在罪人的道路上
[00:17:06.520 --> 00:17:08.520]  我又不坐在涉罪人的上
[00:17:08.520 --> 00:17:10.520]  但我們是做什麼呢?
[00:17:10.520 --> 00:17:16.520]  我們就站在、坐在、行在神的律法上
[00:17:16.520 --> 00:17:18.520]  應用神的話
[00:17:18.520 --> 00:17:20.520]  是需要個人的努力的
[00:17:20.520 --> 00:17:24.520]  但其實我們都需要弟兄姊妹的支持和鼓勵
[00:17:24.520 --> 00:17:26.520]  我不知道紅磡堂的弟兄姊妹
[00:17:26.520 --> 00:17:29.520]  會不會在團契或者會眾的層面
[00:17:29.520 --> 00:17:31.520]  推行一些靈修運動
[00:17:31.520 --> 00:17:33.520]  彼此的提醒
[00:17:33.520 --> 00:17:36.520]  記得有一個團契的做法是這樣的
[00:17:36.520 --> 00:17:38.520]  彼此的協議
[00:17:38.520 --> 00:17:39.520]  在傍晚的時候
[00:17:39.520 --> 00:17:42.520]  有弟兄或姐妹會致電提醒
[00:17:42.520 --> 00:17:46.520]  喂!你今天做了靈修了沒有?
[00:17:46.520 --> 00:17:49.520]  我們怎樣做一個有福的人呢?
[00:17:49.520 --> 00:17:51.520]  喜愛耶和華的律法
[00:17:51.520 --> 00:17:53.520]  在這裡指出有福快樂
[00:17:53.520 --> 00:17:57.520]  是必須有所付出、有所行動的
[00:17:57.520 --> 00:17:58.520]  在消極方面
[00:17:58.520 --> 00:18:00.520]  我們不做這件事
[00:18:00.520 --> 00:18:03.520]  我們要遠離惡人、遠離惡行
[00:18:03.520 --> 00:18:05.520]  但相反在積極方面
[00:18:05.520 --> 00:18:08.520]  我們要一心一意地跟隨神
[00:18:08.520 --> 00:18:12.520]  並且喜愛祂的誡命律例
[00:18:12.520 --> 00:18:15.520]  時時在心裏反覆思想
[00:18:15.520 --> 00:18:17.520]  所以敬虔的人
[00:18:17.520 --> 00:18:20.520]  在他們行走、躺臥、起來的時候
[00:18:20.520 --> 00:18:21.520]  都熱愛神
[00:18:21.520 --> 00:18:24.520]  所以無論在家中或者在路上
[00:18:24.520 --> 00:18:26.520]  在他們所走的路上
[00:18:26.520 --> 00:18:29.520]  在他們所有的活動當中
[00:18:29.520 --> 00:18:31.520]  他們都要遠離不敬虔的人
[00:18:31.520 --> 00:18:33.520]  免得受到他們的影響
[00:18:33.520 --> 00:18:36.520]  他們在家庭事業和社交關係上
[00:18:36.520 --> 00:18:38.520]  小心保護自己
[00:18:38.520 --> 00:18:43.520]  設立自己的人際關係和一個界線
[00:18:43.520 --> 00:18:47.520]  我以前看了一本書
[00:18:47.520 --> 00:18:49.520]  叫做《In His Steps》
[00:18:49.520 --> 00:18:51.520]  即是跟隨他的腳踏中行
[00:18:51.520 --> 00:18:55.520]  這本小說裏面有一個問題
[00:18:55.520 --> 00:18:58.520]  每一次當你需要一個決定要做的時候
[00:18:58.520 --> 00:18:59.520]  他的問題是
[00:18:59.520 --> 00:19:01.520]  What would Jesus do?
[00:19:01.520 --> 00:19:04.520]  即是W.W.J.D
[00:19:04.520 --> 00:19:08.520]  不知道大家有沒有這樣的手鏈
[00:19:08.520 --> 00:19:11.520]  如果耶穌在的時候
[00:19:11.520 --> 00:19:13.520]  祂會怎樣做呢?
[00:19:13.520 --> 00:19:14.520]  我們會思想
[00:19:14.520 --> 00:19:15.520]  我們去問
[00:19:15.520 --> 00:19:17.520]  如果我們知道答案又怎樣呢?
[00:19:17.520 --> 00:19:20.520]  就去做
[00:19:20.520 --> 00:19:21.520]  所以我們會知道
[00:19:21.520 --> 00:19:23.520]  原來有福的人
[00:19:23.520 --> 00:19:25.520]  是不做一些事情
[00:19:25.520 --> 00:19:27.520]  然後再做一些事情
[00:19:27.520 --> 00:19:30.520]  這就是我們可以控制
[00:19:30.520 --> 00:19:31.520]  我們當然知道
[00:19:31.520 --> 00:19:35.520]  最後有沒有福氣臨到呢?
[00:19:35.520 --> 00:19:42.520]  其實都需要有另外神的幫助
[00:19:42.520 --> 00:19:45.520]  所以第三節就會說到
[00:19:45.520 --> 00:19:49.520]  有福的人好像一棵樹
[00:19:49.520 --> 00:19:51.520]  他說一棵什麼樹呢?
[00:19:51.520 --> 00:19:55.520]  他說他好像一棵樹栽在溪水旁
[00:19:55.520 --> 00:19:58.520]  我在網上找到這樣的圖畫
