
[00:00:00.000 --> 00:00:04.000]  脫下口罩可能會方便一點
[00:03:39.000 --> 00:03:41.000]  有一個永恆的福樂
[00:03:41.000 --> 00:03:45.000]  我再跟大家讀讀第十七節
[00:03:45.000 --> 00:03:47.000]  這裡告訴我們
[00:03:47.000 --> 00:03:49.000]  如果我們不去實踐
[00:03:49.000 --> 00:03:51.000]  已經在你生命裏
[00:03:51.000 --> 00:03:53.000]  由你信耶穌的一刻
[00:03:53.000 --> 00:03:55.000]  你已經有這顆愛的種子
[00:03:55.000 --> 00:03:57.000]  你如果不去
[00:03:57.000 --> 00:03:59.000]  挑灌淋水
[00:03:59.000 --> 00:04:01.000]  你讓這個種子來生長
[00:04:01.000 --> 00:04:03.000]  你就經歷不到
[00:04:03.000 --> 00:04:05.000]  這一份平安
[00:04:05.000 --> 00:04:07.000]  和永恆的福樂
[00:04:07.000 --> 00:04:09.000]  這裡告訴我們
[00:04:09.000 --> 00:04:11.000]  第十七節
[00:04:11.000 --> 00:04:13.000]  由此
[00:04:13.000 --> 00:04:15.000]  這是一個結論
[00:04:15.000 --> 00:04:17.000]  住在愛裏的人
[00:04:17.000 --> 00:04:19.000]  其實他就住在神的裏面
[00:04:19.000 --> 00:04:21.000]  然後呢
[00:04:21.000 --> 00:04:23.000]  神也是住在他裏面
[00:04:23.000 --> 00:04:25.000]  然後就由此
[00:04:25.000 --> 00:04:27.000]  由此
[00:04:27.000 --> 00:04:29.000]  如果英文就是一個結論
[00:04:29.000 --> 00:04:31.000]  一個結論
[00:04:31.000 --> 00:04:33.000]  因此
[00:04:33.000 --> 00:04:35.000]  可以怎樣呢
[00:04:35.000 --> 00:04:37.000]  他說愛在我們裏面
[00:04:37.000 --> 00:04:39.000]  就得以圓滿
[00:04:39.000 --> 00:04:41.000]  是有一個很整全的
[00:04:41.000 --> 00:04:43.000]  很滿足的
[00:04:43.000 --> 00:04:45.000]  這一份的愛
[00:04:45.000 --> 00:04:47.000]  我們就可以
[00:04:47.000 --> 00:04:49.000]  在審判的日子
[00:04:49.000 --> 00:04:51.000]  坦然無懼
[00:04:51.000 --> 00:04:53.000]  就是這裡
[00:04:53.000 --> 00:04:55.000]  永恆的福樂
[00:04:55.000 --> 00:04:57.000]  就是說當我們今天
[00:04:57.000 --> 00:05:01.000]  讓這個愛的種子
[00:05:01.000 --> 00:05:03.000]  來一路長大生長
[00:05:03.000 --> 00:05:05.000]  我們就能夠
[00:05:05.000 --> 00:05:07.000]  不會懼怕
[00:05:07.000 --> 00:05:11.000]  將來神審判世人的日子
[00:05:11.000 --> 00:05:13.000]  那個恐懼
[00:05:13.000 --> 00:05:15.000]  因為我們現在
[00:05:15.000 --> 00:05:17.000]  每天已經在經歷著
[00:05:17.000 --> 00:05:19.000]  神住在我們裏面
[00:05:19.000 --> 00:05:23.000]  我們又是住在神的裏面
[00:05:23.000 --> 00:05:25.000]  透過我們去學習
[00:05:25.000 --> 00:05:27.000]  用神的愛
[00:05:27.000 --> 00:05:29.000]  其實是神透過他的愛子
[00:05:29.000 --> 00:05:31.000]  將我們拯救
[00:05:31.000 --> 00:05:33.000]  生了我們
[00:05:33.000 --> 00:05:35.000]  我們成為神的子女
[00:05:35.000 --> 00:05:37.000]  然後我們就有這個
[00:05:37.000 --> 00:05:39.000]  愛的種子
[00:05:39.000 --> 00:05:41.000]  在我們的生命裏面
[00:05:41.000 --> 00:05:43.000]  當我們去愛的時候
[00:05:43.000 --> 00:05:45.000]  我們就經驗到神
[00:05:45.000 --> 00:05:47.000]  他住在我們裏面
[00:05:47.000 --> 00:05:49.000]  約翰就有一個保證
[00:05:49.000 --> 00:05:51.000]  永恆的保證
[00:05:51.000 --> 00:05:54.000]  去到將來審判的日子
[00:05:54.000 --> 00:05:57.000]  我們可以坦然無懼
[00:05:57.000 --> 00:05:59.000]  不需要再懼怕
[00:05:59.000 --> 00:06:03.000]  不需要擔心將來有刑罰
[00:06:03.000 --> 00:06:05.000]  頂姐妹
[00:06:05.000 --> 00:06:07.000]  你想想
[00:06:07.000 --> 00:06:09.000]  這是否真真正正
[00:06:09.000 --> 00:06:11.000]  永恆的福樂
[00:06:11.000 --> 00:06:13.000]  永遠的幸福呢?
[00:06:13.000 --> 00:06:15.000]  神不再審判你
[00:06:15.000 --> 00:06:19.000]  你不需要再在審判的日子
[00:06:19.000 --> 00:06:21.000]  你好像那些未信的人
[00:06:21.000 --> 00:06:23.000]  或者堅持都不肯接受耶穌的人
[00:06:23.000 --> 00:06:27.000]  面對將來的永恆沉淪
[00:06:27.000 --> 00:06:29.000]  而是我們在主耶穌裏面
[00:06:29.000 --> 00:06:31.000]  當我們去實踐
[00:06:31.000 --> 00:06:33.000]  這一份愛的時候
[00:06:33.000 --> 00:06:35.000]  我們就能夠經驗到
[00:06:35.000 --> 00:06:37.000]  神的同住
[00:06:37.000 --> 00:06:39.000]  祂的愛
[00:06:39.000 --> 00:06:41.000]  祂的平安
[00:06:41.000 --> 00:06:43.000]  在我們內心
[00:06:43.000 --> 00:06:45.000]  或者試試用另一個角度
[00:06:45.000 --> 00:06:47.000]  因為第十八節就說
[00:06:47.000 --> 00:06:49.000]  在愛裏面
[00:06:49.000 --> 00:06:51.000]  就不會有懼怕
[00:06:51.000 --> 00:06:55.000]  懼怕裏面含著的是刑罰
[00:06:55.000 --> 00:06:57.000]  我親眼
[00:06:57.000 --> 00:06:59.000]  亦都是我自己去幫忙
[00:06:59.000 --> 00:07:01.000]  去解除了這個痛苦
[00:07:01.000 --> 00:07:03.000]  就在我們自己的舞台
[00:07:03.000 --> 00:07:05.000]  有位姊妹
[00:07:05.000 --> 00:07:07.000]  她是在教會服侍的
[00:07:07.000 --> 00:07:09.000]  有一天
[00:07:09.000 --> 00:07:11.000]  很小事的
[00:07:11.000 --> 00:07:13.000]  跟我們一位同工
[00:07:13.000 --> 00:07:15.000]  傳道同工產生摩擦
[00:07:15.000 --> 00:07:19.000]  摩擦到當面在禮堂裏面說
[00:07:19.000 --> 00:07:21.000]  大家很吵
[00:07:21.000 --> 00:07:23.000]  大家的說話很重
[00:07:23.000 --> 00:07:25.000]  然後
[00:07:25.000 --> 00:07:27.000]  大家都面黑黑的
[00:07:27.000 --> 00:07:29.000]  然後過了一段時間
[00:07:29.000 --> 00:07:31.000]  一兩個禮拜
[00:07:31.000 --> 00:07:33.000]  大家見面都面左左
[00:07:33.000 --> 00:07:35.000]  然後
[00:07:35.000 --> 00:07:37.000]  兩個不約而同的同學跟我說
[00:07:37.000 --> 00:07:39.000]  因為我看著那件事
[00:07:39.000 --> 00:07:41.000]  很辛苦
[00:07:41.000 --> 00:07:43.000]  大家本來沒有什麼
[00:07:43.000 --> 00:07:45.000]  弟兄姊妹沒有什麼
[00:07:45.000 --> 00:07:47.000]  大家都是一起侍奉的
[00:07:47.000 --> 00:07:49.000]  就因為很小的事
[00:07:49.000 --> 00:07:51.000]  產生了摩擦之後
[00:07:51.000 --> 00:07:53.000]  大家當下又不肯放下
[00:07:53.000 --> 00:07:55.000]  就有言語上的衝撞
[00:07:55.000 --> 00:07:57.000]  分別都跟我說
[00:07:57.000 --> 00:07:59.000]  很辛苦
[00:07:59.000 --> 00:08:01.000]  很簡單
[00:08:01.000 --> 00:08:03.000]  大家說對不起就沒事了
[00:08:03.000 --> 00:08:05.000]  真的大家彼此說對不起
[00:08:05.000 --> 00:08:07.000]  一個傳道同工
[00:08:07.000 --> 00:08:09.000]  向一個姊妹說對不起
[00:08:09.000 --> 00:08:11.000]  其實就是小芬姊妹
[00:08:11.000 --> 00:08:15.000]  很開心
[00:08:15.000 --> 00:08:17.000]  馬上那面牆壁沒有了
[00:08:17.000 --> 00:08:19.000]  馬上那面隔膜沒有了
[00:08:19.000 --> 00:08:21.000]  馬上大家
[00:08:21.000 --> 00:08:23.000]  當然沒有擁抱
[00:08:23.000 --> 00:08:25.000]  因為男女不會擁抱
[00:08:25.000 --> 00:08:27.000]  馬上大家有了那份的歡欣
[00:08:27.000 --> 00:08:29.000]  那份的平安
[00:08:29.000 --> 00:08:31.000]  那份的
[00:08:31.000 --> 00:08:33.000]  愛裏面的圓滿
[00:08:33.000 --> 00:08:35.000]  你想一下
[00:08:35.000 --> 00:08:37.000]  如果你的內心
[00:08:37.000 --> 00:08:39.000]  不肯去愛對方
[00:08:39.000 --> 00:08:41.000]  愛其他人
[00:08:41.000 --> 00:08:43.000]  這裏就告訴我們第十八節
[00:08:43.000 --> 00:08:47.000]  在愛裏面是沒有懼怕的
[00:08:47.000 --> 00:08:49.000]  這個懼怕
[00:08:49.000 --> 00:08:51.000]  就是有時跟人之間
[00:08:51.000 --> 00:08:53.000]  人與人之間的隔膜
[00:08:53.000 --> 00:08:55.000]  人與人之間的嚴規
[00:08:55.000 --> 00:08:57.000]  人與人之間的不肯寬恕
[00:08:57.000 --> 00:08:59.000]  人與人之間的不肯寬恕
[00:08:59.000 --> 00:09:01.000]  帶來的其實就是一種
[00:09:01.000 --> 00:09:03.000]  fear 懼怕
[00:09:03.000 --> 00:09:05.000]  所以
[00:09:05.000 --> 00:09:07.000]  這是一個阻礙你自己
[00:09:07.000 --> 00:09:09.000]  去經歷
[00:09:09.000 --> 00:09:11.000]  上帝在你生命裏面的
[00:09:11.000 --> 00:09:13.000]  同住
[00:09:13.000 --> 00:09:15.000]  是最大的阻礙
[00:09:15.000 --> 00:09:17.000]  是最大的阻礙
[00:09:17.000 --> 00:09:19.000]  其實每一個弟兄姊妹
[00:09:19.000 --> 00:09:21.000]  由你信耶穌的一刻
[00:09:21.000 --> 00:09:23.000]  這個愛的種子
[00:09:23.000 --> 00:09:25.000]  已經在你的心靈裏面
[00:09:25.000 --> 00:09:27.000]  你需要讓這個種子
[00:09:27.000 --> 00:09:29.000]  不受阻礙的
[00:09:29.000 --> 00:09:31.000]  來生長
[00:09:31.000 --> 00:09:33.000]  所以這裏告訴我們一個反面的就是
[00:09:33.000 --> 00:09:35.000]  在愛裏面沒有懼怕
[00:09:35.000 --> 00:09:37.000]  圓滿的愛
[00:09:37.000 --> 00:09:39.000]  是會將這些懼怕驅走
[00:09:39.000 --> 00:09:43.000]  正如剛才的一個例子
[00:09:43.000 --> 00:09:45.000]  大家都願意
[00:09:45.000 --> 00:09:47.000]  互相的
[00:09:47.000 --> 00:09:49.000]  來道歉
[00:09:49.000 --> 00:09:51.000]  馬上那個懼怕
[00:09:51.000 --> 00:09:53.000]  完全驅走
[00:09:53.000 --> 00:09:55.000]  因為愛再一次
[00:09:55.000 --> 00:09:57.000]  填滿彼此的心靈
[00:09:57.000 --> 00:09:59.000]  在教會裏面
[00:09:59.000 --> 00:10:01.000]  我們就是能夠有能力
[00:10:01.000 --> 00:10:03.000]  世界我們不能夠說
[00:10:03.000 --> 00:10:05.000]  因為大家不是有共同的價值觀
[00:10:05.000 --> 00:10:07.000]  大家都不會
[00:10:07.000 --> 00:10:09.000]  懼怕敬畏
[00:10:09.000 --> 00:10:11.000]  同一位上帝
[00:10:11.000 --> 00:10:13.000]  這裏告訴我們
[00:10:13.000 --> 00:10:15.000]  上帝差遣他的愛子來到這個世界
[00:10:15.000 --> 00:10:17.000]  使得我們得到生命
[00:10:17.000 --> 00:10:19.000]  這個就是愛
[00:10:19.000 --> 00:10:23.000]  所以我們大家都在這個愛的源頭
[00:10:23.000 --> 00:10:25.000]  在這個共同的價值觀裏面
[00:10:25.000 --> 00:10:27.000]  來成長
[00:10:27.000 --> 00:10:29.000]  所以
[00:10:29.000 --> 00:10:31.000]  這裏告訴我們
[00:10:31.000 --> 00:10:33.000]  在愛裏面就能夠有圓滿
[00:10:33.000 --> 00:10:35.000]  因為
[00:10:35.000 --> 00:10:37.000]  懼怕的人就含著
[00:10:37.000 --> 00:10:39.000]  刑罰
[00:10:39.000 --> 00:10:41.000]  懼怕裏面含著懲罰
[00:10:41.000 --> 00:10:43.000]  懼怕的人
[00:10:43.000 --> 00:10:45.000]  在愛裏面尚未得到圓滿
[00:10:45.000 --> 00:10:47.000]  不信耶穌的人
[00:10:47.000 --> 00:10:49.000]  他沒有這個種子
[00:10:49.000 --> 00:10:51.000]  愛的種子
[00:10:51.000 --> 00:10:53.000]  在他裏面
[00:10:53.000 --> 00:10:55.000]  信耶穌的
[00:10:55.000 --> 00:10:59.000]  如果我們不讓這顆愛的種子成長
[00:10:59.000 --> 00:11:01.000]  你都會有
[00:11:01.000 --> 00:11:03.000]  隔膜
[00:11:03.000 --> 00:11:05.000]  和人的隔膜
[00:11:05.000 --> 00:11:07.000]  和神的隔膜
[00:11:07.000 --> 00:11:09.000]  你不會經驗到一份
[00:11:09.000 --> 00:11:11.000]  圓滿的愛
[00:11:11.000 --> 00:11:13.000]  是讓你整個的心靈
[00:11:13.000 --> 00:11:15.000]  可以得到滿足
[00:11:15.000 --> 00:11:17.000]  而且
[00:11:17.000 --> 00:11:19.000]  你都不敢擔保將來
[00:11:19.000 --> 00:11:21.000]  在審判的日子
[00:11:21.000 --> 00:11:23.000]  你是否能夠坦然無懼
[00:11:23.000 --> 00:11:25.000]  所以作者約翰告訴我們
[00:11:25.000 --> 00:11:27.000]  我們可以拿捏到
[00:11:27.000 --> 00:11:29.000]  我們可以抓緊的
[00:11:29.000 --> 00:11:31.000]  就是只要我們
[00:11:31.000 --> 00:11:33.000]  實踐
[00:11:33.000 --> 00:11:35.000]  要彼此相愛
[00:11:35.000 --> 00:11:37.000]  第七和第十一節
[00:11:37.000 --> 00:11:39.000]  都已經再一次呼籲我們
[00:11:39.000 --> 00:11:41.000]  第七節說親愛的
[00:11:41.000 --> 00:11:43.000]  我們要彼此相愛
[00:11:43.000 --> 00:11:45.000]  因為愛是從神那裏而來的
[00:11:45.000 --> 00:11:47.000]  第十一節
[00:11:47.000 --> 00:11:51.000]  親愛的
[00:11:51.000 --> 00:11:53.000]  既然神這樣愛我們
[00:11:53.000 --> 00:11:55.000]  怎樣呀?
[00:11:55.000 --> 00:11:57.000]  就是上文所說的
[00:11:57.000 --> 00:11:59.000]  不是我們首先愛神
[00:11:59.000 --> 00:12:01.000]  是神愛我們之先
[00:12:01.000 --> 00:12:03.000]  就已經猜顯他的愛子
[00:12:03.000 --> 00:12:05.000]  為我們的罪作了贖罪制
[00:12:05.000 --> 00:12:07.000]  這個就是愛了
[00:12:07.000 --> 00:12:11.000]  既然神這樣猜他的愛子
[00:12:11.000 --> 00:12:13.000]  愛我們
[00:12:13.000 --> 00:12:17.000]  所以我們都要彼此相愛
[00:12:17.000 --> 00:12:19.000]  連續說了兩次
[00:12:19.000 --> 00:12:21.000]  再推上上文
[00:12:21.000 --> 00:12:25.000]  是叫我們不要相信那些離奇古怪的邪靈
[00:12:25.000 --> 00:12:27.000]  其實我們的內心
[00:12:27.000 --> 00:12:29.000]  比一切都大
[00:12:29.000 --> 00:12:31.000]  原來神已經住在我們裏面
[00:12:31.000 --> 00:12:33.000]  藉著他的愛子
[00:12:33.000 --> 00:12:35.000]  住在我們裏面
[00:12:35.000 --> 00:12:37.000]  更加將聖靈
[00:12:37.000 --> 00:12:39.000]  都住在我們裏面
[00:12:39.000 --> 00:12:43.000]  所以其實你和我是神的子女
[00:12:43.000 --> 00:12:47.000]  當然沒有一個機器
[00:12:47.000 --> 00:12:51.000]  你一走過就知道你是甚麼身份
[00:12:51.000 --> 00:12:55.000]  但我聽一些前輩的傳道目者說
[00:12:55.000 --> 00:12:57.000]  邪靈認識我們的身份
[00:12:57.000 --> 00:12:59.000]  知道我們屬神
[00:12:59.000 --> 00:13:03.000]  我們真的有聖靈在我們生命裏面
[00:13:03.000 --> 00:13:05.000]  比一切都大
[00:13:05.000 --> 00:13:07.000]  所以弟兄姊妹
[00:13:07.000 --> 00:13:09.000]  你有沒有開始學習
[00:13:09.000 --> 00:13:11.000]  愛弟兄姊妹
[00:13:11.000 --> 00:13:13.000]  你來到教會
[00:13:13.000 --> 00:13:15.000]  你要開始學
[00:13:15.000 --> 00:13:17.000]  讓這個種子
[00:13:17.000 --> 00:13:19.000]  一直在你的生命裏面長大
[00:13:19.000 --> 00:13:21.000]  這個是愛
[00:13:21.000 --> 00:13:23.000]  很大的力量
[00:13:23.000 --> 00:13:25.000]  所以當我們來到學習
[00:13:25.000 --> 00:13:27.000]  彼此相愛的時候
[00:13:27.000 --> 00:13:29.000]  神就住在你和我的裏面
[00:13:29.000 --> 00:13:31.000]  即是說我們這個群體
[00:13:31.000 --> 00:13:35.000]  有神在我們當中
[00:13:35.000 --> 00:13:37.000]  每一次你回來
[00:13:37.000 --> 00:13:39.000]  不單止你見到的老牧師
[00:13:39.000 --> 00:13:41.000]  曾姑娘
[00:13:41.000 --> 00:13:43.000]  或其他的一些堂位
[00:13:43.000 --> 00:13:45.000]  或其他的弟兄姊妹
[00:13:45.000 --> 00:13:47.000]  這個地方你會見到神
[00:13:47.000 --> 00:13:49.000]  神會住在我們當中
[00:13:49.000 --> 00:13:51.000]  在我們這個群體裏面
[00:13:51.000 --> 00:13:53.000]  有祂的同在
[00:13:53.000 --> 00:13:55.000]  有祂的保護
[00:13:55.000 --> 00:13:57.000]  有祂的賜福
[00:13:57.000 --> 00:13:59.000]  更加你會得到的
[00:13:59.000 --> 00:14:01.000]  是一份心靈的平安
[00:14:01.000 --> 00:14:03.000]  剛才17節已經說了
[00:14:03.000 --> 00:14:05.000]  我們可以坦然無懼
[00:14:05.000 --> 00:14:07.000]  在審判的日子
[00:14:07.000 --> 00:14:09.000]  不是說今天
[00:14:09.000 --> 00:14:11.000]  是將來
[00:14:11.000 --> 00:14:13.000]  神要審判全世界的人的日子
[00:14:13.000 --> 00:14:15.000]  你就站在另一個行列
[00:14:15.000 --> 00:14:17.000]  因為你一直
[00:14:17.000 --> 00:14:19.000]  來到學習
[00:14:19.000 --> 00:14:21.000]  像主耶穌那樣愛人
[00:14:21.000 --> 00:14:23.000]  所以17節
[00:14:23.000 --> 00:14:25.000]  大家有沒有留意
[00:14:25.000 --> 00:14:27.000]  最重要的就是中間17節
[00:14:27.000 --> 00:14:29.000]  當我們可以在今天
[00:14:29.000 --> 00:14:31.000]  來享用
[00:14:31.000 --> 00:14:33.000]  將來的平安
[00:14:33.000 --> 00:14:35.000]  不會有懼怕
[00:14:35.000 --> 00:14:37.000]  審判
[00:14:37.000 --> 00:14:39.000]  但是約翰居然
[00:14:39.000 --> 00:14:41.000]  說了這句話
[00:14:41.000 --> 00:14:43.000]  因為基督如何
[00:14:43.000 --> 00:14:45.000]  我們信徒
[00:14:45.000 --> 00:14:47.000]  在這個世界
[00:14:47.000 --> 00:14:49.000]  也如何
[00:14:49.000 --> 00:14:51.000]  你有沒有想到這一點
[00:14:51.000 --> 00:14:53.000]  約翰
[00:14:53.000 --> 00:14:55.000]  他可以這麼肯定
[00:14:55.000 --> 00:14:57.000]  基督是怎樣的
[00:14:57.000 --> 00:14:59.000]  他親眼見過耶穌
[00:14:59.000 --> 00:15:01.000]  他跟過耶穌
[00:15:01.000 --> 00:15:03.000]  三年多
[00:15:03.000 --> 00:15:05.000]  他是其中一個
[00:15:05.000 --> 00:15:07.000]  跟耶穌最貼的門徒
[00:15:07.000 --> 00:15:09.000]  他居然告訴我們
[00:15:09.000 --> 00:15:11.000]  每一個信徒
[00:15:11.000 --> 00:15:13.000]  你可以在愛的功課上
[00:15:13.000 --> 00:15:15.000]  如果學習
[00:15:15.000 --> 00:15:17.000]  基督在世界是怎樣
[00:15:17.000 --> 00:15:19.000]  你也可以是怎樣
[00:15:19.000 --> 00:15:21.000]  哇
[00:15:21.000 --> 00:15:23.000]  可以很多東西
[00:15:23.000 --> 00:15:25.000]  很宏偉的
[00:15:25.000 --> 00:15:27.000]  他可以在愛的功課上
[00:15:27.000 --> 00:15:29.000]  可以有很多東西
[00:15:29.000 --> 00:15:31.000]  好玩的
[00:15:31.000 --> 00:15:33.000]  耶穌曾經說五餅二魚
[00:15:33.000 --> 00:15:35.000]  餵飽五千人
[00:15:35.000 --> 00:15:37.000]  我待會去廣場試試
[00:15:37.000 --> 00:15:39.000]  我拿五個餅
[00:15:39.000 --> 00:15:41.000]  叫人來
[00:15:41.000 --> 00:15:43.000]  看東西
[00:15:43.000 --> 00:15:45.000]  我現在五餅二魚
[00:15:45.000 --> 00:15:47.000]  不是這樣
[00:15:47.000 --> 00:15:49.000]  神不是要我們這樣
[00:15:49.000 --> 00:15:51.000]  走奇奇怪怪的神跡
[00:15:51.000 --> 00:15:53.000]  不是這樣
[00:15:53.000 --> 00:15:55.000]  神不是要我們這樣做
[00:15:55.000 --> 00:15:57.000]  有些宣教士
[00:15:57.000 --> 00:16:01.000]  去到一些很落後的地方宣教
[00:16:01.000 --> 00:16:03.000]  有些地方很拒絕福音
[00:16:03.000 --> 00:16:05.000]  那些宣教士
[00:16:05.000 --> 00:16:07.000]  真是經驗神跡
[00:16:07.000 --> 00:16:11.000]  曾經在一個雲南的山區
[00:16:11.000 --> 00:16:13.000]  有一個宣教士
[00:16:13.000 --> 00:16:15.000]  叫做富能人
[00:16:15.000 --> 00:16:17.000]  他說那個地方
[00:16:17.000 --> 00:16:19.000]  因為是一些很山區的少數民族
[00:16:19.000 --> 00:16:21.000]  叫做律叔族
[00:16:21.000 --> 00:16:23.000]  整個地方的人
[00:16:23.000 --> 00:16:25.000]  不信耶穌的
[00:16:25.000 --> 00:16:27.000]  是教鬼的
[00:16:27.000 --> 00:16:29.000]  每年去到鬼節
[00:16:29.000 --> 00:16:31.000]  會弄一些刀梯爬上去
[00:16:31.000 --> 00:16:35.000]  因為當時已經有鬼符
[00:16:35.000 --> 00:16:39.000]  爬上去是不會有事的
[00:16:39.000 --> 00:16:41.000]  但後來這個富能人
[00:16:41.000 --> 00:16:43.000]  這位英國的宣教士
[00:16:43.000 --> 00:16:45.000]  去到那個地方之後
[00:16:45.000 --> 00:16:49.000]  就改變整個少數民族
[00:16:49.000 --> 00:16:51.000]  這個律叔族
[00:16:51.000 --> 00:16:53.000]  整個族的人都信了耶穌
