
[00:00:00.000 --> 00:00:05.000]  丁字妹新年快樂,主因滿滿
[00:02:27.000 --> 00:02:30.000]  今天看到很多弟兄姊妹
[00:02:30.000 --> 00:02:32.000]  舊的在這裏
[00:02:32.000 --> 00:02:35.000]  亦有很多面孔我不認識
[00:02:35.000 --> 00:02:42.000]  感謝主一直在福音事工推廣
[00:02:42.000 --> 00:02:43.000]  感謝主
[00:02:43.000 --> 00:02:46.000]  今天只講一節聖經
[00:02:46.000 --> 00:02:50.000]  就是《針研》29章18節
[00:02:50.000 --> 00:02:52.000]  不如我們一起讀
[00:02:52.000 --> 00:02:53.000]  一二三
[00:02:53.000 --> 00:02:56.000]  沒有異象,民就放肆
[00:02:56.000 --> 00:03:00.000]  為遵守律法的便為有福
[00:03:00.000 --> 00:03:04.000]  我應該按哪個按鈕
[00:03:04.000 --> 00:03:05.000]  太陽的按鈕
[00:03:05.000 --> 00:03:10.000]  向下那個
[00:03:10.000 --> 00:03:14.000]  好,謝謝
[00:03:14.000 --> 00:03:17.000]  我們看看異象
[00:03:17.000 --> 00:03:21.000]  異象這個字不是說晚上發夢
[00:03:21.000 --> 00:03:24.000]  更加不是我們白天發白日夢
[00:03:24.000 --> 00:03:28.000]  異象在聖經裏的意思
[00:03:28.000 --> 00:03:32.000]  就是上帝說話的一些默示
[00:03:32.000 --> 00:03:36.000]  讓我們知道人生裏的一些方向
[00:03:36.000 --> 00:03:39.000]  給我們一個指引
[00:03:39.000 --> 00:03:43.000]  讓我們看到他的心意
[00:03:43.000 --> 00:03:45.000]  當人有異象的時候
[00:03:45.000 --> 00:03:49.000]  我們就會有目標,有方向
[00:03:49.000 --> 00:03:51.000]  有目標,有方向的時候
[00:03:51.000 --> 00:03:57.000]  我們自然會帶來動力
[00:03:57.000 --> 00:04:00.000]  我們看看這個小朋友
[00:04:00.000 --> 00:04:02.000]  他的姐姐跟他說
[00:04:02.000 --> 00:04:07.000]  「快要考試了,快點讀書吧」
[00:04:07.000 --> 00:04:12.000]  弟弟說「不用了,我已經足夠了」
[00:04:12.000 --> 00:04:15.000]  「我學了很多東西」
[00:04:15.000 --> 00:04:18.000]  姐姐說「你現在只是在讀小學」
[00:04:18.000 --> 00:04:21.000]  「你打算將來可以做什麼呢?」
[00:04:21.000 --> 00:04:25.000]  這個弟弟有他的想法
[00:04:25.000 --> 00:04:29.000]  他說「我比BB班的人懂得多一點」
[00:04:29.000 --> 00:04:34.000]  「所以我可以去教幼稚園」
[00:04:34.000 --> 00:04:37.000]  這個究竟是不是一個異象
[00:04:37.000 --> 00:04:39.000]  是不是一個使命呢?
[00:04:39.000 --> 00:04:42.000]  這是一個難度
[00:04:42.000 --> 00:04:48.000]  我記得在2023年底的時候
[00:04:48.000 --> 00:04:50.000]  魯木斯離開了我們
[00:04:50.000 --> 00:04:57.000]  我們就去籌備安息禮拜和追思會
[00:04:57.000 --> 00:05:01.000]  當中有很多瑣碎的事情
[00:05:01.000 --> 00:05:03.000]  很趕著去做
[00:05:03.000 --> 00:05:07.000]  裡面有些場景令我很感動
[00:05:07.000 --> 00:05:11.000]  弟兄姊妹說
[00:05:11.000 --> 00:05:15.000]  他們很想為魯木斯做一件
[00:05:15.000 --> 00:05:18.000]  在他最後為他做一件事
[00:05:18.000 --> 00:05:21.000]  要做到最好
[00:05:21.000 --> 00:05:25.000]  所以在他們同工的時間
[00:05:25.000 --> 00:05:28.000]  我看到他們真的盡力了
[00:05:28.000 --> 00:05:34.000]  其中一幕就是他們要找吉兒的一元
[00:05:34.000 --> 00:05:38.000]  他們估計要找三百個
[00:05:38.000 --> 00:05:40.000]  後來還是不夠的
[00:05:40.000 --> 00:05:42.000]  要三百個
[00:05:42.000 --> 00:05:45.000]  不知道為什麼銀行找都找不到
[00:05:45.000 --> 00:05:48.000]  只找到一百五十個
[00:05:48.000 --> 00:05:53.000]  弟兄姊妹竟然回家的床底
[00:05:53.000 --> 00:05:54.000]  籠子裡的東西
[00:05:54.000 --> 00:05:58.000]  湊起來就找到三百個
[00:05:58.000 --> 00:06:02.000]  我看到他們這麼小的事情
[00:06:02.000 --> 00:06:06.000]  但他們希望都能夠做到最好
[00:06:06.000 --> 00:06:10.000]  我想他們一開始的大前提就是
[00:06:10.000 --> 00:06:16.000]  他們要為他們最愛、最尊敬的魯木斯的安息禮拜
[00:06:16.000 --> 00:06:18.000]  追思禮拜
[00:06:18.000 --> 00:06:22.000]  能夠做到榮神益人
[00:06:22.000 --> 00:06:26.000]  周圍的弟兄姊妹都可以得到安慰
[00:06:26.000 --> 00:06:29.000]  因為這個愛的意象
[00:06:29.000 --> 00:06:34.000]  他們學習不求自己的益處
[00:06:34.000 --> 00:06:37.000]  所以整個跟他們一起的侍奉過程
[00:06:37.000 --> 00:06:40.000]  他們要誰載他們就載誰
[00:06:40.000 --> 00:06:42.000]  就算沒有空
[00:06:42.000 --> 00:06:45.000]  他們都會努力想到辦法
[00:06:45.000 --> 00:06:49.000]  就是他們的這個意象
[00:06:49.000 --> 00:06:51.000]  成為了當時的使命
[00:06:51.000 --> 00:06:55.000]  也成為了他們整個侍奉的動力
[00:06:55.000 --> 00:07:00.000]  既然我們在紅恩堂
[00:07:00.000 --> 00:07:02.000]  我們有我們的意象
[00:07:02.000 --> 00:07:03.000]  有我們的使命
[00:07:03.000 --> 00:07:06.000]  不過我們就要說一下我們的行動
[00:07:06.000 --> 00:07:09.000]  我們要一起去起行
[00:07:09.000 --> 00:07:10.000]  在新的一年
[00:07:10.000 --> 00:07:14.000]  2025年我們要一起去起行
[00:07:14.000 --> 00:07:16.000]  我問一下弟兄姊妹
[00:07:16.000 --> 00:07:24.000]  新的一年有沒有立了今年在屬靈裡面的目標和方向?
[00:07:24.000 --> 00:07:26.000]  有沒有?
[00:07:26.000 --> 00:07:29.000]  有些人又噏肚了
[00:07:29.000 --> 00:07:31.000]  有些人就沒有動了
[00:07:31.000 --> 00:07:34.000]  不過這麼老套的事情
[00:07:34.000 --> 00:07:37.000]  很久沒有做了
[00:07:37.000 --> 00:07:39.000]  但記住
[00:07:39.000 --> 00:07:44.000]  意象、使命是叫人有方向
[00:07:44.000 --> 00:07:46.000]  有這個方向的時候
[00:07:46.000 --> 00:07:48.000]  就帶來這個動力
[00:07:48.000 --> 00:07:51.000]  也帶來我們的勤奮
[00:07:51.000 --> 00:07:55.000]  昨天有位姐妹跟我聊天
[00:07:55.000 --> 00:07:57.000]  她說陳牧師
[00:07:57.000 --> 00:07:59.000]  將來我們某一個組
[00:07:59.000 --> 00:08:01.000]  我們要方便溝通
[00:08:01.000 --> 00:08:04.000]  去進行一些的侍奉
[00:08:04.000 --> 00:08:09.000]  我們就要推出一個電腦的新方案
[00:08:09.000 --> 00:08:11.000]  我就告訴她
[00:08:11.000 --> 00:08:14.000]  我是老人家
[00:08:14.000 --> 00:08:18.000]  可能我要學很久很久才會
[00:08:18.000 --> 00:08:20.000]  她就這樣說
[00:08:20.000 --> 00:08:21.000]  這樣啊?
[00:08:21.000 --> 00:08:22.000]  算了算了
[00:08:22.000 --> 00:08:24.000]  用回舊方法
[00:08:24.000 --> 00:08:25.000]  不要這麼煩
[00:08:25.000 --> 00:08:27.000]  我說不行啊不行
[00:08:27.000 --> 00:08:28.000]  沒試過
[00:08:28.000 --> 00:08:30.000]  我怎麼知道我一定不行
[00:08:30.000 --> 00:08:32.000]  所以先學
[00:08:32.000 --> 00:08:35.000]  學了或許可以
[00:08:35.000 --> 00:08:37.000]  有方法有新方法
[00:08:37.000 --> 00:08:40.000]  如果學了不行的時候
[00:08:40.000 --> 00:08:44.000]  才用回舊的方法
[00:08:44.000 --> 00:08:48.000]  她就立即拍手掌
[00:08:48.000 --> 00:08:49.000]  陳牧師
[00:08:49.000 --> 00:08:51.000]  欣賞你啊
[00:08:51.000 --> 00:08:54.000]  這個就是我們做人的態度
[00:08:54.000 --> 00:08:56.000]  有些事情出來
[00:08:56.000 --> 00:08:58.000]  先試了
[00:08:58.000 --> 00:09:00.000]  不試的時候
[00:09:00.000 --> 00:09:02.000]  才用回舊的方法
[00:09:02.000 --> 00:09:05.000]  這個就是我們推動
[00:09:05.000 --> 00:09:07.000]  有一個使命
[00:09:07.000 --> 00:09:08.000]  有一個意象
[00:09:08.000 --> 00:09:13.000]  就是希望能夠有更好的溝通
[00:09:13.000 --> 00:09:15.000]  2023年的時候
[00:09:15.000 --> 00:09:17.000]  我又和一班姐妹
[00:09:17.000 --> 00:09:20.000]  大家都說靈命很枯乾
[00:09:20.000 --> 00:09:23.000]  不如我們一起努力
[00:09:23.000 --> 00:09:26.000]  希望能夠靈命高升
[00:09:26.000 --> 00:09:29.000]  我們說不如
[00:09:29.000 --> 00:09:32.000]  大家彼此勉勵
[00:09:32.000 --> 00:09:35.000]  一起多讀聖經
[00:09:35.000 --> 00:09:37.000]  我們七個人
[00:09:37.000 --> 00:09:41.000]  大家懂的文字不同
[00:09:41.000 --> 00:09:44.000]  讀書的程度也不同
[00:09:44.000 --> 00:09:45.000]  但不要緊
[00:09:45.000 --> 00:09:47.000]  我們一起立下目標
[00:09:47.000 --> 00:09:49.000]  一起讀經
[00:09:49.000 --> 00:09:51.000]  其中有五個人
[00:09:51.000 --> 00:09:55.000]  說要全年讀完整本聖經一次
[00:09:55.000 --> 00:09:57.000]  包括我在內
[00:09:57.000 --> 00:09:59.000]  另外有兩個人
[00:09:59.000 --> 00:10:02.000]  說自己對文字比較弱
[00:10:02.000 --> 00:10:03.000]  不行
[00:10:03.000 --> 00:10:05.000]  他們說喜歡讀甚麼呢
[00:10:05.000 --> 00:10:11.000]  他們說全年希望讀完四卷福音書
[00:10:11.000 --> 00:10:12.000]  好
[00:10:12.000 --> 00:10:16.000]  我們在這年裡一起努力
[00:10:16.000 --> 00:10:19.000]  到2023年底
[00:10:19.000 --> 00:10:21.000]  結果是怎樣呢
[00:10:21.000 --> 00:10:23.000]  有兩個人
[00:10:23.000 --> 00:10:27.000]  曾經說要讀完整本聖經
[00:10:27.000 --> 00:10:28.000]  他們說真的
[00:10:28.000 --> 00:10:31.000]  全年讀完新舊約一次
[00:10:31.000 --> 00:10:34.000]  但沒有包括我在內
[00:10:34.000 --> 00:10:36.000]  另外那兩位姐妹
[00:10:36.000 --> 00:10:41.000]  他們說全年讀完四卷福音書
[00:10:41.000 --> 00:10:43.000]  他們很厲害
[00:10:43.000 --> 00:10:45.000]  兩個人都讀完四福音
[00:10:45.000 --> 00:10:49.000]  並且開始了少許的仕途行傳
[00:10:49.000 --> 00:10:53.000]  他們也完成了他們的目標
[00:10:53.000 --> 00:11:00.000]  但我和另外三位完成不了
[00:11:00.000 --> 00:11:02.000]  全本聖經完成不了
[00:11:02.000 --> 00:11:08.000]  不過我們也讀了大半本
[00:11:08.000 --> 00:11:10.000]  雖然完成不了
[00:11:10.000 --> 00:11:13.000]  但也有努力過
[00:11:13.000 --> 00:11:15.000]  我們有使命
[00:11:15.000 --> 00:11:18.000]  到上年2024年
[00:11:18.000 --> 00:11:21.000]  我覺得經過一年
[00:11:21.000 --> 00:11:24.000]  今年大家自己來吧
[00:11:24.000 --> 00:11:26.000]  到2024年底
[00:11:26.000 --> 00:11:27.000]  我問他們
[00:11:27.000 --> 00:11:32.000]  大家上年做了多少
[00:11:32.000 --> 00:11:34.000]  七個人
[00:11:34.000 --> 00:11:36.000]  全部的答案都是一樣
[00:11:36.000 --> 00:11:40.000]  沒有做過
[00:11:40.000 --> 00:11:42.000]  所以人就是這樣
[00:11:42.000 --> 00:11:44.000]  當我們有異常
[00:11:44.000 --> 00:11:45.000]  知道自己不行
[00:11:45.000 --> 00:11:47.000]  我們要拼命高升
[00:11:47.000 --> 00:11:49.000]  我們就要有使命
[00:11:49.000 --> 00:11:50.000]  有使命的時候
[00:11:50.000 --> 00:11:53.000]  我們就需要有行動
[00:11:53.000 --> 00:11:57.000]  否則一件事都做不成
[00:11:57.000 --> 00:11:59.000]  所以盼望在新的一年裡
[00:11:59.000 --> 00:12:03.000]  我們要為上帝做更多工作的時候
[00:12:03.000 --> 00:12:06.000]  我們就先需要在靈命上高
[00:12:06.000 --> 00:12:11.000]  我們一起努力讀經和祈禱
[00:12:11.000 --> 00:12:13.000]  立這個目標
[00:12:13.000 --> 00:12:16.000]  立這個方向
[00:12:16.000 --> 00:12:18.000]  第二方面
[00:12:18.000 --> 00:12:23.000]  我們如何一起更衷心的去侍奉呢?
[00:12:23.000 --> 00:12:27.000]  有一次有位弟兄問我
[00:12:27.000 --> 00:12:30.000]  應該是2023年的時候
[00:12:30.000 --> 00:12:34.000]  應該是2024年初
[00:12:34.000 --> 00:12:37.000]  有位弟兄問我
[00:12:37.000 --> 00:12:41.000]  究竟有多少位同工
[00:12:41.000 --> 00:12:43.000]  曾牧師就來洪恩堂了
[00:12:43.000 --> 00:12:46.000]  我們感受那邊剩下多少
[00:12:46.000 --> 00:12:48.000]  就去數
[00:12:48.000 --> 00:12:51.000]  他說:鄭牧師只有半職
[00:12:51.000 --> 00:12:53.000]  但他在嘉欣那裡
[00:12:53.000 --> 00:12:55.000]  星期天的嘉欣
[00:12:55.000 --> 00:12:59.000]  有一天探訪
[00:12:59.000 --> 00:13:03.000]  感受這邊就剩下鄧全道
[00:13:03.000 --> 00:13:06.000]  楊姑娘、施元姑娘
[00:13:06.000 --> 00:13:08.000]  當時姑娘還在
[00:13:08.000 --> 00:13:10.000]  還有我
[00:13:10.000 --> 00:13:12.000]  我數完之後去定一定
[00:13:12.000 --> 00:13:14.000]  數完了
[00:13:14.000 --> 00:13:17.000]  就是這麼多了
[00:13:17.000 --> 00:13:19.000]  她說:哦
[00:13:19.000 --> 00:13:21.000]  定一定之後
[00:13:21.000 --> 00:13:23.000]  她就說:不要緊
[00:13:23.000 --> 00:13:26.000]  我們錦宣家有很多頂姐妹
[00:13:26.000 --> 00:13:29.000]  可以動員
[00:13:29.000 --> 00:13:32.000]  她倒轉做一個很積極的層面
[00:13:32.000 --> 00:13:34.000]  就來去看
[00:13:34.000 --> 00:13:38.000]  同工就是這麼少
[00:13:38.000 --> 00:13:39.000]  不過頂姐妹
[00:13:39.000 --> 00:13:41.000]  我可以告訴大家
[00:13:41.000 --> 00:13:43.000]  香港所有的教會
[00:13:43.000 --> 00:13:47.000]  裡面的同工都不多
[00:13:47.000 --> 00:13:51.000]  洪恩家有兩個很幸福的
[00:13:51.000 --> 00:13:53.000]  我們感恩
[00:13:53.000 --> 00:13:56.000]  感恩我們在感受堂
[00:13:56.000 --> 00:13:58.000]  我們有二、四、五個
[00:13:58.000 --> 00:14:01.000]  我們也很感恩
[00:14:01.000 --> 00:14:05.000]  不過這個同工不是很夠
[00:14:05.000 --> 00:14:07.000]  這個不要緊
[00:14:07.000 --> 00:14:10.000]  最重要是全部的弟兄姊妹
[00:14:10.000 --> 00:14:13.000]  都可以齊齊起來
[00:14:13.000 --> 00:14:16.000]  一起侍奉上帝
[00:14:16.000 --> 00:14:22.000]  洪恩家本來以前是小小的港台
[00:14:22.000 --> 00:14:24.000]  現在就非常廣闊
[00:14:24.000 --> 00:14:26.000]  在下面
[00:14:26.000 --> 00:14:29.000]  剛才來到真的很開心
[00:14:29.000 --> 00:14:32.000]  大家弟兄姊妹熱烈的歡迎
[00:14:32.000 --> 00:14:35.000]  令到每一個回來的弟兄姊妹
[00:14:35.000 --> 00:14:37.000]  或者新來的朋友
[00:14:37.000 --> 00:14:41.000]  都感到被歡迎的感覺
[00:14:41.000 --> 00:14:46.000]  我知道在這麼多裝修工程裡面
[00:14:46.000 --> 00:14:51.000]  感受家、洪恩家和嘉恩家
[00:14:51.000 --> 00:14:53.000]  都有來幫忙
[00:14:53.000 --> 00:14:55.000]  你們有沒有來幫忙過?
[00:14:55.000 --> 00:14:57.000]  做這個裝修
[00:14:57.000 --> 00:15:00.000]  有沒有來幫忙做過這個清潔
[00:15:00.000 --> 00:15:03.000]  這個是我們的家
[00:15:03.000 --> 00:15:06.000]  所以理應我們每一個
[00:15:06.000 --> 00:15:11.000]  都要一起來下手、下腳去做
[00:15:11.000 --> 00:15:17.000]  有時感受弟兄姊妹跟我說
[00:15:17.000 --> 00:15:19.000]  陳牧師
[00:15:19.000 --> 00:15:21.000]  我這個禮拜或幾個禮拜後
[00:15:21.000 --> 00:15:24.000]  我要去洪恩堂做主席
[00:15:24.000 --> 00:15:26.000]  我說好
[00:15:26.000 --> 00:15:31.000]  在洪恩暫時人手缺乏的時候
[00:15:31.000 --> 00:15:32.000]  要下去幫忙
[00:15:32.000 --> 00:15:34.000]  大家彼此支援
[00:15:34.000 --> 00:15:36.000]  不過要謹記一件事
[00:15:36.000 --> 00:15:38.000]  不可以全力去做
[00:15:38.000 --> 00:15:40.000]  因為全力去做的時候
[00:15:40.000 --> 00:15:45.000]  洪恩家的就不能去發揮
[00:15:45.000 --> 00:15:48.000]  每一個地方、每一個教會
[00:15:48.000 --> 00:15:56.000]  我們都要各人按著恩賜去侍奉上帝
[00:15:56.000 --> 00:15:58.000]  我說是要的
[00:15:58.000 --> 00:16:01.000]  大家彼此的支援
[00:16:01.000 --> 00:16:04.000]  不過一定要留一些機會
[00:16:04.000 --> 00:16:09.000]  給洪恩家在裏面去發揮
[00:16:09.000 --> 00:16:11.000]  我很感恩
[00:16:11.000 --> 00:16:13.000]  在上一次的禮儀中
[00:16:13.000 --> 00:16:18.000]  我見到洪恩裏面有年青人洗禮
[00:16:18.000 --> 00:16:20.000]  出來講見證的時候
[00:16:20.000 --> 00:16:22.000]  很感動
[00:16:22.000 --> 00:16:27.000]  知道在洪恩裏面的兒童工作
[00:16:27.000 --> 00:16:28.000]  學生工作
[00:16:28.000 --> 00:16:32.000]  青年工作一直發展得很好
[00:16:32.000 --> 00:16:34.000]  我知道曾姑娘
[00:16:34.000 --> 00:16:36.000]  還有江澤夫婦
[00:16:36.000 --> 00:16:39.000]  還有很多兒童工作者的頂姐妹
[00:16:39.000 --> 00:16:40.000]  我不認識
[00:16:40.000 --> 00:16:44.000]  她們很用心地一直在這裏
[00:16:44.000 --> 00:16:48.000]  為洪恩家下一代去侍奉
[00:16:48.000 --> 00:16:50.000]  她們很用心
[00:16:50.000 --> 00:16:52.000]  所以感謝主
[00:16:52.000 --> 00:16:54.000]  一路數一路數
[00:16:54.000 --> 00:16:56.000]  很多頂姐妹
[00:16:56.000 --> 00:16:58.000]  我又問一下
[00:16:58.000 --> 00:16:59.000]  頂姐妹
[00:16:59.000 --> 00:17:01.000]  在這個淑齡的家
[00:17:01.000 --> 00:17:06.000]  在洪恩家的擺上有多少呢?
[00:17:06.000 --> 00:17:08.000]  可不可以再多一點呢?
[00:17:08.000 --> 00:17:11.000]  除了要為這個淑齡的家
[00:17:11.000 --> 00:17:14.000]  多一點去祈禱之外
[00:17:14.000 --> 00:17:18.000]  去想想自己有什麼恩賜
[00:17:18.000 --> 00:17:20.000]  可以做主席
[00:17:20.000 --> 00:17:26.000]  可以去訓練小朋友
[00:17:26.000 --> 00:17:29.000]  可以參與兒童的事工
[00:17:29.000 --> 00:17:32.000]  還有青年工作
[00:17:32.000 --> 00:17:37.000]  需要很多人和他們一起去同行
[00:17:37.000 --> 00:17:38.000]  所以想想
[00:17:38.000 --> 00:17:40.000]  想想有什麼清潔
[00:17:40.000 --> 00:17:41.000]  這些不行
[00:17:41.000 --> 00:17:45.000]  下屬幫忙沖奶茶
[00:17:45.000 --> 00:17:47.000]  幫忙預備很多食物
[00:17:47.000 --> 00:17:49.000]  幫忙接待
[00:17:49.000 --> 00:17:51.000]  加入這個師班
[00:17:51.000 --> 00:17:52.000]  各方面
[00:17:52.000 --> 00:17:54.000]  這個淑齡的家
[00:17:54.000 --> 00:17:58.000]  很想洪恩裏面的每一位頂姐妹
[00:17:58.000 --> 00:18:01.000]  都齊齊地去參與
[00:18:01.000 --> 00:18:03.000]  所以當你找到自己有什麼恩賜的時候
[00:18:03.000 --> 00:18:05.000]  或者找不到
[00:18:05.000 --> 00:18:07.000]  你問上帝
[00:18:07.000 --> 00:18:09.000]  問曾牧師、曾姑娘
[00:18:09.000 --> 00:18:10.000]  他們告訴你
[00:18:10.000 --> 00:18:16.000]  然後請他們為你們安排合適的崗位
[00:18:16.000 --> 00:18:20.000]  讓我們整個洪恩家齊齊地躍動
[00:18:20.000 --> 00:18:24.000]  同心地去侍奉榮耀上帝
[00:18:24.000 --> 00:18:29.000]  短暫性在外來有不同的支援
[00:18:29.000 --> 00:18:32.000]  我們知道小玲或者我們師班
[00:18:32.000 --> 00:18:35.000]  有不同的頂姐妹、主要姐妹
[00:18:35.000 --> 00:18:38.000]  下來幫忙訓練師班、領唱
[00:18:38.000 --> 00:18:40.000]  很感恩
[00:18:40.000 --> 00:18:42.000]  這是很需要的
[00:18:42.000 --> 00:18:44.000]  但在長遠計算的裏面
[00:18:44.000 --> 00:18:48.000]  我們必須要洪恩裏面的弟兄姐妹
[00:18:48.000 --> 00:18:52.000]  自己起來承擔在這裏的地方
[00:18:52.000 --> 00:18:54.000]  福音的使命
[00:18:54.000 --> 00:18:57.000]  這才是真正的成長
[00:18:57.000 --> 00:18:59.000]  真正的增長
[00:18:59.000 --> 00:19:02.000]  我們一起去三間堂
[00:19:02.000 --> 00:19:05.000]  感受嘉恩和洪恩
[00:19:05.000 --> 00:19:06.000]  我們在不同的地方
[00:19:06.000 --> 00:19:08.000]  齊齊地努力
[00:19:12.000 --> 00:19:14.000]  第三方面
[00:19:14.000 --> 00:19:19.000]  我們齊躍動要多禱告
[00:19:19.000 --> 00:19:22.000]  我們看回教會歷史裏面
[00:19:22.000 --> 00:19:25.000]  很多很重要的事件
[00:19:25.000 --> 00:19:29.000]  都是從禱告開始
[00:19:29.000 --> 00:19:34.000]  當耶穌基督接受了水禮之後
[00:19:34.000 --> 00:19:36.000]  祂就去禱告
[00:19:36.000 --> 00:19:39.000]  因為祂接受了水禮之後
[00:19:39.000 --> 00:19:43.000]  祂就要踏上前面侍奉的路程
[00:19:43.000 --> 00:19:45.000]  當祂在禱告的時候
[00:19:45.000 --> 00:19:47.000]  上帝就來跟祂說
[00:19:47.000 --> 00:19:49.000]  「你是我的愛子」
[00:19:49.000 --> 00:19:52.000]  「是我所喜悅的」
[00:19:52.000 --> 00:19:57.000]  耶穌基督將要踏上侍奉的路
[00:19:57.000 --> 00:20:01.000]  然後跟著上十架的時候
[00:20:01.000 --> 00:20:03.000]  祂在禱告
[00:20:03.000 --> 00:20:08.000]  上帝就認定祂是神兒子的身份
[00:20:08.000 --> 00:20:10.000]  加祂的力量
[00:20:10.000 --> 00:20:15.000]  當耶穌基督要上十字架路
[00:20:15.000 --> 00:20:19.000]  祂就帶著彼得、約翰、雅各
[00:20:19.000 --> 00:20:21.000]  一起上山去禱告
[00:20:21.000 --> 00:20:23.000]  又是禱告的時候
[00:20:23.000 --> 00:20:27.000]  祂的面容變得很光芒
[00:20:27.000 --> 00:20:29.000]  登山變相
[00:20:29.000 --> 00:20:31.000]  因為當祂禱告完之後
[00:20:31.000 --> 00:20:35.000]  祂要下山上十架路
[00:20:35.000 --> 00:20:38.000]  又是上這個艱難的路之前
[00:20:38.000 --> 00:20:40.000]  祂又是禱告
[00:20:40.000 --> 00:20:46.000]  踏入這個使徒行傳
[00:20:46.000 --> 00:20:51.000]  彼得有一次在這個流房裡祈禱的時候
[00:20:51.000 --> 00:20:53.000]  他就看到一個大布
[00:20:53.000 --> 00:20:58.000]  在大布裡有不同的動物
[00:20:58.000 --> 00:21:00.000]  在禱告的時候
[00:21:00.000 --> 00:21:02.000]  上帝的靈臨到他
[00:21:02.000 --> 00:21:05.000]  他就呼召彼得
[00:21:05.000 --> 00:21:09.000]  他要去做這個愛邦人的工作
[00:21:09.000 --> 00:21:11.000]  又是禱告
[00:21:11.000 --> 00:21:14.000]  到巴拿巴和保羅
[00:21:14.000 --> 00:21:16.000]  他們要起行宣教
[00:21:16.000 --> 00:21:19.000]  第一次宣教旅程的時候
[00:21:19.000 --> 00:21:22.000]  他們就禁食禱告
[00:21:22.000 --> 00:21:25.000]  原來所有教會歷史裡面
[00:21:25.000 --> 00:21:27.000]  一些很重要的事情
[00:21:27.000 --> 00:21:29.000]  開展的時候
[00:21:29.000 --> 00:21:32.000]  都由禱告開始
[00:21:32.000 --> 00:21:35.000]  所以洪恩家的頂姐妹
[00:21:35.000 --> 00:21:41.000]  我們要在上帝裡面發展
[00:21:41.000 --> 00:21:44.000]  上帝會怎樣洗禦洪恩家
[00:21:44.000 --> 00:21:49.000]  我知道曾牧師已經在這裡兩間中學聯絡
[00:21:49.000 --> 00:21:51.000]  嶺南大學也在聯絡
[00:21:51.000 --> 00:21:57.000]  我們怎樣去發展青少年的事工
[00:21:57.000 --> 00:22:00.000]  在這些聯絡裡面
[00:22:00.000 --> 00:22:06.000]  我們必須要先從禱告開始
[00:22:06.000 --> 00:22:08.000]  我又感恩
[00:22:08.000 --> 00:22:13.000]  知道你們一星期有兩次早上祈禱的聚會
[00:22:13.000 --> 00:22:15.000]  一會崇拜完之後
[00:22:15.000 --> 00:22:19.000]  我就知道會有十幾二十位的頂姐妹
[00:22:19.000 --> 00:22:21.000]  自然進入這個房間裡
[00:22:21.000 --> 00:22:23.000]  齊齊地去禱告
[00:22:23.000 --> 00:22:27.000]  我為你們感謝上帝
[00:22:27.000 --> 00:22:32.000]  有這麼多人願意加入禱告的行列
[00:22:32.000 --> 00:22:35.000]  可能在下一年
[00:22:35.000 --> 00:22:37.000]  或者不知道什麼時候
[00:22:37.000 --> 00:22:39.000]  我再來港島的時候
[00:22:39.000 --> 00:22:41.000]  已經全部坐滿了
[00:22:41.000 --> 00:22:46.000]  然後就要開房間
