
[00:00:00.000 --> 00:00:03.000]  「擴寬Touchout」
[00:02:49.320 --> 00:02:53.840]  對於今生來說有什麼意義呢?
[00:02:53.840 --> 00:02:56.920]  在《使徒信經》裡面說到
[00:02:56.920 --> 00:02:58.720]  「我信上帝」
[00:02:58.720 --> 00:03:00.200]  「全能的父」
[00:03:00.200 --> 00:03:03.200]  「創造天地的主」
[00:03:03.200 --> 00:03:07.080]  當我們說這個信
[00:03:07.080 --> 00:03:09.000]  我相信的時候
[00:03:09.000 --> 00:03:11.240]  這個「相信」這個字的意思
[00:03:11.240 --> 00:03:15.160]  就是承認、同意
[00:03:15.160 --> 00:03:17.920]  並且對我所說的話
[00:03:17.920 --> 00:03:21.800]  有一個堅定的信念
[00:03:21.800 --> 00:03:26.920]  為什麼會有這個《使徒信經》出現呢?
[00:03:26.920 --> 00:03:29.400]  原來在初期教會的時候
[00:03:29.400 --> 00:03:32.320]  大約在一、二世紀的時候
[00:03:32.320 --> 00:03:34.920]  教會面對很多的異端
[00:03:34.920 --> 00:03:36.920]  人們在討論
[00:03:36.920 --> 00:03:41.720]  究竟耶穌基督是人還是神呢?
[00:03:41.720 --> 00:03:45.240]  究竟耶穌基督在十字架上這麼痛
[00:03:45.240 --> 00:03:47.240]  如果祂是神的時候
[00:03:47.240 --> 00:03:48.920]  祂不應該痛
[00:03:48.920 --> 00:03:50.920]  那不就是在裝模作樣嗎?
[00:03:50.920 --> 00:03:53.320]  但是也有些異端
[00:03:53.320 --> 00:03:54.240]  他就說了
[00:03:54.240 --> 00:03:56.240]  特別是當時很流行的
[00:03:56.240 --> 00:03:57.920]  「諾斯底主義」
[00:03:57.920 --> 00:03:58.920]  他就說
[00:03:58.920 --> 00:04:00.640]  在這個宇宙裡面
[00:04:00.640 --> 00:04:02.440]  有很多很多神
[00:04:02.440 --> 00:04:04.440]  就像我們現在中國人一樣
[00:04:04.440 --> 00:04:05.640]  信很多神
[00:04:05.640 --> 00:04:07.120]  滿天神佛的
[00:04:07.120 --> 00:04:08.640]  他們也是這麼想的
[00:04:08.640 --> 00:04:10.440]  那麼耶穌也是神
[00:04:10.440 --> 00:04:15.040]  不過耶穌是最低等、最低等的神
[00:04:15.040 --> 00:04:18.240]  所以當時對耶穌基督的身份
[00:04:18.240 --> 00:04:22.440]  很多人有很多不同的意見
[00:04:22.440 --> 00:04:27.040]  教會為了澄清這個人的信仰
[00:04:27.040 --> 00:04:29.440]  也叫所有信徒
[00:04:29.440 --> 00:04:32.840]  都很清楚知道自己在信什麼
[00:04:32.840 --> 00:04:36.040]  所以他就將我們整個信仰
[00:04:36.040 --> 00:04:38.040]  列成了一些條文
[00:04:38.040 --> 00:04:41.040]  讓信徒來背誦
[00:04:41.040 --> 00:04:43.040]  特別是洗禮的人
[00:04:43.040 --> 00:04:44.640]  一定要懂得背誦
[00:04:44.640 --> 00:04:47.840]  才能夠去接受這個洗禮
[00:04:47.840 --> 00:04:50.840]  「我信永生」
[00:04:50.840 --> 00:04:53.640]  這是《使徒信經》最後的一句
[00:04:53.640 --> 00:04:54.640]  是信徒
[00:04:54.640 --> 00:04:56.640]  我們每一個作為耶穌信徒
[00:04:56.640 --> 00:05:00.640]  一個最終最終的盼望
[00:05:00.640 --> 00:05:05.440]  但是究竟有沒有說永生呢?
[00:05:05.440 --> 00:05:10.840]  剛才主席為我們讀出
[00:05:10.840 --> 00:05:16.840]  華娟學位為我們讀出《撒姆爾記》第十二章的時候
[00:05:16.840 --> 00:05:20.440]  她就說到背景說到大衛的兒子死了
[00:05:20.440 --> 00:05:21.840]  她很難過
[00:05:21.840 --> 00:05:25.840]  為什麼她的兒子會死呢?
[00:05:25.840 --> 00:05:29.440]  就是當大衛做了以色列王之後
[00:05:29.440 --> 00:05:31.840]  她非常的驕傲
[00:05:31.840 --> 00:05:34.640]  別人的將領在外面打仗
[00:05:34.640 --> 00:05:36.440]  打生打死
[00:05:36.840 --> 00:05:42.040]  她在家裡睡到黃昏白夜
[00:05:42.040 --> 00:05:45.840]  心裡的驕傲就出來了
[00:05:45.840 --> 00:05:48.840]  還要在一個很安逸的日子裡
[00:05:48.840 --> 00:05:51.440]  放縱她的肉體絲肉
[00:05:51.440 --> 00:05:55.040]  接著她看到一個美女
[00:05:55.040 --> 00:05:57.040]  看到對面屋的美女
[00:05:57.040 --> 00:06:01.040]  於是她就用自己皇帝的權力
[00:06:01.040 --> 00:06:03.040]  搶了別人的太太
[00:06:03.040 --> 00:06:05.240]  和別人發生了關係
[00:06:05.240 --> 00:06:09.040]  之後又殺死了別人對方的丈夫
[00:06:09.040 --> 00:06:15.640]  她就做了一件令上帝很生氣的罪
[00:06:15.640 --> 00:06:18.040]  上帝就說了
[00:06:18.040 --> 00:06:22.440]  你現在姦污了別人的妻子
[00:06:22.440 --> 00:06:28.240]  她所懷孕生的兒子必須要死
[00:06:28.240 --> 00:06:32.240]  因為上帝在告訴她這個事實的時候
[00:06:32.240 --> 00:06:37.240]  她已經說了這個審判
[00:06:37.240 --> 00:06:41.640]  但是戴維很不捨得
[00:06:41.640 --> 00:06:44.840]  所以中賢從這個先知裡面知道
[00:06:44.840 --> 00:06:46.840]  她的兒子必定要死
[00:06:46.840 --> 00:06:48.240]  不過她就覺得
[00:06:48.240 --> 00:06:51.040]  我試試去多點的祈禱
[00:06:51.040 --> 00:06:52.440]  又禁食祈禱
[00:06:52.440 --> 00:06:53.840]  日夜的祈禱
[00:06:53.840 --> 00:06:55.240]  通宵的祈禱
[00:06:55.240 --> 00:06:59.240]  她希望求上帝憐憫她
[00:06:59.240 --> 00:07:02.840]  以致這個兒子不需要死
[00:07:02.840 --> 00:07:08.440]  不過當上帝定了這個審判的時候
[00:07:08.440 --> 00:07:13.040]  她最終都要這個寶寶
[00:07:13.040 --> 00:07:15.040]  去回天家
[00:07:15.040 --> 00:07:18.640]  當時這個戴維很難過
[00:07:18.640 --> 00:07:21.640]  知道自己的祈禱上帝沒有垂聽
[00:07:21.640 --> 00:07:24.640]  但是她另一方面又知道
[00:07:24.640 --> 00:07:31.640]  神將這個寶寶帶回上帝自己國度裡面
[00:07:31.640 --> 00:07:35.640]  所以當她知道自己的兒子死了的時候
[00:07:35.640 --> 00:07:37.640]  她就這樣說
[00:07:37.640 --> 00:07:39.640]  寶寶都死了
[00:07:39.640 --> 00:07:41.640]  我何須要再禁食呢?
[00:07:41.640 --> 00:07:43.640]  我不能夠叫這個寶寶
[00:07:43.640 --> 00:07:46.640]  回到地上
[00:07:46.640 --> 00:07:47.640]  但是我知道
[00:07:47.640 --> 00:07:51.640]  我將來一定會去到某一個地方
[00:07:51.640 --> 00:07:55.640]  我會和這個寶寶一起的
[00:07:55.640 --> 00:07:56.640]  所以奇妙的是
[00:07:56.640 --> 00:07:58.640]  原來在這個舊約裡面
[00:07:58.640 --> 00:08:01.640]  上帝已經讓人知道
[00:08:01.640 --> 00:08:03.640]  這個人死了之後
[00:08:03.640 --> 00:08:06.640]  不會回到地上
[00:08:06.640 --> 00:08:07.640]  相反
[00:08:07.640 --> 00:08:09.640]  所有屬上帝的人
[00:08:09.640 --> 00:08:12.640]  將來都會在某一個地方
[00:08:12.640 --> 00:08:15.640]  可以再一次相聚
[00:08:15.640 --> 00:08:18.640]  這個地方就是在新約的時候
[00:08:18.640 --> 00:08:20.640]  我們來講的永生
[00:08:20.640 --> 00:08:25.640]  就是上帝自己國度的地方
[00:08:25.640 --> 00:08:26.640]  很有趣
[00:08:26.640 --> 00:08:29.640]  在舊約或者新約
[00:08:29.640 --> 00:08:32.640]  當我一講到彌賽亞
[00:08:32.640 --> 00:08:35.640]  在講耶穌基督的救贖的時候
[00:08:35.640 --> 00:08:37.640]  就很清楚告訴我們
[00:08:37.640 --> 00:08:39.640]  耶穌基督的救贖
[00:08:39.640 --> 00:08:45.640]  是和永生很有關係的
[00:08:45.640 --> 00:08:48.640]  我們有一節很熟悉的經文
[00:08:48.640 --> 00:08:52.640]  在約翰福音三章十六節裡面
[00:08:52.640 --> 00:08:54.640]  都是這樣講的
[00:08:54.640 --> 00:08:57.640]  我們一起讀這節的經文
[00:08:57.640 --> 00:08:58.640]  1、2、3
[00:08:58.640 --> 00:09:00.640]  神愛世人
[00:09:00.640 --> 00:09:04.640]  甚至將他的獨失兒子賜給他們
[00:09:04.640 --> 00:09:08.640]  叫一切信他的人不致滅亡
[00:09:08.640 --> 00:09:10.640]  反得永生
[00:09:10.640 --> 00:09:11.640]  這裡就是說
[00:09:11.640 --> 00:09:13.640]  只要你信耶穌基督的時候
[00:09:13.640 --> 00:09:17.640]  你就不需要去受這個永死
[00:09:17.640 --> 00:09:24.640]  反而你可以得到永遠的生命
[00:09:24.640 --> 00:09:29.640]  但這個永生是怎樣的呢?
[00:09:29.640 --> 00:09:31.640]  這個永生是否說
[00:09:31.640 --> 00:09:35.640]  我是持續永遠永遠都不會死的
[00:09:35.640 --> 00:09:37.640]  如果是永生的時候
[00:09:37.640 --> 00:09:38.640]  我們的樣子
[00:09:38.640 --> 00:09:40.640]  我們最擔心的就是
[00:09:40.640 --> 00:09:42.640]  我們的樣子是怎樣的呢?
[00:09:42.640 --> 00:09:44.640]  如果我們持續都是
[00:09:44.640 --> 00:09:47.640]  十幾二十歲皮膚很滑的時候
[00:09:47.640 --> 00:09:49.640]  就真的沒有死
[00:09:49.640 --> 00:09:50.640]  但如果說
[00:09:50.640 --> 00:09:52.640]  如果我永生的時候
[00:09:52.640 --> 00:09:54.640]  我變成一個千歲人魔
[00:09:54.640 --> 00:09:56.640]  皺紋皺得不得了
[00:09:56.640 --> 00:09:57.640]  這麼醜怪的時候
[00:09:57.640 --> 00:09:59.640]  我們就可能想過
[00:09:59.640 --> 00:10:02.640]  會不會去這個永生
[00:10:02.640 --> 00:10:04.640]  但當我們想想
[00:10:04.640 --> 00:10:06.640]  在這個永生的時候
[00:10:06.640 --> 00:10:09.640]  如果我和一些
[00:10:09.640 --> 00:10:10.640]  我很討厭
[00:10:10.640 --> 00:10:11.640]  我很不喜歡的人
[00:10:11.640 --> 00:10:12.640]  走在一起的時候
[00:10:12.640 --> 00:10:14.640]  我會怎樣呢?
[00:10:14.640 --> 00:10:17.640]  有一位姐妹跟我聊天
[00:10:17.640 --> 00:10:20.640]  她說她和她丈夫吵架
[00:10:20.640 --> 00:10:23.640]  吵到在一個很衝動的情況下
[00:10:23.640 --> 00:10:25.640]  她和她丈夫說
[00:10:25.640 --> 00:10:27.640]  我很討厭見到你
[00:10:27.640 --> 00:10:29.640]  如果有第二世的時候
[00:10:29.640 --> 00:10:32.640]  我一定不會再嫁給你的
[00:10:32.640 --> 00:10:36.640]  其實這樣說很傷心的
[00:10:36.640 --> 00:10:38.640]  但想想
[00:10:38.640 --> 00:10:40.640]  如果在永生裡面
[00:10:40.640 --> 00:10:42.640]  和一些我們很討厭
[00:10:42.640 --> 00:10:43.640]  很不喜歡
[00:10:43.640 --> 00:10:45.640]  很討厭的人
[00:10:45.640 --> 00:10:48.640]  永遠永遠走在一起
[00:10:48.640 --> 00:10:50.640]  苦不苦啊?
[00:10:50.640 --> 00:10:52.640]  比下地獄還要慘
[00:10:52.640 --> 00:10:57.640]  試過一次在搭西鐵的時候
[00:10:57.640 --> 00:10:59.640]  人都很擠迫
[00:10:59.640 --> 00:11:00.640]  我都站在那裡
[00:11:00.640 --> 00:11:01.640]  有一個
[00:11:01.640 --> 00:11:03.640]  我想她不知道是不是
[00:11:03.640 --> 00:11:04.640]  剛剛看完醫生
[00:11:04.640 --> 00:11:08.640]  那些衣服又不是很整齊的人
[00:11:08.640 --> 00:11:10.640]  可能我覺得她有一點抗議
[00:11:10.640 --> 00:11:13.640]  抗議沒有人讓位給她
[00:11:13.640 --> 00:11:16.640]  她就故意把衣服拿開
[00:11:16.640 --> 00:11:18.640]  有一個傷口在那裡
[00:11:18.640 --> 00:11:20.640]  有沙布貼在那裡
[00:11:20.640 --> 00:11:22.640]  那些沙布又有血在那裡
[00:11:22.640 --> 00:11:25.640]  她就故意彎腰
[00:11:25.640 --> 00:11:28.640]  然後露出傷口給你們看
[00:11:28.640 --> 00:11:31.640]  露出這裡有血在流
[00:11:31.640 --> 00:11:33.640]  然後又弄出很慘的樣子
[00:11:33.640 --> 00:11:35.640]  我不知道她是真還是假
[00:11:35.640 --> 00:11:37.640]  不過仍然沒有人讓位
[00:11:38.640 --> 00:11:42.640]  但是我們站在那裡的人
[00:11:42.640 --> 00:11:44.640]  我就在看
[00:11:44.640 --> 00:11:46.640]  下一個站開始有人下車
[00:11:46.640 --> 00:11:49.640]  我也在想我下不下車
[00:11:49.640 --> 00:11:51.640]  因為跟她再坐幾個站
[00:11:51.640 --> 00:11:53.640]  不知道會怎麼樣
[00:11:53.640 --> 00:11:57.640]  如果在永恆裡面
[00:11:57.640 --> 00:11:59.640]  經常跟一些這麼骯髒
[00:11:59.640 --> 00:12:03.640]  或者一些這麼令我不喜歡的人
[00:12:03.640 --> 00:12:06.640]  那時候怎麼辦
[00:12:06.640 --> 00:12:08.640]  怎麼辦是永恆的
[00:12:08.640 --> 00:12:10.640]  但是感謝主
[00:12:10.640 --> 00:12:13.640]  在啟示錄裡面的經文就告訴我們
[00:12:13.640 --> 00:12:16.640]  到將來的時候是全新的
[00:12:16.640 --> 00:12:19.640]  整個警方是全新的
[00:12:19.640 --> 00:12:22.640]  他說我又看見一個新天新地
[00:12:22.640 --> 00:12:23.640]  先前的時
[00:12:23.640 --> 00:12:26.640]  先前的天和地都已經過去了
[00:12:26.640 --> 00:12:28.640]  海也都不會再有
[00:12:28.640 --> 00:12:30.640]  我又看見星辰
[00:12:30.640 --> 00:12:34.640]  新耶路撒冷由神那裡從天而過
[00:12:34.640 --> 00:12:37.640]  預備好了
[00:12:37.640 --> 00:12:41.640]  這個新耶路撒冷就好像新娘一樣
[00:12:41.640 --> 00:12:44.640]  打扮整齊等候丈夫
[00:12:44.640 --> 00:12:46.640]  其實是等到我們教會
[00:12:46.640 --> 00:12:50.640]  講到教會就好像一個新娘一樣
[00:12:50.640 --> 00:12:52.640]  等候耶穌基督
[00:12:52.640 --> 00:12:54.640]  所以大家放心
[00:12:54.640 --> 00:12:56.640]  在將來的時候
[00:12:56.640 --> 00:13:00.640]  整個的情況是很開心很高興的
[00:13:00.640 --> 00:13:02.640]  是一個很華麗
[00:13:02.640 --> 00:13:05.640]  一個很輝煌的場景
[00:13:05.640 --> 00:13:07.640]  到那時候你不用怕了
[00:13:07.640 --> 00:13:10.640]  不會再有一些你很討厭
[00:13:10.640 --> 00:13:13.640]  或者很骯髒的一些事情
[00:13:13.640 --> 00:13:18.640]  或者一些令你很嘔心很激氣的事情發生
[00:13:18.640 --> 00:13:19.640]  更加不需要怕
[00:13:19.640 --> 00:13:22.640]  那個樣子不會變成千年人魔
[00:13:22.640 --> 00:13:26.640]  在聖經那裡講到
[00:13:26.640 --> 00:13:28.640]  不再有眼淚
[00:13:28.640 --> 00:13:30.640]  不再有死亡
[00:13:30.640 --> 00:13:31.640]  不再有悲哀
[00:13:31.640 --> 00:13:33.640]  不再有哭號
[00:13:33.640 --> 00:13:36.640]  不再有痛苦
[00:13:36.640 --> 00:13:38.640]  你放心
[00:13:38.640 --> 00:13:41.640]  上帝是那位獨行其事的神
[00:13:41.640 --> 00:13:44.640]  祂自有祂自己的辦法
[00:13:44.640 --> 00:13:46.640]  好了
[00:13:46.640 --> 00:13:51.640]  為什麼可以這樣呢
[00:13:51.640 --> 00:13:53.640]  在這個啟示錄裡面講
[00:13:53.640 --> 00:13:54.640]  看啊
[00:13:54.640 --> 00:13:57.640]  神的帳幕在人間
[00:13:57.640 --> 00:14:00.640]  祂要與他們同住
[00:14:00.640 --> 00:14:02.640]  他們也要作祂的指紋
[00:14:02.640 --> 00:14:04.640]  神親自到來的
[00:14:04.640 --> 00:14:06.640]  跟他們同在
[00:14:06.640 --> 00:14:07.640]  在這裡
[00:14:07.640 --> 00:14:08.640]  祂說
[00:14:08.640 --> 00:14:11.640]  神的帳幕在人間
[00:14:11.640 --> 00:14:12.640]  這個帳幕
[00:14:12.640 --> 00:14:15.640]  就是講到在舊約的時候的回望
[00:14:15.640 --> 00:14:21.640]  講到在當時的宗教中心
[00:14:21.640 --> 00:14:23.640]  有這個回望的時候
[00:14:23.640 --> 00:14:27.640]  象徵著上帝與他們一起
[00:14:27.640 --> 00:14:30.640]  只要上帝與他們一起的時候
[00:14:30.640 --> 00:14:33.640]  我們知道上帝是美善的源頭
[00:14:33.640 --> 00:14:35.640]  在他們裡面
[00:14:35.640 --> 00:14:38.640]  一切不好的事情都會變為好
[00:14:38.640 --> 00:14:41.640]  上帝是能力的源頭
[00:14:41.640 --> 00:14:43.640]  就算我們多麼軟弱
[00:14:43.640 --> 00:14:45.640]  但是在上帝的裡面
[00:14:45.640 --> 00:14:49.640]  我們都可以變為剛強
[00:14:49.640 --> 00:14:52.640]  總之在上帝的裡面
[00:14:52.640 --> 00:14:56.640]  一切都會變為美好的
[00:14:56.640 --> 00:14:59.640]  如果是這樣的話
[00:14:59.640 --> 00:15:01.640]  這個永生
[00:15:01.640 --> 00:15:04.640]  究竟是不是將來的事情
[00:15:04.640 --> 00:15:07.640]  與現在無關呢
[00:15:12.640 --> 00:15:17.640]  在剛才我們讀了的那段經文
[00:15:17.640 --> 00:15:22.640]  講到信耶穌與永生
[00:15:22.640 --> 00:15:24.640]  是緊緊相連的
[00:15:24.640 --> 00:15:26.640]  是緊緊相連
[00:15:26.640 --> 00:15:29.640]  只要信耶穌就不自滅亡
[00:15:29.640 --> 00:15:32.640]  反得永生
[00:15:32.640 --> 00:15:34.640]  所以當我們說
[00:15:34.640 --> 00:15:36.640]  我讀《使徒信經》說
[00:15:36.640 --> 00:15:37.640]  我信的時候
[00:15:37.640 --> 00:15:39.640]  我信上帝
[00:15:39.640 --> 00:15:40.640]  是全能的主
[00:15:40.640 --> 00:15:42.640]  創造天地的主
[00:15:42.640 --> 00:15:46.640]  不單只信上帝是過去的神
[00:15:46.640 --> 00:15:48.640]  也是今天的神
[00:15:48.640 --> 00:15:51.640]  也是將來的神
[00:15:51.640 --> 00:15:54.640]  我們現在要怎樣呢
[00:15:54.640 --> 00:15:56.640]  我們就要活出
[00:15:56.640 --> 00:16:01.640]  這個昔在今在以後永在的神
[00:16:01.640 --> 00:16:03.640]  我們就要活出
[00:16:03.640 --> 00:16:06.640]  這位神一切的美善
[00:16:06.640 --> 00:16:09.640]  曾經看過一本書
[00:16:09.640 --> 00:16:10.640]  很好看的
[00:16:10.640 --> 00:16:12.640]  可能在座當中也有人看過
[00:16:12.640 --> 00:16:17.640]  在天堂裡面遇見的五個人
[00:16:17.640 --> 00:16:20.640]  是講到這個作者
[00:16:20.640 --> 00:16:21.640]  是一個舅父
[00:16:21.640 --> 00:16:24.640]  舅父臨死之前
[00:16:24.640 --> 00:16:25.640]  可能我們有時也會遇過
[00:16:25.640 --> 00:16:27.640]  我爸爸也是
[00:16:27.640 --> 00:16:31.640]  當他臨死的時候
[00:16:31.640 --> 00:16:35.640]  他會見到很多以前的親戚
[00:16:35.640 --> 00:16:37.640]  這個舅父就是
[00:16:37.640 --> 00:16:39.640]  這個舅父叫艾迪
[00:16:39.640 --> 00:16:41.640]  這個作者就藉著
[00:16:41.640 --> 00:16:44.640]  他舅父臨終的時候
[00:16:44.640 --> 00:16:46.640]  見到很多的親戚
[00:16:46.640 --> 00:16:50.640]  他就來寫了這本小說
[00:16:50.640 --> 00:16:52.640]  他的舅父艾迪
[00:16:52.640 --> 00:16:55.640]  他是一個性情很古怪
[00:16:55.640 --> 00:16:57.640]  很古癖的那種
[00:16:57.640 --> 00:17:00.640]  經常都埋怨的
[00:17:00.640 --> 00:17:02.640]  每樣事情他都不喜歡
[00:17:02.640 --> 00:17:05.640]  煽得樹葉都掉下來
[00:17:05.640 --> 00:17:08.640]  但是他是一個很忠心的人
[00:17:08.640 --> 00:17:10.640]  他在一個遊樂場裡面
[00:17:10.640 --> 00:17:14.640]  去做這個維修員
[00:17:14.640 --> 00:17:15.640]  有一天
[00:17:15.640 --> 00:17:18.640]  當他在這個遊樂場周圍
[00:17:18.640 --> 00:17:20.640]  去看看哪裡要修
[00:17:20.640 --> 00:17:21.640]  哪裡要修的時候
[00:17:21.640 --> 00:17:23.640]  他突然間看到
[00:17:23.640 --> 00:17:25.640]  他修那個摩天輪
[00:17:25.640 --> 00:17:27.640]  有其中一個車廂
[00:17:27.640 --> 00:17:29.640]  在搖搖欲墜
[00:17:29.640 --> 00:17:31.640]  他就想起了
[00:17:31.640 --> 00:17:34.640]  他在維修摩天輪的時候
[00:17:34.640 --> 00:17:36.640]  其中一個車廂
[00:17:36.640 --> 00:17:38.640]  有些螺絲還沒有上實
[00:17:38.640 --> 00:17:41.640]  但是開始在運行
[00:17:41.640 --> 00:17:43.640]  他就一直看到
[00:17:43.640 --> 00:17:46.640]  其中一個車廂開始浮了出來
[00:17:46.640 --> 00:17:49.640]  正向整個車廂
[00:17:49.640 --> 00:17:51.640]  撞向一個女孩
[00:17:51.640 --> 00:17:54.640]  他想想這個女孩很危險
[00:17:54.640 --> 00:17:58.640]  於是他就飛身一撲過去
[00:17:58.640 --> 00:18:01.640]  想救那個女孩
[00:18:01.640 --> 00:18:04.640]  然後他就不省人事了
[00:18:04.640 --> 00:18:07.640]  就不知道發生什麼事了
[00:18:07.640 --> 00:18:09.640]  不知道過了多久
[00:18:09.640 --> 00:18:10.640]  他就醒了
[00:18:10.640 --> 00:18:12.640]  醒來的時候
[00:18:12.640 --> 00:18:16.640]  他發現自己仍然在遊樂場那裡
[00:18:16.640 --> 00:18:19.640]  但是整個環境很寧靜
[00:18:19.640 --> 00:18:21.640]  很舒暢
[00:18:21.640 --> 00:18:23.640]  他也覺得整個遊樂場
[00:18:23.640 --> 00:18:26.640]  他已經在那裡幾十年了
[00:18:26.640 --> 00:18:29.640]  以前覺得他很殘舊
[00:18:29.640 --> 00:18:30.640]  但是今天
[00:18:30.640 --> 00:18:32.640]  他看到整個遊樂場
[00:18:32.640 --> 00:18:34.640]  他自己做完摩天輪
[00:18:34.640 --> 00:18:36.640]  變得非常燦爛
[00:18:36.640 --> 00:18:40.640]  那個色彩很舒服
[00:18:40.640 --> 00:18:42.640]  很明亮
[00:18:42.640 --> 00:18:44.640]  最奇妙的
[00:18:44.640 --> 00:18:47.640]  就是他原本的身體
[00:18:47.640 --> 00:18:50.640]  周圍又肩膀痛又腰骨痛
[00:18:50.640 --> 00:18:52.640]  因為幾十年了
[00:18:52.640 --> 00:18:54.640]  在遊樂場裡面做維修
[00:18:54.640 --> 00:18:57.640]  又要搬很多重物品
[00:18:57.640 --> 00:19:00.640]  所以周圍都身體痛
[00:19:00.640 --> 00:19:01.640]  但是那個時候
[00:19:01.640 --> 00:19:03.640]  他發覺一切都沒事了
[00:19:03.640 --> 00:19:05.640]  最奇妙的就是
[00:19:05.640 --> 00:19:07.640]  他原本是跛的
[00:19:07.640 --> 00:19:09.640]  他原本是有一隻腳
[00:19:09.640 --> 00:19:11.640]  在打仗的時候
[00:19:11.640 --> 00:19:14.640]  被人射中了
[00:19:14.640 --> 00:19:16.640]  他跛了
[00:19:16.640 --> 00:19:18.640]  但是不知道為什麼那時候
[00:19:18.640 --> 00:19:21.640]  他突然間整隻腳可以走路
[00:19:21.640 --> 00:19:23.640]  一點都不痛
[00:19:23.640 --> 00:19:25.640]  所以覺得真的很奇妙
[00:19:25.640 --> 00:19:27.640]  為什麼會撲一撲救人
[00:19:27.640 --> 00:19:29.640]  可以變成這樣呢?
