
[00:00:00.000 --> 00:00:04.000]  各位紅印堂弟兄姊妹平安
[00:03:26.000 --> 00:03:28.000]  無論是身邊的朋友
[00:03:28.000 --> 00:03:31.000]  還是教會的弟兄姊妹
[00:03:31.000 --> 00:03:34.000]  或許都有這種同感
[00:03:34.000 --> 00:03:36.000]  覺得這幾年的變化
[00:03:36.000 --> 00:03:39.000]  自己的心態也改變了
[00:03:39.000 --> 00:03:41.000]  當體會到人生無常
[00:03:41.000 --> 00:03:46.000]  人生的時間並不能掌握在自己手上的時候
[00:03:46.000 --> 00:03:53.000]  我們發現我們更加珍惜和家人朋友相處的機會
[00:03:53.000 --> 00:03:56.000]  我們期望修補建立某些關係
[00:03:56.000 --> 00:03:59.000]  我們期望趁著還有時間
[00:03:59.000 --> 00:04:04.000]  可以做幾件造福人又能夠令自己無悔的事
[00:04:04.000 --> 00:04:07.000]  事實上作為基督徒
[00:04:07.000 --> 00:04:09.000]  建立愛的關係
[00:04:09.000 --> 00:04:12.000]  尋求做更有價值的事
[00:04:12.000 --> 00:04:15.000]  這也是主對我們的期望
[00:04:15.000 --> 00:04:19.000]  不過,如何著手開始呢?
[00:04:19.000 --> 00:04:21.000]  可能我們很快就會發現
[00:04:21.000 --> 00:04:23.000]  單靠我們個人的努力
[00:04:23.000 --> 00:04:25.000]  是無法完成的
[00:04:25.000 --> 00:04:27.000]  我們需要彼此
[00:04:27.000 --> 00:04:29.000]  我們需要同行的人
[00:04:29.000 --> 00:04:33.000]  這也是主耶穌設立教會的目的
[00:04:33.000 --> 00:04:37.000]  當然,保羅當時也清楚知道
[00:04:37.000 --> 00:04:39.000]  教會並不是完美的
[00:04:39.000 --> 00:04:43.000]  他同樣要面對各種挑戰和困難
[00:04:43.000 --> 00:04:46.000]  不過,保羅仍然憧憬
[00:04:46.000 --> 00:04:49.000]  當信徒認清自己的境況
[00:04:49.000 --> 00:04:53.000]  當我們懂得如何依靠上帝的時候
[00:04:53.000 --> 00:04:58.000]  聖靈就會帶來教會截然不同的局面
[00:04:58.000 --> 00:05:06.000]  信徒可以在人愛、喜樂、和平、忍耐、恩慈、良善、信實、溫柔、節制的底下
[00:05:06.000 --> 00:05:09.000]  不單止在這個氣氛底下
[00:05:09.000 --> 00:05:12.000]  能夠建立彼此相愛的關係
[00:05:12.000 --> 00:05:17.000]  更加能夠攜手完成上帝的託付
[00:05:17.000 --> 00:05:19.000]  活出不一樣的人生
[00:05:19.000 --> 00:05:22.000]  這樣,我們就要問
[00:05:22.000 --> 00:05:28.000]  如何才能依靠聖靈的幫助達到這個局面呢?
[00:05:28.000 --> 00:05:32.000]  在講解以先,讓我們同心禱告
[00:05:32.000 --> 00:05:36.000]  親愛的天父,我們感謝你
[00:05:36.000 --> 00:05:38.000]  因為你愛我們
[00:05:38.000 --> 00:05:43.000]  你期待我們在屬靈上可以有成長
[00:05:43.000 --> 00:05:47.000]  你期望我們可以建立愛的關係
[00:05:47.000 --> 00:05:51.000]  在教會裡不單止給予彼此的支援
[00:05:51.000 --> 00:05:57.000]  更加我們可以攜手一起去做上帝要我們做的事
[00:05:57.000 --> 00:05:59.000]  讓我們履行使命
[00:05:59.000 --> 00:06:02.000]  完成上帝給我們的託付
[00:06:02.000 --> 00:06:04.000]  求你幫助我們以下的時間
[00:06:04.000 --> 00:06:10.000]  讓我們知道如何在你的話語裡得到力量
[00:06:10.000 --> 00:06:14.000]  我們能夠因著明白上帝的話語
[00:06:14.000 --> 00:06:16.000]  知道如何進行你
[00:06:16.000 --> 00:06:19.000]  祈禱奉耶穌基督名字
[00:06:19.000 --> 00:06:21.000]  阿們
[00:06:21.000 --> 00:06:26.000]  讓我們回到加拉太書
[00:06:26.000 --> 00:06:30.000]  了解保羅究竟在什麼情況下
[00:06:30.000 --> 00:06:33.000]  要提出聖靈所結的果子
[00:06:33.000 --> 00:06:37.000]  他期望當時的信徒學到什麼功課呢?
[00:06:37.000 --> 00:06:44.000]  讓我們先從加拉太書第五章第一節開始了解
[00:06:44.000 --> 00:06:47.000]  保羅一開始勉勵他們說
[00:06:47.000 --> 00:06:49.000]  基督釋放我們
[00:06:49.000 --> 00:06:52.000]  為使我們得自由
[00:06:52.000 --> 00:06:54.000]  所以要站穩了
[00:06:54.000 --> 00:06:58.000]  不要再被奴隸的欺騙脅制
[00:06:58.000 --> 00:07:00.000]  保羅強調
[00:07:00.000 --> 00:07:04.000]  得自由是主耶穌請求我們的目的
[00:07:04.000 --> 00:07:08.000]  不過這裡自由的意思並不是自由奔放
[00:07:08.000 --> 00:07:11.000]  想做什麼就做什麼
[00:07:11.000 --> 00:07:16.000]  保羅指的自由是不被箝制
[00:07:16.000 --> 00:07:21.000]  到底當時加拉太信徒被什麼所箝制呢?
[00:07:21.000 --> 00:07:24.000]  歷代的人雖然有不同的見解
[00:07:24.000 --> 00:07:28.000]  但至少我們可以排除兩個方面
[00:07:28.000 --> 00:07:30.000]  第一
[00:07:30.000 --> 00:07:34.000]  箝制他們的不是摩西的律法
[00:07:34.000 --> 00:07:38.000]  雖然保羅強調我們得救是上帝的恩典
[00:07:38.000 --> 00:07:43.000]  但他從來都沒有反對人守律法
[00:07:43.000 --> 00:07:46.000]  如果你看加拉太書第五章
[00:07:46.000 --> 00:07:48.000]  當你看到第十四節的時候
[00:07:48.000 --> 00:07:52.000]  你會發現保羅告訴當時的信徒
[00:07:52.000 --> 00:07:55.000]  總要用愛心互相服侍
[00:07:55.000 --> 00:08:03.000]  因為全部律法都包括在愛倫如舉這句話之內
[00:08:03.000 --> 00:08:07.000]  保羅並沒有否定律法的重要
[00:08:07.000 --> 00:08:11.000]  所以不是因為當時信徒守律法
[00:08:11.000 --> 00:08:15.000]  他們感覺被箝制失去了自由
[00:08:15.000 --> 00:08:16.000]  第二
[00:08:16.000 --> 00:08:23.000]  箝制他們的不是當時迫害他們的猶太宗教領袖和法利賽人
[00:08:23.000 --> 00:08:27.000]  因為從他們信耶穌開始
[00:08:27.000 --> 00:08:31.000]  就已經受到猶太宗教人士的反對
[00:08:31.000 --> 00:08:35.000]  保羅毋須在這裡重複說明
[00:08:35.000 --> 00:08:38.000]  這樣是否因為他們不再信耶穌
[00:08:38.000 --> 00:08:40.000]  他們改信猶太教
[00:08:40.000 --> 00:08:42.000]  以致他們不再自由呢?
[00:08:42.000 --> 00:08:43.000]  也不是
[00:08:43.000 --> 00:08:46.000]  因為在整卷的加拉太書信裡
[00:08:46.000 --> 00:08:50.000]  保羅似乎沒有提及過他們要放棄信仰
[00:08:50.000 --> 00:08:53.000]  我們有理由相信
[00:08:53.000 --> 00:08:59.000]  保羅認為箝制他們的不是教會以外的人
[00:08:59.000 --> 00:09:03.000]  而是教會裡面的自己人
[00:09:03.000 --> 00:09:07.000]  他們當中有部分是猶太人
[00:09:07.000 --> 00:09:11.000]  基本民族信仰
[00:09:11.000 --> 00:09:14.000]  他們自小就行割禮
[00:09:14.000 --> 00:09:20.000]  也有一些渴慕猶太文化的外邦人
[00:09:20.000 --> 00:09:24.000]  他們以不同的方式去接受割禮
[00:09:24.000 --> 00:09:25.000]  割禮是什麼呢?
[00:09:25.000 --> 00:09:29.000]  割禮就是當時他們按摩西律法
[00:09:29.000 --> 00:09:32.000]  將男性部分的包皮割去
[00:09:32.000 --> 00:09:39.000]  行割禮對教會群體不會造成什麼影響
[00:09:39.000 --> 00:09:40.000]  不過
[00:09:40.000 --> 00:09:46.000]  倘若這些信徒不但以自己的割禮為傲
[00:09:46.000 --> 00:09:48.000]  覺得我們做割禮
[00:09:48.000 --> 00:09:50.000]  我們遵行摩西律法
[00:09:50.000 --> 00:09:53.000]  我們感覺高一些
[00:09:53.000 --> 00:09:57.000]  並且他們覺得不只是高一點這麼簡單
[00:09:57.000 --> 00:10:00.000]  他們還感覺自己優於其他信徒
[00:10:00.000 --> 00:10:04.000]  他們甚至譴責那些未受割禮的肢體
[00:10:04.000 --> 00:10:06.000]  認為他們不夠敬虔
[00:10:06.000 --> 00:10:09.000]  將他們排他於外
[00:10:09.000 --> 00:10:10.000]  結果
[00:10:10.000 --> 00:10:14.000]  有些從來未受割禮的外邦信徒
[00:10:14.000 --> 00:10:16.000]  他們內心就很掙扎
[00:10:16.000 --> 00:10:20.000]  到底我不願意去接受割禮
[00:10:20.000 --> 00:10:23.000]  是不是我們愛主不夠深呢?
[00:10:23.000 --> 00:10:25.000]  當我們有了這個背景
[00:10:25.000 --> 00:10:28.000]  我們就更加能夠去理解
[00:10:28.000 --> 00:10:31.000]  保羅為什麼要這樣去回應
[00:10:31.000 --> 00:10:32.000]  保羅強調
[00:10:32.000 --> 00:10:36.000]  我保羅告訴你們
[00:10:36.000 --> 00:10:37.000]  五章二節
[00:10:37.000 --> 00:10:39.000]  你們若受割禮
[00:10:39.000 --> 00:10:42.000]  基督就對你們無益了
[00:10:42.000 --> 00:10:46.000]  這個無益並不是割禮本身
[00:10:46.000 --> 00:10:49.000]  而是那些主張行割禮的人
[00:10:49.000 --> 00:10:51.000]  背後那種優越感
[00:10:51.000 --> 00:10:57.000]  他們並不是為了尋求律法的真義而行割禮
[00:10:57.000 --> 00:11:02.000]  他們只是純粹靠表面的割禮禮儀
[00:11:02.000 --> 00:11:06.000]  來提升自己在群體內的地位
[00:11:06.000 --> 00:11:11.000]  這些人喜歡以自己的道德標準來批評別人
[00:11:11.000 --> 00:11:15.000]  用這種方法來操控其他人
[00:11:15.000 --> 00:11:18.000]  勉強別人去跟從他們的做法
[00:11:18.000 --> 00:11:19.000]  保羅指出
[00:11:19.000 --> 00:11:26.000]  這些人不能夠在基督身上得到任何的好處
[00:11:26.000 --> 00:11:31.000]  因為真正提升我們的是聖靈的工作
[00:11:31.000 --> 00:11:34.000]  而不是割禮的儀式
[00:11:34.000 --> 00:11:37.000]  正正因為我們承認我們的無能
[00:11:37.000 --> 00:11:42.000]  才能夠靠上帝的恩典成為義人
[00:11:42.000 --> 00:11:45.000]  就算我們遵守整套的律法
[00:11:45.000 --> 00:11:50.000]  也不能夠為我們的屬靈生命帶來半點的提升
[00:11:50.000 --> 00:11:51.000]  相反
[00:11:51.000 --> 00:11:53.000]  保羅說
[00:11:53.000 --> 00:11:56.000]  這些要靠割禮稱義的人
[00:11:56.000 --> 00:11:59.000]  其實是與基督隔絕
[00:11:59.000 --> 00:12:01.000]  他們並不是提升
[00:12:01.000 --> 00:12:02.000]  相反
[00:12:02.000 --> 00:12:06.000]  他們是在恩典裡向下墜落了
[00:12:06.000 --> 00:12:08.000]  最後
[00:12:08.000 --> 00:12:11.000]  保羅勸勉當時的信徒
[00:12:11.000 --> 00:12:15.000]  真正能夠使到屬靈生命成長的
[00:12:15.000 --> 00:12:17.000]  其實是信心
[00:12:17.000 --> 00:12:18.000]  他說
[00:12:18.000 --> 00:12:20.000]  我們是靠著聖靈
[00:12:20.000 --> 00:12:22.000]  憑著信心
[00:12:22.000 --> 00:12:25.000]  才能達到我們之後所盼望的意義
[00:12:25.000 --> 00:12:27.000]  而更重要的是
[00:12:27.000 --> 00:12:31.000]  怎樣才能夠表現出我們的信心呢?
[00:12:31.000 --> 00:12:32.000]  保羅說
[00:12:32.000 --> 00:12:36.000]  唯獨使人發出人愛的信心才有功效
[00:12:36.000 --> 00:12:38.000]  第六節
[00:12:38.000 --> 00:12:40.000]  什麼叫做發出人愛的信心呢?
[00:12:40.000 --> 00:12:42.000]  好像很複雜似的
[00:12:42.000 --> 00:12:46.000]  《新漢語》的譯本有一個更接近原文的翻譯
[00:12:46.000 --> 00:12:48.000]  是這麼說的
[00:12:48.000 --> 00:12:52.000]  只有用愛表現出來的信心
[00:12:52.000 --> 00:12:54.000]  才有用處
[00:12:54.000 --> 00:12:58.000]  真正的信心不是勇於去割
[00:12:58.000 --> 00:13:01.000]  而是勇於去愛
[00:13:01.000 --> 00:13:04.000]  放下屬靈的優越感
[00:13:04.000 --> 00:13:08.000]  用愛了解弟兄姊妹的需要和難處
[00:13:08.000 --> 00:13:11.000]  嘗試與其他人同行
[00:13:11.000 --> 00:13:14.000]  信得過當我們這樣做的時候
[00:13:14.000 --> 00:13:17.000]  上帝會改變我們
[00:13:17.000 --> 00:13:19.000]  這種信心
[00:13:19.000 --> 00:13:23.000]  才能帶來屬靈的益處
[00:13:23.000 --> 00:13:26.000]  我們才有機會成長
[00:13:26.000 --> 00:13:27.000]  弟兄姊妹
[00:13:27.000 --> 00:13:29.000]  或許我們都曾經
[00:13:29.000 --> 00:13:34.000]  不自覺地陷入被人優勝的試探中
[00:13:34.000 --> 00:13:36.000]  這種優越感
[00:13:36.000 --> 00:13:38.000]  可以是來自成就
[00:13:38.000 --> 00:13:40.000]  有時我們會以
[00:13:40.000 --> 00:13:44.000]  是否成功來判斷我們是否做了好的見證
[00:13:44.000 --> 00:13:48.000]  變相我們否定了那些過著平凡日子
[00:13:48.000 --> 00:13:52.000]  甚至他們曾經遭遇挫折的人
[00:13:52.000 --> 00:13:54.000]  其實他們的堅持
[00:13:54.000 --> 00:13:56.000]  都是美好的見證
[00:13:56.000 --> 00:14:00.000]  有時我們會強調自己信仰的年資
[00:14:00.000 --> 00:14:04.000]  認為我們因為信主信得久
[00:14:04.000 --> 00:14:06.000]  我們在教會最久
[00:14:06.000 --> 00:14:09.000]  所以我們才是最了解教會的人
[00:14:09.000 --> 00:14:13.000]  我們不自覺地將後來加入的信徒排他於外
[00:14:13.000 --> 00:14:17.000]  有時我們會不自覺地
[00:14:17.000 --> 00:14:20.000]  將我們自己化成為教會的批判者
[00:14:20.000 --> 00:14:26.000]  以高的角度去批判教會內外的人和事
[00:14:26.000 --> 00:14:29.000]  而將自己置身事外
[00:14:29.000 --> 00:14:32.000]  怎樣才能突破這個處境
[00:14:32.000 --> 00:14:35.000]  可以放下這種優越感呢
[00:14:35.000 --> 00:14:39.000]  原來我們可以從珍惜開始
[00:14:39.000 --> 00:14:41.000]  怎樣珍惜呢
[00:14:41.000 --> 00:14:43.000]  或者甚麼是珍惜呢
[00:14:43.000 --> 00:14:49.000]  最近我有機會看到一段電台節目的報導
[00:14:49.000 --> 00:14:54.000]  節目訪問了近期一齣電影的女主角毛順君
[00:14:54.000 --> 00:15:00.000]  和她一起參演的有一個新晉偶像姜濤
[00:15:00.000 --> 00:15:02.000]  在訪問內
[00:15:02.000 --> 00:15:03.000]  毛順君提到
[00:15:03.000 --> 00:15:05.000]  有人問過我
[00:15:05.000 --> 00:15:09.000]  如果拿姜濤和當日的張國榮相比
[00:15:09.000 --> 00:15:11.000]  你會怎樣比呢
[00:15:11.000 --> 00:15:13.000]  她這樣回答
[00:15:13.000 --> 00:15:14.000]  她說
[00:15:14.000 --> 00:15:18.000]  我覺得失去的東西永遠都是最好的
[00:15:18.000 --> 00:15:24.000]  但今日我們更加要珍惜的是我們的年輕人
[00:15:24.000 --> 00:15:26.000]  甚麼是珍惜呢
[00:15:26.000 --> 00:15:32.000]  珍惜不是單單去懷緬過去寶貴的回憶
[00:15:32.000 --> 00:15:37.000]  正是因為過去我們在主裡面經歷過快樂的回憶
[00:15:37.000 --> 00:15:42.000]  以致我們更加珍惜今天的弟兄姊妹
[00:15:42.000 --> 00:15:45.000]  我們期望守望他們
[00:15:45.000 --> 00:15:48.000]  我們期望他們可以在教會裡面
[00:15:48.000 --> 00:15:51.000]  可以擁有同樣美好的經歷
[00:15:51.000 --> 00:15:57.000]  我們不能顧及教會所有人的感受
[00:15:57.000 --> 00:16:00.000]  但至少我們先學習
[00:16:00.000 --> 00:16:05.000]  不要將所有焦點都放在自己的身上
[00:16:05.000 --> 00:16:09.000]  體諒尊重身邊肢體的需要
[00:16:09.000 --> 00:16:11.000]  今日在教會裡面
[00:16:11.000 --> 00:16:14.000]  我們正正是需要這種珍惜
[00:16:14.000 --> 00:16:17.000]  或許來到這裡
[00:16:17.000 --> 00:16:20.000]  可能會有人有這樣的想法
[00:16:20.000 --> 00:16:23.000]  既然我們都是蒙恩的罪人
[00:16:23.000 --> 00:16:27.000]  在主裡面沒有誰特別優勝
[00:16:27.000 --> 00:16:29.000]  也不要批評別人
[00:16:29.000 --> 00:16:33.000]  那我們就不如甚麼都不要做
[00:16:33.000 --> 00:16:37.000]  從今以後我們就繼續教會的生活
[00:16:37.000 --> 00:16:40.000]  你就繼續你侍奉的盲鹿
[00:16:40.000 --> 00:16:44.000]  總之大家以後就不要多管閒事
[00:16:44.000 --> 00:16:46.000]  做好自己就算了
[00:16:46.000 --> 00:16:50.000]  我肯定這不是保羅期望的局面
[00:16:50.000 --> 00:16:55.000]  他不單要信徒放下自我的優越感
[00:16:55.000 --> 00:16:59.000]  更加要當時的信徒走多一步
[00:16:59.000 --> 00:17:01.000]  甘心實踐愛
[00:17:01.000 --> 00:17:04.000]  不單止珍惜我們眼前人
[00:17:04.000 --> 00:17:10.000]  更加進一步知道怎樣去愛這些眼前人
[00:17:10.000 --> 00:17:13.000]  我們回到經文裡面
[00:17:13.000 --> 00:17:15.000]  保羅繼續說
[00:17:15.000 --> 00:17:19.000]  弟兄們 你們夢照是要得自由
[00:17:19.000 --> 00:17:21.000]  只是不可把握自由
[00:17:21.000 --> 00:17:24.000]  當作放縱情慾的機會
[00:17:24.000 --> 00:17:27.000]  總要用愛心互相服侍
[00:17:27.000 --> 00:17:31.000]  到底這裡的放縱情慾是甚麼意思呢?
[00:17:31.000 --> 00:17:35.000]  放縱情慾原來的意思是慾體
[00:17:35.000 --> 00:17:41.000]  這個解釋似乎不能讓我們更理解經文過中的意思
[00:17:41.000 --> 00:17:44.000]  讓我們用另一個方法
[00:17:44.000 --> 00:17:49.000]  我們先看看到底保羅所說的放縱情慾
[00:17:49.000 --> 00:17:52.000]  是相對甚麼來講的呢?
[00:17:52.000 --> 00:17:54.000]  經文告訴我們
[00:17:54.000 --> 00:18:01.000]  當保羅說不可把這自由當作放縱情慾的機會之後
[00:18:01.000 --> 00:18:04.000]  接下來他講甚麼呢?
[00:18:04.000 --> 00:18:06.000]  保羅接下來不是說
[00:18:06.000 --> 00:18:10.000]  所以你們應該要約束自己
[00:18:10.000 --> 00:18:12.000]  不可以放縱情慾
[00:18:12.000 --> 00:18:14.000]  所以你們要約束自己
[00:18:14.000 --> 00:18:16.000]  消除你們的慾念
[00:18:16.000 --> 00:18:18.000]  保羅沒有這樣說
[00:18:18.000 --> 00:18:25.000]  相反 他說你們不可以把這個自由當作放縱情慾的機會
[00:18:25.000 --> 00:18:28.000]  然後他就說我們應該要做甚麼呢?
[00:18:28.000 --> 00:18:31.000]  我們應該要愛心服侍
[00:18:31.000 --> 00:18:38.000]  所以這裡的放縱情慾並不是指奸淫擄掠 縱情走色
[00:18:38.000 --> 00:18:40.000]  而是信徒
[00:18:40.000 --> 00:18:45.000]  這個放縱情慾是信徒不再顧及身邊的人
[00:18:45.000 --> 00:18:48.000]  從此只為自己而活
[00:18:48.000 --> 00:18:54.000]  純粹按著自己的喜好去建立自己喜愛的生活方式
[00:18:54.000 --> 00:18:57.000]  英文聖經The Message 譯本
[00:18:57.000 --> 00:18:59.000]  將這一句翻譯得很全神
[00:18:59.000 --> 00:19:02.000]  中文大概的意思是甚麼呢?
[00:19:02.000 --> 00:19:08.000]  大概的意思就是要確保你不再以自由為藉口
[00:19:08.000 --> 00:19:12.000]  為所欲為 以致破壞你的自由
[00:19:12.000 --> 00:19:18.000]  你應該要將你的自由用在愛裏彼此服侍
[00:19:18.000 --> 00:19:23.000]  這就是自由增長的方式
[00:19:23.000 --> 00:19:28.000]  當保羅批評部分的迦拉太信徒
[00:19:28.000 --> 00:19:31.000]  藉著國禮來提升自己之後
[00:19:31.000 --> 00:19:37.000]  或許保羅也擔心當時會不會有部分人有這個想法呢?
[00:19:37.000 --> 00:19:40.000]  既然我們在主的恩典下
[00:19:40.000 --> 00:19:42.000]  做甚麼也沒有甚麼特別意義
[00:19:42.000 --> 00:19:45.000]  不如我們就甚麼也不做吧
[00:19:45.000 --> 00:19:48.000]  在教會裏躺平就算了
[00:19:48.000 --> 00:19:52.000]  總之大家從此互相尊重
[00:19:52.000 --> 00:19:54.000]  不要再騷擾對方就行了
[00:19:54.000 --> 00:19:58.000]  結果保羅作了進一步的補充
[00:19:58.000 --> 00:20:00.000]  指出在教會躺平
[00:20:00.000 --> 00:20:04.000]  從此只按自己的想法來過信仰生活
[00:20:04.000 --> 00:20:08.000]  這不是屬靈成長的出路
[00:20:08.000 --> 00:20:11.000]  保羅提醒當時的信徒
[00:20:11.000 --> 00:20:16.000]  屬靈的生命如果要再進一步成長
[00:20:16.000 --> 00:20:21.000]  我們仍然有律法需要學習和進行
[00:20:21.000 --> 00:20:23.000]  保羅怎樣說呢?
[00:20:23.000 --> 00:20:30.000]  因為全部律法都包括在愛倫如己這句說話之內
[00:20:30.000 --> 00:20:32.000]  你們要謹慎
[00:20:32.000 --> 00:20:35.000]  如果你們相咬相吞
[00:20:35.000 --> 00:20:39.000]  恐怕要彼此消滅了
[00:20:39.000 --> 00:20:42.000]  加拿大書第十四第十五節
[00:20:42.000 --> 00:20:44.000]  可能你會問
[00:20:44.000 --> 00:20:48.000]  大家各自為政又怎會相咬相吞呢?
[00:20:48.000 --> 00:20:50.000]  試想像一下
[00:20:50.000 --> 00:20:55.000]  當教會之體的生活變得各顧各的時候
[00:20:55.000 --> 00:20:57.000]  可能大家就會慢慢發現
[00:20:57.000 --> 00:21:02.000]  教會很多事情都不是稱心滿意的
[00:21:02.000 --> 00:21:06.000]  為什麼教會可以任由小孩走來走去
[00:21:06.000 --> 00:21:10.000]  我自己安安樂樂地去崇拜
[00:21:10.000 --> 00:21:12.000]  為什麼有些人搞著我們呢?
[00:21:12.000 --> 00:21:16.000]  為什麼我們要遷就初信的朋友呢?
[00:21:16.000 --> 00:21:21.000]  為什麼外賢一定要等那些遲下班的信徒
[00:21:21.000 --> 00:21:23.000]  我們才可以開飯呢?
[00:21:23.000 --> 00:21:25.000]  時間越長
[00:21:25.000 --> 00:21:30.000]  矛盾和衝突就會慢慢浮面
[00:21:30.000 --> 00:21:32.000]  有人出言指責
[00:21:32.000 --> 00:21:34.000]  有人置之不理
[00:21:34.000 --> 00:21:38.000]  即使教會開始的時候多麼有愛
[00:21:38.000 --> 00:21:44.000]  也會慢慢被信徒這種只顧自己所吞噬
[00:21:44.000 --> 00:21:45.000]  保羅說
[00:21:45.000 --> 00:21:49.000]  信徒如果執意過自我為中心的生活
[00:21:49.000 --> 00:21:51.000]  這種自以為是
[00:21:51.000 --> 00:21:53.000]  除了帶來淫亂
[00:21:53.000 --> 00:21:54.000]  污衊
[00:21:54.000 --> 00:21:55.000]  荒蕩
[00:21:55.000 --> 00:21:56.000]  拜偶像
[00:21:56.000 --> 00:21:58.000]  行邪術之外
[00:21:58.000 --> 00:22:00.000]  還會帶來仇恨
[00:22:00.000 --> 00:22:02.000]  紛爭
[00:22:02.000 --> 00:22:03.000]  忌恨
[00:22:03.000 --> 00:22:05.000]  憤怒
[00:22:05.000 --> 00:22:06.000]  自私
[00:22:06.000 --> 00:22:08.000]  分派
[00:22:08.000 --> 00:22:09.000]  結黨
[00:22:09.000 --> 00:22:11.000]  和嫉妒
[00:22:11.000 --> 00:22:20.000]  這個可以說是歷代很多教會衰敗的原因
[00:22:20.000 --> 00:22:25.000]  保羅叮囑他們要以此為鑒
[00:22:25.000 --> 00:22:28.000]  弟兄姊妹
[00:22:28.000 --> 00:22:32.000]  昔日保羅領受主耶穌的吩咐
[00:22:32.000 --> 00:22:34.000]  傳福音給外邦人
[00:22:34.000 --> 00:22:36.000]  我們想像下
[00:22:36.000 --> 00:22:39.000]  其實他大可以按本子辦事
[00:22:39.000 --> 00:22:42.000]  到各地將福音傳開
[00:22:42.000 --> 00:22:46.000]  然後就自由自在過自己的日子
[00:22:46.000 --> 00:22:47.000]  不過
[00:22:47.000 --> 00:22:49.000]  歷史告訴我們
[00:22:49.000 --> 00:22:54.000]  保羅到處傳福音後
[00:22:54.000 --> 00:22:57.000]  他不單一次
