
[00:00:00.000 --> 00:00:03.000]  鼎姐妹主女們平安
[00:02:05.000 --> 00:02:07.000]  他是第一位的君王
[00:02:07.000 --> 00:02:09.000]  他要做什麼呢
[00:02:09.000 --> 00:02:12.000]  全個帝國要做一次
[00:02:12.000 --> 00:02:15.000]  大規模的人口普查
[00:02:15.000 --> 00:02:19.000]  所有人要回去自己的原居地
[00:02:19.000 --> 00:02:21.000]  那就有根有據
[00:02:21.000 --> 00:02:22.000]  你是什麼戶籍
[00:02:22.000 --> 00:02:23.000]  為什麼
[00:02:23.000 --> 00:02:25.000]  因為要收稅
[00:02:25.000 --> 00:02:28.000]  所以聖經的描述
[00:02:28.000 --> 00:02:32.000]  約瑟和他太太瑪利亞
[00:02:32.000 --> 00:02:34.000]  這個他所聘取的妻子
[00:02:34.000 --> 00:02:35.000]  太太
[00:02:35.000 --> 00:02:37.000]  當時已經有新人
[00:02:37.000 --> 00:02:40.000]  當然就不是他和太太
[00:02:40.000 --> 00:02:42.000]  來結合生的
[00:02:42.000 --> 00:02:47.000]  是聖靈使到瑪利亞懷孕的
[00:02:47.000 --> 00:02:49.000]  就去到大衛的城
[00:02:49.000 --> 00:02:50.000]  伯利恆
[00:02:50.000 --> 00:02:52.000]  就很多人
[00:02:52.000 --> 00:02:56.000]  所以那些旅店沒有地方
[00:02:56.000 --> 00:02:58.000]  很狼狽地
[00:02:58.000 --> 00:03:02.000]  有一個地方就是馬槽
[00:03:02.000 --> 00:03:04.000]  我們的主耶穌
[00:03:04.000 --> 00:03:07.000]  就在馬槽那裡出生
[00:03:07.000 --> 00:03:09.000]  包著一塊布
[00:03:09.000 --> 00:03:11.000]  很坎坷
[00:03:11.000 --> 00:03:14.000]  一點都不浪漫
[00:03:14.000 --> 00:03:17.000]  但是重點就是天使
[00:03:17.000 --> 00:03:19.000]  有一個天使
[00:03:19.000 --> 00:03:25.000]  向在伯利恆野外的牧羊人
[00:03:25.000 --> 00:03:29.000]  當時是一些勞苦大眾階層
[00:03:29.000 --> 00:03:32.000]  夜間當值
[00:03:32.000 --> 00:03:33.000]  夜間
[00:03:33.000 --> 00:03:35.000]  就是當夜班
[00:03:35.000 --> 00:03:37.000]  有沒有在座的弟兄姊妹
[00:03:37.000 --> 00:03:39.000]  你是當夜的
[00:03:39.000 --> 00:03:41.000]  要通宵等等
[00:03:41.000 --> 00:03:43.000]  夜班就通常沒什麼人做的
[00:03:43.000 --> 00:03:45.000]  很難的
[00:03:45.000 --> 00:03:47.000]  我們有個弟兄
[00:03:47.000 --> 00:03:49.000]  7-11做通宵
[00:03:49.000 --> 00:03:51.000]  好像多了20
[00:03:51.000 --> 00:03:54.000]  時薪多一點點
[00:03:54.000 --> 00:03:56.000]  但是很辛苦的
[00:03:56.000 --> 00:03:59.000]  打亂了節奏
[00:03:59.000 --> 00:04:02.000]  那些牧羊人是分班次的
[00:04:02.000 --> 00:04:04.000]  當夜班的牧羊人
[00:04:04.000 --> 00:04:07.000]  就是說可能都沒什麼人做的
[00:04:07.000 --> 00:04:08.000]  他就去做
[00:04:08.000 --> 00:04:10.000]  但是很奇妙地
[00:04:10.000 --> 00:04:12.000]  天使是不是去錯了地方
[00:04:12.000 --> 00:04:15.000]  是不是那個GPS定位定錯了
[00:04:15.000 --> 00:04:17.000]  跑去找這些牧羊人
[00:04:17.000 --> 00:04:19.000]  還是夜班的牧羊人
[00:04:19.000 --> 00:04:21.000]  大家有沒有留意
[00:04:21.000 --> 00:04:23.000]  在《馬太福音》第二章第一節
[00:04:23.000 --> 00:04:26.000]  當希律王的時候
[00:04:26.000 --> 00:04:29.000]  有幾個博士來到猶太
[00:04:29.000 --> 00:04:31.000]  去找希律王
[00:04:31.000 --> 00:04:33.000]  就問希律王
[00:04:33.000 --> 00:04:37.000]  那個生下來做猶太人的王在哪裡
[00:04:37.000 --> 00:04:39.000]  我們要去見他
[00:04:39.000 --> 00:04:40.000]  去拜他
[00:04:40.000 --> 00:04:42.000]  還有將那些禮物給他
[00:04:42.000 --> 00:04:46.000]  那些博士不是去錯地方
[00:04:46.000 --> 00:04:48.000]  既然生下來做猶太人的王
[00:04:48.000 --> 00:04:50.000]  當然要去皇宮找
[00:04:50.000 --> 00:04:53.000]  真的去皇宮找希律王
[00:04:53.000 --> 00:04:55.000]  就問希律王
[00:04:55.000 --> 00:04:56.000]  但是為什麼
[00:04:56.000 --> 00:05:00.000]  那個天使是不是去錯了地方
[00:05:00.000 --> 00:05:02.000]  找錯人了
[00:05:02.000 --> 00:05:05.000]  為什麼找一些當夜的牧羊人
[00:05:05.000 --> 00:05:08.000]  這是一個很值得我們去想的問題
[00:05:08.000 --> 00:05:11.000]  當時牧羊這個階層
[00:05:11.000 --> 00:05:14.000]  是被社會歧視的
[00:05:14.000 --> 00:05:17.000]  他們是沒有社會地位的
[00:05:17.000 --> 00:05:20.000]  根據一些拉比的文獻說
[00:05:20.000 --> 00:05:21.000]  當時代
[00:05:21.000 --> 00:05:23.000]  這些牧羊人
[00:05:23.000 --> 00:05:26.000]  如果要做出庭的法庭的見證人
[00:05:26.000 --> 00:05:28.000]  法庭是不受理的
[00:05:28.000 --> 00:05:30.000]  因為他們那個明星
[00:05:30.000 --> 00:05:33.000]  他們平時不是那麼得到
[00:05:33.000 --> 00:05:38.000]  在上的統治階層所接納的
[00:05:38.000 --> 00:05:41.000]  這個就是牧羊的階層
[00:05:41.000 --> 00:05:43.000]  真的是勞苦大眾
[00:05:43.000 --> 00:05:45.000]  基層
[00:05:45.000 --> 00:05:48.000]  但是天使向他顯現
[00:05:48.000 --> 00:05:50.000]  是不是找錯了地方
[00:05:50.000 --> 00:05:53.000]  前兩天準備平安夜
[00:05:53.000 --> 00:05:56.000]  下午吃完午飯
[00:05:56.000 --> 00:05:59.000]  飯盒沒理由放在辦公室
[00:05:59.000 --> 00:06:01.000]  自己拿出門口扔
[00:06:01.000 --> 00:06:04.000]  外面的垃圾桶可以快點清除
[00:06:04.000 --> 00:06:06.000]  走出門口沒多久
[00:06:06.000 --> 00:06:09.000]  對面有個太太
[00:06:09.000 --> 00:06:11.000]  牧師 牧師 牧師
[00:06:11.000 --> 00:06:12.000]  快點來 快點來
[00:06:12.000 --> 00:06:13.000]  什麼事
[00:06:13.000 --> 00:06:16.000]  先扔下飯盒
[00:06:16.000 --> 00:06:17.000]  快點進來
[00:06:17.000 --> 00:06:18.000]  進去
[00:06:18.000 --> 00:06:20.000]  原來他看不到無線電視
[00:06:20.000 --> 00:06:22.000]  追不到台
[00:06:22.000 --> 00:06:25.000]  快點叫我幫他追台
[00:06:25.000 --> 00:06:26.000]  追來追去都追不到
[00:06:26.000 --> 00:06:28.000]  不知道什麼原因
[00:06:28.000 --> 00:06:29.000]  然後他說
[00:06:29.000 --> 00:06:32.000]  你不是哪個議員嗎
[00:06:32.000 --> 00:06:33.000]  我說不是
[00:06:33.000 --> 00:06:35.000]  我是教會牧師
[00:06:35.000 --> 00:06:37.000]  我是曾牧師
[00:06:37.000 --> 00:06:38.000]  我不認識
[00:06:38.000 --> 00:06:41.000]  原來他以為我是議員
[00:06:41.000 --> 00:06:43.000]  但是叫我叫牧師
[00:06:43.000 --> 00:06:45.000]  叫我快點進去幫他
[00:06:45.000 --> 00:06:46.000]  我說你找錯人了
[00:06:46.000 --> 00:06:48.000]  我不認識
[00:06:48.000 --> 00:06:50.000]  好像很好笑
[00:06:50.000 --> 00:06:52.000]  但是原來他是找錯人了
[00:06:52.000 --> 00:06:53.000]  認錯人了
[00:06:53.000 --> 00:06:56.000]  但是天使沒有認錯
[00:06:56.000 --> 00:07:00.000]  天使去找牧羊人
[00:07:00.000 --> 00:07:04.000]  告訴他們一個大喜的訊息
[00:07:04.000 --> 00:07:07.000]  今天已經是26號
[00:07:07.000 --> 00:07:10.000]  稱為Boxing Day 拆禮物
[00:07:10.000 --> 00:07:15.000]  很多人已經慢慢回復正常生活
[00:07:15.000 --> 00:07:17.000]  當然今天還是假期
[00:07:17.000 --> 00:07:18.000]  明天還是假期
[00:07:18.000 --> 00:07:22.000]  但是在主耶穌降生之後
[00:07:22.000 --> 00:07:25.000]  你想一下牧羊人
[00:07:25.000 --> 00:07:27.000]  他們完了
[00:07:27.000 --> 00:07:29.000]  回到自己的崗位
[00:07:29.000 --> 00:07:31.000]  自己的生活階層
[00:07:31.000 --> 00:07:33.000]  是不是突然之間
[00:07:33.000 --> 00:07:38.000]  因為他們可以在野外捕獲了聖嬰
[00:07:38.000 --> 00:07:40.000]  他們突然間身份提高呢?
[00:07:40.000 --> 00:07:42.000]  相信不會
[00:07:42.000 --> 00:07:47.000]  很快連約瑟和瑪利亞
[00:07:47.000 --> 00:07:50.000]  都會被希律王追殺
[00:07:50.000 --> 00:07:54.000]  所以有天使提醒這對夫婦
[00:07:54.000 --> 00:07:56.000]  趕快帶著你的小朋友
[00:07:56.000 --> 00:07:57.000]  即是耶穌
[00:07:57.000 --> 00:07:59.000]  逃難去埃及
[00:07:59.000 --> 00:08:02.000]  逃避希律王的追殺
[00:08:02.000 --> 00:08:04.000]  你可想而知
[00:08:04.000 --> 00:08:06.000]  這個降生的消息
[00:08:06.000 --> 00:08:09.000]  沒有帶來整個耶路撒冷
[00:08:09.000 --> 00:08:11.000]  猶太的人
[00:08:11.000 --> 00:08:13.000]  他們賞心
[00:08:13.000 --> 00:08:15.000]  他們雀躍
[00:08:15.000 --> 00:08:19.000]  因為為我們生了一個尼塞亞聖嬰
[00:08:19.000 --> 00:08:25.000]  整個消息沒有帶來整個城的轟動
[00:08:25.000 --> 00:08:28.000]  帶來的是人心的不安
[00:08:28.000 --> 00:08:31.000]  因為希律王感到受威脅
[00:08:31.000 --> 00:08:35.000]  所以要殺兩歲以來的嬰兒
[00:08:35.000 --> 00:08:38.000]  就是這樣很平鋪直敘
[00:08:38.000 --> 00:08:39.000]  告訴我們
[00:08:39.000 --> 00:08:44.000]  聖誕在當時的人的心裏
[00:08:44.000 --> 00:08:46.000]  如果沒有聖靈
[00:08:46.000 --> 00:08:48.000]  如果沒有信心
[00:08:48.000 --> 00:08:52.000]  來調和這個節慶
[00:08:52.000 --> 00:08:53.000]  只會帶來
[00:08:53.000 --> 00:08:58.000]  不過是一個普通的小朋友出世
[00:08:58.000 --> 00:09:01.000]  不過好像有些博士說
[00:09:01.000 --> 00:09:05.000]  他是猶太人的王
[00:09:05.000 --> 00:09:06.000]  是他說的
[00:09:06.000 --> 00:09:12.000]  不是真正可以影響到世界
[00:09:12.000 --> 00:09:14.000]  各位弟兄姊妹
[00:09:14.000 --> 00:09:16.000]  你有沒有想過
[00:09:16.000 --> 00:09:20.000]  什麼是聖誕真正的意義呢?
[00:09:20.000 --> 00:09:22.000]  世界的人
[00:09:22.000 --> 00:09:25.000]  可以的就是出國旅遊
[00:09:25.000 --> 00:09:28.000]  出不了就要出外吃東西
[00:09:28.000 --> 00:09:30.000]  或者住酒店
[00:09:30.000 --> 00:09:32.000]  也可以散心
[00:09:32.000 --> 00:09:34.000]  或者買禮物
[00:09:34.000 --> 00:09:36.000]  沒有信仰的人
[00:09:36.000 --> 00:09:39.000]  就會這樣去過了長的假期
[00:09:39.000 --> 00:09:42.000]  這兩天就發現
[00:09:42.000 --> 00:09:44.000]  24日平安夜我們有聚會
[00:09:44.000 --> 00:09:48.000]  有晚堂的平安夜的崇拜
[00:09:48.000 --> 00:09:51.000]  有很多平時不來教會的人
[00:09:51.000 --> 00:09:53.000]  來教會
[00:09:53.000 --> 00:09:56.000]  很多平日不回來的
[00:09:56.000 --> 00:09:58.000]  都來教會
[00:09:58.000 --> 00:09:59.000]  25日也是
[00:09:59.000 --> 00:10:02.000]  很多人平時都不來的
[00:10:02.000 --> 00:10:03.000]  都來的
[00:10:03.000 --> 00:10:04.000]  他們感覺到就是
[00:10:04.000 --> 00:10:07.000]  我來到禮拜堂聽聖詩
[00:10:07.000 --> 00:10:08.000]  我就很舒服了
[00:10:08.000 --> 00:10:12.000]  我的心靈就會有一種滿足了
[00:10:12.000 --> 00:10:14.000]  但是過了之後
[00:10:14.000 --> 00:10:16.000]  剛才我來之前
[00:10:16.000 --> 00:10:17.000]  11點鐘
[00:10:17.000 --> 00:10:20.000]  我招呼弟兄姊妹回來崇拜
[00:10:20.000 --> 00:10:22.000]  和他們打招呼
[00:10:22.000 --> 00:10:23.000]  少了很多人
[00:10:23.000 --> 00:10:25.000]  天氣一來冷
[00:10:25.000 --> 00:10:28.000]  二來就是這兩天都有聚會
[00:10:28.000 --> 00:10:30.000]  當然也有直播
[00:10:30.000 --> 00:10:31.000]  少了很多人
[00:10:31.000 --> 00:10:33.000]  沒有平時午堂那麼多
[00:10:33.000 --> 00:10:35.000]  相信弟兄姊妹在在
[00:10:35.000 --> 00:10:38.000]  都很穩定地來到聚會
[00:10:38.000 --> 00:10:44.000]  原來我們只是一種節慶的感動
[00:10:44.000 --> 00:10:48.000]  沒有真正的對這位救世主耶穌
[00:10:48.000 --> 00:10:50.000]  有一個真正的認識
[00:10:50.000 --> 00:10:52.000]  而這個認識帶來的
[00:10:52.000 --> 00:10:56.000]  就是你的信心會有一個提升
[00:10:56.000 --> 00:10:59.000]  生命有一個改變
[00:10:59.000 --> 00:11:00.000]  各位
[00:11:00.000 --> 00:11:05.000]  你想想過了耶穌的出世之後
[00:11:05.000 --> 00:11:08.000]  首先就是有幾個人
[00:11:08.000 --> 00:11:11.000]  我們要想想他們的後來是怎樣的
[00:11:11.000 --> 00:11:13.000]  聖經表面就沒有說太多
[00:11:13.000 --> 00:11:17.000]  都已經要我們自己去思想
[00:11:17.000 --> 00:11:20.000]  他們往後的人生應該是怎樣
[00:11:20.000 --> 00:11:21.000]  牧羊的人
[00:11:21.000 --> 00:11:25.000]  你猜一下他們的階層會不會突然提升
[00:11:25.000 --> 00:11:27.000]  我們組織一個公會
[00:11:27.000 --> 00:11:29.000]  我們牧羊公會
[00:11:29.000 --> 00:11:32.000]  我們曾經去探訪過聖嬰
[00:11:32.000 --> 00:11:34.000]  所以我們是特別神聖
[00:11:34.000 --> 00:11:38.000]  有天使曾經向我們這一班人顯現
[00:11:38.000 --> 00:11:42.000]  所以我們要爭取這個社會的地位提高
[00:11:42.000 --> 00:11:44.000]  相信沒有
[00:11:44.000 --> 00:11:48.000]  繼續是受歧視的老虎階層
[00:11:48.000 --> 00:11:52.000]  不過在上帝的眼中
[00:11:52.000 --> 00:11:58.000]  選這一班人成為報喜的第一批人
[00:11:58.000 --> 00:12:00.000]  第一批知道這個福音
[00:12:00.000 --> 00:12:03.000]  關乎萬民的福音
[00:12:03.000 --> 00:12:07.000]  因為今天在大衛的城裡
[00:12:07.000 --> 00:12:10.000]  為你們生了救主
[00:12:10.000 --> 00:12:12.000]  就是主基督
[00:12:12.000 --> 00:12:16.000]  這個聖嬰帶來的就是人類
[00:12:16.000 --> 00:12:21.000]  在地上因為他而得到生命的平安
[00:12:21.000 --> 00:12:23.000]  所以牧羊人
[00:12:23.000 --> 00:12:27.000]  他們當時一定不會有電話
[00:12:27.000 --> 00:12:29.000]  又拍下照片
[00:12:29.000 --> 00:12:32.000]  立刻放到社交群組
[00:12:32.000 --> 00:12:34.000]  Instagram或者是Facebook
[00:12:34.000 --> 00:12:36.000]  一定不會
[00:12:36.000 --> 00:12:39.000]  但是他們這一次的經歷
[00:12:39.000 --> 00:12:41.000]  沒錯
[00:12:41.000 --> 00:12:43.000]  社會上一般人
[00:12:43.000 --> 00:12:48.000]  不會對他們特別有一個改變的態度
[00:12:48.000 --> 00:12:53.000]  但是他們在上主的眼裡
[00:12:53.000 --> 00:12:56.000]  原來是尊貴
[00:12:56.000 --> 00:13:01.000]  原來是上主不會對他們有一個歧視
[00:13:01.000 --> 00:13:04.000]  他們對這個信息
[00:13:04.000 --> 00:13:08.000]  他們看到這件事的真確的應驗
[00:13:08.000 --> 00:13:10.000]  真的有一個嬰兒
[00:13:10.000 --> 00:13:12.000]  包著一塊布
[00:13:12.000 --> 00:13:14.000]  在馬槽裡
[00:13:14.000 --> 00:13:16.000]  那個就是神的兒子
[00:13:16.000 --> 00:13:20.000]  相信對這一班的牧羊人來說
[00:13:20.000 --> 00:13:22.000]  他們的生命的改變
[00:13:22.000 --> 00:13:25.000]  不是因為看到一個奇蹟
[00:13:25.000 --> 00:13:32.000]  是因為他們看到上主對他們的愛和接納
[00:13:32.000 --> 00:13:34.000]  弟兄姊妹
[00:13:34.000 --> 00:13:37.000]  我們要盡快在禮拜堂這裡
[00:13:37.000 --> 00:13:40.000]  不只是透過一些的感動
[00:13:40.000 --> 00:13:42.000]  一些的擺設
[00:13:42.000 --> 00:13:44.000]  一些的詩歌
[00:13:44.000 --> 00:13:46.000]  來有一種的享受
[00:13:46.000 --> 00:13:49.000]  是盡快要跟神
[00:13:49.000 --> 00:13:51.000]  跟這一位的耶穌基督
[00:13:51.000 --> 00:13:55.000]  有你個人的生命的接觸
[00:13:55.000 --> 00:13:58.000]  那種信心的成長
[00:13:58.000 --> 00:14:02.000]  以至無論你落在什麼的光景
[00:14:02.000 --> 00:14:03.000]  困難
[00:14:03.000 --> 00:14:10.000]  耶穌基督對你的牧羊關愛是不改變的
[00:14:10.000 --> 00:14:14.000]  在網上最近看到一篇短片的視頻
[00:14:14.000 --> 00:14:15.000]  很感人的
[00:14:15.000 --> 00:14:17.000]  有一對夫婦
[00:14:17.000 --> 00:14:19.000]  丈夫是一個戰鬥機師
[00:14:19.000 --> 00:14:21.000]  太太是一個醫生
[00:14:21.000 --> 00:14:23.000]  韓國瑜的醫生
[00:14:23.000 --> 00:14:25.000]  他們有一個女兒
[00:14:25.000 --> 00:14:27.000]  在美國的
[00:14:27.000 --> 00:14:28.000]  五歲
[00:14:28.000 --> 00:14:30.000]  只是五歲
[00:14:30.000 --> 00:14:34.000]  兩歲的時候就患了一個絕症
[00:14:34.000 --> 00:14:38.000]  神經性的一些問題
[00:14:38.000 --> 00:14:40.000]  那些的退化症
[00:14:40.000 --> 00:14:43.000]  會慢慢那些器官會退化
[00:14:43.000 --> 00:14:46.000]  慢慢就會離開世界
[00:14:46.000 --> 00:14:49.000]  但是一個五歲的小朋友
[00:14:49.000 --> 00:14:51.000]  兩歲已經開始
[00:14:51.000 --> 00:14:54.000]  逐個機能一路一路衰退了
[00:14:54.000 --> 00:14:56.000]  去到差不多
[00:14:56.000 --> 00:14:59.000]  真的去到那個階段沒有了
[00:14:59.000 --> 00:15:02.000]  很多的器官都已經損壞了
[00:15:02.000 --> 00:15:05.000]  媽媽跟女兒說
[00:15:05.000 --> 00:15:07.000]  女兒叫Julianne
[00:15:07.000 --> 00:15:09.000]  Julie
[00:15:09.000 --> 00:15:10.000]  她姓Slo
[00:15:10.000 --> 00:15:11.000]  雪那個字
[00:15:11.000 --> 00:15:13.000]  那個姓
[00:15:13.000 --> 00:15:15.000]  叫史洛
[00:15:15.000 --> 00:15:17.000]  跟這個女兒說
[00:15:17.000 --> 00:15:19.000]  就快又要進醫院了
[00:15:19.000 --> 00:15:21.000]  女兒說我不想再進醫院了
[00:15:21.000 --> 00:15:23.000]  我想在家裡
[00:15:23.000 --> 00:15:26.000]  媽媽就很清白的跟她說
[00:15:26.000 --> 00:15:28.000]  如果你不在醫院
[00:15:28.000 --> 00:15:31.000]  你很快就要去天堂了
[00:15:31.000 --> 00:15:33.000]  女兒說
[00:15:33.000 --> 00:15:35.000]  是的,我知道
[00:15:35.000 --> 00:15:37.000]  接著
[00:15:37.000 --> 00:15:39.000]  父母說了一句話
[00:15:39.000 --> 00:15:41.000]  很令人感動
[00:15:41.000 --> 00:15:46.000]  爸爸媽媽暫時都不可以跟你一起去天堂
[00:15:46.000 --> 00:15:48.000]  女兒怎麼說
[00:15:48.000 --> 00:15:50.000]  一個五歲
[00:15:50.000 --> 00:15:52.000]  就快要離世的小朋友
[00:15:52.000 --> 00:15:54.000]  她說爸爸媽媽不要緊
[00:15:54.000 --> 00:15:57.000]  因為天父在那裡
[00:15:57.000 --> 00:15:58.000]  我先去
[00:15:58.000 --> 00:16:00.000]  你們還沒來,我知道
[00:16:00.000 --> 00:16:03.000]  一個五歲的小朋友
[00:16:03.000 --> 00:16:05.000]  這個視頻你今晚上去看一看
[00:16:05.000 --> 00:16:07.000]  很感人的
[00:16:07.000 --> 00:16:10.000]  這樣的信心
[00:16:10.000 --> 00:16:13.000]  你想一下你五歲在做什麼
[00:16:13.000 --> 00:16:16.000]  她五歲要面對生和死
[00:16:16.000 --> 00:16:19.000]  自己一個離開
[00:16:19.000 --> 00:16:22.000]  還有她那個器官的損壞
[00:16:22.000 --> 00:16:25.000]  不是令她的人很難看樣子
[00:16:25.000 --> 00:16:27.000]  是一個很漂亮的女兒
[00:16:27.000 --> 00:16:31.000]  五歲就要跟父母說再見
[00:16:31.000 --> 00:16:33.000]  但是那個信心
[00:16:33.000 --> 00:16:37.000]  她知道她在天父的手中
[00:16:37.000 --> 00:16:39.000]  她現在是回到天家
[00:16:39.000 --> 00:16:42.000]  等待父母將來來
[00:16:42.000 --> 00:16:45.000]  一點都不覺得孤單
[00:16:45.000 --> 00:16:47.000]  五歲
[00:16:47.000 --> 00:16:49.000]  有沒有弟兄姊妹在這裡已經超過五年了
[00:16:49.000 --> 00:16:52.000]  你的信心有沒有這種程度
[00:16:52.000 --> 00:16:55.000]  原來不是計算你幾歲
[00:16:55.000 --> 00:16:57.000]  是計算你跟耶穌的關係
[00:16:57.000 --> 00:16:59.000]  有沒有那種信心
[00:16:59.000 --> 00:17:01.000]  所以牧羊人
[00:17:01.000 --> 00:17:03.000]  他們的生命很大改變
[00:17:03.000 --> 00:17:06.000]  為什麼會向我們顯現
[00:17:06.000 --> 00:17:08.000]  我們是勞苦階層
[00:17:08.000 --> 00:17:10.000]  當野的
[00:17:10.000 --> 00:17:12.000]  你試想一下
[00:17:12.000 --> 00:17:14.000]  如果你是做看更的
[00:17:14.000 --> 00:17:16.000]  你當野的話很辛苦
[00:17:16.000 --> 00:17:18.000]  沒什麼地位
[00:17:18.000 --> 00:17:22.000]  但是天使向他們顯現
[00:17:22.000 --> 00:17:24.000]  還要有一大隊的天君
[00:17:24.000 --> 00:17:26.000]  為他們唱歌
[00:17:26.000 --> 00:17:30.000]  至高之處榮耀歸於真神
[00:17:30.000 --> 00:17:33.000]  地上的平安歸於人
[00:17:33.000 --> 00:17:35.000]  天君唱的
[00:17:35.000 --> 00:17:37.000]  天君
[00:17:37.000 --> 00:17:40.000]  為什麼牧羊人會見到他們有分別
[00:17:40.000 --> 00:17:43.000]  天使和天君是不是真的武裝有槍
[00:17:43.000 --> 00:17:45.000]  不知道
[00:17:45.000 --> 00:17:47.000]  但是他們分辨到
[00:17:47.000 --> 00:17:49.000]  你可想而知
[00:17:49.000 --> 00:17:51.000]  為這些牧羊人
[00:17:51.000 --> 00:17:53.000]  來作見證
[00:17:53.000 --> 00:17:57.000]  就是說原來神愛每一個階層
[00:17:57.000 --> 00:18:00.000]  你會不會覺得你自己的階層
[00:18:00.000 --> 00:18:02.000]  比較低下呢
[00:18:02.000 --> 00:18:06.000]  或者你覺得你自己的人生
[00:18:06.000 --> 00:18:07.000]  很普通
[00:18:07.000 --> 00:18:10.000]  普通到你都覺得自己很普通
[00:18:10.000 --> 00:18:12.000]  神的眼中
[00:18:12.000 --> 00:18:14.000]  每一個弟兄姊妹
[00:18:14.000 --> 00:18:16.000]  都是他所愛
[00:18:16.000 --> 00:18:17.000]  所寶貴
[00:18:17.000 --> 00:18:19.000]  所以在路加福音
[00:18:19.000 --> 00:18:21.000]  你會很容易就看到
[00:18:21.000 --> 00:18:23.000]  很多的描述
[00:18:23.000 --> 00:18:26.000]  都是神向這些窮苦人
[00:18:26.000 --> 00:18:28.000]  來顯現的
[00:18:28.000 --> 00:18:30.000]  譬如當時那些血流寡負
[00:18:30.000 --> 00:18:32.000]  十二年的
[00:18:32.000 --> 00:18:35.000]  耶穌就會向他來施恩
[00:18:35.000 --> 00:18:38.000]  還有其他的
[00:18:38.000 --> 00:18:40.000]  各位弟兄姊妹
[00:18:40.000 --> 00:18:42.000]  聖誕的意義
[00:18:42.000 --> 00:18:44.000]  如果我們藉著這一段聖經
[00:18:44.000 --> 00:18:46.000]  還有剛才馬太福音第二章
[00:18:46.000 --> 00:18:49.000]  那段經文來做一個比對的時候
[00:18:49.000 --> 00:18:51.000]  我們就會發現
[00:18:51.000 --> 00:18:53.000]  聖誕的意義不在於
[00:18:53.000 --> 00:18:55.000]  那個氣氛
[00:18:55.000 --> 00:18:58.000]  不在於那個佈置
[00:18:58.000 --> 00:19:01.000]  其實當時怎會有佈置呢
[00:19:01.000 --> 00:19:04.000]  當時其實是一個很狼狽的場景
[00:19:04.000 --> 00:19:07.000]  聖誕是告訴我們
