
[00:00:00.000 --> 00:00:10.000]  大姐姐們 早安 感謝神今天有機會和大家分享
[00:06:47.000 --> 00:06:49.000]  你會發現很多人忽略了下面
[00:06:49.000 --> 00:06:51.000]  剛才大家讀的那段經文
[00:06:51.000 --> 00:06:52.000]  其實很重要的
[00:06:52.000 --> 00:06:53.000]  為什麼呢
[00:06:53.000 --> 00:06:54.000]  第一章的時間
[00:06:54.000 --> 00:06:55.000]  這裡才是一個整體
[00:06:55.000 --> 00:06:57.000]  有上帝的同在
[00:06:57.000 --> 00:07:03.000]  但同樣需要人的合一和同心
[00:07:03.000 --> 00:07:05.000]  今天在教會裡面的時間
[00:07:05.000 --> 00:07:08.000]  我可以完全夠膽告訴大家
[00:07:08.000 --> 00:07:10.000]  教會裡面從來出的問題
[00:07:10.000 --> 00:07:12.000]  都不是上帝不在
[00:07:12.000 --> 00:07:15.000]  從來都不是上帝沒有能力
[00:07:15.000 --> 00:07:18.000]  從來都是人的問題
[00:07:18.000 --> 00:07:20.000]  聽清楚了嗎
[00:07:20.000 --> 00:07:22.000]  所以你會發現
[00:07:22.000 --> 00:07:24.000]  剛才這章的經文
[00:07:24.000 --> 00:07:26.000]  你記住他們預備打仗
[00:07:26.000 --> 00:07:32.000]  他們要挑戰他們從前很害怕的迦南人
[00:07:32.000 --> 00:07:36.000]  接著這班人一起打仗的時候
[00:07:36.000 --> 00:07:39.000]  必須要整個群體是一條心
[00:07:39.000 --> 00:07:41.000]  所以你會發現他們首先
[00:07:41.000 --> 00:07:44.000]  約書亞他自己意識到一件很重要的事情
[00:07:44.000 --> 00:07:47.000]  就是這兩個半支派
[00:07:47.000 --> 00:07:51.000]  其實在約旦河東已經得到土地
[00:07:51.000 --> 00:07:53.000]  說真的
[00:07:53.000 --> 00:07:56.000]  我一直按照上帝的應許
[00:07:56.000 --> 00:07:57.000]  其實得到什麼呢
[00:07:57.000 --> 00:07:59.000]  就是得到土地
[00:07:59.000 --> 00:08:02.000]  上帝賜給我可以安心的地方
[00:08:02.000 --> 00:08:05.000]  而這兩個半支派已經得到
[00:08:05.000 --> 00:08:07.000]  按邏輯的話
[00:08:07.000 --> 00:08:09.000]  我可以收工
[00:08:09.000 --> 00:08:11.000]  明白我意思嗎
[00:08:11.000 --> 00:08:13.000]  在跟隨上帝的裡面
[00:08:13.000 --> 00:08:14.000]  我要得到的我都得到了
[00:08:14.000 --> 00:08:16.000]  我就收工
[00:08:16.000 --> 00:08:19.000]  但你會發現約書亞很意識到一件事
[00:08:19.000 --> 00:08:23.000]  你記住永遠以色列12支派都是一體的
[00:08:23.000 --> 00:08:28.000]  而最重要的就是當日
[00:08:28.000 --> 00:08:34.000]  這個土地不是靠這兩個半支派打回來的
[00:08:34.000 --> 00:08:39.000]  是整個12支派一起幫忙打回來的
[00:08:39.000 --> 00:08:44.000]  而只不過後來上帝按照他的心意
[00:08:44.000 --> 00:08:48.000]  把約旦河東的地方賜給這兩個半支派
[00:08:48.000 --> 00:08:52.000]  就是說這群人拿了這個福分
[00:08:52.000 --> 00:08:55.000]  是因為有其他一些
[00:08:55.000 --> 00:08:56.000]  他不介意
[00:08:56.000 --> 00:08:58.000]  他也很忠心
[00:08:58.000 --> 00:09:01.000]  跟你一起去努力的人
[00:09:01.000 --> 00:09:03.000]  你才能夠得到這個福分
[00:09:03.000 --> 00:09:08.000]  所以為什麼他要他們一起在當中
[00:09:08.000 --> 00:09:10.000]  就是因為你們要記住
[00:09:10.000 --> 00:09:12.000]  你們要記住是有人幫過你們的
[00:09:12.000 --> 00:09:15.000]  現在你們還有些兄弟是還沒得到的
[00:09:15.000 --> 00:09:17.000]  所以你們不要停下來
[00:09:17.000 --> 00:09:20.000]  你們要繼續為他們的緣故努力
[00:09:20.000 --> 00:09:22.000]  你們要繼續一起打
[00:09:22.000 --> 00:09:23.000]  裡面出現什麼問題
[00:09:23.000 --> 00:09:24.000]  我想大家想想
[00:09:24.000 --> 00:09:26.000]  人性裡面很簡單
[00:09:26.000 --> 00:09:28.000]  我以前跟你們一起去打
[00:09:28.000 --> 00:09:31.000]  現在你們拿到那個土地
[00:09:31.000 --> 00:09:33.000]  你不理我嗎
[00:09:33.000 --> 00:09:35.000]  你明白我意思嗎
[00:09:35.000 --> 00:09:38.000]  裡面就出現了這樣的情況
[00:09:38.000 --> 00:09:40.000]  會很不舒服
[00:09:40.000 --> 00:09:43.000]  會帶來未來很多隱患
[00:09:43.000 --> 00:09:45.000]  所以你會發覺
[00:09:45.000 --> 00:09:47.000]  約書亞在剛才那段經文裡面
[00:09:47.000 --> 00:09:49.000]  很清楚跟他們說
[00:09:49.000 --> 00:09:51.000]  你們的家人
[00:09:51.000 --> 00:09:52.000]  你們的生畜
[00:09:52.000 --> 00:09:53.000]  是可以留在約旦河東
[00:09:53.000 --> 00:09:54.000]  沒問題的
[00:09:54.000 --> 00:09:57.000]  不過你們所有能夠打仗的大能勇士
[00:09:57.000 --> 00:10:01.000]  請你跟他們一起去打
[00:10:01.000 --> 00:10:04.000]  直到所有的人都得到平安為止
[00:10:04.000 --> 00:10:05.000]  對不對
[00:10:05.000 --> 00:10:07.000]  這個很重要
[00:10:07.000 --> 00:10:08.000]  弟兄姊妹
[00:10:08.000 --> 00:10:11.000]  過去你們能夠得到這個福音
[00:10:11.000 --> 00:10:14.000]  同樣也有一群人
[00:10:14.000 --> 00:10:16.000]  他們曾經努力過
[00:10:16.000 --> 00:10:18.000]  所以你們才得到這個福音
[00:10:18.000 --> 00:10:20.000]  有些是信義代
[00:10:20.000 --> 00:10:22.000]  是因為爸爸媽媽
[00:10:22.000 --> 00:10:25.000]  他們從小到大帶你們回來教會
[00:10:25.000 --> 00:10:27.000]  讓你們去親近上帝
[00:10:27.000 --> 00:10:28.000]  去認識上帝
[00:10:28.000 --> 00:10:30.000]  你們才能夠得到
[00:10:30.000 --> 00:10:31.000]  有些人很直接
[00:10:31.000 --> 00:10:33.000]  有人傳福音給你們
[00:10:33.000 --> 00:10:35.000]  就像剛才Ken所說
[00:10:35.000 --> 00:10:37.000]  有人為你們努力
[00:10:37.000 --> 00:10:39.000]  曾經跟你一起研究
[00:10:39.000 --> 00:10:41.000]  跟你去做初訓班
[00:10:41.000 --> 00:10:42.000]  跟你去做浸禮班
[00:10:42.000 --> 00:10:44.000]  有人幫你的
[00:10:44.000 --> 00:10:45.000]  有些人很厲害
[00:10:45.000 --> 00:10:46.000]  不是的
[00:10:46.000 --> 00:10:48.000]  我自己中進來的
[00:10:48.000 --> 00:10:50.000]  我也告訴弟兄姊妹
[00:10:50.000 --> 00:10:52.000]  這裡是爆出來的嗎
[00:10:52.000 --> 00:10:54.000]  不是的
[00:10:54.000 --> 00:10:56.000]  這裡也是有一群人很努力
[00:10:56.000 --> 00:10:59.000]  去建立了這個教會
[00:10:59.000 --> 00:11:00.000]  開始了這個地方
[00:11:00.000 --> 00:11:02.000]  你才能夠有教會來到當中
[00:11:02.000 --> 00:11:04.000]  每一個人其實在過去
[00:11:04.000 --> 00:11:06.000]  都有一群人很努力
[00:11:06.000 --> 00:11:07.000]  不計較
[00:11:07.000 --> 00:11:09.000]  我不會知道這個地方
[00:11:09.000 --> 00:11:11.000]  能夠祝福什麼人
[00:11:11.000 --> 00:11:13.000]  然後他們就將這個福音留給你
[00:11:13.000 --> 00:11:15.000]  而你得到
[00:11:15.000 --> 00:11:17.000]  同樣道理的
[00:11:17.000 --> 00:11:19.000]  就是今天其實同樣
[00:11:19.000 --> 00:11:21.000]  你得到這個祝福
[00:11:21.000 --> 00:11:23.000]  你得到祝福之後
[00:11:23.000 --> 00:11:24.000]  洗完禮了
[00:11:24.000 --> 00:11:25.000]  然後怎樣
[00:11:25.000 --> 00:11:26.000]  搞定
[00:11:26.000 --> 00:11:27.000]  收工
[00:11:27.000 --> 00:11:30.000]  不是的
[00:11:30.000 --> 00:11:33.000]  你要記住原來我們今天
[00:11:33.000 --> 00:11:35.000]  在我們這個福音裡面
[00:11:35.000 --> 00:11:37.000]  是永遠都要有一個
[00:11:37.000 --> 00:11:40.000]  生生不息的循環
[00:11:40.000 --> 00:11:41.000]  在感受堂
[00:11:41.000 --> 00:11:42.000]  大家如果還記得
[00:11:42.000 --> 00:11:45.000]  因為銀銀堂是感受堂分出來的
[00:11:45.000 --> 00:11:46.000]  感受堂在最初
[00:11:46.000 --> 00:11:48.000]  大家知不知道是怎樣開始的
[00:11:48.000 --> 00:11:49.000]  有沒有聽過
[00:11:49.000 --> 00:11:52.000]  其實是由西教士
[00:11:52.000 --> 00:11:55.000]  帶著一些弟兄姊妹
[00:11:55.000 --> 00:11:58.000]  他們在家裡有祈禱會開始
[00:11:58.000 --> 00:12:00.000]  而你記住西教士
[00:12:00.000 --> 00:12:04.000]  是原本在當時比較富庶的國家
[00:12:04.000 --> 00:12:06.000]  他們沒有安於他們的舒服
[00:12:06.000 --> 00:12:10.000]  而他們願意毀身來到這個地方
[00:12:10.000 --> 00:12:11.000]  去為這個地方
[00:12:11.000 --> 00:12:13.000]  相對當時落後的地方
[00:12:13.000 --> 00:12:16.000]  而去做這份工作
[00:12:16.000 --> 00:12:18.000]  所以就建立了感受堂
[00:12:18.000 --> 00:12:19.000]  你就會發覺
[00:12:19.000 --> 00:12:20.000]  同樣道理
[00:12:20.000 --> 00:12:23.000]  就是後來有一群弟兄姊妹一起起來
[00:12:23.000 --> 00:12:26.000]  然後就建立了這個教會
[00:12:26.000 --> 00:12:28.000]  我想告訴弟兄姊妹
[00:12:28.000 --> 00:12:31.000]  如果你只需要在教會當中
[00:12:31.000 --> 00:12:34.000]  有一刻突然有一種很安恕的感覺
[00:12:34.000 --> 00:12:38.000]  就是我得到永生就行了
[00:12:38.000 --> 00:12:40.000]  其他事情都不關我的事
[00:12:40.000 --> 00:12:42.000]  我想告訴弟兄姊妹
[00:12:42.000 --> 00:12:44.000]  你們這個教會
[00:12:44.000 --> 00:12:47.000]  就一定會停下來
[00:12:47.000 --> 00:12:51.000]  其實我們每一個人都需要
[00:12:51.000 --> 00:12:53.000]  為什麼我叫生生不息的循環
[00:12:53.000 --> 00:12:55.000]  就是當你想要耶穌的那段日子
[00:12:55.000 --> 00:12:58.000]  你就會成為別人的老師
[00:12:58.000 --> 00:13:00.000]  或者榜樣
[00:13:00.000 --> 00:13:03.000]  大家有沒有試過和小朋友去賣旗
[00:13:03.000 --> 00:13:05.000]  特別是小朋友
[00:13:05.000 --> 00:13:08.000]  幼稚園小學那班賣旗
[00:13:08.000 --> 00:13:09.000]  大家有沒有這些經驗
[00:13:09.000 --> 00:13:11.000]  你有沒有試過
[00:13:11.000 --> 00:13:13.000]  你和他們賣旗會不會這樣
[00:13:13.000 --> 00:13:16.000]  你去賣旗吧
[00:13:16.000 --> 00:13:17.000]  不會的
[00:13:17.000 --> 00:13:18.000]  大家會做什麼
[00:13:18.000 --> 00:13:20.000]  當時我兒子還很小
[00:13:20.000 --> 00:13:21.000]  我就會和他說
[00:13:21.000 --> 00:13:23.000]  一會兒我們賣旗
[00:13:23.000 --> 00:13:26.000]  你就試試和叔叔說
[00:13:26.000 --> 00:13:28.000]  叔叔可不可以幫我買支旗
[00:13:28.000 --> 00:13:32.000]  你是要教他怎麼做
[00:13:32.000 --> 00:13:35.000]  你要教他說什麼
[00:13:35.000 --> 00:13:38.000]  更加你要做榜樣
[00:13:38.000 --> 00:13:41.000]  你要在他面前示範給他看
[00:13:41.000 --> 00:13:44.000]  先生你可不可以幫我買支旗
[00:13:44.000 --> 00:13:48.000]  是你的示範令到小朋友會發覺
[00:13:48.000 --> 00:13:51.000]  原來賣旗是要這樣的
[00:13:51.000 --> 00:13:53.000]  是要說這些
[00:13:53.000 --> 00:13:56.000]  原來不是這麼難
[00:13:56.000 --> 00:13:58.000]  他才會買
[00:13:58.000 --> 00:13:59.000]  同樣的
[00:13:59.000 --> 00:14:00.000]  每個弟兄姊妹
[00:14:00.000 --> 00:14:01.000]  坦白說信了耶穌之後
[00:14:01.000 --> 00:14:04.000]  我是不是就認識了基督徒
[00:14:04.000 --> 00:14:07.000]  當然不是
[00:14:07.000 --> 00:14:09.000]  是我們這些信了耶穌的人
[00:14:09.000 --> 00:14:11.000]  我們要做榜樣
[00:14:11.000 --> 00:14:12.000]  坦白說
[00:14:12.000 --> 00:14:14.000]  如果你問我的話
[00:14:14.000 --> 00:14:16.000]  我覺得時代進步了
[00:14:16.000 --> 00:14:19.000]  但我們的傳播心是退步了
[00:14:19.000 --> 00:14:21.000]  在我剛剛信了耶穌
[00:14:21.000 --> 00:14:23.000]  三十多四十年前
[00:14:23.000 --> 00:14:27.000]  當時我們的社會沒有這麼複雜
[00:14:27.000 --> 00:14:29.000]  複雜的意思是什麼呢
[00:14:29.000 --> 00:14:30.000]  沒有那麼多困難
[00:14:30.000 --> 00:14:32.000]  現在連公屋下面也要保安
[00:14:32.000 --> 00:14:34.000]  也要有身份證
[00:14:34.000 --> 00:14:35.000]  以前我們不是這樣的
[00:14:35.000 --> 00:14:37.000]  我們當時在荃灣
[00:14:37.000 --> 00:14:39.000]  荃灣在屯門也好
[00:14:39.000 --> 00:14:42.000]  你們的屋邨全部下面是沒有保安的
[00:14:42.000 --> 00:14:44.000]  是自由往來的
[00:14:44.000 --> 00:14:46.000]  我們每一個星期
[00:14:46.000 --> 00:14:47.000]  是每一個星期
[00:14:47.000 --> 00:14:49.000]  我們信了之後也會洗房子
[00:14:49.000 --> 00:14:51.000]  大家知道什麼叫洗房子嗎
[00:14:51.000 --> 00:14:53.000]  我們會大家衝上去
[00:14:53.000 --> 00:14:56.000]  每一個家族都會拍門
[00:14:56.000 --> 00:14:58.000]  所以我裡面的記憶是什麼呢
[00:14:58.000 --> 00:15:00.000]  被人扔花生殼
[00:15:00.000 --> 00:15:03.000]  被人三字經問候
[00:15:03.000 --> 00:15:06.000]  被狗吠
[00:15:06.000 --> 00:15:08.000]  被人潑水
[00:15:08.000 --> 00:15:10.000]  什麼都試過
[00:15:10.000 --> 00:15:12.000]  但就是因為這個緣故
[00:15:12.000 --> 00:15:13.000]  坦白說
[00:15:13.000 --> 00:15:14.000]  我這些人
[00:15:14.000 --> 00:15:16.000]  其實我很怕面對這些事情
[00:15:16.000 --> 00:15:18.000]  但我看到那些哥哥
[00:15:18.000 --> 00:15:20.000]  那些姐姐
[00:15:20.000 --> 00:15:22.000]  他們那麼勇敢
[00:15:22.000 --> 00:15:24.000]  他們衝出去
[00:15:24.000 --> 00:15:26.000]  我在後面衝不衝
[00:15:26.000 --> 00:15:28.000]  也要衝的
[00:15:28.000 --> 00:15:32.000]  然後就經歷了很多上帝的奇妙
[00:15:32.000 --> 00:15:36.000]  原來這樣也可以傳福音
[00:15:36.000 --> 00:15:38.000]  明明看到那裡這樣的情況下
[00:15:38.000 --> 00:15:40.000]  我就知道原來這樣叫洗房子
[00:15:40.000 --> 00:15:42.000]  這樣叫傳福音
[00:15:42.000 --> 00:15:45.000]  我們才能夠跨出一步
[00:15:45.000 --> 00:15:46.000]  坦白說
[00:15:46.000 --> 00:15:48.000]  如果今天我們在座的弟兄姊妹
[00:15:48.000 --> 00:15:50.000]  你都坐在這裡的話
[00:15:50.000 --> 00:15:52.000]  我可以保證告訴大家
[00:15:52.000 --> 00:15:54.000]  你整個教會一定坐在這裡
[00:15:54.000 --> 00:15:57.000]  你不會有增長
[00:15:57.000 --> 00:15:59.000]  甚至乎
[00:15:59.000 --> 00:16:01.000]  之前有一句話很喜歡說
[00:16:01.000 --> 00:16:02.000]  佛系
[00:16:02.000 --> 00:16:04.000]  有就有,沒有就沒有
[00:16:04.000 --> 00:16:06.000]  然後我們就美其名
[00:16:06.000 --> 00:16:07.000]  推給上帝
[00:16:07.000 --> 00:16:09.000]  上帝心意
[00:16:09.000 --> 00:16:11.000]  你搞清楚
[00:16:11.000 --> 00:16:13.000]  你講上帝心意之前
[00:16:13.000 --> 00:16:15.000]  你已經盡力了嗎
[00:16:15.000 --> 00:16:17.000]  等於這群弟兄姊妹一樣
[00:16:17.000 --> 00:16:19.000]  當然他們一樣可以回覆約書
[00:16:19.000 --> 00:16:21.000]  看上帝心意
[00:16:21.000 --> 00:16:22.000]  他想拿到的時候
[00:16:22.000 --> 00:16:24.000]  上帝給就給,不給就不給
[00:16:24.000 --> 00:16:26.000]  你就講得輕鬆
[00:16:26.000 --> 00:16:28.000]  但你坐在這裡不動
[00:16:28.000 --> 00:16:30.000]  所以其實你會發覺
[00:16:30.000 --> 00:16:33.000]  首先我們今天要去做上帝的工作的時候
[00:16:33.000 --> 00:16:36.000]  為什麼我今天沒有一個叫局外人的原因
[00:16:36.000 --> 00:16:39.000]  就是你今天來到這個紅恩堂的地方
[00:16:39.000 --> 00:16:41.000]  就是上帝給你一個機會來到這裡
[00:16:41.000 --> 00:16:43.000]  我不知道什麼原因
[00:16:43.000 --> 00:16:45.000]  我不知道你是不是路過
[00:16:45.000 --> 00:16:47.000]  我不知道你是不是最近搬來
[00:16:47.000 --> 00:16:48.000]  我不知道
[00:16:48.000 --> 00:16:50.000]  但你要去問的就是
[00:16:50.000 --> 00:16:52.000]  上帝為什麼你讓我來到這個地方
[00:16:52.000 --> 00:16:54.000]  接觸到這個地方
[00:16:54.000 --> 00:16:56.000]  有沒有一些是你的心意
[00:16:56.000 --> 00:16:57.000]  而講求的就是
[00:16:57.000 --> 00:17:00.000]  大家你是否願意將你最好的
[00:17:00.000 --> 00:17:02.000]  我去奉獻出來
[00:17:02.000 --> 00:17:06.000]  而去幫助這些弟兄姊妹能夠成長
[00:17:08.000 --> 00:17:10.000]  另外一件事你會發覺
[00:17:10.000 --> 00:17:12.000]  這段經文令我感動
[00:17:12.000 --> 00:17:14.000]  就是第十六節至第十七節
[00:17:14.000 --> 00:17:35.000]  其實這個圖畫是很漂亮的
[00:17:35.000 --> 00:17:37.000]  為什麼呢
[00:17:37.000 --> 00:17:38.000]  你會發覺
[00:17:38.000 --> 00:17:41.000]  為什麼約書會害怕
[00:17:41.000 --> 00:17:43.000]  因為他過去見證著
[00:17:43.000 --> 00:17:47.000]  那些人怎樣去攻擊摩西
[00:17:47.000 --> 00:17:49.000]  大家記得嗎
[00:17:49.000 --> 00:17:50.000]  多次
[00:17:50.000 --> 00:17:52.000]  所以如果不是這樣的話
[00:17:52.000 --> 00:17:55.000]  在早一代的那群人
[00:17:55.000 --> 00:17:58.000]  就不會全部死在抗爭
[00:17:58.000 --> 00:18:00.000]  所以他害怕
[00:18:00.000 --> 00:18:02.000]  但現在這個圖畫是什麼
[00:18:02.000 --> 00:18:04.000]  竟然是你放心吧
[00:18:04.000 --> 00:18:06.000]  你叫我怎樣做我就怎樣做
[00:18:06.000 --> 00:18:08.000]  你叫我去哪裡我就去哪裡
[00:18:08.000 --> 00:18:10.000]  和以前摩西是一樣
