
[00:00:00.000 --> 00:00:02.000]  (主席) 各位節目早安
[00:01:45.000 --> 00:01:47.000]  (主席) 多謝曾牧師給我這樣的機會
[00:01:47.000 --> 00:01:49.000]  (主席) 能夠參與
[00:01:49.000 --> 00:01:52.000]  (主席) 跟大家一起敬拜我們的上帝
[00:01:52.000 --> 00:01:54.000]  (主席) 我的聲音有點沙啞
[00:01:54.000 --> 00:01:56.000]  (主席) 因為昨天去了一個婚禮
[00:01:56.000 --> 00:01:58.000]  (主席) 我做了訓練
[00:01:58.000 --> 00:02:00.000]  (主席) 跟著我們校友
[00:02:00.000 --> 00:02:02.000]  (主席) 我以前關心小組
[00:02:02.000 --> 00:02:04.000]  (主席) 整班同學晚上就喝酒
[00:02:04.000 --> 00:02:06.000]  (主席) 很開心 喝酒的地方
[00:02:06.000 --> 00:02:08.000]  (主席) 是很吵很吵
[00:02:08.000 --> 00:02:11.000]  (主席) 整個桌子都要很大聲很大聲說話
[00:02:11.000 --> 00:02:13.000]  (主席) 所以昨晚基本上叫了一整晚
[00:02:13.000 --> 00:02:15.000]  (主席) 訓練的時候就沒有叫
[00:02:15.000 --> 00:02:17.000]  (主席) 因為有咪高峰
[00:02:17.000 --> 00:02:19.000]  (主席) 在教堂裏面就沒事
[00:02:19.000 --> 00:02:21.000]  (主席) 晚上喝酒的時候就叫了一整晚
[00:02:21.000 --> 00:02:23.000]  (主席) 聲音沙啞
[00:02:23.000 --> 00:02:25.000]  (主席) 我們先再一次低頭祈禱
[00:02:25.000 --> 00:02:29.000]  (主席) 殿上我們將時間交託給你
[00:02:29.000 --> 00:02:31.000]  (主席) 今天是我們父親節
[00:02:31.000 --> 00:02:33.000]  (主席) 我們知道你是我們在天上的父
[00:02:33.000 --> 00:02:37.000]  (主席) 你也在地上讓我們有原生的家庭
[00:02:37.000 --> 00:02:39.000]  (主席) 有親生的父母
[00:02:39.000 --> 00:02:42.000]  (主席) 在我們成長的期間
[00:02:42.000 --> 00:02:44.000]  (主席) 我們得到我們的長輩
[00:02:44.000 --> 00:02:46.000]  (主席) 我們父母的照顧
[00:02:46.000 --> 00:02:48.000]  (主席) 我們今天來到你面前敬拜你
[00:02:48.000 --> 00:02:54.000]  (主席) 也是紀念我們父親在我們生命裏面
[00:02:54.000 --> 00:02:57.000]  (主席) 恩情的時候
[00:02:57.000 --> 00:02:59.000]  (主席) 他們的辛勞的時候
[00:02:59.000 --> 00:03:00.000]  (主席) 你與我們同在
[00:03:00.000 --> 00:03:02.000]  (主席) 叫我們讀聖經
[00:03:02.000 --> 00:03:04.000]  (主席) 我們思考
[00:03:04.000 --> 00:03:06.000]  (主席) 我們都能夠心被恩感
[00:03:06.000 --> 00:03:10.000]  (主席) 不單止感謝你這位創造我們
[00:03:10.000 --> 00:03:12.000]  (主席) 也救贖我們的上帝
[00:03:12.000 --> 00:03:14.000]  (主席) 也感謝在我們生命當中
[00:03:14.000 --> 00:03:17.000]  (主席) 真的有很多扶植過我們的人
[00:03:17.000 --> 00:03:22.000]  (主席) 尤其是辛勞在公書教學帶領我們長大
[00:03:22.000 --> 00:03:24.000]  (主席) 我們的父親 我們的母親
[00:03:24.000 --> 00:03:26.000]  (主席) 求天父誰聽我們禱告
[00:03:26.000 --> 00:03:28.000]  (主席) 奉主明求
[00:03:28.000 --> 00:03:33.000]  (主席) 其實如果你說父親節母親節
[00:03:33.000 --> 00:03:36.000]  (主席) 一向節日都比父親節大
[00:03:36.000 --> 00:03:38.000]  (主席) 熱鬧過父親節
[00:03:38.000 --> 00:03:39.000]  (主席) 也比早過
[00:03:39.000 --> 00:03:41.000]  (主席) 應該沒有搞錯
[00:03:41.000 --> 00:03:43.000]  (主席) 我這件事應該沒有fact check過
[00:03:43.000 --> 00:03:46.000]  (主席) 但感覺上應該比父親節早
[00:03:46.000 --> 00:03:50.000]  (主席) 既然有母親節沒理由沒有父親節
[00:03:50.000 --> 00:03:56.000]  (主席) 今天跟大家不是思考單一一位男士
[00:03:56.000 --> 00:04:01.000]  (主席) 他在家庭中所成就的貢獻
[00:04:01.000 --> 00:04:02.000]  (主席) 不是
[00:04:02.000 --> 00:04:04.000]  (主席) 就是一班男人
[00:04:04.000 --> 00:04:08.000]  (主席) 一班男人在一起會做些什麼呢
[00:04:08.000 --> 00:04:11.000]  (主席) 碰到一個問題的時候
[00:04:11.000 --> 00:04:18.000]  (主席) 會如何處理問題以至得到解決呢
[00:04:18.000 --> 00:04:20.000]  (主席) 我們剛才所讀的
[00:04:20.000 --> 00:04:22.000]  (主席) 《士林傳》六章一至七節
[00:04:22.000 --> 00:04:24.000]  (主席) 其實一個典型
[00:04:24.000 --> 00:04:26.000]  (主席) 這個故事有好結局
[00:04:26.000 --> 00:04:28.000]  (主席) 你知道一班男人在一起做事情
[00:04:28.000 --> 00:04:30.000]  (主席) 未必一定有好結果
[00:04:30.000 --> 00:04:32.000]  (主席) 教母會不會打起來呢
[00:04:32.000 --> 00:04:33.000]  (主席) 不知道
[00:04:33.000 --> 00:04:37.000]  (主席) 但這個故事是由一個問題開始
[00:04:37.000 --> 00:04:39.000]  (主席) 但有一個好結局
[00:04:39.000 --> 00:04:43.000]  (主席) 所以我們可以拿來做一個範例
[00:04:43.000 --> 00:04:46.000]  (主席) 讓我們去看
[00:04:46.000 --> 00:04:48.000]  (主席) 要得到一個好結局
[00:04:48.000 --> 00:04:50.000]  (主席) 就沒有保證的
[00:04:50.000 --> 00:04:51.000]  (主席) 真的沒有保證的
[00:04:51.000 --> 00:04:53.000]  (主席) 你可以每件事情
[00:04:53.000 --> 00:04:55.000]  (主席) 每個步驟都做對了
[00:04:55.000 --> 00:04:58.000]  (主席) 但仍然有些不受控的因素
[00:04:58.000 --> 00:05:00.000]  (主席) 那你的結局都會變差
[00:05:00.000 --> 00:05:02.000]  (主席) 都不是如你預期
[00:05:02.000 --> 00:05:04.000]  (主席) 想像中想得到的
[00:05:04.000 --> 00:05:08.000]  (主席) 所以又不是是非必然的一個好結局
[00:05:08.000 --> 00:05:10.000]  (主席) 但無論結局好與壞
[00:05:10.000 --> 00:05:12.000]  (主席) 其實我們都要知道
[00:05:12.000 --> 00:05:16.000]  (主席) 有沒有正確的行路方法
[00:05:16.000 --> 00:05:18.000]  (主席) 行走解決問題
[00:05:18.000 --> 00:05:20.000]  (主席) 一起共事
[00:05:20.000 --> 00:05:22.000]  (主席) 你不只是一個人工作
[00:05:22.000 --> 00:05:24.000]  (主席) 即使家庭裡都不是一個人工作
[00:05:24.000 --> 00:05:26.000]  (主席) 父母要一起合作工作
[00:05:26.000 --> 00:05:29.000]  (主席) 如果父母兩個人這樣的話
[00:05:29.000 --> 00:05:31.000]  (主席) 這個家庭都很難健康
[00:05:31.000 --> 00:05:34.000]  (主席) 甚至很難持續下去
[00:05:34.000 --> 00:05:37.000]  (主席) 一起工作的時候又是一回什麼事情呢?
[00:05:37.000 --> 00:05:41.000]  (主席) 我們先看看問題在哪裡
[00:05:41.000 --> 00:05:44.000]  (主席) 我們先看看經文的第一節
[00:05:44.000 --> 00:05:46.000]  (主席) 問題很簡單
[00:05:46.000 --> 00:05:48.000]  (主席) 有些人被忽略了
[00:05:48.000 --> 00:05:51.000]  (主席) 這個就是最早期的教會
[00:05:51.000 --> 00:05:53.000]  (主席) 現在是《史壇傳》第六章
[00:05:53.000 --> 00:05:55.000]  (主席) 所以五旬節過了之後沒多久
[00:05:55.000 --> 00:05:57.000]  (主席) 十二使徒就繼續在聖殿
[00:05:57.000 --> 00:05:59.000]  (主席) 他仍然在耶路撒冷
[00:05:59.000 --> 00:06:02.000]  (主席) 在聖殿附近宣講
[00:06:02.000 --> 00:06:05.000]  (主席) 沒多久之前就被釘起
[00:06:05.000 --> 00:06:10.000]  (主席) 釘起十字架上
[00:06:10.000 --> 00:06:14.000]  (主席) 卻是三日後復活而升天的
[00:06:14.000 --> 00:06:18.000]  (主席) 為以色列人所選擇
[00:06:18.000 --> 00:06:22.000]  (主席) 要拯救他們的基督尼塞亞
[00:06:22.000 --> 00:06:25.000]  (主席) 宣講這位復活的主
[00:06:25.000 --> 00:06:29.000]  (主席) 我們的盼望不再是虛幻的一件事情
[00:06:29.000 --> 00:06:31.000]  (主席) 是真真實實
[00:06:31.000 --> 00:06:34.000]  (主席) 但我們的主已經復活
[00:06:34.000 --> 00:06:38.000]  (主席) 死亡的勢力即使是現存
[00:06:38.000 --> 00:06:42.000]  (主席) 但事實中死亡的勢力已經過去
[00:06:42.000 --> 00:06:46.000]  (主席) 因為有更大的力量已經戰勝死亡
[00:06:46.000 --> 00:06:49.000]  (主席) 你和我的年齡都慢慢長大
[00:06:49.000 --> 00:06:53.000]  (主席) 都在看地上生活的終點
[00:06:53.000 --> 00:06:55.000]  (主席) 但你和我都要知道
[00:06:55.000 --> 00:06:57.000]  (主席) 因著主的關係
[00:06:57.000 --> 00:07:02.000]  (主席) 地上的終點卻不是我們生命的終點
[00:07:02.000 --> 00:07:04.000]  (主席) 宣揚基督
[00:07:04.000 --> 00:07:06.000]  (主席) 教會一向都有一個
[00:07:06.000 --> 00:07:08.000]  (主席) 由最早期教會都有一個
[00:07:08.000 --> 00:07:11.000]  (主席) 慈慰的基因 教會的DNA
[00:07:11.000 --> 00:07:13.000]  (主席) 教會的DNA當然是敬拜
[00:07:13.000 --> 00:07:19.000]  (主席) 斷溪 傳福音 禱告服事上帝
[00:07:19.000 --> 00:07:21.000]  (主席) 亦都是彼此的服事
[00:07:21.000 --> 00:07:23.000]  (主席) 彼此的服事當中
[00:07:23.000 --> 00:07:25.000]  (主席) 又不只是教會裏面弟兄姊妹彼此服事
[00:07:25.000 --> 00:07:27.000]  (主席) 教會是外向型的
[00:07:27.000 --> 00:07:30.000]  (主席) 由第一天開始都是外向型的
[00:07:30.000 --> 00:07:32.000]  (主席) 所以他們會做慈慰工作
[00:07:32.000 --> 00:07:38.000]  (主席) 慈慰工作一方面當然是對人家好
[00:07:38.000 --> 00:07:41.000]  (主席) 令人家眼中有個印象
[00:07:41.000 --> 00:07:45.000]  (主席) 將來你和人分享一些東西的時候
[00:07:45.000 --> 00:07:47.000]  (主席) 人家都會比較容易聽到
[00:07:47.000 --> 00:07:48.000]  (主席) 這是人之常情
[00:07:48.000 --> 00:07:51.000]  (主席) 所以合理的 是合理的做法
[00:07:51.000 --> 00:07:54.000]  (主席) 但其實有更加深的一層
[00:07:54.000 --> 00:07:58.000]  (主席) 就是基督徒都認識到
[00:07:58.000 --> 00:08:00.000]  (主席) 即使我們是信主的
[00:08:00.000 --> 00:08:02.000]  (主席) 外面的人是不信主的
[00:08:02.000 --> 00:08:04.000]  (主席) 但他們都是上帝所創造
[00:08:04.000 --> 00:08:10.000]  (主席) 上帝的心意就是要讓所有人都歸向他
[00:08:10.000 --> 00:08:13.000]  (主席) 萬人得救 不願意 一個人沉淪
[00:08:13.000 --> 00:08:16.000]  (主席) 而我們對他人好
[00:08:16.000 --> 00:08:21.000]  (主席) 是建基於他們都是上帝所創造的前提上
[00:08:21.000 --> 00:08:26.000]  (主席) 不單是希望有個務實的動機
[00:08:26.000 --> 00:08:29.000]  (主席) 希望我們將來向他們說傳福音
[00:08:29.000 --> 00:08:30.000]  (主席) 他們會聽
[00:08:30.000 --> 00:08:33.000]  (主席) 而事實上他們和我們在上帝面前
[00:08:33.000 --> 00:08:35.000]  (主席) 都是上帝所愛的人
[00:08:35.000 --> 00:08:39.000]  (主席) 而且這個世界上永遠都有人有需要
[00:08:39.000 --> 00:08:41.000]  (主席) 所以就持畏基因就在這裡出來
[00:08:41.000 --> 00:08:44.000]  (主席) 所以早期教會人數三千五千人信主
[00:08:44.000 --> 00:08:47.000]  (主席) 當中有很多窮人 以前世界上有很多窮人
[00:08:47.000 --> 00:08:49.000]  (主席) 現在世界上當然也有 現代世界
[00:08:49.000 --> 00:08:53.000]  (主席) 但是剛才曾牧師很辛苦
[00:08:53.000 --> 00:08:57.000]  (主席) 主席學完之後就去車站載我過來
[00:08:57.000 --> 00:09:00.000]  (主席) 他當然要介紹 開車一路走介紹
[00:09:00.000 --> 00:09:04.000]  (主席) 低密度住宅 兩等是低密度住宅
[00:09:04.000 --> 00:09:07.000]  (主席) 中產或中上 中間夾住那個
[00:09:07.000 --> 00:09:10.000]  (主席) 現在叫做簡約公屋
[00:09:10.000 --> 00:09:13.000]  (主席) 兩等中間夾住簡約公屋
[00:09:13.000 --> 00:09:16.000]  (主席) 所以我們中間又有需要人
[00:09:16.000 --> 00:09:18.000]  (主席) 以前世界更加是
[00:09:18.000 --> 00:09:21.000]  (主席) 這個不需要我跟大家解釋
[00:09:21.000 --> 00:09:24.000]  (主席) 所以早期教會做最簡單的事
[00:09:24.000 --> 00:09:26.000]  (主席) 就是一日三餐解決
[00:09:26.000 --> 00:09:28.000]  (主席) 一個人要溫 要飽
[00:09:28.000 --> 00:09:30.000]  (主席) 溫未必一定提供到那麼多地方
[00:09:30.000 --> 00:09:32.000]  (主席) 住一下 只住溫
[00:09:32.000 --> 00:09:34.000]  (主席) 但是飽很重要 要飽
[00:09:34.000 --> 00:09:36.000]  (主席) 如果吃不飽的話
[00:09:36.000 --> 00:09:38.000]  (主席) 連自己有份工作給你做
[00:09:38.000 --> 00:09:40.000]  (主席) 你都沒有力量 你會爭輸
[00:09:40.000 --> 00:09:42.000]  (主席) 被人搶了份工作做
[00:09:42.000 --> 00:09:45.000]  (主席) 越來越每況愈下
[00:09:45.000 --> 00:09:48.000]  (主席) 變成沒得救了
[00:09:48.000 --> 00:09:50.000]  (主席) 所以最重要是飽
[00:09:50.000 --> 00:09:52.000]  (主席) 你有份工作做
[00:09:52.000 --> 00:09:54.000]  (主席) 都可以做到那份工作能夠幫到自己
[00:09:54.000 --> 00:09:56.000]  (主席) 所以就做食物銀行
[00:09:56.000 --> 00:09:58.000]  (主席) 不是食物銀行
[00:09:58.000 --> 00:10:00.000]  (主席) 開條食物線
[00:10:00.000 --> 00:10:02.000]  (主席) 是飯食
[00:10:02.000 --> 00:10:04.000]  (主席) 不過呢
[00:10:04.000 --> 00:10:06.000]  (主席) 很壞不壞呢
[00:10:06.000 --> 00:10:08.000]  (主席) 就是被人投訴
[00:10:08.000 --> 00:10:11.000]  (主席) 就說忽略了
[00:10:11.000 --> 00:10:15.000]  (主席) 現在就叫歧視某一類的人
[00:10:15.000 --> 00:10:17.000]  (主席) 耶路撒冷 猶大地
[00:10:17.000 --> 00:10:19.000]  (主席) 以色列人說的以色列話
[00:10:19.000 --> 00:10:21.000]  (主席) 以色列話我們說的所謂的希伯來話
[00:10:21.000 --> 00:10:23.000]  (主席) 現在的以色列的摩登以色列話
[00:10:23.000 --> 00:10:25.000]  (主席) 是由以前的希伯來話變過來
[00:10:25.000 --> 00:10:27.000]  (主席) 但是跟以前很不同的了
[00:10:27.000 --> 00:10:29.000]  (主席) 其實
[00:10:29.000 --> 00:10:31.000]  (主席) 就等於我們現在的白話
[00:10:31.000 --> 00:10:33.000]  (主席) 廣東話都好
[00:10:33.000 --> 00:10:35.000]  (主席) 都跟以前是會有文言文
[00:10:35.000 --> 00:10:37.000]  (主席) 就算是說白話
[00:10:37.000 --> 00:10:41.000]  (主席) 以前的白話都跟我們現在有些區別
[00:10:41.000 --> 00:10:43.000]  (主席) 但是猶太人
[00:10:43.000 --> 00:10:45.000]  (主席) 大家讀舊約就知道
[00:10:45.000 --> 00:10:47.000]  (主席) 因為以色列犯罪
[00:10:47.000 --> 00:10:49.000]  (主席) 上帝是讓外幫人擄了
[00:10:49.000 --> 00:10:51.000]  (主席) 滅了北面以色列
[00:10:51.000 --> 00:10:53.000]  (主席) 南面猶大國
[00:10:53.000 --> 00:10:55.000]  (主席) 結果猶太人就有一部
[00:10:55.000 --> 00:10:57.000]  (主席) 很長時間就四散
[00:10:57.000 --> 00:10:59.000]  (主席) 後來就有一部份就回到以色列
[00:10:59.000 --> 00:11:01.000]  (主席) 就造成在耶穌時代
[00:11:01.000 --> 00:11:03.000]  (主席) 猶大地有以色列人
[00:11:03.000 --> 00:11:05.000]  (主席) 但是也有很多呢
[00:11:05.000 --> 00:11:07.000]  (主席) 分散到外地避老
[00:11:07.000 --> 00:11:09.000]  (主席) 他們不是去移民
[00:11:09.000 --> 00:11:11.000]  (主席) 我知道新界有很多
[00:11:11.000 --> 00:11:13.000]  (主席) 去英國很早期
[00:11:13.000 --> 00:11:15.000]  (主席) 去英國開餐廳
[00:11:15.000 --> 00:11:17.000]  (主席) 移民去
[00:11:17.000 --> 00:11:19.000]  (主席) 不是移民而是避老
[00:11:19.000 --> 00:11:21.000]  (主席) 打仗的時候被人俘虜
[00:11:21.000 --> 00:11:23.000]  (主席) 被人帶到異地外地很慘的
[00:11:23.000 --> 00:11:25.000]  (主席) 但是經過十代
[00:11:25.000 --> 00:11:27.000]  (主席) 二十代之後
[00:11:27.000 --> 00:11:29.000]  (主席) 就算有得回來也好都不回來
[00:11:29.000 --> 00:11:31.000]  (主席) 所以周圍都有很多猶太人
[00:11:31.000 --> 00:11:33.000]  (主席) 但是他們仍然是猶太人
[00:11:33.000 --> 00:11:36.000]  (主席) 所以他們仍然知道敬拜的中心在耶路撒冷
[00:11:36.000 --> 00:11:39.000]  (主席) 所以他們有時會過節
[00:11:39.000 --> 00:11:41.000]  (主席) 會回去某些大節期
[00:11:41.000 --> 00:11:43.000]  (主席) 所以看到五旬節
[00:11:43.000 --> 00:11:46.000]  (主席) 就很多周圍外地的猶太人都會回去耶路撒冷過節
[00:11:46.000 --> 00:11:48.000]  (主席) 那些人回去耶路撒冷過節
[00:11:48.000 --> 00:11:50.000]  (主席) 那些人就不是說當地話
[00:11:50.000 --> 00:11:52.000]  (主席) 就是說
[00:11:52.000 --> 00:11:54.000]  (主席) 說雞腸
[00:11:54.000 --> 00:11:56.000]  (主席) 就是我們這些小朋友出去讀書
[00:11:56.000 --> 00:11:58.000]  (主席) 讀了十多年回來差點連廣東話都不懂
[00:11:58.000 --> 00:12:00.000]  (主席) 就是說英文
[00:12:00.000 --> 00:12:02.000]  (主席) 說希臘話
[00:12:02.000 --> 00:12:05.000]  (主席) 有些人回來之後就滯留了
[00:12:05.000 --> 00:12:07.000]  (主席) 這裡是說那些寡婦
[00:12:07.000 --> 00:12:10.000]  (主席) 可能是住了一段時間
[00:12:10.000 --> 00:12:12.000]  (主席) 先生過世了
[00:12:12.000 --> 00:12:14.000]  (主席) 又或者是有其他的因素
[00:12:14.000 --> 00:12:16.000]  (主席) 令到他們那些說希臘話的猶太人
[00:12:16.000 --> 00:12:18.000]  (主席) 寡婦滯留在耶路撒冷
[00:12:18.000 --> 00:12:20.000]  (主席) 那你知道
[00:12:20.000 --> 00:12:22.000]  (主席) 寡婦在現在世界都很難
[00:12:22.000 --> 00:12:24.000]  (主席) 我的爸爸
[00:12:24.000 --> 00:12:26.000]  (主席) 我爸爸是我中學畢業那年
[00:12:26.000 --> 00:12:28.000]  (主席) 我中五那年過世的
[00:12:28.000 --> 00:12:30.000]  (主席) 家裡有五個小朋友
[00:12:30.000 --> 00:12:32.000]  (主席) 我最大的
[00:12:32.000 --> 00:12:34.000]  (主席) 最小的弟弟那時候在讀幼稚園
[00:12:34.000 --> 00:12:36.000]  (主席) 我媽媽是一手
[00:12:36.000 --> 00:12:38.000]  (主席) 搞定五個人的
[00:12:38.000 --> 00:12:40.000]  (主席) 寡婦
[00:12:40.000 --> 00:12:42.000]  (主席) 我讀中學畢業那年
[00:12:42.000 --> 00:12:44.000]  (主席) 媽媽就變成寡婦了
[00:12:44.000 --> 00:12:46.000]  (主席) 所以這些事情我是很深刻的感受
[00:12:46.000 --> 00:12:48.000]  (主席) 以前的寡婦更加慘
[00:12:48.000 --> 00:12:50.000]  (主席) 是你沒有經濟能力
[00:12:50.000 --> 00:12:52.000]  (主席) 完全沒有經濟能力
[00:12:52.000 --> 00:12:54.000]  (主席) 我媽媽因為住公屋
[00:12:54.000 --> 00:12:56.000]  (主席) 都還好一點
[00:12:56.000 --> 00:12:58.000]  (主席) 起碼那個灣那裡有一個地方
[00:12:58.000 --> 00:13:00.000]  (主席) 租金很便宜
[00:13:00.000 --> 00:13:02.000]  (主席) 所以在這些情況下
[00:13:02.000 --> 00:13:04.000]  (主席) 那些滯留寡婦
[00:13:04.000 --> 00:13:06.000]  (主席) 是需要幫助的
[00:13:06.000 --> 00:13:08.000]  (主席) 不過早期教會
[00:13:08.000 --> 00:13:10.000]  (主席) 沒有想到一件事
[00:13:10.000 --> 00:13:12.000]  (主席) 大家四處圍在一起
[00:13:12.000 --> 00:13:14.000]  (主席) 四一人個個講四一話
[00:13:14.000 --> 00:13:16.000]  (主席) 圍在一起 台山人個個講台山話
[00:13:16.000 --> 00:13:18.000]  (主席) 照顧台山人
[00:13:18.000 --> 00:13:22.000]  (主席) 我們在香港講廣東話
[00:13:22.000 --> 00:13:24.000]  (主席) 內地有講普通話的
[00:13:24.000 --> 00:13:26.000]  (主席) 他們又不懂聽你講廣東話
[00:13:26.000 --> 00:13:28.000]  (主席) 就算有一個地方有飯吃
[00:13:28.000 --> 00:13:30.000]  (主席) 都不為意
[00:13:30.000 --> 00:13:32.000]  (主席) 不知道沒有人叫他
[00:13:32.000 --> 00:13:34.000]  (主席) 所以就被忽略
[00:13:34.000 --> 00:13:36.000]  (主席) 忽略下來
[00:13:36.000 --> 00:13:38.000]  (主席) 就有人為他們發聲
[00:13:38.000 --> 00:13:42.000]  (主席) 就投訴你們在每天的公認上
[00:13:42.000 --> 00:13:44.000]  (主席) 忽略了那些講外地話
[00:13:44.000 --> 00:13:46.000]  (主席) 其實都是猶太人
[00:13:46.000 --> 00:13:48.000]  (主席) 猶太人來的 猶太人寡婦
[00:13:48.000 --> 00:13:50.000]  (主席) 有極大需要 忽略了他們
[00:13:50.000 --> 00:13:52.000]  (主席) 所以
[00:13:52.000 --> 00:13:54.000]  (主席) 我分享的題目就是
[00:13:54.000 --> 00:13:56.000]  (主席) 當有投訴事
[00:13:56.000 --> 00:13:58.000]  (主席) 不過這個是
[00:13:58.000 --> 00:14:02.000]  (主席) 有投訴
[00:14:02.000 --> 00:14:04.000]  (主席) 香港多不多人投訴
[00:14:04.000 --> 00:14:06.000]  (主席) 很多人投訴
[00:14:06.000 --> 00:14:08.000]  (主席) 我要問問 建州
[00:14:08.000 --> 00:14:10.000]  (主席) 弟兄就知道
[00:14:10.000 --> 00:14:12.000]  (主席) 他以前在警隊服務就知道
[00:14:12.000 --> 00:14:16.000]  (主席) 我打電話要向警察投訴
[00:14:16.000 --> 00:14:18.000]  (主席) 哪裡哪裡出現這些事
[00:14:18.000 --> 00:14:20.000]  (主席) 某某人 怎樣怎樣
[00:14:20.000 --> 00:14:22.000]  (主席) 香港都很盛行一種投訴文化的
[00:14:22.000 --> 00:14:24.000]  (主席) 香港都很盛行一種投訴文化的
[00:14:24.000 --> 00:14:26.000]  (主席) 其實是
[00:14:26.000 --> 00:14:28.000]  (主席) 有投訴 你怎樣
[00:14:28.000 --> 00:14:30.000]  (主席) 如果你是接受投訴的
[00:14:30.000 --> 00:14:32.000]  (主席) 或者你是被投訴的一方
[00:14:32.000 --> 00:14:34.000]  (主席) 你是被投訴的一方
[00:14:34.000 --> 00:14:36.000]  (主席) 你那晚在家裡
[00:14:36.000 --> 00:14:38.000]  (主席) 開小早 突然很開心很嘈
[00:14:38.000 --> 00:14:40.000]  (主席) 隔離 嘎嘎嘎嘎 搞到十點鐘
[00:14:40.000 --> 00:14:42.000]  (主席) 十點鐘很早而已 在香港
[00:14:42.000 --> 00:14:44.000]  (主席) 你不要那麼嘈
[00:14:44.000 --> 00:14:46.000]  (主席) 被投訴的一方
[00:14:46.000 --> 00:14:48.000]  (主席) 那你會怎樣做
[00:14:50.000 --> 00:14:52.000]  (主席) 你說 嘈什麼 嘈 這麼早
[00:14:52.000 --> 00:14:54.000]  (主席) 還沒睡覺 哪有人這麼早睡覺
[00:14:54.000 --> 00:14:56.000]  (主席) 十點鐘我們會閉嘴的 你回去吧
[00:14:56.000 --> 00:14:58.000]  (主席) 你這樣
[00:14:58.000 --> 00:15:00.000]  (主席) 這樣做就升級了
[00:15:00.000 --> 00:15:02.000]  (主席) 我們說將事情慢慢升級
[00:15:02.000 --> 00:15:04.000]  (主席) 被人投訴的時候
[00:15:04.000 --> 00:15:06.000]  (主席) 要解決這個問題
[00:15:06.000 --> 00:15:08.000]  (主席) 你知道
[00:15:08.000 --> 00:15:10.000]  (主席) 飯食
[00:15:10.000 --> 00:15:12.000]  (主席) 我們不知道聖經沒有說
[00:15:12.000 --> 00:15:14.000]  (主席) 是早期教會
