
[00:00:00.000 --> 00:00:05.000]  主持人:待會兒的弟兄姊妹平安
[00:01:21.500 --> 00:01:25.000]  世界的時間是有期限的
[00:01:25.000 --> 00:01:27.500]  生命是有限制的
[00:01:27.500 --> 00:01:29.000]  而且短暫
[00:01:29.000 --> 00:01:31.000]  同會扭壞
[00:01:31.000 --> 00:01:33.000]  地上的一切物質
[00:01:33.000 --> 00:01:35.500]  都沒有永恆價值
[00:01:35.500 --> 00:01:38.500]  最終都會變為無有
[00:01:38.500 --> 00:01:41.000]  而且在世界終結的時候
[00:01:41.000 --> 00:01:43.000]  是有審判
[00:01:43.000 --> 00:01:46.000]  每一個人都要對自己所做過的事
[00:01:46.000 --> 00:01:47.500]  所犯的罪
[00:01:47.500 --> 00:01:49.500]  負上責任和代價
[00:01:49.500 --> 00:01:53.500]  而神就是終極的審判者
[00:01:53.500 --> 00:01:55.500]  可以這麼說
[00:01:55.500 --> 00:01:57.500]  人從出生到死亡
[00:01:57.500 --> 00:02:01.500]  就是一個生命探索和成長的旅程
[00:02:01.500 --> 00:02:04.500]  一生之中遇到什麼事
[00:02:04.500 --> 00:02:06.500]  最終可以去到哪裡
[00:02:06.500 --> 00:02:08.500]  最後可以得到什麼
[00:02:08.500 --> 00:02:10.000]  一切的答案
[00:02:10.000 --> 00:02:13.000]  都要視乎每個人的經歷和際遇
[00:02:13.000 --> 00:02:15.500]  以及如何去回應
[00:02:15.500 --> 00:02:17.500]  我們有沒有想過
[00:02:17.500 --> 00:02:20.000]  我們的生命之旅
[00:02:20.000 --> 00:02:24.000]  可以為我們帶來什麼結局呢?
[00:02:24.000 --> 00:02:27.000]  是一個豐盛的人生
[00:02:27.000 --> 00:02:30.500]  還是一個虛空的旅程呢?
[00:02:30.500 --> 00:02:33.500]  今天我們從啟示錄兩段經文
[00:02:33.500 --> 00:02:35.500]  看看在世界終結的時候
[00:02:35.500 --> 00:02:37.000]  會發生什麼事
[00:02:37.000 --> 00:02:38.500]  讓我們今天的人生
[00:02:38.500 --> 00:02:40.000]  能夠作出一個
[00:02:40.000 --> 00:02:43.500]  即時的信仰反思和回應
[00:02:43.500 --> 00:02:45.500]  我們一起去祈禱
[00:02:48.000 --> 00:02:50.000]  天父我們要感謝讚美祢
[00:02:50.000 --> 00:02:53.000]  因為祢是創始成中的主
[00:02:53.000 --> 00:02:55.000]  祢既是開始
[00:02:55.000 --> 00:02:57.000]  也是終結
[00:02:57.000 --> 00:02:59.000]  萬有都歸祢
[00:02:59.000 --> 00:03:01.500]  萬有也因祢而立而生
[00:03:01.500 --> 00:03:03.000]  我們的生活
[00:03:03.000 --> 00:03:04.000]  存留
[00:03:04.000 --> 00:03:05.500]  氣息
[00:03:05.500 --> 00:03:07.500]  一切都在乎祢
[00:03:07.500 --> 00:03:09.500]  求主讓我們每一個
[00:03:09.500 --> 00:03:11.500]  都按著祢的心意而活
[00:03:11.500 --> 00:03:14.500]  也為著我們所領受的恩典
[00:03:14.500 --> 00:03:18.000]  甘心樂意為主祢作美好的見證
[00:03:18.000 --> 00:03:19.000]  我們祈禱
[00:03:19.000 --> 00:03:22.000]  奉靠主耶穌基督得聖名字祈求
[00:03:22.000 --> 00:03:25.000]  啟示錄的作者
[00:03:25.000 --> 00:03:26.000]  是仕途約翰
[00:03:26.000 --> 00:03:30.000]  也是主耶穌最愛的其中一個門徒
[00:03:30.000 --> 00:03:31.500]  約翰當時被羅馬政府
[00:03:31.500 --> 00:03:33.000]  流放到拔摩島
[00:03:33.000 --> 00:03:36.000]  但主耶穌仍然與他同在
[00:03:36.000 --> 00:03:39.500]  讓約翰領受從神而來的意象
[00:03:39.500 --> 00:03:42.500]  讓他看到將來在天上的敬拜
[00:03:42.500 --> 00:03:44.500]  以及世界的終局
[00:03:44.500 --> 00:03:46.500]  經文第一節這樣說
[00:03:46.500 --> 00:03:48.500]  「理想者裡來
[00:03:48.500 --> 00:03:53.500]  我要把此後必須發生的事指示你」
[00:03:53.500 --> 00:03:55.500]  耶穌基督啟示仕途約翰
[00:03:55.500 --> 00:03:58.500]  讓他有機會看到將來的事
[00:03:58.500 --> 00:04:00.500]  約翰也將自己所見到的
[00:04:00.500 --> 00:04:03.500]  記錄在啟示錄裡
[00:04:03.500 --> 00:04:04.500]  讓後世的信徒
[00:04:04.500 --> 00:04:08.500]  也有機會感受和經歷到
[00:04:08.500 --> 00:04:11.500]  神給他們領受的啟示
[00:04:11.500 --> 00:04:13.500]  在意象裡
[00:04:13.500 --> 00:04:16.500]  約翰看到天上有一個寶座
[00:04:16.500 --> 00:04:19.500]  而坐在寶座上的是誰呢?
[00:04:19.500 --> 00:04:25.500]  作者以碧玉、紅寶石來形容神的樣子
[00:04:25.500 --> 00:04:26.500]  事實上
[00:04:26.500 --> 00:04:28.500]  地上沒有任何文字
[00:04:28.500 --> 00:04:30.500]  可以描述到神的模樣
[00:04:30.500 --> 00:04:33.500]  因為神的形象是超越的
[00:04:33.500 --> 00:04:35.500]  因此約翰只能夠以地上
[00:04:35.500 --> 00:04:38.500]  最耀目璀璨的寶石來描述
[00:04:38.500 --> 00:04:40.500]  而圍在寶座四周的
[00:04:40.500 --> 00:04:45.500]  也只能夠以類比的彩虹、綠寶石來形容
[00:04:45.500 --> 00:04:47.500]  因此約翰所見到的
[00:04:47.500 --> 00:04:52.500]  其實是一個極其威榮、尊貴的景象
[00:04:52.500 --> 00:04:56.500]  坐在寶座上的是擁有極其尊貴的榮耀
[00:04:56.500 --> 00:04:59.500]  是超越地上一切所有
[00:04:59.500 --> 00:05:04.500]  亦表示坐在寶座上是超越一切的
[00:05:04.500 --> 00:05:06.500]  除了寶座之外
[00:05:06.500 --> 00:05:09.500]  最接近寶座的是有二十四個座位
[00:05:09.500 --> 00:05:12.500]  上面坐著二十四位長老
[00:05:12.500 --> 00:05:14.500]  身穿白衣
[00:05:14.500 --> 00:05:16.500]  頭上戴著金冠面
[00:05:16.500 --> 00:05:18.500]  二十四位長老
[00:05:18.500 --> 00:05:20.500]  有學者認為是表示
[00:05:20.500 --> 00:05:22.500]  舊約的十二支派
[00:05:22.500 --> 00:05:24.500]  以及新約的十二使徒
[00:05:24.500 --> 00:05:27.500]  二十四位長老是新舊約的代表
[00:05:27.500 --> 00:05:30.500]  亦代表著一切屬神的人
[00:05:30.500 --> 00:05:33.500]  是神所揀選的子民
[00:05:33.500 --> 00:05:35.500]  每一個被神揀選的信徒
[00:05:35.500 --> 00:05:37.500]  都包括其中
[00:05:37.500 --> 00:05:39.500]  他們身穿白衣
[00:05:39.500 --> 00:05:42.500]  代表著每一個都聖潔無瑕
[00:05:42.500 --> 00:05:44.500]  被神接納
[00:05:44.500 --> 00:05:46.500]  他們頭戴金冠面
[00:05:46.500 --> 00:05:49.500]  代表榮耀和勝利
[00:05:49.500 --> 00:05:51.500]  是德性的一群
[00:05:51.500 --> 00:05:54.500]  亦都是被神賞賜的一群
[00:05:54.500 --> 00:05:59.500]  在寶座前有閃電、聲音、雷轟發出
[00:05:59.500 --> 00:06:01.500]  代表有極大的權能
[00:06:01.500 --> 00:06:03.500]  從寶座發出
[00:06:03.500 --> 00:06:05.500]  神的七靈
[00:06:05.500 --> 00:06:06.500]  即是聖靈
[00:06:06.500 --> 00:06:09.500]  神透過聖靈施展他的大能
[00:06:09.500 --> 00:06:11.500]  寶座前有玻璃海
[00:06:11.500 --> 00:06:13.500]  能夠揭示世界一切
[00:06:13.500 --> 00:06:15.500]  以及終局的信息
[00:06:15.500 --> 00:06:16.500]  一切的奧秘
[00:06:16.500 --> 00:06:19.500]  都可以從玻璃海裏面知道
[00:06:19.500 --> 00:06:21.500]  想一想
[00:06:21.500 --> 00:06:23.500]  弟兄姊妹想一想
[00:06:23.500 --> 00:06:27.500]  如果我們身處其中
[00:06:27.500 --> 00:06:29.500]  我們會有甚麼感受?
[00:06:29.500 --> 00:06:34.500]  是否一種興邁不得的感覺?
[00:06:35.500 --> 00:06:37.500]  到時我深信
[00:06:37.500 --> 00:06:39.500]  我們只能夠
[00:06:39.500 --> 00:06:41.500]  只有一個動作
[00:06:41.500 --> 00:06:44.500]  就是俯伏在寶座前
[00:06:44.500 --> 00:06:48.500]  甚至連頭都不敢抬起來
[00:06:48.500 --> 00:06:52.500]  寶座的四位
[00:06:52.500 --> 00:06:55.500]  寶座周圍四邊有四個活物
[00:06:55.500 --> 00:06:58.500]  遍體前後都長滿了眼睛
[00:06:58.500 --> 00:07:02.500]  長滿了眼睛代表了他的透視能力和智慧
[00:07:02.500 --> 00:07:04.500]  四活物的描述
[00:07:04.500 --> 00:07:08.500]  和以西傑書所提到的天使基路伯很相似
[00:07:08.500 --> 00:07:11.500]  不過以西傑書所提到的天使
[00:07:11.500 --> 00:07:13.500]  只有四個翅膀
[00:07:13.500 --> 00:07:18.500]  反而和以塞亞書所描述的薩拉忽
[00:07:18.500 --> 00:07:19.500]  就相似了
[00:07:19.500 --> 00:07:21.500]  同樣有六個翅膀
[00:07:21.500 --> 00:07:23.500]  第一個活物好像獅子
[00:07:23.500 --> 00:07:25.500]  第二個像牛軸
[00:07:25.500 --> 00:07:27.500]  第三個像獵人獵
[00:07:27.500 --> 00:07:29.500]  第四個像飛鷹
[00:07:29.500 --> 00:07:32.500]  獅子是野獸之中最強大的
[00:07:32.500 --> 00:07:36.500]  牛軸是加速中最強壯的
[00:07:36.500 --> 00:07:40.500]  人是萬物之中最有靈性的
[00:07:40.500 --> 00:07:44.500]  而飛鷹就是鳥類之中最兇猛的
[00:07:44.500 --> 00:07:46.500]  四種最優秀的特點
[00:07:46.500 --> 00:07:49.500]  同時集結在這個四活物身上
[00:07:49.500 --> 00:07:55.500]  四活物就代表著整個創造界的一切生物
[00:07:55.500 --> 00:07:57.500]  包括天上的天使
[00:07:57.500 --> 00:07:59.500]  他們都在寶座之前
[00:07:59.500 --> 00:08:01.500]  晝夜不停地讚美神
[00:08:01.500 --> 00:08:04.500]  聖哉!聖哉!聖哉!
[00:08:04.500 --> 00:08:06.500]  主全能的神
[00:08:06.500 --> 00:08:10.500]  昔在、今在、以後永在
[00:08:10.500 --> 00:08:12.500]  我們有沒有想過
[00:08:12.500 --> 00:08:15.500]  晝夜不停地去讚美神?
[00:08:15.500 --> 00:08:18.500]  詩篇第一篇有說過
[00:08:18.500 --> 00:08:21.500]  他為喜愛耶和華的律法
[00:08:21.500 --> 00:08:23.500]  晝夜思想祂的律法
[00:08:23.500 --> 00:08:25.500]  這個人就是有福了
[00:08:25.500 --> 00:08:28.500]  晝夜思想神的律法
[00:08:28.500 --> 00:08:31.500]  以及晝夜讚美神
[00:08:31.500 --> 00:08:33.500]  都是神所喜悅的
[00:08:33.500 --> 00:08:37.500]  我們閱讀了上述的經文
[00:08:37.500 --> 00:08:39.500]  就有一個印象
[00:08:39.500 --> 00:08:43.500]  這是一個敬拜、讚美的景象
[00:08:43.500 --> 00:08:46.500]  天上的敬拜就是這樣的
[00:08:46.500 --> 00:08:50.500]  當二十四位長老俯伏敬拜的時候
[00:08:50.500 --> 00:08:53.500]  他們將戴在頭上的冠冕脫下
[00:08:53.500 --> 00:08:55.500]  放在寶座前
[00:08:55.500 --> 00:08:59.500]  然後才說出讚美的說話
[00:08:59.500 --> 00:09:06.500]  當他們身處在榮耀、尊貴、威嚴的主面前
[00:09:06.500 --> 00:09:11.500]  就算已經賞賜給他們的冠冕
[00:09:11.500 --> 00:09:14.500]  他們都願意甘心樂意地
[00:09:14.500 --> 00:09:16.500]  放在寶座前
[00:09:16.500 --> 00:09:19.500]  因為與尊貴的主相比
[00:09:19.500 --> 00:09:24.500]  個人頭上的冠冕算不得什麼
[00:09:24.500 --> 00:09:26.500]  弟兄姊妹
[00:09:26.500 --> 00:09:28.500]  司徒約翰所見到的
[00:09:28.500 --> 00:09:32.500]  是將來在天上的敬拜
[00:09:32.500 --> 00:09:35.500]  是眾信徒、眾天使
[00:09:35.500 --> 00:09:39.500]  以及眾被造物一起敬拜的情景
[00:09:39.500 --> 00:09:48.500]  整個情景都顯得莊重、威嚴、輕慢不得
[00:09:48.500 --> 00:09:50.500]  今天我們回到教會
[00:09:50.500 --> 00:09:53.500]  這個聖殿裡面敬拜
[00:09:53.500 --> 00:09:57.500]  有聖經學者甚至神學家都說
[00:09:57.500 --> 00:10:02.500]  這個就是將來天上敬拜的預演
[00:10:02.500 --> 00:10:04.500]  我們要問
[00:10:04.500 --> 00:10:06.500]  如果這個真是預演
[00:10:06.500 --> 00:10:09.500]  我們今天地上敬拜的預演
[00:10:09.500 --> 00:10:13.500]  以致我們將來在天上敬拜的時候
[00:10:13.500 --> 00:10:15.500]  可以實踐的時候
[00:10:15.500 --> 00:10:17.500]  我們要問自己
[00:10:17.500 --> 00:10:22.500]  我們有沒有一份對主耶穌尊崇的態度
[00:10:22.500 --> 00:10:25.500]  我們會不會遲到呢?
[00:10:25.500 --> 00:10:29.500]  我們會不會不專心呢?
[00:10:29.500 --> 00:10:34.500]  我們會不會不預備自己的心靈去敬拜呢?
[00:10:34.500 --> 00:10:37.500]  我們有沒有為了這一天
[00:10:37.500 --> 00:10:39.500]  這一天主日崇拜
[00:10:39.500 --> 00:10:41.500]  為主獻上最好的呢?
[00:10:41.500 --> 00:10:43.500]  什麼是最好的?
[00:10:43.500 --> 00:10:48.500]  在主耶穌聖經上的回應
[00:10:48.500 --> 00:10:50.500]  我們可以知道這個答案
[00:10:50.500 --> 00:10:52.500]  什麼叫做最好
[00:10:52.500 --> 00:10:59.500]  就是你要盡心、盡性、盡意、盡力去愛祂
[00:10:59.500 --> 00:11:02.500]  我們盡了沒有呢?
[00:11:02.500 --> 00:11:04.500]  我們盡了什麼呢?
[00:11:04.500 --> 00:11:10.500]  今天我們對敬拜有沒有另一種更深的感受
[00:11:10.500 --> 00:11:12.500]  就是崇拜的焦點
[00:11:12.500 --> 00:11:16.500]  不再是去批評那個領唱
[00:11:16.500 --> 00:11:18.500]  唱到走音
[00:11:18.500 --> 00:11:23.500]  也不是批評主席的公土很湧長
[00:11:23.500 --> 00:11:29.500]  也不是說講完的講到很沉悶
[00:11:29.500 --> 00:11:33.500]  因為敬拜讚美的焦點從來都不是領唱
[00:11:33.500 --> 00:11:34.500]  從來都不是主席
[00:11:34.500 --> 00:11:36.500]  也從來都不是講員
[00:11:36.500 --> 00:11:39.500]  崇拜不是要滿足我們的感覺
[00:11:39.500 --> 00:11:41.500]  以及自然
[00:11:41.500 --> 00:11:46.500]  而是要討那位坐在天上大寶座的主的喜悅
[00:11:46.500 --> 00:11:50.500]  我們要透過敬拜、讚美
[00:11:50.500 --> 00:11:53.500]  透過我們的真誠的心
[00:11:53.500 --> 00:11:57.500]  將榮耀歸還給上帝
[00:11:57.500 --> 00:12:00.500]  我們今天應該好好地反思
[00:12:00.500 --> 00:12:03.500]  我們有沒有這一種心態
[00:12:03.500 --> 00:12:09.500]  去參與我們每一個禮拜這個預言
[00:12:09.500 --> 00:12:12.500]  這個天上敬拜的預言
[00:12:12.500 --> 00:12:16.500]  這個敬拜是不是可有可無的?
[00:12:16.500 --> 00:12:19.500]  如果這個敬拜真的可有可無的話
[00:12:19.500 --> 00:12:21.500]  我很擔心
[00:12:21.500 --> 00:12:27.500]  你能不能夠出現在天上的敬拜的場景裏面
[00:12:27.500 --> 00:12:30.500]  將來神所賞賜給我們的
[00:12:30.500 --> 00:12:33.500]  戴在頭上的冠冕
[00:12:33.500 --> 00:12:35.500]  尚且要除下
[00:12:35.500 --> 00:12:41.500]  今天我們在地上還要爭什麼呢?
[00:12:41.500 --> 00:12:44.500]  我們還要跟別人比較什麼呢?
[00:12:44.500 --> 00:12:51.500]  所有的目者、同工、屬靈領袖、部長、信徒
[00:12:51.500 --> 00:12:54.500]  就算我們在地上的侍奉很成功
[00:12:54.500 --> 00:12:56.500]  得到很多掌聲
[00:12:56.500 --> 00:12:58.500]  給別人很多的稱讚
[00:12:58.500 --> 00:13:03.500]  但是在聖潔、威嚴、有權能的主面前
[00:13:03.500 --> 00:13:09.500]  每一個、每一個都需要謙卑自傑
[00:13:09.500 --> 00:13:14.500]  彼此合一服侍和守望
[00:13:14.500 --> 00:13:17.500]  因為我們都很盼望
[00:13:17.500 --> 00:13:20.500]  我們每一個雄恩家的肢體
[00:13:20.500 --> 00:13:24.500]  都能夠在天上敬拜中有份
[00:13:24.500 --> 00:13:27.500]  你想一想
[00:13:27.500 --> 00:13:30.500]  將來你在天上敬拜
[00:13:30.500 --> 00:13:32.500]  你看到旁邊那個
[00:13:32.500 --> 00:13:35.500]  卻不是今天你所見到的那個
[00:13:35.500 --> 00:13:38.500]  你會有點失望
[00:13:38.500 --> 00:13:42.500]  你會期望將來你在天上見到
[00:13:42.500 --> 00:13:44.500]  你坐在旁邊的那個
[00:13:44.500 --> 00:13:51.500]  就是現在你坐在你旁邊的那個
[00:13:51.500 --> 00:13:53.500]  如果是的話
[00:13:53.500 --> 00:13:56.500]  你可以為你旁邊那個做什麼?
[00:13:56.500 --> 00:13:58.500]  你說我很有信心
[00:13:58.500 --> 00:14:01.500]  我一定可以上去
[00:14:01.500 --> 00:14:07.500]  坐在你旁邊的那個能不能上去?
[00:14:07.500 --> 00:14:10.500]  我們不能夠只有一個人說
[00:14:10.500 --> 00:14:13.500]  我們可以為他做什麼?
[00:14:13.500 --> 00:14:15.500]  如果我們雄恩家的肢體
[00:14:15.500 --> 00:14:18.500]  都很想將來的敬拜
[00:14:18.500 --> 00:14:21.500]  我們整個雄恩家每一個肢體都參與其中
[00:14:21.500 --> 00:14:23.500]  都一定有份的
[00:14:23.500 --> 00:14:29.500]  你可以為他做什麼?
[00:14:29.500 --> 00:14:33.500]  主耶穌在給約翰領受的另一個意象
[00:14:33.500 --> 00:14:36.500]  就是世界的終局
[00:14:36.500 --> 00:14:38.500]  對非信徒來說
[00:14:38.500 --> 00:14:40.500]  他們不相信有審判
[00:14:40.500 --> 00:14:43.500]  所以非常輕視末日的審判
[00:14:43.500 --> 00:14:46.500]  但是對於信徒來說
[00:14:46.500 --> 00:14:48.500]  有些人都認為
[00:14:48.500 --> 00:14:52.500]  最後的審判是遙不可及的
[00:14:52.500 --> 00:14:54.500]  不過無論是主耶穌
[00:14:54.500 --> 00:14:57.500]  使徒保羅、彼得、約翰
[00:14:57.500 --> 00:14:59.500]  卻相當重視
[00:14:59.500 --> 00:15:01.500]  因為這一天
[00:15:01.500 --> 00:15:04.500]  彌臨的時候大而可畏
[00:15:04.500 --> 00:15:07.500]  沒有人可以逃避得到
[00:15:07.500 --> 00:15:09.500]  經文說
[00:15:09.500 --> 00:15:11.500]  我又看見一個白色的大寶座
[00:15:11.500 --> 00:15:14.500]  和那坐在上面的
[00:15:14.500 --> 00:15:17.500]  天和地都從他面前逃避
[00:15:17.500 --> 00:15:22.500]  再也找不到他們的位置了
[00:15:22.500 --> 00:15:26.500]  天和地都從他面前逃避
[00:15:26.500 --> 00:15:29.500]  是什麼意思?
[00:15:29.500 --> 00:15:31.500]  有一派的學者
[00:15:31.500 --> 00:15:35.500]  認為天和地都要被神所毀滅
[00:15:35.500 --> 00:15:36.500]  因為要毀滅了之後
[00:15:36.500 --> 00:15:39.500]  才能夠有新天新地的彌臨
[00:15:39.500 --> 00:15:42.500]  不過也有另一派持相反的意見
[00:15:42.500 --> 00:15:44.500]  神那麼慈愛
[00:15:44.500 --> 00:15:46.500]  神是不會毀滅天地的
[00:15:46.500 --> 00:15:50.500]  而天和地都退隱了
[00:15:50.500 --> 00:15:52.500]  要使死人顯露
[00:15:52.500 --> 00:15:54.500]  接受審判
[00:15:54.500 --> 00:15:56.500]  不過無論是哪一種的解釋
[00:15:56.500 --> 00:15:58.500]  都表明了一件事
[00:15:58.500 --> 00:16:02.500]  就是地上所有的物質都會改變
[00:16:02.500 --> 00:16:03.500]  我們的房屋
[00:16:03.500 --> 00:16:05.500]  我們的財富
[00:16:05.500 --> 00:16:07.500]  一切所擁有的物質
[00:16:07.500 --> 00:16:10.500]  將再也看不見了
[00:16:10.500 --> 00:16:12.500]  如果今天我們以我們的財富
[00:16:12.500 --> 00:16:14.500]  以我們住在哪裡
[00:16:14.500 --> 00:16:16.500]  作為我們喜樂的來源的話
[00:16:16.500 --> 00:16:18.500]  到那一天
[00:16:18.500 --> 00:16:20.500]  我們就不會再喜樂了
[00:16:20.500 --> 00:16:22.500]  到那一天
[00:16:22.500 --> 00:16:24.500]  我們應該關心的
[00:16:24.500 --> 00:16:26.500]  不是我們的房屋
[00:16:26.500 --> 00:16:28.500]  以及財產
[00:16:28.500 --> 00:16:32.500]  而是我們要怎樣面對審判
[00:16:32.500 --> 00:16:34.500]  經文說
[00:16:34.500 --> 00:16:37.500]  「於是海交出其中的死人
[00:16:37.500 --> 00:16:40.500]  死亡和陰間也交出其中的死人
[00:16:40.500 --> 00:16:44.500]  去到照各人所行的受審判」
[00:16:44.500 --> 00:16:47.500]  有人相信
[00:16:47.500 --> 00:16:49.500]  人死如燈滅
[00:16:49.500 --> 00:16:52.500]  人死了之後一了百了
[00:16:52.500 --> 00:16:54.500]  了無牽掛
[00:16:54.500 --> 00:16:56.500]  沒有什麼需要付代價的
[00:16:56.500 --> 00:16:58.500]  沒有責任可言
[00:16:58.500 --> 00:17:01.500]  基督教信仰不同意這個觀點
[00:17:01.500 --> 00:17:03.500]  基督教信仰認為
[00:17:03.500 --> 00:17:05.500]  人要按著自己所犯過的罪
[00:17:05.500 --> 00:17:07.500]  要去接受審判
[00:17:07.500 --> 00:17:09.500]  來顯出神的公義
[00:17:09.500 --> 00:17:12.500]  因此人縱然已經死去
[00:17:12.500 --> 00:17:14.500]  但是神卻要求
[00:17:14.500 --> 00:17:17.500]  海要交出其中的死人
[00:17:17.500 --> 00:17:19.500]  死亡和陰間
[00:17:19.500 --> 00:17:22.500]  都要交出其中的死人
[00:17:22.500 --> 00:17:25.500]  人最大的恐懼就是死亡
[00:17:25.500 --> 00:17:27.500]  人在死亡面前顯得很渺小
[00:17:27.500 --> 00:17:30.500]  也顯得軟弱無力
[00:17:30.500 --> 00:17:32.500]  不過經文說
[00:17:32.500 --> 00:17:35.500]  死亡和陰間
[00:17:35.500 --> 00:17:39.500]  都服膺在主的主權之下
[00:17:39.500 --> 00:17:42.500]  神才是最終的勝利者
[00:17:42.500 --> 00:17:44.500]  因此死亡和陰間
[00:17:44.500 --> 00:17:46.500]  最終都要被神
[00:17:46.500 --> 00:17:48.500]  「瘟盡火狐」中
[00:17:48.500 --> 00:17:52.500]  人能夠勝過死亡和陰間的
[00:17:52.500 --> 00:17:56.500]  就只能夠倚靠主耶穌
[00:17:56.500 --> 00:17:59.500]  中國人有一句話
[00:17:59.500 --> 00:18:01.500]  叫做什麼呢?
[00:18:01.500 --> 00:18:04.500]  「殺人放火金腰帶」
[00:18:04.500 --> 00:18:07.500]  「修橋保路無屍骸」
[00:18:07.500 --> 00:18:11.500]  是形容做惡人卻有好的下場
[00:18:11.500 --> 00:18:16.500]  反而做好人卻沒有好的下場
[00:18:16.500 --> 00:18:19.500]  因此佛家就回應了一句
[00:18:19.500 --> 00:18:22.500]  「善有善報,惡有惡報」
[00:18:22.500 --> 00:18:25.500]  不事不報,時辰未到
[00:18:25.500 --> 00:18:28.500]  佛學講因緣
[00:18:28.500 --> 00:18:31.500]  它是同意人最終都會有報應的
[00:18:31.500 --> 00:18:33.500]  但是什麼時候呢?
[00:18:33.500 --> 00:18:36.500]  不知道,不過一定有
[00:18:36.500 --> 00:18:40.500]  今世無,便來世
[00:18:40.500 --> 00:18:43.500]  教會很確切地告訴我們
[00:18:43.500 --> 00:18:46.500]  報應的時間就是末日的審判
[00:18:46.500 --> 00:18:49.500]  無論人是否死去
[00:18:49.500 --> 00:18:51.500]  或是到時再生
[00:18:51.500 --> 00:18:55.500]  都會在審判的日子裏作一個了結
[00:18:55.500 --> 00:18:59.500]  而且是由神負責審判的過程
[00:18:59.500 --> 00:19:04.500]  人的一生就像一部紀錄片一樣
[00:19:04.500 --> 00:19:07.500]  每一個事件的過程
[00:19:07.500 --> 00:19:10.500]  每一個內心的動機
[00:19:10.500 --> 00:19:13.500]  都會呈現在神面前
[00:19:13.500 --> 00:19:15.500]  無法隱藏
[00:19:15.500 --> 00:19:18.500]  你可以隱瞞世人
[00:19:18.500 --> 00:19:20.500]  在世沒有人知道
[00:19:20.500 --> 00:19:23.500]  甚至你連自己都可以騙
[00:19:23.500 --> 00:19:26.500]  但你永遠隱瞞不了
[00:19:26.500 --> 00:19:29.500]  能夠透視人心的神
[00:19:29.500 --> 00:19:32.500]  在審判台前
[00:19:32.500 --> 00:19:34.500]  一切心思意念
[00:19:34.500 --> 00:19:38.500]  一切惡行都會呈現出來
[00:19:38.500 --> 00:19:42.500]  你如何在神面前辯解呢?
[00:19:42.500 --> 00:19:45.500]  你說我不知道
[00:19:45.500 --> 00:19:48.500]  不知道是否一種解釋
[00:19:48.500 --> 00:19:50.500]  就可以過得關呢?
[00:19:50.500 --> 00:19:54.500]  一旦審判的結局出來的時候
[00:19:54.500 --> 00:19:57.500]  你會怎樣面對?
[00:19:57.500 --> 00:20:01.500]  聖經又說
[00:20:01.500 --> 00:20:05.500]  聖經用了四個字
[00:20:05.500 --> 00:20:08.500]  來形容當時的情景
[00:20:08.500 --> 00:20:10.500]  聖經說了什麼呢?
[00:20:10.500 --> 00:20:13.500]  「哀哭切此」
[00:20:13.500 --> 00:20:17.500]  哀哭切此就表示要後悔、要補救
[00:20:17.500 --> 00:20:19.500]  都已經太遲了
[00:20:19.500 --> 00:20:22.500]  一切都不能夠還回
[00:20:22.500 --> 00:20:24.500]  哀哭切此
[00:20:24.500 --> 00:20:26.500]  弟兄姊妹
