
[00:00:00.000 --> 00:00:01.680]  各位節目 早安
[00:02:39.700 --> 00:02:42.700]  弟兄姊妹知道我讀神學的時候
[00:02:42.700 --> 00:02:44.700]  每次吃飯都不想給錢
[00:02:44.700 --> 00:02:46.700]  挺好的 大家應該學一下
[00:02:46.700 --> 00:02:48.700]  為什麼呢
[00:02:48.700 --> 00:02:50.700]  原來他們就說
[00:02:50.700 --> 00:02:53.700]  做神學生 將來做傳達人 目者
[00:02:53.700 --> 00:02:55.700]  就很窮的了
[00:02:55.700 --> 00:03:00.700]  不要吃飯不用給錢
[00:03:00.700 --> 00:03:04.700]  我都挺感受到榮耀和受苦放在一起
[00:03:04.700 --> 00:03:06.700]  他尊重你
[00:03:06.700 --> 00:03:09.700]  覺得你是一個被神用的僕人
[00:03:09.700 --> 00:03:11.700]  不過平時同時知道你受苦
[00:03:11.700 --> 00:03:15.700]  所以教會裡面都有這樣的說話
[00:03:15.700 --> 00:03:17.700]  都會這樣去理解這個事情
[00:03:17.700 --> 00:03:19.700]  不過回到經文裡面
[00:03:19.700 --> 00:03:21.700]  耶穌在約翰福音第十二章
[00:03:21.700 --> 00:03:23.700]  為人子得榮耀的時候到了
[00:03:23.700 --> 00:03:25.700]  究竟那時候發生了什麼事
[00:03:25.700 --> 00:03:27.700]  叫到耶穌講這句
[00:03:27.700 --> 00:03:29.700]  我們就要回到早一點的經文
[00:03:29.700 --> 00:03:31.700]  這裡記載
[00:03:31.700 --> 00:03:33.700]  耶穌入城
[00:03:33.700 --> 00:03:35.700]  約翰福音第十二章十二節就說
[00:03:35.700 --> 00:03:39.700]  第二天就有一大群上來過節的人
[00:03:39.700 --> 00:03:42.700]  聽見耶穌要來耶路撒冷
[00:03:42.700 --> 00:03:45.700]  就拿著鐘樹枝去迎接祂喊著
[00:03:45.700 --> 00:03:47.700]  我撒拿以色列的王
[00:03:47.700 --> 00:03:50.700]  奉主命來的是應當稱頌的
[00:03:50.700 --> 00:03:54.700]  那時候耶穌去耶路撒冷
[00:03:54.700 --> 00:03:56.700]  其實是過節
[00:03:56.700 --> 00:04:00.700]  禹節是猶太人最重要的節日
[00:04:00.700 --> 00:04:03.700]  他和很多其他人都住在
[00:04:03.700 --> 00:04:05.700]  以色列巴勒斯坦地
[00:04:05.700 --> 00:04:07.700]  很多不同的地方
[00:04:07.700 --> 00:04:10.700]  都要去耶路撒冷的聖殿過節
[00:04:10.700 --> 00:04:12.700]  所以很多人來
[00:04:12.700 --> 00:04:15.700]  不過特別的地方是很多人都認識耶穌
[00:04:15.700 --> 00:04:17.700]  因為知道耶穌那時候
[00:04:17.700 --> 00:04:19.700]  其實已經出來傳道
[00:04:19.700 --> 00:04:21.700]  做上帝的工作都三年時間
[00:04:21.700 --> 00:04:23.700]  所以他有些名氣
[00:04:23.700 --> 00:04:26.700]  那時候很多人都認為耶穌是敬人
[00:04:26.700 --> 00:04:28.700]  是救主
[00:04:28.700 --> 00:04:31.700]  所以那時候在過節
[00:04:31.700 --> 00:04:35.700]  很多人眼光聚集的時候
[00:04:35.700 --> 00:04:38.700]  就用鐘樹枝來迎接耶穌
[00:04:38.700 --> 00:04:40.700]  不過聖經不只是停留在那裏
[00:04:40.700 --> 00:04:43.700]  講多兩節就說
[00:04:43.700 --> 00:04:45.700]  當耶穌呼喚拉撒路
[00:04:45.700 --> 00:04:48.700]  使他從死人中復活出墳墓的時候
[00:04:48.700 --> 00:04:51.700]  和耶穌在那裏的眾人就作見證
[00:04:51.700 --> 00:04:54.700]  眾人應聽見耶穌這行蹟就去迎接他
[00:04:54.700 --> 00:04:57.700]  原來不只是耶穌那三年傳道
[00:04:57.700 --> 00:04:59.700]  因為《約翰福音》記載
[00:04:59.700 --> 00:05:02.700]  耶穌剛剛進入耶路撒冷之前
[00:05:02.700 --> 00:05:05.700]  就使一個死了的拉撒路復活
[00:05:05.700 --> 00:05:07.700]  我想是很大的新聞
[00:05:07.700 --> 00:05:09.700]  如果今天有這麼大的神蹟
[00:05:09.700 --> 00:05:11.700]  大家都會很留意那個人來了
[00:05:11.700 --> 00:05:13.700]  先看看他是誰
[00:05:13.700 --> 00:05:15.700]  即使之前沒有認識耶穌
[00:05:15.700 --> 00:05:17.700]  剛剛有新聞說那個人
[00:05:17.700 --> 00:05:19.700]  厲害到連死人都復活
[00:05:19.700 --> 00:05:21.700]  不如去看一下
[00:05:21.700 --> 00:05:22.700]  這是另一件事
[00:05:22.700 --> 00:05:25.700]  不過在這裏又不是每個人都歡迎耶穌
[00:05:25.700 --> 00:05:27.700]  法利塞人就說
[00:05:27.700 --> 00:05:29.700]  你們看你們一事無成
[00:05:29.700 --> 00:05:31.700]  世人都隨著他去了
[00:05:31.700 --> 00:05:33.700]  在那裏工作的時候
[00:05:33.700 --> 00:05:34.700]  那時候的宗教領袖
[00:05:34.700 --> 00:05:36.700]  法利塞人一直都不喜歡
[00:05:36.700 --> 00:05:38.700]  覺得耶穌太受歡迎了
[00:05:38.700 --> 00:05:40.700]  他們這班宗教領袖沒有人理會
[00:05:40.700 --> 00:05:42.700]  所以一直和耶穌有很多的爭拗
[00:05:42.700 --> 00:05:43.700]  到了那個時候
[00:05:43.700 --> 00:05:46.700]  你看到耶穌竟然有一班人
[00:05:46.700 --> 00:05:48.700]  用鐘樹枝歡迎他
[00:05:48.700 --> 00:05:51.700]  也使得一個死人復活
[00:05:51.700 --> 00:05:54.700]  很多人都很有興趣的時候
[00:05:54.700 --> 00:05:55.700]  這班法利塞人就說
[00:05:55.700 --> 00:05:58.700]  你看他現在很成功了
[00:05:58.700 --> 00:06:00.700]  你們即是說他們那班人
[00:06:00.700 --> 00:06:01.700]  每個人都跟了他
[00:06:01.700 --> 00:06:03.700]  但聖經都不停留在這裏
[00:06:03.700 --> 00:06:05.700]  繼續說些什麼
[00:06:05.700 --> 00:06:07.700]  按錯了 下面
[00:06:07.700 --> 00:06:08.700]  然後聖經再說什麼
[00:06:08.700 --> 00:06:09.700]  第二節就說
[00:06:09.700 --> 00:06:12.700]  那時上來過節禮拜的人
[00:06:12.700 --> 00:06:15.700]  有幾個希臘人
[00:06:15.700 --> 00:06:19.700]  他們來見加利利的白菜大人肥力
[00:06:19.700 --> 00:06:20.700]  請求他說
[00:06:20.700 --> 00:06:22.700]  先生我們想見耶穌
[00:06:22.700 --> 00:06:23.700]  甚至這裏說到
[00:06:23.700 --> 00:06:25.700]  不單止猶太人
[00:06:25.700 --> 00:06:27.700]  有些外邦的希臘人
[00:06:27.700 --> 00:06:30.700]  連耶穌的名聲外邦都聽到
[00:06:30.700 --> 00:06:32.700]  在這樣的狀況裏
[00:06:32.700 --> 00:06:33.700]  耶穌就說一句
[00:06:33.700 --> 00:06:36.700]  人子得榮耀的時候到了
[00:06:36.700 --> 00:06:37.700]  所以我們見到
[00:06:37.700 --> 00:06:39.700]  耶穌不是無端端說一句話
[00:06:39.700 --> 00:06:40.700]  跟門徒說的
[00:06:40.700 --> 00:06:43.700]  而是原來耶穌工作三年以來
[00:06:43.700 --> 00:06:44.700]  一路的鋪排
[00:06:44.700 --> 00:06:46.700]  越來越多人認識
[00:06:46.700 --> 00:06:49.700]  令到拉薩路復活
[00:06:49.700 --> 00:06:53.700]  到那些猶太人 法利塞人
[00:06:53.700 --> 00:06:55.700]  拒絕到一個地步
[00:06:55.700 --> 00:06:57.700]  快要將耶穌殺死
[00:06:57.700 --> 00:07:00.700]  外邦人都聽到的時候
[00:07:00.700 --> 00:07:02.700]  耶穌強調的是
[00:07:02.700 --> 00:07:05.700]  我得榮耀的時間到了
[00:07:05.700 --> 00:07:07.700]  他觀察到原來耶路撒冷
[00:07:07.700 --> 00:07:09.700]  一整城人這樣對他
[00:07:09.700 --> 00:07:10.700]  他知道時候到了
[00:07:10.700 --> 00:07:12.700]  時候到了這句話
[00:07:12.700 --> 00:07:13.700]  耶穌不是第一次說
[00:07:13.700 --> 00:07:15.700]  耶穌出來傳道的時候
[00:07:15.700 --> 00:07:16.700]  在其他福音書
[00:07:16.700 --> 00:07:18.700]  馬學福音那些會記載
[00:07:18.700 --> 00:07:20.700]  耶穌那時候出來
[00:07:20.700 --> 00:07:22.700]  做一些醫治的事情
[00:07:22.700 --> 00:07:24.700]  有些人說那個耶穌很厲害
[00:07:24.700 --> 00:07:25.700]  快點捧他出來
[00:07:25.700 --> 00:07:26.700]  耶穌那時候說什麼
[00:07:26.700 --> 00:07:28.700]  我時候還沒到
[00:07:28.700 --> 00:07:29.700]  還沒到
[00:07:29.700 --> 00:07:32.700]  但是耶穌到了這個時候
[00:07:32.700 --> 00:07:33.700]  終之主一的時候說
[00:07:33.700 --> 00:07:35.700]  時間到了
[00:07:35.700 --> 00:07:36.700]  這裡告訴你
[00:07:36.700 --> 00:07:37.700]  原來耶穌做事
[00:07:37.700 --> 00:07:39.700]  或者上帝做事
[00:07:39.700 --> 00:07:41.700]  其實是有一種時間
[00:07:41.700 --> 00:07:42.700]  耶穌知道
[00:07:42.700 --> 00:07:44.700]  當那麼多人的眼光
[00:07:44.700 --> 00:07:46.700]  注視在他身上的時候
[00:07:46.700 --> 00:07:49.700]  他最重要的任務
[00:07:49.700 --> 00:07:51.700]  受苦受死
[00:07:51.700 --> 00:07:54.700]  釘十字架復活
[00:07:54.700 --> 00:07:55.700]  時候到了
[00:07:55.700 --> 00:07:56.700]  在這個時間
[00:07:56.700 --> 00:07:58.700]  他一定要做這件事
[00:07:58.700 --> 00:08:03.700]  這個是上帝給他最大的任務
[00:08:03.700 --> 00:08:05.700]  他的時候到了
[00:08:05.700 --> 00:08:06.700]  所以我們發覺
[00:08:06.700 --> 00:08:07.700]  到了最後的時候
[00:08:07.700 --> 00:08:09.700]  這段經文之後也是
[00:08:09.700 --> 00:08:11.700]  耶穌其實上十字架
[00:08:11.700 --> 00:08:13.700]  每個人都不想的
[00:08:13.700 --> 00:08:15.700]  不過你看到後面第27節
[00:08:15.700 --> 00:08:16.700]  耶穌就說
[00:08:16.700 --> 00:08:17.700]  我知道時間到了
[00:08:17.700 --> 00:08:18.700]  我避不了
[00:08:18.700 --> 00:08:20.700]  我推不了
[00:08:20.700 --> 00:08:22.700]  但是上十字架要受苦
[00:08:22.700 --> 00:08:23.700]  耶穌也不願意
[00:08:23.700 --> 00:08:24.700]  我現在要做什麼
[00:08:24.700 --> 00:08:25.700]  我苦啊
[00:08:25.700 --> 00:08:27.700]  救我脫離這時候
[00:08:27.700 --> 00:08:31.700]  但我正是為這時候來的
[00:08:31.700 --> 00:08:33.700]  所以我們發覺
[00:08:33.700 --> 00:08:35.700]  原來耶穌是這樣
[00:08:35.700 --> 00:08:37.700]  我想我們也是
[00:08:37.700 --> 00:08:39.700]  原來我們生命裡面
[00:08:39.700 --> 00:08:42.700]  上帝是掌握我們的時間
[00:08:42.700 --> 00:08:44.700]  原來上帝說
[00:08:44.700 --> 00:08:45.700]  到了一個時間
[00:08:45.700 --> 00:08:47.700]  不是你選擇的
[00:08:47.700 --> 00:08:49.700]  當事情發展到這個時候
[00:08:49.700 --> 00:08:53.700]  給你的任務就很重要了
[00:08:53.700 --> 00:08:55.700]  這件事也提醒我們基督徒
[00:08:55.700 --> 00:08:58.700]  原來我們的生命掌握在神的手裡
[00:08:58.700 --> 00:09:00.700]  我們的問題就是
[00:09:00.700 --> 00:09:05.700]  究竟今天上帝給了我們什麼任務
[00:09:05.700 --> 00:09:06.700]  不僅是耶穌
[00:09:06.700 --> 00:09:10.700]  其實我們在教會的聖經歷史裡面
[00:09:10.700 --> 00:09:12.700]  我們也看到有這樣的人出現
[00:09:12.700 --> 00:09:14.700]  大家不知道有沒有聽到
[00:09:14.700 --> 00:09:15.700]  在舊約裡面
[00:09:15.700 --> 00:09:18.700]  有一個叫以斯帖的人的故事
[00:09:18.700 --> 00:09:20.700]  熟悉的弟兄姐妹就會知道
[00:09:20.700 --> 00:09:23.700]  以斯帖是波斯皇帝
[00:09:23.700 --> 00:09:24.700]  他是一個猶太人
[00:09:24.700 --> 00:09:27.700]  不過他是一個波斯王的皇后
[00:09:27.700 --> 00:09:29.700]  波斯是在哪裡呢
[00:09:29.700 --> 00:09:31.700]  現在大眼罩的伊拉克
[00:09:31.700 --> 00:09:32.700]  改名做伊拉克
[00:09:32.700 --> 00:09:33.700]  不是伊朗
[00:09:33.700 --> 00:09:34.700]  差點說錯了
[00:09:34.700 --> 00:09:35.700]  伊朗
[00:09:35.700 --> 00:09:36.700]  現在大眼罩的伊朗
[00:09:36.700 --> 00:09:39.700]  波斯是一個很強大的國家
[00:09:39.700 --> 00:09:42.700]  話說歷史裡面有一段時間
[00:09:42.700 --> 00:09:44.700]  他攻佔了很多民族
[00:09:44.700 --> 00:09:45.700]  包括以色列人
[00:09:45.700 --> 00:09:48.700]  所以以色列人在波斯王統治之下
[00:09:48.700 --> 00:09:49.700]  其實是很危險的
[00:09:49.700 --> 00:09:50.700]  為什麼呢
[00:09:50.700 --> 00:09:52.700]  因為他被人管治
[00:09:52.700 --> 00:09:55.700]  如果皇帝不開心趣事
[00:09:55.700 --> 00:09:56.700]  就殺光那些人都可以
[00:09:56.700 --> 00:09:57.700]  你知道是這樣
[00:09:57.700 --> 00:09:59.700]  很危險的時間
[00:09:59.700 --> 00:10:01.700]  而那個時候真的
[00:10:01.700 --> 00:10:02.700]  在波斯王的時候
[00:10:02.700 --> 00:10:05.700]  有一個皇帝聽到奸人之言
[00:10:05.700 --> 00:10:07.700]  說要殺光那些猶太人
[00:10:07.700 --> 00:10:09.700]  很危急的時候
[00:10:09.700 --> 00:10:11.700]  那個以斯帖是一個皇后
[00:10:11.700 --> 00:10:14.700]  他就是波斯王的皇后
[00:10:14.700 --> 00:10:16.700]  但是那個時候
[00:10:16.700 --> 00:10:20.700]  那個皇后都不是可以隨便跟皇帝說話
[00:10:20.700 --> 00:10:21.700]  不過有另一個猶太人
[00:10:21.700 --> 00:10:22.700]  是他的親戚
[00:10:22.700 --> 00:10:24.700]  就跟他說了一句話
[00:10:24.700 --> 00:10:25.700]  鼓勵他
[00:10:25.700 --> 00:10:28.700]  鼓勵他你在這個時間上世給你的任務
[00:10:28.700 --> 00:10:31.700]  就是要為到以色列人說話
[00:10:31.700 --> 00:10:32.700]  他這句話是什麼
[00:10:32.700 --> 00:10:35.700]  他說此時你若閉下不言
[00:10:35.700 --> 00:10:38.700]  猶太人必從別處得解決
[00:10:38.700 --> 00:10:39.700]  得夢拯救
[00:10:39.700 --> 00:10:41.700]  你和你父家必自滅亡
[00:10:41.700 --> 00:10:44.700]  焉知你現在這個位份
[00:10:44.700 --> 00:10:48.700]  不是為了現今的機會
[00:10:48.700 --> 00:10:50.700]  時間是一樣的
[00:10:50.700 --> 00:10:53.700]  上帝對於信他的人
[00:10:53.700 --> 00:10:56.700]  在時間上有一個任務
[00:10:56.700 --> 00:10:58.700]  你想想那個時候
[00:10:58.700 --> 00:11:00.700]  這個皇后
[00:11:00.700 --> 00:11:03.700]  做帝國皇帝的皇后
[00:11:03.700 --> 00:11:04.700]  其實真的很好
[00:11:04.700 --> 00:11:06.700]  很多好處
[00:11:06.700 --> 00:11:08.700]  榮華富貴
[00:11:08.700 --> 00:11:09.700]  生活無憂
[00:11:09.700 --> 00:11:12.700]  但沒想過在這個時間上
[00:11:12.700 --> 00:11:14.700]  上帝有話要跟他說
[00:11:14.700 --> 00:11:16.700]  其實突然之間我想
[00:11:16.700 --> 00:11:18.700]  回到我們那個環境裡面
[00:11:18.700 --> 00:11:20.700]  其實我想我們某程度上
[00:11:20.700 --> 00:11:22.700]  做香港的基督徒其實都很有福
[00:11:22.700 --> 00:11:27.700]  可能大家各個人的狀況不同
[00:11:27.700 --> 00:11:28.700]  不過起碼我們可以有一個
[00:11:28.700 --> 00:11:31.700]  自由去信耶穌的環境
[00:11:31.700 --> 00:11:33.700]  我們的城市某程度上
[00:11:33.700 --> 00:11:35.700]  都叫做富足
[00:11:35.700 --> 00:11:36.700]  相比很多的地方
[00:11:36.700 --> 00:11:38.700]  有沒有想過究竟
[00:11:38.700 --> 00:11:42.700]  我們的神給我們這個時刻
[00:11:42.700 --> 00:11:45.700]  有什麼任務呢
[00:11:45.700 --> 00:11:47.700]  有時候個人對基督徒來說
[00:11:47.700 --> 00:11:50.700]  我們領受上帝那麼多的恩典
[00:11:50.700 --> 00:11:52.700]  好像以色列皇后
[00:11:52.700 --> 00:11:55.700]  但有個時間他就要用我們
[00:11:55.700 --> 00:11:56.700]  可能對基督徒來說
[00:11:56.700 --> 00:11:58.700]  有時候我們都會面對這些掙扎
[00:11:58.700 --> 00:12:01.700]  例如如果你工作的環境裡面
[00:12:01.700 --> 00:12:02.700]  好好的
[00:12:02.700 --> 00:12:04.700]  突然間發覺
[00:12:04.700 --> 00:12:08.700]  你公司有些道德上的問題
[00:12:08.700 --> 00:12:14.700]  究竟我去不去做一個正直的人
[00:12:14.700 --> 00:12:15.700]  不到你選擇
[00:12:15.700 --> 00:12:17.700]  你可能好端端沒事
[00:12:17.700 --> 00:12:18.700]  在那些時刻
[00:12:18.700 --> 00:12:21.700]  究竟你知不知道上帝對你
[00:12:21.700 --> 00:12:24.700]  有些什麼心意呢
[00:12:24.700 --> 00:12:26.700]  不要只是說個人
[00:12:26.700 --> 00:12:28.700]  社會群體都是
[00:12:28.700 --> 00:12:30.700]  幾年前疫情的時候
[00:12:30.700 --> 00:12:33.700]  都差不多五六年前
[00:12:33.700 --> 00:12:35.700]  那時候我有個朋友
[00:12:35.700 --> 00:12:37.700]  他自己是一個傳道人
[00:12:37.700 --> 00:12:39.700]  不過他不是在西北
[00:12:39.700 --> 00:12:41.700]  他在油麻地那裡蒙會
[00:12:41.700 --> 00:12:45.700]  油麻地是另一個香港很窮的地方
[00:12:45.700 --> 00:12:48.700]  裡面很多基層的人可能住板間屋
[00:12:48.700 --> 00:12:50.700]  住劏房
[00:12:50.700 --> 00:12:52.700]  守庭口庭那種
[00:12:52.700 --> 00:12:54.700]  做勞動工作那些
[00:12:54.700 --> 00:12:56.700]  他接觸街坊
[00:12:56.700 --> 00:13:00.700]  疫情的時候立刻有一個極大的困難
[00:13:00.700 --> 00:13:01.700]  平時上班
[00:13:01.700 --> 00:13:03.700]  譬如我都很有福
[00:13:03.700 --> 00:13:06.700]  平時上班起碼有積蓄
[00:13:06.700 --> 00:13:09.700]  那時候最多就是家裡工作
[00:13:09.700 --> 00:13:11.700]  辛苦一點
[00:13:11.700 --> 00:13:13.700]  但對於很多人來說
[00:13:13.700 --> 00:13:15.700]  他立刻明白守庭口庭
[00:13:15.700 --> 00:13:17.700]  沒得吃
[00:13:17.700 --> 00:13:19.700]  也對於疫苗
[00:13:19.700 --> 00:13:21.700]  對於物資很缺乏
[00:13:21.700 --> 00:13:23.700]  他那時刻很知道他的教會
[00:13:23.700 --> 00:13:25.700]  在座落在油麻地
[00:13:25.700 --> 00:13:27.700]  他不能避開
[00:13:27.700 --> 00:13:28.700]  他聯同一頂尖會
[00:13:28.700 --> 00:13:30.700]  聯同其他教會一起去
[00:13:30.700 --> 00:13:32.700]  我們找一些物資
[00:13:32.700 --> 00:13:34.700]  我們可不可以除了物資
[00:13:34.700 --> 00:13:38.700]  除了幫助一些防疫物品之外
[00:13:38.700 --> 00:13:41.700]  我們可不可以甚至食物都可以找到
[00:13:41.700 --> 00:13:43.700]  我們可不可以有罐頭
[00:13:43.700 --> 00:13:44.700]  可不可以怎樣去探望那些街坊
[00:13:44.700 --> 00:13:47.700]  讓他們很困難裡面得到一些幫助
[00:13:47.700 --> 00:13:50.700]  就因為他那麼激動幫助到人
[00:13:50.700 --> 00:13:52.700]  而慢慢慢慢這些受助的人
[00:13:52.700 --> 00:13:54.700]  也都明白原來他們這班弟兄姐妹
[00:13:54.700 --> 00:13:56.700]  這班基督徒
[00:13:56.700 --> 00:13:58.700]  慢慢慢慢認識信仰認識教會
[00:13:58.700 --> 00:14:00.700]  後來這位弟兄在油麻地區
[00:14:00.700 --> 00:14:02.700]  做了一個機構
[00:14:02.700 --> 00:14:04.700]  很感動的地方
[00:14:04.700 --> 00:14:06.700]  真的沒有想過
[00:14:06.700 --> 00:14:08.700]  還是疫情時突然想到怎樣自保
[00:14:08.700 --> 00:14:12.700]  原來上帝在那一刻對你
[00:14:12.700 --> 00:14:14.700]  對我們有一種任務
[00:14:14.700 --> 00:14:17.700]  我想究竟今天的香港怎樣呢
[00:14:17.700 --> 00:14:19.700]  或者你們在洪水橋又怎樣呢
[00:14:19.700 --> 00:14:21.700]  我經常聽到新聞說
[00:14:21.700 --> 00:14:23.700]  北都很多發展
[00:14:23.700 --> 00:14:25.700]  很感恩我跟牧師
[00:14:25.700 --> 00:14:28.700]  跟弟兄姐妹或者你們的教會領袖都是
[00:14:28.700 --> 00:14:32.700]  我們知道這裡會有很多的發展
[00:14:32.700 --> 00:14:34.700]  在這裡將來會有很多的轉變
[00:14:34.700 --> 00:14:38.700]  但當上帝擺我們在這裡的時間
[00:14:38.700 --> 00:14:40.700]  可能我們建立教會
[00:14:40.700 --> 00:14:41.700]  可能你信耶穌的時候
[00:14:41.700 --> 00:14:43.700]  你都沒有想像過會發生這樣的事
[00:14:43.700 --> 00:14:44.700]  好像耶穌那樣
[00:14:44.700 --> 00:14:46.700]  好像以基帖那樣
[00:14:46.700 --> 00:14:48.700]  不過對你來說
[00:14:48.700 --> 00:14:50.700]  對我們教會來說
[00:14:50.700 --> 00:14:52.700]  上帝給我們什麼任務
[00:14:52.700 --> 00:14:54.700]  怎樣在改變了的環境裡面
[00:14:54.700 --> 00:14:56.700]  去傳福音
[00:14:56.700 --> 00:14:58.700]  你的人不同了
[00:14:58.700 --> 00:14:59.700]  跟以往不同了
[00:14:59.700 --> 00:15:00.700]  狀態不同了
[00:15:00.700 --> 00:15:02.700]  究竟我今天可以做些什麼
[00:15:02.700 --> 00:15:06.700]  我想首先是求天父開我們的眼睛
[00:15:06.700 --> 00:15:08.700]  好像我在油麻地的朋友
[00:15:08.700 --> 00:15:10.700]  天父開了我們的眼睛
[00:15:10.700 --> 00:15:11.700]  看到當地的需要
[00:15:11.700 --> 00:15:13.700]  就起來服侍
[00:15:13.700 --> 00:15:16.700]  成為一個榮耀的見證
[00:15:16.700 --> 00:15:18.700]  這個是主耶穌
[00:15:18.700 --> 00:15:20.700]  都是看著那個時間
[00:15:20.700 --> 00:15:24.700]  把握機會做上帝的工作
[00:15:24.700 --> 00:15:28.700]  其實我們想像那時候
[00:15:28.700 --> 00:15:33.700]  耶穌在中之主日進入耶路撒冷
[00:15:33.700 --> 00:15:35.700]  好像一個明星
[00:15:35.700 --> 00:15:37.700]  今天好像一些追星
[00:15:37.700 --> 00:15:39.700]  很多人要來見祂
[00:15:39.700 --> 00:15:41.700]  又用中之去歡迎祂
[00:15:41.700 --> 00:15:44.700]  然後又說這個勁人來看看祂
[00:15:44.700 --> 00:15:47.700]  很多注意力在祂的身上
[00:15:47.700 --> 00:15:49.700]  大家知道耶穌剛才有說過
[00:15:49.700 --> 00:15:51.700]  得榮耀的時間
[00:15:51.700 --> 00:15:55.700]  其實原來是要死的
[00:15:55.700 --> 00:15:58.700]  對於那時候很多人還沒認識耶穌
[00:15:58.700 --> 00:16:01.700]  甚至門徒都不太清楚為什麼
[00:16:01.700 --> 00:16:02.700]  你明不明白
[00:16:02.700 --> 00:16:04.700]  記得耶穌跟門徒說
[00:16:04.700 --> 00:16:09.700]  我要去耶路撒冷受死
[00:16:09.700 --> 00:16:11.700]  彼得都說不要
[00:16:11.700 --> 00:16:13.700]  門徒都還沒明白
[00:16:13.700 --> 00:16:15.700]  所以耶穌知道很多人看著祂
[00:16:15.700 --> 00:16:17.700]  耶穌也知道一個星期之後
[00:16:17.700 --> 00:16:19.700]  祂要上十課
[00:16:19.700 --> 00:16:21.700]  同一班人要看著祂死
[00:16:21.700 --> 00:16:24.700]  祂要開始預備那些人
[00:16:24.700 --> 00:16:26.700]  去解釋給人聽
