 &divide;, '$\div$'
一事同人, '一視同仁'
一無所證, '一無所剩'
丁子妹, '弟兄姊妹'
七十路, '啟示錄'
七詩錄, '啟示錄'
三個筆, '三個不'
三孫, '參孫'
三為一體, '三位一體'
三號義, '撒母耳'
上帝的大難, '上帝的大能'
不得不少, '不多不少'
不若而愈, '不藥而癒'
与, '與'
专, '專'
両, '兩'
两, '兩'
丨, '. '
个, '個'
丶, '. '
为, '為'
主導文, '主禱文'
主祖文, '主禱文'
丿, '. '
义, '義'
也圖, '基督徒'
乸, '痴'
亅, '"'
争, '爭'
事師記, '士師記'
事詩記, '士師記'
二師貼, '以斯帖'
二東, '以東'
二次帖記, '以斯帖記'
二次貼祭, '以斯帖記'
二象, '異象'
五重寺, '五旬節'
五重寺會, '五旬節會'
亘, '亙'
亚, '亞'
亜, '亞'
亞伯來罕, '亞伯拉罕'
亞伯拉漢, '亞伯拉罕'
亞伯蘭罕, '亞伯拉罕'
亞們, '阿們'
亞克福音, '馬可福音'
亞各, '雅各'
亞太福音, '馬太福音'
亞歌, '雅歌'
亞術, '亞述'
亞門, '阿們'
亠, '一'
亲, '親'
亵, '褻'
亿, '億'
仅, '僅'
今食, '禁食'
从, '從'
他師, '他施'
付音, '福音'
仙之, '先知'
仙知, '先知'
以不所輸, '以弗所書'
以佛所, '以弗所'
以利胡, '以利戶'
以塞亞, '以賽亞'
以塞俄, '以賽亞'
以塞呀, '以賽亞'
以塞阿, '以賽亞'
以塞雅, '以賽亞'
以巴忽, '以巴弗'
以撒亞書, '以賽亞書'
以撒沙書, '以賽亞書'
以斯拉紀, '以斯拉記'
以獅帖, '以斯帖'
以獅帖記, '以斯帖記'
以福所, '以弗所'
以色帖記, '以斯帖記'
以菜呀, '以賽亞'
以菜阿, '以賽亞'
以蔡呀, '以賽亞'
以蔡阿, '以賽亞'
以西傑, '以西結'
以西傑斯, '以西結書'
以賽俄, '以賽亞'
以賽呀, '以賽亞'
以賽沙書, '以賽亞書'
以賽阿, '以賽亞'
以賽雅, '以賽亞'
以路撒冷, '耶路撒冷'
以麗沙, '以利沙'
以麗莎, '以利沙'
们, '們'
仭, '仞'
仼, '任'
伊利亞, '以利亞'
伊麗沙, '以利沙'
伊麗莎, '以利沙'
伏事, '服侍'
伏侍, '服侍'
休身口直, '優薪厚職'
会, '會'
伦, '倫'
但以李, '但以理'
但爾利, '但以理'
但義里, '但以理'
位預尖, '弟兄姊妹'
住福, '祝福'
佛惡, '罰惡'
佛惡上線, '罰惡賞善'
佛惡賞善, '罰惡賞善'
佳牛, '佳餚'
使徒行轉, '使徒行傳'
侍奉, '事奉'
侓, '律'
価, '價'
侣, '侶'
侫, '妄'
侯睿, '後裔'
保貴, '寶貴'
保贵, '寶貴'
信圖, '信徒'
信失, '信實'
候睿, '後裔'
候裔, '後裔'
偉生, '委身'
偉身, '委身'
傈, '僳'
傳導, '傳道'
傳書標題, '全書標題'
僅古, '亙古'
僞, '偽'
儍, 'sor '
元聚, '原罪'
先之, '先知'
先封, '先鋒'
入失法, '約沙法'
入室遞旨, '入室弟子'
入沙法, '約沙法'
入瑟法, '約沙法'
全道書, '傳道書'
兰, '蘭'
关, '關'
兹, '茲'
内, '內'
再接再勵, '再接再厲'
写, '寫'
冚, 'cum '
军, '軍'
冧, 'lum '
冲, '沖'
决, '決'
况, '況'
净, '淨'
凖, '準'
凤, '風'
処, '處'
凭, '憑'
凯, '凱'
凴, '憑'
出埃及紀, '出埃及記'
出拉及, '出埃及'
出拉及紀, '出埃及記'
出拉及記, '出埃及記'
刋, '刊'
列王紀, '列王記'
列王紀夏, '列王記下'
列路, '烈怒'
列露, '烈怒'
刘, '劉'
初埃及記, '出埃及記'
刧, '劫'
利利尼, '尼尼微'
利利尾, '尼尼微'
利味人, '利未人'
利味記, '利未記'
利微人, '利未人'
利微記, '利未記'
利未紀, '利未記'
利為人, '利未人'
利美人, '利未人'
利美紀, '利未記'
利美記, '利未記'
别, '別'
到成肉身, '道成肉身'
刹, '剎'
剥, '剝'
副因, '福音'
創世紀, '創世記'
劏, 'tong '
功義, '公義'
加南, '迦南'
加拉大, '加拉太'
加百農, '迦百農'
劳, '勞'
劵, '券'
効, '效'
勲, '勳'
区, '區'
医, '醫'
十六行傳, '使徒行傳'
十字加, '十字架'
华, '華'
卢, '盧'
卧, '臥'
卫, '衛'
却, '卻'
卽, '即'
历, '歷'
厠, '廁'
厡, '原'
厦, '廈'
厨, '廚'
叁, '參'
叄, '參'
反麥克勞, '販賣黑奴'
发, '發'
受古, '受苦'
叙, '敘'
叠, '疊'
叧, '另'
叫會, '教會'
史詩記, '士師記'
叶, '葉'
号, '號'
司徒, '使徒'
司徒仁傳, '使徒行傳'
司徒行傳, '使徒行傳'
司馬文, '使萬民'
叹, '嘆'
吃者被, '吃這餅'
各子, '鴿子'
名子而求, '名字而求'
名智而求, '名字而求'
名球, '名求'
名知而求, '名字而求'
名節祈求, '名字祈求'
吓, 'o下'
吔, 'ye '
吕, '呂'
吖, '呀'
吗, '嗎'
吡, '悲'
听, '聽'
启, '啟'
吿, '告'
呑, '吞'
呕, ''
咒誅, '咒詛'
咒诛, '咒詛'
咔, 'ka '
咗, 'jor '
咣, '剛'
咤, 'tak'
哈伯谷, '哈巴谷'
哈蓋, '哈該'
哋, '地'
响, '響'
哐, '框'
哑, '啞'
哒, '躂'
哔, '嗶'
哣, '逗'
哥倫多, '哥林多'
哥羅西書, '歌羅西書'
唓, '即係'
唞, '抖'
唥, 'lang '
唿, '弗'
啓, '啟'
啓示錄, '啟示錄'
啟事錄, '啟示錄'
啩, '掛'
啫, 'je '
啰, 'lor '
啱, 'arm '
啲, 'D '
啸, '嘯'
喀西瓦尼, '客西馬尼'
喀西馬尼, '客西馬尼'
喆, '. '
喐, 'yuk '
喺, '係'
喼, 'gip '
嗬, '嘛'
嗰, 'gwo '
嗱, 'la '
嘅, 'ge '
嘉南, '迦南'
嘘, '虛'
嘚, 'dik '
嘞, '啦'
嘢, 'ye '
嘣, '崩'
嘥, 'sai '
嘨, '嘯'
嘭, 'bang '
噃, 'bor '
噏, 'up '
噔, '等'
噜, '嚕'
噼, '啪'
嚒, '麼'
嚟, '黎'
嚿, '舊'
囘, '回'
四師記, '士師記'
回改, '悔改'
因典, '恩典'
因典年, '恩典年'
因店, '恩典'
因會, '恩惠'
因次, '恩賜'
因殿, '恩典'
因賜, '恩賜'
因高, '恩膏'
园, '園'
囯, '國'
国, '國'
土告, '禱告'
土福, '肚腹'
圣, '聖'
场, '場'
坂, '板'
坚, '堅'
坛, '壇'
坟, '墳'
垫, '墊'
埃歌, '哀歌'
埗, 'Po '
基殿, '基甸'
基電, '基甸'
基點, '基甸'
堃, '坤'
堯枚, '窰匠'
塞加利亞, '撒加利亞'
墻, '牆'
声, '聲'
売, '殼'
壳, '殼'
壽高, '受膏'
夕安, '錫安'
夜和華, '耶和華'
夜禍華, '耶和華'
够, '夠'
大偉, '大衛'
大兄姊妹, '弟兄姊妹'
大圍, '大衛'
大威, '大衛'
大媽事隔, '大馬士革'
大為, '大衛'
大素, '大數'
大經激, '帶荊棘'
大難, '大能'
大難的上帝, '大能的上帝'
大難的神, '大能的神'
大驚激, '帶荊棘'
天師, '天使'
天施, '天使'
天郭, '天國'
夫因, '福音'
奉主名寇, '奉主名求'
奉主命寇, '奉主名求'
奉主命求, '奉主名求'
奏助, '咒詛'
奏助, '詛咒'
奔機, '登基'
奥, '奧'
奬, '獎'
如月節, '逾越節'
如越節, '逾越節'
娅, '婭'
嫲, '麻'
孙, '孫'
学, '學'
孫臨, '屬靈'
孭, 'meh '
學者背, '喝這杯'
守美, '首尾'
宋色, '信息'
定征, '定睛'
定徵, '定睛'
定正, '定睛'
宝貴, '寶貴'
宝贵, '寶貴'
客西瓦尼, '客西馬尼'
宫, '宮'
宾, '賓'
宿靈, '屬靈'
寃, '冤'
富音, '福音'
寛, '寬'
實探, '試探'
寳, '寶'
寶羅, '保羅'
寶贵, '寶貴'
对, '對'
射博, '卸膊'
尅, '剋'
将, '將'
導告, '禱告'
尔, '爾'
就座, '咒詛'
就贖, '救贖'
尼塞亞, '彌賽亞'
尼尼尼, '尼尼微'
尼希米紀, '尼希米記'
尼西米, '尼希米'
尼西米記, '尼希米記'
尽, '盡'
属, '屬'
岀, '出'
岗, '崗'
峯, '峰'
嵗, '歲'
巣, '巢'
工義, '公義'
巨派, '懼怕'
已弗所, '以弗所'
已福所, '以弗所'
帋, '紙'
希伯來蘇, '希伯來書'
希列文, '希臘文'
帖殺羅尼加, '帖撒羅尼迦'
帖殺羅尼迦, '帖撒羅尼迦'
帖薩羅尼, '帖撒羅尼迦'
帖薩羅尼加, '帖撒羅尼迦'
帖薩羅尼迦, '帖撒羅尼迦'
带, '帶'
師命, '使命'
師哥, '詩歌'
師徒, '使徒'
師徒行傳, '使徒行傳'
師歌, '詩歌'
師篇, '詩篇'
帮, '幫'
帺, '旗'
幷, '並'
广, '廣'
庙, '廟'
废, '廢'
廸, 'dik '
建正, '見證'
廻, '迴'
弃, '棄'
弟兄姐妹, '弟兄姊妹'
弟子妹, '弟兄姊妹'
弥, '彌'
弱伯, '約伯'
弱失法, '約沙法'
弱沙法, '約沙法'
弱瑟法, '約沙法'
强, '強'
彎曲半弯, '彎曲勃謬'
彎曲半彎, '彎曲勃謬'
彎曲半路, '彎曲勃謬'
归, '歸'
很多前書, '哥林多前書'
很多後書, '哥林多後書'
後睿, '後裔'
後衛, '後裔'
得聖, '得勝'
得聖的, '得勝的'
從拜, '崇拜'
徧, '偏'
徳, '德'
徴, '徵'
德教, '基督教'
心願的含意, '深遠的含意'
忆, '憶'
忍惡, '隱惡'
忍罪, '認罪'
忘清神, '妄稱神'
忟, 'mung '
忧, '懮'
怒怒, '惱怒'
思篇, '詩篇'
急止, '鴿子'
怱, '匆'
恋, '戀'
恒, '恆'
恩寿, '恩手'
恩點, '恩典'
恳, '懇'
恼, '惱'
悏, '愜'
患作罪, '還作罪'
悶徒, '門徒'
惩, '懲'
意象方向, '異象方向'
愛, '愛'
愛哉, '哀哉'
感應的心, '感恩的心'
慽, '戚'
憇, '憩'
應需, '應許'
懐, '懷'
成城, '聖城'
成山, '聖山'
成徒, '聖徒'
成性, '成聖'
成所, '聖所'
成星, '成聖'
成殿, '聖殿'
成民, '聖民'
成潔, '聖潔'
成經, '聖經'
成義, '稱義'
成靈, '聖靈'
户, '戶'
扩, '擴'
扫, '掃'
扬, '揚'
抗野, '曠野'
抛, '拋'
护, '護'
抺, '抹'
担, '擔'
拆傳, '差傳'
拆派, '差派'
拦, '攔'
拨, '撥'
择, '擇'
挡, '擋'
捕獄, '哺育'
捜, '搜'
换, '換'
掕, '連'
探式, '嘆息'
掦, '剔'
推一巴步, '退一百步'
推一把步, '退一百步'
掳, '擄'
掹, 'mung '
掺, '摻'
掿, '搭'
提摩提, '提摩太'
提摩體, '提摩太'
提莫太, '提摩太'
提莫泰, '提摩太'
揑, '捏'
揦, 'la '
揸, 'zar '
揼, 'dump '
揾, '搵'
搅, '攪'
搲, '掘'
携, '攜'
撃, '擊'
撑, '掌'
撒但, '撒旦'
撒加利亞, '撒迦利亞'
撒基里亞, '撒嘉利亞'
撒姆爾, '撒母耳'
撒玛利亞, '撒瑪利亞'
撵, '攆'
撸, 'louk'
擀, '幹'
擔心人士, '單身人士'
擡, '抬'
擵, '摩'
攞, 'lor '
攰, 'gui '
收息, '修飾'
放眼, '方言'
放言, '方言'
敍, '敘'
敎, '教'
敘那及紀, '出埃及記'
教育主題, '舊約主題'
教育政經, '舊約聖經'
教育時代, '舊約時代'
教育歷史, '舊約歷史'
教育的主題, '舊約的主題'
教育的政經, '舊約的聖經'
教育的時代, '舊約的時代'
教育的歷史, '舊約的歷史'
教育的經文, '舊約的經文'
教育經文, '舊約經文'
教育聖經, '舊約聖經'
教育裏, '舊約裡'
教育裡, '舊約裡'
敲叫, '吼叫'
整救, '拯救'
敷肝, '枯乾'
數罪, '贖罪'
數羅, '素羅'
數靈, '屬靈'
文宗, '民眾'
文將, '盟約'
文數記, '民數記'
文素紀, '民數記'
文素記, '民數記'
斐立比, '腓立比'
新弱, '新約'
新明紀, '申命記'
新明記, '申命記'
新藥, '新約'
方書, '福音書'
方派, '福音派'
施命, '使命'
无, '無'
旣, '既'
时, '時'
旷, '曠'
明子而求, '名字而求'
明數記, '民數記'
明智而求, '名字而求'
明知而求, '名字而求'
明素記, '民數記'
星馬哥, '馬可'
春埃及, '出埃及'
昩, '昧'
是去空, '是虛空'
是探, '試探'
昻, '昂'
昼, '晝'
显, '顯'
晋, '晉'
晓, '曉'
晗, '含'
晩, '晚'
普二節, '普珥節'
暂, '暫'
暦, '曆'
暫停會議, ''
曓, '畢'
曠也, '曠野'
曱甴, '小強'
更聲, '更新'
書靈, '屬靈'
曺, '嘈'
會墓, '會幕'
有和了, '有禍了'
有善部, '有善報'
有惡部, '有惡報'
有言永固, '友誼永固'
朌, '盼'
服活, '復活'
木人, '牧人'
木師, '牧師'
木會, '牧會'
木者, '牧者'
术, '術'
朱山, '諸山'
朶, '朵'
机, '機'
杀, '殺'
束最, '贖罪'
束靈, '屬靈'
来, '來'
枫, '楓'
枱, '台'
查傳, '差傳'
栅, '柵'
栢, '柏'
样, '樣'
根生, '更新'
格林多, '哥林多'
梁善, '良善'
梘, 'gang '
梦, '夢'
棄事, '啟示'
楊伯來, '亞伯拉罕'
楊慕谷, '楊牧谷'
楼, '樓'
楼民, '流民'
榄, '欖'
様, '樣'
槛, '檻'
槪, '概'
横, '橫'
樹靈, '屬靈'
橫勝, '環聖'
櫈, '凳'
欅, '櫸'
權志, '決志'
欢迎订阅我的频道, ''
歌林多, '哥林多'
歡迎訂閱我的頻道, ''
正點的角度, '正典的角度'
歩, '步'
歳, '歲'
歴, '歷'
歷代之上, '歷代志上'
歷代之下, '歷代志下'
歷代紀, '歷代志'
歷代誌, '歷代志'
残, '殘'
殺旦, '撒旦'
殻, '殼'
毀改, '悔改'
毁, '毀'
母師, '牧師'
母應運, '無應允'
母福, '母腹'
母者, '牧者'
母號, '冒號'
毎, '每'
毒經, '讀經'
比得, '彼得'
比拉多, '彼拉多'
民素記, '民數記'
水獸, '水手'
氷, '冰'
氹, 'tum '
汉, '漢'
汚, '污'
汤, '湯'
汹, '洶'
決賽州, '決賽週'
沟, '溝'
没, '沒'
法利塞, '法利賽'
法利塞人, '法利賽人'
法尼塞, '法利塞'
泪, '淚'
泼, '潑'
洋裙, '羊群'
洗最, '洗罪'
洗禮物, '洗禮'
洗酒, '洗走'
流唐, '流堂'
流塘, '流堂'
浊, '濁'
济, '濟'
浛, '含'
浴汗, '約翰'
涙, '淚'
涟, '漣'
润, '潤'
涨, '漲'
涶, '唾'
淑靈, '屬靈'
深判, '審判'
淸, '清'
渊, '淵'
渋, '涉'
渗, '滲'
温, '溫'
溇, 'x'
滙, '匯'
滞, '淨'
满, '滿'
滥, '濫'
濶, '闊'
瀞, '靜'
灯, '燈'
灰幕, '會幕'
灰改, '悔改'
灵, '靈'
烈王紀, '列王記'
烈王紀夏, '列王記下'
烈王記, '列王記'
烈王記夏, '列王記下'
烈路, '烈怒'
烈露, '烈怒'
烏塞亞, '烏西雅'
焔, '焰'
煅, '鍛'
煊, '宣'
煑, '煮'
熟靈, '屬靈'
燶, 'lone '
爭言, '箴言'
爱, '愛'
爲, '為'
爾東, '以東'
牀, '床'
牢堂, '流堂'
犂, '犁'
犟, '強'
犠, '犧'
状, '狀'
犹, '猶'
狠切, '懇切'
猜拳的士工, '差傳的事工'
猪, '豬'
猫, '貓'
猬, '蝟'
献, '獻'
獅子孝, '獅子吼'
獅子考, '獅子吼'
獵王紀, '列王記'
獵王記, '列王記'
獵皇紀, '列王記'
獵皇記, '列王記'
玮, '瑋'
珏, '玉'
琼, '瓊'
瑤像, '窰匠'
瑤枚, '窰匠'
瑤象, '窰匠'
瑪拿, '嗎哪'
瑪那, '嗎哪'
環球聲劇會, '環球聖經會'
璴, '礎'
瓒, '瓚'
瓦國, '雅各'
生命紀, '申命記'
生命記, '申命記'
生靈, '聖靈'
産, '產'
申命紀, '申命記'
电, '電'
画, '畫'
畀, '比'
界命, '誡命'
留唐, '流堂'
畧, '略'
疗, '療'
疮, '瘡'
痪, '瘓'
瘆, '慘'
瘪, '癟'
瘫, '癱'
瘮, '慘'
瘾, '癮'
癎, '癇'
登山保訓, '登山寶訓'
登山報訓, '登山寶訓'
登山補訓, '登山寶訓'
白利恆, '伯利恆'
百利恆, '伯利恆'
的頂尖, '弟兄姊妹'
盗, '盜'
盛經, '聖經'
監默無聲, '緘默無聲'
目師, '牧師'
目者, '牧者'
省經, '聖經'
眞, '真'
着, '著'
睺, 'hau '
瞓, '訓'
瞔, '睛'
矝, '矜'
码, '碼'
硏, '研'
磒, '隕'
磫, '蹤'
礦野, '曠野'
礳, '磨'
礴, 'bok'
礼, '禮'
祎, '禕'
神的大難, '神的大能'
神話, '神的話'
神開的, '神學的'
祢, '你'
祭司掌, '祭司長'
祯, '禎'
祷, '禱'
祸, '禍'
禄, '祿'
禇, '褚'
福人敬聽, '僕人敬聽'
禮敘, '禮序'
禱福, '肚腹'
科目, '渴慕'
秘魯, '被擄'
秘魯之後, '被擄之後'
秘魯的時候, '被擄的時候'
称, '稱'
稣, '穌'
稲, '稻'
稳, '穩'
穏, '穩'
穷, '窮'
穿福音, '傳福音'
穿道, '傳道'
窂, '牢'
窍, '竊'
窑, 'yiu'
窦, '竇'
窯醬, '窯匠'
窯醬, '窰匠'
窰, 'yiu '
窰醬, '窰匠'
竈, '灶'
竉, '寵'
童子已殺, '童子以撒'
竪, '豎'
笔, '筆'
等, '等'
筹, '籌'
箏言, '箴言'
箓, '籙'
米加書, '彌迦書'
米塞亞, '彌賽亞'
粃, '秕'
粧, '裝'
糉, '粽'
糍, 'chi '
糭, '粽'
約伯基, '約伯記'
約句, '鑰句'
約失法, '約沙法'
約拿樹, '約拿書'
約斯慈愛, '施慈愛'
約書亞紀, '約書亞記'
約書雅, '約書亞'
約書鴨, '約書亞'
約沙法, '約沙法'
約爾書, '約珥書'
約瑟法, '約沙法'
約瑟雅, '約書亞'
約白, '約伯'
約節, '鑰節'
約貴, '約櫃'
紅塗, '洪濤'
納約, '立約'
索羅門, '所羅門'
紥, 'zhak '
絶, '絕'
綉, '繡'
經歷秘魯, '經歷被擄'
經激, '荊棘'
綫, '線'
緃, '縱'
緍, '婚'
縂, '總'
繋, '繫'
繞恕, '饒恕'
纎, '纖'
纒, '纏'
约, '約'
级, '級'
纪, '記'
纳, '納'
纷, '紛'
纸, '紙'
纹, '紋'
细, '細'
终, '終'
经, '經'
结, '結'
给, '給'
统, '統'
维, '維'
缺志, '決志'
缼, '缺'
罗, '羅'
罪業, '罪孽'
罰惡上線, '罰惡賞善'
羅馬方舟, '挪亞方舟'
羈心, '譏心'
羣, '群'
義子, '兒子'
老家福音, '路加福音'
老德宗, '路德宗'
老教堪, '路加福音'
耳塞亞, '以賽亞'
耳弗所, '以弗所'
耳獅帖, '以斯帖'
耳知帖記, '以斯帖記'
耳福所, '以弗所'
耳筆所, '以弗所'
耳筆所書, '以弗所書'
耶利末, '耶利米'
耶利米亞, '耶利米'
耶利迷, '耶利米'
耶利迷書, '耶利米書'
耶蘇, '耶穌'
耻, '恥'
联, '聯'
聖峰會, '聖公會'
聖領, '聖靈'
聲徒, '聖徒'
聲所, '聖所'
聲約, '聖約'
聲結, '聖潔'
聲經, '聖經'
聲靈, '聖靈'
聴, '聽'
聼, '聽'
聽奏助, '聽詛咒'
肠, '腸'
肤, '膚'
肶, '脾'
胆, '膽'
胧, '朧'
胶, '交'
脚, '腳'
脷, '利'
腭, 'ngok '
腹音, '福音'
腻, '膩'
腾, '騰'
自以為意, '自以為是'
自以為意, '自以為義'
自慰書, '智慧書'
舊弱, '舊約'
舊藥, '舊約'
舎, '舍'
舞弊英魂, '無被應允'
船道, '傳道'
艺, '藝'
苏, '蘇'
若伯, '約伯'
若失法, '約沙法'
若拿書, '約拿書'
若旦, '約旦'
若旦河, '約旦河'
若書亞, '約書亞'
若沙法, '約沙法'
若瑟, '約瑟'
若瑟法, '約沙法'
若白, '約伯'
若白記, '約伯記'
英許, '應許'
荣, '榮'
荧, '螢'
药, '藥'
莫明奇妙, '莫名其妙'
莱, '萊'
菓, 'gwo '
菲利士, '非利士'
菲利門, '腓利門'
菲律比, '腓立比'
菲律賓書, '腓立比書'
营, '營'
萬軍之謠, '萬軍之耶和華'
萬鈞, '萬軍'
著, '著'
葛羅西, '哥羅西'
葱, '蔥'
蒼世紀, '創世記'
蒼世記, '創世記'
蓋隱, '該隱'
薛徒, '使徒'
薩旦, '撒旦'
藴, '蘊'
蘯, '蕩'
虎杯, '苦杯'
虐伯, '約伯'
虐白, '約伯'
虚, '虛'
虽, '雖'
蚁, '蟻'
蚂, '螞'
蛊, '蠱'
蝇, '蠅'
蟎, '蜢'
衆, '眾'
衔, '銜'
衛格, '位格'
衛身, '委身'
衞, '衛'
衞格, '位格'
衠, '衡'
袄, '襖'
袐, '秘'
袮, '你'
裇, 'seuk '
裏, '裡'
裏面, '裡面'
補血, '寶血'
褴, '襤'
西伯來, '希伯來'
覊, '羈'
見正, '見證'
規決, '虧缺'
視探, '試探'
见, '見'
见证, '見證'
观, '觀'
觉, '覺'
角會, '教會'
解受, '接受'
解命, '誡命'
討告, '禱告'
記錄徒, '基督徒'
詩圖行傳, '使徒行傳'
詩經, '詩篇'
該印, '該隱'
誉, '譽'
誔, '誕'
誠聖, '成聖'
說清說錯, '說清說楚'
說清說錯, '講清講楚'
説, '說'
請救, '拯救'
請求選民, '拯救選民'
講清講錯, '說清說楚'
譲, '讓'
讃, '讚'
讉, '譴'
订, '訂'
讨告, '禱告'
记, '記'
讲, '講'
讽, '諷'
设, '設'
识, '識'
诗, '詩'
诚, '誠'
话, '話'
说, '說'
请, '請'
课, '課'
谁, '誰'
谢, '謝'
谱, '譜'
豙, '毅'
貎, '貌'
負因, '福音'
買壯, '埋葬'
買葬, '埋葬'
費利士, '非利士'
貼殺羅尼加, '帖撒羅尼迦'
貼殺羅尼迦, '帖撒羅尼迦'
貼薩羅尼加, '帖撒羅尼迦'
貼薩羅尼迦, '帖撒羅尼迦'
貼薩羅維加, '帖撒羅尼迦'
貼薩羅耶加, '帖撒羅尼迦'
賣壯, '埋葬'
賣葬, '埋葬'
賭肉, '到肉'
败, '敗'
费, '費'
赋, '賦'
赐, '賜'
走證, '酒政'
赵, '趙'
起勢, '起誓'
路家福音, '路加福音'
路德記, '路得記'
踎, 'mau '
踨, '蹤'
踪, '蹤'
踭, 'zoung '
身徒, '信徒'
身數, '申訴'
躭, '耽'
躱, '躲'
軚, 'tie '
較會, '教會'
輪舍, '鄰舍'
輭, '軟'
辅, '輔'
辈, '輩'
辞, '辭'
辧, '辦'
边, '邊'
过, '過'
这, '這'
远, '遠'
述靈, '屬靈'
迷賽亞, '彌賽亞'
迹, '跡'
逊, '遜'
递, '遞'
逹, '達'
逻, '邏'
避得, '彼得'
邓, '鄧'
邨, '村'
邪體字, '斜體字'
邮, '郵'
鄕, '鄉'
酙, '酌'
酦, '. '
酶, '酉每'
醖, '醞'
释, '釋'
重讚, '頌讚'
重贊, '頌讚'
重赞, '頌讚'
金食, '禁食'
針研, '箴言'
鈎, '勾'
鉄, '鐵'
鉢, '缽'
銹, '鏽'
錦音, '感恩'
錬, '鏈'
鍁, '欣'
鍳, '鑒'
鎅, 'gai '
鏡拜, '敬拜'
鐡, '鐵'
鐧, '簡'
鑬, '纜'
镕, 'yeun '
长, '長'
間噩, '奸惡'
間惡, '奸惡'
間證, '見證'
間鱷, '奸惡'
閙, '鬧'
関, '關'
閲, '閱'
闻, '聞'
阳, '陽'
阿不拉罕, '阿伯拉罕'
阿伯拉罕, '亞伯拉罕'
阿伯蘭, '亞伯蘭'
阿瑪芝, '阿摩斯'
阿蘭, '亞蘭'
阿達舌西, '亞達薛西'
阿門, '阿們'
陥, '陷'
陳義, '稱義'
険, '險'
随, '隨'
隐, '隱'
隠, '隱'
隣, '鄰'
雅述, '亞述'
雑, '雜'
雳, '靂'
電影姊妹, '弟兄姊妹'
電頂, '殿頂'
靑, '青'
非利門, '腓利門'
非立比, '腓立比'
非立比書, '腓立比書'
靱, '韌'
韬, '低'
頂姊妹, '弟兄姊妹'
頂姐妹, '弟兄姊妹'
頂智培, '弟兄姊妹'
頂枝母, '弟兄姊妹'
頂節目, '弟兄姊妹'
頌贊, '頌讚'
頌赞, '頌讚'
頓化論, '進化論'
領授, '領受'
顔, '顏'
顕, '顯'
顶, '頂'
顺, '順'
顿, '頓'
领, '領'
频, '頻'
颗, '顆'
風光大壯, '風光大葬'
養尿, '養料'
餸, 'sung '
饒書, '饒恕'
饭, '飯'
饱, '飽'
饿, '餓'
馀, '餘'
首獨身, '守獨身'
馬下伏筆, '埋下伏筆'
馬克福音, '馬可福音'
馬圖撒拉, '馬土撒拉'
馬太方案, '馬太福音'
馬拿, '嗎哪'
馬那, '嗎哪'
駄, '馱'
駡, '罵'
験, '驗'
驚拜, '敬拜'
驚激, '荊棘'
驚畏, '敬畏'
髗, '髏'
高羅西, '哥羅西'
高羊, '羔羊'
髪, '髮'
鬬, '鬥'
魔西, '摩西'
魔門教, '摩門教'
魚言, '預言'
鯭, 'mank'
鰂, '魚則'
鰐, '鱷'
鱲, 'Lap '
鲁, '魯'
鷄, '雞'
鷹兒, '嬰兒'
鷹孩, '嬰孩'
鷹鞋, '嬰孩'
鸻, '鴴'
鹷, '齡'
麪, '麵'
麫, '麵'
麽, '麼'
黄, '黃'
