這就是我們很熟悉的金句聖經的允許,我們都知道。。
支持Donald Trump的?。
你搞錯了,。
這個Republic不是說美利堅合眾國,。
這個Republic是說Republic of Rome,。
羅馬共和國,。
所以瑞麗的政治立場,。
是擁護羅馬德國,。
是擁護羅馬帝國的天下太平,。
Pax Romania,。
條條帶道通羅馬,。
他們佩服,。
他們服侍帝國不義的政權,。
耶穌還有另一個門徒,。
你有聽過的,。
粉裔黨的西門,。
認識他嗎?。
知不知道什麼叫粉裔黨?。
很熱心傳福音的,不是,。
粉裔黨就是堅決立志,。
不惜犧牲流血,。
要將羅馬駐軍,。
趕出猶太耶路撒冷,。
用今天我們馬上明白的四個字,。
勇武濫醜,。
你明白嗎?。
是的,這個就是粉裔黨的政綱,。
耶穌呼召門徒,。
有粉裔黨人跟從不出奇,。
耶穌為什麼要選他做使徒呢?。
奇怪,。
耶穌的十二使徒,。
使徒有Republican馬泰,。
建制深藍,。
有粉裔黨西門,。
他們兩個爭吵以色列國復興,。
你知道嗎?。
爭吵到耶穌升天前那一分鐘的,。
哪裡記載的?。
《使徒行傳》第一章第六節,。
我們熟悉的是第八節,。
聖靈降臨,。
耶穌為什麼會說這句話呢?。
門徒問主下,。
你復興以色列國就在這時候嗎?。
不是問耶穌什麼時候回來,。
是問一個Political agenda,。
耶穌怎麼回答你很清楚的?。
要憑著自己的權定,。
所定的時候日期,。
什麼話?。
不是你們可以知道的,。
答完沒有?。
沒有,。
但聖靈降臨在你們身上,。
你們就必得著能力,。
並要在,。
小心背,不要搞錯地方,。
第一,耶路撒冷,。
猶太全地,。
和薩馬利亞,。
直到地極,。
作我的見證,。
《使徒行傳》第一章,。
提出主最後的使命,。
二十八章,。
保羅來到羅馬,。
去到地極沒有?。
你一定說,。
南極北極,。
不是說地理上的地極,。
北極熊同企我,。
保羅去做什麼?。
又不是National Geographic,。
起碼都四大文明古國,。
埃及最近,。
巴比倫是遠一點,。
未到印度,。
又未來到中國,。
何來直到地極,。
你誤會了,。
《耳塞亞書》49章第六節,。
你做外邦人的光,。
叫你將我的舊恩,。
傳到地極,。
光代表舊恩,。
地極就是外邦,。
所以保羅帶著福音,。
來到當時羅馬帝國的首都,。
羅馬,。
到了地極了,。
因為這是外邦世界的中心,。
史達恆傳就停在羅馬,。
羅馬帝國沒有錯,。
逼迫教會長達250年,。
但是羅馬從來都不是教會的仇敵,。
因為羅馬只是地極,。
懂得聽耶穌這個吩咐嗎?。
聖靈降臨,。
得著能力,。
從耶路撒冷直到地極,。
為主做見證,。
使徒們出去,。
去到羅馬,。
羅馬逼迫他們,。
但是你讀聖經,。
你讀教會歷史,。
教會從來都不需要視帝國為仇敵,。
因為耶穌吩咐我們,。
往地極傳福音,。
羅馬是教會的地極,。
上帝掌管歷史,。
請問上帝怎樣改變羅馬?。
這個殘暴不仁的帝國,。
興起另一個國家,。
推倒它,。
沒有,。
你知道的,。
剛才我們提過康士坦丁,。
主后308年,。
康士坦丁發了一個夢,。
信了耶穌,。
洗禮,。
主后800年,。
第九世紀,。
羅馬帝國,。
就成為神聖羅馬帝國,。
極到十九世紀,。
納破倫,。
所以今天我們基督教被稱為楊教,。
其實有點冤枉的,。
耶穌不是楊人,。
他是猶太人,。
亞洲人,。
東方人,。
教會是被楊人迫害的,。
羅馬是楊人,。
怎麼會說我們是楊教,。
不過楊教這兩個字可圈可點,。
因為它說出了福音改變歐洲大陸的文明歷史,。
信仰人民長達一千年之久,。
這個是上帝獨一的真神,。
這個是上帝獨一的真神,。
奇妙的作為,。
耶穌是主,。
該殺不是主,。
在教會的歷史上,。
我們就見到這個事實,。
福音改變了歐洲,。
福音同樣改變美洲,。
北美洲,。
南美洲,。
你熟悉嗎?。
有沒有聽聞?。
福音改變了澳洲,。
非洲,。
二十世紀,。
非洲基督徒的人數,。
追過了歐洲基督徒的人數,。
你知道嗎?。
福音會不會在二十一世紀改變亞洲?。
怎樣改變?。
耶穌是主,。
你和我口裡承認,。
心裡是否相信?。
還是還要他聽我?。
我認為這樣對,。
上帝,。
你不應該這樣叫日頭照好人,。
也照壞人,。
降雨給異人,。
又給不義的人,。
是呀,。
誰是主話?。
誰決定話?。
誰聽誰話?。
所以聖經提出,。
我們口裡認耶穌為主,。
心裡信,。
神叫祂從死裡復活,。
祂是我們的救主,。
生命的主,。
但天上地下所有的權並,。
主耶穌都賜給我了,。
祂是獨一的真神,。
耶穌是上主,。
是上帝,。
因此,。
所以你們要去使萬民作門徒,。
看到那個一氣呵成的因果次序嗎?。
求主幫助我們,。
沒錯,。
我們心口如一,。
認順,。
重要的,。
但這個不單只是在我們回來禮拜堂,。
不單只是在我們的靈修,。
祈禱,。
讀聖經,。
團契小組,。
侍奉,。
短宣,。
仿孫,。
更加在我們日常生活的這個現實的世界,。
這是天父世界,。
更加求主幫助我們,。
福音是祂要改變我們的,。
包括我們自己,。
我們經歷了神的恩典,。
明白福音能夠將人改變的事實,。
福音在歷史上,。
耶穌是主,。
所以一個一個的大陸,。
一個一個的帝國,。
福音改變,。
這個是我們今天認順,。
包括,。
一個很不離地的事實,。
求主幫助我們,。
我們同心一起祈禱,。
求聖靈開我們的心竅,。
幫助我們明白聖經,。
並且切實進行,。
讓你的話藏在我們的心中,。
免得我們得罪你,。
求主憐憫,。
興起你的教會,。
開我們的眼睛,。
看見你奇妙的作為,。
今天怎樣彰顯在你的世界,。
求主幫助我們,。
我們不習慣這樣看,。
不懂得怎樣做,。
所以求主憐憫,。
遂聽我們的祈禱,。
奉耶穌基督聖命求,。
阿門。
