
[00:00:00.000 --> 00:00:04.000]  我相信不單止是實體的頂梓梅
[00:02:07.000 --> 00:02:12.000]  要從土堆裡面拿出火燒的石頭再立牆嗎?
[00:02:12.000 --> 00:02:14.000]  阿滿人多比亞站在旁邊說
[00:02:14.000 --> 00:02:16.000]  他們所做的石牆
[00:02:16.000 --> 00:02:18.000]  就似乎你上去也必止到
[00:02:18.000 --> 00:02:19.000]  跌倒的意思
[00:02:19.000 --> 00:02:21.000]  我們的神啊,求你垂聽
[00:02:21.000 --> 00:02:22.000]  我們被藐視
[00:02:22.000 --> 00:02:26.000]  求你使他們的偽謗歸於他們的頭上
[00:02:26.000 --> 00:02:31.000]  使他們在被擄到之地作為良物
[00:02:31.000 --> 00:02:34.000]  你知道,起碼一收到消息
[00:02:34.000 --> 00:02:36.000]  有很多人來攻擊他的時候
[00:02:36.000 --> 00:02:39.000]  他馬上就站在這個土地上
[00:02:39.000 --> 00:02:41.000]  他說不要遮蓋他們的罪孽
[00:02:41.000 --> 00:02:45.000]  不要使他們的罪惡從你面前逃沒
[00:02:45.000 --> 00:02:47.000]  因為他們在修造的人眼前
[00:02:47.000 --> 00:02:49.000]  惹動了你的怒氣
[00:02:49.000 --> 00:02:51.000]  將數目交給神
[00:02:51.000 --> 00:02:53.000]  這樣他們就修造整個牆
[00:02:53.000 --> 00:02:55.000]  整個牆就連絡
[00:02:55.000 --> 00:02:58.000]  高志一半,因為百姓都專心做工
[00:02:58.000 --> 00:03:03.000]  參巴拉多比亞、阿拉伯人、阿滿人、阿實人聽見
[00:03:03.000 --> 00:03:05.000]  修造耶路撒冷整個牆
[00:03:05.000 --> 00:03:07.000]  著手進行堵塞破裂的地方
[00:03:07.000 --> 00:03:08.000]  就甚法路
[00:03:08.000 --> 00:03:10.000]  即是正在建,已經建了一半
[00:03:10.000 --> 00:03:12.000]  那班人見到他真的建的時候
[00:03:12.000 --> 00:03:14.000]  就開始法路
[00:03:14.000 --> 00:03:19.000]  大家同謀要來攻擊耶路撒冷使城內擾亂
[00:03:19.000 --> 00:03:21.000]  即是大家放風聲出來
[00:03:21.000 --> 00:03:23.000]  要搞亂整個牆
[00:03:23.000 --> 00:03:25.000]  裡邊的人,即是建造的人
[00:03:25.000 --> 00:03:27.000]  而我們禱告我們的神
[00:03:27.000 --> 00:03:31.000]  又因他們的緣故派人看守,晝夜防備
[00:03:31.000 --> 00:03:35.000]  有大人說,灰土上多
[00:03:35.000 --> 00:03:37.000]  崗台的人力氣已經衰敗
[00:03:37.000 --> 00:03:40.000]  所以我們不能建造整個牆
[00:03:40.000 --> 00:03:43.000]  我們敵人就說,趁他們不知道的時候
[00:03:43.000 --> 00:03:46.000]  不見到的時候,使他們進去中間殺他們
[00:03:46.000 --> 00:03:48.000]  就使工作止住
[00:03:48.000 --> 00:03:52.000]  其實很恐怖,基本上他們想派人進來殺
[00:03:52.000 --> 00:03:54.000]  即是那班建造整個牆的人
[00:03:54.000 --> 00:03:56.000]  那靠岸敵人居住的猶太人
[00:03:56.000 --> 00:03:59.000]  十次從
[00:03:59.000 --> 00:04:01.000]  John遮住了一隻紙
[00:04:01.000 --> 00:04:03.000]  各處來見我們
[00:04:03.000 --> 00:04:05.000]  OK,OK,OK
[00:04:05.000 --> 00:04:08.000]  說我們必要回到我們那裡
[00:04:08.000 --> 00:04:11.000]  十次的意思不是十次
[00:04:11.000 --> 00:04:14.000]  十次的意思在白俄文解釋了很多
[00:04:14.000 --> 00:04:17.000]  所以我們使我們百姓
[00:04:17.000 --> 00:04:20.000]  各按宗族拿刀、拿槍、拿弓
[00:04:20.000 --> 00:04:24.000]  站在城牆後面低窪的空處
[00:04:24.000 --> 00:04:26.000]  我察看鳥就起來對貴族
[00:04:26.000 --> 00:04:28.000]  和官長和其他人說
[00:04:28.000 --> 00:04:30.000]  不要怕他們當紀念處是大而可畏
[00:04:30.000 --> 00:04:34.000]  你們要為弟兄兒女妻子家產增賤
[00:04:34.000 --> 00:04:37.000]  頭十四字基本上
[00:04:37.000 --> 00:04:39.000]  其實我們很快地說
[00:04:39.000 --> 00:04:45.000]  這是一個聖戰的技術
[00:04:45.000 --> 00:04:47.000]  在聖經裡面Holy War
[00:04:47.000 --> 00:04:49.000]  打聖戰
[00:04:49.000 --> 00:04:51.000]  打一個神聖的戰爭
[00:04:51.000 --> 00:04:54.000]  一個上帝親自打的戰爭
[00:04:54.000 --> 00:04:56.000]  基本上一定有很多敵人攻擊
[00:04:56.000 --> 00:04:59.000]  而那個攻擊基本上是必輸的
[00:04:59.000 --> 00:05:01.000]  基本上所有聖戰
[00:05:01.000 --> 00:05:03.000]  萬軍耶和華能夠打這場聖戰
[00:05:03.000 --> 00:05:06.000]  是因為以色列人從來打仗
[00:05:06.000 --> 00:05:08.000]  是沒有把握打贏的
[00:05:08.000 --> 00:05:09.000]  是沒有的
[00:05:09.000 --> 00:05:10.000]  你可以想像
[00:05:10.000 --> 00:05:14.000]  你講一下摩西的那個仗
[00:05:14.000 --> 00:05:15.000]  他的手要舉高
[00:05:15.000 --> 00:05:20.000]  是要靠約書亞和他哥哥一起舉著他的手
[00:05:20.000 --> 00:05:21.000]  他才能夠打贏
[00:05:21.000 --> 00:05:27.000]  你看一下基丁
[00:05:27.000 --> 00:05:29.000]  他有很多人可以打仗
[00:05:29.000 --> 00:05:32.000]  最後只有幾百人就打贏
[00:05:32.000 --> 00:05:35.000]  基本上所有的東西都是很荒謬
[00:05:35.000 --> 00:05:38.000]  是上帝親自贏的那場戰爭
[00:05:38.000 --> 00:05:40.000]  如果是這樣說的話
[00:05:40.000 --> 00:05:44.000]  聖戰這個觀念在這裡就呈現
[00:05:44.000 --> 00:05:46.000]  很多敵人攻擊
[00:05:46.000 --> 00:05:48.000]  有很多敵人來到我們當中
[00:05:48.000 --> 00:05:49.000]  接著就不行了
[00:05:49.000 --> 00:05:51.000]  內邊的人都搞得亂七八糟
[00:05:51.000 --> 00:05:54.000]  外邊的人就說要來殺人
[00:05:54.000 --> 00:05:56.000]  基本上如果你知道那個背景的話
[00:05:56.000 --> 00:05:59.000]  更加的程度是什麼
[00:05:59.000 --> 00:06:02.000]  基本上李希米是一個省長
[00:06:02.000 --> 00:06:04.000]  他說是一個猶大城的省長
[00:06:04.000 --> 00:06:07.000]  但基本上所謂的參巴拉是誰
[00:06:07.000 --> 00:06:10.000]  參巴拉就是那個薩馬利亞人的省長
[00:06:10.000 --> 00:06:14.000]  薩馬利亞那時候應該是管理耶路撒冷的地方
[00:06:14.000 --> 00:06:17.000]  但是李希米要建城牆的時候
[00:06:17.000 --> 00:06:21.000]  很明顯是在分他的政治油水
[00:06:21.000 --> 00:06:23.000]  在分他的經濟利益
[00:06:23.000 --> 00:06:25.000]  所以他一定要打他和打他
[00:06:25.000 --> 00:06:28.000]  所以他找了阿滿人、參巴拉、阿拉伯人
[00:06:28.000 --> 00:06:30.000]  一起來打他
[00:06:30.000 --> 00:06:34.000]  這場仗對於李希米來說是必輸的
[00:06:34.000 --> 00:06:36.000]  但你可以這樣想
[00:06:36.000 --> 00:06:38.000]  李希米為什麼這麼蠢
[00:06:38.000 --> 00:06:40.000]  你去到一個新的地方
[00:06:40.000 --> 00:06:42.000]  你應該要怎麼做
[00:06:42.000 --> 00:06:47.000]  通常如果你去到一個新的職場去工作的時候
[00:06:47.000 --> 00:06:50.000]  一定是看好所有的東西才慢慢去做
[00:06:50.000 --> 00:06:51.000]  但不是的
[00:06:51.000 --> 00:06:52.000]  李希米是不理的
[00:06:52.000 --> 00:06:53.000]  三七二十一
[00:06:53.000 --> 00:06:56.000]  我夢想的呼召建城牆就建城牆
[00:06:56.000 --> 00:06:58.000]  所以基本上他得罪了所有人
[00:06:58.000 --> 00:07:04.000]  他完全不懂得進去職場去做的時候的倫理規矩
[00:07:04.000 --> 00:07:06.000]  他完全不懂
[00:07:06.000 --> 00:07:07.000]  所以他得罪了所有人
[00:07:07.000 --> 00:07:09.000]  人家要打他,他應該的
[00:07:09.000 --> 00:07:11.000]  而且他還在輸
[00:07:11.000 --> 00:07:13.000]  凡是在輸的東西
[00:07:13.000 --> 00:07:15.000]  回看舊的聖經
[00:07:15.000 --> 00:07:17.000]  一定是聖戰
[00:07:17.000 --> 00:07:19.000]  是神親自做的
[00:07:19.000 --> 00:07:21.000]  所以這句是這麼說的
[00:07:21.000 --> 00:07:24.000]  紀念主大而可畏
[00:07:24.000 --> 00:07:29.000]  你們要為你的弟兄兒女妻子家產征戰
[00:07:29.000 --> 00:07:33.000]  十五節是最奇怪的經文
[00:07:33.000 --> 00:07:38.000]  受敵聽見我們知道他們的心意
[00:07:38.000 --> 00:07:42.000]  見神也破壞他們的計謀就不來了
[00:07:42.000 --> 00:07:45.000]  中文聖經就寫了就不來了
[00:07:45.000 --> 00:07:47.000]  你看希伯來文聖經
[00:07:47.000 --> 00:07:50.000]  這四個字是沒有的
[00:07:50.000 --> 00:07:53.000]  關鍵是解完這兩句話的時候
[00:07:53.000 --> 00:07:57.000]  受敵聽見我們知道他們的心意的時候
[00:07:57.000 --> 00:08:00.000]  他就以為這樣知道了他們的心意
[00:08:00.000 --> 00:08:02.000]  所以他們就不來了
[00:08:02.000 --> 00:08:05.000]  所以中文翻譯的人就加一句
[00:08:05.000 --> 00:08:07.000]  再加上整句的意思
[00:08:07.000 --> 00:08:10.000]  但其實你想清楚
[00:08:10.000 --> 00:08:14.000]  受敵聽見我們知道他們的心意
[00:08:14.000 --> 00:08:16.000]  通常會怎樣的
[00:08:16.000 --> 00:08:18.000]  那時候有一段時間
[00:08:18.000 --> 00:08:20.000]  我玩手遊
[00:08:20.000 --> 00:08:24.000]  手機的那些
[00:08:24.000 --> 00:08:26.000]  手機的那些什麼
[00:08:26.000 --> 00:08:28.000]  那些遊戲
[00:08:28.000 --> 00:08:30.000]  手遊
[00:08:30.000 --> 00:08:32.000]  就是
[00:08:32.000 --> 00:08:34.000]  打那些
[00:08:34.000 --> 00:08:36.000]  打那些什麼
[00:08:36.000 --> 00:08:38.000]  就是要和人一起打的
[00:08:38.000 --> 00:08:41.000]  你要和世界各地不認識的人
[00:08:41.000 --> 00:08:43.000]  一起去打
[00:08:43.000 --> 00:08:44.000]  打的那些
[00:08:44.000 --> 00:08:45.000]  軍團啊
[00:08:45.000 --> 00:08:47.000]  你安裝了軍團
[00:08:47.000 --> 00:08:50.000]  一起在手遊上打機
[00:08:50.000 --> 00:08:53.000]  我那時候玩到那個地步
[00:08:53.000 --> 00:08:56.000]  那個遊戲機是很多台灣人玩的
[00:08:56.000 --> 00:08:58.000]  那些台灣人我們開了一個LINE
[00:08:58.000 --> 00:09:00.000]  你知道台灣人是喜歡玩LINE的
[00:09:00.000 --> 00:09:02.000]  不是玩WhatsApp的
[00:09:02.000 --> 00:09:03.000]  因為日本的
[00:09:03.000 --> 00:09:05.000]  所以他們玩LINE
[00:09:05.000 --> 00:09:06.000]  我們開了一個群組
[00:09:06.000 --> 00:09:08.000]  一起在LINE上聊天
[00:09:08.000 --> 00:09:10.000]  我們試過約了一次
[00:09:10.000 --> 00:09:12.000]  一次我們去了台灣
[00:09:12.000 --> 00:09:15.000]  那時候一群兄弟走出來
[00:09:15.000 --> 00:09:17.000]  多開心
[00:09:17.000 --> 00:09:19.000]  從來不認識他們
[00:09:19.000 --> 00:09:21.000]  打了一年多兩年
[00:09:21.000 --> 00:09:23.000]  終於知道你們叫什麼名字
[00:09:23.000 --> 00:09:25.000]  我的名字叫艾亮
[00:09:25.000 --> 00:09:27.000]  就是
[00:09:27.000 --> 00:09:31.000]  隨便不知道為什麼叫這個名字
[00:09:31.000 --> 00:09:33.000]  我都忘記了為什麼
[00:09:33.000 --> 00:09:35.000]  那時候我們為什麼要這樣做呢
[00:09:35.000 --> 00:09:37.000]  因為那些兄弟
[00:09:37.000 --> 00:09:39.000]  我想說
[00:09:39.000 --> 00:09:42.000]  我從來沒見過兄弟這麼有情義
[00:09:42.000 --> 00:09:44.000]  唯有在手遊裡的兄弟
[00:09:44.000 --> 00:09:47.000]  真的很多裡多裡火裡火裡去
[00:09:47.000 --> 00:09:48.000]  你明白嗎
[00:09:48.000 --> 00:09:51.000]  每個星期約了
[00:09:51.000 --> 00:09:53.000]  今晚要打了
[00:09:53.000 --> 00:09:54.000]  大家就一起
[00:09:54.000 --> 00:09:55.000]  什麼都不准做
[00:09:55.000 --> 00:09:57.000]  就要抱著在那裡
[00:09:57.000 --> 00:09:58.000]  一起打
[00:09:58.000 --> 00:10:00.000]  軍團80人
[00:10:00.000 --> 00:10:02.000]  少你一個就少一個力量
[00:10:02.000 --> 00:10:04.000]  人家個個都全隊的
[00:10:04.000 --> 00:10:06.000]  還要人家給很多錢的課金
[00:10:06.000 --> 00:10:08.000]  你一定輸給別人
[00:10:08.000 --> 00:10:10.000]  一個個都不齊就不行了
[00:10:10.000 --> 00:10:11.000]  所以基本上
[00:10:11.000 --> 00:10:13.000]  如果我們
[00:10:13.000 --> 00:10:15.000]  最終很好笑
[00:10:15.000 --> 00:10:18.000]  在團隊裡有一個出賣我們的人
[00:10:18.000 --> 00:10:23.000]  是敵方派來我們團隊
[00:10:23.000 --> 00:10:25.000]  來刺探我們軍情
[00:10:25.000 --> 00:10:26.000]  你明白嗎
[00:10:26.000 --> 00:10:28.000]  今晚做什麼做什麼
[00:10:28.000 --> 00:10:31.000]  所以你看看這句
[00:10:31.000 --> 00:10:34.000]  仇敵聽見我們知道他們的心意
[00:10:34.000 --> 00:10:36.000]  通常一定不是不來
[00:10:36.000 --> 00:10:38.000]  早點來打你
[00:10:38.000 --> 00:10:39.000]  你明白嗎
[00:10:39.000 --> 00:10:41.000]  我突然發現
[00:10:41.000 --> 00:10:42.000]  為什麼我們的部署
[00:10:42.000 --> 00:10:44.000]  敵方全部都知道呢
[00:10:44.000 --> 00:10:46.000]  我們派多少人守後
[00:10:46.000 --> 00:10:47.000]  中間前面那些
[00:10:47.000 --> 00:10:48.000]  為什麼他們會知道呢
[00:10:48.000 --> 00:10:49.000]  你知道
[00:10:49.000 --> 00:10:51.000]  有些人真的玩得很專業
[00:10:51.000 --> 00:10:54.000]  他們會編排好每個人的戰力
[00:10:54.000 --> 00:10:55.000]  怎樣打法
[00:10:55.000 --> 00:10:57.000]  每個放在後面前面中間
[00:10:57.000 --> 00:10:59.000]  為什麼他們都知道呢
[00:10:59.000 --> 00:11:01.000]  我們終於發現
[00:11:01.000 --> 00:11:03.000]  我們當中有一個出賣我們的人
[00:11:03.000 --> 00:11:06.000]  我不說其他了
[00:11:06.000 --> 00:11:09.000]  仇敵聽見我們知道他們的心意
[00:11:09.000 --> 00:11:10.000]  通常是怎樣呢
[00:11:10.000 --> 00:11:12.000]  早點來打你
[00:11:12.000 --> 00:11:14.000]  為什麼會不來呢
[00:11:14.000 --> 00:11:17.000]  所以我們的軍團經常被欺負
[00:11:17.000 --> 00:11:19.000]  因為當中有人派我們
[00:11:19.000 --> 00:11:20.000]  你明白嗎
[00:11:20.000 --> 00:11:21.000]  他們玩得多高級
[00:11:21.000 --> 00:11:23.000]  原來是手遊
[00:11:23.000 --> 00:11:26.000]  這一段經文想說什麼
[00:11:26.000 --> 00:11:29.000]  這一句想說什麼
[00:11:29.000 --> 00:11:33.000]  仇敵聽見我們知道他們的心意
[00:11:33.000 --> 00:11:37.000]  其實對於聖戰來說是一件什麼事
[00:11:37.000 --> 00:11:39.000]  我們試想想
[00:11:39.000 --> 00:11:43.000]  耶利哥這個城市
[00:11:43.000 --> 00:11:45.000]  你記得約書亞打仗的時候
[00:11:45.000 --> 00:11:47.000]  還沒打耶利哥
[00:11:47.000 --> 00:11:49.000]  耶利哥那個城市怎樣打法
[00:11:49.000 --> 00:11:53.000]  頭六天每天圍一個圈
[00:11:53.000 --> 00:11:55.000]  第七天就圍六個圈
[00:11:55.000 --> 00:11:56.000]  突然整場倒塌了
[00:11:56.000 --> 00:11:58.000]  這個就是聖戰
[00:11:58.000 --> 00:12:01.000]  聖戰就是不知道為什麼打一打就贏了
[00:12:01.000 --> 00:12:03.000]  總之神說要贏就贏
[00:12:03.000 --> 00:12:07.000]  七天就倒塌了
[00:12:07.000 --> 00:12:09.000]  如果你有這個概念
[00:12:09.000 --> 00:12:11.000]  或是聖戰的觀念的時候
[00:12:11.000 --> 00:12:13.000]  你會開始明白這句想說什麼
[00:12:13.000 --> 00:12:21.000]  仇敵聽見我們知道他們的心意
[00:12:21.000 --> 00:12:25.000]  耶利哥城的人看到
[00:12:25.000 --> 00:12:30.000]  那群以色列人圍十三個圈
[00:12:30.000 --> 00:12:36.000]  因為他們不知道圍十三個圈的心意是什麼
[00:12:36.000 --> 00:12:39.000]  你試試看你耶利哥的人
[00:12:39.000 --> 00:12:41.000]  準備要來打你的城市
[00:12:41.000 --> 00:12:42.000]  但打你的城市的時候
[00:12:42.000 --> 00:12:44.000]  那群人是不打的
[00:12:44.000 --> 00:12:46.000]  圍圈還要抬著衣櫃
[00:12:46.000 --> 00:12:47.000]  唱歌
[00:12:47.000 --> 00:12:49.000]  還有一些利美人和祭司
[00:12:49.000 --> 00:12:51.000]  穿著那些很虛無的衣服
[00:12:51.000 --> 00:12:53.000]  搞什麼鬼
[00:12:53.000 --> 00:13:01.000]  關鍵是不知道敵人的心意
[00:13:01.000 --> 00:13:04.000]  當一場聖戰
[00:13:04.000 --> 00:13:07.000]  為之聖戰是什麼原因
[00:13:07.000 --> 00:13:10.000]  因為上帝的聖戰
[00:13:10.000 --> 00:13:12.000]  從來都不會讓人知道
[00:13:12.000 --> 00:13:14.000]  上帝會怎麼贏
[00:13:14.000 --> 00:13:17.000]  他很荒謬地贏
[00:13:17.000 --> 00:13:21.000]  剛才說過摩西舉手原來是靠著舉手打贏仗
[00:13:21.000 --> 00:13:24.000]  你何時試試看舉手打人
[00:13:24.000 --> 00:13:26.000]  你試試看那個基地
[00:13:26.000 --> 00:13:27.000]  那麼多人不要
[00:13:27.000 --> 00:13:28.000]  最後那三百人衝過去
[00:13:28.000 --> 00:13:29.000]  殺了
[00:13:29.000 --> 00:13:32.000]  那些人就怕要走了
[00:13:32.000 --> 00:13:37.000]  所有聖戰的勝利只有一個原因
[00:13:37.000 --> 00:13:42.000]  所有敵人都不知道萬軍耶和華的心意是什麼
[00:13:42.000 --> 00:13:44.000]  這句話想說什麼
[00:13:44.000 --> 00:13:49.000]  受敵聽見我們知道他們的心意
[00:13:49.000 --> 00:13:52.000]  說的是在這場聖戰裡
[00:13:52.000 --> 00:13:59.000]  所有敵人要攻擊萬軍耶和華上帝指紋的人
[00:13:59.000 --> 00:14:02.000]  他們所做的一切
[00:14:02.000 --> 00:14:05.000]  用什麼計謀、用什麼謀略
[00:14:05.000 --> 00:14:07.000]  做出什麼事情
[00:14:07.000 --> 00:14:12.000]  上帝的指紋全部都知道
[00:14:12.000 --> 00:14:14.000]  很明顯這個知道
[00:14:14.000 --> 00:14:17.000]  不是他們很厲害知道
[00:14:17.000 --> 00:14:20.000]  是上帝親自跟這些人說
[00:14:20.000 --> 00:14:24.000]  這場聖戰應該怎麼打
[00:14:24.000 --> 00:14:33.000]  而受敵當發現他所有的計謀都被以色列人知道的時候
[00:14:33.000 --> 00:14:37.000]  他們心就消化
[00:14:37.000 --> 00:14:40.000]  如果是這樣說的時候
[00:14:40.000 --> 00:14:44.000]  這個聖戰的觀念對於尼西米來說
[00:14:44.000 --> 00:14:49.000]  是他心底裡唯一的一個相信
[00:14:49.000 --> 00:14:52.000]  什麼是唯一的相信
[00:14:52.000 --> 00:14:54.000]  一場仗必輸
[00:14:54.000 --> 00:14:59.000]  一場仗排面看起來不夠人打的時候
[00:14:59.000 --> 00:15:01.000]  對於尼西米來說
[00:15:01.000 --> 00:15:02.000]  他站在這個城牆上
[00:15:02.000 --> 00:15:04.000]  這麼多人來打他
[00:15:04.000 --> 00:15:05.000]  如果你看上面的經文
[00:15:05.000 --> 00:15:08.000]  大人都說這班人遲早都會回到自己的地方
[00:15:08.000 --> 00:15:10.000]  一定搞不定的
[00:15:10.000 --> 00:15:13.000]  你試一下封出一半的底音之墓
[00:15:13.000 --> 00:15:16.000]  封出一半的底音就說一定會倒塌
[00:15:16.000 --> 00:15:17.000]  一定搞不定
[00:15:17.000 --> 00:15:20.000]  封出一半就說快要被人搞定
[00:15:20.000 --> 00:15:23.000]  你看人心思浪消化
[00:15:23.000 --> 00:15:25.000]  在這些環境裡面
[00:15:25.000 --> 00:15:28.000]  你在明知道正在輸
[00:15:28.000 --> 00:15:32.000]  你在明知道這場仗必輸的時候
[00:15:32.000 --> 00:15:35.000]  他唯一可以效法的是什麼
[00:15:35.000 --> 00:15:37.000]  昔日耶和華打的仗
[00:15:37.000 --> 00:15:41.000]  從來打贏都不是靠兵多馬多
[00:15:41.000 --> 00:15:47.000]  一定是靠萬軍耶和華才打贏
[00:15:47.000 --> 00:15:50.000]  這是一個什麼傻子
[00:15:50.000 --> 00:15:52.000]  是一個什麼人
[00:15:52.000 --> 00:15:57.000]  可以在他生命當中這樣去相信
[00:15:57.000 --> 00:16:01.000]  面對今天香港的處境
[00:16:01.000 --> 00:16:05.000]  很多人都會計算
[00:16:05.000 --> 00:16:06.000]  計算著數目
[00:16:06.000 --> 00:16:07.000]  哪邊會贏
[00:16:07.000 --> 00:16:09.000]  哪邊會輸
[00:16:09.000 --> 00:16:10.000]  很多人會計算數目
[00:16:10.000 --> 00:16:14.000]  他們會計算可以做到多少
[00:16:14.000 --> 00:16:16.000]  有很多人會計算
[00:16:16.000 --> 00:16:19.000]  根本做不到任何事
[00:16:19.000 --> 00:16:23.000]  黎希米的處境一樣
[00:16:23.000 --> 00:16:26.000]  他心裡面正在相信一件事情
[00:16:26.000 --> 00:16:30.000]  凡是屬於萬軍耶和華的子民
[00:16:30.000 --> 00:16:32.000]  他打這場仗的時候
[00:16:32.000 --> 00:16:34.000]  從來不是靠自己人多
[00:16:34.000 --> 00:16:39.000]  靠自己威猛打得贏
[00:16:39.000 --> 00:16:42.000]  聖戰在舊約裡面
[00:16:42.000 --> 00:16:44.000]  不斷重複
[00:16:44.000 --> 00:16:49.000]  來到黎希米的時候都是一樣
[00:16:49.000 --> 00:16:51.000]  我初頭看完這節經文的時候
[00:16:51.000 --> 00:16:54.000]  我以為我解明了
[00:16:54.000 --> 00:16:58.000]  接著到了這十六節
[00:16:58.000 --> 00:16:59.000]  他說從那天起
[00:16:59.000 --> 00:17:01.000]  我們僕人一半做工
[00:17:01.000 --> 00:17:03.000]  一半拿槍
[00:17:03.000 --> 00:17:07.000]  拿盾牌、拿弓
[00:17:07.000 --> 00:17:13.000]  拿海甲
[00:17:13.000 --> 00:17:17.000]  官長都站在猶大眾人的後面
[00:17:17.000 --> 00:17:20.000]  這次我突然不明白
[00:17:20.000 --> 00:17:22.000]  這次我突然不明白
[00:17:22.000 --> 00:17:24.000]  這次是說什麼呢?
[00:17:24.000 --> 00:17:26.000]  這次是說來幹什麼呢?
[00:17:26.000 --> 00:17:32.000]  第四、第五、第六章是說起城牆的故事
[00:17:32.000 --> 00:17:33.000]  到了第六章尾的時候
[00:17:33.000 --> 00:17:35.000]  他起了五十二席就起完了
[00:17:35.000 --> 00:17:36.000]  很快
[00:17:36.000 --> 00:17:40.000]  第七章就是重複以斯拉記第二章的名單
[00:17:40.000 --> 00:17:41.000]  那五萬人的名單
[00:17:41.000 --> 00:17:43.000]  回到耶路撒冷的名單
[00:17:43.000 --> 00:17:46.000]  總之是慶祝一下
[00:17:46.000 --> 00:17:49.000]  在四、五、六章裡面
[00:17:49.000 --> 00:17:52.000]  我想說一場仗都沒有打過
[00:17:52.000 --> 00:17:55.000]  敵人一個攻擊都沒有攻擊過
[00:17:55.000 --> 00:17:56.000]  如果是這樣說的話
[00:17:56.000 --> 00:17:58.000]  明明是聖戰的觀念的時候
[00:17:58.000 --> 00:18:02.000]  為什麼突然要拿槍、拿盾牌、拿弓
[00:18:02.000 --> 00:18:05.000]  這些東西有什麼好拿的
[00:18:05.000 --> 00:18:07.000]  明知道這場仗是聖戰
[00:18:07.000 --> 00:18:11.000]  都不是靠你們這些人打仗的
[00:18:11.000 --> 00:18:14.000]  為什麼突然要拿槍、拿盾牌
[00:18:14.000 --> 00:18:18.000]  還要一半做工一半拿槍、拿弓
[00:18:18.000 --> 00:18:21.000]  你試試一邊上班一邊打手遊
[00:18:21.000 --> 00:18:22.000]  你明白嗎?
[00:18:22.000 --> 00:18:25.000]  道理差不多
[00:18:25.000 --> 00:18:28.000]  我一邊打手遊一邊上班
[00:18:28.000 --> 00:18:30.000]  你多不方便
[00:18:30.000 --> 00:18:33.000]  我最想就不上班打手遊
[00:18:33.000 --> 00:18:36.000]  跟兄弟們死來死去
[00:18:36.000 --> 00:18:39.000]  那種威猛多厲害
[00:18:39.000 --> 00:18:43.000]  為什麼突然要一半做工一半準備打仗
[00:18:43.000 --> 00:18:44.000]  如果這樣說的話
