
[00:00:00.000 --> 00:00:05.520]  多謝每一位在現場參加崇拜的電影姊妹
[00:02:07.760 --> 00:02:09.760]  或者將來下一步怎麼做
[00:02:09.760 --> 00:02:13.040]  會有一個比較不同的觀感
[00:02:13.040 --> 00:02:18.960]  那段經文如果你有看過或預習過
[00:02:18.960 --> 00:02:20.960]  就是講生命的第34章
[00:02:20.960 --> 00:02:25.120]  生命的第34章是生命的最後一章的經文
[00:02:25.120 --> 00:02:30.480]  比較特別的經文是我自己在這段日子
[00:02:30.480 --> 00:02:32.480]  特別是漢建這個主題當中
[00:02:32.480 --> 00:02:34.480]  我自己比較深的感受
[00:02:34.480 --> 00:02:36.480]  所以在漢建這個閱題當中
[00:02:36.480 --> 00:02:40.480]  第一講就選生命的第34章
[00:02:40.480 --> 00:02:42.480]  跟大家重溫一下這段經文
[00:02:42.480 --> 00:02:44.480]  這段經文不是很長
[00:02:44.480 --> 00:02:46.480]  我們一起讀有三章
[00:02:46.480 --> 00:02:48.480]  投影片一起來
[00:02:48.480 --> 00:02:53.920]  所以就第34章的第一節
[00:02:53.920 --> 00:02:55.920]  請
[00:02:55.920 --> 00:02:57.920]  摩西松
[00:02:57.920 --> 00:02:59.920]  我第一次讀
[00:02:59.920 --> 00:03:01.920]  挑上帝打開你的說話
[00:03:01.920 --> 00:03:03.920]  求上帝光照我們明白你的心意
[00:03:03.920 --> 00:03:07.920]  有願說話再一次成為我們今年的提醒
[00:03:07.920 --> 00:03:09.920]  以致我們在當中認識上帝
[00:03:09.920 --> 00:03:11.920]  更加認識我們的光景
[00:03:11.920 --> 00:03:13.920]  求主你教導我們
[00:03:13.920 --> 00:03:15.920]  奉耶穌的名求
[00:03:15.920 --> 00:03:17.920]  阿們
[00:03:17.920 --> 00:03:21.920]  請你重溫這段經文對你來說有什麼看法
[00:03:21.920 --> 00:03:25.920]  或者你去過聖地的時候
[00:03:25.920 --> 00:03:27.920]  你真的上過尼泊爾山的感覺如何
[00:03:27.920 --> 00:03:29.920]  我沒有去過聖地
[00:03:29.920 --> 00:03:33.920]  我剛剛看到有個同工就去了聖地
[00:03:33.920 --> 00:03:35.920]  對於你來說
[00:03:35.920 --> 00:03:39.920]  看這個尼泊爾山是什麼日子
[00:03:39.920 --> 00:03:41.920]  我這個禮拜預備講章的時候
[00:03:41.920 --> 00:03:43.920]  我就上Google Earth
[00:03:43.920 --> 00:03:45.920]  因為去不到
[00:03:45.920 --> 00:03:47.920]  Google一下
[00:03:47.920 --> 00:03:49.920]  上Google Earth
[00:03:49.920 --> 00:03:51.920]  看看
[00:03:51.920 --> 00:03:55.920]  和我以前上Google Earth很不同
[00:03:55.920 --> 00:03:57.920]  現在立體很多
[00:03:57.920 --> 00:03:59.920]  還有很多旁邊的資訊
[00:03:59.920 --> 00:04:01.920]  你可以看到很多不同的圖畫
[00:04:01.920 --> 00:04:03.920]  我截了個圖
[00:04:03.920 --> 00:04:05.920]  和大家分享一下
[00:04:05.920 --> 00:04:09.920]  上山看的畫面就很漂亮
[00:04:09.920 --> 00:04:11.920]  你行山當然會打卡會拍照
[00:04:11.920 --> 00:04:13.920]  但如果你是摩西
[00:04:13.920 --> 00:04:15.920]  你上到這個山的時候
[00:04:15.920 --> 00:04:17.920]  不知道你的心情如何
[00:04:17.920 --> 00:04:19.920]  因為其實現在我們讀34章的時候
[00:04:19.920 --> 00:04:21.920]  就知道他死期到了
[00:04:21.920 --> 00:04:23.920]  其實之前已經講了
[00:04:23.920 --> 00:04:25.920]  已經講了上這座山的時候
[00:04:25.920 --> 00:04:29.920]  就是你的日子到的時候
[00:04:29.920 --> 00:04:31.920]  但是
[00:04:31.920 --> 00:04:33.920]  上帝就叫摩西上去
[00:04:33.920 --> 00:04:35.920]  那你是帶著什麼心情上山呢
[00:04:35.920 --> 00:04:37.920]  但你上到看到什麼呢
[00:04:37.920 --> 00:04:39.920]  這個就真的
[00:04:39.920 --> 00:04:43.920]  回到個人自己的感受和反應
[00:04:43.920 --> 00:04:45.920]  那你是很不情願上去
[00:04:45.920 --> 00:04:49.920]  還是很期盼上去
[00:04:49.920 --> 00:04:51.920]  你不情願的意思就是
[00:04:51.920 --> 00:04:53.920]  你知道上到去就是你的死期
[00:04:53.920 --> 00:04:55.920]  就是完了
[00:04:55.920 --> 00:04:57.920]  還是你很期盼
[00:04:57.920 --> 00:04:59.920]  我終於可以下班了
[00:04:59.920 --> 00:05:01.920]  還是你很期盼
[00:05:01.920 --> 00:05:03.920]  你上去說
[00:05:03.920 --> 00:05:05.920]  我就是想看看上帝賜給我們
[00:05:05.920 --> 00:05:07.920]  這群以色列人的境地是什麼
[00:05:07.920 --> 00:05:09.920]  那你看看你上這個山帶著什麼
[00:05:09.920 --> 00:05:11.920]  你是覺得
[00:05:11.920 --> 00:05:13.920]  我這麼辛苦
[00:05:13.920 --> 00:05:15.920]  沒有工作也有勞
[00:05:15.920 --> 00:05:17.920]  我真的帶著這群頑民
[00:05:17.920 --> 00:05:19.920]  去到一個境地
[00:05:19.920 --> 00:05:21.920]  我現在一見到就去不到
[00:05:21.920 --> 00:05:23.920]  有沒有搞錯
[00:05:23.920 --> 00:05:25.920]  我想你代入聖經裡面
[00:05:25.920 --> 00:05:27.920]  其實摩西在想什麼呢
[00:05:27.920 --> 00:05:29.920]  或者摩西的場景
[00:05:29.920 --> 00:05:31.920]  到我們真的要面對這麼大的張力的時候
[00:05:31.920 --> 00:05:33.920]  是什麼呢
[00:05:33.920 --> 00:05:35.920]  如果你看一段經文
[00:05:35.920 --> 00:05:37.920]  你過去的直到現在
[00:05:37.920 --> 00:05:39.920]  特別這兩三年有很多經歷
[00:05:39.920 --> 00:05:41.920]  你會為一些事抱不平
[00:05:41.920 --> 00:05:43.920]  你會為一些事
[00:05:43.920 --> 00:05:45.920]  覺得為什麼上帝不工作
[00:05:45.920 --> 00:05:47.920]  你會為一些事
[00:05:47.920 --> 00:05:49.920]  覺得這麼快就忘記了
[00:05:49.920 --> 00:05:51.920]  有沒有搞錯
[00:05:51.920 --> 00:05:53.920]  你當時在哪裡
[00:05:53.920 --> 00:05:55.920]  你會有很多不同的聯想
[00:05:55.920 --> 00:05:57.920]  但是對於我們去了解這段經文的時候
[00:05:57.920 --> 00:05:59.920]  其實摩西為什麼不能去
[00:05:59.920 --> 00:06:01.920]  摩西為什麼不能去
[00:06:01.920 --> 00:06:03.920]  其實摩西為什麼不能去
[00:06:03.920 --> 00:06:05.920]  其實摩西為什麼不能去
[00:06:05.920 --> 00:06:07.920]  其實摩西為什麼不能去
[00:06:07.920 --> 00:06:09.920]  我們有不同的
[00:06:09.920 --> 00:06:11.920]  分教會的弟兄姊妹
[00:06:11.920 --> 00:06:13.920]  讀了多少經的弟兄姊妹
[00:06:13.920 --> 00:06:15.920]  讀了多少經的弟兄姊妹
[00:06:15.920 --> 00:06:17.920]  對於摩西不能進去
[00:06:17.920 --> 00:06:19.920]  對於摩西不能進去
[00:06:19.920 --> 00:06:21.920]  應許地
[00:06:21.920 --> 00:06:23.920]  或者不能過約旦河
[00:06:23.920 --> 00:06:25.920]  的原因
[00:06:25.920 --> 00:06:27.920]  其實就是
[00:06:27.920 --> 00:06:29.920]  有人犯錯
[00:06:29.920 --> 00:06:31.920]  或者以色列群體當中
[00:06:31.920 --> 00:06:33.920]  有什麼原故
[00:06:33.920 --> 00:06:35.920]  其實不讓那一代人進入
[00:06:35.920 --> 00:06:37.920]  應許地
[00:06:37.920 --> 00:06:39.920]  整件事對於
[00:06:39.920 --> 00:06:41.920]  今天就不會很詳細地說
[00:06:41.920 --> 00:06:43.920]  但是重點就是
[00:06:43.920 --> 00:06:45.920]  其實在開初
[00:06:45.920 --> 00:06:47.920]  新命紀如果你回去
[00:06:47.920 --> 00:06:49.920]  如果今年還沒開始讀經的話
[00:06:49.920 --> 00:06:51.920]  或者今天開始
[00:06:51.920 --> 00:06:53.920]  就開始讀經
[00:06:53.920 --> 00:06:55.920]  就試試讀新命紀的時候
[00:06:55.920 --> 00:06:57.920]  尤其是第一章開始已經在說
[00:06:57.920 --> 00:06:59.920]  其實上帝已經告訴
[00:06:59.920 --> 00:07:01.920]  探子聽
[00:07:01.920 --> 00:07:03.920]  你回去告訴以色列民
[00:07:03.920 --> 00:07:05.920]  這個地方是什麼地方
[00:07:05.920 --> 00:07:07.920]  但是那群人聽完之後
[00:07:07.920 --> 00:07:09.920]  他們很害怕
[00:07:09.920 --> 00:07:11.920]  他們覺得上帝恨他們
[00:07:11.920 --> 00:07:13.920]  上帝為什麼帶我們去這個地方
[00:07:13.920 --> 00:07:15.920]  那些人又高大又威嚇
[00:07:15.920 --> 00:07:17.920]  其實看不到上帝
[00:07:17.920 --> 00:07:19.920]  應許
[00:07:19.920 --> 00:07:21.920]  雖然十二個探子當中
[00:07:21.920 --> 00:07:23.920]  有兩個是告訴你
[00:07:23.920 --> 00:07:25.920]  不是啊,這個地方很好
[00:07:25.920 --> 00:07:27.920]  如上帝說的風產
[00:07:27.920 --> 00:07:31.920]  如上帝說的美麗的地方
[00:07:31.920 --> 00:07:33.920]  不只是看到一些負面的情況
[00:07:33.920 --> 00:07:35.920]  但是因為
[00:07:35.920 --> 00:07:37.920]  不信的緣故
[00:07:37.920 --> 00:07:39.920]  然後上帝就說
[00:07:39.920 --> 00:07:41.920]  你這代人不能夠進入
[00:07:41.920 --> 00:07:45.920]  我應許你的地方
[00:07:45.920 --> 00:07:47.920]  其實問題就是
[00:07:47.920 --> 00:07:49.920]  我們會有苦澀
[00:07:49.920 --> 00:07:51.920]  或者我們覺得有不公允的情況
[00:07:51.920 --> 00:07:53.920]  我們很多時候都會質疑上帝
[00:07:53.920 --> 00:07:55.920]  其實上帝
[00:07:55.920 --> 00:07:57.920]  你有沒有看
[00:07:57.920 --> 00:07:59.920]  其實很多事情不是這樣的
[00:07:59.920 --> 00:08:01.920]  我們很多時候都著重
[00:08:01.920 --> 00:08:03.920]  我們做了什麼
[00:08:03.920 --> 00:08:05.920]  或者做了什麼和上帝做一個協議
[00:08:05.920 --> 00:08:07.920]  但是我們認識的上帝
[00:08:07.920 --> 00:08:09.920]  是不是真的這麼不公平呢
[00:08:09.920 --> 00:08:11.920]  又或者我們認識的上帝
[00:08:11.920 --> 00:08:13.920]  是不是因為
[00:08:13.920 --> 00:08:15.920]  看一件事就這麼生氣
[00:08:15.920 --> 00:08:17.920]  這麼小器呢
[00:08:17.920 --> 00:08:19.920]  但其實當初
[00:08:19.920 --> 00:08:21.920]  是不是上帝不讓他們進去
[00:08:21.920 --> 00:08:23.920]  不是,是他們覺得上帝恨他們
[00:08:23.920 --> 00:08:25.920]  是覺得上帝立心不好
[00:08:25.920 --> 00:08:27.920]  但他們在這裡禁地方
[00:08:27.920 --> 00:08:29.920]  對於我們
[00:08:29.920 --> 00:08:31.920]  可能不是最靠近的人
[00:08:31.920 --> 00:08:33.920]  我們也不是以色列人
[00:08:33.920 --> 00:08:35.920]  不是當時的人
[00:08:35.920 --> 00:08:37.920]  可能不容易了解他們的困境
[00:08:37.920 --> 00:08:39.920]  但是我們在過去的日子
[00:08:39.920 --> 00:08:41.920]  我們的信仰很多時候都被衝擊
[00:08:41.920 --> 00:08:43.920]  由19年開始
[00:08:43.920 --> 00:08:45.920]  到2020年
[00:08:45.920 --> 00:08:47.920]  我們Flowchart有很多弟兄姊妹
[00:08:47.920 --> 00:08:49.920]  都不是第一次回教會
[00:08:49.920 --> 00:08:51.920]  他們對於教會生活
[00:08:51.920 --> 00:08:53.920]  或者教會文化
[00:08:53.920 --> 00:08:55.920]  都有很多不同的經歷
[00:08:55.920 --> 00:08:57.920]  每次教Info Group的時候
[00:08:57.920 --> 00:08:59.920]  都會和弟兄姊妹一起去說
[00:08:59.920 --> 00:09:01.920]  其實
[00:09:01.920 --> 00:09:03.920]  你們是鼓起很大的勇氣
[00:09:03.920 --> 00:09:05.920]  去再進入一個新的教會群體
[00:09:05.920 --> 00:09:07.920]  你們是鼓起很大的勇氣
[00:09:07.920 --> 00:09:09.920]  去想想再投身一個群體的時候
[00:09:09.920 --> 00:09:11.920]  我需要適應的地方
[00:09:11.920 --> 00:09:13.920]  因為你事實上經歷了很多
[00:09:13.920 --> 00:09:15.920]  你和上帝的協議
[00:09:15.920 --> 00:09:17.920]  今天我希望在新的一年
[00:09:17.920 --> 00:09:19.920]  和大家一起去思考
[00:09:19.920 --> 00:09:21.920]  其實摩西是怎樣去看待這件事呢?
[00:09:21.920 --> 00:09:23.920]  你會發覺摩西
[00:09:23.920 --> 00:09:25.920]  他不是和那些以色列人
[00:09:25.920 --> 00:09:27.920]  繼續去爭持
[00:09:27.920 --> 00:09:29.920]  他仍然去做上帝要他做的工作
[00:09:29.920 --> 00:09:31.920]  就是你只管去吧
[00:09:31.920 --> 00:09:33.920]  繼續帶著這個群體
[00:09:33.920 --> 00:09:35.920]  去完成我叫你走的路程
[00:09:35.920 --> 00:09:37.920]  他就繼續去做
[00:09:37.920 --> 00:09:41.920]  在這段經文中
[00:09:41.920 --> 00:09:43.920]  有些比較難處理的地方
[00:09:43.920 --> 00:09:45.920]  就是
[00:09:45.920 --> 00:09:47.920]  在這段經文中
[00:09:47.920 --> 00:09:49.920]  有些比較難處理的地方
[00:09:49.920 --> 00:09:51.920]  就是摩西做了很多事情
[00:09:51.920 --> 00:09:53.920]  上帝怎樣去看待摩西
[00:09:53.920 --> 00:09:55.920]  做了很多事情
[00:09:55.920 --> 00:09:57.920]  而摩西的終局對於摩西來說
[00:09:57.920 --> 00:09:59.920]  是否公平呢?
[00:09:59.920 --> 00:10:01.920]  是否他應該得到的東西呢?
[00:10:01.920 --> 00:10:03.920]  這段經文在文字上來說
[00:10:03.920 --> 00:10:05.920]  為何會變成
[00:10:05.920 --> 00:10:07.920]  變成詩歌呢?
[00:10:07.920 --> 00:10:09.920]  我的powerpoint
[00:10:09.920 --> 00:10:11.920]  謝謝
[00:10:11.920 --> 00:10:13.920]  這段經文
[00:10:13.920 --> 00:10:15.920]  如果你細心看
[00:10:15.920 --> 00:10:17.920]  這段經文
[00:10:17.920 --> 00:10:19.920]  如果你細心看的時候
[00:10:19.920 --> 00:10:21.920]  你會看到摩西上山上
[00:10:21.920 --> 00:10:23.920]  他看到全地
[00:10:23.920 --> 00:10:25.920]  看到不同的地界
[00:10:25.920 --> 00:10:27.920]  耶和華巴基烈全地直到旦
[00:10:27.920 --> 00:10:29.920]  拿忽他利全地伊法連
[00:10:29.920 --> 00:10:31.920]  其實對於摩西來說
[00:10:31.920 --> 00:10:33.920]  是
[00:10:33.920 --> 00:10:35.920]  當時他還沒有看到
[00:10:35.920 --> 00:10:37.920]  因為你細心想想
[00:10:37.920 --> 00:10:39.920]  何時才分地呢?
[00:10:39.920 --> 00:10:41.920]  就是約書亞打勝仗
[00:10:41.920 --> 00:10:43.920]  然後就把不同地
[00:10:43.920 --> 00:10:45.920]  分在所屬的支派上
[00:10:45.920 --> 00:10:47.920]  你怎樣看這段經文呢?
[00:10:47.920 --> 00:10:49.920]  就是
[00:10:49.920 --> 00:10:51.920]  當然你了解的
[00:10:51.920 --> 00:10:53.920]  可能是後製的人去編紗
[00:10:53.920 --> 00:10:55.920]  這段經文
[00:10:55.920 --> 00:10:57.920]  然後就成為《新聞記》的終結
[00:10:57.920 --> 00:10:59.920]  但對於我們來說
[00:10:59.920 --> 00:11:01.920]  上帝確確實實
[00:11:01.920 --> 00:11:03.920]  是預備了一個疆界
[00:11:03.920 --> 00:11:05.920]  讓人明白到
[00:11:05.920 --> 00:11:07.920]  上帝已經
[00:11:07.920 --> 00:11:09.920]  把伊特蒂賜給
[00:11:09.920 --> 00:11:11.920]  他所屬的群體
[00:11:11.920 --> 00:11:13.920]  對於我們來說
[00:11:13.920 --> 00:11:15.920]  上帝仍然是
[00:11:15.920 --> 00:11:17.920]  履行他所應許的地方
[00:11:17.920 --> 00:11:19.920]  所以你會看到
[00:11:19.920 --> 00:11:21.920]  耶和華亞伯拉罕的約
[00:11:21.920 --> 00:11:23.920]  再一次在這段經文上出現
[00:11:23.920 --> 00:11:25.920]  就是第四節
[00:11:25.920 --> 00:11:27.920]  耶和華對他說
[00:11:27.920 --> 00:11:29.920]  這就是我向
[00:11:29.920 --> 00:11:31.920]  亞伯拉罕以撒瓦國
[00:11:31.920 --> 00:11:33.920]  起誓應許之地
[00:11:33.920 --> 00:11:35.920]  說我必將這地賜給你的求約
[00:11:35.920 --> 00:11:37.920]  現在我使我所求
[00:11:37.920 --> 00:11:39.920]  我必將這地賜給你的求約
[00:11:39.920 --> 00:11:41.920]  現在我使我所求
[00:11:41.920 --> 00:11:43.920]  你的眼睛看見了
[00:11:43.920 --> 00:11:45.920]  你卻不得過到那裡去
[00:11:45.920 --> 00:11:47.920]  摩西是第一代
[00:11:47.920 --> 00:11:49.920]  出埃及的人
[00:11:49.920 --> 00:11:51.920]  第一代出埃及的人
[00:11:51.920 --> 00:11:53.920]  不能夠盡應許地
[00:11:53.920 --> 00:11:55.920]  所以他就停在那裡
[00:11:55.920 --> 00:11:57.920]  上帝履行他的一班步
[00:11:57.920 --> 00:11:59.920]  但上帝仍然履行他
[00:11:59.920 --> 00:12:01.920]  對以色列人守的約
[00:12:01.920 --> 00:12:03.920]  你這一代不能過
[00:12:03.920 --> 00:12:05.920]  但下一代可以去
[00:12:05.920 --> 00:12:07.920]  你的工作就停在那裡
[00:12:07.920 --> 00:12:09.920]  你會看見我仍然
[00:12:09.920 --> 00:12:13.920]  履行我對亞伯拉罕所起的誓
[00:12:13.920 --> 00:12:17.920]  這段經文中
[00:12:17.920 --> 00:12:19.920]  其中一個字
[00:12:19.920 --> 00:12:21.920]  與大相關
[00:12:21.920 --> 00:12:23.920]  就是「所以」這個地方
[00:12:23.920 --> 00:12:27.920]  如果你記得
[00:12:27.920 --> 00:12:29.920]  有一次在舊約
[00:12:29.920 --> 00:12:31.920]  說登山見遠離的時候
[00:12:31.920 --> 00:12:33.920]  你會回到創世記的時候
[00:12:33.920 --> 00:12:35.920]  創世記就是
[00:12:35.920 --> 00:12:37.920]  亞伯拉罕與羅德
[00:12:37.920 --> 00:12:39.920]  登上高地的時候
[00:12:39.920 --> 00:12:41.920]  望你們選擇地方
[00:12:41.920 --> 00:12:44.920]  羅德看見地方很平
[00:12:44.920 --> 00:12:47.920]  亞伯拉罕就讓他先選擇
[00:12:47.920 --> 00:12:49.920]  於是他選擇了
[00:12:49.920 --> 00:12:51.920]  羅德選擇的其中一個地方
[00:12:51.920 --> 00:12:53.920]  就是「所以」
[00:12:53.920 --> 00:12:57.920]  對於亞伯拉罕
[00:12:57.920 --> 00:12:59.920]  當時他讓了給他的侄子
[00:12:59.920 --> 00:13:01.920]  他自己就登上山地居住
[00:13:01.920 --> 00:13:03.920]  但是
[00:13:03.920 --> 00:13:05.920]  耶和華答應亞伯拉罕
[00:13:05.920 --> 00:13:09.920]  你會去住那個地方
[00:13:09.920 --> 00:13:12.920]  今天那件事就成就了
[00:13:12.920 --> 00:13:14.920]  亞伯拉罕的後裔
[00:13:14.920 --> 00:13:16.920]  是能夠在當初
[00:13:16.920 --> 00:13:18.920]  就算他讓了給羅德也好
[00:13:18.920 --> 00:13:20.920]  羅德也不是在那裡長住
[00:13:20.920 --> 00:13:23.920]  真正能夠承擔
[00:13:23.920 --> 00:13:26.920]  或者承受耶和華的福的
[00:13:26.920 --> 00:13:28.920]  就是亞伯拉罕之約
[00:13:28.920 --> 00:13:32.920]  你會看見這件事
[00:13:32.920 --> 00:13:34.920]  無論人做什麼都好
[00:13:34.920 --> 00:13:36.920]  只要上帝應許了你的事
[00:13:36.920 --> 00:13:38.920]  你不會落空的
[00:13:38.920 --> 00:13:40.920]  兜兜轉轉也好
[00:13:40.920 --> 00:13:42.920]  可能兜了很大的彎也好
[00:13:42.920 --> 00:13:46.920]  上帝仍然會做他對我們守的事
[00:13:46.920 --> 00:13:49.920]  所以守著思慈愛的耶和華
[00:13:49.920 --> 00:13:51.920]  或者守著思慈愛的上帝
[00:13:51.920 --> 00:13:54.920]  他對昔日的人如是
[00:13:54.920 --> 00:13:56.920]  今天對我們的人如是
[00:13:56.920 --> 00:14:01.920]  在之前的祈禱會
[00:14:01.920 --> 00:14:03.920]  和這個月的祈禱會
[00:14:03.920 --> 00:14:05.920]  都是在說
[00:14:05.920 --> 00:14:08.920]  這兩個月都是大時大節
[00:14:08.920 --> 00:14:11.920]  但在這一個多禮拜
[00:14:11.920 --> 00:14:12.920]  你會發覺
[00:14:12.920 --> 00:14:14.920]  之前由19年開始的案件
[00:14:14.920 --> 00:14:18.920]  就排到現在去審
[00:14:18.920 --> 00:14:20.920]  和去判刑
[00:14:20.920 --> 00:14:24.920]  事實上是不容易的
[00:14:24.920 --> 00:14:25.920]  特別是過時過節
[00:14:25.920 --> 00:14:27.920]  有些人不能夠和家人過節
[00:14:27.920 --> 00:14:30.920]  我們當中有不同人
[00:14:30.920 --> 00:14:32.920]  有不開心的地方
[00:14:32.920 --> 00:14:34.920]  或者記掛的地方
[00:14:34.920 --> 00:14:37.920]  有些人是認識的
[00:14:37.920 --> 00:14:39.920]  最主要是什麼呢?
[00:14:39.920 --> 00:14:41.920]  最主要是仍然彼此提醒
[00:14:41.920 --> 00:14:43.920]  彼此提醒一件事
[00:14:43.920 --> 00:14:47.920]  就是日子不容易過
[00:14:47.920 --> 00:14:49.920]  不過我們仍然相信
[00:14:49.920 --> 00:14:51.920]  一些事情就是
[00:14:51.920 --> 00:14:54.920]  我們本著良心去做的事
[00:14:54.920 --> 00:14:57.920]  上帝是監察人心的主
[00:14:57.920 --> 00:15:01.920]  縱然現在的問題還未解決
[00:15:01.920 --> 00:15:03.920]  但我們仍然相信
[00:15:03.920 --> 00:15:07.920]  是上帝叫我們活著的
[00:15:07.920 --> 00:15:12.920]  這些說話是很容易說的
[00:15:12.920 --> 00:15:14.920]  做是很難做的
[00:15:14.920 --> 00:15:17.920]  但我們仍然等待這一刻
[00:15:17.920 --> 00:15:20.920]  因為好像當日
[00:15:20.920 --> 00:15:24.920]  以色列民經歷了很多苦難
[00:15:24.920 --> 00:15:29.920]  但苦難來自他們不信所犯的惡果
[00:15:29.920 --> 00:15:31.920]  今天我們見到
[00:15:31.920 --> 00:15:32.920]  我們認識的人
[00:15:32.920 --> 00:15:34.920]  他正在經歷苦難
[00:15:34.920 --> 00:15:37.920]  但苦難不是來自他的惡果的時候
[00:15:37.920 --> 00:15:40.920]  上帝會紀念他所受的苦
[00:15:40.920 --> 00:15:42.920]  你明白我的意思嗎?
[00:15:42.920 --> 00:15:44.920]  所以同樣是苦難
[00:15:44.920 --> 00:15:46.920]  但苦難的源頭不同
[00:15:46.920 --> 00:15:48.920]  但上帝是懂得分的
[00:15:48.920 --> 00:15:51.920]  上帝是知道所作何事的
[00:15:51.920 --> 00:15:54.920]  所以這就是我們憑著信心去等待
[00:15:54.920 --> 00:15:56.920]  和憑著信心去公義的主
[00:15:56.920 --> 00:15:58.920]  在榮耀中再來的時候
[00:15:58.920 --> 00:16:00.920]  在寶座上
[00:16:00.920 --> 00:16:03.920]  他就作出判決
[00:16:03.920 --> 00:16:06.920]  這是我們一直以來持守
[00:16:06.920 --> 00:16:11.920]  相信上帝是不會不知情的
[00:16:11.920 --> 00:16:15.920]  所以難說的話就是
[00:16:15.920 --> 00:16:17.920]  要安慰
[00:16:17.920 --> 00:16:22.920]  但仍然要經歷被加害的日子
[00:16:22.920 --> 00:16:26.920]  回到這段經文再下去的時候
[00:16:26.920 --> 00:16:30.920]  你會見到第五至第八節
[00:16:30.920 --> 00:16:34.920]  「於是耶和華的僕人摩西死在摩亞地
[00:16:34.920 --> 00:16:36.920]  正如耶和華所說」
[00:16:36.920 --> 00:16:39.920]  這段經文去到這個時候
[00:16:39.920 --> 00:16:42.920]  就作一個中轉
[00:16:42.920 --> 00:16:44.920]  摩西就完結了
[00:16:44.920 --> 00:16:46.920]  摩西就死了
[00:16:46.920 --> 00:16:48.920]  他不是死在摩亞地
[00:16:48.920 --> 00:16:50.920]  起碼他不是死在摩亞平原
[00:16:50.920 --> 00:16:53.920]  是在尼泊爾山上
[00:16:53.920 --> 00:16:56.920]  對於生命記來說
[00:16:56.920 --> 00:16:59.920]  是摩西的死
[00:16:59.920 --> 00:17:02.920]  但文素記的33章
[00:17:02.920 --> 00:17:04.920]  就是他哥哥
[00:17:04.920 --> 00:17:06.920]  但他三年的哥哥阿倫死了
[00:17:06.920 --> 00:17:10.920]  阿倫是123歲過世
[00:17:10.920 --> 00:17:13.920]  摩西的過世和阿倫的過世
[00:17:13.920 --> 00:17:14.920]  是很相似的
[00:17:14.920 --> 00:17:15.920]  都是耶和華說
[00:17:15.920 --> 00:17:17.920]  吩咐他們上山
[00:17:17.920 --> 00:17:19.920]  他們兩個都上山
[00:17:19.920 --> 00:17:20.920]  上山之後
[00:17:20.920 --> 00:17:23.920]  就死在山上
[00:17:23.920 --> 00:17:31.920]  兩代領袖在山上完成了他們的生命
[00:17:31.920 --> 00:17:35.920]  對於這句話
[00:17:35.920 --> 00:17:37.920]  是什麼呢?
[00:17:37.920 --> 00:17:39.920]  第六節就是
