
[00:00:00.000 --> 00:00:09.600]  我們回想單是這一年,回想一下也有很多關是很難過的
[00:04:24.520 --> 00:04:26.040]  於是這個官也回答
[00:04:26.040 --> 00:04:27.640]  我沒有窺負別人
[00:04:27.640 --> 00:04:30.080]  但耶穌留了半條
[00:04:30.080 --> 00:04:31.440]  還沒問他
[00:04:31.440 --> 00:04:35.600]  十誡裡面「不可貪戀」的問題
[00:04:35.600 --> 00:04:39.480]  的確你沒有為了要更多東西去壓榨別人
[00:04:39.480 --> 00:04:41.720]  你沒有做,你做得好
[00:04:41.720 --> 00:04:44.280]  但不等於你沒有貪戀
[00:04:44.280 --> 00:04:46.200]  貪戀不是貪心
[00:04:46.200 --> 00:04:50.160]  而是你依靠著一些東西不能夠放手
[00:04:50.160 --> 00:04:54.880]  耶穌留了這半條問題跟著跟他談
[00:04:54.880 --> 00:04:58.480]  於是我們看到一句我們很熟悉的話
[00:04:58.480 --> 00:05:01.760]  耶穌說「你還缺少一件
[00:05:01.760 --> 00:05:04.880]  就是變賣你一切所有分級窮人
[00:05:04.880 --> 00:05:07.520]  就必有財寶在天上
[00:05:07.520 --> 00:05:10.320]  你還要來跟從我」
[00:05:10.320 --> 00:05:15.080]  耶穌開始挑戰他關於貪戀的問題
[00:05:15.080 --> 00:05:17.240]  你還有沒有一些東西是依戀著
[00:05:17.240 --> 00:05:19.720]  不能夠放手呢?
[00:05:19.720 --> 00:05:21.040]  耶穌這樣問
[00:05:21.040 --> 00:05:22.760]  我們看到這個問題
[00:05:22.760 --> 00:05:24.680]  有兩個我們需要知道
[00:05:24.680 --> 00:05:26.640]  或者需要想清楚的
[00:05:26.640 --> 00:05:29.520]  第一,耶穌說缺少什麼?
[00:05:29.520 --> 00:05:32.480]  一件還是很多件事?
[00:05:32.480 --> 00:05:35.160]  你看,他說了很多東西
[00:05:35.160 --> 00:05:37.680]  你又要變賣,又要分級
[00:05:37.680 --> 00:05:39.640]  很多事情要做
[00:05:39.640 --> 00:05:41.560]  但耶穌強調
[00:05:41.560 --> 00:05:45.400]  所做的一切,撇下變賣
[00:05:45.400 --> 00:05:47.640]  只是為了一件事
[00:05:47.640 --> 00:05:49.760]  那件事是什麼?
[00:05:49.760 --> 00:05:51.440]  跟隨我
[00:05:51.440 --> 00:05:54.680]  我和你之間不會再有其他事
[00:05:54.680 --> 00:05:57.400]  你做好清除的事情
[00:05:57.400 --> 00:06:00.800]  這是最重要的一件事
[00:06:00.800 --> 00:06:06.600]  而這件事是關於承受永生的事
[00:06:06.600 --> 00:06:08.800]  他來是問承受永生
[00:06:08.800 --> 00:06:11.200]  耶穌就回答他
[00:06:11.200 --> 00:06:13.000]  第二個問題就是
[00:06:13.000 --> 00:06:16.400]  這個少年官問耶穌
[00:06:16.400 --> 00:06:20.880]  「我當做什麼事可以承受永生?」
[00:06:20.880 --> 00:06:24.240]  你覺得耶穌的答案是刁難他
[00:06:24.240 --> 00:06:27.360]  還是給他出路?
[00:06:27.360 --> 00:06:29.880]  如果你覺得耶穌刁難他
[00:06:29.880 --> 00:06:32.320]  耶穌就把答案告訴你
[00:06:32.320 --> 00:06:34.520]  「你做什麼可以承受永生?」
[00:06:34.520 --> 00:06:37.320]  「賣掉所有東西,跟隨我」
[00:06:37.320 --> 00:06:39.160]  已經說了
[00:06:39.160 --> 00:06:40.560]  如果耶穌跟你說
[00:06:40.560 --> 00:06:42.640]  「你今天回去,賣掉你的房子」
[00:06:42.640 --> 00:06:44.160]  「你立刻上天堂」
[00:06:44.160 --> 00:06:50.480]  你賣不賣?
[00:06:50.480 --> 00:06:55.880]  John,你記住誰說賣
[00:06:55.880 --> 00:06:58.920]  這個官很誠實
[00:06:58.920 --> 00:07:02.960]  他知道耶穌挑起他心裡的問題
[00:07:02.960 --> 00:07:05.000]  所以最後的結局是
[00:07:05.000 --> 00:07:07.040]  這個官大大的憂愁
[00:07:07.040 --> 00:07:08.240]  原文這樣寫
[00:07:08.240 --> 00:07:12.680]  因為他擁有大大的財產
[00:07:12.680 --> 00:07:14.720]  他最值得自豪
[00:07:14.720 --> 00:07:19.040]  最覺得能夠有把握的東西
[00:07:19.040 --> 00:07:21.120]  成為他難阻
[00:07:21.120 --> 00:07:24.320]  不能夠跟隨主的東西
[00:07:24.320 --> 00:07:25.480]  這個官最後
[00:07:25.480 --> 00:07:27.640]  他沒有撇下所有
[00:07:27.640 --> 00:07:30.560]  他只是撇下耶穌
[00:07:30.560 --> 00:07:32.560]  他保住了所有
[00:07:32.560 --> 00:07:38.280]  他只是沒有保住耶穌在他身邊
[00:07:38.280 --> 00:07:40.440]  耶穌沒有想撇下他
[00:07:40.440 --> 00:07:43.840]  不過是他撇下耶穌
[00:07:43.840 --> 00:07:46.960]  整個故事我們大概掌握了
[00:07:46.960 --> 00:07:49.400]  先做一個小結
[00:07:49.400 --> 00:07:54.040]  這個官在眾人心裡是無可挑剔的
[00:07:54.040 --> 00:07:59.040]  但他卻是被主一眼將問題挑出來
[00:07:59.040 --> 00:08:00.560]  耶穌將問題挑出來
[00:08:00.560 --> 00:08:02.560]  不是要為難他
[00:08:02.560 --> 00:08:06.560]  而是要指引他當下的路
[00:08:06.560 --> 00:08:09.880]  耶穌挑問題不是給難關他
[00:08:09.880 --> 00:08:13.560]  而是想幫他過這一關
[00:08:13.560 --> 00:08:17.760]  你會問這麼高難度的問題
[00:08:17.760 --> 00:08:20.480]  有誰可以做到呢?
[00:08:20.480 --> 00:08:21.960]  我剛才聽到有人說
[00:08:21.960 --> 00:08:23.200]  他做得到
[00:08:23.200 --> 00:08:24.200]  的確
[00:08:24.200 --> 00:08:25.840]  彼得也是這麼說
[00:08:25.840 --> 00:08:28.080]  我們看另一段經文
[00:08:28.080 --> 00:08:29.400]  彼得這麼說
[00:08:29.400 --> 00:08:31.360]  我們一起讀一讀
[00:08:31.360 --> 00:08:32.120]  預備
[00:08:32.120 --> 00:08:33.120]  起
[00:08:33.120 --> 00:08:35.240]  少年官過不了的一關
[00:08:35.240 --> 00:08:36.680]  彼得舉手回答
[00:08:36.680 --> 00:08:37.880]  我過得了
[00:08:37.880 --> 00:08:40.520]  我和我的兄弟都過得了
[00:08:40.520 --> 00:08:43.280]  我們都為了主撇下所有
[00:08:43.280 --> 00:08:45.080]  去跟隨你
[00:08:45.080 --> 00:08:49.480]  彼得沒有變賣父母去跟隨他
[00:08:49.480 --> 00:08:51.880]  他不是將子女分級
[00:08:51.880 --> 00:08:53.640]  沒有子女的父母
[00:08:53.640 --> 00:08:55.280]  這樣跟隨主
[00:08:55.280 --> 00:08:58.680]  彼得用了撇下所有
[00:08:58.680 --> 00:09:00.760]  耶穌聽見這個門徒這樣回答
[00:09:00.760 --> 00:09:02.000]  是不是應該跟他說
[00:09:02.000 --> 00:09:03.480]  你過關了
[00:09:03.480 --> 00:09:06.560]  因為剛才的難關不能放手
[00:09:06.560 --> 00:09:07.280]  彼得說
[00:09:07.280 --> 00:09:08.200]  我明白
[00:09:08.200 --> 00:09:09.320]  我撇下所有
[00:09:09.320 --> 00:09:10.200]  跟隨你
[00:09:10.200 --> 00:09:12.280]  這才是重點
[00:09:12.280 --> 00:09:15.200]  耶穌是不是應該稱讚他呢?
[00:09:15.200 --> 00:09:17.040]  耶穌沒有這樣
[00:09:17.040 --> 00:09:20.360]  耶穌不是要一個概念的撇下
[00:09:20.360 --> 00:09:23.520]  耶穌逐樣逐樣跟他談
[00:09:23.520 --> 00:09:26.000]  他撇下的不是純粹一種想法
[00:09:26.000 --> 00:09:27.640]  是一種灑脫
[00:09:27.640 --> 00:09:29.360]  而是逐樣跟你談
[00:09:29.360 --> 00:09:31.040]  實實在在的
[00:09:31.040 --> 00:09:32.080]  你的房屋
[00:09:32.080 --> 00:09:33.040]  你的兄弟
[00:09:33.040 --> 00:09:33.680]  姐妹
[00:09:33.680 --> 00:09:34.520]  父母
[00:09:34.520 --> 00:09:35.280]  兒女
[00:09:35.280 --> 00:09:36.440]  田地
[00:09:36.440 --> 00:09:39.520]  全部很實在
[00:09:39.520 --> 00:09:41.800]  我們開始談問題
[00:09:41.800 --> 00:09:43.640]  為什麼耶穌
[00:09:43.640 --> 00:09:47.800]  將難度一級一級提升
[00:09:47.800 --> 00:09:52.000]  甚至最後要求所有人都要寫記
[00:09:52.000 --> 00:09:55.040]  不是純粹說一下就行
[00:09:55.040 --> 00:09:56.840]  耶穌說得很實在
[00:09:56.840 --> 00:09:58.680]  逐樣跟你談
[00:09:58.680 --> 00:10:02.880]  你要放下的是這些具體的事
[00:10:02.880 --> 00:10:07.840]  這就是我們需要明白的道理
[00:10:07.840 --> 00:10:10.120]  耶穌要求我們撇下什麼?
[00:10:10.120 --> 00:10:12.960]  起碼看到一些很親密的關係
[00:10:12.960 --> 00:10:14.960]  是我們人生的保障
[00:10:14.960 --> 00:10:17.200]  是我們的成就
[00:10:17.200 --> 00:10:18.200]  這些問題
[00:10:18.200 --> 00:10:19.200]  這些事情
[00:10:19.200 --> 00:10:21.200]  有兩個重點
[00:10:21.200 --> 00:10:22.680]  第一個重點
[00:10:22.680 --> 00:10:26.760]  就是它對我太重要
[00:10:26.760 --> 00:10:27.960]  我的父母
[00:10:27.960 --> 00:10:29.360]  我的親人
[00:10:29.360 --> 00:10:31.040]  我的房產
[00:10:31.040 --> 00:10:32.600]  我的成就
[00:10:32.600 --> 00:10:34.240]  我的事業
[00:10:34.240 --> 00:10:38.520]  這些全部對我都很重要
[00:10:38.520 --> 00:10:40.400]  我想我們當中很多弟兄姐妹
[00:10:40.400 --> 00:10:42.440]  可能都有這樣的經歷
[00:10:42.440 --> 00:10:45.200]  是因為我們當初祈求主
[00:10:45.200 --> 00:10:48.040]  醫治我或我至親
[00:10:48.040 --> 00:10:50.120]  結果神聆聽
[00:10:50.120 --> 00:10:52.360]  我的至親或我自己
[00:10:52.360 --> 00:10:53.840]  能夠被醫治
[00:10:53.840 --> 00:10:56.080]  我們是這樣信主的
[00:10:56.080 --> 00:10:57.480]  又或者我們有時候
[00:10:57.480 --> 00:11:00.320]  在事業裡遇到挫敗
[00:11:00.320 --> 00:11:02.240]  結果我們在禱告裡
[00:11:02.240 --> 00:11:04.160]  又經歷神的幫助
[00:11:04.160 --> 00:11:06.120]  又過渡過一關
[00:11:06.120 --> 00:11:09.000]  我們是基於這些重要的事情
[00:11:09.000 --> 00:11:11.360]  神出手幫助我們
[00:11:11.360 --> 00:11:13.880]  我們是這樣再講見證
[00:11:13.880 --> 00:11:15.240]  認識主的
[00:11:15.240 --> 00:11:16.760]  同不同意嗎?
[00:11:16.760 --> 00:11:19.240]  這些全部都是重要的事情
[00:11:19.240 --> 00:11:21.320]  這些不是邪惡的事情
[00:11:21.320 --> 00:11:23.120]  耶穌叫我們撇下的
[00:11:23.120 --> 00:11:24.720]  是重要的事情
[00:11:24.720 --> 00:11:26.440]  這是第一
[00:11:26.440 --> 00:11:29.360]  但祂有第二個共通點
[00:11:29.360 --> 00:11:31.080]  就是再重要的
[00:11:31.080 --> 00:11:33.400]  都會消失
[00:11:33.400 --> 00:11:35.120]  再好的關係
[00:11:35.120 --> 00:11:37.400]  都會變質
[00:11:37.400 --> 00:11:39.040]  幫得一次
[00:11:39.040 --> 00:11:41.640]  不等於有第二次
[00:11:41.640 --> 00:11:43.240]  過得一關
[00:11:43.240 --> 00:11:46.160]  下一關又跟著來
[00:11:46.160 --> 00:11:48.280]  我們再珍惜的人
[00:11:48.280 --> 00:11:51.560]  都會有一天見不到他
[00:11:51.560 --> 00:11:53.960]  你再親密的關係
[00:11:53.960 --> 00:11:57.600]  有一天不知不覺又變質了
[00:11:57.600 --> 00:12:00.240]  作為有年紀的人我都明白
[00:12:00.240 --> 00:12:01.520]  在牧羊裡
[00:12:01.520 --> 00:12:05.240]  見過太多舊病復發
[00:12:05.240 --> 00:12:06.680]  今天這個
[00:12:06.680 --> 00:12:08.560]  下星期那個
[00:12:08.560 --> 00:12:10.080]  走過來跟我說
[00:12:10.080 --> 00:12:13.480]  醫生說再照顧
[00:12:13.480 --> 00:12:15.120]  過得一次
[00:12:15.120 --> 00:12:16.960]  又有第二次
[00:12:16.960 --> 00:12:19.800]  你祈求主給你一間新公司
[00:12:19.800 --> 00:12:23.680]  你遇上的可能是更惡的人
[00:12:23.680 --> 00:12:25.120]  去完一個災難
[00:12:25.120 --> 00:12:27.400]  又一個災難
[00:12:27.400 --> 00:12:31.160]  你求主給你生一個很可愛的兒子
[00:12:31.160 --> 00:12:33.560]  他長大了就跟你分家產
[00:12:33.560 --> 00:12:36.040]  就是那個
[00:12:36.040 --> 00:12:37.720]  頂姐妹你都知道
[00:12:37.720 --> 00:12:40.640]  你搞定那個小三
[00:12:40.640 --> 00:12:44.360]  還有小四、小五和小六
[00:12:44.360 --> 00:12:48.840]  很多事情是重重複複地出現
[00:12:48.840 --> 00:12:51.440]  人生最難、最痛的點
[00:12:51.440 --> 00:12:53.720]  就是我們很多不捨得
[00:12:53.720 --> 00:12:55.480]  很重要的事情
[00:12:55.480 --> 00:12:58.760]  都會變質和消失
[00:12:58.760 --> 00:13:02.520]  很多時候我們卡住在這些位置
[00:13:02.520 --> 00:13:05.040]  為什麼我的禱告不靈驗
[00:13:05.040 --> 00:13:07.760]  是不是主不看顧
[00:13:07.760 --> 00:13:10.360]  我們最重要的人與事
[00:13:10.360 --> 00:13:13.480]  總有一天會離我們而去
[00:13:13.480 --> 00:13:15.200]  如果我們像少年官一樣
[00:13:15.200 --> 00:13:17.120]  繼續用依戀的心
[00:13:17.120 --> 00:13:19.920]  不捨得、不能夠放手
[00:13:19.920 --> 00:13:22.320]  我們總有一天會將這些事
[00:13:22.320 --> 00:13:25.560]  變成永恆地看待
[00:13:25.560 --> 00:13:28.480]  耶穌說那些不是永恆的
[00:13:28.480 --> 00:13:33.920]  你要將它放回一個會消失的位置
[00:13:33.920 --> 00:13:35.440]  那些事是重要
[00:13:35.440 --> 00:13:36.800]  主知道
[00:13:36.800 --> 00:13:39.240]  所以主特意挑出來說
[00:13:39.240 --> 00:13:42.240]  我知道這些事對你重要
[00:13:42.240 --> 00:13:46.120]  但它不能夠存在在我與你之間
[00:13:46.120 --> 00:13:49.200]  因為如果有些事情變壞了
[00:13:49.200 --> 00:13:51.040]  不如你所願
[00:13:51.040 --> 00:13:53.720]  我們開始懷疑信仰
[00:13:53.720 --> 00:13:56.960]  我們就開始與耶穌開火
[00:13:56.960 --> 00:13:59.920]  我們就開始對信仰冷淡
[00:13:59.920 --> 00:14:02.840]  不委身、若即若離
[00:14:02.840 --> 00:14:05.080]  因為主不愛我
[00:14:05.080 --> 00:14:06.760]  祂不幫我
[00:14:06.760 --> 00:14:09.840]  祂還挑難題給我
[00:14:09.840 --> 00:14:14.040]  好像少年官最可怕的地方是什麼?
[00:14:14.040 --> 00:14:16.560]  祂最後沒有失去一切
[00:14:16.560 --> 00:14:19.960]  祂只失去主自己
[00:14:19.960 --> 00:14:25.760]  這是不是我們曾經遇上的難關?
[00:14:25.760 --> 00:14:27.360]  主跟我們說
[00:14:27.360 --> 00:14:32.720]  要捨去、要撇下、要放手
[00:14:32.720 --> 00:14:35.160]  不是叫我們看破紅塵
[00:14:35.160 --> 00:14:37.840]  或者大義滅親
[00:14:37.840 --> 00:14:39.240]  健康也好
[00:14:39.240 --> 00:14:40.760]  關係也好
[00:14:40.760 --> 00:14:44.160]  你苦苦經營出來的成就也好
[00:14:44.160 --> 00:14:47.280]  在神的角度裡
[00:14:47.280 --> 00:14:48.800]  那些寶貴
[00:14:48.800 --> 00:14:50.800]  但脆弱
[00:14:50.800 --> 00:14:53.280]  在神的眼光裡
[00:14:53.280 --> 00:14:55.280]  祂知道你捨不得
[00:14:55.280 --> 00:14:58.840]  但那些不是你能夠倚靠
[00:14:58.840 --> 00:15:02.720]  在永恆的神、良善的夫子眼中
[00:15:02.720 --> 00:15:04.640]  你再依據著這些
[00:15:04.640 --> 00:15:05.880]  總有一天
[00:15:05.880 --> 00:15:08.720]  有一關是過不了的
[00:15:08.720 --> 00:15:13.200]  這才是主讓我們知道的事情
[00:15:13.200 --> 00:15:14.560]  頂姐妹過關
[00:15:14.560 --> 00:15:17.080]  有時候是將難題解決
[00:15:17.080 --> 00:15:19.440]  我們固然感恩
[00:15:19.440 --> 00:15:21.760]  但耶穌對這個人說
[00:15:21.760 --> 00:15:24.560]  就算我不解決你的難題
[00:15:24.560 --> 00:15:28.200]  你也要跟隨我
[00:15:28.200 --> 00:15:32.320]  這才是整個對話的重點
[00:15:32.320 --> 00:15:34.280]  耶穌叫我們將這些問題
[00:15:34.280 --> 00:15:37.160]  放回一個前設裡
[00:15:37.160 --> 00:15:38.400]  就是這些事情
[00:15:38.400 --> 00:15:39.640]  你再珍惜
[00:15:39.640 --> 00:15:41.960]  它也會消失
[00:15:41.960 --> 00:15:43.800]  你就算多愛它
[00:15:43.800 --> 00:15:45.640]  它也會消失
[00:15:45.640 --> 00:15:49.240]  我們的心理要做好主動的預備
[00:15:49.240 --> 00:15:52.600]  將它放回合乎的位置
[00:15:52.600 --> 00:15:55.160]  這才能夠跟隨主
[00:15:55.160 --> 00:15:59.760]  這才是承受永生的道路
[00:15:59.760 --> 00:16:01.480]  頂姐妹這個道理
[00:16:01.480 --> 00:16:04.120]  相信大家都明白
[00:16:04.120 --> 00:16:06.880]  接著我講一個小小的經歷
[00:16:06.880 --> 00:16:10.080]  作為彼此勸勉
[00:16:10.080 --> 00:16:11.800]  幾個月前
[00:16:11.800 --> 00:16:14.000]  我發生了一些事情
[00:16:14.000 --> 00:16:17.760]  將我完全卡死了
[00:16:17.760 --> 00:16:19.240]  我太太知道之後
[00:16:19.240 --> 00:16:22.560]  我呆了半天才敢跟她說
[00:16:22.560 --> 00:16:24.440]  她知道之後
[00:16:24.440 --> 00:16:25.680]  很難接受
[00:16:25.680 --> 00:16:27.880]  竟然會這樣
[00:16:27.880 --> 00:16:29.480]  但她看我過幾天
[00:16:29.480 --> 00:16:31.680]  就照舊工作
[00:16:31.680 --> 00:16:34.360]  她當我沒事
[00:16:34.360 --> 00:16:36.680]  不過是自己知道自己的事
[00:16:36.680 --> 00:16:39.160]  我自己心裡有數
[00:16:39.160 --> 00:16:41.440]  這件事一直拖拉著
[00:16:41.440 --> 00:16:43.280]  好一段時間
[00:16:43.280 --> 00:16:47.080]  直至我遇見一個少年官
[00:16:47.080 --> 00:16:49.080]  有一天我在
[00:16:49.080 --> 00:16:52.520]  我家在教會同一個屋苑
[00:16:52.520 --> 00:16:56.520]  所以有時我在大廈出出入入
[00:16:56.520 --> 00:17:00.160]  早上又是出去拿東西又回去
[00:17:00.160 --> 00:17:02.960]  在大廈大堂門外
[00:17:02.960 --> 00:17:04.960]  有一個高大的青年人
[00:17:04.960 --> 00:17:06.720]  就進我去
[00:17:06.720 --> 00:17:08.120]  他叫我過來
[00:17:08.120 --> 00:17:10.600]  你為什麼經常出出入入
[00:17:10.600 --> 00:17:13.560]  你住了多久
[00:17:13.560 --> 00:17:15.360]  他就問我
[00:17:15.360 --> 00:17:21.360]  我作為教會的警察
[00:17:21.360 --> 00:17:23.360]  我也盤問一下他
[00:17:23.360 --> 00:17:25.360]  我問他你為什麼問我
[00:17:25.360 --> 00:17:27.360]  他說我是警察
[00:17:27.360 --> 00:17:29.360]  真是警察
[00:17:29.360 --> 00:17:32.360]  他整個對話很有禮貌
[00:17:32.360 --> 00:17:34.360]  他就跟我說
[00:17:34.360 --> 00:17:35.360]  他說因為你那棟大廈
[00:17:35.360 --> 00:17:37.360]  昨晚有人進屋爆竊
[00:17:37.360 --> 00:17:40.360]  他看我經常出出入入
[00:17:40.360 --> 00:17:44.360]  可能我的樣貌比較像劫匪
[00:17:44.360 --> 00:17:47.360]  就走來問我
[00:17:47.360 --> 00:17:50.360]  我後來知道了
[00:17:50.360 --> 00:17:52.360]  跟他一會兒寒暄
[00:17:52.360 --> 00:17:54.360]  知道這個消息
[00:17:54.360 --> 00:17:55.360]  原來他報了一整天
[00:17:55.360 --> 00:17:58.360]  就看有什麼人出入
[00:17:58.360 --> 00:18:01.360]  我回家就跟太太說
[00:18:01.360 --> 00:18:03.360]  原來我們那棟大廈
[00:18:03.360 --> 00:18:05.360]  昨晚有人爆竊
[00:18:05.360 --> 00:18:09.360]  我太太就有點愕然的跟我說
[00:18:09.360 --> 00:18:11.360]  她說她昨晚醒了之後
[00:18:11.360 --> 00:18:14.360]  覺得我們門被人推了兩下
[00:18:14.360 --> 00:18:16.360]  她就以為是風吹
[00:18:16.360 --> 00:18:18.360]  所以沒有叫醒我
[00:18:18.360 --> 00:18:20.360]  當她說完這句話
[00:18:20.360 --> 00:18:24.360]  我心裡寒了一寒
[00:18:24.360 --> 00:18:26.360]  如果你聽到這裡
[00:18:26.360 --> 00:18:29.360]  你覺得結局會是怎樣
[00:18:29.360 --> 00:18:31.360]  感謝神
[00:18:31.360 --> 00:18:33.360]  感謝主保守
[00:18:33.360 --> 00:18:37.360]  是不是應該這樣呢
[00:18:37.360 --> 00:18:39.360]  我相信耶穌
[00:18:39.360 --> 00:18:42.360]  是因為年少的時候
[00:18:42.360 --> 00:18:45.360]  家裡被人進屋爆竊
[00:18:45.360 --> 00:18:49.360]  在門口放了一把菜刀
[00:18:49.360 --> 00:18:52.360]  我第一次人生跟主祈禱
[00:18:52.360 --> 00:18:54.360]  就是在那一天
[00:18:54.360 --> 00:18:58.360]  求主保守我的家人沒事
[00:18:58.360 --> 00:19:02.360]  如果他們沒事我就相信
[00:19:02.360 --> 00:19:06.360]  如是者我經歷了神
[00:19:06.360 --> 00:19:08.360]  認識太太
[00:19:08.360 --> 00:19:09.360]  讀神學
[00:19:09.360 --> 00:19:11.360]  過了很多年
[00:19:11.360 --> 00:19:13.360]  出來侍奉
[00:19:13.360 --> 00:19:15.360]  我們租了一間屋
[00:19:15.360 --> 00:19:18.360]  在屋裡因為一些原因
[00:19:18.360 --> 00:19:21.360]  不能夠再住下去
[00:19:21.360 --> 00:19:23.360]  業主後來不知為何
[00:19:23.360 --> 00:19:27.360]  他知道我和太太都是侍奉
[00:19:27.360 --> 00:19:30.360]  他跟我說了一番話
[00:19:30.360 --> 00:19:32.360]  他說神感動他
[00:19:32.360 --> 00:19:35.360]  他希望我們做傳道的
[00:19:35.360 --> 00:19:37.360]  可以安心侍奉主
[00:19:37.360 --> 00:19:40.360]  於是他買了一個新的單位
[00:19:40.360 --> 00:19:42.360]  就在我教會樓上
[00:19:42.360 --> 00:19:46.360]  他說神要他租給我們
[00:19:46.360 --> 00:19:49.360]  讓我安心侍奉主
[00:19:49.360 --> 00:19:53.360]  我是因為被劫而信主
[00:19:53.360 --> 00:19:56.360]  我也是因為眼前這間屋
[00:19:56.360 --> 00:19:59.360]  讓我安心侍奉
