
[00:00:00.000 --> 00:00:07.320]  2026年第一次在講壇當中跟大家一起去敬拜
[00:03:36.840 --> 00:03:37.920]  是什麼來的?
[00:03:37.920 --> 00:03:39.600]  但信了主之後你發覺
[00:03:39.600 --> 00:03:43.640]  原來過去我花了很多時間和心力
[00:03:43.640 --> 00:03:45.560]  去擺錯了位置
[00:03:45.560 --> 00:03:48.040]  或者看錯了要看的東西
[00:03:48.040 --> 00:03:51.520]  但是正確去認識上帝的時候
[00:03:51.520 --> 00:03:57.200]  是重建我們和上帝之間的親密關係
[00:03:57.200 --> 00:04:01.160]  接著到第二章五節
[00:04:01.160 --> 00:04:04.480]  「當我們死在過犯中的時候
[00:04:04.480 --> 00:04:07.880]  祂便叫我們與基督一同活過來
[00:04:07.880 --> 00:04:10.680]  你們得救是本福恩」
[00:04:10.680 --> 00:04:12.760]  保羅再次重提一件事
[00:04:12.760 --> 00:04:15.760]  其實我們過去是死在罪惡過犯之中
[00:04:15.760 --> 00:04:17.760]  是祂叫我們活過來
[00:04:17.760 --> 00:04:19.720]  我們其實一直以來所做的事情
[00:04:19.720 --> 00:04:22.440]  我們不知道是走一條絕望的路
[00:04:22.440 --> 00:04:24.440]  或者是一條必死的路
[00:04:24.440 --> 00:04:27.760]  但上帝的恩典來到我們的時候
[00:04:27.760 --> 00:04:30.640]  啟發我們讓我們有不同的轉向
[00:04:30.640 --> 00:04:32.480]  而我們接受的時候
[00:04:32.480 --> 00:04:34.960]  是耶穌更新了我們的生命
[00:04:34.960 --> 00:04:36.320]  更新了我們的看法
[00:04:36.320 --> 00:04:38.680]  更新了我們的路向
[00:04:38.680 --> 00:04:40.480]  以致我們發覺
[00:04:40.480 --> 00:04:43.320]  上帝的恩典原來是這麼真實的
[00:04:43.320 --> 00:04:47.280]  我們的得救是因為上帝先施恩給我們
[00:04:47.280 --> 00:04:51.280]  我們的改變是因為上帝先讓我們看見
[00:04:51.280 --> 00:04:53.600]  所以從第一章第二章的相輔相成
[00:04:53.600 --> 00:04:56.960]  都是在說上帝的恩典臨到我們這群人
[00:04:56.960 --> 00:04:58.960]  祂是有祂的意思的
[00:04:58.960 --> 00:05:00.440]  祂有個意思是什麼?
[00:05:00.440 --> 00:05:03.240]  就是第十節
[00:05:03.240 --> 00:05:05.640]  「我們完事他的工作
[00:05:05.640 --> 00:05:08.200]  在基督耶穌裡造成的
[00:05:08.200 --> 00:05:10.280]  為要叫我們行善
[00:05:10.280 --> 00:05:14.480]  就是上帝所預備叫我們行的」
[00:05:14.480 --> 00:05:20.320]  二章十節總結了剛才一直說的事情
[00:05:20.320 --> 00:05:23.120]  其實上帝救我們有祂的心意
[00:05:23.120 --> 00:05:27.000]  上帝救我們就叫我們在地上當中行善
[00:05:27.000 --> 00:05:30.440]  這個世界有多少善事心知肚明
[00:05:30.440 --> 00:05:32.880]  這個世界有多少是好人
[00:05:32.880 --> 00:05:34.520]  你會遇過
[00:05:34.520 --> 00:05:39.520]  但我相信好人是這個世界的少數
[00:05:39.520 --> 00:05:42.520]  從來都沒有試過大數
[00:05:42.520 --> 00:05:44.840]  但上帝救贖我們
[00:05:44.840 --> 00:05:46.320]  就讓我們明白到
[00:05:46.320 --> 00:05:50.520]  其實行善是一個可行的方法
[00:05:50.520 --> 00:05:53.120]  所以簡單直接說一句
[00:05:53.120 --> 00:05:55.040]  可能大家都聽過
[00:05:55.040 --> 00:05:58.520]  「莫以善小而不為」
[00:05:58.520 --> 00:06:00.520]  其實做了就是做了
[00:06:00.520 --> 00:06:02.120]  沒有做就是沒有做
[00:06:02.120 --> 00:06:05.920]  我在港台不單止一次提到
[00:06:05.920 --> 00:06:11.120]  其實行善就是在回應上帝對我們的呼召
[00:06:11.120 --> 00:06:13.520]  行善就是上帝要我們在祂回應
[00:06:13.520 --> 00:06:15.720]  祂工作的心意
[00:06:15.720 --> 00:06:18.920]  呼召不是在說做全職的傳道人
[00:06:18.920 --> 00:06:21.320]  不是在說在職場上
[00:06:21.320 --> 00:06:23.920]  一個特別崗位影響他人很多
[00:06:23.920 --> 00:06:24.920]  這個是
[00:06:24.920 --> 00:06:26.920]  但呼召更加是在回應上帝
[00:06:26.920 --> 00:06:30.520]  在我們生命當中做善事
[00:06:30.520 --> 00:06:32.920]  所以你看到王耀回來的時候
[00:06:32.920 --> 00:06:34.920]  就是《馬太福音》第25章
[00:06:34.920 --> 00:06:37.520]  技術就是王耀回來的時候
[00:06:37.520 --> 00:06:41.520]  在我渴的時候你沒有給我水喝
[00:06:41.520 --> 00:06:43.720]  在我餓的時候沒有給我衣服穿
[00:06:43.720 --> 00:06:48.120]  在我坐牢的時候你沒有探我
[00:06:48.120 --> 00:06:49.920]  這個就是有需要的時候
[00:06:49.920 --> 00:06:52.120]  你會不會伸出援手呢?
[00:06:52.120 --> 00:06:57.320]  從來都不應該規範一些很
[00:06:57.320 --> 00:07:02.920]  很爆炸性、很突破性、很大規模的善事
[00:07:02.920 --> 00:07:04.320]  才是上帝的呼召
[00:07:04.320 --> 00:07:07.120]  而不是在我們日常當中
[00:07:07.120 --> 00:07:09.520]  你能夠愛神
[00:07:09.520 --> 00:07:11.120]  也能夠愛人
[00:07:11.120 --> 00:07:14.120]  這個就是耶穌說的最大的誡命
[00:07:14.120 --> 00:07:16.920]  愛、淪、捨
[00:07:16.920 --> 00:07:18.720]  當你明白這個信息的時候
[00:07:18.720 --> 00:07:20.320]  你就會明白到
[00:07:20.320 --> 00:07:24.520]  其實我們的工作就是上帝在我們生命當中工作
[00:07:24.520 --> 00:07:27.720]  而我們正在回應的呼召就是行善
[00:07:27.720 --> 00:07:30.720]  這個就是上帝救贖我們的群體
[00:07:30.720 --> 00:07:32.720]  一個很重要的表徵
[00:07:32.720 --> 00:07:38.520]  到了今天的引題經文
[00:07:38.520 --> 00:07:43.120]  我就選了二弗所書的二章十一至十五節
[00:07:43.120 --> 00:07:45.120]  我們一起讀出,請
[00:07:45.120 --> 00:07:50.120]  在這段經文你會很快聽到幾個耳熟能詳的用詞
[00:07:50.120 --> 00:07:53.720]  就是「覺禮」、「愛人」
[00:07:53.720 --> 00:07:56.320]  「合一」
[00:07:56.320 --> 00:07:59.720]  在這段經文很快就會浮現
[00:07:59.720 --> 00:08:04.920]  很慣常在基督教裡面說的術語
[00:08:04.920 --> 00:08:07.720]  回想在上帝的救贖過程當中
[00:08:07.720 --> 00:08:12.120]  第一個他呼召的人就是阿伯蘭
[00:08:12.120 --> 00:08:15.920]  他呼召阿伯蘭離開五耳進入英許地
[00:08:15.920 --> 00:08:22.520]  而這個約在他完成了十三年的等候之後
[00:08:22.520 --> 00:08:26.320]  他再一次跟阿伯蘭說話
[00:08:26.320 --> 00:08:28.320]  其實十三年之前是什麼呢?
[00:08:28.320 --> 00:08:29.920]  就是巴別塔的事件
[00:08:29.920 --> 00:08:34.120]  十三年之後他再一次跟阿伯蘭說話的時候
[00:08:34.120 --> 00:08:38.320]  他就將阿伯蘭改名做阿伯拉罕
[00:08:38.320 --> 00:08:42.520]  在改名過程當中他頒布耶和華的訓示
[00:08:42.520 --> 00:08:44.720]  這個約的出現就是
[00:08:44.720 --> 00:08:50.720]  凡是因阿伯蘭要受覺禮就成為一個記號
[00:08:50.720 --> 00:08:54.520]  而阿伯蘭當時買熟的男人
[00:08:54.520 --> 00:08:58.320]  成為他家人的同樣都要受覺禮
[00:08:58.320 --> 00:09:03.320]  那些外人因著這個覺禮就成為自家人
[00:09:03.320 --> 00:09:05.720]  就成為同蒙英許的人
[00:09:05.720 --> 00:09:09.120]  所以覺禮是對上帝一個表徵
[00:09:09.120 --> 00:09:14.120]  覺禮不單單是阿伯拉罕的子孫
[00:09:14.120 --> 00:09:16.520]  而阿伯拉罕買熟的人回來
[00:09:16.520 --> 00:09:19.920]  上帝都會贊成他
[00:09:19.920 --> 00:09:23.520]  成為他的家人
[00:09:23.520 --> 00:09:26.920]  都得蒙這個英許的地方
[00:09:26.920 --> 00:09:29.520]  但猶太人有一個問題就是
[00:09:29.520 --> 00:09:31.520]  他很密守這件事情
[00:09:31.520 --> 00:09:35.720]  甚至放大到成為一個很重要的準則
[00:09:35.720 --> 00:09:38.920]  就是如果你要敬拜獨一上帝
[00:09:38.920 --> 00:09:43.320]  你同樣要歸順猶太教
[00:09:43.320 --> 00:09:45.320]  這件事到了一個時候
[00:09:45.320 --> 00:09:48.920]  保羅其實也是面對著這個情況
[00:09:48.920 --> 00:09:50.720]  所以回看這段經文的時候
[00:09:50.720 --> 00:09:52.520]  就是說你們紀念
[00:09:52.520 --> 00:09:55.520]  你們從前其實在肉體上都是外邦人
[00:09:55.520 --> 00:09:57.120]  是未受覺禮的人
[00:09:57.120 --> 00:10:01.720]  他寫給以弗所教會的弟兄姊妹的時候
[00:10:01.720 --> 00:10:05.120]  從人的角度來說其實是不可以的
[00:10:05.120 --> 00:10:06.520]  不可以的意思是什麼?
[00:10:06.520 --> 00:10:08.720]  保羅中有五個描述
[00:10:08.720 --> 00:10:11.120]  就是你們和基督無關
[00:10:11.120 --> 00:10:14.120]  你們是以色列民以外的人
[00:10:14.120 --> 00:10:17.520]  你們在上帝給那麼多的約當中
[00:10:17.520 --> 00:10:19.520]  你們都不屬於一部分
[00:10:19.520 --> 00:10:22.120]  而你們過程當中是沒有任何指望的
[00:10:22.120 --> 00:10:24.720]  因為你們是一個約以外的人
[00:10:24.720 --> 00:10:28.720]  更加是未認識上帝
[00:10:28.720 --> 00:10:31.320]  所以猶太人和外邦人來說
[00:10:31.320 --> 00:10:32.920]  他有很大的拉鋸
[00:10:32.920 --> 00:10:34.520]  很大的爭持
[00:10:34.520 --> 00:10:40.520]  你還記得我之前也提過
[00:10:40.520 --> 00:10:42.520]  斯諾恆轉十二章
[00:10:42.520 --> 00:10:44.920]  第一次保羅的宣教旅程回來之後
[00:10:44.920 --> 00:10:49.720]  到他十九後的第二次宣教旅程
[00:10:49.720 --> 00:10:52.720]  其實那些耶路撒冷的長老
[00:10:52.720 --> 00:10:54.720]  仍然是針對保羅
[00:10:54.720 --> 00:10:56.520]  你出去做宣教工作
[00:10:56.520 --> 00:11:00.520]  你叫那些外邦人認識上帝
[00:11:00.520 --> 00:11:03.520]  你有沒有和他行覺禮?
[00:11:03.520 --> 00:11:06.120]  但是保羅也認真和他說
[00:11:06.120 --> 00:11:08.720]  其實已經不再需要受覺禮了
[00:11:08.720 --> 00:11:13.520]  耶穌基督的工作已經補滿了上帝的要求
[00:11:13.520 --> 00:11:16.120]  但是你看到耶路撒冷教會
[00:11:16.120 --> 00:11:20.320]  仍然是密守那些諸約的規條
[00:11:20.320 --> 00:11:24.320]  仍然是密守他們要皈信猶太教
[00:11:24.320 --> 00:11:27.720]  以至他才成為上帝的子民
[00:11:27.720 --> 00:11:29.920]  保羅說的不是
[00:11:29.920 --> 00:11:32.120]  特別是以弗所教會說的
[00:11:32.120 --> 00:11:33.720]  這個不是重點
[00:11:33.720 --> 00:11:37.120]  正正就是還在實行人的要求
[00:11:37.120 --> 00:11:39.520]  上帝已經告訴我們
[00:11:39.520 --> 00:11:42.920]  有一個新的向導
[00:11:42.920 --> 00:11:45.520]  和新的路徑
[00:11:45.520 --> 00:11:49.720]  就是你們從前是遠離上帝的人
[00:11:49.720 --> 00:11:52.720]  但是現在你在基督裡面
[00:11:52.720 --> 00:11:54.520]  藉著基督的血
[00:11:54.520 --> 00:11:58.120]  我們可以親近神
[00:11:58.120 --> 00:12:00.320]  保羅很義正詞嚴
[00:12:00.320 --> 00:12:02.920]  很斬釘截鐵地說
[00:12:02.920 --> 00:12:07.120]  其實行為是不能夠得著恩典
[00:12:07.120 --> 00:12:10.320]  一定要靠耶穌基督的補血
[00:12:10.320 --> 00:12:14.520]  你們得救是本乎因也因著信
[00:12:14.520 --> 00:12:18.920]  這是以弗所書剛才沒有讀到的經文
[00:12:18.920 --> 00:12:20.520]  所以不是出於行為
[00:12:20.520 --> 00:12:21.920]  免得你們自誇
[00:12:21.920 --> 00:12:24.520]  仍然是因著耶穌基督的血
[00:12:24.520 --> 00:12:25.520]  所以耶穌基督的血
[00:12:25.520 --> 00:12:29.320]  令我們可以和上帝復和
[00:12:29.320 --> 00:12:33.320]  也可以補滿了上帝的要求
[00:12:33.320 --> 00:12:35.120]  正正好像我剛才所說的
[00:12:35.120 --> 00:12:37.920]  阿伯蘭變為阿伯拉罕
[00:12:37.920 --> 00:12:41.920]  他立約、國禮、愛顯去表明
[00:12:41.920 --> 00:12:45.920]  但是因著他買熟那些外人
[00:12:45.920 --> 00:12:48.120]  不是猶太人血統的人
[00:12:48.120 --> 00:12:50.520]  他們都會受國禮
[00:12:50.520 --> 00:12:53.720]  這都是負上的代價
[00:12:53.720 --> 00:12:55.320]  我們外邦人負的代價
[00:12:55.320 --> 00:12:58.320]  就是耶穌基督為我們負了
[00:12:58.320 --> 00:13:00.320]  這些經文都是和大家重溫過去
[00:13:00.320 --> 00:13:03.520]  在信仰上要清楚
[00:13:03.520 --> 00:13:04.920]  我們真的是外邦人
[00:13:04.920 --> 00:13:07.120]  我就是
[00:13:07.120 --> 00:13:08.920]  我不知道你是否猶太人
[00:13:08.920 --> 00:13:10.720]  我不知道你有沒有以色列血統
[00:13:10.720 --> 00:13:13.120]  可能你追到很遠可能有
[00:13:13.120 --> 00:13:16.720]  但這不是搞笑的問題
[00:13:16.720 --> 00:13:17.920]  是認真問題
[00:13:17.920 --> 00:13:19.320]  我們大部分都是外邦人
[00:13:19.320 --> 00:13:22.720]  但我們為什麼會認識這個全能者
[00:13:22.720 --> 00:13:24.920]  這個獨一的上帝
[00:13:24.920 --> 00:13:27.720]  正正是因為我們認識耶穌
[00:13:27.720 --> 00:13:28.920]  剛才說到
[00:13:28.920 --> 00:13:31.920]  我們完事他的工作就是
[00:13:31.920 --> 00:13:34.520]  上帝在我們生命當中的改變
[00:13:34.520 --> 00:13:36.520]  以致我們有行善的力量
[00:13:36.520 --> 00:13:38.520]  這是我們的呼召
[00:13:38.520 --> 00:13:40.720]  而我們的呼召能夠做到
[00:13:40.720 --> 00:13:41.920]  不是因為我們的力量
[00:13:41.920 --> 00:13:44.520]  是因為上帝的血根深了我們
[00:13:44.520 --> 00:13:49.120]  給我們一個power
[00:13:49.120 --> 00:13:52.720]  這個power是什麼呢
[00:13:52.720 --> 00:13:57.720]  在2022年12月
[00:13:57.720 --> 00:14:00.520]  23、24、25這三天
[00:14:00.520 --> 00:14:03.720]  我們在香港藝術中心壽臣劇院
[00:14:03.720 --> 00:14:06.320]  做了一個舞台劇
[00:14:06.320 --> 00:14:10.920]  叫做《絕望研究所》
[00:14:10.920 --> 00:14:12.320]  今天這套衣服
[00:14:12.320 --> 00:14:14.520]  整套衣服
[00:14:14.520 --> 00:14:19.520]  由外套、這件衣服、褲子和鞋子
[00:14:19.520 --> 00:14:22.120]  就不肯定了
[00:14:22.120 --> 00:14:23.720]  但真的不肯定
[00:14:23.720 --> 00:14:25.520]  外面你見到的
[00:14:25.520 --> 00:14:27.720]  是那天的那套衣服
[00:14:27.720 --> 00:14:32.320]  我特意穿了那套衣服出來
[00:14:32.320 --> 00:14:36.720]  其實早於2019年
[00:14:36.720 --> 00:14:40.120]  部分的戲服已經買了
[00:14:40.120 --> 00:14:41.520]  已經有一個劇本
[00:14:41.520 --> 00:14:44.920]  是打算2019年想演戲的
[00:14:44.920 --> 00:14:48.520]  當然是2019年上半年開始構思
[00:14:48.520 --> 00:14:49.920]  打算演戲的
[00:14:49.920 --> 00:14:54.320]  但打算買了部分的戲服
[00:14:54.320 --> 00:14:57.120]  就是當時的衣身袍
[00:14:57.120 --> 00:14:59.520]  後面你可能看到
[00:14:59.520 --> 00:15:01.720]  歌手穿的衣身袍
[00:15:01.720 --> 00:15:05.120]  也是其中一個劇服
[00:15:05.120 --> 00:15:07.520]  劇本也寫好了
[00:15:07.520 --> 00:15:10.720]  打算看看如何進展下去
[00:15:10.720 --> 00:15:12.120]  但大家也知道
[00:15:12.120 --> 00:15:14.520]  2019年延後就沒延後了
[00:15:14.520 --> 00:15:17.520]  一到疫情之下很多都停頓了
[00:15:17.520 --> 00:15:21.120]  但2022年的時候在想
[00:15:21.120 --> 00:15:23.920]  當這個世界常常都把我們隔絕
[00:15:23.920 --> 00:15:25.920]  疫情幫我們隔絕了很多
[00:15:25.920 --> 00:15:29.320]  令我們很多事情都反常的時候
[00:15:29.320 --> 00:15:31.920]  其實有什麼東西可以讓我們去連繫呢
[00:15:31.920 --> 00:15:35.520]  既然社會都局部開放了
[00:15:35.520 --> 00:15:37.120]  我們會不會也試試
[00:15:37.120 --> 00:15:39.320]  仍然可以珍惜有現場
[00:15:39.320 --> 00:15:41.520]  看看有多少大英姐妹願意一起
[00:15:41.520 --> 00:15:45.120]  在現場當中彼此提醒
[00:15:45.120 --> 00:15:47.920]  知道大家還在這裡
[00:15:47.920 --> 00:15:52.520]  當別人都覺得這個世界沒有路可走
[00:15:52.520 --> 00:15:53.720]  很絕望
[00:15:53.720 --> 00:15:56.320]  每件事都覺得很沒有
[00:15:56.320 --> 00:15:58.720]  不是啦,不要想以前
[00:15:58.720 --> 00:16:01.520]  還在想舊事,舊事已經沖了
[00:16:01.520 --> 00:16:05.120]  這些get的時候
[00:16:05.120 --> 00:16:08.120]  但其實我們仍然覺得可以做
[00:16:08.120 --> 00:16:09.720]  就像剛才那段經文
[00:16:09.720 --> 00:16:11.320]  如果你覺得自己是外邦人
[00:16:11.320 --> 00:16:12.720]  你覺得你沒有路可走
[00:16:12.720 --> 00:16:15.320]  你跟沒有上帝無關的時候
[00:16:15.320 --> 00:16:18.320]  但保羅再提醒以弗所教會的人
[00:16:18.320 --> 00:16:20.920]  或者周邊受書信的人
[00:16:20.920 --> 00:16:22.520]  即是小亞細亞的人
[00:16:22.520 --> 00:16:23.920]  他都告訴大家
[00:16:23.920 --> 00:16:26.320]  耶穌基督是讓我們結連的
[00:16:26.320 --> 00:16:28.720]  是耶穌基督的血讓我們告訴你
[00:16:28.720 --> 00:16:32.120]  仍然有希望的
[00:16:32.120 --> 00:16:36.120]  所以2022年23號的時候
[00:16:36.120 --> 00:16:37.720]  第一場完結後
[00:16:37.720 --> 00:16:40.120]  我穿這套衣服上去借票
[00:16:40.120 --> 00:16:41.920]  即是報告的時間
[00:16:41.920 --> 00:16:44.520]  我跟John一起上台的時候
[00:16:44.520 --> 00:16:48.520]  我是超級感動
[00:16:48.520 --> 00:16:52.720]  但又不能哭到說不出話來
[00:16:52.720 --> 00:16:54.520]  我感動的地方就是
[00:16:54.520 --> 00:16:56.520]  上帝很奇妙的事情
[00:16:56.520 --> 00:16:58.120]  如果你上一集有崇拜的時候
[00:16:58.120 --> 00:16:59.520]  你聽到He-Man說
[00:16:59.520 --> 00:17:02.720]  他很快說了其中一個小的片段
[00:17:02.720 --> 00:17:04.920]  其實當初疫情很多時間
[00:17:04.920 --> 00:17:08.520]  限制了買票的間距
[00:17:08.520 --> 00:17:09.720]  很多位都沒有
[00:17:09.720 --> 00:17:12.920]  不能買,因為要隔位
[00:17:12.920 --> 00:17:14.520]  但奇妙的事就是
[00:17:14.520 --> 00:17:18.320]  23號之前那兩天就開放了
[00:17:18.320 --> 00:17:21.520]  所有戲院都可以full house
[00:17:21.520 --> 00:17:23.120]  於是我們膽粗粗的
[00:17:23.120 --> 00:17:24.520]  就快點開放
[00:17:24.520 --> 00:17:27.320]  看看底影姐妹有沒有
[00:17:27.320 --> 00:17:30.120]  底影姐妹的回應很快
[00:17:30.120 --> 00:17:33.920]  我們23號就full house
[00:17:33.920 --> 00:17:36.520]  所以上台的時候
[00:17:36.520 --> 00:17:39.320]  看到很多底影姐妹回應的時候
[00:17:39.320 --> 00:17:41.920]  我就很感受到
[00:17:41.920 --> 00:17:43.520]  底影姐妹那種
[00:17:43.520 --> 00:17:45.720]  很想現場參與去支持
[00:17:45.720 --> 00:17:46.920]  讓底影姐妹明白到
[00:17:46.920 --> 00:17:48.120]  我們不孤單
[00:17:48.120 --> 00:17:53.120]  我們是一班人一起去做一些事情
[00:17:53.120 --> 00:17:56.520]  值得去說一件事的時候
[00:17:56.520 --> 00:17:58.920]  這張照片提醒一件事就是
[00:17:58.920 --> 00:18:01.120]  裡面有些沒有flowchurch的
[00:18:01.120 --> 00:18:03.320]  有些離開了flowchurch的
[00:18:03.320 --> 00:18:05.920]  有些因為這個劇目
[00:18:05.920 --> 00:18:09.120]  又留在flowchurch,認識flowchurch
[00:18:09.120 --> 00:18:10.920]  在預備這個劇目期間
[00:18:10.920 --> 00:18:14.120]  有很多小故事是很美麗的
[00:18:14.120 --> 00:18:16.920]  很多底影姐妹要報名來這個
[00:18:16.920 --> 00:18:18.920]  轉網研究所成為演員
[00:18:18.920 --> 00:18:20.920]  他們要經過audition
[00:18:20.920 --> 00:18:25.720]  這個audition要自己拍一條片
[00:18:25.720 --> 00:18:26.920]  然後傳過來
[00:18:26.920 --> 00:18:30.520]  我們幕後負責的編審
[00:18:30.520 --> 00:18:31.520]  就看看對不對
[00:18:31.520 --> 00:18:32.920]  於是就編班
[00:18:32.920 --> 00:18:34.120]  然後他們要彩排
[00:18:34.120 --> 00:18:36.120]  要預備很多
[00:18:36.120 --> 00:18:37.520]  但前提就是
[00:18:37.520 --> 00:18:41.720]  整個劇目的招募是open to public
[00:18:41.720 --> 00:18:43.320]  公開性的
[00:18:43.320 --> 00:18:45.920]  沒有說回flowchurch才參與
[00:18:45.920 --> 00:18:48.720]  沒有說要洗禮才行
[00:18:48.720 --> 00:18:51.920]  沒有說要有什麼特異功能
[00:18:51.920 --> 00:18:53.320]  只要你想參與
[00:18:53.320 --> 00:18:55.320]  我們大約都是Galto
[00:18:55.320 --> 00:18:57.720]  我們都是同無應許的人
[00:18:57.720 --> 00:18:59.120]  你就來吧
[00:18:59.120 --> 00:19:00.720]  就參與吧
[00:19:00.720 --> 00:19:02.920]  轉網研究所想讓大家明白到
[00:19:02.920 --> 00:19:05.320]  當坊間有很多眾說紛紜
[00:19:05.320 --> 00:19:07.320]  人云亦云的事情的時候
[00:19:07.320 --> 00:19:09.920]  但我們如果有個心智
[00:19:09.920 --> 00:19:12.920]  想去行善做一些事情的時候
[00:19:12.920 --> 00:19:16.920]  其實我們會呼籲弟兄姊妹
[00:19:16.920 --> 00:19:18.120]  你來吧
[00:19:18.120 --> 00:19:20.920]  不要受太多侏優的規定
[00:19:20.920 --> 00:19:22.720]  就來吧
[00:19:22.720 --> 00:19:25.320]  一起參與吧
[00:19:25.320 --> 00:19:31.320]  如此就成就了這個轉網研究所
[00:19:31.320 --> 00:19:35.720]  我們在平安夜做了一個
[00:19:35.720 --> 00:19:37.520]  又不是叫報道會
[00:19:37.520 --> 00:19:40.520]  但事實上做了一個平安夜的崇拜
[00:19:40.520 --> 00:19:43.520]  也是呼籲很多弟兄姊妹參與
[00:19:43.520 --> 00:19:45.720]  而我當中也知道有些弟兄姊妹
[00:19:45.720 --> 00:19:47.520]  當時感染了COVID-19
[00:19:47.520 --> 00:19:48.520]  她去不了
[00:19:48.520 --> 00:19:50.920]  她臨時都找人去
[00:19:50.920 --> 00:19:51.720]  我去不了
[00:19:51.720 --> 00:19:52.440]  不要浪費了票
[00:19:52.440 --> 00:19:54.320]  你去吧
