
[00:00:00.000 --> 00:00:05.320]  感謝神我們透過很入心的敬拜
[00:02:51.120 --> 00:02:55.920]  而是你踏進不安的那一剎
[00:02:55.920 --> 00:03:00.120]  讓我們先讀今天的經文
[00:03:00.120 --> 00:03:02.000]  《創世記》的第一章
[00:03:02.000 --> 00:03:04.000]  我只是選了頭五節
[00:03:04.000 --> 00:03:07.000]  不過我們也會橫跨第一第二章
[00:03:07.000 --> 00:03:10.000]  創造的一些記載
[00:03:10.000 --> 00:03:11.320]  一章一節
[00:03:11.320 --> 00:03:14.720]  「起初 神創造天地
[00:03:14.720 --> 00:03:19.040]  地是空虛混沌 冤冤黑暗
[00:03:19.040 --> 00:03:22.440]  神的靈運行在水面上
[00:03:22.440 --> 00:03:26.120]  神說要有光就有了光
[00:03:26.120 --> 00:03:29.000]  神看光是好的
[00:03:29.000 --> 00:03:31.960]  就把光暗分開了
[00:03:31.960 --> 00:03:36.440]  神稱光為晝 稱暗為夜
[00:03:36.440 --> 00:03:39.160]  有晚上 有早晨
[00:03:39.160 --> 00:03:42.640]  這是頭一日」
[00:03:42.640 --> 00:03:44.160]  我們分兩段去看
[00:03:44.160 --> 00:03:46.840]  我們先看一二節
[00:03:46.840 --> 00:03:49.760]  「起初 神創造天地」
[00:03:49.760 --> 00:03:53.640]  這句話是整卷聖經的命題
[00:03:53.640 --> 00:03:55.240]  對於我們很有興趣
[00:03:55.240 --> 00:03:58.960]  神究竟有沒有創造過恐龍
[00:03:58.960 --> 00:04:00.600]  神有沒有做過一塊
[00:04:00.600 --> 00:04:03.240]  祂自己舉不起的石頭
[00:04:03.240 --> 00:04:05.920]  聖經一一都沒有回答
[00:04:05.920 --> 00:04:08.520]  祂對我們這些有興趣的提問
[00:04:08.520 --> 00:04:11.360]  完全沒有興趣地回答
[00:04:11.360 --> 00:04:14.440]  誰創造神 神又怎麼來
[00:04:14.440 --> 00:04:16.520]  聖經第一句就宣告
[00:04:16.520 --> 00:04:20.040]  這個世界是屬於上帝
[00:04:20.040 --> 00:04:23.400]  沒有其他答案給我們
[00:04:23.400 --> 00:04:25.520]  然後我們再看多揭兩頁聖經
[00:04:25.520 --> 00:04:27.760]  我們就會發現一件事
[00:04:27.760 --> 00:04:30.520]  就是很多人 靈界
[00:04:30.520 --> 00:04:34.960]  都不甘心服於這句聖經之下
[00:04:34.960 --> 00:04:37.040]  我們都不甘心服於
[00:04:37.040 --> 00:04:40.040]  世界就是屬於上帝之下
[00:04:40.040 --> 00:04:44.000]  所以我們由創世之初直到如今
[00:04:44.000 --> 00:04:49.880]  我們一直和上帝爭持擁有權
[00:04:49.880 --> 00:04:51.800]  當我們教會常常去說
[00:04:51.800 --> 00:04:57.880]  信靠 侍奉 敬拜 奉獻
[00:04:57.880 --> 00:05:01.200]  這些全部都是將我們的主權
[00:05:01.200 --> 00:05:04.560]  再交回給我們的上帝
[00:05:04.560 --> 00:05:08.480]  就是我們再伏在創世記的一章一節
[00:05:08.480 --> 00:05:13.000]  「起初 神創造天地」
[00:05:13.000 --> 00:05:16.160]  然後我們繼續看第二句
[00:05:16.160 --> 00:05:18.680]  究竟上帝怎樣去創造天地
[00:05:18.680 --> 00:05:21.720]  祂所面對的是什麼呢
[00:05:21.720 --> 00:05:23.480]  聖經這樣去描述一章二節
[00:05:23.480 --> 00:05:27.640]  祂說 「地是空虛混沌 冤冤黑暗
[00:05:27.640 --> 00:05:31.880]  神的靈運行在水面上」
[00:05:31.880 --> 00:05:34.840]  空虛混沌是連在一起用的
[00:05:34.840 --> 00:05:37.880]  在整本聖經出現過三次
[00:05:37.880 --> 00:05:41.640]  空虛就不同傳道書的虛空
[00:05:41.640 --> 00:05:46.200]  空虛是代表像曠野一樣 渺無人煙
[00:05:46.200 --> 00:05:49.800]  而混沌除了什麼都沒有之外
[00:05:49.800 --> 00:05:53.360]  更加好像有一片混亂的感覺
[00:05:53.360 --> 00:05:56.120]  在耶利米斯去形容空虛混沌
[00:05:56.120 --> 00:05:59.960]  是形容在地震之後的景象
[00:05:59.960 --> 00:06:03.680]  不單止什麼都沒有 而且是一片混亂
[00:06:03.680 --> 00:06:06.040]  至於冤冤黑暗
[00:06:06.040 --> 00:06:08.880]  其實在猶太人的文化來說
[00:06:08.880 --> 00:06:11.720]  是一些邪惡的概念
[00:06:11.720 --> 00:06:15.120]  就像中國人看到的四字一樣
[00:06:15.120 --> 00:06:19.760]  我們都知道很多大台都不會慶祝三十四年
[00:06:19.760 --> 00:06:22.520]  是直接邁向三十五年
[00:06:22.520 --> 00:06:26.240]  是一些很忌諱 很邪的東西
[00:06:26.240 --> 00:06:30.920]  黑暗 冤冤都是猶太人在文化傳統裡面
[00:06:30.920 --> 00:06:34.600]  覺得一些不是好東西
[00:06:34.600 --> 00:06:40.560]  上帝所創造的是面對空虛混沌
[00:06:40.560 --> 00:06:43.720]  冤冤黑暗的世界
[00:06:43.720 --> 00:06:45.120]  然後那句話就是
[00:06:45.120 --> 00:06:48.640]  神的靈運行在水面上
[00:06:48.640 --> 00:06:52.000]  這句話引起很多神學的討論
[00:06:52.000 --> 00:06:54.520]  特別是說到神的靈
[00:06:54.520 --> 00:06:57.920]  究竟是聖靈還是直翼
[00:06:57.920 --> 00:07:01.040]  是一個很強而有力的風
[00:07:01.040 --> 00:07:03.840]  去撲向水面上
[00:07:03.840 --> 00:07:08.680]  但不同的理解都不能夠離開一個主調
[00:07:08.680 --> 00:07:12.520]  就是我們的神下定決心
[00:07:12.520 --> 00:07:17.040]  去治理眼前這一片空虛混沌
[00:07:17.040 --> 00:07:19.800]  冤冤黑暗
[00:07:19.800 --> 00:07:23.000]  我們的神起初就下定決心
[00:07:23.000 --> 00:07:26.000]  要徹底處理這個問題
[00:07:26.000 --> 00:07:28.160]  頂姐妹如果你聽到這裡
[00:07:28.160 --> 00:07:33.640]  我猜我們開始掌握到創世記之後的記載
[00:07:33.640 --> 00:07:37.320]  整個創造不是純粹由無到有
[00:07:37.320 --> 00:07:39.400]  一個變氣法
[00:07:39.400 --> 00:07:43.160]  而是有目的處理空虛混沌
[00:07:43.160 --> 00:07:45.400]  冤冤黑暗
[00:07:45.400 --> 00:07:46.520]  所以我們看
[00:07:46.520 --> 00:07:49.800]  聖經的創造總共分了三部分
[00:07:49.800 --> 00:07:53.040]  第一至三日作為第一組
[00:07:53.040 --> 00:07:56.320]  第二組就是四至六日
[00:07:56.320 --> 00:08:00.000]  然後最後的一組是第七日
[00:08:00.000 --> 00:08:01.080]  我們看到第一日
[00:08:01.080 --> 00:08:03.400]  剛才所讀的聖經都有提到
[00:08:03.400 --> 00:08:05.800]  第一日創造了什麼
[00:08:05.800 --> 00:08:08.480]  上帝創造了光
[00:08:08.480 --> 00:08:12.000]  然後去到第二組的第一日
[00:08:12.000 --> 00:08:13.760]  就是第四日
[00:08:13.760 --> 00:08:18.720]  就是做回跟光相對的日月
[00:08:18.720 --> 00:08:23.040]  然後第二日創造了天和海
[00:08:23.040 --> 00:08:25.720]  相對的就是第五日
[00:08:25.720 --> 00:08:31.480]  在天和海裏面佈置了魚和鳥
[00:08:31.480 --> 00:08:37.720]  上帝處理的是由一片混亂變為有秩序
[00:08:37.720 --> 00:08:41.160]  由黑暗轉為光明
[00:08:41.160 --> 00:08:44.000]  由空虛什麼都沒有
[00:08:44.000 --> 00:08:47.880]  然後將它一一填滿
[00:08:47.880 --> 00:08:52.440]  第三日祂創造了植物和地
[00:08:52.440 --> 00:08:55.000]  相對的就是第六日
[00:08:55.000 --> 00:09:00.560]  祂創造了需要食物的人類和動物
[00:09:00.560 --> 00:09:04.920]  上帝預備好一切人之後出現
[00:09:04.920 --> 00:09:08.600]  不過整個物質世界不是創造的高峰
[00:09:08.600 --> 00:09:11.800]  創造的高峰是第七日
[00:09:11.800 --> 00:09:14.320]  第七日是什麼來的
[00:09:14.320 --> 00:09:15.320]  沒錯
[00:09:15.320 --> 00:09:17.840]  第七日是公眾假期
[00:09:17.840 --> 00:09:19.200]  上帝最偉大的創造
[00:09:19.200 --> 00:09:22.760]  是創造了一天公眾假期給我們
[00:09:22.760 --> 00:09:26.600]  剛才節目整個經文我們都開始掌握
[00:09:26.600 --> 00:09:28.560]  讓我做一個小小的總結
[00:09:28.560 --> 00:09:31.880]  然後我們再進入下一步的部分
[00:09:31.880 --> 00:09:34.640]  單是看上帝整個創造
[00:09:34.640 --> 00:09:37.280]  是很治癒的感覺
[00:09:37.280 --> 00:09:41.720]  早前有一個電視廣告都令我們會心微笑
[00:09:41.720 --> 00:09:45.480]  廣告的演員說他的夢想是上班
[00:09:45.480 --> 00:09:47.320]  我從來沒有這個夢想
[00:09:47.320 --> 00:09:49.160]  我不知道大家有沒有
[00:09:49.160 --> 00:09:52.040]  但如果在上帝的創造裏面
[00:09:52.040 --> 00:09:54.280]  上帝也沒有這個夢想
[00:09:54.280 --> 00:09:57.400]  我們試下放下神學或者《釋經》
[00:09:57.400 --> 00:10:00.080]  我們單單去代入人類
[00:10:00.080 --> 00:10:04.680]  阿當他人生的第一天怎樣過
[00:10:04.680 --> 00:10:07.520]  當阿當被創造的時候
[00:10:07.520 --> 00:10:09.360]  他可能睡在那裏
[00:10:09.360 --> 00:10:11.520]  聽到海浪聲
[00:10:11.520 --> 00:10:13.360]  聽到鳥叫
[00:10:13.360 --> 00:10:15.760]  慢慢驚醒了他
[00:10:15.760 --> 00:10:17.920]  他睜開眼睛就見到
[00:10:17.920 --> 00:10:20.680]  天空可以這麼藍
[00:10:20.680 --> 00:10:23.400]  水可以這麼清
[00:10:23.400 --> 00:10:26.320]  這裡是伊甸園還是馬爾代夫
[00:10:26.320 --> 00:10:28.520]  我猜他分不清
[00:10:28.520 --> 00:10:31.320]  然後上帝吩咐他要做些什麼呢
[00:10:31.320 --> 00:10:34.840]  你就是和小狗去跑步
[00:10:34.840 --> 00:10:38.400]  一會兒和獅子玩一會兒就好了
[00:10:38.400 --> 00:10:41.080]  園裏面所有的東西你都可以吃
[00:10:41.080 --> 00:10:43.360]  除了那棵東西你不要搞
[00:10:43.360 --> 00:10:45.600]  所有的你都吃
[00:10:45.600 --> 00:10:50.120]  阿當就按著神給他的一切美好的安排
[00:10:50.120 --> 00:10:54.360]  就嘗遍園裏面所有的果實
[00:10:54.360 --> 00:10:57.520]  然後累了他又睡了一覺
[00:10:57.520 --> 00:11:00.320]  當他再睜大眼睛的時候
[00:11:00.320 --> 00:11:03.040]  他竟然發現坐在他身邊
[00:11:03.040 --> 00:11:05.760]  是一個很美麗的生物
[00:11:05.760 --> 00:11:09.480]  這個美麗的生物吸引著他的目光
[00:11:09.480 --> 00:11:12.520]  睡完午覺見到這個生物
[00:11:12.520 --> 00:11:15.600]  他就和他談了一場戀愛
[00:11:15.600 --> 00:11:19.320]  然後晚上一起看星星
[00:11:19.320 --> 00:11:21.800]  然後等著他們兩個的
[00:11:21.800 --> 00:11:24.200]  是一個更美麗的日子
[00:11:24.200 --> 00:11:26.640]  公眾假期
[00:11:26.640 --> 00:11:28.640]  他們被創造之後
[00:11:28.640 --> 00:11:31.320]  是不需要急於工作
[00:11:31.320 --> 00:11:34.360]  上帝讓他們享受一切
[00:11:34.360 --> 00:11:39.760]  這個本來是上帝創造的一幅美麗圖畫
[00:11:39.760 --> 00:11:43.960]  丁子妹在聖經裏面我們理解差不多了
[00:11:43.960 --> 00:11:47.520]  今天想和大家一起去思想
[00:11:47.520 --> 00:11:51.160]  究竟上帝創造了些什麼出來呢
[00:11:51.160 --> 00:11:53.720]  就正如我們剛剛在敬拜之前
[00:11:53.720 --> 00:11:56.200]  領師的弟兄帶我們去思想
[00:11:56.200 --> 00:11:57.480]  在我們腦裏面
[00:11:57.480 --> 00:12:01.000]  究竟上帝創造了一幅什麼圖畫
[00:12:01.000 --> 00:12:05.400]  以致對今天的我有幫助呢
[00:12:05.400 --> 00:12:08.520]  我有一個問題我不知道大家有沒有想過
[00:12:08.520 --> 00:12:12.920]  究竟神用七天創造世界
[00:12:12.920 --> 00:12:17.000]  是快還是慢呢
[00:12:17.000 --> 00:12:19.720]  究竟用七天創造世界
[00:12:19.720 --> 00:12:24.360]  是很快還是太慢呢
[00:12:24.360 --> 00:12:27.600]  如果我們知道上帝是無所不能
[00:12:27.600 --> 00:12:29.800]  其實祂拍一隻手指
[00:12:29.800 --> 00:12:33.040]  所有世界的東西都創造了出來
[00:12:33.040 --> 00:12:36.400]  但我們的神腳是萬條屍理
[00:12:36.400 --> 00:12:38.640]  一天做一件事
[00:12:38.640 --> 00:12:41.560]  一天佈置一件事
[00:12:41.560 --> 00:12:45.200]  上帝不是急於要將整個世界
[00:12:45.200 --> 00:12:47.720]  由沒有變成有
[00:12:47.720 --> 00:12:51.120]  我們的神是處理混亂
[00:12:51.120 --> 00:12:55.080]  黑暗 空虛這些問題
[00:12:55.080 --> 00:12:56.800]  祂將一個節奏
[00:12:56.800 --> 00:12:58.440]  將一個規律
[00:12:58.440 --> 00:13:02.120]  放置在整個創造裏面
[00:13:02.120 --> 00:13:03.640]  上帝要處理的問題
[00:13:03.640 --> 00:13:06.440]  不純粹是由沒有變有
[00:13:06.440 --> 00:13:09.360]  而是祂將一個內在的規律
[00:13:09.360 --> 00:13:13.560]  今天都創造在你和我的心裏面
[00:13:13.560 --> 00:13:18.120]  我們都面對著一片空虛混亂的世界
[00:13:18.120 --> 00:13:21.760]  能夠抵禦這些空虛混亂
[00:13:21.760 --> 00:13:26.200]  是我們內裏面有一個更硬朗的規律
[00:13:26.200 --> 00:13:28.920]  以致我們活在這片混亂裏面
[00:13:28.920 --> 00:13:32.440]  仍然可以敵得過
[00:13:32.440 --> 00:13:35.960]  有時候我們可能看的電影太多
[00:13:35.960 --> 00:13:38.000]  煲劇煲得太厲害
[00:13:38.000 --> 00:13:41.600]  我們覺得地球毀滅的時候
[00:13:41.600 --> 00:13:43.440]  只要有個英雄出來
[00:13:43.440 --> 00:13:44.960]  大概兩個小時
[00:13:44.960 --> 00:13:47.680]  所有事情都可以扭轉
[00:13:47.680 --> 00:13:51.040]  哪管你失了一場戀
[00:13:51.040 --> 00:13:53.160]  大概去到第三、四集
[00:13:53.160 --> 00:13:55.400]  主角就會愛你
[00:13:55.400 --> 00:13:58.120]  又或者你找個更好的
[00:13:58.120 --> 00:14:01.240]  我們人生被催逼得很急
[00:14:01.240 --> 00:14:04.840]  很多事情很想斬一下眼就解決
[00:14:04.840 --> 00:14:08.360]  但似乎在聖經裏面讓我們看見
[00:14:08.360 --> 00:14:10.960]  就算上帝祂都是逐日
[00:14:10.960 --> 00:14:14.680]  將一些事情一滴一滴扭轉
[00:14:14.680 --> 00:14:17.680]  一滴一滴解決
[00:14:17.680 --> 00:14:20.520]  上帝的創造方法也很特別
[00:14:20.520 --> 00:14:22.280]  如果我們看
[00:14:22.280 --> 00:14:24.400]  黑暗和冤滅
[00:14:24.400 --> 00:14:25.520]  即水
[00:14:25.520 --> 00:14:26.920]  是邪惡的
[00:14:26.920 --> 00:14:28.720]  是不好的
[00:14:28.720 --> 00:14:31.200]  但神沒有將它們滅掉
[00:14:31.200 --> 00:14:33.640]  完全消失
[00:14:33.640 --> 00:14:36.160]  上帝對黑暗說
[00:14:36.160 --> 00:14:37.600]  從今天起
[00:14:37.600 --> 00:14:39.400]  你改過自新
[00:14:39.400 --> 00:14:41.400]  你不要再叫黑暗
[00:14:41.400 --> 00:14:43.880]  我稱你為夜
[00:14:43.880 --> 00:14:46.440]  變成一個浪漫的夜晚
[00:14:46.440 --> 00:14:48.160]  他也對心冤說
[00:14:48.160 --> 00:14:51.000]  你以後不要叫心冤
[00:14:51.000 --> 00:14:53.120]  我稱你為海
[00:14:53.120 --> 00:14:56.400]  你變成浪漫的海
[00:14:56.400 --> 00:14:58.360]  上帝將一些問題
[00:14:58.360 --> 00:15:03.000]  由邪惡扭轉到合上帝使用
[00:15:03.000 --> 00:15:07.800]  這是整個創造裏面讓我們看見的
[00:15:07.800 --> 00:15:11.160]  我想我們人生有時候會面對
[00:15:11.160 --> 00:15:14.680]  好像連上天也不幫你的日子
[00:15:14.680 --> 00:15:16.600]  很多事情一次過
[00:15:16.600 --> 00:15:19.360]  沒有問過我它就倒下來
[00:15:19.360 --> 00:15:21.320]  求助無援
[00:15:21.320 --> 00:15:23.640]  一片混亂
[00:15:23.640 --> 00:15:26.880]  就好像新一波的疫情一樣
[00:15:26.880 --> 00:15:30.920]  那片混亂比上一年更加可怕
[00:15:30.920 --> 00:15:32.360]  不單止疫情
[00:15:32.360 --> 00:15:33.960]  甚至整個政策
[00:15:33.960 --> 00:15:36.480]  都令我們震驚
[00:15:36.480 --> 00:15:38.320]  令我自己也去想
[00:15:38.320 --> 00:15:41.200]  上年我們經歷過一次
[00:15:41.200 --> 00:15:43.000]  去到今年
[00:15:43.000 --> 00:15:44.920]  究竟我有沒有進步到
[00:15:44.920 --> 00:15:47.120]  面對一片混亂的時候
[00:15:47.120 --> 00:15:49.200]  我有沒有一些東西學到
[00:15:49.200 --> 00:15:52.400]  以致我自己可以抵禦呢
[00:15:52.400 --> 00:15:56.080]  我記得上年教會需要暫停
[00:15:56.080 --> 00:15:57.680]  需要在家工作
[00:15:57.680 --> 00:16:00.120]  小朋友又不需要上學
[00:16:00.120 --> 00:16:02.640]  起初我也覺得頗享受
[00:16:02.640 --> 00:16:05.520]  也有一段時間沒有休息過
[00:16:05.520 --> 00:16:07.160]  但開始發現
[00:16:07.160 --> 00:16:08.920]  其實我自己的習慣是
[00:16:08.920 --> 00:16:10.840]  家裡沒有儲糧
[00:16:10.840 --> 00:16:14.320]  最多只有三四天的食物
[00:16:14.320 --> 00:16:16.640]  打算到街上去買很方便
[00:16:16.640 --> 00:16:18.400]  我從來都是這樣想的
[00:16:18.400 --> 00:16:20.840]  誰知在那段日子
[00:16:20.840 --> 00:16:23.760]  就發現什麼叫做空虛混沌
[00:16:23.760 --> 00:16:25.520]  淵面黑暗
[00:16:25.520 --> 00:16:28.120]  完全什麼都沒有
[00:16:28.120 --> 00:16:32.280]  那時候自己家裡口罩只有十個
[00:16:32.280 --> 00:16:36.320]  從來都沒有買到一支漂白水
[00:16:36.320 --> 00:16:40.640]  在整個過程中都感受到很大的張力
[00:16:40.640 --> 00:16:42.840]  又或者和弟兄姊妹一樣
[00:16:42.840 --> 00:16:44.040]  在上一年的時候
[00:16:44.040 --> 00:16:47.040]  在街上見到有人排隊
[00:16:47.040 --> 00:16:49.800]  自己也不理會是什麼
[00:16:49.800 --> 00:16:52.560]  總之排到隊尾才算
[00:16:52.560 --> 00:16:54.800]  然後問一問前面那個
[00:16:54.800 --> 00:16:56.560]  究竟排什麼的
[00:16:56.560 --> 00:16:59.520]  我通常得到的答案只有一個
[00:16:59.520 --> 00:17:01.160]  我怎麼知道
[00:17:01.160 --> 00:17:03.720]  就繼續排隊
[00:17:03.720 --> 00:17:06.240]  上年我是這樣過的
[00:17:06.240 --> 00:17:07.440]  我自己問
[00:17:07.440 --> 00:17:10.880]  究竟我經歷了一次之後
[00:17:10.880 --> 00:17:14.480]  今年我會不會不同了呢
[00:17:14.480 --> 00:17:16.760]  我發現經歷了一次之後
[00:17:16.760 --> 00:17:19.920]  自己也很多東西改變了
[00:17:19.920 --> 00:17:23.440]  第一我真的需要一個安息日
[00:17:23.440 --> 00:17:25.600]  我需要一個冷靜的腦袋
[00:17:25.600 --> 00:17:29.640]  去面對這一片混亂的事情
[00:17:29.640 --> 00:17:31.640]  我不能夠很急
[00:17:31.640 --> 00:17:34.760]  去馬上回應所有事情
[00:17:34.760 --> 00:17:36.760]  然後我開始學會
[00:17:36.760 --> 00:17:40.000]  將最壞的可能寫出來
[00:17:40.000 --> 00:17:41.840]  我發現我自己的腦袋
[00:17:41.840 --> 00:17:43.520]  只會越想越差
[00:17:43.520 --> 00:17:45.280]  世界是會滅亡的
[00:17:45.280 --> 00:17:47.960]  越想越不理想
[00:17:47.960 --> 00:17:49.360]  於是我自己拿筆
[00:17:49.360 --> 00:17:50.960]  我自己寫出來
[00:17:50.960 --> 00:17:52.840]  最多最多
[00:17:52.840 --> 00:17:55.080]  買東西吃是貴一倍
[00:17:55.080 --> 00:17:57.880]  可能要熬一段時間
[00:17:57.880 --> 00:18:00.960]  最擔心是小朋友沒東西吃
[00:18:00.960 --> 00:18:02.480]  對我來說
[00:18:02.480 --> 00:18:04.880]  所以由上一年開始
[00:18:04.880 --> 00:18:08.200]  我決定每晚都吃少一點
[00:18:08.200 --> 00:18:09.800]  是真的
[00:18:09.800 --> 00:18:13.120]  如果你看過我以前的造型
[00:18:13.120 --> 00:18:16.240]  應該是比較飽滿一點
[00:18:16.240 --> 00:18:18.240]  由上年開始
[00:18:18.240 --> 00:18:19.760]  我跟自己說
[00:18:19.760 --> 00:18:21.760]  我不吃不要緊
[00:18:21.760 --> 00:18:24.600]  小朋友有得吃就行了
[00:18:24.600 --> 00:18:26.280]  由那時候開始
[00:18:26.280 --> 00:18:29.600]  我建立一些新的習慣
[00:18:29.600 --> 00:18:32.600]  然後我跟自己說
[00:18:32.600 --> 00:18:35.400]  就算變得這麼差
[00:18:35.400 --> 00:18:37.400]  多加一句話
[00:18:37.400 --> 00:18:39.000]  那又怎樣
[00:18:39.000 --> 00:18:40.840]  最多是這樣
[00:18:40.840 --> 00:18:43.720]  不會再差下去
[00:18:43.720 --> 00:18:46.000]  所以今年我自己開始發現
[00:18:46.000 --> 00:18:48.880]  由上年開始建立的一些習慣
[00:18:48.880 --> 00:18:51.280]  去幫助到我
[00:18:51.280 --> 00:18:54.320]  今年面對的一片混亂
[00:18:54.320 --> 00:18:57.280]  我試過以往疫情之前
[00:18:57.280 --> 00:19:00.080]  跟太太兩個人晚上外出吃飯
[00:19:00.080 --> 00:19:02.840]  通常她一碟我一碟
[00:19:02.840 --> 00:19:05.440]  我一碟是不夠飽的
[00:19:05.440 --> 00:19:08.600]  我經常看著她吃完剩下的
[00:19:08.600 --> 00:19:10.600]  可以給我
[00:19:10.600 --> 00:19:12.240]  但今年我發現
[00:19:12.240 --> 00:19:15.040]  我跟太太兩個人吃一碟
[00:19:15.040 --> 00:19:17.120]  都已經太飽
[00:19:17.120 --> 00:19:19.600]  我發現自己完全失去了
[00:19:19.600 --> 00:19:22.520]  吃放題自助餐的恩慈
[00:19:22.520 --> 00:19:24.520]  上帝已經收回
[00:19:24.520 --> 00:19:28.040]  頂姐妹是真的
[00:19:28.040 --> 00:19:33.240]  我自己不是很喜歡混亂疫情
[00:19:33.240 --> 00:19:38.920]  但我真的喜歡混亂疫情的自己
[00:19:38.920 --> 00:19:43.000]  就是面對一片黑暗混沌
[00:19:43.000 --> 00:19:45.160]  我要想盡辦法
[00:19:45.160 --> 00:19:48.600]  去活出上帝給我的心意
[00:19:48.600 --> 00:19:52.600]  這是上帝喜悅的自己
[00:19:52.600 --> 00:19:56.480]  在聖經裏面說
[00:19:56.480 --> 00:20:00.280]  連神都要面對一片空虛混沌
[00:20:00.280 --> 00:20:02.280]  冤冤黑暗
[00:20:02.280 --> 00:20:04.280]  何況我們呢
[00:20:04.280 --> 00:20:08.080]  所以我歸納出有兩個可行的方法
[00:20:08.080 --> 00:20:10.080]  讓我們自己提醒
[00:20:10.080 --> 00:20:13.000]  第一就是
[00:20:13.000 --> 00:20:16.320]  一天一點將它改善
[00:20:16.320 --> 00:20:18.000]  不要太心急
[00:20:18.000 --> 00:20:20.000]  太多事急不來
[00:20:20.000 --> 00:20:22.640]  連上帝都是萬條屍
[00:20:22.640 --> 00:20:24.640]  用了七天的時間
[00:20:24.640 --> 00:20:27.280]  去將整個世界處理好
[00:20:27.280 --> 00:20:29.280]  我們又怎會比上帝厲害
[00:20:29.280 --> 00:20:32.560]  一天一點將它改善
[00:20:32.560 --> 00:20:35.200]  第二就像剛才所說
[00:20:35.200 --> 00:20:38.000]  有些事情就算你再努力
[00:20:38.000 --> 00:20:40.000]  你都解決不了
[00:20:40.000 --> 00:20:42.400]  無論你出盡氣力也好
[00:20:42.400 --> 00:20:45.400]  有些事是跟你一輩子
[00:20:45.400 --> 00:20:49.400]  你就讓它成為你人生的一部分
