
[00:00:00.000 --> 00:00:04.000]  各位姐妹平安,祝各位新年快樂
[00:02:06.000 --> 00:02:11.000]  《哥倫多後書》不是一卷純粹教義真理的書信
[00:02:11.000 --> 00:02:16.000]  當中它記錄了很多修信人和洗信人之間的關係
[00:02:16.000 --> 00:02:24.000]  保羅和弟兄姊妹裏面一種很微妙、複雜又有限、很難言的情感
[00:02:24.000 --> 00:02:28.000]  《哥倫多後書》裏面我們見到真情流露的保羅
[00:02:28.000 --> 00:02:36.000]  他將他自己的情感、軟弱、悲傷、憤怒都寫在這封書信裏面
[00:02:36.000 --> 00:02:41.000]  這段時間的影片我重新再看一次《哥倫多後書》
[00:02:41.000 --> 00:02:53.000]  我發現原來世界裏面第一位被教會傷害的記錄徒可能就是保羅
[00:02:53.000 --> 00:03:00.000]  當然我們不能稱呼保羅是unchurched或者離開課堂會或者沒有回教會的人
[00:03:00.000 --> 00:03:05.000]  但無可否認保羅和我們full church的弟兄姊妹都很相似
[00:03:05.000 --> 00:03:11.000]  事實上保羅和哥倫多教會已經去到一個非常僵的地步
[00:03:11.000 --> 00:03:15.000]  他自己都沒有機會再回到哥倫多教會裏面
[00:03:15.000 --> 00:03:19.000]  同時間教會裏面某些人都容不下保羅
[00:03:19.000 --> 00:03:26.000]  所以我們發現原來聖經裏面對一些教會裏面的傷痛經歷是一點都不陌生的
[00:03:26.000 --> 00:03:28.000]  是有寫到的
[00:03:28.000 --> 00:03:34.000]  聖經很清清楚楚地記載教會裏面一些人和人之間的傷痕
[00:03:34.000 --> 00:03:41.000]  原來保羅和我們一樣都是一些曾經可能在教會裏面受過一些人傷害的人
[00:03:41.000 --> 00:03:45.000]  保羅在公元57年出現在哥倫多
[00:03:45.000 --> 00:03:48.000]  哥倫多教會是他建立的
[00:03:48.000 --> 00:03:50.000]  但當保羅離開哥倫多之後
[00:03:50.000 --> 00:03:52.000]  哥倫多教會出現了一些很大的問題
[00:03:52.000 --> 00:03:55.000]  後來保羅知道這些問題之後
[00:03:55.000 --> 00:03:57.000]  他寫了一封信給哥倫多教會
[00:03:57.000 --> 00:03:59.000]  希望他們能夠改正
[00:03:59.000 --> 00:04:03.000]  這封信成為了後來的哥倫多前書
[00:04:03.000 --> 00:04:07.000]  但哥倫多前書卻沒有真正能夠改變哥倫多教會
[00:04:07.000 --> 00:04:13.000]  反而讓保羅更加成為教會裏面某些人更加多的攻擊對象
[00:04:13.000 --> 00:04:17.000]  後來保羅親自來探訪哥倫多教會
[00:04:17.000 --> 00:04:24.000]  這次探訪成為了保羅一次很受傷很難過的經歷
[00:04:24.000 --> 00:04:26.000]  當保羅離開之後
[00:04:26.000 --> 00:04:31.000]  保羅就在二佛鎖裏面忍不住再一次來寫信給教會
[00:04:31.000 --> 00:04:34.000]  這封信就是哥倫多後書
[00:04:34.000 --> 00:04:40.000]  哥倫多後書是一封保羅一邊流淚一邊來讚寫的書信
[00:04:40.000 --> 00:04:42.000]  在臨後第二章第四次這樣說
[00:04:42.000 --> 00:04:47.000]  我先前心裏難過痛苦多多地流淚
[00:04:47.000 --> 00:04:49.000]  真心給你們
[00:04:49.000 --> 00:04:55.000]  保羅根本沒有想過這封流著眼淚來寫的信會成為聖經的一部份
[00:04:55.000 --> 00:04:59.000]  對他來說這封信是一封帶著私人情感的信
[00:04:59.000 --> 00:05:03.000]  一封辯護的信一封公開的信
[00:05:03.000 --> 00:05:07.000]  甚至乎哥倫多後書是一卷叫到保羅瘋狂的書信
[00:05:07.000 --> 00:05:09.000]  臨後第五章第三次說
[00:05:09.000 --> 00:05:14.000]  我們若果癲狂是為上帝若果謹守是為你們
[00:05:14.000 --> 00:05:16.000]  面對著教會的傷害
[00:05:16.000 --> 00:05:22.000]  保羅在弟子妹面前在敵人面前成為了一個癲狂的人
[00:05:22.000 --> 00:05:27.000]  今日我們看的經文十到第十三章的段落
[00:05:27.000 --> 00:05:30.000]  正正就是這段傷痕
[00:05:30.000 --> 00:05:36.000]  這些花生友可能覺得這段是整個教會裏面最多花生的地方
[00:05:36.000 --> 00:05:43.000]  保羅在第十章到第十三章直言不諱地談論教會裏面的敵人
[00:05:43.000 --> 00:05:45.000]  今日我們看的經文我們一起讀
[00:05:45.000 --> 00:05:47.000]  我們看出闊一點
[00:05:47.000 --> 00:05:50.000]  第十二章的一節到第十節
[00:05:50.000 --> 00:05:56.000]  我自誇固然無益,但我是不得已的,如今我要說的主的顯現和啟示
[00:05:56.000 --> 00:06:01.000]  我認得一個在基督律的人,他十四年前被提到第三層天上去
[00:06:01.000 --> 00:06:04.000]  我認得這人,他被提到樂園去
[00:06:04.000 --> 00:06:09.000]  聽見隱蔽的言語是仍不可說的,為這人我要誇口
[00:06:09.000 --> 00:06:13.000]  但是為我自己,除了我的軟弱以外,我並不誇口
[00:06:13.000 --> 00:06:16.000]  就是軟弱誇口也不算狂,因為我必說實話
[00:06:16.000 --> 00:06:20.000]  於是我禁止不說,恐怕有人把我看高了
[00:06:20.000 --> 00:06:22.000]  過於他在我身上所看見所聽見的
[00:06:22.000 --> 00:06:26.000]  又恐怕我所因所的體是甚大,就過於自高
[00:06:26.000 --> 00:06:33.000]  所以有一根刺在我肉體上,就是擦彈的差异要攻擊我,免得我過於自高
[00:06:33.000 --> 00:06:39.000]  為這事,我三次求過主,叫這刺離開我
[00:06:39.000 --> 00:06:43.000]  他對我說,我的恩典夠你用的
[00:06:43.000 --> 00:06:47.000]  因為我的能力視在人的軟弱上顯得完全
[00:06:47.000 --> 00:06:53.000]  所以我更喜歡誇自己的軟弱,好讓基督的能力覆蔽我
[00:06:53.000 --> 00:07:00.000]  我去基督的緣故,就以軟弱、凌辱、急難、迫不,困苦為可喜樂的
[00:07:00.000 --> 00:07:05.000]  因我什麼時候軟弱,什麼時候就剛強了
[00:07:05.000 --> 00:07:08.000]  在斷就我們今天來思考的經文
[00:07:08.000 --> 00:07:15.000]  當我預備這篇講道的時候,我在想究竟保羅所說的這根刺是什麼呢?
[00:07:15.000 --> 00:07:18.000]  以前我讀經文的時候,我都沒有特別去思考
[00:07:18.000 --> 00:07:27.000]  可能是保羅身體上的毛病,生肚痴、生飛肢、生痔瘡、失寢之類的
[00:07:27.000 --> 00:07:33.000]  事實上不少學者都贊同的,尤其是眼疾,即眼睛發炎
[00:07:33.000 --> 00:07:40.000]  保羅在《迦太書》中描述,他寫信的人寫的字體比較大
[00:07:40.000 --> 00:07:43.000]  他都認不出大祭司,曾經試過
[00:07:43.000 --> 00:07:50.000]  所以他們就猜測會不會是眼疾來自於多年前大馬士革路上的強光後遺症呢?
[00:07:50.000 --> 00:07:57.000]  另外,有些學者推斷保羅可能是因為頭痛、耳痛、弱質、癲癇
[00:07:57.000 --> 00:08:00.000]  甚至是精神、心理上的毛病
[00:08:00.000 --> 00:08:06.000]  中世紀的時候,有人將這根刺解為一個情慾的試探
[00:08:06.000 --> 00:08:10.000]  嘉燕文認為這根刺是一個淑寧的試探
[00:08:10.000 --> 00:08:16.000]  不過我比較贊成最古代教會的解釋
[00:08:16.000 --> 00:08:21.000]  這解釋近年有很多學者再次重新重視
[00:08:21.000 --> 00:08:28.000]  這解釋是保羅所說的這根刺其實就是教會敵人的傷害
[00:08:28.000 --> 00:08:34.000]  這根刺並不是身體上的毛病或痛楚,而是攻擊他的敵人
[00:08:34.000 --> 00:08:41.000]  事實上,對於肉體的受苦,保羅從來沒有試過流淚或受到任何傷害
[00:08:41.000 --> 00:08:48.000]  他曾經說過,多次受苦,要坐牢受鞭打、被棍打、被石頭打、壞船三次
[00:08:48.000 --> 00:08:53.000]  這些肉體的困苦,對保羅來說從來都不覺得是甚麼問題
[00:08:53.000 --> 00:09:01.000]  相反,真正成為保羅的一根刺,就是教會內基督徒的攻擊
[00:09:01.000 --> 00:09:06.000]  從經文的技術性來說,第七節所說的殺彈的猜疑
[00:09:06.000 --> 00:09:09.000]  解釋為敵人是很自然的事情
[00:09:09.000 --> 00:09:14.000]  整個十到十三章都是談論這班教會的敵人
[00:09:14.000 --> 00:09:21.000]  不少文獻都用刺來說到攻擊自己的敵人
[00:09:21.000 --> 00:09:28.000]  文素記第三章第55節說你們眼中的刺,辣夏的荊棘,就是以色列的敵人
[00:09:28.000 --> 00:09:32.000]  其實書第23章第24節都有類似的說法
[00:09:32.000 --> 00:09:42.000]  原來基督徒的攻擊正正就是保羅的刺
[00:09:42.000 --> 00:09:48.000]  最痛的往往不是身體的毛病,或肉體的痛楚
[00:09:48.000 --> 00:09:53.000]  語言的傷害遠遠比肉體的傷害更痛
[00:09:53.000 --> 00:10:00.000]  基督徒的傷害遠遠比一般人對你的傷害更痛
[00:10:00.000 --> 00:10:04.000]  認識到不少人有濕疹的問題
[00:10:04.000 --> 00:10:07.000]  每逢濕疹的季節,他們都真的很痛苦
[00:10:07.000 --> 00:10:12.000]  外表很難看,不在話下
[00:10:12.000 --> 00:10:19.000]  恆仰的地步,睡不著,起床後全床血,很多情緒的影響
[00:10:19.000 --> 00:10:25.000]  這些問題就算是暗痛,也沒有什麼埋怨的餘地
[00:10:25.000 --> 00:10:30.000]  他們都是習以為常,習慣濕疹的煎熬
[00:10:30.000 --> 00:10:39.000]  但面對外來惡人的攻擊時,往往的痛苦他們是受不了的
[00:10:39.000 --> 00:10:46.000]  第一次會保羅所面對的這件事,最痛苦的正正就是這些攻擊
[00:10:46.000 --> 00:10:51.000]  保羅遇上哥羅梅多教會的超級使徒
[00:10:51.000 --> 00:10:53.000]  這個字是保羅所改的
[00:10:53.000 --> 00:10:55.000]  第十一章第五次說
[00:10:55.000 --> 00:11:01.000]  但我想我一點不在那些超級使徒以下
[00:11:01.000 --> 00:11:04.000]  我的言語雖然粗重,我的肉質卻不粗重
[00:11:04.000 --> 00:11:08.000]  這是我門在凡事上向你們眾人顯明出來的
[00:11:08.000 --> 00:11:14.000]  保羅說,教會裏面有一班超級使徒,一班高人一等的使徒
[00:11:14.000 --> 00:11:18.000]  你問也找不到,因為王本裏面翻譯成最大的使徒
[00:11:18.000 --> 00:11:20.000]  這個字不是說出他們的狂妄
[00:11:20.000 --> 00:11:23.000]  原文裏面是超級的字
[00:11:23.000 --> 00:11:28.000]  這班自命在教會裏面最叻最對的人
[00:11:28.000 --> 00:11:34.000]  甚至是質疑使徒的資格,他們要打擊保羅教會裏面的位置
[00:11:34.000 --> 00:11:39.000]  保羅被這班超級使徒指控他們的言語粗俗,說粗口
[00:11:39.000 --> 00:11:42.000]  保羅被哥羅梅多教會的人逼到瘋
[00:11:42.000 --> 00:11:47.000]  甚至會發現保羅在教會裏面多次的失禮,多次的失言
[00:11:47.000 --> 00:11:50.000]  保羅說,我成了魚網人,是被你們強迫的
[00:11:50.000 --> 00:11:53.000]  我本該被你們稱許才是
[00:11:53.000 --> 00:11:58.000]  我雖算不上甚麼,卻沒有一件事在你們超級使徒以下
[00:11:58.000 --> 00:12:04.000]  這班超級使徒是一班叻我最叻,我們每次都做教會的客戶的人
[00:12:04.000 --> 00:12:10.000]  他們眼中他們才是最愛恕,最淑寧,最敬虔,最公義的人
[00:12:10.000 --> 00:12:12.000]  他們是教會裏面的超級使徒
[00:12:12.000 --> 00:12:17.000]  他們是愛主比賽,敬虔比賽,公義比賽,淑寧比賽的冠軍
[00:12:17.000 --> 00:12:21.000]  最難受的是保羅被迫要他做一些很小的鷹
[00:12:21.000 --> 00:12:25.000]  叫他一個你好叻咩,在這些無聊的鬥爭裏面
[00:12:25.000 --> 00:12:33.000]  所以發現保羅在哥羅梅多前流書裏面自誇成為了兩本書的一個很重要的課題
[00:12:33.000 --> 00:12:38.000]  哥羅梅多前流書裏面出現了十一次自誇這兩個字
[00:12:38.000 --> 00:12:43.000]  臨前一章第十九節,一切有血氣的在上帝面前,一個都不能自誇
[00:12:43.000 --> 00:12:48.000]  臨前一章第七節,若是領受的,為何自誇,何不乎是領受的呢?
[00:12:48.000 --> 00:12:50.000]  愛是不自誇
[00:12:50.000 --> 00:12:55.000]  不過面對這班使徒,這班最勁的使徒的攻擊
[00:12:55.000 --> 00:12:59.000]  他們批評保羅的言論,批評保羅的資格
[00:12:59.000 --> 00:13:03.000]  保羅不能夠不辯護,被迫關在這個自誇遊戲裏面
[00:13:03.000 --> 00:13:09.000]  保羅說既有好些人憑著血氣自誇,我也要自誇了
[00:13:09.000 --> 00:13:13.000]  我自誇固然無益,但我是迫不得已的
[00:13:13.000 --> 00:13:19.000]  其實保羅非常之厭倦參與這種自誇的遊戲
[00:13:19.000 --> 00:13:26.000]  保羅發現原來信仰竟然成為一個鬥爭的比賽
[00:13:26.000 --> 00:13:30.000]  教會成為了一個鬥來鬥去的地方
[00:13:30.000 --> 00:13:42.000]  一個基督徒最大的敵人竟然是另一班基督徒
[00:13:42.000 --> 00:13:51.000]  這是我對香港教會失望的地方
[00:13:51.000 --> 00:13:59.000]  原本基督徒追求真理,敬權禱告,敬拜上帝,謙卑愛主
[00:13:59.000 --> 00:14:04.000]  行公義,好憐憫,跟隨耶穌,一個很簡單的事
[00:14:04.000 --> 00:14:08.000]  基本上你便做,原來這些事都可以鬥的
[00:14:08.000 --> 00:14:13.000]  有些人會覺得這個地方都可以自誇的
[00:14:13.000 --> 00:14:17.000]  教會成為一個大家彼此鬥來鬥去的地方
[00:14:17.000 --> 00:14:20.000]  自誇的人覺得自己最正確,最接近真理,最敬權
[00:14:20.000 --> 00:14:25.000]  最懂得禱告,最謙卑,最愛主,最是門徒
[00:14:25.000 --> 00:14:29.000]  最行公義,最懂得好憐憫,最關懷弱勢社群,最跟隨耶穌
[00:14:29.000 --> 00:14:32.000]  愛主成為了鬥愛主,謙卑成為了鬥謙卑
[00:14:32.000 --> 00:14:35.000]  公義成為了鬥公義,通常為了鬥最懂得禱告
[00:14:35.000 --> 00:14:39.000]  追求真理變成批判別人的言論
[00:14:39.000 --> 00:14:45.000]  關懷弱勢變成批判別人不懂得關懷弱勢
[00:14:45.000 --> 00:14:51.000]  改革教會去批評很多基督徒的教會
[00:14:51.000 --> 00:14:59.000]  教會是一個鬥來鬥去的地方,教會太多是是非非的地方
[00:14:59.000 --> 00:15:04.000]  這正正就是保羅除不掉的那根刺
[00:15:04.000 --> 00:15:10.000]  這根刺除不掉,除不掉成為了這根刺的特性
[00:15:10.000 --> 00:15:13.000]  這根刺彷彿有一個西西弗斯的石頭一樣
[00:15:13.000 --> 00:15:16.000]  每日苦苦經營,用心力去剷除它
[00:15:16.000 --> 00:15:19.000]  最後發現是徒然的,浪費氣力的
[00:15:19.000 --> 00:15:25.000]  保羅說,可三次求主,叫這次離開自己
[00:15:25.000 --> 00:15:28.000]  當然我們為了自己面對的困難禱告
[00:15:28.000 --> 00:15:32.000]  求主幫助是基督徒最正確不過的事情
[00:15:32.000 --> 00:15:35.000]  不過,保羅為這根刺的禱告
[00:15:35.000 --> 00:15:40.000]  正正就是他舞弊上帝垂聽的禱告
[00:15:40.000 --> 00:15:45.000]  其實這裡面記載了不多這些舞弊垂聽的禱告經歷
[00:15:45.000 --> 00:15:47.000]  一個是克西瑪利元的禱告
[00:15:47.000 --> 00:15:51.000]  另一個就是保羅一根刺的禱告
[00:15:51.000 --> 00:15:55.000]  這根刺注定你怎樣都拿不走
[00:15:55.000 --> 00:15:57.000]  禱告也沒有用
[00:15:57.000 --> 00:16:01.000]  每一次我禱告大山被拿移
[00:16:01.000 --> 00:16:06.000]  但禱告卻不能拿走這根這麼小的刺
[00:16:06.000 --> 00:16:11.000]  別人的冷言冷語,別人的冷嘲熱諷,誣告誤解
[00:16:11.000 --> 00:16:15.000]  直到你離開世界一之前,它都不會消失
[00:16:15.000 --> 00:16:17.000]  眼睛可以被醫治
[00:16:17.000 --> 00:16:19.000]  但那個不教會的問題
[00:16:19.000 --> 00:16:23.000]  這班妾侍徒的偏見怎樣都不能改變
[00:16:23.000 --> 00:16:29.000]  這根刺是在你生命中注定解決不了的問題
[00:16:29.000 --> 00:16:33.000]  我們經常都很想去解決問題
[00:16:33.000 --> 00:16:35.000]  這是對的事情
[00:16:35.000 --> 00:16:38.000]  我們從小都被教導要解決問題
[00:16:38.000 --> 00:16:41.000]  遇見一些解決不了問題,我們就要找人幫忙
[00:16:41.000 --> 00:16:44.000]  小時候你開不了瓶子,叫爸爸幫你開
[00:16:44.000 --> 00:16:47.000]  你不懂得寫就問人怎樣寫
[00:16:47.000 --> 00:16:50.000]  13九乘7等於多少,總是有答案在這裡
[00:16:50.000 --> 00:16:55.000]  問題的答案總是存在,總是等你去解決
[00:16:55.000 --> 00:16:58.000]  這都是我們小時候的問題
[00:16:58.000 --> 00:17:02.000]  雖然問題很多,但問題你都能夠去解決
[00:17:02.000 --> 00:17:05.000]  你都能夠去遇到解決它
[00:17:05.000 --> 00:17:10.000]  不過你發現人大了,成熟了
[00:17:10.000 --> 00:17:12.000]  認識這個世界多了
[00:17:12.000 --> 00:17:17.000]  你發現遇到這個世界的問題往往不是用來解決的
[00:17:17.000 --> 00:17:22.000]  你只能夠去面對它
[00:17:22.000 --> 00:17:25.000]  先不說香港政治的事情
[00:17:25.000 --> 00:17:28.000]  普選民主公義的事情
[00:17:28.000 --> 00:17:31.000]  這幾年我們慢慢都發現這個社會上的事情
[00:17:31.000 --> 00:17:37.000]  我們沒辦法去改變問題,解決不了
[00:17:37.000 --> 00:17:39.000]  就算我們自身的問題
[00:17:39.000 --> 00:17:49.000]  人大的時候,只能夠懂得去學會去面對,去接受它的存在
[00:17:49.000 --> 00:17:53.000]  一根刺,一根一生人都不能拔掉的刺
[00:17:53.000 --> 00:17:57.000]  清蒸,就是這樣的東西
[00:17:57.000 --> 00:17:59.000]  可能大家聽過這個名字
[00:17:59.000 --> 00:18:02.000]  就是一個現代管理學大師Peter Drucker
[00:18:02.000 --> 00:18:04.000]  當Peter Drucker九十歲的時候
[00:18:04.000 --> 00:18:06.000]  有人問Peter Drucker
[00:18:06.000 --> 00:18:08.000]  很多人都被問題所困
[00:18:08.000 --> 00:18:10.000]  你是怎樣去解決問題的
[00:18:10.000 --> 00:18:15.000]  他就說,你要學會和問題共同生活
[00:18:15.000 --> 00:18:18.000]  Live with the problem,不是去解決問題
[00:18:18.000 --> 00:18:20.000]  Not to solve the problem
[00:18:20.000 --> 00:18:23.000]  Peter Drucker說,到我這個年紀的時候
[00:18:23.000 --> 00:18:25.000]  九十幾歲的時候
[00:18:25.000 --> 00:18:27.000]  你身體到處都是問題
[00:18:27.000 --> 00:18:30.000]  如果你想沒有問題的話,你只能夠怎樣?
[00:18:30.000 --> 00:18:33.000]  睡在棺材裏面
[00:18:33.000 --> 00:18:37.000]  我們滿腦子都在想,怎樣能夠解決一個問題
[00:18:37.000 --> 00:18:39.000]  一根刺,怎樣能夠弄走它
[00:18:39.000 --> 00:18:42.000]  但九十歲的老人家告訴你
[00:18:42.000 --> 00:18:47.000]  當你越大的時候,發現原來越是不能夠解決的
[00:18:47.000 --> 00:18:51.000]  你只能夠學習和問題去共存
[00:18:51.000 --> 00:18:53.000]  我們的教育體制都是這樣
[00:18:53.000 --> 00:18:56.000]  常常都教我們怎樣去解決問題
[00:18:56.000 --> 00:18:59.000]  很少訓練我們去面對問題
[00:18:59.000 --> 00:19:02.000]  赤裸裸地和一個一生人都解決不了問題
[00:19:02.000 --> 00:19:05.000]  去同一生活
[00:19:05.000 --> 00:19:09.000]  這個正正是一根刺的意思
[00:19:09.000 --> 00:19:12.000]  一根刺是我們生命中要學習的功課
[00:19:12.000 --> 00:19:16.000]  是我們要學習和問題共存
[00:19:16.000 --> 00:19:21.000]  所以都記得尼布爾禱告,求主賜我們智慧
[00:19:21.000 --> 00:19:25.000]  叫我們能夠分辨哪些問題是能夠解決
[00:19:25.000 --> 00:19:27.000]  哪些問題是不能夠解決
[00:19:27.000 --> 00:19:33.000]  勇敢地承認在你不能解決的問題裏面
[00:19:33.000 --> 00:19:36.000]  你的無能和軟弱
[00:19:36.000 --> 00:19:39.000]  或者承認問題的存在
[00:19:39.000 --> 00:19:42.000]  承認有一個你解決不了的一根刺
[00:19:42.000 --> 00:19:45.000]  正正是我們2021年裏面
[00:19:45.000 --> 00:19:48.000]  一個開始要想的問題
[00:19:48.000 --> 00:19:53.000]  因為當我們去承認一根拔不走的刺的時候
[00:19:53.000 --> 00:19:58.000]  我們才能夠明白經文裏面最精彩的一句說話
[00:19:58.000 --> 00:20:01.000]  保羅說了這段精彩的說話
[00:20:01.000 --> 00:20:04.000]  我的恩典夠你用
[00:20:04.000 --> 00:20:09.000]  因為我的能力是在軟弱的人顯得完全
[00:20:09.000 --> 00:20:12.000]  所以我更喜歡誇自己的軟弱
[00:20:12.000 --> 00:20:15.000]  好叫基督的能力覆蔽我
[00:20:15.000 --> 00:20:17.000]  我的恩典夠你用
[00:20:17.000 --> 00:20:20.000]  我們很容易誤解這句說話的意思
[00:20:20.000 --> 00:20:23.000]  《中文聖經》將它翻譯為我的恩典夠你用
[00:20:23.000 --> 00:20:26.000]  「夠你用」這三個字很容易令我們以為
[00:20:26.000 --> 00:20:28.000]  上帝的恩典就像錢一樣
[00:20:28.000 --> 00:20:33.000]  可以讓我們用來解決問題
[00:20:33.000 --> 00:20:36.000]  彷彿上帝的恩典可以讓我們用
[00:20:36.000 --> 00:20:40.000]  我們就用來解決一些問題
[00:20:40.000 --> 00:20:42.000]  我們覺得恩典就像信用卡一樣
[00:20:42.000 --> 00:20:45.000]  我們可以用來用恩典來解決問題
[00:20:45.000 --> 00:20:47.000]  用恩典來抵銷問題
[00:20:47.000 --> 00:20:50.000]  用恩典來避開問題
[00:20:50.000 --> 00:20:53.000]  我覺得恩典和問題是對立的
[00:20:53.000 --> 00:20:56.000]  只要有恩典就沒有問題
[00:20:56.000 --> 00:21:00.000]  有問題我就用恩典來解決
[00:21:00.000 --> 00:21:04.000]  因為上帝的恩典我們裁員就不會選擇我
[00:21:04.000 --> 00:21:06.000]  因為上帝的恩典我們就可以無事無幹
[00:21:06.000 --> 00:21:11.000]  因為上帝的恩典我就可以一心平安
[00:21:11.000 --> 00:21:14.000]  但是保羅的一根刺告訴我們不是
[00:21:14.000 --> 00:21:17.000]  恩典並沒有除掉這根刺
[00:21:17.000 --> 00:21:21.000]  恩典和這根刺是一起並存的
[00:21:21.000 --> 00:21:25.000]  沒錯,身邊有很多很多的人攻擊、中傷
[00:21:25.000 --> 00:21:27.000]  但是都沒有辦法解決問題
[00:21:27.000 --> 00:21:31.000]  但是身上有更加更加多的恩典
[00:21:31.000 --> 00:21:34.000]  保羅說上帝的恩典足夠
[00:21:34.000 --> 00:21:37.000]  上帝的恩典sufficient
[00:21:37.000 --> 00:21:41.000]  上帝的恩典有很多很多很多很多
[00:21:41.000 --> 00:21:44.000]  上帝的恩典有很多很多
[00:21:44.000 --> 00:21:50.000]  但並不代表保羅會面對的攻擊、中傷會減少
[00:21:50.000 --> 00:21:55.000]  但上帝的恩典仍然有很多很多很多
[00:21:55.000 --> 00:21:59.000]  上帝的恩典沒有抵消你生命裏面的問題
[00:21:59.000 --> 00:22:01.000]  沒有去減少別人對你的傷害
[00:22:01.000 --> 00:22:05.000]  也沒有避開別人對你的攻擊
[00:22:05.000 --> 00:22:11.000]  原來恩典和傷害並不是一個零和遊戲
[00:22:11.000 --> 00:22:14.000]  恩典不會抵消傷害
[00:22:14.000 --> 00:22:17.000]  傷害更加不會消耗半點的恩典
[00:22:17.000 --> 00:22:22.000]  它們兩樣東西只不過是會一直共存在你的生命裏面
[00:22:22.000 --> 00:22:28.000]  不過你要記得恩典是有很多很多很多
[00:22:28.000 --> 00:22:37.000]  這些很多很多恩典是多於你所承受的痛苦
[00:22:37.000 --> 00:22:42.000]  這時我們明白保羅為何要誇自己的軟弱
[00:22:42.000 --> 00:22:45.000]  軟弱根本沒有甚麼可誇的
[00:22:45.000 --> 00:22:49.000]  誇軟弱不是一個虛張聲勢的說法
[00:22:49.000 --> 00:22:51.000]  保羅要誇自己的軟弱
[00:22:51.000 --> 00:22:54.000]  是要自己好好去記得
[00:22:54.000 --> 00:22:59.000]  世界上仍然存在恩典
[00:22:59.000 --> 00:23:02.000]  保羅用自己的軟弱用一支highlight pen去highlight住它
[00:23:02.000 --> 00:23:04.000]  圈住一個一個的軟弱
[00:23:04.000 --> 00:23:09.000]  去提醒自己身上除了很多傷害之外
[00:23:09.000 --> 00:23:14.000]  還有很多很多很多恩典在這些軟弱的後面
[00:23:14.000 --> 00:23:17.000]  哥倫多教會這班超級使徒
[00:23:17.000 --> 00:23:20.000]  他們要誇自己的屬靈地位
[00:23:20.000 --> 00:23:22.000]  要高舉自己的屬靈情操
[00:23:22.000 --> 00:23:24.000]  要高舉自己的屬靈正確性
[00:23:24.000 --> 00:23:30.000]  保羅要高舉自己一個一個很醜的軟弱
[00:23:30.000 --> 00:23:38.000]  因為這些醜的軟弱背後正正就是上帝的恩典
[00:23:38.000 --> 00:23:40.000]  保羅要誇這些軟弱
[00:23:40.000 --> 00:23:41.000]  要高舉它
[00:23:41.000 --> 00:23:43.000]  要去highlight住它
[00:23:43.000 --> 00:23:53.000]  要去提醒自己看到這些上帝的恩典仍然存在
[00:23:53.000 --> 00:24:00.000]  不要讓自己看到這個這麼爛透的世界
[00:24:00.000 --> 00:24:04.000]  覺得這個世界只有這些爛透的東西
[00:24:04.000 --> 00:24:10.000]  你要誇highlight這些軟弱
[00:24:10.000 --> 00:24:12.000]  當你highlight這些軟弱的時候
[00:24:12.000 --> 00:24:16.000]  你會發現原來這個世界仍然有恩典
[00:24:16.000 --> 00:24:19.000]  很多的恩典在這裡
[00:24:19.000 --> 00:24:30.000]  分享一下我自己這段時間的心路歷程
