
[00:00:00.000 --> 00:00:04.320]  多謝敬拜女幫我們進入一個很好的狀態
[00:01:46.800 --> 00:01:51.920]  這祭物是具生命力的 神聖的 上帝喜悅的
[00:01:51.920 --> 00:01:54.480]  這是理性的敬拜」
[00:01:54.480 --> 00:01:59.360]  今天講到剩下四個形容詞
[00:01:59.360 --> 00:02:02.880]  我們說將身體獻上的祭物
[00:02:02.880 --> 00:02:05.680]  有三個形容詞來形容它
[00:02:05.680 --> 00:02:08.000]  是一個生命力的祭物
[00:02:08.000 --> 00:02:10.000]  一個神聖的祭物
[00:02:10.000 --> 00:02:12.320]  一個神所喜悅的祭物
[00:02:12.320 --> 00:02:16.240]  同時我們的敬拜是一個理所當然的敬拜
[00:02:16.240 --> 00:02:17.760]  也是一個理性的敬拜
[00:02:17.760 --> 00:02:20.480]  今天的目標很明確
[00:02:20.480 --> 00:02:24.240]  我會講解這幾個形容詞的意思
[00:02:24.240 --> 00:02:27.440]  所以今天我們講到的是一篇三點式講道
[00:02:27.440 --> 00:02:29.120]  所謂的Free Point 相聞
[00:02:29.120 --> 00:02:31.920]  我們平時很少講三點式講道
[00:02:31.920 --> 00:02:33.440]  很少講Free Point
[00:02:33.440 --> 00:02:36.320]  平時很少講這類型的東西
[00:02:36.320 --> 00:02:37.520]  什麼叫Free Point 相聞
[00:02:37.520 --> 00:02:39.120]  大概有三點
[00:02:39.120 --> 00:02:40.960]  很公正的三點
[00:02:40.960 --> 00:02:42.480]  屬靈人賞人禱告
[00:02:42.480 --> 00:02:43.600]  屬靈人比之相愛
[00:02:43.600 --> 00:02:44.880]  屬靈人賞人喜樂
[00:02:44.880 --> 00:02:47.920]  三點的很公正的講道
[00:02:47.920 --> 00:02:49.920]  跨越生命的界限
[00:02:49.920 --> 00:02:50.960]  跨越福音的距離
[00:02:50.960 --> 00:02:52.000]  跨越地獄的恩典
[00:02:52.000 --> 00:02:54.560]  都是會有三點的講
[00:02:54.560 --> 00:02:56.800]  我們很少講三點式講道
[00:02:56.800 --> 00:02:57.760]  我自己也很少
[00:02:57.760 --> 00:02:59.520]  可能平時沒有什麼Point
[00:02:59.520 --> 00:03:02.400]  所以就沒有什麼三點式講道
[00:03:02.400 --> 00:03:04.400]  今天很明顯會有三點
[00:03:04.400 --> 00:03:06.800]  因為有三個形容詞要講
[00:03:06.800 --> 00:03:08.560]  不過可能我平時也不太會講
[00:03:08.560 --> 00:03:11.440]  這三點是比較不平衡的
[00:03:11.440 --> 00:03:13.840]  第一點我會用15分鐘整天講第一點
[00:03:13.840 --> 00:03:15.280]  然後用3分鐘整天講第二點
[00:03:15.280 --> 00:03:17.280]  然後7分鐘整天講第三點
[00:03:17.280 --> 00:03:20.880]  大概會講三點的內容出來
[00:03:20.880 --> 00:03:21.840]  無論如何
[00:03:21.840 --> 00:03:25.360]  今天的講道仍然是將身體獻上
[00:03:25.360 --> 00:03:29.040]  作為敬拜一個很重要的大前提
[00:03:29.040 --> 00:03:30.800]  希望大家緊記
[00:03:30.800 --> 00:03:32.720]  無論我講到哪裡
[00:03:32.720 --> 00:03:34.800]  講什麼內容也好
[00:03:34.800 --> 00:03:36.000]  大家要記得
[00:03:36.000 --> 00:03:38.880]  依然是圍繞著補充
[00:03:38.880 --> 00:03:44.240]  這個回應上帝召命的大前提
[00:03:44.240 --> 00:03:47.120]  今天要講的不是一些做人道理
[00:03:47.120 --> 00:03:48.880]  也不是要去安慰你
[00:03:48.880 --> 00:03:50.880]  如何去面對這個世代
[00:03:50.880 --> 00:03:54.560]  而是回到最重要的主題
[00:03:54.560 --> 00:03:58.480]  如何去回應上帝的召命
[00:03:58.480 --> 00:04:01.920]  All in 去回應上帝自己
[00:04:01.920 --> 00:04:03.920]  讓我們一起來禱告
[00:04:03.920 --> 00:04:06.480]  主一求尊你幫助孩子
[00:04:06.480 --> 00:04:08.480]  幫助孩子也能夠在這裡
[00:04:08.480 --> 00:04:10.880]  清楚地講上你的說話
[00:04:10.880 --> 00:04:13.680]  讓我們在Full Church的頂尖
[00:04:13.680 --> 00:04:15.680]  無論在家中或不同的地方
[00:04:15.680 --> 00:04:21.440]  都能夠同感不靈地領受你給我們的教導
[00:04:21.440 --> 00:04:24.880]  讓我們能夠知道明白
[00:04:24.880 --> 00:04:29.360]  你昔日在《諾曼書》第十二章第一節裡的說話
[00:04:29.360 --> 00:04:31.120]  求主你幫助我們
[00:04:31.120 --> 00:04:33.120]  奉主名求 阿們
[00:04:33.120 --> 00:04:35.440]  先講第一個
[00:04:35.440 --> 00:04:37.440]  第一個形容詞就是
[00:04:37.440 --> 00:04:38.800]  生命力
[00:04:38.800 --> 00:04:40.800]  具有生命力的祭物
[00:04:41.680 --> 00:04:45.840]  《本聖經》就將這個字翻譯為活祭
[00:04:45.840 --> 00:04:47.840]  活祭裡面的活祭
[00:04:47.840 --> 00:04:49.840]  這也是我們從前的理解
[00:04:49.840 --> 00:04:52.240]  將身體獻上當作活祭
[00:04:52.240 --> 00:04:54.240]  裡面的活祭
[00:04:54.240 --> 00:04:56.240]  不過正如我所說
[00:04:56.240 --> 00:04:58.240]  原文裡面的祭物
[00:04:58.240 --> 00:05:00.240]  其實不單止一個活字
[00:05:00.240 --> 00:05:04.000]  這是用了三個形容詞
[00:05:04.000 --> 00:05:06.400]  來作為祭物的回應
[00:05:06.400 --> 00:05:08.400]  有生命力的
[00:05:08.400 --> 00:05:09.520]  有神性的
[00:05:09.520 --> 00:05:12.640]  神所喜悅的祭物
[00:05:12.640 --> 00:05:14.640]  所以活這個詞
[00:05:14.640 --> 00:05:16.640]  原文就是
[00:05:16.640 --> 00:05:18.640]  生命
[00:05:18.640 --> 00:05:20.640]  演繹出來的這個詞
[00:05:20.640 --> 00:05:22.640]  往我身邊
[00:05:22.640 --> 00:05:24.640]  有一個verb participle
[00:05:24.640 --> 00:05:26.640]  意思是to live
[00:05:26.640 --> 00:05:28.640]  成文形容詞是living
[00:05:28.640 --> 00:05:30.000]  的意思
[00:05:30.000 --> 00:05:32.400]  所以英文裡面解作living sacrifice
[00:05:32.400 --> 00:05:37.840]  中文裡面就是活祭這個詞的意思
[00:05:37.840 --> 00:05:39.840]  不過很多人都稱呼自己
[00:05:39.840 --> 00:05:41.840]  做一個活祭的時候
[00:05:41.840 --> 00:05:43.840]  往往都是低估了
[00:05:43.840 --> 00:05:45.840]  活祭這個詞的意思
[00:05:45.840 --> 00:05:47.840]  因為活這個詞
[00:05:47.840 --> 00:05:50.960]  純粹是解作生存的狀態
[00:05:50.960 --> 00:05:53.840]  就是live or dead的狀態
[00:05:53.840 --> 00:05:55.840]  我以前也說過
[00:05:55.840 --> 00:05:57.840]  活這個詞
[00:05:57.840 --> 00:05:59.840]  其實不是純粹的活
[00:05:59.840 --> 00:06:01.840]  活著不是單單的
[00:06:01.840 --> 00:06:03.840]  純粹的生存
[00:06:03.840 --> 00:06:06.960]  呼吸 心跳 拆牙 起身
[00:06:06.960 --> 00:06:08.960]  上班 下班 下學
[00:06:08.960 --> 00:06:10.960]  吃飯 仍然的生存
[00:06:10.960 --> 00:06:12.960]  還沒死
[00:06:12.960 --> 00:06:14.960]  正如上次我們問
[00:06:14.960 --> 00:06:16.960]  國安法之後我們怎樣能夠活下去
[00:06:16.960 --> 00:06:18.960]  如果你去
[00:06:18.960 --> 00:06:20.960]  想這個問題的時候
[00:06:20.960 --> 00:06:22.960]  純粹是一個生存問題的話
[00:06:22.960 --> 00:06:24.960]  其實這個應該是一個很可悲的事情
[00:06:24.960 --> 00:06:26.960]  國安法之後
[00:06:26.960 --> 00:06:28.960]  我們活著的意義
[00:06:28.960 --> 00:06:30.960]  只不過是上班 下班 戴口罩
[00:06:30.960 --> 00:06:32.960]  吃飯 沒被人抓
[00:06:32.960 --> 00:06:34.960]  就算真的沒被人抓
[00:06:34.960 --> 00:06:36.960]  也仍然是輸了
[00:06:36.960 --> 00:06:38.960]  也會輸得很慘
[00:06:38.960 --> 00:06:40.960]  周星馳說一個叫做生存的模式
[00:06:40.960 --> 00:06:42.960]  只是避免
[00:06:42.960 --> 00:06:44.960]  不要死
[00:06:44.960 --> 00:06:46.960]  不要被人抓
[00:06:46.960 --> 00:06:48.960]  不要被人抓
[00:06:48.960 --> 00:06:50.960]  小心地活下去
[00:06:50.960 --> 00:06:52.960]  這個不是我們下半生要過的生活
[00:06:52.960 --> 00:06:54.960]  真正的如果你活在
[00:06:54.960 --> 00:06:56.960]  今天的香港裡面
[00:06:56.960 --> 00:06:58.960]  純粹是一個生存問題的話
[00:06:58.960 --> 00:07:00.960]  就算你能夠生存
[00:07:00.960 --> 00:07:02.960]  你也是一個很痛苦的人生
[00:07:02.960 --> 00:07:04.960]  如果你能夠戴口罩
[00:07:04.960 --> 00:07:06.960]  做人 永遠都要走著
[00:07:06.960 --> 00:07:08.960]  四處走著
[00:07:08.960 --> 00:07:10.960]  出了社子仔的話
[00:07:10.960 --> 00:07:12.960]  其實我們也很難去做一個
[00:07:12.960 --> 00:07:14.960]  很好的一個人
[00:07:14.960 --> 00:07:16.960]  不要用
[00:07:16.960 --> 00:07:18.960]  生存模式來看待
[00:07:18.960 --> 00:07:20.960]  自己的生命
[00:07:20.960 --> 00:07:22.960]  我們也不值得用生存模式來看待
[00:07:22.960 --> 00:07:24.960]  自己的生命
[00:07:24.960 --> 00:07:26.960]  可以說不是生存模式不好
[00:07:26.960 --> 00:07:28.960]  不可以說是錯的
[00:07:28.960 --> 00:07:30.960]  而生存模式是讓我們失去了很多生命裡面應該有的東西
[00:07:30.960 --> 00:07:32.960]  將自己的生命
[00:07:32.960 --> 00:07:34.960]  去理解為一個生存
[00:07:34.960 --> 00:07:36.960]  我們錯了很多生命裡面
[00:07:36.960 --> 00:07:38.960]  應該要有的東西
[00:07:38.960 --> 00:07:40.960]  找不到我們應該要察覺的東西
[00:07:40.960 --> 00:07:42.960]  最近我的女兒
[00:07:42.960 --> 00:07:44.960]  開始養龜
[00:07:44.960 --> 00:07:46.960]  她很想養貓
[00:07:46.960 --> 00:07:48.960]  但我想她們
[00:07:48.960 --> 00:07:50.960]  想養貓之前就先養龜
[00:07:50.960 --> 00:07:52.960]  在金魚街那裡
[00:07:52.960 --> 00:07:54.960]  買了兩隻龜
[00:07:54.960 --> 00:07:56.960]  一隻巴西龜
[00:07:56.960 --> 00:07:58.960]  一隻燈珠龜
[00:07:58.960 --> 00:08:00.960]  買了養龜的箱
[00:08:00.960 --> 00:08:02.960]  買了一些暖水罐
[00:08:02.960 --> 00:08:04.960]  我發現原來養龜
[00:08:04.960 --> 00:08:06.960]  是很特別的事情
[00:08:06.960 --> 00:08:08.960]  其實養龜是做什麼的呢
[00:08:08.960 --> 00:08:10.960]  龜是不會理你的
[00:08:10.960 --> 00:08:12.960]  龜是不會跟你有什麼互動的
[00:08:12.960 --> 00:08:14.960]  你平時都是幫牠換一下
[00:08:14.960 --> 00:08:16.960]  屎水
[00:08:16.960 --> 00:08:18.960]  養一下餵一下糧
[00:08:18.960 --> 00:08:20.960]  偶爾把牠從養龜的管子裡拿出來
[00:08:20.960 --> 00:08:22.960]  把牠教出來
[00:08:22.960 --> 00:08:24.960]  其實沒什麼好做的
[00:08:24.960 --> 00:08:26.960]  你發現養龜
[00:08:26.960 --> 00:08:28.960]  龜是獨居生物
[00:08:28.960 --> 00:08:30.960]  牠是不會理你的
[00:08:30.960 --> 00:08:32.960]  牠只會自己生活
[00:08:32.960 --> 00:08:34.960]  不過我發現
[00:08:34.960 --> 00:08:36.960]  純粹看著龜
[00:08:36.960 --> 00:08:38.960]  本身是一件很享受的事情
[00:08:38.960 --> 00:08:40.960]  不知為何
[00:08:40.960 --> 00:08:42.960]  有時候我在家的沙發裡
[00:08:42.960 --> 00:08:44.960]  喝著一罐啤酒
[00:08:44.960 --> 00:08:46.960]  看著龜
[00:08:46.960 --> 00:08:48.960]  牠就
[00:08:48.960 --> 00:08:50.960]  看著牠不動
[00:08:50.960 --> 00:08:52.960]  我又不動
[00:08:52.960 --> 00:08:54.960]  我覺得這是生活
[00:08:54.960 --> 00:08:56.960]  是一種
[00:08:56.960 --> 00:08:58.960]  看著龜就像看著我
[00:08:58.960 --> 00:09:00.960]  我又不去
[00:09:00.960 --> 00:09:02.960]  有一次
[00:09:02.960 --> 00:09:04.960]  喝著啤酒就看著龜
[00:09:04.960 --> 00:09:06.960]  嗯
[00:09:06.960 --> 00:09:08.960]  共產黨應該搞不定你的
[00:09:08.960 --> 00:09:12.960]  國安法應該也告你不入的
[00:09:12.960 --> 00:09:14.960]  怎麼告你呢
[00:09:14.960 --> 00:09:16.960]  最多是告你不戴口罩
[00:09:16.960 --> 00:09:18.960]  這個社會怎麼變都好
[00:09:18.960 --> 00:09:20.960]  這個龜我都可以保證
[00:09:20.960 --> 00:09:22.960]  牠仍然可以很開心地生存下去
[00:09:22.960 --> 00:09:24.960]  這個世界怎麼變呢
[00:09:24.960 --> 00:09:26.960]  都影響不了
[00:09:26.960 --> 00:09:28.960]  這隻龜
[00:09:28.960 --> 00:09:30.960]  在這隻龜箱裡所做的事情
[00:09:30.960 --> 00:09:32.960]  我們的生命
[00:09:32.960 --> 00:09:34.960]  很多時候都是這樣
[00:09:34.960 --> 00:09:36.960]  有很多很微小的事情
[00:09:36.960 --> 00:09:38.960]  這個政權是拿不走的
[00:09:38.960 --> 00:09:40.960]  不知道大家有沒有發現
[00:09:40.960 --> 00:09:42.960]  近年來我們香港人
[00:09:42.960 --> 00:09:44.960]  越來越喜歡做一些很普通的事情
[00:09:44.960 --> 00:09:46.960]  就是行山
[00:09:46.960 --> 00:09:48.960]  踩單車
[00:09:48.960 --> 00:09:50.960]  露營
[00:09:50.960 --> 00:09:52.960]  開始會是
[00:09:52.960 --> 00:09:54.960]  不知道是不是很多人叫喝水
[00:09:54.960 --> 00:09:56.960]  吃芫茜
[00:09:56.960 --> 00:09:58.960]  看天都小姐車
[00:09:58.960 --> 00:10:00.960]  全部都是一些很普通
[00:10:00.960 --> 00:10:02.960]  很簡單的事情
[00:10:02.960 --> 00:10:04.960]  我們發現這個世界
[00:10:04.960 --> 00:10:06.960]  越亂
[00:10:06.960 --> 00:10:08.960]  我們就要開始留意到
[00:10:08.960 --> 00:10:10.960]  生命裡的一些很基本的東西
[00:10:10.960 --> 00:10:12.960]  是很好的
[00:10:12.960 --> 00:10:14.960]  在亂世裡我們發現
[00:10:14.960 --> 00:10:16.960]  很多東西當我們失去的時候
[00:10:16.960 --> 00:10:18.960]  我們發現我們擁有的東西
[00:10:18.960 --> 00:10:20.960]  是比我們
[00:10:20.960 --> 00:10:22.960]  我們擁有的東西是我們的命
[00:10:22.960 --> 00:10:24.960]  我們將我們的focus
[00:10:24.960 --> 00:10:26.960]  放在我們的命裡的時候
[00:10:26.960 --> 00:10:28.960]  我發現生命裡有很多很精彩的地方
[00:10:28.960 --> 00:10:30.960]  在這麼細微的東西裡
[00:10:30.960 --> 00:10:32.960]  這些東西是生存模式
[00:10:32.960 --> 00:10:34.960]  是發覺不到的東西
[00:10:34.960 --> 00:10:36.960]  所以我們發現
[00:10:36.960 --> 00:10:38.960]  原來所謂生命力
[00:10:38.960 --> 00:10:40.960]  正正就是我們對生命裡
[00:10:40.960 --> 00:10:42.960]  一些的熱愛
[00:10:42.960 --> 00:10:44.960]  一些很微小的事情裡
[00:10:44.960 --> 00:10:46.960]  一些這樣的熱愛
[00:10:46.960 --> 00:10:48.960]  不知道大家有沒有聽過
[00:10:48.960 --> 00:10:50.960]  一個經典小說
[00:10:50.960 --> 00:10:52.960]  就是一個
[00:10:52.960 --> 00:10:54.960]  內地的作家余華
[00:10:54.960 --> 00:10:56.960]  所寫的
[00:10:56.960 --> 00:10:58.960]  活著
[00:10:58.960 --> 00:11:00.960]  大家有沒有看過
[00:11:00.960 --> 00:11:02.960]  電影裡
[00:11:02.960 --> 00:11:04.960]  的電影
[00:11:04.960 --> 00:11:06.960]  裡面基本上是很簡單的
[00:11:06.960 --> 00:11:08.960]  就是一個
[00:11:08.960 --> 00:11:10.960]  就是「陷家富貴」
[00:11:10.960 --> 00:11:12.960]  基本上就是死光了的人
[00:11:12.960 --> 00:11:14.960]  故事裡
[00:11:14.960 --> 00:11:16.960]  就是一個文初裡
[00:11:16.960 --> 00:11:18.960]  一個地主的少爺
[00:11:18.960 --> 00:11:20.960]  因為爛賭
[00:11:20.960 --> 00:11:22.960]  弄到整個家產都沒有了
[00:11:22.960 --> 00:11:24.960]  然後就氣死了他爸爸
[00:11:24.960 --> 00:11:26.960]  然後就開始家道衰落
[00:11:26.960 --> 00:11:28.960]  他就
[00:11:28.960 --> 00:11:30.960]  他就自己開始
[00:11:30.960 --> 00:11:32.960]  他母親就開始病了
[00:11:32.960 --> 00:11:34.960]  開始沒人醫
[00:11:34.960 --> 00:11:36.960]  後來就被人用一個共產黨
[00:11:36.960 --> 00:11:38.960]  就是國民黨就抓了他當兵
[00:11:38.960 --> 00:11:40.960]  那就
[00:11:40.960 --> 00:11:42.960]  後來就做了戰俘
[00:11:42.960 --> 00:11:44.960]  幾年之後就發現
[00:11:44.960 --> 00:11:46.960]  他媽媽都死了
[00:11:46.960 --> 00:11:48.960]  老婆就帶著一雙子女
[00:11:48.960 --> 00:11:50.960]  女兒就不幸
[00:11:50.960 --> 00:11:52.960]  成為了一個羅馬人士
[00:11:52.960 --> 00:11:54.960]  兒子就被人
[00:11:54.960 --> 00:11:56.960]  用車就車死了
[00:11:56.960 --> 00:11:58.960]  然後女兒就開始長大了
[00:11:58.960 --> 00:12:00.960]  就開始結婚生孩子
[00:12:00.960 --> 00:12:02.960]  孩子就在一個文革的年代
[00:12:02.960 --> 00:12:04.960]  那些醫生就被人批鬥了
[00:12:04.960 --> 00:12:06.960]  就沒了
[00:12:06.960 --> 00:12:08.960]  醫院裡就沒了醫生
[00:12:08.960 --> 00:12:10.960]  女兒就
[00:12:10.960 --> 00:12:12.960]  當場生孩子的時候
[00:12:12.960 --> 00:12:16.960]  就因為沒醫生在就當場流血過多而死了
[00:12:16.960 --> 00:12:18.960]  幾個月之後
[00:12:18.960 --> 00:12:20.960]  老婆就病死了
[00:12:20.960 --> 00:12:22.960]  然後幾年之後她的女婿就死了
[00:12:22.960 --> 00:12:24.960]  最後
[00:12:24.960 --> 00:12:26.960]  孫子就無端端的近死了
[00:12:26.960 --> 00:12:28.960]  基本上是一個
[00:12:28.960 --> 00:12:30.960]  完全是一個含家富貴的故事
[00:12:30.960 --> 00:12:32.960]  其實很慘的
[00:12:32.960 --> 00:12:34.960]  這樣說還好笑
[00:12:34.960 --> 00:12:36.960]  很慘的事情
[00:12:36.960 --> 00:12:38.960]  故事最後就是這樣
[00:12:38.960 --> 00:12:40.960]  他自己就是一個很年老的主角
[00:12:40.960 --> 00:12:42.960]  跟弟弟一起
[00:12:42.960 --> 00:12:44.960]  生活下去
[00:12:44.960 --> 00:12:48.960]  整個故事是說整個中國的近代史的發展
[00:12:48.960 --> 00:12:50.960]  由國共內戰
[00:12:50.960 --> 00:12:52.960]  到共產黨執政
[00:12:52.960 --> 00:12:54.960]  到文化大革命的時間
[00:12:54.960 --> 00:12:56.960]  故事稱之為
[00:12:56.960 --> 00:12:58.960]  活著這個字
[00:12:58.960 --> 00:13:00.960]  就探討一個活著的問題
[00:13:00.960 --> 00:13:02.960]  一句很精準的說話
[00:13:02.960 --> 00:13:06.960]  他說沒有比活著更美好的事
[00:13:06.960 --> 00:13:09.960]  也沒有比活著更艱難的事
[00:13:09.960 --> 00:13:11.960]  活著或許很艱難
[00:13:11.960 --> 00:13:13.960]  但也因為異常艱難
[00:13:13.960 --> 00:13:16.960]  活著才有更深刻的意義
[00:13:16.960 --> 00:13:18.960]  誰知道我們知道
[00:13:18.960 --> 00:13:20.960]  活著在這個年代是不容易的
[00:13:20.960 --> 00:13:22.960]  要死呢
[00:13:22.960 --> 00:13:24.960]  即是騙你也是
[00:13:24.960 --> 00:13:26.960]  但活著正是我們唯一可以做的事情
[00:13:26.960 --> 00:13:28.960]  亦是我們最值得去做的事情
[00:13:28.960 --> 00:13:31.960]  仍然是這句說話
[00:13:31.960 --> 00:13:33.960]  耶穌說我來
[00:13:33.960 --> 00:13:35.960]  是要人得生命
[00:13:35.960 --> 00:13:37.960]  變得更豐盛
[00:13:37.960 --> 00:13:39.960]  這句說話
[00:13:39.960 --> 00:13:41.960]  在聖經裏面
[00:13:41.960 --> 00:13:43.960]  在一個艱難的年代裏面寫出來
[00:13:43.960 --> 00:13:46.960]  我們不要把邏輯反過來
[00:13:46.960 --> 00:13:50.960]  這個政權並沒有毀掉這句說話
[00:13:50.960 --> 00:13:52.960]  也毀掉不了這句說話
[00:13:52.960 --> 00:13:54.960]  而正相反這句說話
[00:13:54.960 --> 00:13:56.960]  正正是耶穌基督的應許
[00:13:56.960 --> 00:13:58.960]  正正是上帝在這個背景之下
[00:13:58.960 --> 00:14:01.960]  去承諾我們的一個應許
[00:14:01.960 --> 00:14:05.960]  這就是我們把身體獻上第一個素質
[00:14:05.960 --> 00:14:09.960]  就是擁有生命力的活著
[00:14:09.960 --> 00:14:13.960]  當然不是要大家去享受人生
[00:14:13.960 --> 00:14:16.960]  學一世玩一世就算了
[00:14:16.960 --> 00:14:18.960]  正如我所說
[00:14:18.960 --> 00:14:20.960]  無論大家說什麼都好
[00:14:20.960 --> 00:14:22.960]  仍然要記得這句說話的大前提
[00:14:22.960 --> 00:14:27.960]  我們這樣做仍然是要把身體獻上給上帝
[00:14:27.960 --> 00:14:29.960]  生命力是我們這個祭物
[00:14:29.960 --> 00:14:31.960]  一個很重要的形容詞
[00:14:31.960 --> 00:14:33.960]  不是純粹去享受
[00:14:33.960 --> 00:14:37.960]  而是熱愛上帝賜予我們的生命
[00:14:37.960 --> 00:14:39.960]  好好地愛惜我們的生命
[00:14:39.960 --> 00:14:44.960]  發現耶穌基督給我們豐盛的生命
[00:14:44.960 --> 00:14:46.960]  所以我們來到第二個形容詞
[00:14:46.960 --> 00:14:51.960]  本來我們說這個祭物是第二個形容詞
[00:14:51.960 --> 00:14:54.960]  是神聖的祭物
[00:14:54.960 --> 00:14:56.960]  我本來把這個字做聖潔的字
[00:14:56.960 --> 00:15:00.960]  把身體獻上當作活祭是聖潔的
[00:15:00.960 --> 00:15:02.960]  其實我們用這個字
[00:15:02.960 --> 00:15:06.960]  很多時候是誤解了聖潔的意思
[00:15:06.960 --> 00:15:10.960]  Holy這個字是解作屬於上帝自己
[00:15:10.960 --> 00:15:15.960]  所以有人說Holiness就是Belonging to Godness
[00:15:15.960 --> 00:15:18.960]  是完完全全的屬於上帝
[00:15:18.960 --> 00:15:20.960]  基本上和潔字是沒有什麼特別關係的
[00:15:20.960 --> 00:15:22.960]  或者有一點關係
[00:15:22.960 --> 00:15:25.960]  教裡面屬於上帝的東西都是需要潔淨的
[00:15:25.960 --> 00:15:29.960]  不過Holy不是和潔這個字有任何關係
[00:15:29.960 --> 00:15:32.960]  而是解作屬於上帝自己
[00:15:32.960 --> 00:15:37.960]  所謂的聖潔就是一個正正來到去屬於上帝
[00:15:37.960 --> 00:15:41.960]  我們很多基督徒都誤解了聖潔這個字
[00:15:41.960 --> 00:15:44.960]  我們以聖潔等同於清潔
[00:15:44.960 --> 00:15:46.960]  以為聖潔等於保持乾淨
[00:15:46.960 --> 00:15:48.960]  保持身體乾淨
[00:15:48.960 --> 00:15:50.960]  保持道德的乾淨
[00:15:50.960 --> 00:15:52.960]  在心裡保持自潔
[00:15:52.960 --> 00:15:55.960]  很多基督徒有這種潔癖
[00:15:55.960 --> 00:16:01.960]  他們以為聖潔就是要抽身於世間的事情
[00:16:01.960 --> 00:16:03.960]  對世界不聞不問
[00:16:03.960 --> 00:16:05.960]  譴責這個世界的不乾淨
[00:16:05.960 --> 00:16:10.960]  害怕參與這個世界裡連累自己道德自潔的東西
[00:16:10.960 --> 00:16:12.960]  甚至什麼都不做
[00:16:12.960 --> 00:16:14.960]  但這樣是錯的
[00:16:14.960 --> 00:16:16.960]  無論你多乾淨都是不乾淨的
[00:16:16.960 --> 00:16:18.960]  你不可能完全乾淨
[00:16:18.960 --> 00:16:21.960]  問題的重點不是有多乾淨
[00:16:21.960 --> 00:16:24.960]  而是你有多屬於上帝
[00:16:24.960 --> 00:16:28.960]  所以我們用神聖這個字來代替它
[00:16:28.960 --> 00:16:32.960]  今天我們都很忌諱做神聖
[00:16:32.960 --> 00:16:34.960]  你覺得自己很神聖嗎
[00:16:34.960 --> 00:16:35.960]  當然我們絕對不是神聖的
[00:16:35.960 --> 00:16:37.960]  我們不是神也不是聖
[00:16:37.960 --> 00:16:40.960]  沒錯你永遠都不會是上帝
[00:16:40.960 --> 00:16:43.960]  但你永遠都是屬於上帝的
[00:16:43.960 --> 00:16:49.960]  所以問題是不在乎你在世上有多保持道德的潔癖
[00:16:49.960 --> 00:16:52.960]  而是抽身於世界上任何事情
[00:16:52.960 --> 00:16:53.960]  而剛剛相反
[00:16:53.960 --> 00:16:58.960]  問題的重點是我們如何在任何事情上屬於上帝自己
[00:16:58.960 --> 00:17:00.960]  再說一次
[00:17:00.960 --> 00:17:06.960]  所謂聖潔的神聖不是抽離世界上任何事情
[00:17:06.960 --> 00:17:12.960]  而是在任何事情上都將它成為屬於上帝自己的部分
[00:17:12.960 --> 00:17:16.960]  我們經常被傳統的神聖的樣子騙了
[00:17:16.960 --> 00:17:19.960]  一般來說神聖的樣子通常都合上眼
[00:17:19.960 --> 00:17:21.960]  大家有沒有想過
