
[00:00:00.000 --> 00:00:12.000]  時勢真惡,但我相信在詩歌的內容和旋律療癒人心
[00:02:57.000 --> 00:03:02.000]  帶到一個點就是,連羅馬政府都覺得出事了
[00:03:02.000 --> 00:03:09.000]  於是要立即調兵來處理鎮壓,騷亂,看看發生了什麼事
[00:03:09.000 --> 00:03:16.000]  然後21章之後,22章都是在記述那群民眾在騷動
[00:03:16.000 --> 00:03:22.000]  而保羅在其中面對的,被人質問
[00:03:22.000 --> 00:03:30.000]  今天23章的經文就是,保羅被人提案,受審
[00:03:30.000 --> 00:03:35.000]  23章的經文,我們今天開始看的內容一轉就會是這個
[00:03:35.000 --> 00:03:44.000]  保羅定睛看著公會的人說,弟兄們我在上帝面前行事為人都是憑著良心,直到今天
[00:03:44.000 --> 00:03:48.000]  大祭司阿蘭妮婭就吩咐旁邊站著的人打他的嘴
[00:03:48.000 --> 00:03:52.000]  保羅對他說,你這粉色的牆上帝要打你?
[00:03:52.000 --> 00:03:59.000]  你坐堂為的是按律法審問我,你竟違背律法吩咐人打我嗎?
[00:03:59.000 --> 00:04:03.000]  站在旁邊的人說,你辱罵上帝的大祭司嗎?
[00:04:03.000 --> 00:04:08.000]  保羅說,弟兄們,我不曉得他是大祭司
[00:04:08.000 --> 00:04:12.000]  經世人記著說,不可違背你百姓的官長
[00:04:12.000 --> 00:04:19.000]  這裡有一點轉折,保羅被帶到公會審問的時候
[00:04:19.000 --> 00:04:22.000]  保羅第一個他自己的信仰告白就是
[00:04:22.000 --> 00:04:27.000]  其實我一直以來都憑著上帝給我的良心去做事
[00:04:27.000 --> 00:04:31.000]  直到今天,你看到馬上就被人打嘴
[00:04:31.000 --> 00:04:33.000]  其實為什麼會被人打嘴呢?
[00:04:33.000 --> 00:04:37.000]  因為對於當時要說這句話之後
[00:04:37.000 --> 00:04:41.000]  他們聽入耳就是,你基本上是在褻瀆上帝
[00:04:41.000 --> 00:04:44.000]  而打你是因為你的態度不好
[00:04:44.000 --> 00:04:48.000]  為什麼說良心說話都說是打呢?
[00:04:48.000 --> 00:04:51.000]  在大祭司他們的角度來說就是
[00:04:51.000 --> 00:04:55.000]  你帶了不應該帶的人去聖殿
[00:04:55.000 --> 00:04:59.000]  你毀壞了我們祖宗的教訓和常規
[00:04:59.000 --> 00:05:01.000]  而這件事是不容許的
[00:05:01.000 --> 00:05:05.000]  你還說這樣就是本著上帝的良心
[00:05:05.000 --> 00:05:08.000]  你基本上就是在侮辱上帝
[00:05:08.000 --> 00:05:11.000]  所以他就掌他的嘴
[00:05:11.000 --> 00:05:15.000]  但是保羅他馬上就反過來
[00:05:15.000 --> 00:05:18.000]  他又馬上說,你只是粉飾一場,上帝要打你
[00:05:18.000 --> 00:05:21.000]  意思就是你應該要審問我
[00:05:21.000 --> 00:05:24.000]  現在你反而吩咐人打我
[00:05:24.000 --> 00:05:28.000]  其實粉飾一場這個詞又不是沒有出現過
[00:05:28.000 --> 00:05:30.000]  如果你看到這封書
[00:05:30.000 --> 00:05:36.000]  耶穌基督在進入聖州的日子
[00:05:36.000 --> 00:05:39.000]  準備預戰晚山之先
[00:05:39.000 --> 00:05:42.000]  其實他在聖殿教訓眾人的時候
[00:05:42.000 --> 00:05:45.000]  都曾經在門徒面前說
[00:05:45.000 --> 00:05:48.000]  「凡他們教訓你們的,你們也要遵守
[00:05:48.000 --> 00:05:50.000]  因為他們坐在摩西的位上
[00:05:50.000 --> 00:05:54.000]  但不要效法他們,因為他們能說不能行」
[00:05:54.000 --> 00:05:58.000]  隨後就說那些文士和快才人
[00:05:58.000 --> 00:06:00.000]  他們是粉飾的墓
[00:06:00.000 --> 00:06:03.000]  其實這句話正正耶穌都說過
[00:06:03.000 --> 00:06:05.000]  今天保羅再說
[00:06:05.000 --> 00:06:08.000]  有些事情不是說就行的
[00:06:08.000 --> 00:06:11.000]  有些事情不是你以權就可以做的
[00:06:11.000 --> 00:06:14.000]  正正就是上帝是什麼一回事
[00:06:14.000 --> 00:06:16.000]  其實你自己知不知道呢
[00:06:16.000 --> 00:06:19.000]  對於整件事來說
[00:06:19.000 --> 00:06:25.000]  保羅仍然是憑著上帝給他的良心
[00:06:25.000 --> 00:06:27.000]  去做好他自己的本分
[00:06:27.000 --> 00:06:30.000]  當然有些人就看不起
[00:06:30.000 --> 00:06:32.000]  就覺得你不是
[00:06:32.000 --> 00:06:36.000]  第四節裡說的一句話就是
[00:06:36.000 --> 00:06:39.000]  你敢辱罵上帝的大祭司嗎
[00:06:39.000 --> 00:06:41.000]  如果按照你的說法
[00:06:41.000 --> 00:06:43.000]  保羅沒理由不認識大祭司
[00:06:43.000 --> 00:06:47.000]  起碼大祭司有件衣服可以認得出
[00:06:47.000 --> 00:06:50.000]  但因為那時候不是很趕忙的時間
[00:06:50.000 --> 00:06:53.000]  他們全部都走去工會就要審保羅
[00:06:53.000 --> 00:06:55.000]  或許他真的沒穿大祭司的袍
[00:06:55.000 --> 00:06:57.000]  保羅認不出
[00:06:57.000 --> 00:07:00.000]  又或許是因為保羅都離開了
[00:07:00.000 --> 00:07:02.000]  然後殺了十幾年
[00:07:02.000 --> 00:07:04.000]  他又不認得那幫人
[00:07:04.000 --> 00:07:09.000]  而且阿拉尼亞他不是做了很久
[00:07:09.000 --> 00:07:13.000]  對於你來說保羅不認得他是不奇怪的
[00:07:13.000 --> 00:07:16.000]  所以他說這番話就直戚其非
[00:07:16.000 --> 00:07:18.000]  就被人掌嘴
[00:07:18.000 --> 00:07:21.000]  但當有人說這是大祭司的時候
[00:07:21.000 --> 00:07:24.000]  保羅就馬上說得很清楚
[00:07:24.000 --> 00:07:26.000]  其實我不知道他是大祭司
[00:07:26.000 --> 00:07:27.000]  如果知道的話
[00:07:27.000 --> 00:07:30.000]  保羅其實都會遵守禮節
[00:07:30.000 --> 00:07:33.000]  或者尊卑之分
[00:07:33.000 --> 00:07:36.000]  因為這條經文都說得很清楚
[00:07:36.000 --> 00:07:38.000]  就是不可毀謗百姓的觀長
[00:07:38.000 --> 00:07:39.000]  保羅是知道的
[00:07:39.000 --> 00:07:42.000]  保羅不是他們眼中所謂
[00:07:42.000 --> 00:07:44.000]  指高棄揚
[00:07:44.000 --> 00:07:47.000]  又或者是自嘲傲默的人
[00:07:47.000 --> 00:07:48.000]  保羅不是
[00:07:48.000 --> 00:07:51.000]  保羅仍然清楚自己言語行事
[00:07:51.000 --> 00:07:52.000]  他事就說事
[00:07:52.000 --> 00:07:54.000]  不事就說不事
[00:07:54.000 --> 00:07:57.000]  這種信徒的品格
[00:07:57.000 --> 00:07:59.000]  是我們要學習的
[00:07:59.000 --> 00:08:02.000]  能夠在什麼環境都說得出
[00:08:02.000 --> 00:08:06.000]  他的言語行為是本著良心
[00:08:06.000 --> 00:08:08.000]  這是很重要的
[00:08:08.000 --> 00:08:11.000]  去到第六節的時候
[00:08:11.000 --> 00:08:16.000]  保羅看出大眾一半是薩都哥人
[00:08:16.000 --> 00:08:17.000]  一半是法利塞人
[00:08:17.000 --> 00:08:19.000]  就在公會中大聲說
[00:08:19.000 --> 00:08:20.000]  弟兄們
[00:08:20.000 --> 00:08:21.000]  我是法利塞人
[00:08:21.000 --> 00:08:23.000]  也是法利塞人的子孫
[00:08:23.000 --> 00:08:25.000]  我現在受審問
[00:08:25.000 --> 00:08:27.000]  是為盼望死人復活
[00:08:27.000 --> 00:08:31.000]  這個說出現在的本意是什麼
[00:08:31.000 --> 00:08:32.000]  第七節
[00:08:32.000 --> 00:08:33.000]  書了者說
[00:08:33.000 --> 00:08:36.000]  法利塞人和薩都哥人就爭論起來
[00:08:36.000 --> 00:08:38.000]  會眾分成兩黨
[00:08:38.000 --> 00:08:40.000]  因為薩都哥人說沒有復活
[00:08:40.000 --> 00:08:43.000]  也沒有天使和鬼魂
[00:08:43.000 --> 00:08:45.000]  法利塞人卻說兩樣都有
[00:08:45.000 --> 00:08:47.000]  於是大大地喧嚷起來
[00:08:47.000 --> 00:08:52.000]  有幾個法利塞黨的民事站起來爭辯說
[00:08:52.000 --> 00:08:55.000]  我們看不出這人有什麼惡處
[00:08:55.000 --> 00:08:58.000]  倘若有鬼魂或天使對他說過話
[00:08:58.000 --> 00:09:00.000]  怎麼樣呢
[00:09:00.000 --> 00:09:03.000]  這段經文的分段很特別
[00:09:03.000 --> 00:09:08.000]  保羅看到原來有不同的人在當中
[00:09:08.000 --> 00:09:12.000]  他就要說出一個重點
[00:09:12.000 --> 00:09:14.000]  就是死人復活
[00:09:14.000 --> 00:09:20.000]  我希望你不要看了保羅看到有兩群人
[00:09:20.000 --> 00:09:22.000]  於是挑撥爭端
[00:09:22.000 --> 00:09:24.000]  其實死人復活這個主題
[00:09:24.000 --> 00:09:25.000]  或者這個訊息
[00:09:25.000 --> 00:09:27.000]  保羅一直都有說
[00:09:27.000 --> 00:09:28.000]  或者在《士徒行傳》
[00:09:28.000 --> 00:09:32.000]  你會看到彼得有機會跟猶太人說的時候
[00:09:32.000 --> 00:09:35.000]  都是說你們釘死的耶穌
[00:09:35.000 --> 00:09:37.000]  就是我們等待的彌賽亞
[00:09:37.000 --> 00:09:40.000]  而他是受死埋葬第三天復活
[00:09:40.000 --> 00:09:44.000]  有機會要宣揚耶穌基督工作的時候
[00:09:44.000 --> 00:09:47.000]  司徒仍然是說耶穌復活的大能
[00:09:47.000 --> 00:09:50.000]  正正要讓人去明白到
[00:09:50.000 --> 00:09:54.000]  我們持守的律法已經不是能夠使我們
[00:09:54.000 --> 00:09:56.000]  使罪得赦的律法
[00:09:56.000 --> 00:09:58.000]  我們持守的律法
[00:09:58.000 --> 00:10:02.000]  也不能夠救我脫離死亡的律法
[00:10:02.000 --> 00:10:06.000]  而真正能夠令到我們有永生的
[00:10:06.000 --> 00:10:10.000]  仍然是耶穌基督並他復活的大能
[00:10:10.000 --> 00:10:12.000]  這是保羅想說得清楚
[00:10:12.000 --> 00:10:16.000]  所以不是看到兩群人於是挑撥離間
[00:10:16.000 --> 00:10:18.000]  從中獲取二人之利
[00:10:18.000 --> 00:10:20.000]  就可以自己脫身
[00:10:20.000 --> 00:10:22.000]  不是這個意思
[00:10:22.000 --> 00:10:25.000]  保羅仍然是本著要說得清楚
[00:10:25.000 --> 00:10:28.000]  因為他們兩群人都是守律法
[00:10:28.000 --> 00:10:29.000]  守到另外一個極端
[00:10:29.000 --> 00:10:32.000]  而排除了任何的可能性
[00:10:32.000 --> 00:10:35.000]  保羅說得清楚就是
[00:10:35.000 --> 00:10:38.000]  我們的盼望就是死人復活
[00:10:38.000 --> 00:10:41.000]  這是很重要的重點
[00:10:41.000 --> 00:10:43.000]  但是否能夠接受呢
[00:10:43.000 --> 00:10:44.000]  你看到就不能接受了
[00:10:44.000 --> 00:10:46.000]  於是就在爭拗
[00:10:46.000 --> 00:10:47.000]  就在圈養
[00:10:47.000 --> 00:10:51.000]  但是凡爾賽人有一個可愛的地方就是
[00:10:51.000 --> 00:10:53.000]  其實他們相信死人復活
[00:10:53.000 --> 00:10:54.000]  於是他們說
[00:10:54.000 --> 00:10:57.000]  其實你看看這個人有什麼惡處
[00:10:57.000 --> 00:10:59.000]  可能他真的收到一些訊息
[00:10:59.000 --> 00:11:02.000]  或者會不會再聽下去呢
[00:11:02.000 --> 00:11:05.000]  但是到了這個時候
[00:11:05.000 --> 00:11:07.000]  事實就已經很混亂了
[00:11:07.000 --> 00:11:10.000]  混亂的一點就是那時大起爭吵
[00:11:10.000 --> 00:11:13.000]  千夫長恐怕保羅被他們扯碎了
[00:11:13.000 --> 00:11:15.000]  就吩咐兵丁下去
[00:11:15.000 --> 00:11:18.000]  把他從眾人當中搶出來
[00:11:18.000 --> 00:11:19.000]  帶進刑樓去
[00:11:19.000 --> 00:11:23.000]  當夜主站在保羅旁邊說
[00:11:23.000 --> 00:11:24.000]  放心吧
[00:11:24.000 --> 00:11:27.000]  你怎樣在耶路撒冷為我作見證
[00:11:27.000 --> 00:11:30.000]  也必怎樣在羅馬為我作見證
[00:11:30.000 --> 00:11:34.000]  在這裡你會看到
[00:11:34.000 --> 00:11:37.000]  真正仍然是宣講上帝說話的人
[00:11:37.000 --> 00:11:39.000]  上帝要他同在
[00:11:39.000 --> 00:11:43.000]  你會看到有很多人仍然密守一些
[00:11:43.000 --> 00:11:45.000]  他們覺得持之以恆有效
[00:11:45.000 --> 00:11:49.000]  又或者他賴以為生的據點
[00:11:49.000 --> 00:11:50.000]  對於我們來說
[00:11:50.000 --> 00:11:53.000]  我們有多開放能夠接受不同的意見
[00:11:53.000 --> 00:11:56.000]  又或者有多開放放棄自己
[00:11:56.000 --> 00:11:59.000]  一直持守的意見呢
[00:11:59.000 --> 00:12:05.000]  這是歷代歷世都不容易的
[00:12:05.000 --> 00:12:08.000]  過去不同宗派的出現
[00:12:08.000 --> 00:12:12.000]  其實都是不同神學和解經的立場不同
[00:12:12.000 --> 00:12:15.000]  然後就演變了有不同的宗派出現
[00:12:15.000 --> 00:12:17.000]  過去都會為了神學
[00:12:17.000 --> 00:12:19.000]  為了一些聖經的信息
[00:12:19.000 --> 00:12:20.000]  有不同的爭辯
[00:12:20.000 --> 00:12:23.000]  有不同的解說
[00:12:23.000 --> 00:12:28.000]  但是慢慢去到近代的教會
[00:12:28.000 --> 00:12:33.000]  因為聖經和神學很多論述已經奠立了
[00:12:33.000 --> 00:12:36.000]  反而現在討論的就是教會運作
[00:12:36.000 --> 00:12:38.000]  現在反而討論得最多
[00:12:38.000 --> 00:12:40.000]  就是教會如何處事
[00:12:40.000 --> 00:12:42.000]  如何去分辨
[00:12:42.000 --> 00:12:48.000]  但這個我自己在之前彼得講道的內容裡
[00:12:48.000 --> 00:12:49.000]  都說過
[00:12:49.000 --> 00:12:54.000]  就是處理安提柯教會和耶路撒冷教會
[00:12:54.000 --> 00:12:58.000]  論到吃祭偶像之物的問題
[00:12:58.000 --> 00:13:00.000]  亦是有太多的爭拗
[00:13:00.000 --> 00:13:04.000]  而沒有任何那種妥協或者忍讓
[00:13:04.000 --> 00:13:09.000]  可以彼此欣賞看著上帝工作的寬容度
[00:13:09.000 --> 00:13:14.000]  今天其實教會仍然有很多大大小小的問題
[00:13:14.000 --> 00:13:18.000]  就好像疫情衍生出來的聚會安排
[00:13:18.000 --> 00:13:22.000]  其實很多教會都仍然討論到沒完沒了
[00:13:22.000 --> 00:13:24.000]  到接下來要恢復實體崇拜
[00:13:24.000 --> 00:13:26.000]  有現場的時候
[00:13:26.000 --> 00:13:28.000]  其實又是一大難題
[00:13:28.000 --> 00:13:33.000]  仍然知道有些是相對的情況
[00:13:33.000 --> 00:13:38.000]  但相對的情況下就牽涉到個人有不同的看法
[00:13:38.000 --> 00:13:42.000]  就令到問題有時不能夠三言兩語
[00:13:42.000 --> 00:13:45.000]  或者三兩次就解說得清楚
[00:13:49.000 --> 00:13:51.000]  保羅面對的問題
[00:13:51.000 --> 00:13:54.000]  他不是覺得自己可以解決
[00:13:54.000 --> 00:13:56.000]  但保羅的處事方法就是
[00:13:56.000 --> 00:13:59.000]  你們要知道的我盡力去說
[00:13:59.000 --> 00:14:02.000]  你肯聽的我盡力去解釋
[00:14:02.000 --> 00:14:04.000]  保羅要他們明白到
[00:14:04.000 --> 00:14:06.000]  有些絕對的我們要持守
[00:14:06.000 --> 00:14:10.000]  相對的我們要慢慢去欣賞和調和
[00:14:10.000 --> 00:14:12.000]  所以羅馬書上次我引用都在說
[00:14:12.000 --> 00:14:15.000]  上帝的國不是在乎吃喝
[00:14:15.000 --> 00:14:18.000]  是在乎公義和平與聖靈的喜樂
[00:14:18.000 --> 00:14:21.000]  今天在教會的不同意見表達
[00:14:21.000 --> 00:14:23.000]  教會不同的真詞
[00:14:23.000 --> 00:14:25.000]  有不同的運作方式的時候
[00:14:25.000 --> 00:14:30.000]  我們能不能夠仍然在一主一信一洗一聖靈當中
[00:14:30.000 --> 00:14:32.000]  感受到那種喜樂
[00:14:32.000 --> 00:14:34.000]  真的不容易
[00:14:34.000 --> 00:14:36.000]  但保羅仍然提醒我們
[00:14:36.000 --> 00:14:40.000]  有些事情先說了
[00:14:40.000 --> 00:14:42.000]  一定要繼續去執行
[00:14:42.000 --> 00:14:50.000]  但仍然憑著良心繼續下去
[00:14:50.000 --> 00:14:51.000]  第十一節就是
[00:14:51.000 --> 00:14:53.000]  放心吧
[00:14:53.000 --> 00:14:55.000]  你怎樣在耶路撒冷見證我
[00:14:55.000 --> 00:14:58.000]  你都會在羅馬怎樣去作見證
[00:14:58.000 --> 00:15:02.000]  上帝仍然清楚我們在做什麼
[00:15:02.000 --> 00:15:03.000]  上帝一直都看著我們
[00:15:03.000 --> 00:15:07.000]  在困難當中上帝都看著我們
[00:15:07.000 --> 00:15:09.000]  去到第十二節
[00:15:09.000 --> 00:15:13.000]  剛才說到半夜他們叫我們出來公會審問
[00:15:13.000 --> 00:15:15.000]  天亮了
[00:15:15.000 --> 00:15:17.000]  猶太人就同謀起誓說
[00:15:17.000 --> 00:15:19.000]  若不先殺保羅就不吃不喝
[00:15:19.000 --> 00:15:21.000]  很大決心
[00:15:21.000 --> 00:15:25.000]  第這樣同心起誓的有四十多人
[00:15:25.000 --> 00:15:28.000]  他們來見祭司長和長老說
[00:15:28.000 --> 00:15:29.000]  我們已經在這個大勢
[00:15:29.000 --> 00:15:32.000]  若不先殺保羅就不吃什麼
[00:15:32.000 --> 00:15:35.000]  現在你們和公會要知道千夫長
[00:15:35.000 --> 00:15:38.000]  叫他帶保羅到你們這裡
[00:15:38.000 --> 00:15:41.000]  假作詳細考察他的事
[00:15:41.000 --> 00:15:43.000]  我們已經預備好了
[00:15:43.000 --> 00:15:46.000]  不等他來到跟前就殺他
[00:15:46.000 --> 00:15:49.000]  保羅的外甥男聽見他們徹下埋伏
[00:15:49.000 --> 00:15:51.000]  就到邢裡告訴保羅
[00:15:51.000 --> 00:15:54.000]  保羅請一個白夫長來說
[00:15:54.000 --> 00:15:57.000]  你領著少年人去見千夫長
[00:15:57.000 --> 00:16:00.000]  他有事告訴他
[00:16:00.000 --> 00:16:02.000]  你會看到這個場景是什麼呢
[00:16:02.000 --> 00:16:04.000]  有些人義正詞嚴
[00:16:04.000 --> 00:16:06.000]  覺得自己真的在做大事
[00:16:06.000 --> 00:16:08.000]  做對的事
[00:16:08.000 --> 00:16:11.000]  這令我聯想起
[00:16:11.000 --> 00:16:16.000]  為什麼他們會這麼有勢力
[00:16:16.000 --> 00:16:20.000]  為什麼一定要置保羅於生死
[00:16:20.000 --> 00:16:24.000]  慢慢你會看到
[00:16:24.000 --> 00:16:27.000]  事件是不斷重複發生
[00:16:27.000 --> 00:16:30.000]  今天選的第23章經文
[00:16:30.000 --> 00:16:31.000]  你會看到的情況是
[00:16:31.000 --> 00:16:33.000]  去到公會審問
[00:16:33.000 --> 00:16:36.000]  而問的問題就是復活的問題
[00:16:36.000 --> 00:16:39.000]  而復活的問題解說不了之後
[00:16:39.000 --> 00:16:41.000]  有些人就已經想著私下
[00:16:41.000 --> 00:16:44.000]  下私刑要殺死他
[00:16:44.000 --> 00:16:47.000]  其實這段經文我特意引用
[00:16:47.000 --> 00:16:51.000]  就是去預備下個星期
[00:16:51.000 --> 00:16:54.000]  明天主日開始就是聖週
[00:16:54.000 --> 00:16:56.000]  明天就是耶穌基督
[00:16:56.000 --> 00:16:57.000]  騎驢進城
[00:16:57.000 --> 00:16:59.000]  預備進耶路撒冷
[00:16:59.000 --> 00:17:03.000]  然後上各個他山受苦的路
[00:17:03.000 --> 00:17:08.000]  這段經文希望大家做一點理解
[00:17:08.000 --> 00:17:11.000]  其實耶穌進耶路撒冷之前在做什麼呢
[00:17:11.000 --> 00:17:14.000]  他經過伯大利去伯伯大
[00:17:14.000 --> 00:17:15.000]  上艦蘭山
[00:17:15.000 --> 00:17:17.000]  然後進入喀倫溪
[00:17:17.000 --> 00:17:19.000]  然後進入耶路撒冷
[00:17:19.000 --> 00:17:21.000]  伯大利是什麼地方呢
[00:17:21.000 --> 00:17:23.000]  伯大利就是他當日
[00:17:23.000 --> 00:17:25.000]  令拉撒路復活的地方
[00:17:25.000 --> 00:17:30.000]  而伯大利這個地方名聲一響
[00:17:30.000 --> 00:17:32.000]  就是因為死人能夠復活
[00:17:32.000 --> 00:17:34.000]  但《約翰福音》第十一章記載
[00:17:34.000 --> 00:17:37.000]  耶穌行了神蹟的時候
[00:17:37.000 --> 00:17:41.000]  描述的最後一段話是什麼呢
[00:17:41.000 --> 00:17:46.000]  眾人就相意要殺害耶穌
[00:17:46.000 --> 00:17:50.000]  因為祂能夠使死人復活
[00:17:50.000 --> 00:17:52.000]  其實有人看到死人復活是開心
[00:17:52.000 --> 00:17:55.000]  但有人看到死人復活是不開心的
[00:17:55.000 --> 00:17:57.000]  因為這個人能力之大
[00:17:57.000 --> 00:17:59.000]  他說話行事都大有能力
[00:17:59.000 --> 00:18:03.000]  今天更加能夠使死人復活
[00:18:03.000 --> 00:18:05.000]  所有人都聽他的
[00:18:05.000 --> 00:18:08.000]  所以有些人看到死人復活神蹟
[00:18:08.000 --> 00:18:11.000]  是不開心的
[00:18:11.000 --> 00:18:14.000]  從那天就相意要殺害耶穌
[00:18:14.000 --> 00:18:18.000]  但耶穌已經預備上各個他山上的路
[00:18:18.000 --> 00:18:20.000]  你看到今天
[00:18:20.000 --> 00:18:23.000]  保羅去到耶路撒冷的時候
[00:18:23.000 --> 00:18:28.000]  保羅去到說死人復活是我們基督信仰最重要的核心
[00:18:28.000 --> 00:18:32.000]  也是能夠救我們脫離罪惡的困所
[00:18:32.000 --> 00:18:35.000]  最重要的福音的時候
[00:18:35.000 --> 00:18:38.000]  但是人是接受不了的
[00:18:38.000 --> 00:18:42.000]  他們更加要相意要殺害保羅
[00:18:42.000 --> 00:18:46.000]  其實人能不能夠在歷史當中面對教訓呢
[00:18:46.000 --> 00:18:48.000]  說就懂得說
[00:18:48.000 --> 00:18:50.000]  但在當中的時候
[00:18:50.000 --> 00:18:52.000]  有沒有一個聆聽的心
[00:18:52.000 --> 00:18:54.000]  有沒有一個信任
[00:18:54.000 --> 00:18:57.000]  有沒有一個可以理據表達清楚的過程呢
[00:18:57.000 --> 00:18:59.000]  真的不容易
[00:18:59.000 --> 00:19:05.000]  但保羅仍然盡他能力去說清楚我們要知道的事情
[00:19:05.000 --> 00:19:08.000]  第十八節
[00:19:08.000 --> 00:19:11.000]  「於是把他領去見千夫長說:
[00:19:11.000 --> 00:19:17.000]  「被囚的保羅請我到他那裡求我領這少年來見你,他有事告訴你。」
[00:19:17.000 --> 00:19:20.000]  千夫長就拉著他的手走到一旁私下問他:
[00:19:20.000 --> 00:19:22.000]  「你有什麼要告訴我?」
[00:19:22.000 --> 00:19:23.000]  他就說:
[00:19:23.000 --> 00:19:31.000]  「猶太人已經約定要求明天帶保羅到崩壞那裡去,假作他要詳細查問他的事,
[00:19:31.000 --> 00:19:38.000]  你切不要隨從他們,因為他們有四十多人埋伏,已經起誓說:
[00:19:38.000 --> 00:19:45.000]  若不先殺保羅,就不吃不喝,現在已經預備好了,只等你應運。」
[00:19:45.000 --> 00:19:48.000]  於是千夫長打發少年人走,祝福他說:
[00:19:48.000 --> 00:19:53.000]  「不要告訴人,你將這事報給我。」
[00:19:53.000 --> 00:19:56.000]  其實很大件事
[00:19:56.000 --> 00:19:59.000]  因為保羅自己本身都有羅馬公民的身份
[00:19:59.000 --> 00:20:01.000]  而這件事還沒有查夠清楚
[00:20:01.000 --> 00:20:04.000]  你們就自己私下用刑
[00:20:04.000 --> 00:20:07.000]  其實都解決不了問題
[00:20:07.000 --> 00:20:10.000]  去到第23節
[00:20:10.000 --> 00:20:12.000]  於是千夫長就做事了
[00:20:12.000 --> 00:20:15.000]  「千夫長便叫兩個白夫長來說:
[00:20:15.000 --> 00:20:22.000]  預備步兵二百,馬兵七十,長槍手二百,今夜開始往凱撒利亞去,
[00:20:22.000 --> 00:20:28.000]  也要預備牲口叫保羅騎上,護送到巡撫菲利斯那裡去。」
[00:20:28.000 --> 00:20:31.000]  千夫長又寫了文書大律說:
[00:20:31.000 --> 00:20:35.000]  「克勞蒂·呂西亞,請巡撫菲利斯大人案,
[00:20:35.000 --> 00:20:38.000]  這人被猶太人拿著,將要殺害,
[00:20:38.000 --> 00:20:42.000]  我得知他是羅馬人,就帶兵丁下去救他出來,
[00:20:42.000 --> 00:20:48.000]  因為知道他們告他的緣故,我就帶他下到他們的公會去,
[00:20:48.000 --> 00:20:52.000]  便查知他被告是因他們的立法辯論,
[00:20:52.000 --> 00:20:56.000]  並沒有什麼該死該綁的罪名。」
[00:20:56.000 --> 00:20:59.000]  你看到是不是很像?
[00:20:59.000 --> 00:21:03.000]  你看到在耶穌基督也是這樣,
[00:21:03.000 --> 00:21:07.000]  當日他們將耶穌拋來拋去,
[00:21:07.000 --> 00:21:12.000]  由公會再去到比拉多的時候,
