
[00:00:00.000 --> 00:00:03.500]  你有沒有試過明明已經達成了自己一直想要的目標
[00:03:09.800 --> 00:03:11.800]  這裡要引入一個關鍵概念
[00:03:11.800 --> 00:03:12.600]  能子
[00:03:12.600 --> 00:03:13.600]  signifiant
[00:03:13.600 --> 00:03:14.500]  簡單說
[00:03:14.500 --> 00:03:17.200]  能子就是語言裡面的每一個符號
[00:03:17.200 --> 00:03:18.000]  每一個字
[00:03:18.000 --> 00:03:19.000]  拉罕認為
[00:03:19.000 --> 00:03:21.400]  人類的主體是被語言結構的
[00:03:21.400 --> 00:03:23.900]  我們的慾望不是直接指向對象
[00:03:23.900 --> 00:03:26.500]  而是通過無數的能子中間轉手
[00:03:26.500 --> 00:03:28.200]  快樂原則的真正功能
[00:03:28.200 --> 00:03:29.600]  就是帶著主體
[00:03:29.600 --> 00:03:32.300]  由一個能子走向另一個能子
[00:03:32.300 --> 00:03:33.800]  放置足夠的能子
[00:03:33.800 --> 00:03:36.200]  來維持緊張水平在最低點
[00:03:36.200 --> 00:03:37.200]  什麼意思?
[00:03:37.200 --> 00:03:38.100]  就是說
[00:03:38.100 --> 00:03:40.400]  你永遠不會得到最終的滿足
[00:03:40.400 --> 00:03:42.600]  因為語言會不斷幫你延遲
[00:03:42.600 --> 00:03:43.700]  你買到電話
[00:03:43.700 --> 00:03:46.000]  下一秒就會開始留意下一步
[00:03:46.000 --> 00:03:47.000]  你去到旅行
[00:03:47.000 --> 00:03:49.100]  就會開始想下一站去哪裡
[00:03:49.100 --> 00:03:51.000]  你的慾望永遠在這裡滑動
[00:03:51.000 --> 00:03:53.100]  由一個對象去到下一個對象
[00:03:53.100 --> 00:03:54.700]  永遠到不到終點
[00:03:54.700 --> 00:03:55.900]  快樂不是缺席
[00:03:55.900 --> 00:03:57.600]  快樂是永恆的延宕
[00:03:57.600 --> 00:03:58.600]  這個就解釋了
[00:03:58.600 --> 00:04:01.400]  為什麼人類可以一生人都在追求
[00:04:01.400 --> 00:04:03.200]  但是從來都覺得未夠
[00:04:03.200 --> 00:04:04.800]  不是因為你貪心
[00:04:04.800 --> 00:04:05.800]  而是因為
[00:04:05.800 --> 00:04:08.300]  語言的結構本身就是這樣設計
[00:04:08.300 --> 00:04:09.900]  它不會讓你停下來
[00:04:09.900 --> 00:04:12.000]  如果快樂原則只是慣性
[00:04:12.000 --> 00:04:14.200]  如果能子鏈永遠在延遲你
[00:04:14.200 --> 00:04:16.100]  那你慾望的到底是什麼?
[00:04:16.100 --> 00:04:18.700]  拉罕在這裡提出了一個震撼的概念
[00:04:18.700 --> 00:04:19.500]  Dusting
[00:04:19.500 --> 00:04:19.900]  麥
[00:04:19.900 --> 00:04:22.400]  這個Dusting不是任何具體的對象
[00:04:22.400 --> 00:04:23.800]  它不是你的電話
[00:04:23.800 --> 00:04:25.000]  不是你的工作
[00:04:25.000 --> 00:04:26.000]  不是你的伴侶
[00:04:26.000 --> 00:04:27.100]  不是你的父母
[00:04:27.100 --> 00:04:29.000]  它是一個結構性的空位
[00:04:29.000 --> 00:04:31.900]  一個在你意識之下運作的原始生物
[00:04:31.900 --> 00:04:32.700]  拉罕說
[00:04:32.700 --> 00:04:35.100]  每個人在進入語言世界的時候
[00:04:35.100 --> 00:04:37.300]  都會經歷一次根本性的喪失
[00:04:37.300 --> 00:04:38.800]  你失去了與世界
[00:04:38.800 --> 00:04:40.900]  與母親的原始合一狀態
[00:04:40.900 --> 00:04:41.900]  換來語言
[00:04:41.900 --> 00:04:42.600]  文化
[00:04:42.600 --> 00:04:43.500]  社會
[00:04:43.500 --> 00:04:44.900]  而這個失去了的東西
[00:04:44.900 --> 00:04:46.600]  拉罕叫它做Dusting
[00:04:46.600 --> 00:04:48.700]  你一生人追求的所有東西
[00:04:48.700 --> 00:04:51.200]  愛情、成就、財富、意義
[00:04:51.200 --> 00:04:54.100]  其實都只是對這個原始生物的替代品
[00:04:54.100 --> 00:04:55.700]  回聲、影子
[00:04:55.700 --> 00:04:57.000]  你永遠找不回它
[00:04:57.000 --> 00:04:58.800]  因為它從來就不是一個對象
[00:04:58.800 --> 00:05:00.000]  而是一個空洞
[00:05:00.000 --> 00:05:01.100]  這個就解釋了
[00:05:01.100 --> 00:05:02.300]  為什麼你得到那一刻
[00:05:02.300 --> 00:05:03.600]  反而覺得空虛
[00:05:03.600 --> 00:05:04.700]  因為你得到的
[00:05:04.700 --> 00:05:06.800]  從來都不是你真正想要的東西
[00:05:06.800 --> 00:05:08.400]  你真正想要的那個東西
[00:05:08.400 --> 00:05:10.500]  根本就不存在在這個世界裡面
[00:05:10.500 --> 00:05:11.300]  說到這裡
[00:05:11.300 --> 00:05:12.300]  可能你會問
[00:05:12.300 --> 00:05:14.800]  那拉罕是不是說人生沒有希望?
[00:05:14.800 --> 00:05:16.500]  我們是不是注定空虛?
[00:05:16.500 --> 00:05:19.200]  這裡我想引入一個神學的視覺
[00:05:19.200 --> 00:05:21.400]  這個視覺可以說和拉罕
[00:05:21.400 --> 00:05:23.000]  是跨時空的對話
[00:05:23.000 --> 00:05:24.400]  第四世紀的教父
[00:05:24.400 --> 00:05:25.400]  奧古斯丁
[00:05:25.400 --> 00:05:26.800]  Augustine of Hippo
[00:05:26.800 --> 00:05:28.000]  在他的名著
[00:05:28.000 --> 00:05:29.200]  懺悔錄裡面
[00:05:29.200 --> 00:05:31.100]  寫過一句很出名的話
[00:05:31.100 --> 00:05:31.900]  主啊
[00:05:31.900 --> 00:05:33.800]  祢為自己創造了我們
[00:05:33.800 --> 00:05:35.700]  我們的心會一直不安
[00:05:35.700 --> 00:05:37.600]  直到安息在你裡面
[00:05:37.600 --> 00:05:39.400]  這句話和拉罕的Dusting
[00:05:39.400 --> 00:05:41.000]  產生了奇妙的共鳴
[00:05:41.000 --> 00:05:42.100]  奧古斯丁說
[00:05:42.100 --> 00:05:44.200]  人類有一種根本性的不安
[00:05:44.200 --> 00:05:45.700]  一種永恆的饑渴
[00:05:45.700 --> 00:05:48.600]  這件事是被坐入我們的結構裡面
[00:05:48.600 --> 00:05:50.500]  我們以為自己在追求快樂
[00:05:50.500 --> 00:05:51.100]  愛情
[00:05:51.100 --> 00:05:51.700]  成就
[00:05:51.700 --> 00:05:52.400]  意義
[00:05:52.400 --> 00:05:54.600]  但是這些全部都滿足不了我們
[00:05:54.600 --> 00:05:56.300]  因為我們真正渴望的是
[00:05:56.300 --> 00:05:57.800]  超越這個世界的東西
[00:05:57.800 --> 00:05:58.600]  是上帝
[00:05:58.600 --> 00:05:59.300]  是永恆
[00:05:59.300 --> 00:06:01.500]  是那個終極的他者
[00:06:01.500 --> 00:06:03.000]  奧古斯丁把這個空虛
[00:06:03.000 --> 00:06:05.000]  叫做為上帝而造的空洞
[00:06:05.000 --> 00:06:05.900]  你可以說
[00:06:05.900 --> 00:06:07.800]  奧古斯丁的上帝
[00:06:07.800 --> 00:06:10.900]  就是拉罕Dusting的神學版本
[00:06:10.900 --> 00:06:13.300]  兩個人都指出了同一個真相
[00:06:13.300 --> 00:06:14.400]  人類的慾望
[00:06:14.400 --> 00:06:16.100]  本質上是指向一個
[00:06:16.100 --> 00:06:17.600]  永遠在這個世界
[00:06:17.600 --> 00:06:18.800]  介不到的對象
[00:06:18.800 --> 00:06:20.400]  拉罕用精神分析的語言
[00:06:20.400 --> 00:06:21.600]  描述這個空洞
[00:06:21.600 --> 00:06:23.600]  奧古斯丁用信仰的語言指出
[00:06:23.600 --> 00:06:25.400]  這個空洞的主人是誰?
[00:06:25.400 --> 00:06:27.800]  這是一場跨越十五個世紀的對話
[00:06:27.800 --> 00:06:28.900]  但是基督教神學
[00:06:28.900 --> 00:06:30.400]  比拉罕走前一步
[00:06:30.400 --> 00:06:33.000]  拉罕只是指出這個空洞的存在
[00:06:33.000 --> 00:06:34.300]  而基督教信仰
[00:06:34.300 --> 00:06:35.400]  就告訴我們
[00:06:35.400 --> 00:06:37.200]  這個空洞是怎樣被對待
[00:06:37.200 --> 00:06:38.900]  耶穌在登山部分說過
[00:06:38.900 --> 00:06:40.600]  一段很反直覺的說話
[00:06:40.600 --> 00:06:42.100]  虛心的人有福了
[00:06:42.100 --> 00:06:44.100]  因為天國是他們的
[00:06:44.100 --> 00:06:45.900]  馬太福音五章三節
[00:06:45.900 --> 00:06:47.300]  留意「有福」這個字
[00:06:47.300 --> 00:06:48.800]  希臘文是Mercurius
[00:06:48.800 --> 00:06:51.200]  這個字不是說一種心理上的快樂
[00:06:51.200 --> 00:06:53.600]  而是說一種存在狀態的圓滿
[00:06:53.600 --> 00:06:55.200]  你在上帝的恩典裡面
[00:06:55.200 --> 00:06:56.100]  是Complete
[00:06:56.100 --> 00:06:56.800]  是Whole
[00:06:56.800 --> 00:06:57.600]  是足夠
[00:06:57.600 --> 00:06:58.700]  現在玩一個對比
[00:06:58.700 --> 00:07:00.000]  哪些人有福?
[00:07:00.000 --> 00:07:01.100]  世俗的快樂
[00:07:01.100 --> 00:07:02.600]  說的是富足的人
[00:07:02.600 --> 00:07:04.300]  但是登山部分的福
[00:07:04.300 --> 00:07:05.700]  說的是虛心的人
[00:07:05.700 --> 00:07:06.600]  世俗的快樂
[00:07:06.600 --> 00:07:08.000]  說的是笑著的人
[00:07:08.000 --> 00:07:09.900]  但是登山部分的福
[00:07:09.900 --> 00:07:11.500]  說的是哀傷的人
[00:07:11.500 --> 00:07:12.500]  世俗的快樂
[00:07:12.500 --> 00:07:13.900]  說的是滿足的人
[00:07:13.900 --> 00:07:15.600]  但是登山部分的福
[00:07:15.600 --> 00:07:17.700]  說的是倚靠無意的人
[00:07:17.700 --> 00:07:18.800]  世俗的快樂
[00:07:18.800 --> 00:07:20.500]  說的是受人歡迎的人
[00:07:20.500 --> 00:07:22.100]  但是登山部分的福
[00:07:22.100 --> 00:07:23.800]  說的是唯意受逼迫的人
[00:07:23.800 --> 00:07:25.500]  這兩個list完全對
[00:07:25.500 --> 00:07:26.500]  耶穌不是說
[00:07:26.500 --> 00:07:27.600]  你只要信耶穌
[00:07:27.600 --> 00:07:28.800]  就會開心快樂
[00:07:28.800 --> 00:07:31.500]  耶穌是說一個更深層次的顛覆
[00:07:31.500 --> 00:07:32.400]  真正的福
[00:07:32.400 --> 00:07:34.100]  不是追求到的快樂
[00:07:34.100 --> 00:07:35.800]  而是承認自己的空虛
[00:07:35.800 --> 00:07:37.300]  承認自己的饑渴
[00:07:37.300 --> 00:07:39.000]  承認自己需要上帝
[00:07:39.000 --> 00:07:40.300]  基督教告訴我們
[00:07:40.300 --> 00:07:41.700]  那個Destiny的空洞
[00:07:41.700 --> 00:07:43.100]  不是要你填滿它
[00:07:43.100 --> 00:07:44.500]  而是要你活著它
[00:07:44.500 --> 00:07:45.900]  你在這個空洞裏面
[00:07:45.900 --> 00:07:47.600]  才真正遇見上帝
[00:07:47.600 --> 00:07:48.800]  空虛不是問題
[00:07:48.800 --> 00:07:50.100]  空虛是通道
[00:07:50.100 --> 00:07:50.800]  說到這裏
[00:07:50.800 --> 00:07:53.300]  我們要回到拉匡另一個關鍵概念
[00:07:53.300 --> 00:07:54.700]  Jesus 娛樂
[00:07:54.700 --> 00:07:56.200]  如果說Plaza 快感
[00:07:56.200 --> 00:07:58.600]  是快樂原則之內的慣性運動
[00:07:58.600 --> 00:08:00.600]  是語言延遲中的平靜
[00:08:00.600 --> 00:08:03.600]  那麼Joseph就是超越快樂原則的愉悅
[00:08:03.600 --> 00:08:05.400]  它是對Destiny的接近
[00:08:05.400 --> 00:08:06.700]  是一種痛苦的
[00:08:06.700 --> 00:08:07.500]  致命的
[00:08:07.500 --> 00:08:08.600]  過度的滿足
[00:08:08.600 --> 00:08:10.800]  這裏有一個奇妙的神學對應
[00:08:10.800 --> 00:08:11.700]  十字架
[00:08:11.700 --> 00:08:13.100]  基督教的核心符號
[00:08:13.100 --> 00:08:14.700]  不是一個笑著的耶穌
[00:08:14.700 --> 00:08:16.400]  不是一個成功的耶穌
[00:08:16.400 --> 00:08:18.600]  而是一個釘在十字架上的耶穌
[00:08:18.600 --> 00:08:19.800]  一個赤身露體
[00:08:19.800 --> 00:08:20.600]  避氣絕
[00:08:20.600 --> 00:08:21.200]  呼喊
[00:08:21.200 --> 00:08:21.900]  我的上帝
[00:08:21.900 --> 00:08:23.300]  為甚麼離棄我的上帝
[00:08:23.300 --> 00:08:24.000]  為甚麼
[00:08:24.000 --> 00:08:26.200]  因為基督教信仰告訴我們
[00:08:26.200 --> 00:08:27.500]  人類真正的救贖
[00:08:27.500 --> 00:08:28.700]  不是通過快樂
[00:08:28.700 --> 00:08:31.000]  而是通過進入痛苦的心願
[00:08:31.000 --> 00:08:33.300]  十字架是一種神聖的Jesus
[00:08:33.300 --> 00:08:35.500]  它超越了快樂原則的計算
[00:08:35.500 --> 00:08:37.300]  超越了世俗的安全感
[00:08:37.300 --> 00:08:39.200]  進入了一個看似是死亡
[00:08:39.200 --> 00:08:40.800]  實質是生命的奧秘
[00:08:40.800 --> 00:08:41.600]  保羅說
[00:08:41.600 --> 00:08:43.200]  因為十字架的道理
[00:08:43.200 --> 00:08:45.600]  在那些滅亡的人看來是愚蠢
[00:08:45.600 --> 00:08:48.300]  在我們得救的人看來是上帝的大能
[00:08:48.300 --> 00:08:50.300]  哥林多前書一章十八節
[00:08:50.300 --> 00:08:51.500]  這個就解釋了
[00:08:51.500 --> 00:08:53.900]  為甚麼很多真正深刻的基督徒
[00:08:53.900 --> 00:08:55.000]  潘霍華
[00:08:55.000 --> 00:08:56.200]  馬丁路德金
[00:08:56.200 --> 00:08:57.400]  德蘭修女
[00:08:57.400 --> 00:08:58.300]  他們的生命
[00:08:58.300 --> 00:08:59.600]  一點都不快樂
[00:08:59.600 --> 00:09:00.800]  但是他們有一種
[00:09:00.800 --> 00:09:02.600]  說不出的心碎滿足
[00:09:02.600 --> 00:09:05.300]  他們接觸到了Jesus的神聖遺道
[00:09:05.300 --> 00:09:06.000]  說到這裡
[00:09:06.000 --> 00:09:07.500]  我們可以重新理解
[00:09:07.500 --> 00:09:08.800]  拉罕那句很出名
[00:09:08.800 --> 00:09:11.100]  又很容易被誤解的倫理命令
[00:09:11.100 --> 00:09:11.900]  唯一的罪
[00:09:11.900 --> 00:09:14.200]  就是在自己的欲望上讓步
[00:09:14.200 --> 00:09:16.100]  拉罕不是叫你放縱
[00:09:16.100 --> 00:09:17.700]  不是叫你為所欲為
[00:09:17.700 --> 00:09:20.000]  他是在說一個更深層次的東西
[00:09:20.000 --> 00:09:21.500]  不要為了追求幸福
[00:09:21.500 --> 00:09:23.300]  而放棄你真正的欲望
[00:09:23.300 --> 00:09:24.600]  因為追求幸福
[00:09:24.600 --> 00:09:26.900]  很多時候就是用社會的標準
[00:09:26.900 --> 00:09:28.300]  用別人的目光
[00:09:28.300 --> 00:09:30.000]  用消費主義的邏輯
[00:09:30.000 --> 00:09:32.400]  去取代你內心那個真正的
[00:09:32.400 --> 00:09:33.900]  指向黑暗的欲望
[00:09:33.900 --> 00:09:35.700]  你以為你追求幸福
[00:09:35.700 --> 00:09:37.000]  其實你只是在追求
[00:09:37.000 --> 00:09:38.800]  社會覺得你應該有的東西
[00:09:38.800 --> 00:09:41.200]  份好工 層樓 伴侶 地位
[00:09:41.200 --> 00:09:43.700]  這些全部都是能指鏈上的替代品
[00:09:43.700 --> 00:09:45.400]  你追到都是空虛
[00:09:45.400 --> 00:09:46.600]  真正的欲望
[00:09:46.600 --> 00:09:48.100]  是指向那個空洞
[00:09:48.100 --> 00:09:49.400]  指向那個超越
[00:09:49.400 --> 00:09:50.600]  指向上帝
[00:09:50.600 --> 00:09:52.300]  如果你是信徒的話
[00:09:52.300 --> 00:09:53.700]  而堅持這個欲望
[00:09:53.700 --> 00:09:55.700]  往往意味著要承受孤獨
[00:09:55.700 --> 00:09:57.000]  承受不被理解
[00:09:57.000 --> 00:09:58.700]  承受不合群的代價
[00:09:58.700 --> 00:10:00.300]  這個就是陳奕迅首歌
[00:10:00.300 --> 00:10:02.600]  《任我行》那條神仙魚的處境
[00:10:02.600 --> 00:10:03.500]  真正的自由
[00:10:03.500 --> 00:10:04.900]  從來不是去大海
[00:10:04.900 --> 00:10:07.200]  而是知道為什麼自己要游這條路
[00:10:07.200 --> 00:10:09.100]  所以下次當你覺得空虛
[00:10:09.100 --> 00:10:10.100]  覺得焦慮
[00:10:10.100 --> 00:10:11.400]  覺得明明應該開心
[00:10:11.400 --> 00:10:12.900]  但是開心不起的時候
[00:10:12.900 --> 00:10:14.800]  不要急著去搶一下一個刺激
[00:10:14.800 --> 00:10:15.800]  試一下停一停
[00:10:15.800 --> 00:10:16.800]  問一下自己
[00:10:16.800 --> 00:10:18.900]  我是不是錯認了自己的飢餓
[00:10:18.900 --> 00:10:20.400]  我以為自己在餓電話
[00:10:20.400 --> 00:10:21.200]  在餓旅行
[00:10:21.200 --> 00:10:22.700]  在餓別人的認可
[00:10:22.700 --> 00:10:25.000]  但其實我餓的是一樣更深
[00:10:25.000 --> 00:10:25.900]  更原始
[00:10:25.900 --> 00:10:27.000]  更神聖的東西
[00:10:27.000 --> 00:10:28.000]  那個飢餓
[00:10:28.000 --> 00:10:29.400]  拉匡叫Darsting
[00:10:29.400 --> 00:10:32.100]  奧古斯丁叫為上帝而造的心
[00:10:32.100 --> 00:10:34.200]  耶穌叫希赫慕爾
[00:10:34.200 --> 00:10:36.400]  祂不會被任何世俗的東西滿足
[00:10:36.400 --> 00:10:38.200]  但是祂也不是你的敵人
[00:10:38.200 --> 00:10:40.900]  祂是你的靈魂最深處的指南針
[00:10:40.900 --> 00:10:42.800]  你越想用快樂麻醉祂
[00:10:42.800 --> 00:10:43.600]  祂越痛
[00:10:43.600 --> 00:10:45.200]  但是當你願意直視祂
[00:10:45.200 --> 00:10:45.900]  承認祂
[00:10:45.900 --> 00:10:47.000]  甚至擁抱祂
[00:10:47.000 --> 00:10:48.000]  你會發現
[00:10:48.000 --> 00:10:48.800]  這個空洞
[00:10:48.800 --> 00:10:51.300]  原來是上帝留在你生命裡面的座位
[00:10:51.300 --> 00:10:54.300]  以上就是流唐研究室對快樂的解構
[00:10:54.300 --> 00:10:56.100]  再加一個神學的延伸
[00:10:56.100 --> 00:10:57.800]  這次這一集可能有點重
[00:10:57.800 --> 00:10:58.500]  有點深
[00:10:58.500 --> 00:11:00.100]  但是如果你聽到這裡
[00:11:00.100 --> 00:11:01.500]  證明你已經是那個
[00:11:01.500 --> 00:11:04.200]  願意為自己的人生問真問題的人
[00:11:04.200 --> 00:11:06.200]  如果你覺得這一集對你有啟發
[00:11:06.200 --> 00:11:07.100]  記得訂閱
[00:11:07.100 --> 00:11:08.200]  開啟小鈴鐺
[00:11:08.200 --> 00:11:09.600]  我們下一集再見
