
[00:00:00.000 --> 00:00:07.560]  歡迎大家來到神學百科第三季的尾二課
[00:04:31.200 --> 00:04:37.200]  但這個字其實跟聖餐和洗禮沒有什麼特別關聯
[00:04:37.200 --> 00:04:42.880]  聖經裡面洗禮和洗禮的經文大家都知道
[00:04:42.880 --> 00:04:48.040]  所以奧秘這個字其實不是特別跟聖餐有關聯
[00:04:48.040 --> 00:04:50.480]  但奧古斯丁是刻意去強調
[00:04:50.480 --> 00:04:53.160]  這是一個奧秘
[00:04:53.160 --> 00:04:56.240]  表面上是餅和杯
[00:04:56.240 --> 00:04:58.400]  表面上是水
[00:04:58.400 --> 00:05:01.920]  但它是一個上帝的奧秘
[00:05:01.920 --> 00:05:04.720]  因為當時早期教會
[00:05:04.720 --> 00:05:08.560]  他們已經出現了一個習慣
[00:05:08.560 --> 00:05:14.400]  就是他們覺得水禮是能夠洗去人的罪
[00:05:14.400 --> 00:05:18.080]  所以無論是聖餐還是水禮
[00:05:18.080 --> 00:05:21.960]  當時教會已經開始有一個傳統
[00:05:21.960 --> 00:05:25.240]  認為水禮是一個能夠洗去人的罪
[00:05:25.240 --> 00:05:27.720]  一個得救很重要的概念
[00:05:27.720 --> 00:05:29.280]  事實上這個大家是陌生的
[00:05:29.280 --> 00:05:31.200]  大家做福音派教會
[00:05:31.200 --> 00:05:32.560]  其實這個是陌生的
[00:05:32.560 --> 00:05:36.520]  因為福音派教會是整個歷史裡面一個很小的分支
[00:05:36.520 --> 00:05:39.920]  從天主教到基督教 東正教
[00:05:39.920 --> 00:05:42.520]  到五百年前的路德宗教會
[00:05:42.520 --> 00:05:45.520]  傳統性公會等等
[00:05:45.520 --> 00:05:48.240]  所以大部分的教會
[00:05:48.240 --> 00:05:51.800]  其實跟我們福音派教會有一點不同的看法
[00:05:51.800 --> 00:05:53.520]  就是鷹鞋洗禮
[00:05:53.520 --> 00:05:56.240]  或者是對於洗禮的重要性
[00:05:56.240 --> 00:05:57.800]  其實有不同的看法
[00:05:57.800 --> 00:05:59.880]  所以我們要有一定程度
[00:05:59.880 --> 00:06:04.080]  對於那個歷史感是需要知道的
[00:06:04.080 --> 00:06:09.240]  我們作為福音派教會的背景
[00:06:09.240 --> 00:06:10.560]  事實上我作為一個神學人
[00:06:10.560 --> 00:06:12.680]  我高呼了一年之後
[00:06:12.680 --> 00:06:14.680]  在這二千年裡面
[00:06:14.680 --> 00:06:18.280]  我仍然是方派
[00:06:18.280 --> 00:06:20.520]  經過神學消化之後
[00:06:20.520 --> 00:06:23.000]  我還是選擇方派
[00:06:23.000 --> 00:06:24.880]  我待會說為什麼
[00:06:24.880 --> 00:06:29.880]  所以奧辛在那個時候
[00:06:29.880 --> 00:06:33.480]  發明了這個神學概念
[00:06:33.480 --> 00:06:39.440]  來解釋一個當時的聖禮的現象
[00:06:39.440 --> 00:06:41.800]  普通的禮是水
[00:06:41.800 --> 00:06:44.400]  它是能夠洗去人的罪
[00:06:44.400 --> 00:06:46.800]  明明是餅和杯
[00:06:46.800 --> 00:06:50.800]  卻能夠有很特別的東西出現
[00:06:50.800 --> 00:06:52.520]  這正是一個奧秘
[00:06:52.520 --> 00:06:54.520]  Mysterium, Supramentum
[00:06:54.520 --> 00:06:56.920]  所以本身Supramentum這個字
[00:06:56.920 --> 00:06:58.200]  聖禮的字
[00:06:58.200 --> 00:07:01.040]  其實不關那個禮儀問題
[00:07:01.040 --> 00:07:04.120]  而是關乎於上帝的工作
[00:07:04.120 --> 00:07:04.840]  所以你會發覺
[00:07:04.840 --> 00:07:08.040]  聖這字的更加重要的背後
[00:07:08.040 --> 00:07:13.200]  整個概念是關乎於上帝的工作
[00:07:13.200 --> 00:07:18.160]  上帝透過一些世間上的事物
[00:07:18.160 --> 00:07:23.840]  來施展祂自己的恩典工作
[00:07:23.840 --> 00:07:27.240]  所以你要去明白聖禮的根本
[00:07:27.240 --> 00:07:29.960]  你就要去明白這件事
[00:07:29.960 --> 00:07:30.720]  所以你會發現
[00:07:30.720 --> 00:07:34.920]  其實聖禮對於這二千年來
[00:07:34.920 --> 00:07:36.960]  或者一千五百年來
[00:07:36.960 --> 00:07:42.000]  聖禮一直都在強調上帝的工作
[00:07:42.000 --> 00:07:46.440]  藉著水
[00:07:46.440 --> 00:07:48.840]  卻是能夠叫人的罪
[00:07:48.840 --> 00:07:51.120]  能夠洗去
[00:07:51.120 --> 00:07:53.360]  藉著這個餅和杯
[00:07:53.360 --> 00:07:54.920]  吃下肚子後
[00:07:54.920 --> 00:07:58.040]  你會獲得一些恩典
[00:07:58.040 --> 00:07:59.760]  這是天主教會
[00:07:59.760 --> 00:08:04.000]  或者傳統教會的看法
[00:08:04.000 --> 00:08:08.600]  所以你和我都懷著方派看法
[00:08:08.600 --> 00:08:12.720]  所以我們今天方派教會
[00:08:12.720 --> 00:08:15.480]  其實不是這樣看聖禮觀
[00:08:15.480 --> 00:08:16.960]  我們覺得怎樣看
[00:08:16.960 --> 00:08:20.360]  聖禮觀是一個人的回應
[00:08:20.360 --> 00:08:23.640]  我們吃聖餐的時候
[00:08:23.640 --> 00:08:27.200]  是關乎我們去紀念耶穌
[00:08:27.200 --> 00:08:29.200]  我們洗禮的時候
[00:08:29.200 --> 00:08:32.880]  是在人面前去見證
[00:08:32.880 --> 00:08:35.720]  所以我們覺得是人的回應
[00:08:35.720 --> 00:08:37.120]  所以你會發覺
[00:08:37.120 --> 00:08:38.240]  很多頂尖會
[00:08:38.240 --> 00:08:39.800]  或者很多香港教會的頂尖會
[00:08:39.800 --> 00:08:45.200]  都不是很明白整個聖禮觀
[00:08:45.200 --> 00:08:46.920]  方派教會其實是一個
[00:08:46.920 --> 00:08:49.240]  沒有聖禮觀的聖禮教會
[00:08:49.240 --> 00:08:52.560]  我們仍然保留著聖禮這個概念
[00:08:52.560 --> 00:08:55.760]  我們仍然有聖餐和洗禮的做法
[00:08:55.760 --> 00:08:57.600]  但我們其實不是覺得
[00:08:57.600 --> 00:09:02.280]  這些聖禮是上帝的神秘工作
[00:09:02.280 --> 00:09:04.160]  是人的回應
[00:09:04.160 --> 00:09:08.080]  你不覺得洗禮後會沿著沒有了
[00:09:08.080 --> 00:09:09.400]  你不覺得吃完聖餐
[00:09:09.400 --> 00:09:14.000]  那些聖餐是上帝給你甚麼
[00:09:14.000 --> 00:09:17.640]  而是我們人的紀念
[00:09:17.640 --> 00:09:19.440]  所以這是在宗派上
[00:09:19.440 --> 00:09:21.040]  我們在這裡
[00:09:21.040 --> 00:09:24.200]  香港教會有九成都是方派教會
[00:09:24.200 --> 00:09:27.000]  我們的看法
[00:09:27.000 --> 00:09:28.160]  你也聽過
[00:09:28.160 --> 00:09:30.000]  我們所謂的紀念說
[00:09:30.000 --> 00:09:32.840]  我們的洗禮不是應是洗禮
[00:09:32.840 --> 00:09:37.640]  不是覺得洗禮在德教裏有甚麼重要性
[00:09:37.640 --> 00:09:40.880]  今天你看一些信義會
[00:09:40.880 --> 00:09:42.120]  信義會你也知道
[00:09:42.120 --> 00:09:44.760]  信義會今天仍然是應是洗禮
[00:09:44.760 --> 00:09:48.200]  500年前路德改教時
[00:09:48.200 --> 00:09:50.720]  仍然保留著這種聖禮觀
[00:09:50.720 --> 00:09:54.280]  起碼是一個上帝的工作
[00:09:54.280 --> 00:09:58.280]  只不過是需要人的信心去啟動這個工作
[00:09:58.280 --> 00:10:01.160]  所以你大概可以明白
[00:10:01.160 --> 00:10:05.840]  無論是天主教、東正教、路德宗教等等
[00:10:05.840 --> 00:10:06.560]  聖峰會
[00:10:06.560 --> 00:10:09.240]  其實他們都是懷著這樣的聖禮觀
[00:10:09.240 --> 00:10:12.400]  去理解上帝的奧秘
[00:10:12.400 --> 00:10:16.440]  眼前好像是世間上的物件
[00:10:16.440 --> 00:10:20.400]  背後是上帝的工作、做事情
[00:10:20.400 --> 00:10:21.760]  而方派教會
[00:10:21.760 --> 00:10:23.200]  即是我們
[00:10:23.200 --> 00:10:27.600]  我覺得是人的回應多一點
[00:10:27.600 --> 00:10:31.440]  當然和我們站在同一個陣營的人有很多
[00:10:31.440 --> 00:10:33.480]  例如慈雲里
[00:10:33.480 --> 00:10:35.600]  例如松洗派教會
[00:10:35.600 --> 00:10:37.600]  松洗派大家不要以為是邪門
[00:10:37.600 --> 00:10:40.080]  松洗派仍然是一個很重要的宗派
[00:10:40.080 --> 00:10:41.720]  在Reformation裏面
[00:10:41.720 --> 00:10:42.720]  所以我們
[00:10:42.720 --> 00:10:46.960]  你會發覺我們方派教會是一個覺得
[00:10:46.960 --> 00:10:48.280]  Sacramentum
[00:10:48.280 --> 00:10:49.720]  這個所謂的聖禮
[00:10:49.720 --> 00:10:51.720]  是人的回應多一點
[00:10:51.720 --> 00:10:53.280]  所以為甚麼我會說
[00:10:53.280 --> 00:10:57.880]  我們沒有了聖禮的概念的教會
[00:10:57.880 --> 00:11:01.360]  這樣是完全不同的做法
[00:11:01.360 --> 00:11:02.360]  所以聖禮
[00:11:02.360 --> 00:11:03.560]  我想強調一次
[00:11:03.560 --> 00:11:06.440]  首先聖禮不關那個禮
[00:11:06.440 --> 00:11:09.320]  而是強調上帝的工作
[00:11:09.320 --> 00:11:11.840]  上帝以一些表面看來
[00:11:11.840 --> 00:11:14.400]  一些普通的餅杯和水
[00:11:14.400 --> 00:11:18.680]  將它成為上帝恩典的工作
[00:11:18.680 --> 00:11:19.880]  而我們覺得
[00:11:19.880 --> 00:11:22.720]  方派覺得是人的回應
[00:11:22.720 --> 00:11:23.720]  洗禮
[00:11:23.720 --> 00:11:25.720]  不是去得救裏面的重要性
[00:11:25.720 --> 00:11:27.400]  而是你自己去認信
[00:11:27.400 --> 00:11:31.560]  在人面前去宣認你的信仰
[00:11:31.560 --> 00:11:32.760]  或者紀念耶穌
[00:11:32.760 --> 00:11:35.600]  都是人的回應
[00:11:35.600 --> 00:11:36.880]  所以我們
[00:11:36.880 --> 00:11:38.400]  你就會明白
[00:11:38.400 --> 00:11:40.400]  我們作為人的回應時候
[00:11:40.400 --> 00:11:43.160]  我們方派教會
[00:11:43.160 --> 00:11:44.960]  或者大家翻開的方派教會
[00:11:44.960 --> 00:11:45.960]  都是這樣看
[00:11:45.960 --> 00:11:49.960]  我們都仍然來進行聖禮
[00:11:49.960 --> 00:11:53.600]  但背後的理由是不同的
[00:11:53.600 --> 00:11:55.600]  我們是會做
[00:11:55.600 --> 00:11:58.760]  但那個理據是不同的
[00:11:58.760 --> 00:12:03.080]  所以這個大概就是聖禮
[00:12:03.080 --> 00:12:04.440]  Sacramentum的觀念
[00:12:04.440 --> 00:12:06.440]  你不明白可以問多一點
[00:12:07.280 --> 00:12:09.280]  我們簡單說說水禮
[00:12:09.280 --> 00:12:12.800]  水禮其實是一個
[00:12:12.800 --> 00:12:16.080]  我們稱為基督徒生命的開始
[00:12:16.080 --> 00:12:19.560]  當我們開始了水禮之後
[00:12:19.560 --> 00:12:21.360]  這個就標誌著我們整個
[00:12:21.360 --> 00:12:23.720]  Christian life的開始
[00:12:23.720 --> 00:12:25.480]  所以我們是洗禮的第一步
[00:12:25.480 --> 00:12:26.520]  很多基督徒不知道大家
[00:12:26.520 --> 00:12:28.240]  有沒有人未洗禮
[00:12:28.240 --> 00:12:29.840]  基本上洗禮的人
[00:12:29.840 --> 00:12:33.280]  有一個很敬畏的錯誤理由
[00:12:33.280 --> 00:12:34.680]  很敬畏地
[00:12:34.680 --> 00:12:36.320]  不是太對的想法
[00:12:36.320 --> 00:12:37.520]  他們覺得洗禮是什麼
[00:12:37.520 --> 00:12:40.480]  是一些去到某個層次才會做的事
[00:12:40.480 --> 00:12:41.360]  洗禮是一樣
[00:12:41.360 --> 00:12:42.760]  我要夠乖
[00:12:42.760 --> 00:12:45.640]  誠懇地讀完才洗禮
[00:12:45.640 --> 00:12:46.400]  是好的
[00:12:46.400 --> 00:12:49.480]  你願意想做得好才洗禮
[00:12:49.480 --> 00:12:50.720]  但洗禮是什麼
[00:12:50.720 --> 00:12:52.360]  是基本的事
[00:12:52.360 --> 00:12:54.320]  洗禮不是基督徒的高峰
[00:12:54.320 --> 00:12:55.360]  也不是基督徒的
[00:12:55.360 --> 00:12:58.840]  某個宿靈的標準表現
[00:12:58.840 --> 00:13:02.240]  而是基督徒生命的開始
[00:13:02.240 --> 00:13:05.240]  所以我們這樣看
[00:13:05.240 --> 00:13:09.240]  而且有一個很重要的觀念
[00:13:09.240 --> 00:13:10.440]  就是這裏
[00:13:10.440 --> 00:13:11.480]  一個叫做
[00:13:11.480 --> 00:13:13.320]  necessitas mediae
[00:13:13.320 --> 00:13:14.280]  necessitas
[00:13:14.280 --> 00:13:15.880]  就是precepti
[00:13:15.880 --> 00:13:17.120]  講得有點深
[00:13:17.120 --> 00:13:18.200]  其實你們兩個明白
[00:13:18.200 --> 00:13:19.640]  講出來就明白了
[00:13:19.640 --> 00:13:20.200]  我想問
[00:13:20.200 --> 00:13:21.800]  這兩個字是什麼不同
[00:13:21.800 --> 00:13:23.960]  中文來說
[00:13:23.960 --> 00:13:26.240]  必須和必需
[00:13:26.240 --> 00:13:30.640]  兩個字是什麼不同
[00:13:30.640 --> 00:13:35.120]  即是上面那個必須是需要
[00:13:35.120 --> 00:13:36.760]  下面那個需要
[00:13:36.760 --> 00:13:39.480]  上面那個需要是什麼
[00:13:39.480 --> 00:13:41.520]  就是你需要空氣
[00:13:41.520 --> 00:13:43.080]  你需要食物
[00:13:43.080 --> 00:13:44.160]  你需要睡覺
[00:13:44.160 --> 00:13:44.760]  為什麼
[00:13:44.760 --> 00:13:47.840]  因為你不做是會死的
[00:13:47.840 --> 00:13:49.120]  你不做是不行的
[00:13:49.120 --> 00:13:50.880]  這樣的需要
[00:13:50.880 --> 00:13:53.720]  下面那個需要是什麼
[00:13:53.720 --> 00:13:58.920]  即是學生必須穿校服回學校
[00:13:58.920 --> 00:14:00.440]  這個必須是什麼
[00:14:00.440 --> 00:14:02.440]  是一個規矩
[00:14:02.440 --> 00:14:04.440]  是一個命令
[00:14:04.440 --> 00:14:06.200]  即是中文裏面
[00:14:06.200 --> 00:14:09.400]  下面那個需要是關乎於規矩的遵守
[00:14:09.400 --> 00:14:10.760]  你不做是不會死的
[00:14:10.760 --> 00:14:12.240]  但你是需要做的
[00:14:12.240 --> 00:14:15.080]  因為是要求你做的
[00:14:15.080 --> 00:14:18.960]  所以兩個是完全不同的概念
[00:14:18.960 --> 00:14:22.840]  事實上我們去看洗禮的時候
[00:14:22.840 --> 00:14:28.080]  正正是兩種不同的分別
[00:14:28.080 --> 00:14:32.840]  即是我們需要洗禮
[00:14:32.840 --> 00:14:37.720]  是誰必須
[00:14:37.720 --> 00:14:40.440]  起碼對方法來說
[00:14:40.440 --> 00:14:45.920]  上面還是下面
[00:14:45.920 --> 00:14:50.120]  對天主教徒來說是誰必須
[00:14:50.120 --> 00:14:51.920]  是上面
[00:14:51.920 --> 00:14:57.680]  因為洗禮是天下的洗酒元聚
[00:14:57.680 --> 00:15:00.360]  一個很重要的部份
[00:15:00.360 --> 00:15:03.840]  所以對於剛才說的聖禮觀念教會
[00:15:03.840 --> 00:15:05.840]  這是上帝的工作
[00:15:05.840 --> 00:15:08.160]  洗禮對他們來說
[00:15:08.160 --> 00:15:13.520]  洗禮對他們來說是上帝的工作
[00:15:13.520 --> 00:15:18.520]  你得救是需要洗禮去洗去你的原罪
[00:15:18.520 --> 00:15:20.920]  先說天災人得救
[00:15:20.920 --> 00:15:24.400]  你需要用洗禮去洗去你的原罪
[00:15:24.400 --> 00:15:27.720]  你就成為了一個沒有原罪的人
[00:15:27.720 --> 00:15:30.080]  但你再犯罪怎麼辦
[00:15:30.080 --> 00:15:31.480]  那就要告解
[00:15:31.480 --> 00:15:33.680]  告解就可以跟神父告解
[00:15:33.680 --> 00:15:36.000]  把那些罪就清除了
[00:15:36.000 --> 00:15:40.800]  但你臨死前都會犯罪
[00:15:40.800 --> 00:15:43.400]  那你的罪在身上
[00:15:43.400 --> 00:15:45.120]  他死了怎麼辦
[00:15:45.120 --> 00:15:46.360]  你就要去煉獄
[00:15:46.360 --> 00:15:50.240]  去煉獄去煉走那些骯髒的東西
[00:15:50.240 --> 00:15:51.680]  這樣才能上天堂
[00:15:51.680 --> 00:15:54.320]  這是天主教的觀念
[00:15:54.320 --> 00:15:56.240]  所以他們是必須要洗禮的
[00:15:56.240 --> 00:15:57.720]  上面那個
[00:15:57.720 --> 00:16:00.240]  洗禮是一個得救的秩序
[00:16:00.240 --> 00:16:05.880]  你需要經過洗禮才能夠去沒有罪
[00:16:05.880 --> 00:16:08.680]  但對於我們來說
[00:16:08.680 --> 00:16:12.200]  我們對於洗禮不是這樣看的
[00:16:12.200 --> 00:16:13.400]  大家知道
[00:16:13.400 --> 00:16:15.600]  不是誰跟你說洗禮是得救的
[00:16:15.600 --> 00:16:16.760]  沒有人這樣說的
[00:16:16.760 --> 00:16:18.640]  你是信人數得救的
[00:16:18.640 --> 00:16:21.280]  信人數缺志這些東西
[00:16:21.280 --> 00:16:24.160]  所以對於我們方派教會來說
[00:16:24.160 --> 00:16:27.680]  我們是下面那個別墅
[00:16:27.680 --> 00:16:29.880]  其實為什麼我們要洗禮
[00:16:29.880 --> 00:16:30.920]  剛剛有人洗禮
[00:16:30.920 --> 00:16:33.360]  為什麼要洗禮
[00:16:33.360 --> 00:16:38.120]  因為耶穌要求我們這樣做
[00:16:38.120 --> 00:16:39.800]  馬科音裡面說
[00:16:39.800 --> 00:16:41.680]  你們要去
[00:16:41.680 --> 00:16:42.800]  司馬文作的門道
[00:16:42.800 --> 00:16:44.080]  奉父子聖靈名
[00:16:44.080 --> 00:16:46.880]  他們施洗
[00:16:46.880 --> 00:16:48.080]  所以你會發覺
[00:16:48.080 --> 00:16:50.320]  洗禮是一個我們
[00:16:50.320 --> 00:16:52.800]  遵行天父上帝命令
[00:16:52.800 --> 00:16:56.280]  一個很重要的回應
[00:16:56.280 --> 00:16:58.080]  不關得救的事
[00:16:58.080 --> 00:16:59.280]  你缺志
[00:16:59.280 --> 00:17:00.760]  心裡面承認
[00:17:00.760 --> 00:17:03.000]  相信就能夠得救
[00:17:03.000 --> 00:17:06.560]  但你是願意聽耶穌的話
[00:17:06.560 --> 00:17:08.320]  你這樣做
[00:17:08.320 --> 00:17:08.960]  這樣說
[00:17:08.960 --> 00:17:11.320]  其實我們有一個很強勁的聖經根據
[00:17:11.320 --> 00:17:13.200]  是什麼
[00:17:13.200 --> 00:17:14.600]  耶穌也是這樣
[00:17:14.600 --> 00:17:16.920]  耶穌也是盡諸般的義
[00:17:16.920 --> 00:17:20.880]  他也不需要靠洗禮做什麼
[00:17:20.880 --> 00:17:22.680]  他也是盡諸般的義
[00:17:22.680 --> 00:17:27.120]  來參與洗禮
[00:17:27.120 --> 00:17:28.440]  所以你會發覺
[00:17:28.440 --> 00:17:29.920]  你會明白
[00:17:29.920 --> 00:17:32.400]  傳統的聖禮教會
[00:17:32.400 --> 00:17:35.080]  和我們的差別
[00:17:35.080 --> 00:17:38.240]  他們覺得這是上帝的工作
[00:17:38.240 --> 00:17:39.480]  你做完
[00:17:39.480 --> 00:17:43.680]  才能夠有上帝給你某些東西
[00:17:43.680 --> 00:17:45.360]  而我們去做的時候
[00:17:45.360 --> 00:17:47.720]  我們是需要
[00:17:47.720 --> 00:17:51.080]  完全聽從天父上帝命令
[00:17:51.080 --> 00:17:52.760]  願意做的事情
[00:17:52.760 --> 00:17:55.600]  所以那些死都不洗禮
[00:17:55.600 --> 00:17:57.080]  要很厲害才洗禮的人
[00:17:57.080 --> 00:17:58.280]  其實你這樣做是不好的
[00:17:58.280 --> 00:18:01.440]  因為你不聽天父的話
[00:18:01.440 --> 00:18:02.880]  所以你是需要洗禮
[00:18:02.880 --> 00:18:08.000]  因為耶穌基督叫你去受洗
[00:18:08.000 --> 00:18:09.000]  所以你就明白
[00:18:09.000 --> 00:18:10.200]  我們
[00:18:10.200 --> 00:18:11.440]  對全教會來說
[00:18:11.440 --> 00:18:12.440]  我們也是這樣
[00:18:12.440 --> 00:18:14.800]  我們去洗禮
[00:18:14.800 --> 00:18:16.760]  我們為人去施洗
[00:18:16.760 --> 00:18:19.640]  也是聽遵循耶穌基督的吩咐
[00:18:19.640 --> 00:18:22.440]  我們去將人去受洗
[00:18:22.440 --> 00:18:25.240]  並且信仰的人也願意接受這個命令
[00:18:25.240 --> 00:18:28.160]  去接受這個洗禮
[00:18:28.160 --> 00:18:29.360]  今天不是說洗禮班
[00:18:29.360 --> 00:18:30.760]  大家都相信很多年了
[00:18:30.760 --> 00:18:32.720]  我說一點就是我們福祉特別
[00:18:32.720 --> 00:18:33.760]  對我來說
[00:18:33.760 --> 00:18:35.000]  我作為一個受害人
[00:18:35.000 --> 00:18:36.560]  一個很重要的洗禮
[00:18:36.560 --> 00:18:41.000]  我們福祉很強調的一個元素
[00:18:41.000 --> 00:18:42.080]  大家記不記得這個經文
[00:18:42.080 --> 00:18:44.600]  這是科目書裡面
[00:18:44.600 --> 00:18:46.520]  耶穌受洗經文
[00:18:46.520 --> 00:18:47.520]  我想問一下
[00:18:47.520 --> 00:18:49.480]  有一部分是錯過了的
[00:18:49.480 --> 00:18:50.480]  我故意拿出來
[00:18:50.480 --> 00:18:51.720]  你知道這句是什麼嗎
[00:18:51.720 --> 00:18:53.360]  眾百姓都受洗
[00:18:53.360 --> 00:18:54.360]  耶穌受洗
[00:18:54.360 --> 00:18:55.560]  天就開了
[00:18:55.560 --> 00:18:57.240]  聖靈就急止下來
[00:18:57.240 --> 00:18:58.880]  其中兩個步驟大家錯過了
[00:18:58.880 --> 00:19:00.760]  大家知不知道是什麼
[00:19:00.760 --> 00:19:01.560]  沒有人知道
[00:19:01.560 --> 00:19:02.600]  大家都以為
[00:19:02.600 --> 00:19:03.200]  天開了
[00:19:03.200 --> 00:19:04.280]  耶穌受洗就急止下來
[00:19:04.280 --> 00:19:05.560]  這樣就完了
[00:19:05.560 --> 00:19:08.720]  中間有一部分大家錯過了
[00:19:08.720 --> 00:19:11.640]  是什麼
[00:19:11.640 --> 00:19:16.400]  現場觀眾有沒有人知道
[00:19:16.400 --> 00:19:17.560]  開估了
[00:19:17.560 --> 00:19:18.280]  是什麼
[00:19:18.280 --> 00:19:19.360]  真的沒有人知道
