
[00:00:00.000 --> 00:00:02.000]  22年的上半年
[00:03:04.100 --> 00:03:06.100]  這是猜一個人的
[00:03:06.100 --> 00:03:08.100]  這是別人考我
[00:03:08.100 --> 00:03:10.100]  我沒有答案
[00:03:10.100 --> 00:03:13.100]  他給了我提示第三個字是顏色
[00:03:13.100 --> 00:03:18.100]  因為我沒有答案所以你們認識的就在即時通訊留言
[00:03:18.100 --> 00:03:20.100]  下一個
[00:03:20.100 --> 00:03:24.100]  這次是猜兩個字的
[00:03:24.100 --> 00:03:26.100]  是有些味道的
[00:03:26.100 --> 00:03:29.100]  是文士
[00:03:29.100 --> 00:03:32.100]  問號
[00:03:32.100 --> 00:03:35.100]  這次最長也是最後一個
[00:03:35.100 --> 00:03:38.100]  這是甚麼
[00:03:38.100 --> 00:03:40.100]  九十九隻羊
[00:03:40.100 --> 00:03:48.100]  沒錯今晚的訊息圍繞著路加福音十五章一至七節
[00:03:48.100 --> 00:03:52.100]  是關於比喻裡的失陽
[00:03:52.100 --> 00:03:55.100]  在十五章當中
[00:03:55.100 --> 00:04:01.100]  關於父親大小兒子的篇幅佔了全章的三分之二
[00:04:01.100 --> 00:04:06.100]  聖經本來沒有一個明顯的標題或分段
[00:04:06.100 --> 00:04:08.100]  現在我們所看到的第十五章
[00:04:08.100 --> 00:04:11.100]  大多數都被人命名為失陽的比喻
[00:04:11.100 --> 00:04:13.100]  失淺的比喻浪子的比喻
[00:04:13.100 --> 00:04:16.100]  其實這個分段是有些誤導的
[00:04:16.100 --> 00:04:21.100]  因為耶穌不是說三個比喻
[00:04:21.100 --> 00:04:25.100]  第三節耶穌用比喻對他們說
[00:04:25.100 --> 00:04:28.100]  這裡說的比喻是單數詞
[00:04:28.100 --> 00:04:30.100]  是耶穌說的一個比喻
[00:04:30.100 --> 00:04:33.100]  不過是分了三個部分說
[00:04:33.100 --> 00:04:36.100]  就像連載的電影或漫畫
[00:04:36.100 --> 00:04:38.100]  是同一套東西
[00:04:38.100 --> 00:04:40.100]  同一個故事同一個比喻
[00:04:40.100 --> 00:04:43.100]  浪子比喻是我們聽得比較多
[00:04:43.100 --> 00:04:47.100]  我們今晚會一起看首部曲
[00:04:47.100 --> 00:04:49.100]  Episode 1 失陽
[00:04:49.100 --> 00:04:52.100]  Episode 2 失淺
[00:04:52.100 --> 00:04:54.100]  都會說一點點的
[00:04:54.100 --> 00:04:58.100]  如果你想順序聽完三部曲的上集和下集
[00:04:58.100 --> 00:05:04.100]  你可以搜尋5月7日和6月4日的《流唐講道重溫》
[00:05:04.100 --> 00:05:09.100]  首部曲裡面有100隻羊的木人
[00:05:09.100 --> 00:05:13.100]  Episode 2 有10塊銀錢的婦人
[00:05:13.100 --> 00:05:17.100]  Episode 3 有兩個兒子的爸爸
[00:05:17.100 --> 00:05:20.100]  都是在比喻天父
[00:05:20.100 --> 00:05:22.100]  這三部曲裡面共通的地方
[00:05:22.100 --> 00:05:25.100]  大家都失去了自己擁有的東西
[00:05:25.100 --> 00:05:27.100]  他們都花了很多的心機
[00:05:27.100 --> 00:05:29.100]  很多的時間
[00:05:29.100 --> 00:05:32.100]  很多的心血去尋找和去等
[00:05:32.100 --> 00:05:34.100]  共通的地方還包括
[00:05:34.100 --> 00:05:37.100]  他們最後是找到的
[00:05:37.100 --> 00:05:39.100]  遇到自己失去的東西
[00:05:39.100 --> 00:05:41.100]  我一路看這個比喻的時候
[00:05:41.100 --> 00:05:44.100]  都想起自己不見的經驗
[00:05:44.100 --> 00:05:46.100]  有試過找得到
[00:05:46.100 --> 00:05:48.100]  有試過找不到
[00:05:48.100 --> 00:05:54.100]  正所謂掉了東西就試試不要撿了
[00:05:54.100 --> 00:05:56.100]  你越不找到
[00:05:56.100 --> 00:05:59.100]  有些東西就不知道何時突然間會重新出現
[00:05:59.100 --> 00:06:01.100]  是嗎?
[00:06:01.100 --> 00:06:05.100]  好像南海的那隻船一樣
[00:06:05.100 --> 00:06:07.100]  看看失去了什麼
[00:06:07.100 --> 00:06:11.100]  如果那樣東西對你來說是很重要的
[00:06:11.100 --> 00:06:14.100]  其實你是一定會去找的
[00:06:14.100 --> 00:06:16.100]  你會親自去找
[00:06:16.100 --> 00:06:19.100]  你重囚都要去找得到
[00:06:19.100 --> 00:06:21.100]  好像走失了的寵物
[00:06:21.100 --> 00:06:23.100]  掉了的錢包
[00:06:23.100 --> 00:06:25.100]  沒有備份的電話
[00:06:25.100 --> 00:06:28.100]  失蹤的家人和手足
[00:06:28.100 --> 00:06:31.100]  我覺得不見了東西
[00:06:31.100 --> 00:06:34.100]  最後找得到其實就可以完結了
[00:06:34.100 --> 00:06:36.100]  就可以停在那裡
[00:06:36.100 --> 00:06:38.100]  就是說整個第15章
[00:06:38.100 --> 00:06:41.100]  其實可以去到第5節
[00:06:41.100 --> 00:06:44.100]  甚至只是停在第5節的上半節
[00:06:44.100 --> 00:06:46.100]  都可以完結了
[00:06:46.100 --> 00:06:51.100]  其實都不用去到32節那麼長
[00:06:51.100 --> 00:06:53.100]  是嗎?
[00:06:53.100 --> 00:06:55.100]  不是的
[00:06:55.100 --> 00:07:00.100]  因為這個比喻絕對需要用到三部曲去表達
[00:07:00.100 --> 00:07:06.100]  經文的重點放在找到了之後是怎樣呢?
[00:07:06.100 --> 00:07:11.100]  1、2、3部曲的三組片段的共通點就是
[00:07:11.100 --> 00:07:13.100]  當那個擁有者
[00:07:13.100 --> 00:07:16.100]  他找到他失去的東西
[00:07:16.100 --> 00:07:18.100]  他開心之餘
[00:07:18.100 --> 00:07:22.100]  他還會邀請人和他一起歡喜快樂
[00:07:22.100 --> 00:07:24.100]  請他的朋友和鄰舍
[00:07:24.100 --> 00:07:26.100]  家人、親戚
[00:07:26.100 --> 00:07:28.100]  甚至是傭人姐姐
[00:07:28.100 --> 00:07:32.100]  他都會歡迎他一起來家裡吃飯高興一下
[00:07:32.100 --> 00:07:34.100]  在前一章
[00:07:34.100 --> 00:07:39.100]  《路加福音》第14章1至24節當中的經文
[00:07:39.100 --> 00:07:44.100]  他提到耶穌去法利塞人的領袖家裡吃飯
[00:07:44.100 --> 00:07:48.100]  法利塞人就是剛剛那個emoji
[00:07:48.100 --> 00:07:51.100]  他們是什麼人呢?
[00:07:51.100 --> 00:07:57.100]  可以用我昨晚在開場聽過的一首流行曲形容法利塞人
[00:07:57.100 --> 00:07:59.100]  兩個字
[00:07:59.100 --> 00:08:01.100]  隔離
[00:08:01.100 --> 00:08:03.100]  為什麼這樣說呢?
[00:08:03.100 --> 00:08:05.100]  他們是沒有肺炎、沒有後痘
[00:08:05.100 --> 00:08:07.100]  都過著隔離的生活
[00:08:07.100 --> 00:08:12.100]  因為他們要遠離一切不潔的人和事
[00:08:12.100 --> 00:08:14.100]  就是法利塞人的宗旨
[00:08:14.100 --> 00:08:17.100]  他們由律法師和民事組成
[00:08:17.100 --> 00:08:21.100]  堅持遵守一些成文或者口傳的律法
[00:08:21.100 --> 00:08:24.100]  如果別人不fit in 他的那套的話
[00:08:24.100 --> 00:08:27.100]  他就會定義別人犯了罪
[00:08:27.100 --> 00:08:30.100]  上星期嘉Sir在講道裡也提及
[00:08:30.100 --> 00:08:32.100]  舊約詩篇23篇
[00:08:32.100 --> 00:08:36.100]  多道說耶和華神是他指紋的目者
[00:08:36.100 --> 00:08:40.100]  神要為他指紋擺設筵席
[00:08:40.100 --> 00:08:44.100]  這裡新約路加福音15章
[00:08:44.100 --> 00:08:48.100]  耶穌也在用木人的形象和擺設筵席
[00:08:48.100 --> 00:08:53.100]  去描述天父對罪人的接納和拯救
[00:08:53.100 --> 00:08:56.100]  木人、筵席這樣的形容
[00:08:56.100 --> 00:09:01.100]  很容易讓當時聖經年代的人進入這個比喻
[00:09:01.100 --> 00:09:04.100]  因為正正就是他們日常的生活
[00:09:04.100 --> 00:09:08.100]  在他們的傳統裡是很容易理解的東西
[00:09:08.100 --> 00:09:13.100]  耶穌講比喻的目的一直都是明就明
[00:09:13.100 --> 00:09:15.100]  有耳聽的就應當聽
[00:09:15.100 --> 00:09:18.100]  只要明白的人明白
[00:09:18.100 --> 00:09:22.100]  耶穌用這三部曲的排列也很有意思
[00:09:22.100 --> 00:09:25.100]  先是講了牧羊人和羊
[00:09:25.100 --> 00:09:28.100]  接著就講婦人和錢
[00:09:28.100 --> 00:09:31.100]  接著就講爸爸和兒子
[00:09:31.100 --> 00:09:35.100]  來到今天的香港教會
[00:09:35.100 --> 00:09:37.100]  我們很少有人養羊
[00:09:37.100 --> 00:09:42.100]  我想像耶穌要向我們講比喻的時候
[00:09:42.100 --> 00:09:45.100]  他的排序可能首先是講虧錢
[00:09:45.100 --> 00:09:48.100]  因為我留意到香港教會對錢
[00:09:48.100 --> 00:09:51.100]  對一些奉獻收入也很緊張
[00:09:51.100 --> 00:09:54.100]  本身香港人對錢也很著緊
[00:09:54.100 --> 00:09:58.100]  耶穌可能會放到最後才講失讓
[00:09:58.100 --> 00:10:01.100]  因為我們香港官方某些部門的人
[00:10:01.100 --> 00:10:05.100]  找到動物之後會將牠人道毀滅
[00:10:05.100 --> 00:10:09.100]  這個比喻的首部曲
[00:10:09.100 --> 00:10:12.100]  在十五章七節裡
[00:10:12.100 --> 00:10:14.100]  簡直有解答
[00:10:14.100 --> 00:10:16.100]  我們一起讀第七節
[00:10:16.100 --> 00:10:19.100]  讀解答 讀答案出來
[00:10:19.100 --> 00:10:21.100]  第七節我們一起讀
[00:10:21.100 --> 00:10:29.100]  「訴你們,一個罪人悔改,在天上也要這樣罰」
[00:10:29.100 --> 00:10:41.100]  我們可以從一些相同的字眼得知
[00:10:41.100 --> 00:10:47.100]  第七節裡說的九十九個不用悔改的義人
[00:10:47.100 --> 00:10:51.100]  其實在比喻裡代表著九十九隻羊
[00:10:51.100 --> 00:10:57.100]  而在第七節這個答案裡說的一個罪人
[00:10:57.100 --> 00:11:02.100]  就是在比喻中失去的那一隻羊
[00:11:02.100 --> 00:11:06.100]  在第七節裡說「你們」
[00:11:06.100 --> 00:11:15.100]  這個字眼跟比喻裡的字眼一模一樣
[00:11:15.100 --> 00:11:21.100]  「你們」就是耶穌說的比喻的對象
[00:11:21.100 --> 00:11:23.100]  祂要說給誰聽呢?
[00:11:23.100 --> 00:11:28.100]  就是要說給法利塞人和文士聽
[00:11:28.100 --> 00:11:32.100]  我二次創作了關於這個首部曲
[00:11:32.100 --> 00:11:35.100]  比喻中的首部曲
[00:11:35.100 --> 00:11:41.100]  「你們中間有誰的團契本身是有一百人的」
[00:11:41.100 --> 00:11:43.100]  「流失了其中一個會友」
[00:11:43.100 --> 00:11:46.100]  牧者就放下那九十九個回家很穩定
[00:11:46.100 --> 00:11:48.100]  又沒有離開的會友
[00:11:48.100 --> 00:11:52.100]  去找那個沒有再回來教會群體的人
[00:11:52.100 --> 00:11:55.100]  一直很忍耐地找
[00:11:55.100 --> 00:11:56.100]  自己找的
[00:11:56.100 --> 00:11:58.100]  還沒找到的時候
[00:11:58.100 --> 00:12:04.100]  可能這個離開團契的人還沒準備好被人找到
[00:12:04.100 --> 00:12:05.100]  經常耳濡目染
[00:12:05.100 --> 00:12:07.100]  封鎖了牧者
[00:12:07.100 --> 00:12:09.100]  牧者一直等,一直堅持
[00:12:09.100 --> 00:12:12.100]  一直繼續聯絡牧者
[00:12:12.100 --> 00:12:14.100]  聯絡了不知多少次
[00:12:14.100 --> 00:12:16.100]  終於都約到了
[00:12:16.100 --> 00:12:17.100]  很神奇
[00:12:17.100 --> 00:12:19.100]  連牧者自己也覺得很不相信
[00:12:19.100 --> 00:12:20.100]  我找到了
[00:12:20.100 --> 00:12:23.100]  找到的時候就很開心
[00:12:23.100 --> 00:12:26.100]  牧者尋人找到了
[00:12:26.100 --> 00:12:28.100]  在去蒲頭那天
[00:12:28.100 --> 00:12:30.100]  牧者就聽他分享了很多
[00:12:30.100 --> 00:12:31.100]  當氣回腸
[00:12:31.100 --> 00:12:36.100]  在他泥濘長怒之中碰撞的故事
[00:12:36.100 --> 00:12:41.100]  牧者就托他上肩上騎駁馬
[00:12:41.100 --> 00:12:42.100]  是不夠力的
[00:12:42.100 --> 00:12:45.100]  所以牧者就輕輕地
[00:12:45.100 --> 00:12:49.100]  又大點夾硬地給了他一個肋
[00:12:49.100 --> 00:12:52.100]  用愛將他拉近
[00:12:52.100 --> 00:12:56.100]  拉回進來信仰的群體
[00:12:56.100 --> 00:12:59.100]  用愛將他抱緊
[00:12:59.100 --> 00:13:02.100]  抱緊他所經歷過的傷口
[00:13:02.100 --> 00:13:05.100]  心裏面不想他再流失
[00:13:05.100 --> 00:13:08.100]  不想他再流浪
[00:13:08.100 --> 00:13:11.100]  故事發展下去會怎樣呢?
[00:13:11.100 --> 00:13:13.100]  我移創到這裏
[00:13:13.100 --> 00:13:16.100]  第六節裏面
[00:13:16.100 --> 00:13:18.100]  經文說
[00:13:18.100 --> 00:13:21.100]  對他們說的他們
[00:13:21.100 --> 00:13:26.100]  和你們和我一同歡喜的你們
[00:13:26.100 --> 00:13:28.100]  是指哪一個呢?
[00:13:28.100 --> 00:13:34.100]  第十五章第六節的回到家裡
[00:13:34.100 --> 00:13:40.100]  和第十五章第七節的在天上
[00:13:40.100 --> 00:13:43.100]  雖然字眼不是完全一樣
[00:13:43.100 --> 00:13:46.100]  但是在第七節裏面說
[00:13:46.100 --> 00:13:50.100]  在天上的使者會為罪人悔改而歡喜
[00:13:50.100 --> 00:13:52.100]  正正解答
[00:13:52.100 --> 00:13:54.100]  耶穌其實是在比喻
[00:13:54.100 --> 00:14:00.100]  天上的使者就是那些一起來慶祝失去的羊
[00:14:00.100 --> 00:14:05.100]  回到家裡一起慶祝的朋友和鄰舍
[00:14:05.100 --> 00:14:07.100]  迷讓回家
[00:14:07.100 --> 00:14:09.100]  罪人悔改
[00:14:09.100 --> 00:14:13.100]  原來不是每個人都和你一起那麼開心
[00:14:13.100 --> 00:14:16.100]  肯一起來吃一餐
[00:14:16.100 --> 00:14:18.100]  肯一起來開心的
[00:14:18.100 --> 00:14:21.100]  就固然是耶穌的朋友和鄰舍
[00:14:21.100 --> 00:14:23.100]  你不肯認約
[00:14:23.100 --> 00:14:25.100]  約你你不認記
[00:14:25.100 --> 00:14:26.100]  不一起慶祝
[00:14:26.100 --> 00:14:28.100]  還說回耶穌
[00:14:28.100 --> 00:14:30.100]  不單止你沒有幫忙找
[00:14:30.100 --> 00:14:33.100]  你還私下議論耶穌的做法
[00:14:33.100 --> 00:14:36.100]  這一場慶功宴就沒有你的份了
[00:14:36.100 --> 00:14:41.100]  你就成為了法利塞人和民事
[00:14:41.100 --> 00:14:43.100]  我相信我們當中
[00:14:43.100 --> 00:14:47.100]  沒有人立志想成為法利塞人和民事
[00:14:47.100 --> 00:14:49.100]  但是當某一天
[00:14:49.100 --> 00:14:53.100]  我們真的成為了法利塞人和民事
[00:14:53.100 --> 00:14:57.100]  過程往往是不知不覺的
[00:14:57.100 --> 00:15:01.100]  不要以為我這篇導讀是教會人辯認
[00:15:01.100 --> 00:15:05.100]  誰這樣做就是法利塞人和民事
[00:15:05.100 --> 00:15:06.100]  不是的
[00:15:06.100 --> 00:15:08.100]  坦白說
[00:15:08.100 --> 00:15:10.100]  有一點私心
[00:15:10.100 --> 00:15:11.100]  也有的
[00:15:11.100 --> 00:15:13.100]  聽到可以自用
[00:15:13.100 --> 00:15:17.100]  也可以分享給那種宗教領袖
[00:15:17.100 --> 00:15:20.100]  實情其實這篇講章
[00:15:20.100 --> 00:15:23.100]  也是對自己的一個告誡
[00:15:23.100 --> 00:15:28.100]  以免自己成為了這一種宗教領袖
[00:15:28.100 --> 00:15:30.100]  實不相瞞
[00:15:30.100 --> 00:15:33.100]  教內的確有一批人
[00:15:33.100 --> 00:15:37.100]  在宗教圈裏扮演員搵食和拿菜
[00:15:37.100 --> 00:15:42.100]  嘴上說支持耶穌愛罪人
[00:15:42.100 --> 00:15:45.100]  接納向基層報道
[00:15:45.100 --> 00:15:51.100]  贊成我們向小眾和少數族裔群體宣教
[00:15:51.100 --> 00:15:55.100]  到頭來只是一些連題口號
[00:15:55.100 --> 00:15:57.100]  用來說說而已
[00:15:57.100 --> 00:15:59.100]  沒有實質做的
[00:15:59.100 --> 00:16:01.100]  甚至自己不去做
[00:16:01.100 --> 00:16:05.100]  去做的人他們也爛了
[00:16:05.100 --> 00:16:09.100]  以下是一個有鬼故feel的真人真事
[00:16:09.100 --> 00:16:12.100]  我聽過的說法
[00:16:12.100 --> 00:16:15.100]  教會本身的事工也搞不定
[00:16:15.100 --> 00:16:19.100]  如何再放更多資源去宣教呢
[00:16:19.100 --> 00:16:22.100]  漸漸在這樣的氛圍下
[00:16:22.100 --> 00:16:25.100]  大家都淪為宗教演員
[00:16:25.100 --> 00:16:28.100]  我們也彼此提醒
[00:16:28.100 --> 00:16:30.100]  不要成為宗教演員
[00:16:30.100 --> 00:16:34.100]  哪怕只是宗教carnifer都不要
[00:16:34.100 --> 00:16:36.100]  路加福音裏面
[00:16:36.100 --> 00:16:41.100]  耶穌和法利塞人不是第一次交手
[00:16:41.100 --> 00:16:47.100]  1至14章中間發生過很多次火藥味濃的對答
[00:16:47.100 --> 00:16:51.100]  較為吸引我的是以下這兩個片段
[00:16:51.100 --> 00:16:53.100]  5章29及30節
[00:16:53.100 --> 00:16:56.100]  有一個瑞麗是利微
[00:16:56.100 --> 00:17:00.100]  她在自己家裏為耶穌大設筵席
[00:17:00.100 --> 00:17:03.100]  其他瑞麗一起來吃飯
[00:17:03.100 --> 00:17:09.100]  耶穌參與那一餐的時候
[00:17:09.100 --> 00:17:13.100]  法利塞人和民事就向耶穌的門徒發怨言
[00:17:13.100 --> 00:17:19.100]  你們為何會和瑞麗和罪人一同吃喝呢
[00:17:19.100 --> 00:17:22.100]  原來來到第15章
[00:17:22.100 --> 00:17:24.100]  法利塞人真的很一致
[00:17:24.100 --> 00:17:26.100]  他在第15章的時候
[00:17:26.100 --> 00:17:29.100]  說你們為何要和瑞麗和罪人一起吃飯
[00:17:29.100 --> 00:17:32.100]  到第15章他還在問這個問題
[00:17:32.100 --> 00:17:37.100]  他們認為耶穌和罪人吃飯是很不妥的事
[00:17:37.100 --> 00:17:40.100]  而這個問題早就問過了
[00:17:41.100 --> 00:17:43.100]  第二個吸引我的片段
[00:17:43.100 --> 00:17:46.100]  又是他們的交手
[00:17:46.100 --> 00:17:49.100]  7章37及38節
[00:17:49.100 --> 00:17:52.100]  說到城裏有一個女人是罪人
[00:17:52.100 --> 00:17:56.100]  知道耶穌在法利塞人家裏吃飯
[00:17:56.100 --> 00:17:59.100]  她就拿著盛滿香膏的玉瓶
[00:17:59.100 --> 00:18:01.100]  站在耶穌的背後
[00:18:01.100 --> 00:18:04.100]  靠著耶穌的腳哭
[00:18:04.100 --> 00:18:07.100]  這個片段讀到女人哭
[00:18:07.100 --> 00:18:09.100]  我也有點哭了
[00:18:09.100 --> 00:18:14.100]  因為這次的飯局明知設宴的是法利塞人的家
[00:18:14.100 --> 00:18:17.100]  這個女人是罪人
[00:18:17.100 --> 00:18:20.100]  她明知法利塞人不歡迎她
[00:18:20.100 --> 00:18:23.100]  但單單因為耶穌在那裏
[00:18:23.100 --> 00:18:27.100]  明知別人不歡迎
[00:18:27.100 --> 00:18:28.100]  我也去
[00:18:28.100 --> 00:18:31.100]  是因為她好想親近耶穌
[00:18:31.100 --> 00:18:36.100]  原來這個女人所做的事
[00:18:36.100 --> 00:18:39.100]  就反照法利塞人
[00:18:39.100 --> 00:18:43.100]  她當然不會去吃那頓飯
[00:18:43.100 --> 00:18:46.100]  如果耶穌和罪人一起吃飯
[00:18:46.100 --> 00:18:48.100]  但她自己不去
[00:18:48.100 --> 00:18:50.100]  別人去她也不開心
[00:18:50.100 --> 00:18:54.100]  耶穌和罪人一起吃飯
[00:18:54.100 --> 00:18:57.100]  其實也很歡迎法利塞人一起吃飯
[00:18:57.100 --> 00:18:58.100]  一起歡喜快樂
[00:18:58.100 --> 00:19:01.100]  只是他們不斷問為什麼
[00:19:01.100 --> 00:19:02.100]  為什麼
[00:19:02.100 --> 00:19:04.100]  但他們也不參加
[00:19:05.100 --> 00:19:12.100]  Timothy Keller在《The Prodigal God》這本書裏
[00:19:12.100 --> 00:19:16.100]  他形容到擁抱罪人的上帝
[00:19:16.100 --> 00:19:20.100]  是一個揮霍的上帝
[00:19:20.100 --> 00:19:26.100]  其實他放下了99隻羊去找那一隻
[00:19:26.100 --> 00:19:30.100]  他保證不到一定能找到
[00:19:30.100 --> 00:19:33.100]  也不知道耗時多久
[00:19:33.100 --> 00:19:35.100]  或者多少天
[00:19:35.100 --> 00:19:39.100]  但他已經撇下了99隻
[00:19:39.100 --> 00:19:42.100]  其實是一件很薄的事
[00:19:42.100 --> 00:19:45.100]  是一個很高風險的投資
[00:19:45.100 --> 00:19:49.100]  是法利塞人和民事難以理解的
[00:19:49.100 --> 00:19:53.100]  我小時候聽這個比喻的時候
[00:19:53.100 --> 00:19:56.100]  我其實不太知道
[00:19:56.100 --> 00:20:00.100]  一隻羊和一塊錢的價值是多少
[00:20:00.100 --> 00:20:02.100]  我一直以前也在想
[00:20:02.100 --> 00:20:07.100]  他放一頓慶功宴的花費
[00:20:07.100 --> 00:20:10.100]  用的錢會不會比他失去的東西
[00:20:10.100 --> 00:20:12.100]  本身的價值更高
[00:20:12.100 --> 00:20:15.100]  所謂的要「倒貼」
[00:20:15.100 --> 00:20:23.100]  在這裏我有一點想替法利塞人和民事平反
[00:20:23.100 --> 00:20:27.100]  因為我想他們和我一樣
[00:20:27.100 --> 00:20:29.100]  其實也不是很壞
[00:20:29.100 --> 00:20:32.100]  可能和我一樣在想
[00:20:32.100 --> 00:20:35.100]  上帝祢真的很輝煌
[00:20:35.100 --> 00:20:36.100]  祢的花費很大
[00:20:36.100 --> 00:20:38.100]  才能找到一個
[00:20:38.100 --> 00:20:43.100]  因為預備講99隻羊
[00:20:43.100 --> 00:20:51.100]  我重看了《逆風跑的99隻羊》這本書
[00:20:51.100 --> 00:20:57.100]  其中一篇的名字叫做《教會的衰人》
[00:20:57.100 --> 00:21:02.100]  可否請作者John親口讀一段給我們聽
[00:21:02.100 --> 00:21:18.100]  教會裏有衰人嗎?
[00:21:18.100 --> 00:21:20.100]  當然有
[00:21:20.100 --> 00:21:21.100]  多嗎?
[00:21:21.100 --> 00:21:23.100]  這算不算是你自己的問題?
[00:21:23.100 --> 00:21:27.100]  視乎你是否一個容易受傷的人
[00:21:27.100 --> 00:21:31.100]  不過要說像電影般那種徹頭徹尾
[00:21:31.100 --> 00:21:35.100]  傳言敗壞魔鬼化身般的大壞蛋
[00:21:35.100 --> 00:21:41.100]  我想在教會卻幾乎沒有或只佔極少數
[00:21:41.100 --> 00:21:43.100]  大部分情況下
[00:21:43.100 --> 00:21:45.100]  很諷刺的是教會裏的衝突
[00:21:45.100 --> 00:21:48.100]  往往都是因兩個外著的人而起
[00:21:48.100 --> 00:21:52.100]  因此所謂教會的衰人
[00:21:52.100 --> 00:21:56.100]  大部分情況都是外著的衰人
[00:21:56.100 --> 00:22:01.100]  謝謝
[00:22:01.100 --> 00:22:05.100]  這比簽書更加好
[00:22:05.100 --> 00:22:10.100]  對著這樣的人
[00:22:10.100 --> 00:22:14.100]  即是外著的衰人
[00:22:14.100 --> 00:22:18.100]  其實大家都是宗教領袖的話
[00:22:18.100 --> 00:22:24.100]  我會想你真的搞砸了整個行業
[00:22:24.100 --> 00:22:28.100]  其實真相是甚麼?
[00:22:28.100 --> 00:22:34.100]  有法理財人和民事對於衰人的不接納
[00:22:34.100 --> 00:22:37.100]  涉涉私意的抗拒
[00:22:37.100 --> 00:22:40.100]  其實大大增加了報道的難度
[00:22:40.100 --> 00:22:43.100]  對著一些教外的人
[00:22:43.100 --> 00:22:45.100]  人們其實是怎樣看我們?
[00:22:45.100 --> 00:22:49.100]  有一天我看到網上有一個對話
[00:22:49.100 --> 00:22:51.100]  貼文的版主說
[00:22:51.100 --> 00:22:54.100]  耶穌如果今天開始
[00:22:54.100 --> 00:22:58.100]  你可以令我的小狗大小二便都會屈膝
[00:22:58.100 --> 00:23:00.100]  而不是屈膝地
[00:23:00.100 --> 00:23:03.100]  三個月後我就會開始回教會
[00:23:03.100 --> 00:23:05.100]  我看到一個這樣的貼文
[00:23:05.100 --> 00:23:11.100]  網民一說教會是最假的地方
[00:23:11.100 --> 00:23:13.100]  網民二說
