
[00:00:00.000 --> 00:00:09.360]  每一次崇拜都是向神獻上感恩和給予弟兄姊妹祝福的好時間
[00:02:03.600 --> 00:02:08.200]  龍象徵著權威、力量、幸運
[00:02:08.200 --> 00:02:11.520]  龍作為中國傳說裏面的神獸
[00:02:11.520 --> 00:02:13.320]  它是君主的象徵
[00:02:13.320 --> 00:02:16.440]  也代表著帝王的力量和威嚴
[00:02:16.440 --> 00:02:17.680]  如果大家還記得的話
[00:02:17.680 --> 00:02:19.560]  我們過去香港裏面
[00:02:19.560 --> 00:02:21.960]  龍年出生率是最高的
[00:02:21.960 --> 00:02:25.800]  很多父母都很想小朋友成為小龍仔
[00:02:25.800 --> 00:02:26.680]  小龍女
[00:02:26.680 --> 00:02:29.960]  所以特別是很多人在龍年裏面出生
[00:02:29.960 --> 00:02:33.880]  所以中國人一直都認定自己是龍的傳人
[00:02:33.880 --> 00:02:38.120]  雖然龍的傳人似乎不是很擅長踢球
[00:02:38.120 --> 00:02:40.520]  但乒乓球是可以的
[00:02:40.520 --> 00:02:42.280]  當然作為香港人
[00:02:42.280 --> 00:02:44.280]  我們都不知道今時今日
[00:02:44.280 --> 00:02:47.400]  我們對龍的傳人稱呼有什麼感覺
[00:02:47.400 --> 00:02:50.320]  畢竟我們香港都曾經被稱之為
[00:02:50.320 --> 00:02:53.960]  亞洲四小龍之類的東西
[00:02:53.960 --> 00:02:56.560]  當然中國人對龍的理解
[00:02:56.560 --> 00:02:58.160]  和西方的文化
[00:02:58.160 --> 00:03:01.760]  以至於聖經的傳統有很大的差異
[00:03:01.760 --> 00:03:03.640]  龍對於西方人來說
[00:03:03.640 --> 00:03:06.600]  是一個兇猛邪惡的生物
[00:03:06.600 --> 00:03:09.400]  這是在早期的歐洲
[00:03:09.400 --> 00:03:12.920]  受到希臘、羅馬的神話的影響
[00:03:12.920 --> 00:03:15.400]  龍通常被媒稱為一個很大型
[00:03:15.400 --> 00:03:17.200]  有翅膀的蛇
[00:03:17.200 --> 00:03:22.320]  它的鱗片是閃著很多很精美的寶石
[00:03:22.320 --> 00:03:24.920]  它們都會噴出巨大的火焰
[00:03:24.920 --> 00:03:26.920]  造成很大的破壞
[00:03:26.920 --> 00:03:28.280]  到了中世紀時期
[00:03:28.280 --> 00:03:30.120]  隨著基督教的傳播
[00:03:30.120 --> 00:03:33.240]  龍更加被視為邪惡的化身
[00:03:33.240 --> 00:03:35.960]  如在聖經中出現的龍一樣
[00:03:35.960 --> 00:03:39.320]  它們往往都成為一個邪惡的象徵
[00:03:39.320 --> 00:03:42.120]  很多勇敢的騎士
[00:03:42.120 --> 00:03:46.200]  拯救公主的對手
[00:03:46.200 --> 00:03:47.640]  那個對象
[00:03:47.640 --> 00:03:48.840]  所以因為這個緣故
[00:03:48.840 --> 00:03:53.320]  聖經中龍往往被視為殺旦的象徵
[00:03:53.320 --> 00:03:56.520]  代表著黑暗和誘惑的力量
[00:03:56.520 --> 00:03:58.200]  不過後來西方的文化
[00:03:58.200 --> 00:04:00.600]  對龍的歷史也不是這樣面對
[00:04:00.600 --> 00:04:02.600]  到了後期的時候
[00:04:02.600 --> 00:04:05.320]  人們對龍的文化
[00:04:05.320 --> 00:04:07.240]  出現了一定程度的轉變
[00:04:07.240 --> 00:04:09.400]  一族人就開始慢慢將龍
[00:04:09.400 --> 00:04:13.200]  描繪為一個英勇和高貴的象徵
[00:04:13.200 --> 00:04:14.280]  例如一個這樣的
[00:04:14.280 --> 00:04:17.240]  英國就將龍看作皇室的象徵
[00:04:17.240 --> 00:04:20.200]  代表著皇權和力量
[00:04:20.200 --> 00:04:21.960]  甚至乎在故事裡面
[00:04:21.960 --> 00:04:26.400]  龍更加成為了一個偉大智慧和知識的聰明生物
[00:04:26.400 --> 00:04:30.480]  成為了寶藏和聖地的守護者
[00:04:30.480 --> 00:04:32.800]  說了這麼多龍的歷史
[00:04:32.800 --> 00:04:33.760]  其實大家知道
[00:04:33.760 --> 00:04:37.240]  其實龍是不存在的
[00:04:37.240 --> 00:04:38.760]  大家都知道
[00:04:38.760 --> 00:04:42.400]  龍其實不是上帝所創造的
[00:04:42.400 --> 00:04:43.080]  你也知道
[00:04:43.080 --> 00:04:45.000]  其實恐龍不是龍
[00:04:45.000 --> 00:04:47.760]  龍和恐龍其實是沒有什麼關係的
[00:04:47.760 --> 00:04:49.400]  一個叫Dragon
[00:04:49.400 --> 00:04:50.960]  一個叫Dinosaur
[00:04:50.960 --> 00:04:53.560]  所以無論是古代處長來的那一種
[00:04:53.560 --> 00:04:55.680]  還是很大聲的那一種
[00:04:55.680 --> 00:04:59.240]  它們都不算是我們所說的龍
[00:04:59.240 --> 00:05:01.400]  當然我們也很習慣
[00:05:01.400 --> 00:05:06.200]  世上有很多不存在的生物存在著
[00:05:06.200 --> 00:05:07.520]  例如Pokemon
[00:05:07.520 --> 00:05:08.400]  Borreemon
[00:05:08.400 --> 00:05:09.800]  Synchro-Carp
[00:05:09.800 --> 00:05:10.560]  Corsica
[00:05:10.560 --> 00:05:11.200]  Kawaii-Cat
[00:05:11.200 --> 00:05:13.440]  這些都不是存在的
[00:05:13.440 --> 00:05:16.200]  都不是上帝所創造的
[00:05:16.200 --> 00:05:20.120]  我們對這些不存在的生物
[00:05:20.120 --> 00:05:24.280]  甚至比其他存在的動物更加動輒
[00:05:24.280 --> 00:05:28.240]  你想想你床頭裡面的那些玩偶
[00:05:28.240 --> 00:05:31.760]  大部分其實都不是存在的動物
[00:05:31.760 --> 00:05:34.360]  尤其是那個生物
[00:05:34.360 --> 00:05:36.040]  如果那個生物是存在的
[00:05:36.040 --> 00:05:37.160]  其實也是一件很恐怖的事情
[00:05:37.160 --> 00:05:38.760]  你想想家裡某個角落
[00:05:38.760 --> 00:05:41.560]  有一些生物存在著
[00:05:41.560 --> 00:05:45.000]  所以我們習慣著一個不存在的生物的世界
[00:05:45.000 --> 00:05:46.920]  一個沒有口的Hello Kitty
[00:05:46.920 --> 00:05:48.840]  一隻會發電的比卡超
[00:05:48.840 --> 00:05:51.160]  一條在世界上沒有存在的龍
[00:05:51.160 --> 00:05:53.560]  你都接受了它是存在著
[00:05:53.560 --> 00:05:55.440]  某個程度上存在著的
[00:05:55.440 --> 00:05:56.520]  所以你發現
[00:05:56.520 --> 00:05:58.120]  你從小到大
[00:05:58.120 --> 00:06:00.360]  你對龍其實都不陌生的
[00:06:00.360 --> 00:06:02.920]  雖然它一直都沒有存在
[00:06:02.920 --> 00:06:04.600]  甚至乎它是假的
[00:06:04.600 --> 00:06:06.040]  不是真的
[00:06:06.040 --> 00:06:07.280]  很奇怪是吧
[00:06:07.280 --> 00:06:08.440]  甚至乎呢
[00:06:08.440 --> 00:06:12.200]  世上有上千萬和龍有關係的東西
[00:06:12.200 --> 00:06:13.800]  一直都存在著
[00:06:13.800 --> 00:06:15.160]  龍蝦
[00:06:15.160 --> 00:06:16.000]  龍眼
[00:06:16.000 --> 00:06:16.800]  龍井
[00:06:16.800 --> 00:06:17.520]  龍貓
[00:06:17.520 --> 00:06:18.160]  龍等
[00:06:18.160 --> 00:06:18.760]  龍珠
[00:06:18.760 --> 00:06:19.400]  龍午
[00:06:19.400 --> 00:06:20.120]  龍舟
[00:06:20.120 --> 00:06:20.920]  龍根
[00:06:20.920 --> 00:06:22.000]  龍頭棍
[00:06:22.000 --> 00:06:22.720]  龍鬚膛
[00:06:22.720 --> 00:06:23.400]  龍虎門
[00:06:23.400 --> 00:06:24.120]  龍捲風
[00:06:24.120 --> 00:06:24.760]  龍鳳胎
[00:06:24.760 --> 00:06:25.400]  龍應台
[00:06:25.400 --> 00:06:25.920]  龍小菌
[00:06:25.920 --> 00:06:26.800]  龍那麼威
[00:06:26.800 --> 00:06:27.640]  李小龍
[00:06:27.640 --> 00:06:28.280]  小火龍
[00:06:28.280 --> 00:06:28.800]  泡泡龍
[00:06:28.800 --> 00:06:29.360]  法骨龍
[00:06:29.360 --> 00:06:29.800]  九龍
[00:06:29.800 --> 00:06:30.840]  成龍
[00:06:30.840 --> 00:06:33.800]  我已經不計算有龍的字的電影了
[00:06:33.800 --> 00:06:34.920]  龍在江湖
[00:06:34.920 --> 00:06:35.880]  龍在邊緣
[00:06:35.880 --> 00:06:36.840]  龍騰四海
[00:06:36.840 --> 00:06:37.440]  古惑仔之
[00:06:37.440 --> 00:06:38.440]  萬龍過江
[00:06:38.440 --> 00:06:40.440]  古惑仔之龍爭虎鬥等等
[00:06:40.440 --> 00:06:42.000]  所以說起龍年
[00:06:42.000 --> 00:06:44.960]  一個不存在的生物
[00:06:44.960 --> 00:06:48.280]  竟然成為了我們一整年的主題
[00:06:48.280 --> 00:06:50.680]  其實是一件很匪夷所思的事情
[00:06:50.680 --> 00:06:55.920]  所以對於這個看來是存在又不存在
[00:06:55.920 --> 00:06:58.760]  感覺上感覺到又似乎感覺不到的主題
[00:06:58.760 --> 00:07:01.280]  今天我要講什麼經文呢
[00:07:01.280 --> 00:07:03.520]  如果你去 search 聖經的話
[00:07:03.520 --> 00:07:04.960]  你會發現聖經裡面
[00:07:04.960 --> 00:07:08.000]  最多找到的大概有一個龍字
[00:07:08.000 --> 00:07:10.800]  就是沙龍和阿沙龍這個人名
[00:07:10.800 --> 00:07:15.320]  沙龍是聖經裡面一個很普遍的人名
[00:07:15.320 --> 00:07:18.200]  沙龍是 shalom 的意思
[00:07:18.200 --> 00:07:19.480]  這個翻譯
[00:07:19.480 --> 00:07:22.080]  一失龍就是大衛的兒子
[00:07:22.080 --> 00:07:25.800]  所以找到這個很常見的名字
[00:07:25.800 --> 00:07:28.480]  而另外一個經文就出現在啟示錄裡面
[00:07:28.480 --> 00:07:30.240]  不過這個題目之前已經講過了
[00:07:30.240 --> 00:07:31.520]  今天就不會再講了
[00:07:31.520 --> 00:07:34.520]  所以今天我們會跟大家講什麼經文呢
[00:07:34.840 --> 00:07:36.320]  一個比較特別的經文
[00:07:36.320 --> 00:07:40.200]  一個好像存在又不存在的經文
[00:07:40.200 --> 00:07:44.520]  這個經文其實就是《但以利書》第十四章
[00:07:44.520 --> 00:07:48.440]  不知道大家有沒有看過《但以利書》第十四章呢
[00:07:48.440 --> 00:07:50.640]  《但以利書》第十四章其實是
[00:07:50.640 --> 00:07:54.440]  相信你翻譯不懂的一段經文
[00:07:54.440 --> 00:07:55.720]  如果你很熟悉聖經的話
[00:07:55.720 --> 00:07:56.520]  其實你知道
[00:07:56.520 --> 00:08:01.000]  其實整卷的《但以利書》其實只到第十二章
[00:08:01.000 --> 00:08:04.240]  所以《但以利書》第十四章其實是一段
[00:08:04.240 --> 00:08:07.240]  一段稱之為《次經》裡面的經文
[00:08:07.240 --> 00:08:11.120]  就是整個十三章十四章
[00:08:11.120 --> 00:08:15.160]  其實是你想像一個遊戲裡面的DLC版本
[00:08:15.160 --> 00:08:17.280]  或者是一部電影裡面的《平行時空》一樣
[00:08:17.280 --> 00:08:19.480]  一個不是正規的歷史
[00:08:19.480 --> 00:08:23.000]  一個是某種程度上存在著一個平行宇宙
[00:08:23.000 --> 00:08:26.160]  讓我先簡單地介紹一下
[00:08:26.160 --> 00:08:27.640]  《但以利書》十三章十四章
[00:08:27.640 --> 00:08:32.600]  這兩個章其實是屬於天主教裡面的聖經
[00:08:32.600 --> 00:08:36.440]  就是天主教仍然保留著這兩章經文
[00:08:36.440 --> 00:08:38.480]  作為一個次經的存在
[00:08:38.480 --> 00:08:41.800]  作為整個《但以利書》的附加部分
[00:08:41.800 --> 00:08:44.760]  基督教版本其實是沒有這兩章經文的
[00:08:44.760 --> 00:08:47.440]  雖然這兩章經文是屬於舊約
[00:08:47.440 --> 00:08:50.120]  但是其實次經只有希臘文版本
[00:08:50.120 --> 00:08:52.640]  最古老的版本其實在七十四的版本
[00:08:52.640 --> 00:08:55.160]  就是在公元前一百年左右
[00:08:55.160 --> 00:08:57.320]  我們稱之為舊希臘文版本
[00:08:57.320 --> 00:09:00.680]  而第二版本就是西奧多頓版本
[00:09:00.680 --> 00:09:02.400]  它是比較新的
[00:09:02.400 --> 00:09:04.320]  是公元後第二世出現的
[00:09:04.320 --> 00:09:08.800]  整個版本是出現了四日二節的經文
[00:09:08.800 --> 00:09:12.040]  這段《但以利書》的次經文
[00:09:12.040 --> 00:09:13.280]  究竟是講什麼呢?
[00:09:13.280 --> 00:09:18.360]  經文其實是記載了三個《但以利》其他的故事
[00:09:18.360 --> 00:09:20.080]  一個附加的故事
[00:09:20.080 --> 00:09:24.360]  就當它是一個好像Marvel電影裡面的平行宇宙一樣
[00:09:24.360 --> 00:09:27.520]  就是在另一個宇宙裡面出現的《但以利》
[00:09:27.520 --> 00:09:29.760]  今天所講的故事
[00:09:29.760 --> 00:09:31.800]  正正就是這個《但以利書》十四章
[00:09:32.120 --> 00:09:35.480]  大概就是記載了兩個不同的故事
[00:09:35.480 --> 00:09:37.120]  兩個大家都很熟悉的故事
[00:09:37.120 --> 00:09:41.280]  正正就是《但以利》被獅子坑
[00:09:41.280 --> 00:09:44.920]  被人拖到獅子坑的平行時空的故事
[00:09:44.920 --> 00:09:47.520]  這個故事學者稱之為叫做
[00:09:47.520 --> 00:09:48.760]  Bell at the Dragon
[00:09:48.760 --> 00:09:50.160]  貝爾與龍
[00:09:50.160 --> 00:09:53.840]  這個貝爾與龍的故事第一個片段
[00:09:53.840 --> 00:09:57.440]  《但以利》就是被記載為好像一個偵探一樣
[00:09:57.440 --> 00:10:03.480]  用智慧去揭露敬拜貝爾祭司的詭計
[00:10:03.480 --> 00:10:07.360]  證明了貝爾裡面是一個騙局和謊言
[00:10:07.360 --> 00:10:12.240]  貝爾本身被證明是一個虛假沒有生命的神
[00:10:12.240 --> 00:10:13.680]  這個故事
[00:10:13.680 --> 00:10:15.120]  我稱之為叫做
[00:10:15.120 --> 00:10:16.480]  金田一.但以利
[00:10:16.480 --> 00:10:18.280]  第二個片段
[00:10:18.280 --> 00:10:19.680]  他講了正正是一個
[00:10:19.680 --> 00:10:21.920]  但以利作為一個屠龍者的形象
[00:10:21.920 --> 00:10:26.600]  但以利親手去殺了被敬奉為神明的龍
[00:10:26.800 --> 00:10:28.000]  從此去證明
[00:10:28.000 --> 00:10:30.400]  巴比倫人所敬拜的神明
[00:10:30.400 --> 00:10:31.920]  是沒有生命的
[00:10:31.920 --> 00:10:34.560]  所以這個故事稱之為叫做
[00:10:34.560 --> 00:10:35.880]  但以利屠龍記
[00:10:35.880 --> 00:10:37.160]  兩個故事的結局
[00:10:37.160 --> 00:10:38.760]  其實都是指向著
[00:10:38.760 --> 00:10:41.400]  但以利最終被人抓到獅子坑裡面
[00:10:41.400 --> 00:10:42.600]  最後是沒事的
[00:10:42.600 --> 00:10:45.640]  所以我們就嘗試去理解一下
[00:10:45.640 --> 00:10:47.520]  但以利出入十四章
[00:10:47.520 --> 00:10:49.960]  作為一個正統聖經裡面
[00:10:49.960 --> 00:10:52.360]  第六章裡面的平行宇宙
[00:10:52.360 --> 00:10:55.280]  第一個故事
[00:10:55.640 --> 00:10:57.920]  就叫做但以利.金田一
[00:10:57.920 --> 00:11:00.280]  在很久以前的波斯
[00:11:00.280 --> 00:11:02.120]  有一個居老士的國王
[00:11:02.120 --> 00:11:04.240]  這個國王在在位的時候
[00:11:04.240 --> 00:11:06.080]  身邊有一個人叫做但以利
[00:11:06.080 --> 00:11:09.200]  他在國王身邊是一個非常高的地位
[00:11:09.200 --> 00:11:11.600]  同時間在巴比倫人當中
[00:11:11.600 --> 00:11:13.040]  有一個敬拜的對象
[00:11:13.040 --> 00:11:14.720]  他的名字叫做貝爾
[00:11:14.720 --> 00:11:16.720]  這個偶像會吃很多東西
[00:11:16.720 --> 00:11:18.280]  十二代麵粉
[00:11:18.280 --> 00:11:20.440]  四十隻綿羊和六桶酒
[00:11:20.440 --> 00:11:23.520]  國王都很敬拜這個貝爾的偶像
[00:11:23.520 --> 00:11:25.520]  每天都會在寺廟裡敬拜他
[00:11:26.120 --> 00:11:28.120]  不過但以利就沒有這樣做
[00:11:28.120 --> 00:11:30.360]  他只不過是敬拜自己的神
[00:11:30.360 --> 00:11:31.120]  也就是說
[00:11:31.120 --> 00:11:33.120]  不敬拜這個貝爾
[00:11:33.120 --> 00:11:35.080]  國王就問他
[00:11:35.080 --> 00:11:36.600]  為什麼你不敬拜貝爾
[00:11:36.600 --> 00:11:37.520]  但利說
[00:11:37.520 --> 00:11:39.320]  我不敬拜人手所做
[00:11:39.320 --> 00:11:40.840]  沒有生命的偶像
[00:11:40.840 --> 00:11:44.040]  我只敬拜創造天地永活的神
[00:11:44.040 --> 00:11:45.680]  國王就問他
[00:11:45.680 --> 00:11:47.840]  你不覺得貝爾有生命嗎
[00:11:47.840 --> 00:11:49.960]  你不見他每天都吃很多東西嗎
[00:11:49.960 --> 00:11:51.800]  但利就笑著回答
[00:11:51.800 --> 00:11:52.560]  大王
[00:11:52.560 --> 00:11:55.160]  貝爾只是用泥土造成的偶像
[00:11:55.240 --> 00:11:57.360]  他怎會吃東西和喝酒呢
[00:11:57.360 --> 00:11:59.040]  國王就很生氣
[00:11:59.040 --> 00:12:01.520]  命召那些祭司過來
[00:12:01.520 --> 00:12:03.080]  問那些祭司
[00:12:03.080 --> 00:12:05.480]  究竟貝爾懂不懂得吃東西
[00:12:05.480 --> 00:12:06.520]  祭司就說
[00:12:06.520 --> 00:12:08.640]  雖然貝爾吃很多東西
[00:12:08.640 --> 00:12:10.000]  大王
[00:12:10.000 --> 00:12:12.200]  但利分明是想誣衊我們
[00:12:12.200 --> 00:12:13.280]  不如這樣吧
[00:12:13.280 --> 00:12:15.840]  如果我把食物放在這裡
[00:12:15.840 --> 00:12:17.520]  我就關了這個廟門
[00:12:17.520 --> 00:12:18.280]  鎖了它
[00:12:18.280 --> 00:12:20.040]  第二天我們再看看
[00:12:20.040 --> 00:12:21.480]  食物是不是沒有了
[00:12:21.480 --> 00:12:22.480]  如果沒有了
[00:12:22.480 --> 00:12:24.120]  那證明但利是比我們無
[00:12:24.120 --> 00:12:25.200]  但利就要死
[00:12:26.200 --> 00:12:28.200]  於是第二天清早
[00:12:28.200 --> 00:12:31.000]  國王就和但利回到廟宇
[00:12:31.000 --> 00:12:32.200]  國王一打開門
[00:12:32.200 --> 00:12:34.520]  發現所有食物都沒有了
[00:12:34.520 --> 00:12:36.200]  貝爾是真神
[00:12:36.200 --> 00:12:38.200]  因為他已經吃了所有的穀物
[00:12:38.200 --> 00:12:39.920]  突然間
[00:12:39.920 --> 00:12:41.800]  但利就站到最高
[00:12:41.800 --> 00:12:43.000]  他很帥的說
[00:12:43.000 --> 00:12:46.680]  一切的謎底已經解開了
[00:12:46.680 --> 00:12:49.600]  我以我的神而和的名義發誓
[00:12:49.600 --> 00:12:51.600]  真相只有一個
[00:12:51.600 --> 00:12:53.480]  大王你看看
[00:12:53.480 --> 00:12:55.080]  地上的腳印
[00:12:55.680 --> 00:12:58.480]  我昨天故意叫人在廟宇裡灑灰
[00:12:58.480 --> 00:13:00.680]  灑滿了整個廟宇
[00:13:00.680 --> 00:13:02.080]  你看看這些腳印
[00:13:02.080 --> 00:13:05.880]  一直都纏繞著廟宇的暗門
[00:13:05.880 --> 00:13:07.680]  其實這麼多年來
[00:13:07.680 --> 00:13:09.680]  世上一家七十頭人
[00:13:09.680 --> 00:13:11.280]  包括祖婆子女
[00:13:11.280 --> 00:13:13.080]  都把貝爾的食物
[00:13:13.080 --> 00:13:15.080]  都沿著這個暗道
[00:13:15.080 --> 00:13:16.480]  通通都拿走吃光了
[00:13:16.480 --> 00:13:19.080]  貝爾是一個假的神
[00:13:19.080 --> 00:13:21.480]  沒有生命沒有能力去吃東西
[00:13:21.480 --> 00:13:23.080]  吃東西的只不過是這班
[00:13:23.080 --> 00:13:26.080]  供奉貝爾的祭司和他的家族
[00:13:26.080 --> 00:13:28.080]  大王聽完之後
[00:13:28.080 --> 00:13:29.680]  就覺得自己受騙很生氣
[00:13:29.680 --> 00:13:31.480]  奉命二人就把這班祭司
[00:13:31.480 --> 00:13:32.680]  拿去處死
[00:13:32.680 --> 00:13:36.080]  第二個故事
[00:13:36.080 --> 00:13:36.880]  就叫做
[00:13:36.880 --> 00:13:38.680]  但爾利屠龍記
[00:13:38.680 --> 00:13:40.680]  在很久很久之前
[00:13:40.680 --> 00:13:43.480]  在巴比倫的城市裡
[00:13:43.480 --> 00:13:44.680]  有一隻巨龍
[00:13:44.680 --> 00:13:47.680]  巴比倫人就把這隻巨龍視為神明
[00:13:47.680 --> 00:13:49.880]  相信他擁有生命的神
[00:13:49.880 --> 00:13:51.880]  大王就命令但爾利說
[00:13:51.880 --> 00:13:53.480]  但爾利你要敬拜這隻巨龍
[00:13:53.480 --> 00:13:55.680]  因為這隻巨龍是一隻有生命的神
[00:13:55.680 --> 00:13:58.080]  但爾利就堅持回答說
[00:13:58.080 --> 00:14:00.080]  我只敬拜我的上帝
[00:14:00.080 --> 00:14:02.480]  因為只有永活的神
[00:14:02.480 --> 00:14:03.680]  其他都是假神
[00:14:03.680 --> 00:14:04.680]  都會死的
[00:14:04.680 --> 00:14:06.480]  大王就說
[00:14:06.480 --> 00:14:07.480]  這麼大的巨龍
[00:14:07.480 --> 00:14:08.880]  怎麼會這麼容易死
[00:14:08.880 --> 00:14:10.480]  但爾利就說
[00:14:10.480 --> 00:14:13.280]  大王我甚至可以不用刀劍
[00:14:13.280 --> 00:14:15.280]  就這樣把這隻巨龍殺死
[00:14:15.280 --> 00:14:18.280]  於是大王就答應他這個要求
[00:14:18.280 --> 00:14:19.880]  試試看可不可以把他殺死
[00:14:19.880 --> 00:14:21.280]  於是
[00:14:21.480 --> 00:14:22.480]  大王就
[00:14:22.480 --> 00:14:23.480]  拿一些
[00:14:23.480 --> 00:14:24.480]  瀝青
[00:14:24.480 --> 00:14:26.480]  脂油和頭髮
[00:14:26.480 --> 00:14:27.680]  把它們混在一起
[00:14:27.680 --> 00:14:29.080]  就
[00:14:29.080 --> 00:14:30.680]  搓成一顆丸子
[00:14:30.680 --> 00:14:32.680]  然後就給這隻巨龍吃
[00:14:32.680 --> 00:14:34.480]  這隻巨龍一吃這顆丸子
[00:14:34.480 --> 00:14:35.680]  就馬上
[00:14:35.680 --> 00:14:37.280]  他的胃就爆破
[00:14:37.280 --> 00:14:38.080]  撕開
[00:14:38.080 --> 00:14:39.880]  這隻巨龍就終於有生命了
[00:14:39.880 --> 00:14:42.080]  因此大王就宣佈
[00:14:42.080 --> 00:14:43.880]  看!你所敬拜的神
[00:14:43.880 --> 00:14:44.680]  死了
[00:14:44.680 --> 00:14:47.280]  當巴比倫人聽到這個
[00:14:47.280 --> 00:14:48.880]  這麼瘋狂的事發生之後
[00:14:48.880 --> 00:14:49.880]  就大為憤怒
[00:14:50.280 --> 00:14:52.080]  他就指控這個達爾利
[00:14:52.080 --> 00:14:54.480]  為什麼要推翻我們的偶像貝爾
[00:14:54.480 --> 00:14:55.480]  又殺死我們的巨龍
[00:14:55.480 --> 00:14:57.680]  還殺死我們的祭司
[00:14:57.680 --> 00:15:00.080]  他就把達爾利
[00:15:00.080 --> 00:15:02.280]  推到獅子坑裡面
[00:15:02.280 --> 00:15:04.480]  達爾利就在裡面過了六天
[00:15:04.480 --> 00:15:07.880]  裡面有七隻飢餓的獅子
[00:15:07.880 --> 00:15:10.480]  但都沒有把達爾利吃掉
[00:15:10.480 --> 00:15:13.080]  到第七天的時候
[00:15:13.080 --> 00:15:14.880]  大王來到獅子圈那裡
[00:15:14.880 --> 00:15:16.480]  心裡就非常的悲傷
[00:15:16.480 --> 00:15:17.880]  看到這一幕的時候
[00:15:17.880 --> 00:15:18.680]  他就很驚訝
[00:15:19.080 --> 00:15:21.280]  竟然達爾利是沒事的
[00:15:21.280 --> 00:15:24.280]  達爾利的神真是偉大了
[00:15:24.280 --> 00:15:26.480]  除了你以外還沒有其他的真神
[00:15:26.480 --> 00:15:29.480]  聽姐妹
[00:15:29.480 --> 00:15:32.480]  究竟這兩個故事對我們來說
[00:15:32.480 --> 00:15:33.880]  有什麼特別意義呢
[00:15:33.880 --> 00:15:35.880]  正如我所說
[00:15:35.880 --> 00:15:38.680]  這兩個故事其實都沒有被納入
[00:15:38.680 --> 00:15:40.880]  聖經正典裡面
[00:15:40.880 --> 00:15:43.680]  我想這兩個故事沒有被納入
[00:15:43.680 --> 00:15:45.680]  聖經正典裡面是有它的原因的
[00:15:45.680 --> 00:15:48.480]  最簡單的原因
[00:15:48.880 --> 00:15:49.880]  就是最少
