
[00:00:00.000 --> 00:00:02.920]  (第四章 基督徒)
[00:01:38.400 --> 00:01:40.200]  當我們想到這個詞語時
[00:01:40.200 --> 00:01:46.560]  便想到上帝和我們之間的身份
[00:01:46.560 --> 00:01:49.480]  坦白說,我跟潘老師預備的時候
[00:01:49.480 --> 00:01:53.560]  這不是我自己提出的主題
[00:01:53.560 --> 00:01:54.760]  因為我不懂得說
[00:01:54.840 --> 00:01:57.680]  這個詞不是我常用的詞語
[00:01:57.680 --> 00:02:00.000]  很少提到身份認同這個詞語
[00:02:00.000 --> 00:02:02.720]  這個詞也不算是神學詞語
[00:02:02.720 --> 00:02:07.160]  應該是一些心理學、社會學的詞語
[00:02:07.160 --> 00:02:11.840]  所以我很少用這個詞語說話
[00:02:11.840 --> 00:02:14.840]  平時很少提到身份認同的問題
[00:02:14.840 --> 00:02:19.200]  當我預備這課的時候
[00:02:19.200 --> 00:02:22.640]  我發覺對自己也有很大幫助
[00:02:22.720 --> 00:02:24.840]  雖然我很少用這個詞語說話
[00:02:24.840 --> 00:02:26.760]  但我有這些問題
[00:02:26.760 --> 00:02:29.640]  我有身份認同的問題
[00:02:29.640 --> 00:02:33.520]  我覺得自己也面對這些問題
[00:02:33.520 --> 00:02:35.200]  所以今天也是…
[00:02:35.200 --> 00:02:38.440]  可能潘老師稍後問答時
[00:02:38.440 --> 00:02:39.680]  我們可以多說一點
[00:02:39.680 --> 00:02:43.720]  怎樣看我們身份認同這個詞語
[00:02:43.720 --> 00:02:45.240]  我覺得這個詞語
[00:02:45.240 --> 00:02:47.640]  中文翻譯出來也很特別
[00:02:47.640 --> 00:02:49.360]  身份、身份證
[00:02:49.360 --> 00:02:50.640]  用香港人的身份
[00:02:50.720 --> 00:02:53.840]  即是我們香港人對於我們一個群體
[00:02:53.840 --> 00:02:56.680]  一個很獨特、很獨特的身份
[00:02:56.680 --> 00:02:57.960]  就是我們香港人
[00:02:57.960 --> 00:03:02.800]  當這個社會不能滿足
[00:03:02.800 --> 00:03:06.200]  某個群體的身份認同的時候
[00:03:06.200 --> 00:03:10.760]  簡單來說,當香港人的身份價值
[00:03:10.760 --> 00:03:13.880]  還未在社會中被重視的時候
[00:03:13.880 --> 00:03:15.280]  因為多元,對吧?
[00:03:15.280 --> 00:03:16.880]  特別是香港社會是多元的
[00:03:16.960 --> 00:03:21.240]  當多元的緣故不被重視的時候
[00:03:21.240 --> 00:03:28.320]  他們就會強烈渴求、渴望、有尊嚴
[00:03:28.320 --> 00:03:30.840]  並且被重視
[00:03:30.840 --> 00:03:32.040]  重視自己的身份
[00:03:32.040 --> 00:03:35.400]  如何理解我們一群香港人
[00:03:35.400 --> 00:03:38.160]  所以這成為了一個政治訴求
[00:03:38.160 --> 00:03:42.040]  這就是政治最基本的原則
[00:03:42.040 --> 00:03:43.920]  但今天的課是神學課
[00:03:44.000 --> 00:03:51.280]  除了我們內裡的心理和成長之外
[00:03:51.280 --> 00:03:53.840]  除了我們說的社會政治之外
[00:03:53.840 --> 00:03:55.240]  我們更加在想
[00:03:55.240 --> 00:03:56.920]  我們作為教會群體
[00:03:56.920 --> 00:04:01.800]  如何理解我們的身份
[00:04:01.800 --> 00:04:02.760]  特別是留堂
[00:04:02.760 --> 00:04:05.280]  今天我也會嘗試去定義一下
[00:04:05.280 --> 00:04:07.560]  留堂的身份
[00:04:07.560 --> 00:04:08.760]  如果要說的時候
[00:04:08.760 --> 00:04:12.440]  這也是我們很少去想的問題
[00:04:13.080 --> 00:04:15.760]  所以今天我們會說一些
[00:04:15.760 --> 00:04:17.600]  我不太熟悉的題目
[00:04:17.600 --> 00:04:20.520]  因為這不算是很神學的題目
[00:04:20.520 --> 00:04:22.760]  起碼上一部劇是這樣
[00:04:22.760 --> 00:04:26.280]  甚麼是身份呢?
[00:04:26.280 --> 00:04:30.440]  最早提出身份認同的人
[00:04:30.440 --> 00:04:31.520]  大家可能都知道
[00:04:31.520 --> 00:04:32.440]  就是艾瑞爾·艾森
[00:04:32.440 --> 00:04:34.480]  一個很有名的心理學家
[00:04:34.480 --> 00:04:40.480]  他用了「身份」這個字來提出理論
[00:04:40.560 --> 00:04:42.880]  來說我們人的成長
[00:04:42.880 --> 00:04:44.280]  我想這是大家熟悉的東西
[00:04:44.280 --> 00:04:46.680]  甚麼是intimacy
[00:04:46.680 --> 00:04:48.560]  或是alignment
[00:04:48.560 --> 00:04:50.920]  因為人在不同的成長期裡
[00:04:50.920 --> 00:04:52.960]  都有不同的階段去達成
[00:04:52.960 --> 00:04:57.120]  這也是一個人累積的經驗
[00:04:57.120 --> 00:05:00.720]  或是他的信念、價值和回憶
[00:05:00.720 --> 00:05:04.400]  去訴出他如何看待自己
[00:05:04.400 --> 00:05:07.240]  所以我們人的心理成長
[00:05:07.240 --> 00:05:08.560]  或是人的成長
[00:05:08.640 --> 00:05:09.840]  都是很重要的
[00:05:09.840 --> 00:05:11.240]  我們如何看待自己
[00:05:11.240 --> 00:05:13.880]  我們在這個世界裡存在的時候
[00:05:13.880 --> 00:05:15.920]  在不同的人生階段裡
[00:05:15.920 --> 00:05:18.840]  我們如何理解自己
[00:05:18.840 --> 00:05:21.520]  他更說
[00:05:21.520 --> 00:05:22.800]  如果我們實踐不到
[00:05:22.800 --> 00:05:25.760]  就會出現成長的問題
[00:05:25.760 --> 00:05:31.240]  這些都是很普遍的心理學的看法
[00:05:31.240 --> 00:05:35.720]  另一個就是社會學上
[00:05:35.720 --> 00:05:37.680]  我們稱為collective identity
[00:05:37.760 --> 00:05:42.960]  原來身份認同不單單是個人層面
[00:05:42.960 --> 00:05:44.320]  社會學家更覺得
[00:05:44.320 --> 00:05:48.240]  這是一種群體裡的身份認同
[00:05:48.240 --> 00:05:50.720]  這個認同不單單是一個人
[00:05:50.720 --> 00:05:51.680]  而是一群人
[00:05:51.680 --> 00:05:55.240]  他們如何互動
[00:05:55.240 --> 00:05:59.040]  如何各自理解自己
[00:05:59.040 --> 00:06:01.000]  形成一個群體身份
[00:06:01.000 --> 00:06:03.560]  所以這個身份
[00:06:03.560 --> 00:06:05.400]  這個群體的身份
[00:06:05.480 --> 00:06:10.400]  會令我們收到這幾年的政治
[00:06:10.400 --> 00:06:13.880]  這是一位很有名的學者
[00:06:13.880 --> 00:06:16.280]  Francis Fukuyama
[00:06:16.280 --> 00:06:19.280]  是一位很有名的社會政治學家
[00:06:19.280 --> 00:06:21.240]  這本書很新的
[00:06:21.240 --> 00:06:23.560]  2018年才出版
[00:06:23.560 --> 00:06:28.720]  他提出了一個身份政治的問題
[00:06:28.720 --> 00:06:31.720]  我覺得他能夠用這個理論
[00:06:31.720 --> 00:06:35.440]  去回顧我們過去幾年做了什麼
[00:06:35.480 --> 00:06:39.920]  他說原來我們一個群體的身份
[00:06:39.920 --> 00:06:42.440]  其實我們一群人
[00:06:42.440 --> 00:06:45.040]  是有一個很強烈的需求
[00:06:45.040 --> 00:06:46.520]  先用香港人的身份
[00:06:46.520 --> 00:06:49.800]  我們香港人對於我們一個群體
[00:06:49.800 --> 00:06:52.680]  有一個很獨特、很獨特的身份
[00:06:52.680 --> 00:06:53.920]  就是我們香港人
[00:06:53.920 --> 00:06:58.720]  當這個社會不能滿足
[00:06:58.720 --> 00:07:02.160]  某個群體的身份認同的時候
[00:07:02.240 --> 00:07:06.720]  簡單來說,當香港人的身份價值
[00:07:06.720 --> 00:07:09.840]  還沒有在社會中被重視的時候
[00:07:09.840 --> 00:07:12.840]  因為多元,特別是在香港社會是多元的
[00:07:12.840 --> 00:07:15.360]  當因為多元的緣故
[00:07:15.360 --> 00:07:17.200]  而不被重視的時候
[00:07:17.200 --> 00:07:20.160]  他們就有一個很強烈的學求
[00:07:20.160 --> 00:07:24.320]  來去渴望、有尊嚴
[00:07:24.320 --> 00:07:26.800]  來去被重視
[00:07:26.800 --> 00:07:27.960]  重視自己的身份
[00:07:27.960 --> 00:07:31.360]  如何去理解我們一群香港人
[00:07:31.440 --> 00:07:34.160]  所以這就成為了一個政治訴求
[00:07:34.160 --> 00:07:38.080]  這就是所謂的政治最基本的原則
[00:07:38.080 --> 00:07:41.040]  就是因為一個多元的緣故
[00:07:41.040 --> 00:07:45.480]  這群人很想更加被尊重
[00:07:45.480 --> 00:07:48.440]  他們本身的存在
[00:07:48.440 --> 00:07:55.120]  所以這件事同時也被近代的全球化
[00:07:55.120 --> 00:07:56.960]  以及社交媒體的興起
[00:07:56.960 --> 00:07:58.960]  更加促進了這件事
[00:07:59.600 --> 00:08:01.040]  我們在社交媒體中
[00:08:01.040 --> 00:08:07.040]  更加容易去視察到我們的身份
[00:08:07.040 --> 00:08:11.040]  這件事未必是靠Facebook、IG、社交媒體
[00:08:11.040 --> 00:08:14.440]  來看到我們香港人是怎樣的
[00:08:14.440 --> 00:08:18.560]  我們的身份價值很容易在當中交流
[00:08:18.560 --> 00:08:20.560]  以及被認同
[00:08:20.560 --> 00:08:25.000]  所以當社會制度
[00:08:25.080 --> 00:08:29.720]  不能夠滿足群體的尊嚴的時候
[00:08:29.720 --> 00:08:34.840]  就成為了一個很強烈的民主運動
[00:08:34.840 --> 00:08:38.360]  當然香港人的成果是失敗了
[00:08:38.360 --> 00:08:39.480]  但福克斯媽媽所說的
[00:08:39.480 --> 00:08:41.200]  如果成功的話
[00:08:41.200 --> 00:08:43.800]  其實又會回到另一個極端
[00:08:43.800 --> 00:08:46.520]  就是會成為一種民族主義
[00:08:46.520 --> 00:08:49.320]  或者是成為一個很強大的政治力量
[00:08:49.320 --> 00:08:54.200]  這可以是一個很正面或負面的事情
[00:08:54.280 --> 00:08:59.160]  所以我們要嘗試去平衡
[00:08:59.160 --> 00:09:03.440]  以及我們作為一個人和一個群體
[00:09:03.440 --> 00:09:07.160]  如何平衡個人的權利和自由
[00:09:07.160 --> 00:09:09.560]  以及集體身份這件事
[00:09:09.560 --> 00:09:12.080]  我們不單單是個人
[00:09:12.080 --> 00:09:15.120]  我們更加是一個集體的身份
[00:09:15.120 --> 00:09:18.800]  同時我們也會尊重自己個人的認同
[00:09:18.800 --> 00:09:20.760]  所以這就是我們
[00:09:20.760 --> 00:09:22.960]  很簡單,我也不是這方面的人
[00:09:23.040 --> 00:09:25.000]  但也簡單地說一下
[00:09:25.000 --> 00:09:29.320]  身份在心理學、社會學和政治裡面
[00:09:29.320 --> 00:09:32.680]  有幾個我們都會觸碰到的字眼
[00:09:32.680 --> 00:09:35.880]  當然我們要說的
[00:09:35.880 --> 00:09:39.440]  我自己特別有很大的感受
[00:09:39.440 --> 00:09:41.160]  就是身份危機
[00:09:41.160 --> 00:09:42.680]  這個字我聽過很多次
[00:09:42.680 --> 00:09:45.200]  但我們發現原來這個字眼
[00:09:45.200 --> 00:09:48.480]  其實也不是…
[00:09:48.480 --> 00:09:49.760]  原來是發生的
[00:09:49.840 --> 00:09:54.080]  我自己也說過,我有中年危機
[00:09:54.080 --> 00:09:56.280]  我35歲的時候
[00:09:56.280 --> 00:09:58.080]  是一個完全合法地…
[00:09:58.080 --> 00:10:02.000]  本來35歲至65歲是一個中年危機的開始
[00:10:02.000 --> 00:10:04.680]  我剛好35歲的時候就有中年危機
[00:10:04.680 --> 00:10:06.280]  是甚麼呢?原來就是…
[00:10:06.280 --> 00:10:08.120]  一個人到了那個階段的時候
[00:10:08.120 --> 00:10:13.480]  你會發覺你開始不知道自己在做甚麼
[00:10:13.480 --> 00:10:17.400]  那時候會覺得很迷惘、很迷失
[00:10:17.480 --> 00:10:20.600]  或者是有點虛空
[00:10:20.600 --> 00:10:23.000]  原來這樣的感受
[00:10:23.000 --> 00:10:26.240]  就是身份認同的危機問題
[00:10:26.240 --> 00:10:30.560]  原來「identity」這字眼不是那麼遙遠
[00:10:30.560 --> 00:10:32.960]  我們怎樣看自己
[00:10:32.960 --> 00:10:37.400]  我們怎樣去反映自己的現狀
[00:10:37.400 --> 00:10:39.640]  還有這個世界裡面
[00:10:39.640 --> 00:10:41.680]  你的生活或社會的世界
[00:10:41.680 --> 00:10:46.320]  和你自己的身份之間的差距
[00:10:46.400 --> 00:10:50.200]  正成為了身份認同危機的問題
[00:10:50.200 --> 00:10:52.440]  所以就算你未過35歲也好
[00:10:52.440 --> 00:10:54.440]  你仍然有不同的階段裡面
[00:10:54.440 --> 00:10:56.480]  可能會面對的問題
[00:10:56.480 --> 00:10:58.560]  特別是在這幾年裡
[00:10:58.560 --> 00:11:00.000]  當我們面對著…
[00:11:00.000 --> 00:11:03.160]  可能你是移民的,留在香港的
[00:11:03.160 --> 00:11:04.960]  這幾年裡發生的事情
[00:11:04.960 --> 00:11:07.440]  戴口罩或轉教會
[00:11:07.440 --> 00:11:09.000]  這個也是我們…
[00:11:09.000 --> 00:11:10.440]  今天我們會說的問題
[00:11:10.440 --> 00:11:13.120]  就是這個世界的轉變
[00:11:13.200 --> 00:11:18.160]  令我們對於自己的身份被動搖
[00:11:18.160 --> 00:11:20.400]  或者是不被滿足
[00:11:20.400 --> 00:11:23.960]  或者需要尋求更新的時間
[00:11:23.960 --> 00:11:26.040]  我自己看了一些資料
[00:11:26.040 --> 00:11:29.120]  我覺得有一個不錯的分類
[00:11:29.120 --> 00:11:30.600]  是這樣的
[00:11:30.600 --> 00:11:34.240]  其中一個身份認同危機叫「displacement」
[00:11:34.240 --> 00:11:40.360]  稱為與世界和過去中斷
[00:11:40.440 --> 00:11:46.920]  你會發現這個世界突然轉變了
[00:11:46.920 --> 00:11:50.800]  不再是你以前認識的世界
[00:11:50.800 --> 00:11:56.720]  這個就是「displacement」最簡單的情形
[00:11:56.720 --> 00:12:00.360]  你發現你所熟悉的過去
[00:12:00.360 --> 00:12:03.640]  已經不能有一個「continuity」
[00:12:03.640 --> 00:12:07.640]  你發現過去的香港、過去的社會
[00:12:07.640 --> 00:12:09.320]  不再是這樣的時候
[00:12:09.400 --> 00:12:11.520]  你就出現了這樣的「displacement」
[00:12:11.520 --> 00:12:16.040]  你覺得自己活在一個…
[00:12:16.040 --> 00:12:19.960]  不是在繼續活在自己的世界裡
[00:12:19.960 --> 00:12:23.360]  所以很多人有不同的做法
[00:12:23.360 --> 00:12:25.560]  你會發現自己沒有根
[00:12:25.560 --> 00:12:27.880]  你會想尋根,卻尋不到
[00:12:27.880 --> 00:12:33.200]  你無法追溯一些你能夠認識的日子和世界
[00:12:33.200 --> 00:12:37.720]  所以很多人開始想懷舊
[00:12:37.800 --> 00:12:39.520]  或者回想以前
[00:12:39.520 --> 00:12:42.520]  或者去看某些共同回憶
[00:12:42.520 --> 00:12:44.040]  有很多不同的方法
[00:12:44.040 --> 00:12:45.360]  老人家說舊時
[00:12:45.360 --> 00:12:48.280]  這也是一種身份認同危機
[00:12:48.280 --> 00:12:51.440]  他發現現在的社會發展得太快
[00:12:51.440 --> 00:12:53.720]  不能夠適應
[00:12:53.720 --> 00:12:55.800]  或者我們不認識香港
[00:12:55.800 --> 00:12:58.680]  我們就開始想如何算數
[00:12:58.680 --> 00:13:01.160]  所以任何情況
[00:13:01.160 --> 00:13:06.080]  當我們發現我們所認識的過去
[00:13:06.160 --> 00:13:08.640]  和現在有一個差別的時候
[00:13:08.640 --> 00:13:10.320]  這就是出現了我們其中一個
[00:13:10.320 --> 00:13:11.600]  身份認同危機的問題
[00:13:11.600 --> 00:13:14.440]  我們不知道如何回應
[00:13:14.440 --> 00:13:18.800]  這是第一個我們所說的身份認同現象
[00:13:18.800 --> 00:13:21.720]  不知道你們有沒有這樣的情況
[00:13:21.720 --> 00:13:24.080]  無論在你的教會裡
[00:13:24.080 --> 00:13:25.800]  或者在香港裡
[00:13:25.800 --> 00:13:27.760]  或者你在外國裡
[00:13:27.760 --> 00:13:31.520]  你都可能有這樣的情況出現
[00:13:31.520 --> 00:13:32.840]  發覺無法支撐
[00:13:33.040 --> 00:13:38.800]  你發覺你的過去好像突然被剝奪了
[00:13:38.800 --> 00:13:43.440]  第二個稱為「建構」
[00:13:43.440 --> 00:13:47.840]  就是本身的字解作「退縮」
[00:13:47.840 --> 00:13:52.080]  或者是困囚
[00:13:52.080 --> 00:13:59.920]  我們發覺無論是身體被困住
[00:14:00.000 --> 00:14:05.120]  或者是身心靈被困住
[00:14:05.120 --> 00:14:08.040]  你發覺無法實踐自己
[00:14:08.040 --> 00:14:12.560]  這個環境不能夠活出真正的你
[00:14:12.560 --> 00:14:13.960]  或者你以前覺得可以
[00:14:13.960 --> 00:14:17.200]  突然覺得真正的不是你
[00:14:17.200 --> 00:14:20.480]  所以當你不能夠活出
[00:14:20.480 --> 00:14:22.880]  你想活出的自己的時候
[00:14:22.880 --> 00:14:28.160]  你就會發覺有這樣的問題
[00:14:28.240 --> 00:14:30.480]  其實真的有很多都會發生
[00:14:30.480 --> 00:14:33.440]  我35歲的時候就是這樣
[00:14:33.440 --> 00:14:38.160]  我覺得自己不想愁遠教書
[00:14:38.160 --> 00:14:40.600]  教一輩子,就這樣重複下去
[00:14:40.600 --> 00:14:42.400]  有些事情我是想做的
[00:14:42.400 --> 00:14:47.880]  但我做不到,就覺得很迷茫
[00:14:47.880 --> 00:14:49.280]  我自己的夢境也是這樣
[00:14:49.280 --> 00:14:53.000]  我21歲的夢境也是這樣的情況
[00:14:53.000 --> 00:14:55.560]  發覺我浪費了大半年時間
[00:14:55.640 --> 00:14:58.720]  原來我內心有些事情想做
[00:14:58.720 --> 00:14:59.880]  但我做不到
[00:14:59.880 --> 00:15:02.120]  或者我未能實踐我想做的事情
[00:15:02.120 --> 00:15:06.480]  所以無論是你內心的想法
[00:15:06.480 --> 00:15:09.200]  或者是性別
[00:15:09.200 --> 00:15:12.840]  或者是你對自己的渴望
[00:15:12.840 --> 00:15:15.920]  你發覺你很想去做
[00:15:15.920 --> 00:15:18.240]  但你被很多環境…
[00:15:18.240 --> 00:15:20.560]  我聽過很多時候
[00:15:20.560 --> 00:15:23.760]  一些媽媽結婚多年
[00:15:23.840 --> 00:15:25.560]  她發現自己被困在家裡
[00:15:25.560 --> 00:15:27.480]  很多這種情況都是這樣
[00:15:27.480 --> 00:15:30.200]  所以當我們的生活
[00:15:30.200 --> 00:15:34.200]  越來越成為一種束縛的時候
[00:15:34.200 --> 00:15:37.720]  你就很想活出你真正的自己
[00:15:37.720 --> 00:15:40.960]  你發覺你每天起來的時候
[00:15:40.960 --> 00:15:43.680]  發現越來越不像自己
[00:15:43.680 --> 00:15:46.160]  做一份工作,可能大家都是這樣
[00:15:46.160 --> 00:15:47.680]  轉工的原因
[00:15:47.680 --> 00:15:49.960]  或者是你自己甚至離開香港的原因
[00:15:49.960 --> 00:15:50.840]  都是這樣
[00:15:50.920 --> 00:15:53.240]  就是因為發覺現在的生活
[00:15:53.240 --> 00:15:56.080]  不再能夠成為自己
[00:15:56.080 --> 00:15:57.680]  「我不屬於這裡」
[00:15:57.680 --> 00:15:59.480]  「我要去別的地方」
[00:15:59.480 --> 00:16:02.240]  「我要成為別人」
[00:16:02.240 --> 00:16:03.720]  不知道你們有沒有試過
[00:16:03.720 --> 00:16:05.400]  想成為另一個人
[00:16:05.400 --> 00:16:07.760]  認真地想成為另一個人
[00:16:07.760 --> 00:16:11.200]  可能不再是這樣的生活方法
[00:16:11.200 --> 00:16:14.480]  很想去一個完全不同的方法生活
[00:16:14.480 --> 00:16:16.880]  這是我很多次在行屍裡
[00:16:16.960 --> 00:16:21.240]  經常想著很想去過另一種生活
[00:16:21.240 --> 00:16:24.960]  所以我們總是發覺這種轉變
[00:16:24.960 --> 00:16:30.480]  因為這個環境不能讓你活出自己的時候
[00:16:30.480 --> 00:16:33.400]  就會出現這樣的身分認同問題
[00:16:33.400 --> 00:16:36.720]  雖然字好像很複雜
[00:16:36.720 --> 00:16:40.600]  但很簡單,就是我們迷失或迷惘
[00:16:40.600 --> 00:16:44.040]  第三個
[00:16:45.920 --> 00:16:48.880]  剛才那兩個基本上有甚麼方法解決
[00:16:48.880 --> 00:16:51.120]  問題在哪裡?
[00:16:51.120 --> 00:16:57.040]  無論是當你被人發現世界的擾亂
[00:16:57.040 --> 00:16:58.960]  當你迷失的時候
[00:16:58.960 --> 00:17:02.960]  或者當你發覺你被囚禁在生活裡的時候
[00:17:02.960 --> 00:17:07.040]  我們都很自然地會尋求自由
[00:17:07.040 --> 00:17:11.400]  很想打破這個僵局
[00:17:11.480 --> 00:17:16.080]  尋找你過去熟悉的世界或生活
[00:17:16.080 --> 00:17:20.520]  或者去實踐你真正的自我
[00:17:20.520 --> 00:17:24.680]  這種對於自由的渴望
[00:17:24.680 --> 00:17:28.480]  這也是我們性中很少提及的重要課題
[00:17:28.480 --> 00:17:33.280]  上帝給我們追求自由的重要性
[00:17:33.280 --> 00:17:34.360]  就是我們作為一個人
[00:17:34.360 --> 00:17:36.880]  我們很想去實踐自我
[00:17:36.880 --> 00:17:39.120]  因為我們的選擇
[00:17:39.120 --> 00:17:41.160]  上帝給我們生命
[00:17:41.240 --> 00:17:43.520]  我們來實踐我們的生命
[00:17:43.520 --> 00:17:45.360]  是一個很重要的元素
[00:17:45.360 --> 00:17:50.520]  所以當我們無論是面對迷失或擾亂
[00:17:50.520 --> 00:17:56.680]  我們都很想憑著一些方法去尋找自由
[00:17:56.680 --> 00:18:00.520]  但當我們面對尋找突破的時候
[00:18:00.520 --> 00:18:04.320]  我們會出現第三種問題
[00:18:04.320 --> 00:18:07.000]  就是「壓抑自由」
[00:18:07.080 --> 00:18:12.120]  當我們一下去尋求自由的時候
[00:18:12.120 --> 00:18:13.760]  不知道你們有沒有試過這樣
[00:18:13.760 --> 00:18:18.680]  當你一下去突然離開舊的階段
[00:18:18.680 --> 00:18:21.720]  但那一刻你突然間太自由
[00:18:21.720 --> 00:18:26.600]  你還未能定義自己的下一個步驟的時候
[00:18:26.600 --> 00:18:28.760]  那一刻也是另一種危機
[00:18:28.760 --> 00:18:30.520]  你會迷失自己
[00:18:30.520 --> 00:18:35.440]  你不知道如何定義自己是誰
[00:18:35.520 --> 00:18:38.920]  太多的自由、太多的可能性
[00:18:38.920 --> 00:18:43.480]  令我們不知道如何去成為自己
[00:18:43.480 --> 00:18:47.360]  所以這是我們尋求身分認同時
[00:18:47.360 --> 00:18:51.080]  其中一個反動力
[00:18:51.080 --> 00:18:53.800]  當我們尋求自由的時候
[00:18:53.800 --> 00:18:57.520]  我們反而會面對另一種迷失的情況
[00:18:57.520 --> 00:18:59.520]  我們不知道如何去做
[00:18:59.520 --> 00:19:02.600]  可能你會很自由到某個地步
[00:19:02.680 --> 00:19:05.640]  你會失去很多東西
[00:19:05.640 --> 00:19:08.560]  人會不知道如何去站立
[00:19:08.560 --> 00:19:10.720]  所以這很簡單
[00:19:10.720 --> 00:19:16.160]  我們可以說是用這三種情況去嘗試
[00:19:16.160 --> 00:19:22.320]  嘗試去想想我們不同的狀況
[00:19:22.320 --> 00:19:25.920]  無論是我們所說的「迷失」
[00:19:25.920 --> 00:19:28.840]  「壓抑自由」或「壓抑自由」
[00:19:28.920 --> 00:19:33.000]  嘗試去想想我們有沒有遇到這種情況
[00:19:33.000 --> 00:19:37.080]  第一個,我們說說移民大姐妹
[00:19:37.080 --> 00:19:40.480]  當我們離開香港的時候
[00:19:40.480 --> 00:19:43.840]  其實可能也是面對這種情況
[00:19:43.840 --> 00:19:47.880]  我們用這套理論去理解自己的情況
[00:19:47.880 --> 00:19:51.520]  可能我們發覺香港不再是香港
[00:19:51.520 --> 00:19:54.280]  香港的社會價值已經不再是以前那樣
[00:19:54.280 --> 00:19:56.360]  所以我們就要離開
[00:19:56.440 --> 00:20:03.200]  離開本身就是一種尋求過去的東西
[00:20:03.200 --> 00:20:05.240]  所以發覺很多移民國家都是這樣
[00:20:05.240 --> 00:20:07.960]  唐人街是在那個年代的
[00:20:07.960 --> 00:20:10.480]  80年代香港在哪裡?就是加拿大
[00:20:10.480 --> 00:20:15.080]  張學友或周國榮的歌曲仍然在播放
[00:20:15.080 --> 00:20:16.360]  教會的詩歌也是一樣
[00:20:16.360 --> 00:20:18.560]  仍然在播放那個年代的詩歌
[00:20:18.560 --> 00:20:19.440]  所以我們在樓下也是一樣
[00:20:19.440 --> 00:20:20.840]  如果你突然在樓下
[00:20:20.840 --> 00:20:24.080]  過去的話也會在榮耀廈播放
[00:20:24.080 --> 00:20:25.200]  所以都是這種情況
[00:20:25.280 --> 00:20:29.160]  我們會嘗試尋找我們的過去
[00:20:29.160 --> 00:20:32.000]  所以這是一個很自然的現狀
[00:20:32.000 --> 00:20:35.120]  但當我們移民的時候
[00:20:35.120 --> 00:20:39.680]  我們同時面對著一種
[00:20:39.680 --> 00:20:41.920]  overwhelming freedom的情況
[00:20:41.920 --> 00:20:44.600]  我們有太多的可能性
[00:20:44.600 --> 00:20:50.560]  我不知道自己應該怎樣去定義自己
[00:20:50.560 --> 00:20:53.400]  我去哪個城市都可以
[00:20:53.400 --> 00:20:54.960]  我做什麼工作都可以
[00:20:55.040 --> 00:20:58.440]  但我接下來應該怎樣做人呢?
[00:20:58.440 --> 00:20:59.680]  我怎樣去定義自己呢?
[00:20:59.680 --> 00:21:01.680]  反而是有一種迷失在這裡
[00:21:01.680 --> 00:21:04.320]  所以對於流散的鄧小平來說
[00:21:04.320 --> 00:21:07.400]  他們很明顯地尋求自由
[00:21:07.400 --> 00:21:11.520]  嘗試不要被一些東西去困擾
[00:21:11.520 --> 00:21:14.080]  去尋求這種新的方向
[00:21:14.080 --> 00:21:18.840]  但我們仍然面對著很多認同問題
[00:21:18.840 --> 00:21:22.800]  香港人是一個很好的collective identity
[00:21:22.880 --> 00:21:25.920]  我們有一種固定的共同體
[00:21:25.920 --> 00:21:27.440]  但我們仍然面對著這種情況
[00:21:27.440 --> 00:21:30.880]  我們未必能夠在一剎那裡
