
[00:00:00.000 --> 00:00:02.000]  好 等待節目平安
[00:02:27.000 --> 00:02:30.000]  求祢這樣幫助我們 奉主命求 阿門
[00:02:30.000 --> 00:02:36.000]  今天的經文是《讓福音》十四章一號四節
[00:02:36.000 --> 00:02:38.000]  雖然是這段經文
[00:02:38.000 --> 00:02:40.000]  但今天我們會說很長的經文
[00:02:40.000 --> 00:02:43.000]  其實整個《讓福音》十三章到十七章
[00:02:43.000 --> 00:02:46.000]  都是我們今天要說的段落
[00:02:46.000 --> 00:02:49.000]  請聽我讀出這段經文
[00:02:49.000 --> 00:02:53.000]  這段耶穌基督在《讓福音》的說話
[00:02:53.000 --> 00:02:55.000]  你們心裡不要憂愁
[00:02:55.000 --> 00:02:58.000]  你們信上帝也當信我
[00:02:58.000 --> 00:03:01.000]  在我父的家裡有許多住處
[00:03:01.000 --> 00:03:04.000]  若是沒有 我就早已告訴你們了
[00:03:04.000 --> 00:03:06.000]  我去完事為你們預備地方去
[00:03:06.000 --> 00:03:09.000]  我若去為你們預備了地方
[00:03:09.000 --> 00:03:12.000]  就必再來接你們到我那裡去
[00:03:12.000 --> 00:03:14.000]  我去那裡 叫你們也在那裡
[00:03:14.000 --> 00:03:16.000]  我往那裡去 你們知道
[00:03:16.000 --> 00:03:18.000]  那條路 你們也知道
[00:03:18.000 --> 00:03:22.000]  所以今天我們不單看這段經文
[00:03:22.000 --> 00:03:25.000]  我們看整段十三章到十七章的經文
[00:03:25.000 --> 00:03:29.000]  《讓福音》十三章到十七章
[00:03:29.000 --> 00:03:33.000]  是教會傳統裡稱之為離別之言
[00:03:33.000 --> 00:03:36.000]  英文叫做farewell discourse
[00:03:36.000 --> 00:03:40.000]  一段耶穌基督在被賣的晚上
[00:03:40.000 --> 00:03:42.000]  將要離別他的門徒
[00:03:42.000 --> 00:03:46.000]  在那個晚上大概三四個小時左右
[00:03:46.000 --> 00:03:48.000]  耶穌將要被捉拿
[00:03:48.000 --> 00:03:50.000]  門徒將要四散
[00:03:50.000 --> 00:03:52.000]  牧人將要被擊打
[00:03:52.000 --> 00:03:55.000]  羊群從此四散失敗
[00:03:55.000 --> 00:03:58.000]  就是在告別和分離之前
[00:03:58.000 --> 00:04:01.000]  耶穌和他的門徒道別
[00:04:01.000 --> 00:04:05.000]  這段是整個十三到十七章的內容
[00:04:05.000 --> 00:04:06.000]  你會發現很有趣
[00:04:06.000 --> 00:04:09.000]  整個《讓福音》有21章經文
[00:04:09.000 --> 00:04:12.000]  足足佔了五章經文
[00:04:12.000 --> 00:04:14.000]  來形容這一餐飯
[00:04:14.000 --> 00:04:17.000]  有一章經文裡有五章
[00:04:17.000 --> 00:04:19.000]  基本上是四分之一的段落
[00:04:19.000 --> 00:04:23.000]  單單是講這一餐飯的內容
[00:04:23.000 --> 00:04:26.000]  十三章是講耶穌對門徒洗腳
[00:04:26.000 --> 00:04:28.000]  設立聖餐
[00:04:28.000 --> 00:04:30.000]  十四章是講猜險聖靈
[00:04:30.000 --> 00:04:33.000]  十五章是葡萄樹與之子
[00:04:33.000 --> 00:04:35.000]  十六章是講耶穌勝過世界
[00:04:35.000 --> 00:04:38.000]  十七章是大祭司的禱告
[00:04:38.000 --> 00:04:43.000]  然後就是臨別之言的內容
[00:04:43.000 --> 00:04:46.000]  耶穌將要離別
[00:04:46.000 --> 00:04:48.000]  耶穌將要不起道
[00:04:48.000 --> 00:04:53.000]  這是整段段落的重要中心思想
[00:04:53.000 --> 00:04:54.000]  第一句是這樣說
[00:04:54.000 --> 00:04:55.000]  十三章第一節
[00:04:55.000 --> 00:04:58.000]  耶穌說:與之以前
[00:04:58.000 --> 00:05:03.000]  耶穌知道自己離世歸附的時候到了
[00:05:03.000 --> 00:05:04.000]  然後三十三節
[00:05:04.000 --> 00:05:06.000]  耶穌說:小子們,我還不多的時候
[00:05:06.000 --> 00:05:09.000]  願你們同在,後來你們要找我
[00:05:09.000 --> 00:05:12.000]  但是我去的地方你們不能到
[00:05:12.000 --> 00:05:13.000]  十六章二十八節
[00:05:13.000 --> 00:05:15.000]  我從父出來到了世界
[00:05:15.000 --> 00:05:19.000]  我又離開世界往父那裡去
[00:05:19.000 --> 00:05:21.000]  整段的離別之言
[00:05:21.000 --> 00:05:26.000]  不斷不斷不斷去重複耶穌的離別
[00:05:26.000 --> 00:05:27.000]  耶穌將要出發
[00:05:27.000 --> 00:05:30.000]  耶穌不再在這個世界裡
[00:05:30.000 --> 00:05:32.000]  我們問為什麼用方法作者
[00:05:32.000 --> 00:05:37.000]  會花了四分之一的段落去說這頓飯
[00:05:37.000 --> 00:05:39.000]  這段farewell的飯呢
[00:05:39.000 --> 00:05:42.000]  原因是離別之言
[00:05:42.000 --> 00:05:47.000]  不單單是在說門徒的問題
[00:05:47.000 --> 00:05:51.000]  而是在說歷世歷代的教會
[00:05:51.000 --> 00:05:54.000]  將來過去我們今天的教會
[00:05:54.000 --> 00:05:57.000]  所面臨的處境
[00:05:57.000 --> 00:05:59.000]  離別之言裡
[00:05:59.000 --> 00:06:03.000]  幾乎每句話都是將來式的字眼
[00:06:03.000 --> 00:06:05.000]  一段未來的字
[00:06:05.000 --> 00:06:08.000]  耶穌不單單是向他們說未來的事
[00:06:08.000 --> 00:06:10.000]  更加是向門徒說
[00:06:10.000 --> 00:06:15.000]  耶穌未來,耶穌未回來的時候
[00:06:15.000 --> 00:06:18.000]  你們可以怎樣做
[00:06:18.000 --> 00:06:21.000]  門徒向門徒去描述
[00:06:21.000 --> 00:06:23.000]  去鼓勵他們將來
[00:06:23.000 --> 00:06:25.000]  當耶穌不在的時候
[00:06:25.000 --> 00:06:28.000]  教會可以怎樣做
[00:06:28.000 --> 00:06:31.000]  這二千年將來的時間
[00:06:31.000 --> 00:06:33.000]  我們可以怎樣做
[00:06:33.000 --> 00:06:36.000]  他說整個的經文段落
[00:06:36.000 --> 00:06:39.000]  告訴我們耶穌將要離開世界
[00:06:39.000 --> 00:06:43.000]  並且宣告在耶穌升天和主在來之間
[00:06:43.000 --> 00:06:45.000]  那段時間裡
[00:06:45.000 --> 00:06:47.000]  未來的世界
[00:06:47.000 --> 00:06:50.000]  耶穌還沒回來的世界裡
[00:06:50.000 --> 00:06:54.000]  我們應該可以怎樣做
[00:06:54.000 --> 00:06:57.000]  今天我們正正處於這樣的處境
[00:06:57.000 --> 00:07:01.000]  耶穌已經離開了這個世界
[00:07:01.000 --> 00:07:03.000]  曾經和門徒同在
[00:07:03.000 --> 00:07:05.000]  但已經不是這樣了
[00:07:05.000 --> 00:07:07.000]  祂將要回來,但祂還沒來
[00:07:07.000 --> 00:07:10.000]  這個未來的世界
[00:07:10.000 --> 00:07:13.000]  一個未來的耶穌的世界
[00:07:13.000 --> 00:07:16.000]  今天我就用三句話
[00:07:16.000 --> 00:07:18.000]  跟大家說
[00:07:18.000 --> 00:07:21.000]  怎樣去面對耶穌還沒回來
[00:07:21.000 --> 00:07:24.000]  耶穌未來的情況
[00:07:24.000 --> 00:07:26.000]  第一句話很簡單
[00:07:26.000 --> 00:07:28.000]  耶穌還沒回來
[00:07:28.000 --> 00:07:30.000]  你知道吧
[00:07:30.000 --> 00:07:32.000]  耶穌還沒回來
[00:07:32.000 --> 00:07:34.000]  耶穌不在,耶穌還沒回來
[00:07:34.000 --> 00:07:38.000]  這是我們比較少去思考的課題
[00:07:38.000 --> 00:07:40.000]  我們很少說耶穌不在
[00:07:40.000 --> 00:07:42.000]  耶穌還沒回來
[00:07:42.000 --> 00:07:44.000]  我們比較相反
[00:07:44.000 --> 00:07:46.000]  我們很強調耶穌同在
[00:07:46.000 --> 00:07:48.000]  耶穌在
[00:07:48.000 --> 00:07:51.000]  我所說的耶穌同在
[00:07:51.000 --> 00:07:53.000]  其實是聖靈同在
[00:07:53.000 --> 00:07:55.000]  耶穌的靈今天在
[00:07:55.000 --> 00:07:58.000]  耶穌差去的靈當中在我們這裡
[00:07:58.000 --> 00:08:02.000]  這是耶穌再來的意義
[00:08:02.000 --> 00:08:05.000]  無論你怎樣強調耶穌同在
[00:08:05.000 --> 00:08:07.000]  耶穌是還沒回來
[00:08:07.000 --> 00:08:09.000]  如果不是的話,主再來就沒意思了
[00:08:09.000 --> 00:08:13.000]  耶穌是還沒完全回來
[00:08:13.000 --> 00:08:16.000]  所以其實升天節是這個意思
[00:08:16.000 --> 00:08:19.000]  升天節我們比較少去慶祝這件事情
[00:08:19.000 --> 00:08:21.000]  升天節是說什麼?
[00:08:21.000 --> 00:08:23.000]  就是祂已經升天了
[00:08:23.000 --> 00:08:25.000]  祂不再在地上
[00:08:25.000 --> 00:08:27.000]  祂會再回來
[00:08:27.000 --> 00:08:29.000]  但是我們作為教會
[00:08:29.000 --> 00:08:34.000]  面臨耶穌不是完全回來的年代
[00:08:34.000 --> 00:08:36.000]  不過坦白說
[00:08:36.000 --> 00:08:40.000]  耶穌在,耶穌同在是很安慰的
[00:08:40.000 --> 00:08:42.000]  是很容易的
[00:08:42.000 --> 00:08:45.000]  耶穌愛你,耶穌超超超超超愛你
[00:08:45.000 --> 00:08:47.000]  耶穌看顧你
[00:08:47.000 --> 00:08:49.000]  很多這些話我們經常都會說
[00:08:49.000 --> 00:08:51.000]  和你身邊的教會人士說
[00:08:51.000 --> 00:08:53.000]  不是這樣說,我意思是這樣說
[00:08:53.000 --> 00:08:55.000]  我們經常都叫別人說
[00:08:55.000 --> 00:08:57.000]  我們很多的師父都是這樣
[00:08:57.000 --> 00:08:59.000]  伴我一生,與你同行
[00:08:59.000 --> 00:09:01.000]  親愛的主牽我的手
[00:09:01.000 --> 00:09:03.000]  沿途有你,這些話
[00:09:03.000 --> 00:09:05.000]  我們都在崇拜不斷地去唱
[00:09:05.000 --> 00:09:07.000]  耶穌是同在,耶穌在這裡
[00:09:07.000 --> 00:09:13.000]  耶穌在這裡成為了我們很多很多信仰問題
[00:09:13.000 --> 00:09:15.000]  或者很多疑難的解救
[00:09:15.000 --> 00:09:19.000]  拍拖失戀,不用怕,耶穌在這裡
[00:09:19.000 --> 00:09:24.000]  耶穌擁抱,不用擔心,耶穌幫助
[00:09:24.000 --> 00:09:27.000]  冥冥不好,不要忘記,耶穌在這裡
[00:09:27.000 --> 00:09:29.000]  不用怕,耶穌在大廳
[00:09:29.000 --> 00:09:31.000]  這些話
[00:09:31.000 --> 00:09:35.000]  最大的困難是什麼?
[00:09:35.000 --> 00:09:37.000]  過去那幾年
[00:09:37.000 --> 00:09:43.000]  我們發覺教會每個禮拜說的支票
[00:09:43.000 --> 00:09:47.000]  似乎我們找不到兌現的情況
[00:09:47.000 --> 00:09:51.000]  很記得幾年前,警察這樣說
[00:09:51.000 --> 00:09:53.000]  叫你叫耶穌來見我
[00:09:53.000 --> 00:09:55.000]  就說了這件事情
[00:09:55.000 --> 00:09:57.000]  我們相信耶穌在這裡
[00:09:57.000 --> 00:09:59.000]  但我們不能夠去知道
[00:09:59.000 --> 00:10:02.000]  或者不能去證明他在這裡
[00:10:02.000 --> 00:10:06.000]  耶穌未完全全的在來
[00:10:06.000 --> 00:10:09.000]  我們教會面臨的處境
[00:10:09.000 --> 00:10:11.000]  這幾年我們就是這樣的情況
[00:10:11.000 --> 00:10:14.000]  我們流淚,我們失望,我們絕望
[00:10:14.000 --> 00:10:16.000]  正正就是面對一個
[00:10:16.000 --> 00:10:18.000]  耶穌基督為什麼你不在這裡
[00:10:18.000 --> 00:10:20.000]  為什麼會這樣的情況
[00:10:20.000 --> 00:10:25.000]  我們祈禱,我們很多次的來去呼求耶穌
[00:10:25.000 --> 00:10:30.000]  未來的耶穌
[00:10:30.000 --> 00:10:33.000]  正正是我們教會這幾年
[00:10:33.000 --> 00:10:36.000]  面臨這樣的情況
[00:10:36.000 --> 00:10:38.000]  雖然耶穌得勝
[00:10:38.000 --> 00:10:40.000]  但他並沒有完全全
[00:10:40.000 --> 00:10:44.000]  令世界的黑暗完全消去
[00:10:44.000 --> 00:10:46.000]  聖經這樣說
[00:10:46.000 --> 00:10:49.000]  真光已經照耀,黑暗漸漸過去
[00:10:49.000 --> 00:10:51.000]  這是一句很矛盾的經文
[00:10:51.000 --> 00:10:53.000]  這不是我們的經驗
[00:10:53.000 --> 00:10:55.000]  真光已經照耀
[00:10:55.000 --> 00:10:57.000]  平時我們晚上回家
[00:10:57.000 --> 00:11:00.000]  一開黑燈燈就光了
[00:11:00.000 --> 00:11:02.000]  但是真光已經照耀
[00:11:02.000 --> 00:11:07.000]  黑暗是很慢很慢的過去
[00:11:07.000 --> 00:11:10.000]  這正是主在來之前
[00:11:10.000 --> 00:11:12.000]  主升天之後
[00:11:12.000 --> 00:11:16.000]  這段居間期我們所面臨的情況
[00:11:16.000 --> 00:11:18.000]  我們作為教會
[00:11:18.000 --> 00:11:21.000]  我們面對著很多這些很掙扎的情況
[00:11:21.000 --> 00:11:25.000]  同時我們有很多生命的懸殊
[00:11:25.000 --> 00:11:29.000]  我們每個人面對著這樣的情況
[00:11:29.000 --> 00:11:32.000]  但事實上,我想告訴你
[00:11:32.000 --> 00:11:36.000]  當離別之言這段經文完了之後
[00:11:36.000 --> 00:11:38.000]  當耶穌離別之後
[00:11:38.000 --> 00:11:43.000]  門徒立即完完全全的失敗和跌倒
[00:11:43.000 --> 00:11:47.000]  18章,《永康律法》18章都開始這樣說
[00:11:47.000 --> 00:11:51.000]  隨著耶穌基督往他路出發的時候
[00:11:51.000 --> 00:11:53.000]  門徒就失敗了一敗塗地
[00:11:53.000 --> 00:11:58.000]  耶穌被捉拿,門徒就恐懼驚慌
[00:11:58.000 --> 00:12:01.000]  三年的信心,他不成棍
[00:12:01.000 --> 00:12:03.000]  門徒就四散
[00:12:03.000 --> 00:12:08.000]  他被捉拿著一把刀去切別人的耳朵
[00:12:08.000 --> 00:12:12.000]  完全不像一個門徒的模樣
[00:12:12.000 --> 00:12:15.000]  門徒在第18章的表現
[00:12:15.000 --> 00:12:19.000]  正正是跟第13到17章的教導
[00:12:19.000 --> 00:12:21.000]  是一個極大的反差
[00:12:21.000 --> 00:12:24.000]  實在是很大很大的對比
[00:12:24.000 --> 00:12:31.000]  門徒的失敗正正是反映我們歷世歷代教會的困惑
[00:12:31.000 --> 00:12:34.000]  我們教會有很多軟弱
[00:12:34.000 --> 00:12:37.000]  大家作為Full Church的頂尖媒體都知道
[00:12:37.000 --> 00:12:40.000]  很多教會裡不理想的情況
[00:12:40.000 --> 00:12:43.000]  我們的生命都是一樣的
[00:12:43.000 --> 00:12:45.000]  不要說別人,說回自己
[00:12:45.000 --> 00:12:47.000]  我們的生命都是一樣的
[00:12:47.000 --> 00:12:52.000]  耶穌基督不在,我們的生命都是很多很多的脆弱
[00:12:52.000 --> 00:12:55.000]  這十幾年的牧羊告訴我
[00:12:55.000 --> 00:13:00.000]  十個頂尖媒體裡有九個都是軟弱的
[00:13:00.000 --> 00:13:05.000]  剩下一個去讀神學,但都是軟弱的
[00:13:05.000 --> 00:13:09.000]  真人,我自己在按木禮之後
[00:13:09.000 --> 00:13:13.000]  說說自己的按木之後的感受
[00:13:13.000 --> 00:13:17.000]  按木之後我發覺人是精神了
[00:13:17.000 --> 00:13:22.000]  人又健康,又醒神了,又是背了
[00:13:22.000 --> 00:13:25.000]  好像突然有些力量
[00:13:25.000 --> 00:13:32.000]  因為按納為牧師是一個比我更理想的身份
[00:13:32.000 --> 00:13:36.000]  我是背著一個比我更好的人去做
[00:13:36.000 --> 00:13:40.000]  所以或多或少都會被鼓勵,做更好的自己
[00:13:40.000 --> 00:13:44.000]  明明自己都沒有那麼好,但都嘗試去做得更理想
[00:13:44.000 --> 00:13:46.000]  這是很好的一件事
[00:13:46.000 --> 00:13:49.000]  所以我牧之後發覺這兩個星期
[00:13:49.000 --> 00:13:53.000]  我個人好像精神了很多
[00:13:53.000 --> 00:13:56.000]  不過我在實驗院跟同事聊天
[00:13:56.000 --> 00:13:59.000]  他們兩個都是按木的牧師
[00:13:59.000 --> 00:14:01.000]  三個中學生聊天
[00:14:01.000 --> 00:14:04.000]  「你按木,怎樣?你好像精神了一點」
[00:14:04.000 --> 00:14:08.000]  我說「是嗎?我沒有,我現在差不多」
[00:14:08.000 --> 00:14:12.000]  他這樣說,如果我差不多就沒有特別了
[00:14:12.000 --> 00:14:16.000]  當然我也知道,我很怕,也應該會
[00:14:16.000 --> 00:14:19.000]  這些可能是短暫的鼓勵
[00:14:19.000 --> 00:14:24.000]  我不覺得是神奇力量,突然升級
[00:14:24.000 --> 00:14:29.000]  我仍然是一個普通人
[00:14:29.000 --> 00:14:32.000]  仍然是一個很普通、軟弱的人
[00:14:32.000 --> 00:14:37.000]  我不覺得按木之後會突然有額外的力量出現
[00:14:37.000 --> 00:14:40.000]  有人問我是否開始找我祈禱
[00:14:40.000 --> 00:14:45.000]  好像祈禱比較靈,開始找我多祈禱
[00:14:45.000 --> 00:14:49.000]  我覺得不是,應該大家都是一樣
[00:14:49.000 --> 00:14:56.000]  其實很多弟兄姊妹的生命,就算是牧者也好
[00:14:56.000 --> 00:15:01.000]  其實都有很多軟弱和問題
[00:15:01.000 --> 00:15:04.000]  問題只不過是你知道不知道
[00:15:04.000 --> 00:15:13.000]  我自己發現原來自己是很被傷害
[00:15:13.000 --> 00:15:19.000]  當我被某些很正派的人拒絕的時候
[00:15:19.000 --> 00:15:22.000]  這是我這幾年最大的一根刺
[00:15:22.000 --> 00:15:30.000]  被一些很正路的人排在門外
[00:15:30.000 --> 00:15:35.000]  所以我們都很想耶穌再回來,或者耶穌在
[00:15:35.000 --> 00:15:41.000]  如果耶穌在,我們的生命就可以更加有力
[00:15:41.000 --> 00:15:45.000]  耶穌回來,我們就不用講道,等耶穌來講
[00:15:45.000 --> 00:15:53.000]  耶穌回來,我們就找祂來跟政府說話
[00:15:53.000 --> 00:15:58.000]  不過我們知道耶穌還沒有回來
[00:15:58.000 --> 00:16:02.000]  這是我們第一句要知道的事情
[00:16:02.000 --> 00:16:04.000]  耶穌還沒有回來
[00:16:04.000 --> 00:16:10.000]  我們問耶穌還沒有來,究竟耶穌去了哪裡呢?
[00:16:10.000 --> 00:16:18.000]  究竟最後晚餐的道別告訴我們一個什麼事實呢?
[00:16:18.000 --> 00:16:23.000]  耶穌這樣說,我去完事為你們預備地方去
[00:16:23.000 --> 00:16:28.000]  第二節,我若去為你們預備地方,就必再來
[00:16:28.000 --> 00:16:30.000]  接你們到我那裡去
[00:16:30.000 --> 00:16:33.000]  我在那裡,叫你們也在那裡
[00:16:33.000 --> 00:16:40.000]  耶穌說我離開是為了為你們預備地方
[00:16:40.000 --> 00:16:44.000]  我將來會再回來,去接你們到我那裡去
[00:16:44.000 --> 00:16:46.000]  我在那裡,叫你們也在那裡
[00:16:46.000 --> 00:16:51.000]  然後十三章十二節就講了一個很震撼的話
[00:16:51.000 --> 00:16:54.000]  耶穌說,我實實在在地告訴你們
[00:16:54.000 --> 00:16:56.000]  我所做的事,信徒的人也要做
[00:16:56.000 --> 00:16:58.000]  並且做得更加大的事
[00:16:58.000 --> 00:17:02.000]  因為我往乎那裡去
[00:17:02.000 --> 00:17:04.000]  耶穌說了他去哪裡
[00:17:04.000 --> 00:17:10.000]  在臨別之言當中,當問耶穌去哪裡的時候
[00:17:10.000 --> 00:17:12.000]  耶穌給了一個很特別的答案
[00:17:12.000 --> 00:17:18.000]  我稱之為一個本體論的答案
[00:17:18.000 --> 00:17:21.000]  耶穌說我要往乎那裡去
[00:17:21.000 --> 00:17:25.000]  原文是prostron patera,即是to the father
[00:17:25.000 --> 00:17:30.000]  耶穌要去的地方,不是一個地方
[00:17:30.000 --> 00:17:32.000]  耶穌不是去某個地方
[00:17:32.000 --> 00:17:39.000]  而是要prostron patera,即是to the father
[00:17:39.000 --> 00:17:41.000]  去乎上帝那裡
[00:17:41.000 --> 00:17:45.000]  原來臨別之言所說的,耶穌要去的地方
[00:17:45.000 --> 00:17:48.000]  不是一個地方,不是一個目標
[00:17:48.000 --> 00:17:50.000]  也不是一個階段,一個理想
[00:17:50.000 --> 00:17:58.000]  而是一切地方,一切目標,一切理想背後的蹤跡
[00:17:58.000 --> 00:18:02.000]  就是天父上帝那裡
[00:18:02.000 --> 00:18:07.000]  其實去天父上帝那裡,這五個字都未必能夠最好的表達
[00:18:07.000 --> 00:18:11.000]  因為原文來說,都沒有所謂天父那裡
[00:18:11.000 --> 00:18:13.000]  天父都不是那裡
[00:18:13.000 --> 00:18:16.000]  天父就不是一個地方
[00:18:16.000 --> 00:18:20.000]  他是任何地方的更加根本
[00:18:20.000 --> 00:18:22.000]  就是天父上帝
[00:18:22.000 --> 00:18:26.000]  實際上沒有一個比天父更加基本的地方
[00:18:26.000 --> 00:18:28.000]  中間都不是
[00:18:28.000 --> 00:18:31.000]  所以,原文來說,不是去天父那裡
[00:18:31.000 --> 00:18:35.000]  而是去天父,to the father
[00:18:35.000 --> 00:18:39.000]  往天父那裡去
[00:18:39.000 --> 00:18:41.000]  這是我們第二句要記得的話
[00:18:41.000 --> 00:18:46.000]  我們正在去天父上帝那裡
[00:18:46.000 --> 00:18:49.000]  to the father
[00:18:49.000 --> 00:18:53.000]  這點對我們今天作為教會群體有很大的反省
[00:18:53.000 --> 00:18:56.000]  往天父那裡去
[00:18:56.000 --> 00:18:59.000]  成為了我們面對這個世界
[00:18:59.000 --> 00:19:03.000]  我們自己的人生,我們面對這個世界歷史的發展
[00:19:03.000 --> 00:19:08.000]  一個最終極的方向
[00:19:08.000 --> 00:19:13.000]  我初上書的時候,很早就有機會看潘復華的《獄中書簡》
[00:19:13.000 --> 00:19:15.000]  有一句話我很記得
[00:19:15.000 --> 00:19:17.000]  20年前到今天都仍然記得
[00:19:17.000 --> 00:19:20.000]  我便簡單了,不斷地都會曲這段話出來
[00:19:20.000 --> 00:19:22.000]  我在家書也寫過
[00:19:22.000 --> 00:19:25.000]  潘復華在坐牢的時候
[00:19:25.000 --> 00:19:29.000]  他正在面對自己可能要面臨死刑
[00:19:29.000 --> 00:19:34.000]  納粹德國還未解決問題
[00:19:34.000 --> 00:19:36.000]  很混亂的情況下
[00:19:36.000 --> 00:19:38.000]  潘復華說
[00:19:38.000 --> 00:19:40.000]  無論任何情況
[00:19:40.000 --> 00:19:45.000]  我們總能找到一條通往天父上帝的道路
[00:19:45.000 --> 00:19:47.000]  無論什麼情況
[00:19:47.000 --> 00:19:52.000]  我們總能找到一條通往天父上帝的道路
[00:19:52.000 --> 00:19:56.000]  很有意思
[00:19:56.000 --> 00:20:00.000]  潘復華不是在說問題如何解決
[00:20:00.000 --> 00:20:02.000]  不是在說德國有什麼出路
[00:20:02.000 --> 00:20:04.000]  不是在說自己身邊有什麼出路
[00:20:04.000 --> 00:20:08.000]  他給了一個很神學的答案
[00:20:08.000 --> 00:20:11.000]  我們今天所面對的情況
[00:20:11.000 --> 00:20:14.000]  我們找到一條去天父那裡的出路
[00:20:14.000 --> 00:20:18.000]  我們可能找不到一條出路可以幫助香港
[00:20:18.000 --> 00:20:20.000]  但我們找到一條出路
[00:20:20.000 --> 00:20:22.000]  總有一條出路能夠去天父那裡
[00:20:22.000 --> 00:20:29.000]  去天父那裡成為我們今天最終極的出路
[00:20:29.000 --> 00:20:33.000]  這句話成為了我後來很重要
[00:20:33.000 --> 00:20:35.000]  半句座右銘的一句話
[00:20:35.000 --> 00:20:39.000]  無論我人生裡面面對任何事情
[00:20:39.000 --> 00:20:41.000]  或大或小
[00:20:41.000 --> 00:20:44.000]  任何情況總有出路
[00:20:44.000 --> 00:20:48.000]  那條出路正正可以去到天父那裡
[00:20:48.000 --> 00:20:53.000]  我只要找到一條出路去到天父那裡就足夠了
[00:20:53.000 --> 00:20:57.000]  真人在我們人生裡
[00:20:57.000 --> 00:20:58.000]  我們作為基督徒
[00:20:58.000 --> 00:21:00.000]  在我們人生裡面
[00:21:00.000 --> 00:21:02.000]  我們面對著很多不同的事情
[00:21:02.000 --> 00:21:10.000]  任何的事情都離不開往天父上帝那裡去
[00:21:10.000 --> 00:21:14.000]  這個最終極的終點
[00:21:14.000 --> 00:21:17.000]  無論是六四事件
[00:21:17.000 --> 00:21:19.000]  無論是疫情
[00:21:19.000 --> 00:21:24.000]  不僅是明年要去移民
[00:21:24.000 --> 00:21:27.000]  Bad Plain 演唱會
[00:21:27.000 --> 00:21:29.000]  日本贏了西班牙
[00:21:29.000 --> 00:21:33.000]  任何事情
[00:21:33.000 --> 00:21:39.000]  都是指向往天父那裡去
[00:21:39.000 --> 00:21:43.000]  那個終極的終點
[00:21:43.000 --> 00:21:45.000]  在我們人生的階段裡
[00:21:45.000 --> 00:21:48.000]  可能你面對著自己快要移民
[00:21:48.000 --> 00:21:50.000]  我明年要走
[00:21:50.000 --> 00:21:52.000]  但我知道我最後
[00:21:52.000 --> 00:21:54.000]  我肯定知道
[00:21:54.000 --> 00:21:56.000]  我要去最終極的地方
[00:21:56.000 --> 00:21:59.000]  就是天父上帝那裡
[00:21:59.000 --> 00:22:01.000]  所以下次你上別人的航班
