
[00:00:00.000 --> 00:00:02.640]  這兩個月的閱題是減
[00:03:01.480 --> 00:03:02.880]  如果有需要的話
[00:03:02.880 --> 00:03:03.720]  可以跟組長說
[00:03:03.720 --> 00:03:05.520]  我可以私訊給你
[00:03:05.520 --> 00:03:07.960]  答案是不能給大家的
[00:03:07.960 --> 00:03:10.160]  我們這些分享問題
[00:03:10.160 --> 00:03:11.960]  令我們去了解對方
[00:03:11.960 --> 00:03:13.520]  他為什麼要這樣做呢
[00:03:13.520 --> 00:03:17.840]  他不是帶一些很幻想的東西來
[00:03:17.840 --> 00:03:20.520]  帶花來 帶各樣東西來
[00:03:20.520 --> 00:03:24.280]  他是帶那屋屎來
[00:03:24.280 --> 00:03:27.760]  由於他覺得很多人在熱戀的時候
[00:03:27.760 --> 00:03:29.600]  FF太多了
[00:03:29.600 --> 00:03:31.080]  一定有N個理由
[00:03:31.080 --> 00:03:33.800]  其實你怎麼看橫看左看右看
[00:03:33.800 --> 00:03:36.600]  都會覺得他是適合的伴侶
[00:03:36.600 --> 00:03:38.200]  如果你是熱戀的時候
[00:03:38.200 --> 00:03:40.480]  所以他說關係要長久
[00:03:40.480 --> 00:03:42.640]  就要減FF
[00:03:42.640 --> 00:03:44.720]  減了這些FF才行
[00:03:44.720 --> 00:03:45.880]  他怎麼減呢
[00:03:45.880 --> 00:03:48.200]  他自己有個法則
[00:03:48.200 --> 00:03:52.960]  他說找到對方的優點一點都不重要
[00:03:52.960 --> 00:03:55.560]  更重要的是在過程中
[00:03:55.560 --> 00:03:58.720]  看到對方的缺點和盲點
[00:03:58.720 --> 00:04:00.720]  你又頂得住的話
[00:04:00.720 --> 00:04:04.920]  兩個人一起才可以細水長流
[00:04:04.920 --> 00:04:07.320]  原來每一次出去
[00:04:07.320 --> 00:04:11.440]  他都是找我的缺點
[00:04:11.440 --> 00:04:14.680]  但是找得來又頂得住
[00:04:14.680 --> 00:04:17.560]  也還可以吧
[00:04:17.560 --> 00:04:20.760]  當然這個方式絕對不是必勝
[00:04:20.760 --> 00:04:23.320]  千萬奉勸你不要帶那屋屎出來
[00:04:23.320 --> 00:04:25.320]  跟人開交友小組
[00:04:25.320 --> 00:04:28.520]  相信你都會死定的
[00:04:28.520 --> 00:04:29.720]  無論如何
[00:04:29.720 --> 00:04:32.920]  原來不是理由越多
[00:04:32.920 --> 00:04:35.240]  就越能夠確定
[00:04:35.240 --> 00:04:38.240]  某一個人是一個對的人
[00:04:38.240 --> 00:04:41.120]  我們選擇伴侶很重要
[00:04:41.120 --> 00:04:42.640]  選擇朋友也很重要
[00:04:42.640 --> 00:04:44.520]  選擇公司也很重要
[00:04:44.520 --> 00:04:46.360]  同樣地選擇你的信仰
[00:04:46.360 --> 00:04:48.360]  其實更加重要
[00:04:48.360 --> 00:04:51.360]  如果問題變成
[00:04:51.360 --> 00:04:55.560]  你選擇跟隨耶穌的理由是什麼
[00:04:55.560 --> 00:04:57.960]  你又會怎樣回答呢
[00:04:57.960 --> 00:05:00.360]  今天我找了另一位
[00:05:00.360 --> 00:05:03.920]  都很喜歡減ff的傳道人
[00:05:03.920 --> 00:05:05.520]  去回應這條問題
[00:05:05.520 --> 00:05:06.840]  就是John
[00:05:06.840 --> 00:05:08.840]  John在不在呢
[00:05:08.840 --> 00:05:11.840]  John就不在這裡
[00:05:11.840 --> 00:05:16.080]  因為我不是欺騙你的
[00:05:16.080 --> 00:05:18.080]  因為他在經文那裡
[00:05:18.080 --> 00:05:22.080]  我們今天看聖經
[00:05:22.080 --> 00:05:25.480]  (笑聲)
[00:05:25.480 --> 00:05:27.480]  好笑嗎
[00:05:27.480 --> 00:05:29.480]  (笑聲)
[00:05:29.480 --> 00:05:31.480]  你們笑點真的很低
[00:05:31.480 --> 00:05:35.480]  我們今天就看經文的John
[00:05:35.480 --> 00:05:42.080]  在《約翰福音》21章20至25節
[00:05:42.080 --> 00:05:45.080]  我們一起去讀吧
[00:05:45.080 --> 00:05:47.080]  我們一起去讀吧
[00:05:47.080 --> 00:05:48.080]  Peter
[00:05:48.080 --> 00:05:49.080]  不是
[00:05:49.080 --> 00:05:50.080]  John
[00:05:50.080 --> 00:05:53.080]  一會兒John會出來
[00:05:53.080 --> 00:05:54.080]  我們一起讀吧
[00:05:54.080 --> 00:05:56.080]  預備開始
[00:05:56.080 --> 00:05:58.080]  「彼得轉身來
[00:05:58.080 --> 00:06:02.080]  看見耶穌所愛的那門徒跟著
[00:06:02.080 --> 00:06:06.080]  就在晚餐時靠著耶穌胸膛說
[00:06:06.080 --> 00:06:10.080]  主啊,出賣祢的是誰的那門徒
[00:06:10.080 --> 00:06:13.080]  彼得看見他,就問耶穌
[00:06:13.080 --> 00:06:16.080]  主啊,這個人怎樣呢
[00:06:16.080 --> 00:06:23.080]  耶穌對他說
[00:06:23.080 --> 00:06:30.080]  假如我要他等到我來的時候還在
[00:06:30.080 --> 00:06:33.080]  跟你有什麼關係呢
[00:06:33.080 --> 00:06:35.080]  你跟從我吧
[00:06:35.080 --> 00:06:39.080]  於是這話在弟兄中間流傳
[00:06:39.080 --> 00:06:41.080]  說那門徒不死
[00:06:41.080 --> 00:06:44.080]  其實耶穌不是說他不死
[00:06:44.080 --> 00:06:46.080]  而是對彼得說
[00:06:46.080 --> 00:06:50.080]  假如我要他等到我來的時候還在
[00:06:50.080 --> 00:06:53.080]  跟你有什麼關係呢
[00:06:53.080 --> 00:06:57.080]  這門徒就是為這些事作見證
[00:06:57.080 --> 00:07:00.080]  並且記載這些事的
[00:07:00.080 --> 00:07:03.080]  我們知道他的見證是真的
[00:07:03.080 --> 00:07:06.080]  耶穌所行的事還有很多
[00:07:06.080 --> 00:07:08.080]  於是一一都寫出來
[00:07:08.080 --> 00:07:12.080]  我想就是全世界也容不下
[00:07:12.080 --> 00:07:14.080]  所以寫的書
[00:07:14.080 --> 00:07:16.080]  我真的請了John
[00:07:16.080 --> 00:07:19.080]  因為約翰福音就是約翰寫的
[00:07:19.080 --> 00:07:23.080]  這段是約翰寫福音書的最後一段
[00:07:23.080 --> 00:07:26.080]  以前我們讀經讀到最後那段
[00:07:26.080 --> 00:07:28.080]  都很快地飛過去
[00:07:28.080 --> 00:07:30.080]  耶,完成了
[00:07:30.080 --> 00:07:33.080]  我自己也沒有特別去看這段經文
[00:07:33.080 --> 00:07:35.080]  但是我今年再讀
[00:07:35.080 --> 00:07:40.080]  就被這個結尾勾起了很多思考和感受
[00:07:40.080 --> 00:07:43.080]  然後我在個人的靈修生活裏
[00:07:43.080 --> 00:07:46.080]  不斷地追回約翰的人生
[00:07:46.080 --> 00:07:51.080]  一邊追一邊被經文調教我自己的生命
[00:07:51.080 --> 00:07:54.080]  今天就想和大家分享這段經文
[00:07:54.080 --> 00:07:57.080]  如何和我相遇
[00:07:57.080 --> 00:08:00.080]  第一樣引起我好奇的
[00:08:00.080 --> 00:08:03.080]  就是約翰剛才也有減FF
[00:08:03.080 --> 00:08:06.080]  他減FF的記載是甚麼呢
[00:08:06.080 --> 00:08:09.080]  他竟然說要減神蹟
[00:08:09.080 --> 00:08:12.080]  除了剛剛在結尾所說的
[00:08:12.080 --> 00:08:16.080]  約翰沒有記住所有耶穌所行的事
[00:08:16.080 --> 00:08:19.080]  他之前也曾經說
[00:08:19.080 --> 00:08:29.080]  耶穌在門徒面前另外行了許多神蹟
[00:08:29.080 --> 00:08:32.080]  沒有記載者書上
[00:08:32.080 --> 00:08:34.080]  為何要減FF
[00:08:34.080 --> 00:08:37.080]  需要去減神蹟呢
[00:08:37.080 --> 00:08:39.080]  為何要取消記載呢
[00:08:39.080 --> 00:08:42.080]  難道和這個字有關
[00:08:42.080 --> 00:08:44.080]  剛才也有提及過
[00:08:44.080 --> 00:08:46.080]  這個字叫做
[00:08:46.080 --> 00:08:48.080]  Oblivia
[00:08:48.080 --> 00:08:51.080]  我突然不太記得怎樣讀
[00:08:51.080 --> 00:08:54.080]  有人懂得讀嗎?可以唸給我聽嗎?
[00:08:54.080 --> 00:08:56.080]  Oblivia
[00:08:56.080 --> 00:08:58.080]  Oblivia
[00:08:58.080 --> 00:09:00.080]  對呀,很厲害
[00:09:00.080 --> 00:09:02.080]  他的意思是遺忘
[00:09:02.080 --> 00:09:04.080]  不如你再唸兩次給旁邊的人聽
[00:09:04.080 --> 00:09:07.080]  Oblivia
[00:09:07.080 --> 00:09:09.080]  對呀
[00:09:09.080 --> 00:09:11.080]  當你讀出來的時候
[00:09:11.080 --> 00:09:14.080]  有沒有想起一些情節呢
[00:09:14.080 --> 00:09:18.080]  其實你們旁邊的人已經中了一些東西
[00:09:18.080 --> 00:09:19.080]  中了甚麼呢
[00:09:19.080 --> 00:09:23.080]  這個字和經文沒有直接相關
[00:09:23.080 --> 00:09:25.080]  他的意思是遺忘
[00:09:25.080 --> 00:09:31.080]  其實他只是來自Harry Potter的記憶咒
[00:09:31.080 --> 00:09:35.080]  當你唸咒語的時候
[00:09:35.080 --> 00:09:37.080]  或者中文版
[00:09:37.080 --> 00:09:41.080]  有人知道是甚麼法術嗎
[00:09:41.080 --> 00:09:43.080]  對呀,就是記憶
[00:09:43.080 --> 00:09:45.080]  就是刪除了記憶
[00:09:45.080 --> 00:09:47.080]  比斯就說
[00:09:47.080 --> 00:09:50.080]  比斯咒的人會被人修改
[00:09:50.080 --> 00:09:53.080]  或者刪除了部分的記憶
[00:09:53.080 --> 00:09:59.080]  這個記憶咒在電影裡
[00:09:59.080 --> 00:10:02.080]  經常被魔法部使用
[00:10:02.080 --> 00:10:05.080]  是用來消除那些麻瓜
[00:10:05.080 --> 00:10:10.080]  他們認為是很平凡的人的記憶
[00:10:10.080 --> 00:10:14.080]  所以他們會用這個記憶咒
[00:10:14.080 --> 00:10:18.080]  他們認為是很平凡的人的記憶
[00:10:18.080 --> 00:10:20.080]  他們看到魔法的東西
[00:10:20.080 --> 00:10:22.080]  魔法世界的東西就要消除它
[00:10:22.080 --> 00:10:24.080]  有時咒語太厲害
[00:10:24.080 --> 00:10:28.080]  他們甚至永久刪除了某些記憶
[00:10:28.080 --> 00:10:34.080]  其實現在香港也很流行這個記憶咒
[00:10:34.080 --> 00:10:37.080]  無論是我們的教科書
[00:10:37.080 --> 00:10:39.080]  電台的檔案
[00:10:39.080 --> 00:10:42.080]  我們看的報紙的記載
[00:10:42.080 --> 00:10:47.080]  有時也被人用咒語一下子就刪除了
[00:10:47.080 --> 00:10:52.080]  所有令人發現某個魔法世界
[00:10:52.080 --> 00:10:54.080]  那個魔和那個魔又不同
[00:10:54.080 --> 00:10:57.080]  某個魔法世界陰謀的事
[00:10:57.080 --> 00:10:59.080]  都要被消失
[00:10:59.080 --> 00:11:01.080]  不過檔案消失
[00:11:01.080 --> 00:11:07.080]  也不能讓我們一些集體的記憶抹去
[00:11:07.080 --> 00:11:09.080]  約翰寫書的時候
[00:11:09.080 --> 00:11:12.080]  是不是也想用這個記憶咒
[00:11:12.080 --> 00:11:15.080]  消除了神蹟的記載之後
[00:11:15.080 --> 00:11:23.080]  令人不能夠接收到真正的歷史事實呢?
[00:11:23.080 --> 00:11:25.080]  當然不是
[00:11:25.080 --> 00:11:32.080]  其實理由也很心酸
[00:11:32.080 --> 00:11:34.080]  這裡約翰也說到
[00:11:34.080 --> 00:11:37.080]  他代表耶穌
[00:11:37.080 --> 00:11:41.080]  耶穌雖然在他們面前行了很多神蹟
[00:11:41.080 --> 00:11:46.080]  但是那一群人仍然不相信他
[00:11:46.080 --> 00:11:49.080]  跟剛才的記憶咒不同
[00:11:49.080 --> 00:11:53.080]  約翰也不能刪除人的記憶
[00:11:53.080 --> 00:11:56.080]  只是他看到很多人的記憶裡
[00:11:56.080 --> 00:11:58.080]  原來只剩下神蹟
[00:11:58.080 --> 00:12:00.080]  沒有了耶穌
[00:12:00.080 --> 00:12:05.080]  就好像約翰福音裡五餅二魚的神蹟之後
[00:12:05.080 --> 00:12:10.080]  群眾再也得不到吃得飽的神蹟
[00:12:10.080 --> 00:12:12.080]  他們就覺得
[00:12:12.080 --> 00:12:14.080]  耶穌也比不上
[00:12:14.080 --> 00:12:18.080]  令以色列人40年吃得飽的摩西
[00:12:18.080 --> 00:12:20.080]  就是這樣很多門徒
[00:12:20.080 --> 00:12:23.080]  一個一個離開
[00:12:23.080 --> 00:12:25.080]  退去
[00:12:28.080 --> 00:12:32.080]  人的罪性有時會擋住人的視線
[00:12:32.080 --> 00:12:36.080]  所以當時有一群追求神蹟的門徒
[00:12:36.080 --> 00:12:38.080]  他們會FF
[00:12:38.080 --> 00:12:42.080]  我跟著耶穌一定會得到更多他想要的東西
[00:12:42.080 --> 00:12:46.080]  或者我之前曾經經歷過的東西
[00:12:46.080 --> 00:12:48.080]  這個其實本身沒有問題
[00:12:48.080 --> 00:12:51.080]  但是他們好像一種交換心態
[00:12:51.080 --> 00:12:52.080]  我跟隨你的時候
[00:12:52.080 --> 00:12:55.080]  我就一定要得到某一些的神蹟
[00:12:55.080 --> 00:12:57.080]  我才會去跟隨你
[00:12:57.080 --> 00:13:02.080]  約翰就是想減去門徒這個FF的現象
[00:13:02.080 --> 00:13:08.080]  想門徒拿開擋住他們視線的罪
[00:13:08.080 --> 00:13:09.080]  那些慾望
[00:13:09.080 --> 00:13:11.080]  無止境的渴望
[00:13:11.080 --> 00:13:16.080]  所以他就選擇性地記載耶穌的事蹟
[00:13:16.080 --> 00:13:22.080]  他講到但記這些事
[00:13:22.080 --> 00:13:25.080]  要叫你們信耶穌
[00:13:25.080 --> 00:13:28.080]  是基督是神的兒子
[00:13:28.080 --> 00:13:30.080]  並且叫你們信了他
[00:13:30.080 --> 00:13:34.080]  就可以因他的名得生命
[00:13:34.080 --> 00:13:37.080]  其實約翰的記載
[00:13:37.080 --> 00:13:41.080]  就好像我老公的電話
[00:13:41.080 --> 00:13:43.080]  我平時很少講老公
[00:13:43.080 --> 00:13:45.080]  來到自己地方才講
[00:13:45.080 --> 00:13:48.080]  還有今天他在這裡給他聽一些話
[00:13:48.080 --> 00:13:52.080]  不是,給他聽上帝的話
[00:13:54.080 --> 00:13:56.080]  這是很需要的
[00:13:56.080 --> 00:13:57.080]  情侶之間很需要
[00:13:57.080 --> 00:14:00.080]  有人點頭
[00:14:00.080 --> 00:14:03.080]  我記得有一次紀念日
[00:14:03.080 --> 00:14:06.080]  我們去了很多地方
[00:14:06.080 --> 00:14:08.080]  拍了很多照片
[00:14:08.080 --> 00:14:12.080]  我非常滿意
[00:14:12.080 --> 00:14:14.080]  很開心
[00:14:14.080 --> 00:14:15.080]  非常滿足
[00:14:15.080 --> 00:14:17.080]  之後那天玩完
[00:14:17.080 --> 00:14:21.080]  我叫他發一些照片給我
[00:14:22.080 --> 00:14:26.080]  收到的時候覺得不妥
[00:14:26.080 --> 00:14:30.080]  為什麼只剩下十幾張
[00:14:30.080 --> 00:14:33.080]  至少應該有百多張
[00:14:33.080 --> 00:14:35.080]  去了很多地方
[00:14:35.080 --> 00:14:38.080]  這時候滴汗的他就說
[00:14:38.080 --> 00:14:42.080]  我已經把最好的留下了
[00:14:42.080 --> 00:14:45.080]  每個景點至少都有一張
[00:14:45.080 --> 00:14:48.080]  原來他真的不知道
[00:14:48.080 --> 00:14:50.080]  女生拍照的時候
[00:14:50.080 --> 00:14:52.080]  他的左邊面
[00:14:52.080 --> 00:14:54.080]  右邊面
[00:14:54.080 --> 00:14:56.080]  高瞅
[00:14:56.080 --> 00:14:58.080]  不知道怎樣瞅
[00:14:58.080 --> 00:15:00.080]  都可以變成另一個人
[00:15:00.080 --> 00:15:01.080]  是不是
[00:15:01.080 --> 00:15:03.080]  應該是
[00:15:03.080 --> 00:15:06.080]  我深呼吸之後就想
[00:15:06.080 --> 00:15:09.080]  你對
[00:15:09.080 --> 00:15:13.080]  其實我老公確實找到重點
[00:15:13.080 --> 00:15:16.080]  因為他知道無論怎樣拍
[00:15:16.080 --> 00:15:17.080]  他身邊的老婆
[00:15:17.080 --> 00:15:20.080]  都不會變成另一個人
[00:15:20.080 --> 00:15:24.080]  他要記住的只是跟我經歷的那一刻
[00:15:24.080 --> 00:15:27.080]  FF的原來是我自己
[00:15:27.080 --> 00:15:29.080]  所以他的電話的Album
[00:15:29.080 --> 00:15:31.080]  他經常都清
[00:15:31.080 --> 00:15:35.080]  真的好像約翰的記載
[00:15:35.080 --> 00:15:40.080]  因為約翰很相信選擇到有代表性的片段
[00:15:40.080 --> 00:15:44.080]  其實就足夠令人記住行神蹟的耶穌
[00:15:44.080 --> 00:15:47.080]  多不是一個重點
[00:15:47.080 --> 00:15:51.080]  是每一次的神蹟都讓人想起耶穌
[00:15:51.080 --> 00:15:55.080]  想要更多更多更多的東西
[00:15:55.080 --> 00:15:58.080]  其實同樣都是我們今天的試探
[00:15:58.080 --> 00:16:03.080]  這個甚或是我們一生的掙扎
[00:16:03.080 --> 00:16:06.080]  有時當神蹟未有出現
[00:16:06.080 --> 00:16:09.080]  我們信心都會軟弱
[00:16:09.080 --> 00:16:12.080]  但盼望我們信心軟弱的時候
[00:16:12.080 --> 00:16:16.080]  我們仍然可以見到行神蹟的耶穌
[00:16:16.080 --> 00:16:19.080]  有時試探會引誘我們
[00:16:19.080 --> 00:16:22.080]  一定要上帝賜給我們一些神蹟
[00:16:22.080 --> 00:16:24.080]  一些我們想要的事
[00:16:24.080 --> 00:16:26.080]  願上帝幫助我們
[00:16:26.080 --> 00:16:29.080]  約翰就在這裡提醒我們
[00:16:29.080 --> 00:16:35.080]  要減去得到更多神蹟才去跟隨耶穌的理由
[00:16:35.080 --> 00:16:37.080]  而今天剛才說
[00:16:37.080 --> 00:16:40.080]  減去一百個跟隨耶穌的理由
[00:16:40.080 --> 00:16:42.080]  剛剛說了一個
[00:16:42.080 --> 00:16:45.080]  得到更多神蹟才去跟隨耶穌
[00:16:45.080 --> 00:16:48.080]  我們還有九十九個理由
[00:16:48.080 --> 00:16:50.080]  要去發現
[00:16:50.080 --> 00:16:52.080]  有沒有人趕著走
[00:16:52.080 --> 00:16:53.080]  應該沒有
[00:16:53.080 --> 00:16:57.080]  今天這堂道其實是聽不完的
[00:16:57.080 --> 00:17:00.080]  因為是要用一生去聽
[00:17:00.080 --> 00:17:04.080]  聽聽耶穌想調教我們什麼
[00:17:04.080 --> 00:17:07.080]  想我們減去什麼
[00:17:07.080 --> 00:17:10.080]  可能像之前我們聽的道
[00:17:10.080 --> 00:17:16.080]  減肥、減醋、減鋰、減碳、減產等等
[00:17:16.080 --> 00:17:19.080]  一起減去一些跟隨耶穌的時候
[00:17:19.080 --> 00:17:22.080]  自己也FF得太多的理由
[00:17:22.080 --> 00:17:26.080]  或者慢慢走入一些試探裡面
[00:17:26.080 --> 00:17:30.080]  破壞了自己和耶穌的關係
[00:17:30.080 --> 00:17:33.080]  我們現在也用少少時間
[00:17:33.080 --> 00:17:35.080]  十秒你回帶想一想
[00:17:35.080 --> 00:17:39.080]  這兩個月你減了什麼
[00:17:39.080 --> 00:17:41.080]  有哪一個
[00:17:41.080 --> 00:17:43.080]  我們的分享
[00:17:43.080 --> 00:17:45.080]  比較觸動你、深惑你
[00:17:45.080 --> 00:17:47.080]  今天你已經看到
[00:17:47.080 --> 00:17:51.080]  耶穌對你有改變
[00:17:51.080 --> 00:18:04.080]  回到我們的生活
[00:18:04.080 --> 00:18:08.080]  我們繼續思考、繼續追求
[00:18:08.080 --> 00:18:10.080]  我們減完
[00:18:10.080 --> 00:18:12.080]  其實減完那一百
[00:18:12.080 --> 00:18:14.080]  減完那一百之後
[00:18:14.080 --> 00:18:16.080]  我們應該怎樣走下去
[00:18:16.080 --> 00:18:18.080]  不斷減,人輕飄飄
[00:18:18.080 --> 00:18:20.080]  很不實在
[00:18:20.080 --> 00:18:22.080]  我們怎樣走下去
[00:18:22.080 --> 00:18:25.080]  一項剛才我們看的最後一段
[00:18:25.080 --> 00:18:27.080]  耶穌的事蹟
[00:18:27.080 --> 00:18:32.080]  就帶著我們繼續走正確的方向
[00:18:32.080 --> 00:18:35.080]  一項選擇記住耶穌這件事
[00:18:35.080 --> 00:18:37.080]  其實有個原因
[00:18:37.080 --> 00:18:42.080]  他記住這件事是因為門徒的恐慌
[00:18:42.080 --> 00:18:47.080]  就這樣看我們看不到一些很恐慌的事
[00:18:47.080 --> 00:18:55.080]  耶穌就和彼得說
[00:18:55.080 --> 00:19:00.080]  假如我要他等到我來的時候還在
[00:19:00.080 --> 00:19:03.080]  跟你有什麼關係呢
[00:19:03.080 --> 00:19:05.080]  你跟從我吧
[00:19:05.080 --> 00:19:10.080]  耶穌用一個反問去回應彼得
[00:19:10.080 --> 00:19:13.080]  沒有很直接回應他
[00:19:13.080 --> 00:19:15.080]  給了他一個答案
[00:19:15.080 --> 00:19:20.080]  如果若翰要等到耶穌再回來
[00:19:20.080 --> 00:19:23.080]  他才會死或有其他事情
[00:19:23.080 --> 00:19:28.080]  和彼得又有什麼關係呢
[00:19:28.080 --> 00:19:30.080]  彼得是回答不了
[00:19:30.080 --> 00:19:34.080]  但當這段對話傳開的時候
[00:19:34.080 --> 00:19:37.080]  門徒就圍爐地指指針指針
[00:19:37.080 --> 00:19:41.080]  說若翰有耶穌所賜的不死身
[00:19:41.080 --> 00:19:47.080]  就是這個不死身的傳言引起了公眾的恐慌
[00:19:47.080 --> 00:19:50.080]  若翰死不死的謠言一傳
[00:19:50.080 --> 00:19:53.080]  其實已經傳了幾十年
[00:19:53.080 --> 00:20:06.080]  變成若翰要等到耶穌基督再來的時候才會死
[00:20:06.080 --> 00:20:10.080]  如果在今天的香港會變成怎樣呢
[00:20:10.080 --> 00:20:13.080]  應該會出現一個關注組
[00:20:13.080 --> 00:20:15.080]  叫若翰何時死
[00:20:15.080 --> 00:20:19.080]  然後每天都更新若翰的身體狀況
[00:20:19.080 --> 00:20:23.080]  更新他多了多少條白頭髮和皺紋
[00:20:23.080 --> 00:20:26.080]  因為他們開始擔心
[00:20:26.080 --> 00:20:28.080]  若翰死了
[00:20:28.080 --> 00:20:31.080]  但耶穌不回來
[00:20:31.080 --> 00:20:33.080]  那怎麼辦呢
[00:20:33.080 --> 00:20:35.080]  那耶穌再來的承諾
[00:20:35.080 --> 00:20:37.080]  是不是假的
[00:20:37.080 --> 00:20:42.080]  所以他們很關注這個傳言
[00:20:42.080 --> 00:20:44.080]  雖然是假的
[00:20:44.080 --> 00:20:49.080]  不過呢
[00:20:49.080 --> 00:20:51.080]  這個要配合
[00:20:51.080 --> 00:20:54.080]  不過是假如過假
[00:20:54.080 --> 00:20:59.080]  耶穌的說話是用了假如做開頭
[00:20:59.080 --> 00:21:02.080]  假如代表甚麼呢
[00:21:02.080 --> 00:21:04.080]  女生很喜歡問假如甚麼
[00:21:04.080 --> 00:21:05.080]  假如我怎樣
[00:21:05.080 --> 00:21:07.080]  代表未發生
[00:21:07.080 --> 00:21:09.080]  可能會發生
[00:21:09.080 --> 00:21:11.080]  又或者不會發生
[00:21:11.080 --> 00:21:14.080]  所以即是不是重點
[00:21:14.080 --> 00:21:16.080]  有人說了
[00:21:16.080 --> 00:21:18.080]  不是重點
[00:21:18.080 --> 00:21:23.080]  當然那個恐慌未必是來自一句說話
[00:21:23.080 --> 00:21:26.080]  可能是源於內心一直的不安
[00:21:26.080 --> 00:21:30.080]  有些門徒本來沒有把握
[00:21:30.080 --> 00:21:32.080]  耶穌會再回來
[00:21:32.080 --> 00:21:36.080]  本來他們的信心可能很脆弱
[00:21:36.080 --> 00:21:38.080]  但若翰提起這件事
[00:21:38.080 --> 00:21:41.080]  是想解除他們的不安
[00:21:41.080 --> 00:21:44.080]  於是就澄清其實他不是不死身
