
[00:00:00.000 --> 00:00:07.000]  頂姐妹平安,在網上送拜的頂姐妹平安
[00:02:37.000 --> 00:02:44.000]  他們每次都會作一點點的內在反思,思考一下我們和神之間的關係
[00:02:44.000 --> 00:02:51.000]  思考一下我們生命中某些優先次序
[00:02:51.000 --> 00:02:58.000]  這些既細微又重要,但是又很容易搞錯的事情
[00:02:58.000 --> 00:03:03.000]  所以今天我很想和大家分享,我跟潘Sir說
[00:03:03.000 --> 00:03:10.000]  不行,就算我中了我也要回來,如果萬一失聲你可不可以幫我讀
[00:03:10.000 --> 00:03:17.000]  幸好今天沒有找他,所以開始分享之前我就不讀了
[00:03:17.000 --> 00:03:21.000]  邀請大家幫我讀這十五字經文
[00:03:21.000 --> 00:03:27.000]  上次我用七千人去和大家作思考
[00:03:27.000 --> 00:03:36.000]  今天我打算用五萬人和大家一起去思考剛才所說的優先次序
[00:03:36.000 --> 00:03:46.000]  或者大家聽完之後會覺得,剛才我讀的裡面,怎樣讀都找不到五字或五萬字
[00:03:46.000 --> 00:03:52.000]  但如果熟悉猶太人回歸歷史的弟兄姊妹都會知道
[00:03:52.000 --> 00:03:59.000]  除了我們在哈蓋書第一章有記載他們的事情之外
[00:03:59.000 --> 00:04:05.000]  我們在以色列記和利希米記都有相關的記載
[00:04:05.000 --> 00:04:11.000]  而我剛才所說的五萬人群體就出於這兩本書
[00:04:11.000 --> 00:04:22.000]  而五萬這個數字就在以色列記第二章和利希米記第七章裡面計算出來
[00:04:22.000 --> 00:04:25.000]  怎樣計算呢?我們一起看看吧
[00:04:25.000 --> 00:04:29.000]  根據以色列記第一章的記載
[00:04:29.000 --> 00:04:37.000]  耶和華親自去激動波斯王古列的心
[00:04:37.000 --> 00:04:42.000]  叫他頒下禹旨讓猶太人回到耶路撒冷
[00:04:42.000 --> 00:04:45.000]  去重建家園,重建聖殿
[00:04:45.000 --> 00:04:49.000]  在所羅巴巴和耶穌大人的帶領之下
[00:04:49.000 --> 00:04:57.000]  聖經在以色列記第二章64-65節裡面記載
[00:04:57.000 --> 00:05:05.000]  當時願意回歸的人有回眾四萬二千三百六十人
[00:05:05.000 --> 00:05:10.000]  木被有七千多人,又有唱歌的男女
[00:05:10.000 --> 00:05:18.000]  所以將他們加起來就大約有四萬九千八百多人
[00:05:18.000 --> 00:05:23.000]  我將他們四寫五入之後就簡稱為五萬人
[00:05:23.000 --> 00:05:30.000]  正如以色列記第一章一節所提供的資料
[00:05:30.000 --> 00:05:35.000]  五萬人生活在波斯王古列年代
[00:05:35.000 --> 00:05:40.000]  當時大概是主前538年
[00:05:40.000 --> 00:05:43.000]  距離猶太人第一次被擄
[00:05:43.000 --> 00:05:50.000]  即是主前608年來說已經足足有70年
[00:05:50.000 --> 00:05:54.000]  如果以第三次被擄的時間去計算的話
[00:05:54.000 --> 00:05:58.000]  即是在主前586年來計算的話
[00:05:58.000 --> 00:06:04.000]  這班人當時已經有50年之久
[00:06:04.000 --> 00:06:08.000]  所以我們有理由相信這五萬人當中
[00:06:08.000 --> 00:06:14.000]  大部分的人都是在被擄期間在巴比倫出生
[00:06:14.000 --> 00:06:20.000]  他們可算是巴比倫土生土長的猶太人
[00:06:20.000 --> 00:06:26.000]  另一方面我們一般人對這個群體都有個錯覺
[00:06:26.000 --> 00:06:33.000]  因為這班猶太人就像以色列人一樣
[00:06:33.000 --> 00:06:35.000]  是很苦的
[00:06:35.000 --> 00:06:40.000]  他們流浪異鄉的二等公民一定是很苦
[00:06:40.000 --> 00:06:44.000]  生活一定像以色列人一樣
[00:06:44.000 --> 00:06:49.000]  被奴役、被迫、被苦待、被歧視
[00:06:49.000 --> 00:06:55.000]  但其實實際的情況並不是我們所想像中那麼差
[00:06:55.000 --> 00:07:01.000]  因為如果我們對比其他經文
[00:07:01.000 --> 00:07:05.000]  我們會看到這班猶太人在當時的生活
[00:07:05.000 --> 00:07:10.000]  無論在經濟、宗教和社會層面上
[00:07:10.000 --> 00:07:15.000]  都是得到一定程度的自由和尊重
[00:07:15.000 --> 00:07:19.000]  我們回看社會方面
[00:07:19.000 --> 00:07:23.000]  我們可以在耶利米書29章一節中
[00:07:23.000 --> 00:07:30.000]  看到耶利米先知寄信給被擄猶太人
[00:07:30.000 --> 00:07:37.000]  經文中看到巴比倫政府容讓被擄到巴比倫的猶太人
[00:07:37.000 --> 00:07:40.000]  和留在耶路撒冷的猶太人之間
[00:07:40.000 --> 00:07:43.000]  可以有書信的自由來往
[00:07:43.000 --> 00:07:49.000]  所以我們可以看到他們之間的通訊自由
[00:07:49.000 --> 00:07:53.000]  並不會被人說是勾結外國勢力
[00:07:53.000 --> 00:07:58.000]  更加不會把他們當作外國代理人去看待
[00:07:58.000 --> 00:08:02.000]  在宗教方面我們可以看到
[00:08:02.000 --> 00:08:06.000]  根據《撒爾利書》六章十字記載
[00:08:06.000 --> 00:08:14.000]  當時的猶太人某程度上還可以享有自己的獨經、禱告和敬拜生活
[00:08:14.000 --> 00:08:22.000]  他們的宗教自由似乎都沒有被巴比倫政府有很大的限制
[00:08:22.000 --> 00:08:25.000]  第三方面在經濟方面
[00:08:25.000 --> 00:08:29.000]  雖然他們在經文中沒有直接看到
[00:08:29.000 --> 00:08:37.000]  巴比倫政府給猶太人享有什麼程度的耕田和經商的自由
[00:08:37.000 --> 00:08:40.000]  但我們可以肯定的是
[00:08:40.000 --> 00:08:46.000]  這五萬人在回歸耶路撒冷的時候
[00:08:46.000 --> 00:08:51.000]  他們的經濟能力是有一定的能力的
[00:08:51.000 --> 00:08:59.000]  因為我們在以色列的二章六十四至六十七節看到
[00:08:59.000 --> 00:09:05.000]  這班回歸的猶太人帶著七千個腹皮
[00:09:05.000 --> 00:09:08.000]  當時四萬多人帶著七千個腹皮
[00:09:08.000 --> 00:09:10.000]  五個人有一個腹皮
[00:09:10.000 --> 00:09:16.000]  將雷、馬、駱駝加起來有八千多隻
[00:09:16.000 --> 00:09:22.000]  雖然當中有部分是當地人捐獻給他們
[00:09:22.000 --> 00:09:24.000]  但我們可以肯定
[00:09:24.000 --> 00:09:28.000]  他們不是窮到窿的那種
[00:09:28.000 --> 00:09:31.000]  所以以上三方面我們可以看到
[00:09:31.000 --> 00:09:36.000]  這五萬人一定不是像埃及的那班以色列人
[00:09:36.000 --> 00:09:39.000]  因為在巴比倫生活得很苦
[00:09:39.000 --> 00:09:41.000]  被迫去巴比魯拍攝
[00:09:41.000 --> 00:09:42.000]  沒有一口好食
[00:09:42.000 --> 00:09:45.000]  所以被迫要回耶路撒冷
[00:09:45.000 --> 00:09:53.000]  相反他們可能在巴比倫已經有很好的適應
[00:09:53.000 --> 00:09:56.000]  甚至發展得不錯
[00:09:56.000 --> 00:09:59.000]  他們可能有自己的房屋
[00:09:59.000 --> 00:10:01.000]  有自己的田地
[00:10:01.000 --> 00:10:04.000]  甚至有自己的事業
[00:10:04.000 --> 00:10:07.000]  有自己的群體
[00:10:07.000 --> 00:10:11.000]  更加有相對的社會地位
[00:10:11.000 --> 00:10:17.000]  其實這五萬人大可以繼續留在巴比倫
[00:10:17.000 --> 00:10:20.000]  馬照跑、舞照跳、鼓照炒
[00:10:20.000 --> 00:10:22.000]  賺多點錢
[00:10:22.000 --> 00:10:25.000]  但他們願意回歸
[00:10:25.000 --> 00:10:30.000]  讓我們看到他們不是那種等次的人
[00:10:30.000 --> 00:10:33.000]  他們不是只顧自己的利益
[00:10:33.000 --> 00:10:36.000]  馬照跑、舞照跳、鼓照炒
[00:10:36.000 --> 00:10:37.000]  賺多點錢
[00:10:37.000 --> 00:10:40.000]  而將神的話語置之不理
[00:10:40.000 --> 00:10:43.000]  他們不是那種只要賺多點錢
[00:10:43.000 --> 00:10:48.000]  就可以將公義、憐憫拋諸腦後
[00:10:48.000 --> 00:10:51.000]  他們不是那種只要賺多點錢
[00:10:51.000 --> 00:10:57.000]  就可以不再追求公義、真理、民主、自由的普世價值
[00:10:57.000 --> 00:11:01.000]  我相信他們不是那種只要賺多點錢
[00:11:01.000 --> 00:11:07.000]  就可以不理會社會上被壓迫、被迫迫、被無理囚禁的人的需要
[00:11:07.000 --> 00:11:11.000]  我相信他們不是那種只要賺多點錢
[00:11:11.000 --> 00:11:15.000]  就可以泯滅良心、出賣人性的人
[00:11:15.000 --> 00:11:21.000]  弟兄姊妹,有沒有想過
[00:11:21.000 --> 00:11:31.000]  這一班人他們被譽為成長在一個背叛、混亂、墮落、不信的巴比倫國度裏
[00:11:31.000 --> 00:11:37.000]  他們為什麼可以出於污泥而不染呢?
[00:11:37.000 --> 00:11:44.000]  我相信是他們父母很有關係
[00:11:44.000 --> 00:11:47.000]  我相信他們父母在他們成長當中
[00:11:47.000 --> 00:11:53.000]  不斷地將神的話語、聖經教導、人性的道德底線
[00:11:53.000 --> 00:11:58.000]  將猶太人的歷史鉅細無遺地教導他們
[00:11:58.000 --> 00:12:01.000]  以致他們有正確的價值觀
[00:12:01.000 --> 00:12:06.000]  以致他們有正確的人生的優先詞綴
[00:12:06.000 --> 00:12:10.000]  以致他們可以出於污泥而不染
[00:12:10.000 --> 00:12:18.000]  所以上星期六嘉Sir提醒我們這班50+的人
[00:12:18.000 --> 00:12:23.000]  要幫助90後、00後的年青人
[00:12:23.000 --> 00:12:32.000]  今天我在這裏都很想鼓勵我們當中的90後、00後的年青人
[00:12:32.000 --> 00:12:41.000]  尤其是在當中以為人父母的或者將會成為人父母的弟兄姊妹
[00:12:41.000 --> 00:12:46.000]  我們要好好地幫助我們下一代
[00:12:46.000 --> 00:12:50.000]  好好地教導我們的孩子
[00:12:50.000 --> 00:12:53.000]  幫助他們建立一個正確的價值觀
[00:12:53.000 --> 00:12:57.000]  教導他們有一個正確的生命優先詞綴
[00:12:57.000 --> 00:13:02.000]  將神的話語、聖經教導、人性應有的道德底線
[00:13:02.000 --> 00:13:07.000]  將香港的歷史、將香港所發生的事情
[00:13:07.000 --> 00:13:10.000]  鉅細無遺地去教導他們
[00:13:10.000 --> 00:13:17.000]  讓他們正確地認識真理、認識歷史
[00:13:17.000 --> 00:13:19.000]  鉅細無遺地去教導他們
[00:13:19.000 --> 00:13:25.000]  以致他們不會沾染上這些馬照跑、舞照跳、鼓照炒
[00:13:25.000 --> 00:13:28.000]  賺多點錢的世俗思想
[00:13:28.000 --> 00:13:38.000]  親愛的爸爸媽媽們、親愛的準父母們
[00:13:38.000 --> 00:13:41.000]  在小朋友成長過程的時期裏
[00:13:41.000 --> 00:13:46.000]  家庭和學校是對他們影響最大的
[00:13:46.000 --> 00:13:50.000]  亦都是他們最信任的地方
[00:13:50.000 --> 00:13:57.000]  亦都是他們最願意開放自己去接受被塑造的地方
[00:13:57.000 --> 00:14:03.000]  但是當我們回看我們現在的教育制度
[00:14:03.000 --> 00:14:06.000]  我想我們是時候站起來
[00:14:06.000 --> 00:14:08.000]  擔起更多的責任
[00:14:08.000 --> 00:14:12.000]  在家庭當中作教導的工作
[00:14:12.000 --> 00:14:15.000]  以致他們有能力去辨別是非
[00:14:15.000 --> 00:14:19.000]  有能力去抗衡那些謊言
[00:14:19.000 --> 00:14:24.000]  有能力去分辨那些荒謬的事情
[00:14:24.000 --> 00:14:30.000]  親愛的爸爸媽媽們
[00:14:30.000 --> 00:14:33.000]  我們所處的這個世界
[00:14:33.000 --> 00:14:37.000]  那種背叛、那種混亂、那種不信、那種墮落
[00:14:37.000 --> 00:14:42.000]  真是不下於巴比倫,是嗎?
[00:14:42.000 --> 00:14:45.000]  我們孩子真是需要你們
[00:14:45.000 --> 00:14:47.000]  將教導他們的時間
[00:14:47.000 --> 00:14:50.000]  配伴他們成長的時間
[00:14:50.000 --> 00:14:54.000]  去擺在優先的位置上
[00:14:54.000 --> 00:14:57.000]  你們願意嗎?
[00:14:57.000 --> 00:15:03.000]  另一方面,這五萬人響應回歸
[00:15:03.000 --> 00:15:05.000]  回去耶路撒冷重建聖殿
[00:15:05.000 --> 00:15:08.000]  除了要扶上剛才所說的
[00:15:08.000 --> 00:15:13.000]  可能房屋、田地、社交圈子、社會江湖地位
[00:15:13.000 --> 00:15:18.000]  還要面對很多困難和挑戰
[00:15:18.000 --> 00:15:23.000]  例如回歸屠城的風險
[00:15:23.000 --> 00:15:26.000]  回去耶路撒冷面對那些頹垣敗瓦
[00:15:26.000 --> 00:15:29.000]  面對人生路不熟
[00:15:29.000 --> 00:15:32.000]  要面對重新來過的挑戰
[00:15:32.000 --> 00:15:36.000]  但是他們心智依然堅定
[00:15:36.000 --> 00:15:41.000]  可見他們當時是將神的利益、神的心意
[00:15:41.000 --> 00:15:45.000]  擺在自己的優先位置上
[00:15:45.000 --> 00:15:49.000]  所以,親愛的弟兄姊妹們
[00:15:49.000 --> 00:15:53.000]  我們今天回到教會當中
[00:15:53.000 --> 00:15:57.000]  我們在跟隨主的路途上
[00:15:57.000 --> 00:16:01.000]  我們將誰的心意擺在最前面呢?
[00:16:01.000 --> 00:16:05.000]  我們記得3月18日
[00:16:05.000 --> 00:16:07.000]  大家有沒有印象?
[00:16:07.000 --> 00:16:09.000]  潘Sir在台上凝需
[00:16:09.000 --> 00:16:13.000]  他說自己信心少
[00:16:13.000 --> 00:16:16.000]  大家還記得他凝需的樣子是怎樣嗎?
[00:16:16.000 --> 00:16:20.000]  今天潘Sir不在,大家可以放膽說
[00:16:20.000 --> 00:16:26.000]  哎,不行,立仔幫幫忙
[00:16:26.000 --> 00:16:30.000]  童工說我信心少
[00:16:30.000 --> 00:16:32.000]  我承認
[00:16:32.000 --> 00:16:37.000]  童工說我信心少
[00:16:37.000 --> 00:16:41.000]  不要趁潘Sir不在,我們作大反
[00:16:41.000 --> 00:16:43.000]  一次就夠了
[00:16:43.000 --> 00:16:48.000]  大家看到這段片
[00:16:48.000 --> 00:16:52.000]  你看看凝需的樣子
[00:16:52.000 --> 00:16:54.000]  凝需的樣子
[00:16:54.000 --> 00:16:56.000]  潘Sir不好意思
[00:16:56.000 --> 00:16:58.000]  凝需的樣子
[00:16:58.000 --> 00:17:02.000]  他多滿足,多開心
[00:17:02.000 --> 00:17:05.000]  我從未見過有人凝需得這麼開心
[00:17:06.000 --> 00:17:08.000]  但我相信
[00:17:08.000 --> 00:17:10.000]  潘Sir的樣子是很滿足
[00:17:10.000 --> 00:17:12.000]  為什麼呢?
[00:17:12.000 --> 00:17:16.000]  因為他看到我們Flow Church這個群體
[00:17:16.000 --> 00:17:18.000]  絕大部分的弟兄姊妹
[00:17:18.000 --> 00:17:22.000]  都是在跟隨主的路途上
[00:17:22.000 --> 00:17:24.000]  願意去付上代價
[00:17:24.000 --> 00:17:27.000]  絕大多數的弟兄姊妹
[00:17:27.000 --> 00:17:31.000]  當時沒有被這107級的樓梯所嚇倒
[00:17:31.000 --> 00:17:34.000]  更加沒有被這些夾攝
[00:17:34.000 --> 00:17:39.000]  不方便、不懂路、不懂去的念頭去阻礙
[00:17:39.000 --> 00:17:41.000]  而不去崇拜
[00:17:41.000 --> 00:17:44.000]  我想可能弟兄姊妹會說
[00:17:44.000 --> 00:17:47.000]  你會不會說得太大?107級而已
[00:17:47.000 --> 00:17:49.000]  有什麼大事?
[00:17:49.000 --> 00:17:54.000]  其實我覺得我和潘Sir都看到了一種起點
[00:17:54.000 --> 00:17:56.000]  107級是一種起點
[00:17:56.000 --> 00:17:59.000]  我們看到原來我們身邊有這麼好的弟兄姊妹
[00:17:59.000 --> 00:18:01.000]  都是願意去學習
[00:18:01.000 --> 00:18:05.000]  去操練自己向跟隨主的路途上
[00:18:05.000 --> 00:18:07.000]  去學習付上代價
[00:18:07.000 --> 00:18:09.000]  學習以神為優先
[00:18:09.000 --> 00:18:12.000]  以神的心意為優先
[00:18:12.000 --> 00:18:15.000]  就好像那五萬人一樣
[00:18:15.000 --> 00:18:17.000]  是不是?
[00:18:17.000 --> 00:18:23.000]  去到以色列的第三章
[00:18:23.000 --> 00:18:25.000]  尤其在這五萬人
[00:18:25.000 --> 00:18:27.000]  回到耶路撒冷之後沒多久
[00:18:27.000 --> 00:18:33.000]  他們就很齊心地聚集在耶路撒冷
[00:18:33.000 --> 00:18:40.000]  以色列的第三章一節
[00:18:40.000 --> 00:18:42.000]  是這麼說的
[00:18:42.000 --> 00:18:44.000]  如果
[00:18:44.000 --> 00:18:46.000]  不好意思,我聽到
[00:18:46.000 --> 00:18:52.000]  他們是如同一人這樣聚集在耶路撒冷
[00:18:52.000 --> 00:18:57.000]  他們如同一人這樣聚集在耶路撒冷做什麼呢?
[00:18:57.000 --> 00:19:01.000]  經文在三章二至五節進一步帶出
[00:19:01.000 --> 00:19:04.000]  這群猶太人聚集在一起
[00:19:04.000 --> 00:19:06.000]  要為神去祝壇
[00:19:06.000 --> 00:19:08.000]  向神去獻祭
[00:19:08.000 --> 00:19:10.000]  同時間他們又出錢
[00:19:10.000 --> 00:19:14.000]  又出力地開始動工去建造聖殿
[00:19:14.000 --> 00:19:19.000]  因此他們在回歸短短一年之內
[00:19:19.000 --> 00:19:24.000]  完成了聖殿的奠基工程
[00:19:24.000 --> 00:19:29.000]  可見他們對神的敬畏
[00:19:29.000 --> 00:19:32.000]  對信仰的認真
[00:19:32.000 --> 00:19:35.000]  雖然耶路撒冷是他們的故鄉
[00:19:35.000 --> 00:19:41.000]  但當中大部分的人都是巴比倫土生土長的人
[00:19:41.000 --> 00:19:44.000]  他們可以算是一群初度貴境
[00:19:44.000 --> 00:19:47.000]  除了要適應新環境之外
[00:19:47.000 --> 00:19:53.000]  他們應該還有很多生活上的事情要處理
[00:19:53.000 --> 00:19:58.000]  例如他們要找地方安頓自己的家人
[00:19:58.000 --> 00:20:01.000]  預備建屋、買建材
[00:20:01.000 --> 00:20:06.000]  甚至乎要替別人拿回被霸佔的農地、地方
[00:20:06.000 --> 00:20:10.000]  很多事情需要放上心思
[00:20:10.000 --> 00:20:15.000]  但他們依然堅持將神的事情放在優先位置上
[00:20:15.000 --> 00:20:21.000]  為神的事情放上心思、負少、時間和金錢
[00:20:21.000 --> 00:20:25.000]  我記得在2021年年尾
[00:20:25.000 --> 00:20:29.000]  我們Flow Church推出了一個Outflow Mission
[00:20:29.000 --> 00:20:33.000]  是鼓勵留下在外地的教務同工和弟兄姊妹
[00:20:33.000 --> 00:20:39.000]  一起齊心在當地去共建一個敬拜上帝的群體
[00:20:39.000 --> 00:20:42.000]  去共建一個信仰上同行的群體
[00:20:42.000 --> 00:20:45.000]  我記得當時只是短短十天
[00:20:45.000 --> 00:20:49.000]  就有超過一百位弟兄姊妹和教務回應
[00:20:49.000 --> 00:20:53.000]  他們大多數都是初度貴境
[00:20:53.000 --> 00:20:55.000]  他們都是人生路不熟
[00:20:55.000 --> 00:20:57.000]  有些剛剛到達還沒有租屋
[00:20:57.000 --> 00:20:59.000]  還是住在Airbnb
[00:20:59.000 --> 00:21:01.000]  有些就算已經租到屋
[00:21:01.000 --> 00:21:07.000]  都還要為找工作、考車牌去傷腦筋
[00:21:07.000 --> 00:21:13.000]  但他們依然很熱心地、很齊心地回應Outflow Mission
[00:21:13.000 --> 00:21:16.000]  跟他們傾談的時候
[00:21:16.000 --> 00:21:19.000]  我很感受到他們對神的敬畏
[00:21:19.000 --> 00:21:22.000]  對重建同行群體的渴望
[00:21:22.000 --> 00:21:26.000]  對自己的敬拜、心靈的重視
[00:21:26.000 --> 00:21:30.000]  雖然當中有些弟兄姊妹因為某些原因
[00:21:30.000 --> 00:21:34.000]  譬如交通或者其他特別原因
[00:21:34.000 --> 00:21:42.000]  最終都未能夠在Outflow Mission裡面參與
[00:21:42.000 --> 00:21:46.000]  但我知道他們大部分都很積極地
[00:21:46.000 --> 00:21:50.000]  在自己的家附近找Local Church
[00:21:50.000 --> 00:21:54.000]  去建立自己的信仰上同行群體
[00:21:54.000 --> 00:21:57.000]  有些住得較遠的
[00:21:57.000 --> 00:22:00.000]  連Local Church都找不到的
[00:22:00.000 --> 00:22:05.000]  所以他們現在都迫在網上跟我們一起崇拜
[00:22:05.000 --> 00:22:13.000]  我相信神都一定可以看到你們的擺相
[00:22:13.000 --> 00:22:15.000]  你們的優先次序
[00:22:15.000 --> 00:22:19.000]  並且閱立了你們的敬拜
[00:22:19.000 --> 00:22:23.000]  我們再看聖經
[00:22:23.000 --> 00:22:25.000]  我們看到好景不常
[00:22:25.000 --> 00:22:32.000]  在第四章當五萬人慶高彩烈為奠基儀式慶賀的時候
[00:22:32.000 --> 00:22:37.000]  聖經記載他們遇上難阻、遇上很多挑戰
[00:22:37.000 --> 00:22:43.000]  經文說有些住在當地的外族居民來難阻他們
[00:22:43.000 --> 00:22:49.000]  他們千方百計去擾亂他們、恐嚇他們、阻攔他們
[00:22:49.000 --> 00:22:55.000]  甚至有人用錢不斷收買當地的官員來難阻他們
[00:22:55.000 --> 00:22:59.000]  消磨他們建建的心智
[00:22:59.000 --> 00:23:02.000]  在這些惡劣的環境下
[00:23:02.000 --> 00:23:06.000]  在這些外來的壓力、威脅下
[00:23:06.000 --> 00:23:09.000]  甚至有些政權的威脅下
[00:23:09.000 --> 00:23:12.000]  這五萬人就開始退縮
[00:23:12.000 --> 00:23:14.000]  他們的手就放軟下來
[00:23:14.000 --> 00:23:18.000]  結果他們在回歸第二年
[00:23:18.000 --> 00:23:25.000]  大約是主前535年建電工程就完全停頓下來
[00:23:25.000 --> 00:23:28.000]  一停就停了15年
[00:23:28.000 --> 00:23:31.000]  時間一斬過了15年之後
[00:23:31.000 --> 00:23:35.000]  我們就看到經文的下蓋書
[00:23:35.000 --> 00:23:41.000]  於是神就差派下蓋先知去到當中傳講神的話語
[00:23:41.000 --> 00:23:46.000]  叫他們重新啟動重建聖殿
[00:23:46.000 --> 00:23:48.000]  在這裡
[00:23:48.000 --> 00:23:55.000]  在這裡,《華本聖經》在五章一節中
[00:23:55.000 --> 00:24:02.000]  描述神叫下蓋先知去到他們去跟他們講勸勉的話
[00:24:02.000 --> 00:24:06.000]  而呂鎮忠亦本亦說鼓勵他們
[00:24:06.000 --> 00:24:09.000]  不過如果我們參考原文
[00:24:09.000 --> 00:24:11.000]  《聖經》記載
[00:24:11.000 --> 00:24:13.000]  我們會看到新譯本的記載
[00:24:13.000 --> 00:24:16.000]  會貼近多些
[00:24:16.000 --> 00:24:21.000]  因為原文真的沒有勸勉、鼓勵這些字眼
[00:24:21.000 --> 00:24:24.000]  純粹就好像新譯本這樣翻譯
[00:24:24.000 --> 00:24:30.000]  就說下蓋先知去到跟猶太人傳講信息而言
[00:24:30.000 --> 00:24:35.000]  另一方面,如果我們再看回剛才我們所讀的
[00:24:35.000 --> 00:24:38.000]  《哈該書》一至四節中
[00:24:38.000 --> 00:24:45.000]  我會發覺神差派下蓋先知去跟這五萬人講
[00:24:45.000 --> 00:24:51.000]  不單是沒有這種鼓勵、勸勉的語氣
[00:24:51.000 --> 00:24:55.000]  相反,他是帶著那種雜備
[00:24:55.000 --> 00:25:00.000]  因為神在《哈該書》第二節中
[00:25:00.000 --> 00:25:06.000]  稱呼這五萬人為「這百姓」
[00:25:06.000 --> 00:25:08.000]  他不再用那種親切的角度
[00:25:08.000 --> 00:25:12.000]  「我的百姓」,這些稱呼他們
[00:25:12.000 --> 00:25:19.000]  如果我們比對當時神在《以賽亞書》中
[00:25:19.000 --> 00:25:24.000]  稱呼那些勃逆的以色列人
[00:25:24.000 --> 00:25:27.000]  是稱呼他們「這百姓」的時候
[00:25:27.000 --> 00:25:32.000]  我們就會看到神當時的心情
[00:25:32.000 --> 00:25:38.000]  當時真的去雜備這五萬人
[00:25:38.000 --> 00:25:40.000]  神要下蓋先知去雜備這五萬人
[00:25:40.000 --> 00:25:42.000]  雜備他們什麼呢?
[00:25:42.000 --> 00:25:46.000]  經文在第四節中展示神對他們不滿的地方
[00:25:46.000 --> 00:25:54.000]  經文說:「這殿盈盈荒涼,你們自己還住天花板的房屋嗎?」
[00:25:54.000 --> 00:26:01.000]  當中的天花板房屋原文是指有蓋的意思
[00:26:01.000 --> 00:26:07.000]  他指向的不單是有屋頂的房子這麼簡單
[00:26:07.000 --> 00:26:14.000]  更是指向他們用很高貴的木材去遮蓋房屋
[00:26:14.000 --> 00:26:19.000]  或者去裝飾牆壁
[00:26:19.000 --> 00:26:24.000]  來建造一個非常華麗的房子
[00:26:24.000 --> 00:26:29.000]  就好像新年代本中所翻譯的一樣
[00:26:29.000 --> 00:26:41.000]  「我的聖殿盈盈荒涼,你們卻在建築華麗的房子裡」
[00:26:41.000 --> 00:26:48.000]  下蓋先知批評他們不是批評他們住屋過份華麗
[00:26:48.000 --> 00:26:53.000]  下蓋先知責備他們的地方是
[00:26:53.000 --> 00:26:57.000]  他們既然有時間有金錢去裝潢自己的家
[00:26:57.000 --> 00:27:02.000]  為什麼他們任憑聖殿去荒涼去荒廢呢?
[00:27:02.000 --> 00:27:08.000]  他們這一刻到底是將神放在什麼位置上呢?
[00:27:08.000 --> 00:27:13.000]  神叫下蓋先知指出這五萬人在這十幾年裡
[00:27:13.000 --> 00:27:18.000]  因為被外來的社會環境、被政治、政權的威脅
[00:27:18.000 --> 00:27:22.000]  被經濟的影響
[00:27:22.000 --> 00:27:26.000]  不知不覺地將生命的優先次序放錯了
[00:27:26.000 --> 00:27:27.000]  放亂了
[00:27:27.000 --> 00:27:31.000]  不再像回歸初期那樣
[00:27:31.000 --> 00:27:36.000]  將神的事情、心意放在優先位置上
[00:27:36.000 --> 00:27:46.000]  取而代之的是將自己的喜好、享受、事情放在神的事情、心意之先
[00:27:46.000 --> 00:27:50.000]  就像經文第九節所說
[00:27:50.000 --> 00:27:58.000]  「我的殿荒涼,你們各人卻顧自己的房屋」
[00:27:58.000 --> 00:28:06.000]  弟兄姊妹,這幾年我們都經歷了很多社會的變遷
