
[00:00:00.000 --> 00:00:02.960]  我們今天帶著敬畏的心
[00:01:14.120 --> 00:01:17.200]  我是在新道倫那裏完成的
[00:01:17.200 --> 00:01:19.800]  所以我也很感激新道倫
[00:01:19.800 --> 00:01:21.000]  鳴謝他
[00:01:21.000 --> 00:01:25.560]  在一個豪華的位置
[00:01:25.560 --> 00:01:28.040]  可以有兩程的船
[00:01:28.040 --> 00:01:31.080]  希望能夠完成他的一種情況
[00:01:31.080 --> 00:01:32.840]  很感恩
[00:01:32.840 --> 00:01:35.640]  我終於寫了一篇飲水的道
[00:01:35.640 --> 00:01:37.640]  就是一個這樣的情況
[00:01:37.640 --> 00:01:41.160]  我們一起有個祈禱作為開始
[00:01:41.160 --> 00:01:43.040]  多謝天父
[00:01:43.040 --> 00:01:44.360]  真是祢的道
[00:01:44.360 --> 00:01:48.040]  永遠長存滋潤我們的生命
[00:01:48.040 --> 00:01:51.040]  我們真是不願聽到人的聲音
[00:01:51.040 --> 00:01:53.560]  我們很想聽到祢的聲音
[00:01:53.560 --> 00:01:55.760]  求主引導大靈
[00:01:55.760 --> 00:01:58.680]  幫助孩子宣講祢的話語清楚
[00:01:58.680 --> 00:02:01.240]  我們同心謙卑領受
[00:02:01.240 --> 00:02:03.440]  祈禱奉耶穌基督名求
[00:02:03.440 --> 00:02:05.560]  阿們
[00:02:05.560 --> 00:02:08.880]  我一開始就用了一位法國的政治家
[00:02:08.880 --> 00:02:11.360]  他在1825年那時候
[00:02:11.360 --> 00:02:14.560]  就寫了一段說話
[00:02:14.560 --> 00:02:15.800]  那段說話
[00:02:15.800 --> 00:02:18.240]  英文翻譯和中文翻譯
[00:02:18.240 --> 00:02:20.640]  我都打在PowerPoint上
[00:02:20.640 --> 00:02:21.920]  那段翻譯就是說
[00:02:21.920 --> 00:02:24.640]  Tell me what you eat
[00:02:24.640 --> 00:02:28.040]  and I will tell you who you are
[00:02:28.040 --> 00:02:29.560]  就是說你告訴我
[00:02:29.560 --> 00:02:30.920]  你今天吃了什麼
[00:02:30.920 --> 00:02:33.240]  又或者你最近吃了什麼的話
[00:02:33.240 --> 00:02:35.160]  我就可以告訴你
[00:02:35.160 --> 00:02:36.520]  你是誰
[00:02:36.520 --> 00:02:37.560]  這個問題
[00:02:37.560 --> 00:02:39.520]  其實這個政治家
[00:02:39.520 --> 00:02:41.120]  說起來你都覺得
[00:02:41.120 --> 00:02:42.520]  嘩 用不著這麼厲害
[00:02:42.520 --> 00:02:43.720]  你告訴我
[00:02:43.720 --> 00:02:44.680]  你吃了什麼
[00:02:44.680 --> 00:02:45.800]  我就告訴你
[00:02:45.800 --> 00:02:46.480]  Who you are
[00:02:46.480 --> 00:02:51.800]  其實會不會有些風水的感覺呢
[00:02:51.800 --> 00:02:53.200]  但是你看清楚一點
[00:02:53.200 --> 00:02:53.680]  真的
[00:02:53.680 --> 00:02:54.880]  我們的飲食
[00:02:54.880 --> 00:02:56.800]  真的定義我們的身份
[00:02:56.800 --> 00:02:58.280]  特別是飲食
[00:02:58.280 --> 00:03:00.080]  你喝什麼水
[00:03:00.080 --> 00:03:02.680]  其實就真的定義你的身份
[00:03:02.680 --> 00:03:06.360]  這個一開始就跟大家分享
[00:03:06.360 --> 00:03:08.600]  我選擇的版本
[00:03:08.600 --> 00:03:10.880]  今天選擇的版本就是歷代誌
[00:03:10.880 --> 00:03:12.280]  就不是薩姆爾
[00:03:12.280 --> 00:03:13.200]  一方面
[00:03:13.200 --> 00:03:16.280]  歷代誌我是比較有偏見的
[00:03:16.280 --> 00:03:17.480]  比較有偏愛的
[00:03:17.480 --> 00:03:19.080]  所以我選擇了歷代誌
[00:03:19.080 --> 00:03:20.640]  二來選擇了歷代誌
[00:03:20.640 --> 00:03:22.320]  這個production會快一點
[00:03:22.320 --> 00:03:24.520]  因為我整本《色經》都寫了
[00:03:24.520 --> 00:03:26.920]  所以那個解經我就做了
[00:03:26.920 --> 00:03:29.360]  所以就是這樣的情況
[00:03:29.360 --> 00:03:31.720]  但是就算是這樣也好
[00:03:31.720 --> 00:03:34.920]  歷代誌描繪的大衛是什麼呢
[00:03:34.920 --> 00:03:37.680]  是一種全民造星的大衛
[00:03:37.680 --> 00:03:38.920]  為什麼這樣說呢
[00:03:38.920 --> 00:03:41.760]  就是當我們研究歷代誌的時候
[00:03:41.760 --> 00:03:44.680]  我們就很明顯歷代誌是辭成書
[00:03:44.680 --> 00:03:46.680]  薩姆爾是早成書
[00:03:46.680 --> 00:03:50.840]  如果兩段經文是有相同的地方的話
[00:03:50.840 --> 00:03:53.480]  我們只能夠是後成書那個
[00:03:53.480 --> 00:03:55.560]  是抄襲前成書
[00:03:55.560 --> 00:03:58.120]  就好像我以前小學的時候
[00:03:58.120 --> 00:04:00.440]  我都借過同學的功課來抄
[00:04:00.440 --> 00:04:01.840]  大家有沒有試過抄功課
[00:04:01.840 --> 00:04:02.440]  有啦
[00:04:02.440 --> 00:04:04.280]  人生必經階段
[00:04:04.280 --> 00:04:06.160]  我就借了三個同學的功課
[00:04:06.160 --> 00:04:08.080]  A同學 B同學 C同學
[00:04:08.080 --> 00:04:09.200]  那裡抄一截
[00:04:09.200 --> 00:04:10.160]  這裡抄一截
[00:04:10.160 --> 00:04:11.240]  那裡抄一截
[00:04:11.240 --> 00:04:13.480]  然後進行深度的剪輯
[00:04:13.480 --> 00:04:17.320]  然後就產生一個新的功課
[00:04:17.320 --> 00:04:19.400]  當交上這個功課之後
[00:04:19.400 --> 00:04:21.480]  我的老師就收到這個功課
[00:04:21.480 --> 00:04:23.080]  原來我的老師是懂得
[00:04:23.080 --> 00:04:26.280]  聖經批判學一個Source Criticism
[00:04:26.280 --> 00:04:27.800]  也就是說來源批判
[00:04:27.800 --> 00:04:30.400]  就抽走所有editorial work
[00:04:30.400 --> 00:04:33.240]  然後還原A來源 B來源 C來源
[00:04:33.240 --> 00:04:34.240]  然後就跟我說
[00:04:34.240 --> 00:04:35.440]  這個是來自A同學
[00:04:35.440 --> 00:04:36.560]  那個是來自B同學
[00:04:36.560 --> 00:04:38.240]  那個是來自C同學
[00:04:38.240 --> 00:04:39.920]  從此我就明白
[00:04:39.920 --> 00:04:41.640]  原來這個Source Criticism
[00:04:41.640 --> 00:04:44.640]  是不用進建道也懂得做的
[00:04:44.640 --> 00:04:46.200]  因此我們明白
[00:04:46.200 --> 00:04:48.000]  如果你真的要抄功課
[00:04:48.000 --> 00:04:50.520]  兩個版本拼在一起
[00:04:50.520 --> 00:04:51.720]  就只有
[00:04:51.720 --> 00:04:53.640]  如果有一點分別的話
[00:04:53.640 --> 00:04:54.720]  有一些不同
[00:04:54.720 --> 00:04:57.120]  就一定是抄的人做的
[00:04:57.120 --> 00:04:58.280]  你抄功課
[00:04:58.280 --> 00:05:01.880]  其實這個世界就只有三個類別的不同
[00:05:01.880 --> 00:05:05.120]  第一個類別叫做加嘢
[00:05:05.120 --> 00:05:08.160]  第二個類別叫做減嘢
[00:05:08.160 --> 00:05:10.520]  第三個類別叫改嘢
[00:05:10.520 --> 00:05:12.320]  或者作嘢
[00:05:12.320 --> 00:05:14.760]  我們只有三個可能性
[00:05:14.760 --> 00:05:16.840]  所以你研究歷代誌
[00:05:16.840 --> 00:05:19.480]  你將兩個平行經文對比
[00:05:19.480 --> 00:05:21.000]  對比他們的找不同
[00:05:21.000 --> 00:05:23.960]  然後找出歷代誌作者引入的不同
[00:05:23.960 --> 00:05:26.520]  然後看看能否找到一致的傾向
[00:05:26.520 --> 00:05:28.320]  你就找到那個歷代誌作者
[00:05:28.320 --> 00:05:30.840]  他背後的神學思想到底是什麼
[00:05:30.840 --> 00:05:33.000]  而在這裡我很想告訴大家
[00:05:33.000 --> 00:05:35.720]  這一段是說全民造星
[00:05:35.720 --> 00:05:39.760]  就是歷代誌想引入的editorial work
[00:05:39.760 --> 00:05:43.160]  他是想描繪一個被動的大衛
[00:05:43.160 --> 00:05:47.640]  主動被一群人捧他上座為皇帝
[00:05:47.640 --> 00:05:50.560]  這和薩姆爾的版本完全不同
[00:05:50.560 --> 00:05:53.720]  薩姆爾的版本大衛是非常有野心
[00:05:53.720 --> 00:05:57.120]  你會發現他不停逃避訴來追殺
[00:05:57.120 --> 00:05:59.960]  然後他組織400人的勇士
[00:05:59.960 --> 00:06:01.960]  還去跟他修土地
[00:06:01.960 --> 00:06:03.920]  有一段那一段的說話
[00:06:03.920 --> 00:06:04.760]  你就明白
[00:06:04.760 --> 00:06:07.600]  薩姆爾的大衛是比較主動
[00:06:07.600 --> 00:06:09.760]  但歷代誌的大衛真的比較被動
[00:06:09.760 --> 00:06:12.880]  是真的被人捧上去的一種感覺
[00:06:12.880 --> 00:06:15.680]  基本上除了我們今天所提到的經文
[00:06:15.680 --> 00:06:18.320]  十二章的十七節之外
[00:06:18.320 --> 00:06:21.360]  基本上這個大衛一句話都沒有說過
[00:06:21.360 --> 00:06:24.600]  就是被一群人捧他上去
[00:06:24.600 --> 00:06:29.560]  大衛作王得到全以色列民的支持
[00:06:29.560 --> 00:06:32.840]  這個向度是全民造星的向度
[00:06:32.840 --> 00:06:34.360]  難怪有一位學者
[00:06:34.360 --> 00:06:36.240]  他的名字叫Sara Yafat
[00:06:36.240 --> 00:06:38.440]  這個已經是一個婆婆
[00:06:38.440 --> 00:06:41.880]  他拿了一個猶太主義的研究獎
[00:06:41.880 --> 00:06:44.840]  他形容這個歷代誌的大衛
[00:06:44.840 --> 00:06:46.280]  是有一種傾向
[00:06:46.280 --> 00:06:49.200]  那個傾向叫做Democratization
[00:06:49.200 --> 00:06:51.200]  什麼叫Democratization呢
[00:06:51.200 --> 00:06:54.400]  就是那個叫做民主化的傾向
[00:06:54.400 --> 00:06:58.760]  也就是說全民一起捧這位大衛作王的傾向
[00:06:58.760 --> 00:07:01.160]  十一章的第一節的歷代誌
[00:07:01.160 --> 00:07:04.480]  說明全以色列民來到希伯倫見大衛
[00:07:04.480 --> 00:07:06.840]  要求他作王
[00:07:06.840 --> 00:07:10.960]  而且他的作王也得到以色列民眾長老的支持
[00:07:10.960 --> 00:07:12.560]  大衛就跟他納約
[00:07:12.560 --> 00:07:15.440]  這個是歷代誌上的十一章的第三節
[00:07:15.440 --> 00:07:19.960]  大衛跟全以色列民一起去攻打耶路撒冷
[00:07:19.960 --> 00:07:21.880]  這個是十一章的第四節
[00:07:21.880 --> 00:07:25.480]  就說明了攻打耶路撒冷是一件全民造星
[00:07:25.480 --> 00:07:26.640]  全民參與
[00:07:26.640 --> 00:07:32.120]  而不是只有大衛跟隨他幾個金班做的事情
[00:07:32.120 --> 00:07:35.040]  如果只是大衛跟幾個金班做的事情
[00:07:35.040 --> 00:07:39.760]  那個版本是記載了在撒姆爾記下的第五章的第六節
[00:07:39.760 --> 00:07:43.360]  就是說撒姆爾記下的大衛並不是全民造星
[00:07:43.360 --> 00:07:46.960]  歷代誌的大衛就真的是全民參與
[00:07:46.960 --> 00:07:51.080]  十一章的第十節更加描述大衛的勇士們
[00:07:51.080 --> 00:07:54.880]  就跟以色列民一起去幫助大衛
[00:07:54.880 --> 00:07:57.240]  就說明了勇士的幫助
[00:07:57.240 --> 00:08:01.400]  也都屬於全以色列民支持大衛的取向
[00:08:01.400 --> 00:08:08.360]  接著我們跳到第十二章的二十四到三十七節
[00:08:08.360 --> 00:08:13.840]  就說明了各支派其實都有軍隊去支持大衛
[00:08:13.840 --> 00:08:16.280]  甚至不是猶大支派
[00:08:16.280 --> 00:08:18.840]  也就是不是自己有的那些支持
[00:08:18.840 --> 00:08:21.800]  比起猶大支派的支持更加厲害
[00:08:21.800 --> 00:08:24.600]  特別是河東那兩個半支派
[00:08:24.600 --> 00:08:28.120]  有十二萬的軍隊去支持大衛
[00:08:28.120 --> 00:08:29.840]  所以由此可見
[00:08:29.840 --> 00:08:34.520]  其實大衛的作王是一種民主化的傾向
[00:08:34.520 --> 00:08:37.200]  就說明了大衛的作王不是因為
[00:08:37.200 --> 00:08:40.960]  那種跟蘇俄的政治爭拗和角力
[00:08:40.960 --> 00:08:45.640]  也都不是因為他主動組織那四百個勇士去收徒弟
[00:08:45.640 --> 00:08:48.520]  而是因為民心所向
[00:08:48.520 --> 00:08:53.160]  是一件以色列民一心一意要完成的事情
[00:08:53.160 --> 00:08:57.160]  基本上我們看看希伯來文大家都知道
[00:08:57.160 --> 00:09:00.160]  如果你發現的話
[00:09:00.160 --> 00:09:03.240]  原來歷代至上的十一到十二章
[00:09:03.240 --> 00:09:07.040]  有兩個希伯來文是重複出現非常多次
[00:09:07.040 --> 00:09:10.760]  第一個的希伯來文就續作bo
[00:09:10.760 --> 00:09:13.440]  bo是解作來的意思
[00:09:13.440 --> 00:09:15.120]  其實這個字很有趣
[00:09:15.120 --> 00:09:18.400]  它一方面解作來又可以解作去
[00:09:18.400 --> 00:09:19.640]  你覺得很有趣嗎
[00:09:19.640 --> 00:09:21.760]  又來又去都可以的
[00:09:21.760 --> 00:09:24.720]  你就會發現在整段的經文裡面
[00:09:24.720 --> 00:09:26.320]  我都打了一些字數
[00:09:26.320 --> 00:09:29.360]  出現這個字的地方就出現了很多次
[00:09:29.360 --> 00:09:32.920]  第二個字就是幫助這個字
[00:09:32.920 --> 00:09:35.720]  同樣地我都打在螢光幕上
[00:09:35.720 --> 00:09:38.040]  給大家看出現的次數多不多
[00:09:38.040 --> 00:09:39.480]  其實都幾多
[00:09:39.480 --> 00:09:44.480]  所以來和幫助就成為出現字數最多的情況
[00:09:44.480 --> 00:09:49.440]  就說明了勇士們和以色列民主動來
[00:09:49.440 --> 00:09:52.840]  驅使被動的大衛作王
[00:09:52.840 --> 00:09:55.040]  第二個幫助的字
[00:09:55.040 --> 00:09:58.360]  說明了勇士們來是做什麼的
[00:09:58.360 --> 00:10:01.960]  來是為了幫助大衛
[00:10:01.960 --> 00:10:05.840]  而他們的幫助是一種天天的幫助
[00:10:05.840 --> 00:10:08.920]  十二章的二十二節就說明
[00:10:08.920 --> 00:10:12.320]  天天都有人來幫助大衛
[00:10:12.320 --> 00:10:14.120]  就是這個天天的幫助
[00:10:14.120 --> 00:10:17.000]  不是一次性而是有持續性
[00:10:17.000 --> 00:10:19.120]  以至組織成為大軍
[00:10:19.120 --> 00:10:21.640]  能夠成為神的軍一樣
[00:10:21.640 --> 00:10:23.760]  他們之所以成為神的軍
[00:10:23.760 --> 00:10:28.600]  全因為他們反映了背後神對大衛的幫助
[00:10:28.600 --> 00:10:31.840]  他們就是履行了神的心意的代理人
[00:10:31.840 --> 00:10:34.640]  以他們個人對大衛的幫助
[00:10:34.640 --> 00:10:36.560]  顯明上帝的心意
[00:10:36.560 --> 00:10:40.880]  不單止這班勇士來幫助大衛
[00:10:40.880 --> 00:10:43.880]  甚至連那些勇士的名字
[00:10:43.880 --> 00:10:46.120]  都和幫助有關
[00:10:46.120 --> 00:10:49.440]  例如有個勇士的名字叫做「爾利阿薩」
[00:10:49.440 --> 00:10:52.720]  其實他的意思就是解造神幫助
[00:10:52.720 --> 00:10:56.880]  「阿比爾謝」他的意思就是我的父親幫助
[00:10:56.880 --> 00:11:01.320]  「阿希爾謝」這個名字的意思就是我的兄弟幫助
[00:11:01.320 --> 00:11:04.800]  「阿薩列」他的意思就是神意幫助
[00:11:04.800 --> 00:11:08.480]  「若爾謝」他的意思就是耶和華幫助
[00:11:08.480 --> 00:11:12.480]  「阿舍」整個名字都是解造幫助
[00:11:12.480 --> 00:11:14.960]  你就會發現媽媽幫助爸爸
[00:11:14.960 --> 00:11:17.800]  幫助妹妹 幫助兄弟
[00:11:17.800 --> 00:11:21.840]  全部都走去幫助大衛
[00:11:21.840 --> 00:11:23.800]  所以你真的沒有選擇
[00:11:23.800 --> 00:11:26.800]  歷代誌的十一到十二章
[00:11:26.800 --> 00:11:29.800]  其實主題就是幫助
[00:11:29.800 --> 00:11:33.320]  這些名字的選取
[00:11:33.320 --> 00:11:36.760]  讓我們明白原來整段經文
[00:11:36.760 --> 00:11:43.480]  就是全民造星那樣走去幫助大衛
[00:11:43.480 --> 00:11:47.280]  讓你感覺到大衛是一個被動
[00:11:47.280 --> 00:11:51.280]  被人捧上去 被動的大衛
[00:11:51.280 --> 00:11:55.680]  但在這麼多幫助的主題下
[00:11:55.680 --> 00:11:58.680]  整段十一到十二章
[00:11:58.680 --> 00:12:00.680]  今天我所說的經文
[00:12:00.680 --> 00:12:04.680]  大衛原來只不過是出聲一句那麼多
[00:12:04.680 --> 00:12:09.680]  而那句話其實就記載在十一章第十七節
[00:12:09.680 --> 00:12:12.160]  「神感動人去幫助大衛」
[00:12:12.160 --> 00:12:14.960]  這些人全部都是勇士
[00:12:14.960 --> 00:12:17.360]  有些人的樣子很像一隻獅子
[00:12:17.360 --> 00:12:21.160]  有些人一隻手就可以拿著一根棍子
[00:12:21.160 --> 00:12:23.760]  打死八十個菲利士人
[00:12:23.760 --> 00:12:27.160]  所以這些人也不是善男信女
[00:12:27.160 --> 00:12:28.160]  大家想清楚
[00:12:28.160 --> 00:12:31.760]  大衛是打死一個菲利士人
[00:12:31.760 --> 00:12:36.760]  他的手下是一根棍子打死八十個
[00:12:36.760 --> 00:12:38.760]  所以你就會明白
[00:12:38.760 --> 00:12:43.160]  那些菲利士人其實比大衛更加厲害
[00:12:43.160 --> 00:12:45.960]  這些人是很強的勇士
[00:12:45.960 --> 00:12:48.160]  而在描述被動的大衛當中
[00:12:48.160 --> 00:12:51.760]  卻記載了他一句話
[00:12:51.760 --> 00:12:53.360]  這句話就是
[00:12:53.360 --> 00:12:59.360]  「甚願有人將百里行城門旁井裡的水
[00:12:59.360 --> 00:13:01.760]  打來給我喝」
[00:13:01.760 --> 00:13:03.160]  只有這一句
[00:13:03.160 --> 00:13:04.760]  兩章的經文
[00:13:04.760 --> 00:13:08.960]  大衛只說了這一句
[00:13:08.960 --> 00:13:13.360]  這一句是歷代至上十一十二章當中唯一的一句
[00:13:13.360 --> 00:13:15.160]  原文直譯是什麼呢
[00:13:15.160 --> 00:13:16.160]  原文直譯就是
[00:13:16.160 --> 00:13:22.360]  「誰使百里行城門旁井裡的水給我喝」
[00:13:22.360 --> 00:13:27.160]  所以這一句不是自言自語的「甚願」
[00:13:27.160 --> 00:13:28.960]  大家知不知道什麼叫「甚願」
[00:13:28.960 --> 00:13:30.160]  「甚願」的意思就是
[00:13:30.160 --> 00:13:33.360]  如果你有老公或老婆
[00:13:33.360 --> 00:13:36.360]  當你坐在電視上
[00:13:36.360 --> 00:13:39.160]  尤其是老婆坐在電視上
[00:13:39.160 --> 00:13:41.160]  然後老公陪你看電視
[00:13:41.160 --> 00:13:42.160]  然後老婆就說
[00:13:42.160 --> 00:13:49.760]  「甚願有人煮個公仔麵給我吃」
[00:13:49.760 --> 00:13:52.760]  其實整間屋子裡有什麼人呢
[00:13:52.760 --> 00:13:56.360]  其實就是老公
[00:13:56.360 --> 00:13:59.360]  然後「甚願有人」
[00:13:59.360 --> 00:14:02.160]  其實我們以為他是這樣說話的
[00:14:02.160 --> 00:14:04.360]  但大衛就不是
[00:14:04.360 --> 00:14:06.960]  大衛的意思就是「誰」
[00:14:06.960 --> 00:14:08.560]  直接問不是說
[00:14:08.560 --> 00:14:11.960]  「甚願有人真的打井水給我喝」
[00:14:11.960 --> 00:14:13.360]  不是這樣的意思
[00:14:13.360 --> 00:14:14.360]  他的意思是
[00:14:14.360 --> 00:14:20.360]  「誰能夠打井裡的水給我喝」
[00:14:20.360 --> 00:14:21.960]  我們想問
[00:14:21.960 --> 00:14:24.760]  大衛為什麼要喝水
[00:14:24.760 --> 00:14:27.360]  在當時的地理環境裡
[00:14:27.360 --> 00:14:32.760]  大衛其實是躲在亞都蘭洞的那裡
[00:14:32.760 --> 00:14:37.360]  亞都蘭洞是位於耶路撒冷西南的一個地方
[00:14:37.360 --> 00:14:38.360]  而伯利恆
[00:14:38.360 --> 00:14:40.360]  即是說伯利恆井旁的水
[00:14:40.360 --> 00:14:43.960]  伯利恆是耶路撒冷的東南以下
[00:14:43.960 --> 00:14:45.160]  如果是這樣
[00:14:45.160 --> 00:14:46.960]  由一個西南的地方
[00:14:46.960 --> 00:14:48.760]  去到一個東南的地方
[00:14:48.760 --> 00:14:51.360]  中間就要經過一個谷
[00:14:51.360 --> 00:14:54.160]  那個谷就叫利弗欽谷
[00:14:54.160 --> 00:14:55.760]  古國的菲利士人
[00:14:55.760 --> 00:14:57.560]  當時在利弗欽谷
[00:14:57.560 --> 00:15:00.560]  是位於耶路撒冷的西南部
[00:15:00.560 --> 00:15:05.960]  正正就是亞都蘭洞和伯利恆之間
[00:15:05.960 --> 00:15:09.360]  利弗欽谷又稱為巨人谷
[00:15:09.360 --> 00:15:11.360]  因為利弗欽這個字
[00:15:11.360 --> 00:15:13.160]  在希伯來文是叫做巨人
[00:15:13.160 --> 00:15:14.160]  巨人谷
[00:15:14.160 --> 00:15:17.360]  菲利士人多次在這個谷裡
[00:15:17.360 --> 00:15:19.760]  和大衛進行軍事行動
[00:15:19.760 --> 00:15:23.360]  當軍隊散佈在這個谷之後
[00:15:23.360 --> 00:15:26.560]  就截斷了耶路撒冷的水源
[00:15:26.560 --> 00:15:29.160]  耶路撒冷就可以說沒有水源了
[00:15:29.160 --> 00:15:31.160]  尤其是這個谷
[00:15:31.160 --> 00:15:33.160]  原來是非常土地肥沃
[00:15:33.160 --> 00:15:34.960]  能夠有豐富的收成
[00:15:34.960 --> 00:15:37.160]  就算耶路撒冷沒有水源
[00:15:37.160 --> 00:15:40.760]  但是身處在亞都蘭洞的大衛
[00:15:40.760 --> 00:15:42.560]  他應該非常安全
[00:15:42.560 --> 00:15:44.160]  是非常有水源
[00:15:44.160 --> 00:15:44.960]  為什麼?
[00:15:44.960 --> 00:15:47.360]  因為亞都蘭這個地方
[00:15:47.360 --> 00:15:48.760]  其實是綠洲
[00:15:48.760 --> 00:15:50.760]  是有足夠的水
[00:15:50.760 --> 00:15:53.760]  那些水是來自溪水
[00:15:53.760 --> 00:15:55.760]  溪水是有水的
[00:15:55.760 --> 00:15:57.760]  如果他警惕
[00:15:57.760 --> 00:16:00.560]  應該就叫他的小朋友
[00:16:00.560 --> 00:16:02.760]  就去溪水那裡打個水
[00:16:02.760 --> 00:16:04.960]  喝,其實是可以的
[00:16:04.960 --> 00:16:07.360]  不過他總是要問
[00:16:07.360 --> 00:16:12.160]  哪一個能夠去伯利恆的井水打來喝
[00:16:12.160 --> 00:16:14.960]  因為伯利恆是屬於他的鄉下
[00:16:14.960 --> 00:16:16.760]  我們看看這幅圖
[00:16:16.760 --> 00:16:19.760]  這幅圖就是打井的情況
[00:16:19.760 --> 00:16:20.760]  到底是怎樣
[00:16:20.760 --> 00:16:22.360]  因為在巴勒斯坦地
[00:16:22.360 --> 00:16:24.760]  不是很多地方有溪水
[00:16:24.760 --> 00:16:27.160]  所以就需要打井
[00:16:27.160 --> 00:16:28.760]  又或者挖個深淵
[00:16:28.760 --> 00:16:31.160]  才能夠找到那些水
[00:16:31.160 --> 00:16:33.360]  所以找到水源有兩個方法
[00:16:33.360 --> 00:16:34.760]  一個是溪水
[00:16:34.760 --> 00:16:36.760]  一個就是井水
[00:16:36.760 --> 00:16:41.160]  但是在伯利恆其實是沒有溪水的
[00:16:41.160 --> 00:16:42.560]  如果你真的去過伯利恆
[00:16:42.560 --> 00:16:43.960]  你就知道是沒有溪水
[00:16:43.960 --> 00:16:47.160]  當地的人只可以挖掘井水
[00:16:47.160 --> 00:16:49.760]  如果成功挖掘到井水
[00:16:49.760 --> 00:16:51.960]  這是一個非常大的成就
[00:16:51.960 --> 00:16:54.360]  所以誰挖掘到的
[00:16:54.360 --> 00:16:57.360]  誰就能夠擁有那個井
[00:16:57.360 --> 00:17:00.160]  就成為那個人的私人財產
[00:17:00.160 --> 00:17:05.560]  因此大衛要去喝伯利恆城門旁的水
[00:17:05.560 --> 00:17:10.960]  相信就是大衛和他的家族本來的財產
[00:17:10.960 --> 00:17:14.160]  就算眼前有菲利士的軍隊
[00:17:14.160 --> 00:17:19.760]  也都決意兌現自己對這個井的屬有權
[00:17:19.760 --> 00:17:21.560]  就是說這裡是我的
[00:17:21.560 --> 00:17:22.760]  我看場的
[00:17:22.760 --> 00:17:24.760]  這個井是屬於我的
[00:17:24.760 --> 00:17:27.160]  就算眼前有菲利士人的軍隊
[00:17:27.160 --> 00:17:31.360]  也都決意要喝這個水
[00:17:31.360 --> 00:17:32.760]  這種是什麼呢
[00:17:32.760 --> 00:17:36.760]  這種是宣示主權
[00:17:36.760 --> 00:17:39.360]  大衛的一句話說明了
[00:17:39.360 --> 00:17:40.560]  他是大佬
[00:17:40.560 --> 00:17:41.960]  他是主人
[00:17:41.960 --> 00:17:44.560]  他是這個井的主人
[00:17:44.560 --> 00:17:48.160]  當他問水這個問題的時候
[00:17:48.160 --> 00:17:50.760]  其實就問了這個問題的同時
[00:17:50.760 --> 00:17:55.160]  也都說明了自己就是這個水的主人
[00:17:55.160 --> 00:17:56.760]  水的主人
[00:17:56.760 --> 00:18:00.160]  我們原來大衛做什麼呢
[00:18:00.160 --> 00:18:03.160]  就是拆存在感
[00:18:03.160 --> 00:18:04.360]  就是他的存在
[00:18:04.360 --> 00:18:08.160]  他的主人的存在
[00:18:08.160 --> 00:18:13.560]  存在感是一個很細微的感覺
[00:18:13.560 --> 00:18:18.560]  一方面你又不想自己的存在感很低
[00:18:18.560 --> 00:18:20.360]  如果我的存在感很低
[00:18:20.360 --> 00:18:24.760]  你就可能會覺得對這個有種厭世的感覺
[00:18:24.760 --> 00:18:27.160]  但是如果你的存在感太高
[00:18:27.160 --> 00:18:30.160]  你的自我太過膨脹的話
[00:18:30.160 --> 00:18:31.960]  你就會影響身邊的人
