
[00:00:00.000 --> 00:00:05.000]  今天我要跟大家講一個人生道理
[00:04:17.000 --> 00:04:23.000]  到了第33章的第二節,有人從耶路撒冷到我這裡說,城已攻破了
[00:04:23.000 --> 00:04:28.000]  到了那一刻才宣告正式的滅亡
[00:04:28.000 --> 00:04:38.000]  所以以色列書是用了30章的經文不斷地描述、預警、講述耶路撒冷滅亡的過程
[00:04:38.000 --> 00:04:44.000]  今天我們看的第4章,正正就是耶和華上帝跟以色列說
[00:04:45.000 --> 00:04:50.000]  第一次要講耶路撒冷滅亡的圖畫
[00:04:50.000 --> 00:04:59.000]  第二點我要說的是,以色列所謂預警耶路撒冷滅亡的預言
[00:04:59.000 --> 00:05:05.000]  其實是一個無言無語、沉默的行為
[00:05:05.000 --> 00:05:11.000]  以色列在第3章裡,上帝吩咐以色列不能說話
[00:05:12.000 --> 00:05:15.000]  從此以色列不能說話,直到第33章
[00:05:15.000 --> 00:05:24.000]  所以以色列是沉默地用了很多奇怪的行為藝術
[00:05:24.000 --> 00:05:29.000]  來講述很多不同的語言和訊息
[00:05:29.000 --> 00:05:33.000]  以色列默然不語,用了很多奇怪的表達
[00:05:33.000 --> 00:05:37.000]  在眾人面前講述耶路撒冷的慘劇
[00:05:38.000 --> 00:05:41.000]  所以今天大家看了經文,要閱讀
[00:05:41.000 --> 00:05:47.000]  上帝要以色列做的這些動作,其實要自己去度入
[00:05:47.000 --> 00:05:53.000]  這些將會是一群的市民在耶路撒冷遭遇的慘況
[00:05:53.000 --> 00:05:58.000]  我們讀一讀經文,以色列書第4章第9節開始
[00:05:58.000 --> 00:06:01.000]  我們一起讀,預備,1,2,3
[00:06:02.000 --> 00:06:08.000]  (下課)
[00:06:08.000 --> 00:06:12.000]  (下課)
[00:06:12.000 --> 00:06:16.000]  (下課)
[00:06:16.000 --> 00:06:20.000]  (下課)
[00:06:20.000 --> 00:06:24.000]  (下課)
[00:06:25.000 --> 00:06:29.000]  (下課)
[00:06:29.000 --> 00:06:33.000]  (下課)
[00:06:33.000 --> 00:06:37.000]  (下課)
[00:06:37.000 --> 00:06:41.000]  (下課)
[00:06:41.000 --> 00:06:45.000]  (下課)
[00:06:46.000 --> 00:06:50.000]  (下課)
[00:06:51.000 --> 00:06:55.000]  (下課)
[00:06:55.000 --> 00:06:59.000]  (下課)
[00:06:59.000 --> 00:07:03.000]  (下課)
[00:07:03.000 --> 00:07:07.000]  (下課)
[00:07:08.000 --> 00:07:12.000]  (下課)
[00:07:12.000 --> 00:07:16.000]  (下課)
[00:07:17.000 --> 00:07:21.000]  (下課)
[00:07:42.000 --> 00:07:44.000]  我們讀讀這段經文吧
[00:07:44.000 --> 00:07:51.000]  總體來說,這段經文是以色列被上帝要求做出幾件行為的藝術
[00:07:51.000 --> 00:07:58.000]  來表達出耶路撒冷淪陷的時候,當他被圍攻被困的時候
[00:07:58.000 --> 00:08:01.000]  裡面的人的慘況
[00:08:01.000 --> 00:08:06.000]  第一個,城市正在淪陷的時候,這群人會經歷到的
[00:08:07.000 --> 00:08:13.000]  他們的生活是如何,他們生活中所得到的物質
[00:08:13.000 --> 00:08:18.000]  無論是糧食還是水,都是非常之缺乏
[00:08:18.000 --> 00:08:24.000]  所以以下有三個不同的動作,來講述這個狀況
[00:08:24.000 --> 00:08:32.000]  第一個是糧食問題,你要取小麥、大麥、豆子、紅豆、小米、粗麥
[00:08:33.000 --> 00:08:39.000]  在一個器皿中,以為自己做餅,要按你則我的390天來吃這餅
[00:08:39.000 --> 00:08:43.000]  你所吃的,要按兩份吃,每天吃24顆,按時吃
[00:08:43.000 --> 00:08:51.000]  上帝吩咐以色列人要用小麥、大麥、豆子、紅豆、小米、粗麥來做餅
[00:08:51.000 --> 00:08:57.000]  大家不要以為是吃Cereal,這個不是mix米,好像很正
[00:08:57.000 --> 00:09:00.000]  也不是煮一些糙米飯,加一些糙米進去
[00:09:01.000 --> 00:09:04.000]  這個不是Cereal的吃法,並不是正常的吃法
[00:09:04.000 --> 00:09:14.000]  意思是當糧食不足的時候,你只能用一些次好的東西來混合
[00:09:14.000 --> 00:09:21.000]  勉勉強強混合在一起,加在一起煮成一碟,這樣就吃得下
[00:09:21.000 --> 00:09:26.000]  我記得我以前在德國讀書的時候也是這樣,很饑渴奶茶
[00:09:27.000 --> 00:09:32.000]  當時沒有奶茶怎麼辦呢?唯有我們華人用30包粉紅茶
[00:09:32.000 --> 00:09:40.000]  那些茶包袋,30包真的30包,混在一起做一個很濃的茶出來,嘗試代替它
[00:09:40.000 --> 00:09:46.000]  但也不是很成功,奶茶味不夠香港的奶茶那麼好喝
[00:09:46.000 --> 00:09:55.000]  想吃叉燒怎麼辦?當然沒有梅頭肉吃,不能買這麼好的肉
[00:09:56.000 --> 00:09:59.000]  只能去超市買一塊肉,一塊瘦肉出來,就當它是燒肉吧
[00:09:59.000 --> 00:10:07.000]  想到很多這樣的圖畫,當香港的食物不足的時候,你也沒有辦法
[00:10:07.000 --> 00:10:11.000]  很多東西沒有的時候,你也唯有代替它
[00:10:11.000 --> 00:10:20.000]  所以想說的是,基本上不夠吃的時候,你要用一些次好的東西來代替
[00:10:20.000 --> 00:10:25.000]  明明沒有,你也要勉強假裝,煮成一碟,這樣就吃得下
[00:10:25.000 --> 00:10:34.000]  第二個現象就是你要按時吃,節食,減少飲食份量
[00:10:34.000 --> 00:10:40.000]  第十節,第十一節,他說你所吃的要分兩份,每天20吃核核,按時吃
[00:10:40.000 --> 00:10:46.000]  你喝水也要按制止,每天喝1因6份之1,按時喝
[00:10:46.000 --> 00:10:54.000]  例如分貝色,以色列,每天只吃兩餐,每餐都有限度的來吃
[00:10:55.000 --> 00:11:01.000]  這正正就是他表示,將來以色列人所面對的情況
[00:11:01.000 --> 00:11:06.000]  很明顯是一個糧食短缺的問題
[00:11:06.000 --> 00:11:13.000]  以色列人每天要吃兩餐,每餐要吃20餐,大概就是230克食物
[00:11:13.000 --> 00:11:22.000]  230克食物,大概就是4包伊朗薯片,一天吃4包就沒有了
[00:11:23.000 --> 00:11:32.000]  好像不錯吧,每包中型大小的食物大概就是55克,大概就是4包伊朗薯片
[00:11:32.000 --> 00:11:38.000]  每天要喝1因6份之1的水,大概就是60毫升的水
[00:11:38.000 --> 00:11:49.000]  就是辣椒水,平常的辣椒水的份量就是60毫升
[00:11:50.000 --> 00:11:57.000]  所以不太足夠,4包伊朗加一支辣椒水,不太合用
[00:11:57.000 --> 00:12:04.000]  所以上帝要命令以色列人要定時喝水,要定時這樣做
[00:12:04.000 --> 00:12:09.000]  所以這正正就是叫人喝水的金句,挺好的
[00:12:09.000 --> 00:12:13.000]  如果想叫朋友喝水,可以送金句卡給他
[00:12:13.000 --> 00:12:18.000]  你喝水每天要喝1/6,按時喝,就送給他吧
[00:12:19.000 --> 00:12:21.000]  我發現聖經也有叫人喝水的
[00:12:21.000 --> 00:12:26.000]  第三個現象,這個現象不是預言耶路撒冷的人
[00:12:26.000 --> 00:12:32.000]  而是流亡海外遷徙不同地區的以色列人
[00:12:32.000 --> 00:12:39.000]  又說要求以色列人…怎麼說得優雅一點呢
[00:12:39.000 --> 00:12:42.000]  上次陳偉嘉不是說了雅歌嗎?
[00:12:43.000 --> 00:12:55.000]  上帝命令以色列人要用人體排泄出來的東西
[00:12:55.000 --> 00:13:02.000]  然後燒了它,然後在上面放一個麵包,燒來吃
[00:13:03.000 --> 00:13:14.000]  其實不是很差的,因為以前的人不是用木來燒東西吃的
[00:13:14.000 --> 00:13:17.000]  你不要以為用炭或木,沒有那麼去燒的感覺
[00:13:17.000 --> 00:13:21.000]  以前的人都是用牛糞來做燃料
[00:13:21.000 --> 00:13:28.000]  所以基本上不是很差,只是不用牛糞,用人糞而已
[00:13:29.000 --> 00:13:38.000]  不過你想想,所謂人的那些,其實賢下之意是什麼呢?
[00:13:38.000 --> 00:13:41.000]  如果你懂的話,你只能找什麼人呢?
[00:13:41.000 --> 00:13:45.000]  找自己那些吧,人海茫茫,哪能找到那麼多
[00:13:45.000 --> 00:13:52.000]  所以基本上賢下之意是要用自己的那些來燒
[00:13:52.000 --> 00:13:56.000]  所以整幅圖畫是一個recycling的概念
[00:13:57.000 --> 00:14:00.000]  因為它是遲了一年,三百個十天
[00:14:00.000 --> 00:14:06.000]  一年多的時間,要不斷用自己的那些來做燃料
[00:14:06.000 --> 00:14:10.000]  然後用麵包在上面燒,燒完之後吃,燒完之後排泄出來
[00:14:10.000 --> 00:14:13.000]  然後用來做燃料,不斷地滾下去
[00:14:13.000 --> 00:14:16.000]  那個情況就是這個
[00:14:16.000 --> 00:14:20.000]  所以重點的重口味在哪裡呢?
[00:14:20.000 --> 00:14:25.000]  不是純粹用那些東西,而是要在眾人面前
[00:14:26.000 --> 00:14:31.000]  因為整個是一個行為藝術,要眾人皆知,看著做
[00:14:31.000 --> 00:14:33.000]  這是一個先知的預言
[00:14:33.000 --> 00:14:36.000]  所以聖經裡面重口味的地方在哪裡呢?就是這裡
[00:14:36.000 --> 00:14:43.000]  以西濟義要在眾人面前,當眾地做這個行動
[00:14:43.000 --> 00:14:46.000]  三百九十天,那麼長的時間
[00:14:46.000 --> 00:14:53.000]  我這次比陳偉嘉更慘,這次的經文是這樣的
[00:14:54.000 --> 00:14:58.000]  所以你看到連以色列也受不了
[00:14:58.000 --> 00:15:02.000]  他從來沒有反駁過上帝,這次他突然反駁
[00:15:02.000 --> 00:15:07.000]  他說什麼呢?主耶和華,我素來未曾被玷污
[00:15:07.000 --> 00:15:12.000]  從幼年到如今都未曾吃過自死,未曾吃過死屍
[00:15:12.000 --> 00:15:17.000]  也沒有吃過野獸撕裂,也沒有吃過可憎的,也沒有進過口
[00:15:17.000 --> 00:15:21.000]  他沒有提那些詞,他也很文雅,他也沒有提那些詞
[00:15:22.000 --> 00:15:24.000]  他暗示我從來沒有吃過不潔淨的東西
[00:15:24.000 --> 00:15:27.000]  我從來沒有試過這麼重口味的東西
[00:15:27.000 --> 00:15:35.000]  然後上帝就放過他,用了嘔吐來代替他
[00:15:35.000 --> 00:15:42.000]  所以上帝要求以色列做出三個行為藝術
[00:15:42.000 --> 00:15:45.000]  來以預言、警告、表達
[00:15:46.000 --> 00:15:53.000]  表實將來那些人的慘況,總括來說一個城市的滅亡
[00:15:53.000 --> 00:15:58.000]  一個城市的滅亡,會遇到三件事
[00:15:58.000 --> 00:16:04.000]  城市裏面越來越多的次貨,一些原本應該有的東西
[00:16:04.000 --> 00:16:08.000]  被人用次貨來取代了它
[00:16:08.000 --> 00:16:13.000]  城市裏面的人所擁有的基本條件越來越少
[00:16:14.000 --> 00:16:17.000]  甚至離開了、飛走了的人
[00:16:17.000 --> 00:16:23.000]  他們的生活也過得像吃那些一樣
[00:16:23.000 --> 00:16:27.000]  很糟糕的生活
[00:16:27.000 --> 00:16:34.000]  所以當我預備講章的時候,其實我不是很刻意想到香港
[00:16:34.000 --> 00:16:36.000]  純粹是在悉經
[00:16:36.000 --> 00:16:40.000]  但也發覺,當然我們香港今天不是失去了食物
[00:16:41.000 --> 00:16:45.000]  當然有水喝,但一些我們基本的生活需要
[00:16:45.000 --> 00:16:51.000]  生命裏面應該要有的東西,又真的很真實、很應景
[00:16:51.000 --> 00:16:54.000]  我們社會裏面越來越多次貨
[00:16:54.000 --> 00:16:58.000]  原本有的東西,那些節目主持人被人取代了
[00:16:58.000 --> 00:17:02.000]  我們的選舉被人取代了
[00:17:02.000 --> 00:17:09.000]  那些法律、科興,越來越多這樣的東西
[00:17:10.000 --> 00:17:13.000]  新聞自由、言論自由、人權空間
[00:17:13.000 --> 00:17:16.000]  我們擁有的東西是越來越少
[00:17:16.000 --> 00:17:21.000]  是按著限量來擁有
[00:17:21.000 --> 00:17:24.000]  我們的生活所需不斷被收窄,變得越來越少
[00:17:24.000 --> 00:17:27.000]  就算是離開了香港的人,在外國裏面
[00:17:27.000 --> 00:17:32.000]  都是過著一些不太華麗的生活
[00:17:32.000 --> 00:17:35.000]  仍然可以很坎坷的生活
[00:17:35.000 --> 00:17:38.000]  解經就是這麼多,今天的經文
[00:17:39.000 --> 00:17:43.000]  不過這段經文究竟對我們有什麼意義呢?
[00:17:43.000 --> 00:17:47.000]  我們沒理由用這段經文來告訴他們
[00:17:47.000 --> 00:17:50.000]  今天我們住在香港是很糟糕的
[00:17:50.000 --> 00:17:53.000]  是很慘的,我們吃什麼的
[00:17:53.000 --> 00:17:56.000]  我們不需要用這段經文來提醒我們
[00:17:56.000 --> 00:18:00.000]  上帝要求西傑去做這件事的時候
[00:18:00.000 --> 00:18:02.000]  搞這麼多行為藝術出來
[00:18:03.000 --> 00:18:09.000]  難道就要告訴人家耶路撒冷有多麼的PK嗎?
[00:18:09.000 --> 00:18:12.000]  今天比較多這種爛口的話
[00:18:12.000 --> 00:18:15.000]  因為這段是挺爛的
[00:18:15.000 --> 00:18:18.000]  是不是要告訴人家
[00:18:18.000 --> 00:18:20.000]  耶路撒冷的生活就是這樣呢?
[00:18:20.000 --> 00:18:24.000]  你這麼悽慘、這麼坎坷,這樣就算完結了嗎?
[00:18:24.000 --> 00:18:29.000]  不是的,我們知道我們不需要用聖經來告訴我們
[00:18:29.000 --> 00:18:32.000]  香港現在有多麼的差,耶路撒冷有多麼的差
[00:18:32.000 --> 00:18:34.000]  所以我們不需要用這麼多的東西來告訴他們
[00:18:34.000 --> 00:18:36.000]  你們將來會有多麼的慘
[00:18:36.000 --> 00:18:42.000]  這是真的,但不是整個經文要有的東西
[00:18:42.000 --> 00:18:47.000]  所以今天的題目叫做如何飲水而不失霸氣
[00:18:47.000 --> 00:18:50.000]  面對著這樣的處境
[00:18:50.000 --> 00:18:55.000]  聖經不是叫我們就這樣沉淪,這樣就完結了
[00:18:55.000 --> 00:18:57.000]  哈哈哈哈,這樣就完結了
[00:18:57.000 --> 00:19:01.000]  聖經裡面有什麼訊息我們可以找到呢?
[00:19:01.000 --> 00:19:04.000]  我們看看飲水這段經文吧
[00:19:04.000 --> 00:19:06.000]  第十節和第十一節的經文
[00:19:06.000 --> 00:19:09.000]  飲水這段經文,很值得我
[00:19:09.000 --> 00:19:12.000]  我自己正正是從這段經文開始去想這篇講章
[00:19:12.000 --> 00:19:16.000]  聖經說,你所吃的要按兩份吃
[00:19:16.000 --> 00:19:19.000]  每日二十四克辣,按時而吃
[00:19:19.000 --> 00:19:21.000]  你喝水也要按祭祀
[00:19:21.000 --> 00:19:25.000]  每日喝一因六運之因,按時而喝
[00:19:25.000 --> 00:19:27.000]  這段經文說什麼呢?
[00:19:27.000 --> 00:19:29.000]  沒錯,是表達出,沒錯,你吃得很少
[00:19:30.000 --> 00:19:32.000]  你吃的食物和食物是越少的
[00:19:32.000 --> 00:19:34.000]  不過我們不要忽略那個字
[00:19:34.000 --> 00:19:38.000]  就是按時而吃,按時而喝,這兩個字
[00:19:38.000 --> 00:19:43.000]  重點我們放在這個所謂定時的字上
[00:19:43.000 --> 00:19:49.000]  為什麼上帝要去定時來飲食呢?
[00:19:49.000 --> 00:19:52.000]  明明只有這麼少,為什麼會強調飲食?
[00:19:52.000 --> 00:19:55.000]  明明少就少,為什麼要去定時呢?
[00:19:56.000 --> 00:20:01.000]  原來定時裡面的希伯來文,Mayat Ahat這個字
[00:20:01.000 --> 00:20:04.000]  英文很簡單,就是從時間到時間
[00:20:04.000 --> 00:20:08.000]  Mayat Ahat,就是從時間到時間
[00:20:08.000 --> 00:20:13.000]  天文就是Apokairo,就是Kairos的字
[00:20:13.000 --> 00:20:17.000]  從這個Kairos到另一個Kairos
[00:20:17.000 --> 00:20:22.000]  從時間到時間,正正就是定時
[00:20:22.000 --> 00:20:25.000]  最基本的意思
[00:20:25.000 --> 00:20:29.000]  然後上帝吩咐以西傑,你要定時飲水
[00:20:29.000 --> 00:20:36.000]  正正就是宣告一個很重要的亂世的智慧
[00:20:36.000 --> 00:20:41.000]  Mayat Ahat,從時間到時間
[00:20:41.000 --> 00:20:46.000]  希伯來文的時間這個字
[00:20:46.000 --> 00:20:50.000]  令我們想到傳道書裡面經常出現的時間
[00:20:50.000 --> 00:20:53.000]  凡事都有定期
[00:20:54.000 --> 00:20:57.000]  天下萬物都有定時
[00:20:57.000 --> 00:21:01.000]  從時間到時間,生有時,死有時
[00:21:01.000 --> 00:21:04.000]  災眾有時,不出災眾也有時
[00:21:04.000 --> 00:21:09.000]  殺戮有時,醫治有時,拆毀有時,建造有時
[00:21:09.000 --> 00:21:14.000]  哭有時,笑有時,哀動有時,跳舞有時,尋找有時,失落有時
[00:21:14.000 --> 00:21:22.000]  飢餓有時,吃飯有時,口渴有時,飲水也有時
[00:21:23.000 --> 00:21:29.000]  所謂定時飲水其實是一個人生的智慧
[00:21:29.000 --> 00:21:32.000]  我今天正正想起這句說話
[00:21:32.000 --> 00:21:36.000]  定時飲水是一個人生智慧
[00:21:36.000 --> 00:21:40.000]  因為在你這次飲水和下一次飲水之間
[00:21:40.000 --> 00:21:43.000]  你是沒有水喝的
[00:21:43.000 --> 00:21:47.000]  這句說話好像很黎明的
[00:21:47.000 --> 00:21:49.000]  我再說一次
[00:21:50.000 --> 00:21:53.000]  你這次飲水和下一次飲水之間你是沒有水喝的
[00:21:53.000 --> 00:21:56.000]  這就叫定時飲水
[00:21:56.000 --> 00:22:03.000]  拆毀有時,建造有時,尋找有時,失落有時
[00:22:03.000 --> 00:22:10.000]  飢餓有時,飽足有時,口渴有時,飲水有時
[00:22:10.000 --> 00:22:16.000]  在亂世中,我們不單單在有的時候
[00:22:17.000 --> 00:22:20.000]  去發現上帝的恩典
[00:22:20.000 --> 00:22:23.000]  我們更加要學懂在沒有的時候
[00:22:23.000 --> 00:22:26.000]  去發現上帝的恩典
[00:22:26.000 --> 00:22:32.000]  因為每一次的缺乏正正是指向下一次的恩典
[00:22:32.000 --> 00:22:36.000]  這樣說是不明白的,我試試說個例子給大家聽
[00:22:36.000 --> 00:22:40.000]  大家有沒有看過孫力信書的一本書,是關於跑步的
[00:22:40.000 --> 00:22:43.000]  關於跑步,我出了一期的時
[00:22:43.000 --> 00:22:46.000]  我十多年前看過這本書
[00:22:46.000 --> 00:22:50.000]  每一次他在世界和馬拉松比賽中
[00:22:50.000 --> 00:22:53.000]  寫下跑步時的心路歷程,很好看
[00:22:53.000 --> 00:22:58.000]  頭十公里,什麼感覺,中間怎樣跑,最後怎樣累
[00:22:58.000 --> 00:23:02.000]  跑步看得這麼有趣
[00:23:02.000 --> 00:23:09.000]  我記得他在其中一篇說到
[00:23:10.000 --> 00:23:18.000]  他說他在希臘雅典,試過一個很熱的夏天跑馬拉松
[00:23:18.000 --> 00:23:21.000]  我十多年前的一篇,仍然很記得
[00:23:21.000 --> 00:23:24.000]  讀出來吧,很優美
[00:23:24.000 --> 00:23:27.000]  太陽在我面前暴露出完整的身影
[00:23:27.000 --> 00:23:31.000]  以難以置信的速度,朝著中天不斷爬升
[00:23:31.000 --> 00:23:35.000]  這個跑到中間的時候,很熱的雅典,四十多度的雅典跑馬拉松
[00:23:35.000 --> 00:23:39.000]  口渴難忍,連擦汗的空暇都沒有
[00:23:39.000 --> 00:23:43.000]  空氣極其乾燥,汗一下子就被從皮膚蒸發了
[00:23:43.000 --> 00:23:47.000]  只剩下白色的鹽,有個形容叫汗灑如豬
[00:23:47.000 --> 00:23:52.000]  可視我的汗,未及得變成豬子,水分就去向不明
[00:23:52.000 --> 00:23:56.000]  渾身都是黏滿著鹽,火辣辣的痛
[00:23:56.000 --> 00:24:02.000]  黏黏的嘴唇竟有一股風味如象的滋味
[00:24:03.000 --> 00:24:09.000]  很想喝難得幾乎結冰的麻蘇蘇的冰鎮啤酒
[00:24:09.000 --> 00:24:13.000]  他這樣寫,再跑十公里,他這樣說
[00:24:13.000 --> 00:24:19.000]  微微地聞到海的氣息,平穩地上坡路開始了,開始上斜
[00:24:19.000 --> 00:24:22.000]  道路的通向馬拉松的一條大道
[00:24:22.000 --> 00:24:26.000]  簡直就像沿途直直的長尺劃出一條直線
[00:24:26.000 --> 00:24:32.000]  不夕如發,從這裡開始正式的疲勞就突然間侵襲
[00:24:32.000 --> 00:24:37.000]  不論補充多少水分,喉嚨立時便會乾渴
[00:24:37.000 --> 00:24:41.000]  再一次地寫,很想喝冰涼的啤酒
[00:24:41.000 --> 00:24:46.000]  另外,這篇文章最難忘的是什麼呢?
[00:24:46.000 --> 00:24:51.000]  其實就是當他跑完之後,第二天回到自己旅館樓下
[00:24:51.000 --> 00:24:56.000]  喝一個很冰涼的Armstrong德國啤酒,那一幕
[00:24:56.000 --> 00:25:00.000]  我十幾年前看到現在,整個過程
[00:25:01.000 --> 00:25:03.000]  他跑馬拉松,即是沒有跑步
[00:25:03.000 --> 00:25:06.000]  跑馬拉松,你知道當中那一段的感覺
[00:25:06.000 --> 00:25:12.000]  跑完步之後,可以坐下來喝一個很冰涼的啤酒,那種感覺
[00:25:12.000 --> 00:25:16.000]  可以說什麼呢?
[00:25:16.000 --> 00:25:22.000]  你問那杯冰涼美味的啤酒是怎樣形成出來的?
[00:25:22.000 --> 00:25:27.000]  其實不是純粹他第二天點啤酒那一刻
[00:25:28.000 --> 00:25:35.000]  而是整個馬拉松當他缺水,極度疲乏的時候
[00:25:35.000 --> 00:25:40.000]  那個啤酒,這個那麼美味的啤酒就開始出現
[00:25:40.000 --> 00:25:44.000]  我想這個也是大家的經歷,是不是?
[00:25:44.000 --> 00:25:48.000]  人生裏面你最吃得最好吃的那一餐飯
[00:25:48.000 --> 00:25:54.000]  可能就是你小時候餓了很久,突然間吃了一碗叉燒飯
[00:25:55.000 --> 00:25:59.000]  人生裏面最舒服的感覺,可能就是你小時候下大雨
[00:25:59.000 --> 00:26:03.000]  迷路回家洗個熱水澡那一刻,那個很溫暖的感覺
[00:26:03.000 --> 00:26:09.000]  人生裏面最大的感動,可能就是你被很多人討厭的時候
[00:26:09.000 --> 00:26:14.000]  有人跟你說我支持你,那份敬愛
[00:26:14.000 --> 00:26:20.000]  人生裏面睡得最好的一次,可能就是你連續坐了48個小時
[00:26:20.000 --> 00:26:23.000]  一躺在牆裏面,馬上睡著那一刻
[00:26:23.000 --> 00:26:32.000]  聽姐妹,凡事都有定時,所謂定時飲水
[00:26:32.000 --> 00:26:38.000]  不是單單去focus在你有那一刻,而是在你沒有那一刻
[00:26:38.000 --> 00:26:41.000]  其實已經開始你要去留意
[00:26:41.000 --> 00:26:47.000]  每一次的缺乏,其實都指向下一次的因典
[00:26:48.000 --> 00:26:55.000]  因爲因典往往是起始於痛苦,卻圓滿,是真正擁有的時候
[00:26:55.000 --> 00:27:00.000]  所以除了我們去學習,在我們那一刻有了感恩
[00:27:00.000 --> 00:27:04.000]  我們基督徒以前那種感恩mode之外
[00:27:04.000 --> 00:27:09.000]  在亂世裏面我們要學會轉mode
[00:27:09.000 --> 00:27:17.000]  在沒有的時候,我們就可以開始留意上帝的因典
[00:27:17.000 --> 00:27:19.000]  開始在哪裏發生
[00:27:19.000 --> 00:27:24.000]  定時飲水,再說一次,正正在兩次飲水之間
[00:27:24.000 --> 00:27:27.000]  只有在你沒有飲水的時候
[00:27:27.000 --> 00:27:32.000]  所以上帝藉著釋迦先知的藝術
[00:27:32.000 --> 00:27:36.000]  告訴我們在亂世裏面,從這個時間到下一個時間
[00:27:36.000 --> 00:27:39.000]  從這個kairos到下一個kairos,從時間到時間
[00:27:39.000 --> 00:27:42.000]  你仍然要好好吃汗
[00:27:43.000 --> 00:27:48.000]  在香港這麼混亂的時候,你仍然要好好吃汗
[00:27:48.000 --> 00:27:51.000]  縱然是不夠,縱然是不理想
[00:27:51.000 --> 00:27:54.000]  縱然有很多很多很差勁的moment
[00:27:54.000 --> 00:27:59.000]  縱然沒有了很多自由,縱然有很多很多的惡人
[00:27:59.000 --> 00:28:05.000]  但你仍然可以好好吃汗,你仍然要好好吃汗
[00:28:05.000 --> 00:28:12.000]  所以這個就是我自己想說的話在這篇文章裏面
[00:28:12.000 --> 00:28:16.000]  定時飲水,面對著今天的香港
[00:28:16.000 --> 00:28:20.000]  我們很想跟大家說,就是要好好照顧自己
[00:28:20.000 --> 00:28:25.000]  因為這樣的社會,我們更加要好好地來照顧自己
[00:28:25.000 --> 00:28:28.000]  尤其是在一些很微小的事情裏面
