
[00:00:00.000 --> 00:00:05.600]  感謝神,劉堂踏入七週年
[00:02:54.000 --> 00:02:57.000]  我和你都不是十元三件
[00:02:57.000 --> 00:03:01.000]  不是用這個角度去理解神的創造
[00:03:01.000 --> 00:03:03.000]  上帝是藝術家
[00:03:03.000 --> 00:03:06.000]  我以前學畫畫的
[00:03:06.000 --> 00:03:08.000]  當我畫了一幅畫的時候
[00:03:08.000 --> 00:03:11.000]  我會日日夜夜想著那幅畫
[00:03:11.000 --> 00:03:13.000]  怎樣去改善它
[00:03:13.000 --> 00:03:15.000]  怎樣將它美化
[00:03:15.000 --> 00:03:18.000]  又或者加些東西減些東西
[00:03:18.000 --> 00:03:21.000]  對我來說,那不是死物
[00:03:21.000 --> 00:03:27.000]  那是我將生命放置進去的創作品
[00:03:27.000 --> 00:03:31.000]  我日日想這幅畫怎樣可以變得更好
[00:03:31.000 --> 00:03:34.000]  上帝是藝術創作者
[00:03:34.000 --> 00:03:38.000]  他是用這種眼光去看我和你
[00:03:38.000 --> 00:03:41.000]  他看著這件作品
[00:03:41.000 --> 00:03:44.000]  還有甚麼可以更好呢
[00:03:44.000 --> 00:03:46.000]  是這個不好的意思
[00:03:46.000 --> 00:03:50.000]  是讓我們知道我和你不是十元三件
[00:03:50.000 --> 00:03:53.000]  不要別人說你甚麼你都相信
[00:03:53.000 --> 00:03:55.000]  你都照單全收
[00:03:55.000 --> 00:03:57.000]  在上帝的眼裡
[00:03:57.000 --> 00:04:01.000]  所謂的不好是隱藏著你可以更好
[00:04:01.000 --> 00:04:03.000]  是這個意思
[00:04:03.000 --> 00:04:06.000]  很多音樂創作的弟兄姊妹都是
[00:04:06.000 --> 00:04:08.000]  你填了手詞
[00:04:08.000 --> 00:04:10.000]  日日都在想要不要改那隻字
[00:04:10.000 --> 00:04:12.000]  想了很多次
[00:04:12.000 --> 00:04:15.000]  因為那份作品是活的
[00:04:15.000 --> 00:04:18.000]  是可以跟創作的人互動
[00:04:18.000 --> 00:04:22.000]  我和你本來就是這樣的作品
[00:04:22.000 --> 00:04:27.000]  所以當我們明白了這種創造的獨特之處
[00:04:27.000 --> 00:04:29.000]  我們就要問第二個問題
[00:04:29.000 --> 00:04:35.000]  究竟神在甚麼角度覺得一個人不夠好呢
[00:04:35.000 --> 00:04:37.000]  究竟是甚麼角度呢
[00:04:37.000 --> 00:04:41.000]  就是二章十九至二十節所說
[00:04:41.000 --> 00:04:43.000]  哪人獨居不好
[00:04:43.000 --> 00:04:47.000]  是放置於阿當在工作的裡面
[00:04:47.000 --> 00:04:50.000]  又或者回應神的吩咐裡面
[00:04:50.000 --> 00:04:53.000]  神說你回應我的呼召工作
[00:04:53.000 --> 00:04:56.000]  一個人是不夠的
[00:04:56.000 --> 00:04:58.000]  我們又要再看
[00:04:58.000 --> 00:05:01.000]  神給了阿當甚麼工作
[00:05:01.000 --> 00:05:04.000]  你有沒有留意到他做了甚麼
[00:05:04.000 --> 00:05:06.000]  改名是嗎
[00:05:06.000 --> 00:05:08.000]  那是甚麼工作
[00:05:08.000 --> 00:05:10.000]  改名是甚麼工作
[00:05:10.000 --> 00:05:12.000]  創世紀第一章
[00:05:12.000 --> 00:05:15.000]  上帝負責改名
[00:05:15.000 --> 00:05:17.000]  這個是天
[00:05:17.000 --> 00:05:18.000]  這個是地
[00:05:18.000 --> 00:05:20.000]  這個是第一日
[00:05:20.000 --> 00:05:22.000]  這個是第二日
[00:05:22.000 --> 00:05:24.000]  去到第二章
[00:05:24.000 --> 00:05:29.000]  他將自己做的工作交給阿當做
[00:05:29.000 --> 00:05:31.000]  我們一起做
[00:05:31.000 --> 00:05:34.000]  上帝說一個人不夠的意思
[00:05:34.000 --> 00:05:39.000]  是想邀請他的作品一同參與創造裡面
[00:05:39.000 --> 00:05:41.000]  分門別類
[00:05:41.000 --> 00:05:43.000]  看守原子
[00:05:43.000 --> 00:05:45.000]  這些交給你
[00:05:45.000 --> 00:05:49.000]  上帝所謂的好是和我們一起創造這個世界
[00:05:49.000 --> 00:05:51.000]  讓他變得更好
[00:05:51.000 --> 00:05:53.000]  這個才是工作的本質
[00:05:53.000 --> 00:05:58.000]  所以在看守原子的前提下
[00:05:58.000 --> 00:06:00.000]  他覺得不夠好
[00:06:00.000 --> 00:06:05.000]  我將要創造一個幫手幫助你
[00:06:05.000 --> 00:06:08.000]  讓這種創造變得更好
[00:06:08.000 --> 00:06:09.000]  是這個意思
[00:06:09.000 --> 00:06:12.000]  所以我們看21至22節
[00:06:12.000 --> 00:06:15.000]  我們就看到一個很熟悉的場景
[00:06:15.000 --> 00:06:17.000]  很多時候我們都會問
[00:06:17.000 --> 00:06:19.000]  神用甚麼做阿當
[00:06:19.000 --> 00:06:21.000]  用泥土
[00:06:21.000 --> 00:06:23.000]  下一個人應該怎樣做
[00:06:23.000 --> 00:06:25.000]  用泥土
[00:06:25.000 --> 00:06:27.000]  正常
[00:06:27.000 --> 00:06:29.000]  就當上帝是工廠啤工
[00:06:29.000 --> 00:06:32.000]  藝術家做一件事
[00:06:32.000 --> 00:06:34.000]  下次就想另一件事
[00:06:34.000 --> 00:06:37.000]  上帝是一個充滿創意的神
[00:06:37.000 --> 00:06:41.000]  他想今次用這個方法
[00:06:41.000 --> 00:06:45.000]  就是連阿當自己都不知道的時候
[00:06:45.000 --> 00:06:47.000]  神用他的生命
[00:06:47.000 --> 00:06:50.000]  參與創造另一個生命
[00:06:50.000 --> 00:06:53.000]  臣使阿當沉睡
[00:06:53.000 --> 00:06:54.000]  他不知道的
[00:06:54.000 --> 00:06:57.000]  然後在他的生命裏面
[00:06:57.000 --> 00:06:59.000]  拿出原材料
[00:06:59.000 --> 00:07:03.000]  用他的生命創造另一個生命
[00:07:03.000 --> 00:07:06.000]  上帝用一個更新奇的方法
[00:07:06.000 --> 00:07:08.000]  所以我們看這段經文
[00:07:08.000 --> 00:07:12.000]  常常都會感受到婚禮的意味
[00:07:12.000 --> 00:07:15.000]  就是當新郎阿當
[00:07:15.000 --> 00:07:17.000]  睜開眼睛的時候
[00:07:17.000 --> 00:07:21.000]  看到的是像爸爸一樣的父親
[00:07:21.000 --> 00:07:22.000]  天父
[00:07:22.000 --> 00:07:24.000]  帶同他的女兒
[00:07:24.000 --> 00:07:26.000]  來到阿當面前
[00:07:26.000 --> 00:07:28.000]  這是婚禮的一幕
[00:07:28.000 --> 00:07:30.000]  帶到他去到阿當面前
[00:07:30.000 --> 00:07:31.000]  然後說
[00:07:31.000 --> 00:07:34.000]  這個就是你的幫助
[00:07:34.000 --> 00:07:36.000]  你的配偶
[00:07:36.000 --> 00:07:38.000]  阿當的世界
[00:07:38.000 --> 00:07:40.000]  再睜開眼睛的時候
[00:07:40.000 --> 00:07:42.000]  完全改變了
[00:07:42.000 --> 00:07:44.000]  以往他都是一個人
[00:07:44.000 --> 00:07:46.000]  但當他再張開眼睛的時候
[00:07:46.000 --> 00:07:48.000]  上帝的創造
[00:07:48.000 --> 00:07:52.000]  又被他之前所經歷的徹底的改變
[00:07:52.000 --> 00:07:57.000]  這是上帝捍衛好的創造
[00:07:57.000 --> 00:07:59.000]  我們看完經文
[00:07:59.000 --> 00:08:03.000]  先為經文做一個簡單的小結
[00:08:03.000 --> 00:08:04.000]  在經文裏面
[00:08:04.000 --> 00:08:08.000]  我找到兩個上帝捍衛好的特質
[00:08:08.000 --> 00:08:09.000]  第一
[00:08:09.000 --> 00:08:11.000]  上帝捍衛好的特質
[00:08:11.000 --> 00:08:14.000]  是能夠持續成長更新的
[00:08:14.000 --> 00:08:16.000]  是有生命力的
[00:08:16.000 --> 00:08:17.000]  如果你留意
[00:08:17.000 --> 00:08:20.000]  神沒有創造萬國萬族
[00:08:20.000 --> 00:08:22.000]  祂只創造一個人
[00:08:22.000 --> 00:08:26.000]  神沒有將所有動物的名字改好
[00:08:26.000 --> 00:08:28.000]  然後告訴阿當
[00:08:28.000 --> 00:08:32.000]  神也沒有做一個不需要打理的原子
[00:08:32.000 --> 00:08:34.000]  然後讓人在這裏享受世界
[00:08:34.000 --> 00:08:36.000]  上帝的好
[00:08:36.000 --> 00:08:40.000]  是一點一滴慢慢積累而來
[00:08:40.000 --> 00:08:43.000]  是有你和我的參與
[00:08:43.000 --> 00:08:45.000]  這種才叫好
[00:08:45.000 --> 00:08:49.000]  上帝容許我們在創造裏面有份
[00:08:49.000 --> 00:08:54.000]  也樂於與我們一同將這個世界變得更好
[00:08:54.000 --> 00:08:57.000]  這種是上帝認為的好
[00:08:57.000 --> 00:08:58.000]  是互動的
[00:08:58.000 --> 00:09:00.000]  是可以持續變化的
[00:09:00.000 --> 00:09:02.000]  是可以更新的
[00:09:02.000 --> 00:09:04.000]  第二就是
[00:09:04.000 --> 00:09:06.000]  上帝認為的好
[00:09:06.000 --> 00:09:08.000]  是一個人未夠的
[00:09:08.000 --> 00:09:10.000]  是需要互相幫助
[00:09:10.000 --> 00:09:12.000]  互相配搭的
[00:09:12.000 --> 00:09:16.000]  你有沒有試過在街上撿到一塊丹丁的砌圖
[00:09:16.000 --> 00:09:17.000]  你很興奮的
[00:09:17.000 --> 00:09:19.000]  哇砌圖啊沒見過啊
[00:09:19.000 --> 00:09:21.000]  會不會的
[00:09:21.000 --> 00:09:22.000]  不會吧
[00:09:22.000 --> 00:09:26.000]  但你有沒有試過不見了一塊砌圖很沮喪的
[00:09:26.000 --> 00:09:29.000]  你一擺了一塊一千的砌圖
[00:09:29.000 --> 00:09:30.000]  你不見了一塊
[00:09:30.000 --> 00:09:32.000]  你個人真的好噏心
[00:09:32.000 --> 00:09:34.000]  不知道買不買回另外一副好
[00:09:34.000 --> 00:09:38.000]  一塊砌圖是沒有什麼價值的
[00:09:38.000 --> 00:09:42.000]  但缺了一塊就影響很大
[00:09:42.000 --> 00:09:45.000]  我和你都是一塊砌圖
[00:09:45.000 --> 00:09:48.000]  獨立是沒有什麼特別意思的
[00:09:48.000 --> 00:09:50.000]  但我缺少了你
[00:09:50.000 --> 00:09:52.000]  你缺少了他
[00:09:52.000 --> 00:09:54.000]  就影響很大
[00:09:54.000 --> 00:09:57.000]  上帝是這樣創造這個群體
[00:09:57.000 --> 00:10:00.000]  我們單獨是不夠好的
[00:10:00.000 --> 00:10:02.000]  唯有加在一起
[00:10:02.000 --> 00:10:04.000]  那個意義才在
[00:10:04.000 --> 00:10:06.000]  所以上帝的好
[00:10:06.000 --> 00:10:08.000]  是需要我和你的配搭
[00:10:08.000 --> 00:10:10.000]  彼此幫助
[00:10:10.000 --> 00:10:12.000]  在那裡衍生出來的
[00:10:12.000 --> 00:10:17.000]  大概我們在經文裡掌握了上帝的好
[00:10:17.000 --> 00:10:19.000]  正式開始了
[00:10:19.000 --> 00:10:24.000]  那你認為你的好是什麼
[00:10:24.000 --> 00:10:26.000]  誠實一點想
[00:10:26.000 --> 00:10:30.000]  對你來說朝思暮想日求夜求
[00:10:30.000 --> 00:10:33.000]  那種是什麼的好
[00:10:33.000 --> 00:10:35.000]  《創世紀》第三章
[00:10:35.000 --> 00:10:37.000]  蛇就出現
[00:10:37.000 --> 00:10:40.000]  他向人說了一句話
[00:10:40.000 --> 00:10:43.000]  他說:神豈是說真的
[00:10:43.000 --> 00:10:49.000]  不許你們吃園中所有樹上的果子嗎
[00:10:49.000 --> 00:10:53.000]  蛇這句話就讓人入了心裡
[00:10:53.000 --> 00:10:56.000]  這句話翻出來的意思很簡單
[00:10:56.000 --> 00:10:59.000]  神真的對你這麼好嗎
[00:10:59.000 --> 00:11:02.000]  你想清楚
[00:11:02.000 --> 00:11:05.000]  這句話今天仍然有效
[00:11:05.000 --> 00:11:08.000]  神真的對你這麼好嗎
[00:11:08.000 --> 00:11:12.000]  聖經所說的好真的好嗎
[00:11:12.000 --> 00:11:14.000]  你想清楚
[00:11:14.000 --> 00:11:17.000]  頂子妹也是
[00:11:17.000 --> 00:11:22.000]  當我們領受了蛇的引導之後
[00:11:22.000 --> 00:11:25.000]  人類犯罪逐出了伊甸園
[00:11:25.000 --> 00:11:28.000]  整個世界都翻轉了
[00:11:28.000 --> 00:11:33.000]  這個世界再不像一二章伊甸園的世界
[00:11:33.000 --> 00:11:38.000]  從小到大我們都被訓練成一個比拼的機器
[00:11:38.000 --> 00:11:43.000]  你一定要在這個世界出人頭地
[00:11:43.000 --> 00:11:45.000]  就算你沒有野心
[00:11:45.000 --> 00:11:47.000]  你星期一再上班
[00:11:47.000 --> 00:11:50.000]  人家都會把你放在擂台上比
[00:11:50.000 --> 00:11:54.000]  頂子妹這是我們日日生活的世界
[00:11:54.000 --> 00:11:57.000]  我們有時候想進修不是想學多點東西
[00:11:57.000 --> 00:12:00.000]  而是不想這麼快被淘汰
[00:12:00.000 --> 00:12:03.000]  我們長期要裝備自己
[00:12:03.000 --> 00:12:07.000]  也要隱藏著自己種種的缺點和不好
[00:12:07.000 --> 00:12:13.000]  因為被人抓到連求生的機會都變得很渺茫
[00:12:13.000 --> 00:12:16.000]  我們在一個充滿競爭的世界裡
[00:12:16.000 --> 00:12:21.000]  我們在裡面尋求的好是出於比拼
[00:12:21.000 --> 00:12:25.000]  人與人相處我相信大家都有經驗
[00:12:25.000 --> 00:12:27.000]  什麼叫人前人後
[00:12:27.000 --> 00:12:29.000]  什麼叫少女藏刀
[00:12:29.000 --> 00:12:31.000]  什麼叫反轉豬肚
[00:12:31.000 --> 00:12:34.000]  我們通通都領教過
[00:12:34.000 --> 00:12:39.000]  正經所說的互相配搭彼此幫助
[00:12:39.000 --> 00:12:42.000]  對我們來說越來越遙遠
[00:12:42.000 --> 00:12:46.000]  我們吃過很多苦頭是因為信錯了人
[00:12:46.000 --> 00:12:51.000]  我想這些不是一些很奇怪的事
[00:12:51.000 --> 00:12:54.000]  是我們每天都發生的事
[00:12:54.000 --> 00:12:56.000]  我們今天生活在一個善惡難分
[00:12:56.000 --> 00:12:59.000]  禍福難料的墮落世界
[00:12:59.000 --> 00:13:02.000]  我們對於所謂的好
[00:13:02.000 --> 00:13:07.000]  和聖經所說的好已經有很多差別
[00:13:07.000 --> 00:13:11.000]  我們的好可能是出於自我自保
[00:13:11.000 --> 00:13:13.000]  常常都聽到人說
[00:13:13.000 --> 00:13:16.000]  你要對自己好一點
[00:13:16.000 --> 00:13:19.000]  你有沒有說過對自己好一點
[00:13:19.000 --> 00:13:23.000]  背後隱藏著一個很悲哀的故事
[00:13:23.000 --> 00:13:27.000]  就是這個世界沒有人對你好
[00:13:27.000 --> 00:13:30.000]  這個才是故事的背後
[00:13:30.000 --> 00:13:32.000]  你要對自己好一點
[00:13:32.000 --> 00:13:36.000]  因為世界沒有人對你好
[00:13:36.000 --> 00:13:39.000]  社會補充多一句
[00:13:39.000 --> 00:13:41.000]  你看看你搞成這樣
[00:13:41.000 --> 00:13:43.000]  你的神真的對你好
[00:13:43.000 --> 00:13:46.000]  你想清楚
[00:13:46.000 --> 00:13:48.000]  我不是想說反話
[00:13:48.000 --> 00:13:51.000]  甚至不是想說諷刺的話
[00:13:51.000 --> 00:13:56.000]  只是這個是我跟你真實活在的世界
[00:13:56.000 --> 00:14:01.000]  相對聖經所說的彈性相對
[00:14:01.000 --> 00:14:03.000]  我們有時候活在這裡
[00:14:03.000 --> 00:14:06.000]  真的防人之心不可無
[00:14:06.000 --> 00:14:08.000]  直至上帝的話語
[00:14:08.000 --> 00:14:12.000]  再次臨到我和你作為罪人的身上
[00:14:12.000 --> 00:14:15.000]  他重新給力量我們
[00:14:15.000 --> 00:14:20.000]  神跟我們說了一句很奇妙的話
[00:14:20.000 --> 00:14:25.000]  就是你每天朝思暮想的那種好
[00:14:25.000 --> 00:14:27.000]  是不夠好的
[00:14:27.000 --> 00:14:32.000]  神說我可以有更好的給你
[00:14:32.000 --> 00:14:36.000]  說到這裡我想起早兩個月前
[00:14:36.000 --> 00:14:40.000]  John說了一個很令我震撼的例子
[00:14:40.000 --> 00:14:44.000]  我在網上聽他講道的時候
[00:14:44.000 --> 00:14:48.000]  他說他的女兒第一次吃珍寶珠的時候
[00:14:48.000 --> 00:14:50.000]  是怎樣的
[00:14:50.000 --> 00:14:52.000]  吃得津津有味的
[00:14:52.000 --> 00:14:56.000]  直至John爸爸幫他拿開
[00:14:56.000 --> 00:14:58.000]  撕了一張紙
[00:14:58.000 --> 00:15:02.000]  他才嘗到那顆真正的味道
[00:15:02.000 --> 00:15:04.000]  我聽完之後就嚇了出來
[00:15:04.000 --> 00:15:06.000]  我太太和我在旁邊
[00:15:06.000 --> 00:15:08.000]  我跟她說
[00:15:08.000 --> 00:15:10.000]  我小時候也是這樣吃的
[00:15:10.000 --> 00:15:14.000]  我小時候也是連包裝紙吃的
[00:15:14.000 --> 00:15:17.000]  我太太很驚慌的
[00:15:17.000 --> 00:15:22.000]  她用一個很疑惑的眼神看了我一眼
[00:15:22.000 --> 00:15:27.000]  難道你就是John的女兒
[00:15:27.000 --> 00:15:29.000]  我覺得很恐怖
[00:15:29.000 --> 00:15:33.000]  整個概念都很恐怖
[00:15:33.000 --> 00:15:37.000]  不過更恐怖的還不是這樣
[00:15:37.000 --> 00:15:45.000]  更恐怖的就是我今天也是在吃包裝紙
[00:15:45.000 --> 00:15:49.000]  我今天也是在吃包裝紙
[00:15:49.000 --> 00:15:52.000]  我看到周圍的人都在吃
[00:15:52.000 --> 00:15:54.000]  我不敢不吃
[00:15:54.000 --> 00:15:57.000]  我看到周圍的人都在追逐那些東西
[00:15:57.000 --> 00:16:00.000]  我怕我落後
[00:16:00.000 --> 00:16:02.000]  我怕上帝騙我
[00:16:02.000 --> 00:16:05.000]  我怎知道撕了那張包裝紙之後
[00:16:05.000 --> 00:16:08.000]  是不是只剩下一支棍子
[00:16:08.000 --> 00:16:10.000]  我連包裝紙都不能吃
[00:16:10.000 --> 00:16:13.000]  我到時怎麼辦
[00:16:13.000 --> 00:16:18.000]  這是我和你很真實的情況
[00:16:18.000 --> 00:16:21.000]  大家是不是覺得很安心
[00:16:21.000 --> 00:16:23.000]  農曆新年快到了
[00:16:23.000 --> 00:16:26.000]  我們很多包裝紙吃
[00:16:26.000 --> 00:16:28.000]  人人都吃
[00:16:28.000 --> 00:16:30.000]  我怎敢不吃
[00:16:30.000 --> 00:16:32.000]  人人都說好吃
[00:16:32.000 --> 00:16:35.000]  我怎敢說不好吃
[00:16:35.000 --> 00:16:38.000]  直至上帝的說話跟我說
[00:16:38.000 --> 00:16:43.000]  我可以給你生命更好的東西
[00:16:43.000 --> 00:16:47.000]  只是藏在包裝紙裏面
[00:16:47.000 --> 00:16:50.000]  你又敢不敢嘗一嘗
[00:16:50.000 --> 00:16:53.000]  你敢不敢試一試
[00:16:53.000 --> 00:16:58.000]  世人的好是傾向自我自保的
[00:16:58.000 --> 00:17:01.000]  我們是靠優勝劣敗的
[00:17:01.000 --> 00:17:04.000]  小時候要贏在喜飽善
[00:17:04.000 --> 00:17:06.000]  明天又要追求卓越
[00:17:06.000 --> 00:17:08.000]  後天又要脫穎而出
[00:17:08.000 --> 00:17:10.000]  媽媽小時候已經跟我說
[00:17:10.000 --> 00:17:13.000]  你要比隔壁的小強厲害
[00:17:13.000 --> 00:17:15.000]  我們長大之後
[00:17:15.000 --> 00:17:17.000]  遇上千千萬萬個小強
[00:17:17.000 --> 00:17:20.000]  我哪對付得了這麼多
[00:17:20.000 --> 00:17:22.000]  就算我贏了他們
[00:17:22.000 --> 00:17:27.000]  我的好是建立在他們不夠我的好裏面
[00:17:27.000 --> 00:17:30.000]  世人的好是很累的
[00:17:30.000 --> 00:17:34.000]  我們每天追逐的好是很累的
[00:17:34.000 --> 00:17:37.000]  所以很多人不是不想工作
[00:17:37.000 --> 00:17:38.000]  提早退休
[00:17:38.000 --> 00:17:40.000]  而是太累了
[00:17:40.000 --> 00:17:42.000]  太疲累了
[00:17:42.000 --> 00:17:46.000]  那種好太大負擔
[00:17:46.000 --> 00:17:50.000]  上帝所說的是什麼好呢?
[00:17:50.000 --> 00:17:51.000]  我們看經文
[00:17:51.000 --> 00:17:55.000]  我們留意到一個很微妙的細節
[00:17:55.000 --> 00:18:01.000]  上帝的好是出自那個人的不好
[00:18:01.000 --> 00:18:05.000]  不是看到人不好就踩低他
[00:18:05.000 --> 00:18:12.000]  上帝說我可以在不好裏面生出更好的事
[00:18:12.000 --> 00:18:14.000]  很多勤力讀書的孩子
[00:18:14.000 --> 00:18:17.000]  未必能拿到高分
[00:18:17.000 --> 00:18:20.000]  他要忍住那種壓力
[00:18:20.000 --> 00:18:23.000]  拿了一份不合格的測驗卷
[00:18:23.000 --> 00:18:25.000]  回去給爸爸媽媽簽名
[00:18:25.000 --> 00:18:28.000]  是很艱難的
[00:18:28.000 --> 00:18:30.000]  但我們仍然在這個孩子裏面
[00:18:30.000 --> 00:18:33.000]  看得到他的好
[00:18:33.000 --> 00:18:35.000]  雅館是艱難的
[00:18:35.000 --> 00:18:37.000]  被媽媽罵一頓
[00:18:37.000 --> 00:18:41.000]  他仍然忍住不看小強抄他的答案
[00:18:41.000 --> 00:18:45.000]  他本著這份性格慢慢長大
[00:18:45.000 --> 00:18:47.000]  他長大後去到公司裏面
[00:18:47.000 --> 00:18:50.000]  見到很多同事可以走後門
[00:18:50.000 --> 00:18:52.000]  他都沒有去做
[00:18:52.000 --> 00:18:55.000]  這種品格的好
[00:18:55.000 --> 00:18:58.000]  不是比業績的好更好嗎?
[00:18:58.000 --> 00:19:02.000]  上帝說我看得見這種好
[00:19:02.000 --> 00:19:05.000]  認識很多患病的弟兄姊妹都是
[00:19:05.000 --> 00:19:08.000]  有時他自己都會怪責自己
[00:19:08.000 --> 00:19:12.000]  為何要成為家庭的擔子呢?
[00:19:12.000 --> 00:19:16.000]  為何還要勞累家人去照料他呢?
[00:19:16.000 --> 00:19:20.000]  不過在這些弟兄姊妹跟他聊天的時候
[00:19:20.000 --> 00:19:21.000]  我都體會到
[00:19:21.000 --> 00:19:27.000]  其實他看生命比很多健康的人更加通透
[00:19:27.000 --> 00:19:31.000]  他所說的每一句感謝都是充滿力量
[00:19:31.000 --> 00:19:34.000]  他不是純粹說口頭事
[00:19:34.000 --> 00:19:37.000]  他為每天早上能夠起床
[00:19:37.000 --> 00:19:39.000]  能夠跟隔壁的病友聊天
[00:19:39.000 --> 00:19:41.000]  說說笑笑
[00:19:41.000 --> 00:19:45.000]  那個力量之大是我自己都難及的
[00:19:45.000 --> 00:19:48.000]  一種沒有生命力影響力的好
[00:19:48.000 --> 00:19:53.000]  不是比生產力的好更好嗎?
[00:19:53.000 --> 00:19:57.000]  世人一個跟我們說甚麼叫做好
[00:19:57.000 --> 00:20:02.000]  我們慢慢都認同了世人那種的好
[00:20:02.000 --> 00:20:05.000]  所以在競爭的世界裡
[00:20:05.000 --> 00:20:07.000]  對於追求靈性
[00:20:07.000 --> 00:20:09.000]  我們彼此扶持
[00:20:09.000 --> 00:20:13.000]  似乎開始不太在意
[00:20:13.000 --> 00:20:16.000]  上帝的好變得越來越稀少
[00:20:16.000 --> 00:20:19.000]  越來越罕見
[00:20:19.000 --> 00:20:23.000]  所以因為稀少
[00:20:23.000 --> 00:20:25.000]  我遇上的時候
[00:20:25.000 --> 00:20:27.000]  我會很珍惜
[00:20:27.000 --> 00:20:32.000]  競爭彼此不信任是正常
[00:20:32.000 --> 00:20:36.000]  但能夠遇上彼此關懷
[00:20:36.000 --> 00:20:38.000]  一個問候
[00:20:38.000 --> 00:20:41.000]  對上帝話語仍然渴望的人
[00:20:41.000 --> 00:20:43.000]  我是很珍惜的
[00:20:43.000 --> 00:20:45.000]  因為他們少有
[00:20:45.000 --> 00:20:48.000]  少有就是寶貴
[00:20:48.000 --> 00:20:50.000]  基於這一點
[00:20:50.000 --> 00:20:56.000]  我開始說我在流唐遇到的好
[00:20:56.000 --> 00:20:59.000]  幾個月前我開始想今年港獨
[00:20:59.000 --> 00:21:01.000]  講甚麼經文
[00:21:01.000 --> 00:21:03.000]  我習慣一卷卷書去講
[00:21:03.000 --> 00:21:07.000]  我想不如再講創世記
[00:21:07.000 --> 00:21:09.000]  想起四年前
[00:21:09.000 --> 00:21:11.000]  我都曾經講過創世記
[00:21:11.000 --> 00:21:14.000]  腦海飄了一個想法出來
[00:21:14.000 --> 00:21:16.000]  四年了
[00:21:16.000 --> 00:21:18.000]  那篇應該沒有人知道
[00:21:18.000 --> 00:21:20.000]  你記不記得
[00:21:20.000 --> 00:21:22.000]  不記得 連我也不記得
[00:21:22.000 --> 00:21:24.000]  你怎會記得
[00:21:24.000 --> 00:21:26.000]  腦海只飄過一個想法
[00:21:26.000 --> 00:21:28.000]  我WhatsApp剛剛收到
[00:21:28.000 --> 00:21:30.000]  一個弟兄姊妹
[00:21:30.000 --> 00:21:32.000]  發一些分享給我
[00:21:32.000 --> 00:21:34.000]  他說牧師
