
[00:00:00.000 --> 00:00:04.640]  上一次講道的時候,剛剛下了八號風球
[00:01:45.760 --> 00:01:47.280]  更加沒有一輪
[00:01:47.280 --> 00:01:50.560]  我已經有二十年時間沒有留長頭髮了
[00:01:50.560 --> 00:01:51.680]  我現在為什麼要留呢?
[00:01:51.680 --> 00:01:53.880]  因為我已經不怕人了
[00:01:53.880 --> 00:01:55.480]  我已經不怕任何人說我
[00:01:55.480 --> 00:01:58.520]  所以我就開始做自己想做的事
[00:01:58.520 --> 00:02:06.240]  今天我們會講的講題是「上莊的相反」
[00:02:06.240 --> 00:02:07.520]  「結黨」
[00:02:07.520 --> 00:02:11.920]  所謂「黨」或「莊」其實都是類似的東西
[00:02:11.920 --> 00:02:13.120]  都是一群人
[00:02:13.120 --> 00:02:14.240]  一個群體
[00:02:14.240 --> 00:02:17.560]  一個擁有共同理念的一群人
[00:02:17.560 --> 00:02:22.120]  不過我想「上莊」是一件比較正面的事情
[00:02:22.120 --> 00:02:25.600]  「結黨」特別是在聖經裡面是一個比較負面的事情
[00:02:25.600 --> 00:02:30.600]  所以今天我們會跟大家去思考「結黨」這個題目
[00:02:30.600 --> 00:02:31.320]  我們一起祈禱
[00:02:31.320 --> 00:02:34.800]  我們一起將我們的講道交給上主
[00:02:34.800 --> 00:02:37.800]  上帝求你去對我們說話
[00:02:37.800 --> 00:02:39.720]  就算你自己真正的
[00:02:39.720 --> 00:02:41.520]  在當中你自己說話
[00:02:41.520 --> 00:02:42.920]  不是孩子
[00:02:42.920 --> 00:02:43.920]  在當中你的靈
[00:02:43.920 --> 00:02:46.480]  在當中對我們每一個弟妹
[00:02:46.480 --> 00:02:47.840]  無論在網上
[00:02:47.840 --> 00:02:51.640]  或者我們看錄影的現場每一個人
[00:02:51.640 --> 00:02:54.920]  我們再一次來謙卑在你面前
[00:02:54.920 --> 00:02:57.840]  聆聽昔日在保羅的教導
[00:02:57.840 --> 00:03:00.120]  求主你這樣來幫助我們
[00:03:00.120 --> 00:03:02.200]  讓孩子的說話都清楚
[00:03:02.200 --> 00:03:05.160]  讓弟兄姊妹的耳朵都能夠敏銳
[00:03:05.160 --> 00:03:08.360]  我們主動地來呼求你
[00:03:08.360 --> 00:03:09.640]  求你對我們說話
[00:03:09.640 --> 00:03:10.560]  因為我們的生命
[00:03:10.560 --> 00:03:14.800]  我們這個群體是一個合理、心意的群體
[00:03:14.800 --> 00:03:17.240]  縱然外面有很多雜音
[00:03:17.240 --> 00:03:19.680]  我們這個群體仍然心一意
[00:03:19.680 --> 00:03:21.200]  我們願意歸向你
[00:03:21.200 --> 00:03:23.200]  求主你自己去救治我們
[00:03:23.200 --> 00:03:24.840]  求主你自己去引導我們
[00:03:24.840 --> 00:03:25.760]  幫助孩子
[00:03:25.760 --> 00:03:26.680]  洪春永求
[00:03:26.680 --> 00:03:28.000]  阿們
[00:03:28.000 --> 00:03:30.320]  我們會說「結黨」的字
[00:03:30.320 --> 00:03:32.360]  不知道大家信主這麼久
[00:03:32.360 --> 00:03:34.840]  每次在聖經看到「結黨」這個字的時候
[00:03:34.840 --> 00:03:36.400]  大家會想些什麼
[00:03:36.400 --> 00:03:37.480]  初信主的時候
[00:03:37.480 --> 00:03:40.200]  為什麼聖經提到「結黨」這個字
[00:03:40.200 --> 00:03:41.920]  「結黨」是什麼意思呢
[00:03:41.920 --> 00:03:43.840]  為什麼叫「結黨」呢
[00:03:43.840 --> 00:03:45.720]  為什麼聖經裡面不容許「結黨」呢
[00:03:45.720 --> 00:03:49.520]  大家有沒有這樣問過
[00:03:49.520 --> 00:03:52.880]  參與政黨是不是叫「結黨」呢
[00:03:52.880 --> 00:03:53.840]  這樣就糟糕了
[00:03:53.840 --> 00:03:57.160]  我們聖經可能會違反國安法
[00:03:57.160 --> 00:03:58.880]  當然沒事
[00:03:58.880 --> 00:04:02.240]  暫時來說都沒有關係
[00:04:02.240 --> 00:04:03.400]  在《和本》裡面
[00:04:03.400 --> 00:04:07.920]  「結黨」這個字其實是一個古時的用法
[00:04:07.920 --> 00:04:12.160]  所謂「結黨」不是在說政治上的政黨
[00:04:12.160 --> 00:04:15.960]  而是一個不懷好意的群體
[00:04:15.960 --> 00:04:17.040]  古語有云
[00:04:17.040 --> 00:04:19.520]  這個出自於《論語》裡面的說話
[00:04:19.520 --> 00:04:23.480]  「君子經而不爭,群而不黨」
[00:04:23.480 --> 00:04:24.560]  什麼意思呢
[00:04:24.560 --> 00:04:25.920]  就是作為君子
[00:04:25.920 --> 00:04:29.240]  對別人的態度是爭而重之的
[00:04:29.240 --> 00:04:31.280]  而不是彼此爭鬥的
[00:04:31.280 --> 00:04:35.320]  聚在一起都不是去結黨的
[00:04:35.320 --> 00:04:39.640]  所以「黨」這個字從來都不是一個好的事情
[00:04:39.640 --> 00:04:41.880]  就是「牛里黨爭」
[00:04:41.880 --> 00:04:43.040]  「同黨」
[00:04:43.040 --> 00:04:43.560]  「其福黨」
[00:04:43.560 --> 00:04:44.720]  「五毛黨」之類
[00:04:44.720 --> 00:04:46.960]  都不是一些好東西
[00:04:46.960 --> 00:04:50.320]  不過後來當我開始學希林文的時候
[00:04:50.320 --> 00:04:52.960]  發現一個更加有趣的事實
[00:04:52.960 --> 00:04:56.120]  原來《和本》的翻譯
[00:04:56.120 --> 00:04:59.360]  其實是一個很獨有的翻譯
[00:04:59.360 --> 00:05:00.880]  如果你回看其他的譯本
[00:05:00.880 --> 00:05:02.400]  看英文版本的話
[00:05:02.400 --> 00:05:05.240]  你找不到裡面有「黨」這個字
[00:05:05.240 --> 00:05:09.000]  其他的譯本你都找不到「結黨」這個字
[00:05:09.000 --> 00:05:11.200]  英文聖經裡面主要是翻譯成什麼
[00:05:11.200 --> 00:05:13.240]  就是叫做「Selfish Ambition」
[00:05:13.240 --> 00:05:17.160]  就是解作一個自私的野心
[00:05:17.160 --> 00:05:19.760]  中文的兩種譯本
[00:05:19.760 --> 00:05:22.640]  翻譯成「私刑真誠的心」
[00:05:22.640 --> 00:05:24.760]  後來的「和修本」
[00:05:24.760 --> 00:05:27.680]  翻譯成更加簡單的「自私」
[00:05:27.680 --> 00:05:29.960]  所以發覺《和本》這個版本
[00:05:29.960 --> 00:05:31.600]  是一個很特別的版本
[00:05:31.600 --> 00:05:34.520]  當時翻譯成「結黨」這個字
[00:05:34.520 --> 00:05:35.640]  不過雖然如此
[00:05:35.640 --> 00:05:38.560]  我仍然覺得《和本》的翻譯是挺有趣的
[00:05:38.560 --> 00:05:39.520]  也是挺值得
[00:05:39.520 --> 00:05:41.560]  也是挺有趣的翻譯
[00:05:41.560 --> 00:05:43.800]  因為基本上所謂「結黨」
[00:05:43.800 --> 00:05:48.640]  就是一個群體的集體的自私
[00:05:48.640 --> 00:05:51.600]  一個人的自私可以叫做自私
[00:05:51.600 --> 00:05:53.920]  但是一群人的自私
[00:05:53.920 --> 00:05:55.800]  就是叫做「結黨」
[00:05:55.800 --> 00:05:57.400]  所謂「結黨」
[00:05:57.400 --> 00:05:58.800]  就是一群人一起
[00:05:58.800 --> 00:06:01.880]  很團結地去自私
[00:06:01.880 --> 00:06:03.280]  在人類史裡面
[00:06:03.280 --> 00:06:04.480]  一群人一起
[00:06:04.480 --> 00:06:07.520]  為了鞏固集體的好處
[00:06:07.520 --> 00:06:10.360]  很齊心地去排除異己
[00:06:10.360 --> 00:06:12.600]  這就是「結黨」
[00:06:12.600 --> 00:06:15.400]  很著名的二戰時代的神學家
[00:06:15.400 --> 00:06:17.640]  拉奧尼布·尼泊爾
[00:06:17.640 --> 00:06:20.280]  在二戰前寫了一本很出名的書
[00:06:20.280 --> 00:06:22.880]  叫做《道德的人與不道德社會》
[00:06:22.880 --> 00:06:25.800]  Moral Man and Immoral Society
[00:06:25.800 --> 00:06:28.160]  這本書講述了一個很真實的事實
[00:06:28.160 --> 00:06:30.280]  一個人可以是很道德的
[00:06:30.280 --> 00:06:33.320]  但是當一群人走在一起的時候
[00:06:33.320 --> 00:06:35.280]  那個道德的力量
[00:06:35.280 --> 00:06:39.920]  往往會變成一股很可怕的力量
[00:06:39.920 --> 00:06:41.320]  民族主義就是這樣
[00:06:41.320 --> 00:06:43.120]  一群人大家一起很團結地
[00:06:43.120 --> 00:06:46.480]  去鞏固自己的好處
[00:06:46.480 --> 00:06:48.480]  團結是美好的事情
[00:06:48.480 --> 00:06:51.560]  但是團結地去排除異己
[00:06:51.560 --> 00:06:53.400]  就是非常可怕
[00:06:53.400 --> 00:06:54.000]  真人
[00:06:54.000 --> 00:06:55.200]  在人類史裡面
[00:06:55.200 --> 00:07:00.200]  做壞事往往比做好事更加團結
[00:07:00.200 --> 00:07:02.640]  所以「結黨」就是一個強烈地
[00:07:02.640 --> 00:07:05.760]  擁有共同信念的群體
[00:07:05.760 --> 00:07:08.720]  當這個強烈地擁有共同信念的群體
[00:07:08.720 --> 00:07:12.880]  做出一些維護自己集團利益的事情的時候
[00:07:12.880 --> 00:07:15.640]  是一件非常恐怖的事情
[00:07:15.640 --> 00:07:17.560]  才發現原來早期教會
[00:07:17.560 --> 00:07:19.800]  早已經出現了這樣的問題
[00:07:19.800 --> 00:07:25.000]  一群人一起很團結地做出一些壞的事情
[00:07:25.000 --> 00:07:27.720]  我們看看幾段有關結黨經文
[00:07:27.720 --> 00:07:32.000]  我今天掃描一下有關很多結黨經文
[00:07:32.000 --> 00:07:34.880]  基本上《聖律辯》主要用了
[00:07:34.880 --> 00:07:36.880]  epiphaia這個字
[00:07:36.880 --> 00:07:39.880]  來翻譯成結黨
[00:07:39.880 --> 00:07:42.160]  例如在《羅馬書》裡面
[00:07:42.160 --> 00:07:44.160]  唯有結黨不信從真理
[00:07:44.160 --> 00:07:45.560]  凡信從不義的
[00:07:45.560 --> 00:07:48.320]  就以憤怒、怒恨、報應貪玩
[00:07:48.320 --> 00:07:49.240]  《林前》裡面
[00:07:49.240 --> 00:07:51.560]  在你們中間不免有紛紜結黨的事
[00:07:51.560 --> 00:07:53.840]  我叫那些有經驗的人顯明出來
[00:07:53.840 --> 00:07:54.960]  《林後》裡面也提過
[00:07:54.960 --> 00:07:56.960]  大批的清單裡面
[00:07:56.960 --> 00:07:58.960]  都有結黨這個字
[00:07:58.960 --> 00:08:00.360]  《加勒斯多德》裡面
[00:08:00.360 --> 00:08:01.920]  情慾的事情
[00:08:01.920 --> 00:08:05.120]  都是包括了結黨這個字
[00:08:05.120 --> 00:08:06.560]  《阿哥書》裡面這麼說
[00:08:06.560 --> 00:08:11.120]  你們心裡若懷著苦毒的嫉妒和紛爭
[00:08:11.120 --> 00:08:13.760]  這個字背後其實都是原文
[00:08:13.760 --> 00:08:15.760]  都是結黨這個字
[00:08:15.760 --> 00:08:18.480]  所以你會發現結黨就是這批字眼
[00:08:18.480 --> 00:08:20.960]  嘗試去引起紛爭
[00:08:20.960 --> 00:08:24.760]  嘗試去一群人排斥異己
[00:08:24.760 --> 00:08:26.360]  這樣的事情
[00:08:26.360 --> 00:08:27.960]  另外也有一些希利文
[00:08:27.960 --> 00:08:29.360]  就是其他的字眼
[00:08:29.360 --> 00:08:30.560]  今天詳細不說了
[00:08:30.560 --> 00:08:34.160]  下一頁我只是說了另一批希利文
[00:08:34.160 --> 00:08:36.560]  都有結黨這個字的意思
[00:08:36.560 --> 00:08:37.560]  是另一個原文
[00:08:37.560 --> 00:08:40.160]  但是也代表了結黨這個字眼
[00:08:40.160 --> 00:08:42.360]  所以你會發現
[00:08:42.360 --> 00:08:44.160]  今天你會看到
[00:08:44.160 --> 00:08:45.560]  今天我們看完經文
[00:08:45.560 --> 00:08:48.560]  正正就是其中一段
[00:08:48.560 --> 00:08:51.360]  我覺得很有意思和大家想說的一段
[00:08:51.360 --> 00:08:52.560]  有關結黨經文
[00:08:52.560 --> 00:08:53.960]  就是這個《肥立比書》
[00:08:53.960 --> 00:08:56.560]  一章十五到第十八節經文
[00:08:56.560 --> 00:08:57.360]  我們一起讀吧
[00:08:57.360 --> 00:09:00.360]  一起讀 看看下一章的關鍵字眼
[00:09:00.360 --> 00:09:02.760]  我們一起讀吧
[00:09:02.760 --> 00:09:03.760]  預備 1 2 3
[00:09:03.760 --> 00:09:05.760]  (字幕: 梁美芬)
[00:09:25.760 --> 00:09:27.760]  等一下 放回這個
[00:09:27.760 --> 00:09:32.160]  保羅在《肥立比書》裏面
[00:09:32.160 --> 00:09:35.760]  提到一個肥立比教會的情況
[00:09:35.760 --> 00:09:38.360]  教會裏面出現了一些內鬥
[00:09:38.360 --> 00:09:42.560]  教會裏面有一些反對保羅的一班人
[00:09:42.560 --> 00:09:43.560]  當然你會覺得
[00:09:43.560 --> 00:09:45.160]  保羅有敵人
[00:09:45.160 --> 00:09:46.960]  《聖》裏面也不是新聞
[00:09:46.960 --> 00:09:48.360]  一向有很多敵人
[00:09:48.360 --> 00:09:50.560]  那裏不多前書 那裏不多後書
[00:09:50.560 --> 00:09:51.360]  加上一些書
[00:09:51.360 --> 00:09:53.960]  不喜歡保羅的人很多
[00:09:53.960 --> 00:09:56.160]  基本上保羅在每一本書裏面
[00:09:56.160 --> 00:09:58.760]  都有一些教會裏面的敵人
[00:09:58.760 --> 00:10:01.360]  所以這次在《肥立比書》裏面的敵人
[00:10:01.360 --> 00:10:02.760]  有什麼特別呢
[00:10:02.760 --> 00:10:04.760]  有的 有些特別的
[00:10:04.760 --> 00:10:06.560]  因為在《肥立比書》裏面
[00:10:06.560 --> 00:10:09.160]  這班所謂保羅的敵人
[00:10:09.160 --> 00:10:10.960]  被保羅形容為
[00:10:10.960 --> 00:10:14.760]  全基督是出於嫉妒紛爭
[00:10:14.760 --> 00:10:18.560]  全基督是出於結黨 並不單純
[00:10:18.560 --> 00:10:21.960]  意思是要增加我的苦楚
[00:10:21.960 --> 00:10:26.160]  你會問 究竟全基督是出於結黨
[00:10:26.160 --> 00:10:28.960]  全基督是出於嫉妒紛爭
[00:10:28.960 --> 00:10:31.160]  是怎樣解釋呢
[00:10:31.160 --> 00:10:35.760]  好端端的 全基督是怎樣傳到結黨的呢
[00:10:35.760 --> 00:10:38.960]  究竟是一個什麼層次的傳福音呢
[00:10:38.960 --> 00:10:41.360]  是一個什麼花式的玩法呢
[00:10:41.360 --> 00:10:46.160]  就是說全基督明明是一件很正面的事
[00:10:46.160 --> 00:10:48.160]  是很愛主的事
[00:10:48.160 --> 00:10:52.560]  為什麼全基督會突然傳到結黨呢
[00:10:52.560 --> 00:10:58.160]  全基督傳到結黨是一件很難以消化的事情
[00:10:58.160 --> 00:11:02.760]  就好像我傳福音傳到要去要殞你一樣
[00:11:02.760 --> 00:11:04.960]  我會十字架要去卵化你一樣
[00:11:04.960 --> 00:11:06.560]  整件事是很奇怪的
[00:11:06.560 --> 00:11:08.960]  我反复出崇巴爾 你難受啊
[00:11:08.960 --> 00:11:11.160]  明白嗎 這是一件很奇怪的事情
[00:11:11.160 --> 00:11:12.760]  我覺得很恐怖
[00:11:12.760 --> 00:11:16.560]  不單恐怖 而且是很高難度的
[00:11:16.560 --> 00:11:21.160]  很複雜的 複雜到好像人家的口供劇一樣
[00:11:21.160 --> 00:11:25.360]  傳福音傳到要算中計 公心計
[00:11:25.360 --> 00:11:27.760]  做到這樣也不容易
[00:11:27.760 --> 00:11:31.160]  不像那些口供劇的劇情
[00:11:31.160 --> 00:11:35.760]  我回Info Group是為了討潘Sir潘心
[00:11:35.760 --> 00:11:38.960]  然後說謊騙了祖元佛和慈道令他排斥他
[00:11:38.960 --> 00:11:44.960]  很複雜的 回教會怎麼會這麼複雜
[00:11:44.960 --> 00:11:50.160]  我不傾向這樣去理解這件事情
[00:11:50.160 --> 00:11:53.760]  雖然是對的 出了很多問題
[00:11:53.760 --> 00:11:55.560]  但也沒有那麼恐怖
[00:11:55.560 --> 00:12:00.560]  沒有那些公心計 暗黑的事情
[00:12:00.560 --> 00:12:03.560]  我認為所謂傳基督是出於結黨
[00:12:03.560 --> 00:12:08.960]  這句話說的不是純粹一種動機的問題
[00:12:08.960 --> 00:12:14.360]  不是說這群人傳福音純粹是為了要去搞到結黨
[00:12:14.360 --> 00:12:18.360]  而是說在傳基督這件事裡
[00:12:18.360 --> 00:12:24.360]  在他們當中還有一個瀰漫著他們的事情
[00:12:24.360 --> 00:12:26.360]  在這群人當中
[00:12:26.360 --> 00:12:33.160]  這群傳基督的人同時是結黨的
[00:12:33.160 --> 00:12:37.360]  真是一個比較客觀公允的情況
[00:12:37.360 --> 00:12:42.560]  這群人傳基督同時有結黨的事情
[00:12:42.560 --> 00:12:45.160]  發生在他們當中
[00:12:45.160 --> 00:12:48.360]  這正正就是菲律賓教會的情況
[00:12:48.360 --> 00:12:52.160]  有一群人傳基督 另一群人傳基督
[00:12:52.160 --> 00:12:55.560]  兩群傳基督的人當中
[00:12:55.560 --> 00:12:59.160]  有一群人想弄死另一群人
[00:12:59.160 --> 00:13:00.960]  真是這麼恐怖
[00:13:00.960 --> 00:13:02.760]  教會的紛爭當中
[00:13:02.760 --> 00:13:09.760]  兩群陣營的人都是在傳基督的
[00:13:09.760 --> 00:13:14.160]  我們經常都以為教會出現的問題
[00:13:14.160 --> 00:13:18.160]  總是一些很極端的正邪對立
[00:13:18.160 --> 00:13:20.160]  一群人就傳基督
[00:13:20.160 --> 00:13:23.160]  一群人就傳魔鬼
[00:13:23.160 --> 00:13:25.160]  一群人就走閘路
[00:13:25.160 --> 00:13:28.160]  一群人就貪愛世界
[00:13:28.160 --> 00:13:31.160]  一群人就忠心愛主
[00:13:31.160 --> 00:13:35.160]  一群人就在破壞教會
[00:13:35.160 --> 00:13:38.160]  不是一種相對主義
[00:13:38.160 --> 00:13:41.160]  不是說教會沒有壞人
[00:13:41.160 --> 00:13:45.160]  而是說結黨這些事情
[00:13:45.160 --> 00:13:47.160]  往往就在一個
[00:13:47.160 --> 00:13:51.160]  大家都很好的傳基督的日子當中
[00:13:51.160 --> 00:13:52.160]  就出現了
[00:13:52.160 --> 00:13:55.160]  一群人 一群跟隨耶穌的人
[00:13:55.160 --> 00:13:58.160]  然後就變成了兩群人
[00:13:58.160 --> 00:14:01.160]  一群一起去跟隨耶穌的人
[00:14:01.160 --> 00:14:04.160]  變成了兩群惡鬥的人
[00:14:04.160 --> 00:14:07.160]  兩群人都是跟隨耶穌
[00:14:07.160 --> 00:14:11.160]  兩群人都是宣揚基督
[00:14:11.160 --> 00:14:14.160]  一群人一起在教會裡侍奉
[00:14:14.160 --> 00:14:17.160]  然後這群人就勢不兩立
[00:14:17.160 --> 00:14:19.160]  結黨 紛爭
[00:14:19.160 --> 00:14:26.160]  結黨往往都是在愛主的事情裡發生
[00:14:26.160 --> 00:14:29.160]  你不要以為結黨就是一群人跟隨基督
[00:14:29.160 --> 00:14:31.160]  一群人就離開了基督
[00:14:31.160 --> 00:14:34.160]  兩群人都傳基督
[00:14:34.160 --> 00:14:38.160]  然後他們就結黨紛爭
[00:14:38.160 --> 00:14:41.160]  你說傳基督夠愛主了吧
[00:14:41.160 --> 00:14:47.160]  但都可以導致結黨紛爭的事情
[00:14:47.160 --> 00:14:50.160]  一個傷害極高的事情
[00:14:50.160 --> 00:14:53.160]  大家都是國內人
[00:14:53.160 --> 00:14:56.160]  曾經傷害你的基督徒
[00:14:56.160 --> 00:14:59.160]  往往都是一些很愛主的基督徒
[00:14:59.160 --> 00:15:01.160]  不是那些沒有回教會
[00:15:01.160 --> 00:15:03.160]  屬魔鬼的基督徒
[00:15:03.160 --> 00:15:06.160]  本來是一些很美麗的事情
[00:15:06.160 --> 00:15:08.160]  一些很神聖很有意義的事情
[00:15:08.160 --> 00:15:10.160]  正正那些事情
[00:15:10.160 --> 00:15:14.160]  變成了一些結黨紛爭的事情
[00:15:14.160 --> 00:15:16.160]  說一個我的聽聞
[00:15:16.160 --> 00:15:18.160]  不是我在神學院的
[00:15:18.160 --> 00:15:20.160]  這次不是才來的
[00:15:20.160 --> 00:15:24.160]  聽聞在神學院出現了一些事情
[00:15:24.160 --> 00:15:28.160]  一個神學生的意見跟其他人不同
[00:15:28.160 --> 00:15:34.160]  那個神學生就成為了一群神學生集體排斥的對象
[00:15:34.160 --> 00:15:36.160]  然後他們還用
[00:15:36.160 --> 00:15:39.160]  神學生吵架是用什麼
[00:15:39.160 --> 00:15:41.160]  是用聖經的
[00:15:41.160 --> 00:15:44.160]  他們說那個神學生
[00:15:44.160 --> 00:15:47.160]  單顧自己事不顧別人的事
[00:15:47.160 --> 00:15:49.160]  然後就排斥他
[00:15:49.160 --> 00:15:52.160]  說他沒有愛心之類的
[00:15:52.160 --> 00:15:55.160]  不是我的神學院
[00:15:55.160 --> 00:15:58.160]  這個故事不是我想說的
[00:15:58.160 --> 00:15:59.160]  所以我想說
[00:15:59.160 --> 00:16:02.160]  這段時間我想說幾分鐘
[00:16:02.160 --> 00:16:04.160]  有關香港教會
[00:16:04.160 --> 00:16:06.160]  不是吃花生
[00:16:06.160 --> 00:16:09.160]  而是說一下我這幾年的感受
[00:16:09.160 --> 00:16:13.160]  我覺得香港教會
[00:16:13.160 --> 00:16:16.160]  特別是香港基督教會
[00:16:16.160 --> 00:16:18.160]  真的是一個是非圈
[00:16:18.160 --> 00:16:20.160]  不知道為什麼
[00:16:20.160 --> 00:16:22.160]  天主教沒有這些東西
[00:16:22.160 --> 00:16:24.160]  佛教也沒有這些東西
[00:16:24.160 --> 00:16:26.160]  台灣基督教也沒有這些東西
[00:16:26.160 --> 00:16:28.160]  香港基督教有這些東西
[00:16:28.160 --> 00:16:30.160]  很多這些東西
[00:16:30.160 --> 00:16:32.160]  就算是那些不信耶穌的人
[00:16:32.160 --> 00:16:34.160]  外面的團體也沒有這些東西
[00:16:34.160 --> 00:16:38.160]  也不會像香港基督教那麼多小圈子
[00:16:38.160 --> 00:16:40.160]  又有很多黨派是非
[00:16:40.160 --> 00:16:43.160]  又在這裡發帖說你
[00:16:43.160 --> 00:16:46.160]  人家那些微信主群體也好好的
[00:16:46.160 --> 00:16:49.160]  人家那些做蛋糕的就做蛋糕
[00:16:49.160 --> 00:16:51.160]  一般人不是出去做蛋糕群體
[00:16:51.160 --> 00:16:53.160]  我加入了一個電單車群體
[00:16:53.160 --> 00:16:54.160]  就說電單車
[00:16:54.160 --> 00:16:56.160]  有空出來出車
[00:16:56.160 --> 00:16:58.160]  沒有那麼多說你的車不好
[00:16:58.160 --> 00:16:59.160]  又說開得不對
[00:16:59.160 --> 00:17:00.160]  沒有這些東西
[00:17:00.160 --> 00:17:01.160]  大家不明白嗎
[00:17:01.160 --> 00:17:04.160]  喜歡吃燒賣就做個什麼
[00:17:04.160 --> 00:17:05.160]  就均組
[00:17:05.160 --> 00:17:06.160]  大家就吃燒賣
[00:17:06.160 --> 00:17:09.160]  沒有那麼這些是是非非
[00:17:09.160 --> 00:17:12.160]  互相指控的東西
[00:17:12.160 --> 00:17:14.160]  唯獨香港的基督教會
[00:17:14.160 --> 00:17:20.160]  不知道為什麼特別多這些圈子和是非
[00:17:20.160 --> 00:17:23.160]  中派和中派之間
[00:17:23.160 --> 00:17:24.160]  不說了
[00:17:24.160 --> 00:17:27.160]  教會和教會之間
[00:17:27.160 --> 00:17:29.160]  部門和部門之間
[00:17:29.160 --> 00:17:30.160]  弟兄姊妹等等
[00:17:30.160 --> 00:17:32.160]  很多這些事情發生
[00:17:32.160 --> 00:17:34.160]  可能大家也經歷過
[00:17:34.160 --> 00:17:37.160]  崇拜部和差全部欠資源
[00:17:37.160 --> 00:17:40.160]  這個牧區和一個牧區的房子問題
[00:17:40.160 --> 00:17:41.160]  搞亂了
[00:17:41.160 --> 00:17:43.160]  這個部門舉辦活動
[00:17:43.160 --> 00:17:45.160]  沒有通知另一個部門
[00:17:45.160 --> 00:17:46.160]  然後生他的氣
[00:17:46.160 --> 00:17:49.160]  很多這些教會裏面
[00:17:49.160 --> 00:17:56.160]  大家群體之間的阻隔
[00:17:56.160 --> 00:17:59.160]  網上就更加恐怖
[00:17:59.160 --> 00:18:01.160]  可能大家也知道
[00:18:01.160 --> 00:18:03.160]  我一向有很多hater
[00:18:03.160 --> 00:18:05.160]  前陣子我們有一位同工
[00:18:05.160 --> 00:18:07.160]  在Full Church裏面講道
[00:18:07.160 --> 00:18:11.160]  有人在網上批評他的講道
[00:18:11.160 --> 00:18:14.160]  說他哪裡哪裡說得不對
[00:18:14.160 --> 00:18:16.160]  後來我知道可以上網看看
[00:18:16.160 --> 00:18:18.160]  原來是他
[00:18:18.160 --> 00:18:22.160]  他是一個我忠實的hater
[00:18:22.160 --> 00:18:24.160]  當然我不會開名
[00:18:24.160 --> 00:18:25.160]  大家也不要看他
[00:18:25.160 --> 00:18:30.160]  他裏面只有酸澀和仇恨
[00:18:30.160 --> 00:18:32.160]  很多年都沒有看他Facebook
[00:18:32.160 --> 00:18:35.160]  不知道他原來還有寫東西
[00:18:35.160 --> 00:18:38.160]  我自己也不寫Facebook
[00:18:38.160 --> 00:18:41.160]  但他仍然沒有停止寫我
[00:18:41.160 --> 00:18:43.160]  我回想起來
[00:18:43.160 --> 00:18:45.160]  原來他寫了這麼多東西
[00:18:45.160 --> 00:18:47.160]  還不停地寫我的東西
[00:18:47.160 --> 00:18:49.160]  基本上我每一次的講道
[00:18:49.160 --> 00:18:51.160]  他都有看
[00:18:51.160 --> 00:18:55.160]  他還會寫文章回應
[00:18:55.160 --> 00:18:57.160]  基本上Full Church每一個post
