
[00:00:00.000 --> 00:00:05.240]  今天是2022年的第365日
[00:01:54.120 --> 00:01:58.720]  途中這個是什麼飯局呢
[00:01:58.720 --> 00:02:00.240]  大家應該知道吧
[00:02:00.240 --> 00:02:03.480]  回到Flo Church應該點到他們的相
[00:02:03.480 --> 00:02:05.320]  無論我怎麼遮掩他們
[00:02:05.320 --> 00:02:08.080]  就是我的同事聚餐
[00:02:08.080 --> 00:02:09.600]  我也有同事的
[00:02:09.600 --> 00:02:11.120]  同事聚餐
[00:02:11.120 --> 00:02:14.240]  我們除了一起吃好東西之外
[00:02:14.240 --> 00:02:16.840]  這次聚餐還讓我知道
[00:02:16.840 --> 00:02:18.760]  某人家裡多了一幅畫
[00:02:18.760 --> 00:02:21.000]  今天就不說這幅畫
[00:02:21.000 --> 00:02:23.920]  如果有興趣知道我們對話內容
[00:02:23.920 --> 00:02:29.000]  可以看回上星期24號的平安夜崇拜
[00:02:29.000 --> 00:02:34.000]  對我來說飯局吃很重要
[00:02:34.000 --> 00:02:38.600]  吃之外大家交流都非常重要
[00:02:38.600 --> 00:02:43.280]  一個飯局可以連繫很多不同人的關係
[00:02:43.280 --> 00:02:47.360]  如果讓你去聖經的時代
[00:02:47.360 --> 00:02:50.640]  和聖經時代的人連繫起來
[00:02:50.640 --> 00:02:53.920]  你會想去哪個飯局呢
[00:02:53.920 --> 00:02:56.720]  大家想不想起聖經有什麼飯局
[00:02:56.720 --> 00:02:59.720]  可能最容易想到的就是主餐
[00:02:59.720 --> 00:03:01.080]  很震撼吧
[00:03:01.080 --> 00:03:06.080]  或者以斯帖請哈曼那一餐
[00:03:06.080 --> 00:03:08.880]  但今天大家看到我穿成這樣
[00:03:08.880 --> 00:03:10.360]  家裡衣服不多
[00:03:10.360 --> 00:03:12.720]  這樣是去喝的裝束
[00:03:12.720 --> 00:03:14.200]  不好意思
[00:03:14.200 --> 00:03:16.280]  看得出是比較樸素
[00:03:16.280 --> 00:03:18.000]  我穿成這樣去喝
[00:03:18.000 --> 00:03:20.720]  是想帶大家去見識一下
[00:03:20.720 --> 00:03:23.520]  我們一起去一個皇室的飯局
[00:03:23.520 --> 00:03:28.320]  和皇室成員迎接一位重要的貴賓
[00:03:28.320 --> 00:03:31.000]  去之前我們先來起底
[00:03:31.000 --> 00:03:34.880]  我們一起認識一下這位貴賓
[00:03:34.880 --> 00:03:37.360]  這位貴賓是怎樣的呢
[00:03:37.360 --> 00:03:56.840]  (廣東話)
[00:03:56.840 --> 00:04:02.320]  這個飯局的貴賓就是米菲波切
[00:04:02.320 --> 00:04:04.120]  可能大家會有些陌生
[00:04:04.120 --> 00:04:07.080]  因為相對於她的父親約拿丹
[00:04:07.080 --> 00:04:09.080]  爺爺素羅
[00:04:09.080 --> 00:04:12.360]  她在聖經裡的出鏡率很少
[00:04:12.360 --> 00:04:16.680]  但有她出場的情節都會非常緊湊
[00:04:16.680 --> 00:04:19.640]  生於皇室的米菲波切
[00:04:19.640 --> 00:04:22.880]  本來應該是萬千寵愛在一身
[00:04:22.880 --> 00:04:26.040]  但竟然一個消息傳來
[00:04:26.040 --> 00:04:29.720]  她要和兩位至親永別
[00:04:29.720 --> 00:04:35.360]  還要跌斷雙腿變成落難的傷殘兒童
[00:04:35.360 --> 00:04:38.040]  更可怕的是
[00:04:38.040 --> 00:04:42.480]  跌斷雙腿之後她仍要擔驚受怕
[00:04:42.480 --> 00:04:46.280]  政權更替原本她皇孫的身份
[00:04:46.280 --> 00:04:48.520]  反而為她帶來危機
[00:04:48.520 --> 00:04:51.520]  她每天都要擔心被人挖出來
[00:04:51.520 --> 00:04:52.920]  或者被人滅口
[00:04:52.920 --> 00:04:54.840]  她苟且偷生
[00:04:54.840 --> 00:04:57.280]  去到大概二十歲左右
[00:04:57.280 --> 00:05:01.360]  米菲波切叩拜說
[00:05:01.360 --> 00:05:03.800]  你的僕人算什麼
[00:05:03.800 --> 00:05:06.400]  不過如死狗一般
[00:05:06.400 --> 00:05:09.480]  景蒙你這樣眷顧
[00:05:09.480 --> 00:05:12.480]  又是短短一個出場
[00:05:12.480 --> 00:05:13.680]  一個動作
[00:05:13.680 --> 00:05:15.000]  一句說話
[00:05:15.000 --> 00:05:19.720]  一位極度卑微的年輕人就出現在我們眼前
[00:05:19.720 --> 00:05:21.920]  在他開口之前
[00:05:21.920 --> 00:05:25.440]  其實攝影師的他已經不理痛楚
[00:05:25.440 --> 00:05:29.360]  臉伏在地叩拜
[00:05:29.360 --> 00:05:31.960]  非常非常卑微
[00:05:31.960 --> 00:05:36.000]  前陣子我在一個街坊聚餐上
[00:05:36.000 --> 00:05:39.000]  有一位家長跟我分享一件事
[00:05:39.000 --> 00:05:41.000]  到現在我都不是很消化到
[00:05:41.000 --> 00:05:42.720]  在疫情期間
[00:05:42.720 --> 00:05:45.000]  他一位至親因病入院
[00:05:45.000 --> 00:05:47.520]  住院的時候因為感染COVID-19
[00:05:47.520 --> 00:05:48.800]  病逝
[00:05:48.800 --> 00:05:51.160]  在他收到這個消息的時候
[00:05:51.160 --> 00:05:53.360]  他馬上趕去見他最後一面
[00:05:53.360 --> 00:05:56.280]  但在匆忙間他仍然在家裡
[00:05:56.280 --> 00:05:58.760]  拿了一套很體面的衣服
[00:05:58.760 --> 00:06:01.800]  打算去醫院幫他換上
[00:06:01.800 --> 00:06:06.680]  但是這個請求當時就被醫院拒絕
[00:06:06.680 --> 00:06:09.040]  因為當時兵荒馬亂
[00:06:09.040 --> 00:06:12.720]  他們說感染COVID-19的死者要特別處理
[00:06:12.720 --> 00:06:16.040]  那位家長聲淚俱下
[00:06:16.040 --> 00:06:19.600]  他看著穿得很單薄的這位至親
[00:06:19.600 --> 00:06:21.680]  他苦苦哀求
[00:06:21.680 --> 00:06:24.280]  他這樣形容
[00:06:24.280 --> 00:06:26.440]  他說那一刻他真的沒有辦法
[00:06:26.440 --> 00:06:27.560]  哭了
[00:06:27.560 --> 00:06:29.560]  他覺得自己很低微也好
[00:06:29.560 --> 00:06:31.360]  他也不斷求
[00:06:31.360 --> 00:06:34.160]  但仍然得不到這個機會
[00:06:34.160 --> 00:06:38.240]  他覺得這就是他一生的遺憾
[00:06:38.240 --> 00:06:41.080]  不能讓他的至親可以穿得暖
[00:06:41.080 --> 00:06:42.600]  好好看著離開
[00:06:42.600 --> 00:06:46.000]  這位家長感到卑微
[00:06:46.000 --> 00:06:47.520]  因為他在那一刻
[00:06:47.520 --> 00:06:49.120]  他沒有了一個權力
[00:06:49.120 --> 00:06:54.760]  他沒有權力做一件認為很簡單的事
[00:06:54.760 --> 00:06:57.000]  而米飛波切的卑微
[00:06:57.000 --> 00:06:59.880]  其實同樣來自沒有權力
[00:06:59.880 --> 00:07:04.280]  他就連拒絕參加一個飯局的權力也沒有
[00:07:04.280 --> 00:07:07.600]  你們會不會有一些飯局不敢拒絕
[00:07:07.600 --> 00:07:08.880]  可能是老闆那些
[00:07:08.880 --> 00:07:10.600]  可能是父母那些
[00:07:10.600 --> 00:07:15.520]  可能是某一些你覺得影響力很大的人
[00:07:15.520 --> 00:07:19.560]  但究竟誰令到米飛波切這麼卑微
[00:07:19.560 --> 00:07:22.120]  甚至形容自己是死狗一樣呢
[00:07:22.120 --> 00:07:26.280]  我們一起看看薩姆爾記下九章一至五節
[00:07:26.280 --> 00:07:30.880]  這次邀請姐妹一起讀黑色的字
[00:07:30.880 --> 00:07:34.680]  請弟兄幫我讀紅色的字
[00:07:34.680 --> 00:07:36.680]  紅色的字大家都可以留意
[00:07:36.680 --> 00:07:39.280]  是一些行動
[00:07:39.280 --> 00:07:45.040]  薩姆爾記下九章一至五節
[00:07:45.040 --> 00:07:47.040]  大衛說
[00:07:47.040 --> 00:07:50.840]  「訴羅家 還有剩下的人沒有
[00:07:50.840 --> 00:07:55.160]  我要因若拿丹的緣故向他示恩」
[00:07:55.160 --> 00:07:59.040]  訴羅家有一個僕人名叫洗巴
[00:07:59.040 --> 00:08:02.200]  有人叫他來到大衛那裡
[00:08:02.200 --> 00:08:05.560]  王對他說「你是洗巴嗎?」
[00:08:05.560 --> 00:08:07.840]  他說「僕人是」
[00:08:07.840 --> 00:08:12.320]  王說「訴羅家 還有沒有剩下的人
[00:08:12.320 --> 00:08:15.520]  我要照神的慈愛恩待他」
[00:08:15.520 --> 00:08:17.520]  洗巴對王說
[00:08:17.520 --> 00:08:20.320]  「還有若拿丹的一個兒子
[00:08:20.320 --> 00:08:22.320]  雙腿是缺的」
[00:08:22.320 --> 00:08:25.720]  王對他說「他在哪裡?」
[00:08:25.720 --> 00:08:27.720]  洗巴對王說
[00:08:27.720 --> 00:08:33.920]  「可能他在羅底巴阿米利的兒子馬吉嘉裡」
[00:08:33.920 --> 00:08:36.720]  於是大衛和派人去
[00:08:36.720 --> 00:08:40.120]  從羅底巴阿米利的兒子
[00:08:40.120 --> 00:08:42.720]  馬吉嘉裡照料他來
[00:08:42.720 --> 00:08:44.720]  大家剛才都看到紅色字
[00:08:44.720 --> 00:08:46.720]  弟兄讀的就是
[00:08:46.720 --> 00:08:48.720]  一而再再而三
[00:08:48.720 --> 00:08:51.920]  有一個人尋問米菲波切的下落
[00:08:51.920 --> 00:08:55.120]  這個就是以色列王大衛
[00:08:55.120 --> 00:08:58.120]  米菲波切顯得這麼卑微
[00:08:58.120 --> 00:09:00.920]  是因為面對著以色列王
[00:09:00.920 --> 00:09:02.920]  他只是一個地位低下
[00:09:02.920 --> 00:09:06.120]  沒有權沒有勢 錢都不多的人
[00:09:06.120 --> 00:09:10.520]  大衛王其實一個命令就可以將他滅口
[00:09:10.520 --> 00:09:14.120]  蘇羅加和大衛家爭鬥很多年
[00:09:14.120 --> 00:09:16.120]  如今大衛作王
[00:09:16.120 --> 00:09:19.120]  其實新王朝要滅絕舊王朝的人
[00:09:19.120 --> 00:09:21.120]  是非常常見的事
[00:09:21.120 --> 00:09:23.120]  就算大衛不出手
[00:09:23.120 --> 00:09:25.120]  我們在聖經都看到有些小卒
[00:09:25.120 --> 00:09:27.120]  有時會自作主張
[00:09:27.120 --> 00:09:29.920]  去殺了他們的後人
[00:09:29.920 --> 00:09:33.120]  米菲波切的叔叔就是因為這樣而死了
[00:09:33.120 --> 00:09:36.120]  如果你是米菲波切
[00:09:36.120 --> 00:09:40.120]  外面到處都說大衛找你啊
[00:09:40.120 --> 00:09:42.120]  要召你入宮啊
[00:09:42.120 --> 00:09:45.120]  你未顧回過神就聽到門外
[00:09:45.120 --> 00:09:51.120]  「葛國」
[00:09:51.120 --> 00:09:53.120]  你有什麼心情呢
[00:09:53.120 --> 00:09:55.120]  給你 你開不開門啊
[00:09:55.120 --> 00:09:59.120]  一路拍攝 你開不開門啊
[00:09:59.120 --> 00:10:02.920]  可能你臉都青了
[00:10:02.920 --> 00:10:05.120]  心馬上離一離
[00:10:05.120 --> 00:10:11.120]  不過大衛一眼就看穿了米菲波切的不安
[00:10:11.120 --> 00:10:14.120]  馬上派了一粒定心丸給他
[00:10:14.120 --> 00:10:16.120]  他叫他
[00:10:16.120 --> 00:10:19.120]  米菲波切 你不用怕
[00:10:19.120 --> 00:10:24.120]  我必因為你父親若拿丹的緣故向你示恩
[00:10:24.120 --> 00:10:27.120]  這句你不要懼怕 你不用怕
[00:10:27.120 --> 00:10:30.120]  我們最近可能都經常聽
[00:10:30.120 --> 00:10:33.120]  在聖誕節的佳音裡經常聽到
[00:10:33.120 --> 00:10:37.120]  就好像天使向著驚慌的瑪利亞所說
[00:10:37.120 --> 00:10:39.120]  瑪利亞 你不用怕
[00:10:39.120 --> 00:10:42.120]  你在神面前已經蒙恩
[00:10:42.120 --> 00:10:45.120]  就是一句安慰
[00:10:45.120 --> 00:10:48.120]  一個恩典降臨的宣佈
[00:10:48.120 --> 00:10:51.120]  就扭轉了整個緊張的局面
[00:10:51.120 --> 00:10:53.120]  馬上可以鬆一口氣
[00:10:53.120 --> 00:10:57.120]  大衛的承諾好像天使報信一樣
[00:10:57.120 --> 00:11:01.120]  他去了米菲波切那一刻極度的恐懼
[00:11:01.120 --> 00:11:05.120]  唉 去到這裡我們都可以鬆一口氣
[00:11:05.120 --> 00:11:08.120]  如果留堂再搞劇場
[00:11:08.120 --> 00:11:10.120]  可能大家都還沒累完
[00:11:10.120 --> 00:11:12.120]  再搞劇場我覺得可以用這個故事
[00:11:12.120 --> 00:11:16.120]  因為米菲波切這個故事非常有戲劇性
[00:11:16.120 --> 00:11:20.120]  我們再看大衛對他的兩個承諾
[00:11:20.120 --> 00:11:23.120]  會更加覺得超乎想像
[00:11:23.120 --> 00:11:25.120]  第一個承諾
[00:11:25.120 --> 00:11:30.120]  大衛承諾米菲波切可以重新得到
[00:11:30.120 --> 00:11:32.120]  數羅家的產業
[00:11:32.120 --> 00:11:35.120]  大衛就向米菲波切說
[00:11:35.120 --> 00:11:40.120]  把你祖父數羅的一切田地都歸還你
[00:11:40.120 --> 00:11:42.120]  原本寄人籬下的米菲波切
[00:11:42.120 --> 00:11:45.120]  可以再次擁有屬於自己的家
[00:11:45.120 --> 00:11:48.120]  包括埋僕人的照顧
[00:11:48.120 --> 00:11:49.120]  第二個承諾
[00:11:49.120 --> 00:11:53.120]  就連作者都跟米菲波切一樣驚訝
[00:11:53.120 --> 00:11:57.120]  所以他重覆又重覆 重覆又重覆的記述
[00:11:57.120 --> 00:11:58.120]  大衛說
[00:11:58.120 --> 00:12:02.120]  你也可以常與我同席吃飯
[00:12:02.120 --> 00:12:05.120]  你主人的兒子米菲波切
[00:12:05.120 --> 00:12:08.120]  卻要常與我同席吃飯
[00:12:08.120 --> 00:12:12.120]  原本進皇宮參與大衛的飯局
[00:12:12.120 --> 00:12:15.120]  應該是米菲波切一生人裏面
[00:12:15.120 --> 00:12:18.120]  最不想去吃的那一餐
[00:12:18.120 --> 00:12:23.120]  但最後米菲波切吃完一餐又一餐
[00:12:23.120 --> 00:12:26.120]  還當上大衛的飯腳
[00:12:26.120 --> 00:12:30.120]  於是米菲波切與王同席吃飯
[00:12:30.120 --> 00:12:33.120]  如王的兒子一樣
[00:12:33.120 --> 00:12:36.120]  米菲波切住在耶路撒冷
[00:12:36.120 --> 00:12:39.120]  常與王同席吃飯
[00:12:39.120 --> 00:12:42.120]  飯腳我們今天可能有很多
[00:12:42.120 --> 00:12:44.120]  旁邊那個是不是你的腳呢
[00:12:44.120 --> 00:12:46.120]  我的童宮都是我的腳
[00:12:46.120 --> 00:12:50.120]  我們在童宮群組一說到吃飯就最精神
[00:12:50.120 --> 00:12:54.120]  當然其他時候我們都是各按本份
[00:12:54.120 --> 00:12:57.120]  飯腳在後面
[00:12:57.120 --> 00:13:01.120]  甚至我們可以沒有什麼原因
[00:13:01.120 --> 00:13:03.120]  我們就同人同桌吃飯
[00:13:03.120 --> 00:13:04.120]  在教會也是
[00:13:04.120 --> 00:13:05.120]  有沒有位置
[00:13:05.120 --> 00:13:07.120]  我吃個飯就送拜
[00:13:07.120 --> 00:13:08.120]  飲茶搭桌
[00:13:08.120 --> 00:13:10.120]  或者打工仔午餐
[00:13:10.120 --> 00:13:13.120]  我一段時間在荔枝角住
[00:13:13.120 --> 00:13:17.120]  那個午餐的場景實在太震撼了
[00:13:17.120 --> 00:13:19.120]  可能觀塘也是
[00:13:19.120 --> 00:13:21.120]  或者金鐘那邊也是
[00:13:21.120 --> 00:13:23.120]  去到茶餐廳坐
[00:13:23.120 --> 00:13:26.120]  很多時候人們以為他們是情侶
[00:13:26.120 --> 00:13:28.120]  但原來是搭桌的
[00:13:28.120 --> 00:13:30.120]  可以坐得非常親密
[00:13:30.120 --> 00:13:32.120]  那些卡位是這樣的
[00:13:32.120 --> 00:13:35.120]  兩個大男人就要坐在一起
[00:13:35.120 --> 00:13:38.120]  但這個在古晉東的時候
[00:13:38.120 --> 00:13:40.120]  是完全想像不到的
[00:13:40.120 --> 00:13:44.120]  古晉東時期邀請人參與飯局
[00:13:44.120 --> 00:13:46.120]  有信息的
[00:13:46.120 --> 00:13:48.120]  坐在一起代表什麼?
[00:13:48.120 --> 00:13:49.120]  我們是朋友
[00:13:49.120 --> 00:13:50.120]  代表我們有關係
[00:13:50.120 --> 00:13:53.120]  甚至宣示主人邀請你來
[00:13:53.120 --> 00:13:55.120]  我會保護你
[00:13:55.120 --> 00:13:57.120]  會保護那個客人
[00:13:57.120 --> 00:14:02.120]  大衛邀請米妃波切參與皇室的飯局
[00:14:02.120 --> 00:14:04.120]  其實就是要向人表明
[00:14:04.120 --> 00:14:07.120]  沒有人可以動她一條頭髮
[00:14:07.120 --> 00:14:11.120]  甚至還有一些大衛掃羅家的敵人
[00:14:11.120 --> 00:14:14.120]  沒有人可以陷害她
[00:14:14.120 --> 00:14:18.120]  大衛向米妃波切私恩
[00:14:18.120 --> 00:14:21.120]  是因為她剛才提到
[00:14:21.120 --> 00:14:24.120]  曾經和若拿丹納藥
[00:14:24.120 --> 00:14:27.120]  其實那個藥原本只是要求
[00:14:27.120 --> 00:14:30.120]  大衛讓他的後人可以生存下來
[00:14:30.120 --> 00:14:32.120]  很卑微的一個要求
[00:14:32.120 --> 00:14:34.120]  生存就可以了
[00:14:34.120 --> 00:14:36.120]  好像我們今天很多人一樣
[00:14:36.120 --> 00:14:38.120]  生存完就可以了
[00:14:38.120 --> 00:14:39.120]  大衛做到這樣
[00:14:39.120 --> 00:14:41.120]  其實超額完成
[00:14:41.120 --> 00:14:43.120]  甚至開了整個飯局
[00:14:43.120 --> 00:14:45.120]  他還要放下一些東西
[00:14:45.120 --> 00:14:49.120]  放下他對掃羅的怨恨
[00:14:49.120 --> 00:14:50.120]  掃羅曾經迫害他
[00:14:50.120 --> 00:14:53.120]  甚至和掃羅家長久的爭戰
[00:14:53.120 --> 00:14:56.120]  那些一切的回憶都要先放下
[00:14:56.120 --> 00:14:59.120]  他以神的慈愛去愛仇敵
[00:14:59.120 --> 00:15:02.120]  絕對是主日學教材級
[00:15:02.120 --> 00:15:05.120]  美好榜樣經典的榜首
[00:15:05.120 --> 00:15:07.120]  學習做一個私恩的人
[00:15:07.120 --> 00:15:09.120]  就學大衛吧
[00:15:09.120 --> 00:15:12.120]  更加有解經家的形容
[00:15:12.120 --> 00:15:13.120]  在他看來
[00:15:13.120 --> 00:15:15.120]  這一段的記載
[00:15:15.120 --> 00:15:17.120]  在整個舊約裏面
[00:15:17.120 --> 00:15:21.120]  就好像是因典最偉大的勵政
[00:15:21.120 --> 00:15:25.120]  但是我們不禁會想
[00:15:25.120 --> 00:15:29.120]  或者有些組員有時都會
[00:15:29.120 --> 00:15:31.120]  查經的時候會跳機
[00:15:31.120 --> 00:15:33.120]  我有大衛這麼有才有勢
[00:15:33.120 --> 00:15:36.120]  和你開一百圍盤賽宴都可以
[00:15:36.120 --> 00:15:39.120]  不如我們換個角度
[00:15:39.120 --> 00:15:41.120]  看看米飛波切
[00:15:41.120 --> 00:15:44.120]  在米飛波切的經歷裏面看
[00:15:44.120 --> 00:15:46.120]  一天還沒死
[00:15:46.120 --> 00:15:50.120]  一天都有人有機會打救我
[00:15:50.120 --> 00:15:55.120]  我在米飛波切大概這個年紀的時候
[00:15:55.120 --> 00:15:57.120]  二十多歲
[00:15:57.120 --> 00:15:59.120]  不是很久
[00:16:01.120 --> 00:16:04.120]  時日怎麼計算就唯有我知道
[00:16:04.120 --> 00:16:07.120]  在那個年紀
[00:16:07.120 --> 00:16:09.120]  我家突然間有些經濟困難
[00:16:09.120 --> 00:16:11.120]  但又剛剛入大學
[00:16:11.120 --> 00:16:13.120]  在大學第一個城市
[00:16:13.120 --> 00:16:15.120]  我要非常非常節儉才能生存
[00:16:15.120 --> 00:16:19.120]  那時候七仔一個叫龍鳳茶樓
[00:16:19.120 --> 00:16:21.120]  有沒有人知道是什麼
[00:16:21.120 --> 00:16:23.120]  有人點頭
[00:16:23.120 --> 00:16:25.120]  我就會吃兩餐
[00:16:25.120 --> 00:16:26.120]  一隻鳳爪午餐
[00:16:26.120 --> 00:16:28.120]  另一隻就晚上
[00:16:28.120 --> 00:16:30.120]  很多大學的聯義飯局
[00:16:30.120 --> 00:16:32.120]  很想去但都不能去
[00:16:32.120 --> 00:16:34.120]  想入數連入會費都交不到
[00:16:34.120 --> 00:16:38.120]  當時我是初信主
[00:16:38.120 --> 00:16:41.120]  剛剛進去聽福音
[00:16:41.120 --> 00:16:42.120]  信了一會
[00:16:42.120 --> 00:16:46.120]  但為什麼我不會像米飛波切那樣
[00:16:46.120 --> 00:16:48.120]  有一個大恩人將我的生命
[00:16:48.120 --> 00:16:51.120]  或者將我的生活完全扭轉
[00:16:51.120 --> 00:16:54.120]  有一個大恩人去幫我呢
[00:16:54.120 --> 00:16:56.120]  如果我們看聖經
[00:16:56.120 --> 00:16:59.120]  只是關注在人物的經歷
[00:16:59.120 --> 00:17:01.120]  他的一些好行為
[00:17:01.120 --> 00:17:04.120]  我們很容易會對上帝失望
[00:17:04.120 --> 00:17:06.120]  因為我們的生命
[00:17:06.120 --> 00:17:10.120]  不會完全跟聖經所出現的劇本一樣
[00:17:10.120 --> 00:17:13.120]  甚至有時候會覺得很相反
[00:17:13.120 --> 00:17:18.120]  而大衛行在米飛波切身上的事
[00:17:18.120 --> 00:17:21.120]  其實有一個重要的焦點
[00:17:21.120 --> 00:17:25.120]  大衛說
[00:17:25.120 --> 00:17:32.120]  我要以神的慈愛去待他
[00:17:32.120 --> 00:17:35.120]  就這樣聽可能我們經常都會聽到
[00:17:35.120 --> 00:17:38.120]  但這句話是有重量的
[00:17:38.120 --> 00:17:40.120]  這個焦點在神的慈愛
[00:17:40.120 --> 00:17:42.120]  那個重量就是
[00:17:42.120 --> 00:17:46.120]  他承載著大衛很多很多的過去
[00:17:46.120 --> 00:17:48.120]  他的高高低低
[00:17:48.120 --> 00:17:51.120]  他的一切的經歷
[00:17:51.120 --> 00:17:54.120]  我們都一起跟大衛回顧一下
[00:17:54.120 --> 00:18:00.120]  大衛在面對迫害的時候
[00:18:00.120 --> 00:18:02.120]  面對那位素羅
[00:18:02.120 --> 00:18:05.120]  同時那位素羅又是上帝所高納的素羅
[00:18:05.120 --> 00:18:06.120]  他很矛盾
[00:18:06.120 --> 00:18:08.120]  他有這樣的反應
[00:18:08.120 --> 00:18:11.120]  然後大衛也起來
[00:18:11.120 --> 00:18:14.120]  從洞裡出去呼喚素羅說
[00:18:14.120 --> 00:18:17.120]  我主 我王
[00:18:17.120 --> 00:18:19.120]  素羅回頭觀看
[00:18:19.120 --> 00:18:21.120]  大衛就屈身
[00:18:21.120 --> 00:18:24.120]  便伏於地下拜
[00:18:24.120 --> 00:18:28.120]  以色列王出來要尋找誰呢?
[00:18:28.120 --> 00:18:30.120]  你要追趕誰呢?
[00:18:30.120 --> 00:18:33.120]  不過是一條死狗
[00:18:33.120 --> 00:18:35.120]  一隻跳蚤而已
[00:18:35.120 --> 00:18:40.120]  原來大衛曾經都覺得自己好像一條死狗
[00:18:40.120 --> 00:18:42.120]  上帝的說話
[00:18:42.120 --> 00:18:47.120]  透過先知傳達去到大衛的耳邊
[00:18:47.120 --> 00:18:50.120]  萬君子耶和華如此說
[00:18:50.120 --> 00:18:53.120]  我從羊圈中將你召來
[00:18:53.120 --> 00:18:55.120]  叫你不再目放羊群
[00:18:55.120 --> 00:18:59.120]  立你作我百姓以色列的君王
[00:18:59.120 --> 00:19:03.120]  主耶和華 我是誰?
[00:19:03.120 --> 00:19:08.120]  大衛更加向上帝很真誠地回應
[00:19:08.120 --> 00:19:11.120]  主耶和華 我是誰?
[00:19:11.120 --> 00:19:13.120]  我的家算什麼?
[00:19:13.120 --> 00:19:16.120]  你竟帶領我到這地步呢?
[00:19:16.120 --> 00:19:21.120]  主耶和華 這在你眼中還看為少
[00:19:21.120 --> 00:19:24.120]  你又說道你僕人的家將來的情況
[00:19:24.120 --> 00:19:29.120]  主耶和華 這是人的常理嗎?
[00:19:29.120 --> 00:19:32.120]  原來尊貴的以色列王大衛
[00:19:32.120 --> 00:19:35.120]  都有著米菲波切的影子
[00:19:35.120 --> 00:19:38.120]  他曾經都非常非常卑微
[00:19:38.120 --> 00:19:42.120]  形容自己好像一條死狗
[00:19:42.120 --> 00:19:46.120]  當大衛與米菲波切相遇的一瞬間
[00:19:46.120 --> 00:19:52.120]  一幕一幕的回憶湧上大衛的心頭
[00:19:52.120 --> 00:19:56.120]  大衛就好像在看自己的過去
[00:19:56.120 --> 00:19:58.120]  看到自己的影子
[00:19:58.120 --> 00:20:02.120]  不知道你生命中有沒有遇過這樣的人呢?
[00:20:02.120 --> 00:20:05.120]  看到一些別人的經歷
[00:20:05.120 --> 00:20:07.120]  會看到自己的影子
[00:20:07.120 --> 00:20:10.120]  過去曾經都是如此度過
[00:20:10.120 --> 00:20:14.120]  大衛曾經都向上帝高立的訴羅王
[00:20:14.120 --> 00:20:16.120]  苦服跪拜
[00:20:16.120 --> 00:20:19.120]  他亦自貶為僕人
[00:20:19.120 --> 00:20:21.120]  自稱死狗
[00:20:21.120 --> 00:20:24.120]  面對超乎想像的恩典的時候
[00:20:24.120 --> 00:20:27.120]  他同樣感到驚訝
