
[00:00:00.000 --> 00:00:04.480]  (麥美娟: 請問你對於「同工」的看法是怎樣的?)
[00:06:23.000 --> 00:06:28.000]  請聽我讀出《撒謬義記》下十一章
[00:06:28.000 --> 00:06:31.000]  原來之前發生了一件這樣的事
[00:06:31.000 --> 00:06:34.000]  在有一天黃昏的時候
[00:06:34.000 --> 00:06:36.000]  大衛就起床
[00:06:36.000 --> 00:06:39.000]  在皇宮上的平頂散步
[00:06:39.000 --> 00:06:44.000]  他在平頂上看見一個婦人沐浴
[00:06:44.000 --> 00:06:46.000]  這個婦人非常漂亮
[00:06:46.000 --> 00:06:50.000]  大衛就派人打聽她是誰
[00:06:50.000 --> 00:06:52.000]  有人就說認識的
[00:06:52.000 --> 00:06:54.000]  她是米爾年的女兒
[00:06:54.000 --> 00:06:58.000]  赫人烏莉亞的妻子拔士巴
[00:06:58.000 --> 00:07:03.000]  大衛就派使者將婦人接回來
[00:07:03.000 --> 00:07:05.000]  來到大衛那裡
[00:07:05.000 --> 00:07:08.000]  這個婦人月經剛剛結症
[00:07:08.000 --> 00:07:11.000]  大衛跟她同寢
[00:07:11.000 --> 00:07:14.000]  他就回家
[00:07:14.000 --> 00:07:17.000]  那個婦人之後懷孕了
[00:07:17.000 --> 00:07:20.000]  派人告訴大衛
[00:07:20.000 --> 00:07:23.000]  我懷孕了 有了嬰兒
[00:07:23.000 --> 00:07:26.000]  雖然這件事我們看到
[00:07:26.000 --> 00:07:28.000]  黃昏的時候即是入黑
[00:07:28.000 --> 00:07:30.000]  在晚上的時候
[00:07:30.000 --> 00:07:35.000]  將軍的老婆被人召入宮
[00:07:35.000 --> 00:07:36.000]  都是大件事
[00:07:36.000 --> 00:07:38.000]  在經文沒有提及過
[00:07:38.000 --> 00:07:40.000]  她被人包著頭 蒙著頭
[00:07:40.000 --> 00:07:41.000]  很鬼鬼祟祟的
[00:07:41.000 --> 00:07:43.000]  沒有掩飾
[00:07:43.000 --> 00:07:47.000]  但是相信除了大衛的婦人
[00:07:47.000 --> 00:07:49.000]  都有其他人看見
[00:07:49.000 --> 00:07:52.000]  為什麼烏莉亞被人搶了老婆
[00:07:52.000 --> 00:07:54.000]  都懵然不知
[00:07:54.000 --> 00:07:57.000]  都不走出來說一句話
[00:07:57.000 --> 00:08:00.000]  這是因為當時烏莉亞在哪裡
[00:08:00.000 --> 00:08:02.000]  她被人派去打仗
[00:08:02.000 --> 00:08:05.000]  就是被大衛派去前線打仗
[00:08:05.000 --> 00:08:08.000]  而一向和以色列人出入沙場的大衛
[00:08:08.000 --> 00:08:12.000]  這次沒有去到 一起征戰
[00:08:12.000 --> 00:08:15.000]  大衛遠離了刀光劍影的戰場
[00:08:15.000 --> 00:08:17.000]  但是他自己留在宮裡
[00:08:17.000 --> 00:08:20.000]  都上演了一個內心的小劇場
[00:08:20.000 --> 00:08:23.000]  一個天使與魔鬼的小劇場
[00:08:23.000 --> 00:08:29.000]  去計算著自己如何保住光明的形象
[00:08:29.000 --> 00:08:34.000]  遮掩了他犯奸淫的罪行
[00:08:34.000 --> 00:08:37.000]  為求目的達到
[00:08:37.000 --> 00:08:41.000]  大衛就急召了烏莉亞回來
[00:08:41.000 --> 00:08:42.000]  急召她回來之後
[00:08:42.000 --> 00:08:44.000]  他還用了一個招數
[00:08:44.000 --> 00:08:45.000]  發動了一個招數
[00:08:45.000 --> 00:08:47.000]  就是灌醉她
[00:08:47.000 --> 00:08:49.000]  灌醉她
[00:08:49.000 --> 00:08:52.000]  讓她以酒亂性
[00:08:52.000 --> 00:08:55.000]  她就會回家與老婆親近
[00:08:55.000 --> 00:08:58.000]  那肚子就沒有人知道是誰
[00:08:58.000 --> 00:09:01.000]  不過烏莉亞有很多理由
[00:09:01.000 --> 00:09:04.000]  其中一個理由就是
[00:09:04.000 --> 00:09:05.000]  大家都在打仗
[00:09:05.000 --> 00:09:08.000]  她如何可以回去與老婆親近
[00:09:08.000 --> 00:09:09.000]  堅決回去
[00:09:09.000 --> 00:09:13.000]  這就令大衛想下一個計謀
[00:09:13.000 --> 00:09:15.000]  就是借刀殺人
[00:09:15.000 --> 00:09:19.000]  我們拉遠一點 看整個局勢
[00:09:19.000 --> 00:09:23.000]  剛才說大衛是狼人的陣營
[00:09:23.000 --> 00:09:26.000]  他的對手是誰
[00:09:26.000 --> 00:09:30.000]  是否在戰場上的那一班人
[00:09:30.000 --> 00:09:33.000]  大衛曾經強調過
[00:09:33.000 --> 00:09:37.000]  以色列軍是永生上主的軍隊
[00:09:37.000 --> 00:09:42.000]  現在他將自己軍隊的勇士除去
[00:09:42.000 --> 00:09:46.000]  其實就是轉投了黑暗的陣營
[00:09:46.000 --> 00:09:48.000]  整個局勢是怎樣的
[00:09:48.000 --> 00:09:51.000]  他現在與上主對抗
[00:09:51.000 --> 00:09:53.000]  站在上主的對面
[00:09:53.000 --> 00:09:56.000]  形勢有這麼大的改變
[00:09:56.000 --> 00:09:59.000]  我們很多時候看這段經文都會說
[00:09:59.000 --> 00:10:01.000]  一定是色字頭上一把刀
[00:10:01.000 --> 00:10:05.000]  在座的男士有沒有人用這段經文來引誡你們
[00:10:05.000 --> 00:10:08.000]  小心一點 可能漢奸就出事了
[00:10:08.000 --> 00:10:10.000]  不要看那麼多東西
[00:10:10.000 --> 00:10:13.000]  這個又不能全錯
[00:10:13.000 --> 00:10:16.000]  很複雜 你們問那些藍屋姐
[00:10:16.000 --> 00:10:19.000]  這個色字頭上一把刀
[00:10:19.000 --> 00:10:22.000]  是不是就是這段經文的總結呢
[00:10:22.000 --> 00:10:24.000]  這把刀確實是
[00:10:24.000 --> 00:10:26.000]  確實是變節的開始
[00:10:26.000 --> 00:10:29.000]  但是令到他陰謀越發越大
[00:10:29.000 --> 00:10:32.000]  背後有更重要的原因
[00:10:32.000 --> 00:10:34.000]  一個關鍵的因素
[00:10:34.000 --> 00:10:36.000]  這個原因就是一個字
[00:10:36.000 --> 00:10:39.000]  「派」字
[00:10:39.000 --> 00:10:41.000]  這個「派」是猜拳
[00:10:41.000 --> 00:10:43.000]  是與一個人連繫了
[00:10:43.000 --> 00:10:46.000]  可能我派你去幫我做一些事
[00:10:46.000 --> 00:10:50.000]  你的上司會派你去出差等等
[00:10:50.000 --> 00:10:52.000]  在整段經文裏面
[00:10:52.000 --> 00:10:56.000]  大衛不斷做的就是猜牌
[00:10:56.000 --> 00:11:00.000]  大衛猜牌約壓
[00:11:00.000 --> 00:11:06.000]  派約壓率領神僕和以色列的士兵去打仗
[00:11:06.000 --> 00:11:08.000]  去對前線打仗
[00:11:08.000 --> 00:11:10.000]  他派人打聽婦人是誰
[00:11:10.000 --> 00:11:13.000]  派人去接那個婦人回來
[00:11:13.000 --> 00:11:16.000]  之後他的計謀想開始的時候
[00:11:16.000 --> 00:11:20.000]  他又派人叫約壓命令布里亞回來
[00:11:20.000 --> 00:11:23.000]  派布里亞去送死
[00:11:23.000 --> 00:11:27.000]  派人將拔士巴接入宮裏面
[00:11:27.000 --> 00:11:31.000]  一連串猜牌的行動
[00:11:31.000 --> 00:11:34.000]  大衛不斷行使他君王的權力
[00:11:34.000 --> 00:11:39.000]  猜牌不同的人達成自己的陰謀
[00:11:39.000 --> 00:11:42.000]  有權力的人才可以猜牌
[00:11:42.000 --> 00:11:45.000]  而大衛做每一個惡行之前
[00:11:45.000 --> 00:11:47.000]  都是先猜牌
[00:11:47.000 --> 00:11:51.000]  他為了掩飾而猜牌
[00:11:51.000 --> 00:11:54.000]  為了姦淫而猜牌
[00:11:54.000 --> 00:11:57.000]  他為了殺人而猜牌
[00:11:57.000 --> 00:12:02.000]  他的惡行是因為他濫用猜牌這個權力
[00:12:02.000 --> 00:12:07.000]  並且忘記當初猜牌他管理國家的是誰
[00:12:07.000 --> 00:12:12.000]  當初猜牌他管理以色列國的是上主
[00:12:12.000 --> 00:12:16.000]  有一次我和一位街坊叔叔
[00:12:16.000 --> 00:12:18.000]  看著街上聊天
[00:12:18.000 --> 00:12:20.000]  聊開一些社會議題
[00:12:20.000 --> 00:12:23.000]  他很教我
[00:12:23.000 --> 00:12:27.000]  來看看這裡誰擺什麼勢力
[00:12:27.000 --> 00:12:31.000]  講到最後講很多社會議題
[00:12:31.000 --> 00:12:34.000]  最後他就咬牙切齒地說
[00:12:34.000 --> 00:12:37.000]  權力越大貪污一定越大
[00:12:37.000 --> 00:12:39.000]  阿妹你知不知道
[00:12:39.000 --> 00:12:43.000]  我就咬牙切齒地說
[00:12:43.000 --> 00:12:46.000]  權力死人腐敗我們常常聽
[00:12:46.000 --> 00:12:50.000]  我們基督徒是否迴避了它
[00:12:50.000 --> 00:12:52.000]  我不要有權就行了
[00:12:52.000 --> 00:12:54.000]  我形容很簡單
[00:12:54.000 --> 00:12:56.000]  不要那麼多權力就行了
[00:12:56.000 --> 00:13:01.000]  如果是這樣基督徒就很難搞了
[00:13:01.000 --> 00:13:04.000]  因為你不能升職不能做老闆不能請工人
[00:13:04.000 --> 00:13:07.000]  因為你都有機會派人去工作
[00:13:07.000 --> 00:13:09.000]  生孩子都很大試探
[00:13:09.000 --> 00:13:10.000]  今天有小朋友在
[00:13:10.000 --> 00:13:14.000]  一不小心有些父母可能會用權力操控子女
[00:13:14.000 --> 00:13:18.000]  做他想做的事走他想走的路
[00:13:18.000 --> 00:13:21.000]  其實從聖經時代直到今天
[00:13:21.000 --> 00:13:25.000]  權力都存在在不同的關係裡面
[00:13:25.000 --> 00:13:29.000]  就算是剛才我們看不斷猜派人的是大衛
[00:13:29.000 --> 00:13:34.000]  我們看經文其實約翰和拔士巴都曾經有猜派
[00:13:34.000 --> 00:13:39.000]  曾經都運用他們的力量權力去猜派
[00:13:39.000 --> 00:13:42.000]  就算當時體為很弱勢的拔士巴
[00:13:42.000 --> 00:13:45.000]  他都派人去通知大衛
[00:13:45.000 --> 00:13:49.000]  而在生活裡面我們有時會收到不同的角色牌
[00:13:49.000 --> 00:13:51.000]  我們在不同的場合就是不同角色
[00:13:51.000 --> 00:13:55.000]  我們都要思考怎樣去運用權力
[00:13:55.000 --> 00:13:57.000]  先合乎上主的心意
[00:13:57.000 --> 00:14:00.000]  我自己曾經收過一個角色牌
[00:14:00.000 --> 00:14:01.000]  就是什麼呢
[00:14:01.000 --> 00:14:02.000]  很厲害的
[00:14:02.000 --> 00:14:04.000]  可以影響人的成長
[00:14:04.000 --> 00:14:06.000]  在還沒讀神學之前
[00:14:06.000 --> 00:14:08.000]  我是一位幼稚園老師
[00:14:08.000 --> 00:14:12.000]  其中有一位相熟的家長和他聚會的時候
[00:14:12.000 --> 00:14:14.000]  他經常都說當年一件事
[00:14:14.000 --> 00:14:19.000]  就是當年我面試他的兒子的時候那件事
[00:14:19.000 --> 00:14:20.000]  他就跟我說
[00:14:20.000 --> 00:14:22.000]  黃老師你知不知道
[00:14:22.000 --> 00:14:24.000]  那時候我多麼徬徨
[00:14:24.000 --> 00:14:27.000]  剛剛搬屋來到這一區
[00:14:27.000 --> 00:14:29.000]  到處去找學校
[00:14:29.000 --> 00:14:31.000]  誰知道每間學校都說我的兒子
[00:14:31.000 --> 00:14:33.000]  話又不懂說
[00:14:33.000 --> 00:14:34.000]  多句
[00:14:34.000 --> 00:14:35.000]  很多東西都不懂
[00:14:35.000 --> 00:14:36.000]  英文又不擅長
[00:14:36.000 --> 00:14:38.000]  很難追到進度的
[00:14:38.000 --> 00:14:39.000]  每個人都說回家等通知
[00:14:39.000 --> 00:14:42.000]  沒有一間學校肯收他
[00:14:42.000 --> 00:14:43.000]  我來見你
[00:14:43.000 --> 00:14:45.000]  已經打好書數了
[00:14:45.000 --> 00:14:48.000]  我自己都說我的兒子很多東西都不懂
[00:14:48.000 --> 00:14:50.000]  誰知道你跟我說
[00:14:50.000 --> 00:14:52.000]  你說慢慢教吧
[00:14:52.000 --> 00:14:55.000]  教小朋友是老師的責任
[00:14:55.000 --> 00:14:57.000]  你放心吧
[00:14:57.000 --> 00:14:59.000]  我每次聽完他說
[00:14:59.000 --> 00:15:02.000]  我都被當時青春的自己所感動
[00:15:02.000 --> 00:15:05.000]  原來我年少這麼有抱負
[00:15:05.000 --> 00:15:06.000]  感動啊
[00:15:06.000 --> 00:15:07.000]  你都感動了
[00:15:07.000 --> 00:15:11.000]  因為上主當時給我有些微的影響力
[00:15:11.000 --> 00:15:13.000]  我可以決定收不收他
[00:15:13.000 --> 00:15:15.000]  當時我就收了一位
[00:15:15.000 --> 00:15:18.000]  被很多學校放棄
[00:15:18.000 --> 00:15:21.000]  很多準則裡面都不會選他的小朋友
[00:15:21.000 --> 00:15:24.000]  但我們知道上主的眼睛不是這樣看
[00:15:24.000 --> 00:15:28.000]  信徒要思考的是我們怎樣
[00:15:28.000 --> 00:15:30.000]  有時限制自己的權力
[00:15:30.000 --> 00:15:33.000]  以免做了上帝恨惡的事
[00:15:33.000 --> 00:15:36.000]  有時我們又要好好運用我們的權力
[00:15:36.000 --> 00:15:39.000]  可以去做上主喜悅的事
[00:15:39.000 --> 00:15:42.000]  特別是我們上教會的人
[00:15:42.000 --> 00:15:43.000]  很特別的
[00:15:43.000 --> 00:15:44.000]  教會這個場景
[00:15:44.000 --> 00:15:46.000]  這裏有些不同
[00:15:46.000 --> 00:15:48.000]  可能我們以前上教會
[00:15:48.000 --> 00:15:49.000]  很多權力
[00:15:49.000 --> 00:15:50.000]  你做組長有權力
[00:15:50.000 --> 00:15:52.000]  有導師的權力
[00:15:52.000 --> 00:15:54.000]  招待都有權力
[00:15:54.000 --> 00:15:56.000]  我們怎樣運用權力
[00:15:56.000 --> 00:15:58.000]  都是上主看重的事
[00:15:58.000 --> 00:16:01.000]  有一次我就帶一位無家者
[00:16:01.000 --> 00:16:04.000]  去到某教會參與主日崇拜
[00:16:04.000 --> 00:16:05.000]  很好
[00:16:05.000 --> 00:16:07.000]  期了一段時間肚子餓
[00:16:07.000 --> 00:16:08.000]  他又肯跟我去
[00:16:08.000 --> 00:16:10.000]  我們約了就去了
[00:16:10.000 --> 00:16:14.000]  怎料那一次就吃閉門羹
[00:16:14.000 --> 00:16:16.000]  這個閉門羹嚴格來說
[00:16:16.000 --> 00:16:18.000]  只是給那位無家者吃
[00:16:18.000 --> 00:16:20.000]  他沒有拒絕我進去
[00:16:20.000 --> 00:16:22.000]  理由他們給我的
[00:16:22.000 --> 00:16:25.000]  就是我們這個教會沒有這個事工
[00:16:25.000 --> 00:16:27.000]  那裏崇拜不適合他
[00:16:27.000 --> 00:16:31.000]  甚至乎他好像有些味道
[00:16:31.000 --> 00:16:34.000]  可能會影響到會友
[00:16:34.000 --> 00:16:38.000]  試想像如果當日站在門口的你
[00:16:38.000 --> 00:16:42.000]  你有權接待或者不接待他
[00:16:42.000 --> 00:16:45.000]  你又會怎樣回應呢
[00:16:45.000 --> 00:16:52.000]  你的回應可能只有你知道
[00:16:52.000 --> 00:16:56.000]  但是大衛他面對事情的反應
[00:16:56.000 --> 00:16:57.000]  大家都看到
[00:16:57.000 --> 00:16:59.000]  宮裏的人看到
[00:16:59.000 --> 00:17:02.000]  他的親信都看到
[00:17:02.000 --> 00:17:05.000]  其實都是有些重要的蛛絲馬跡
[00:17:05.000 --> 00:17:08.000]  被人看穿了他的底牌
[00:17:08.000 --> 00:17:13.000]  其實在過往他有幾次運用權力的情況下
[00:17:13.000 --> 00:17:14.000]  我們做一些比對
[00:17:14.000 --> 00:17:17.000]  就發現他整個人都變了
[00:17:17.000 --> 00:17:19.000]  他的態度
[00:17:19.000 --> 00:17:23.000]  他的反應有很大很大的變化
[00:17:23.000 --> 00:17:25.000]  好像換了一個人
[00:17:25.000 --> 00:17:27.000]  我們一起整理一下
[00:17:27.000 --> 00:17:29.000]  其中一件事
[00:17:29.000 --> 00:17:33.000]  上次港獨都有分享過
[00:17:33.000 --> 00:17:36.000]  大衛對著米菲波切的時候
[00:17:36.000 --> 00:17:39.000]  米菲波切是腳都震了
[00:17:39.000 --> 00:17:42.000]  他不知道大衛怎樣對待他
[00:17:42.000 --> 00:17:45.000]  但是大衛第一句跟他說的是什麼
[00:17:45.000 --> 00:17:47.000]  你不用怕
[00:17:47.000 --> 00:17:50.000]  一個君王跟他說你不用怕
[00:17:50.000 --> 00:17:52.000]  之後還派人照顧他
[00:17:52.000 --> 00:17:55.000]  常常跟他吃飯
[00:17:55.000 --> 00:17:57.000]  非常之關顧
[00:17:57.000 --> 00:17:59.000]  第二個事件我們可以看到
[00:17:59.000 --> 00:18:01.000]  昔日的大衛是怎樣呢
[00:18:01.000 --> 00:18:09.000]  這件事發生是因為大衛差派一些神僕去慰問別國
[00:18:09.000 --> 00:18:11.000]  但是人家不領情
[00:18:11.000 --> 00:18:13.000]  不領情之下他們做了什麼呢
[00:18:13.000 --> 00:18:17.000]  他們就將神僕的鬍鬚剃了一半
[00:18:17.000 --> 00:18:19.000]  又割斷他們下面的袍子
[00:18:19.000 --> 00:18:22.000]  令他們露出下體
[00:18:22.000 --> 00:18:25.000]  然後就放他們走
[00:18:25.000 --> 00:18:32.000]  當這班神僕被人用一個好像收獄戰犯的方式對待的時候
[00:18:32.000 --> 00:18:37.000]  大衛即時的反應是派人迎接他們
[00:18:37.000 --> 00:18:41.000]  派人迎接這班受獄的士兵
[00:18:41.000 --> 00:18:43.000]  讓他們有安身之所
[00:18:43.000 --> 00:18:46.000]  還可以讓他們慢慢來
[00:18:46.000 --> 00:18:48.000]  等你們的鬍鬚長了
[00:18:48.000 --> 00:18:49.000]  有體面
[00:18:49.000 --> 00:18:51.000]  你才回來面對大家
[00:18:51.000 --> 00:18:59.000]  這兩件事大衛都有行使他軍權的力量去幫助弱勢的人
[00:18:59.000 --> 00:19:02.000]  而從他之後的行動和反應
[00:19:02.000 --> 00:19:10.000]  更加看到他怎樣去看待人
[00:19:10.000 --> 00:19:13.000]  他對待米菲波切的時候
[00:19:13.000 --> 00:19:14.000]  當日的他
[00:19:14.000 --> 00:19:16.000]  有上主同在的他
[00:19:16.000 --> 00:19:17.000]  細心安慰
[00:19:17.000 --> 00:19:19.000]  願意去照顧
[00:19:19.000 --> 00:19:20.000]  不分你我
[00:19:20.000 --> 00:19:22.000]  不會覺得自己是君王
[00:19:22.000 --> 00:19:24.000]  就不會同桌吃飯
[00:19:24.000 --> 00:19:28.000]  當他對著那班受獄的神僕
[00:19:28.000 --> 00:19:30.000]  有上主同在的他
[00:19:30.000 --> 00:19:32.000]  體恤照顧他們
[00:19:32.000 --> 00:19:33.000]  維護他們
[00:19:33.000 --> 00:19:34.000]  尊嚴
[00:19:34.000 --> 00:19:37.000]  非常之體貼
[00:19:37.000 --> 00:19:42.000]  但是當他轉頭了黑暗的陣營的他
[00:19:42.000 --> 00:19:45.000]  對烏尼亞和那班士兵
[00:19:45.000 --> 00:19:46.000]  他說了什麼
[00:19:46.000 --> 00:19:48.000]  他說了一句
[00:19:48.000 --> 00:19:51.000]  刀劍有時會吞滅這個人
[00:19:51.000 --> 00:19:53.000]  有時會吞滅那個人
[00:19:53.000 --> 00:19:55.000]  即是說白一點
[00:19:55.000 --> 00:19:57.000]  打得仗有時會死這個
[00:19:57.000 --> 00:19:59.000]  有時會死那個
[00:19:59.000 --> 00:20:03.000]  他竟然對人命無動於衷
