
[00:00:00.000 --> 00:00:03.200]  各位同學 晚安
[00:03:12.500 --> 00:03:15.500]  你我有情比他長
[00:03:15.500 --> 00:03:19.500]  這些可能是個別名校
[00:03:19.500 --> 00:03:23.500]  學校門前要say bye
[00:03:23.500 --> 00:03:25.500]  不知何時再say hi
[00:03:25.500 --> 00:03:26.500]  有沒有
[00:03:26.500 --> 00:03:28.500]  沒有人做過吧
[00:03:28.500 --> 00:03:32.500]  這些都是你熟悉的朋友會寫的
[00:03:32.500 --> 00:03:33.500]  不熟悉的會寫什麼
[00:03:33.500 --> 00:03:35.500]  不熟悉的會寫有言永固
[00:03:35.500 --> 00:03:37.500]  對不對
[00:03:37.500 --> 00:03:38.500]  剛好相反
[00:03:38.500 --> 00:03:39.500]  不熟悉的會寫有言永固
[00:03:39.500 --> 00:03:40.500]  Fresh forever
[00:03:40.500 --> 00:03:42.500]  這些我們會寫的
[00:03:42.500 --> 00:03:46.500]  所以今天我們的講題
[00:03:46.500 --> 00:03:49.500]  就叫做記得M記得E記得Me
[00:03:49.500 --> 00:03:53.500]  一個我們以前寫的時候的一句
[00:03:53.500 --> 00:03:56.500]  紀念冊的說話
[00:03:56.500 --> 00:04:00.500]  今天我們會講一篇有關無忘初心的道
[00:04:00.500 --> 00:04:02.500]  不過我發現其實聖經裡面
[00:04:02.500 --> 00:04:04.500]  不是很多這些經文
[00:04:04.500 --> 00:04:06.500]  無忘初心
[00:04:06.500 --> 00:04:08.500]  懷念過去
[00:04:08.500 --> 00:04:09.500]  回頭從前這些
[00:04:09.500 --> 00:04:12.500]  其實聖經不是很多這些教導
[00:04:12.500 --> 00:04:14.500]  雖然耶穌這樣說
[00:04:14.500 --> 00:04:16.500]  耶穌說什麼
[00:04:16.500 --> 00:04:18.500]  讓小孩子到我這裡來
[00:04:18.500 --> 00:04:19.500]  不要禁止他們
[00:04:19.500 --> 00:04:22.500]  因為在神國裡面的都是這些人
[00:04:22.500 --> 00:04:25.500]  不過如果你再翻多一些聖經的話
[00:04:25.500 --> 00:04:27.500]  你會發現其實聖經裡面
[00:04:27.500 --> 00:04:31.500]  有一大堆的經文是反對你做小朋友的
[00:04:31.500 --> 00:04:33.500]  特別是保羅
[00:04:33.500 --> 00:04:35.500]  保羅的書中
[00:04:35.500 --> 00:04:37.500]  很多經文其實是叫你不要做小朋友的
[00:04:37.500 --> 00:04:40.500]  包括很多前書十四章二十節
[00:04:40.500 --> 00:04:43.500]  弟兄們在心智上不要作小孩子
[00:04:43.500 --> 00:04:45.500]  在惡事上要作嬰孩
[00:04:45.500 --> 00:04:48.500]  在心智上總要作大人
[00:04:48.500 --> 00:04:53.500]  所以基本上都很多經文是叫你不要停留在以前
[00:04:53.500 --> 00:04:55.500]  認識上帝的兒子
[00:04:55.500 --> 00:04:56.500]  得以長大成人
[00:04:56.500 --> 00:04:58.500]  滿有基督長成的新娘
[00:04:58.500 --> 00:05:01.500]  使我們不再作小孩
[00:05:01.500 --> 00:05:03.500]  所以今天我們發現
[00:05:03.500 --> 00:05:05.500]  其實聖經裡面都好像有些經文
[00:05:05.500 --> 00:05:09.500]  不是太贊成叫你來懷念過去
[00:05:09.500 --> 00:05:11.500]  做回小朋友
[00:05:11.500 --> 00:05:13.500]  叫我們要去成長
[00:05:13.500 --> 00:05:16.500]  你要去成熟一點
[00:05:16.500 --> 00:05:18.500]  後來我們找到一段經文
[00:05:18.500 --> 00:05:20.500]  今天我們所說的這一段
[00:05:20.500 --> 00:05:23.500]  就是希伯來書第三章十四節
[00:05:23.500 --> 00:05:24.500]  下一章
[00:05:24.500 --> 00:05:26.500]  經文這麼說就讀吧
[00:05:26.500 --> 00:05:27.500]  預備一二三
[00:05:27.500 --> 00:05:35.500]  (聽不清)
[00:05:35.500 --> 00:05:38.500]  讓我們去明白這段經文說什麼
[00:05:38.500 --> 00:05:42.500]  希伯來書第三章十四節的經文
[00:05:42.500 --> 00:05:47.500]  和本是翻做了起初確實的信心
[00:05:47.500 --> 00:05:48.500]  下一章
[00:05:48.500 --> 00:05:54.500]  你會發現這段字其實原文裡面不是完全這樣
[00:05:54.500 --> 00:05:58.500]  如果你不看原文
[00:05:58.500 --> 00:05:59.500]  就這樣看
[00:05:59.500 --> 00:06:02.500]  我覺得這段經文不是關乎於信心
[00:06:02.500 --> 00:06:09.500]  因為經文叫我們堅持起初確實的信心
[00:06:09.500 --> 00:06:10.500]  不過對不起
[00:06:10.500 --> 00:06:12.500]  其實不是
[00:06:12.500 --> 00:06:15.500]  我們不是說和本壞話
[00:06:15.500 --> 00:06:17.500]  不過和本或者修訂版
[00:06:17.500 --> 00:06:21.500]  似乎都把重點放在信心上
[00:06:21.500 --> 00:06:26.500]  因為你會發現原文又不是這樣
[00:06:26.500 --> 00:06:31.500]  原文裡面不是信心
[00:06:31.500 --> 00:06:35.500]  雖然希伯來書第三章很多是說到信
[00:06:35.500 --> 00:06:37.500]  信心這個訊息
[00:06:37.500 --> 00:06:40.500]  很多次提及有關信
[00:06:40.500 --> 00:06:42.500]  (聽不清)這個話題
[00:06:42.500 --> 00:06:44.500]  譬如第三章第二節
[00:06:44.500 --> 00:06:45.500]  第三章第五節
[00:06:45.500 --> 00:06:47.500]  都有(聽不清)這個字
[00:06:47.500 --> 00:06:49.500]  三章十二節會說到不信
[00:06:49.500 --> 00:06:51.500]  十九節都說到不信
[00:06:51.500 --> 00:06:56.500]  不過十四節其實又不是說到有個信這個字
[00:06:56.500 --> 00:06:57.500]  可能這個原因
[00:06:57.500 --> 00:07:02.500]  就順便把這段經文翻成確實的信
[00:07:02.500 --> 00:07:07.500]  不過這段經文其實不是有個信這個字
[00:07:07.500 --> 00:07:09.500]  甚至原文裡面都不是有一個形容詞
[00:07:09.500 --> 00:07:11.500]  加上一個名詞
[00:07:11.500 --> 00:07:12.500]  不是這樣
[00:07:12.500 --> 00:07:14.500]  其實只有一個字
[00:07:14.500 --> 00:07:16.500]  譬如阿Kane就是起初
[00:07:16.500 --> 00:07:20.500]  然後那個字其實是一個字
[00:07:20.500 --> 00:07:21.500]  不是確實的
[00:07:21.500 --> 00:07:24.500]  然後就加一個名詞信心
[00:07:24.500 --> 00:07:26.500]  而是一個字
[00:07:26.500 --> 00:07:27.500]  原文是什麼字呢
[00:07:27.500 --> 00:07:29.500]  原文是一個叫做
[00:07:29.500 --> 00:07:30.500]  下一章
[00:07:30.500 --> 00:07:32.500]  叫做Hippotasis這個字
[00:07:32.500 --> 00:07:37.500]  Hippotasis就不是解作信的意思
[00:07:37.500 --> 00:07:39.500]  所以簡單來說
[00:07:39.500 --> 00:07:42.500]  希伯來書第三章十四節
[00:07:42.500 --> 00:07:46.500]  應該翻成我們要去堅持去守住這個
[00:07:46.500 --> 00:07:49.500]  起初的Hippotasis
[00:07:49.500 --> 00:07:50.500]  就是這樣
[00:07:50.500 --> 00:07:51.500]  一個很簡單的訊息
[00:07:51.500 --> 00:07:53.500]  今天我們就嘗試來跟他說
[00:07:53.500 --> 00:07:56.500]  什麼是起初的Hippotasis呢
[00:07:56.500 --> 00:08:00.500]  什麼叫做Hippotasis呢
[00:08:00.500 --> 00:08:01.500]  我們再說一次
[00:08:01.500 --> 00:08:02.500]  Hippotasis同學
[00:08:02.500 --> 00:08:03.500]  一起讀
[00:08:03.500 --> 00:08:04.500]  1 2 3
[00:08:04.500 --> 00:08:06.500]  Hippotasis
[00:08:06.500 --> 00:08:08.500]  如果你讀過神學
[00:08:08.500 --> 00:08:09.500]  如果你讀神學的時候
[00:08:09.500 --> 00:08:11.500]  不是讀聖經那麼簡單
[00:08:11.500 --> 00:08:13.500]  讀過一些系統神學的話
[00:08:13.500 --> 00:08:14.500]  如果你讀神學的時候
[00:08:14.500 --> 00:08:17.500]  也讀系統裡面的三不林的時候
[00:08:17.500 --> 00:08:20.500]  如果你當時又沒睡覺的話
[00:08:20.500 --> 00:08:22.500]  你會記得這個字
[00:08:22.500 --> 00:08:24.500]  Hippotasis是什麼字
[00:08:24.500 --> 00:08:26.500]  就是早期教會裡面
[00:08:26.500 --> 00:08:31.500]  某些人用它來形容上帝的本體
[00:08:31.500 --> 00:08:34.500]  三為一體
[00:08:34.500 --> 00:08:36.500]  三個衛格一個本質
[00:08:36.500 --> 00:08:39.500]  西方教會說三個persona一個substantia
[00:08:39.500 --> 00:08:42.500]  東邊就說三個Hippotasis一個ousia
[00:08:42.500 --> 00:08:43.500]  Anyway
[00:08:43.500 --> 00:08:48.500]  Hippotasis是用來形容上帝的本體
[00:08:48.500 --> 00:08:51.500]  稱之為上帝的本質
[00:08:51.500 --> 00:08:53.500]  是一個很神學的字眼
[00:08:53.500 --> 00:09:00.500]  所以Hippotasis大概是解作本質的意思
[00:09:00.500 --> 00:09:01.500]  Substance
[00:09:01.500 --> 00:09:04.500]  就是解作一些在我們內在裡面
[00:09:04.500 --> 00:09:08.500]  一些堅固不變的東西
[00:09:08.500 --> 00:09:09.500]  在我們裡面
[00:09:09.500 --> 00:09:10.500]  不變的
[00:09:10.500 --> 00:09:11.500]  很substantial
[00:09:11.500 --> 00:09:13.500]  很不變的東西
[00:09:13.500 --> 00:09:15.500]  就叫做Hippotasis
[00:09:15.500 --> 00:09:17.500]  事實上我們在看的時候
[00:09:17.500 --> 00:09:21.500]  Hippolys書裡面有三次出現Hippotasis的字
[00:09:21.500 --> 00:09:23.500]  第一段就是這段
[00:09:23.500 --> 00:09:25.500]  三一就是十四節
[00:09:25.500 --> 00:09:27.500]  第二段就是Hippolys書的開頭
[00:09:27.500 --> 00:09:29.500]  第一章第三次
[00:09:29.500 --> 00:09:33.500]  耶穌基督是上帝榮耀所發的光輝
[00:09:33.500 --> 00:09:36.500]  是上帝本體的真相
[00:09:36.500 --> 00:09:40.500]  裡面的上帝的本體就是這個字
[00:09:40.500 --> 00:09:42.500]  Hippotasis這個字
[00:09:42.500 --> 00:09:46.500]  所以很明顯這個字是在說一些substance
[00:09:46.500 --> 00:09:48.500]  上帝本體的東西
[00:09:48.500 --> 00:09:51.500]  第三段經文大家更加熟悉
[00:09:51.500 --> 00:09:54.500]  Hippolys書第十一章第一次說什麼
[00:09:54.500 --> 00:09:55.500]  信什麼
[00:09:55.500 --> 00:09:58.500]  信是所望的實體
[00:09:58.500 --> 00:09:59.500]  那個實體
[00:09:59.500 --> 00:10:02.500]  Faith is the substance of things hoped for
[00:10:02.500 --> 00:10:05.500]  就是我們所盼望的substance
[00:10:05.500 --> 00:10:08.500]  就是Hippotasis這個字
[00:10:08.500 --> 00:10:11.500]  所以我們就明白這個意思
[00:10:11.500 --> 00:10:13.500]  起初的substance
[00:10:13.500 --> 00:10:18.500]  我們要堅持守住Hippotasis
[00:10:18.500 --> 00:10:22.500]  如果你將起初的substance堅守住的話
[00:10:22.500 --> 00:10:24.500]  你就和基督有份
[00:10:24.500 --> 00:10:26.500]  這裡聖經告訴我們
[00:10:26.500 --> 00:10:28.500]  我們要好好地守住
[00:10:28.500 --> 00:10:29.500]  守護著
[00:10:29.500 --> 00:10:31.500]  去把握一些最基本的東西
[00:10:31.500 --> 00:10:33.500]  最簡單的東西
[00:10:33.500 --> 00:10:36.500]  最原始的substance
[00:10:36.500 --> 00:10:39.500]  這樣你就和基督有份
[00:10:39.500 --> 00:10:41.500]  這個就是釋經
[00:10:41.500 --> 00:10:44.500]  很簡單這段經文的意思和解釋
[00:10:44.500 --> 00:10:47.500]  不過究竟所謂起初
[00:10:47.500 --> 00:10:50.500]  信仰裏面起初最基本
[00:10:50.500 --> 00:10:52.500]  最簡單
[00:10:52.500 --> 00:10:53.500]  最內在
[00:10:53.500 --> 00:10:56.500]  最重要的substance是什麼呢
[00:10:56.500 --> 00:10:59.500]  說了這麼久我們要想想
[00:10:59.500 --> 00:11:02.500]  這段經文要我們去持守什麼
[00:11:02.500 --> 00:11:05.500]  我就要去明白整段經文
[00:11:05.500 --> 00:11:08.500]  整個第三章裏面所說的東西
[00:11:08.500 --> 00:11:10.500]  Hippolys書第三章
[00:11:10.500 --> 00:11:13.500]  如果你將整段經文看一次
[00:11:13.500 --> 00:11:16.500]  你不難發現當中的主題
[00:11:16.500 --> 00:11:19.500]  Hippolys書第三章說什麼
[00:11:19.500 --> 00:11:21.500]  如果你將它看一次
[00:11:21.500 --> 00:11:24.500]  它所記載的是有關摩西
[00:11:24.500 --> 00:11:25.500]  以色列人
[00:11:25.500 --> 00:11:26.500]  抗野
[00:11:26.500 --> 00:11:29.500]  40年的故事
[00:11:29.500 --> 00:11:31.500]  經文裏面頭六節
[00:11:31.500 --> 00:11:36.500]  Hippolys書就將耶穌和摩西來做比較
[00:11:36.500 --> 00:11:38.500]  從前
[00:11:38.500 --> 00:11:42.500]  從而帶出昔日摩西以色列人
[00:11:42.500 --> 00:11:47.500]  抗野40年的故事
[00:11:47.500 --> 00:11:52.500]  然後經文就開始回憶
[00:11:52.500 --> 00:11:57.500]  昔日以色列人的抗野故事
[00:11:57.500 --> 00:12:06.500]  我記得當時出埃及的時候
[00:12:06.500 --> 00:12:08.500]  那個天很黑
[00:12:08.500 --> 00:12:11.500]  我們走路很累
[00:12:11.500 --> 00:12:13.500]  我們足足走了一整天
[00:12:13.500 --> 00:12:15.500]  一直走一直越來越看不到前面
[00:12:15.500 --> 00:12:16.500]  因為太黑
[00:12:16.500 --> 00:12:22.500]  後面不斷很多的埃及的吹冰吹上來
[00:12:22.500 --> 00:12:25.500]  我們突然不知怎樣算
[00:12:25.500 --> 00:12:30.500]  在天上很大的火柱
[00:12:30.500 --> 00:12:34.500]  照遍整個的天空
[00:12:34.500 --> 00:12:40.500]  我記得當年就是這條火柱救了我們
[00:12:40.500 --> 00:12:44.500]  讓我們可以有路繼續走下去
[00:12:44.500 --> 00:12:49.500]  我記得當時我們沒有水喝的時候
[00:12:49.500 --> 00:12:53.500]  很多人都捱不下去
[00:12:53.500 --> 00:12:56.500]  我們很口渴
[00:12:56.500 --> 00:13:01.500]  然後摩西拿著他的杖
[00:13:01.500 --> 00:13:06.500]  很大力地敲在盆石裏面
[00:13:06.500 --> 00:13:10.500]  敲第一次 敲第二次
[00:13:10.500 --> 00:13:13.500]  然後那個盆石
[00:13:13.500 --> 00:13:15.500]  水就流出來了
[00:13:15.500 --> 00:13:17.500]  我們一個一個排隊
[00:13:17.500 --> 00:13:23.500]  用雙手在盆石裏舀水來喝
[00:13:23.500 --> 00:13:28.500]  我記得當年我們很肚餓的時候
[00:13:28.500 --> 00:13:30.500]  我們沒有東西吃
[00:13:30.500 --> 00:13:32.500]  突然另一個晚上
[00:13:32.500 --> 00:13:37.500]  天上突然間飛了一大堆的鳥
[00:13:37.500 --> 00:13:40.500]  很小的鳥
[00:13:40.500 --> 00:13:45.500]  我們那一晚就可以捉鳥來吃
[00:13:45.500 --> 00:13:49.500]  第二天早上很多的露水湧出來
[00:13:49.500 --> 00:13:51.500]  然後露水下面
[00:13:51.500 --> 00:13:55.500]  一個一個白色的
[00:13:55.500 --> 00:13:59.500]  我們稱之為叫做萬雅
[00:13:59.500 --> 00:14:02.500]  我還記得雲彩
[00:14:02.500 --> 00:14:04.500]  我們在西冷山住了一年
[00:14:04.500 --> 00:14:10.500]  那些雲彩都沒有離開過我們
[00:14:10.500 --> 00:14:18.500]  耶穌說是滿有恩典和慈愛的
[00:14:18.500 --> 00:14:22.500]  不過靈姐妹不知道為什麼
[00:14:22.500 --> 00:14:25.500]  這些起初很美好的片段都沒有了
[00:14:25.500 --> 00:14:28.500]  可能是因為時間吧
[00:14:28.500 --> 00:14:31.500]  這班基斯文就開始埋怨
[00:14:31.500 --> 00:14:33.500]  和一班人同一個地方
[00:14:33.500 --> 00:14:35.500]  同一個上帝
[00:14:35.500 --> 00:14:37.500]  同一樣的碼拿
[00:14:37.500 --> 00:14:39.500]  同一條雲柱 火柱
[00:14:39.500 --> 00:14:41.500]  同一道雲彩
[00:14:41.500 --> 00:14:46.500]  不知道為什麼沒有了那個化學反應
[00:14:46.500 --> 00:14:48.500]  沒有了那個起初的感覺
[00:14:48.500 --> 00:14:50.500]  沒有了那個起初的力量
[00:14:50.500 --> 00:14:52.500]  很難吃
[00:14:52.500 --> 00:14:55.500]  我相信是牛扒
[00:14:55.500 --> 00:14:57.500]  為什麼今天的黃房火柱這麼遲才來
[00:14:57.500 --> 00:15:00.500]  都黑了
[00:15:00.500 --> 00:15:02.500]  不要只要盆栽出水
[00:15:02.500 --> 00:15:06.500]  我要喝盆栽豆漿
[00:15:06.500 --> 00:15:10.500]  對不起 我只有摩西牧羊不到我
[00:15:10.500 --> 00:15:13.500]  可不可以給我一個年紀跟我差不多的
[00:15:13.500 --> 00:15:17.500]  他沒有IG
[00:15:17.500 --> 00:15:20.500]  是不是隨著時間的過去
[00:15:20.500 --> 00:15:25.500]  我們很多本來很真實的東西就不再這樣
[00:15:25.500 --> 00:15:30.500]  40年 最後和華上帝要求他們在曠野裡
[00:15:30.500 --> 00:15:33.500]  有40年的時間
[00:15:33.500 --> 00:15:36.500]  40年的曠野其實是一個很重要的
[00:15:36.500 --> 00:15:39.500]  屬靈的symbolic meaning
[00:15:39.500 --> 00:15:41.500]  大家有沒有想過
[00:15:41.500 --> 00:15:44.500]  40年的曠野不斷地兜兜轉轉
[00:15:44.500 --> 00:15:47.500]  不斷環繞著地方 不斷從起點重新再來過
[00:15:47.500 --> 00:15:49.500]  其實是為了什麼呢
[00:15:49.500 --> 00:15:53.500]  40年的曠野難道有結界嗎
[00:15:53.500 --> 00:15:56.500]  為什麼都走不出來呢
[00:15:56.500 --> 00:15:59.500]  其實和華上帝要這班既斯文
[00:15:59.500 --> 00:16:04.500]  要在這40年的曠野裡重新開學
[00:16:04.500 --> 00:16:07.500]  和華上帝要他們去學習
[00:16:07.500 --> 00:16:10.500]  不是要他們在曠野裡重新學一些新的東西
[00:16:10.500 --> 00:16:12.500]  或者去學一些新的技能
[00:16:12.500 --> 00:16:14.500]  或者要一個新的神學
[00:16:14.500 --> 00:16:19.500]  而是他們要去在曠野裡重新發現
[00:16:19.500 --> 00:16:26.500]  最起初 最基本 最簡單 最重要的東西
[00:16:26.500 --> 00:16:28.500]  Hippotasis
[00:16:28.500 --> 00:16:34.500]  所以第三章第九節再一次提起40年
[00:16:34.500 --> 00:16:37.500]  在這裡 你們的祖宗試驗我
[00:16:37.500 --> 00:16:41.500]  並且觀看我的作為40年之久
[00:16:41.500 --> 00:16:44.500]  同一個曠野 同一個上帝 同一班以色列民
[00:16:44.500 --> 00:16:48.500]  這班以色列民住在曠野裡學習的
[00:16:48.500 --> 00:16:50.500]  一個起初的信仰
[00:16:50.500 --> 00:16:52.500]  一個這麼重要的課題
[00:16:52.500 --> 00:16:56.500]  最大的問題不是你沒有
[00:16:56.500 --> 00:16:58.500]  而是明明你有
[00:16:58.500 --> 00:17:02.500]  他活得好像沒有一樣
[00:17:02.500 --> 00:17:06.500]  今天的閱題叫做「開學」
[00:17:06.500 --> 00:17:12.500]  但原來在世上有些東西不是你學回來的
[00:17:12.500 --> 00:17:15.500]  那些東西你都不用去學的
[00:17:15.500 --> 00:17:18.500]  它一直都在你的心裡
[00:17:18.500 --> 00:17:21.500]  你要做的只要是去堅守著它
[00:17:21.500 --> 00:17:23.500]  你要去守護著它
[00:17:23.500 --> 00:17:26.500]  好好地將它放在你的心裡
[00:17:26.500 --> 00:17:29.500]  或者這些東西是沒什麼特別的
[00:17:29.500 --> 00:17:32.500]  甚至你覺得是有點老土
[00:17:32.500 --> 00:17:35.500]  不過你要的正正就是要堅持著
[00:17:35.500 --> 00:17:39.500]  守護著這些最簡單 最基本的東西
[00:17:39.500 --> 00:17:43.500]  The truth is in simplicity
[00:17:43.500 --> 00:17:46.500]  信裡面最基本的東西
[00:17:46.500 --> 00:17:48.500]  主耶穌愛你
[00:17:48.500 --> 00:17:51.500]  我要盡心盡性盡義愛主
[00:17:51.500 --> 00:17:55.500]  感恩禱告相信
[00:17:55.500 --> 00:17:59.500]  我來了是要給人得生命
[00:17:59.500 --> 00:18:03.500]  要常常喜樂不住的禱告凡事謝因
[00:18:03.500 --> 00:18:05.500]  元龍基督的愛激勵我們
[00:18:05.500 --> 00:18:08.500]  叫我們不再為自己而活
[00:18:08.500 --> 00:18:11.500]  要替我們死而復活的主而活
[00:18:11.500 --> 00:18:14.500]  你說說了幾千億次這些東西
[00:18:14.500 --> 00:18:21.500]  我會說這些是我們世上最基本最重要的本質
[00:18:21.500 --> 00:18:24.500]  這些東西我們一開始就有的
[00:18:24.500 --> 00:18:29.500]  這些東西是我們整件事的起點
[00:18:29.500 --> 00:18:33.500]  不知道大家有沒有聽過一個台灣的廚師
[00:18:33.500 --> 00:18:35.500]  麻煩下一張
[00:18:35.500 --> 00:18:38.500]  他叫做江振成
[00:18:38.500 --> 00:18:42.500]  其實是一個非常國際響虎盛名的廚師
[00:18:42.500 --> 00:18:47.500]  台灣人從小就在台灣的士林夜市裡長大
[00:18:47.500 --> 00:18:51.500]  十五歲就離開台灣去到法國學廚
[00:18:51.500 --> 00:18:57.500]  二十一歲成為法國米芝蓮三星的首席助理
[00:18:57.500 --> 00:19:04.500]  三十歲成為全球150位名廚之一
[00:19:04.500 --> 00:19:09.500]  然後二零一一年他自己就離開法國去到新加坡裡
[00:19:09.500 --> 00:19:12.500]  開一間屬於他自己的餐廳
[00:19:12.500 --> 00:19:15.500]  叫做Restaurant André
[00:19:15.500 --> 00:19:23.500]  二零一七年這間Restaurant André成為全球五十間餐廳裡的第十四位
[00:19:23.500 --> 00:19:25.500]  很厲害的一個
[00:19:25.500 --> 00:19:27.500]  全亞洲裡的第二位
[00:19:27.500 --> 00:19:30.500]  全新加坡裡的第一位
[00:19:30.500 --> 00:19:34.500]  不過最富戲劇性的是什麼呢
[00:19:34.500 --> 00:19:36.500]  是在二零一八年
[00:19:36.500 --> 00:19:45.500]  這位廚師突然親手將他自己成立的Restaurant André親手結業
[00:19:45.500 --> 00:19:49.500]  Netflix有一套紀錄片是關於他的
[00:19:49.500 --> 00:19:54.500]  紀錄了二零一八年結束Restaurant André前後的採訪
[00:19:54.500 --> 00:19:58.500]  這套紀錄片的名字叫做初心
[00:19:58.500 --> 00:20:03.500]  原來這位十五歲離開台灣的廚師
[00:20:03.500 --> 00:20:06.500]  當他人生去到四十二歲的時候
[00:20:06.500 --> 00:20:10.500]  他決定結束這一切
[00:20:10.500 --> 00:20:14.500]  重新回到自己的家鄉裡
[00:20:14.500 --> 00:20:18.500]  就是為了追隨自己的初心
[00:20:18.500 --> 00:20:23.500]  江振成說了很多有關初心的東西
[00:20:23.500 --> 00:20:25.500]  我覺得非常有意思和大家分享
[00:20:25.500 --> 00:20:29.500]  他說初心一直是他自己的動力
[00:20:29.500 --> 00:20:31.500]  有兩種不同的情況
