
[00:00:00.000 --> 00:00:04.800]  各位Flow Church在現場和網上的弟兄姊妹平安
[00:06:07.000 --> 00:06:12.000]  然後再紮在一斤兩呎長的牛舌草之上
[00:06:12.000 --> 00:06:16.000]  然後塞進耶穌肝臟的舌頭上
[00:06:16.000 --> 00:06:21.000]  耶穌的喉嚨頓時得到一些滋潤
[00:06:21.000 --> 00:06:23.000]  添了一些力氣
[00:06:23.000 --> 00:06:26.000]  然後大聲呼喊「成了」
[00:06:26.000 --> 00:06:30.000]  這是一個勝利的吶喊
[00:06:30.000 --> 00:06:32.000]  因為他已經走到殘酷的盡頭
[00:06:33.000 --> 00:06:39.000]  這個吶喊喚起了一份深切的放鬆感
[00:06:39.000 --> 00:06:43.000]  然後他如釋重負地說
[00:06:43.000 --> 00:06:48.000]  「父啊,我將我的靈魂交在你的手裏」
[00:06:48.000 --> 00:06:51.000]  然後就斷氣
[00:06:51.000 --> 00:06:56.000]  耶穌的吶喊告訴我們
[00:06:56.000 --> 00:07:01.000]  他們的死不是出於力量的衰落
[00:07:01.000 --> 00:07:04.000]  反而是出於超乎力量的愛
[00:07:04.000 --> 00:07:09.000]  他的生命不是被十家暴力所奪去
[00:07:09.000 --> 00:07:15.000]  而是他用自己的能力為我們主動擺上
[00:07:15.000 --> 00:07:20.000]  耶穌主動將靈魂交給天父
[00:07:20.000 --> 00:07:24.000]  是要告訴我們十字架不是他的致命傷
[00:07:24.000 --> 00:07:27.000]  你想想十字架的刑罰
[00:07:27.000 --> 00:07:29.000]  總是死得很漫長
[00:07:29.000 --> 00:07:31.000]  耶穌只用了六個小時
[00:07:31.000 --> 00:07:33.000]  而且通常都是死於筋疲力竭
[00:07:33.000 --> 00:07:38.000]  但是耶穌竟然可以最後大聲的吶喊
[00:07:38.000 --> 00:07:41.000]  約翰紀錄說
[00:07:41.000 --> 00:07:43.000]  耶穌的肋旁被長矛刺穿
[00:07:43.000 --> 00:07:47.000]  有鮮血和血在他的身旁流出來
[00:07:47.000 --> 00:07:49.000]  根據醫學的研究
[00:07:49.000 --> 00:07:53.000]  發現這個情況只是在心臟破裂
[00:07:53.000 --> 00:07:57.000]  血液在未死之前已經流入心腔裏面的時候
[00:07:57.000 --> 00:07:59.000]  才會發生
[00:07:59.000 --> 00:08:00.000]  這就告訴我們
[00:08:00.000 --> 00:08:02.000]  我們真的可以這樣說
[00:08:02.000 --> 00:08:06.000]  基督是死於心碎
[00:08:06.000 --> 00:08:10.000]  為我們的罪死於心碎
[00:08:10.000 --> 00:08:15.000]  在十字架的救贖裏面
[00:08:15.000 --> 00:08:17.000]  我們看到我渴了
[00:08:17.000 --> 00:08:22.000]  成為了耶穌宣告成了的關鍵的一步
[00:08:23.000 --> 00:08:27.000]  但是我渴了同時又令我們很困擾
[00:08:27.000 --> 00:08:29.000]  為什麼那個擁有
[00:08:29.000 --> 00:08:32.000]  而且本來就是生命活水的神
[00:08:32.000 --> 00:08:35.000]  竟然會說我渴了
[00:08:35.000 --> 00:08:41.000]  難道你們若我所賜的水就永遠不渴
[00:08:41.000 --> 00:08:42.000]  剛剛唱完
[00:08:42.000 --> 00:08:46.000]  那個應許是不是失了效用呢
[00:08:46.000 --> 00:08:50.000]  約翰在第28節解釋說
[00:08:50.000 --> 00:08:54.000]  這是為要使經常的話應驗
[00:08:54.000 --> 00:08:57.000]  大部分聖經學者都認為是指著
[00:08:57.000 --> 00:09:00.000]  詩篇69篇21節去說
[00:09:00.000 --> 00:09:04.000]  他說:我他們那苦膽給我當食物
[00:09:04.000 --> 00:09:08.000]  我渴了,他們那醋給我喝
[00:09:08.000 --> 00:09:12.000]  縱使詩篇69篇其實本身不是一篇
[00:09:12.000 --> 00:09:14.000]  預言彌賽雅的詩篇
[00:09:14.000 --> 00:09:16.000]  還有那個牛失草
[00:09:16.000 --> 00:09:20.000]  約翰提到當時有人將那個沾滿了醋的海綿
[00:09:20.000 --> 00:09:22.000]  綁在牛失草上成為一種工具
[00:09:22.000 --> 00:09:25.000]  遞到耶穌身上給耶穌喝水
[00:09:25.000 --> 00:09:28.000]  這種象徵性的行動
[00:09:28.000 --> 00:09:30.000]  造成了一個聖經的平衡聯想
[00:09:30.000 --> 00:09:34.000]  因為在《出埃及記》第12章22節裏
[00:09:34.000 --> 00:09:38.000]  牛失草正正就是用來沾羔羊的血
[00:09:38.000 --> 00:09:41.000]  塗在上帝子民的眉毛之上
[00:09:41.000 --> 00:09:43.000]  讓死神可以越過他們
[00:09:43.000 --> 00:09:45.000]  免他們一死的工具
[00:09:45.000 --> 00:09:49.000]  是要表明耶穌基督就是那個代罪的羔羊
[00:09:49.000 --> 00:09:53.000]  不過很頭腦吧
[00:09:53.000 --> 00:09:58.000]  當我們將我渴了的意義過分注目
[00:09:58.000 --> 00:10:01.000]  在《艾耀維艷驗經》上的話的時候
[00:10:01.000 --> 00:10:04.000]  我們真的可能會忽略了耶穌
[00:10:04.000 --> 00:10:06.000]  頂姐妹不要忘記
[00:10:06.000 --> 00:10:10.000]  當時耶穌已經有二十多個小時沒有喝過水
[00:10:10.000 --> 00:10:12.000]  從最後晚餐開始
[00:10:12.000 --> 00:10:15.000]  到被捉拿、被受辱等等
[00:10:15.000 --> 00:10:17.000]  血就一直在流
[00:10:17.000 --> 00:10:20.000]  水就一滴也沒有
[00:10:20.000 --> 00:10:25.000]  口渴肯定是祂當下最真實的感覺
[00:10:25.000 --> 00:10:28.000]  而且在死亡的邊緣
[00:10:28.000 --> 00:10:30.000]  也是身體最自然的反應
[00:10:30.000 --> 00:10:32.000]  因為一個人快死的時候
[00:10:32.000 --> 00:10:33.000]  通常不會覺得肚餓
[00:10:33.000 --> 00:10:36.000]  而是覺得很口乾、很口渴
[00:10:36.000 --> 00:10:38.000]  所以耶穌說
[00:10:38.000 --> 00:10:40.000]  我渴了
[00:10:40.000 --> 00:10:44.000]  耶穌的渴代表了
[00:10:44.000 --> 00:10:48.000]  祂是完全參與在人性的裡面
[00:10:48.000 --> 00:10:50.000]  而在這一刻
[00:10:50.000 --> 00:10:53.000]  祂表達出祂裡面的需要
[00:10:53.000 --> 00:10:58.000]  其實也是在表達我們每一個人裡面的乾旱
[00:10:58.000 --> 00:11:01.000]  這是耶穌來到世界的目的
[00:11:01.000 --> 00:11:03.000]  祂以祂的生命為水
[00:11:03.000 --> 00:11:06.000]  以祂的眼睛成為淚水的泉源
[00:11:06.000 --> 00:11:11.000]  耶穌的口渴是要揭示一種人性的現實
[00:11:11.000 --> 00:11:17.000]  就是今天我們都身處在乾渴的裡面
[00:11:17.000 --> 00:11:21.000]  剛才在敬拜裡面也提到一件
[00:11:21.000 --> 00:11:24.000]  耶穌在詩歌裡面找水喝的事情
[00:11:24.000 --> 00:11:27.000]  就是井旁婦人的故事
[00:11:27.000 --> 00:11:30.000]  但那次耶穌並不是因為她真的口渴
[00:11:30.000 --> 00:11:33.000]  而是因為她看到一個
[00:11:33.000 --> 00:11:40.000]  知道口渴但卻未意識到自己生命乾渴的婦人
[00:11:40.000 --> 00:11:44.000]  弟兄姊妹
[00:11:44.000 --> 00:11:47.000]  你們有沒有意識到自己的乾渴?
[00:11:47.000 --> 00:11:52.000]  其實相比喝酒
[00:11:52.000 --> 00:11:56.000]  我們華人其實更加喜歡吃東西
[00:11:56.000 --> 00:11:59.000]  不能吃是可以被視為一種病
[00:11:59.000 --> 00:12:01.000]  所以我們說什麼「醫肚」
[00:12:01.000 --> 00:12:03.000]  不是「醫喝」
[00:12:03.000 --> 00:12:06.000]  但是口渴可以怎樣解決?
[00:12:06.000 --> 00:12:08.000]  用意志就可以解決
[00:12:08.000 --> 00:12:09.000]  「望梅」
[00:12:09.000 --> 00:12:11.000]  「望梅」就是指渴
[00:12:11.000 --> 00:12:13.000]  靠意志就可以了
[00:12:13.000 --> 00:12:15.000]  外國人就不同了
[00:12:15.000 --> 00:12:18.000]  一走進餐廳第一件事是怎樣?
[00:12:18.000 --> 00:12:20.000]  What would you like to drink?
[00:12:20.000 --> 00:12:22.000]  喝什麼先? Order?
[00:12:22.000 --> 00:12:23.000]  先喝飲品
[00:12:23.000 --> 00:12:24.000]  吃東西呢?
[00:12:24.000 --> 00:12:25.000]  慢慢都不像
[00:12:25.000 --> 00:12:27.000]  甚至可以只喝不吃
[00:12:27.000 --> 00:12:28.000]  但在香港
[00:12:28.000 --> 00:12:30.000]  只喝是要怎樣?
[00:12:30.000 --> 00:12:32.000]  是要相繼的
[00:12:32.000 --> 00:12:34.000]  很不受歡迎的
[00:12:34.000 --> 00:12:36.000]  就算喝茶
[00:12:36.000 --> 00:12:39.000]  其實主要是吃點心
[00:12:39.000 --> 00:12:42.000]  問一下我們中間
[00:12:42.000 --> 00:12:46.000]  這裡有沒有人一天喝了八杯水?
[00:12:46.000 --> 00:12:50.000]  嘩!你們好乖啊!
[00:12:50.000 --> 00:12:54.000]  有年輕人一天喝了八杯水
[00:12:54.000 --> 00:12:55.000]  好!
[00:12:55.000 --> 00:12:57.000]  誰吃了三餐飯?
[00:12:58.000 --> 00:13:00.000]  喂!這麼少?
[00:13:00.000 --> 00:13:01.000]  怎麼回事?
[00:13:01.000 --> 00:13:03.000]  是不是啊?
[00:13:03.000 --> 00:13:06.000]  因為今天上晚課
[00:13:06.000 --> 00:13:07.000]  所以可能還沒吃飯
[00:13:07.000 --> 00:13:08.000]  一會兒吃宵夜
[00:13:08.000 --> 00:13:09.000]  喂!舉多一次
[00:13:09.000 --> 00:13:11.000]  誰吃了三餐飯?
[00:13:11.000 --> 00:13:13.000]  這麼害羞?
[00:13:13.000 --> 00:13:14.000]  這麼少?
[00:13:14.000 --> 00:13:16.000]  玩我?
[00:13:16.000 --> 00:13:21.000]  不止三餐?
[00:13:21.000 --> 00:13:22.000]  OK
[00:13:22.000 --> 00:13:24.000]  或者沒有數
[00:13:24.000 --> 00:13:26.000]  總之
[00:13:26.000 --> 00:13:28.000]  在忙碌的生活中
[00:13:28.000 --> 00:13:32.000]  口渴是我們最輕視的感覺
[00:13:32.000 --> 00:13:33.000]  因為我們覺得
[00:13:33.000 --> 00:13:35.000]  口渴是可以忍受的
[00:13:35.000 --> 00:13:38.000]  但肚餓和睏是很難忍受的
[00:13:38.000 --> 00:13:40.000]  但其實
[00:13:40.000 --> 00:13:42.000]  這只是假象
[00:13:42.000 --> 00:13:46.000]  因為人對乾渴的敏銳度
[00:13:46.000 --> 00:13:49.000]  其實是和我們的飲水量成正比
[00:13:49.000 --> 00:13:51.000]  意思是
[00:13:51.000 --> 00:13:53.000]  當你水越喝得足
[00:13:53.000 --> 00:13:57.000]  你對乾渴感就會越敏感
[00:13:57.000 --> 00:13:59.000]  水越喝得少
[00:13:59.000 --> 00:14:03.000]  你的乾渴感就會越遲鈍
[00:14:03.000 --> 00:14:05.000]  意思是
[00:14:05.000 --> 00:14:09.000]  你會覺得身在渴中不知渴
[00:14:09.000 --> 00:14:13.000]  同樣
[00:14:13.000 --> 00:14:17.000]  心靈和屬靈的乾渴
[00:14:17.000 --> 00:14:21.000]  也是我們在忙碌生活中最輕視的
[00:14:21.000 --> 00:14:24.000]  因為事情做不完會死
[00:14:24.000 --> 00:14:27.000]  但事情沒有意思或新意
[00:14:27.000 --> 00:14:29.000]  就不一定會死
[00:14:29.000 --> 00:14:32.000]  理性行動是很重要的
[00:14:32.000 --> 00:14:37.000]  情感和意思都是選擇性的
[00:14:37.000 --> 00:14:40.000]  而日復一日
[00:14:40.000 --> 00:14:43.000]  當我們不斷用我們的左腦去生活
[00:14:43.000 --> 00:14:48.000]  我們就會失去了創造主給我們最珍貴的禮物
[00:14:49.000 --> 00:14:52.000]  就是想像和創造力
[00:14:52.000 --> 00:14:57.000]  亦是神在我們身上可以生出盼望的管道
[00:14:57.000 --> 00:15:02.000]  我們會開始害怕新事物
[00:15:02.000 --> 00:15:05.000]  覺得天馬行空是很不踏實的事
[00:15:05.000 --> 00:15:08.000]  甚至會阻礙地球轉圜
[00:15:08.000 --> 00:15:12.000]  最慘的是我們認為自己沒有創意
[00:15:12.000 --> 00:15:17.000]  對生活和信仰失去了想像和想望
[00:15:17.000 --> 00:15:19.000]  更加不要說夢想
[00:15:19.000 --> 00:15:22.000]  在似乎沒有路的時候
[00:15:22.000 --> 00:15:26.000]  我們亦很難發現會有那份
[00:15:26.000 --> 00:15:29.000]  God will make a way
[00:15:29.000 --> 00:15:31.000]  即是上帝會開新境
[00:15:31.000 --> 00:15:33.000]  那份信心
[00:15:33.000 --> 00:15:36.000]  請問一下自己
[00:15:36.000 --> 00:15:41.000]  有多久沒有做過新鮮事或很創意的事?
[00:15:41.000 --> 00:15:46.000]  有多久沒有為神做夢?
[00:15:46.000 --> 00:15:51.000]  你有沒有發現自己最近經常都很暴躁
[00:15:51.000 --> 00:15:55.000]  覺得人人都阻礙著地球轉圜?
[00:15:55.000 --> 00:16:00.000]  這些都可能是心靈乾渴的表現
[00:16:00.000 --> 00:16:07.000]  口渴是神在創造裏為人設立的保命機制
[00:16:07.000 --> 00:16:10.000]  為了引導人發現自己缺水的狀態
[00:16:10.000 --> 00:16:13.000]  催逼我們去採取行動
[00:16:13.000 --> 00:16:16.000]  這份渴感
[00:16:16.000 --> 00:16:19.000]  就好像神在我們墮落的時候
[00:16:19.000 --> 00:16:22.000]  同時拋給我們的救生圈一樣
[00:16:22.000 --> 00:16:25.000]  只要你捉住它
[00:16:25.000 --> 00:16:27.000]  捉住這份渴感
[00:16:27.000 --> 00:16:32.000]  我們就可以連結到那位救生員那裏
[00:16:32.000 --> 00:16:37.000]  當一個人重新對渴、敏感和積極
[00:16:37.000 --> 00:16:42.000]  我們就可以重新得著生命
[00:16:43.000 --> 00:16:46.000]  在德國宣教的時候
[00:16:46.000 --> 00:16:48.000]  我教會有一個小弟兄
[00:16:48.000 --> 00:16:49.000]  他的名字真的很特別
[00:16:49.000 --> 00:16:51.000]  他叫做宋曉渴
[00:16:51.000 --> 00:16:52.000]  曉得過曉
[00:16:52.000 --> 00:16:54.000]  頸比殼還要渴
[00:16:54.000 --> 00:16:56.000]  宋曉渴
[00:16:56.000 --> 00:16:59.000]  他的德教見證其中一段是這樣的
[00:16:59.000 --> 00:17:01.000]  有一次做夢
[00:17:01.000 --> 00:17:02.000]  口渴到死
[00:17:02.000 --> 00:17:04.000]  很想喝可樂
[00:17:04.000 --> 00:17:06.000]  但打開冰箱
[00:17:06.000 --> 00:17:08.000]  竟然甚麼都沒有
[00:17:08.000 --> 00:17:12.000]  那幾天他不斷發同一個夢
[00:17:12.000 --> 00:17:14.000]  令他非常困擾
[00:17:14.000 --> 00:17:16.000]  為甚麼會這樣
[00:17:16.000 --> 00:17:17.000]  沒吃飯還要口渴
[00:17:17.000 --> 00:17:18.000]  沒有可樂
[00:17:18.000 --> 00:17:22.000]  他就和那位
[00:17:22.000 --> 00:17:23.000]  因為太困擾
[00:17:23.000 --> 00:17:25.000]  所以他做了一件事
[00:17:25.000 --> 00:17:26.000]  我們經常做的
[00:17:26.000 --> 00:17:29.000]  就是向那個不太熟悉的神祈禱
[00:17:29.000 --> 00:17:32.000]  當天晚上
[00:17:32.000 --> 00:17:35.000]  當他打開自己的冰箱的時候
[00:17:35.000 --> 00:17:36.000]  很奇妙
[00:17:36.000 --> 00:17:39.000]  神真的放了一杯可樂在冰箱
[00:17:39.000 --> 00:17:42.000]  他那一刻就知道
[00:17:42.000 --> 00:17:45.000]  這個上帝是真的
[00:17:45.000 --> 00:17:49.000]  是真的
[00:17:49.000 --> 00:17:51.000]  這個見證真的是真的
[00:17:51.000 --> 00:17:54.000]  他有部分的見證
[00:17:54.000 --> 00:17:56.000]  很奇妙
[00:17:56.000 --> 00:18:02.000]  上帝竟然用了一個對他來說是名副其實的方式
[00:18:02.000 --> 00:18:07.000]  藉著一個人的渴感
[00:18:07.000 --> 00:18:09.000]  很直接
[00:18:09.000 --> 00:18:11.000]  沒有加任何東西
[00:18:11.000 --> 00:18:15.000]  很直接地感受到上帝那份真實
[00:18:15.000 --> 00:18:18.000]  最後讓他得著福音和生命
[00:18:18.000 --> 00:18:21.000]  或者這個就是上帝選擇
[00:18:21.000 --> 00:18:23.000]  我渴了
[00:18:23.000 --> 00:18:25.000]  而非我餓了
[00:18:25.000 --> 00:18:26.000]  我累了
[00:18:26.000 --> 00:18:27.000]  我痛了
[00:18:27.000 --> 00:18:30.000]  這些人性都是軟弱的原因
[00:18:31.000 --> 00:18:34.000]  因為只有內心的那份渴
[00:18:34.000 --> 00:18:40.000]  才可以很迅速地將我們連結到生命的泉源
[00:18:40.000 --> 00:18:44.000]  耶穌在十誡上說
[00:18:44.000 --> 00:18:45.000]  我渴了
[00:18:45.000 --> 00:18:48.000]  除了展現人性乾渴事實之外
[00:18:48.000 --> 00:18:51.000]  也象徵著一個神聖的完成
[00:18:51.000 --> 00:18:53.000]  一個Define Completion
[00:18:53.000 --> 00:18:57.000]  我渴了其實也是在宣告
[00:18:57.000 --> 00:19:02.000]  耶穌是多麼的定義去完成聖經的應許
[00:19:02.000 --> 00:19:04.000]  上帝的心意
[00:19:04.000 --> 00:19:09.000]  還要去成就他想為世界所作出的犧牲
[00:19:09.000 --> 00:19:11.000]  那份準備
[00:19:11.000 --> 00:19:17.000]  那份對完成父心意和對蒼生的渴想
[00:19:17.000 --> 00:19:22.000]  這份渴想我們可以從他喝什麼和不喝什麼看到
[00:19:22.000 --> 00:19:24.000]  綜合四福音
[00:19:24.000 --> 00:19:29.000]  我們發現耶穌在十字架上至少有兩次喝水的機會
[00:19:29.000 --> 00:19:31.000]  第一次
[00:19:31.000 --> 00:19:33.000]  《馬太福音》有一個記載
[00:19:33.000 --> 00:19:35.000]  27章34節
[00:19:35.000 --> 00:19:36.000]  裡面說
[00:19:36.000 --> 00:19:41.000]  「丁丁拿苦膽調和的酒給耶穌喝,他尚了…」
[00:19:41.000 --> 00:19:43.000]  你們看得到嗎?
[00:19:43.000 --> 00:19:45.000]  讀吧,那四個字
[00:19:45.000 --> 00:19:47.000]  「就不肯喝」
[00:19:47.000 --> 00:19:49.000]  這是第一次
[00:19:49.000 --> 00:19:53.000]  第二次在第48至50節
[00:19:53.000 --> 00:19:54.000]  不讀了
[00:19:54.000 --> 00:19:56.000]  也是在《約翰福音》裡面
[00:19:56.000 --> 00:19:59.000]  耶穌說「我喝了…」的那一次
[00:19:59.000 --> 00:20:02.000]  這次的酒沒有加入苦膽
[00:20:02.000 --> 00:20:04.000]  經文說
[00:20:04.000 --> 00:20:05.000]  如果你剛才還記得
[00:20:05.000 --> 00:20:06.000]  讀了兩次
[00:20:06.000 --> 00:20:08.000]  它說「他尚了…」
[00:20:08.000 --> 00:20:12.000]  但那個「尚」原文是「受」
[00:20:12.000 --> 00:20:14.000]  這次不只是試了一次
[00:20:14.000 --> 00:20:15.000]  是「接受」
[00:20:15.000 --> 00:20:17.000]  喝了
[00:20:17.000 --> 00:20:19.000]  然後他大聲說「勝了…」
[00:20:19.000 --> 00:20:21.000]  將靈魂交給上帝
[00:20:21.000 --> 00:20:24.000]  為什麼耶穌要拒絕第一杯呢?
[00:20:24.000 --> 00:20:31.000]  因為第一杯是含有減濕的飲品
[00:20:31.000 --> 00:20:34.000]  目的是要減輕人的痛苦
[00:20:34.000 --> 00:20:36.000]  讓人在十字架上
[00:20:36.000 --> 00:20:37.000]  不會在那裡搖來搖去
[00:20:37.000 --> 00:20:38.000]  掙扎太多、太難看
[00:20:38.000 --> 00:20:41.000]  就像今天的麻醉藥
[00:20:41.000 --> 00:20:43.000]  耶穌拒絕它
[00:20:43.000 --> 00:20:45.000]  不是因為怕苦
[00:20:45.000 --> 00:20:48.000]  其實是不喝更苦
[00:20:49.000 --> 00:20:51.000]  反而正正是因為
[00:20:51.000 --> 00:20:54.000]  祂不想逃避這份苦
[00:20:54.000 --> 00:20:56.000]  祂要保持清醒
[00:20:56.000 --> 00:20:59.000]  以最充分的方式和觀感
[00:20:59.000 --> 00:21:04.000]  去喝天賦對罪的憤怒之杯
[00:21:04.000 --> 00:21:11.000]  從耶穌對如何回應這份渴的選擇
[00:21:11.000 --> 00:21:14.000]  我們看到耶穌的渴
[00:21:14.000 --> 00:21:15.000]  耶穌的飲
[00:21:15.000 --> 00:21:18.000]  都是帶著一份天國的目標
[00:21:19.000 --> 00:21:22.000]  還有一份要承傳這份渴
[00:21:22.000 --> 00:21:24.000]  回應這份渴的主動性
