
[00:00:00.000 --> 00:00:03.600]  首先祝願我們在座的每一位
[00:01:44.920 --> 00:01:47.320]  但是經常都怕老闆解僱她
[00:01:47.320 --> 00:01:49.320]  所以都不敢請假去旅行
[00:01:49.320 --> 00:01:52.120]  座座各位有沒有這樣的牛牛存在
[00:01:52.120 --> 00:01:54.920]  沒有的,感謝主
[00:01:56.320 --> 00:01:57.320]  我又問了
[00:01:57.320 --> 00:01:59.320]  我說工作是為了什麼呢?
[00:01:59.320 --> 00:02:03.120]  錢?夢想?還是什麼呢?
[00:02:03.120 --> 00:02:06.320]  牛牛說是為了維生
[00:02:06.320 --> 00:02:08.320]  是為了錢
[00:02:08.320 --> 00:02:10.920]  都想為了夢想
[00:02:10.920 --> 00:02:13.920]  但是最重要的前提是可以生活得到
[00:02:13.920 --> 00:02:18.120]  不過我想可能會不會大部分的香港人都是這樣想
[00:02:18.120 --> 00:02:20.320]  之後有牛牛跟我說
[00:02:20.320 --> 00:02:24.320]  他說:其實我們最喜歡吃好東西和喜歡錢
[00:02:24.320 --> 00:02:26.120]  他們擔心錢
[00:02:26.120 --> 00:02:28.520]  他們擔心未來一些未知的風險
[00:02:28.520 --> 00:02:31.920]  不過如果他們願意在你身上花錢
[00:02:31.920 --> 00:02:34.120]  證明他們很愛你
[00:02:34.120 --> 00:02:35.920]  他們是這樣跟我說的
[00:02:35.920 --> 00:02:39.320]  今天選了傳道書的經文
[00:02:39.320 --> 00:02:41.120]  有兩件事想跟大家說
[00:02:41.120 --> 00:02:45.320]  第一個是想告訴一些真的有事業心的香港人
[00:02:45.320 --> 00:02:47.720]  第二個是想告訴一些
[00:02:47.720 --> 00:02:50.120]  上班其實都是為了享樂的人
[00:02:50.120 --> 00:02:52.120]  和失業待業的朋友
[00:02:52.120 --> 00:02:53.920]  先說第一個
[00:02:54.320 --> 00:02:56.320]  說給一些有事業心的香港人
[00:02:56.320 --> 00:02:59.920]  以工作作為人生意義的香港人
[00:02:59.920 --> 00:03:03.120]  說一個真人真事的例子
[00:03:03.120 --> 00:03:05.120]  有個人下班
[00:03:05.120 --> 00:03:07.720]  趕著去參加一個比賽
[00:03:07.720 --> 00:03:10.320]  剛剛離開公司五分鐘
[00:03:10.320 --> 00:03:12.520]  就收到老闆的電話
[00:03:12.520 --> 00:03:14.720]  要他馬上回來
[00:03:14.720 --> 00:03:17.520]  然後那個人真的回到公司
[00:03:17.520 --> 00:03:18.720]  他跟老闆說
[00:03:18.720 --> 00:03:20.920]  今天他要看一個比賽
[00:03:20.920 --> 00:03:22.720]  但是老闆跟他說
[00:03:24.120 --> 00:03:26.320]  我今晚都要和媽媽吃飯
[00:03:26.320 --> 00:03:28.520]  我都不去
[00:03:28.520 --> 00:03:31.320]  你知不知道我以前怎樣做報告的
[00:03:31.320 --> 00:03:35.120]  三天三夜在房間都不出來
[00:03:35.120 --> 00:03:37.520]  沒有人可以騷擾到我
[00:03:37.520 --> 00:03:40.720]  我好像一隻狼一樣工作
[00:03:40.720 --> 00:03:44.520]  他說做項目做得好像一隻狼一樣
[00:03:44.520 --> 00:03:49.520]  有一部分的香港人不只是一隻牛
[00:03:49.520 --> 00:03:52.120]  我覺得應該更像一隻狼一樣
[00:03:52.520 --> 00:03:54.120]  十分之狼死
[00:03:54.120 --> 00:03:56.320]  我們需要看看傳道書
[00:03:56.320 --> 00:03:59.320]  傳道書是智慧之書
[00:03:59.320 --> 00:04:00.720]  只有十二章
[00:04:00.720 --> 00:04:02.320]  很快就看完
[00:04:02.320 --> 00:04:04.120]  但看完之後
[00:04:04.120 --> 00:04:07.320]  它會令你思考很久
[00:04:07.320 --> 00:04:10.120]  都未必會和傳道者相同
[00:04:10.120 --> 00:04:11.520]  有沒有這種同感
[00:04:11.520 --> 00:04:13.520]  我這個月就很有這種同感
[00:04:13.520 --> 00:04:16.520]  傳道者在一章十三節
[00:04:16.520 --> 00:04:19.320]  他說我曾用智慧專心尋求
[00:04:19.320 --> 00:04:21.520]  查考天下所發生的一切事
[00:04:22.320 --> 00:04:23.720]  他用一生的時間
[00:04:23.720 --> 00:04:26.720]  用他所有的智慧去看盡世間的事
[00:04:26.720 --> 00:04:29.720]  去探索人生的意義是甚麼
[00:04:29.720 --> 00:04:31.320]  這是傳道書
[00:04:31.320 --> 00:04:34.520]  當我們看這本書的時候
[00:04:34.520 --> 00:04:37.320]  我們會感受到一個很濃的唏噓
[00:04:37.320 --> 00:04:40.520]  他說人終歸有得死
[00:04:40.520 --> 00:04:42.320]  我們都不知道何時死
[00:04:42.320 --> 00:04:44.920]  人類在這個世界上有甚麼意思
[00:04:44.920 --> 00:04:47.120]  但到最後的時候
[00:04:47.120 --> 00:04:49.120]  到第十二章他總結了
[00:04:49.120 --> 00:04:51.320]  十二章十三節
[00:04:52.120 --> 00:04:53.920]  這些事都已聽見了
[00:04:53.920 --> 00:04:56.120]  總之就是敬畏上帝
[00:04:56.120 --> 00:04:57.520]  謹守他的誡命
[00:04:57.520 --> 00:04:59.720]  這是人所當盡的本分
[00:04:59.720 --> 00:05:02.520]  以前看到這句的時候
[00:05:02.520 --> 00:05:03.320]  會覺得
[00:05:03.320 --> 00:05:05.120]  「吓?就是這樣?」
[00:05:05.120 --> 00:05:08.320]  「傳道者最後都是說這些萬能的金句」
[00:05:08.320 --> 00:05:09.120]  「結束嗎?」
[00:05:09.120 --> 00:05:12.320]  不過今天想說不是
[00:05:12.320 --> 00:05:15.720]  讓我們聽一下以下兩個的記載
[00:05:15.720 --> 00:05:19.320]  一個是來自一個非常出名的古近東文獻
[00:05:19.720 --> 00:05:22.320]  叫做吉爾加美什史詩
[00:05:22.320 --> 00:05:25.120]  如果你去法國的羅浮宮
[00:05:25.120 --> 00:05:26.920]  你都會看到他的雕像
[00:05:26.920 --> 00:05:29.920]  另一個就是創世紀十二章
[00:05:29.920 --> 00:05:31.520]  阿伯拉罕的記載
[00:05:31.520 --> 00:05:33.520]  在這裡先交代一下
[00:05:33.520 --> 00:05:35.520]  為甚麼要看古近東的文獻
[00:05:35.520 --> 00:05:38.520]  古近東的思想的影響力
[00:05:38.520 --> 00:05:40.520]  一直影響著以色人
[00:05:40.520 --> 00:05:42.920]  所以如果我們要了解舊約
[00:05:42.920 --> 00:05:45.520]  特別是創世紀和一些智慧傳統的時候
[00:05:45.520 --> 00:05:47.320]  如何看上帝
[00:05:47.320 --> 00:05:49.120]  如何看人類的角色
[00:05:49.720 --> 00:05:51.920]  我們都會比較古近東的文獻
[00:05:51.920 --> 00:05:55.720]  然後看看聖經究竟有甚麼不一樣的表述
[00:05:55.720 --> 00:05:59.520]  我們就會知道當時的社會主流思想是怎樣
[00:05:59.520 --> 00:06:01.720]  然後耶和華上帝
[00:06:01.720 --> 00:06:04.720]  他卻是告訴我們他有甚麼不同
[00:06:04.720 --> 00:06:07.120]  所以今天我們來看看這個
[00:06:07.120 --> 00:06:09.320]  吉爾加美什史詩
[00:06:09.320 --> 00:06:11.920]  其實他在說的是一個英雄
[00:06:11.920 --> 00:06:13.720]  他說的是一個國王
[00:06:13.720 --> 00:06:17.520]  他如何一步一步走到世界的盡頭
[00:06:18.120 --> 00:06:21.720]  然後去追求智慧、力量和美好的生活
[00:06:21.720 --> 00:06:26.120]  其實我們做事都是為了這樣
[00:06:26.120 --> 00:06:28.120]  我們都是為了美好的生活
[00:06:28.120 --> 00:06:30.320]  當然我們也喜歡工作
[00:06:30.320 --> 00:06:32.920]  我的詞語是自我實現
[00:06:32.920 --> 00:06:36.320]  對成功有意義的嚮往
[00:06:36.320 --> 00:06:37.920]  都是這樣
[00:06:37.920 --> 00:06:39.920]  所以聖經也說人是需要工作的
[00:06:39.920 --> 00:06:42.920]  我們先說吉爾加美什
[00:06:42.920 --> 00:06:46.920]  他在這個沉熟的旅程當中發生了甚麼事
[00:06:47.920 --> 00:06:49.120]  他認識了一個朋友
[00:06:49.120 --> 00:06:53.720]  他一起走進了一個雪叢林裡去探險
[00:06:53.720 --> 00:06:55.520]  然後得到一些星遇
[00:06:55.520 --> 00:06:57.120]  他對抗女色
[00:06:57.120 --> 00:06:58.720]  他打倒了公牛
[00:06:58.720 --> 00:06:59.920]  他成為了英雄
[00:06:59.920 --> 00:07:02.720]  在這個過程中的中途
[00:07:02.720 --> 00:07:03.920]  他朋友死了
[00:07:03.920 --> 00:07:07.320]  他促進他去尋找一個叫永生的東西
[00:07:07.320 --> 00:07:09.920]  然後他發現了一個藥草
[00:07:09.920 --> 00:07:11.520]  它可以延長生命
[00:07:11.520 --> 00:07:13.520]  但拿了不久之後
[00:07:13.520 --> 00:07:14.720]  世事無常
[00:07:14.720 --> 00:07:16.120]  被人偷走了
[00:07:17.120 --> 00:07:18.120]  在過程中
[00:07:18.120 --> 00:07:21.720]  很多事情都令他不斷地反思生命的意義
[00:07:21.720 --> 00:07:25.320]  最後當他走到世界盡頭的時候
[00:07:25.320 --> 00:07:27.320]  他在一個酒吧裡
[00:07:27.320 --> 00:07:30.520]  遇見了一個女神
[00:07:30.520 --> 00:07:33.920]  那個女神叫他回到自己的城裡
[00:07:33.920 --> 00:07:35.320]  下一個重點,謝謝
[00:07:35.320 --> 00:07:38.120]  她說你去找你的朋友
[00:07:38.120 --> 00:07:39.720]  找你的女人
[00:07:39.720 --> 00:07:41.320]  又或者認識一個女人
[00:07:41.320 --> 00:07:43.920]  跟她好好地生活
[00:07:43.920 --> 00:07:45.320]  組織你的家庭
[00:07:45.520 --> 00:07:47.120]  回到你的城裡
[00:07:47.120 --> 00:07:50.120]  你會找到你的角色和意義
[00:07:50.120 --> 00:07:53.720]  大家留意英文就知道
[00:07:53.720 --> 00:07:56.120]  他是如何去說服她
[00:07:56.120 --> 00:07:59.120]  吉爾加美什回到自己的城裡
[00:07:59.120 --> 00:08:01.520]  他跟著那個女神的方式去做
[00:08:01.520 --> 00:08:03.120]  而且他想了一個方法
[00:08:03.120 --> 00:08:04.920]  去讓自己有些意思
[00:08:04.920 --> 00:08:08.520]  甚至是令所有的人都覺得他是有意義的
[00:08:08.520 --> 00:08:13.520]  他很努力地建立了一個很堅固強大的城
[00:08:13.920 --> 00:08:16.120]  他的名字可以精神不死地
[00:08:16.120 --> 00:08:18.320]  傳流在眾人的心中
[00:08:18.320 --> 00:08:20.920]  所以這個國王很努力地工作
[00:08:20.920 --> 00:08:25.720]  在這個很厲害的史詩裡
[00:08:25.720 --> 00:08:29.120]  他通過所建的建築
[00:08:29.120 --> 00:08:30.920]  為這個城市
[00:08:30.920 --> 00:08:32.120]  為他自己的城
[00:08:32.120 --> 00:08:34.720]  所建的所有設施
[00:08:34.720 --> 00:08:37.520]  他贏得了一個非常大的聲譽
[00:08:37.520 --> 00:08:40.120]  這個史詩我們不懂
[00:08:40.120 --> 00:08:42.920]  但是當時的人是很了解的
[00:08:42.920 --> 00:08:44.920]  因為這是一個很有名
[00:08:44.920 --> 00:08:46.920]  是流傳萬世的文獻
[00:08:46.920 --> 00:08:50.320]  他帶給古近東的人去想一件事情
[00:08:50.320 --> 00:08:54.920]  他思考這個國王英雄的一個人生經驗
[00:08:54.920 --> 00:08:57.920]  就是原來在有限的生命裡面
[00:08:57.920 --> 00:09:00.120]  這樣工作的人生
[00:09:00.120 --> 00:09:01.920]  就是有智慧
[00:09:01.920 --> 00:09:05.120]  原來在有限的生命裡面
[00:09:05.120 --> 00:09:07.120]  這樣就是有意義的生活
[00:09:07.120 --> 00:09:10.320]  這個就是當時的主流思想
[00:09:11.520 --> 00:09:13.120]  但是創世的智慧文學
[00:09:13.120 --> 00:09:15.720]  它是要反對當時這個想法
[00:09:15.720 --> 00:09:17.920]  我們看看創世的第十二章
[00:09:17.920 --> 00:09:21.320]  是如何開始阿伯拉罕的旅程
[00:09:21.320 --> 00:09:24.320]  阿伯拉罕同樣有一個
[00:09:24.320 --> 00:09:25.920]  由吾爾去加南的旅程
[00:09:25.920 --> 00:09:26.920]  大家記不記得
[00:09:26.920 --> 00:09:29.920]  而這個旅程一開始
[00:09:29.920 --> 00:09:32.320]  上帝不像一個巴青達
[00:09:32.320 --> 00:09:33.920]  這樣叫阿伯拉罕回家
[00:09:33.920 --> 00:09:35.320]  祂是說
[00:09:35.320 --> 00:09:37.720]  你要離開你本身那裡
[00:09:37.720 --> 00:09:39.920]  你要離開你的本地
[00:09:39.920 --> 00:09:41.520]  你本族附加
[00:09:41.520 --> 00:09:43.520]  往我所要指示你的地去
[00:09:43.520 --> 00:09:46.320]  祂不像這個國王那樣
[00:09:46.320 --> 00:09:48.120]  要自我努力工作
[00:09:48.120 --> 00:09:50.120]  讓自己在這個世代
[00:09:50.120 --> 00:09:52.320]  和後世揚名有建樹
[00:09:52.320 --> 00:09:54.120]  上帝是說
[00:09:54.120 --> 00:09:56.120]  是上帝自己
[00:09:56.120 --> 00:09:57.920]  必叫你成為大國
[00:09:57.920 --> 00:09:59.720]  我必賜福給你
[00:09:59.720 --> 00:10:01.120]  叫你的名為大
[00:10:01.120 --> 00:10:02.720]  你也要叫別人得福
[00:10:02.720 --> 00:10:04.120]  為你祝福的
[00:10:04.120 --> 00:10:05.320]  我必賜福給他
[00:10:05.320 --> 00:10:06.120]  就在你的
[00:10:06.120 --> 00:10:07.320]  我必就在他
[00:10:07.320 --> 00:10:08.520]  地上的萬族
[00:10:08.520 --> 00:10:09.720]  都要因你得福
[00:10:10.720 --> 00:10:11.720]  在這裡
[00:10:11.720 --> 00:10:15.720]  這個做法就和吉爾加美神的完全相反
[00:10:15.720 --> 00:10:21.720]  創世紀很明顯要拆除古近東那些智慧
[00:10:21.720 --> 00:10:24.520]  古近東那種
[00:10:24.520 --> 00:10:25.920]  祝福自己民族
[00:10:25.920 --> 00:10:28.720]  在社會政治上努力有成就
[00:10:28.720 --> 00:10:31.120]  從而得到持久的聲譽的這件事
[00:10:31.120 --> 00:10:32.720]  這種人生智慧
[00:10:32.720 --> 00:10:34.520]  有什麼不好呢?
[00:10:34.520 --> 00:10:36.120]  其實做到已經很難了
[00:10:36.120 --> 00:10:37.920]  做到已經很厲害
[00:10:38.320 --> 00:10:40.720]  但為什麼創世紀偏偏要打破?
[00:10:40.720 --> 00:10:43.920]  我反思的是
[00:10:43.920 --> 00:10:45.520]  我反思了一個月
[00:10:45.520 --> 00:10:49.720]  其實上帝絕對不是叫人不努力工作
[00:10:49.720 --> 00:10:51.320]  不去建樹
[00:10:51.320 --> 00:10:52.320]  不是
[00:10:52.320 --> 00:10:55.320]  祂是要人知道一件很重要的事
[00:10:55.320 --> 00:10:57.320]  就是人無論
[00:10:57.320 --> 00:10:59.520]  在沉覓智慧的旅程裡
[00:10:59.520 --> 00:11:00.720]  你怎麼找也好
[00:11:00.720 --> 00:11:02.320]  你怎麼做也好
[00:11:02.320 --> 00:11:04.720]  其實你也沒有辦法真的找到智慧
[00:11:04.720 --> 00:11:08.120]  其實你是唯有聽上帝說才會有
[00:11:08.720 --> 00:11:10.920]  我記得鮑維君老師有一次說到
[00:11:10.920 --> 00:11:13.120]  他說到阿伯拉罕沒有什麼厲害的
[00:11:13.120 --> 00:11:14.920]  他最厲害就是聽上帝說
[00:11:14.920 --> 00:11:16.320]  他跟上帝走
[00:11:16.320 --> 00:11:20.120]  我想了很久也覺得是
[00:11:20.120 --> 00:11:21.720]  大家記不記得
[00:11:21.720 --> 00:11:25.320]  當夏娃吃分滅善惡樹的果子的時候
[00:11:25.320 --> 00:11:28.320]  他們想像上帝一樣知道善惡
[00:11:28.320 --> 00:11:31.120]  那他們最後知不知道呢?
[00:11:31.120 --> 00:11:35.920]  他們知道了自己赤身露體的羞恥
[00:11:36.320 --> 00:11:38.920]  他們開始懂得和經驗到
[00:11:38.920 --> 00:11:43.120]  不知道如何在這個世界上活著的那個煩惱
[00:11:43.120 --> 00:11:46.120]  但當他們感到羞恥的時候
[00:11:46.120 --> 00:11:50.120]  他卻只是懂得拿無花果樹的葉子
[00:11:50.120 --> 00:11:52.120]  去為自己做一條裙
[00:11:52.120 --> 00:11:56.120]  人類的智慧只有這麼多
[00:11:56.120 --> 00:12:00.720]  去到最後仍然是上帝為他們
[00:12:00.720 --> 00:12:02.520]  用獸皮去做一件衣服
[00:12:02.520 --> 00:12:06.120]  人類怎樣追求人的智慧
[00:12:06.120 --> 00:12:08.920]  都好像用葉做的裙一樣
[00:12:08.920 --> 00:12:12.120]  這是人跟上帝的分別
[00:12:12.120 --> 00:12:15.920]  這是葉子裙跟獸衣的分別
[00:12:15.920 --> 00:12:20.320]  所以可以聽上帝的話
[00:12:20.320 --> 00:12:22.120]  是福
[00:12:22.120 --> 00:12:26.720]  創世紀自人類敗壞到一個點之後
[00:12:26.720 --> 00:12:28.520]  上帝的聲音就沒有了
[00:12:28.520 --> 00:12:31.320]  創世紀第四章的尾
[00:12:31.320 --> 00:12:33.320]  到沒有了的時候
[00:12:33.320 --> 00:12:36.520]  人類才會後知後覺去尋問上帝的聲音
[00:12:36.520 --> 00:12:39.120]  自洪水滅世之後
[00:12:39.120 --> 00:12:42.120]  上帝的聲音再次響起是何時
[00:12:42.120 --> 00:12:46.920]  是要去到十二章《阿伯拉罕》的時候
[00:12:46.920 --> 00:12:49.920]  而那時候上帝要讓人知道
[00:12:49.920 --> 00:12:52.920]  怎樣才是在有限的日子裏面
[00:12:52.920 --> 00:12:54.320]  活得有智慧
[00:12:54.320 --> 00:12:58.520]  就是仍然有祂說話可以跟隨的時候
[00:12:58.520 --> 00:13:00.320]  《阿伯拉罕》去跟隨
[00:13:01.720 --> 00:13:04.920]  傳道者在自己探索人生意義的最後
[00:13:04.920 --> 00:13:07.120]  十二章十三節
[00:13:07.120 --> 00:13:08.320]  今天的經文
[00:13:08.320 --> 00:13:10.920]  他說:這些事都已聽見了
[00:13:10.920 --> 00:13:12.720]  總之就是敬畏上帝
[00:13:12.720 --> 00:13:14.120]  謹守祂的誡命
[00:13:14.120 --> 00:13:15.920]  這是人所當下的本分
[00:13:15.920 --> 00:13:21.320]  這一串說話正正是上帝對《阿伯拉罕》的評價
[00:13:21.320 --> 00:13:24.720]  在創世紀二十六章五節
[00:13:24.720 --> 00:13:25.920]  上帝這樣說
[00:13:25.920 --> 00:13:28.320]  他說:因為《阿伯拉罕》聽從我的話
[00:13:28.320 --> 00:13:31.920]  遵守我的吩咐、誡令、律例和教導
[00:13:31.920 --> 00:13:36.120]  傳道者是想起《阿伯拉罕》的
[00:13:36.120 --> 00:13:41.120]  他想到上帝的聲音再次在這個地上響起的時候
[00:13:41.120 --> 00:13:43.120]  就是要讓人類知道
[00:13:43.120 --> 00:13:46.920]  《阿伯拉罕》設計了一個好的模式
[00:13:46.920 --> 00:13:48.720]  讓後代去跟隨
[00:13:48.720 --> 00:13:51.520]  上帝和人之間是怎樣的
[00:13:51.520 --> 00:13:54.920]  昔日第一個人類亞當選擇錯了
[00:13:54.920 --> 00:13:57.320]  他希望用人的智慧
[00:13:57.920 --> 00:13:59.520]  但是上帝透過《阿伯拉罕》
[00:13:59.520 --> 00:14:01.320]  重新讓人類體會
[00:14:01.320 --> 00:14:05.320]  只有上帝有人不能夠跨越的智慧
[00:14:05.320 --> 00:14:07.520]  只有跟隨上帝
[00:14:07.520 --> 00:14:10.920]  才可以在這個世界上有意思地生活
[00:14:10.920 --> 00:14:13.720]  這是人當盡的本分
[00:14:13.720 --> 00:14:18.720]  所以當看到其他人很成功
[00:14:18.720 --> 00:14:20.920]  我們看著自己
[00:14:20.920 --> 00:14:22.920]  還坐在辦公室裡
[00:14:22.920 --> 00:14:24.720]  還那麼忙
[00:14:24.720 --> 00:14:26.520]  還很累
[00:14:27.320 --> 00:14:30.520]  同期的人都已經怎樣怎樣的時候
[00:14:30.520 --> 00:14:32.720]  很唏噓
[00:14:32.720 --> 00:14:35.920]  但也不需要
[00:14:35.920 --> 00:14:38.720]  做回上帝要你做的事
[00:14:38.720 --> 00:14:43.320]  對比人憑自己的智慧去追求的工作成就
[00:14:43.320 --> 00:14:46.520]  不如做回上帝讓我們好好做的
[00:14:46.520 --> 00:14:48.520]  這是智慧
[00:14:48.520 --> 00:14:51.320]  每一次唏噓的時候
[00:14:51.320 --> 00:14:54.120]  都想一下無花果葉的裙子
[00:14:54.120 --> 00:14:56.520]  和那個繡皮造的衣服
[00:14:57.520 --> 00:15:00.920]  香港是一個競爭文化很激烈的地方
[00:15:00.920 --> 00:15:04.520]  老闆最喜歡叫大家去追
[00:15:04.520 --> 00:15:06.320]  叫大家去競爭
[00:15:06.320 --> 00:15:07.720]  叫大家去鬥
[00:15:07.720 --> 00:15:11.320]  那時你不如問一問上帝
[00:15:11.320 --> 00:15:13.720]  在你有限的人生裡面
[00:15:13.720 --> 00:15:16.720]  你追這些東西有什麼意思
[00:15:16.720 --> 00:15:20.520]  每一次追的時候停半秒
[00:15:20.520 --> 00:15:21.720]  去想一想
[00:15:21.720 --> 00:15:24.920]  想這個英雄國王和《阿伯拉罕》的事
[00:15:26.120 --> 00:15:27.520]  我不知道是不是真的
[00:15:27.520 --> 00:15:28.920]  但我研究的時候
[00:15:28.920 --> 00:15:30.720]  那些牛牛跟我說
[00:15:30.720 --> 00:15:33.920]  他們都很難聽得進去別人的意見
[00:15:33.920 --> 00:15:36.520]  簡單來說就是不聽別人說
[00:15:36.520 --> 00:15:38.320]  所以一開始想
[00:15:38.320 --> 00:15:41.120]  如果這篇道是要給金牛座的人聽的話
[00:15:41.120 --> 00:15:42.520]  其實我也不用說
[00:15:42.520 --> 00:15:44.320]  因為他們都不會聽
[00:15:44.320 --> 00:15:48.120]  但偏偏傳道師的訊息是說
[00:15:48.120 --> 00:15:50.720]  智慧是你要聽上帝說
[00:15:50.720 --> 00:15:53.720]  說完第一個
[00:15:54.120 --> 00:15:55.520]  給事業深重的人
[00:15:55.520 --> 00:15:57.520]  以工作為生命意義之後
[00:15:57.520 --> 00:15:59.720]  很快地說完第二個
[00:15:59.720 --> 00:16:01.520]  給享樂工作者和失業者
[00:16:01.520 --> 00:16:03.120]  那我也可以下班了
[00:16:03.120 --> 00:16:05.920]  我所說的享樂工作者
[00:16:05.920 --> 00:16:07.120]  是有些自問
[00:16:07.120 --> 00:16:08.320]  其實你也儲不到錢
[00:16:08.320 --> 00:16:09.520]  買不到房子的
[00:16:09.520 --> 00:16:11.320]  我用這麼多時間上班
[00:16:11.320 --> 00:16:13.120]  其實也是為了工作好一點
[00:16:13.120 --> 00:16:14.320]  吃好東西
[00:16:14.320 --> 00:16:16.720]  可以租一間屋子給自己私人空間
[00:16:16.720 --> 00:16:18.320]  又去旅行
[00:16:18.320 --> 00:16:20.320]  的我的人
[00:16:21.920 --> 00:16:24.320]  我聽到有些中學生
[00:16:24.320 --> 00:16:27.120]  覺得現在社會沒有什麼希望
[00:16:27.120 --> 00:16:28.920]  將來做老師
[00:16:28.920 --> 00:16:30.320]  難道真的可以做到一個
[00:16:30.320 --> 00:16:32.120]  再育英才的老師嗎
[00:16:32.120 --> 00:16:34.320]  做警察難道真的
[00:16:34.320 --> 00:16:37.320]  可以一展抱負嗎
[00:16:37.320 --> 00:16:41.920]  工作再實踐不了的意義
[00:16:41.920 --> 00:16:43.920]  不如賺錢算了
[00:16:43.920 --> 00:16:46.920]  但現在再加上失業
[00:16:46.920 --> 00:16:48.320]  或者待業
[00:16:48.320 --> 00:16:50.120]  經濟太差了
[00:16:50.120 --> 00:16:51.520]  賺到錢生活就好了
[00:16:51.520 --> 00:16:52.720]  你說什麼意義
[00:16:52.720 --> 00:16:56.520]  傳道者在尋索旅程的時候
[00:16:56.520 --> 00:16:58.120]  也看到這些人生百態
[00:16:58.120 --> 00:17:00.720]  在今天的經文第五章裡面
[00:17:00.720 --> 00:17:01.520]  他說的
[00:17:01.520 --> 00:17:05.520]  麻煩你翻開
[00:17:05.520 --> 00:17:07.120]  他說你看到一省之中
[00:17:07.120 --> 00:17:08.520]  見窮人受欺壓
[00:17:08.520 --> 00:17:10.320]  並奪去公義公平的事
[00:17:10.320 --> 00:17:11.920]  你不要因此詫異
[00:17:11.920 --> 00:17:14.120]  這是第五章第八節說的
[00:17:14.120 --> 00:17:16.520]  他見盡窮人和有錢的人
[00:17:16.520 --> 00:17:18.320]  那些努力工作
[00:17:18.320 --> 00:17:20.120]  有錢的人他們見過
[00:17:20.320 --> 00:17:21.920]  那些一朝死去
[00:17:21.920 --> 00:17:24.520]  讓他人作嫁衣裳的人他也見過
[00:17:24.520 --> 00:17:27.720]  他自己在尋找人生意義裡面的
[00:17:27.720 --> 00:17:29.520]  第一個嘗試是什麼呢
[00:17:29.520 --> 00:17:30.320]  你知道嗎
[00:17:30.320 --> 00:17:32.520]  二章一節
[00:17:32.520 --> 00:17:33.520]  我心裡說
[00:17:33.520 --> 00:17:34.120]  來吧
[00:17:34.120 --> 00:17:35.120]  我要起樓試試你
