
[00:00:00.000 --> 00:00:02.000]  好,鄧小妹平安
[00:05:36.000 --> 00:05:40.000]  在荒蕪的地方一起紮營
[00:05:40.000 --> 00:05:43.000]  幾公里的露營地
[00:05:43.000 --> 00:05:45.000]  一個移動的城市
[00:05:45.000 --> 00:05:47.000]  基本上就是這樣
[00:05:47.000 --> 00:05:49.000]  所以有了以上的背景
[00:05:49.000 --> 00:05:51.000]  我就大概明白今天的經文
[00:05:51.000 --> 00:05:53.000]  二百萬人去露營
[00:05:53.000 --> 00:05:55.000]  露營露了三十多年
[00:05:55.000 --> 00:05:59.000]  來到一個叫迦底斯的地方
[00:05:59.000 --> 00:06:03.000]  他們是回到迦底斯的地方
[00:06:03.000 --> 00:06:05.000]  為什麼說回到迦底斯呢
[00:06:05.000 --> 00:06:11.000]  因為他們是三十多年後重返迦底斯的地方
[00:06:11.000 --> 00:06:13.000]  迦底斯是什麼地方呢
[00:06:13.000 --> 00:06:15.000]  迦底斯是一個三十多年前
[00:06:15.000 --> 00:06:20.000]  十二探子來窺探迦南的地方
[00:06:20.000 --> 00:06:22.000]  就是迦底斯
[00:06:22.000 --> 00:06:24.000]  大家聽過約書 迦勒
[00:06:24.000 --> 00:06:28.000]  有信心 其他十二探子都沒有信心的故事
[00:06:28.000 --> 00:06:31.000]  迦底斯是三十多年前
[00:06:31.000 --> 00:06:36.000]  開始被上帝懲罰
[00:06:36.000 --> 00:06:40.000]  需要漂流礦野的起點
[00:06:40.000 --> 00:06:45.000]  所以他們回到整個礦野漂流的起點
[00:06:45.000 --> 00:06:49.000]  如今礦野漂流四十年將要結束
[00:06:49.000 --> 00:06:52.000]  剛剛到他們的起點 迦底斯
[00:06:52.000 --> 00:06:54.000]  接著就這樣說了
[00:06:54.000 --> 00:06:56.000]  十六 十七次這樣說
[00:06:56.000 --> 00:06:58.000]  我們一起讀 經文
[00:06:58.000 --> 00:07:01.000]  摩西要求 想過關經文
[00:07:01.000 --> 00:07:03.000]  我們一起讀 預備 一二三
[00:07:03.000 --> 00:07:08.000]  摩西請求以東王容許他們一班人入境
[00:07:08.000 --> 00:07:12.000]  從迦底斯去到以東的國境裏面
[00:07:12.000 --> 00:07:14.000]  穿過以東的領土
[00:07:14.000 --> 00:07:18.000]  可以直接經過以東去到迦南地
[00:07:18.000 --> 00:07:21.000]  可以直接經過迦南地
[00:07:21.000 --> 00:07:26.000]  所以這段是唯一一段過關的經文
[00:07:26.000 --> 00:07:28.000]  過關的以色列人
[00:07:28.000 --> 00:07:31.000]  他們是一班拿著以色列人護照的真正的以色列人
[00:07:31.000 --> 00:07:36.000]  他們越過關口 進入的就是以東的邊境
[00:07:36.000 --> 00:07:40.000]  很可惜的是 他們這次的過關結果是甚麼
[00:07:40.000 --> 00:07:41.000]  是失敗的
[00:07:41.000 --> 00:07:43.000]  他們被拒絕入境
[00:07:43.000 --> 00:07:44.000]  十一節 他們說
[00:07:44.000 --> 00:07:47.000]  以東王說 你不可從我的地經過
[00:07:47.000 --> 00:07:49.000]  免得我帶刀出去攻擊你
[00:07:49.000 --> 00:07:51.000]  以東王拒絕以色列人入境
[00:07:51.000 --> 00:07:54.000]  所以沒有交代任何理由
[00:07:54.000 --> 00:07:56.000]  不過這很正常
[00:07:56.000 --> 00:07:59.000]  通常不讓你入關都不用理由
[00:07:59.000 --> 00:08:01.000]  基本上是一個拒絕
[00:08:01.000 --> 00:08:03.000]  不讓你入境
[00:08:03.000 --> 00:08:06.000]  十九節 這班人再次來到
[00:08:06.000 --> 00:08:09.000]  這次是論對以色列文 不是摩西
[00:08:09.000 --> 00:08:11.000]  再次懇求以東王來入境
[00:08:11.000 --> 00:08:13.000]  我們一起讀 預備 一二三
[00:08:13.000 --> 00:08:15.000]  基本上和摩西說的差不多
[00:08:15.000 --> 00:08:18.000]  只不過強調他們要在裡面喝水
[00:08:18.000 --> 00:08:22.000]  回到首席經文 法院言無所飲
[00:08:22.000 --> 00:08:24.000]  所以差不多
[00:08:24.000 --> 00:08:26.000]  結果都是一樣
[00:08:26.000 --> 00:08:28.000]  十節 東王說 你們不可經過
[00:08:28.000 --> 00:08:30.000]  結果是甚麼呢
[00:08:30.000 --> 00:08:32.000]  以色列人的過關入境是失敗的
[00:08:32.000 --> 00:08:36.000]  他們不能夠穿過以東的邊境
[00:08:36.000 --> 00:08:38.000]  直接去到嘉南
[00:08:38.000 --> 00:08:40.000]  以色列人要繞道而行
[00:08:40.000 --> 00:08:44.000]  花了半年時間離開迦第斯
[00:08:44.000 --> 00:08:47.000]  去到荷爾山 摩亞平原
[00:08:47.000 --> 00:08:49.000]  才能夠去到嘉南地
[00:08:49.000 --> 00:08:52.000]  就是半年的繞道過程
[00:08:52.000 --> 00:08:55.000]  不過對於論經文
[00:08:55.000 --> 00:08:57.000]  我有一個終極的問題
[00:08:57.000 --> 00:09:02.000]  為何這班人一定要經過以東的地方入境過關
[00:09:02.000 --> 00:09:07.000]  為何一定要想直接穿過以東的境界過關
[00:09:07.000 --> 00:09:09.000]  一個最簡單的答案是甚麼
[00:09:09.000 --> 00:09:11.000]  就是快
[00:09:11.000 --> 00:09:16.000]  他們直接能夠穿過以東 節省了很多時間
[00:09:16.000 --> 00:09:20.000]  如果他們經過以東的入境
[00:09:20.000 --> 00:09:23.000]  去到加南地只需十天時間
[00:09:23.000 --> 00:09:27.000]  就能夠穿過以東地去到加南地
[00:09:27.000 --> 00:09:29.000]  最後的終點
[00:09:29.000 --> 00:09:31.000]  但他們要花半年的時間
[00:09:31.000 --> 00:09:35.000]  才能繞過大圈去到他們的加南地
[00:09:35.000 --> 00:09:40.000]  我們來看看最後的列表
[00:09:40.000 --> 00:09:43.000]  這是曠野最後一年的時間表
[00:09:43.000 --> 00:09:45.000]  由一月開始
[00:09:45.000 --> 00:09:47.000]  一月就是米利暗死
[00:09:47.000 --> 00:09:49.000]  五月就到亞倫斯 到荷爾山
[00:09:49.000 --> 00:09:53.000]  他們經過以東 出現了很多不同的事件
[00:09:53.000 --> 00:09:55.000]  九月份就去到摩亞平原
[00:09:55.000 --> 00:09:57.000]  開始文人的普查
[00:09:57.000 --> 00:09:59.000]  然後是生命的故事
[00:09:59.000 --> 00:10:01.000]  最後摩西離開世界
[00:10:01.000 --> 00:10:04.000]  這是他們最後一年發生的事情
[00:10:04.000 --> 00:10:06.000]  從一月到十二月
[00:10:06.000 --> 00:10:11.000]  如果這些人能夠過關的話
[00:10:11.000 --> 00:10:13.000]  文書可能就沒有那麼長
[00:10:13.000 --> 00:10:15.000]  基本上就沒有那麼多東西可以說
[00:10:15.000 --> 00:10:18.000]  沒有那麼多銅蛇事件 巴蘭先知事件
[00:10:18.000 --> 00:10:20.000]  摩西摩亞平原那裡說的
[00:10:20.000 --> 00:10:22.000]  可能也沒有
[00:10:22.000 --> 00:10:24.000]  他們很快就會去到加南地
[00:10:24.000 --> 00:10:28.000]  所以鄧小平最後一篇過關的信息
[00:10:28.000 --> 00:10:34.000]  有些關不是難或是辛苦
[00:10:34.000 --> 00:10:36.000]  也不是痛哭流淚
[00:10:36.000 --> 00:10:40.000]  而是你純粹客觀地過不了
[00:10:40.000 --> 00:10:44.000]  純粹要你卡很久才能過關
[00:10:44.000 --> 00:10:48.000]  這就是我們所謂的卡關的意思
[00:10:48.000 --> 00:10:50.000]  過不過已經不是你的能力問題
[00:10:50.000 --> 00:10:52.000]  也不是生存的問題
[00:10:52.000 --> 00:10:54.000]  純粹的就是不可以過
[00:10:54.000 --> 00:10:56.000]  純粹的就是過不了
[00:10:56.000 --> 00:10:59.000]  純粹要等很久才能過
[00:10:59.000 --> 00:11:02.000]  不知道大家有沒有申請過簽證
[00:11:02.000 --> 00:11:04.000]  那些不是入台證的
[00:11:04.000 --> 00:11:06.000]  不是很快就能申請到
[00:11:06.000 --> 00:11:09.000]  而是比較長期居留的簽證
[00:11:09.000 --> 00:11:12.000]  以前德國書院也試過申請學生簽證
[00:11:12.000 --> 00:11:14.000]  怎麼說呢
[00:11:14.000 --> 00:11:17.000]  德國領事館有一個非常卡關的職員
[00:11:17.000 --> 00:11:21.000]  已經成為我們德國留學的香港人的一個共同話題
[00:11:21.000 --> 00:11:25.000]  在這個職位是卡過不少香港人
[00:11:25.000 --> 00:11:27.000]  短則就三五幾個月
[00:11:27.000 --> 00:11:30.000]  長則就一年或一年半
[00:11:30.000 --> 00:11:32.000]  為什麼呢
[00:11:32.000 --> 00:11:33.000]  首先黑面就不用說了
[00:11:33.000 --> 00:11:34.000]  這些是沒有關係的
[00:11:34.000 --> 00:11:36.000]  只是會令你難受
[00:11:36.000 --> 00:11:39.000]  例如你要去德國申請簽證
[00:11:39.000 --> 00:11:40.000]  有十個文件提供
[00:11:40.000 --> 00:11:42.000]  這些是不會寫出來的
[00:11:42.000 --> 00:11:43.000]  是隱藏出來的
[00:11:43.000 --> 00:11:45.000]  你去到後發現自己沒有交這個
[00:11:45.000 --> 00:11:48.000]  就告訴你自己沒有交這個
[00:11:48.000 --> 00:11:52.000]  你回去之後再約會再交文件
[00:11:52.000 --> 00:11:55.000]  你還欠一個文件還沒交
[00:11:55.000 --> 00:11:58.000]  他永遠不會告訴你全部是怎樣的
[00:11:58.000 --> 00:12:02.000]  你要去十次才能夠知道十個文件是怎樣交
[00:12:02.000 --> 00:12:04.000]  所以就十次補交
[00:12:04.000 --> 00:12:05.000]  十次黑面
[00:12:05.000 --> 00:12:07.000]  十次卡關
[00:12:07.000 --> 00:12:10.000]  當然這樣說是誇張的
[00:12:10.000 --> 00:12:12.000]  香港人都比較心急
[00:12:12.000 --> 00:12:15.000]  我們都很怕被人卡關
[00:12:15.000 --> 00:12:18.000]  每次過關的時候
[00:12:18.000 --> 00:12:21.000]  總是希望突然間湧出來
[00:12:21.000 --> 00:12:23.000]  突然間世界好像快很多
[00:12:23.000 --> 00:12:27.000]  好像古時的馬場
[00:12:27.000 --> 00:12:29.000]  好像很緊張
[00:12:29.000 --> 00:12:34.000]  發現人類在機場速度快1.5倍
[00:12:34.000 --> 00:12:37.000]  你會發現下機的時候
[00:12:37.000 --> 00:12:41.000]  人們會急急跑去那個地方拿行李
[00:12:41.000 --> 00:12:44.000]  他們會在十點半下機
[00:12:44.000 --> 00:12:46.000]  十點半到達的士站
[00:12:46.000 --> 00:12:48.000]  就叫我回香港
[00:12:48.000 --> 00:12:50.000]  很快就完成整個過程
[00:12:50.000 --> 00:12:55.000]  會用1.5速度走超快的電梯
[00:12:55.000 --> 00:12:56.000]  本來已經快了
[00:12:56.000 --> 00:12:57.000]  還要很快的
[00:12:57.000 --> 00:12:59.000]  會發覺很誇張
[00:12:59.000 --> 00:13:02.000]  所以你走到這裡的時候
[00:13:02.000 --> 00:13:04.000]  會用你的Instant的本能
[00:13:04.000 --> 00:13:06.000]  去想哪條隊最快
[00:13:06.000 --> 00:13:08.000]  就會跑過去
[00:13:08.000 --> 00:13:11.000]  所以整件事是非常急速
[00:13:11.000 --> 00:13:13.000]  這件事是很誇張
[00:13:13.000 --> 00:13:17.000]  人們會像菜刨一樣
[00:13:17.000 --> 00:13:23.000]  為什麼這些人要這麼快呢
[00:13:23.000 --> 00:13:28.000]  就算他們過關
[00:13:28.000 --> 00:13:30.000]  能夠十天去到嘉南
[00:13:30.000 --> 00:13:32.000]  其實有什麼用呢
[00:13:32.000 --> 00:13:35.000]  他們能不能夠真的去到嘉南呢
[00:13:35.000 --> 00:13:39.000]  就在文數十四章的經文王
[00:13:39.000 --> 00:13:40.000]  我們讀一讀
[00:13:40.000 --> 00:13:41.000]  1 2 3
[00:13:41.000 --> 00:13:44.000]  你們虧踏那地40天
[00:13:44.000 --> 00:13:45.000]  一年還是一天
[00:13:45.000 --> 00:13:47.000]  你們要擔當罪孽40年
[00:13:47.000 --> 00:13:49.000]  一天代表一年
[00:13:49.000 --> 00:13:51.000]  40天就是40年
[00:13:51.000 --> 00:13:56.000]  所以上帝要他們停留在曠野40年這麼久
[00:13:56.000 --> 00:13:58.000]  這40年不是虛數
[00:13:58.000 --> 00:14:00.000]  真是40年這麼久
[00:14:00.000 --> 00:14:02.000]  經文王告訴我們
[00:14:02.000 --> 00:14:04.000]  希斯利人要離開曠野
[00:14:04.000 --> 00:14:06.000]  有兩個客觀的條件要滿足
[00:14:06.000 --> 00:14:10.000]  第一他們要真的留在曠野40年這麼久
[00:14:10.000 --> 00:14:12.000]  多一年也不行
[00:14:12.000 --> 00:14:16.000]  第二就是上一代的希斯利人都死了
[00:14:16.000 --> 00:14:21.000]  才能夠離開曠野去到嘉南
[00:14:21.000 --> 00:14:23.000]  所以你問
[00:14:23.000 --> 00:14:26.000]  究竟希斯利人快來幹什麼呢
[00:14:26.000 --> 00:14:27.000]  過關也好
[00:14:27.000 --> 00:14:29.000]  過不了關也好
[00:14:29.000 --> 00:14:31.000]  快到目的地
[00:14:31.000 --> 00:14:35.000]  其實不會真正讓他們能夠快點去到目的地
[00:14:35.000 --> 00:14:38.000]  即使他們過關成功
[00:14:38.000 --> 00:14:40.000]  能夠快點離開曠野
[00:14:40.000 --> 00:14:43.000]  他們也不會真正能夠離開曠野
[00:14:43.000 --> 00:14:45.000]  為什麼呢
[00:14:45.000 --> 00:14:47.000]  離開曠野的方法
[00:14:47.000 --> 00:14:49.000]  不是要你離開曠野
[00:14:49.000 --> 00:14:51.000]  而是足足要留在那裡40年這麼久
[00:14:51.000 --> 00:14:54.000]  和上一代的人全部都死去
[00:14:54.000 --> 00:14:58.000]  所以整個希斯利人離開曠野的條件
[00:14:58.000 --> 00:15:01.000]  從來都不是一個地理的問題
[00:15:01.000 --> 00:15:03.000]  而是一個時間的問題
[00:15:03.000 --> 00:15:06.000]  和壽命的問題
[00:15:06.000 --> 00:15:08.000]  所以總之
[00:15:08.000 --> 00:15:12.000]  以色列人真真正正要面對的那一關
[00:15:12.000 --> 00:15:14.000]  最後一關
[00:15:14.000 --> 00:15:18.000]  從來都不是能不能過得了那一關
[00:15:18.000 --> 00:15:20.000]  明白嗎
[00:15:20.000 --> 00:15:23.000]  他們真正要面對的終極一關
[00:15:23.000 --> 00:15:26.000]  其實是上帝那一關
[00:15:26.000 --> 00:15:30.000]  這一點和上一集徐牧師所說的差不多
[00:15:30.000 --> 00:15:32.000]  他說什麼
[00:15:32.000 --> 00:15:36.000]  他說人生的關口就算過不了也不要緊
[00:15:36.000 --> 00:15:38.000]  最重要的是跟隨耶穌
[00:15:38.000 --> 00:15:40.000]  親愛的弟兄姊妹
[00:15:40.000 --> 00:15:43.000]  在我們人生裡有很多很多關
[00:15:43.000 --> 00:15:45.000]  你是過不了的
[00:15:45.000 --> 00:15:48.000]  不是難過還是容易過的問題
[00:15:48.000 --> 00:15:50.000]  而是純粹過不了
[00:15:53.000 --> 00:15:56.000]  幾年前我們這個城市
[00:15:56.000 --> 00:15:58.000]  有一個很大的關
[00:15:58.000 --> 00:16:01.000]  幾百萬人最後都過不了
[00:16:01.000 --> 00:16:04.000]  然後那些人就選擇移民
[00:16:04.000 --> 00:16:06.000]  上個月在大埔那裡
[00:16:06.000 --> 00:16:10.000]  也有些人他們都過不了那一關
[00:16:10.000 --> 00:16:13.000]  就算我們身體健康
[00:16:13.000 --> 00:16:17.000]  從小被教育不斷要去闖關
[00:16:17.000 --> 00:16:19.000]  你知道有一天
[00:16:19.000 --> 00:16:22.000]  有一關其實是過不了的
[00:16:22.000 --> 00:16:24.000]  不過今天聖經告訴我們
[00:16:24.000 --> 00:16:28.000]  就算過不了也不要緊
[00:16:28.000 --> 00:16:31.000]  因為最後真正的那一關
[00:16:31.000 --> 00:16:34.000]  是上帝的那一關
[00:16:34.000 --> 00:16:40.000]  這才是我們人生裡真正要面對的那一關
[00:16:40.000 --> 00:16:44.000]  我們怎樣面對上帝的那一關呢
[00:16:44.000 --> 00:16:46.000]  大家有沒有想過
[00:16:46.000 --> 00:16:50.000]  摩西是怎樣面對曠野的
[00:16:50.000 --> 00:16:53.000]  亞倫是怎樣面對曠野的
[00:16:53.000 --> 00:16:56.000]  米利任是怎樣面對曠野的
[00:16:56.000 --> 00:17:00.000]  一生人都注定過不了曠野的人
[00:17:00.000 --> 00:17:04.000]  他們怎樣去面對曠野
[00:17:04.000 --> 00:17:07.000]  每個人都說要走出曠野
[00:17:07.000 --> 00:17:09.000]  邁向迦南
[00:17:09.000 --> 00:17:11.000]  去上帝所賜應的之地
[00:17:11.000 --> 00:17:13.000]  大家有沒有想過
[00:17:13.000 --> 00:17:15.000]  對當時的一班人來說
[00:17:15.000 --> 00:17:17.000]  這不是他們的上實踐
[00:17:17.000 --> 00:17:19.000]  文素記20章告訴我們
[00:17:19.000 --> 00:17:21.000]  曠野的最後一年
[00:17:21.000 --> 00:17:24.000]  1月米利任離開世界
[00:17:24.000 --> 00:17:27.000]  5月亞倫離開世界
[00:17:27.000 --> 00:17:31.000]  同年的12月摩西離開世界
[00:17:31.000 --> 00:17:34.000]  這班人的屬靈領袖
[00:17:34.000 --> 00:17:38.000]  他們知道一生人都過不了曠野這一關
[00:17:38.000 --> 00:17:45.000]  相反他們的死才是整個進入迦南的開始
[00:17:45.000 --> 00:17:50.000]  我們問這班注定一生人都走不出曠野的人
[00:17:50.000 --> 00:17:52.000]  他們在想什麼呢
[00:17:52.000 --> 00:17:55.000]  他們怎樣理解自己和上帝的關係呢
[00:17:55.000 --> 00:17:59.000]  他們的屬靈生命是一件什麼事情呢
[00:17:59.000 --> 00:18:05.000]  這就是我們這一代人要學習的屬靈功課
[00:18:05.000 --> 00:18:08.000]  不論不說
[00:18:08.000 --> 00:18:10.000]  我們上一代的教會領袖
[00:18:10.000 --> 00:18:13.000]  都是Baby Boomer的一代
[00:18:13.000 --> 00:18:15.000]  他們都是Baby Boomer的思維
[00:18:15.000 --> 00:18:17.000]  什麼叫Baby Boomer
[00:18:17.000 --> 00:18:20.000]  就是在二戰之後出生
[00:18:20.000 --> 00:18:23.000]  他們是一個重新百廢待興的年代
[00:18:23.000 --> 00:18:25.000]  一個重新建設的年代
[00:18:25.000 --> 00:18:26.000]  只要你肯努力
[00:18:26.000 --> 00:18:28.000]  必定會成功的年代
[00:18:28.000 --> 00:18:30.000]  所以Baby Boomer的思維
[00:18:30.000 --> 00:18:33.000]  人生的意義就是要不斷進步
[00:18:33.000 --> 00:18:35.000]  發展和成功
[00:18:35.000 --> 00:18:38.000]  我不是Baby Boomer的一代
[00:18:38.000 --> 00:18:41.000]  但我的老師是這一代人
[00:18:41.000 --> 00:18:43.000]  他們是被人教導的
[00:18:43.000 --> 00:18:46.000]  小時候就覺得人生就是不斷進步
[00:18:46.000 --> 00:18:49.000]  發展和成功
[00:18:49.000 --> 00:18:52.000]  所以這樣去比較
[00:18:52.000 --> 00:18:54.000]  做人要上進努力
[00:18:54.000 --> 00:18:56.000]  活著就是要進步
[00:18:56.000 --> 00:18:57.000]  教會就是要發展
[00:18:57.000 --> 00:19:00.000]  人生總是要過關
[00:19:00.000 --> 00:19:05.000]  你會發現這不是人生的意義
[00:19:05.000 --> 00:19:07.000]  不是說進步不重要
[00:19:07.000 --> 00:19:12.000]  這不是你人生唯一要走的方式
[00:19:12.000 --> 00:19:14.000]  至少你現在知道
[00:19:14.000 --> 00:19:17.000]  那些Gents不是這樣想的
[00:19:17.000 --> 00:19:20.000]  他們會有些限制
[00:19:20.000 --> 00:19:22.000]  教他們不要太盡
[00:19:22.000 --> 00:19:25.000]  所以人生的意義不再是奮不顧身
[00:19:25.000 --> 00:19:28.000]  去追求一個龐大客觀的偉大成就
[00:19:28.000 --> 00:19:30.000]  人生不一定是這樣
[00:19:30.000 --> 00:19:32.000]  這一點有點像
[00:19:32.000 --> 00:19:35.000]  《鐵征》中的摩西、馬利欽和亞倫
[00:19:35.000 --> 00:19:37.000]  他們的想法
[00:19:37.000 --> 00:19:41.000]  對於摩西、馬利欽和亞倫來說
