
[00:00:00.000 --> 00:00:03.000]  各位留堂的弟兄姊妹平安
[00:02:48.000 --> 00:02:52.000]  晚年的以西傑先知再次見到耶和華上帝
[00:02:52.000 --> 00:02:55.000]  帶他見到的異象
[00:02:55.000 --> 00:02:58.000]  這是他人生裏面最後一個異象
[00:02:58.000 --> 00:03:04.000]  這個異象也是作為整個以西傑書的全卷書的拍檔
[00:03:04.000 --> 00:03:08.000]  我們可以看到這個段落的開始
[00:03:08.000 --> 00:03:12.000]  在第40章的開始
[00:03:12.000 --> 00:03:14.000]  以西傑書第40章第一節
[00:03:14.000 --> 00:03:16.000]  他這樣寫
[00:03:16.000 --> 00:03:20.000]  「第25年耶路撒冷被攻破後14年
[00:03:20.000 --> 00:03:23.000]  正在年初月之初十日
[00:03:23.000 --> 00:03:25.000]  耶和華的靈降在我身上
[00:03:25.000 --> 00:03:27.000]  祂把我帶到以茲列地」
[00:03:27.000 --> 00:03:29.000]  如果大家記得
[00:03:29.000 --> 00:03:31.000]  以西傑被上帝呼召
[00:03:31.000 --> 00:03:33.000]  是在他30歲的時候
[00:03:33.000 --> 00:03:35.000]  大概可以計算到
[00:03:35.000 --> 00:03:37.000]  現在以西傑是甚麼年紀
[00:03:37.000 --> 00:03:40.000]  以西傑是在他被擄第五年
[00:03:40.000 --> 00:03:42.000]  被上帝呼召
[00:03:42.000 --> 00:03:44.000]  當時他是30歲
[00:03:44.000 --> 00:03:46.000]  如果他剛好被擄了25年
[00:03:46.000 --> 00:03:48.000]  可以計算到
[00:03:48.000 --> 00:03:51.000]  大概以西傑是剛好在50歲的時間
[00:03:51.000 --> 00:03:55.000]  以西傑是一個國破家亡
[00:03:55.000 --> 00:03:58.000]  在異鄉外國生活了25年的
[00:03:58.000 --> 00:04:01.000]  突發地中海的中坑
[00:04:01.000 --> 00:04:04.000]  一個上世紀活下來的人
[00:04:04.000 --> 00:04:07.000]  人到中年做了幾十年人
[00:04:07.000 --> 00:04:09.000]  已經知道世界的運作方式
[00:04:09.000 --> 00:04:13.000]  不過對生活仍然帶著一些堅持
[00:04:13.000 --> 00:04:17.000]  對上帝的理想仍然帶著一些盼望
[00:04:17.000 --> 00:04:20.000]  仍然願意去見到
[00:04:20.000 --> 00:04:22.000]  在這個流落異鄉當中
[00:04:22.000 --> 00:04:25.000]  去嘗試去盼望一些可能性
[00:04:25.000 --> 00:04:28.000]  以西傑今年50歲
[00:04:28.000 --> 00:04:31.000]  你說30而立
[00:04:31.000 --> 00:04:32.000]  40而不劃
[00:04:32.000 --> 00:04:34.000]  50而知天命
[00:04:34.000 --> 00:04:38.000]  男人50是一個非常有意思的數字
[00:04:38.000 --> 00:04:41.000]  如果你翻查聖經的時候
[00:04:41.000 --> 00:04:45.000]  50歲其實是祭司退休的年紀
[00:04:45.000 --> 00:04:48.000]  這是在文數第8章25節所記載的
[00:04:48.000 --> 00:04:50.000]  以西傑今年50歲
[00:04:50.000 --> 00:04:53.000]  正正是面對祭司退休的年齡
[00:04:53.000 --> 00:04:58.000]  如果他當年又成為一個聖殿祭司的時候
[00:04:58.000 --> 00:05:01.000]  不過以西傑並沒有
[00:05:01.000 --> 00:05:05.000]  25年前當聖殿被毀
[00:05:05.000 --> 00:05:07.000]  耶路撒冷淪陷
[00:05:07.000 --> 00:05:09.000]  以色列人流亡的時候
[00:05:09.000 --> 00:05:13.000]  從此以西傑的生命就被擄到另一個方向
[00:05:13.000 --> 00:05:15.000]  以西傑的理想被擄去
[00:05:15.000 --> 00:05:18.000]  不能夠留在自己的家鄉耶路撒冷
[00:05:18.000 --> 00:05:21.000]  成為一個聖殿裏面的祭司
[00:05:21.000 --> 00:05:25.000]  他就被人擄到異鄉
[00:05:25.000 --> 00:05:28.000]  在異鄉裏面漂泊了25年的時間
[00:05:28.000 --> 00:05:31.000]  今天以西傑50歲
[00:05:31.000 --> 00:05:33.000]  或者這時候以西傑正在想
[00:05:33.000 --> 00:05:36.000]  如果一個What if的平衡宇宙
[00:05:36.000 --> 00:05:39.000]  一個耶路撒冷沒有滅亡的宇宙
[00:05:39.000 --> 00:05:43.000]  以西傑30歲的時候就成為聖殿裏面的祭司
[00:05:43.000 --> 00:05:46.000]  一直不休一直努力侍奉
[00:05:46.000 --> 00:05:48.000]  侍奉到50歲退休
[00:05:48.000 --> 00:05:51.000]  退休之前可能好好地為自己聖殿裏面
[00:05:51.000 --> 00:05:54.000]  即是祭司的工作去教教探
[00:05:54.000 --> 00:05:55.000]  接一接探
[00:05:55.000 --> 00:05:58.000]  然後就打算在耶路撒冷裏面找一個小屋
[00:05:58.000 --> 00:06:02.000]  然後就退休 種花 養魚
[00:06:02.000 --> 00:06:05.000]  但這些全部都是幻想
[00:06:05.000 --> 00:06:07.000]  以西傑突然想到
[00:06:07.000 --> 00:06:11.000]  他依然是在巴比倫裏面已經25年
[00:06:11.000 --> 00:06:15.000]  聖殿都被毀5月25年
[00:06:15.000 --> 00:06:18.000]  不過可能是天父上帝的安排
[00:06:18.000 --> 00:06:21.000]  亦都可能是上帝的一些幽默
[00:06:21.000 --> 00:06:24.000]  當以西傑50歲的年紀
[00:06:24.000 --> 00:06:29.000]  上帝就令以西傑竟然見到聖殿的異象
[00:06:29.000 --> 00:06:30.000]  聖經說
[00:06:30.000 --> 00:06:34.000]  在上帝的異象中帶他到以西的地
[00:06:34.000 --> 00:06:36.000]  安置在至高的山上
[00:06:36.000 --> 00:06:39.000]  在山上的南邊又彷彿一座城建立
[00:06:39.000 --> 00:06:42.000]  他帶我到那裏見到有人
[00:06:42.000 --> 00:06:46.000]  顏色如銅 手拿麻繩和涼薄的缸
[00:06:46.000 --> 00:06:48.000]  站在門口 但對我說人之也
[00:06:48.000 --> 00:06:50.000]  凡我所指示你的
[00:06:50.000 --> 00:06:55.000]  你都要用眼看 用耳聽 並要放在心上
[00:06:55.000 --> 00:06:58.000]  我帶你到這裡來 唯要指示你
[00:06:58.000 --> 00:07:02.000]  凡你所見的 你都要告訴以西列家
[00:07:02.000 --> 00:07:07.000]  上帝帶著以西傑到至高的山上
[00:07:07.000 --> 00:07:09.000]  到高宿六魂的山峰裏面
[00:07:09.000 --> 00:07:13.000]  他竟然見到新的聖殿
[00:07:13.000 --> 00:07:17.000]  不知道你能否明白這一刻以西傑的感受
[00:07:17.000 --> 00:07:20.000]  一個失去聖殿25年的人
[00:07:20.000 --> 00:07:22.000]  當他到50歲的時候
[00:07:22.000 --> 00:07:26.000]  他親眼再次見到聖殿的感受
[00:07:26.000 --> 00:07:28.000]  那一刻的感動
[00:07:28.000 --> 00:07:34.000]  那一刻的感動 我想大概就是一個25歲的香港青年人
[00:07:34.000 --> 00:07:37.000]  2019年的時候因為某些事而被捕
[00:07:37.000 --> 00:07:39.000]  然後被監禁了25年
[00:07:39.000 --> 00:07:42.000]  25年之後2044年
[00:07:42.000 --> 00:07:45.000]  這位年青人50歲的時候出來
[00:07:45.000 --> 00:07:48.000]  香港恢復他理想的模樣
[00:07:48.000 --> 00:07:52.000]  然後他在金鐘的煲底裏面見到一些東西
[00:07:52.000 --> 00:07:59.000]  這個大概就是以西傑當時見到聖殿的時候的感覺
[00:07:59.000 --> 00:08:03.000]  當然這個聖殿的意象是一個異象
[00:08:03.000 --> 00:08:05.000]  所謂異象就是一個vision
[00:08:05.000 --> 00:08:09.000]  一個上帝為以西傑去揭露的一個視野
[00:08:09.000 --> 00:08:12.000]  這個視野不是現在這一刻去發生
[00:08:12.000 --> 00:08:14.000]  但是它是一個將來會發生的事情
[00:08:14.000 --> 00:08:16.000]  這個就是異象的意思
[00:08:16.000 --> 00:08:21.000]  上帝要以西傑去見到他可以見到什麼
[00:08:21.000 --> 00:08:25.000]  或者說上帝要以西傑應該要他見到什麼
[00:08:25.000 --> 00:08:29.000]  所以在以西傑書第40到48章
[00:08:29.000 --> 00:08:34.000]  整個以西傑書的總結就在這8章裏面
[00:08:34.000 --> 00:08:37.000]  以西傑書正正是這個新的聖殿
[00:08:37.000 --> 00:08:40.000]  新的搖曬聖殿的事情
[00:08:40.000 --> 00:08:43.000]  簡單講講這8章的內容
[00:08:43.000 --> 00:08:46.000]  以西傑書第40到42章
[00:08:46.000 --> 00:08:50.000]  講的是整個聖殿新聖殿的佈局擺設
[00:08:50.000 --> 00:08:52.000]  聖殿裏面有多少擺設
[00:08:52.000 --> 00:08:54.000]  多少爪多少爪
[00:08:54.000 --> 00:08:55.000]  多少竿多少竿
[00:08:55.000 --> 00:08:56.000]  東門多高
[00:08:56.000 --> 00:08:58.000]  外院多闊
[00:08:58.000 --> 00:08:59.000]  內殿有多大
[00:08:59.000 --> 00:09:02.000]  這些的經文就在這裏出現了
[00:09:02.000 --> 00:09:05.000]  就好像昔日門見殿的時候的數據一樣
[00:09:05.000 --> 00:09:08.000]  以西傑書第43到46章
[00:09:08.000 --> 00:09:11.000]  講的是有關聖殿一些的律法
[00:09:11.000 --> 00:09:14.000]  及那個聖殿的規矩
[00:09:14.000 --> 00:09:15.000]  祭司的條例
[00:09:15.000 --> 00:09:17.000]  憲制規定等等
[00:09:17.000 --> 00:09:19.000]  那些節期的禮儀等等
[00:09:19.000 --> 00:09:20.000]  總而言之
[00:09:20.000 --> 00:09:23.000]  以西傑書第40到46章
[00:09:23.000 --> 00:09:27.000]  是一切有關聖殿裏面的描寫
[00:09:27.000 --> 00:09:29.000]  突然之間我們就去到今天的經文
[00:09:29.000 --> 00:09:31.000]  第47章的經文
[00:09:31.000 --> 00:09:33.000]  今天我們講道的經文
[00:09:33.000 --> 00:09:36.000]  我們先看看經文
[00:09:36.000 --> 00:09:39.000]  第47章第12節的經文
[00:09:39.000 --> 00:09:42.000]  基本上今天講道的聖經的譯本
[00:09:42.000 --> 00:09:44.000]  是一個和合本修訂版
[00:09:44.000 --> 00:09:46.000]  再加上我翻譯的地方
[00:09:46.000 --> 00:09:47.000]  改了一些字
[00:09:47.000 --> 00:09:49.000]  聽到出來
[00:09:49.000 --> 00:09:51.000]  以西傑書第47到12節
[00:09:51.000 --> 00:09:57.000]  將於2020年7月1日立法會會議席上處理的事項: 政務司司長
[00:09:58.000 --> 00:10:04.000]  將於2020年7月1日立法會會議席上處理的事項: 政務司司長
[00:10:04.000 --> 00:10:10.000]  將於2020年7月1日立法會會議席上處理的事項: 政務司司長
[00:10:10.000 --> 00:10:38.000]  將於2020年7月1日立法會會議席上處理的事項: 政務司司長
[00:10:39.000 --> 00:10:40.000]  簡單來說
[00:10:40.000 --> 00:10:42.000]  這就是我們今天要講的經文
[00:10:42.000 --> 00:10:44.000]  以西傑書第47章裏面
[00:10:44.000 --> 00:10:47.000]  聖殿出水的意象
[00:10:47.000 --> 00:10:49.000]  我想今天講的是叫什麼呢
[00:10:49.000 --> 00:10:51.000]  叫聖殿出水還是聖殿流水
[00:10:51.000 --> 00:10:53.000]  聖殿滲水
[00:10:53.000 --> 00:10:54.000]  想了很久
[00:10:54.000 --> 00:10:56.000]  我就想成聖殿水浸
[00:10:56.000 --> 00:10:58.000]  大概的概念就是這些
[00:10:58.000 --> 00:11:02.000]  所以今天講的經文是全中心最流行的經文
[00:11:02.000 --> 00:11:04.000]  流行出的經文
[00:11:04.000 --> 00:11:05.000]  以西傑書
[00:11:05.000 --> 00:11:08.000]  看到有水從聖殿裏面流出
[00:11:08.000 --> 00:11:11.000]  然後這些從聖殿裏面流出來的水
[00:11:11.000 --> 00:11:14.000]  這些流出來的水就越來越多
[00:11:14.000 --> 00:11:15.000]  越來越深
[00:11:15.000 --> 00:11:16.000]  越來越遠
[00:11:16.000 --> 00:11:18.000]  然後就流遍整個的全地
[00:11:18.000 --> 00:11:22.000]  這個就是整個經文裏面所講的概括內容
[00:11:22.000 --> 00:11:25.000]  不過我們要詳細看的
[00:11:25.000 --> 00:11:26.000]  先看第一節
[00:11:26.000 --> 00:11:28.000]  聖經說
[00:11:28.000 --> 00:11:31.000]  他帶我回到殿的門口看
[00:11:31.000 --> 00:11:34.000]  有水從殿的殿台下面往東流出
[00:11:34.000 --> 00:11:36.000]  因為這殿是朝東的
[00:11:36.000 --> 00:11:38.000]  水從殿的側面就是右邊
[00:11:38.000 --> 00:11:40.000]  從濟南的南邊往下流
[00:11:40.000 --> 00:11:42.000]  首先比較技術一點的一點
[00:11:42.000 --> 00:11:45.000]  就是如果你看和合本的翻譯
[00:11:45.000 --> 00:11:46.000]  舊和合本的翻譯
[00:11:46.000 --> 00:11:47.000]  翻譯並不是這樣的
[00:11:47.000 --> 00:11:48.000]  翻譯是怎樣寫的
[00:11:48.000 --> 00:11:50.000]  麻煩下一條
[00:11:50.000 --> 00:11:53.000]  他說以西傑被帶領
[00:11:53.000 --> 00:11:54.000]  不是 之前那裏
[00:11:54.000 --> 00:11:55.000]  沒有了
[00:11:55.000 --> 00:11:56.000]  沒有了
[00:11:56.000 --> 00:11:57.000]  沒有了
[00:11:57.000 --> 00:12:01.000]  有一個是兩個經文版本對照
[00:12:01.000 --> 00:12:04.000]  舊版本是說
[00:12:04.000 --> 00:12:06.000]  以西傑被帶領到聖殿的門
[00:12:06.000 --> 00:12:08.000]  沒有了 不要緊
[00:12:08.000 --> 00:12:13.000]  舊的和合本是寫著聖殿的門
[00:12:13.000 --> 00:12:15.000]  然後看到新聞就說
[00:12:15.000 --> 00:12:19.000]  有水從殿的門檻下面流出來
[00:12:19.000 --> 00:12:22.000]  不過參考不少學者看法的時候
[00:12:22.000 --> 00:12:24.000]  原文的字其實不是門檻
[00:12:24.000 --> 00:12:26.000]  不是舊版本的門檻
[00:12:26.000 --> 00:12:28.000]  而是電台的一個podium
[00:12:28.000 --> 00:12:30.000]  第一節都這樣說
[00:12:30.000 --> 00:12:33.000]  所謂電台podium是什麼意思
[00:12:33.000 --> 00:12:35.000]  就是一個寶座下面的
[00:12:35.000 --> 00:12:36.000]  在這裏
[00:12:36.000 --> 00:12:37.000]  不是 這是下一個
[00:12:37.000 --> 00:12:39.000]  不要了 我沒有預備到
[00:12:39.000 --> 00:12:43.000]  所謂的電台podium是什麼意思
[00:12:43.000 --> 00:12:46.000]  就是一個寶座下面的台階
[00:12:46.000 --> 00:12:49.000]  就好像我們現在的Fullshot裏面的台階
[00:12:49.000 --> 00:12:51.000]  但高了一層的台階
[00:12:51.000 --> 00:12:54.000]  這個台階是上面放寶座的
[00:12:54.000 --> 00:12:57.000]  想像一下一個寶座下面高出來的台階
[00:12:57.000 --> 00:13:00.000]  就像放著椅子的一個地方
[00:13:00.000 --> 00:13:02.000]  意思是說
[00:13:02.000 --> 00:13:05.000]  以色列就看到聖殿有水流出
[00:13:05.000 --> 00:13:08.000]  水的源頭其實不是和合本所說的門檻
[00:13:08.000 --> 00:13:10.000]  不是那個門口流出來
[00:13:10.000 --> 00:13:13.000]  而是那個寶座的台階流出來
[00:13:13.000 --> 00:13:16.000]  就是這麼技術性
[00:13:16.000 --> 00:13:18.000]  你會問 有分別嗎
[00:13:18.000 --> 00:13:21.000]  水從聖殿的門檻流出
[00:13:21.000 --> 00:13:23.000]  還是從台階流出
[00:13:23.000 --> 00:13:24.000]  有什麼分別
[00:13:24.000 --> 00:13:25.000]  要不要分得這麼細
[00:13:25.000 --> 00:13:27.000]  是有分別的
[00:13:27.000 --> 00:13:28.000]  我想說的就是
[00:13:28.000 --> 00:13:30.000]  幾年前我唱一首歌
[00:13:30.000 --> 00:13:34.000]  洪水泛濫之時 耶和華坐著為王
[00:13:34.000 --> 00:13:36.000]  這個經文
[00:13:36.000 --> 00:13:39.000]  經文是來自於詩篇第29篇第10節
[00:13:39.000 --> 00:13:43.000]  洪水泛濫之時 耶和華坐著為王
[00:13:43.000 --> 00:13:45.000]  這首歌唱什麼的意象
[00:13:45.000 --> 00:13:48.000]  就是耶和華的寶座之下
[00:13:48.000 --> 00:13:51.000]  縱然有洪水泛濫
[00:13:51.000 --> 00:13:53.000]  耶和華仍然在洪水之上
[00:13:53.000 --> 00:13:55.000]  就是坐著為王
[00:13:55.000 --> 00:13:57.000]  就是這樣的一幅圖畫
[00:13:57.000 --> 00:14:00.000]  所以以色列書第47章第1節
[00:14:00.000 --> 00:14:03.000]  講的是對應著這個圖畫
[00:14:03.000 --> 00:14:06.000]  洪水泛濫之時 耶和華仍然坐著為王
[00:14:06.000 --> 00:14:09.000]  同樣地 聖殿流出來的水
[00:14:09.000 --> 00:14:11.000]  生命的活水
[00:14:11.000 --> 00:14:15.000]  同樣都在聖殿的寶座之下流出來
[00:14:15.000 --> 00:14:18.000]  所以不是從門檻流出來
[00:14:18.000 --> 00:14:21.000]  而是從寶座的台階流出來
[00:14:21.000 --> 00:14:23.000]  在耶和華的寶座之下
[00:14:23.000 --> 00:14:26.000]  縱然我們會經歷洪水泛濫
[00:14:26.000 --> 00:14:28.000]  但在同一個寶座之下
[00:14:28.000 --> 00:14:32.000]  上帝更加允許有生命的活水流出來
[00:14:32.000 --> 00:14:34.000]  所以以色列就這樣說
[00:14:34.000 --> 00:14:39.000]  以色列就見到聖殿的寶座台階下面
[00:14:39.000 --> 00:14:41.000]  有水流出 並且向外流出
[00:14:41.000 --> 00:14:45.000]  以色列就沿著聖殿流出的水
[00:14:45.000 --> 00:14:47.000]  一直走一直走 走到很遠很遠
[00:14:47.000 --> 00:14:49.000]  第三節他就說
[00:14:49.000 --> 00:14:52.000]  他手拿繩子往東出去
[00:14:52.000 --> 00:14:54.000]  糧料一找 使我涉水而過
[00:14:54.000 --> 00:14:57.000]  水到腳果 他又糧料一遷
[00:14:57.000 --> 00:15:00.000]  然後使我涉水而過 水到膝
[00:15:00.000 --> 00:15:03.000]  再糧料一遷 使我過去 水就到腰
[00:15:03.000 --> 00:15:06.000]  又糧料一遷 水就已經成河 無法過去
[00:15:06.000 --> 00:15:10.000]  因為水水更像成河 只能游 永無法走過
[00:15:10.000 --> 00:15:13.000]  所以說從聖殿流出來的水
[00:15:13.000 --> 00:15:18.000]  越流越多 越流越深 越流越遠
[00:15:18.000 --> 00:15:21.000]  你會問一千爪有多遠
[00:15:21.000 --> 00:15:24.000]  一千爪用今天的單位來看
[00:15:24.000 --> 00:15:26.000]  就大概五百多米左右
[00:15:26.000 --> 00:15:30.000]  所以以色列每走五百米 水就再深一點
[00:15:30.000 --> 00:15:33.000]  再走五百米 水就再深一點
[00:15:33.000 --> 00:15:35.000]  初時到腳果 腳硬
[00:15:35.000 --> 00:15:38.000]  然後到膝蓋 然後到腰
[00:15:38.000 --> 00:15:40.000]  然後以色列就要游水
[00:15:40.000 --> 00:15:43.000]  用今天做例子
[00:15:43.000 --> 00:15:49.000]  可以想像一下在MFC突然發現台就滲水
[00:15:49.000 --> 00:15:55.000]  這個大概是台階的流水
[00:15:55.000 --> 00:15:57.000]  流出來
[00:15:57.000 --> 00:16:02.000]  然後水就流到我們的門口
[00:16:02.000 --> 00:16:06.000]  然後再流 流到下面大堂
[00:16:06.000 --> 00:16:09.000]  沿著水繼續走 走到五百米
[00:16:09.000 --> 00:16:11.000]  走到紅磡湖街附近
[00:16:11.000 --> 00:16:15.000]  水就大概走到腳硬位置
[00:16:15.000 --> 00:16:18.000]  然後再走 再走 走到紅磡火車站
[00:16:18.000 --> 00:16:20.000]  水就到膝蓋
[00:16:20.000 --> 00:16:24.000]  過閘時要在膝蓋過閘
[00:16:24.000 --> 00:16:27.000]  然後再走 再走五百米
[00:16:27.000 --> 00:16:29.000]  走到科學館附近
[00:16:29.000 --> 00:16:32.000]  整個差不多到腰的位置
[00:16:32.000 --> 00:16:35.000]  然後你就間中走
[00:16:35.000 --> 00:16:37.000]  走到喜伯倫堂
[00:16:37.000 --> 00:16:39.000]  你就要在安士丁游水
[00:16:39.000 --> 00:16:41.000]  大概是這樣的情況
[00:16:41.000 --> 00:16:43.000]  非常壯觀的情況
[00:16:43.000 --> 00:16:46.000]  由紅磡這裡流到喜堂
[00:16:46.000 --> 00:16:50.000]  大概是這樣的圖畫
[00:16:50.000 --> 00:16:54.000]  亭姐妹 正正在這個時候
[00:16:54.000 --> 00:16:59.000]  聖經卻問西傑一個非常重要的問題
[00:16:59.000 --> 00:17:00.000]  第六節
[00:17:00.000 --> 00:17:04.000]  人子啊 你看見了什麼?
[00:17:04.000 --> 00:17:06.000]  亭姐妹 你看見了什麼?
[00:17:06.000 --> 00:17:09.000]  如果有一天你回到MIFC
[00:17:09.000 --> 00:17:11.000]  真的看見MIFC水浸的話
[00:17:11.000 --> 00:17:13.000]  流到門口 流到紅磡湖街 流到紅磡火車站
[00:17:13.000 --> 00:17:15.000]  流到喜堂 回到喜堂
[00:17:15.000 --> 00:17:19.000]  你第一個想到的想法是什麼?
[00:17:19.000 --> 00:17:21.000]  回到這裡 問問Sam
[00:17:21.000 --> 00:17:25.000]  回到公司看到MIFC流水的話
[00:17:25.000 --> 00:17:29.000]  你想到什麼情景?
[00:17:29.000 --> 00:17:33.000]  分享一個我自己昨天寫講章的時候遇到的經歷
[00:17:33.000 --> 00:17:35.000]  我昨天在辦公室寫講章
[00:17:35.000 --> 00:17:39.000]  寫到大概是整個上午都在寫講章
[00:17:39.000 --> 00:17:41.000]  中午我回到家裡吃午餐
[00:17:41.000 --> 00:17:43.000]  你知道我家跟辦公室是很近的
[00:17:43.000 --> 00:17:45.000]  一分鐘的距離
[00:17:45.000 --> 00:17:47.000]  回到家裡 我女兒已經在家裡了
[00:17:47.000 --> 00:17:50.000]  因為我女兒基本上是全國施學停課
[00:17:50.000 --> 00:17:52.000]  要在家裡放大
[00:17:52.000 --> 00:17:56.000]  她在家裡玩 放學
[00:17:56.000 --> 00:17:59.000]  我回到家裡 打開廁所的門
[00:17:59.000 --> 00:18:01.000]  看到我女兒在廁所裡的洗手盆
[00:18:01.000 --> 00:18:03.000]  就看到這樣的情景
[00:18:03.000 --> 00:18:05.000]  她在做什麼呢?
[00:18:05.000 --> 00:18:09.000]  她在玩水浸芭比
[00:18:09.000 --> 00:18:13.000]  她自己在水裡把芭比浸在水裡
[00:18:13.000 --> 00:18:15.000]  她說這是一個水泳池
[00:18:15.000 --> 00:18:19.000]  我覺得這是順德給我的一個意象
[00:18:19.000 --> 00:18:21.000]  當我看到這幅圖畫的時候
[00:18:21.000 --> 00:18:26.000]  我明白水浸聖殿是一個什麼的事情
[00:18:26.000 --> 00:18:32.000]  真心說一句 水浸不是一件好玩的事情
[00:18:32.000 --> 00:18:34.000]  如果今天教會水浸
[00:18:34.000 --> 00:18:36.000]  你跟我問斗問題就是問什麼
[00:18:36.000 --> 00:18:39.000]  教會的家生怎麼辦
[00:18:39.000 --> 00:18:42.000]  教會有沒有買火險水險
[00:18:42.000 --> 00:18:46.000]  這個禮拜六 十八 怎麼辦
[00:18:46.000 --> 00:18:49.000]  同樣道理 聖殿水浸
[00:18:49.000 --> 00:18:51.000]  我也會不禁問
[00:18:51.000 --> 00:18:55.000]  聖殿裡面的神聖之物怎麼辦
[00:18:55.000 --> 00:18:58.000]  聖所的水怎麼辦
[00:18:58.000 --> 00:19:01.000]  至聖所又怎麼辦
[00:19:01.000 --> 00:19:03.000]  尤其是以色列的書
[00:19:03.000 --> 00:19:05.000]  用了六章的經文
[00:19:05.000 --> 00:19:07.000]  從四十章開始
[00:19:07.000 --> 00:19:10.000]  四十一 四十二 四十三 四十五 四十六章
[00:19:10.000 --> 00:19:15.000]  不斷去詳細描述聖殿裡面的內容
[00:19:15.000 --> 00:19:17.000]  聖殿裡面每一個擺設
[00:19:17.000 --> 00:19:20.000]  多少多少爪 多少多少竿
[00:19:20.000 --> 00:19:23.000]  東門多高多高 外院多闊多闊
[00:19:23.000 --> 00:19:26.000]  內殿多大多大多大
[00:19:26.000 --> 00:19:28.000]  聖殿的規則是怎樣
[00:19:28.000 --> 00:19:30.000]  祭司的條例是怎樣
[00:19:30.000 --> 00:19:32.000]  憲制的規定是怎樣
[00:19:32.000 --> 00:19:34.000]  很多很多這些細節
[00:19:34.000 --> 00:19:36.000]  然後去到第四十七章
[00:19:36.000 --> 00:19:39.000]  整個聖殿就浸了
[00:19:39.000 --> 00:19:43.000]  然後聖經就再沒有將重點
[00:19:43.000 --> 00:19:48.000]  放在聖殿裡面
[00:19:48.000 --> 00:19:52.000]  人子啊 你看見了什麼
[00:19:52.000 --> 00:19:54.000]  究竟整個意象
[00:19:54.000 --> 00:19:56.000]  要告訴我們什麼
[00:19:56.000 --> 00:20:01.000]  上帝要以色列去見到什麼
[00:20:01.000 --> 00:20:04.000]  而上帝要以色列看見的
[00:20:04.000 --> 00:20:08.000]  不是這個聖殿本身
[00:20:08.000 --> 00:20:10.000]  上帝要以色列見到的是
[00:20:10.000 --> 00:20:13.000]  以下那個經文所說的一些改變
[00:20:13.000 --> 00:20:15.000]  我們再看下面的經文
