
[00:00:00.000 --> 00:00:04.720]  特別在外地的弟兄姊妹先打招呼
[00:02:04.960 --> 00:02:08.960]  是不會有很普遍、很正常的
[00:02:08.960 --> 00:02:12.160]  但你不知道寫出來想講什麼
[00:02:12.160 --> 00:02:14.400]  尤其是內容裏面
[00:02:14.400 --> 00:02:16.240]  所以這次講到
[00:02:16.240 --> 00:02:18.640]  我想花一點時間和氣力
[00:02:18.640 --> 00:02:23.440]  講一下這個阿蝦的故事是講什麼的
[00:02:23.440 --> 00:02:26.320]  我們會一起做的
[00:02:26.320 --> 00:02:27.600]  做什麼呢?
[00:02:27.600 --> 00:02:29.280]  待會一邊講的時候
[00:02:29.280 --> 00:02:34.240]  請你想一個關於舊約的故事
[00:02:34.240 --> 00:02:37.280]  當我講阿蝦的故事的時候
[00:02:37.280 --> 00:02:39.440]  就是搶人葡萄園的故事的時候
[00:02:39.440 --> 00:02:42.480]  請你一邊想舊約的事情
[00:02:42.480 --> 00:02:44.640]  但請你想好了
[00:02:44.640 --> 00:02:47.440]  不要在這個位置很興奮地說出來
[00:02:47.440 --> 00:02:51.040]  我希望到什麼時候
[00:02:51.040 --> 00:02:53.440]  大家已經可以講出舊約的故事
[00:02:53.440 --> 00:02:56.400]  今天其實是想玩這個遊戲和實驗的
[00:02:56.400 --> 00:03:00.880]  我們先聽完經文
[00:03:00.880 --> 00:03:03.680]  《獵王記》上的21章的1至4節
[00:03:03.680 --> 00:03:04.480]  它說什麼呢?
[00:03:04.480 --> 00:03:06.640]  它說後來發生了以下這件事
[00:03:06.640 --> 00:03:08.720]  就是耶穌列人拿伯特
[00:03:08.720 --> 00:03:11.600]  如果和本好像叫拿伯
[00:03:11.600 --> 00:03:14.320]  現在他改名叫做耶使碧
[00:03:14.320 --> 00:03:17.200]  因為耶使碧的名字比較像女人
[00:03:17.200 --> 00:03:22.960]  有一個葡萄園靠近阿蝦的王宮
[00:03:22.960 --> 00:03:25.280]  阿蝦對拿伯特說
[00:03:25.280 --> 00:03:26.720]  「把你的葡萄園給我吧」
[00:03:26.720 --> 00:03:29.440]  「因為你的葡萄園靠近我的王宮」
[00:03:29.440 --> 00:03:31.680]  「我可以用來做菜園」
[00:03:31.680 --> 00:03:33.840]  他喜歡種菜
[00:03:33.840 --> 00:03:36.800]  很明顯是阿蝦王喜歡種菜
[00:03:36.800 --> 00:03:39.280]  所以他喜歡一個菜園
[00:03:39.280 --> 00:03:40.800]  很奇怪
[00:03:40.800 --> 00:03:42.960]  如果你有去過耶使碧平原
[00:03:42.960 --> 00:03:46.160]  在以色列中間的地方
[00:03:46.160 --> 00:03:49.440]  很大很漂亮的
[00:03:49.440 --> 00:03:50.640]  很多地方可以種菜
[00:03:50.640 --> 00:03:52.560]  不知道為什麼要選擇他那個
[00:03:52.560 --> 00:03:53.440]  總之很奇怪
[00:03:53.440 --> 00:03:55.840]  他無端要種菜
[00:03:55.840 --> 00:04:00.480]  希伯的意思是他想找個地方種菜
[00:04:00.480 --> 00:04:02.240]  他就叫菜園
[00:04:02.240 --> 00:04:04.320]  他說我把一個更好的葡萄園和你交換
[00:04:04.320 --> 00:04:05.200]  如果你喜歡的話
[00:04:05.200 --> 00:04:07.600]  我可以把市價交給你
[00:04:07.600 --> 00:04:09.600]  好像拿伯特和阿蝦說
[00:04:09.600 --> 00:04:14.880]  「絕不容許我把早產給你」
[00:04:14.880 --> 00:04:16.720]  這句話很特別
[00:04:16.720 --> 00:04:18.880]  他回答阿蝦時
[00:04:18.880 --> 00:04:20.800]  他說了一句話
[00:04:20.800 --> 00:04:24.800]  「絕對不容許我把早產給你」
[00:04:24.800 --> 00:04:27.360]  如果要說早產的話
[00:04:27.360 --> 00:04:28.800]  Inheritance的話
[00:04:28.800 --> 00:04:30.800]  我們可以說一些故事
[00:04:30.800 --> 00:04:33.040]  不過我們不說了
[00:04:33.040 --> 00:04:34.240]  免得複雜
[00:04:34.240 --> 00:04:35.760]  總之他的答案是
[00:04:35.760 --> 00:04:38.240]  「不讓我給你」
[00:04:38.240 --> 00:04:42.560]  即是耶和華不讓我給你
[00:04:42.560 --> 00:04:44.400]  很奇怪
[00:04:44.400 --> 00:04:47.200]  如果有個姐妹追求你
[00:04:47.200 --> 00:04:48.400]  亂說的
[00:04:48.400 --> 00:04:50.720]  弟兄也可以追求姐妹
[00:04:50.720 --> 00:04:51.760]  你拒絕她
[00:04:51.760 --> 00:04:53.520]  你會說我不喜歡你
[00:04:53.520 --> 00:04:55.200]  你不會突然說
[00:04:55.200 --> 00:04:59.120]  耶和華不把我給你
[00:04:59.120 --> 00:05:01.040]  即是
[00:05:01.040 --> 00:05:02.080]  很多東西
[00:05:02.080 --> 00:05:06.160]  你可以隨便說出來
[00:05:06.160 --> 00:05:08.480]  他在這裡很特別地要說
[00:05:08.480 --> 00:05:11.920]  「不讓我把早產給你」
[00:05:11.920 --> 00:05:13.920]  即是不讓
[00:05:13.920 --> 00:05:15.920]  其實不知道這是甚麼答法
[00:05:15.920 --> 00:05:16.960]  你不明白嗎?
[00:05:16.960 --> 00:05:18.560]  真的很搞笑
[00:05:18.560 --> 00:05:20.560]  這句話用得最常
[00:05:20.560 --> 00:05:23.040]  就是牧者找你侍奉的時候
[00:05:23.040 --> 00:05:23.600]  是嗎?
[00:05:23.600 --> 00:05:26.240]  然後說「沒有吩咐我這樣做」
[00:05:26.240 --> 00:05:27.040]  是嗎?
[00:05:27.040 --> 00:05:27.840]  你耍了牧者
[00:05:27.840 --> 00:05:29.200]  你要和牧者鬥屬靈
[00:05:29.200 --> 00:05:30.640]  你才能贏他
[00:05:30.640 --> 00:05:32.000]  所以這句話
[00:05:32.000 --> 00:05:34.400]  只在那個時刻用是最適合的
[00:05:34.400 --> 00:05:35.760]  其餘的時刻很難
[00:05:35.760 --> 00:05:37.520]  用這句話
[00:05:37.520 --> 00:05:39.200]  你試試和老婆說
[00:05:39.200 --> 00:05:41.200]  老婆叫你去洗衣服
[00:05:41.200 --> 00:05:42.400]  掃地
[00:05:42.400 --> 00:05:45.920]  耶和華沒有吩咐我今天掃地
[00:05:45.920 --> 00:05:47.920]  這句話很奇怪
[00:05:47.920 --> 00:05:48.880]  你想清楚
[00:05:48.880 --> 00:05:50.400]  不要以為很愛主
[00:05:50.400 --> 00:05:52.560]  唯一的用法就是
[00:05:52.560 --> 00:05:55.760]  拒絕牧者對你的吩咐和要求
[00:05:55.760 --> 00:05:57.360]  你讓我先祈禱
[00:05:57.360 --> 00:05:58.640]  這句話也不敢說
[00:05:58.640 --> 00:06:00.400]  你只是說讓我先祈禱
[00:06:00.400 --> 00:06:02.480]  就是這句翻版
[00:06:02.480 --> 00:06:04.480]  看耶和華不如給我
[00:06:04.480 --> 00:06:06.720]  其實很奇怪
[00:06:06.720 --> 00:06:08.720]  後面還有很多更奇怪的
[00:06:08.720 --> 00:06:10.720]  整個故事我最不明白的在這裡
[00:06:10.720 --> 00:06:13.440]  不給就算了
[00:06:13.440 --> 00:06:15.040]  這幾節的記載
[00:06:15.040 --> 00:06:16.240]  是我覺得
[00:06:16.240 --> 00:06:17.200]  我想了很久
[00:06:17.200 --> 00:06:19.040]  我不明白他在說什麼
[00:06:19.040 --> 00:06:21.040]  那個故事性我知道
[00:06:21.040 --> 00:06:22.880]  但我不明白他想說什麼
[00:06:22.880 --> 00:06:24.000]  你看
[00:06:24.000 --> 00:06:25.120]  因為耶穌列人
[00:06:25.120 --> 00:06:26.080]  納瓦特對他說
[00:06:26.080 --> 00:06:28.240]  我不能將祖產給你
[00:06:28.240 --> 00:06:29.040]  這句話
[00:06:29.040 --> 00:06:30.400]  我不能將祖產給你
[00:06:30.400 --> 00:06:31.520]  這句話
[00:06:32.640 --> 00:06:34.640]  你想起舊的故事嗎?
[00:06:34.640 --> 00:06:36.640]  先不要說
[00:06:36.640 --> 00:06:37.920]  你會發覺
[00:06:37.920 --> 00:06:39.360]  像的
[00:06:39.360 --> 00:06:41.120]  他患患不樂地回到宮中
[00:06:41.120 --> 00:06:43.600]  躺在床上朝向內
[00:06:43.600 --> 00:06:45.600]  不肯吃東西
[00:06:45.600 --> 00:06:49.040]  這些節記載的是做什麼的?
[00:06:49.040 --> 00:06:52.080]  記載他不肯吃東西
[00:06:52.080 --> 00:06:53.920]  你會發覺
[00:06:53.920 --> 00:06:55.040]  聖經為什麼這麼無聊
[00:06:55.040 --> 00:06:57.040]  記載一個人不肯吃東西
[00:06:57.040 --> 00:06:59.040]  然後他老婆來了
[00:06:59.040 --> 00:07:00.800]  耶穌逼來了
[00:07:00.800 --> 00:07:01.360]  問他
[00:07:01.360 --> 00:07:02.640]  為什麼這麼悶
[00:07:02.640 --> 00:07:04.640]  你為什麼不吃東西
[00:07:04.640 --> 00:07:09.840]  你老婆什麼時候會擔心你不吃東西
[00:07:09.840 --> 00:07:11.760]  很奇怪
[00:07:11.760 --> 00:07:12.560]  然後他再回答
[00:07:12.560 --> 00:07:13.760]  再看下去
[00:07:13.760 --> 00:07:14.960]  阿克回答他
[00:07:14.960 --> 00:07:16.960]  因為耶穌列人納瓦特
[00:07:16.960 --> 00:07:18.560]  把你的葡萄園給我
[00:07:18.560 --> 00:07:19.440]  我給他銀子
[00:07:19.440 --> 00:07:20.800]  或者他喜歡的話
[00:07:20.800 --> 00:07:22.080]  可以用你的葡園交換
[00:07:22.080 --> 00:07:23.040]  但他竟然說
[00:07:23.040 --> 00:07:25.040]  我不能將葡萄園給你
[00:07:25.040 --> 00:07:27.280]  他妻子耶穌列人對他說
[00:07:27.280 --> 00:07:29.120]  虧你是以色列王
[00:07:29.120 --> 00:07:30.560]  起來吃點東西
[00:07:30.560 --> 00:07:32.560]  開心一點
[00:07:32.560 --> 00:07:37.280]  看看我怎樣將耶穌列人納瓦特的葡萄園留給你
[00:07:37.280 --> 00:07:41.040]  其實這句話一句就完
[00:07:41.040 --> 00:07:42.320]  你明白我說什麼嗎?
[00:07:42.320 --> 00:07:43.360]  四五六七
[00:07:43.360 --> 00:07:46.160]  這些四字聖經很浪費字和墨
[00:07:46.160 --> 00:07:48.880]  如果不開心
[00:07:48.880 --> 00:07:49.920]  然後耶穌發現
[00:07:49.920 --> 00:07:51.920]  就說看看我有什麼辦法
[00:07:51.920 --> 00:07:53.280]  將你的葡萄園給你
[00:07:53.280 --> 00:07:54.080]  就完
[00:07:54.080 --> 00:07:56.160]  為什麼要跟他說
[00:07:56.160 --> 00:07:58.160]  吃東西又不吃東西呢
[00:07:58.240 --> 00:08:00.240]  是不是很奇怪?
[00:08:00.240 --> 00:08:02.240]  好了,來了
[00:08:02.240 --> 00:08:05.520]  你試一下將這麼奇怪的東西
[00:08:05.520 --> 00:08:09.440]  我覺得很少例子會更容易明白
[00:08:09.440 --> 00:08:11.440]  更易明白
[00:08:11.440 --> 00:08:13.440]  吃東西不吃東西這個問題
[00:08:13.440 --> 00:08:15.440]  你想想
[00:08:15.440 --> 00:08:17.440]  是
[00:08:17.440 --> 00:08:21.440]  是一個女人叫一個男人吃東西
[00:08:21.440 --> 00:08:25.440]  是不是大家立刻明白?
[00:08:25.440 --> 00:08:27.440]  明白了嗎?
[00:08:27.440 --> 00:08:29.440]  明白了嗎?
[00:08:29.440 --> 00:08:31.440]  一個句的故事
[00:08:31.440 --> 00:08:33.440]  好像大家很迷惘
[00:08:33.440 --> 00:08:35.440]  樣子不太行
[00:08:35.440 --> 00:08:37.440]  你記住
[00:08:37.440 --> 00:08:39.440]  它是一個菜園
[00:08:39.440 --> 00:08:43.440]  在菜園裏有一個規矩
[00:08:43.440 --> 00:08:49.440]  耶和華是不准的
[00:08:49.440 --> 00:08:53.440]  不准他
[00:08:53.440 --> 00:08:55.440]  然後那個男人是不能吃的
[00:08:55.440 --> 00:08:57.440]  然後那個女人
[00:08:57.440 --> 00:08:59.440]  最後可以給他吃的
[00:08:59.440 --> 00:09:07.440]  不要說笑話
[00:09:07.440 --> 00:09:09.440]  你懂得笑的話
[00:09:09.440 --> 00:09:11.440]  你應該明白了
[00:09:11.440 --> 00:09:13.440]  你明白故事是說什麼
[00:09:13.440 --> 00:09:17.440]  你可以想像
[00:09:17.440 --> 00:09:19.440]  這些故事的寫法
[00:09:19.440 --> 00:09:21.440]  其實它不只是想
[00:09:21.440 --> 00:09:23.440]  說一個故事那麼簡單
[00:09:23.440 --> 00:09:25.440]  其實它心裏想著一個舊約的故事
[00:09:25.440 --> 00:09:29.440]  它想將舊約的故事寫下去
[00:09:29.440 --> 00:09:31.440]  所以才會寫這麼無聊的東西
[00:09:31.440 --> 00:09:35.440]  所以你不要看無聊
[00:09:35.440 --> 00:09:37.440]  其實它背後想說一個舊約的故事
[00:09:37.440 --> 00:09:41.440]  它想用愛來在這個故事裏寫出來
[00:09:41.440 --> 00:09:45.440]  明白了嗎?
[00:09:45.440 --> 00:09:47.440]  你發現了耶和華不准你吃東西
[00:09:47.440 --> 00:09:51.440]  你看它怎麼回答
[00:09:51.440 --> 00:09:53.440]  我不能把早餐給你們
[00:09:53.440 --> 00:09:55.440]  你看到這個字嗎?
[00:09:55.440 --> 00:09:59.440]  這句說話很明顯是
[00:09:59.440 --> 00:10:01.440]  本來那個人
[00:10:01.440 --> 00:10:03.440]  明明回答是耶和華不准的
[00:10:03.440 --> 00:10:07.440]  舊約的故事會怎樣
[00:10:07.440 --> 00:10:09.440]  又是改了它
[00:10:09.440 --> 00:10:11.440]  所以你明白了
[00:10:11.440 --> 00:10:13.440]  其實這三個故事
[00:10:13.440 --> 00:10:15.440]  這三件事是在說一個舊約的故事
[00:10:15.440 --> 00:10:19.440]  你明白嗎?
[00:10:19.440 --> 00:10:21.440]  如果大家有信心的話
[00:10:21.440 --> 00:10:23.440]  我們再看一件事
[00:10:23.440 --> 00:10:25.440]  我們今天的訊息就說完了
[00:10:25.440 --> 00:10:29.440]  我會說其他東西
[00:10:29.440 --> 00:10:31.440]  我會說多兩個例子
[00:10:31.440 --> 00:10:35.440]  七節完結後
[00:10:35.440 --> 00:10:37.440]  記載多一個故事
[00:10:37.440 --> 00:10:39.440]  八至十節
[00:10:39.440 --> 00:10:41.440]  耶穌基督就以哈雅明尼寫的信
[00:10:41.440 --> 00:10:43.440]  蓋上了印章
[00:10:43.440 --> 00:10:45.440]  交給那些拿伐特和住的長老
[00:10:45.440 --> 00:10:47.440]  信上說
[00:10:47.440 --> 00:10:49.440]  讓拿伐特坐在民間的首席
[00:10:49.440 --> 00:10:51.440]  有兩個流氓坐在
[00:10:51.440 --> 00:10:53.440]  拿伐特的對面
[00:10:53.440 --> 00:10:55.440]  他就聲控告
[00:10:55.440 --> 00:10:57.440]  曾經就坐神與君王
[00:10:57.440 --> 00:10:59.440]  然後把他拉出去打死
[00:10:59.440 --> 00:11:01.440]  故事發展大家都明白
[00:11:01.440 --> 00:11:03.440]  不用再多說了
[00:11:03.440 --> 00:11:05.440]  十一節開始
[00:11:05.440 --> 00:11:07.440]  就真的發生了
[00:11:07.440 --> 00:11:09.440]  拿伐特死了
[00:11:09.440 --> 00:11:11.440]  然後搶了葡萄園
[00:11:11.440 --> 00:11:13.440]  整個二十一章都是說這個故事
[00:11:13.440 --> 00:11:15.440]  但你會看到我高亮了兩個流氓
[00:11:15.440 --> 00:11:17.440]  這兩個流氓的字很有意思
[00:11:17.440 --> 00:11:19.440]  這個字的意思
[00:11:19.440 --> 00:11:21.440]  其實是解作useless man
[00:11:21.440 --> 00:11:23.440]  即是沒有用的人
[00:11:23.440 --> 00:11:25.440]  無論是甚麼譯本也好
[00:11:25.440 --> 00:11:27.440]  他都不會翻譯成沒有用的人
[00:11:27.440 --> 00:11:29.440]  我先說中文
[00:11:29.440 --> 00:11:31.440]  英文就不要得罪英文的人
[00:11:31.440 --> 00:11:33.440]  中文通常會譯作流氓
[00:11:33.440 --> 00:11:35.440]  或者譯作假見證人
[00:11:35.440 --> 00:11:37.440]  如果和本是譯作假見證人
[00:11:37.440 --> 00:11:39.440]  但完全沒有關係
[00:11:39.440 --> 00:11:41.440]  希伯的字本身不是解作
[00:11:41.440 --> 00:11:43.440]  流氓
[00:11:43.440 --> 00:11:45.440]  也不是解作假見證人
[00:11:45.440 --> 00:11:47.440]  其實真正的意思是解作
[00:11:47.440 --> 00:11:49.440]  沒有用的人
[00:11:49.440 --> 00:11:51.440]  沒有用的人是甚麼來的
[00:11:51.440 --> 00:11:53.440]  我們用少許猶太人的背景
[00:11:53.440 --> 00:11:55.440]  或想法去想
[00:11:55.440 --> 00:11:57.440]  想創造所有東西
[00:11:57.440 --> 00:11:59.440]  所有東西都是有意義的
[00:11:59.440 --> 00:12:01.440]  都是用得著的
[00:12:01.440 --> 00:12:07.440]  所以我認為
[00:12:07.440 --> 00:12:09.440]  這個故事
[00:12:09.440 --> 00:12:11.440]  (無聲)
[00:12:11.440 --> 00:12:15.440]  明白了嗎?
[00:12:15.440 --> 00:12:17.440]  你明白我想說甚麼嗎?
[00:12:17.440 --> 00:12:19.440]  甚麼東西是上帝的
[00:12:19.440 --> 00:12:21.440]  創造裏面
[00:12:21.440 --> 00:12:23.440]  是沒有用的?
[00:12:23.440 --> 00:12:29.440]  這個觀念你明白嗎?
[00:12:29.440 --> 00:12:31.440]  他想說一個猶太人都會明白的觀念
[00:12:31.440 --> 00:12:35.440]  他可能是兩個人
[00:12:35.440 --> 00:12:37.440]  兩個人
[00:12:37.440 --> 00:12:39.440]  我相信應該是這樣說的
[00:12:39.440 --> 00:12:41.440]  但他不是想說這兩個人
[00:12:41.440 --> 00:12:43.440]  他想說
[00:12:43.440 --> 00:12:45.440]  一類型的東西
[00:12:45.440 --> 00:12:47.440]  是沒有用的
[00:12:47.440 --> 00:12:49.440]  在上帝創造裏面
[00:12:49.440 --> 00:12:51.440]  在無用的猶太人裏面
[00:12:51.440 --> 00:12:53.440]  上帝創造每一樣東西都是有用的
[00:12:53.440 --> 00:12:55.440]  但唯獨是一件東西是沒有用的
[00:12:55.440 --> 00:12:57.440]  是甚麼呢?
[00:12:57.440 --> 00:12:59.440]  大家沒有反應
[00:12:59.440 --> 00:13:03.440]  你想想
[00:13:03.440 --> 00:13:05.440]  剛才的故事
[00:13:05.440 --> 00:13:07.440]  是甚麼故事呢?
[00:13:07.440 --> 00:13:09.440]  剛才你心裏的故事
[00:13:09.440 --> 00:13:11.440]  這個故事成就的時候
[00:13:11.440 --> 00:13:13.440]  有一樣東西出現了
[00:13:13.440 --> 00:13:17.440]  是甚麼呢?
[00:13:17.440 --> 00:13:19.440]  我聽到一個字
[00:13:19.440 --> 00:13:21.440]  蛇
[00:13:21.440 --> 00:13:23.440]  如果你還想不到蛇
[00:13:23.440 --> 00:13:25.440]  請你上諸葛學
[00:13:25.440 --> 00:13:29.440]  我要蛇字就行了
[00:13:33.440 --> 00:13:35.440]  在上帝創造裏面
[00:13:35.440 --> 00:13:37.440]  魔鬼是用不著的
[00:13:37.440 --> 00:13:41.440]  我們看一張PowerPoint會容易一點
[00:13:41.440 --> 00:13:43.440]  看這個
[00:13:43.440 --> 00:13:45.440]  其實用不著的字
[00:13:45.440 --> 00:13:47.440]  在希伯來文叫做
[00:13:47.440 --> 00:13:49.440]  Bilial
[00:13:49.440 --> 00:13:51.440]  Bilial
[00:13:51.440 --> 00:13:53.440]  總之就是沒有用的意思
[00:13:53.440 --> 00:13:57.440]  這個字其實是解作撒旦
[00:13:57.440 --> 00:13:59.440]  Bilial
[00:13:59.440 --> 00:14:01.440]  即是英文
[00:14:01.440 --> 00:14:03.440]  臨後
[00:14:03.440 --> 00:14:05.440]  六章十四字
[00:14:05.440 --> 00:14:07.440]  黑暗之子
[00:14:07.440 --> 00:14:09.440]  中文寫作比列
[00:14:09.440 --> 00:14:11.440]  比列的意思就是魔鬼撒旦
[00:14:11.440 --> 00:14:15.440]  死開古卷的不要看了
[00:14:15.440 --> 00:14:17.440]  不說太多
[00:14:17.440 --> 00:14:19.440]  總之這兩個流氓其實不是流氓
[00:14:19.440 --> 00:14:21.440]  是解甚麼呢?
[00:14:21.440 --> 00:14:23.440]  是解魔鬼撒旦
[00:14:23.440 --> 00:14:27.440]  聰明的大家已經知道今天唐道的訊息是甚麼
[00:14:27.440 --> 00:14:29.440]  大家是否明白了?
[00:14:29.440 --> 00:14:31.440]  是否已經明白了?
[00:14:31.440 --> 00:14:35.440]  如果在創世紀有這些人
[00:14:35.440 --> 00:14:37.440]  又說不准吃
[00:14:37.440 --> 00:14:39.440]  這個故事裏面有人不准他做一些事
[00:14:39.440 --> 00:14:43.440]  結果夏娃是准阿當吃的
[00:14:43.440 --> 00:14:45.440]  所以耶西別最後是准阿哈吃的
[00:14:45.440 --> 00:14:51.440]  重點更加是甚麼呢?
[00:14:51.440 --> 00:14:53.440]  在創世紀裏面
[00:14:53.440 --> 00:14:55.440]  和在第一王記上
[00:14:55.440 --> 00:14:57.440]  有條蛇
[00:14:57.440 --> 00:14:59.440]  這個就是所謂撒旦的出現
[00:14:59.440 --> 00:15:01.440]  而第一王記上的兩個沒用的人
[00:15:01.440 --> 00:15:05.440]  其實就是在當時代裏面
[00:15:05.440 --> 00:15:07.440]  一個魔鬼的化身
[00:15:07.440 --> 00:15:09.440]  如果這樣說的話
[00:15:09.440 --> 00:15:11.440]  阿哈這個搶葡萄園的故事
[00:15:11.440 --> 00:15:15.440]  其實是想和
[00:15:15.440 --> 00:15:19.440]  阿當和夏娃吃禁果的故事
[00:15:19.440 --> 00:15:21.440]  相提並論去說
[00:15:21.440 --> 00:15:25.440]  大家明白了嗎?
[00:15:25.440 --> 00:15:27.440]  這個重點是
[00:15:27.440 --> 00:15:29.440]  一個最初的犯錯
[00:15:29.440 --> 00:15:33.440]  阿當和夏娃吃了禁果
[00:15:33.440 --> 00:15:35.440]  你以為這個那麼厲害的審判
[00:15:35.440 --> 00:15:39.440]  要驅逐出伊甸園
[00:15:39.440 --> 00:15:41.440]  你以為人會學習到
[00:15:41.440 --> 00:15:43.440]  要學的功課
[00:15:43.440 --> 00:15:47.440]  但在整個舊歷史裏面
[00:15:47.440 --> 00:15:49.440]  這個失敗
[00:15:49.440 --> 00:15:51.440]  這個錯誤
[00:15:51.440 --> 00:15:53.440]  其實只會變本加厲
[00:15:53.440 --> 00:15:55.440]  不斷在歷史裏面出現
[00:15:55.440 --> 00:15:59.440]  問題是
[00:15:59.440 --> 00:16:01.440]  阿當和夏娃這個錯誤
[00:16:01.440 --> 00:16:03.440]  錯了什麼?
[00:16:03.440 --> 00:16:05.440]  而在烈王記上
[00:16:05.440 --> 00:16:07.440]  在阿哈搶人家葡萄園的故事裏面
[00:16:07.440 --> 00:16:09.440]  他呈現了一個
[00:16:09.440 --> 00:16:11.440]  什麼樣的情面
[00:16:11.440 --> 00:16:15.440]  我用故事來解釋
[00:16:15.440 --> 00:16:17.440]  我會以二名歌
[00:16:17.440 --> 00:16:19.440]  什麼叫
[00:16:19.440 --> 00:16:21.440]  搶那些不屬於你的東西
[00:16:21.440 --> 00:16:23.440]  正如阿當和夏娃
[00:16:23.440 --> 00:16:25.440]  搶那些不屬於她的禁果
[00:16:25.440 --> 00:16:27.440]  不是她的
[00:16:27.440 --> 00:16:29.440]  那份不是她的
[00:16:29.440 --> 00:16:31.440]  與你無關
[00:16:31.440 --> 00:16:33.440]  她搶來要吃
[00:16:33.440 --> 00:16:35.440]  葡萄園不是屬於阿哈
[00:16:35.440 --> 00:16:37.440]  阿哈要搶回來
[00:16:37.440 --> 00:16:39.440]  我想想
[00:16:39.440 --> 00:16:41.440]  這是什麼觀念
[00:16:41.440 --> 00:16:45.440]  最近我兒子
[00:16:45.440 --> 00:16:47.440]  去參加足球
[00:16:47.440 --> 00:16:49.440]  甄選比賽
[00:16:49.440 --> 00:16:51.440]  有三十多位同學甄選
[00:16:51.440 --> 00:16:53.440]  參加足球隊
[00:16:53.440 --> 00:16:55.440]  要比賽
[00:16:55.440 --> 00:16:57.440]  比賽已經結束
[00:16:57.440 --> 00:16:59.440]  上個月甄選
[00:16:59.440 --> 00:17:01.440]  前幾天他踢完比賽就結束
[00:17:01.440 --> 00:17:05.440]  三十多人他只選十幾個
[00:17:05.440 --> 00:17:07.440]  他做龍門
[00:17:07.440 --> 00:17:11.440]  有五個人選
[00:17:11.440 --> 00:17:13.440]  不知道選多少個做龍門
[00:17:13.440 --> 00:17:15.440]  結果選了兩個
[00:17:15.440 --> 00:17:17.440]  那兩個女生
[00:17:17.440 --> 00:17:19.440]  還未選到
[00:17:19.440 --> 00:17:21.440]  老師還在想
[00:17:21.440 --> 00:17:23.440]  我兒子很緊張
[00:17:23.440 --> 00:17:25.440]  不知道能否選到
[00:17:25.440 --> 00:17:27.440]  可能不行
[00:17:27.440 --> 00:17:29.440]  他講了很多
[00:17:29.440 --> 00:17:31.440]  他都未出成績
[00:17:31.440 --> 00:17:33.440]  過了一星期
[00:17:33.440 --> 00:17:35.440]  十天左右就選了
[00:17:35.440 --> 00:17:37.440]  五個中選了兩個
[00:17:37.440 --> 00:17:39.440]  其中一個是他
[00:17:39.440 --> 00:17:41.440]  他很開心
[00:17:41.440 --> 00:17:43.440]  終於可以比賽
[00:17:43.440 --> 00:17:45.440]  公布完之後
[00:17:45.440 --> 00:17:47.440]  那天
[00:17:47.440 --> 00:17:49.440]  一班同學
