
[00:00:00.000 --> 00:00:04.000]  剛才敬拜完之後 心裏面頗掛念的是
[00:09:22.000 --> 00:09:24.000]  是用來擦鞋的地方
[00:09:24.000 --> 00:09:29.000]  你知道現在中學都需要讀文件
[00:09:29.000 --> 00:09:31.000]  學校那些
[00:09:31.000 --> 00:09:33.000]  很多文件要讀
[00:09:33.000 --> 00:09:35.000]  文件要寄去學校
[00:09:35.000 --> 00:09:37.000]  有些人要讀他的東西
[00:09:37.000 --> 00:09:38.000]  是一樣的
[00:09:38.000 --> 00:09:40.000]  基本上就是用來
[00:09:40.000 --> 00:09:42.000]  你想拜哪個神
[00:09:42.000 --> 00:09:43.000]  擦哪個人的鞋
[00:09:43.000 --> 00:09:46.000]  你就把文件給不同的地方
[00:09:46.000 --> 00:09:48.000]  雖然類似的
[00:09:48.000 --> 00:09:49.000]  基本上是這樣
[00:09:49.000 --> 00:09:51.000]  但這個地方特別的地方是
[00:09:51.000 --> 00:09:54.000]  集眾多的神在當中
[00:09:54.000 --> 00:09:56.000]  很多的神在當中
[00:09:56.000 --> 00:09:58.000]  你看到這些神
[00:09:58.000 --> 00:10:00.000]  有真是神 有真是人
[00:10:00.000 --> 00:10:02.000]  有真是獸放在一起
[00:10:02.000 --> 00:10:04.000]  所以海撒利亞肥亞比是
[00:10:04.000 --> 00:10:08.000]  很多神明參集的地方在當中
[00:10:08.000 --> 00:10:10.000]  如果這樣說的話
[00:10:10.000 --> 00:10:12.000]  問題關鍵是
[00:10:12.000 --> 00:10:14.000]  為什麼耶穌要走去那個地方
[00:10:14.000 --> 00:10:17.000]  然後突然之間
[00:10:17.000 --> 00:10:18.000]  有人去問他
[00:10:18.000 --> 00:10:20.000]  你說人子是誰
[00:10:20.000 --> 00:10:23.000]  這句話是什麼意思
[00:10:23.000 --> 00:10:26.000]  要明白這件事的話
[00:10:26.000 --> 00:10:29.000]  我們需要多花一點點力氣
[00:10:29.000 --> 00:10:31.000]  我們再回到PowerPoint
[00:10:31.000 --> 00:10:34.000]  我們會容易明白一點
[00:10:34.000 --> 00:10:38.000]  在經文中有些特別的東西
[00:10:38.000 --> 00:10:41.000]  是其他經文不會有的
[00:10:41.000 --> 00:10:43.000]  第一就是海撒利亞肥亞比
[00:10:43.000 --> 00:10:47.000]  這個地方是偶像和君王出現的地方
[00:10:47.000 --> 00:10:49.000]  剛才你看到那四個神明
[00:10:49.000 --> 00:10:51.000]  不止四個 先說這四個
[00:10:51.000 --> 00:10:54.000]  突然之間有很多神明在那裡出現
[00:10:54.000 --> 00:10:57.000]  因為那個地方本身在賦予神明出現
[00:10:57.000 --> 00:11:00.000]  在神明出現的時候
[00:11:00.000 --> 00:11:02.000]  有一件事就是
[00:11:02.000 --> 00:11:05.000]  天上的父突然之間給彼得啟示
[00:11:05.000 --> 00:11:09.000]  他之前都不知道耶穌是基督
[00:11:09.000 --> 00:11:11.000]  他覺得耶穌是否尼塞亞
[00:11:11.000 --> 00:11:13.000]  你是不是基督
[00:11:13.000 --> 00:11:15.000]  他都沒有認到
[00:11:15.000 --> 00:11:17.000]  但去到那裡
[00:11:17.000 --> 00:11:20.000]  特別是去到該撒利亞肥亞比的時候
[00:11:20.000 --> 00:11:22.000]  才突然之間有人跟他說
[00:11:22.000 --> 00:11:24.000]  天上的父啟示你
[00:11:24.000 --> 00:11:27.000]  這段經文其實沒有稱讚彼得
[00:11:27.000 --> 00:11:30.000]  彼得說你是永生永活神的兒子
[00:11:30.000 --> 00:11:31.000]  你是基督這些
[00:11:31.000 --> 00:11:33.000]  其實耶穌馬上指著他說
[00:11:33.000 --> 00:11:36.000]  這些不是血氣能夠明白的
[00:11:36.000 --> 00:11:39.000]  是天上的父啟示你才明白的
[00:11:39.000 --> 00:11:43.000]  所以問題是為什麼要在偶像面前
[00:11:43.000 --> 00:11:46.000]  在很多宋神明面前
[00:11:46.000 --> 00:11:49.000]  突然之間有一幕戲要演出來
[00:11:49.000 --> 00:11:54.000]  是天上的父親給彼得啟示
[00:11:54.000 --> 00:11:56.000]  讓彼得懂得說
[00:11:56.000 --> 00:11:59.000]  耶穌是基督是永生的兒子
[00:11:59.000 --> 00:12:04.000]  最後就是石頭
[00:12:04.000 --> 00:12:07.000]  石頭的故事我們今天不說太多
[00:12:07.000 --> 00:12:10.000]  希臘文也有兩個字
[00:12:10.000 --> 00:12:12.000]  Levoise 還是 Petra 兩個字
[00:12:12.000 --> 00:12:15.000]  我們不說那些複雜的威石頭
[00:12:15.000 --> 00:12:18.000]  總之這個故事裡面很奇怪
[00:12:18.000 --> 00:12:24.000]  耶穌說要把盤石彼得建立在他身上
[00:12:24.000 --> 00:12:27.000]  這個就成為了天主教很多背後故事
[00:12:27.000 --> 00:12:31.000]  彼得就是第一個主教
[00:12:31.000 --> 00:12:35.000]  第一個天主教裡面最有權威的人物就是彼得
[00:12:35.000 --> 00:12:37.000]  因為他就是那個建立盤石
[00:12:37.000 --> 00:12:39.000]  但是我要強調的是
[00:12:39.000 --> 00:12:44.000]  在經文裡面出現了三樣東西是這麼特別的
[00:12:44.000 --> 00:12:47.000]  在眾王偶像面前
[00:12:47.000 --> 00:12:49.000]  接著發生什麼事
[00:12:49.000 --> 00:12:53.000]  上帝的靈或天父親自啟示給人知道
[00:12:53.000 --> 00:12:55.000]  耶穌是基督
[00:12:55.000 --> 00:12:59.000]  最後就是這個基督下來發展是什麼
[00:12:59.000 --> 00:13:01.000]  就是他好像一個盤石一樣
[00:13:01.000 --> 00:13:05.000]  有人會建立在他裡面
[00:13:05.000 --> 00:13:09.000]  這三樣東西不是偶然出來的
[00:13:09.000 --> 00:13:13.000]  問題是為什麼突然之間有這三樣東西要這樣說出來
[00:13:13.000 --> 00:13:17.000]  為什麼要這樣說
[00:13:17.000 --> 00:13:19.000]  這三樣東西本身有什麼特別
[00:13:19.000 --> 00:13:21.000]  尤其是頭兩樣
[00:13:21.000 --> 00:13:24.000]  在眾偶像神明面前
[00:13:24.000 --> 00:13:26.000]  突然之間你很清醒
[00:13:26.000 --> 00:13:29.000]  你明白一些東西
[00:13:29.000 --> 00:13:31.000]  有什麼特別
[00:13:31.000 --> 00:13:33.000]  要走這麼遠的路
[00:13:33.000 --> 00:13:35.000]  要走路的話
[00:13:35.000 --> 00:13:37.000]  我相信坐車兩三個小時
[00:13:37.000 --> 00:13:39.000]  你走路要走十幾個小時
[00:13:39.000 --> 00:13:44.000]  有些正經研究學者就說沒有去到那裡
[00:13:44.000 --> 00:13:46.000]  不過假裝去過那個地方
[00:13:46.000 --> 00:13:48.000]  用那個地方來說一些東西
[00:13:48.000 --> 00:13:50.000]  但不要管耶穌有沒有去到
[00:13:50.000 --> 00:13:52.000]  我們也不會知道
[00:13:52.000 --> 00:13:55.000]  但在經文表達的很奇怪的是
[00:13:55.000 --> 00:13:59.000]  為什麼在眾神明面前神啟示給你
[00:13:59.000 --> 00:14:03.000]  這個不是七師傅的問題
[00:14:03.000 --> 00:14:06.000]  你有沒有看七師傅
[00:14:06.000 --> 00:14:09.000]  不是說很多神明面前突然有個啟示
[00:14:09.000 --> 00:14:11.000]  我知道你怎樣
[00:14:11.000 --> 00:14:13.000]  我們今天會想這些東西
[00:14:13.000 --> 00:14:14.000]  我們會想這些東西
[00:14:14.000 --> 00:14:16.000]  這樣就厲害一點
[00:14:16.000 --> 00:14:20.000]  但我想今天我們花點氣力
[00:14:20.000 --> 00:14:21.000]  花一點點氣力
[00:14:21.000 --> 00:14:24.000]  我們一起來玩一個遊戲
[00:14:24.000 --> 00:14:27.000]  你猜在舊聖經裡面
[00:14:27.000 --> 00:14:30.000]  有什麼場景
[00:14:30.000 --> 00:14:36.000]  是在眾神明偶像面前
[00:14:36.000 --> 00:14:39.000]  屬於上帝的人有啟示
[00:14:39.000 --> 00:14:42.000]  你試想一下
[00:14:42.000 --> 00:14:44.000]  接著又會關石頭事
[00:14:44.000 --> 00:14:47.000]  你猜在舊聖經裡面有沒有
[00:14:47.000 --> 00:14:49.000]  有什麼場景想到
[00:14:49.000 --> 00:14:52.000]  這個應該是我們Full Church不會搞的聖經問答比賽
[00:14:52.000 --> 00:14:55.000]  我們很少搞這些東西
[00:14:55.000 --> 00:15:03.000]  有什麼在眾偶像面前
[00:15:03.000 --> 00:15:08.000]  神會啟示讓人明一些東西
[00:15:08.000 --> 00:15:12.000]  明完之後就有石頭會出現
[00:15:12.000 --> 00:15:15.000]  你有沒有想過這些情景
[00:15:15.000 --> 00:15:17.000]  在舊聖經裡面
[00:15:17.000 --> 00:15:21.000]  這個故事你要想一想
[00:15:21.000 --> 00:15:23.000]  第一句話是什麼
[00:15:23.000 --> 00:15:25.000]  人子是誰
[00:15:25.000 --> 00:15:29.000]  人子就是英文叫son of man
[00:15:29.000 --> 00:15:32.000]  你猜son of man這個字在舊有哪個出現過
[00:15:32.000 --> 00:15:37.000]  如果大家知道關於天啟文學就會知道
[00:15:37.000 --> 00:15:41.000]  人子是屬於什麼書
[00:15:41.000 --> 00:15:44.000]  有個蛋字那個
[00:15:44.000 --> 00:15:50.000]  大耳利書
[00:15:50.000 --> 00:15:55.000]  其實整個故事是屬於大耳利書第二章
[00:15:55.000 --> 00:15:58.000]  我們看多一個powerpoint
[00:15:58.000 --> 00:16:01.000]  我們試一下看第二章
[00:16:01.000 --> 00:16:04.000]  其實整個第二章大耳利書是說這件事
[00:16:04.000 --> 00:16:05.000]  說什麼呢
[00:16:05.000 --> 00:16:10.000]  王召了法術師 術師 巫師 迦納底人
[00:16:10.000 --> 00:16:13.000]  要將一個夢告訴他們
[00:16:13.000 --> 00:16:15.000]  你知道大耳利書發生什麼故事
[00:16:15.000 --> 00:16:17.000]  就是王發了夢他忘記了
[00:16:17.000 --> 00:16:19.000]  然後召了所有人來問
[00:16:19.000 --> 00:16:21.000]  你告訴我我發了什麼夢
[00:16:21.000 --> 00:16:23.000]  沒有人敢告訴你
[00:16:23.000 --> 00:16:25.000]  你發了夢你忘記了
[00:16:25.000 --> 00:16:27.000]  你告訴我你夢我幫你解夢
[00:16:27.000 --> 00:16:31.000]  比虐室更離譜的事情
[00:16:31.000 --> 00:16:33.000]  虐室都知道夢是什麼
[00:16:33.000 --> 00:16:35.000]  然後他會解夢
[00:16:35.000 --> 00:16:37.000]  但王就誇張
[00:16:37.000 --> 00:16:38.000]  他發了夢我忘記了
[00:16:38.000 --> 00:16:40.000]  但應該很嚴重
[00:16:40.000 --> 00:16:42.000]  請各位所有偶像
[00:16:42.000 --> 00:16:45.000]  所有會法術的人都出來面前
[00:16:45.000 --> 00:16:47.000]  故事發生什麼
[00:16:47.000 --> 00:16:51.000]  之後就沒有人敢告訴王發生什麼事
[00:16:51.000 --> 00:16:54.000]  因為沒有人會說出夢是什麼
[00:16:54.000 --> 00:16:56.000]  又解了夢
[00:16:56.000 --> 00:16:58.000]  所以基本上這班人全部會死
[00:16:58.000 --> 00:17:01.000]  但大耳利你知道有主角光環
[00:17:01.000 --> 00:17:03.000]  有主角光環就一定出來
[00:17:03.000 --> 00:17:05.000]  哈哈哈哈我搞定了
[00:17:05.000 --> 00:17:07.000]  所以基本上去到第二章的時候
[00:17:07.000 --> 00:17:11.000]  夜間異象裡的奧秘就向大耳利顯現
[00:17:11.000 --> 00:17:12.000]  然後他又稱頌神
[00:17:12.000 --> 00:17:15.000]  因為終於救了所有人
[00:17:15.000 --> 00:17:19.000]  所以基本上這個故事
[00:17:19.000 --> 00:17:21.000]  奇怪的地方是什麼
[00:17:21.000 --> 00:17:24.000]  在所有偶像勢力底下
[00:17:24.000 --> 00:17:29.000]  萬鈞耶和華親自啟示給他的子民大耳利聽
[00:17:29.000 --> 00:17:33.000]  以至神的子民大耳利能夠救到所有人
[00:17:33.000 --> 00:17:36.000]  基本上就贏了
[00:17:36.000 --> 00:17:38.000]  所以如果這樣說的話
[00:17:38.000 --> 00:17:43.000]  這個故事跟剛才我們在蓋瑟利亞菲勒比的故事類似
[00:17:43.000 --> 00:17:45.000]  就是在很多神明面前
[00:17:45.000 --> 00:17:49.000]  耶穌問到底人子是誰
[00:17:49.000 --> 00:17:52.000]  基本上每個人都不會答對
[00:17:52.000 --> 00:17:54.000]  因為你看著耶穌的時候
[00:17:54.000 --> 00:17:55.000]  耶穌是誰呢
[00:17:55.000 --> 00:17:57.000]  耶穌是一個木匠的兒子
[00:17:57.000 --> 00:17:59.000]  是一個出身於韓美的人
[00:17:59.000 --> 00:18:01.000]  他怎麼能夠成為一個真正的尼塞亞君王呢
[00:18:01.000 --> 00:18:03.000]  所以基本上沒有人相信
[00:18:03.000 --> 00:18:09.000]  但是這個啟示臨到大耳利這個啟示
[00:18:09.000 --> 00:18:12.000]  同樣地這次臨到彼得身上
[00:18:12.000 --> 00:18:14.000]  是林丹氏的
[00:18:14.000 --> 00:18:16.000]  石頭為什麼要說石頭呢
[00:18:16.000 --> 00:18:20.000]  因為這個夢發完之後
[00:18:20.000 --> 00:18:23.000]  發完之後就發現
[00:18:23.000 --> 00:18:29.000]  原來這個夢裡面是在說很多歷代的君王的興衰
[00:18:29.000 --> 00:18:31.000]  說完之後就說
[00:18:31.000 --> 00:18:36.000]  最後有一個很厲害的角度會出現
[00:18:36.000 --> 00:18:38.000]  這個角度是什麼呢
[00:18:38.000 --> 00:18:41.000]  就是一個非人手造成的石頭
[00:18:41.000 --> 00:18:48.000]  就將銅鐵銅泥銀和金全部弄碎
[00:18:48.000 --> 00:18:51.000]  那些什麼金銀銅鐵石那些
[00:18:51.000 --> 00:18:55.000]  就代表羅馬波斯馬代
[00:18:55.000 --> 00:18:57.000]  希臘羅馬
[00:18:57.000 --> 00:19:00.000]  大約是這樣子
[00:19:00.000 --> 00:19:04.000]  所以有一個非人手造的石頭會出來
[00:19:04.000 --> 00:19:09.000]  打贏這些以往世代的君王和偶像
[00:19:09.000 --> 00:19:11.000]  所以如果這樣說的話
[00:19:11.000 --> 00:19:17.000]  對於耶穌走去蓋撒尼亞肥勒比去說這件事
[00:19:17.000 --> 00:19:21.000]  就不是無端端發生出來的
[00:19:21.000 --> 00:19:23.000]  對於耶穌來說
[00:19:23.000 --> 00:19:25.000]  祂走去那裡
[00:19:25.000 --> 00:19:28.000]  祂要將大耳利書第二章的故事
[00:19:28.000 --> 00:19:32.000]  重新演繹一次在蓋撒尼亞肥勒比
[00:19:32.000 --> 00:19:35.000]  告訴他的門徒
[00:19:35.000 --> 00:19:38.000]  大耳利書裡面所說的話
[00:19:38.000 --> 00:19:44.000]  這次再一次應驗在他們當中
[00:19:44.000 --> 00:19:47.000]  如果金銀銅鐵泥這些
[00:19:47.000 --> 00:19:53.000]  代表著什麼巴比倫波斯馬代到希臘羅馬的話
[00:19:53.000 --> 00:19:55.000]  今時今日這個石頭
[00:19:55.000 --> 00:19:58.000]  就是非人手造出來的石頭
[00:19:58.000 --> 00:20:01.000]  能夠打贏一切的角度
[00:20:01.000 --> 00:20:05.000]  所以對於彼得來說
[00:20:05.000 --> 00:20:08.000]  如果他能夠明白大耳利書第二章的時候
[00:20:08.000 --> 00:20:10.000]  其實他會興奮的
[00:20:10.000 --> 00:20:14.000]  他彷彿他的身份等同於大耳利
[00:20:14.000 --> 00:20:16.000]  其實他也不明白耶穌基督是誰
[00:20:16.000 --> 00:20:17.000]  有人說是以利亞
[00:20:17.000 --> 00:20:18.000]  有人說是耶利米
