
[00:00:00.000 --> 00:00:04.040]  如果說《擊殺》系列怎能沒有這件事呢?
[00:01:45.920 --> 00:01:48.600]  他們和荷拉一黨不一樣
[00:01:48.600 --> 00:01:53.520]  他們不是為了在會幕裏面有一個祭司的職位
[00:01:53.520 --> 00:01:56.800]  他們要反的也沒有亞倫粉
[00:01:56.800 --> 00:01:58.800]  只是有摩西
[00:01:58.800 --> 00:02:02.200]  學者有提出一些可能的解釋
[00:02:02.200 --> 00:02:06.920]  為何要把兩件不一樣的事交織在一起
[00:02:06.920 --> 00:02:10.800]  為何劉本子派領袖發生的事
[00:02:10.800 --> 00:02:12.800]  會有荷拉的名字
[00:02:12.800 --> 00:02:14.320]  大家要找的話
[00:02:14.320 --> 00:02:17.400]  其實有很多色影書和學術文章都有解釋
[00:02:17.400 --> 00:02:18.920]  不過這不是今晚的主題
[00:02:18.920 --> 00:02:20.120]  所以我們就不說了
[00:02:20.120 --> 00:02:23.720]  今晚我們只專注一件擊殺事件
[00:02:23.720 --> 00:02:26.320]  就是地面裂開吞噬事件
[00:02:26.320 --> 00:02:28.320]  究竟當中發生了甚麼事
[00:02:28.320 --> 00:02:32.520]  所以我們一起看的是文數記第十六章
[00:02:32.520 --> 00:02:33.520]  一至二節
[00:02:33.520 --> 00:02:35.120]  十二至十五節
[00:02:35.120 --> 00:02:36.320]  二十五節
[00:02:36.320 --> 00:02:38.120]  二十七至三十四節
[00:02:38.120 --> 00:02:39.920]  這十五節的經文
[00:02:39.920 --> 00:02:41.920]  我們順著這個脈絡
[00:02:41.920 --> 00:02:44.120]  我們一起看一次這個事件
[00:02:44.120 --> 00:02:45.520]  我們一起讀吧
[00:02:46.520 --> 00:02:49.520]  我們仔細進入每一節經文
[00:02:49.520 --> 00:02:50.520]  我們去看一看
[00:02:50.520 --> 00:02:51.720]  一節二節
[00:02:51.720 --> 00:02:53.120]  經文交代
[00:02:53.120 --> 00:02:55.920]  劉本子孫當中有三個人
[00:02:55.920 --> 00:02:58.520]  帶著人去反抗摩西
[00:02:58.520 --> 00:03:00.320]  不只他們三個
[00:03:00.320 --> 00:03:02.720]  而是他們三個作為領袖
[00:03:02.720 --> 00:03:05.320]  後面有一班人跟著他們
[00:03:05.320 --> 00:03:07.320]  一起來反摩西
[00:03:07.320 --> 00:03:08.720]  第十二節
[00:03:08.720 --> 00:03:10.320]  然後摩西叫人
[00:03:10.320 --> 00:03:13.120]  他叫其中兩個領袖上來談
[00:03:13.120 --> 00:03:15.320]  就是大灘和阿比蘭
[00:03:15.320 --> 00:03:17.120]  不過他們不肯
[00:03:17.120 --> 00:03:19.120]  我們看看他們說了甚麼
[00:03:19.120 --> 00:03:21.120]  第十三節
[00:03:21.120 --> 00:03:24.320]  你把我們從流拿與密芝地帶上來
[00:03:24.320 --> 00:03:26.320]  要在曠野殺死我們
[00:03:26.320 --> 00:03:28.320]  這算小事嗎
[00:03:28.320 --> 00:03:31.520]  從流拿與密芝地帶上來
[00:03:31.520 --> 00:03:34.320]  要在曠野殺死我們
[00:03:34.320 --> 00:03:38.520]  原來他們說的是前兩三章的事
[00:03:38.520 --> 00:03:41.120]  就是第十三至十四章發生的事
[00:03:41.120 --> 00:03:42.120]  大家有沒有印象
[00:03:42.120 --> 00:03:44.120]  十二個探子
[00:03:44.120 --> 00:03:45.920]  這是真的
[00:03:45.920 --> 00:03:47.920]  這次大家有點頭
[00:03:47.920 --> 00:03:49.920]  每個支派派一個
[00:03:49.920 --> 00:03:52.320]  當然劉本子派也有
[00:03:52.320 --> 00:03:56.120]  但是他們窺探完迦南地回來之後
[00:03:56.120 --> 00:03:59.320]  除了猶大和以法連支派之外
[00:03:59.320 --> 00:04:02.120]  其餘十個支派的探子都說
[00:04:02.120 --> 00:04:02.920]  不行了
[00:04:02.920 --> 00:04:04.120]  我們沒得打了
[00:04:04.120 --> 00:04:05.520]  對手太強
[00:04:05.520 --> 00:04:07.120]  我們想去殺死
[00:04:07.120 --> 00:04:11.520]  然後他們還要把這個壞消息傳到整個以色列群體當中
[00:04:11.520 --> 00:04:13.720]  全體的回眾又在哭喊
[00:04:13.720 --> 00:04:16.720]  然後在第十四章二至四節
[00:04:16.720 --> 00:04:17.920]  他這樣說
[00:04:17.920 --> 00:04:20.920]  以色列眾人向摩西亞倫法怨言
[00:04:20.920 --> 00:04:22.920]  全回眾對他們說
[00:04:22.920 --> 00:04:25.320]  不得我們早死在這個埃及地
[00:04:25.320 --> 00:04:27.320]  或是死在這個曠野
[00:04:27.320 --> 00:04:30.920]  耶和華為何要將我們領到這個地方
[00:04:30.920 --> 00:04:33.320]  使我們倒在刀下呢
[00:04:33.320 --> 00:04:35.920]  我們的妻子和孩子必被擄掠
[00:04:35.920 --> 00:04:38.720]  我們回去埃及豈不是更好嗎
[00:04:38.720 --> 00:04:39.920]  眾人彼此說
[00:04:39.920 --> 00:04:43.520]  我們不如立一個領袖回埃及吧
[00:04:43.520 --> 00:04:45.320]  這樣
[00:04:45.320 --> 00:04:46.720]  大家記得嗎
[00:04:46.720 --> 00:04:48.720]  另外有兩個探子
[00:04:48.720 --> 00:04:51.120]  迦勒和約書曾經勸他們
[00:04:51.120 --> 00:04:52.320]  他們說
[00:04:52.320 --> 00:04:56.120]  我們所窺探的經過之地是極美之地
[00:04:56.120 --> 00:04:57.920]  耶和華若喜悅我們
[00:04:57.920 --> 00:04:59.920]  就必將我們領進那地
[00:04:59.920 --> 00:05:01.520]  把地賜給我們
[00:05:01.520 --> 00:05:03.720]  那地原是流奶與麥之地
[00:05:03.720 --> 00:05:06.120]  但你們不可背叛耶和華
[00:05:06.120 --> 00:05:08.320]  也不可怕那地的居民
[00:05:08.320 --> 00:05:10.520]  因為他們是我們的食物
[00:05:10.520 --> 00:05:13.320]  並且任被他們的已經離開他們
[00:05:13.320 --> 00:05:15.920]  有耶和華與我們同在
[00:05:15.920 --> 00:05:17.920]  不要怕他們
[00:05:17.920 --> 00:05:20.720]  但傳會中不僅不聽
[00:05:20.720 --> 00:05:23.120]  竟然還要用石頭打死他們
[00:05:23.120 --> 00:05:25.120]  想打死他們
[00:05:25.120 --> 00:05:27.320]  最後耶和華審判了以色列人
[00:05:27.320 --> 00:05:29.320]  他們當中二十歲以上
[00:05:29.320 --> 00:05:31.120]  向上帝發怨言
[00:05:31.120 --> 00:05:33.120]  他們必死在曠野
[00:05:33.120 --> 00:05:36.320]  他們必不得進入我喜誓應許
[00:05:36.320 --> 00:05:38.120]  叫你們住的那個地方
[00:05:38.120 --> 00:05:40.520]  只有迦勒和約書日才可以進入
[00:05:40.520 --> 00:05:41.920]  他們怎樣說呢?
[00:05:41.920 --> 00:05:44.320]  他們說31至35節耶和華中
[00:05:44.320 --> 00:05:47.120]  他們說:但你們的婦人孩子
[00:05:47.120 --> 00:05:50.120]  就算你們所說要被擄掠
[00:05:50.120 --> 00:05:52.520]  我必將他們領入去
[00:05:52.520 --> 00:05:55.720]  他們就會知道你們所厭棄的這個地方
[00:05:55.720 --> 00:05:56.720]  至於你們
[00:05:56.720 --> 00:05:58.920]  你們的屍首必倒在曠野
[00:05:58.920 --> 00:06:01.720]  你們的兒女必在曠野漂流四十年
[00:06:01.720 --> 00:06:04.520]  擔當你們淫行的罪
[00:06:04.520 --> 00:06:08.120]  直到你們的屍首在曠野消滅
[00:06:08.120 --> 00:06:10.520]  他們說:按你們窺探我們的四十天
[00:06:10.520 --> 00:06:12.120]  一年頂一日
[00:06:12.120 --> 00:06:14.520]  你們要擔當罪孽四十年
[00:06:14.520 --> 00:06:17.320]  就知道我與你們疏遠了
[00:06:17.320 --> 00:06:19.520]  他說:我,耶和華,說過
[00:06:19.520 --> 00:06:24.120]  我總要這樣代替一切聚集敵我的眾會眾
[00:06:24.120 --> 00:06:26.120]  他們必在這曠野消滅
[00:06:26.120 --> 00:06:28.920]  在這裡死亡
[00:06:28.920 --> 00:06:31.320]  有這個背景回到今天的經文
[00:06:31.320 --> 00:06:33.920]  16章13字
[00:06:33.920 --> 00:06:37.520]  你們把我們從流浪與未知的地領上來
[00:06:37.520 --> 00:06:39.920]  是否要在曠野裡殺死我們
[00:06:39.920 --> 00:06:42.120]  這算小事嗎
[00:06:42.120 --> 00:06:44.120]  原來他所說的是
[00:06:44.120 --> 00:06:47.120]  耶和華上帝的死亡審判
[00:06:47.120 --> 00:06:51.120]  他說的是這個死亡審判
[00:06:51.120 --> 00:06:54.520]  但這個死亡審判不是因為摩西而來的
[00:06:54.520 --> 00:06:57.120]  是因為這群領袖和整個意識的人
[00:06:57.120 --> 00:07:00.520]  都不相信耶和華上帝而來的
[00:07:00.520 --> 00:07:03.320]  但很莫名其妙的,是不是
[00:07:03.320 --> 00:07:06.920]  大灘和阿比蘭是很大聲控訴
[00:07:06.920 --> 00:07:09.520]  我們要死在曠野是因為摩西
[00:07:09.520 --> 00:07:11.520]  甚至是摩西處心積慮
[00:07:11.520 --> 00:07:13.520]  由埃及開始就已經計劃
[00:07:13.520 --> 00:07:16.720]  要讓我們失去埃及這個好地方
[00:07:16.720 --> 00:07:18.920]  所以到了這個什麼都沒有的曠野裡
[00:07:18.920 --> 00:07:23.320]  殺死了我們60萬人
[00:07:23.320 --> 00:07:25.720]  你有沒有覺得
[00:07:25.720 --> 00:07:27.520]  他們自己做錯
[00:07:27.520 --> 00:07:30.520]  但他們是賴在摩西的頭上
[00:07:30.520 --> 00:07:32.920]  他們自己的問題
[00:07:32.920 --> 00:07:37.520]  他們是從來都不說的
[00:07:37.520 --> 00:07:40.720]  一句「這算是小事嗎」
[00:07:40.720 --> 00:07:43.120]  將60萬將死的人
[00:07:43.120 --> 00:07:48.120]  放在摩西一個人的對立面上
[00:07:48.120 --> 00:07:51.720]  另外埃及為什麼什麼時候變得這麼好呢
[00:07:51.720 --> 00:07:53.720]  「流乃與物之地」
[00:07:53.720 --> 00:07:57.720]  即是和上帝所應許的地方同一個形容
[00:07:57.720 --> 00:08:00.520]  很侮辱
[00:08:00.520 --> 00:08:03.720]  未完接著大灘和阿比蘭說
[00:08:03.720 --> 00:08:06.720]  「你還要自立為王管轄我們嗎」
[00:08:06.720 --> 00:08:08.520]  這一句話
[00:08:08.520 --> 00:08:12.920]  就好像向摩西的心口插了一刀
[00:08:12.920 --> 00:08:14.720]  自立為王
[00:08:14.720 --> 00:08:17.920]  瞬間就會讓摩西想到
[00:08:17.920 --> 00:08:20.920]  他昔日殺了一個埃及人的故事
[00:08:20.920 --> 00:08:22.320]  大家一起讀這段經文
[00:08:22.320 --> 00:08:25.920]  《出埃及記》2章11至14節
[00:08:25.920 --> 00:08:27.920]  看得到嗎
[00:08:27.920 --> 00:08:29.920]  我和大家一起讀
[00:08:29.920 --> 00:08:31.920]  後來摩西長大
[00:08:31.920 --> 00:08:34.720]  他出去到他弟兄那裡
[00:08:34.720 --> 00:08:36.720]  看他們的重擔
[00:08:36.720 --> 00:08:40.920]  見一個埃及人打希伯來人的一個弟兄
[00:08:40.920 --> 00:08:42.720]  他左右觀看
[00:08:42.720 --> 00:08:46.320]  見沒有人就把埃及人打死了
[00:08:46.320 --> 00:08:48.320]  藏在沙土裡
[00:08:48.320 --> 00:08:50.320]  第二天他出去
[00:08:50.320 --> 00:08:53.120]  見有兩個希伯來人爭鬥
[00:08:53.120 --> 00:08:55.520]  就對那希夫人的說
[00:08:55.520 --> 00:08:58.320]  「你為什麼打你同族的人呢」
[00:08:58.320 --> 00:08:59.520]  那人說
[00:08:59.520 --> 00:09:03.520]  「誰納你作我們的首領和審判官呢」
[00:09:03.520 --> 00:09:05.520]  「難道你要殺我」
[00:09:05.520 --> 00:09:07.520]  「像殺那埃及人嗎」
[00:09:07.520 --> 00:09:09.720]  摩西便懼怕說
[00:09:09.720 --> 00:09:12.920]  「這是必是被別人知道了」
[00:09:12.920 --> 00:09:15.520]  昔日摩西殺了一個人
[00:09:15.520 --> 00:09:17.120]  被同族發現的時候
[00:09:17.120 --> 00:09:19.920]  正正就是這一句話
[00:09:19.920 --> 00:09:24.320]  「誰納你作我們的首領和審判官呢」
[00:09:24.320 --> 00:09:27.920]  今日大灘和阿比蘭說出同一句話
[00:09:27.920 --> 00:09:32.320]  「你還要自納為王管轄我們嗎」
[00:09:32.320 --> 00:09:35.920]  這句話曾經是摩西敗走的原因
[00:09:35.920 --> 00:09:41.120]  但今日大灘和阿比蘭卻是用同樣的說話去攻擊他
[00:09:41.120 --> 00:09:43.120]  他們要反
[00:09:43.120 --> 00:09:45.320]  他們要不受摩西的管轄
[00:09:45.320 --> 00:09:48.920]  他們要自己60萬人走自己的路
[00:09:48.920 --> 00:09:53.120]  一條他們認為只要不跟隨摩西就可以不死
[00:09:53.120 --> 00:09:55.920]  可以生存的路
[00:09:55.920 --> 00:09:57.920]  第十四節他們說
[00:09:57.920 --> 00:10:01.320]  「況且你沒有把我們領到流瀾與密之地」
[00:10:01.320 --> 00:10:04.920]  「也沒有把田園和葡萄園給我們做產業」
[00:10:04.920 --> 00:10:05.920]  意思是
[00:10:05.920 --> 00:10:07.920]  「既然你甚麼都給不了我們」
[00:10:07.920 --> 00:10:09.920]  「為甚麼我們還要跟隨你」
[00:10:09.920 --> 00:10:11.920]  最後他們說
[00:10:11.920 --> 00:10:14.720]  「難道你要把這些人的眼睛換出來嗎」
[00:10:14.720 --> 00:10:16.720]  「我們不想去」
[00:10:16.720 --> 00:10:19.720]  有學者說這個意思是
[00:10:19.720 --> 00:10:23.120]  「難道你要讓我們繼續受你的蒙蔽」
[00:10:23.120 --> 00:10:25.720]  「欺騙和誤導嗎」
[00:10:25.720 --> 00:10:28.720]  在他們眼中
[00:10:28.720 --> 00:10:31.720]  再上去跟摩西談也沒有用
[00:10:31.720 --> 00:10:33.720]  還是被摩西騙
[00:10:33.720 --> 00:10:35.720]  事實擺在眼前
[00:10:35.720 --> 00:10:38.720]  是摩西令我們失去埃及這個流瀾與密之地
[00:10:38.720 --> 00:10:42.720]  又是摩西讓我們得不到嘉南這個流瀾與密之地
[00:10:42.720 --> 00:10:44.720]  摩西這個廢人
[00:10:44.720 --> 00:10:46.720]  你不配做我們的領袖
[00:10:46.720 --> 00:10:49.720]  我們不會再上去跟摩西談
[00:10:49.720 --> 00:10:52.720]  這就是十三至十四節
[00:10:52.720 --> 00:10:54.720]  大灘和阿比蘭的說法
[00:10:54.720 --> 00:10:57.720]  說到這裡大家明白嗎
[00:10:57.720 --> 00:11:01.720]  然後
[00:11:01.720 --> 00:11:03.720]  第十五節
[00:11:03.720 --> 00:11:05.720]  摩西知道之後他大怒
[00:11:05.720 --> 00:11:07.720]  他立刻向上帝祈禱
[00:11:07.720 --> 00:11:09.720]  他們說
[00:11:09.720 --> 00:11:12.720]  「你們獻甚麼祭也好」
[00:11:12.720 --> 00:11:15.720]  「贖罪也好,甚麼也好」
[00:11:15.720 --> 00:11:18.720]  「不要接納,不要原諒」
[00:11:18.720 --> 00:11:20.720]  本身摩西的身份是
[00:11:20.720 --> 00:11:22.720]  幫以色列人說話
[00:11:22.720 --> 00:11:24.720]  有甚麼也求上帝原諒
[00:11:24.720 --> 00:11:27.720]  但這次摩西不行了
[00:11:27.720 --> 00:11:29.720]  他做不到
[00:11:29.720 --> 00:11:31.720]  他向上帝陳情
[00:11:31.720 --> 00:11:34.720]  他說自己沒有奪過他們的一頭奴
[00:11:34.720 --> 00:11:37.720]  我沒有害過他們一個人
[00:11:37.720 --> 00:11:40.720]  在摩西看來對方的指控就是
[00:11:40.720 --> 00:11:42.720]  他害死了以色列六十萬人
[00:11:42.720 --> 00:11:45.720]  在字面上真的害死了他們的意思
[00:11:45.720 --> 00:11:49.720]  又奪去他們本來應該有的田地和葡萄園
[00:11:49.720 --> 00:11:51.720]  但摩西向上帝說
[00:11:51.720 --> 00:11:53.720]  「我沒有」
[00:11:53.720 --> 00:11:56.720]  我想當時的畫面是
[00:11:56.720 --> 00:11:58.720]  每個人都各執一詞
[00:11:58.720 --> 00:12:00.720]  說出自己的道理
[00:12:00.720 --> 00:12:03.720]  我為六十萬人抱不平
[00:12:03.720 --> 00:12:04.720]  另一邊就是說
[00:12:04.720 --> 00:12:07.720]  我沒有害過他們一個人
[00:12:07.720 --> 00:12:09.720]  第二十五節
[00:12:09.720 --> 00:12:11.720]  然後摩西就起來
[00:12:11.720 --> 00:12:13.720]  去大灘和亞比蘭那裡
[00:12:13.720 --> 00:12:15.720]  他們不想來
[00:12:15.720 --> 00:12:16.720]  摩西就過去
[00:12:16.720 --> 00:12:19.720]  以色列的長老都和摩西一起去
[00:12:19.720 --> 00:12:21.720]  他們都是以色列人的領袖
[00:12:21.720 --> 00:12:23.720]  二十七B下半節
[00:12:23.720 --> 00:12:27.720]  大灘和亞比蘭就帶著他們的老婆子女和小孩出來
[00:12:27.720 --> 00:12:29.720]  站在自己的帳幕門口
[00:12:29.720 --> 00:12:32.720]  摩西就和他們和會眾說
[00:12:32.720 --> 00:12:34.720]  他們要做一個測試
[00:12:34.720 --> 00:12:36.720]  這個測試就可以分辨得到
[00:12:36.720 --> 00:12:39.720]  究竟大灘和亞比蘭指控我的東西
[00:12:39.720 --> 00:12:40.720]  是上帝派我做的
[00:12:40.720 --> 00:12:42.720]  還是出自我的私心
[00:12:42.720 --> 00:12:46.720]  我摩西說的話你們已經不會再相信
[00:12:46.720 --> 00:12:47.720]  我說什麼都沒有用
[00:12:47.720 --> 00:12:50.720]  你只會覺得我騙你,誤導你
[00:12:50.720 --> 00:12:53.720]  現在我們交給上帝
[00:12:53.720 --> 00:12:56.720]  如果大灘和亞比蘭這群人的死亡方式
[00:12:56.720 --> 00:12:58.720]  是在這個世界上你曾經見過的
[00:12:58.720 --> 00:13:01.720]  是一般自然發生的死法的話
[00:13:01.720 --> 00:13:05.720]  就驗證出這個指控是對的
[00:13:05.720 --> 00:13:06.720]  是我摩西的私心
[00:13:06.720 --> 00:13:09.720]  不是上帝派我做的
[00:13:09.720 --> 00:13:12.720]  但是如果耶和華做一件新事
[00:13:12.720 --> 00:13:13.720]  令到地開口
[00:13:13.720 --> 00:13:16.720]  將他們和他們所有的都吞下去的話
[00:13:16.720 --> 00:13:18.720]  讓他們活活地下到陰間
[00:13:18.720 --> 00:13:19.720]  這樣你就知道
[00:13:19.720 --> 00:13:23.720]  這群人是藐視耶和華
[00:13:23.720 --> 00:13:24.720]  結果我們知道
[00:13:24.720 --> 00:13:25.720]  就是摩西一說完
[00:13:25.720 --> 00:13:29.720]  他們的腳下面的地就裂開
[00:13:29.720 --> 00:13:30.720]  然後將他們全部吞下去
[00:13:30.720 --> 00:13:32.720]  經文強調是活活地吞下去
[00:13:32.720 --> 00:13:33.720]  下到陰間
[00:13:33.720 --> 00:13:35.720]  然後就像自動門一樣
[00:13:35.720 --> 00:13:40.720]  地又在他們的上面合起來
[00:13:40.720 --> 00:13:43.720]  今天這段經文的應用不是說
[00:13:43.720 --> 00:13:46.720]  教會的領袖就是摩西
[00:13:46.720 --> 00:13:47.720]  會還要伏在他旗下
[00:13:47.720 --> 00:13:48.720]  不然就慘了
[00:13:48.720 --> 00:13:51.720]  上帝會吞了你
[00:13:51.720 --> 00:13:52.720]  不是
[00:13:52.720 --> 00:13:56.720]  也不是讓大家聽完之後
[00:13:56.720 --> 00:13:58.720]  心裡面更加肯定自己
[00:13:58.720 --> 00:14:01.720]  我就是摩西那麼慘
[00:14:01.720 --> 00:14:03.720]  我的對家就是流盤一派
[00:14:03.720 --> 00:14:06.720]  就是我的以色列人
[00:14:06.720 --> 00:14:08.720]  我不想大家這樣想
[00:14:08.720 --> 00:14:10.720]  也不是這樣想
[00:14:10.720 --> 00:14:13.720]  我想大家想多一點的是
[00:14:13.720 --> 00:14:16.720]  摩西在自己的營地
[00:14:16.720 --> 00:14:24.720]  和上了去流盤的營地之後的轉念
[00:14:24.720 --> 00:14:26.720]  面對問題
[00:14:26.720 --> 00:14:29.720]  特別是教會群體面對問題
[00:14:29.720 --> 00:14:31.720]  我們第一個時間的反應
[00:14:31.720 --> 00:14:36.720]  或者都是很多仁義的回應
[00:14:36.720 --> 00:14:40.720]  什麼叫仁義的回應?
[00:14:40.720 --> 00:14:42.720]  就是我們人會去想
[00:14:42.720 --> 00:14:45.720]  怎樣做才是最好的
[00:14:45.720 --> 00:14:51.720]  這種想還是會為群體去想的
[00:14:51.720 --> 00:14:52.720]  有時我會聽到
[00:14:52.720 --> 00:14:54.720]  甚至我們這種想
[00:14:54.720 --> 00:14:58.720]  都是為了上帝的心意去想的
[00:14:58.720 --> 00:15:02.720]  我們不否認這份努力和心意
[00:15:02.720 --> 00:15:05.720]  但我想絕大部分的時間
[00:15:05.720 --> 00:15:08.720]  我們以為的上帝心意
[00:15:08.720 --> 00:15:12.720]  我們以為上帝對群體有什麼心意
[00:15:12.720 --> 00:15:14.720]  和真正上帝的心意
[00:15:14.720 --> 00:15:19.720]  通常都有很大的落差
[00:15:19.720 --> 00:15:22.720]  如果我們反而問一些未信的人
[00:15:22.720 --> 00:15:25.720]  他們通常都會說
[00:15:25.720 --> 00:15:27.720]  上帝的想法和人一樣
[00:15:27.720 --> 00:15:30.720]  他就不是上帝
[00:15:30.720 --> 00:15:35.720]  其實上帝的想法是你猜不到的
[00:15:35.720 --> 00:15:36.720]  大地裂開
[00:15:36.720 --> 00:15:38.720]  迫使人看到自己的問題
[00:15:38.720 --> 00:15:41.720]  以至他們不可以推卸責任
[00:15:41.720 --> 00:15:43.720]  你能想到嗎?
[00:15:43.720 --> 00:15:46.720]  我想不到
[00:15:46.720 --> 00:15:48.720]  但大地裂開的這一刻
[00:15:48.720 --> 00:15:51.720]  是要摩西放下他的人意
[00:15:51.720 --> 00:15:54.720]  把控訴的問題交給上帝
[00:15:54.720 --> 00:15:57.720]  才會出現
[00:15:57.720 --> 00:16:01.720]  大家還記得摩西一開始很憤怒嗎?
[00:16:01.720 --> 00:16:03.720]  如果他保持這個狀態
[00:16:03.720 --> 00:16:05.720]  我預測他只會停留在
[00:16:05.720 --> 00:16:08.720]  叫上帝不要接受對方的奉獻
[00:16:08.720 --> 00:16:11.720]  不停地向上帝控訴自己有多無辜
[00:16:11.720 --> 00:16:14.720]  整群以色列人都不是我親生的
[00:16:14.720 --> 00:16:15.720]  沒辦法
[00:16:15.720 --> 00:16:18.720]  上帝叫我做,我又不做嗎?
[00:16:18.720 --> 00:16:21.720]  摩西一直處於那種
[00:16:21.720 --> 00:16:25.720]  為上帝付出受害受苦的情感
[00:16:25.720 --> 00:16:28.720]  這是我認定的
[00:16:28.720 --> 00:16:30.720]  但摩西厲害之處在
[00:16:30.720 --> 00:16:33.720]  他能夠轉念
[00:16:33.720 --> 00:16:35.720]  在他的對家面前
[00:16:35.720 --> 00:16:37.720]  他不爭辯
[00:16:37.720 --> 00:16:40.720]  他沒有叫隨行的長老為他解釋
[00:16:40.720 --> 00:16:43.720]  他放下自己的方法和想法
[00:16:43.720 --> 00:16:45.720]  去到一個點
[00:16:45.720 --> 00:16:51.720]  是完全邀請上帝主領這次事件
[00:16:51.720 --> 00:16:56.720]  他也將自己放在測試下
[00:16:56.720 --> 00:16:59.720]  這點很重要
[00:16:59.720 --> 00:17:03.720]  不像他在自己的營地時那樣
[00:17:03.720 --> 00:17:05.720]  只跟上帝說
[00:17:05.720 --> 00:17:07.720]  沒有,我沒有害過一個人
[00:17:07.720 --> 00:17:09.720]  我沒有偷過他們的頭顱
[00:17:09.720 --> 00:17:13.720]  而摩西也伏在上帝面前
[00:17:13.720 --> 00:17:16.720]  他不再肯定自己
[00:17:16.720 --> 00:17:18.720]  自己相信自己
[00:17:18.720 --> 00:17:23.720]  而是他也將自己放在測試下
[00:17:23.720 --> 00:17:25.720]  如果是現在的話
[00:17:25.720 --> 00:17:27.720]  就是我們禱告的時候
[00:17:27.720 --> 00:17:30.720]  我們也需要放下自己的理解
[00:17:30.720 --> 00:17:32.720]  自己的方法到一個點
[00:17:32.720 --> 00:17:36.720]  是完全邀請上帝主領
[00:17:36.720 --> 00:17:39.720]  是不是?
[00:17:39.720 --> 00:17:41.720]  這樣的話我們就會見到一個
[00:17:41.720 --> 00:17:44.720]  從來沒有發生過的事情發生
[00:17:44.720 --> 00:17:46.720]  地面裂開吞噬事件
[00:17:46.720 --> 00:17:49.720]  是一個人意做不到的事情
[00:17:49.720 --> 00:17:50.720]  是沒有想過的事情
[00:17:50.720 --> 00:17:53.720]  是人類從來沒有見過的事情
[00:17:53.720 --> 00:17:55.720]  成就了出來
[00:17:55.720 --> 00:17:58.720]  更加重要的目的是
[00:17:58.720 --> 00:18:00.720]  帶來在上帝眼裡
[00:18:00.720 --> 00:18:04.720]  真正合乎他心意的結局
[00:18:04.720 --> 00:18:06.720]  昔日上帝心意的結局
[00:18:06.720 --> 00:18:08.720]  是迫使我的意識人
[00:18:08.720 --> 00:18:09.720]  看到自己的問題
[00:18:09.720 --> 00:18:10.720]  不可以再推卸
[00:18:10.720 --> 00:18:12.720]  今天是什麼?
[00:18:12.720 --> 00:18:15.720]  不知道
