
[00:00:00.000 --> 00:00:08.000]  今天的信息主要圍繞兩個舊約聖經的人物
[00:02:51.000 --> 00:02:56.000]  「自取羞辱也使你母親怒體蒙羞」
[00:02:56.000 --> 00:03:04.000]  「只要耶西的兒子還活在世上一天,你和你的國必保不住」
[00:03:04.000 --> 00:03:11.000]  約拿丹的父親也不明白為什麼兒子不幫自己
[00:03:11.000 --> 00:03:18.000]  「兒子,你才是王子,我要你承繼我的王國」
[00:03:18.000 --> 00:03:24.000]  「大衛如果上位了,你和你的國就沒有了」
[00:03:24.000 --> 00:03:28.000]  在20章17節
[00:03:28.000 --> 00:03:35.000]  罪事者都記錄約拿丹幫大衛逃難的原因
[00:03:35.000 --> 00:03:37.000]  17節說
[00:03:37.000 --> 00:03:43.000]  「約拿丹愛大衛如同愛自己的性命」
[00:03:43.000 --> 00:03:44.000]  41節
[00:03:44.000 --> 00:03:49.000]  「大衛和約拿丹二人親嘴」
[00:03:49.000 --> 00:03:54.000]  經文為什麼無端端說約拿丹愛大衛呢?
[00:03:54.000 --> 00:03:56.000]  愛是什麼意思呢?
[00:03:56.000 --> 00:03:58.000]  他們還親嘴
[00:03:58.000 --> 00:04:00.000]  咦,這麼嬉戲?
[00:04:00.000 --> 00:04:03.000]  是否在說BL故事?
[00:04:03.000 --> 00:04:07.000]  我轉台去看電影也行
[00:04:07.000 --> 00:04:11.000]  我們先處理背景問題
[00:04:11.000 --> 00:04:13.000]  以致我們不會曲解分心
[00:04:13.000 --> 00:04:16.000]  或者因為是BL故事聽不下去
[00:04:16.000 --> 00:04:20.000]  第18章1至3節
[00:04:20.000 --> 00:04:27.000]  是約拿丹和大衛正式第一次有交往的時候
[00:04:27.000 --> 00:04:31.000]  「約拿丹愛大衛如同愛自己的性命」
[00:04:31.000 --> 00:04:36.000]  「那日蘇羅留住大衛,不用他再回父家」
[00:04:36.000 --> 00:04:37.000]  又說多一次
[00:04:37.000 --> 00:04:43.000]  「約拿丹愛大衛如同愛自己的性命」
[00:04:43.000 --> 00:04:47.000]  或者這段經文的下半節
[00:04:47.000 --> 00:04:50.000]  更能夠解釋清楚
[00:04:50.000 --> 00:04:53.000]  為什麼約拿丹想幫大衛
[00:04:53.000 --> 00:04:55.000]  聖經裡告訴我們
[00:04:55.000 --> 00:04:59.000]  他因為愛大衛就與他結盟
[00:04:59.000 --> 00:05:03.000]  其實愛的意思是選擇結盟
[00:05:03.000 --> 00:05:05.000]  在《獵王記》上
[00:05:05.000 --> 00:05:07.000]  愛邦也有一個王希蘭
[00:05:07.000 --> 00:05:09.000]  愛大衛
[00:05:09.000 --> 00:05:11.000]  也是在說結盟的意思
[00:05:11.000 --> 00:05:14.000]  不是說喜歡大衛
[00:05:14.000 --> 00:05:15.000]  我們一直看下去
[00:05:15.000 --> 00:05:21.000]  在《撒姆爾記》上不單只約拿丹王子與大衛結盟
[00:05:21.000 --> 00:05:27.000]  以色列和猶大眾人都愛大衛
[00:05:27.000 --> 00:05:31.000]  王的臣僕也都喜愛大衛
[00:05:31.000 --> 00:05:36.000]  蘇羅的女兒米甲愛大衛
[00:05:36.000 --> 00:05:42.000]  左邊這幅圖是攝於耶路撒冷的
[00:05:42.000 --> 00:05:44.000]  以色列博物館
[00:05:44.000 --> 00:05:48.000]  這是希伯來文的愛字
[00:05:48.000 --> 00:05:49.000]  ahava
[00:05:49.000 --> 00:05:54.000]  這幅雕塑和右邊英文的love
[00:05:54.000 --> 00:05:58.000]  這幅雕塑都是出自同一位藝術家
[00:05:58.000 --> 00:06:00.000]  希伯來文裡的愛
[00:06:00.000 --> 00:06:02.000]  ahava
[00:06:02.000 --> 00:06:06.000]  不單只是在說戀愛感情那些
[00:06:06.000 --> 00:06:09.000]  這一個字詞在舊約的時候
[00:06:09.000 --> 00:06:13.000]  也代表著選擇結盟的意思
[00:06:13.000 --> 00:06:17.000]  當大衛與約拿丹之間真的不是愛情
[00:06:17.000 --> 00:06:21.000]  但聖經真的有寫到他們親嘴
[00:06:21.000 --> 00:06:24.000]  敘事者也有寫過
[00:06:24.000 --> 00:06:29.000]  先知撒姆爾曾經與蘇羅王親過嘴
[00:06:29.000 --> 00:06:36.000]  需要研究這兩位先知與蘇羅王之間的愛是哪一種嗎
[00:06:36.000 --> 00:06:40.000]  今天不會詳細說這方面
[00:06:40.000 --> 00:06:46.000]  主角之間大衛與約拿丹不是戀愛的關係
[00:06:46.000 --> 00:06:49.000]  歡迎你們不服來辯
[00:06:49.000 --> 00:06:52.000]  或者一起來聽野蟹我要查
[00:06:52.000 --> 00:06:54.000]  online 查經節目
[00:06:54.000 --> 00:06:56.000]  一起去查經
[00:06:56.000 --> 00:07:00.000]  我們從經文裡看到的是
[00:07:00.000 --> 00:07:04.000]  約拿丹的整個家族、百姓、群體
[00:07:04.000 --> 00:07:06.000]  都相繼與大衛結盟
[00:07:06.000 --> 00:07:08.000]  他們不愛國
[00:07:08.000 --> 00:07:13.000]  我所指的是他們不愛蘇羅所治理的國
[00:07:13.000 --> 00:07:15.000]  在蘇羅王的眼中
[00:07:15.000 --> 00:07:20.000]  他們的結盟是集體顛覆國家政權
[00:07:20.000 --> 00:07:24.000]  這是蘇羅家沒落的開始
[00:07:24.000 --> 00:07:29.000]  這絕對不是BL Boys Love的戀愛故事
[00:07:29.000 --> 00:07:32.000]  這是皇朝交換的時候
[00:07:32.000 --> 00:07:36.000]  是一個正義聯盟的故事
[00:07:36.000 --> 00:07:40.000]  在這個正義聯盟的故事中
[00:07:40.000 --> 00:07:44.000]  角色設定了大衛與約拿丹
[00:07:44.000 --> 00:07:47.000]  是一對山系的男孩
[00:07:47.000 --> 00:07:51.000]  山系即是大自然行山的輪胎
[00:07:51.000 --> 00:07:53.000]  森林系列的朋友
[00:07:53.000 --> 00:07:58.000]  在第20章第5節中提到他們在田野
[00:07:58.000 --> 00:08:03.000]  在第11節中也提到他們躲在田野裡
[00:08:03.000 --> 00:08:07.000]  在田野裡聊天、想辦法逃難
[00:08:07.000 --> 00:08:13.000]  第18至19節也提到大衛躲在盤石裡
[00:08:13.000 --> 00:08:17.000]  其實這對山系男孩
[00:08:17.000 --> 00:08:21.000]  他們各自已經結了婚
[00:08:21.000 --> 00:08:24.000]  其中一個是青靚白正
[00:08:24.000 --> 00:08:27.000]  又擅於彈琴、寫詩歌
[00:08:27.000 --> 00:08:29.000]  說話又俠義
[00:08:29.000 --> 00:08:34.000]  另一個在他面對仇敵、真戰的時候
[00:08:34.000 --> 00:08:38.000]  倚靠神施展能力、心得百姓的愛戴
[00:08:38.000 --> 00:08:42.000]  就像Milk and Honey Worship其中兩位成員
[00:08:42.000 --> 00:08:48.000]  以下想和大家仔細看看
[00:08:48.000 --> 00:08:53.000]  大衛其中一幕逃難的經過
[00:08:53.000 --> 00:08:56.000]  1至11節中大概的主旨是
[00:08:56.000 --> 00:08:59.000]  大衛告訴若拿丹
[00:08:59.000 --> 00:09:01.000]  這次我死定了
[00:09:01.000 --> 00:09:03.000]  你爸爸要追殺我
[00:09:03.000 --> 00:09:05.000]  18至23節的時候
[00:09:05.000 --> 00:09:07.000]  若拿丹想了一條辦法
[00:09:07.000 --> 00:09:08.000]  他提議
[00:09:08.000 --> 00:09:09.000]  不如這樣吧
[00:09:09.000 --> 00:09:11.000]  我和我爸爸吃晚飯的時候
[00:09:11.000 --> 00:09:13.000]  你應該要出席
[00:09:13.000 --> 00:09:14.000]  但你故意不來
[00:09:14.000 --> 00:09:17.000]  讓我打探一下我爸爸是否真的這麼生氣
[00:09:17.000 --> 00:09:19.000]  如果你有原因不出現
[00:09:19.000 --> 00:09:20.000]  我爸爸也不會生氣
[00:09:20.000 --> 00:09:22.000]  即是說他不是那麼想殺你
[00:09:22.000 --> 00:09:26.000]  但若我爸爸真的大發脾氣
[00:09:26.000 --> 00:09:29.000]  你的性命真的有危險
[00:09:29.000 --> 00:09:32.000]  我會找個方法告訴你
[00:09:32.000 --> 00:09:33.000]  通風報信
[00:09:33.000 --> 00:09:34.000]  你要走
[00:09:34.000 --> 00:09:38.000]  這個通風報信的方法是關於射箭的
[00:09:38.000 --> 00:09:42.000]  射箭有一個很詳細的安排在裏面
[00:09:42.000 --> 00:09:44.000]  安排好之後
[00:09:44.000 --> 00:09:47.000]  24至34節那頓飯就去吃了
[00:09:47.000 --> 00:09:51.000]  期間發現了
[00:09:51.000 --> 00:09:55.000]  為什麼大衛不在席上
[00:09:55.000 --> 00:10:00.000]  之後他就罵人了
[00:10:00.000 --> 00:10:05.000]  蘇羅就向他的兒子若拿丹大發雷霆
[00:10:05.000 --> 00:10:08.000]  你這個患了活蟻之婦人所生的
[00:10:08.000 --> 00:10:11.000]  其實我想他在說髒話
[00:10:11.000 --> 00:10:14.000]  因為他罵了若拿丹的母親
[00:10:14.000 --> 00:10:17.000]  他真的非常非常生氣
[00:10:17.000 --> 00:10:20.000]  在月提圖利的時候
[00:10:20.000 --> 00:10:23.000]  我曾經宣講過新約中的蘇羅
[00:10:23.000 --> 00:10:27.000]  怎樣似權勢撐腰去逼迫人
[00:10:27.000 --> 00:10:30.000]  在舊約《薩姆二記》裏面
[00:10:30.000 --> 00:10:33.000]  有一個同名人物蘇羅
[00:10:33.000 --> 00:10:36.000]  他不需要似什麼權勢
[00:10:36.000 --> 00:10:39.000]  因為他本身已經是邪惡政權
[00:10:39.000 --> 00:10:42.000]  他本身就是黑暗勢力
[00:10:42.000 --> 00:10:44.000]  第33節
[00:10:44.000 --> 00:10:48.000]  經文形容蘇羅生氣到向自己兒子若拿丹
[00:10:48.000 --> 00:10:51.000]  輪槍刺他
[00:10:51.000 --> 00:10:55.000]  不是說天竺鼠車車裏面的玩具槍
[00:10:55.000 --> 00:10:59.000]  也不是槍王之王2021的探熱槍
[00:10:59.000 --> 00:11:02.000]  是真的有殺傷力的槍
[00:11:02.000 --> 00:11:06.000]  是中了會死人的槍
[00:11:06.000 --> 00:11:07.000]  古代的槍
[00:11:07.000 --> 00:11:10.000]  我相信是說當時的兵器
[00:11:10.000 --> 00:11:13.000]  刀、長矛等等
[00:11:13.000 --> 00:11:17.000]  真的很危險
[00:11:17.000 --> 00:11:20.000]  若拿丹和他父親吃完飯後
[00:11:20.000 --> 00:11:23.000]  他已經拿到了
[00:11:23.000 --> 00:11:27.000]  蘇羅真的要取大衛的性命
[00:11:27.000 --> 00:11:30.000]  若拿丹就通風報信
[00:11:30.000 --> 00:11:32.000]  大衛就成功逃走
[00:11:32.000 --> 00:11:35.000]  其實兩句就講完了
[00:11:35.000 --> 00:11:38.000]  為什麼35至42節還寫了這麼多東西出來
[00:11:38.000 --> 00:11:42.000]  在講射箭怎樣前前後後講了很久
[00:11:42.000 --> 00:11:47.000]  射箭其實是一個很高層次的政權移交的象徵
[00:11:47.000 --> 00:11:49.000]  如果你有興趣探討這方面
[00:11:49.000 --> 00:11:51.000]  你可以找加Sir
[00:11:51.000 --> 00:11:54.000]  他除了楊姨之外的另一位恩師
[00:11:54.000 --> 00:11:57.000]  包圍君牧師的培靈會講道集
[00:11:57.000 --> 00:12:00.000]  去聽關於射箭的象徵
[00:12:00.000 --> 00:12:06.000]  在薩姆爾記上一章第19章
[00:12:06.000 --> 00:12:11.000]  大衛幾次重整過他的逃難路線
[00:12:11.000 --> 00:12:15.000]  首先他逃命離開蘇羅
[00:12:15.000 --> 00:12:19.000]  他逃走離開自己太太米甲
[00:12:19.000 --> 00:12:23.000]  他逃避離開先知薩姆爾
[00:12:23.000 --> 00:12:25.000]  都描寫得很簡短
[00:12:25.000 --> 00:12:27.000]  就是一句
[00:12:27.000 --> 00:12:30.000]  到這一章逃跑
[00:12:30.000 --> 00:12:31.000]  來到20章
[00:12:31.000 --> 00:12:33.000]  他要離開若拿丹
[00:12:33.000 --> 00:12:37.000]  一次很長篇的離別
[00:12:37.000 --> 00:12:39.000]  原來自此之後
[00:12:39.000 --> 00:12:44.000]  大衛雖然不斷重整逃難路線
[00:12:44.000 --> 00:12:47.000]  但都沒有再記錄得那麼詳細
[00:12:47.000 --> 00:12:50.000]  這次離別
[00:12:50.000 --> 00:12:53.000]  他們還要哭了
[00:12:53.000 --> 00:12:59.000]  訪問一下實時參加崇拜的網友
[00:12:59.000 --> 00:13:02.000]  可否在即時通訊作答
[00:13:02.000 --> 00:13:08.000]  想問你最近一次親眼看到男性朋友哭是何時
[00:13:08.000 --> 00:13:12.000]  我看看有沒有答
[00:13:12.000 --> 00:13:15.000]  男性的網友記住
[00:13:15.000 --> 00:13:16.000]  不是問你
[00:13:16.000 --> 00:13:18.000]  是問你朋友
[00:13:18.000 --> 00:13:21.000]  你照鏡時看到那位朋友都可以
[00:13:21.000 --> 00:13:29.000]  你最近一次看到男人哭是何時
[00:13:29.000 --> 00:13:35.000]  這裡我們在看20章40,41節
[00:13:35.000 --> 00:13:38.000]  若拿丹將弓箭交給童子
[00:13:38.000 --> 00:13:41.000]  吩咐他拿回城裡
[00:13:41.000 --> 00:13:45.000]  這個跟班的童子就去了
[00:13:45.000 --> 00:13:48.000]  大衛就從盤石的南邊出來
[00:13:48.000 --> 00:13:51.000]  其實本身不用有這一幕
[00:13:51.000 --> 00:13:55.000]  因為若拿丹和大衛早就合作了
[00:13:55.000 --> 00:13:58.000]  他們已經設定好暗號
[00:13:58.000 --> 00:14:01.000]  若拿丹就帶童子一起來射箭
[00:14:01.000 --> 00:14:03.000]  射的時候
[00:14:03.000 --> 00:14:05.000]  如果射在前頭
[00:14:05.000 --> 00:14:08.000]  他就會跟童子說
[00:14:08.000 --> 00:14:11.000]  箭就在那裡
[00:14:11.000 --> 00:14:14.000]  如果我告訴他
[00:14:14.000 --> 00:14:15.000]  箭在那裡
[00:14:15.000 --> 00:14:17.000]  你幫我撿回來
[00:14:17.000 --> 00:14:19.000]  你就可以回來了大衛
[00:14:19.000 --> 00:14:22.000]  你就可以回來安全了
[00:14:22.000 --> 00:14:24.000]  如果我射箭的時候
[00:14:24.000 --> 00:14:26.000]  我跟童子這樣說
[00:14:26.000 --> 00:14:29.000]  射到很遠很前
[00:14:29.000 --> 00:14:33.000]  你快點走去撿回那個箭回來吧
[00:14:33.000 --> 00:14:35.000]  大衛聽到這個暗號
[00:14:35.000 --> 00:14:38.000]  就等於你快點走
[00:14:38.000 --> 00:14:41.000]  你走了就沒有回來了
[00:14:41.000 --> 00:14:45.000]  但最終若拿丹沒有跟這個劇本走
[00:14:45.000 --> 00:14:50.000]  本身就這樣射完箭就可以走了
[00:14:50.000 --> 00:14:55.000]  為什麼若拿丹要駛開童子
[00:14:55.000 --> 00:14:59.000]  安排這一場離別呢
[00:14:59.000 --> 00:15:03.000]  對於若拿丹自己來說
[00:15:03.000 --> 00:15:05.000]  若拿丹很愛大衛
[00:15:05.000 --> 00:15:08.000]  阿哈法那種愛
[00:15:08.000 --> 00:15:14.000]  他內心知道他自己很需要跟大衛離別
[00:15:14.000 --> 00:15:17.000]  而大衛他要繼續逃難
[00:15:17.000 --> 00:15:20.000]  下一站逃去哪裡
[00:15:20.000 --> 00:15:22.000]  Unknown
[00:15:22.000 --> 00:15:25.000]  可不可以不用死
[00:15:25.000 --> 00:15:27.000]  Unknown
[00:15:27.000 --> 00:15:32.000]  這次這一場道別可以說是決別
[00:15:32.000 --> 00:15:37.000]  大家有心理準備是最後一面
[00:15:37.000 --> 00:15:39.000]  經文裡面說
[00:15:39.000 --> 00:15:41.000]  大衛他苦服在地
[00:15:41.000 --> 00:15:44.000]  拜了三拜
[00:15:44.000 --> 00:15:48.000]  二人親嘴彼此哭泣
[00:15:48.000 --> 00:15:51.000]  經文有一處地方很觸動我
[00:15:51.000 --> 00:15:53.000]  41節
[00:15:53.000 --> 00:15:57.000]  大衛哭得比較厲害
[00:15:57.000 --> 00:16:01.000]  兩個男人一起哭已經很少見
[00:16:01.000 --> 00:16:06.000]  其中一個男人還在另一個男人面前哭得揭屍底裏
[00:16:06.000 --> 00:16:08.000]  不知道剛才提過的
[00:16:08.000 --> 00:16:13.000]  Billkin和Honey的樂隊成員有沒有試過呢
[00:16:13.000 --> 00:16:19.000]  這裡我很想跟大家見解一下當時決別這個場面
[00:16:19.000 --> 00:16:25.000]  比較一下大衛和若拿丹他們兩個的組合
[00:16:25.000 --> 00:16:28.000]  逃難的主角是大衛
[00:16:28.000 --> 00:16:33.000]  但經文裡若拿丹比較早出場
[00:16:33.000 --> 00:16:37.000]  一早在13章的時候已經有若拿丹的出現
[00:16:37.000 --> 00:16:41.000]  但大衛在16章打後才有大衛
[00:16:41.000 --> 00:16:45.000]  13章那裡描述若拿丹
[00:16:45.000 --> 00:16:51.000]  他在爸爸登基初期的重要戰事中帶領一千人征戰
[00:16:51.000 --> 00:16:54.000]  當時法定的當兵歲數是20歲
[00:16:54.000 --> 00:16:57.000]  數羅王就執政了40年
[00:16:57.000 --> 00:17:00.000]  若拿丹至少有60歲命
[00:17:00.000 --> 00:17:04.000]  大衛接續登基的時候是30歲
[00:17:04.000 --> 00:17:09.000]  他們之間的年紀差距可能有30年
[00:17:09.000 --> 00:17:12.000]  抱歉 剛才如果引導了你
[00:17:12.000 --> 00:17:16.000]  向著兩個身體大男孩的向度去想
[00:17:16.000 --> 00:17:18.000]  現在我找一個貼切一點的
[00:17:18.000 --> 00:17:20.000]  剛才也閃了一下
[00:17:20.000 --> 00:17:23.000]  這次這幅沒有令大家失望
[00:17:23.000 --> 00:17:25.000]  最左邊那個叫Fox
[00:17:25.000 --> 00:17:31.000]  他在節目裡透露自己和其他主持人的年齡是差一截
[00:17:31.000 --> 00:17:35.000]  若拿丹和大衛之間他們不是戀人
[00:17:35.000 --> 00:17:39.000]  最貼切的形容他們的關係可能就是
[00:17:39.000 --> 00:17:43.000]  《神學二打六》節目裡的Fox和Samuel
[00:17:43.000 --> 00:17:47.000]  在這個理解之下
[00:17:47.000 --> 00:17:52.000]  若拿丹和大衛彼此哭泣
[00:17:52.000 --> 00:17:58.000]  場面不像是年輕的送車師跑去
[00:17:58.000 --> 00:18:04.000]  和年輕的入獄手足拍車窗見面那一刻
[00:18:04.000 --> 00:18:09.000]  大衛和若拿丹的決別場面
[00:18:09.000 --> 00:18:12.000]  像是大叔的愛多一點
[00:18:12.000 --> 00:18:15.000]  大衛是一個有故事的人
[00:18:15.000 --> 00:18:18.000]  他要面對被追殺
[00:18:18.000 --> 00:18:22.000]  和愛他愛到結盟的若拿丹要決別
[00:18:22.000 --> 00:18:28.000]  他無奈 不忍 心痛 不捨得
[00:18:28.000 --> 00:18:31.000]  他哭得這麼厲害
[00:18:31.000 --> 00:18:34.000]  他哭得這麼厲害
[00:18:34.000 --> 00:18:37.000]  我們看到罪事者的佈局
[00:18:37.000 --> 00:18:41.000]  雖然是由若拿丹去啟動這場道別的機會
[00:18:41.000 --> 00:18:46.000]  但最需要這場道別的人是大衛
[00:18:46.000 --> 00:18:51.000]  可能你仍然覺得這場決別
[00:18:51.000 --> 00:18:53.000]  像極了愛情
[00:18:53.000 --> 00:18:55.000]  但在我看來
[00:18:55.000 --> 00:19:00.000]  這樣的離別更像出走教會
[00:19:00.000 --> 00:19:02.000]  身為留堂的目者
[00:19:02.000 --> 00:19:07.000]  除了可以直接收聽到很多離開教會的故事
[00:19:07.000 --> 00:19:13.000]  我也有收到你們舊教會的目者或導師的尋釀
[00:19:13.000 --> 00:19:17.000]  疫情期間知道留堂群體裡的一些組員
[00:19:17.000 --> 00:19:21.000]  也有和舊教會的朋友重新聯繫
[00:19:21.000 --> 00:19:24.000]  一起打遊戲機 一起house warming
[00:19:24.000 --> 00:19:28.000]  一起farewell移民的朋友等等
[00:19:28.000 --> 00:19:34.000]  當初你們有各種不同的原因離開舊教會
[00:19:34.000 --> 00:19:37.000]  但教會裡的人你們一起長大的
[00:19:37.000 --> 00:19:46.000]  你們一起生活 一起去camp 一起受浸 一起去短孫 一起侍奉
[00:19:46.000 --> 00:19:49.000]  你們有你們之間才明白的暗號
[00:19:49.000 --> 00:19:52.000]  就好像若拿丹去填東西的時候
[00:19:52.000 --> 00:19:57.000]  他叫大衛你躲到你之前躲過的洞裡
[00:19:57.000 --> 00:20:00.000]  這些暗號是你們才知道的
[00:20:00.000 --> 00:20:08.000]  這些老地方 這些舊人物 舊事是你們才有的
[00:20:08.000 --> 00:20:15.000]  大家和舊教會的人本身彼此認識
[00:20:15.000 --> 00:20:20.000]  離開教會這個決定不是和每一個人要反目
[00:20:20.000 --> 00:20:22.000]  也不需要
[00:20:22.000 --> 00:20:27.000]  各位flowers 各位留人
[00:20:27.000 --> 00:20:29.000]  或者你是離開了堂會
[00:20:29.000 --> 00:20:33.000]  但離不開的是一段段的關係
[00:20:33.000 --> 00:20:39.000]  我內心很想大家和舊教會的朋友好好道別
[00:20:39.000 --> 00:20:44.000]  特別是當他主動找你的時候
[00:20:44.000 --> 00:20:46.000]  如果你想move on
[00:20:46.000 --> 00:20:50.000]  你比起任何人更加需要這一場道別
[00:20:50.000 --> 00:20:53.000]  你就是大衛了
[00:20:53.000 --> 00:20:56.000]  有一個智者這樣說
[00:20:56.000 --> 00:21:00.000]  嘗試從自身的重整入手
[00:21:00.000 --> 00:21:06.000]  讓自己有新的空間去重整過往的傷痕和不安
[00:21:06.000 --> 00:21:12.000]  在群體之中學習欣賞對方的存在和功能
[00:21:12.000 --> 00:21:19.000]  這一份欣賞絕對可以包括欣賞你舊教會的人
[00:21:19.000 --> 00:21:25.000]  這一場道別之後大衛就動身走了
[00:21:25.000 --> 00:21:30.000]  他繼續一個人進入前面未知的旅程
[00:21:30.000 --> 00:21:32.000]  into the unknown
[00:21:32.000 --> 00:21:37.000]  表面上大衛面前是一個逃難的旅程
[00:21:37.000 --> 00:21:41.000]  流逝 流失 流浪
[00:21:41.000 --> 00:21:45.000]  事實上他人生旅程不應該是這樣
[00:21:45.000 --> 00:21:48.000]  不應該只有走難
[00:21:48.000 --> 00:21:52.000]  最初才知道撒姆爾去告他
[00:21:52.000 --> 00:21:54.000]  耶和華的靈大大感動大衛
[00:21:54.000 --> 00:21:57.000]  耶和華與他同在
[00:21:57.000 --> 00:22:00.000]  大衛的使命是什麼?
[00:22:00.000 --> 00:22:03.000]  我們在此時此刻的香港
[00:22:03.000 --> 00:22:06.000]  我們的使命又是什麼?
[00:22:06.000 --> 00:22:10.000]  上星期崇拜歐比牧者說
[00:22:10.000 --> 00:22:15.000]  每一個人都蒙召成為基督徒
[00:22:15.000 --> 00:22:21.000]  我們應當有適切這個時代的回應和行動
[00:22:21.000 --> 00:22:25.000]  我們看撒姆爾記上的時候可能會問
[00:22:25.000 --> 00:22:30.000]  什麼?沒有上帝同在的人生都會這麼苦嗎?
[00:22:30.000 --> 00:22:34.000]  是呀 香港人香港信徒
[00:22:34.000 --> 00:22:39.000]  一起經歷的黑暗和集體傷痛就是這樣
[00:22:39.000 --> 00:22:44.000]  我們不是比任何一個時刻更加明白大衛嗎?
[00:22:44.000 --> 00:22:48.000]  本身才知道高大衛最終的目的
[00:22:48.000 --> 00:22:51.000]  不是要他登基做地上國家元首
[00:22:51.000 --> 00:22:54.000]  而是建立神的國
[00:22:54.000 --> 00:22:56.000]  只是歷史都告訴我們
[00:22:56.000 --> 00:23:00.000]  大衛王登基之後更加墮落 得罪神
[00:23:00.000 --> 00:23:05.000]  這個十幾歲的大男孩大衛
[00:23:05.000 --> 00:23:08.000]  知不知道自己人生使命是什麼?
[00:23:08.000 --> 00:23:12.000]  當他遇上隨時會沒命的緊急關頭
[00:23:12.000 --> 00:23:15.000]  他都在尋找自己人生旅程的目標
[00:23:15.000 --> 00:23:17.000]  生存下去的理由
[00:23:17.000 --> 00:23:21.000]  而約拿丹的角色又是什麼?
[00:23:21.000 --> 00:23:26.000]  他們的一場道別除了親吻和哭泣之外
[00:23:26.000 --> 00:23:31.000]  主要是約拿丹和大衛說話
[00:23:31.000 --> 00:23:34.000]  20章42節
[00:23:34.000 --> 00:23:39.000]  我們二人曾指著耶和華的命起誓說
[00:23:39.000 --> 00:23:47.000]  耶和華在你我後裔中間為證直到永遠
[00:23:47.000 --> 00:23:51.000]  如今你平平安安地去吧
[00:23:51.000 --> 00:23:55.000]  約拿丹以大衛盟友的身份
[00:23:55.000 --> 00:23:59.000]  他們之間的愛
[00:23:59.000 --> 00:24:04.000]  約拿丹在大衛揮霍的時候提醒他
[00:24:04.000 --> 00:24:09.000]  回到當初他們的誓言
[00:24:09.000 --> 00:24:14.000]  回到當初他們那份契合的初心
[00:24:14.000 --> 00:24:18.000]  願耶和華作證直到永遠
[00:24:18.000 --> 00:24:22.000]  他也在祝福大衛平平安安地
[00:24:22.000 --> 00:24:31.000]  繼續踏上前面這條unknown的long long journey
[00:24:31.000 --> 00:24:33.000]  我認識一個小朋友
[00:24:33.000 --> 00:24:34.000]  他很小的時候
[00:24:34.000 --> 00:24:40.000]  他還未懂得分辨一句句子裡的你和我
