
[00:00:00.000 --> 00:00:03.540]  新年是第一次見大家
[00:01:22.260 --> 00:01:24.780]  保持你們承受福氣
[00:01:24.780 --> 00:01:27.620]  因為你們願意承受勝利
[00:01:27.620 --> 00:01:29.260]  看見好日子
[00:01:29.260 --> 00:01:32.180]  就要跟著時候不出外面
[00:01:32.180 --> 00:01:34.660]  最常不說鬼咋的話
[00:01:34.660 --> 00:01:36.700]  但要令話近似
[00:01:36.700 --> 00:01:38.380]  要神口和諧
[00:01:38.380 --> 00:01:39.780]  要力追求
[00:01:39.780 --> 00:01:42.460]  因為自己眼看不見人
[00:01:42.460 --> 00:01:45.220]  但以常情堪比其他
[00:01:45.220 --> 00:01:48.620]  自己堅強但眼看不見人
[00:01:48.620 --> 00:01:52.500]  但在很多書信系列裡
[00:01:52.500 --> 00:01:54.940]  這些說話不陌生
[00:01:54.940 --> 00:01:58.420]  臨前也好 浪漫書也好 其他書卷也好
[00:01:58.420 --> 00:02:00.180]  這類型的說話不陌生
[00:02:00.180 --> 00:02:03.060]  要做些好的事
[00:02:03.060 --> 00:02:05.460]  要同心 要愛大家
[00:02:05.460 --> 00:02:06.700]  不要以惡報惡
[00:02:06.700 --> 00:02:09.820]  但事實上這些說話不是陌生
[00:02:09.820 --> 00:02:12.740]  但很多時候這些說話我們怎樣理解
[00:02:12.740 --> 00:02:16.580]  我們不是想將它變成一個
[00:02:16.580 --> 00:02:19.300]  很倫理道德化的信仰
[00:02:19.300 --> 00:02:22.340]  我記住我們不要用惡對它
[00:02:22.340 --> 00:02:25.460]  然後我們所有事情都要
[00:02:25.460 --> 00:02:27.660]  舌頭不要說惡言
[00:02:27.660 --> 00:02:29.260]  很多時候我們就會
[00:02:29.260 --> 00:02:30.900]  很快將這些經文
[00:02:30.900 --> 00:02:32.740]  很完美地
[00:02:32.740 --> 00:02:34.460]  成為我們不可以做的事
[00:02:34.460 --> 00:02:37.260]  一些不能做的事
[00:02:37.260 --> 00:02:40.220]  但如果你看看
[00:02:40.220 --> 00:02:42.340]  之前
[00:02:42.340 --> 00:02:45.380]  比特前書第三章一至七節的時候
[00:02:45.380 --> 00:02:49.300]  它說了夫妻和丈夫相處之道
[00:02:49.300 --> 00:02:52.860]  它不是刻意要說一些很倫理道德的東西
[00:02:52.860 --> 00:02:55.420]  做老公要怎樣 做老婆要怎樣
[00:02:55.420 --> 00:02:57.100]  不一定是
[00:02:57.100 --> 00:02:59.300]  起碼有一句說話很特別
[00:02:59.300 --> 00:03:01.900]  做丈夫的要按情理和妻子同住
[00:03:01.900 --> 00:03:04.700]  因為女性是較軟弱的器皿
[00:03:04.700 --> 00:03:05.660]  又要尊重他們
[00:03:05.660 --> 00:03:09.300]  因為他們是跟你一同承受生命恩典的人
[00:03:09.300 --> 00:03:11.020]  這句說話要解釋一下
[00:03:11.020 --> 00:03:13.060]  不過我們今天也不處理
[00:03:13.060 --> 00:03:15.340]  說一點
[00:03:15.340 --> 00:03:18.500]  很少可在一世紀的時候
[00:03:18.500 --> 00:03:20.300]  人說到太太
[00:03:20.300 --> 00:03:24.900]  或者說到老婆和老公相處的時候
[00:03:24.900 --> 00:03:27.900]  老公要很尊重
[00:03:27.900 --> 00:03:30.300]  很愛太太
[00:03:30.300 --> 00:03:32.500]  這些說話基本上是沒有的
[00:03:32.500 --> 00:03:34.420]  是今時今日的女性
[00:03:34.420 --> 00:03:39.420]  才會很需要老公尊重她
[00:03:39.420 --> 00:03:41.820]  尊重得很厲害
[00:03:41.820 --> 00:03:43.300]  可能吧
[00:03:43.300 --> 00:03:44.300]  但你可以相信
[00:03:44.300 --> 00:03:45.700]  二千多年前
[00:03:45.700 --> 00:03:48.300]  女人如衣服是很普遍的
[00:03:48.300 --> 00:03:49.900]  女人只是一個
[00:03:49.900 --> 00:03:51.100]  拉比形容
[00:03:51.100 --> 00:03:53.900]  女人只是一個物件
[00:03:53.900 --> 00:03:55.500]  即是孩子啊
[00:03:55.500 --> 00:03:57.500]  老婆啊
[00:03:57.500 --> 00:04:00.100]  其實只不過是一部手機
[00:04:00.100 --> 00:04:01.900]  你明白嗎
[00:04:01.900 --> 00:04:05.100]  所以女性地位很卑微
[00:04:05.100 --> 00:04:07.300]  但彼得說這番說話的時候
[00:04:07.300 --> 00:04:11.100]  很明顯他是想針對當時的文化
[00:04:11.100 --> 00:04:13.100]  尤其是兩夫妻的文化
[00:04:13.100 --> 00:04:14.700]  他想去處理
[00:04:14.700 --> 00:04:17.500]  如果前提是說
[00:04:17.500 --> 00:04:20.700]  彼得前書三章一至七節是要對付
[00:04:20.700 --> 00:04:23.900]  當時的一些文化不是很健康
[00:04:23.900 --> 00:04:26.700]  希望基督福音臨在的群體
[00:04:26.700 --> 00:04:29.100]  能夠做些不一樣的事
[00:04:29.100 --> 00:04:32.700]  能夠抗衡一些不應該有的文化的話
[00:04:32.700 --> 00:04:35.100]  我們可以想像的就是
[00:04:35.100 --> 00:04:38.100]  八至九節這裡所說的話
[00:04:38.100 --> 00:04:41.700]  不只是沒有context沒有處境下
[00:04:41.700 --> 00:04:43.300]  只是告訴大家
[00:04:43.300 --> 00:04:45.500]  要愛啊 要同心啊 要體諒啊
[00:04:45.500 --> 00:04:47.300]  要太同謙卑啊
[00:04:47.300 --> 00:04:49.500]  反而不是
[00:04:49.500 --> 00:04:54.700]  如果上面是要說文化的對行對抗的時候
[00:04:54.700 --> 00:04:57.100]  其實這五個要求也是在說
[00:04:57.100 --> 00:04:58.900]  最後你們各人
[00:04:58.900 --> 00:05:00.100]  各個人是在說
[00:05:00.100 --> 00:05:01.900]  老婆 子女 奴隸等等
[00:05:01.900 --> 00:05:03.500]  或者不同的人
[00:05:03.500 --> 00:05:05.500]  你們要留心 留心什麼呢
[00:05:05.500 --> 00:05:07.100]  彼得前書很明顯是在說
[00:05:07.100 --> 00:05:10.700]  一些很大的壓迫環境下
[00:05:10.700 --> 00:05:13.900]  彼得勸勉眾人
[00:05:13.900 --> 00:05:15.300]  要面對著這麼多壓迫
[00:05:15.300 --> 00:05:16.900]  這麼多不容易的環境下
[00:05:16.900 --> 00:05:18.900]  你要怎麼做
[00:05:18.900 --> 00:05:21.500]  所以這些同心互相體諒
[00:05:21.500 --> 00:05:22.900]  相親相愛如弟兄
[00:05:22.900 --> 00:05:25.900]  心存憐憫和太過謙卑
[00:05:25.900 --> 00:05:28.300]  它不是純粹一個沒有指向性的
[00:05:28.300 --> 00:05:30.900]  純粹一個倫理道德的教訓來說話的
[00:05:30.900 --> 00:05:32.900]  Suppose是怎麼樣的
[00:05:32.900 --> 00:05:34.700]  譬如我們說中間那個
[00:05:34.700 --> 00:05:37.100]  就是相親相愛如弟兄
[00:05:37.100 --> 00:05:40.300]  其實就是在那個環境下
[00:05:40.300 --> 00:05:42.900]  大家很喜歡出賣大家
[00:05:42.900 --> 00:05:44.900]  很喜歡在
[00:05:44.900 --> 00:05:47.300]  以如我詐的環境裏面
[00:05:47.300 --> 00:05:49.300]  大家為了利益的緣故
[00:05:49.300 --> 00:05:51.300]  隨時可以放棄對方
[00:05:51.300 --> 00:05:53.300]  誰有利益給我
[00:05:53.300 --> 00:05:54.500]  利至當頭
[00:05:54.500 --> 00:05:57.500]  我就和他做兄弟
[00:05:57.500 --> 00:05:59.300]  所以其實
[00:05:59.300 --> 00:06:01.300]  在這樣的環境裏面的時候
[00:06:01.300 --> 00:06:04.500]  相親相愛如弟兄是在說什麼
[00:06:04.500 --> 00:06:06.900]  就是在這樣的環境下
[00:06:06.900 --> 00:06:09.300]  我們怎麼樣才能夠
[00:06:09.300 --> 00:06:12.700]  做一些不一樣的事情
[00:06:12.700 --> 00:06:15.300]  抗衡這個世代裏面
[00:06:15.300 --> 00:06:18.100]  這一類型的文化
[00:06:18.100 --> 00:06:21.700]  如果這樣說的話
[00:06:21.700 --> 00:06:25.900]  我就會這樣想Full Church
[00:06:25.900 --> 00:06:28.100]  Full Church是
[00:06:28.100 --> 00:06:31.300]  是我們起初要問的問題就是
[00:06:31.300 --> 00:06:34.900]  為什麼要搞一間Full Church
[00:06:34.900 --> 00:06:36.900]  這個就是最起初的問題
[00:06:36.900 --> 00:06:38.700]  我們要處理的問題
[00:06:38.700 --> 00:06:41.100]  不是我們突然之間
[00:06:41.100 --> 00:06:43.300]  很想搞一間教會
[00:06:43.300 --> 00:06:45.100]  香港教會有千多間
[00:06:45.100 --> 00:06:47.500]  多一間不多少一間不少
[00:06:47.500 --> 00:06:49.900]  總有一間在左近
[00:06:49.900 --> 00:06:51.300]  和7-11一樣
[00:06:51.300 --> 00:06:53.500]  你可以想像佐敦
[00:06:53.500 --> 00:06:55.500]  十幾二十多間教會
[00:06:55.500 --> 00:06:58.500]  在不同的樓層出現
[00:06:58.500 --> 00:07:00.300]  你可以想像
[00:07:00.300 --> 00:07:02.500]  Full Church不是要成立
[00:07:02.500 --> 00:07:05.500]  不是因為要多一間教會
[00:07:05.500 --> 00:07:07.700]  Full Church很明顯
[00:07:07.700 --> 00:07:09.900]  想處理想做的事情
[00:07:09.900 --> 00:07:13.700]  我回想一下
[00:07:13.700 --> 00:07:16.900]  我記得在很久以前
[00:07:16.900 --> 00:07:18.700]  幾年前
[00:07:18.700 --> 00:07:20.300]  六七年前
[00:07:20.300 --> 00:07:22.100]  我和John兩個家庭
[00:07:22.100 --> 00:07:24.100]  老婆子女
[00:07:24.100 --> 00:07:28.500]  去了紐約和華盛頓DC
[00:07:28.500 --> 00:07:30.500]  我們去玩
[00:07:30.500 --> 00:07:34.700]  我和John最深刻的經歷就是
[00:07:34.700 --> 00:07:36.900]  我們租了一間Airbnb
[00:07:36.900 --> 00:07:40.900]  那間Airbnb是很變態的區
[00:07:40.900 --> 00:07:42.900]  因為我們租了一輛車
[00:07:42.900 --> 00:07:45.900]  有七個人一輛大車
[00:07:45.900 --> 00:07:46.900]  睡了一晚後
[00:07:46.900 --> 00:07:49.100]  車被人打爛了
[00:07:49.100 --> 00:07:53.500]  輪胎被人弄壞了
[00:07:53.500 --> 00:07:55.500]  那個區可能很不安全
[00:07:55.500 --> 00:07:57.100]  不能停泊車在那裏
[00:07:57.100 --> 00:07:59.500]  我和John搞了很久
[00:07:59.500 --> 00:08:01.500]  以我和他的重量
[00:08:01.500 --> 00:08:03.300]  換輪胎的時候
[00:08:03.300 --> 00:08:05.500]  我們兩個在上面搖了很多下
[00:08:05.500 --> 00:08:08.300]  都搖不動輪胎掉下來
[00:08:08.300 --> 00:08:11.300]  結果我們花了九牛二虎之力
[00:08:11.300 --> 00:08:13.100]  終於搖了輪胎
[00:08:13.100 --> 00:08:16.100]  我們開車的時候很擔心
[00:08:16.100 --> 00:08:18.100]  那輛車被輪胎搖壞了
[00:08:18.100 --> 00:08:20.100]  要回紐約
[00:08:20.100 --> 00:08:22.900]  這些是那個年代
[00:08:22.900 --> 00:08:25.100]  我和John共同的經歷
[00:08:25.100 --> 00:08:27.500]  在那個經歷裏我們開始一起
[00:08:27.500 --> 00:08:30.900]  他就提議搞Full Church
[00:08:30.900 --> 00:08:33.100]  名字當時還沒有
[00:08:33.100 --> 00:08:35.100]  我和他談的時候
[00:08:35.100 --> 00:08:41.100]  如果搞一間所有人都在做的教會
[00:08:41.100 --> 00:08:43.500]  有什麼好做的呢?
[00:08:43.500 --> 00:08:46.900]  其實我們需要一個什麼教會
[00:08:46.900 --> 00:08:49.500]  給這一代的人呢?
[00:08:49.500 --> 00:08:51.300]  我記得那時候我們談的時候
[00:08:51.300 --> 00:08:53.500]  最強調的一件事
[00:08:53.500 --> 00:08:57.100]  就是那些牧者不用開會
[00:08:57.100 --> 00:08:59.900]  那些牧者真的做牧羊
[00:08:59.900 --> 00:09:01.100]  這一點是
[00:09:01.100 --> 00:09:03.100]  我記得那時候
[00:09:03.100 --> 00:09:04.900]  Full Church開始的時候請牧者的時候
[00:09:04.900 --> 00:09:06.900]  我還記得在哪一間教會
[00:09:06.900 --> 00:09:08.300]  請牧者
[00:09:08.300 --> 00:09:09.100]  我們總是
[00:09:09.100 --> 00:09:10.700]  起碼聲嘶力竭地說
[00:09:10.700 --> 00:09:12.100]  我們就是不好意思
[00:09:12.100 --> 00:09:14.100]  如果你有很多技能的話
[00:09:14.100 --> 00:09:15.700]  這間教會不適合你
[00:09:15.700 --> 00:09:17.100]  這間教會只有一個技能
[00:09:17.100 --> 00:09:19.100]  就是牧羊
[00:09:19.100 --> 00:09:20.500]  我們好像說一下這些東西
[00:09:20.500 --> 00:09:22.100]  那個是
[00:09:22.100 --> 00:09:23.900]  那個時代裏我們覺得
[00:09:23.900 --> 00:09:27.300]  需要牧羊成為了
[00:09:27.300 --> 00:09:31.100]  我們在這個年代裏很想做的事情
[00:09:31.100 --> 00:09:36.100]  因為牧羊本身不好做
[00:09:36.100 --> 00:09:37.900]  牧羊是一件很
[00:09:37.900 --> 00:09:40.700]  很吃力不討好的事情
[00:09:40.700 --> 00:09:41.900]  就是
[00:09:41.900 --> 00:09:44.300]  所以很多人都選擇
[00:09:44.300 --> 00:09:45.700]  我做一些活動
[00:09:45.700 --> 00:09:47.900]  做一些program
[00:09:47.900 --> 00:09:49.900]  我們比做牧羊好
[00:09:49.900 --> 00:09:51.500]  所以以往
[00:09:51.500 --> 00:09:54.500]  我不想得罪太多東西
[00:09:54.500 --> 00:09:55.500]  以往
[00:09:55.500 --> 00:09:56.300]  你明白我的意思
[00:09:56.300 --> 00:10:00.300]  以往很多人會選擇我們做一些
[00:10:00.300 --> 00:10:01.300]  有些活動
[00:10:01.300 --> 00:10:02.100]  有些program
[00:10:02.100 --> 00:10:03.700]  有些東西是可以
[00:10:03.700 --> 00:10:06.100]  不用和生命有很多交流
[00:10:06.100 --> 00:10:06.900]  總之有些東西
[00:10:06.900 --> 00:10:08.100]  有這麼大得這麼大
[00:10:08.100 --> 00:10:08.700]  多人參加
[00:10:08.700 --> 00:10:10.100]  參加
[00:10:10.100 --> 00:10:11.300]  聲勢浩瀚
[00:10:11.300 --> 00:10:13.700]  那就叫做教會
[00:10:13.700 --> 00:10:16.300]  那時候我們覺得牧羊是一件
[00:10:16.300 --> 00:10:18.300]  是不討好但是
[00:10:18.300 --> 00:10:21.500]  不可以不做的事情
[00:10:21.500 --> 00:10:23.300]  所以牧羊是艱難的
[00:10:23.300 --> 00:10:25.100]  就算這一刻
[00:10:25.100 --> 00:10:27.100]  Folk Church想做一件事是
[00:10:27.100 --> 00:10:28.300]  告訴人聽
[00:10:28.300 --> 00:10:32.300]  我們這些童工是請牧羊的
[00:10:32.300 --> 00:10:35.700]  我們請牧羊不是來做很多其他的事情
[00:10:35.700 --> 00:10:38.100]  不過日後發展可能不一樣
[00:10:38.100 --> 00:10:40.900]  但起碼初心上
[00:10:40.900 --> 00:10:43.900]  牧者是真的很想牧羊
[00:10:43.900 --> 00:10:44.700]  因為我們知道
[00:10:44.700 --> 00:10:47.500]  不專心牧羊的話是不行的
[00:10:47.500 --> 00:10:51.100]  為了牧羊是會得罪人的
[00:10:51.100 --> 00:10:54.100]  你搞一個program是不會得罪人的
[00:10:54.100 --> 00:10:55.300]  有什麼得罪人
[00:10:55.300 --> 00:10:58.300]  是你牧羊的時候會得罪人的
[00:10:58.300 --> 00:10:59.700]  牧者又得罪你
[00:10:59.700 --> 00:11:00.500]  你又得罪牧者
[00:11:00.500 --> 00:11:02.300]  牧者又再得罪你
[00:11:02.300 --> 00:11:06.700]  那個是一個死胡同來的
[00:11:06.700 --> 00:11:09.300]  但如果不花時間氣力做牧羊的話
[00:11:09.300 --> 00:11:10.500]  這個死胡同
[00:11:10.500 --> 00:11:14.300]  不會見到果效和出路的
[00:11:14.300 --> 00:11:19.300]  所以Folk Church要在26年
[00:11:19.300 --> 00:11:22.900]  這個年頭說回Folk Church一些初心的話
[00:11:22.900 --> 00:11:27.500]  我相信我們享受被牧羊
[00:11:27.500 --> 00:11:30.900]  和不享受被牧羊
[00:11:30.900 --> 00:11:35.100]  這個是Folk Church一個很重要的精髓
[00:11:35.100 --> 00:11:37.500]  不一定每個人都會享受
[00:11:37.500 --> 00:11:39.900]  初頭第一年你是會享受的
[00:11:39.900 --> 00:11:43.700]  但第二第三年你是不會享受的
[00:11:43.700 --> 00:11:45.300]  開始有些事情
[00:11:45.300 --> 00:11:49.700]  好像你要交代要accountable to一些人的時候
[00:11:49.700 --> 00:11:52.500]  這個是反人性的
[00:11:52.500 --> 00:11:55.900]  但我們不能停在頭一年
[00:11:55.900 --> 00:11:59.300]  做完一些我們很表面上的相處和認識
[00:11:59.300 --> 00:12:01.500]  我們沒有往後的
[00:12:01.500 --> 00:12:04.500]  身邊很多磨爛的交合
[00:12:04.500 --> 00:12:05.500]  你不喜歡我一會兒
[00:12:05.500 --> 00:12:06.500]  我又不喜歡你一會兒
[00:12:06.500 --> 00:12:07.700]  我覺得這句話得罪了我
[00:12:07.700 --> 00:12:11.700]  我覺得這句話給了我面色
[00:12:11.700 --> 00:12:13.700]  就是在這些磨爛的時候
[00:12:13.700 --> 00:12:16.700]  大家有空間和時間放下
[00:12:16.700 --> 00:12:19.700]  再一起走在一起
[00:12:19.700 --> 00:12:24.700]  我們想說這些牧羊是真性的
[00:12:24.700 --> 00:12:27.500]  我不知道大家如何理解
[00:12:27.500 --> 00:12:29.500]  我從來都沒有問過大家
[00:12:29.500 --> 00:12:31.700]  Folk Church的牧羊好不好
[00:12:31.700 --> 00:12:38.700]  但我今天不是說Folk Church能夠做到牧羊
[00:12:38.700 --> 00:12:41.100]  我今天不是想說這件事
[00:12:41.100 --> 00:12:46.900]  我只不過說Folk Church是想做牧羊
[00:12:46.900 --> 00:12:50.500]  做不到是很理所當然的
[00:12:50.500 --> 00:12:53.500]  因為牧羊本身不是一件
[00:12:53.500 --> 00:12:58.100]  在文化裏面容易醞釀的事情
[00:12:58.100 --> 00:13:01.100]  要生命裏面能夠交流
[00:13:01.100 --> 00:13:03.100]  相信對方
[00:13:03.100 --> 00:13:05.900]  一起走人生的路
[00:13:05.900 --> 00:13:08.900]  這件事基本上在這個世代裏面
[00:13:08.900 --> 00:13:12.700]  不容易sell的一件事情
[00:13:12.700 --> 00:13:16.700]  我們可能在某個時空某個moment能夠走在一起
[00:13:16.700 --> 00:13:21.500]  但某個空間突然之間我們就不知為何又離開了
[00:13:21.500 --> 00:13:23.500]  這個世代是這樣的世代
[00:13:23.500 --> 00:13:28.700]  但教會仍然需要給牧羊
[00:13:28.700 --> 00:13:30.700]  是因為這一點的
[00:13:30.700 --> 00:13:41.700]  第九節他說不要以惡報惡
[00:13:41.700 --> 00:13:43.700]  以辱罵還辱罵反而要祝福
[00:13:43.700 --> 00:13:46.700]  因為你們蒙著為恥
[00:13:46.700 --> 00:13:48.700]  好似你們承受福氣
[00:13:48.700 --> 00:13:50.700]  那個不要以惡報惡
[00:13:50.700 --> 00:13:52.700]  不要以辱罵還辱罵是什麼意思
[00:13:52.700 --> 00:13:54.700]  我想說一點
[00:13:54.700 --> 00:14:01.700]  真正Folk Church過了幾年後
[00:14:01.700 --> 00:14:06.700]  最怕的或者最不想聽到的是什麼
[00:14:06.700 --> 00:14:11.700]  是Folk Church是一間已經是不錯的教會
[00:14:12.700 --> 00:14:16.700]  我挺喜歡Folk Church在網上被人罵的
[00:14:16.700 --> 00:14:18.700]  有些自虐的
[00:14:18.700 --> 00:14:22.700]  我覺得Folk Church被人罵是一件很好的事
[00:14:22.700 --> 00:14:24.700]  無論什麼原因
[00:14:24.700 --> 00:14:26.700]  我甚至聽過人家說
[00:14:26.700 --> 00:14:28.700]  罵Folk Church是流量密碼
[00:14:28.700 --> 00:14:32.700]  罵Folk Church多些就會多人看
[00:14:32.700 --> 00:14:36.700]  我不是說Folk Church被人罵好不好的問題
[00:14:36.700 --> 00:14:40.700]  我們仍然有些不是很好的東西
[00:14:40.700 --> 00:14:42.700]  當我們想做一些事的時候
[00:14:42.700 --> 00:14:44.700]  我們做得不是很理想
[00:14:44.700 --> 00:14:46.700]  有人會畫給我們
[00:14:46.700 --> 00:14:49.700]  這個是開心的
[00:14:49.700 --> 00:14:53.700]  我們會覺得可以做得好一點
[00:14:53.700 --> 00:14:56.700]  但我們不需要吹奏圖畫
[00:14:56.700 --> 00:14:58.700]  Folk Church是一間很完美的教會
[00:14:58.700 --> 00:15:00.700]  是一間很好的教會
[00:15:00.700 --> 00:15:04.700]  Folk Church只不過是一間嘗試在這個文化裏面
[00:15:04.700 --> 00:15:06.700]  做些不同的事
[00:15:06.700 --> 00:15:08.700]  而我們做得一般般的教會
[00:15:08.700 --> 00:15:10.700]  如果這些福氣是在說
[00:15:10.700 --> 00:15:12.700]  在抗衡文化裏面
[00:15:12.700 --> 00:15:16.700]  我們為著要堅持走下去
[00:15:16.700 --> 00:15:18.700]  就好像牧養這回事
[00:15:18.700 --> 00:15:20.700]  是很不容易的
[00:15:20.700 --> 00:15:22.700]  是很難的
[00:15:22.700 --> 00:15:24.700]  凡是牧養的人都知道
[00:15:24.700 --> 00:15:26.700]  被牧養的人都不覺得
[00:15:26.700 --> 00:15:28.700]  牧養的人經常都明白你
[00:15:28.700 --> 00:15:30.700]  是這些不容易和艱難的事
[00:15:30.700 --> 00:15:32.700]  我們要堅持下去
[00:15:32.700 --> 00:15:34.700]  我們要堅持下去
[00:15:34.700 --> 00:15:36.700]  牧養的人經常都明白你
[00:15:36.700 --> 00:15:39.700]  在這些不容易和艱難的時侯
[00:15:39.700 --> 00:15:42.700]  我們仍然覺得自己要做得不好
[00:15:42.700 --> 00:15:44.700]  還有很大段距離
[00:15:44.700 --> 00:15:48.700]  但我們沒有放棄過
[00:15:48.700 --> 00:15:53.700]  不走一些不再說牧養的路
[00:15:53.700 --> 00:15:55.700]  而走一些容易走的路
[00:15:55.700 --> 00:16:00.700]  好像其他不同的基督教群體
[00:16:00.700 --> 00:16:07.700]  這是彼得在提及
[00:16:07.700 --> 00:16:12.700]  散落不同地方的教會
[00:16:12.700 --> 00:16:15.700]  在羅馬大火被人逼迫
[00:16:15.700 --> 00:16:17.700]  散落不同教會的那班弟兄姊妹
[00:16:17.700 --> 00:16:18.700]  他們對他們說
[00:16:18.700 --> 00:16:21.700]  我知道你們現在生活的很艱難不容易
[00:16:21.700 --> 00:16:24.700]  但你們無論如何都要活出一個文化
[00:16:24.700 --> 00:16:28.700]  是和當時的文化不一樣
[00:16:28.700 --> 00:16:33.700]  如果要問大家六年後的Fold Church
[00:16:33.700 --> 00:16:37.700]  還有什麼是我們想經營的
[00:16:37.700 --> 00:16:40.700]  就不是我們想做一間超完美的教會
[00:16:40.700 --> 00:16:43.700]  超好的教會
[00:16:43.700 --> 00:16:46.700]  是因為教會有缺失
[00:16:46.700 --> 00:16:49.700]  是因為教會很容易走樣
[00:16:49.700 --> 00:16:55.700]  是因為教會很容易成為一間很舒服的教會
[00:16:55.700 --> 00:17:01.700]  所以Fold Church的存在就是要令所有東西突然不再舒服起來
[00:17:01.700 --> 00:17:03.700]  而這些東西不舒服
[00:17:03.700 --> 00:17:05.700]  而這些招來很多人的誤會也好
[00:17:05.700 --> 00:17:08.700]  招來很多人的批評也好
[00:17:08.700 --> 00:17:14.700]  我們就是要做一些人們眼中覺得很難很不容易的事
[00:17:14.700 --> 00:17:20.700]  我們想嘗試做一下
[00:17:20.700 --> 00:17:24.700]  如果是即拆的主題難先叫你做
[00:17:24.700 --> 00:17:27.700]  鄭令山拿了一首自尊金曲
[00:17:27.700 --> 00:17:31.700]  他其實不是一個很厲害的人
[00:17:31.700 --> 00:17:33.700]  沒錯他是一個很聰明的人
[00:17:33.700 --> 00:17:35.700]  寫歌寫得很動聽的人
[00:17:35.700 --> 00:17:37.700]  但他不是一個最完美
[00:17:37.700 --> 00:17:41.700]  人家覺得很厲害的人
[00:17:41.700 --> 00:17:49.700]  他只是在很難的地方嘗試走一步
[00:17:49.700 --> 00:17:54.700]  不單止這樣
[00:17:54.700 --> 00:17:57.700]  十字十二節他多說了一句話
[00:17:57.700 --> 00:18:00.700]  他說「願愛惜生命看見好日子
[00:18:00.700 --> 00:18:02.700]  就要禁止舌頭不出惡言
[00:18:02.700 --> 00:18:04.700]  嘴唇不說詭詐的事
[00:18:04.700 --> 00:18:07.700]  離棄離惡行善尋求和睦」
[00:18:07.700 --> 00:18:12.700]  你看這一句你會看到有很多惡的東西
[00:18:12.700 --> 00:18:15.700]  奸詐的東西和虛方的東西
[00:18:15.700 --> 00:18:16.700]  然後他就解釋了
[00:18:16.700 --> 00:18:18.700]  他主一看顧二人
[00:18:18.700 --> 00:18:19.700]  他以誰聽他禱告
[00:18:19.700 --> 00:18:22.700]  他的面會向惡人辨識
[00:18:22.700 --> 00:18:26.700]  這句話不是來自彼得的
[00:18:26.700 --> 00:18:28.700]  是來自詩篇三十四篇
[00:18:28.700 --> 00:18:30.700]  三十四篇說什麼
[00:18:30.700 --> 00:18:32.700]  你看上面第一行就夠了
[00:18:32.700 --> 00:18:35.700]  大衛在阿彼美娜面前裝瘋
[00:18:35.700 --> 00:18:40.700]  被她趕出去就作這首詩歌
[00:18:40.700 --> 00:18:43.700]  稱頌耶華救恩
[00:18:43.700 --> 00:18:45.700]  阿彼美娜面前裝瘋
[00:18:45.700 --> 00:18:47.700]  如果記得三號耳機的話
[00:18:47.700 --> 00:18:49.700]  大衛在三號耳機
[00:18:49.700 --> 00:18:50.700]  他不用阿彼美娜
[00:18:50.700 --> 00:18:52.700]  他用阿吉王
[00:18:52.700 --> 00:18:55.700]  他被人逼迫走投無路
[00:18:55.700 --> 00:18:58.700]  阿吉王見到他搖尾乞憐
[00:18:58.700 --> 00:19:00.700]  想著想殺他
[00:19:00.700 --> 00:19:02.700]  然後大衛就要裝瘋
